-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
3.1295e-05-0.0012021i,-0.00085059-0.001503i,4.616e-05-0.0024556i,0.00084358-0.0032446i,0.00063657-0.0022285i,0.0001377-0.00015808i,0.00015541+0.00053631i,8.8017e-05+0.00068885i,-4.5659e-05+0.00073526i,0.00010363+0.00070169i,-0.00010241+0.00011138i,9.9699e-06+0.00038196i,0.00023134+0.00085328i,-0.00038494+0.00010403i,-0.00026635-0.00036126i,0.00063341-0.00014524i,0.00079643-0.00038737i,0.00042081-0.00040297i,-0.00044042-0.0003142i,-0.0014394-3.4167e-05i,-0.0010727+0.00036016i,3.7384e-05-5.1167e-05i,0.00076134-0.0002656i
0.0017729-0.001381i,0.0029716-0.0014618i,0.0028675-0.0022936i,0.0025385-0.0017186i,0.0011153+0.00077895i,-0.00010743+0.0029281i,9.4517e-07+0.0022703i,0.00031436+9.4642e-06i,-0.00016465-0.0010853i,-0.00048194-0.00036115i,0.00039551-0.00022375i,0.00045563-0.00030413i,0.00038102+8.9832e-05i,0.00074539+0.00011708i,0.00050327-5.0159e-05i,0.00041603+0.00019421i,0.00032559+0.00058367i,8.3309e-05+0.00071272i,0.00011563-0.00023958i,0.00017448-0.00044889i,-0.0004945-8.0691e-06i,-0.00039444-0.00055104i,0.00086875-0.00037654i
-0.00051202+0.0014907i,-0.0012053+0.0014473i,-3.5551e-06+0.00091256i,0.0016397+0.00028937i,0.00076981+0.00012399i,-0.00024731+0.0014669i,-8.4478e-05+0.0016087i,-6.6804e-06+0.00050022i,-0.00058187-0.00013851i,-0.00068316-0.00060852i,-0.00069909-0.00045527i,-0.00079844+0.00079601i,2.3744e-05+0.00098495i,0.00054119+0.00034074i,9.9999e-05+0.00045854i,0.00045845+0.00092321i,0.00045325+0.00077704i,2.0612e-05+0.00015365i,0.00014146-0.00050275i,3.9656e-05-0.00081345i,-0.00034369-0.00041475i,-9.2308e-05-0.00010049i,0.00051589+0.00012423i
0.00024686-0.0015106i,0.00032178-0.0019019i,0.0018009-0.0016492i,0.001424-0.00098739i,-0.00049399+0.0006016i,-0.0011249+0.0017077i,-0.00053678+0.0010577i,-0.00012861+0.0012044i,-0.00014958+0.0014184i,-0.00075537+0.00050236i,-0.0010167+0.00035288i,-0.00081827+0.00011806i,0.00014873-0.00024301i,0.00091981+0.00013817i,0.00093168+0.00048822i,0.00034299+0.00057855i,0.00016312+0.00049664i,0.00054316+5.4606e-05i,9.2849e-05-0.00059692i,-0.00044739-0.00056525i,-0.0014572-0.000283i,-0.0010181+0.00010007i,-0.00043715+0.00081413i
0.0011652-0.00060525i,0.0019982-3.5998e-05i,0.0012558+0.0005519i,-0.00041722-0.00030983i,-0.0015359-0.00045246i,-0.0019325+0.0005112i,-0.0018205+0.0012613i,-0.0012438+0.00097788i,-0.00092388+0.00092718i,-0.0014203+0.00076851i,-0.0011253+2.7749e-05i,0.00024706-0.00044725i,0.00050182-0.00051837i,-0.00022046-0.00034049i,-9.8854e-05+0.00014632i,-7.121e-05+0.00071687i,-0.0010851+0.00073998i,-0.00091094+0.00045934i,-0.00032682+0.00055448i,-2.9814e-05+0.00027301i,3.3851e-05-0.00044211i,-0.00021-0.00039093i,0.00044861+8.809e-05i
-0.0003211+0.00067598i,0.0001674+0.00059798i,0.00017595+0.00035019i,0.00039663-0.00048508i,0.00029917+0.00023261i,-0.00033996+0.0014967i,-0.0012908+0.0013815i,-0.0012432-5.0334e-05i,-0.00096917-0.0006779i,-0.0011003-0.00055924i,-0.00091139-0.00078943i,-0.00020954-0.00066607i,0.00021741-8.9826e-05i,-3.3458e-06+0.0006192i,-6.2868e-05+0.00030348i,0.00021525-0.00035369i,0.00094966-0.00018099i,0.0013353+0.00045044i,0.00075893+7.714e-05i,0.0005405-0.00068505i,0.00078962-0.00026712i,0.0008438-3.9744e-05i,0.00091905-1.2375e-05i
-0.00066065-0.00068192i,-0.0005482-0.00026176i,0.00077568+0.00058989i,0.0018869+0.0010216i,0.001248+0.0012322i,-0.00018423+0.0016263i,-0.0010259+0.0015905i,-0.0017726+0.001338i,-0.0017844+0.0008252i,-0.0010486+0.0003589i,-0.00093799+0.00031969i,-0.00015884+0.00022096i,0.00067331-0.00037362i,0.00024191-0.00032075i,-0.0004004+0.00089752i,-0.0008459+0.0011094i,4.3507e-05+0.0005234i,0.00056579+6.7113e-05i,-3.2461e-05-0.00013098i,-0.00019107+0.00033206i,0.0003403+0.00040773i,-0.00026127-0.00016307i,-0.0013571-0.00049775i
0.00068661-0.00046285i,0.00086943-0.00029484i,0.0016849-0.0015015i,0.0021074-0.0020667i,0.0015339-0.0012908i,0.00068713-0.00041864i,0.00038476+0.00029111i,-0.00023966+6.4637e-05i,-0.00054007-0.00019314i,-0.00016687-0.0001785i,-0.00063056-0.0008279i,-0.00031818-0.0009629i,0.00056108+0.0002981i,0.00022972+0.00025911i,0.00013993-4.0644e-05i,0.00071876-0.00033675i,0.0010201-0.00060948i,0.0012007-6.1403e-05i,0.00099575+5.8766e-05i,0.00025713-0.00063297i,-0.0003028-0.00030062i,-0.00052378+6.6133e-05i,-0.00051197+7.6764e-05i
0.00065097+0.00018402i,0.00056354+0.00078749i,0.0012899-0.00023192i,0.0014737-0.0014012i,0.00029667-0.0010545i,-0.00036269-0.00027817i,-0.0006344+0.00014168i,-0.00047725+0.00012025i,0.00040458-0.00057616i,0.00060751-0.0014639i,8.3788e-05-0.0014335i,0.00021954-0.00055305i,0.0011462-0.00010631i,0.0010876+0.00053626i,0.00064777+0.00070873i,0.000122+0.00061508i,-0.00047078+0.00016699i,-0.00049099+0.0007699i,-8.5213e-05+0.0013736i,0.00032515+0.00044788i,0.0003013-0.00056919i,0.00012053-0.0010249i,-0.00053521-0.0011947i
-0.0015521+0.0013668i,-0.0014094+0.0007571i,0.00010732-0.00045327i,0.00055066-0.0010988i,-0.0003953-0.00073914i,-0.00021824+0.00043099i,0.0001707+0.0012131i,-0.0010376+0.00078674i,-0.0011765+0.00042482i,4.5633e-05+0.00039101i,0.00012862-6.0469e-05i,-0.00045528-0.00010046i,-0.00065808+0.00023511i,-0.0006822-0.00036578i,-0.0010889-0.00093552i,-0.00095177-0.00060495i,-0.00023852+0.00010202i,0.00043074+0.00031439i,0.00021664+0.00010901i,0.00010323+0.0003119i,-0.00066665-0.00071127i,-0.0011753-0.0012008i,0.0002459+7.0209e-05i
0.002116-0.00012864i,0.0025391+0.00055473i,0.0029804+0.00017448i,0.0023596+2.2046e-05i,0.00093686+0.00085743i,0.0003078+0.0018204i,0.00058821+0.0020466i,-1.5141e-05+0.0013185i,-0.00061892+0.00045745i,0.00013581-0.00034494i,-0.00013851-0.00092237i,-0.00012378-0.00079697i,4.582e-05-0.00015705i,-6.4809e-05+0.00024003i,-0.0001165+0.00033804i,-0.00037217-1.7368e-05i,-0.00023271-0.00034942i,-0.00041441+0.0001859i,-0.00048802+0.00067341i,0.00039175-0.00012861i,0.00067066-0.00016596i,0.00047066+0.00030756i,0.00010204+0.00041138i
0.0013687-0.0011231i,0.0013907-0.0012509i,0.0013866-0.0027052i,0.00076664-0.0031535i,-0.0014511-0.0018303i,-0.0023297-0.00014564i,-0.00034396+0.00073472i,0.00044764+0.00058858i,0.00034392-0.00014728i,0.00084436-0.00034056i,0.00079298+0.00016276i,6.3575e-05+0.00079275i,0.00050049+0.0011105i,0.0010989+0.00089875i,0.00092534+0.0005281i,0.00045654+6.2833e-05i,-0.00038567+0.00015062i,-0.00062346+0.00036768i,-6.1717e-05+0.00028065i,0.0002756-0.00020234i,0.00026498-0.00047427i,0.00017667-0.0001411i,0.00024802+5.9434e-05i
0.00085061-0.0003719i,0.0008968-0.00048555i,0.00074685-0.0010421i,-0.00017459-0.0017134i,-0.0011553-0.0010405i,-0.0018376+0.0013201i,-0.0010054+0.0013992i,-0.0003928+0.00042916i,-0.00079444+0.00074352i,-0.00035813+0.00034846i,0.00073841-0.00034237i,0.00072664+0.00016058i,0.00025652+0.00087585i,0.0002362+0.00042388i,0.00074187-0.00014719i,0.0016036+0.00040816i,0.0012499+0.00076433i,0.00036957+0.00042521i,0.00048729+0.0001332i,0.00089549-0.00053755i,0.00027677-0.0010401i,-0.00026044-0.00055253i,-0.00032937+2.4126e-05i
0.0011806+0.00054339i,0.0011105+0.0016937i,0.0015699+0.0010901i,0.00051867-0.000429i,-0.0014873-0.00087817i,-0.0015129+0.00029184i,-0.00024851+0.0011304i,-0.0003138+0.00080225i,-0.0002706-0.00049728i,0.00025643-0.0012654i,-0.0005515-0.00080343i,-0.00056304+0.00022454i,0.00020011+0.00088187i,0.00027166+0.00046572i,0.0001831-4.209e-05i,0.00041621-0.00024808i,-5.8671e-05-0.00014869i,-0.00020842+0.00090487i,-2.9873e-05+0.0011991i,-0.00021555+0.00056619i,0.00020415-0.00028827i,0.00062664-0.00063227i,0.00043523-6.678e-07i
0.0015323-0.00020645i,0.0017173-0.0008862i,0.0021111-0.0016789i,0.00096814-0.0012189i,-0.00049111-0.00095235i,-0.00046709-0.00021894i,0.00050226+0.00076403i,4.2857e-05+0.00080457i,-0.00053752+0.00086496i,-0.00043972+0.00034559i,-0.0008057-0.0002934i,-0.00086841+0.00032995i,4.9491e-05+0.00051585i,0.00081306-0.00036317i,0.00075203-0.00034838i,0.00036316+0.0002373i,0.00074692+0.00026215i,0.0012216+0.00028645i,0.00065445+0.00046091i,-0.00035437+0.00018891i,-0.00045473-0.0002926i,-0.00033399-0.0001837i,-0.00087474+4.5569e-05i
2.7081e-05-0.00039267i,0.00040822-0.00031254i,0.00075684-0.0011803i,-0.00029248-0.0011407i,-0.00097119+0.0005202i,0.00020406+0.0028698i,0.0013204+0.003405i,0.0012076+0.0020798i,-0.00015822+0.0011108i,-0.00078593+0.00096924i,-0.00032666+0.00065791i,-0.00014812+0.00047639i,2.5811e-05+0.0006897i,0.00032429+0.00049494i,0.00026934-0.00015231i,0.00026347-9.9951e-06i,0.00093393+0.00052505i,0.0010394+0.00012884i,0.00049127-7.7402e-05i,-0.00024053-1.5627e-05i,-0.00047866-0.00026272i,0.00014318-0.00084649i,-6.9166e-05-0.00085947i
-0.00041132-0.0011705i,0.00042193-0.0020396i,-0.00017589-0.0014842i,-0.00050883-0.00055666i,0.00011808-1.7649e-05i,0.00010698+1.2539e-05i,4.0194e-05-0.00067296i,0.00037574-0.00022563i,-4.1888e-05+0.0005376i,-0.00089038-0.00014473i,-0.0010601-0.0008984i,-0.00024051-0.00062656i,0.00086395-0.00024363i,0.00095012+0.00039539i,0.00073081+0.001181i,0.0007144+0.00076921i,9.5935e-05-0.00017549i,-0.00015838-0.00070862i,-4.0692e-06-0.00092668i,8.2255e-05-0.00055996i,0.00025429-0.00017038i,-0.00023022-0.00060343i,-0.00080652-0.0010415i
-0.00048055+0.00095045i,-0.0002158+0.0015434i,-4.1622e-05+0.00093047i,0.00014989-0.0002674i,-0.00017069+0.0008524i,-0.00041885+0.0020059i,-6.0269e-05+0.001469i,0.00034987+0.00080046i,0.00012953+0.0010886i,0.000427+0.00052688i,0.0014035-0.00067065i,0.0012574-0.00050932i,0.000358-0.00015789i,-0.00033381-0.00063039i,-0.00056386-0.00068305i,-7.2545e-05-0.000154i,-0.00035405+0.00071197i,-0.00065846+0.0010198i,-0.00021333+0.00024398i,0.00019911-0.00044548i,0.00062217-0.00095644i,-3.0374e-05-0.00067499i,-0.0014227-0.0001172i
0.00091415+9.0158e-05i,0.0001345+0.00056232i,0.001001-0.0022413i,0.00075449-0.0032493i,-0.0017232-0.0011835i,-0.0032902+0.00037195i,-0.0017268+0.0010179i,0.0005479+0.0010355i,0.0013099+0.00087118i,0.00037004-0.00040507i,-0.00076168-0.0010169i,-0.00068052+0.00018994i,-0.00079102+0.0010514i,-0.00059088+0.0010828i,-0.0001309+0.0012001i,0.00017722+0.0011192i,0.00024098+0.00053137i,0.0005573-0.00014431i,0.00084231-0.00027814i,0.00016008-0.0005218i,-0.00059691-0.0011336i,0.00011112-0.0012037i,0.00025405-0.00077912i
0.00079249-0.00015711i,0.00099078-0.0011847i,0.00083599-0.0014215i,0.00063269-0.00065258i,-0.00041883+0.00055221i,-0.00063054+0.0017321i,1.6637e-05+0.0020223i,-0.00039495+0.00091879i,-0.0010192+0.00048068i,-0.00048724+0.00048278i,-0.00021916+0.00025373i,-0.00079009-0.00012577i,-0.00056559-0.00024652i,-5.6935e-07-0.00023671i,0.00022258+3.2241e-05i,9.8394e-05-5.7495e-05i,0.00076169-0.00022904i,0.0010856+0.00039319i,0.0006108+0.00076634i,0.00040948+0.00018961i,-3.0349e-05-0.00057577i,-0.00076104-0.00032922i,-2.8889e-05+8.012e-05i
-0.00052456+0.00083429i,0.00026082+0.00050271i,0.00027701+0.00053078i,0.00024704-0.00042785i,0.00069373-0.00012594i,0.0012115+0.00091224i,0.001594+0.00067168i,0.00036634+0.00031456i,-0.00053823+0.00075257i,0.00017013+0.00066314i,0.00041913-0.00032795i,0.00029191+6.332e-05i,0.00013363+0.00061238i,0.0005092+0.00052694i,0.0010297+0.00081156i,0.001529+0.0004617i,0.0012891-0.00023878i,0.00094544-0.00010389i,0.00065224+0.00020377i,0.00015855-0.0006105i,-0.00014854-0.001044i,0.00017214-0.00069589i,0.0011832-0.00083389i
0.00032485+0.00044378i,0.00088117-0.00013151i,0.0010283-0.0019032i,4.7983e-05-0.002872i,-0.001944-0.0010735i,-0.0023029+0.0008881i,-0.0010133+0.00088229i,-0.00030702+0.00092083i,-0.0005768+0.00069425i,-0.00094378-6.7744e-05i,-0.0011008-0.00069919i,-0.00098814-0.00049198i,-0.00048444+0.0002523i,7.1219e-05+0.001076i,0.00043718+0.0015564i,0.00061904+0.0011389i,0.00053597+0.00013482i,0.00092299+8.8237e-05i,0.00063446+0.00030956i,3.0894e-05+0.00037342i,5.6687e-05+0.00040009i,0.00017363+9.0447e-05i,2.2806e-06-0.00011573i
5.9583e-05+0.0011789i,-0.0010442+0.0010136i,-0.00057855+0.00060754i,-4.583e-05+0.00053136i,-0.00072385+0.00057533i,-0.0010455+2.1278e-05i,-0.000265+0.00055076i,6.3049e-05+0.00089319i,-0.00011618+0.00039076i,-0.00024633-5.0217e-05i,-2.1173e-05-0.00014307i,0.0001552+0.00018163i,0.00019127+0.00010479i,-0.00065799+0.00013745i,-0.0017092+0.00046444i,-0.0012885+0.00036231i,-0.00038887+0.0002308i,-3.0784e-05+6.546e-05i,0.00017882+0.00015242i,9.4665e-05+0.00044212i,-0.00026549+0.00043514i,-0.00031041+0.00053707i,-0.00055517+0.00018986i
0.00012136-0.00042191i,0.00079128+0.00030543i,0.0015295+0.0008197i,0.0017321-9.6398e-05i,0.0011307-0.00085022i,0.00077682+7.5229e-05i,0.00076273-0.00013333i,0.0007711-6.202e-05i,0.0011908+0.00042269i,0.0014056+0.00018035i,0.00060598+0.00031676i,0.00017337-1.3836e-05i,0.00064501-5.0045e-05i,0.00094295+0.00058537i,0.00033931+0.00056508i,-0.00033909+0.00067272i,-7.8773e-05+0.00070791i,0.0001148+0.00096574i,9.8111e-06+0.0011962i,0.00027112+0.00016828i,9.8345e-05-0.00091779i,0.00029435-0.001223i,0.00030866-0.0015263i
-0.00098603+0.00055772i,0.00017096+0.00067245i,0.0002125+0.00073384i,0.00061458+0.00045907i,0.0015087+0.0014946i,0.00228+0.0020823i,0.0012244+0.0016187i,-8.1012e-05+0.0010021i,-0.00081338+0.00096013i,-0.00096578+0.00041913i,-5.0432e-05-0.00042142i,0.00059802-0.00040415i,0.00032622-7.5282e-05i,-0.00014639-0.00049306i,-0.00046445-7.9067e-05i,-0.00018809+0.0010016i,0.00093179+0.00095499i,0.0012403+0.00045357i,0.0010375+0.00024074i,0.0007331-7.8917e-05i,0.0001275-0.00061249i,-0.00034419-0.00082623i,-0.00021248+1.8095e-05i
-0.00022205-0.0010534i,-0.00033057-0.00073842i,-0.00094475-0.0011673i,-0.0016199-0.00075689i,-0.0014232+0.0011404i,-0.00012471+0.0018833i,0.00033631+0.0017567i,0.00011322+0.0013106i,0.00015806+0.0011133i,-0.00026415+0.00082552i,-0.00047153+0.00030292i,-0.00026885+0.00039045i,-0.00023514+0.00019054i,1.1773e-05-0.00012742i,0.00017387+0.00054621i,-0.00028883+0.0014352i,-6.8904e-05+0.0010814i,0.00081661+0.00053786i,0.00078406-0.00054058i,0.00019521-0.00061952i,0.00010703-0.00014102i,-0.00010397-0.00034337i,-0.0009192-0.00080492i
-0.0002139-0.0011485i,-0.00023275-0.001154i,-0.00012459-0.00091373i,6.0844e-05-0.00060778i,-0.00045454+0.00056639i,-0.00022731+0.00084293i,0.00028728-0.00017301i,-0.00072093+9.4719e-05i,-0.0016563+0.0003121i,-0.00089314-0.00012227i,-0.00024667-0.00054632i,0.00026891-0.00010321i,0.00016998+0.00030968i,-0.00048263-0.00028587i,-7.6492e-05-0.00027531i,6.1338e-05+0.00020759i,0.00018709+0.0001124i,0.00039634+0.00023422i,3.8144e-05-4.903e-05i,-0.00055369-0.001149i,-0.00041148-0.0004475i,-0.00031128+9.6333e-05i,-0.00033844-0.00084349i
-0.0001712+0.0013005i,0.00061114+0.00070424i,0.0018578-0.0007543i,0.0014216-0.0011582i,0.00094709-0.00036442i,0.0017804+0.0010215i,0.0017526+0.0013106i,0.0015033+0.00060688i,0.0011662-0.00046947i,0.00063171-0.00073468i,-0.00074198+5.9128e-05i,-0.00093191-3.3386e-05i,-4.6885e-05-0.00010592i,0.00027334+0.00058518i,6.0776e-05+0.00076476i,7.7166e-05+0.00019704i,0.00060051-0.00059028i,0.0011857-0.00059703i,0.00051138-9.6011e-05i,-0.00062063-8.5118e-05i,-0.00044109-0.00010272i,0.00029279-0.00017551i,0.00031272-0.00068543i
0.00019014-0.0011665i,0.0013272-0.00031757i,0.0034395-0.0010404i,0.0026499-0.0021912i,-6.1164e-06-0.0014801i,-0.00090115+0.0010916i,-0.00094028+0.0017324i,-0.0011529+0.0012308i,-0.00073959+0.00091555i,-0.00095902-0.00040357i,-0.0011478-0.000885i,-0.0002463-0.00057631i,0.00030272-0.00013846i,-0.0003363+0.00021621i,-0.00021196+4.4036e-05i,0.00071433+0.00016682i,4.6326e-05+0.00037519i,-0.00029353-0.00016383i,0.00059852-0.00030139i,0.0010138+0.00013593i,0.00097716-3.6138e-05i,0.00021019-0.00068876i,-0.00057786-0.00098913i
-0.0008059+0.00080958i,-0.00030524+0.00040129i,0.0015218+0.0016692i,0.0026085+0.0015399i,0.0020903+0.00082508i,0.0012062+0.00038814i,0.00026259-5.0666e-05i,-0.00050521+0.00027849i,-3.6531e-05+0.0015523i,0.001205+0.0020387i,0.00088079+0.00086229i,0.00045414-9.3993e-06i,0.00035099-0.00034818i,-0.00016603-0.00011893i,-0.00047312-8.769e-05i,-0.001073+3.1999e-05i,-0.001334-0.00029634i,-0.00039132-0.00081294i,0.00048164-0.0005579i,0.00044962-0.00039144i,0.00032124-0.000337i,0.00024953-9.9867e-05i,0.0011049-4.1063e-06i
-0.002268+0.00018942i,-0.0019431-0.0012684i,-0.0021379-0.0011933i,-0.0018003+0.00061313i,-0.00042067+0.0017747i,0.00087911+0.0011495i,0.00023954+0.00066916i,-7.7723e-05+0.0005855i,0.00028233+0.0004545i,0.00057345+0.00013062i,0.00081532+5.3208e-05i,0.00098422+0.00026567i,0.00068071+1.6036e-05i,3.6423e-05-0.00029319i,-0.000327-0.00086474i,-0.0004703-0.00019885i,-0.00078688+0.00074435i,-0.00088677+0.00064887i,-0.00014223+0.00015279i,0.0009632-0.00033745i,0.0010766-0.00044963i,0.0004069-0.00078394i,-0.00011835-0.0012161i
8.7226e-05-0.0009369i,0.00013053-0.00040534i,0.00026884+0.00045592i,0.00017488+0.00024892i,-0.00066545+0.00034334i,-0.001755+0.0013733i,-0.0018673+0.0018868i,-0.00098155+0.00086577i,-0.00051783+0.00010009i,-0.00030091-0.00029401i,0.00028037-0.00055887i,0.00011743+0.0003158i,-0.00020799+0.00013274i,-0.00058576+3.6305e-05i,-0.00083864-3.4385e-05i,-0.00094747-6.2702e-05i,-0.00071873+7.4883e-05i,0.00049481-0.00035969i,0.00096489-0.00028322i,4.2408e-05+2.7514e-06i,-0.00091355-3.0694e-05i,-0.00084473-0.00037515i,-0.00060717-0.00066749i
0.0012376+0.001345i,0.001497+0.0018002i,0.0025136-9.5099e-05i,0.001567-0.0019737i,-0.00016968-0.001131i,-0.00068845+0.00087675i,-0.00063373+0.00093905i,-0.00040153+0.00051923i,-0.00024387+5.8013e-05i,0.00027729-0.00030598i,0.00029237+1.9096e-05i,4.4168e-05+0.00052879i,-6.1113e-05+0.0010589i,-0.00070338+0.0016915i,-0.00035321+0.0016767i,0.00053033+0.00052146i,-1.6051e-05-0.00026729i,-0.00016445-0.00068653i,0.0003716-0.00079689i,-0.00015793-0.00027374i,-0.00030041+7.3287e-05i,0.00011864+0.00025042i,-0.00011339-0.00017319i
-0.0012704-0.00098181i,-0.0011326-0.0017882i,-0.00040193-0.0025228i,-7.9055e-05-0.001321i,-0.00036339+0.0012158i,-0.000664+0.0022763i,-0.00068246+0.001147i,-0.00064072+0.00015405i,-0.0013719-0.00023378i,-0.0011514-0.0010412i,-0.00061008-0.001155i,-0.00062329-0.00029755i,-0.0013388+0.0008126i,-0.0015344+0.00089309i,-0.0012962-0.00028799i,-0.00050502-0.00018947i,8.9992e-05+0.00059002i,0.00013172+0.00029959i,0.00011223-0.00026021i,-1.0432e-05+5.1875e-05i,-6.5441e-05+0.000497i,-0.00010394-4.6874e-05i,-0.0003303-0.00095528i
0.0018784-5.4899e-06i,0.0020051+9.0318e-05i,0.0022625-0.00029958i,0.0018286-0.0018474i,0.0009-0.0021773i,-0.00011727-0.00017151i,-0.00015478+0.00084117i,0.00031923+0.00066966i,0.00013839-0.00054702i,0.00053873-0.00087781i,0.0001728+5.3619e-05i,-0.00064845+0.000723i,-0.00017762+0.00065898i,0.00036025-0.00020327i,0.00095858-0.00026112i,0.00080221+0.00036681i,7.0674e-05+0.00034306i,-0.00028242-0.00036919i,-0.00015271-0.0011604i,0.00015082-0.0014922i,-0.00018203-0.001215i,-0.00011926-0.00038882i,-0.00014018+0.00024001i
-0.00093374+0.00123i,-0.0002351+0.00038882i,0.00040357-0.0010086i,0.00057582-0.0013947i,0.00030756-0.00071926i,-0.0005549+0.00041047i,-0.001099+0.00051224i,-0.0005318-0.00015532i,0.00038869-1.932e-05i,-5.7986e-05+0.00061251i,-0.00078312+0.00059557i,-0.00060042+0.00041405i,0.00013829-6.3845e-05i,0.00054983-0.00085712i,0.00056354-0.00021763i,0.00043787-0.00013637i,-5.7304e-05-0.00030285i,-0.00013831+0.00055408i,-0.00012139+0.00053557i,-0.000199+0.00029219i,-0.00050606-0.00050741i,-0.00043852-0.0011563i,2.8948e-05-0.00043921i
0.00091341-0.0012003i,0.00097696-0.00062683i,0.0018681-0.00046366i,0.0018035-0.00034759i,0.0012815+0.00073696i,0.00073073+0.0020129i,0.00034891+0.0023018i,-0.00079088+0.0016746i,-0.0014629+0.00060249i,-0.0011305-0.00027024i,-0.00057699-0.00044623i,0.00034019-0.00040772i,0.00039003-0.00065286i,-0.00044953-0.00070235i,-0.00030201-0.00044981i,0.00046053-0.00022034i,0.00079288-0.00035455i,0.0011141-0.00027888i,0.00062566+2.6971e-05i,-0.00018466+0.00021588i,-0.00063248-0.00015348i,-0.0010574-0.00050611i,-0.0010565-0.0006109i
0.0014947+0.00015291i,0.00075475+0.0010556i,0.0011882+0.00028914i,0.00057158+0.00013907i,-0.0010599+0.0003298i,-0.00089393+0.0016903i,-2.8449e-05+0.0017742i,0.00068567+0.00041722i,0.00048758-4.6263e-05i,0.00038929-0.00026236i,0.00069633+0.00020274i,0.00054226+0.0012148i,0.00036001+0.0011715i,0.00016256+2.1697e-05i,0.00023114-0.00025573i,7.3433e-05+0.0002i,0.00040166+0.00036302i,0.00057689+0.00034935i,9.3902e-06-0.0003261i,0.00030304-0.0015043i,0.00059118-0.0014981i,0.00035738-0.00077393i,-0.00059668+6.5601e-05i
-0.00030029-0.00077932i,-0.00039719-0.00074613i,-0.0010836-0.0011511i,-0.001418-0.0010438i,-0.0020169-0.00083147i,-0.0012818-6.0926e-05i,-0.00028612+0.00089175i,-0.00073285+0.0013223i,-0.00094288+0.00036872i,-0.00066298-0.00048632i,0.00014657-0.00051245i,-3.4375e-05+0.0005184i,-0.00040602+0.00029503i,-0.00013054-0.00029964i,-0.0002243+0.00018448i,-0.00017394+0.00038445i,-8.1241e-05-7.7575e-05i,0.00011348-0.0003241i,0.00037401-0.00014781i,0.00082656+0.00029629i,0.00092926+0.00014454i,0.00070958-0.00034972i,-0.00034712-0.00027588i
4.0657e-05-0.00010555i,0.00067447+5.6752e-05i,0.00073728-0.00050927i,0.00025406-0.0015638i,-6.6161e-05-0.00039782i,-8.0179e-05+0.0019358i,-0.00030708+0.0020693i,-0.00089976+0.0010638i,-0.0010269+0.00049782i,-0.00036825-0.00018017i,9.8461e-05-9.304e-05i,-0.00019152+6.3983e-05i,-6.0958e-06-0.00066478i,0.00019102-0.00071024i,-0.00042646-0.00082819i,-0.00060963-0.0011741i,0.00060211-0.00045806i,0.0011201-0.00023866i,0.0005634+0.00046142i,-2.4475e-05+0.0011153i,-0.00054676+0.00058493i,-0.00076508+2.9604e-07i,-0.00025984-0.00015897i
-0.00034027-0.00098666i,-0.001034-0.00097192i,0.00036459-0.00099512i,0.001728-0.0013899i,0.00037933-0.0013277i,-0.00085117-0.0005506i,-0.0001902-0.00024471i,-8.4542e-05+0.00011443i,0.00013652+0.00024949i,-0.00017369-0.00020679i,-0.00053067-8.7119e-05i,0.00027191+0.00054451i,0.00056957+0.00078709i,0.00049148+0.0005629i,0.00031688+0.00027513i,-0.00026937+0.00039955i,-0.00067293+0.00099428i,-0.00060578+0.00080352i,-0.00048637-0.00051525i,-4.2865e-05-0.00044089i,0.00055836+0.0003138i,0.00049953+0.00031561i,-0.00042121+0.0004173i
0.0013457+0.0020008i,0.0010423+0.0011696i,0.0012874+0.0013613i,0.0019472+0.001033i,0.0014177+7.4109e-05i,-0.00078859+0.00024096i,-0.0017724+0.0010305i,-0.00073898+0.0013372i,0.00018896+0.0007881i,0.00018169+0.00011693i,-8.2998e-05-0.00053051i,-0.00030823-0.00023977i,-0.00036293+0.00019026i,0.00074518+0.00040708i,0.0018449+0.0002786i,0.00097353-0.00026548i,0.00024264+0.00013647i,0.00027449+0.0004929i,-0.00026483+8.8225e-05i,-5.2159e-05+0.00024998i,-5.104e-05+0.00039164i,-0.00043253+0.00037645i,-0.0004462+5.4803e-05i
