-0.00091284+0.00055157i,-1.7949e-05-9.2672e-05i,-0.0010238-0.00023928i,-0.0018311+0.0006809i,-0.0025506+0.002016i,-0.0022717+0.0017257i,-0.0017555+0.00083183i,-0.00082638+0.0011048i,0.0002086+0.001131i,0.00083146-0.00011452i,0.00076606-0.0012243i,0.00025742-0.0015774i,0.00016247-0.00062384i,0.00042116+0.00057885i,0.00026429+0.00078968i,-0.00010835+0.000298i,-0.00091351+3.2951e-05i,-0.0009885+0.00055215i,-0.00063774+0.00063785i,-0.00057583-0.00037448i,-0.00049553-0.00077519i,-0.00010165-0.00019743i,0.0004165+0.00061386i
0.0011675+0.00041758i,0.002119-0.0015933i,0.0022059-0.00063137i,0.0012168+0.00050752i,0.00026141-0.0001139i,7.3168e-05-0.00075138i,-0.00089954+0.00024466i,-0.00069796+0.0014249i,0.0001746+0.0022264i,0.00020007+0.0023725i,-0.00045877+0.0010552i,-0.0009914-0.00048526i,-0.00088853-0.00085339i,-0.00061461-0.00016218i,3.1312e-05+0.0001402i,-0.0001784-0.00025991i,-0.00030585-0.00039798i,-0.00042801-6.5029e-05i,-0.00061514-0.00030634i,-0.00040969-0.00059045i,-2.4085e-05+0.00018622i,0.00017112+8.9109e-05i,0.00023291-0.00021993i
0.00097699+0.00019887i,-0.00017793+0.0005033i,-0.0013293-0.00098532i,-0.0015855-0.0012655i,-0.00087499-0.00013246i,-0.00042271+0.00091565i,-0.0004944+0.0013326i,-0.00024022+0.0013008i,-4.7012e-05+0.0010747i,-0.00039915+0.00033585i,-0.00049505+0.00013377i,-0.00053599+0.00020852i,-0.00047281+0.00033174i,6.2342e-05+0.00042639i,0.00039973+0.00069615i,0.00024439+0.00082431i,4.9271e-05+0.00047577i,-0.00012976-0.00014879i,-0.00011726-4.4207e-05i,-0.00013058+0.00052742i,-0.00037876+0.00036031i,-0.0004523+6.8477e-06i,3.5178e-05-0.00010541i
-0.0012725-0.0005046i,-0.00099583-9.9788e-05i,-0.0012548+0.00012691i,-0.0019096+0.0014284i,-0.0015808+0.0023287i,-0.000201+0.0015074i,3.0519e-05+0.00022181i,-0.00058038-0.00046205i,-0.00091275-0.00035295i,-0.00062155+0.00022912i,-0.0003476-4.1984e-06i,-0.00020286-0.00045595i,0.00016024+2.5326e-05i,5.6624e-06-0.00023061i,0.00020468-0.00035832i,0.00073983-1.9454e-05i,0.00075706+0.00042037i,-0.00012099+0.00094689i,-0.00043644+0.00030912i,0.0001786-0.00022123i,0.00023184-0.00036845i,6.1992e-05-8.4716e-05i,5.852e-05+0.00047455i
-0.0019093+0.0022507i,0.00017693+0.0027922i,-0.00012266+0.0035084i,-0.00058635+0.0038667i,0.00043052+0.0035807i,0.0010823+0.0016549i,-0.0002785-0.00044918i,-0.0011902-0.00044977i,-0.00077184+0.00081525i,-0.0003922+0.00084838i,0.00020648+0.00054517i,0.00058875+0.00040397i,0.00047925+0.00046864i,0.00017164+0.00011231i,0.00012773-1.3207e-05i,-0.00038835+0.0002956i,-0.0010871+0.00020105i,-0.00061533+0.00027479i,6.0914e-06+0.00033487i,-8.3476e-06+0.00026134i,-0.00056663+0.00049961i,-0.00034768+0.00067854i,-2.0384e-05+0.00075134i
-0.0014748-0.001824i,-0.0010227-0.0017309i,0.0004639-0.00057148i,0.00025307+0.00049132i,-0.00098932+0.00036855i,-0.00089243+6.1083e-05i,-0.00067507+0.0012994i,-0.00086658+0.0013681i,7.8941e-05+0.00018578i,0.00085737-0.00014709i,0.00080261+0.000181i,-0.00019571+0.0005682i,-0.0014151-0.00038614i,-0.00080741-9.3305e-05i,0.00018569+0.00073456i,0.00054532+0.00038082i,0.00073375-0.00046435i,0.00057648-0.001371i,-7.4457e-05-0.0013486i,-0.00025928-0.00056179i,-0.00033938+0.00080093i,-0.00024983+0.0007987i,8.2438e-05+0.00021975i
0.0015211+0.0010723i,0.0026284+0.00085561i,0.0024937+0.00051295i,0.001573-0.00063524i,0.0010606-0.00089338i,-2.4539e-05-0.00054735i,-0.00077805+0.00019869i,-0.00050772+0.0004756i,-3.354e-05+5.0923e-05i,0.0001909-9.8423e-05i,0.00028566+0.00055844i,0.00026664+0.00074754i,0.00017646-8.0207e-05i,-6.9371e-05-9.7057e-05i,-0.0005864+4.9302e-05i,-0.00060735-0.0001189i,0.00037565+0.00020224i,0.00047722-2.0183e-05i,0.0001079-0.00032242i,0.00036572-0.00044955i,0.00047318-0.00066663i,0.00045498-0.0011058i,0.00039767-0.00086989i
7.8469e-06+0.00030742i,-0.00021265-0.00043003i,-0.00069699-0.0012528i,-0.00096509-0.0012063i,-0.0013227-0.0011643i,-0.00057098-0.00048539i,-0.0004703+0.00022551i,-0.00019471+8.6226e-05i,0.00094361+0.00016081i,0.00056082+0.00031759i,-0.00010456+0.00055961i,-0.00014985+0.00060043i,-0.00040328+0.00040358i,-0.00082312-8.9373e-05i,-0.00079043-0.00023733i,-0.00062199+0.00022116i,-0.00072883+0.00061642i,-0.00046164+0.00060416i,-0.00042847+0.00019896i,-0.00098228+0.00016772i,-0.0011245+0.00031794i,-0.00036582-0.00029382i,-4.2906e-05-0.0010755i
-0.00044543-0.00040212i,3.5334e-05-0.0005881i,0.00039896+0.0001099i,0.00072154+0.0016267i,0.0010408+0.0021911i,0.00070142+0.0011556i,-9.5513e-05+0.00092535i,-0.00049633+0.00077579i,-0.00029593+0.00034657i,0.00011278+7.8514e-05i,-7.4691e-05+9.0956e-05i,-0.00059805+0.00059648i,-0.00048687+0.00082171i,-0.00041988+0.00084299i,-0.00074995+0.00048621i,-0.0010928+0.00020026i,-0.00058157-0.00012983i,-0.00020474-0.00046645i,-0.00057656-0.00057523i,-0.00052326-0.00039607i,0.00018322-0.00022869i,0.0013202-0.00015224i,0.0011766-0.00044244i
-0.0010192-0.002321i,-0.0019987-0.0016502i,-0.0027718-0.0027363i,-0.0031704-0.0012531i,-0.0026586+0.0016712i,-0.00084562+0.0027618i,0.00065143+0.0022044i,0.0012311+0.0010892i,0.00078086+0.00038123i,-0.00023807-0.00014399i,-0.00055805-0.00065069i,-7.7419e-05-0.00054735i,-0.00020375+0.00021364i,-0.00022735+0.00088214i,-2.1452e-05+0.0007834i,0.00024989+0.00053744i,0.00026266+0.00045236i,0.00017319-0.00024754i,0.00027694-0.00023984i,3.7722e-05+0.00024588i,-0.00010814+7.9616e-05i,-0.00022235-0.00040998i,-0.00017833-0.00064777i
-0.00026219-0.0011013i,0.00033392-0.0011904i,-0.00013282-0.00060729i,-0.0013188+0.00019344i,-0.0018613+0.0015104i,-0.001241+0.0024715i,-9.243e-05+0.001824i,0.00025225+0.0011087i,-0.00014408+0.000276i,-0.00064466-0.00050398i,-0.00059559-0.00047536i,3.1316e-05-0.00035075i,0.00045282-0.00023295i,0.00027997-0.00035399i,0.00035065-0.00029868i,5.2348e-05-0.00058165i,-0.00014254-0.00047374i,0.00048284-0.00023373i,0.00028332-0.00019838i,0.00024618+0.00035105i,0.00042588+0.00049536i,-9.3898e-05-0.00016509i,-0.00049512-0.00059354i
-0.00086766+0.0018059i,-0.00076975+0.0019016i,-0.00079091+0.0011552i,-5.5308e-05+0.0001374i,0.00019962-8.2327e-05i,-0.00055313-0.00039369i,-0.00066327-0.00014262i,-0.00081781-0.0002221i,-0.0011934-5.5085e-05i,-0.00079341+0.00049399i,0.00058677+0.0011147i,0.0012062+0.0016017i,0.00090485+0.00092484i,0.00062683-0.00022515i,0.0011819+5.3473e-05i,0.00086542+0.00024388i,0.0003912-0.00011779i,7.749e-05+0.0001955i,-0.00060029-0.0001311i,-0.0010616-0.00018179i,-0.00062289-0.00043762i,6.9157e-05-0.00025682i,1.7298e-05-0.00048177i
1.8648e-05-0.0025201i,-0.0018027-0.0029398i,-0.0025556-0.0025222i,-0.0025406-6.3404e-05i,-0.0025572+0.00090895i,-0.0011463+0.00072591i,-0.00022216+0.0010635i,-0.00042204+0.00033902i,-0.00052263-0.00031886i,-0.00021222+0.00020613i,-0.00048162+0.00091044i,-0.00051567+0.0013482i,-0.00031297+0.00063033i,-0.0001154-5.196e-05i,-0.0005105-8.9541e-05i,-0.00055566-0.00015846i,-0.00014534+0.00021319i,-0.00040109+0.0002631i,0.00017962-0.00021093i,0.00066436-0.00068496i,-0.00021499-0.0011931i,1.5609e-05-0.0013335i,0.00060876-0.00046925i
0.0010027+0.003177i,0.0029254+0.0025141i,0.0031395+0.0017078i,0.0020054+0.00024931i,0.0013066+0.00018036i,0.00053179+0.00027666i,-0.00062738+3.9171e-05i,-0.00026278+0.00064087i,0.001269+0.0014304i,0.0005847+0.0015672i,-0.00043342+0.00089127i,-6.0928e-05+0.00076204i,-0.00022258+0.00058941i,-2.2426e-05+0.00038071i,0.00023171+0.00048923i,-1.5136e-06-0.000134i,5.7876e-05-0.0003864i,0.00042808+4.447e-05i,0.00055641+0.00027184i,0.00064868+0.00050877i,0.00029209+0.00063385i,-0.00017136+0.00023783i,-0.00078912-0.00035334i
-0.0030026-0.00052018i,-0.0029539+0.00084841i,-0.0028959+0.0021455i,-0.0019136+0.0027147i,-0.00081504+0.0023063i,0.00055762+0.0012469i,0.00097213+0.0011407i,0.00037068+0.00086017i,-3.6455e-05-0.00020155i,-3.7603e-05-0.00059957i,0.00027015-0.00046578i,-7.2113e-05-0.00060148i,-0.00020547-0.000508i,7.882e-05-0.00014586i,-0.00061738-3.8555e-05i,-0.000605-1.6437e-05i,0.00036424-5.6921e-05i,0.00078221+0.00020655i,0.0002221-3.2395e-05i,0.00015058+9.744e-05i,7.8902e-05+0.0010937i,-0.00025656+0.0014588i,-0.00081023+0.00079273i
0.00093283-0.0001212i,0.0012455-0.001007i,0.0026264-0.00065283i,0.0031769-0.00023757i,0.0012262+0.00059179i,-0.0016042+0.00092404i,-0.0022561+0.00097953i,-0.0012165+0.00076223i,-0.00026221+0.00044086i,0.00032555-0.00025622i,0.00045397-0.00086101i,-0.00019362-0.0011935i,-0.00055121-0.00089777i,-0.00026163-9.2925e-05i,-0.00018996+0.00022851i,-0.00024659+0.00069557i,-7.4548e-05+0.00058395i,0.00019806-2.874e-05i,0.0001364+0.00018591i,0.00039624+5.0692e-05i,0.00077333-0.00063138i,0.0014384-0.00016044i,0.0010716+0.00015071i
0.00032253+0.0008693i,-6.0539e-05+0.00081704i,-0.00038037+0.00081378i,-0.0021525+0.00040553i,-0.002698-0.00015081i,-0.0012631+0.00019961i,-0.00076338+0.00035761i,-0.00058515+0.00032957i,0.00073309+0.0005336i,0.0011001-2.2135e-05i,0.00088619-9.954e-05i,0.00088583+0.0006191i,0.00071735+0.00084881i,0.00085303+0.00048235i,-0.00015258+9.5365e-05i,-0.0010092+0.00019087i,-0.00045411+0.00071455i,-0.00023592+0.00044077i,-0.00071142+0.00022686i,-0.0008964+0.00073414i,-0.00033166+0.00051779i,-1.5356e-05+0.00018374i,0.00081277+9.5939e-05i
-0.00035932+5.5429e-05i,-0.00091949+0.00046731i,-0.0017127+0.00013531i,-0.0017503-0.00021268i,-0.00049009-0.00012205i,-0.00022612-0.00036813i,-0.0007397-0.00051092i,-0.00016661+0.00027481i,7.772e-06+0.0010594i,-0.00043236+0.00094595i,-0.00044534+0.00077604i,0.0004062+0.00048433i,0.0005012+0.0002934i,-0.00040653+0.00023322i,-0.00055364-0.00051733i,-0.0003191-0.00092945i,-2.3148e-05-0.00012063i,-0.0002724+0.00043646i,-0.00045304-0.00040666i,-0.00027443-0.00026165i,-7.1433e-05+0.00019296i,0.00017893-0.00011122i,0.00016099-0.0003442i
0.0011389+0.0024093i,0.0012011+0.0015822i,0.0016353+0.00039371i,0.0027617-0.00059635i,0.0026684-0.0018015i,0.001608-0.0016899i,0.00042351-0.00049398i,-0.00077118+0.00031453i,-0.00063716+0.0013335i,0.00013537+0.00048744i,0.00037471-0.00093814i,-4.8323e-05-0.00086853i,-0.00086771-0.00046237i,-0.00098831-0.00023741i,-0.00065336-3.5629e-05i,-0.00065286+0.00013965i,-0.00017395-0.00037815i,0.00090893-0.00069881i,0.00043201+1.078e-05i,0.00010423+0.00069962i,0.00067348+0.0010143i,0.0010054+0.00093032i,0.00035065+0.00064182i
0.00018061-0.0005002i,-0.0014422-0.00027869i,-0.001194+0.0007771i,-0.0010659+0.00088608i,-0.00075656+0.00027205i,-0.00019592+0.00080763i,-0.00029476+0.0013576i,-0.00049249+0.0011817i,0.00010718+0.0010411i,0.00037719+0.00026218i,0.00062837-0.0006418i,0.00082546-0.00025096i,0.00040525-0.00030963i,0.0004585+0.00025311i,0.00046738+0.00037201i,0.00050131-0.00018424i,0.00063312+0.0001005i,0.00036518+0.00060356i,-0.00010924+0.00092656i,-5.8356e-05+0.00088207i,-0.00013607+0.00087583i,-0.00052652+0.00095446i,7.7959e-05+0.00056863i
0.0026156+0.0004804i,0.0024736+0.00063491i,0.001047-0.0002334i,-0.00012469-0.00079398i,-0.00093916+0.00015888i,-0.0011592+0.00077329i,-0.00086723+0.00066141i,-0.00042015+0.00056864i,0.00025505+0.00011175i,0.00074355-0.00033445i,9.4442e-05+0.00052241i,-0.00067049+0.001095i,-0.0006966+0.00047962i,1.9034e-05+0.00050082i,0.00012681+0.00019609i,-0.00019479+9.6471e-05i,-0.00020472+0.00023455i,-0.00059621-0.00011928i,-0.00030846-0.00034773i,0.00026009-0.00044029i,0.00044589+0.00027744i,0.00046417+0.00062123i,0.00067505+0.00029605i
-0.0021647+0.00094628i,-0.0017738+0.0012416i,-0.0011358+0.0012541i,-0.00020533+0.00060446i,0.00025694+0.00092899i,-0.00041488+0.00054791i,-0.00087423-0.00030197i,-0.00053937+0.00026377i,-0.00033586+0.0014223i,-0.00056626+0.0014023i,-0.00064095+0.00080011i,-0.00010103+0.00068431i,0.00025113+0.00091222i,0.00058103+0.0003808i,0.0001739-0.00031244i,-0.00033161-0.00018697i,-0.00015298-0.00035228i,0.00016794-0.00076488i,0.00010554-0.00058606i,7.1237e-05-0.00013929i,0.00031037-0.00010536i,0.0002151-6.9749e-05i,-0.00037675-1.6375e-05i
0.0025766+0.00063788i,0.0027735-0.0012906i,0.0020394-0.0019071i,0.0004702-0.0023696i,-0.00039375-0.002847i,-0.0011494-0.0017626i,-0.00046007-0.00044012i,8.9412e-05+0.00037532i,0.00012891+0.00062768i,0.00040139-3.1078e-05i,0.00033285-0.00030792i,-0.00010132-0.00050741i,-0.00057293-0.00049321i,-0.00031348+2.1166e-05i,-0.00032348+4.1261e-05i,-0.00034611+6.2311e-05i,-0.00029728-1.135e-05i,-0.0002951+0.00014214i,1.9466e-05-0.00015143i,0.00052014-0.00070349i,0.00072664-0.00023156i,0.00038591-0.00049366i,0.00018013-0.0013286i
0.00053527-0.00025857i,-0.00049328+0.0005293i,-0.00074751+0.00036428i,-0.00072265-0.00019193i,-0.00021419-0.00041617i,0.0005143+0.00017216i,0.00053941+0.00096457i,0.0002856+0.002154i,0.00047773+0.001897i,0.00025298+0.00076769i,-0.00012485+0.00047817i,-0.00019623+0.00032204i,0.00015341+0.00026658i,0.00099251+0.0003197i,0.0012266-0.00029076i,0.00085325-0.00063294i,0.00070634+0.00015881i,0.00034411+0.0007211i,0.00030119+0.00019535i,-0.00021632-8.1984e-05i,-0.00062363+0.00022548i,-0.00023186-0.00016315i,-0.00025167-4.6414e-05i
1.5076e-05-0.001824i,-0.0014927-0.0013649i,-0.0014708-0.0019626i,-0.00090783-0.0017481i,-0.00058125-0.00019577i,-0.00079415+0.00091219i,-0.00065031+0.0010712i,0.00032435+0.0011619i,0.00071677+0.00072868i,0.00019783-0.00022718i,-0.00063353+0.00032236i,-0.0010067+0.0011063i,-0.00043462+0.00060941i,-0.00010193+0.00089145i,-1.8909e-05+0.00082653i,-0.00014107+2.0374e-05i,-0.00058676+0.00037757i,-3.6458e-06+0.00074858i,0.00051202+0.00031183i,-7.3036e-05-2.389e-05i,-0.00075145-0.00056708i,-0.0001467-0.0011271i,0.000788-0.00092664i
0.00035006-2.6073e-06i,0.00043189-0.0005684i,0.00041146-0.00026869i,0.00031391+0.00015901i,0.00048934+0.00038765i,7.5035e-05+0.00073976i,-0.00072825+0.0010215i,-0.00085558+0.0017022i,-0.00047067+0.0013069i,-0.00030397+0.00048278i,0.00045663+0.00042737i,0.0014482+0.00044787i,0.0011405+0.00044902i,0.00014263+0.0001248i,-0.00033517-0.00037007i,-0.00043264-0.00013551i,0.00021254+0.00067896i,0.00061854+0.0008271i,0.00025302+0.00024351i,0.0002035-0.00055123i,-0.00010394-0.0011072i,5.4909e-05-0.0014005i,0.00082785-0.0015551i
0.0010983-0.00076754i,0.0022316-0.0024153i,0.001756-0.0022723i,0.00031997-0.0013254i,-0.00039142-0.0007181i,-0.0012311-0.00030416i,-0.0013678+0.00030074i,-0.00028731+0.00027825i,0.00061088-9.3087e-05i,0.00024933-0.00096894i,7.0132e-05-0.00070367i,-0.00013029+0.0003412i,-8.1842e-05+0.00064368i,0.00042974+0.0003016i,0.0008098+0.0001802i,0.00078788-6.4911e-05i,0.00065301-0.0002255i,0.00048512+0.00029024i,0.0005031+0.00018489i,0.00084244-3.3848e-05i,0.00025717+0.0003981i,-0.00072442+9.6055e-05i,-0.00047827+4.1116e-05i
-0.00036285+0.0016971i,-0.00047689+0.0023111i,-0.00057721+0.0024914i,-0.00034397+0.0023848i,-0.00015903+0.0019846i,-3.3771e-05+0.0010953i,-0.00029737+0.00049596i,-0.0012477-0.00017461i,-0.0014603-0.00029851i,-0.00026418-0.00020525i,0.0007389-3.0092e-05i,0.00065555-0.00039392i,0.00030402-0.00068874i,0.0003917-0.00031297i,8.119e-05-0.00031426i,-0.00054722-0.00022909i,-0.00012538-2.1971e-05i,-4.4515e-05+0.00013586i,-0.00036903+0.00024844i,-0.00024205+8.3064e-06i,0.00028192-9.0993e-05i,0.0011388+0.00043134i,0.0011203+0.00068753i
-0.00036741-0.0025651i,-0.00070443-0.0017089i,-0.00065046-0.0013128i,-0.0013301-0.00098912i,-0.0018127+0.00014818i,-0.00080664+0.00084522i,-0.00018634+0.00072027i,0.00019142+0.00055145i,0.00075286+0.00040325i,0.00083229+0.00035071i,0.00094739+0.00072788i,0.00032335+0.0012479i,-0.00077829+0.00063659i,-0.00080532-0.00079412i,-1.3231e-06-0.00050845i,0.00014164+0.0002134i,0.0002356+0.00037567i,-0.00017119+0.00019592i,-0.00089571-0.00061564i,-0.00069656-0.00023201i,-0.00026246+0.00028237i,0.00022967-0.00070932i,5.0001e-05-0.0012161i
4.5998e-05-3.9663e-05i,0.00047397-0.00027545i,-0.00015429+0.00055681i,-0.0006181+0.00054517i,-0.00016675-0.00018001i,0.00039561+0.00047057i,-2.3921e-05+0.0011648i,0.00039143+0.0011574i,0.00086943+0.0006897i,0.00084941+0.00028402i,0.00053983+0.00047412i,0.00030894+0.00037883i,0.00033867-0.00018505i,0.00023562+0.00017295i,-0.0001828-0.00026169i,0.00048296-0.0010791i,0.00092686-0.00051557i,-0.00045188-2.2133e-05i,-0.0011716+0.00012283i,-0.00033797+0.00075065i,0.00019455+0.00071833i,-6.2478e-05+0.00059289i,0.00016873+0.0012397i
0.00042501-0.0013611i,-0.0010042+0.00014074i,-0.0020674+0.00064896i,-0.0018664+0.00057594i,-0.00080436+0.0010189i,0.00013087+0.0012104i,0.00028013+0.0010645i,0.00012722+0.0014401i,0.00018566+0.00061965i,-0.00070528-0.00031226i,-0.00084146+9.3345e-05i,0.00057909+0.00051433i,0.0013052+0.00059771i,0.00019324+0.00024409i,-0.00083475+0.000315i,-0.00057099+0.00035066i,-0.00028818+0.00017963i,-0.00043682-0.00011469i,-0.0003469+0.00033458i,0.00035383+0.00037625i,0.00033675-0.00036123i,-0.00056522-2.2499e-05i,-0.00051581+0.00025875i
0.00017063-0.0017744i,-8.56e-05-0.002492i,-0.00053739-0.0023243i,-0.0018117-0.00086523i,-0.0027924+0.00026595i,-0.0021285+0.0009789i,-0.0011926+0.0014762i,-0.00040825+0.0010197i,0.00061226+0.00015486i,0.0011519+3.6755e-05i,0.00084849-0.00034931i,0.00067143-0.00027623i,0.00058941+0.00030805i,0.00015171-1.0816e-05i,0.00018318-0.00022277i,0.00011936-0.00029204i,0.00014551+0.0001146i,0.00059271+0.00033586i,0.0010282-0.00053112i,0.00053984-0.00043237i,-0.00013127+7.447e-06i,0.00026336-0.00030519i,0.00081422-0.00041096i
-0.0022194+0.00062239i,-0.0013939+0.0018109i,-0.00098569+0.0019465i,-0.0013357+0.0015401i,-0.0017201+0.0012195i,-0.0014271+0.0005941i,-0.0012855-0.00016899i,-0.00077288-0.00046304i,0.00057692+0.00013841i,0.0014388+0.00046055i,0.0006662+0.0001776i,-0.00033581-0.00051438i,-0.00057382-0.00017695i,-0.00033285+0.00082953i,-0.00010007+0.0011474i,0.00023209+0.0011684i,-8.7568e-06+0.00069419i,-0.00034524+0.00020065i,-0.00044091-0.00015843i,-0.00053024-0.00049038i,-6.3945e-05-0.00078098i,0.00033725-0.00043228i,-0.00068683+0.00027679i
-0.0019587-0.0010321i,-0.0020456-0.0010155i,-0.0024872+0.00013721i,-0.0022046+0.00070976i,-0.00098906+0.0010751i,0.00029812+0.0014544i,0.0010435+0.0010107i,0.00058174-0.00012132i,-0.00036909-0.00039466i,-0.00033058+3.5325e-06i,0.00026393+0.00033063i,0.00025074+0.0003871i,0.00078391+2.6313e-06i,0.0010401-1.4142e-05i,0.00062564+0.00034385i,6.4467e-05-2.2062e-05i,-0.0001071-0.00075761i,0.00035154-0.00015897i,5.1866e-05+0.00043604i,-0.00041449+8.1465e-05i,-0.0003567+0.00020043i,-0.00080767+0.00056341i,-0.00069019+0.00086814i
-0.00021573+0.0013909i,0.0010389+0.0014221i,0.0007545+0.0021487i,0.00060719+0.0019062i,0.0012528+0.0012555i,0.0013473+0.0014362i,0.00039304+0.00086893i,-3.6293e-06+0.00032191i,-0.00047954+0.00051113i,-0.00050453+0.00082624i,0.0002479+0.00039718i,0.0010521-0.00020025i,0.0015491-0.00058537i,0.00087132-0.00024807i,0.00026063+0.00061709i,-7.9117e-07+0.00035487i,-0.00028292+0.00015332i,-0.00039661+0.00033133i,-0.00022556-0.00014437i,4.6583e-05-0.00025524i,-4.4624e-05+0.0004931i,-0.00040716+0.0010756i,-0.0005768+0.0011696i
0.0002983+0.00043699i,0.00084958+0.00040689i,0.001889+0.00072637i,0.001809+0.00080504i,0.00045263+0.00020091i,-0.00084795+0.000462i,-0.0015528+0.00085068i,-0.0013474+0.00045192i,-0.00073025+6.8689e-05i,-0.00010454-0.00037696i,0.00056714+8.7324e-05i,0.001317+0.00052704i,0.00057296-0.001167i,-0.0002952-0.0013625i,-6.6451e-05-0.00059961i,0.00023033-0.001347i,-0.00023525-0.0009514i,-0.00041906+0.00011039i,0.00030572+2.6262e-05i,0.00066241+0.00034187i,-0.00044385+0.00077761i,-0.00079193+0.0005593i,-0.00045114+0.00010998i
0.0010748+0.00092059i,0.00145+0.00054611i,0.0012708+0.00025077i,0.00068813+0.00020043i,0.00059871+0.0010606i,-0.00048397+0.00089229i,-0.0013828+0.00038761i,-0.0011216+0.0012922i,-0.0007893+0.0011027i,0.00043498-0.00034481i,0.0010075-0.00034084i,0.00048448-6.7704e-05i,-0.00028479-0.00037563i,-0.0004568-0.00058171i,-0.00010218-0.00035272i,-0.00062095-0.00052911i,-0.0012339-0.00029726i,-0.001189-4.1837e-05i,-0.00047492-0.00042568i,0.00045237-0.00024405i,-0.00025816-0.00058213i,-0.0017388-8.5529e-05i,-0.0018313+0.0005351i
-0.0020369+0.00011784i,-0.0024703+0.00097644i,-0.0020578+0.0016838i,-0.0015955+0.0021157i,-0.0018272+0.00098594i,-0.0012137-0.00064344i,-0.00048718-0.00067789i,-0.0006341-0.00021155i,-0.00050287-0.00015552i,7.907e-05+0.00043989i,0.00025071+0.00099904i,-0.00028637-0.00010231i,-2.3177e-05-0.0012993i,0.00078245-0.0010014i,0.00044091+6.3598e-05i,-0.00031645+0.00040258i,0.00013042+0.00044278i,3.2409e-05+0.00018507i,0.00020146+2.6385e-05i,0.00057961+0.00066365i,9.6948e-05+0.00046273i,0.00039902-0.00016762i,0.00082982-0.00053527i
-0.00010443-0.00088243i,0.00086145-0.0018453i,0.0013439-0.0019383i,0.00048673-0.00081259i,-0.000838+0.00019287i,-0.00119+0.00045639i,-0.00097944-9.8866e-07i,-0.00086467-0.00030664i,-0.00083512+0.00017573i,-0.00033744+0.00042904i,0.00057016-3.8473e-05i,0.0012091-0.00052165i,0.0012102-0.00038683i,0.000173-0.00034194i,-3.3712e-05+0.00028285i,6.1798e-05+0.000382i,-0.00028969+0.00042768i,-0.00035844+0.00066229i,-0.00034139+0.00045425i,0.0001858+4.2333e-05i,0.0008214-0.00022637i,0.00062574+0.00016869i,3.843e-05+7.9247e-05i
0.00065275+1.8016e-06i,0.00010471+0.0001615i,0.00029004-0.00078911i,-0.00024221-0.00071463i,-0.0012023+0.00057064i,-0.0019353+0.0020529i,-0.0011971+0.00162i,-4.1274e-05+0.00064835i,0.00063851+0.00016398i,0.0011337-0.00061266i,0.00092158-0.00036405i,0.00011042+0.00026322i,-0.00035899+4.9924e-05i,-0.00019231-0.00013756i,-0.00049095+0.00028766i,-0.00018081+0.00023366i,8.7391e-05-0.00015645i,-0.00040734-2.292e-05i,-0.00011918+0.00011648i,-0.00021987-3.7553e-05i,-0.00028144-0.00036162i,-8.6222e-07-0.0005336i,0.00010097-0.00063706i
-0.00096971+7.4692e-05i,-0.0012647-0.00077175i,-0.0010659-1.1041e-05i,-0.00020437+0.0014569i,0.00095324+0.0021799i,0.0010202+0.0018999i,-0.00030852+0.0013784i,-0.00087963+0.0012422i,3.9232e-05+0.0010454i,0.0010345+0.00048419i,0.0011114-5.587e-05i,0.0013975-0.0002289i,0.0011559-0.00046134i,0.00085479-0.0012564i,0.00094299-0.00078046i,0.00050989+0.00030723i,0.00019619+0.001089i,-0.00025073+0.0010903i,-0.00066355+0.00051822i,-0.00020498-0.00017108i,0.00076857+0.00022551i,0.00095967+0.00011287i,0.00051549-0.0010358i
0.001948+0.0019153i,0.0019427+0.00060729i,0.0019812-6.7402e-05i,0.0018498-0.00013397i,0.0013355+0.00017402i,0.00031544+0.00025987i,-0.00082383+0.00040504i,-0.00076531+0.001346i,-0.00049187+0.0022226i,-8.1651e-05+0.0016986i,0.00060223+0.00036956i,0.00057597+0.0001733i,-0.00018174+0.00060452i,-0.00078447+0.00043416i,-0.00037355+0.00022715i,8.4186e-05+0.00026386i,0.00058032+0.0001993i,0.00062847+4.521e-05i,0.00064423+0.00055826i,-0.00017514+5.8501e-05i,-0.00098969+9.4216e-05i,-0.00037167+0.00053933i,5.1698e-05-0.00013757i
0.0009079+0.0018616i,0.00088858+1.6756e-05i,0.0019021-0.00094922i,0.0018129-0.00060535i,0.00053115-0.00031513i,-0.00055202-0.00015717i,-0.001011-3.6016e-05i,-0.0017688-7.4333e-05i,-0.00087784-4.5038e-05i,0.00066764-0.0009568i,0.00093385-0.0013032i,0.0003734-0.0004463i,-0.0006772-0.0004497i,-0.0005315-0.00076719i,-0.00033276-0.00031358i,-0.00075461+0.00042587i,-0.00088425+0.00085495i,-0.0012226+0.00013292i,-0.00042455-0.0010096i,0.0002888-0.00058328i,-2.0735e-05-0.00017764i,0.00047792-0.0011429i,0.00067792-0.0016494i
