-0.0026099+0.0011001i,-0.0011436-0.0013677i,-0.0025915-0.0021024i,-0.0022352-0.00035285i,-0.00023577+0.0019965i,0.0017627+0.0019378i,0.0015496+0.0010077i,0.00024668+0.00080581i,0.00083702+0.00086799i,0.0015106-6.7192e-05i,0.00065462-0.0011236i,-0.00029776-0.0011889i,-0.00071564-0.0010598i,-0.00057688-0.0011608i,2.508e-05-0.000339i,0.00030549+0.00046151i,0.00064998+0.00037057i,0.0001707-0.00044534i,-0.0004253-0.0012245i,-0.00023034-0.0010751i,0.00013878-0.00038922i,0.00036593+2.1834e-05i,0.00029931+0.00023725i
-0.0013283-0.00079753i,-0.00068832-0.0014319i,0.00021372-0.0010784i,0.0011865-0.0013121i,0.0010994-0.00055951i,0.0013038+0.00020609i,0.00042969+0.00047853i,-0.0011755+0.0014175i,-0.00087733+0.0016683i,-9.3727e-05+0.0010454i,0.00025201+0.0010477i,0.00021288+0.00089438i,0.00048861+0.00035512i,0.0012026-8.1392e-06i,0.0009716-0.000205i,-5.72e-05+0.00010745i,-0.00038562+0.00066434i,0.00022356+0.00049269i,0.00035821-0.00042227i,3.6968e-05-0.001643i,-0.00018209-0.0014742i,0.00026527-0.00072409i,0.0008028-0.00070749i
4.0437e-05+0.00084108i,-0.00046151+0.0012474i,0.00050061+0.0019425i,0.00027187+0.0013099i,0.0012023+0.0010233i,0.0026262+0.0013126i,0.001639+0.0010165i,-0.00039993+0.00043233i,-0.00080463+0.00070175i,-5.5816e-05+0.00035445i,-0.00018897-0.00065875i,-0.0005157-0.00094985i,-0.00083022-0.00069497i,-0.00094153-0.00038704i,-0.00068054-0.00023217i,-0.00042638+0.00015215i,-0.00065265+0.00042539i,-0.00053462-3.9108e-05i,0.00053025+5.7819e-05i,0.0010479+0.00039471i,0.0011668+0.00043661i,0.0012508+0.00079326i,0.001144+0.00045965i
-0.00044774+0.0006924i,-0.0013846+0.0003928i,-0.0013103+3.2253e-05i,-6.6593e-05-0.00045657i,0.0012443-0.00054726i,0.0015254-0.00016304i,0.00058781+0.00044668i,-0.00076001+0.00055282i,-0.00066834+0.00029509i,0.00012811-0.00032128i,3.6395e-05-7.4903e-05i,-0.00068232+0.00018765i,-0.00050475+0.00029588i,3.1292e-06+0.00038418i,0.00052245+0.00015947i,0.00063318+0.00046132i,0.00035759+0.00022507i,0.0005237-0.00056755i,-0.00035573-0.0006893i,-0.0010609-0.00033836i,-0.00096972-0.00059421i,-0.00016894-0.00058925i,0.00025519-0.00017215i
-0.00029138-0.0009281i,0.00087985-0.00064744i,0.0005599-0.00049537i,0.00037726+0.00056922i,0.0022267+0.0013527i,0.0027681+0.0012459i,0.0015025+0.00068574i,-6.2345e-05+0.00065956i,-0.00085929+0.000473i,-0.00073608+1.4168e-05i,9.1554e-05+0.00026604i,0.00032669+0.00062802i,-0.00021917+0.00075897i,-2.4859e-05+0.0012612i,0.00046315+0.0012899i,0.00099821+0.00046749i,0.00055066+0.00011791i,-0.00080879-0.00028314i,-0.0011592-0.0010201i,-0.00032223-0.00047591i,-1.9829e-06+0.00030818i,-0.00015857+0.00011596i,-0.00072533-0.00069409i
1.6517e-05-0.00085509i,0.00010901-0.0017567i,-0.00039096-0.0021641i,-0.00055939-0.0017065i,0.00025039-0.0004202i,0.0011357+0.00053416i,0.00093351+4.3493e-07i,-0.00066516-0.00039151i,-0.0013333+0.00032745i,-0.00084396+0.00038443i,-0.00036743+9.89e-05i,-0.00054736-0.00014935i,-0.00062964+0.00013278i,-0.00020019+0.0005652i,-0.00016924+0.00015371i,0.00028447+5.0247e-05i,0.00050013-1.6523e-05i,-0.0001864-0.00083602i,-9.0392e-05-0.0010417i,0.00020375-0.00014424i,0.00025153+0.00046941i,0.0001228-0.00041987i,0.00017536-0.0008905i
-0.0029625+0.0014571i,-0.0024179+0.001843i,-0.00080541+0.0015427i,0.00065733+0.00049635i,0.0012554+0.0010128i,0.0017557+0.0011524i,0.00087584+0.0002548i,-0.00060229-0.00051272i,-0.00094709-0.00010939i,-0.00022924+0.00029105i,0.00042387+0.00014083i,0.00052149+0.00059674i,-0.00041839+0.00089392i,-0.00089924+0.00070973i,-0.00027154+0.00090751i,0.00043492+0.0012778i,0.00059769+0.001097i,0.00034433-0.00013977i,0.00035839-5.853e-05i,0.00010145+0.0011445i,-5.5936e-05+0.00090993i,0.00038734-6.3924e-05i,0.0003148-0.00072021i
-0.00088548-0.001582i,-3.237e-05-0.00064999i,0.00024573+0.00030134i,-0.00051238+0.0012415i,0.00074397+0.0020397i,0.0025641+0.0026298i,0.0015079+0.0016307i,-5.671e-05+0.00073263i,-0.00055621+0.00077105i,-0.00043983+0.00087606i,-3.7353e-05+0.00044915i,0.00079903+0.00066919i,0.00084594+0.00082693i,-7.5604e-05-0.00014872i,-0.0009996-0.00034949i,-0.0008319+0.00012255i,0.00030414-0.00038646i,0.00067247-0.00026871i,0.00025619+0.0004242i,-9.323e-05+0.00022738i,6.7668e-05-0.00034131i,0.0002682-0.0011718i,0.00056575-0.0012924i
0.0010906+0.0012199i,0.00098682+0.00072142i,0.0011895+0.00044889i,0.0011217+0.00030141i,0.0018112+0.00046182i,0.00095236+0.00077862i,-0.00011559+0.00037389i,-0.00057407+0.000229i,-0.00051309-0.00024697i,-0.00072368-0.0010731i,-0.0011455-0.00083778i,-0.00062134-0.00026061i,-1.2552e-05+0.00048434i,0.0001657+0.00032601i,0.00018205+0.00040798i,-0.0004687+0.0011212i,-0.00031504+0.00068778i,0.00024682+0.00049572i,-0.00039705-0.00019946i,-0.00042969-0.00070178i,-1.439e-05+0.00010144i,-6.2826e-06+0.00069925i,0.00012915+0.0004414i
-0.00076415-0.00028189i,-0.0022699+0.0010501i,-0.002739+0.00049773i,-0.0021183+0.00038663i,-0.001548+0.00098727i,-0.00054555+0.00063125i,0.00054823-0.00010789i,-0.00028231-9.376e-05i,-9.4015e-05+8.683e-05i,0.00033462+0.00025933i,7.8614e-05+0.0010793i,5.083e-05+0.0015053i,-0.00027774+0.0015295i,0.00025648+0.00052832i,7.0635e-05-0.00025315i,7.0878e-05+0.00042634i,0.00062459+0.00047414i,0.00052012-0.00040374i,0.00044261-0.00026155i,8.3986e-05+0.00075481i,0.00011189+0.00069897i,0.00030786+0.00011648i,0.00037095+0.00073372i
9.6643e-05-0.0019457i,-0.00037683-0.0025283i,-0.001447-0.001175i,-0.002023-0.00022059i,-7.8187e-05+0.00090006i,0.0017312+0.0015945i,0.0011085+0.00095132i,-0.00032522+0.00015938i,-0.00070579+0.0011861i,-0.00033604+0.00163i,-4.0538e-05+0.00095934i,0.0001394+0.00059311i,2.1812e-05-0.00040417i,-0.00043502-0.00074113i,-4.4271e-05-0.00018894i,0.00087221-0.00028861i,0.00089288+0.00022721i,0.001113+0.00051787i,0.0010704-0.00017654i,0.00015781-0.00077866i,-0.00011503-0.0010455i,0.00049619-0.00062097i,0.0011138+0.00038873i
0.00024983-0.00098015i,0.000633+0.00015073i,0.0010562+0.00012886i,0.0014932-0.00046589i,0.0013733-0.00042251i,0.0015241+5.4621e-05i,0.0011752+4.1302e-05i,0.0001881+0.00018987i,-0.00065699+0.00049399i,-0.00051714+0.00052922i,-0.00018211+0.00050475i,-0.00090299-0.00010446i,-0.0005758-0.00028735i,0.00039657+6.5309e-05i,1.5484e-05-0.00010569i,-0.00026363-0.00073421i,0.00012273-0.0012933i,0.00061529-0.00043317i,0.00049723+0.00032399i,0.00028103+0.00068579i,-0.00053297+0.0006514i,-0.0012923-0.00020913i,-0.0010309-0.00036065i
-0.0013674+0.00058474i,-0.00063929+0.0012958i,-0.00094273+0.00060211i,-0.00093888-0.00016974i,-4.7037e-05+0.00071051i,0.0013417+0.0015695i,0.00091085+0.001296i,-0.00043162+0.00083729i,-0.00064518+0.00068829i,-0.00010995+0.00073904i,-0.00029182+0.00036003i,-0.00051424+0.00016036i,-0.00040348-4.4878e-05i,-5.546e-05+0.00031985i,-0.00052776+0.00059199i,-0.00058617-8.6267e-05i,0.00023496-0.00055225i,0.00059611-0.00098053i,0.00016709-0.00041383i,0.00041393-0.00066072i,0.00045044-0.00078638i,0.00039992-0.00040655i,0.00049037-0.00019779i
0.00083841-0.0011928i,0.00064048-0.0011759i,-0.0007155-0.0010308i,-0.0013906-0.0011106i,-0.000828-2.3234e-05i,0.00027373+0.0015668i,0.00070773+0.0020169i,-0.00042911+0.0012096i,-0.00082605+0.00024627i,0.00044862-0.00015859i,0.00063725+0.00030719i,-0.00021127+0.00077984i,-0.00011322+0.00099975i,0.00057201+0.00084745i,0.00035458-1.8355e-05i,6.3179e-05-0.00056064i,0.00036597-0.00013442i,0.00021742-3.4019e-05i,-0.00014266-0.00074908i,-0.0004073-0.00080621i,-0.00045369-0.00026324i,-0.0002197+0.00014216i,-0.00081475+0.00056849i
0.0011955+0.00056409i,0.0010434-4.6228e-05i,0.0018143-0.00012933i,0.00192-0.00044353i,0.0016016-0.00037176i,0.0012106+2.8746e-05i,0.00030219+0.00025302i,-0.00070526+0.00066957i,-0.00058039+0.00057166i,-0.00021691+0.00033394i,-0.00052335+0.00070795i,-0.00079429+0.00029432i,-0.00059936-0.00029216i,-0.00061395+0.00020007i,0.00014595+0.00085515i,0.00044147+0.00047943i,-0.00056115+0.00019787i,-0.00099505+0.00026934i,-0.00053418+0.00037194i,-0.00038712+0.00064773i,-0.00020935+0.00040711i,0.00038114+3.5372e-05i,0.00028161-0.00073631i
-0.00018927-0.0012524i,-0.00016703-0.0013428i,0.0013019-0.0018879i,0.0021459-0.0017305i,0.0025842-0.00015129i,0.0029206+0.0014304i,0.0022254+0.0012246i,0.0010762+0.00092563i,0.00036453+0.0014409i,-0.00018358+0.00072145i,-0.00014043-0.00031382i,-0.00020828+2.0421e-05i,-0.00022161+0.00043354i,-0.00030314+0.00014184i,-0.00024403+0.00038974i,-0.00018551+0.00016897i,0.0002547-0.00092577i,0.00071852-0.00031342i,0.00057696+0.00045176i,-0.00016365-3.5657e-05i,-0.00034194-0.00028124i,0.00061248+0.00022161i,0.00054012+0.00021512i
-0.00039325+0.00048616i,-0.00064249+0.00083605i,-0.001744+0.0016052i,-0.00245+0.0017915i,-0.001743+0.0017941i,-0.0002606+0.0015798i,0.00014891+0.00073307i,0.00025508+0.00065731i,-0.0006133+0.0012365i,-0.00097468+0.00056697i,-0.00013044-9.095e-05i,0.00058262+0.00019973i,0.00010801+7.0634e-05i,-0.00073687-8.8153e-05i,-0.00070607+0.00022022i,-0.00035008+0.00064383i,-0.00039858+0.00030577i,-0.00051765-0.00042111i,-0.00042771-0.00030916i,-0.00019667-1.969e-05i,0.00012341-0.00055771i,0.00076131-0.0011057i,0.00059963-0.00061622i
-0.001279+0.0021823i,-0.0014289+0.0013106i,-0.001583+0.0012308i,-0.00023897+0.0010955i,0.001591+0.00020154i,0.001974-0.00098515i,0.00089079-0.00050858i,-0.00081908+0.00085303i,-0.0013973+0.0015463i,-0.00019937+0.0010055i,-0.00027714-0.00029004i,-0.0010594-0.00078431i,-0.0006741+0.00077737i,-0.00062204+0.0014412i,5.3706e-05+0.0001879i,0.00026102-0.0001725i,-0.0002301+0.00043344i,-0.00024344+0.00043917i,-0.00048066+5.0862e-05i,3.1728e-05-0.0001017i,0.0005635-0.0004547i,0.00033738-0.00096343i,0.00063061-0.0011047i
-0.00037079-0.00085538i,0.00021169-0.00071145i,0.00071046-0.00031622i,0.00091609-0.00068796i,0.0014876-0.00062079i,0.00201-0.00033595i,0.0015376-8.7238e-05i,0.0001067+0.00061374i,-0.00026865+0.00058036i,0.00050038+0.00029818i,0.00052134-0.00013483i,0.00042981-0.00013479i,0.00025226-0.00019108i,-0.00016352-0.00047897i,-0.00023405+0.00022721i,0.00022667+0.00077107i,0.00038015+0.00051394i,0.00028309-3.5406e-05i,0.0005087-0.0003045i,0.00063579-0.00021316i,0.00046882-0.00030469i,3.2078e-06-0.00042885i,-0.00072253-0.00057539i
0.0011309+0.00066116i,0.0019316-6.3162e-06i,0.0005251-0.00059572i,0.00021847-0.00029539i,0.0010874+0.00059482i,0.0016206+0.0012443i,0.0011314+0.0017894i,-5.4981e-05+0.0015142i,-0.00084375+0.00021968i,-0.00051119-0.00085672i,-0.00048989-0.00020574i,-0.0012388+0.00089039i,-0.0012488+0.0014296i,-0.00015486+0.001137i,0.00040343+0.00052889i,0.00019699-7.9398e-05i,0.00037567-0.00068688i,0.00056438-0.00010785i,0.00018246+0.00040864i,-0.00089274+0.00058879i,-0.00084739+0.00022678i,-0.0001033-0.00085857i,1.2783e-05-0.00088358i
-0.0012968-0.0010221i,-0.0028287-0.00031555i,-0.0033809+0.00024754i,-0.0033855+0.00048439i,-0.0020535+0.001121i,-0.0003238+0.0015931i,0.00050871+0.0010582i,0.0002549+0.00019909i,-0.00044151+0.00051832i,-0.00077025+0.00067361i,-0.00059111+0.00047542i,-0.00048095+0.00090774i,-0.00068356+0.00088293i,-0.0007659-8.6395e-05i,-0.0014518-0.0006838i,-0.0011343-0.0012246i,0.00011709-0.0010188i,0.0005579-0.00082199i,0.0011921-0.00091021i,0.0013843-0.00091254i,0.00091061-0.00025834i,0.00035639+0.00040643i,0.00018622+0.00028311i
-9.709e-05-0.0025327i,0.0011667-0.0023042i,0.0019303-0.0021259i,0.0026672-0.0008352i,0.0026931+0.00050448i,0.0025997+0.00041592i,0.0013963+0.00025649i,1.2429e-05+0.00028819i,-0.00061863-0.0003427i,-0.00045624-0.001202i,0.0010198-0.0015284i,0.0017168-0.00066756i,0.00049264+0.00054402i,-0.00013722-0.000151i,-4.8584e-05-0.0006546i,-9.9523e-05-0.00026013i,0.00044447-3.5079e-05i,0.00098575-5.8627e-07i,0.0011401-0.00016247i,0.00074228+0.00027101i,0.00054163+0.00036332i,-0.00017367-0.0003171i,-0.00038533-0.00063954i
0.00027551+0.001428i,-0.00037508+0.0015133i,0.00022449+0.0008281i,0.00079891-0.00011919i,0.001169-0.00059133i,0.0017029-0.0012075i,0.00088497-0.00065304i,2.9939e-05+0.00030969i,0.00052279+0.00068356i,0.00080351+0.00083651i,0.00017451+0.00048669i,-0.00066146+0.00021138i,-0.00020676+0.0005142i,0.00033215+0.00045079i,0.00043204+0.00012898i,0.00044912+7.5573e-05i,-0.00024638+0.00020319i,-0.0013106+0.00013673i,-0.00087826-0.00037955i,0.00040003-0.00022598i,-0.0003457+0.00013153i,-0.0009856+0.00041656i,-0.00053785-0.00011917i
-0.0016605+0.00035548i,-0.0021664+0.00064506i,-0.0023275+0.0019271i,-0.0015189+0.0027439i,0.00015263+0.0034869i,0.0016122+0.0031725i,0.0010479+0.0016396i,-7.0366e-05+0.00089605i,1.0871e-06+0.0011181i,8.4571e-05+0.00075628i,-0.00023406+0.00027769i,-0.00055029-0.00014234i,-0.00056885-0.00035015i,-0.00047833-0.00046544i,-0.00048067+0.00018448i,-0.00018243+0.0011925i,-0.00043731+0.0012391i,-0.00084652+0.00050246i,-0.0010731-0.00071571i,-0.00078428-0.0010875i,-0.00020955-0.00051144i,8.1944e-05-2.4122e-05i,-6.8414e-05+6.1623e-05i
0.00071011-0.0009331i,0.0012608-0.0011255i,0.00028499-0.0010832i,-0.00047141-0.00011423i,5.7437e-05+0.00028119i,0.00048397+0.00055708i,0.00024075+0.00031007i,-0.00022336+5.1608e-05i,-0.00068498+0.00034838i,-0.0011478-0.00037673i,-0.00085954-0.001373i,-0.00017325-0.00098736i,0.00026023-0.00017422i,5.478e-05+0.00021625i,0.00027617+0.00018206i,0.00071819+0.00034923i,0.00092882+0.00020534i,0.0012067-4.6259e-05i,0.00095377+0.00024601i,0.00012816+0.00062699i,-0.00064462+0.00046367i,-0.00084089+2.8252e-06i,-0.00020397+0.0007956i
0.00068735-0.0012562i,0.00046914-8.3417e-05i,-0.00041315-0.0012055i,-0.00057155-0.0010148i,-0.00035306+0.00078813i,1.6221e-07+0.0021687i,0.00019025+0.0017439i,-0.00022259-0.00024452i,-0.0014034-0.0011498i,-0.0016321-0.0010876i,-0.00090955-0.00054381i,0.00015334+0.00072571i,0.00034852+0.001103i,0.00029103+0.00078464i,0.00022286+0.00064654i,5.2895e-05+0.00049723i,0.0002382+5.7473e-05i,-0.00026918+0.00037262i,-0.00064676+0.00032814i,-0.000177-7.373e-05i,0.00027792+0.0001265i,0.0003179+0.00036657i,9.2636e-05+0.00017019i
-0.00012035-0.0014895i,-0.00042826-0.0012692i,-0.00073221-0.0017998i,-0.00069548-0.002129i,-0.00024377-0.0011309i,0.00046634-0.00017949i,0.00074072-0.0002168i,-0.00022899+6.2686e-06i,-0.00037131+0.00058539i,-0.00014867+0.00088568i,-0.00051337+0.00018904i,-0.0005531-0.00016342i,-0.00040437+0.00030663i,-9.8721e-05+0.00052153i,0.0002394+0.00031081i,0.00063066+0.00033367i,0.00030781-0.00038243i,-0.00033317-0.00058409i,1.7739e-07-0.00034241i,0.00083191-0.00050577i,0.00073706-9.7404e-05i,0.00068647+9.1353e-05i,0.00033477-0.0005569i
-0.00013106+2.8019e-05i,-4.2957e-05+1.1886e-05i,-0.0002309+0.00020665i,-0.0010738+0.00099032i,-0.00061949+0.0010369i,0.00042749+0.000982i,0.00023762+0.00093773i,-0.00072785+0.00064562i,-0.0012365+0.00059684i,-0.00026148+0.00024277i,0.00048917+0.00039203i,0.00045126+0.00019266i,0.00044608-0.00044171i,-0.00013691-9.3523e-05i,-0.00023407+0.00042265i,0.00069554+0.00077927i,0.00099383+0.0010372i,0.00027421+0.0015231i,1.6542e-05+0.001035i,-0.00026308-0.00030161i,-0.0007524-0.00075642i,-0.0012879-0.00033616i,-0.00096494+2.7499e-05i
-0.0016713+0.00016877i,-0.0010784-0.00023802i,0.0002306-0.00072844i,0.0013342-0.0006059i,0.00098243-0.00080113i,-0.00017304+0.00026112i,0.00017846+0.0012256i,0.00035556+0.00071045i,-0.00036502+0.00027737i,-1.6016e-06-0.00020128i,0.00049522-0.00032571i,-5.786e-05-0.0002526i,-0.00069854-8.3653e-05i,-6.0996e-05+1.1813e-05i,-0.00010784-6.631e-05i,-0.00044298-0.00018052i,0.0002727+0.00012057i,0.00044913+0.00014932i,0.00033586-1.1172e-05i,-0.00011007-0.00018465i,-0.0003778+5.3442e-05i,-0.0003976+0.00023741i,-0.00023348-0.00031107i
0.001091-0.0001684i,0.00021376-0.0012295i,-0.0014738-0.0014502i,-0.0015441-0.0012759i,-0.00075073-0.00079808i,-0.0005097+0.0010197i,7.8074e-05+0.001737i,0.00066495+0.0014639i,0.00088945+0.0017471i,0.00089317+0.0013098i,0.00040054+0.00054202i,-0.00024988+1.3025e-06i,-0.00065332+2.1155e-06i,-0.00020191+0.00048601i,0.00046177-9.5358e-05i,0.00061978-0.00083836i,0.00059864-0.00070198i,0.00059453+0.0001065i,0.00031925+0.00025671i,7.2048e-05+0.0001725i,-8.4149e-05+0.00049741i,-0.00011873+0.00026606i,-0.00026469-0.00029374i
-0.0016656+0.00082339i,-0.00089607+0.00025594i,-0.0014506+0.0011623i,-0.0019948+0.0019106i,-0.0010682+0.002386i,0.00011994+0.0013726i,0.00079361-9.376e-06i,0.00059623+0.00013678i,0.00046921+0.00052648i,0.00043086+0.00018583i,-0.00033566-0.00076531i,-0.0008259-0.00090045i,-0.0011118-0.00035118i,-0.0011629-0.00053742i,-0.00051378+0.00045827i,-0.00017542+0.0015891i,-0.00016621+0.00096109i,3.2625e-06+0.00025959i,-0.00014475+0.00010404i,-0.00034706-0.00029261i,0.0004143-0.0011619i,0.0013163-0.0012735i,0.00078922-0.00040039i
-0.0005906+0.0014919i,-0.00026947+0.0014741i,0.00084286+0.0024967i,0.0021633+0.0017213i,0.0027262+0.0003728i,0.0025535-6.6844e-05i,0.0014427-0.00026915i,0.00023681-0.00046977i,9.4369e-06-0.00014277i,0.00018491-0.00018938i,-3.2014e-06-0.0011584i,-0.00055042-0.001421i,-0.00053281-0.0007212i,-0.00021893+0.00024109i,5.3914e-05+0.0011306i,0.00033532+0.00087227i,0.00021435+0.00044206i,0.00028109+0.00036415i,-7.3301e-05+7.5173e-05i,-0.00023927-0.00060982i,-0.00019225-0.00059844i,-0.00010506-0.00014994i,-0.00023569-0.00014987i
-0.00013318-0.0014756i,0.00021783-0.0017151i,-0.00047391-0.0021707i,-0.00077803-6.5572e-05i,-0.00079616+0.0020692i,0.00060512+0.0024387i,0.0011701+0.0017011i,-0.00017427+0.0007189i,-0.00093803-0.00018572i,-0.00097379-1.7874e-05i,-0.0010972-0.00015169i,-0.00019541-0.00035731i,0.00089067+3.8335e-05i,0.0014282-0.00043478i,0.00093741-0.00071707i,-0.00020281-0.00028245i,-0.00016886+0.00028083i,0.00042471+0.0003526i,0.00093777-9.6748e-05i,0.00052078-0.00040481i,-0.00026608-0.00011269i,0.00010304-0.00043415i,0.00083784-0.0005154i
0.00051133+0.0012897i,7.6955e-05+0.00058301i,-0.00018243+0.0007126i,-0.00015394+0.00099041i,0.00055244+0.0012277i,0.0009648+0.0013901i,-0.00025095+0.001107i,-0.00099311+0.00086938i,-0.00094056+0.00031445i,-0.0012469+0.00037389i,-0.0012419+0.000496i,-0.00075314+3.691e-05i,-0.00014226+0.00018973i,0.0007525+0.00095812i,0.00092636+0.00081488i,0.00028317-7.4797e-05i,0.00010247-0.0002546i,-0.00035198-6.1571e-05i,-0.00031462-0.00064751i,0.00019503-0.00054829i,0.00039204+0.00028378i,0.00080127+1.0658e-06i,0.00029474-0.0004044i
0.0010464-0.00048858i,0.0014516-0.00073357i,-8.097e-05-0.00056089i,-0.00097264-0.00037039i,-0.00035771+0.0010412i,0.00022459+0.0022619i,0.00033039+0.00148i,-0.00035677+0.0004231i,-0.00085894+0.00032441i,-0.00057417+0.0003627i,0.00041611+0.00016012i,0.00043448+0.0002386i,6.0876e-05+0.00067682i,-0.00044267+0.00021786i,-0.00067739+0.00012782i,-0.00023369+0.00073032i,-0.00014297+0.00043818i,0.00038365-0.00015043i,0.00030687+8.2208e-05i,-0.00046373+0.00078497i,-0.0005259+0.001279i,-0.00050482+0.00028765i,-0.00040115+6.7641e-05i
0.0013147-0.00032692i,0.00017643-0.00019262i,-0.00044232-0.00080075i,-0.00043883-0.00073059i,-0.00031404+0.00029783i,0.00022673+0.0016233i,0.0010367+0.0015735i,0.00068848+0.00039216i,0.00024426+9.3168e-05i,0.00055347-0.00037958i,0.00093869-3.0493e-05i,0.00055761+0.00064174i,0.00055488+0.00029119i,0.00052509+0.00028381i,0.00023931+0.00031776i,0.00053146-3.9987e-05i,0.00022854-0.00050077i,-0.00010747+1.3113e-05i,0.00024807+0.00065206i,0.0007838+0.00047562i,0.00073411-0.00017049i,0.00076298-0.00079325i,0.00071457-0.00022554i
-0.0012338-0.00036204i,-0.0014606-0.00019482i,-0.0010401+0.00024489i,0.0001075-0.00048658i,0.00093104-1.3069e-05i,0.0011218+0.0010688i,-6.4777e-06+0.0014547i,-0.0012066+0.0014752i,-0.00087751+0.0012713i,0.0003344+0.00083325i,0.00059012+7.8874e-05i,4.3597e-05-0.00062418i,-0.00048379-5.4942e-05i,-0.00044223+0.0007991i,-0.00037746+0.00059852i,-0.00045038+0.00019103i,-0.00058792+5.9808e-05i,-0.00061885+6.6887e-05i,-0.00037408-0.00022669i,-0.00032091-0.0003076i,-0.00018186-0.00022216i,-0.00032378-0.00025646i,-0.00023492-0.00038406i
0.00063387+2.5712e-05i,0.00074776+0.00062876i,0.0015307+0.0017243i,0.00023227+0.0022957i,-0.00051747+0.0012773i,-0.00037232+0.0012319i,-0.00063884+0.0016209i,-0.00065527+0.0017182i,-0.00069524+0.0010076i,-0.00030037-0.00051709i,-0.00012502-0.00010861i,-0.00017217+0.00062442i,-0.00023169+0.00076414i,-0.00045067+0.00026771i,-0.00056757+0.00037049i,-8.2305e-05+0.00097602i,0.00023108+0.0010963i,0.00029451+0.00070469i,0.00065248-0.00054249i,1.4129e-05-0.00044446i,-0.00032798-0.00049207i,0.00020406-0.00027049i,0.00017494+0.00041172i
0.00062618+0.00055073i,-5.3848e-06+0.0005047i,0.00067504-0.00076266i,0.0014554-0.0015685i,0.0016281-0.0016424i,0.0009353-0.00045916i,0.00018117+0.00039407i,0.00018682-5.2057e-05i,0.00027456-0.00043841i,0.00014698-0.00046105i,-0.000641-0.00066081i,-0.00077751-0.0003295i,-0.00048849+8.6657e-06i,-0.00041809+0.00053027i,-0.00018473+0.00077115i,0.00048677+0.00054473i,0.00058558+0.00085333i,0.00046986+0.00056752i,0.00054416-1.2537e-05i,0.00038076-3.1983e-05i,-0.00035853-2.1406e-05i,-0.000168+0.00019126i,0.00036661+0.0003626i
-0.0015956+0.00026094i,-0.0016059-0.0004306i,-0.0013482-0.0012987i,-0.00028778-0.000848i,-1.7125e-05+1.8725e-05i,0.00023115+0.00056171i,0.00088813+0.00076107i,0.00081081+0.00040143i,0.00043171+0.00041697i,0.00014253+0.00043264i,-1.5937e-05-0.00014409i,-0.00022592-0.00061867i,2.8372e-05-0.00049317i,0.000707+0.00034863i,0.00062373+0.00048678i,0.00022592+0.00059963i,0.00095145+0.00086709i,0.00051017+0.0008981i,-0.00012408+0.00014847i,0.00042046-0.00063028i,0.00091598-0.00095726i,0.00085871-0.001031i,-0.00015159-0.00051576i
-0.00068781+0.00017331i,-7.4453e-05+0.00060438i,-9.6937e-05+0.0013816i,-0.001002+0.0018456i,-0.00056649+0.0025967i,0.00017971+0.0022011i,-0.00034344+0.001595i,-0.00070358+0.0017446i,-0.00023447+0.001362i,0.00067674+0.0013172i,0.00065643+0.00024392i,0.00052009-0.00052867i,0.00019112-0.00051309i,0.00015548-0.00030451i,-4.3399e-05-7.3608e-05i,-0.00033619-0.00057828i,0.00063097-0.00082156i,0.0010774-0.00056923i,0.00010751-0.00034422i,-0.00030939-0.00057472i,0.00035524-0.00068738i,0.00051216-0.00044434i,0.0002316-5.7763e-06i
0.00034771+0.00020682i,0.001355-6.1707e-05i,0.0014426+0.00063366i,0.001693+0.0012909i,0.0012866+0.0017007i,0.0017204+0.0022164i,0.00032126+0.0021591i,-0.0018049+0.0017757i,-0.0018697+0.0014784i,-0.001194+0.0011256i,-0.00067912+0.0011384i,-0.00068687+0.0015185i,-0.00096136+0.0012561i,-0.00062093+0.00042245i,6.1719e-05+0.00056918i,-0.00035804+0.00033537i,-0.00052846-0.00046362i,0.0005527-0.00027324i,0.00081641-3.9843e-05i,0.00013112-0.0003749i,0.00021674-0.00055523i,0.00047428+0.00034668i,0.00023643+0.0015382i
-0.0009164+0.00096148i,-0.0015113-0.00034026i,-0.001567-0.0019091i,-0.0013102-0.0027449i,-0.00036714-0.0021629i,0.00038535-0.0016911i,-0.00015-0.00093593i,-0.00075842+9.1992e-05i,-0.00041178+0.00078021i,0.00032573+0.00065518i,-5.2986e-05+0.00032843i,-0.0010904+0.00049973i,-0.0014428+0.00077108i,-0.001124+0.00087858i,-0.0011907+0.00076474i,-0.0011172+0.0005935i,-1.9686e-05+0.00054474i,0.00015446+0.00014875i,1.3687e-05-0.00091135i,0.00029607-0.001468i,-6.8648e-05-0.0009834i,-0.00062934-0.00067455i,-0.00029236-0.00045466i
0.00096096-0.00011043i,0.0015665-0.00022576i,0.00205+5.0292e-05i,0.00083686+0.00062433i,0.00013443+0.0012228i,0.0010595+0.0019167i,0.0012659+0.0011191i,0.00061204+0.00069538i,8.6812e-05+0.00074719i,-0.00018733+0.00028098i,-8.7025e-05+0.00018442i,-7.9276e-05-0.00034255i,0.00029345-0.0011293i,0.00071805-0.00045985i,0.00070868+0.00022059i,0.0012287-1.7618e-05i,0.0013514-3.1343e-05i,0.00059753+1.9472e-05i,-0.00026619-0.0003422i,-1.7367e-05-0.00017528i,0.00049882+0.00022738i,0.00027647-0.00017743i,-0.00014082-3.9536e-05i
