-0.001223-0.00031605i,0.00029728-0.0013666i,0.00070859-0.00028537i,0.001096+0.0015366i,0.0011808+0.002714i,0.00090916+0.0022318i,0.0010709+0.0014324i,0.0008631+0.0012789i,0.00058865+0.0012709i,0.00060668+0.00079512i,0.00018154+0.00018045i,0.00072738-0.00021525i,0.00097333-0.00027548i,0.00053142+0.00016805i,0.0002828+0.00087474i,-6.5981e-05+0.0011715i,-9.0702e-05+0.0007094i,0.00011046-0.00013449i,0.00033064-0.00047223i,0.00049505-0.00039116i,-0.00034244-0.0004204i,-0.00074025-0.00098377i,0.00011595-0.0012392i
0.00032753+0.0013476i,0.00030012+0.0021754i,0.0014835+0.00080748i,0.0023639+0.00051592i,0.00225+0.00032832i,0.0013537-0.0008566i,0.00050561-0.00099989i,0.00055028-0.00032199i,0.0010466+0.00051792i,0.00089378+0.0011498i,-0.00015972+0.0010106i,-0.00080934+0.00079467i,0.00026182+0.00041249i,0.00053887-0.00025389i,-0.00010328-0.00018818i,-0.00057824-0.00021807i,-0.0006002-0.00016096i,-0.00046926+1.1037e-05i,-9.7816e-07-0.00051708i,0.00062427-0.00090439i,0.00062536-0.00059401i,0.00021439-0.00026189i,-0.00011118-5.2349e-05i
0.00074231-0.00040415i,-0.00017732+0.00069462i,0.00050457+0.00070611i,0.0020027+2.1737e-06i,0.0014227+0.00010023i,0.00059842+0.00042577i,0.00049524+0.00084993i,0.00035864+0.00091867i,-0.00011565+0.0012695i,-0.00075256+0.0016068i,-0.00098187+0.00086822i,-0.00074637+3.8326e-05i,-0.00026738+0.00020415i,-3.2509e-05+0.00071202i,-6.692e-05+0.0010557i,0.00065622+0.0014135i,0.0014734+0.00069388i,0.00090311-0.00011301i,0.00048689-5.4049e-05i,0.0010908-3.6743e-06i,0.00070651+0.00036486i,0.00042861+0.00060313i,-0.00012494+0.00053118i
0.0013973-0.0020981i,0.00091035-0.0029891i,0.0023034-0.0022527i,0.0030051-0.0013746i,0.0024338-0.0012613i,0.00067687-0.00058588i,-0.00029584-0.00011441i,-0.0006027-5.6821e-05i,-0.00030099-0.00032291i,5.5832e-05-0.00038295i,-0.00044986-0.00012118i,-0.00061908+0.00028802i,0.00013487+0.00016156i,0.00011044+0.00018699i,3.8518e-05+0.0006447i,0.0002795+0.00064396i,-0.00030021+0.00022325i,-0.0005778-6.2682e-05i,-0.00056654-0.00019368i,-0.00031721-0.00022166i,0.00015461+0.00023224i,3.9316e-05+0.0004106i,6.1298e-05+0.00010606i
0.00033182+0.00075259i,0.0012533+0.00066217i,0.0026018-0.00052209i,0.0032394-0.00086282i,0.0017729-0.00023622i,-0.0001017-8.2345e-05i,-0.00059998-6.2843e-06i,0.00023864+0.0002846i,0.00041575+0.00025421i,0.00077986+2.4592e-05i,0.00059234+0.00043882i,-0.00064843+0.0015161i,-0.0012806+0.0020407i,-0.0010238+0.0012504i,-0.00017289+0.00040011i,0.00019336+1.5857e-05i,-0.00025964+9.8664e-05i,-0.0007879+1.3889e-05i,-0.00043784-0.0002722i,0.00037769-0.00012969i,0.0005543-6.0934e-05i,0.00025434-8.6019e-05i,0.00035928-0.00033406i
0.0004324-0.00012309i,0.00038646+0.00050397i,0.0010704+0.00052781i,0.0024859-0.00017005i,0.0020506-0.002058i,0.00092423-0.0028226i,0.00062394-0.0014266i,0.00075894+7.6767e-05i,0.00078027+0.00051662i,-0.00025219+0.00032149i,-0.00096701-0.00019094i,-0.00086334-0.00036946i,-0.00073085-0.00033197i,-0.00072222-0.00041371i,5.1421e-05-0.00047031i,0.00044079+0.00019175i,0.00053804+0.00031221i,0.0002174-0.00036952i,-9.5389e-05-0.00037655i,8.0308e-06+0.00037587i,0.00022092+0.0014372i,0.00027818+0.0013741i,0.00040962+0.00072701i
0.00050082-0.00018926i,0.00066924+0.0017509i,0.0017156+0.0029182i,0.0020408+0.0030874i,0.0017131+0.0017813i,0.0013486+0.00025424i,0.0011538-2.22e-05i,0.00078569+0.00070465i,2.6248e-05+0.0010301i,-6.4083e-05+0.0004443i,0.00026322-0.00067845i,0.00044252-0.0010576i,0.00026566-0.00046159i,0.00041225+0.00015292i,0.00084657+0.00041867i,0.00043925+0.00066013i,0.00011963+0.00030205i,0.00037564-0.00035115i,0.00033952-0.00017313i,-0.00054835-0.00019092i,-0.0011271-0.00043022i,-0.00091118-0.00028404i,0.00015281+3.9358e-05i
0.00036543+0.00082046i,-0.00035974+0.00028271i,0.00056643+0.00094255i,0.0022532+0.0010559i,0.0037662-0.00045182i,0.0028573-0.0013044i,0.001417-9.7536e-06i,0.00092994+0.00118i,0.00052286+0.0014149i,0.00047104+0.0013523i,0.00035222+0.0012578i,-0.000127+0.00071564i,-8.8559e-05+7.0859e-05i,8.3665e-05-0.00039424i,-0.00024495-0.00063029i,-0.00068943-0.00043968i,8.0474e-05-0.00017285i,5.7496e-05-0.00028102i,-0.00051788-0.00035755i,-0.00031935-4.4784e-05i,-0.00043545+0.00027649i,-0.00026885+0.00016487i,0.00039962-0.0004363i
0.0002538-0.00010167i,0.00014544-0.00031262i,0.00044866-8.0346e-05i,0.0023759-0.00054477i,0.0031188-0.00099298i,0.0018699-0.00045683i,0.00041942+6.7605e-06i,-0.00045313-0.00051896i,-0.00037243-0.00041095i,-0.00045872+0.00018447i,-0.00055265+0.0004539i,-0.00055782+0.00055458i,-0.00046834+0.00030341i,-0.0001553+0.00021957i,0.00057084+0.00010105i,0.0010688+0.00020047i,0.0011312+0.00019414i,0.00054868-0.00042593i,-0.00024621-0.0010306i,0.00013319-0.001029i,0.00088282-0.00057034i,0.00085395-1.1e-06i,0.00021881+0.00016194i
0.0015547+0.0019662i,0.0019788+0.0021064i,0.0027805+0.0017418i,0.0029483+0.00075463i,0.0025494-0.0006538i,0.0020108-0.0016457i,0.00064594-0.00067936i,-0.00012294+0.00064929i,0.00010976+0.00074392i,0.00026416-7.4517e-05i,-0.000537-0.00030932i,-0.0011222+0.0001667i,-0.0004904+0.00042895i,1.4285e-05+0.00033817i,0.00052628+0.00030623i,0.0011309+0.00015246i,0.00064879-0.00015104i,5.9551e-05+6.3481e-06i,4.2067e-05-0.00014562i,-0.00029569-0.00091096i,-2.6095e-05-0.00057273i,-7.6357e-05-0.00018041i,0.00013449-0.00014765i
0.00062901-0.00022727i,0.00059795-0.00012912i,0.0011282-0.00034913i,0.0016105-0.00065571i,0.001447-0.0002588i,0.00027417-0.00023595i,0.00034494-0.00053895i,0.0010876-0.00010721i,0.00094446+0.00038486i,0.00067578+0.00033925i,-0.0001579-0.00013907i,-0.00072654-3.0431e-05i,-0.00032161+0.00020195i,0.00049377-0.00022122i,0.00014146-0.00067399i,-0.00086195-0.00061368i,-0.0007578-0.00015202i,-0.00030946-0.00017483i,-0.00023881-0.0003127i,0.00014295-6.9751e-05i,0.00012402-0.00028864i,-0.00017631-0.00037764i,-0.00033034-0.00039444i
0.0004304-0.00058113i,0.0014487+0.00026936i,0.0022159+0.0010714i,0.0025772+0.00030917i,0.0023914-0.0011345i,0.0012152-0.0015855i,0.0004738-0.0010262i,0.00031828-1.3926e-05i,-0.00039888+0.0003782i,-0.00039439-0.00015865i,-5.6549e-05+0.00030107i,-0.0005491+0.00047099i,-0.00051356+8.2718e-05i,-0.00025257+3.0858e-05i,-4.8268e-05-0.00033671i,0.00049187-9.8437e-05i,0.00024091+0.00028164i,-0.00014151-0.00010973i,2.4928e-05+5.2635e-06i,0.00036145+0.00047604i,-0.000315+0.00089878i,-0.00084847+0.00078819i,-0.00057587+0.00018686i
-0.00050232-0.00087184i,-3.6295e-05-0.00017078i,0.0014217-0.00032387i,0.002466-0.00077461i,0.0019795-0.0010684i,0.0017135-0.0015668i,0.001473-0.0012197i,0.0014805-0.00030093i,0.00081502+0.00046849i,0.00034792+0.00023566i,4.4775e-05-0.00020369i,-0.00029999-1.1572e-05i,3.0436e-05+0.00016581i,0.00040181+4.9419e-05i,0.00017035-0.00010881i,-0.00032207-5.4055e-05i,-0.00081368-0.00037685i,-0.00064915-0.00063414i,-0.00079338-0.00032236i,-0.00054507+6.2936e-06i,1.7098e-05-0.00029131i,0.0002043-2.8373e-05i,0.00032004+0.00051145i
0.0015571+9.0879e-05i,0.0014543-0.00036303i,0.0024601-0.0011712i,0.0028956-0.0012067i,0.0023699-0.0013147i,0.00082044-0.0013527i,-0.00045691-6.1588e-05i,-0.0001215+0.00093139i,0.0004282+0.0013103i,0.00020627+0.00073327i,0.00011744-0.00054852i,0.00010172-0.00064939i,0.00013058-0.00026773i,-0.00012129-0.00016288i,-0.00013528+0.00017147i,-2.5058e-05+0.00018421i,0.00017373-0.0005213i,0.00051444-0.00021812i,0.00062011+0.00035473i,0.0010055+0.00031752i,0.00097553+0.00035797i,0.0011987+0.00051549i,0.001106+0.00046705i
0.00067868+8.8682e-05i,0.00081328+0.00041375i,0.0016019+0.00085932i,0.0017193+0.0007474i,0.00088932+0.00021036i,0.0001165+0.00032692i,-0.0003823+0.00053018i,-0.00047839+0.00019466i,-0.00062481+1.2838e-05i,-0.00045505-0.00026363i,0.00020708-0.00038504i,0.00081182-0.00010995i,0.00077318+0.00047497i,8.5202e-05+0.00099956i,-0.00057362+0.00023892i,-0.00095379-0.00067573i,-0.00066765-0.00030127i,0.00036342-0.00013706i,0.00031615-0.00030168i,-0.00021729-0.00015328i,-0.00043906+0.00024983i,-0.0003797+0.00036068i,0.00011254+0.00029335i
3.4651e-05-0.001533i,0.00029116-0.0017236i,0.0014918-0.00085966i,0.0022248-0.00052352i,0.0012242+7.0813e-05i,0.00056249+0.00052354i,0.00067562+0.00088209i,0.00063928+0.00061088i,0.0007918+0.00020623i,0.0007591+0.00039362i,-0.00022291+0.00055787i,-0.00059739+0.00069128i,1.1837e-05+0.00019585i,-6.7729e-05+6.7373e-05i,-0.00044822+0.00044839i,0.00040846+0.00036257i,0.00097573+0.00048374i,0.00035154+0.00046902i,-5.2336e-05-0.00021676i,0.00018568-0.00051253i,-0.00030923+8.0065e-05i,-0.00069767+5.8307e-05i,-0.0002528-0.00034109i
1.1248e-05+0.00018283i,0.00062055+0.00036499i,0.0023525-0.0003822i,0.0039752-0.00033513i,0.003769-0.00014177i,0.0027818-0.00036969i,0.0016773-0.00048614i,0.00086668-0.00030074i,0.00017286-0.00011561i,-0.00039574-0.00054811i,-0.00040265-5.4593e-05i,-0.00047843+4.4361e-05i,-0.0001016-0.00071524i,0.00016798-0.00028349i,-1.272e-05+4.4507e-05i,-0.00019245+0.00044526i,-0.00027181+0.00032161i,-0.00018681+0.00027668i,-0.00020635+0.00023714i,0.00047673-5.3747e-05i,0.00047949+0.00048902i,-0.00020363+0.00031103i,6.9136e-05+0.00010483i
0.00065973-0.00076216i,0.0018009+0.00019968i,0.0024831+0.00047145i,0.0023676+0.00061402i,0.0016995+0.00047295i,0.0011838-0.00058094i,0.0007306-0.00082539i,0.0005781+2.0015e-05i,0.00056524+0.00054963i,-0.00060689+0.00070027i,-0.00053012+0.00056907i,0.00010456+0.00049076i,8.1569e-05+0.0005419i,0.00045019+0.00053416i,0.00058146+0.00031508i,0.00046829-9.2333e-05i,0.00046553-0.00018772i,3.0511e-05+0.00028535i,1.3771e-05+9.3621e-05i,0.00043152-0.0006806i,-4.9032e-05-0.00088816i,-0.00036085-0.00045566i,0.00029124+0.00016119i
0.00098588-0.00017687i,0.00077778+0.00051779i,0.0016535+0.00064166i,0.0025931-0.00011738i,0.0025439-0.0014228i,0.0018002-0.0012862i,0.00029871-0.00021362i,-0.00067191-4.8245e-05i,-0.00037767-0.0002366i,-0.00026874-0.0003238i,-0.00022647-3.6001e-05i,-0.00052659+0.00020768i,-0.00086879-0.0001599i,-0.0006288-0.00017214i,-0.00025805+0.00017485i,-0.00071608+0.00038777i,-0.001674+1.2684e-05i,-0.0014161-0.00041803i,-0.00054742+0.00025679i,-0.00011402+0.0010514i,0.00030736+0.00025514i,0.00077101-0.00054182i,0.0001544-0.0001932i
0.0024707-0.0023219i,0.0026342-0.0028921i,0.0029722-0.0025996i,0.002851-0.0016981i,0.0024133-0.0011357i,0.00060053-0.0006506i,-0.00078247-0.00046119i,-0.00041123-7.5279e-05i,-0.00025218+0.00047546i,-0.00070991+0.00056255i,-0.00092622+7.1805e-05i,-0.00045117+0.00031863i,0.00047813+0.00094577i,0.0001753+0.00059954i,-0.00090859-5.2844e-05i,-0.0012185-0.00019958i,-0.00025665+6.9796e-05i,0.00040515+7.297e-05i,0.00026993-8.8251e-05i,-0.00022522-1.9128e-05i,-0.00032728+9.1214e-05i,0.00014439-0.00076527i,-0.00013397-0.00038464i
-0.00099838+0.0016731i,-0.00042568+0.002259i,0.00061938+0.0023153i,0.0018428+0.001068i,0.0019911+5.9826e-05i,0.0014585-0.00045506i,0.0010899-8.0472e-05i,0.0005375+0.00054847i,-6.3369e-05+0.00049105i,-0.00031076+0.00044048i,-3.9092e-05+0.00032735i,-0.00011253+0.0003577i,-0.00046571+0.0006665i,-2.1483e-05+0.00066595i,0.00043225+0.00022028i,0.00049397+0.00033848i,0.00025119+9.2702e-05i,0.00012541-0.00019167i,0.00012335+0.00012527i,9.9488e-05+0.00036752i,-0.00012915+0.00064427i,-0.00060366+0.00088841i,-0.00057442+0.0009087i
-0.00035338-0.00059944i,0.00049221+6.079e-06i,0.0027825+0.00074217i,0.0031278+0.0010374i,0.0016847+0.00029267i,0.00081208-0.00071077i,0.00028363-9.1679e-05i,0.00057848+0.0008478i,0.00060541+0.00055806i,0.00045083+0.00049981i,0.00049029+0.00056037i,0.00029939+0.00064026i,0.00095123+0.00046308i,0.00091314-0.00093143i,0.00024611-0.00097509i,-0.00069755-0.00051351i,-0.00077429-0.00022994i,-0.0004599+9.0291e-05i,-0.00085707-8.467e-05i,-0.00045061+0.00057897i,0.00032086+0.00089777i,0.00066557+0.00035949i,0.00017846+0.00018553i
-0.00031225+0.0024141i,0.00026389+0.0025044i,0.0015663+0.0023754i,0.0037759+0.0017495i,0.0050274+4.7602e-05i,0.0029482-0.0010524i,0.00070248-0.00035734i,-5.1924e-05+0.00016209i,-2.6703e-05+0.00076983i,0.0003109+0.0012757i,-0.00028158+0.00034338i,9.4674e-05-0.00053787i,0.00063827-0.00020675i,-4.6736e-05+0.00039743i,-0.00072972+0.00046354i,-0.00073606+0.00029169i,-0.00028845+0.00061686i,-0.00041484+0.00087302i,-0.00080008+0.00075985i,-0.00059003+0.00051953i,0.00048146-9.2942e-05i,0.0013163-0.00050656i,0.0010559-0.00048412i
0.00023345-0.00045598i,0.00025554-0.00021408i,0.00031879-0.00051618i,0.0019609-0.00050448i,0.0020504+5.024e-05i,0.0010753+2.1348e-05i,0.00041767-0.00045209i,-0.0004251-0.000283i,-0.0007191-0.00027179i,-0.00034069-0.0001234i,0.00012809+0.00067832i,0.00025143+0.00074797i,0.00020249+0.00049031i,0.00017026+0.00022846i,-5.4573e-05-0.00035388i,1.4264e-05-0.00029029i,0.00053507+0.00030117i,0.00077428+0.00053043i,0.00056626+7.9123e-05i,0.0002928-0.00055178i,0.00037157-0.00036376i,0.00031902+0.00017631i,-0.00029619-0.00036304i
0.00041647+0.0005225i,0.00082208+0.0025798i,0.0007691+0.0026818i,0.0013423+0.001318i,0.0018111+0.00043654i,0.0016793-0.00010664i,0.0011574-0.00037332i,0.00044344-0.00027962i,-0.00063838+0.00019183i,-0.00078679+0.00069823i,-0.00019919+0.0007127i,9.0541e-05+0.00037222i,0.0004429-0.00032632i,0.00069706-0.00094358i,0.00082491-0.00013367i,0.00069865+0.00068539i,-0.00022831+0.00019578i,-0.00076807-7.3252e-05i,-0.00030352+0.00059212i,0.00030183+0.0010709i,-5.8587e-06+0.0001953i,-0.00067955-0.0002416i,-0.0008912+0.00034067i
0.00053685+0.00094871i,0.00038419+0.0012274i,0.0019614+0.0010945i,0.0031025+0.00041974i,0.0030431-0.00029286i,0.0019939-0.00037402i,0.0012223-0.00015026i,0.00083745+0.00033462i,0.00040036+0.0005427i,0.00015366+0.0001439i,-7.2316e-05-0.00010277i,9.9032e-05+5.5095e-06i,0.00051495-0.00015456i,0.00010126-7.5895e-05i,0.00013102+0.00028123i,0.0013225-4.6089e-05i,0.0012863-0.00039858i,0.0005842-0.00030489i,0.00021496-0.00038983i,-0.00016177-0.00019605i,-0.0001027-0.00010614i,1.0213e-05-1.6479e-05i,-0.00047671+0.00064576i
0.0010265+0.00011054i,4.3604e-05+0.00056486i,0.00056951+0.00070162i,0.0019366+0.00025351i,0.0021892-0.0010711i,0.0010668-0.00052978i,8.5196e-05+0.00035943i,9.2053e-06+0.00037618i,0.000184+0.00039032i,-0.00028016+0.00019728i,-0.00068188+0.00067427i,-0.0006276+0.0013017i,-0.00022617+0.0006126i,9.9732e-05-0.00042813i,0.00013006-0.00068866i,0.00064466-0.00048888i,0.0011309-0.00037167i,0.00077401+0.00018948i,0.0001576+0.00078i,-0.00032314+0.00086368i,-0.00063166+0.00026813i,-0.00035093-0.00060709i,-6.6707e-05-0.00054531i
0.0019413-0.0012126i,0.0013795-0.0014621i,0.00043312-0.0015749i,0.00078626-0.0017029i,0.0011456-0.0013871i,-1.169e-05+1.2867e-05i,-0.00028421+0.0011593i,0.0011378+0.0016999i,0.001682+0.00078532i,0.00091698-0.00021178i,-0.00025321+0.00010701i,-0.00094367+0.00051189i,-0.00031247+0.0010484i,-0.00065214+0.00022779i,-0.00091654-0.00074418i,-0.00067488-0.00061079i,-0.00022655-0.00011173i,-0.00041003+0.00027556i,-0.0011707-0.00041394i,-0.00052696-0.0012018i,0.00045127-0.00095016i,0.00029334-0.00034146i,6.2855e-05-0.00096362i
0.0002854-0.00079552i,0.00063931-0.00041321i,0.00074583-0.00046459i,0.001022-0.00060835i,0.00077862-0.00045215i,0.00074949-0.00049077i,0.00058728-0.00037436i,5.6549e-05+0.00042262i,-0.00017337+0.00089041i,-3.5908e-05+0.00083566i,-0.00031274+0.00016181i,-0.0012203+6.3953e-06i,-0.0010344-3.2809e-05i,-0.00014949-0.00024081i,5.1321e-05-0.00012923i,0.00041816-0.00040459i,0.00015392-0.00010287i,-0.0007088+0.00089516i,-2.6806e-05+0.0011264i,0.00051191+0.00093657i,0.00046973+0.00029984i,0.00039757-5.9957e-05i,0.00083879-5.7161e-05i
0.001205-0.00078646i,0.0010184-0.0011433i,0.0016628-0.0011253i,0.0029456-0.0010005i,0.0034772-0.0014634i,0.0019651-0.0018129i,0.00058229-0.001517i,0.00027163-3.4152e-05i,-0.00029426+0.00071994i,-0.00064222-0.00022308i,-8.49e-05-0.00043555i,4.9746e-05-0.00023398i,-0.00052933-5.4545e-05i,-7.4494e-05-0.00022261i,0.00068475-0.00035779i,0.00037952-0.00046855i,-0.00014513-0.00076497i,-6.7791e-05-0.00038692i,-3.5365e-05+1.6177e-05i,0.00025565-8.9189e-05i,5.4942e-05+2.02e-05i,3.5134e-05-8.7613e-05i,0.00093837+0.00034986i
-0.00081386+0.00054273i,0.00018921+0.0018094i,0.0014141+0.0017698i,0.0024784+0.0003333i,0.0023799-0.0011274i,0.001108-0.001602i,0.00036924-0.0011192i,-0.00026959-0.00094301i,-0.00023195-0.00092744i,0.00027385-2.0087e-05i,0.00020638+0.00081256i,-3.2659e-05+0.00075997i,0.00028554-0.00012553i,0.0010587-0.00058076i,0.00098261-0.00012851i,0.00058427+0.00046432i,0.00018084+0.0013568i,-0.00023358+0.0012142i,-0.00043952+0.00041971i,-0.00026295+0.00028292i,-0.00034134+0.000146i,-0.00046616+0.00022671i,5.9035e-05+0.0008432i
0.00031921-0.0005207i,0.0004336-0.00052794i,0.00086416-0.00013399i,0.0018499+0.00047052i,0.0021476-0.00010007i,0.0015626-0.00056675i,0.00027802+0.00022086i,-0.00022918+0.00092045i,-0.00023735+0.0009802i,-0.00022818+0.00020471i,-0.00052193-0.00053436i,-0.00098265-0.00025617i,-0.0006684+0.00043008i,-0.00024425+0.00043987i,0.00012929-0.00013765i,0.00045897-0.00033297i,0.0005089+5.4704e-05i,0.00060586-3.1408e-05i,0.00073483+8.2191e-05i,0.0003785-9.916e-06i,0.00036831-0.00019286i,0.00017545-0.00046115i,-0.00012821-0.00047525i
-3.4506e-05-0.0007289i,0.00070444+0.00015643i,0.0015209+0.00076338i,0.0021825+0.00060976i,0.0023648-0.00038841i,0.0016088-0.00081323i,5.1629e-05-0.00070206i,-0.0010072-0.00049308i,-0.00088689-0.00026228i,-0.0002061-6.1755e-05i,-0.00022708+9.3143e-05i,-0.00030586+0.00070288i,0.00016835+0.00078526i,0.0004256-0.00032566i,0.00019966-0.00086706i,0.00012267-0.00082585i,-6.3448e-05-0.0004909i,0.00020189-7.7219e-05i,0.001053-0.000204i,0.00080525-0.00065555i,0.00049399-0.0012117i,0.00021259-0.0009505i,0.00019895+0.0001498i
-0.0013099-0.00064068i,-0.0012642-0.00039724i,0.0016964+0.0008725i,0.0031632+0.00033193i,0.0025978-0.00069838i,0.0013345-0.0013374i,6.6369e-06-0.00079053i,-0.00013019-0.0002827i,-0.00045419-6.1942e-05i,-0.00086077+0.00017679i,-0.00045661-0.00012233i,-0.00039516+0.00038263i,-0.00056965+0.00067231i,-0.00025818+0.00044286i,0.00028976+0.00049352i,-7.4488e-05+0.00027849i,-0.00087105+3.2362e-05i,-0.00093423+3.4066e-05i,0.00024677+0.00018514i,0.00053534+0.00032182i,0.00018113-0.00021088i,0.0001632-0.00077156i,0.00013075-0.00036256i
0.0016298-0.00077862i,0.0025347-0.001047i,0.0028335-0.00040062i,0.0037588-0.00089702i,0.0033055-0.0021442i,0.00075421-0.001881i,-0.0014978-0.00046059i,-0.0019386+6.6436e-05i,-0.00081926+0.0003391i,8.9244e-05-0.00028026i,-9.1515e-07-0.0012145i,-0.0010179-0.00063981i,-0.0012951+0.0001045i,-0.00076364-3.8719e-05i,-0.00015884+1.9333e-06i,0.00021827+0.00010081i,0.0004287-0.00024181i,0.00027963-0.00045842i,0.00048992-8.4741e-05i,0.00056351-0.00023015i,-7.7396e-05-0.00013136i,-0.000472+0.00015544i,-0.00029296-0.00011327i
0.0014361-0.0011783i,0.00033301-0.00089495i,0.00052729-0.00052181i,0.00086893-0.00090288i,0.00093817-0.00062155i,0.00093731+9.4266e-05i,0.00063269+0.00032688i,0.00067421+0.00043142i,0.00065562+0.00070157i,3.2058e-06+0.00061267i,-0.00070861+0.00030091i,-0.00038593+0.00030493i,0.00065016+0.00024567i,0.00030906+0.00026122i,-0.0001619+0.00034455i,-0.00019587-0.00030546i,-0.00039031-0.00074669i,-0.0003659-0.00036192i,-0.00033752-8.3539e-06i,-0.00035468+0.00038731i,-0.00018911+0.00050873i,-8.0869e-05-0.00051783i,-0.00025135-0.0011491i
-0.00066367+0.00062413i,0.00080848+0.00068551i,0.0023732+0.0017069i,0.003261+0.002656i,0.002638+0.0010301i,0.0020185-0.0011136i,0.001885-0.0013389i,0.0011226-0.00036743i,-0.00011564+0.00048107i,-0.00079252+0.00021753i,-0.00038402-9.545e-05i,-0.00033259+0.00064039i,-5.823e-05+0.00080942i,0.00062097+3.6323e-05i,0.00042188-0.00017272i,-3.7163e-05-0.00045396i,-0.00017423-0.00075589i,-0.00037943-3.0118e-05i,-0.00097983+0.00054643i,-0.0011183-0.00011599i,-0.00024493-0.00052234i,0.00014455-0.00019972i,-0.00040188+0.00013039i
0.0014463-0.00078698i,0.00049715+0.00022258i,0.0001157-0.00017575i,0.00065552+9.005e-05i,0.0010421+0.00029212i,0.0010824+0.00034505i,0.0012198+0.00043941i,0.00014142+0.00068897i,-0.00016036+0.00032892i,0.00029357+0.00053273i,0.00073244+0.00057479i,0.001173+0.00064091i,0.0012451+0.0010739i,0.0010839+0.00071466i,0.0006199-0.00045644i,-9.5782e-05-0.00029387i,-0.00036956-2.2228e-05i,3.9906e-05-0.00037597i,-0.00028805+0.00029978i,-0.00089128+0.00026161i,-0.00075087+0.00024841i,0.00045552+0.00062673i,0.00068693+0.00033166i
0.00043816+0.0012659i,0.00059418+0.0020886i,0.0013809+0.0021017i,0.0027563+0.0013703i,0.0026144+0.00047042i,0.0015627-0.00020171i,0.0014399+5.5321e-05i,0.00051648+0.00075399i,-0.00036065+0.00095779i,-0.00049232+0.00098003i,-0.00011662+0.00039419i,-0.00025526-7.5618e-05i,-0.0010646+4.3106e-05i,-0.0010657-0.00026183i,-0.00041502-0.00063309i,0.00018063-0.0008465i,6.59e-05-0.0013641i,-0.00078762-0.0012242i,-0.00041565-0.00037811i,0.00093225+9.4532e-05i,0.00040986+0.0004475i,-0.00026205+0.00047186i,0.0006507-3.3216e-05i
-0.0030591-0.0014972i,-0.0019738-0.00070374i,-0.00075607+0.00071012i,3.0324e-05+0.0012856i,0.0017477+0.0009113i,0.0023366-1.3183e-05i,0.0011939-0.00043552i,0.00037175-0.00050422i,-0.0010089-0.00025972i,-0.0015034-0.00016229i,-0.00038785+0.00046618i,-0.00026245+0.0005263i,-0.00047151-0.00024179i,-0.00013608-0.00022089i,0.00012309-0.00022954i,-0.00021246+0.00046555i,-0.00026702+0.0012633i,0.0001292+4.5975e-05i,0.00054934-0.00077638i,0.00075928-8.1185e-05i,-0.00028327-1.2315e-05i,-0.00094298+0.00017162i,-0.00053748+0.00027073i
8.6261e-05+0.00055136i,0.0014623+0.00032828i,0.0019811+0.0012486i,0.0020289+0.00059435i,0.0023873-0.0008257i,0.0014598-0.0014051i,0.0008678-0.0011485i,0.00065717-3.8038e-05i,0.00019243+0.00067427i,-0.00025535+0.00033225i,-0.00043315+0.0003361i,1.231e-05+0.00054616i,0.00027293+0.00062473i,0.00032525+0.00045332i,0.0007015-0.00010419i,-0.00027635-0.0002216i,-0.0013088+6.4652e-05i,-0.001298+0.0002404i,-0.0013842+0.00013993i,-0.0010391-0.00020732i,0.00057455-0.00021876i,0.00077895-0.00031192i,0.00025824+0.00018067i
0.00048859-0.00074285i,0.0011082-0.00033953i,0.0011517-0.00019957i,0.0016739-8.5969e-05i,0.0021136-9.2157e-05i,0.00093946-0.00047613i,0.00034533-0.0007819i,0.00073775+0.00033345i,0.00043673+0.001317i,0.00016969+0.001668i,0.00017556+0.0010753i,0.00057328+1.1098e-05i,0.00023209-0.00041429i,-0.00057061-0.00017508i,-0.00069932+0.00045399i,-0.00071855+0.00088135i,7.9146e-05+0.00086959i,0.00064709+0.00032986i,-9.2807e-05+0.00024875i,-0.00065533+0.00017213i,-0.00093872-0.0007663i,-0.00083205-0.0014092i,-9.4255e-05-0.000863i
0.00055371-0.00033144i,0.000985+0.00074136i,0.0016597+0.0011732i,0.0022675+0.0010373i,0.0020063+0.00022449i,0.0010697-0.00019189i,0.0003813+0.00013223i,0.00046928+0.0006702i,0.00022034+0.00085775i,-0.00054677+0.00026559i,-0.00075821+0.00034501i,-0.0010342+0.00045093i,-0.00094562+0.00043298i,-0.00022728+0.0002093i,-3.0901e-05-1.1543e-06i,-5.6432e-05+0.00012509i,3.1255e-05+0.00046007i,0.00015784+0.00061992i,0.00015106+0.00048063i,2.8304e-05+0.00028107i,4.4012e-05+0.0002356i,-0.00025718+6.6182e-06i,-0.0003612+0.00016134i
-0.0028032-0.0013017i,-0.003825-0.00014602i,-0.0030662+0.00067202i,-0.0011547+0.0007165i,0.00061373+0.00025624i,0.0017883-0.00017008i,0.0021711+6.1355e-05i,0.0017856+0.0002195i,0.0012393-6.4581e-05i,7.5212e-06+0.00023473i,-0.00039854+0.00050247i,0.00020052+0.00096857i,0.00068402+0.0010673i,0.00069828+0.00072553i,0.00062855+0.0002236i,0.00024585-0.00013966i,0.00017666-0.00064212i,0.00042721-0.00067427i,-0.00023272+0.000203i,-0.0010789+0.00035611i,-0.00092914-0.0007392i,-0.00062279-0.0006859i,-0.00091875-0.0001191i
