-0.0062052-0.00031538i,-0.0060062+0.00046225i,-0.005736+0.0029342i,-0.0040465+0.0036076i,-0.00047195+0.0033802i,0.0014098+0.0023375i,0.00015311+0.0020423i,-0.00024555+0.0021163i,0.00085643+0.0020247i,0.0017345+0.0013691i,0.0021802+0.0007714i,0.0015418-0.00050425i,0.0011055-0.0018971i,0.0011961-0.0016583i,0.00075653-0.00094045i,-0.00038088+6.0251e-05i,-0.00048853+0.00097002i,0.00026342+0.0014736i,0.00033275+0.00094743i,0.00046045-9.5781e-05i,-0.00010476-0.000278i,-0.0013324+0.00019954i,-0.0018746+0.00054022i
0.012186-0.12561i,0.19947-0.15202i,0.33851-0.20664i,0.26416-0.20937i,0.18613-0.09343i,0.25863-0.022244i,0.32388-0.074214i,0.28204-0.11342i,0.17589-0.086445i,0.06221-0.034101i,-0.0037014-0.0019476i,-0.022291-0.002037i,-0.028983+5.2632e-05i,-0.033617+0.007129i,-0.033298+0.0031545i,-0.023824-0.0029003i,-0.0075066-0.0065187i,0.00089434-0.012927i,0.0011815-0.019494i,0.00018258-0.019576i,0.00016028-0.010181i,0.0017904+0.00099444i,-0.00010328+0.0025745i
0.3237-0.3021i,0.33808-0.4954i,0.16757-0.46618i,0.010946-0.19111i,-0.022893+0.046518i,-0.042221+0.09874i,-0.09778+0.069824i,-0.13343+0.040156i,-0.12582+0.033659i,-0.08314+0.027742i,-0.043472+0.00095539i,-0.012393-0.01054i,0.027075-0.0060499i,0.041318-0.010235i,0.017297-0.010511i,-0.0076277-0.00028041i,-0.009457+0.0023299i,-0.0023402-0.0054736i,0.0029103-0.0064598i,0.0041699-0.0027481i,-0.0039135+0.0017223i,-0.011798+0.001767i,-0.019818-0.0099834i
-0.018098+0.48972i,0.13158+0.70739i,0.35629+0.60867i,0.37366+0.22337i,0.088583-0.06877i,-0.16738-0.085061i,-0.20827-0.0059921i,-0.1575+0.040929i,-0.10488+0.052775i,-0.073025+0.034653i,-0.049704+0.033197i,-0.015217+0.040088i,-0.0040726+0.020087i,-0.012439+0.012744i,-0.0052534+0.018303i,0.0093802+0.0084088i,0.017192-0.00076025i,0.022028-0.0021175i,0.017952-0.0023263i,0.0058997+0.003803i,0.00043339+0.012281i,0.0030242+0.013829i,0.01177+0.008206i
-0.25471-0.0042844i,-0.15455+0.092872i,0.052776+0.11785i,0.12572+0.050194i,0.085035+0.0067878i,0.059705+0.039468i,0.067937+0.10094i,0.10387+0.083046i,0.087873-0.030813i,0.0018332-0.085792i,-0.039609-0.05339i,-0.038793-0.023898i,-0.037251+0.0077936i,-0.013738+0.023926i,0.0067371-0.0037435i,0.0054027-0.034067i,0.0003766-0.036414i,-0.0013985-0.017817i,0.00077047-0.0002073i,0.0036942+0.0027886i,0.0037652-0.0086674i,0.0026382-0.025573i,0.0051528-0.035802i
0.015211-0.38179i,-0.26007-0.34354i,-0.43707+0.06529i,-0.26959+0.39009i,-0.015705+0.30509i,0.072908+0.092127i,0.068504-0.016362i,0.051456-0.026726i,0.069364+0.018695i,0.1191+0.022763i,0.11388-0.018122i,0.07005-0.037131i,0.029046-0.040691i,-0.01318-0.029575i,-0.032592-0.0044534i,-0.036543+0.012107i,-0.039775+0.022493i,-0.02907+0.031809i,-0.0055926+0.031925i,0.012837+0.016803i,0.011684+0.0019456i,-0.00021128+0.0010461i,-0.0061148+0.0087535i
0.16752+0.1725i,0.17021+0.092756i,0.035847+0.017649i,-0.057927+0.043013i,-0.0095829+0.081848i,0.097167+0.070441i,0.13927+0.0073319i,0.069932-0.04751i,0.0088287-0.015314i,0.043854+0.017067i,0.073024-0.007772i,0.052431-0.022942i,0.031416-0.020086i,0.0253-0.012239i,0.031702+0.0056587i,0.0371+0.014751i,0.028289+0.0072511i,0.014099-0.001367i,0.0044873-0.0014336i,0.0042088-0.0019954i,0.011553-0.014118i,0.018873-0.02557i,0.021714-0.021686i
-0.096998+0.070281i,-0.069551+0.064518i,-0.13623-0.036779i,-0.21442-0.15577i,-0.16166-0.24061i,-0.081712-0.29047i,-0.053068-0.26915i,-0.049062-0.19411i,-0.069482-0.10149i,-0.082331-0.0066049i,-0.078009+0.042424i,-0.056985+0.050008i,-0.0025384+0.019788i,0.030563-0.038211i,0.024032-0.061018i,0.02333-0.043294i,0.024927-0.026731i,0.0050099-0.019334i,-0.019501-0.013793i,-0.024179-0.0044699i,-0.013217+0.0098876i,-0.0037815+0.021495i,-0.0087819+0.025219i
-0.0087701-0.27603i,-0.063978-0.25337i,-0.13728-0.14369i,-0.14682-0.00712i,-0.049174+0.12327i,0.055839+0.21205i,0.083703+0.25851i,0.10644+0.23931i,0.10619+0.12577i,0.032909+0.031673i,-0.017499+0.02054i,-0.01024+0.0196i,0.0058402+0.010239i,0.0085264+0.0030114i,-0.00168+0.0080356i,-0.0010741+0.02746i,0.014897+0.025244i,0.016667-0.0054128i,-0.0018237-0.0283i,-0.020545-0.023872i,-0.025023-0.006741i,-0.014185+0.00073751i,-0.00017237-0.009159i
0.18355+0.2226i,0.060787+0.14791i,-0.15344-0.049205i,-0.20955-0.12081i,-0.10537-0.064182i,-0.003709-0.060857i,0.037702-0.12122i,0.022491-0.14008i,-0.032928-0.080279i,-0.061299-0.011874i,-0.045671+0.00080429i,-0.028866-0.0012869i,-0.018607+0.023459i,-0.0090438+0.041799i,-0.013183+0.0254i,-0.023168-0.0034523i,-0.015811-0.013307i,0.0057094-0.0062386i,0.023013-0.00019762i,0.025847-0.0026857i,0.014046-0.0037145i,0.0048937+0.0025579i,0.0094151+0.0056703i
-0.4138+0.29259i,-0.25238+0.23564i,-0.027151-0.059188i,-0.037802-0.26773i,-0.21443-0.20488i,-0.35296-0.011029i,-0.3555+0.15192i,-0.22312+0.17224i,-0.10379+0.078758i,-0.058309+0.020416i,-0.02496+0.030894i,-0.0042747+0.048762i,0.0036948+0.057107i,0.014384+0.039436i,0.0035249-0.016546i,-0.027115-0.063154i,-0.044881-0.060644i,-0.03789-0.033981i,-0.029403-0.019015i,-0.035502-0.012943i,-0.038445-0.0071013i,-0.024433-0.0037763i,0.0013757-0.0053829i
-0.38343-0.47654i,-0.52908-0.45209i,-0.36146-0.27663i,-0.048998-0.15855i,0.12588-0.076709i,0.13695+0.050999i,0.038872+0.1818i,-0.026561+0.24709i,0.011852+0.17241i,0.026109+0.04254i,0.011002-0.012342i,0.020354-0.029748i,0.00595-0.038753i,-0.014788-0.013438i,-0.0013671+0.024425i,0.027664+0.048168i,0.045483+0.048566i,0.042185+0.030703i,0.034186+0.018525i,0.037693+0.013627i,0.043479+0.0033567i,0.040136-0.011392i,0.032195-0.017862i
0.50098-0.020026i,0.65197-0.10155i,0.53563-0.12934i,0.2738-0.13546i,0.073957-0.24562i,-0.023513-0.43417i,-0.058956-0.51442i,-0.036693-0.40183i,-0.0032194-0.21507i,0.022416-0.10584i,0.019536-0.099019i,-0.021637-0.097857i,-0.041058-0.055491i,-0.036479-0.030359i,-0.05525-0.030455i,-0.075188-0.018925i,-0.063194+5.6014e-05i,-0.031813+0.0099108i,-0.0077938+0.011451i,0.0033789+0.010547i,0.0089017+0.010383i,0.0088036+0.014353i,0.010652+0.018728i
-1.8333+8.3141i,-0.64824+8.6842i,3.4422+7.5496i,5.8093+3.1764i,5.134-1.2936i,2.2942-3.3688i,0.077284-2.4073i,-0.26541-0.81364i,0.43693-0.056304i,1.1912-0.25953i,1.1069-0.86803i,0.46591-1.1176i,-0.1761-1.112i,-0.86939-1.0803i,-1.1285-0.79465i,-0.47979-0.19733i,0.34252+0.11461i,0.45707+0.07652i,0.17103+0.16218i,0.047294+0.2367i,-0.077906+0.14951i,-0.23974+0.1731i,-0.16717+0.24049i
-0.32697+0.11474i,-0.14636+0.50944i,0.20644+0.65025i,0.27234+0.28613i,-0.039234-0.041341i,-0.31989+0.047313i,-0.30164+0.273i,-0.11202+0.31286i,0.008315+0.17043i,-0.026463+0.067284i,-0.058035+0.088468i,-0.0087672+0.083735i,0.0098755+0.017803i,-0.0052755-0.0092828i,0.018225+0.0018581i,0.069377-0.0047783i,0.082652-0.031863i,0.046797-0.050836i,0.0092312-0.0532i,-0.0056605-0.043802i,-0.0016583-0.027973i,0.00031481-0.015285i,-0.0096466-0.002454i
0.59934-0.068615i,0.53488-0.12884i,0.21382+0.0042288i,0.015146+0.25459i,0.098779+0.42725i,0.33174+0.4388i,0.52017+0.26958i,0.46713+0.011153i,0.21998-0.11889i,0.034713-0.10315i,-0.036876-0.091252i,-0.062362-0.062832i,-0.023246+0.0067006i,0.031321+0.037965i,0.029259+0.029857i,-0.0032718+0.022934i,-0.023864+0.021463i,-0.037095+0.016777i,-0.047007+0.019756i,-0.034008+0.034473i,-0.0057088+0.040631i,0.0048502+0.033515i,-0.0042576+0.020069i
-0.2094+0.43523i,-0.40224+0.52092i,-0.44188+0.49105i,-0.31101+0.28305i,-0.35636-0.055606i,-0.63321-0.19205i,-0.70069-0.037745i,-0.4493+0.093753i,-0.20694+0.094108i,-0.11441+0.08798i,-0.067697+0.12074i,0.005139+0.12474i,0.051707+0.057185i,0.038797+0.0030973i,0.030208+0.008528i,0.056326+0.022963i,0.068572+0.01742i,0.049868+0.0041599i,0.026435-0.010899i,0.0032932-0.023601i,-0.018773-0.020294i,-0.027427-0.0031593i,-0.02395+0.012695i
-0.49936-0.045327i,-0.55129+0.016614i,-0.38925+0.064263i,-0.20275+0.097464i,-0.077332+0.1775i,0.048757+0.2273i,0.14899+0.16977i,0.16217+0.069178i,0.12021-0.018567i,0.059535-0.078866i,-0.0043603-0.086166i,-0.047556-0.050281i,-0.060742-0.0059048i,-0.053274+0.028902i,-0.038656+0.044478i,-0.027988+0.045301i,-0.024022+0.03731i,-0.024007+0.02854i,-0.018635+0.024543i,-0.0086898+0.018952i,-0.0015885+0.0099555i,0.00061834+0.00018324i,-0.003985-0.0064188i
0.23621-0.55582i,0.095139-0.66824i,-0.11321-0.47573i,-0.14044-0.20227i,-0.035224-0.08611i,-0.023855-0.087849i,-0.085626-0.070061i,-0.082354-0.0099053i,-0.027068+0.023217i,-0.0038412+0.013935i,-0.026885-0.0050748i,-0.055832-0.014123i,-0.057077-0.0043663i,-0.030106+0.0071497i,0.0017481+0.0081514i,0.016226+0.0070234i,0.02595+0.0058834i,0.03594-0.0024861i,0.036378-0.013098i,0.030147-0.015221i,0.018888-0.0074783i,0.008355+0.004647i,0.0051211+0.0077824i
0.13481+0.041453i,0.047263-0.26961i,-0.16089-0.43541i,-0.27517-0.20385i,-0.18239+0.098899i,-0.010118+0.24222i,0.11495+0.25989i,0.10978+0.17086i,0.016612+0.10709i,0.0061999+0.10323i,0.057699+0.063647i,0.057905+0.010897i,0.016909-0.0136i,-0.018956-0.0083653i,-0.020596+0.014529i,-0.0079319+0.020854i,-0.017389+0.018046i,-0.028071+0.021526i,-0.024182+0.020295i,-0.017484+0.013137i,-0.013531+0.0046089i,-0.0082301-0.0037926i,0.001351-0.0087395i
-0.081994+0.011348i,0.1105+0.070953i,0.30384+0.021805i,0.29573-0.096713i,0.18447-0.13453i,0.10804-0.17763i,0.018987-0.25521i,-0.059451-0.21119i,-0.033404-0.093618i,0.010085-0.039906i,-0.0087086-0.014327i,-0.019533+0.017584i,-0.00081489+0.015061i,0.0046139-0.0037994i,-0.0016662-0.01065i,-0.0035254-0.013411i,-0.0017641-0.012297i,0.0020966-0.0010845i,0.013112+0.010084i,0.024993+0.0036376i,0.023829-0.011703i,0.011164-0.013415i,-0.0067944+0.0024993i
0.48068-0.35637i,0.62067-0.58098i,0.46492-0.64422i,0.17026-0.46121i,0.01638-0.17068i,-0.033179+0.032431i,-0.086567+0.10766i,-0.098823+0.091337i,-0.077295+0.028641i,-0.060099-0.009471i,-0.038993-0.022502i,-0.014972-0.035651i,0.0067741-0.035931i,0.020003-0.029513i,0.025151-0.0097524i,0.037908+0.017006i,0.046607+0.01936i,0.028535+0.0031402i,0.0046627-0.0039611i,-0.0036685+0.0028873i,-0.0031616+0.011772i,0.0036167+0.01447i,0.01567+0.0020305i
0.12548+0.49558i,0.19635+0.61396i,0.16599+0.46502i,0.007458+0.22631i,-0.15246+0.1123i,-0.14812+0.10133i,-0.010002+0.09372i,0.081657+0.06836i,0.06132+0.052393i,0.014303+0.047698i,-0.0010271+0.027807i,-0.0029065-0.0027219i,-0.011802-0.021354i,-0.016608-0.014862i,-0.008905+0.0080454i,-0.0076436+0.023446i,-0.017763+0.03012i,-0.015267+0.03268i,-0.0027559+0.028794i,0.00094533+0.022758i,-0.0047208+0.013222i,-0.017221+0.0023587i,-0.028303+0.0010721i
-0.067843+0.054645i,0.12651+0.15564i,0.38508+0.13004i,0.43427-0.0072861i,0.27088-0.088701i,0.066657-0.11166i,-0.087343-0.10719i,-0.12734-0.074051i,-0.089771-0.048498i,-0.057116-0.015799i,-0.020851+0.035297i,0.015194+0.069973i,0.034526+0.080197i,0.037071+0.066637i,0.018834+0.042996i,0.0087855+0.029715i,0.013177+0.013648i,0.0036132-0.0085298i,-0.015559-0.017929i,-0.021431-0.013403i,-0.01385-0.0061968i,-0.0062237-0.00091929i,-0.0095168+0.0010854i
0.038654+0.10924i,-0.0769+0.2392i,-0.098371+0.32568i,-0.003787+0.23698i,0.0054908+0.115i,-0.017899+0.12043i,0.045629+0.13162i,0.08587+0.083405i,0.065505+0.045783i,0.043764+0.0020772i,0.008712-0.045017i,-0.011993-0.051109i,0.0055341-0.03846i,0.018301-0.026421i,0.0085835-0.011013i,-0.0055307+0.002446i,-0.0098704+0.010653i,-0.0027639+0.013471i,0.010816+0.013291i,0.01961+0.0094605i,0.016578+0.007474i,0.01114+0.011489i,0.010298+0.012341i
-0.21556+0.35581i,-0.1642+0.41983i,-0.0441+0.28456i,-0.034492+0.11873i,-0.099674+0.048973i,-0.12294+0.017819i,-0.1417-0.018739i,-0.15569-0.032223i,-0.13057-0.039674i,-0.089805-0.034167i,-0.033119-0.0070109i,0.0070691-0.00010904i,-0.010951+0.0055262i,-0.032418+0.033202i,-0.022069+0.051369i,-0.008597+0.050453i,-0.0035208+0.03686i,0.00065906+0.009411i,-0.0039773-0.014864i,-0.013684-0.020063i,-0.013241-0.01871i,-0.0072356-0.0195i,0.0012263-0.014185i
-0.31688-0.34933i,-0.48454-0.23926i,-0.3999+0.06776i,-0.12988+0.2123i,0.022621+0.089298i,0.0074369-0.029308i,-0.0041632-0.023415i,0.017275+0.020952i,0.043313+0.047495i,0.062485+0.05766i,0.052067+0.063577i,0.018645+0.076324i,0.00020425+0.078159i,-0.0016021+0.052596i,-0.0071173+0.019801i,-0.015245+0.0025101i,-0.0157+0.0033062i,-0.0080229+0.015559i,0.0024778+0.024666i,0.0099324+0.021294i,0.010986+0.010173i,0.0044756-0.0036708i,-0.010336-0.017882i
0.26274-0.16791i,0.17309-0.33713i,0.024353-0.27857i,0.025876-0.057245i,0.10988+0.068372i,0.13936+0.090969i,0.1418+0.050074i,0.10884-0.03567i,0.045246-0.068576i,0.010169-0.06307i,-0.021914-0.064384i,-0.042406-0.05793i,-0.030882-0.046467i,-0.024972-0.030146i,-0.026792-0.011185i,-0.020813-0.0038383i,-0.01764-0.012006i,-0.027671-0.021475i,-0.034203-0.019i,-0.02527-0.014985i,-0.016179-0.0083635i,-0.0088531+0.0078241i,0.0055269+0.020218i
-0.2853+0.33911i,-0.24337+0.43669i,-0.18234+0.30519i,-0.20274+0.073656i,-0.21098-0.075202i,-0.18215-0.14126i,-0.17109-0.13941i,-0.1561-0.064965i,-0.093071+0.00017953i,-0.030216+0.0034942i,0.0069047-0.014275i,0.025905-0.027467i,0.0079334-0.03804i,-0.019258-0.030132i,-0.01928-0.012067i,-0.014391-0.001048i,-0.0055039+0.015213i,0.026068+0.025455i,0.052052+0.018181i,0.046365+0.013229i,0.033587+0.0090602i,0.024316-0.0045152i,0.011489-0.013332i
0.11249-0.6979i,0.078399-0.89305i,-0.046552-0.68281i,-0.12174-0.24097i,-0.046225+0.05233i,0.025242+0.12216i,0.027931+0.12898i,0.049249+0.097865i,0.05383+0.047239i,0.028709+0.064995i,0.015754+0.10293i,-0.0068036+0.09814i,-0.023079+0.07887i,-0.011687+0.046004i,-0.0065588+0.011779i,-0.010553+0.0014839i,-0.01495-0.0022057i,-0.03-0.0059575i,-0.044522-0.0046824i,-0.040788-0.0023558i,-0.026196-0.0028319i,-0.011818-0.0072254i,-0.0032815-0.017498i
0.29044+0.20302i,0.20201+0.24841i,0.049173+0.24516i,0.046305+0.17729i,0.098177+0.076409i,0.11542+0.0065082i,0.13884-0.03092i,0.093625-0.049224i,0.0045161-0.0052489i,-0.019152+0.016554i,-0.018584-0.028116i,-0.019119-0.053172i,0.0012152-0.049305i,0.0086698-0.033499i,0.0033994-0.0075554i,0.010035+0.0030402i,0.016089-0.0024634i,0.015175-0.0059599i,0.0134-0.00091134i,0.013639+0.0053302i,0.0106+0.0092881i,-0.0012545+0.013566i,-0.013798+0.019041i
0.0058635+0.28356i,0.24957+0.25501i,0.3718-0.013551i,0.19044-0.23828i,-0.031744-0.19953i,-0.11927-0.092081i,-0.16844-0.068426i,-0.1614-0.061284i,-0.098024-0.076257i,-0.060343-0.077318i,-0.021422-0.036385i,0.028917-0.018926i,0.039323-0.027105i,0.02294-0.02248i,0.0054247-0.0068431i,-0.014955+0.0099928i,-0.024506+0.023241i,-0.013546+0.02346i,2.76e-06+0.011088i,0.00044054+0.00024045i,-0.0013361-0.0030718i,0.0090726-0.0011073i,0.02507+0.0023557i
0.013792-0.27258i,-0.095541-0.32082i,-0.23923-0.22739i,-0.26679-0.065393i,-0.15893+0.021659i,-0.048938+0.025839i,0.0071304+0.055106i,0.0416+0.096931i,0.047676+0.10089i,0.024849+0.091276i,0.0073677+0.075174i,-0.010574+0.051003i,-0.022044+0.037252i,-0.010144+0.023231i,0.0095535-0.001936i,0.022239-0.026099i,0.020406-0.034747i,0.0083992-0.022492i,0.0007857-0.0031069i,-0.00065055+0.0080413i,0.00090633+0.01104i,0.0030281+0.0075384i,0.0029051-0.0056094i
0.0059283+0.22493i,0.006496+0.27941i,0.059826+0.23502i,0.11969+0.18088i,0.11565+0.16259i,0.09757+0.14764i,0.12272+0.079462i,0.11242-0.030189i,0.036543-0.087638i,-0.028289-0.074495i,-0.049874-0.040929i,-0.040884-0.0068588i,-0.01809+0.01945i,-0.0088308+0.029031i,-0.019741+0.033373i,-0.0279+0.043441i,-0.021567+0.039839i,-0.017202+0.012535i,-0.021106-0.012517i,-0.021535-0.020939i,-0.019561-0.020337i,-0.021016-0.014141i,-0.021101-0.002318i
-0.041+0.097398i,0.057305+0.23517i,0.25597+0.19726i,0.31673-0.078409i,0.14401-0.27592i,-0.034366-0.27323i,-0.12979-0.20914i,-0.16416-0.11504i,-0.10195-0.035447i,-0.022228-0.035226i,0.010071-0.042806i,0.026037-0.034276i,0.017566-0.034577i,-0.0034607-0.021618i,-0.0073466-0.0097931i,-0.010235-0.01522i,-0.017616-0.0096358i,-0.0056148+0.012566i,0.018285+0.025885i,0.025894+0.021322i,0.021815+0.016043i,0.022246+0.017919i,0.026054+0.018649i
0.15934-0.12253i,0.145-0.40531i,-0.078015-0.52236i,-0.28371-0.24474i,-0.22595+0.091743i,-0.085219+0.1983i,-0.021308+0.19609i,0.039687+0.16351i,0.062655+0.098649i,0.032882+0.06826i,0.010904+0.06531i,0.00064488+0.055844i,0.0010142+0.041395i,0.0058338+0.015369i,0.0043591-0.001795i,0.0085551+0.0010958i,0.016112-0.004206i,0.0049324-0.019207i,-0.013833-0.020885i,-0.016449-0.015386i,-0.01764-0.012978i,-0.025506-0.0067253i,-0.024404-0.00095813i
-0.57696+0.18999i,-0.70097+0.49642i,-0.43026+0.6671i,-0.06757+0.4855i,0.05569+0.16585i,0.063282-0.017665i,0.07582-0.089996i,0.030769-0.10178i,-0.016614-0.07891i,-0.027086-0.073699i,-0.042985-0.063484i,-0.056166-0.028229i,-0.053612+0.0024664i,-0.043832+0.013235i,-0.032694+0.0069724i,-0.027651-0.00075878i,-0.020357+0.0011274i,-0.0020897-0.00053874i,0.0094909-0.0073718i,0.0084084-0.006363i,0.0095839-0.0028287i,0.01241-0.0062934i,0.0059879-0.012006i
0.49046-0.46366i,0.61073-0.61322i,0.54839-0.49046i,0.40054-0.28089i,0.22775-0.14198i,0.086199-0.064451i,0.033535-0.055375i,0.01851-0.076993i,0.029074-0.047491i,0.062867-0.0086682i,0.069863-0.0044907i,0.061815-0.015038i,0.049803-0.036103i,0.025735-0.04207i,0.010453-0.023378i,0.0049959-0.011068i,-0.0075383-0.0080853i,-0.023319-0.00062894i,-0.027799+0.0093058i,-0.019232+0.010729i,-0.012863+0.0047052i,-0.013628+0.0071738i,-0.0089765+0.01998i
0.096436+0.49329i,0.1688+0.42968i,0.050715+0.088763i,-0.17682-0.12562i,-0.23546-0.10582i,-0.16544-0.05195i,-0.14644+0.01313i,-0.13583+0.084648i,-0.11596+0.093123i,-0.099407+0.067975i,-0.069472+0.039994i,-0.054943+0.021384i,-0.047617+0.024322i,-0.023855+0.019096i,-0.0046313+0.006667i,0.0066916+0.0033402i,0.01961+0.00020947i,0.027299-0.0057219i,0.025176-0.010104i,0.018283-0.008559i,0.013047-0.0050496i,0.0077523-0.010882i,0.001681-0.023618i
-0.65561-0.35103i,-0.95259-0.22965i,-0.82144+0.14881i,-0.38871+0.37931i,-0.058698+0.29905i,0.099428+0.16059i,0.20283+0.042616i,0.23066-0.073074i,0.18947-0.11488i,0.13208-0.098091i,0.0654-0.066664i,0.018148-0.034904i,0.0081506-0.022206i,0.010939-0.021098i,0.0050621-0.023698i,-0.011698-0.020545i,-0.019808-0.0064046i,-0.010403+0.0060934i,-0.00067115+0.01036i,0.00092957+0.0097277i,0.0011163+0.0086796i,0.0013281+0.009394i,0.0027309+0.015761i
0.8152-0.013754i,1.1449-0.011527i,1.0451-0.050688i,0.65268-0.14804i,0.28674-0.18865i,0.064731-0.13775i,-0.033455-0.071557i,-0.089586-0.021592i,-0.11949+0.030314i,-0.092911+0.068832i,-0.03536+0.057373i,0.0016664+0.019389i,0.0077763+0.0015046i,0.0039466+0.0089764i,0.009584+0.020677i,0.023126+0.013869i,0.025377-0.0019058i,0.011236-0.011878i,-0.0044357-0.01625i,-0.012274-0.012672i,-0.010981-0.0068304i,-0.005253-0.0078443i,-0.0054234-0.013047i
-0.28983+0.22976i,-0.42103+0.11405i,-0.42991-0.13477i,-0.33224-0.21696i,-0.19382-0.10203i,-0.079913+0.015047i,-0.019811+0.059152i,0.024161+0.048118i,0.04604+0.00066964i,0.02927-0.034116i,0.0057493-0.029712i,-0.0074687-0.012448i,-0.012192-0.00090905i,-0.010662+0.0016732i,-0.012898+0.00047348i,-0.018448+0.0058404i,-0.015479+0.016063i,0.00014185+0.021102i,0.015262+0.014466i,0.018352+0.0041551i,0.013969-0.0038041i,0.0093717-0.007875i,0.011114-0.0063026i
-0.13671-0.12893i,-0.22067-0.035247i,-0.27492+0.14259i,-0.22548+0.23536i,-0.069236+0.18164i,0.06143+0.075806i,0.096767+0.029135i,0.075018+0.026083i,0.037388+0.035552i,0.016476+0.042173i,0.007431+0.025883i,-0.0038754+0.01005i,-0.00093261+0.015166i,0.013804+0.01638i,0.018795+0.0061796i,0.012396-0.0034735i,0.0024198-0.009609i,-0.005784-0.0075874i,-0.0095165+0.00048428i,-0.011657+0.0061323i,-0.0084974+0.010233i,-0.004114+0.011502i,-0.0096385+0.0094216i
0.12469+0.090215i,0.22591+0.21754i,0.36769+0.25779i,0.39727+0.13909i,0.22069+0.034101i,0.045541+0.041877i,0.020763+0.038746i,0.049383-0.01452i,0.051633-0.054793i,0.028296-0.053814i,0.019163-0.023488i,0.036119-0.012643i,0.029005-0.027271i,-0.0010944-0.019914i,-0.01337+0.001295i,-0.0065585+0.010948i,0.0042833+0.01101i,0.0087916+0.0058946i,0.0072118+0.002335i,0.0046285+0.00072041i,-0.00087553-0.0022893i,-0.0011097-0.0036345i,0.005462-0.0062983i
0.13474-0.19894i,0.13593-0.49081i,0.036207-0.64705i,-0.039137-0.5107i,-0.03-0.27319i,-0.044921-0.10418i,-0.10653+0.017883i,-0.12929+0.086638i,-0.11341+0.092813i,-0.073857+0.077153i,-0.036826+0.044844i,-0.036974+0.020827i,-0.039017+0.025477i,-0.020867+0.024416i,-0.0062511+0.011485i,-0.0061998+0.0010454i,-0.017659-0.00032489i,-0.022873+0.0076413i,-0.013489+0.0070732i,-0.0079982-0.0024416i,-0.0089074-0.0059261i,-0.0063081-0.00094215i,-0.0025902+0.0039447i
-0.23254+0.37369i,-0.33813+0.58188i,-0.36975+0.58267i,-0.29962+0.44258i,-0.14161+0.30291i,0.017556+0.16242i,0.092073+0.041603i,0.10926-0.0086068i,0.10715-0.027609i,0.068898-0.046439i,0.027106-0.043136i,0.013365-0.03138i,0.0061615-0.025024i,0.0010549-0.019139i,-0.00027998-0.019106i,-0.0020491-0.018761i,0.0055278-0.017187i,0.012993-0.019964i,0.0096372-0.014006i,0.0087117-0.0033266i,0.010258-0.00094063i,0.0048268-0.004244i,-0.0021239-0.0052596i
-0.07766-0.32205i,-0.030717-0.32386i,0.13697-0.11758i,0.24204+0.029614i,0.14768+0.0088047i,-0.011299+0.012104i,-0.069171+0.053697i,-0.074792+0.050957i,-0.069221+0.0431i,-0.030172+0.042904i,0.0076049+0.036094i,0.025968+0.0242i,0.025721-0.00059429i,0.0052605-0.012741i,-0.0044974+0.002048i,0.0026362+0.018049i,0.00023728+0.025139i,-0.009524+0.025097i,-0.013876+0.018008i,-0.014569+0.010386i,-0.010499+0.0076775i,0.002227+0.0085058i,0.014625+0.0058735i
0.38774-0.016945i,0.49975-0.181i,0.37051-0.36378i,0.14854-0.3491i,0.021746-0.17852i,-0.038537-0.071671i,-0.076406-0.030531i,-0.055428-0.0016131i,-0.021335-0.0057712i,-0.026151-0.0069161i,-0.031908+0.0083461i,-0.026231+0.011696i,-0.023569+0.014865i,-0.014591+0.016531i,-0.0067527+0.0038503i,-0.012195-0.016945i,-0.019396-0.031369i,-0.018839-0.030093i,-0.0099661-0.019443i,0.0002407-0.015145i,-0.0016185-0.017153i,-0.013444-0.012643i,-0.019669-0.0064629i
-0.36853+0.26514i,-0.55729+0.37766i,-0.56699+0.37144i,-0.3982+0.28125i,-0.15+0.18136i,0.061747+0.08427i,0.11368-0.0020443i,0.034843-0.026246i,-0.023857+0.0015335i,-0.017455+0.008012i,-0.003321-0.012411i,-0.00081151-0.018305i,0.0044802-0.016904i,0.011034-0.019757i,0.017578-0.015512i,0.030531-0.0037771i,0.044268+0.0061141i,0.044995+0.0066359i,0.029157+0.00079851i,0.013325-0.0011985i,0.010071-0.002809i,0.010841-0.0088786i,0.007548-0.0092755i
0.095213-0.26104i,0.19377-0.2391i,0.24136-0.038479i,0.15875+0.10327i,-0.024198+0.088812i,-0.15879+0.058682i,-0.12426+0.050231i,-0.006173+0.0097102i,0.057025-0.029044i,0.054911-0.024647i,0.037873+0.004453i,0.03339+0.016915i,0.027542+0.0035596i,0.01085-0.0036481i,-0.007313+0.0058953i,-0.024498+0.015335i,-0.036291+0.012461i,-0.03877+0.0028833i,-0.029747-0.00028893i,-0.012208+0.0033085i,0.0023296+0.0069976i,0.0099767+0.011126i,0.016084+0.010574i
