-0.0020509-0.0013548i,-0.0014161-0.0018294i,-0.0032248-0.001044i,-0.003533-0.00051674i,-0.0023223+0.00088332i,-0.0017406+0.0027216i,-0.0018632+0.0027731i,-0.0013773+0.0020717i,-0.00014062+0.0022164i,0.00054134+0.0017764i,0.00060449+0.00017764i,0.00031107-0.00069284i,-0.00069778-0.00010099i,-0.0016346+0.00028939i,-0.0015935-0.0001762i,-0.0011252+3.5903e-05i,8.8215e-05+8.9518e-05i,0.0011414+0.00031326i,0.00066241+0.00067055i,0.00012643+0.00097452i,8.0636e-05+0.00057582i,0.00010706-0.0004673i,0.00041289+3.2911e-05i
0.071944-0.17082i,0.066191-0.23637i,-0.014491-0.11836i,-0.036267+0.086643i,-0.016886+0.16218i,-0.057377+0.12075i,-0.091509+0.071132i,-0.059472+0.033628i,-0.032264+0.031032i,-0.021049+0.054067i,-0.0055757+0.029217i,-0.023724-0.03517i,-0.073895-0.047882i,-0.089652+0.0033617i,-0.052503+0.039739i,-0.018252+0.046823i,-0.0026924+0.064143i,0.0088257+0.080837i,0.014413+0.066567i,0.015065+0.026843i,0.011534-0.0085651i,0.0028835-0.021371i,-0.0078254-0.0054121i
0.00058585+0.21248i,0.023774+0.36522i,0.049951+0.41771i,0.061456+0.42296i,0.090044+0.41958i,0.12976+0.38577i,0.1714+0.30436i,0.19434+0.19264i,0.17056+0.10255i,0.11093+0.0334i,0.0077303-0.030333i,-0.088282-0.032483i,-0.089262+0.021911i,-0.013924+0.049951i,0.046874+0.029456i,0.064019+0.012275i,0.083827+0.019325i,0.1042+0.031393i,0.088694+0.047614i,0.042732+0.049448i,-0.012574+0.023832i,-0.0432+0.0035436i,-0.022632-0.0030662i
-0.11021-0.16273i,-0.18368-0.21367i,-0.17323-0.13918i,-0.11052-0.050022i,-0.019289+0.02175i,0.14973+0.063333i,0.27324-0.039491i,0.21433-0.1922i,0.093606-0.2092i,0.016352-0.1483i,-0.043629-0.10369i,-0.083138-0.069371i,-0.08265-0.031695i,-0.04469-0.002627i,-0.005918+0.00055388i,0.0024089-0.0042659i,-0.0021702-0.0053865i,0.0056578-0.0050369i,0.029051+0.0045389i,0.047006+0.026732i,0.047184+0.048585i,0.045302+0.044023i,0.039-0.00028737i
0.2285+0.08273i,0.36078+0.042156i,0.31812-0.10824i,0.19777-0.21718i,0.18276-0.27058i,0.18821-0.38366i,0.033123-0.45358i,-0.1685-0.32237i,-0.21497-0.11819i,-0.16984-0.021019i,-0.18349+0.00074239i,-0.21949+0.040488i,-0.1721+0.079509i,-0.084026+0.05477i,-0.033929+0.0035526i,-0.010331-0.017772i,0.021914-0.027428i,0.047423-0.045077i,0.038882-0.050763i,0.014652-0.0291i,0.0070996-0.002863i,0.0048655+0.001293i,-0.012014+0.002279i
-0.26965+0.00059586i,-0.37311+0.029269i,-0.24445-0.0062232i,-0.063348-0.13811i,-0.080865-0.22084i,-0.23711-0.11595i,-0.28838+0.11992i,-0.15906+0.27705i,-0.007451+0.22849i,0.013727+0.10198i,-0.04889+0.072241i,-0.07195+0.10081i,-0.049964+0.087729i,-0.033336+0.049737i,-0.029737+0.021779i,-0.030684-9.2803e-05i,-0.039626-0.021085i,-0.055899-0.030828i,-0.061553-0.0057257i,-0.032478+0.033428i,0.010819+0.031498i,0.021663-0.0049865i,0.0062709-0.026693i
0.25005-0.16319i,0.28526-0.2717i,0.10803-0.19974i,-0.085508+0.029904i,-0.12749+0.21537i,-0.046221+0.2962i,0.12346+0.27575i,0.25682+0.1385i,0.21358+0.0025018i,0.080728-0.029203i,0.0097883+0.0029119i,0.0067222+0.027673i,0.0065795+0.023983i,-0.006171+0.016173i,-0.010367+0.013625i,-0.0067613+0.019208i,-0.0059918+0.037654i,0.0002211+0.068312i,0.03105+0.094102i,0.061561+0.080226i,0.053711+0.030814i,0.016447-0.0085818i,-0.013047-0.017461i
-0.17865+0.30362i,-0.19189+0.52i,-0.1168+0.56305i,-0.044225+0.50469i,0.041209+0.44508i,0.13487+0.29092i,0.091499+0.052743i,-0.050437-0.093632i,-0.11291-0.087948i,-0.064152-0.014499i,0.010253+0.027378i,0.039457+0.024963i,0.036845+0.019842i,0.041716+0.010934i,0.040233-0.0084653i,0.021405-0.013471i,0.010486-0.0013547i,0.017657+0.0027674i,0.025875-0.014766i,0.025046-0.032669i,0.019127-0.028791i,0.013096-0.010999i,0.010298+0.0047479i
0.025567-0.35446i,-0.040963-0.50836i,-0.072955-0.40137i,-0.017327-0.23359i,0.024514-0.20945i,-0.023541-0.21408i,-0.11025-0.1106i,-0.14494+0.048302i,-0.090598+0.12442i,-0.026628+0.08414i,-0.015799+0.034788i,-0.013544+0.037517i,0.013527+0.034879i,0.02365-0.003916i,-0.00087358-0.028187i,-0.024048-0.020493i,-0.027213-0.011875i,-0.031461-0.013518i,-0.051624-0.015125i,-0.06791-0.0084161i,-0.051474+0.010434i,0.0016152+0.025849i,0.054625+0.017827i
0.18438+0.34556i,0.36871+0.42211i,0.40974+0.21046i,0.27053-0.052361i,0.082684-0.1333i,-0.04628-0.088562i,-0.075256-0.034825i,-0.022469-0.017256i,0.024562-0.038326i,0.015726-0.046413i,-0.0054042-0.021177i,-0.00071305-0.0073312i,0.0080796-0.015935i,0.0065014-0.024492i,0.0018985-0.021431i,0.00083944-0.010567i,-0.00020145-0.0065142i,-0.015103-0.0022573i,-0.041072+0.017862i,-0.056473+0.038546i,-0.048023+0.033242i,-0.029766-0.0042513i,-0.023689-0.043806i
-0.35049-0.28063i,-0.55604-0.33507i,-0.47388-0.22967i,-0.19557-0.11622i,-0.019018-0.033779i,0.018312+0.092437i,0.069216+0.1497i,0.10812+0.053279i,0.054123-0.043356i,-0.026665-0.046222i,-0.072489-0.019813i,-0.088406-0.015684i,-0.091447-0.011781i,-0.074974+0.0085916i,-0.042353+0.0095869i,-0.021361-0.0090747i,-0.013004-0.01624i,0.0035811-0.0055074i,0.031103+0.010441i,0.043269+0.01566i,0.019318+0.010653i,-0.01959+0.016132i,-0.037766+0.034736i
0.45832+0.1165i,0.64732+0.065218i,0.47893-0.017993i,0.16656-0.0087995i,0.076599+0.047602i,0.15684+0.016305i,0.16643-0.066537i,0.078896-0.094089i,0.0097307-0.052405i,0.014395+0.0046348i,0.039369+0.033155i,0.032234+0.049783i,0.015094+0.064584i,0.0076844+0.058397i,0.001539+0.042663i,8.6049e-06+0.040204i,0.010706+0.039579i,0.018527+0.01565i,0.010573-0.023628i,-0.0037474-0.041816i,-0.010473-0.023118i,-0.00046847+0.007717i,0.014995+0.022374i
-0.50102+0.099585i,-0.69236+0.28255i,-0.56042+0.39451i,-0.30181+0.36641i,-0.15331+0.25617i,-0.074062+0.12469i,-0.041863+0.038464i,-0.047988+0.044887i,-0.024023+0.063752i,0.0080051+0.035589i,0.022927+0.0052338i,0.03622-0.011152i,0.037096-0.021595i,0.027253-0.014808i,0.029117+0.00067996i,0.040994-0.00090784i,0.040803-0.014817i,0.025326-0.014908i,0.0093791-0.0014531i,0.010798+2.6118e-06i,0.024913-0.0185i,0.025801-0.039996i,0.008823-0.047177i
0.44223-0.29907i,0.56837-0.51791i,0.42691-0.50209i,0.20002-0.31338i,0.065838-0.1767i,-0.021637-0.1128i,-0.049062-0.040381i,0.0038323+0.017968i,0.044104+0.032535i,0.042616+0.013443i,0.017547-0.018877i,-0.017336-0.035572i,-0.038106-0.03162i,-0.040505-0.022587i,-0.031418-0.018481i,-0.027492-0.016497i,-0.038615-0.0094527i,-0.051491+0.0037932i,-0.048248+0.01671i,-0.030372+0.01844i,-0.022448+0.010374i,-0.031087+0.0075021i,-0.035609+0.013315i
-0.28595+0.46413i,-0.29379+0.69524i,-0.12511+0.57304i,0.031806+0.24722i,0.049715+0.062733i,0.032967+0.049352i,0.021897+0.018223i,-0.021947-0.03854i,-0.044127-0.029305i,-0.023922+0.004745i,-0.019815+0.014786i,-0.029232+0.020669i,-0.014749+0.029381i,0.010421+0.02933i,0.017786+0.02188i,0.012353+0.022803i,0.01367+0.039918i,0.027598+0.060026i,0.040435+0.062991i,0.039157+0.044993i,0.034608+0.019644i,0.031823-0.0014961i,0.027608-0.014781i
0.073525-0.57327i,-0.00031363-0.82722i,-0.08745-0.71327i,-0.07443-0.40159i,-0.0028623-0.19025i,0.0095936-0.07323i,0.0013613+0.026976i,0.018335+0.059341i,0.025703+0.021475i,0.011541-0.01957i,-0.010537-0.026081i,-0.018248-0.0043272i,-0.0090312+0.0046571i,-0.0041093-0.0037131i,-0.0019527-0.0074135i,0.0065561-0.0088933i,0.022199-0.019779i,0.034859-0.03682i,0.031866-0.039052i,0.017495-0.01925i,0.0030065+0.0023924i,-0.0029939+0.0097858i,-0.001206+0.0069343i
0.14852+0.56606i,0.29014+0.77308i,0.29131+0.60345i,0.12949+0.27213i,0.014827+0.11021i,0.061252+0.041324i,0.10618-0.048039i,0.054606-0.080176i,-0.010871-0.047152i,-0.037111-0.0042011i,-0.026007+0.030599i,0.0016012+0.047364i,0.020156+0.042252i,0.020615+0.022401i,0.010656+0.0075169i,0.003282+0.0050625i,-0.0025761+0.00037468i,-0.013458-0.008421i,-0.025651-0.0087238i,-0.029064-7.4229e-06i,-0.019584+0.0070612i,-0.0023494+0.0054895i,0.010031-0.0027435i
-0.3477-0.47102i,-0.57804-0.58951i,-0.59142-0.35621i,-0.40699+0.018459i,-0.22917+0.16269i,-0.17966+0.1069i,-0.19152+0.050197i,-0.16693+0.03436i,-0.11038+0.023971i,-0.081014+0.0095887i,-0.073727+0.014276i,-0.051253+0.014696i,-0.028266-2.4552e-07i,-0.016486-0.0036846i,-0.0039593-0.0055444i,0.004434-0.015756i,-0.0011803-0.01882i,-0.014238-0.0018195i,-0.013288+0.021521i,0.00042934+0.030109i,0.0084548+0.02644i,0.0089866+0.017957i,0.0074543+0.0072465i
0.49463+0.30898i,0.76313+0.37376i,0.73197+0.24152i,0.48562+0.065318i,0.27366+0.025281i,0.14746+0.063401i,0.06684+0.11828i,0.060534+0.16602i,0.085169+0.14598i,0.066985+0.087726i,0.023811+0.051724i,-0.011189+0.034477i,-0.025882+0.018417i,-0.021647-0.0026407i,-0.020765-0.019758i,-0.030334-0.015716i,-0.026523+0.0027505i,-0.0054632+0.01139i,0.010632+0.0014215i,0.0099545-0.010919i,0.0029366-0.012307i,0.00021687-0.0079475i,-0.0025423-0.0067903i
-0.55699-0.12008i,-0.81471-0.12174i,-0.70191-0.062037i,-0.35611-0.030171i,-0.12635-0.050526i,-0.030869-0.035707i,0.057119-0.041226i,0.10294-0.12809i,0.069822-0.18032i,0.017192-0.12984i,-0.008451-0.057391i,-0.013206-0.017259i,-0.016314+0.0016977i,-0.015607+0.016136i,-0.0058756+0.02704i,0.0056365+0.029754i,0.014989+0.02179i,0.017023+0.0054858i,0.0071157-0.0082448i,0.00055144-0.010743i,0.0068161-0.010613i,0.0098527-0.013688i,0.0022261-0.01048i
0.54391-0.079546i,0.78467-0.16189i,0.67779-0.21673i,0.36472-0.20631i,0.16807-0.15323i,0.086113-0.11608i,0.0081253-0.064429i,-0.053111+0.0042729i,-0.062587+0.03162i,-0.020896+0.019471i,0.023513-0.011651i,0.024791-0.039466i,0.0045671-0.038846i,-0.0034206-0.026041i,-2.8985e-05-0.022014i,0.0040748-0.028063i,0.0033785-0.041158i,-0.0069615-0.052043i,-0.024448-0.04514i,-0.034313-0.026663i,-0.033804-0.015582i,-0.029255-0.0085009i,-0.017402+0.0044667i
-0.45561+0.24564i,-0.66325+0.38716i,-0.56509+0.3851i,-0.29351+0.2299i,-0.15132+0.064609i,-0.099163+0.019266i,-0.020877+0.019083i,0.011721+0.01294i,-0.011391+0.03519i,-0.023979+0.041308i,-0.021835+0.02635i,-0.0093435+0.023224i,0.0096308+0.020169i,0.012934+0.013031i,0.00055957+0.0089136i,-0.016477+0.012126i,-0.034773+0.023606i,-0.048368+0.040168i,-0.044141+0.052067i,-0.027475+0.048754i,-0.015291+0.034728i,-0.0055975+0.018176i,0.0063348+0.00080541i
0.33397-0.34761i,0.49093-0.51922i,0.37754-0.44851i,0.11108-0.15788i,-0.010632+0.080879i,-0.032568+0.1156i,-0.064882+0.07823i,-0.032357+0.076187i,0.047283+0.069854i,0.067515+0.041994i,0.031661+0.022309i,0.0036004+0.012835i,-0.0045149+0.0011397i,-0.0060135-0.0075085i,0.0027631-0.012933i,0.019961-0.016637i,0.036819-0.010248i,0.048071+0.0032471i,0.054579+0.01096i,0.050693+0.0083424i,0.029266+0.0039782i,0.0018831+0.0052823i,-0.014491+0.0050645i
-0.19765+0.3946i,-0.2897+0.59585i,-0.19219+0.53516i,-0.00031276+0.27775i,0.076444+0.12602i,0.094482+0.11595i,0.10638+0.079854i,0.049633-0.0019925i,-0.020553-0.046749i,-0.032756-0.035966i,-0.022549-0.0023249i,-0.01635+0.031789i,-0.0048993+0.043963i,0.0043582+0.029215i,-0.0030267+0.014378i,-0.018645+0.016386i,-0.022582+0.023794i,-0.011981+0.019959i,-0.0011595+0.0037547i,0.0024688-0.013382i,0.0041688-0.020677i,0.0096561-0.018475i,0.012451-0.014022i
0.073889-0.40259i,0.11326-0.63264i,0.055529-0.6118i,-0.033136-0.37569i,-0.013389-0.1943i,0.058616-0.16011i,0.062739-0.17152i,0.014147-0.144i,-0.021385-0.084244i,-0.020387-0.042281i,-0.0092327-0.038837i,-0.015331-0.037817i,-0.019402-0.016113i,-0.0064362+0.010221i,0.018262+0.028494i,0.049699+0.030255i,0.070806+0.017353i,0.068878+0.0019872i,0.045914-0.0054026i,0.016588-0.0036661i,-0.0018368-0.0016754i,-0.010198-0.0040336i,-0.015457-0.0058072i
0.0077287+0.35302i,-0.0041136+0.5651i,-0.0034722+0.52363i,0.010783+0.25563i,-0.0092262+0.020997i,-0.054271-0.073781i,-0.092688-0.073902i,-0.109-0.022254i,-0.085096+0.025724i,-0.053514+0.022136i,-0.046026+0.004146i,-0.039248+5.1484e-05i,-0.022749-0.0072108i,-0.0097987-0.016413i,-0.0052419-0.021656i,-0.010374-0.026994i,-0.019957-0.032591i,-0.022636-0.032821i,-0.019192-0.020509i,-0.013386+0.0017344i,-0.0022496+0.021074i,0.010809+0.026306i,0.016852+0.018395i
-0.081414-0.29255i,-0.12415-0.47229i,-0.12442-0.41423i,-0.073927-0.18135i,-0.022638-0.0492i,-0.028855-0.013694i,-0.02658+0.033757i,0.04555+0.053142i,0.089191+0.023398i,0.051081+0.0043604i,0.0045828+0.017096i,-0.005178+0.027046i,-0.0054962+0.022482i,-0.012869+0.018063i,-0.011994+0.015053i,-0.0023422+0.011985i,0.0015492+0.01037i,-0.0022225+0.011186i,3.9106e-05+0.012726i,0.013511+0.010821i,0.02785+0.0019977i,0.029094-0.010111i,0.016998-0.014733i
0.12061+0.23222i,0.19136+0.41007i,0.17392+0.41446i,0.059165+0.28246i,-0.052104+0.21604i,-0.068868+0.18892i,-0.046935+0.12767i,-0.036345+0.066418i,-0.019601+0.016767i,-0.012734-0.0040947i,-0.0059278+0.0038149i,0.0088348+0.0015898i,0.0091936-0.011466i,0.0035157-0.019124i,-0.001368-0.028492i,-0.014621-0.038137i,-0.025066-0.036169i,-0.024782-0.025044i,-0.019283-0.014066i,-0.012006-0.010681i,-0.0076864-0.013713i,-0.0067408-0.014918i,-0.00346-0.0096168i
-0.12299-0.18236i,-0.18461-0.31594i,-0.11472-0.30106i,0.056632-0.15082i,0.17014-0.030379i,0.16933+0.045254i,0.14443+0.10613i,0.111+0.10126i,0.050077+0.061647i,0.024885+0.043295i,0.029246+0.022823i,0.017372+0.0069078i,0.011465+0.011893i,0.01578+0.0084142i,0.0032975-0.0025442i,-0.020491+0.0040089i,-0.03654+0.019186i,-0.039761+0.02725i,-0.030417+0.026569i,-0.016032+0.016038i,-0.012942+0.0030712i,-0.015153-0.0017372i,-0.0080066-0.0041598i
0.13988+0.1356i,0.22451+0.21368i,0.17859+0.16367i,0.014714+0.017052i,-0.090514-0.064832i,-0.051177-0.077079i,0.032693-0.12584i,0.047746-0.14841i,0.031387-0.085155i,0.029023-0.036154i,0.013839-0.034137i,-0.010018-0.03413i,-0.021065-0.030123i,-0.022033-0.021223i,-0.015369-0.0053082i,-4.2233e-05+0.010603i,0.017585+0.022616i,0.02853+0.029235i,0.026788+0.02528i,0.013067+0.019821i,0.00025906+0.023383i,-0.0017797+0.02552i,0.00035949+0.019437i
-0.13399-0.11296i,-0.23167-0.19065i,-0.21239-0.19808i,-0.070933-0.13326i,0.036272-0.092136i,0.0092826-0.080034i,-0.078674-0.03612i,-0.10597+0.0058707i,-0.075547+0.0052849i,-0.038657+0.003311i,-0.011898+0.020559i,0.0032368+0.038032i,0.011315+0.038329i,0.007486+0.025027i,-0.0034259+0.020965i,-0.0029472+0.022519i,0.0065735+0.01094i,0.010686-0.005885i,0.0071027-0.01221i,0.0042646-0.01096i,0.0071503-0.012021i,0.010187-0.014747i,0.0090239-0.011934i
0.11872+0.087917i,0.19273+0.15406i,0.15776+0.1571i,0.015347+0.09435i,-0.075028+0.071819i,-0.035372+0.07032i,0.02599+0.023769i,0.025303-0.016873i,-0.007269-0.018125i,-0.032128-0.011659i,-0.034495-0.0075619i,-0.018995-0.0074155i,-0.012695-0.010332i,-0.013533+0.0011349i,0.0046444+0.020152i,0.034449+0.025572i,0.05134+0.022058i,0.047489+0.016659i,0.027041+0.010158i,-0.00058978+0.0086342i,-0.019957+0.0084568i,-0.026141+0.0045993i,-0.024094+0.0033197i
-0.10845-0.055753i,-0.18798-0.098069i,-0.18869-0.070635i,-0.075651+0.012676i,0.05113+0.017088i,0.056708-0.019276i,-0.020237+0.01197i,-0.054449+0.060988i,-0.031092+0.0678i,-0.01276+0.05039i,-0.015385+0.036343i,-0.018203+0.027452i,-0.0095842+0.024768i,0.011093+0.017115i,0.026652-0.013431i,0.02378-0.051653i,0.012342-0.07408i,0.00011014-0.073342i,-0.0075305-0.04783i,-0.00375-0.016476i,0.002658-0.001467i,0.0028823+0.0011934i,0.0035413-0.00051309i
0.10471+0.049576i,0.19095+0.10796i,0.22336+0.14494i,0.14802+0.13466i,0.029675+0.13405i,0.0028502+0.13561i,0.062113+0.082665i,0.083862+0.0056786i,0.045766-0.034493i,0.0107-0.030279i,-0.0077279-0.012018i,-0.021139+0.0057529i,-0.023247+0.020307i,-0.015417+0.01708i,-0.015972+0.0020642i,-0.034148-0.0012725i,-0.055242+0.013296i,-0.054351+0.027784i,-0.03009+0.025691i,-0.0086783+0.013603i,-0.0010873+0.0087931i,0.0012607+0.01058i,-0.0014263+0.0069494i
-0.092213-0.038211i,-0.16677-0.10419i,-0.18405-0.16306i,-0.1125-0.17968i,-0.033983-0.17297i,-0.016283-0.16625i,-0.030692-0.12626i,-0.014514-0.053254i,0.02277-0.0025201i,0.042107+0.0016853i,0.03578-0.009302i,0.023083-0.0046912i,0.020526-0.00036683i,0.017001-0.0049238i,0.0048588-0.0068038i,-0.0039952-0.0043138i,-0.0024003-0.0034986i,0.0002559-0.0067685i,-0.00264-0.0093294i,0.00061653-0.0073038i,0.01479-0.0053796i,0.024502-0.0064774i,0.022382-0.0049948i
0.07182+0.034863i,0.14806+0.091272i,0.16658+0.12222i,0.084202+0.12587i,-0.016316+0.15329i,-0.053817+0.17118i,-0.039554+0.11806i,-0.025839+0.031344i,-0.024142-0.026187i,-0.030229-0.033317i,-0.026105-0.011596i,-0.0046631-0.006153i,0.0045792-0.019024i,-0.0057105-0.020101i,-0.02029+0.0022034i,-0.026786+0.033161i,-0.023215+0.051048i,-0.014483+0.052638i,-0.001574+0.040038i,0.0058042+0.016966i,0.0017632-0.0025155i,-0.0053499-0.0085824i,-0.0082455-0.0064773i
-0.063725-0.040285i,-0.14696-0.10009i,-0.1739-0.13597i,-0.070748-0.15942i,0.067422-0.21509i,0.11097-0.20593i,0.089705-0.10008i,0.074782+0.00088961i,0.064715+0.044661i,0.046651+0.0339i,0.020644-0.0020017i,-0.0064463-0.033003i,-0.023264-0.045194i,-0.020399-0.033459i,0.010675-0.012841i,0.052329-0.0059462i,0.075342-0.012282i,0.069236-0.01656i,0.042536-0.014629i,0.017444-0.0097446i,0.0054652-0.0056868i,0.0040145-0.0077586i,0.0084194-0.0092336i
0.052987+0.041251i,0.12972+0.097923i,0.14247+0.13967i,0.03583+0.17557i,-0.075438+0.2283i,-0.089413+0.20828i,-0.077603+0.10261i,-0.082488+0.022362i,-0.066588-0.0037584i,-0.052117-0.0015005i,-0.05896+0.020969i,-0.060808+0.047874i,-0.048697+0.058687i,-0.032133+0.041059i,-0.025585+0.0031777i,-0.033796-0.024431i,-0.03695-0.030327i,-0.026069-0.021677i,-0.010738-0.0059442i,-0.0015445+0.0023075i,-0.0039482-0.0029614i,-0.013621-0.010413i,-0.021583-0.014511i
-0.045248-0.049984i,-0.11608-0.088071i,-0.12134-0.096601i,-0.0080542-0.092302i,0.10591-0.11881i,0.10686-0.11788i,0.070255-0.036452i,0.054432+0.017843i,0.025335+0.0085488i,0.014398+0.0022761i,0.029497+0.0032449i,0.031417+0.0063887i,0.026581+0.018796i,0.026793+0.022842i,0.024401+0.02029i,0.019274+0.021181i,0.012623+0.017773i,0.0021545+0.0034447i,-0.010138-0.00683i,-0.016916+0.0022123i,-0.012423+0.017112i,0.00033262+0.024446i,0.0094459+0.022607i
0.052094+0.051125i,0.12528+0.082238i,0.13936+0.072083i,0.01008+0.056362i,-0.14485+0.11407i,-0.15133+0.16159i,-0.091407+0.078384i,-0.091644+0.0016917i,-0.09001+0.023639i,-0.05378+0.036994i,-0.025774+0.01955i,-0.006196+0.015667i,0.012687+0.01606i,0.013311+0.0078837i,-0.0049889-0.0041051i,-0.022707-0.0093298i,-0.028778-0.0042416i,-0.025854+0.0068678i,-0.017768+0.019098i,-0.0077312+0.024737i,0.00028032+0.020027i,0.0030735+0.009385i,0.0026588+0.0024606i
-0.053139-0.065927i,-0.13232-0.10916i,-0.16842-0.090183i,-0.048176-0.048019i,0.11747-0.099101i,0.13231-0.13943i,0.077346-0.052345i,0.081983+0.0034879i,0.079373-0.033605i,0.042602-0.041995i,0.02919-0.023954i,0.030779-0.034219i,0.022787-0.050099i,0.013108-0.03706i,0.013431+0.00013851i,0.022977+0.026083i,0.023337+0.026068i,0.013145+0.014703i,0.0074162+0.0052639i,0.0064543+0.0011604i,0.0074811+0.0051931i,0.01118+0.013956i,0.016507+0.015706i
0.058283+0.066494i,0.14552+0.11561i,0.19894+0.06182i,0.084608-0.044842i,-0.078392-0.020466i,-0.075668+0.034849i,0.0037245-0.024779i,0.0032593-0.050657i,-0.012968+0.013381i,0.0011259+0.034528i,-0.012768+0.0079786i,-0.041904-0.006889i,-0.054148-0.011321i,-0.046316-0.012281i,-0.025268-0.022215i,-0.011229-0.036474i,-0.0035053-0.030816i,0.0054892-0.012003i,0.01069-0.003575i,0.008329-0.0091071i,-0.00061614-0.018876i,-0.011551-0.027283i,-0.018648-0.02819i
-0.053113-0.072011i,-0.16092-0.12647i,-0.24093-0.059643i,-0.14213+0.074512i,0.039046+0.048981i,0.067432-0.066375i,-0.011906-0.060172i,-0.0011936-0.020746i,0.051297-0.062221i,0.031308-0.081631i,-0.00406-0.03267i,-0.0079926+0.01274i,-0.0022175+0.028363i,0.0024725+0.029001i,0.002794+0.025422i,-0.00099685+0.021573i,-0.0014961+0.009717i,1.4776e-05-0.0060894i,0.00048544-0.013759i,-0.00078938-0.015539i,-0.0036074-0.0114i,-0.0053316+0.0019118i,-0.0056312+0.013723i
0.05422+0.077201i,0.1804+0.14806i,0.28383+0.12008i,0.21216+0.026541i,0.031288+0.054034i,-0.039733+0.16363i,0.012009+0.14064i,0.0060119+0.054495i,-0.039347+0.055173i,-0.021868+0.069074i,0.0096388+0.036687i,0.013215+0.012844i,0.010097+0.014073i,0.010556+0.0082739i,0.011031-0.0090605i,0.0070725-0.016555i,0.0027427-0.0067049i,0.0017409+0.0022859i,-0.00076049+0.0024564i,-0.0039836+0.000773i,-0.0052608-0.0043242i,-0.0034906-0.013761i,-0.00054391-0.016459i
-0.05171-0.080357i,-0.18047-0.16324i,-0.29824-0.15709i,-0.24749-0.045263i,-0.054687+3.5392e-05i,0.044818-0.076506i,-0.018678-0.082305i,-0.051642-0.014046i,-0.016277-0.0059926i,-0.0069647-0.032162i,-0.013395-0.02432i,-3.5574e-05-0.00032022i,0.019807+0.0077837i,0.021367+0.0023199i,0.005513+0.0032504i,-0.0020038+0.010399i,0.0049378+0.007455i,0.0058515-0.00012115i,-0.00023882+0.0053865i,0.0022327+0.018151i,0.012745+0.023721i,0.018309+0.021009i,0.016657+0.012019i
0.054271+0.097489i,0.18182+0.19806i,0.32424+0.21125i,0.31209+0.087158i,0.11368+0.0025158i,-0.020809+0.06505i,0.019066+0.095506i,0.049871+0.044454i,0.012226+0.02549i,-0.0045317+0.045199i,0.0042706+0.036445i,0.0011603-0.0006183i,-0.011704-0.025446i,-0.017655-0.024673i,-0.010017-0.014915i,-0.00068695-0.0080326i,-0.0022099+0.00032472i,-0.0032564+0.010412i,0.0067643+0.013115i,0.01294+0.0059404i,0.0070614-0.0033319i,0.00032005-0.011147i,-0.003749-0.015112i
-0.056851-0.12195i,-0.17831-0.25345i,-0.33056-0.32311i,-0.34012-0.25449i,-0.14941-0.19493i,-0.00070561-0.22471i,-0.022083-0.19652i,-0.066231-0.092501i,-0.053861-0.033988i,-0.040731-0.034257i,-0.048331-0.023382i,-0.051319+0.0073623i,-0.037476+0.024002i,-0.022167+0.020506i,-0.016839+0.013945i,-0.014061+0.0099829i,-0.0058657+0.0065662i,0.0013823+0.0022865i,-0.003137-0.00043088i,-0.011722+0.0051874i,-0.010905+0.014256i,-0.0053494+0.019718i,-0.0030483+0.020722i
0.051212+0.13752i,0.15836+0.28803i,0.2844+0.37835i,0.27091+0.31174i,0.07019+0.22168i,-0.094162+0.21522i,-0.070618+0.19266i,0.019979+0.098879i,0.046778+0.029715i,0.027744+0.028988i,0.016104+0.038105i,0.011667+0.026311i,-0.00063251+0.012716i,-0.0025105+0.010591i,0.0080228+0.0076972i,0.0096877+0.0012363i,-0.00013407-0.0033345i,-0.0074577-0.00384i,-0.0046259-0.0022304i,-0.0012822-0.0066283i,-0.0034759-0.012577i,-0.0040247-0.01363i,0.0021089-0.011304i
-0.059331-0.14862i,-0.15552-0.30211i,-0.25332-0.39483i,-0.22664-0.30654i,-0.044389-0.14701i,0.1254-0.060824i,0.13269-0.0428i,0.042007-0.024232i,-0.016029-0.0027949i,-0.013319-0.0051007i,-0.00014191-0.014417i,0.0050125-0.0070489i,0.011993+0.0036769i,0.0099447+0.0035652i,0.0024378+7.1166e-05i,0.00070919+0.00025721i,0.0031423+0.0025155i,0.00085205+0.002982i,-0.009369+0.0021056i,-0.014982+0.0050176i,-0.0094764+0.0093468i,-0.0022675+0.0092166i,9.8832e-05+0.0053782i
0.073621+0.14103i,0.14534+0.29755i,0.1875+0.43116i,0.12732+0.42614i,-0.0024822+0.32676i,-0.078497+0.21745i,-0.040359+0.11652i,0.037718+0.038687i,0.078285+0.0026675i,0.069291-0.0012857i,0.047686-0.0012908i,0.033116-0.011864i,0.018266-0.016218i,0.012468-0.0092167i,0.018064-0.0064379i,0.020986-0.011906i,0.014071-0.017984i,0.0049299-0.017146i,0.0075466-0.0090829i,0.018091-0.0070855i,0.02049-0.014529i,0.0135-0.01881i,0.0068183-0.019546i
