-0.0062073+0.00042392i,-0.0046252-6.4503e-05i,-0.0061267+0.0010748i,-0.0049961+0.0019824i,-0.0028162+0.0027924i,-0.0018136+0.0025691i,0.00023785+0.0018288i,0.00047436+0.00098873i,0.00033779+4.2898e-05i,0.0011236-0.00033096i,0.0012893-0.00039069i,0.0010633+0.00025131i,0.00038684+0.00037067i,-0.00058676-0.00097063i,-0.00116-0.0013431i,-0.00057983-0.000228i,-1.2354e-05-0.00016499i,-0.00078867-0.00088509i,-0.001113-0.0012673i,-0.00011413-0.00056126i,6.7311e-05+0.00046645i,-0.00023123+0.00014453i,-4.3735e-05+0.00022433i
-0.0009569+0.0017232i,-0.0016994+0.0014575i,-0.0017807+0.00098944i,-0.00095829+0.00078042i,-0.00078111+0.00093776i,-0.00044444+0.0010411i,-3.1511e-05+0.0009697i,0.00073387+2.2577e-05i,0.0010476-0.00040409i,0.00028285+0.00017487i,-4.0773e-05+0.00026657i,0.00053967-0.00010248i,-0.00026123+7.3025e-05i,-0.0013701+0.00036928i,-0.00087974-6.6339e-05i,-3.1027e-06-0.00085114i,-0.00028764-0.0011385i,-0.0010621-0.0012207i,-0.0011495-0.00074053i,-0.0013015+1.9146e-05i,-0.0012854-8.994e-05i,0.00033729+0.00047425i,0.00078406+0.0011122i
0.0023513-0.0013527i,0.0018404-0.0026704i,0.00027728-0.0025439i,-0.00096202-0.0016688i,-0.0010589-0.00040913i,-0.0017228+0.00031959i,-0.0010406+0.00047944i,-0.00022154-0.00053959i,-0.00050788-0.0022593i,-0.0004968-0.0018459i,-0.0006088+7.7552e-05i,-0.00010801+0.0012216i,0.00015234+0.0010682i,0.00028825+0.00037587i,0.0005562+0.00076831i,0.00017474+0.00066424i,0.00013794+0.00029978i,0.00027024+0.00046081i,-0.00079346+0.00055905i,-0.0005307-9.9728e-05i,3.769e-05-0.00044493i,-0.00048946-2.7793e-05i,-0.00087417+0.00013886i
0.00029682-0.00079685i,-0.00045539-0.00068749i,0.00042054-0.0012979i,0.00045271-0.0016941i,-0.00017492-0.0014249i,-3.0118e-05-0.0012064i,0.00063234-0.0011661i,0.00099018-0.0010599i,0.00031728-0.00040845i,-0.00032822+0.00030571i,-0.00056043+0.00032903i,-0.00032476+0.00043857i,0.0001355+0.00035195i,0.00016386+0.0009196i,-0.00039807+0.00061519i,-0.00021908+0.00050021i,-0.00013169+0.00061424i,-0.00073907-3.8285e-05i,-0.00071051-0.00026387i,0.0002378-7.7467e-05i,0.00073845+0.00024861i,0.00095492+0.00036918i,0.0012952+0.00067395i
0.00024738+0.0011323i,-0.00018613+0.0015088i,1.9066e-05+0.001866i,-0.00025787+0.0015273i,-0.0011065+0.0010841i,-0.00075704+0.00064187i,0.00044166-0.00016954i,0.0010347-0.0010182i,0.00082872-0.0014823i,0.0003923-0.0013749i,-0.00011632-0.0002306i,-0.00072815+0.0011778i,-0.00066905+0.0010762i,-0.00065791-3.4999e-05i,-0.00083065+2.134e-05i,-0.00085172+6.5773e-05i,-0.0004236-0.00030892i,0.0005518-0.0009265i,0.001015-0.0011194i,0.00022121+0.00021282i,4.9634e-05+0.0010699i,0.00063238+0.00080945i,0.00061548-0.00011749i
-0.00085679-0.00059195i,-0.0016281-0.00022414i,-0.00091627+0.00012238i,-0.0011714+0.00030633i,-0.0015+0.0002687i,-0.00057595+0.00043478i,0.00054833+0.00058944i,0.0012456-0.00030618i,0.00067854-0.00057041i,-0.00012507+0.00011754i,-0.00030101+0.00070314i,-0.00064401+0.000601i,-0.00065722+0.000212i,-0.00016676-0.00024413i,-2.548e-05-0.0010983i,0.00045994-0.00075191i,0.00037062+0.00015425i,-0.00039038+0.00045387i,-4.9514e-05+0.0003626i,0.00035+0.00078809i,0.0002009+0.00094172i,0.00038176+0.00024977i,0.0009734+0.00047764i
0.0012182-0.0024146i,-0.00090091-0.0033115i,-0.001891-0.0049489i,-0.0024617-0.0042527i,-0.0029435-0.0020655i,-0.0023473+3.803e-05i,-0.00041102+0.0011883i,0.00050004+0.00049498i,-0.00037012-0.00090457i,-0.0012385-0.00089876i,-0.0014646-5.2527e-05i,-0.00104+0.00036522i,-0.00021334+0.00038578i,0.00016343+6.5086e-05i,0.00045258-2.5359e-05i,-1.7642e-05-0.0005557i,-0.00036835-0.00074395i,-0.00034649-0.00043377i,-0.00078904-0.00072509i,-0.00016603-0.00053972i,0.00054053+0.00028508i,0.00038714-0.00067677i,5.0013e-05-0.0018742i
0.0010546+0.0020846i,0.0014054+0.0023426i,0.0022802+0.0012192i,0.002528-0.0011599i,0.0013401-0.0021069i,0.00073665-0.00097507i,0.0010827-9.3588e-05i,0.0014215-0.00045504i,0.00047558-0.0011557i,-0.00094529-0.0010563i,-0.0010511-0.00085957i,-0.00071112-0.00056088i,-0.00093417+0.00011832i,-0.00085925+0.0008073i,-0.00074948+0.0013104i,-0.00080831+0.0011267i,-0.0003708+0.00024512i,-1.7252e-05-0.00051314i,9.4914e-05-0.00054444i,4.3803e-05+1.9723e-05i,0.00022246+0.00021405i,-8.2205e-05+0.00015575i,0.00029713+7.2799e-06i
-0.0006755+0.0013428i,-0.0011609+0.0016345i,-0.00055048+0.0020255i,-0.00020491+0.0017631i,-0.00062011+0.0016988i,-0.0007931+0.0013115i,-0.00065761+0.00069401i,-0.00040327+0.00022187i,-0.00040493+0.00011778i,-0.00053877+0.0006772i,-0.00010198+0.0004958i,0.00021952+0.00021964i,0.00012629+8.824e-05i,0.00033322-0.00054229i,0.00028343-0.00066689i,-0.0001122+0.00032787i,-0.00078103+0.00050347i,-0.00096052-4.6315e-05i,-0.0005152+6.238e-05i,-0.00015335+0.000315i,-0.00020087+0.00037481i,-0.0004063+0.0005582i,-0.0002377+0.00019711i
-0.0022237-0.0019717i,-0.0026044-0.0021447i,-0.002843-0.0023113i,-0.0022639-0.0012745i,-0.0022685+2.6469e-05i,-0.0017312+0.00050053i,-0.00065473+0.00028447i,0.00014032-0.0015547i,4.7891e-05-0.0021715i,-0.00054163-0.00051919i,-0.00022896+0.00048055i,0.00047829+0.000356i,0.00043816+0.00018361i,-0.00012973-0.00047785i,-0.00081629-0.00080458i,-0.00088983+0.00033635i,-0.00071402+0.00028092i,-0.00042869-0.00098364i,-0.00017228-0.0017593i,2.9887e-05-0.00054908i,0.0010216+0.00034544i,0.0013064+0.0003579i,0.00020724+0.00066998i
0.0011394-0.00055455i,0.0011591-0.0011716i,0.00049822-0.0018541i,-0.0013694-0.0018904i,-0.0023969-0.0014519i,-0.0019457-0.00094599i,-0.0007543+0.00020019i,2.643e-05+0.0002527i,-0.00063244-0.00041266i,-0.0010496-0.00027878i,-0.00099029+0.00060111i,-0.00078042+0.00088231i,-0.00070551+0.00028765i,-0.00081277-0.00020267i,-0.00055317+0.00031312i,-0.00031608+0.00045018i,5.2134e-05-0.00057079i,0.00045546-0.00024229i,-0.00035898+0.00022582i,-0.00013732+8.0918e-05i,0.00075233+0.00022224i,0.00071565+0.00080109i,-0.00015904+0.00059068i
-0.0014987+0.00074315i,-0.0017056+0.0023662i,-0.0010938+0.0032104i,-0.00043727+0.0019005i,-0.00041741+0.00067172i,-7.3499e-05+5.7914e-05i,0.00049826-0.00022546i,0.00090143-0.00099933i,0.0005886-0.00087497i,1.114e-05-1.3249e-05i,0.00024869+0.00028225i,0.00013304+0.00060981i,-0.00046536+0.00070155i,-0.00092725-0.00048692i,-0.0012691-0.0014672i,-0.000291-0.0014754i,0.00068587-0.0013943i,0.00034725-0.0017813i,-0.00070347-0.001696i,-0.00040213-0.00026292i,-4.0758e-05+0.00017354i,-0.00021816+0.0002111i,-0.00024675+0.00050875i
2.6146e-05+0.00082341i,-8.2116e-05+0.00015256i,0.0016812+3.4359e-06i,0.00179+0.00018333i,0.00040365-0.00086407i,-5.1826e-05-0.00071624i,-0.00046124+0.00025165i,0.00017734-0.00062983i,0.00067968-0.0016936i,-2.3925e-05-0.00092043i,-0.00031625-4.3471e-05i,0.0003523+0.00029473i,0.00042893+0.00052078i,-0.00031259+4.8995e-06i,-0.00088797-8.0001e-05i,-0.00051199-6.3793e-05i,0.0002659-0.00089161i,0.00042938-0.0011282i,0.00013218-0.00051743i,0.00026457+0.00014622i,0.00063362+0.00029685i,0.00037514-0.00013637i,1.3095e-05-0.00025018i
-0.00062565-0.00086717i,0.00027061-0.00064239i,0.00028468-0.0006053i,-0.00075388-0.0014116i,-0.0020146-0.0013298i,-0.0020512-8.9865e-06i,-0.00074152+0.00035538i,6.8123e-07-0.00018753i,-0.00099399-0.00056396i,-0.0013116-9.1707e-06i,-0.00020615+0.0010607i,0.00034282+0.001008i,0.00064653-0.00017973i,0.00030307-0.00085966i,-0.00080698-0.00090312i,-0.00084919-0.00085311i,-0.00013576-0.00087656i,0.00011834-0.00086406i,-8.3071e-05-0.00069858i,3.3895e-05-0.00066224i,0.00062473-0.0004254i,0.00066351+9.4475e-05i,-0.00035085+0.00062224i
-0.0023207+0.0011069i,-0.001289+0.0011038i,-0.001495+0.0013775i,-0.0021441+0.00097104i,-0.0020232+0.00060826i,-0.0012967+0.0013963i,-0.00028617+0.0018533i,0.00032985+0.00039691i,0.00035327-0.00088371i,0.00012317-0.00051006i,6.3644e-05+0.0010651i,-0.00033749+0.0017259i,-0.00088223+0.00093998i,-0.00096163+0.00037334i,-0.0009401+0.00063182i,-0.001085+0.00015301i,-0.00076114-0.001137i,-4.4513e-05-0.0015199i,-0.00049137-0.001239i,-0.0011078-0.0002108i,-0.00073455+0.00043863i,0.00020414-0.00021704i,0.00022546-0.0006115i
-0.00093103+0.00021975i,-0.00057412+0.00069854i,-0.00138+0.0010626i,-0.0010825+0.0014492i,-0.00059499+0.00082087i,-0.00021005+0.00041242i,-0.00012765-0.00034404i,-7.3453e-05-0.0011344i,0.00039424-0.00098668i,0.00016553-0.00040744i,-4.255e-05+0.00047955i,0.00026619+0.00041866i,0.00061322+1.7256e-05i,0.00065293-0.00030722i,-0.00037457-0.00057838i,-0.0013737-0.00055986i,-0.0004311-0.00057932i,0.00040828-0.00053378i,-0.00023002-0.00063581i,-0.00065075-0.00011283i,-0.00061028-0.00025201i,1.8333e-05-0.00043235i,0.00078126-0.00012633i
0.00017063-0.0021345i,-0.00083193-0.0014456i,-0.0012402-0.0026712i,-0.0017581-0.0027727i,-0.0033691-0.001267i,-0.0023239+0.00022557i,-0.00036713+0.00053487i,-0.00011903+0.00022488i,-0.00022998-0.00026676i,-0.00096123-0.00021613i,-0.00080737+0.00027502i,-0.00025032+0.00094707i,-0.00040363+0.0010859i,0.00059247-3.6404e-05i,0.00080395-0.00085654i,-0.00015079-0.0011901i,-0.0002139-0.00064776i,-0.00021288+0.00040434i,-0.00085784+0.00046691i,-0.00099024+0.00023238i,-0.00065475-0.0006221i,-0.00045563-0.0010664i,-7.8135e-05-0.00081123i
-0.00075577+0.0012284i,-0.00042206+0.00067553i,0.00047898+0.00090033i,0.0010834+0.00039561i,-0.00025898-0.00052817i,-0.0011765+8.9256e-05i,-0.00029057+0.0006927i,0.00049979-0.00019953i,0.00031337-0.0012689i,-0.00038132-0.0012849i,-0.00027789+2.6125e-05i,-0.00013706+0.0012382i,-0.00041152+0.00036529i,-0.00077901-0.00054112i,-0.00044171-0.00012275i,0.00015729+0.00046758i,0.00029796-4.3114e-07i,0.00078213-0.00075699i,0.00022312-0.000832i,-0.00016641-0.0010491i,0.00020629-0.00066853i,6.326e-05+0.00030317i,4.6547e-05+0.00069635i
0.0012864-0.0011979i,-0.00050021-0.00034527i,-0.00068957-0.0011309i,-0.00084158-0.0017017i,-0.0016104-0.0020036i,-0.0015489-0.0012403i,-0.00075844+0.00021529i,0.00038103-0.00020485i,0.00016936-0.0012052i,-0.00098773-0.0011802i,-0.00093298-0.00065708i,-0.00039119+0.00030659i,-0.00023122+0.0011216i,-2.0677e-06+0.0010896i,-0.00030728+0.00065721i,-0.00031073-6.9451e-05i,0.00035598-0.00011049i,0.00083168-0.0002802i,0.00049272-5.4276e-05i,0.00019512+0.00053476i,0.00044892+0.00034278i,0.00026837+0.00031847i,-3.6246e-05+0.00036474i
-0.0019938-0.0015492i,-0.00038256-0.00079657i,-0.0013879-5.2736e-05i,-0.0029986+0.00056072i,-0.0034756+0.001217i,-0.0026137+0.0015655i,-0.00083384+0.0013634i,0.00065096+0.00041336i,3.0249e-05-2.1129e-05i,-0.0013066+0.00023506i,-0.0015256+0.00015122i,-0.00073964+0.00018981i,-0.00011979-0.00011875i,0.00036992-0.00053758i,0.00089345-1.9805e-05i,0.00047803+4.612e-05i,0.00056093-6.8475e-05i,0.00016485+0.0002513i,-0.00035516+0.00096546i,-0.00019777+0.00021539i,0.0005377-0.00029741i,0.00054151+0.00044287i,-0.00024288+0.00047841i
-0.0012397-0.0012003i,-0.0011681-0.00042241i,-0.0016751+0.0002852i,-0.0030718+0.00087673i,-0.0031782+0.00073737i,-0.001409+0.00098902i,0.00056341+0.0006662i,0.0011364+0.00024528i,5.2961e-05-0.00014765i,-0.0011681-0.00029721i,-0.0011615+0.00082845i,-0.00038118+0.0013125i,-0.00027768+0.00080809i,-0.0010559-0.00041212i,-0.00088706-0.00029973i,-0.00045459+0.00045395i,-0.00031227+9.8075e-05i,-0.00078249-0.00062973i,-0.0010765-0.00059138i,-0.00058714-0.00036812i,-0.00013379-0.0003763i,0.00031002+0.00020862i,0.00027065+0.0007501i
0.0021928-0.00044779i,0.0010196-0.0014272i,0.00091508-0.0029799i,0.00018353-0.0034319i,-0.0011485-0.0030057i,-0.001449-0.0014149i,-0.0003265-0.00053406i,0.00021648-0.00105i,-0.00020936-0.0011235i,-0.0010119-0.00048994i,-0.0011689-0.00031412i,-0.00065329+0.00015467i,-0.00041657+0.00068549i,-0.00021157+0.00074946i,-0.00019604+0.00080035i,-0.0010153+0.00048222i,-0.00088364-0.00060576i,0.00057458-0.0017791i,0.00097762-0.0020091i,0.00012022-0.00171i,0.00031267-0.00078785i,0.0011151-5.2177e-05i,0.00068252+0.0004312i
-0.00038648+0.0003169i,9.5585e-05-2.8121e-05i,0.00012566-0.00047378i,-0.00057119-0.00077414i,-0.0015593-0.001484i,-0.0016325-0.0009558i,0.00014008+0.0005166i,0.0011667+0.0003636i,0.0007085-0.00056417i,0.00018447-0.00072145i,-0.00044508-0.0002322i,-0.00063871+0.00056932i,0.00019078-8.8047e-06i,0.0005808-0.00086626i,0.00032716-0.00097005i,1.376e-05-0.0010533i,-0.00024743-0.00091914i,3.8891e-05-0.00035314i,-0.00028027-0.0002919i,-0.00041873-0.00034384i,0.00039058+0.00020974i,0.00068077+0.00028485i,0.00062865-3.364e-05i
0.00032509-0.0012365i,-0.00063599-0.0012036i,-0.0013573-0.00026951i,-0.00088603-0.00038694i,-0.0011027+2.417e-05i,-0.0012767+0.00062365i,-0.00093252+0.00085929i,-0.00032892+0.00039051i,-0.00061039-0.00026119i,-0.0016993-0.00037308i,-0.0013085+0.00026163i,-0.00033307+0.0010034i,0.00015713+0.0011373i,0.00061911+0.00053817i,0.0014087+0.00046608i,0.0012159+0.0006827i,0.00072993+0.00010568i,0.0001185-0.00038091i,-8.1537e-05-0.00031349i,0.00027864-0.00027086i,0.00050601-0.00073727i,0.00065807-0.00017969i,0.00067716+1.7219e-05i
0.00057697+0.00016392i,0.00025191-0.0011046i,0.00049751-0.00098698i,-4.0953e-05+5.4086e-05i,-0.00099801-0.00066216i,-0.0017608-0.0013038i,-0.0011359-0.00097963i,0.0001681-0.0014768i,0.00061229-0.0014485i,-5.3705e-05-0.00037587i,-0.0001032+0.0010103i,0.00016932+0.0017258i,0.00026767+0.0016255i,0.00032431+0.00021872i,-0.00015386-0.0012902i,-0.00028814-0.00081609i,0.00046897+0.00054244i,0.00023233+0.00054373i,-0.000559-0.00019568i,-0.00075964-0.00032603i,-0.00054053-0.00071922i,0.00016253-0.00093252i,0.00040736-0.00043734i
0.0013173-0.00045395i,0.0018544-0.00069944i,0.0010519-0.0025866i,0.00024746-0.0028043i,-0.0009511-0.0014747i,-0.0011816-7.6468e-05i,5.5123e-05+0.00014394i,0.0010732-0.00097511i,0.00092239-0.0015084i,0.00033942-0.00060646i,-0.00022133+0.00061916i,0.00027722+0.00094336i,0.0010522+0.00068682i,0.00079526+0.00045161i,0.00029876+0.00050684i,0.00020422+0.00072872i,0.00032074+0.00063373i,0.00031725+0.00014506i,8.2729e-05-0.00024588i,-0.00013249-0.00011921i,-0.00022322-0.00040558i,-0.00012723-0.0007383i,-0.00012605+1.2207e-05i
0.00031969+0.00052545i,0.00052807+0.00050533i,4.2193e-05+0.00090291i,-0.00032926+0.00041018i,-0.00054253-0.00068749i,-0.0012991-0.00030499i,-0.00085746+0.0011834i,0.0012641+0.00014552i,0.0014007-0.0015882i,0.00069136-0.00099186i,-0.0006369+0.00056529i,-0.0014634+0.00017527i,-0.00087777-0.00014419i,-0.00058628+0.00017526i,-0.00058329+4.8935e-05i,-0.00069315-5.6179e-05i,-8.0106e-05-0.00045033i,7.4964e-05-0.00028786i,-0.0001988+9.8941e-05i,1.4396e-05+0.00072587i,0.00018127+0.0013061i,-0.00021293+0.0013224i,-0.00023166+0.0011137i
8.6339e-05-0.0022236i,0.000494-0.0014545i,0.00014999-0.0014726i,2.0685e-05-0.001172i,-0.00036447-0.00059831i,-7.9951e-05+0.00011127i,0.00089413+0.00060498i,0.0010117+7.0684e-05i,-6.0544e-05-0.00079811i,-0.0011528-0.00038977i,-0.0013817+0.00072668i,-0.00044283+0.0013596i,-0.00045756+0.0017398i,-0.00025442+0.00083356i,0.00046829+0.0001801i,0.0003465-0.00028835i,-3.2367e-05-0.00058285i,-6.6736e-05-0.00081384i,-0.00043786-0.00085278i,-0.00057435-0.0005201i,2.7243e-05+0.00010091i,0.00022235+0.00033792i,7.0892e-05-2.4253e-05i
-0.0013267-0.0010521i,-0.0014003-0.0015939i,-0.0021914-0.0018723i,-0.0023992-0.0013217i,-0.0021923+4.9618e-06i,-0.0017676+0.0016884i,-0.001263+0.0014835i,-0.00075364-0.00041492i,-0.0003806-0.0013781i,-0.00025943-0.00032418i,0.00017646+0.00071602i,0.00028487+0.0001841i,1.1274e-05-0.0009052i,-0.00014925-0.00084988i,-0.00061396-0.00015274i,-0.00011858-0.00042108i,0.00071652-0.00073556i,6.5097e-05-0.00084601i,-0.00047414-0.00062718i,-0.00052719+0.00042612i,-0.00030094+0.0018015i,0.00010519+0.0015118i,-0.00032596+0.00045746i
-0.0040431+0.0017889i,-0.0026109+0.0015319i,-0.002161+0.0018728i,-0.0010703+0.0020823i,-1.1696e-05+0.0019277i,0.00052953+0.0014304i,0.0012481+0.00040146i,0.0010348-0.0011067i,0.00067804-0.0014218i,0.00039718-0.00044296i,0.00022524+0.00036032i,0.00045162-1.9173e-05i,-0.00073895-0.0007301i,-0.0019142-0.0010394i,-0.0018001-0.00093965i,-0.0011707-0.0010319i,-0.00069595-0.00064492i,-0.00035679-0.00054583i,-0.0005783-0.00067839i,-0.00080873-3.4348e-05i,4.6586e-05+0.00085247i,0.00054259+0.00075402i,-1.536e-05+0.00020553i
-0.0007199-0.00020248i,-0.00077155+0.00050076i,-0.002013+0.0022013i,-0.0018872+0.0016052i,-0.001852-0.00010882i,-0.001399+0.00016251i,0.00040696+0.0011234i,0.0010891+0.00039614i,-0.00020852-0.00078015i,-0.00047432-0.00025028i,-1.7009e-05+0.00069975i,-0.00045577+0.00014915i,-2.5313e-06-3.9444e-05i,-6.7332e-06+0.00036291i,-0.00062211+0.00032598i,-0.0013149+0.00014772i,-0.00087128+7.9627e-05i,4.5528e-05+0.00015289i,-0.00061524+0.00041229i,-0.0010612+0.00064854i,-0.0010698+0.0007258i,-0.00068958+0.00017818i,-0.00011637-0.00018932i
-9.5824e-05-0.00058022i,-0.00020322-0.0018941i,0.00051279-0.0010041i,0.0010272-0.00041497i,0.00083339-0.0006213i,-8.3994e-05+0.00053493i,0.00037443+0.00061644i,0.0020723-0.0010864i,0.0020021-0.0014361i,0.0013783-0.00040161i,0.0014462+0.00012267i,0.0010705-5.5328e-05i,-3.9087e-05-3.6609e-05i,-0.0004195-0.00012595i,0.00022153-0.00085847i,0.00017014-0.00098904i,-0.00042636-0.00067278i,-0.00089911-0.00057063i,-0.0012037-0.00072512i,-0.00086962-0.00054635i,-0.00032011-0.00013333i,0.00037193+0.00022322i,0.00052575+0.00028613i
8.3515e-05+0.0009009i,0.00091832+0.0022068i,0.0011466+0.0013146i,0.00017277-0.00029624i,-0.00056431-0.00015829i,-0.00024065+5.1396e-05i,0.00046565+0.00011688i,0.0005965-0.00072054i,3.7104e-05-0.0013038i,-0.00010815-0.00073185i,-3.8497e-05-0.00022859i,-0.00035591+0.00023172i,-0.00015044+0.00072705i,-0.00067398+0.0010698i,-0.00073069+0.00091285i,-0.00016876+2.4267e-05i,4.6432e-05-0.0004866i,-2.5256e-07-0.00057278i,0.00013776-0.00029413i,0.00011103+0.00038499i,-0.00020395+7.6273e-05i,-0.00046868+0.0002098i,-0.00056452+0.00054159i
-0.00018033-0.0024874i,-0.0010149-0.0017221i,-0.0021727-0.0024384i,-0.0024847-0.0023894i,-0.0026022-0.0009247i,-0.0018477+0.00085702i,-0.00085368+0.00075028i,-0.0003765-0.00090812i,-0.00025407-0.0010804i,-0.00081607-0.00015023i,-0.00060062+0.00074833i,0.00028949+0.00092686i,0.00078817+0.00042864i,0.001071+0.00029206i,0.001168+0.00011495i,0.00060427+0.00011951i,-0.00018852+0.00052047i,-0.00038824-0.00020364i,-0.00026048-0.00061381i,-0.00013395+0.0001274i,5.4445e-05+0.0004799i,0.00025717-1.0003e-05i,0.00076812-0.00014186i
-0.001118-0.0027534i,-0.0013787-0.002416i,-0.0018348-0.0026342i,-0.0021014-0.0012032i,-0.0024764+0.00043854i,-0.0018691+0.00036118i,-0.00078678-0.00028086i,0.00030095-0.00085326i,0.00039985-0.0014952i,0.00060063-0.0006686i,0.00047432+0.00045076i,0.00031453+0.00084622i,0.0010396+0.00047964i,0.00087915-0.00036941i,-0.00012693-0.00051132i,0.00017662-0.0002437i,4.6925e-05-4.0226e-05i,-0.0012364-0.00017544i,-0.0013267-0.00057238i,-0.00076783+4.4428e-05i,-0.00033745+0.0011135i,-0.00012694+0.0010575i,-0.00019747+0.00080797i
-0.0015311+0.0003793i,-0.0015743+0.0021679i,-0.0019279+0.0030868i,-0.0010341+0.0019504i,-0.00031918+0.00097698i,0.00081466+0.00049036i,0.00050704+0.00072327i,-0.0010538-5.9833e-05i,-0.0012813-0.00063173i,-0.00078799-0.00013564i,-9.2861e-05-0.00010158i,9.7859e-05-0.00030924i,-0.00031768-0.00019045i,0.00024654+0.0001127i,0.00075126-9.0756e-05i,0.00055672+0.00024413i,0.00046179-2.6927e-05i,0.00049963-0.00098888i,0.00059391-0.00025427i,0.00044065+0.00067967i,0.00014882+0.00069696i,0.0006876+0.00088102i,0.00060845+0.001323i
-0.0011523-0.00048188i,-0.0020067-0.00076012i,-0.0027396-0.0015262i,-0.0020816-0.0011775i,-0.0015544-2.1936e-06i,-0.00068717+0.00035359i,0.00025142+0.000171i,0.00035906-0.00029352i,-0.00018114-0.0012268i,-0.0008159-0.00065238i,-0.00039225+0.00024117i,-0.00041799+0.00061614i,-0.00060412+0.00059594i,-0.00079613+0.00027963i,-0.0010982-1.5503e-05i,-0.00033555+0.00049508i,0.00043422+0.00087247i,5.1631e-05+0.00076487i,-0.00017101-1.3435e-05i,9.0227e-05-0.00039814i,0.00028919+0.00017997i,0.00019634+0.00017446i,7.8897e-05-0.00029643i
0.00065676+0.0001921i,0.0012016+6.0022e-05i,0.0015622+0.00043648i,0.0011955+0.00029171i,-0.00031278-0.00065334i,-0.0010864+0.00014119i,0.00012741+0.00085481i,0.00053905-6.1189e-05i,-6.5114e-06-0.00071161i,2.7209e-05-9.0236e-05i,2.0537e-05+0.00033451i,-0.00073996+0.0005038i,-0.00083101+0.00038564i,-0.00087724-3.5814e-05i,-0.00031153+7.615e-05i,0.0007096+0.0001883i,0.00055574+0.00039387i,-0.00015519-3.9434e-05i,-0.00027575-0.00026215i,-0.00048887+0.00011922i,-0.00069273-0.00010615i,-5.2599e-05+9.8113e-05i,4.2188e-05+0.00055562i
-0.0010751+0.00056987i,-0.0007181+0.0013062i,-0.00083494+0.0024712i,-0.00027131+0.0019948i,-2.8796e-05+0.00099536i,-0.00035333+0.00024693i,-6.3883e-05+0.00051746i,1.217e-05+0.00073532i,-0.00059986-2.6721e-05i,-0.00037941-0.00032953i,0.00075118+0.00024907i,0.00031579+0.00033473i,-0.00094592-3.5129e-05i,-0.0010336+2.2746e-05i,-0.00047252-0.00023907i,-0.00020937-0.00013121i,-0.00057576+0.00034282i,-0.00046647-7.6844e-07i,0.00029389-0.00036717i,0.00074067+0.00033063i,0.00020291+0.00094859i,-0.00053674+0.00062854i,-0.00086689+0.00027285i
-0.001669-0.00090344i,-0.0015521-0.00017333i,-0.0010891+0.00047477i,-0.0012504+0.00061254i,-0.0014476+0.00079924i,-0.001268+0.001039i,-0.0012374+0.00050134i,-0.00069423-0.00027042i,-0.00019969-0.00071317i,-0.00041437-0.00018207i,-0.00021297+0.00042199i,-0.0002192-7.9761e-06i,-6.4846e-05-0.00015617i,-8.2289e-05-9.7873e-05i,-0.0004477+8.6262e-06i,-0.00018718+6.3818e-05i,0.00056335-0.00030437i,0.00028642-0.00060263i,-0.00093538+6.4677e-05i,-0.00083528+4.7055e-06i,-0.00027422-0.00041508i,-0.00025341-0.00050534i,-0.00037286-0.00070033i
0.0030256-0.0038021i,0.0021774-0.0044145i,0.0017198-0.0054265i,-0.0008717-0.0059209i,-0.0027175-0.0035398i,-0.001949-0.00058667i,-0.00050544-0.0001179i,0.00040513-0.00051727i,0.00033788-0.00094167i,-0.00084084-0.00013156i,-0.0015648+0.0012375i,-0.0010352+0.001577i,-0.00041194+0.0010468i,0.00020919+0.00078289i,0.00042749+0.00052249i,0.00012637-7.5171e-05i,-0.00010487-0.00045536i,2.003e-05-0.0004231i,-7.5122e-05-0.00011277i,0.00052465+0.00031215i,0.00041178+0.00032041i,-0.0005454+0.00051141i,-7.3512e-05+0.00043981i
0.0033732+0.0034978i,0.003236+0.0020607i,0.0030201-5.8061e-05i,0.003271-0.0020623i,0.00146-0.0034179i,-0.00075294-0.0027025i,-0.00037513-0.0012984i,0.0007547-0.0009843i,0.0011997-0.00096373i,0.00027151-0.00068793i,-0.0006066-0.00064184i,-0.001391-0.00083899i,-0.0014856+2.5745e-05i,-0.00055579+0.00078703i,-0.00013386+0.00088913i,-0.00063701+0.0014234i,-0.00026895+0.0015948i,-0.0002075+0.00047258i,-0.00016504-0.00050349i,3.4631e-05-0.0011195i,0.00047142-0.00091406i,0.00066478-0.00018034i,-0.00026486+0.00057769i
0.00085233+0.00105i,0.0011423+0.00070048i,0.00044104-3.5237e-05i,-0.00015367+0.00017751i,-0.00027653+0.00078207i,-0.00071437+0.00073959i,-0.00014183+0.0001593i,0.00055088-0.00028689i,-0.0003379-0.00080037i,-0.0013161-0.00093885i,-0.0013126-0.00079583i,-0.00089123-0.00046807i,-0.00050532+0.00045171i,0.0004492+0.00066219i,0.00043938+0.00056784i,-0.00013762+0.00051488i,-6.6618e-05-0.00030287i,-0.00020007-0.00080582i,-0.00056889-0.00099632i,-0.00081-0.00057251i,-0.00078493+4.4611e-05i,-3.0585e-05+7.0458e-05i,0.00050423-0.00020934i
