-0.0018932+0.0010035i,-0.0018059+0.0014779i,-0.0032185+0.00027198i,-0.0025628-0.0010888i,-0.0012814-0.0009513i,-0.00058345+0.00016555i,-0.0005625+0.0001211i,-0.00020485-7.3402e-05i,0.00094547+0.0005002i,0.0016579+0.00069403i,0.00094941+0.00039539i,0.00038233+0.0010407i,0.00084582+0.001705i,0.0010887+0.0013998i,0.00048675+0.00086592i,-0.00018469+0.00049179i,-0.00024514+0.00044718i,0.00028293+0.00028323i,5.549e-05-0.00036137i,-0.00022773-0.0003511i,0.00016138-0.00034122i,0.00017007-0.00050824i,0.0005371-4.9759e-05i
0.00057002-0.00093077i,0.0010504-0.0018299i,0.0016864-0.0018256i,0.00083844-0.0012784i,-0.0010983-0.0011517i,-0.0014415-0.000674i,-0.00016056-0.00096504i,0.00068111-0.00071385i,0.000572-4.4656e-05i,0.00011398-8.9141e-05i,-0.00019639+0.00012756i,0.00022125+2.2418e-05i,0.00047434-3.5653e-05i,-0.00028115+0.00018751i,-0.0002022-0.00019769i,0.0010823-0.00035809i,0.00070957-9.4334e-05i,0.00028299-5.2685e-05i,0.00079356-0.00071134i,0.00085405-0.0004i,0.00027673+5.3594e-05i,0.00017738+9.6683e-05i,2.7892e-05-0.00014333i
-0.0014966+0.002297i,-0.001574+0.00067971i,-0.0011433-0.00026774i,-0.00014151-0.0005823i,0.0010911-0.00079885i,0.0010724-0.001401i,-0.00051703-0.00085678i,-0.0014696+0.00036085i,-0.00068762+0.00058744i,0.00045628+0.00010178i,0.00062284+0.00026553i,0.00031885+0.00060641i,-0.00028665+0.0010605i,-0.00021254+0.001212i,0.00042728+0.00052838i,0.0001932+0.00038376i,1.5836e-05+0.00020023i,-0.00048276-0.00038606i,-0.0012302-0.00045809i,-0.00097753-0.00011662i,-0.00044374-0.00054803i,-0.00016379-0.00058524i,-0.0005489-0.00033597i
0.0015191+0.0012752i,0.00076113+0.001581i,0.00086731+0.0018341i,0.00031879+0.001229i,-0.00014899-0.00022368i,4.4795e-05-0.0015807i,-0.00056883-0.0010785i,-0.00073968+0.0005673i,-0.00026447+0.00060694i,0.00022987-0.00085166i,0.00062018-0.0010169i,4.4623e-05+0.00065767i,-0.00015152+0.0019192i,0.00042666+0.0015848i,0.0011105+0.001086i,0.0008758+0.00030367i,-2.2715e-05-0.00017618i,-0.00058621-0.00037473i,-0.00084027-0.00064658i,-0.00032287-0.00060049i,0.00061082-0.00015036i,0.00043682-0.00026532i,-0.00056749-0.00019193i
0.0021734-0.00046821i,0.0024666-0.0014184i,0.0024349-0.00095121i,0.0017979-0.00073248i,0.00026267-0.0012795i,-0.00066442-0.0019442i,-0.00068569-0.001617i,-0.0010373-0.00094376i,2.7262e-06-0.0007954i,0.0012041-0.00054425i,0.0006206-9.4952e-06i,9.8979e-05+0.00029249i,-0.00018612-0.00018534i,0.0003839-0.00039607i,0.00074611-0.00013142i,0.00065348-0.00061879i,0.00071288-0.00059464i,0.00045532+0.0002051i,-0.00021599-0.00011772i,0.00010403-0.00064462i,0.00048062-0.00094184i,0.00011761-0.00031311i,2.1177e-05+0.00060481i
-0.0019368+0.001563i,-0.0017046+0.0022324i,-0.0012817+0.0027453i,-0.0010078+0.0014225i,-0.00041722+0.00071973i,-0.0006276-0.00020416i,-0.0010932-0.00117i,-0.0010229-0.00095822i,-0.00047581+0.00047375i,0.00043754+0.00098362i,0.00047456+0.000897i,0.00032335+0.0011041i,0.00085158+0.00088758i,0.0011304+0.00058848i,0.00059567+0.00076391i,0.00056743+1.7338e-05i,0.00076791-0.00027103i,0.0001481+0.00027255i,-0.00017061-4.5392e-05i,-3.3922e-05-4.8493e-05i,-0.00025917+0.0007039i,-0.0006763+0.0010358i,-0.00057743+0.00013836i
0.0007955+0.0011713i,0.00044475+0.00081336i,0.00061523+0.0011053i,-0.00026068+6.7215e-05i,0.00031978-0.00117i,0.0014228-0.001727i,0.0012473-0.00082552i,0.00041775+0.00022153i,2.3734e-05+0.00072347i,-0.0001244+9.289e-05i,-0.00020758-0.00046185i,0.0002456-9.1203e-05i,0.00043192+0.00028995i,0.0006699+0.00034i,0.00088787+0.0002942i,0.0004712-0.00034341i,0.00042088-0.00084664i,0.00045799-0.00053891i,1.5752e-05+0.00053224i,-0.00010948+0.00073485i,0.00015259+9.8121e-05i,-0.00016961-0.00026146i,-0.00013071-3.9392e-05i
-0.0008112-0.00075056i,-0.0015045+0.00048645i,-0.0013958+0.00025377i,-0.0010489+0.00086321i,-9.6504e-05+0.00069629i,8.1651e-05-0.00041028i,-0.00044866-0.0013128i,9.8252e-05-0.00083444i,0.00056224+0.00014922i,0.00067668+0.00055245i,0.00064268+0.00081312i,0.00038431+0.0019701i,-0.00022758+0.0023924i,0.00010463+0.0012496i,0.00051005+0.00012277i,0.00038514-8.825e-05i,0.00045971-0.00040468i,-0.00031343-0.00068019i,-0.00085648-0.00086378i,-0.0005696-0.00037246i,-0.00050938+0.00019517i,-0.00055773+9.7562e-05i,-0.00013373-3.6996e-05i
0.00024528+0.0017348i,-0.00048989+0.0022732i,0.00011461+0.0024816i,0.0010213+0.0010016i,0.0013005-0.00073546i,-2.069e-05-0.0013948i,-0.00072952-0.0015779i,-9.3278e-06-0.00097066i,0.00013528-5.8682e-05i,0.00023538-9.9465e-05i,0.00031091+0.00014534i,9.8108e-05+0.00067874i,0.00056764+0.00075489i,0.0010438+0.0010935i,0.0015146+0.00078982i,0.0010362-0.0005757i,0.0004219-0.0010008i,0.00029067-0.00049973i,-0.0003973-6.7072e-06i,-0.00060036+0.00054539i,-5.4678e-05+0.0012593i,6.1327e-05+0.0012283i,-0.00011618+0.00093249i
0.0020426-0.0023524i,0.0018032-0.0022636i,0.0011197-0.0024957i,-0.00041465-0.0026053i,-0.0015425-0.0015073i,-0.0013356-0.001245i,-0.00057778-0.0017433i,-0.00046733-0.00050477i,-0.00019112+0.00062721i,0.00029755+0.00023315i,9.0428e-05+4.2969e-05i,0.00029088+0.00062335i,0.00044801+0.00094448i,0.00067601+0.00046721i,0.00058034-0.00044171i,5.1394e-05-0.00016562i,-2.5401e-05+0.00015605i,0.00039767-0.000334i,0.00025192-0.00056943i,-6.6493e-06-0.0001305i,-0.00031018-0.0001031i,-0.00048137-0.00034018i,0.00023582-0.00023084i
-0.0016807+0.000678i,-0.0017916-0.00049709i,-0.0019331-0.0007749i,-0.00091686-0.00014773i,-0.00013452+0.00034194i,0.00022702-0.00069013i,0.00052419-0.0017946i,0.00043108-0.0015514i,-2.7533e-05-0.00031437i,1.5641e-06+0.00037315i,7.5512e-05+0.00023481i,-0.00023454+0.0013085i,1.2148e-05+0.0020635i,0.00065445+0.00087082i,0.0011544-0.00029758i,0.00058981-0.00010071i,0.00054488+0.00015801i,0.00049603+0.0002984i,0.00015713+0.00043088i,-0.00041614+0.00029957i,-0.00034746+0.00020783i,0.0007001-0.00036475i,0.00065528-0.0003499i
0.001966-0.00020183i,0.0013456+0.00043468i,0.0022457+0.00026962i,0.0019606-0.00014003i,0.00054924-0.00024079i,-0.00083002-0.00052542i,-0.0012693-0.00064612i,-0.00014218+4.1805e-05i,0.00085599+0.00055044i,0.00066866+0.0010458i,-0.00021486+0.0010161i,-0.00068458+0.0010668i,-0.00038891+0.0011518i,-0.00018043+0.00072699i,5.3619e-07-0.00019471i,-0.00027848-0.00076164i,-0.00066298-0.0005828i,-0.00034731-0.00075847i,-0.00015232-0.00081595i,-4.9144e-05+0.00013403i,0.00062737+0.00065386i,0.0004456+0.00016581i,-4.2888e-05+0.00038853i
-0.0014975+0.00059392i,-0.00092718+0.00049387i,-0.00032964+0.00036636i,-0.00047107+0.0006329i,-0.00056014+0.00017158i,-0.0001243-0.0010552i,0.00046349-0.00099835i,0.00034933-0.00081679i,0.00044658-0.00011537i,0.00060958+0.00021457i,0.00010409-0.00041591i,-2.3141e-05-3.3334e-05i,0.00073789+0.00021715i,0.001278+6.335e-05i,0.00077981-0.00083617i,0.00018786-0.0010852i,6.207e-05-0.00074092i,-0.00011125-0.0015923i,-3.8489e-05-0.0014586i,0.00015941-0.00022019i,0.00041434+0.00078903i,0.00059308+0.00070841i,0.00013352+0.00050512i
0.00064779-0.00035651i,0.00056899+6.4593e-05i,-0.00035885-0.00012651i,-0.0012565-0.00063355i,-0.00090852+1.8617e-05i,-0.00060799+0.00083982i,-0.0003243+0.00069531i,-0.0003964+0.00072762i,-0.00032716+0.0010145i,0.00051547+0.0012023i,0.00050855+0.00081504i,2.6709e-05+0.00099224i,0.00014933+0.000941i,0.00073763+0.00054851i,0.00068221-0.00013757i,0.00042918-0.0004096i,0.0004633+0.00027548i,0.00027543-9.1825e-05i,-2.0517e-06-0.00064489i,8.718e-06-0.00095421i,0.00030496-1.0276e-05i,0.00074169+0.0012321i,0.00087046+0.0011912i
-0.0010836+0.001804i,-0.001112+0.0015602i,0.00027741+0.0021166i,0.00040812+0.00084982i,0.0011539-0.0010094i,0.0016309-0.0012077i,9.0864e-05+3.9882e-05i,-0.00076796+0.00068317i,6.047e-05+0.00051737i,0.00087548+0.00022832i,0.00053697+0.000432i,-0.00010276+0.0016287i,-0.00014076+0.0016867i,0.00079058+0.0006185i,0.00076389-3.6848e-05i,0.00025764-0.00050625i,-0.00011738-0.00092125i,-0.00014849-0.00013872i,0.0001224+5.4598e-05i,0.00038447+6.0239e-05i,0.00024328+0.00011394i,-9.0849e-05-0.00043963i,-2.4865e-05-0.00080875i
-0.00091501+0.0018452i,-0.0011686+0.0025085i,-0.0011084+0.0025343i,0.00022865+0.0017399i,0.0011132+4.0069e-05i,0.00019808-0.0012283i,-0.00036866-0.0017746i,0.0002457-0.0011452i,0.00088845+0.00052591i,0.00064303+0.0012294i,0.00025067+0.0019082i,0.00083892+0.0026306i,0.00060917+0.0023113i,-9.3843e-05+0.0017763i,8.3549e-05+0.00076343i,0.00035004-7.6912e-05i,9.3744e-05-0.0003598i,-0.00055634-0.00095032i,-0.0003781-0.00091147i,-1.3671e-05-3.2453e-05i,0.00012851+0.00031492i,4.5077e-06+0.00034846i,-0.00053881+0.00028663i
-0.00046723+3.8365e-05i,0.00028341+0.00085204i,-9.5442e-06+0.00056289i,-0.00019471+0.00017546i,0.00022442+0.00019636i,0.00054302-0.00064832i,-0.00014275-0.0016115i,-0.00073805-0.0014083i,-0.00033775-0.00040809i,-0.00036595+0.00050445i,-0.00069599+0.00086223i,-8.6287e-05+0.0014664i,0.0005645+0.00139i,0.00089653+0.00054069i,0.00041581-9.3737e-05i,-9.2979e-05-0.000849i,-5.1355e-05-0.00094326i,-0.00060241-0.00081613i,-0.00083036-0.0004554i,-0.00021765+0.00025572i,0.00081753+0.00057503i,0.0017444+9.4355e-05i,0.0016297-0.00044948i
-0.00020066-5.5308e-05i,-0.00034349-0.00081227i,-0.00055297-0.0014083i,0.00013994-0.0019011i,0.00055886-0.0010094i,0.00011692-0.00067203i,0.00044254-0.0011108i,0.00034141-0.0010177i,-0.0004634-0.00038045i,-0.000806+0.00075104i,-0.00083022+0.0011809i,-0.00060468+0.0010557i,0.00069284+0.00071709i,0.0012179+0.00041048i,1.4836e-05-0.00017378i,-0.00020715+6.7384e-05i,-7.0232e-05+0.00051377i,-0.00051204-0.00011555i,-0.00083706-0.00041468i,-0.0002509-4.0469e-05i,0.00069674+0.00026608i,0.0008927-0.00045812i,0.000644-0.00099403i
-0.0026155+0.0012703i,-0.0018097+0.00080443i,-0.0010357+0.0013111i,-0.0010006+0.0028776i,-0.00013194+0.0020707i,0.00030908+0.00028902i,-0.00018795-0.00048337i,-0.00059229+0.00028026i,-0.00078186+0.0011324i,-0.00014749+0.00097404i,-0.00015088+0.001564i,-0.0010856+0.0015405i,-0.00046459+0.0011874i,0.0011509+0.00082714i,0.0010754+0.00045792i,0.00040933+0.00056138i,0.00033972+0.00017782i,0.00054633-0.00072106i,0.00026745-0.00091971i,-0.00044506+0.00038913i,-0.00042376+0.0015018i,-0.00021487+0.00080473i,-0.00038922-0.00079925i
2.6862e-05+4.6993e-05i,8.429e-05+0.00092336i,-7.1828e-05-0.00054304i,-0.0003111-0.00080526i,-0.0012565-0.00031847i,-0.0014267-0.0010621i,-0.00087034-0.0016527i,-0.00097443-0.0011684i,-0.00010054-0.00010971i,0.00096828+0.00059292i,0.00052088+0.00095054i,0.00015582+0.0010684i,0.00021647+0.00054253i,0.00036471+0.00018943i,0.00018914+0.00022824i,-0.00045801-0.00018262i,-0.00053021-0.00099054i,4.1794e-07-0.001308i,0.00053201-0.00057107i,0.0010102+0.00031501i,0.00087408+0.0011484i,-0.00015313+0.0011267i,-0.00071131-0.00010821i
0.0016421-0.00099088i,0.0027946-0.00045498i,0.0022979-0.0023775i,0.0010985-0.0019706i,9.8615e-05-0.0013149i,-0.00037419-0.0012181i,-0.0010374-0.0006004i,-0.0011828+7.9057e-05i,-0.00014932+0.00018108i,0.00040585-4.4361e-05i,0.00063552+0.00026861i,0.00071277+0.00048519i,0.00028958+0.00045356i,0.00034425+0.00043977i,-7.3586e-05+0.00012523i,-0.00070898-0.00032503i,-0.0003693-0.00029858i,0.00017356-0.00030589i,9.5954e-05-0.00031202i,5.1301e-05-0.00070656i,0.00010541-0.00032364i,0.0007259+0.00015017i,0.00096612-0.00049466i
-0.0016077-0.0001428i,-0.0011799+0.00089564i,-0.0012222+0.00016466i,-0.00094746-0.0001454i,1.9552e-05+0.00046834i,-7.2903e-05+0.00034972i,-0.00062573-0.00072487i,-6.5231e-05-0.00070628i,0.000687+0.00013443i,0.00091451+0.00053774i,0.000545+0.0008921i,0.0004693+0.0014749i,0.00046433+0.0018757i,0.00018098+0.00062166i,-6.0065e-06-0.00037417i,0.00021564-0.00036493i,0.00016752-0.00055665i,0.0001799-0.00085006i,-0.00019237-0.00047171i,-0.00062494+8.2189e-05i,-6.7945e-05+0.00012546i,0.00087786+6.2976e-05i,0.00067074-6.4077e-05i
-0.0026204-0.0011409i,-0.0023313+0.00040262i,-0.0026968+0.00016575i,-0.0023487+0.00040404i,-0.0011831+0.0007552i,-0.0010095-0.00013077i,-0.0011159-0.00075616i,-0.0004539+8.853e-05i,0.00056871+0.0011095i,0.0005906+0.00085725i,0.00051242+0.00065472i,0.00060191+0.00077584i,0.00060307+0.0003651i,0.00058853-0.00033019i,4.9508e-05-0.00040686i,-0.00073312-0.00010889i,-0.00040028-0.00057234i,4.0545e-05-0.00099278i,-0.00017864-0.0007037i,-0.00013638-0.00046038i,0.00015006+0.00022855i,0.00053765+0.0014874i,-0.00015008+0.00159i
-0.00024266+0.0026335i,0.00028345+0.002152i,0.00090419+0.0032285i,0.001918+0.0021931i,0.0031978-0.00011162i,0.0025729-0.0015631i,6.4396e-05-0.0010127i,-0.0013262-0.00011605i,-0.00057596+7.6235e-05i,0.00027555+0.0004639i,0.000295+0.0011262i,0.00022669+0.0011999i,0.0010046+0.00038633i,0.00060805+0.00042398i,6.9044e-05+0.00060098i,0.00062878+0.00053914i,0.00054478-0.00017714i,0.00031218-0.00092913i,-8.8743e-05+5.7528e-05i,-0.00024184+0.00087038i,0.0004479+0.00019088i,0.00075108+3.8734e-05i,-0.00012629+0.00040001i
-0.0011092-0.0014614i,-0.00059767-0.001766i,-3.1462e-05-0.000817i,-0.00069001-0.00038554i,-0.0014095-0.00047002i,-0.00048957-0.00093792i,0.0010077-0.0015183i,0.00083505-0.00073876i,-0.00015694-0.00023492i,0.00018698-0.00026722i,-0.00021663+0.00022261i,-0.0006109+0.00077655i,8.1322e-05+0.00084519i,2.7067e-05+0.00083615i,-3.3392e-05+0.0002504i,0.00070472+4.7064e-05i,0.0011441+0.00022383i,0.00043546+5.6851e-05i,0.0002413-0.00065505i,0.00043096-0.00054654i,0.00035119+0.00022021i,0.00012571+0.00028521i,-0.00032139-0.00036779i
0.00072901+0.0013755i,0.0012767+0.00025424i,0.0013943+0.00029923i,0.00055313+3.2154e-05i,0.00033765-0.00081548i,0.00034105-0.0010719i,-0.00043931-0.00097337i,-0.0002607-0.00056826i,0.00020207+3.061e-05i,0.00045884+0.00028235i,0.00075271+0.00028336i,0.00065011+0.00036399i,0.00034583+0.00014631i,0.00046845-6.6194e-05i,0.00065673-0.00042579i,0.00060837-0.00028022i,0.00045126+0.0006284i,-0.00017541+0.00022637i,-0.00030091-0.0010216i,0.0005776-0.00095388i,0.0015197-7.7188e-06i,0.0015811+0.00081735i,0.00098042+0.0015582i
0.00032417-0.0015831i,0.00093617-0.0010158i,0.00104-0.00043505i,0.00044431-0.00073802i,-0.00057404-0.0014002i,-0.00070434-0.0011131i,-0.00090276-0.00029073i,-0.00033323+0.00034698i,0.0001238+0.00033616i,0.00032588+0.00034758i,0.00046316+0.0010628i,0.00024516+0.00070143i,0.00060573+0.00020008i,0.001305-2.9607e-06i,0.0011922-5.2254e-05i,0.00057645+0.00038263i,0.00013576-0.0002457i,-0.00021302-0.0012869i,-0.00020882-0.00106i,-0.00015718-0.00075706i,0.0002954-0.0006744i,0.00062215-5.9403e-05i,0.00016238-0.00071006i
-0.00056249-0.00025525i,0.00099129-0.0018875i,0.00045276-0.0025342i,-0.000409-0.0016661i,-0.00024806-0.00026187i,-0.00049814-0.00083344i,-0.00081644-0.0018078i,-0.00086305-0.0013516i,-0.00034095-0.00043317i,0.00040952+0.00051239i,0.00065509+0.00021654i,0.00042139+0.00059834i,0.00057652+0.001548i,6.0314e-05+0.0012142i,-0.00074506+0.00052254i,-0.00024661+5.805e-05i,0.0001137-8.6224e-07i,-0.00013586-0.00029236i,-0.00025024-0.00018889i,0.00028996+0.00066329i,0.00032855+0.00036641i,-0.00020225+4.5814e-05i,0.00019935+0.00078574i
0.00087604-0.00059742i,0.00060893-0.00099407i,0.00028791-0.0010152i,0.00026076-0.0015404i,-9.3661e-05-0.0012412i,2.9678e-05-0.00048604i,0.00072419-7.9554e-05i,0.0010096+0.00029934i,0.00064207+0.00033264i,0.00062741+0.00017368i,0.00052662+0.00098352i,6.5558e-05+0.0016819i,-0.00021808+0.0017026i,0.00057098+0.0011041i,0.00093718-0.00041676i,0.00023204-0.0011751i,-8.2969e-05-0.0014557i,-0.00055967-0.0015881i,-0.00015455-0.0015702i,0.00064038-0.001035i,0.00092355+0.00026263i,0.0010884+0.00096314i,0.00053434+0.0001903i
0.00027569-0.0010894i,0.00075105-0.00053976i,0.00025854-0.00088609i,-3.281e-05-0.00093042i,-0.0004529-0.0009788i,-0.0011347-0.0014379i,-0.0010844-0.00092596i,-7.846e-05+0.00012003i,0.00097284-6.3902e-05i,0.0006128-0.00064796i,-0.00027671-6.9721e-05i,-0.00061464+0.0004896i,-0.00048147+0.00048518i,0.0001858+0.00022992i,-0.00032661-6.5459e-05i,-0.0004168-6.4752e-05i,5.6591e-05-0.00049896i,2.4143e-05-0.000691i,0.00037857-0.00055524i,0.0005373-0.00057773i,0.00032575-0.00066945i,0.00048581-0.00030714i,0.00048063-7.945e-05i
-0.00054729+0.00055931i,-0.00079259+0.00087527i,-0.00034854+0.0016192i,-3.4781e-05+0.0012246i,0.00026524+0.00039766i,6.1833e-05-0.00022075i,-0.00053526-0.00084665i,-0.00073972-0.0006901i,-1.3598e-05-0.00060005i,0.0010588+2.1023e-05i,0.00068779+0.00077399i,0.00072992+0.0015235i,0.001418+0.0018886i,0.0017572+0.0013083i,0.00095431+0.00021166i,-0.00020223-0.00048194i,-0.00025045-0.0011304i,-0.00028956-0.0014735i,-0.00011902-0.00093898i,0.0003745-0.00095108i,0.00058151-0.00041178i,0.00047437+0.00029938i,0.00013906+0.00025725i
-0.0015977-0.00053456i,-0.0020921+7.6507e-05i,-0.0021734+0.0011188i,-0.0016642+0.0015994i,-0.00023723+0.0019121i,0.00062106+0.00013504i,-0.00012015-0.00099004i,-9.75e-05+2.0511e-05i,0.0010399+0.00066562i,0.0011574+0.00096601i,-0.00014324+0.0014028i,-0.00049395+0.0015593i,0.00025427+0.0014835i,0.00028241+0.00074054i,-0.00035787+0.00031182i,-0.0006477+0.00067085i,-0.00031628+4.3381e-06i,-0.00027236-0.0012453i,-7.7181e-05-0.0008439i,-0.0001271-4.016e-05i,5.5935e-06-0.00021002i,0.00087945+0.00096846i,0.00072761+0.0010278i
-0.0011807-0.0012726i,-0.0014209-0.0014539i,-0.0016923-0.0022759i,-0.0014102-0.0017703i,-0.00079805-0.0014681i,0.00014841-0.0013327i,0.00026062-0.00089264i,-0.00054908-0.0010002i,-0.00085815-0.0010565i,-0.00034894-0.00040719i,0.00047561+0.00057961i,0.00090986+0.0015429i,0.00038005+0.0017862i,0.00035072+0.0008578i,0.00037694+7.3201e-05i,0.00018768+0.00021426i,0.00041421+0.00040672i,-0.00021707+9.7761e-05i,-0.00042065-0.00031123i,7.8933e-05+0.00040836i,2.7753e-05+0.00043524i,-0.00047079-0.00031167i,0.00016338-2.8105e-05i
0.0011486+0.0001789i,0.0018243-4.4007e-05i,0.0021889-0.00085065i,0.00142-0.0010882i,0.0012071-0.00083263i,0.0003458-0.00072985i,0.00010033-0.0013072i,0.00076119-0.0010291i,0.00048187+2.8585e-05i,0.00047482+0.00019325i,0.00020045+8.6868e-05i,-0.00015007+0.00016696i,0.00026176-0.00013092i,0.00055044-0.00021342i,0.00010409-0.0004983i,-0.00048229-0.00093136i,-3.3608e-05-0.00018893i,0.0006034+0.00044366i,0.00088678+8.4507e-05i,0.00091297-0.00030042i,0.001427-5.2964e-05i,0.0010996+0.00059305i,5.561e-05+0.00045629i
-0.00013754-0.0010962i,0.00094064-0.00085208i,-0.00029852-0.00067281i,-0.0012118-0.00078523i,-0.001185-0.00045071i,-0.001022-0.00039589i,-0.00075038-0.00080539i,-0.00046709-0.00088424i,0.00036828-0.00034081i,0.00077475+0.00026326i,0.00021149+0.00044002i,0.00050951+0.00041614i,5.1542e-05+0.00071588i,-0.00071882+0.0011611i,-5.876e-05+0.00089338i,-0.0002324+0.00027199i,-0.0010345-0.00047328i,-0.00087113-0.0013042i,-0.00023442-0.00057519i,-0.00048011+0.00024451i,-0.00018924+0.00021011i,0.00059874+0.000169i,0.00032949+0.00013009i
0.00068877-0.00021428i,-0.00036552+0.00010923i,-0.00096698-0.00064185i,-0.00048791-0.00067915i,-0.0012774-0.00057649i,-0.0016974-0.0016843i,-0.00052678-0.0018137i,-0.00021468-0.0013086i,0.00010988-0.00069363i,0.0010045+0.00016959i,0.00026307+4.5944e-05i,-0.00076236+0.00036103i,-4.3102e-05+0.0013835i,0.00070115+0.0012314i,0.00073622-0.00018137i,0.00058556-0.00042824i,0.00019878-0.00025368i,0.00032366-0.00049777i,0.00010461-0.00066486i,-0.00020252-0.00051575i,-1.361e-06+2.6756e-05i,0.0002276+0.00028327i,0.00026213-0.00017527i
0.0013723-0.0022445i,0.001761-0.0015417i,0.0028526-0.0023819i,0.0010749-0.0029584i,-0.00048838-0.0028629i,0.00017394-0.0019897i,0.00040716-0.00082622i,0.0005152-0.00029446i,0.00082468+0.00010418i,0.0001046+0.00095587i,-0.00045131+0.0010484i,-0.00085539+0.0010732i,-0.00078782+0.0011897i,-0.0001934+0.00050078i,-0.00017492+0.00041177i,-0.00028086+0.0007538i,-0.00020863+0.00068698i,0.00010866+0.00052576i,-0.0001628+1.811e-05i,-0.00031535-0.00049635i,0.00012769-4.3225e-05i,0.00042771-0.00015237i,0.00051343-0.00072096i
0.0016496+0.0015539i,0.0019599+0.00079094i,0.0017682+0.00013536i,0.00048399-1.0391e-05i,-0.00038413-8.6872e-05i,7.0137e-05-0.00084425i,-7.9855e-05-0.00052361i,-0.00013811+0.00059296i,0.00037858+0.0006487i,0.00078265+0.00010082i,0.00076854+0.00045521i,0.00051135+0.00082203i,0.0003188+0.00053889i,0.0003819-0.00048828i,0.00072542-0.00080212i,4.8979e-05-0.00054897i,-0.00037871-0.00022373i,0.00036165-0.00042107i,0.00033674+0.00031715i,0.00020902+0.0010687i,0.00077115+0.00023276i,0.00059287-0.00089581i,-0.00024385-0.000713i
0.00018523-0.00034213i,-0.00017019-0.00060865i,-0.00058926-0.00061536i,-0.00012555+0.00036138i,0.00035807+0.00039419i,-5.7343e-05-0.0004776i,-0.00021957-0.0007601i,-6.2891e-05-0.00063226i,-0.00037791+4.8362e-05i,-0.00085587+0.00079376i,-0.00090695+0.001363i,-0.00023671+0.0020298i,0.00047948+0.0019621i,0.00035516+0.0009368i,0.00010652-7.7341e-05i,0.00045661-0.00045406i,0.00081854-0.00055886i,-0.00010935-0.00072337i,-0.00038604-0.0003661i,0.00069992+0.00034845i,0.00053247+0.0004058i,-0.00053025-0.00038462i,-0.00073305-0.00081428i
-9.1358e-05-0.0022238i,-1.5448e-05-0.002185i,-4.2366e-05-0.0023501i,-0.00027142-0.0018314i,2.3412e-05-0.0011932i,0.00033476-0.00094512i,0.00033008-0.0005645i,0.00043177+0.00056943i,0.00055318+0.00091509i,0.00068447+0.00020124i,0.00035903+0.00024441i,-0.00047417+0.00067098i,-0.00083601+0.0017107i,-0.00057362+0.002263i,-0.00058022+0.00050092i,-0.00034677-2.2236e-06i,-0.00072555-5.3033e-05i,-0.0010277-0.00081965i,-0.00039894-0.00070845i,0.00053986-0.00028606i,0.00053429-0.00012931i,-0.00034672-0.00029905i,-0.00061524+0.00027075i
0.00041564-0.0010567i,0.00086714-0.0012791i,0.0011307-0.0015429i,0.00097417-0.0020632i,-0.00010899-0.001756i,-0.00052269-0.0017663i,-0.00065849-0.002054i,-0.00080095-0.00039091i,-0.00021897+0.00055589i,0.00012671+0.00027086i,-0.00040052+0.0003463i,-0.00079765+0.0010105i,2.9263e-05+0.00063044i,0.00060903-0.00021851i,0.0012871+0.00031378i,0.0013673+0.00037637i,0.00053788+0.00029264i,0.00050818+0.00052068i,0.00037855+0.00040597i,0.00041879+0.00023933i,0.00028161-0.00021689i,-0.00027163-0.00081855i,-0.00060524-0.00096851i
-0.00073164+0.0016915i,-0.00037+0.0024313i,0.00045608+0.0036975i,0.0004291+0.0036659i,0.00035384+0.0022154i,0.00046912-2.5143e-05i,0.00014607-0.00042088i,-0.00021486+0.0014437i,-2.9402e-05+0.0014765i,0.00066022+0.00022891i,0.00098986+0.00053737i,0.00044104+0.0013422i,0.00012389+0.00056947i,0.00077997+3.1712e-05i,0.0012046+0.00073994i,0.00047655+1.3761e-05i,0.00073429-0.00051349i,0.0010494-0.00016504i,0.00029266+0.00025602i,0.00020307+0.00024474i,8.5736e-05-8.9829e-05i,1.5e-05+9.077e-06i,0.00058159+0.00036033i
0.0010469-0.0027275i,0.00050225-0.0014319i,0.00048216-0.0020742i,0.00058233-0.0019052i,0.0004662-0.00089508i,-0.00044721-0.00089705i,-0.00056047-0.0016133i,-0.00037966-0.001013i,-0.00075308+5.4328e-05i,-0.00098369+0.00079602i,-0.00074567+0.00090423i,3.5145e-05+0.00037538i,0.00088029+0.0014471i,0.00071623+0.0015688i,0.0004781+0.0004267i,-0.00024386+0.00018949i,-0.00028645-0.00044409i,0.00057183-0.00070176i,0.00027226-0.00033846i,0.0001612+3.1568e-06i,0.00053252+8.6047e-05i,-0.00028864+2.036e-05i,-0.00052571+0.00017595i
0.00042435+6.9906e-05i,0.00095858+0.00097631i,0.00081948+0.0012513i,0.00026302+2.4101e-05i,0.00032149-0.0011759i,0.00028147-0.0012783i,-0.00068447-0.0006207i,-0.00046693+0.00064938i,-5.769e-05+0.0014976i,0.00015462+0.00089224i,0.00064118-1.0268e-05i,0.0010922+4.6391e-05i,0.0012499+0.00034187i,0.00058972+0.00074146i,1.0691e-05+0.00078222i,-0.00046727-8.635e-05i,-0.00014904-0.00046105i,-2.6773e-05-3.4118e-05i,-8.7976e-05-0.00024375i,6.8398e-05+0.00016298i,0.00039313+0.00045306i,0.00058666+0.00024244i,0.00059076+8.1895e-05i
