-4.012e-05+0.0018954i,0.001255+0.0018639i,0.00017293-0.00022654i,-0.00066514-0.0010898i,-0.0015966+0.00046097i,-0.0027912+0.00027645i,-0.0015745-0.00012202i,-3.3283e-05+0.00063103i,0.00039331+0.00040505i,0.00046143-0.00021144i,0.00055893-0.00031493i,0.00038114+0.00030913i,-4.4773e-05+0.00050049i,-0.00072651+0.0002724i,-0.0014128-1.3444e-05i,-0.00024508+0.00012139i,0.00037415+0.00073807i,-0.00063403+0.00046494i,-0.00073311-0.00076688i,0.00014501-0.0006368i,0.00065157+0.00020757i,0.00014147+0.00016922i,-0.00053537+2.3124e-05i
0.16227+0.037228i,0.13091+0.10789i,0.095006+0.21837i,0.071985+0.35383i,-0.013974+0.34304i,-0.20401+0.25582i,-0.28171+0.26991i,-0.094983+0.29198i,0.12156+0.2206i,0.18369+0.17687i,0.19242+0.15904i,0.1432+0.065667i,0.03292-0.0038276i,-0.02578+0.014092i,-0.048666+0.036025i,-0.082696+0.050301i,-0.087118+0.071168i,-0.040303+0.067i,0.019036+0.042902i,0.03503+0.020786i,0.011904+0.0093358i,-0.0046086+0.004421i,-0.00582-0.0042684i
0.026524-0.062294i,0.1278-0.099538i,0.11544-0.082175i,-0.07041+0.063979i,-0.23494+0.26249i,-0.23254+0.35584i,-0.12787+0.27565i,-0.039604+0.14359i,-0.014386+0.063696i,-0.021861+0.029083i,-0.0382+0.036756i,-0.031706+0.053159i,-0.028828+0.026774i,-0.062163-0.004428i,-0.083741-0.023036i,-0.062004-0.063593i,-0.021751-0.099711i,0.0018757-0.09552i,0.01919-0.063347i,0.046559-0.036173i,0.061737-0.024466i,0.049086-0.017051i,0.014724-0.015319i
0.29026+0.18798i,0.36481+0.28222i,0.26469+0.25109i,0.13721+0.075247i,0.12454-0.051118i,0.16179-0.056082i,0.17862-0.065772i,0.10844-0.12955i,-0.0078285-0.13613i,-0.027492-0.10303i,-0.00039109-0.13295i,-0.042351-0.13371i,-0.086888-0.048774i,-0.096015+0.026959i,-0.09154+0.07412i,-0.04649+0.091316i,0.026196+0.048856i,0.075714-0.023204i,0.051836-0.075442i,-0.028452-0.065742i,-0.078457-0.016939i,-0.089596+0.012784i,-0.086612+0.041388i
0.12095+0.14119i,0.070061+0.12526i,-0.18488+0.049269i,-0.54518+0.04371i,-0.7644+0.13045i,-0.74358+0.25251i,-0.49678+0.37694i,-0.14471+0.43382i,0.12214+0.37048i,0.23261+0.24463i,0.22923+0.13604i,0.18587+0.075184i,0.17096+0.049932i,0.16756+0.040742i,0.14146+0.048325i,0.10537+0.037219i,0.064368-0.024628i,-0.0044245-0.083403i,-0.074117-0.084987i,-0.072042-0.05346i,-0.015497-0.0314i,0.02631-0.025109i,0.043161-0.025846i
-0.25285-0.088243i,-0.36714-0.16197i,-0.33066-0.25318i,-0.17937-0.30389i,-0.09461-0.23708i,-0.080524-0.10526i,-0.025798-0.043776i,0.056472-0.099083i,0.096721-0.16989i,0.072058-0.19019i,0.0082231-0.16318i,-0.039-0.10521i,-0.048214-0.058686i,-0.022803-0.040468i,0.022717-0.031755i,0.037455-0.0065025i,0.0040028+0.034132i,-0.027822+0.061282i,-0.025979+0.061908i,-0.015823+0.037674i,-0.034012+0.010222i,-0.065033+0.010865i,-0.070056+0.020507i
0.13655+0.22471i,0.2898+0.24324i,0.40299+0.072219i,0.38835-0.098528i,0.27851-0.064236i,0.14726+0.048384i,0.010923+0.082916i,-0.090609+0.070366i,-0.10927+0.055207i,-0.068439+0.055263i,-0.032355+0.049832i,-0.041665+0.030023i,-0.070798+0.023044i,-0.089241+0.026231i,-0.097233+0.034049i,-0.079+0.035951i,-0.045602+0.02633i,-0.020388+0.014209i,-0.006579+0.0035751i,-0.00441+0.018583i,0.0023724+0.051234i,0.020387+0.063711i,0.03282+0.049966i
-0.14756+0.080041i,-0.11458+0.015139i,-0.062239-0.13782i,-0.1379-0.24387i,-0.26049-0.24435i,-0.25219-0.21297i,-0.15451-0.16228i,-0.031254-0.084145i,0.057998-0.047799i,0.053411-0.059284i,0.0099366-0.041802i,0.0095553+0.0072085i,0.051038+0.03542i,0.1003+0.038842i,0.13371+0.036854i,0.12706+0.02785i,0.080754+0.012274i,0.023575-0.0046547i,-0.0058282-0.029152i,0.0061265-0.056657i,0.029059-0.08087i,0.026768-0.09875i,-0.0022609-0.094142i
0.21385-0.18039i,0.31307-0.16913i,0.32591-0.036333i,0.2108+0.082021i,-0.0028763+0.14388i,-0.15349+0.16795i,-0.12966+0.087029i,-0.065328-0.060947i,-0.049636-0.13915i,-0.043874-0.11525i,-0.043175-0.066071i,-0.05657-0.042243i,-0.075761-0.041725i,-0.097311-0.048162i,-0.11579-0.041444i,-0.1101-0.025028i,-0.075772-0.017891i,-0.038262-0.018277i,-0.020076-0.015948i,-0.018069-0.0034631i,-0.020553+0.017112i,-0.022694+0.038624i,-0.015532+0.051478i
0.1065+0.40239i,0.1934+0.50957i,0.21351+0.42797i,0.19373+0.277i,0.22265+0.20802i,0.28574+0.21149i,0.25876+0.18263i,0.14223+0.12045i,0.053032+0.080777i,0.035532+0.052181i,0.045727+0.015906i,0.048062+0.00049759i,0.061347+0.0074269i,0.092036+0.0029071i,0.11728-0.020772i,0.11904-0.049774i,0.087122-0.060467i,0.037893-0.044196i,0.0033948-0.020318i,-0.0047772+0.0029528i,0.0097171+0.026109i,0.034146+0.031594i,0.042988+0.012846i
-0.45582+0.042187i,-0.57974+0.22528i,-0.49377+0.29157i,-0.42227+0.10812i,-0.46434-0.077929i,-0.41985-0.089191i,-0.24662-0.037597i,-0.10007-0.027046i,-0.023596-0.044672i,-0.0052545-0.052283i,-0.017402-0.017044i,-0.0097297+0.016642i,0.00090065-0.0012732i,-0.011857-0.037851i,-0.037327-0.062845i,-0.063103-0.071595i,-0.068353-0.055132i,-0.04986-0.02312i,-0.026254+0.001533i,-4.903e-05+0.010381i,0.021794-0.0024833i,0.013985-0.030063i,-0.018273-0.043784i
0.31814-0.35629i,0.23851-0.5764i,-0.0039318-0.50063i,-0.08019-0.17985i,0.017456+0.047791i,0.022427+0.11256i,-0.021428+0.10921i,-0.0084749+0.04487i,-0.017215-0.023664i,-0.040001-0.028135i,-0.033883-0.0021159i,-0.028472+0.020031i,-0.036531+0.038991i,-0.043883+0.05025i,-0.031856+0.065373i,0.0085653+0.090623i,0.048934+0.10357i,0.051428+0.086994i,0.020753+0.054793i,-0.0064471+0.03474i,-0.014775+0.028307i,-0.013567+0.024036i,-0.009016+0.023844i
0.12816+0.39509i,0.21352+0.3977i,0.17718+0.20721i,0.10102+0.0067251i,0.089944-0.11625i,0.080636-0.16918i,0.028512-0.11679i,0.0085759-0.027319i,0.020605+0.01599i,0.026943+0.039008i,0.02981+0.04945i,0.020088+0.043445i,0.012277+0.044435i,0.01699+0.049527i,0.028392+0.037529i,0.040603-0.0050805i,0.038594-0.047131i,0.020876-0.0431i,0.00031889-0.013712i,-0.0099425+0.0043392i,-0.0064861+0.012038i,0.00468+0.011557i,0.012319-0.0018609i
-0.1307-0.33656i,-0.081315-0.4396i,0.002501-0.42962i,-0.02949-0.28076i,-0.08018-0.022315i,-0.033167+0.14346i,0.042032+0.14201i,0.08809+0.086888i,0.11744+0.017602i,0.10346-0.064908i,0.044934-0.10173i,0.0014657-0.075838i,-0.0069629-0.044801i,-0.0057541-0.034624i,-0.012389-0.027145i,-0.035002-0.011561i,-0.054468+0.002688i,-0.049346+0.0078904i,-0.032834+0.013324i,-0.013679+0.025647i,0.0088567+0.026511i,0.019721+0.0078419i,0.010252-0.0087579i
0.47778+0.050795i,0.54961+0.01373i,0.36105+0.025111i,0.182+0.086731i,0.1479+0.052533i,0.084688-0.069716i,-0.033345-0.09536i,-0.067657-0.013525i,-0.037277+0.042227i,-0.032646+0.066664i,-0.030072+0.093335i,-0.010015+0.085732i,-0.0053715+0.042951i,-0.025191+0.0073013i,-0.039541+0.0048137i,-0.027251+0.024856i,-0.0097038+0.037929i,-0.0096461+0.03494i,-0.019999+0.022546i,-0.023822+0.012278i,-0.022086+0.020016i,-0.020986+0.040094i,-0.013206+0.048729i
-0.078971+0.58109i,0.15791+0.74547i,0.40963+0.50027i,0.3392+0.1066i,0.056625-0.022518i,-0.061305+0.042333i,-0.029186+0.064075i,-0.0026504+0.044638i,0.028655+0.033917i,0.06523+0.008443i,0.074841-0.028743i,0.053815-0.041646i,0.029645-0.022499i,0.015979+0.0032593i,0.010851+0.020959i,0.022021+0.01357i,0.029752-0.011808i,0.01858-0.017503i,0.0028216+0.002561i,0.0027518+0.019929i,0.013637+0.018938i,0.015764+0.015469i,0.011449+0.016457i
-0.31747-0.18415i,-0.52419-0.077286i,-0.48424+0.11048i,-0.2453+0.13841i,-0.084898+0.029999i,-0.035144-0.017101i,0.035278-0.0018697i,0.088758-0.019312i,0.079009-0.031826i,0.058563-0.023929i,0.037544-0.025593i,0.013028-0.024359i,0.0050331-0.020497i,0.0088283-0.019782i,-0.00089984-0.0086635i,-0.020632+0.010156i,-0.023494+0.016371i,-0.0059785+0.0095959i,0.0095285+0.0010159i,0.0082729-0.00057451i,-0.0015428+0.0046722i,-0.0090882+0.0010283i,-0.012262-0.011324i
0.22967-0.07199i,0.25963-0.19971i,0.13309-0.20967i,-0.037115-0.066419i,-0.10691+0.054931i,-0.096136+0.081097i,-0.075246+0.061158i,-0.055637+0.041226i,-0.049595+0.035717i,-0.058688+0.039217i,-0.063658+0.05025i,-0.042112+0.061214i,-0.0055487+0.05974i,0.019551+0.049487i,0.03996+0.038802i,0.054861+0.033044i,0.047216+0.035263i,0.023737+0.037546i,0.014478+0.024276i,0.017102+0.0042616i,0.013698+0.0023982i,0.010711+0.016716i,0.0089375+0.021185i
-0.15609+0.037749i,-0.20829+0.10888i,-0.13749+0.16237i,0.036042+0.074294i,0.12781-0.12875i,0.058958-0.22897i,-0.0086285-0.17185i,0.0093058-0.10591i,0.042546-0.079439i,0.060194-0.040919i,0.069374-0.018929i,0.04687-0.02749i,0.011676-0.030542i,-0.014422-0.025813i,-0.035344-0.019366i,-0.038337-0.017964i,-0.02308-0.027399i,-0.0075917-0.032036i,-0.0042176-0.029494i,-0.010531-0.028319i,-0.013916-0.025728i,-0.013211-0.025167i,-0.011796-0.024916i
0.12616-0.15616i,0.14215-0.2947i,0.02044-0.30522i,-0.16784-0.10492i,-0.24702+0.15975i,-0.19435+0.29496i,-0.07066+0.28284i,0.035288+0.18664i,0.04253+0.08744i,0.0067517+0.034373i,-0.0017156+0.0031099i,-0.00010875-0.022601i,-0.0056733-0.021457i,0.0035462+0.0012842i,0.025777+0.014625i,0.028435+0.014839i,0.0076666+0.021159i,-0.011203+0.025203i,-0.017698+0.019758i,-0.020756+0.015859i,-0.019721+0.020042i,-0.0064284+0.023896i,0.0062437+0.0181i
0.13598-0.025736i,0.1999-0.087861i,0.12882-0.19333i,-0.0079911-0.25398i,-0.02262-0.22274i,0.036358-0.20236i,0.026474-0.18643i,-0.0074431-0.13807i,-0.021133-0.11082i,-0.045701-0.087714i,-0.057308-0.0391i,-0.04542-0.0054258i,-0.041263-0.0021004i,-0.046307-0.0086056i,-0.04134-0.010877i,-0.02408-0.010552i,-0.010401-0.013695i,-0.01143-0.01509i,-0.015275-0.012383i,-0.012083-0.013429i,-0.011449-0.01873i,-0.019127-0.019659i,-0.025385-0.010673i
0.326+0.15553i,0.46072+0.2228i,0.43961+0.20856i,0.26752+0.13369i,0.042153+0.091627i,-0.094514+0.09835i,-0.087394+0.083421i,-0.03375+0.033977i,-0.010546-0.010936i,-0.0047454-0.022866i,0.0058125-0.021294i,0.013848-0.014031i,0.023887+0.002429i,0.035232+0.01416i,0.040587+0.022571i,0.048128+0.02382i,0.052328+0.0091592i,0.03876-0.010147i,0.0090934-0.01753i,-0.017565-0.010167i,-0.021103-0.0015086i,-0.0062216-0.002311i,0.007092-0.011164i
-0.26836+0.25019i,-0.36088+0.25346i,-0.34986+0.10802i,-0.29213-0.013577i,-0.21149-0.030757i,-0.088133+0.00066463i,0.00063833+0.032243i,0.0142+0.037842i,-0.0010603+0.025664i,-0.020293+0.017944i,-0.016013+0.031391i,0.011214+0.03126i,0.019243+0.013998i,0.023148+0.0099888i,0.039671-0.0019611i,0.03869-0.02914i,0.018013-0.040516i,-0.0032003-0.031087i,-0.01582-0.013828i,-0.017807-0.00054302i,-0.015857+0.0020408i,-0.0199-0.002671i,-0.026848-0.0042002i
-0.056353-0.29526i,0.024498-0.27075i,0.18178-0.16397i,0.22537-0.1346i,0.11525-0.10546i,0.015558-0.0089837i,0.023769+0.027809i,0.061215-0.025843i,0.058009-0.075671i,0.039931-0.085092i,0.016755-0.065389i,0.0008611-0.031407i,0.012702-0.019552i,0.022792-0.031643i,0.016714-0.02396i,0.019748+0.0011162i,0.027889+0.011714i,0.025297+0.0039105i,0.011397-0.010569i,-0.00063373-0.016026i,0.0013149-0.011552i,0.0094208-0.011686i,0.010758-0.010756i
0.23999+0.17i,0.15703+0.18176i,-0.023363+0.19237i,-0.024644+0.22131i,0.13762+0.13727i,0.20283-0.053349i,0.11198-0.15098i,0.019864-0.11058i,-0.015938-0.046597i,-0.031006+0.0018617i,-0.02995+0.027464i,-0.024269+0.032761i,-0.026565+0.046884i,-0.022086+0.06082i,-0.014576+0.042421i,-0.01212+0.012717i,-0.0034605-0.0002366i,0.0056446-0.0051134i,0.0080605+9.256e-05i,0.010707+0.01005i,0.0063736+0.0083195i,-0.004908+0.0075439i,-0.004002+0.012313i
-0.31678+0.019486i,-0.30699-0.024866i,-0.19496-0.087102i,-0.2044-0.11707i,-0.30885-0.058727i,-0.28848+0.0904i,-0.12968+0.16977i,-0.026699+0.11719i,-0.026925+0.0588i,-0.030531+0.052981i,-0.0034779+0.05129i,0.028106+0.028293i,0.039371-0.00888i,0.028801-0.025432i,0.028586-0.0060508i,0.036632+0.0044399i,0.022259+0.00031236i,-0.0031366+0.0084028i,-0.016163+0.018206i,-0.013288+0.017036i,-0.00015573+0.0096019i,0.01051+0.0022237i,0.01058-0.0024157i
0.25486-0.41646i,0.26108-0.47984i,0.15386-0.26796i,0.16582+0.032304i,0.31979+0.14738i,0.36174+0.057209i,0.25318-0.03186i,0.15899-0.04334i,0.11426-0.031063i,0.078666-0.019602i,0.054046-0.016852i,0.032948-0.015196i,0.028453-0.00041549i,0.043409-0.0011394i,0.03785-0.022447i,0.012902-0.028136i,0.0015385-0.018061i,0.012132-0.012267i,0.035094-0.014186i,0.045382-0.020434i,0.029455-0.021276i,0.0054833-0.013979i,-0.010554-0.0055538i
0.18663+0.41139i,0.27381+0.48559i,0.19717+0.28236i,-0.068006+0.066699i,-0.28883+0.074805i,-0.27644+0.14755i,-0.15582+0.1188i,-0.089933+0.05382i,-0.082627+0.030244i,-0.085301+0.030837i,-0.077166+0.027404i,-0.056666+0.0079416i,-0.050582-0.022227i,-0.060876-0.033643i,-0.049137-0.022635i,-0.020153-0.019291i,-0.013148-0.026393i,-0.027799-0.021251i,-0.041145-0.0016704i,-0.036463+0.01201i,-0.022758+0.010612i,-0.01866+0.0083091i,-0.017915+0.011678i
-0.25268-0.18832i,-0.36778-0.2832i,-0.32632-0.23524i,-0.11814-0.14224i,0.070089-0.14508i,0.084945-0.1451i,0.019586-0.062753i,0.0099883+0.0025493i,0.032404-0.0074805i,0.033877-0.019454i,0.035542+0.0067886i,0.05519+0.032095i,0.078615+0.026255i,0.075753+0.0042107i,0.041042-0.0075255i,0.006144-0.0091659i,-0.011048-0.012363i,-0.016685-0.015694i,-0.01569-0.021557i,-0.012735-0.029041i,-0.01063-0.026792i,-0.0088074-0.018278i,-0.008036-0.010874i
0.29229+0.14222i,0.48356+0.20635i,0.43364+0.17125i,0.12903+0.13989i,-0.13391+0.2136i,-0.15055+0.23709i,-0.048115+0.13307i,0.0087233+0.048043i,0.026985+0.036236i,0.042629+0.028863i,0.036662-0.0010867i,0.0038994-0.016666i,-0.02643+0.0055628i,-0.027272+0.040401i,-0.0041159+0.060612i,0.016814+0.064346i,0.02838+0.052171i,0.038049+0.031258i,0.043988+0.021175i,0.041691+0.024591i,0.029435+0.021688i,0.013026+0.0092163i,0.0026003-0.0039891i
-0.28887-0.051758i,-0.46801-0.015621i,-0.3742+0.022997i,-0.075051-0.040896i,0.090946-0.1676i,0.050192-0.1857i,-0.01491-0.099552i,-0.023485-0.051377i,-0.014351-0.049957i,-0.017765-0.061617i,-0.033672-0.064337i,-0.028073-0.043818i,0.004196-0.042754i,0.015979-0.073045i,-0.0017887-0.084046i,-0.010223-0.067242i,-0.010543-0.051977i,-0.02249-0.044985i,-0.036504-0.044583i,-0.037994-0.045352i,-0.029804-0.037986i,-0.022986-0.026665i,-0.020904-0.01455i
0.29959-0.037596i,0.46062-0.16358i,0.38303-0.2146i,0.13729-0.09187i,-0.013696+0.064184i,-0.037479+0.11094i,-0.015777+0.084917i,0.024528+0.064233i,0.056449+0.062551i,0.072392+0.07233i,0.064573+0.073947i,0.026132+0.071794i,-0.0023824+0.083659i,-0.00069546+0.095689i,0.010975+0.089492i,0.019231+0.069267i,0.022371+0.048719i,0.023447+0.037543i,0.023913+0.036472i,0.018681+0.035135i,0.010484+0.028408i,0.0096141+0.022503i,0.013268+0.015744i
-0.3337+0.10318i,-0.45403+0.24544i,-0.36698+0.33428i,-0.14362+0.26897i,0.015023+0.15021i,0.085841+0.095092i,0.10802+0.056587i,0.066547+0.0094388i,0.0019961-0.013432i,-0.029056-0.01573i,-0.017539-0.019171i,0.0014421-0.036761i,-0.0070341-0.056602i,-0.029913-0.057692i,-0.046016-0.041824i,-0.055343-0.0182i,-0.051454+0.0095827i,-0.031318+0.03127i,-0.011078+0.035265i,-0.0025707+0.028873i,-0.0021209+0.021904i,-0.0067834+0.013727i,-0.0087303+0.0075126i
0.33-0.29978i,0.39965-0.46144i,0.23531-0.41744i,0.024599-0.17747i,-0.026197+0.0029337i,-0.030133+0.0080396i,-0.045541-0.0049038i,-0.01066+0.0030881i,0.026436-0.011009i,0.030666-0.020168i,0.021983-0.013395i,0.019784+0.0089354i,0.043858+0.031791i,0.074901+0.029211i,0.089036+0.015405i,0.090024-0.00037392i,0.072942-0.027398i,0.036276-0.054479i,0.0051034-0.054464i,-0.0017757-0.032601i,0.0063384-0.014377i,0.015914-0.0047683i,0.017222-0.0037153i
-0.054502+0.41033i,-0.012096+0.57173i,0.10088+0.45643i,0.13362+0.20376i,0.068817+0.10144i,0.050071+0.11945i,0.045815+0.1009i,-0.0027271+0.065568i,-0.042109+0.057477i,-0.057902+0.065043i,-0.054712+0.069601i,-0.042425+0.047148i,-0.055144+0.020069i,-0.079003+0.02134i,-0.08084+0.032323i,-0.06385+0.034372i,-0.043686+0.0381i,-0.027184+0.047057i,-0.024128+0.04811i,-0.031396+0.03804i,-0.034755+0.02586i,-0.032705+0.020587i,-0.022433+0.023788i
-0.10462-0.3642i,-0.20971-0.5231i,-0.28384-0.38636i,-0.24329-0.10164i,-0.14678+0.042719i,-0.075744+0.049316i,-0.016261+0.0032618i,0.021007-0.060852i,0.014393-0.094548i,0.00084183-0.088392i,0.0037449-0.062661i,0.023112-0.030283i,0.051825-0.016494i,0.072668-0.015312i,0.083219-0.013843i,0.079387-0.027011i,0.05141-0.051196i,0.014845-0.057222i,0.00023652-0.04175i,0.005537-0.022432i,0.0085187-0.0053974i,0.0071808+0.0020407i,0.0013301-0.0030058i
0.25648+0.22246i,0.40021+0.26546i,0.35904+0.10972i,0.19097-0.046496i,0.11941-0.048058i,0.13357-0.01761i,0.0905-0.0023652i,0.030658+0.0403i,0.027238+0.064777i,0.037184+0.051188i,0.031222+0.034669i,0.016779+0.028764i,-0.003559+0.032152i,-0.023254+0.037641i,-0.032265+0.044309i,-0.022229+0.050604i,0.0070697+0.044219i,0.033744+0.019139i,0.029309-0.0098127i,0.0027328-0.02123i,-0.016552-0.01386i,-0.018227+0.0013563i,-0.0077783+0.011087i
-0.26268-0.027915i,-0.36151+0.048583i,-0.22547+0.17438i,-0.016683+0.19274i,0.029887+0.10185i,-0.013574+0.023121i,-0.013324-0.037846i,-0.012335-0.079955i,-0.036001-0.06521i,-0.048865-0.028228i,-0.043347-0.01225i,-0.03233-0.015042i,-0.026858-0.025175i,-0.022863-0.029586i,-0.01065-0.025958i,-0.00061951-0.02453i,-0.0084436-0.022353i,-0.02538-0.011375i,-0.028213-0.00141i,-0.018718-0.0037185i,-0.012896-0.011111i,-0.012783-0.015165i,-0.018639-0.010526i
0.20101-0.11276i,0.23425-0.2355i,0.10505-0.2502i,-0.023386-0.12184i,-0.028416-0.0043421i,0.010235+0.025547i,0.030051+0.036185i,0.035201+0.040442i,0.037777+0.025442i,0.053795-0.00011187i,0.058884-0.01768i,0.044239-0.01074i,0.033965+0.0076693i,0.021732+0.022061i,0.0044422+0.037035i,0.0015314+0.043433i,0.013876+0.026797i,0.025746-0.00038488i,0.023826-0.017942i,0.0094335-0.019635i,-0.0078133-0.0095968i,-0.014288+0.002691i,-0.0039741+0.0017183i
-0.048772+0.12635i,0.037965+0.18451i,0.1626+0.13413i,0.20767+0.040922i,0.18416-0.0067607i,0.13849-0.023321i,0.057089-0.033333i,-0.0096539-0.012773i,-0.027398+0.025604i,-0.025905+0.058734i,-0.01453+0.063324i,-0.0047774+0.033574i,-0.0027088+0.0050538i,0.0084546-0.012747i,0.016987-0.029156i,0.009156-0.033336i,-0.005991-0.016961i,-0.018554+0.0081295i,-0.018687+0.019352i,-0.012831+0.0089657i,-0.0087433-0.0074591i,-0.0070491-0.014139i,-0.0097905-0.007203i
-0.051913-0.10791i,-0.1928-0.061793i,-0.29551+0.087122i,-0.26465+0.18693i,-0.18946+0.16985i,-0.13925+0.11559i,-0.065658+0.067788i,-0.0018806+0.019716i,0.01051-0.022019i,0.002751-0.049405i,0.0019695-0.055181i,0.0087395-0.046529i,0.0070068-0.037875i,-0.0077154-0.021548i,-0.017233-0.00019007i,-0.015442+0.013308i,-0.011721+0.014253i,-0.012014+0.0077873i,-0.016719+0.0034103i,-0.019124+0.0062597i,-0.016433+0.017904i,-0.0087205+0.026668i,-0.0011181+0.020701i
0.13664-0.0083162i,0.22076-0.15715i,0.18708-0.29437i,0.092693-0.27923i,0.078127-0.21374i,0.07893-0.20081i,0.028957-0.15097i,0.0063882-0.082253i,0.012772-0.044753i,0.020625-0.0079281i,0.026355+0.014813i,0.011187+0.019986i,0.0035693+0.028685i,0.019894+0.023862i,0.0261+0.001509i,0.013815-0.016277i,0.0015324-0.01527i,-0.00071583-0.0048067i,0.0020724-0.0011425i,0.0021195-0.0059586i,-0.0012975-0.015238i,-0.0072266-0.018603i,-0.0074738-0.0080222i
-0.047419+0.15606i,0.031408+0.33626i,0.14851+0.39083i,0.14593+0.28673i,0.031847+0.23776i,-0.01771+0.2385i,-0.0068621+0.15938i,-0.011063+0.084902i,-0.0060961+0.052566i,-0.013223+0.019655i,-0.026075+0.010359i,-0.0073077+0.01358i,0.0040238+0.0099397i,-0.0059831+0.019862i,-0.0050792+0.035774i,0.0050596+0.037122i,0.0043602+0.020772i,-0.012123+0.0020069i,-0.030136-0.0019303i,-0.029975+0.0080676i,-0.01333+0.019239i,0.0022944+0.02052i,0.0058423+0.011925i
-0.11089-0.21071i,-0.32618-0.35168i,-0.44156-0.34374i,-0.30608-0.26239i,-0.12586-0.28584i,-0.073258-0.28876i,-0.038962-0.1774i,0.029224-0.093574i,0.054696-0.061889i,0.046811-0.03378i,0.030452-0.017449i,0.0094405-0.0045494i,0.011279-0.0011151i,0.025232-0.016896i,0.025463-0.033058i,0.012448-0.03698i,-0.0063446-0.024266i,-0.01394-0.0016024i,-0.0089005+0.0085863i,-0.012057+0.0032805i,-0.02515-0.0021738i,-0.033489-0.00037225i,-0.028829+0.0079121i
0.2999+0.073246i,0.57581+0.017575i,0.61593-0.080041i,0.37153-0.053586i,0.17407+0.10152i,0.11873+0.17758i,0.075633+0.13643i,0.040119+0.089845i,0.023872+0.052624i,0.0040405+0.024534i,-0.0021169+0.0095066i,-0.0051398-0.0059436i,-0.022255-0.0017364i,-0.028081+0.026578i,-0.012583+0.043955i,0.0068784+0.032291i,0.015887+0.0065056i,0.010772-0.010262i,0.0058607-0.0079175i,0.015251+0.002068i,0.031395+0.0057359i,0.036749+0.00084373i,0.026169-0.0080883i
-0.30614+0.18807i,-0.46857+0.42647i,-0.3931+0.53272i,-0.15884+0.33827i,-0.0629+0.050456i,-0.086249-0.072666i,-0.062827-0.06844i,-0.033925-0.046164i,-0.031951-0.017008i,-0.031001+0.001977i,-0.036159+0.014968i,-0.029016+0.029862i,-0.006979+0.016838i,-0.0026087-0.015763i,-0.010704-0.032179i,-0.010179-0.028288i,-0.00086824-0.016911i,0.0064083-0.010134i,-0.0014996-0.0080679i,-0.015906-0.0018118i,-0.021349+0.0047668i,-0.018775+0.0048368i,-0.015208+0.0048394i
0.1234-0.39606i,0.11694-0.71032i,0.021898-0.73979i,-0.037399-0.41239i,0.01208-0.08785i,0.045646+0.021605i,0.014859+0.036371i,0.0039653+0.036282i,0.015921+0.016769i,0.029263-0.0034265i,0.03469-0.023285i,0.022095-0.030266i,0.010412-0.0037234i,0.019221+0.034443i,0.034439+0.049523i,0.033406+0.034137i,0.016042+0.0084437i,-0.0029558-0.0054102i,-0.0044872-0.0052237i,0.0093946-0.0045901i,0.01888-0.0088832i,0.017729-0.010277i,0.012143-0.0086251i
0.21015+0.37365i,0.41272+0.59605i,0.49234+0.55779i,0.34399+0.28139i,0.14015+0.060352i,0.05278-0.017525i,0.032749-0.038701i,0.015464-0.02995i,0.0049974-0.01511i,-0.0070956-0.00028629i,-0.0059984+0.02214i,0.011222+0.020951i,0.008732-0.011905i,-0.015224-0.040032i,-0.026156-0.042218i,-0.013204-0.027975i,0.0074052-0.011484i,0.018855+0.0015467i,0.012647+0.012334i,-0.00082361+0.024991i,-0.0053105+0.033771i,-0.0025545+0.028958i,0.00027443+0.014714i
-0.39865-0.13709i,-0.70426-0.17942i,-0.76871-0.084497i,-0.51679+0.063127i,-0.24557+0.10201i,-0.13082+0.073572i,-0.07647+0.041925i,-0.043053-0.0029433i,-0.029225-0.024007i,-0.0095591-0.026475i,-0.0059879-0.03768i,-0.015974-0.028008i,-0.001893+0.0011898i,0.029273+0.014724i,0.043752+0.0066938i,0.031379-6.8816e-05i,0.0096196+0.0066113i,-0.0033506+0.0099615i,-0.0042061-0.001182i,-0.0014692-0.018171i,-0.00022434-0.025192i,0.0015336-0.019856i,-0.00095634-0.012154i
0.37952-0.17123i,0.64229-0.33225i,0.64923-0.41702i,0.40285-0.33253i,0.21599-0.17805i,0.156-0.11399i,0.10427-0.097272i,0.076776-0.055416i,0.069662-0.014733i,0.054308+0.026876i,0.053572+0.057929i,0.04937+0.046948i,0.016559+0.018824i,-0.023972+0.010426i,-0.04417+0.016375i,-0.039932+0.014014i,-0.02671+0.0028449i,-0.016466+0.00043277i,-0.010607+0.013582i,-0.0037728+0.029344i,0.0016274+0.031562i,0.00018831+0.024372i,0.00014115+0.019959i
-0.12623+0.35056i,-0.21501+0.60331i,-0.20141+0.63779i,-0.12774+0.42662i,-0.10967+0.24506i,-0.086699+0.20194i,-0.03743+0.16144i,-0.036731+0.10255i,-0.037007+0.062821i,-0.02132+0.010974i,-0.026944-0.021796i,-0.020095-0.010795i,0.014546-0.0023345i,0.045796-0.013051i,0.056653-0.021068i,0.043255-0.014163i,0.015601+0.0009489i,-0.0055979+0.0078941i,-0.014876-0.0018531i,-0.022106-0.01685i,-0.02391-0.020463i,-0.013171-0.015263i,-0.003852-0.011808i
