0.00099436-6.7164e-05i,0.0017712-0.00058573i,0.00076711-0.0017574i,-7.2256e-06-0.0025102i,-0.00084561-0.0015461i,-0.0020358-0.00023246i,-0.0020789+0.0009859i,-0.00067967+0.0013825i,0.00072563+0.00076851i,0.0014091+0.00070186i,0.00085377+0.00086024i,-0.0001647+0.00011944i,-0.00034077-0.0005866i,-0.00052633-0.0010727i,-0.00064018-0.0013851i,0.00013602-0.00045594i,0.00053219+6.1261e-05i,0.00031561-8.7351e-05i,2.476e-05+0.00076868i,0.00032596+0.00089813i,0.001157+0.00046052i,0.00077463-0.00018587i,0.00014033-0.0010649i
-0.0014398-0.00013993i,-0.00099069+0.00062709i,-0.00054075+0.0012485i,-0.00042085+0.0013223i,-0.00037112+0.0016498i,0.00060263+0.001173i,0.00067564+0.00018097i,-5.8039e-05-0.00056941i,-0.00024809-0.00062599i,-0.00054336+2.876e-05i,-0.00068496+0.00064031i,-0.00058713+0.00011649i,4.8133e-05-1.6433e-05i,0.00063851-6.0059e-05i,-8.3578e-05+0.00029794i,-0.0011422+0.00023914i,-0.0011697-0.00015801i,-0.00025622+0.00055126i,0.00023224+0.00032881i,-0.00010181+0.00019835i,-0.00020252+0.00076544i,-0.00054008+0.00047775i,-0.00079554-1.6256e-05i
-2.0516e-05-0.001393i,-0.00042719-0.00057253i,-0.0016933+0.00076058i,-0.0019582+0.0012809i,-0.0017552+0.00079062i,-0.00145+0.00088899i,-0.00096866+0.00063191i,-0.00022077-0.00056409i,0.00067055-0.001216i,0.00059544-0.00064046i,-0.00051457+0.00093882i,-0.00080845+0.0011484i,-0.00015498-0.00015049i,1.6681e-05-0.00056611i,-8.5748e-05-0.00060233i,-0.0003719-0.00030729i,-0.0011094-0.00031005i,-0.001018+0.00013039i,4.5916e-05+0.00028269i,0.00060294+2.0162e-05i,7.9336e-05-0.00041084i,-0.00063524-0.0011441i,-0.00011802-0.00050097i
0.00064093+0.00070696i,0.00054121+0.00018796i,0.0014712-0.00045341i,0.0020099-0.0008043i,0.0012197+1.465e-05i,-0.00028456+0.000621i,-0.00083249+0.0012574i,-0.00043544+0.0018592i,0.00037196+0.0011671i,0.00092936+0.0005189i,0.00063895+0.00075228i,-0.00012505+0.00094647i,-0.0010657+0.00053215i,-0.0014642+0.00011999i,-0.0013678-0.0002609i,-0.00027721-0.00051415i,0.0009002-7.0435e-05i,-8.5808e-05+0.00040351i,-0.0011111+0.00049097i,-0.0012487+0.0010586i,-0.00088335+0.0019921i,-0.00036747+0.0017211i,-5.405e-05+0.00076441i
-0.001691-0.0010707i,-0.0013424-0.0015607i,-0.0020055-0.0010298i,-0.0018561+0.00042391i,-0.00028434+0.0014754i,0.00094091+0.0017881i,0.0015541+0.0013275i,0.00070227-0.00027789i,-0.00047389-0.00021499i,-8.0154e-05+0.00057329i,0.00071015-0.00016607i,0.00074889-0.0010323i,0.00030638-0.0009591i,-0.0003148-0.00078914i,-0.00046705-0.0010184i,-0.00055682-0.00097495i,-0.00057051-0.00074377i,-0.00040915-0.00057136i,0.00018376+0.00073245i,0.00044046+0.0015035i,-6.5598e-06+0.00063791i,-0.00018858+0.00040574i,-4.6672e-05+0.0005015i
3.1757e-05-0.00044477i,-0.00084168-0.001076i,0.00062072-0.0007352i,0.00092922-0.00030016i,-0.00067696-0.00034766i,-0.0023415-0.00033626i,-0.0025766+0.00027068i,-0.001669+0.0002106i,-0.001474-0.00025181i,-0.0012899-0.0010224i,-0.00042414-0.0010394i,0.00077425+0.000115i,0.0010816+0.001049i,0.00064008+0.00072952i,0.0008842+0.00025574i,7.4123e-05+1.2115e-05i,-0.00039382+1.31e-05i,-0.00017749+0.0004229i,-0.00011429+0.00028962i,0.00055284+9.7059e-05i,0.00066089-0.00017766i,0.00030256-0.00079338i,-0.00031333-0.00088106i
0.00063599+0.00052079i,-0.00011436+0.00084973i,-0.0016377+0.0011958i,-0.0011311+0.00060801i,-0.00053858-0.00055633i,-0.00052851+8.7216e-06i,-0.0002169+0.00077168i,-0.00040741+5.6609e-05i,-0.00027477-0.0003908i,-0.00055881-0.00062141i,-0.00017952-0.0011849i,-0.00011038-0.0007679i,-0.0001044+9.193e-05i,0.00031435+0.00020461i,-3.3029e-05+8.5148e-05i,-0.00059465+0.00047036i,-0.00066961+0.0008505i,-0.00059851+0.00080837i,-0.0003885+0.00022152i,-0.00031883-0.00078615i,-0.00055551-0.00090463i,-2.6753e-05-0.00014606i,0.0004474-0.000475i
0.00054954-0.00039102i,0.0016771-0.00048173i,0.0019958-0.00017258i,0.0018784-0.00078749i,0.0017269-0.0015415i,0.0011704-0.0014215i,0.00085117-0.00033395i,0.00061001+0.00011341i,0.001067-0.00037951i,0.001137-0.00028652i,0.00059248+9.1982e-05i,9.0555e-05+8.0735e-05i,-0.00017703-0.00052216i,-0.00042269-0.00065812i,-0.00085639-3.0921e-05i,-0.00099056+0.00064093i,-0.00030534+0.00051258i,0.00013956+0.0005165i,-0.00043154+0.00045071i,-0.00057932-1.8242e-05i,-1.0756e-05-0.00049745i,-0.00042034-0.00040323i,-0.00070086+0.00017003i
-0.00054993+0.0017526i,-0.0015757+0.0014159i,-0.0030061+0.0012437i,-0.002134+0.00086001i,-7.7266e-05+0.00064485i,-0.00014777+0.0011054i,-0.00036462+0.0013091i,-0.00076732+0.00089045i,-0.00068727+0.00041587i,0.00023622+0.00057246i,0.000379+0.00088428i,-0.00022677+0.00048871i,-0.00018558-0.00061613i,-4.0034e-05-0.00082822i,-0.00048755-0.00046209i,-0.00098306-0.00073691i,-0.0005715-0.00069566i,-0.00023418-0.00011659i,-0.0002826+0.00012547i,-0.00047348+9.9481e-05i,-0.00058387+0.00027414i,0.00028902+0.00074329i,0.0009923+0.00037583i
-0.0020575+1.2221e-05i,-0.0019353-0.00090266i,-0.0010852-0.00073859i,0.00032077+0.00094231i,0.00036712+0.0019406i,-0.00042323+0.0015326i,-0.00056393+0.00027442i,-0.00038389+0.00034522i,-0.00064312+0.00055697i,-0.00025316+0.00035807i,8.0741e-05-4.6855e-05i,0.00032735-0.00041417i,0.0006063-0.00051803i,9.1216e-05-0.00051076i,-0.00041019-0.00043365i,-0.00034744-0.00044047i,-0.00036176-0.00050326i,-0.00089091-0.00027081i,-0.00089626+0.00025012i,-4.2869e-05+0.00018358i,2.3952e-05+0.00069933i,-0.00021685+0.00056902i,-0.00057768-0.00020398i
0.00097606-0.0011791i,0.00051029-0.001315i,-9.3304e-05-0.00059379i,-0.00097348-0.00067107i,-0.00091611-0.00083166i,-0.00018775-0.00060146i,-0.00029834-0.00033084i,-0.00045574-0.0002095i,-0.00059579-0.00085857i,-0.00050945-0.00070225i,0.00044101+0.00011088i,0.00062926+8.9009e-05i,0.00026772+0.00026127i,0.00064028+0.00024361i,0.00034248-0.00022495i,-5.6373e-05-0.00025388i,-6.2519e-05+0.00016019i,-0.00056509+0.00028292i,-0.00073925+1.252e-05i,-0.00036624-2.4218e-05i,-0.00015044-0.00026717i,0.00034585-0.00084937i,0.00034077-0.0011757i
0.00018353+0.00053904i,0.00049748+0.0013635i,0.0011553+0.0027621i,0.0014184+0.0022634i,0.0009357+0.0011761i,0.0003704+0.00012002i,0.00033033-0.00040915i,0.00021255+0.00024822i,-0.00012645+0.00037145i,-4.1953e-05+2.2925e-06i,-6.6033e-06+8.745e-05i,1.3756e-05+0.00087151i,9.2333e-05+0.0012622i,-0.00017729+0.00048462i,-0.00035791+0.00052722i,-0.00015577+0.0011176i,-0.0006745+0.00025427i,-0.0012399-4.7745e-05i,-0.00070709+0.00037725i,-0.00046254+0.00029399i,-0.00087095+3.9745e-05i,-0.00093121+4.8967e-05i,-0.0001905+0.00057163i
0.0004872-0.00016497i,-0.00013784+0.00049674i,-0.00054647+0.0014383i,-0.00049221+0.0014515i,0.00015417+0.0014054i,0.00050025+0.0016238i,0.00023759+0.0011564i,0.00044342+0.00079375i,0.00016522+0.00090692i,-0.00037614+0.00054232i,0.00026239+5.2018e-06i,0.00063726-0.00036857i,0.00048417-0.00018291i,0.00023847+3.5128e-06i,-0.00042758+0.00014039i,-0.00024289+9.0137e-05i,0.00017916-0.00028298i,-0.00024449-0.00019528i,-0.00038591+0.00015056i,-0.00020862+0.00057426i,-0.00041183-8.6323e-05i,-0.00066887+7.5916e-05i,-0.00049224+0.00033877i
-0.00015982+0.00037422i,0.00072606-0.00042489i,0.0012959-0.0011053i,0.0013224-0.00049677i,0.0014027-0.00016961i,0.0013015+0.00053304i,0.00091967+0.0014204i,-8.4577e-06+0.00050635i,-3.9866e-05+0.00027545i,0.00023765+0.00066162i,-5.6114e-05+0.00049696i,0.00011532+0.00061633i,-2.7246e-05+0.00051024i,-0.00046803-0.00016269i,-0.00035851-0.0005314i,-0.00026636-0.00087986i,0.00033129-0.00077298i,0.00057996+8.3493e-05i,-0.00051879+0.00043667i,-0.00062569+0.00050053i,-0.00034725+0.00034165i,3.1994e-05+0.00027846i,0.00042746+0.00018826i
0.00043436+0.0017661i,0.0007347+0.0020244i,0.00065564+0.0017247i,0.00027694+0.0014045i,0.00019675+0.00079631i,0.00056771+0.00079674i,0.0012396+0.00058537i,0.00090866-0.00020876i,0.00047712+7.6795e-05i,0.00024643+0.00040273i,-2.3211e-06+0.00057083i,-0.00042646+0.0010089i,-0.00021343+0.000277i,-7.5821e-05+1.7397e-05i,-0.00045798+0.0001595i,-0.00025239-0.00016195i,0.00011372-8.5009e-05i,-0.00011839+0.0003362i,-0.00049184+0.00018169i,-0.0015073+0.00043806i,-0.0011015+0.00026969i,0.00061547+0.00022796i,0.00061671+0.001044i
-0.0016835-0.00085954i,-0.001713-0.0010403i,-0.002117+0.00037571i,-0.0018823+0.0012826i,-0.0019931+0.0014931i,-0.001837+0.00095251i,-0.00067885+0.00062339i,0.00029782+0.00070876i,0.00061927-0.00013461i,0.00044033-0.000703i,0.00031079-9.2145e-05i,-5.2027e-05+0.00037679i,0.00020616+5.5535e-05i,0.00051452-0.00074272i,-4.7657e-05-0.00044682i,-0.00042835+0.00053974i,-0.00040129+0.0013037i,-0.00031774-2.6026e-05i,0.00049324-0.00037636i,0.0019898+0.0004037i,0.001949-0.0003203i,0.00038631-0.0010374i,-4.6702e-05-0.0013048i
-0.00038411+0.00037664i,-0.00072161-0.00028608i,-0.00017406-0.00088448i,0.0005583-0.0010476i,0.00092649-0.00064363i,0.0011721+0.00053272i,0.00074833+0.00048742i,3.6307e-05-0.00031725i,0.00055802-0.001002i,0.0010289-0.0012586i,-5.3504e-06-0.0013119i,-0.00013873-0.00049889i,0.00016808+0.00030139i,0.00050519+0.00026605i,-0.00034663+1.3628e-05i,-0.001017-0.00034548i,-0.00054234+0.00026168i,-0.00035613+0.00054066i,4.6632e-05+0.00017138i,-0.00014691+0.00011137i,-0.0010316-5.8602e-05i,-0.00080675-0.00032748i,8.144e-05-0.00025246i
-0.0013433-0.0010033i,-0.00074136+0.00057697i,-0.00033696+0.0018748i,-0.00070536+0.001859i,-0.00084078+0.0017613i,-0.00040957+0.0014253i,0.00050938+0.00058064i,0.00082883+6.8916e-05i,0.0001859-0.00058292i,-0.00066728-0.00048801i,-0.00036212+0.00036186i,0.00023411+0.00096317i,0.00022112+0.00029249i,0.00038471-0.00016188i,0.0001283-4.8421e-05i,-0.00036019-0.00078349i,-0.00091367-0.00076161i,-0.00066057-0.00029243i,9.0641e-05+0.00011005i,0.00038397+0.0005299i,0.00013867+0.0001878i,0.0002866-0.0005408i,0.0006477-0.00062494i
-0.0010225+0.00033373i,-0.0016046-0.00043333i,-0.0019938+6.7165e-05i,-0.0018775+0.001463i,-0.00079794+0.0014174i,-0.00069271+0.00011813i,-0.00094261-0.001191i,-0.00020166-0.00095454i,0.00017313-0.00015012i,-0.00013252-0.00016037i,-2.4528e-05-0.0004623i,-0.0002947-0.00026517i,-0.0011629-9.3174e-05i,-0.0014989-0.00028288i,-0.00084274+0.00013376i,-0.00029706+0.0011027i,-0.00023528+0.0011073i,0.00028331+8.0697e-06i,0.000548-0.00035918i,0.00022628-3.7533e-05i,0.00018285-0.00023289i,-9.5531e-05+8.2282e-05i,-0.00037676+0.00052153i
-0.00049881+0.0016254i,0.00088652+0.001526i,0.0017202+0.002106i,0.0013866+0.0018144i,0.0011881+0.00061703i,0.0006792-0.00040409i,-0.00010724-0.0002974i,-0.00053302-0.0002154i,-0.00017412-0.00025727i,7.684e-05-0.00020939i,0.00024781+1.784e-05i,0.00037527+0.00022397i,2.1676e-05-0.00037974i,-0.00077304-0.00066928i,-0.00069609+0.00018901i,-0.00047434+0.00042485i,-0.00048556+0.00051353i,-0.00043832+0.00080309i,-0.00062004+0.00071856i,-0.00091222+0.0003573i,-0.00065401+2.5916e-05i,-0.00029762-0.00016337i,0.00074719+6.9125e-05i
-0.00020042-0.00046912i,-0.00052097+0.00042103i,-0.0011022+0.00071255i,-0.0010011+0.00058565i,-0.00015793+0.0010655i,0.00014581+0.0013839i,0.00032025+0.0011201i,0.00029597+0.00073471i,5.5578e-05+0.00043438i,-5.6077e-05+0.00030799i,0.00013654-0.00020131i,-5.5992e-06-0.00027419i,-0.00014105-0.00033275i,-0.00060623-0.0010249i,-0.00093498-0.0010971i,-0.00010521-4.9658e-05i,0.00035881+0.00020833i,-0.00042877-0.00020891i,-0.00088847-0.00011973i,-0.00029983+0.00028137i,0.00020026+0.00020448i,0.00018726+0.00013506i,4.1378e-05+0.00029952i
0.00027338+0.0011946i,0.00086136+0.0013728i,0.0011277+0.0012422i,0.00076283+0.00014381i,-5.7014e-05-0.0014365i,0.00011618-0.00077327i,0.00088551+0.00047542i,0.00073386-0.00021536i,0.00060233-0.0017231i,0.00099105-0.001685i,0.00032147-0.00029298i,5.0422e-05+0.00048235i,0.0002962+0.00072351i,0.00012639+0.0001789i,0.00021074-0.00059699i,-0.00016399-0.00042987i,-0.00056288-0.00067813i,-0.00027586-0.00048655i,-0.00040438+0.00034233i,-0.00073392-4.2097e-05i,-0.00054863-0.00064261i,-0.00032296-0.00065163i,-0.00010501+0.00015538i
-0.0012574+0.00089015i,-0.0019609-7.4837e-05i,-0.001228-0.00079529i,-5.0449e-05-0.0013179i,-7.209e-05-0.0015203i,-0.0010218-0.0015578i,-0.0012537-0.00032212i,-0.00082111-0.00019479i,-0.00015663-0.0011444i,-3.2266e-06-0.0011113i,0.0001073-0.00063184i,-0.00070031-0.00037035i,-0.00154-0.00062598i,-0.0008454-0.00029404i,-0.00016186+0.00015556i,-0.00019358+0.00047535i,-0.00063031+0.00038131i,-0.00039745+0.00043887i,8.364e-05+0.00060918i,4.6968e-05-9.5801e-05i,-0.00018709-0.00059401i,-0.00066508-0.00063776i,-0.00035179+4.1296e-05i
-0.00069746+0.00092677i,-6.0897e-05+0.00077611i,0.00035202+0.00055661i,0.00068994+0.00010471i,0.00053357-7.4529e-05i,0.00080172+2.1651e-05i,0.00083641+0.00014871i,0.00028599+0.00024648i,-0.00010673-5.5521e-05i,0.00047863-0.00077062i,0.00023942-0.0015982i,-0.00039025-0.0008702i,-0.00067343+0.001026i,-0.0020461+0.00065013i,-0.0016598-0.0006703i,-0.00036566-0.00082459i,0.00015407-0.00074343i,0.00047195-0.00059381i,0.00024634+0.00052338i,-0.0006412+0.00043633i,-0.00029666-5.3698e-05i,0.00032526+1.3599e-05i,0.00021783-4.525e-05i
0.00061639-0.0012094i,0.0001503-0.0016745i,-0.0013629-0.0012886i,-0.0013669-7.5033e-05i,-0.00039808+0.0012688i,-0.00033687+0.0014907i,-1.4256e-05+0.0011118i,-0.00013199+0.00013296i,0.00010778-0.00065699i,-9.7405e-05-0.0005739i,-0.00077577-0.00087381i,-0.00037546-0.00092037i,0.00029911-0.0010037i,0.00023416-0.0015997i,-2.2847e-05-0.001345i,-0.00053938-0.00011583i,-0.00064842+0.00029946i,-0.00068149-8.6573e-07i,-0.0010983-0.0002749i,-0.001133-0.00025641i,-0.00051415-0.00023178i,7.8735e-05-0.00038336i,0.00051712-0.00046512i
-0.0011091+4.9355e-05i,-0.0012263+0.00020708i,-0.00063915+0.00042933i,-0.00051709+0.00023918i,-0.00019362-0.00061124i,-6.8905e-05-0.0010628i,-0.00072146-0.00029967i,-0.00029769-3.8319e-05i,0.00011829-0.00037904i,-8.3036e-05-0.00076304i,-6.9223e-05-0.0011906i,-0.00034572-0.0005419i,1.5814e-05-0.00011984i,-0.00012788-0.00051809i,-0.0010349-0.0010291i,-0.00056435-0.00074638i,-0.00020466-0.0001811i,-0.00071322-0.00012848i,-0.00049427-0.0001452i,-0.0002331-3.147e-05i,0.0002381+0.00012248i,0.00080591-0.00016377i,0.00080722-0.00015271i
-0.0003708+0.00039374i,-0.00049335+0.00079814i,-0.00088011+0.0014467i,0.00032893+0.0011241i,0.0015271+0.00043805i,0.00092706+0.00010465i,0.00052905-0.00018026i,0.00017965-0.0013193i,-2.2829e-05-0.0018644i,-7.1813e-05-0.0019575i,-0.00054987-0.0022331i,-0.0011369-0.0017881i,-0.00042343-0.00054574i,0.00024029+1.6347e-05i,0.0002208-0.00042285i,0.00025454-0.00022055i,-0.00030323+0.00029139i,-0.0010606+0.0009726i,-0.00085057+0.00057223i,0.00048107-0.00062367i,0.00073076-0.00051059i,3.916e-05+0.00016205i,-0.00013933+0.00050036i
-0.0004843+0.00014349i,0.00034414+0.00089626i,0.00017961+0.00069366i,-0.0003228+0.00084686i,-0.00011359+0.0011619i,0.0013449+0.00031088i,0.0021368-0.0025358i,0.0010877-0.0046195i,-0.00064705-0.0054405i,-0.0023454-0.004733i,-0.0033007-0.0023908i,-0.0026437-0.00080282i,-0.0012214+0.00022432i,-0.00042687+0.00092251i,-0.00041344+0.00046525i,-0.00038249-0.00028844i,-0.00024175-0.00053243i,-0.00062665-0.00043324i,-0.00059374+0.00033652i,5.0138e-05+0.0003817i,0.00041643-0.0002455i,0.00030063+0.0004697i,-9.0438e-05+0.0012131i
0.00097895+0.0016867i,0.0007327+0.0015908i,0.00092714+0.00094142i,0.0011324+8.1842e-05i,0.00077359+0.00069081i,2.3283e-05+0.0018804i,-0.0011005+0.0026416i,-0.00084532+0.0027119i,0.00089721+0.0025662i,0.0016862+0.0023227i,0.0024523+0.0010337i,0.0025395-0.00059407i,0.0013315-0.0017343i,0.00029253-0.0022734i,-0.00057939-0.001359i,-0.00053314-0.00018953i,0.00031878+0.00063593i,-0.00031902+0.0012424i,-0.0011327+0.00088831i,-0.00044414+0.00075299i,3.9146e-05+0.00060175i,-6.5539e-05+8.7954e-05i,-0.00028962-2.966e-05i
0.00014938+0.0013013i,-0.00048777+0.0014842i,3.0657e-05+0.00096745i,0.00031803+0.00054814i,-0.00011862+0.00073271i,-0.00082257+0.00073247i,-0.0010398+0.001767i,-0.0011156+0.0027041i,-0.0001731+0.0023645i,0.0010421+0.0010407i,0.001204+0.00040495i,0.00093348+0.00017147i,0.0004382-0.0004456i,-0.00049761-0.0011842i,-0.0011148-0.00090708i,-0.0013525+0.0010846i,-0.000611+0.0015603i,0.00067022+0.00099476i,0.00064789+0.0012915i,9.6009e-05+0.00097601i,-1.6859e-05-0.00029939i,0.00044517-0.00078906i,0.00080326-4.3918e-05i
-0.00045653-0.0011237i,-0.0011727-0.00018628i,-0.0014039+0.00030979i,-0.00048093-8.6603e-05i,0.0003973-0.00055055i,-0.00027963-0.00069176i,-0.0011688-6.7951e-05i,-0.0013745+0.00027155i,-0.0017672+0.00042476i,-0.00022983+0.00026836i,0.00086793-0.00057183i,0.00030942-0.0007945i,0.00022-0.00047701i,-0.000361-0.00015255i,-0.0014065-0.00033228i,-0.0014378-0.00031177i,-0.0011908+4.3981e-05i,-0.0011307+0.00069355i,-0.00013993+0.00034888i,0.00052552-0.00057568i,0.00013616-0.0011534i,5.7252e-05-0.00078197i,8.9868e-05-0.00032799i
0.0023675-0.00020447i,0.00085721-0.0012452i,0.0008743-0.0026386i,0.0008468-0.0030623i,6.6296e-05-0.0027053i,-0.0014577-0.0003091i,-0.0015369+0.0014434i,-0.00010987+0.0014557i,0.00068887+0.00092604i,0.00032557+0.00035236i,-0.00030476+0.0003339i,-0.00013365+0.00047642i,0.0010024+0.00017119i,0.00099092-0.00037646i,0.00049772+1.7925e-05i,0.00029699+0.00041695i,-0.0002773+0.00016548i,-0.00040519+0.00026671i,0.00035655+0.00028485i,0.00089546+0.00013706i,0.0010456+0.00050809i,0.00056864+0.00056463i,-0.0002376+1.819e-05i
0.00078104-0.00042026i,0.00018846-0.00011833i,-3.9423e-05-0.00023908i,0.000553-0.0012769i,0.00094211-0.0010099i,0.0006882+0.00069013i,0.00066705+0.00053997i,0.00038095-0.00043289i,-0.0003582-0.00025878i,-0.00041103-0.00011837i,0.0001286-0.00025674i,0.0004405-0.00025636i,0.00012881-0.00024242i,-0.00059143-0.00053532i,-0.00067887-0.00090252i,-0.0005842-0.0004102i,-0.00052136+1.3473e-05i,0.00037143+4.7066e-05i,0.00089734+0.00030744i,0.00066205+0.00028194i,0.00026166+0.0002865i,-8.5595e-05-0.00021604i,0.00014701-0.00069694i
-0.002163-0.00095448i,-0.0018359-0.001197i,-0.00076932-0.00019326i,0.00054622+0.00085564i,0.0014523+0.0016549i,0.0014713+0.0018505i,0.0010097+0.00076214i,-0.00043925+0.00036089i,-0.0012398+0.0009019i,-0.0010755+0.00093145i,-0.00057514+0.00026861i,0.00020416+9.5565e-05i,0.00041541+0.00018464i,-0.00024326-0.00061238i,-0.00053491-0.0018427i,-0.00058398-0.0013229i,-0.00081779+0.0001878i,-0.00033176+0.00025712i,-0.00016062+0.00026459i,0.0001583+0.0006166i,0.00088486+0.00072539i,0.0006097+0.00030601i,3.4446e-05+9.6237e-05i
0.00041113-0.0006195i,-0.00048851-0.00097309i,-0.00053767-0.001054i,-0.00032906-0.00099721i,-0.00031888-0.00040267i,-0.00078584+0.00073242i,-0.0010498+0.0017811i,-0.00097229+0.0018214i,-0.00084799+0.0014628i,-0.00010409+0.00081792i,0.0006652+0.0007295i,0.00077839+0.00059678i,-0.00017031+3.083e-05i,-0.00091118-0.0001575i,-0.00060358-0.00058078i,-0.00027628-0.00026787i,-0.00069164+0.00091018i,-0.00047855+0.001209i,0.00030007+0.00070043i,8.6007e-05+0.0002402i,6.0629e-05+0.00064816i,0.00016981+0.00059384i,-0.00059274+4.5989e-05i
-0.0020423+0.0014511i,-0.0027888+0.0022375i,-0.0024204+0.0025595i,-0.001149+0.0023532i,-0.00043016+0.0014766i,-0.00090739+0.0010059i,-0.00151+0.00056643i,-0.0010857+0.00017653i,-5.5499e-06+0.0010052i,0.00071858+0.001127i,0.00042998+0.00052989i,0.00017001+0.00060753i,0.00062139+1.4726e-05i,0.00046577-0.00071588i,0.00022081-0.00037532i,-1.7705e-05+0.00051648i,0.00017773+0.0006227i,0.00025079+0.0002016i,-0.00018919-4.4057e-05i,-0.00029685+0.00013736i,-0.00053014+0.00050633i,-0.00080337+0.00019863i,-0.0011559-0.00034811i
0.0014089-0.00037143i,0.0017277+0.00030387i,0.0024104+0.0010783i,0.0022171+0.00027659i,0.0016672-0.00042249i,0.00076392-0.00066051i,0.00032433-0.00019511i,0.00020753-0.00011128i,-7.4889e-05-0.00048984i,-0.00023452-0.00037351i,-0.00025613-0.00043533i,-0.00045631-0.00028133i,-0.00030663+0.00040948i,0.00054794+0.00037004i,-3.9621e-05+0.00024568i,-0.0003886+0.00071841i,-0.00029773+8.8608e-05i,-0.00043754-0.00014051i,-0.00059772+0.00022406i,-0.00094108+0.00035031i,-0.00066616+0.00018i,0.00022745-9.4374e-05i,0.0007736-0.0001906i
-0.00092702+0.00047249i,-0.0013866+0.00057224i,-0.0013257-3.0143e-05i,-0.00021904-0.0005504i,-0.00034804-0.0002236i,-0.0012298+0.00044163i,-0.00074847+0.00075243i,-0.00077667+0.0010181i,-0.0010041+0.0011627i,-0.0006803+0.00054694i,-0.00019197-4.4148e-05i,0.00012846+0.00019876i,-0.00050814+0.00014726i,-0.00097391-0.001043i,-0.00070778-0.001883i,-0.00082165-0.00099693i,-0.00044395+0.0002574i,0.00037194+0.0008351i,0.00027608+0.0006272i,-0.00034664-0.0003037i,-0.00022127-6.0749e-05i,0.00031656+0.0008222i,0.00077513+0.00034346i
0.00026929-0.00081726i,-0.00061689-0.0016674i,-0.00022799-0.0029614i,-9.1953e-05-0.0024568i,-0.00056963-0.0013358i,-0.0011836-0.00038137i,-0.0014505+0.0002877i,-0.0010509+2.855e-05i,-0.00034776+0.00044473i,-9.447e-06+0.00081289i,0.00014327+0.00037377i,0.00032529-0.00033204i,0.00061201-0.00016338i,0.00040938+0.00040335i,0.0006166+0.0009539i,0.00055101+0.0009422i,-0.00024105+0.00054804i,0.00022272+0.00012468i,0.00072179-0.00029821i,7.6711e-05-0.0005885i,-0.00018027-0.00050858i,0.00014925-0.00015666i,0.00050182-0.00063657i
-0.00043402+0.00050447i,-6.2899e-05+0.00033244i,-0.00066364-0.00042937i,0.00013157-0.00089738i,0.00052115-0.00093346i,0.00037926-0.00063929i,0.0008211-0.00027516i,0.0010654+0.00017236i,0.00059627-1.0678e-05i,0.00035684-0.00052247i,0.00077785-0.00037068i,0.00070211-0.00032279i,0.00040603-0.0005589i,0.00043681+1.8344e-05i,-0.00049813-7.6981e-05i,-0.000338-0.00088735i,0.00014957-0.00078407i,-8.1925e-05-0.00081781i,-0.00051076-0.00014173i,-0.0002532+0.00046781i,0.00070608+0.00047146i,0.00060428+0.00027384i,0.00062073-0.00022729i
-0.0025763+0.00076101i,-0.0031714+0.0010085i,-0.0028225+0.00064757i,-0.0011544+0.0012275i,-0.00014915+0.0014249i,0.00038574+0.00080088i,-0.000513+0.00055149i,-0.0013354+0.00055953i,-0.00070002+0.00098133i,-0.00055354+0.00079413i,0.00013226+0.00044039i,0.0008879+0.00077237i,0.00036941+0.00082513i,-3.8899e-05+0.00061136i,-0.00024953+0.00066968i,-0.00043833+4.9086e-05i,-6.2113e-05-0.0001256i,6.0591e-05+0.0005917i,-0.00046536+0.00029555i,-0.0016053-0.00011077i,-0.0015582+0.00022033i,-0.00030066+0.00042119i,-0.00057736+0.00035982i
-0.0004455+8.1698e-06i,0.00015393-5.9447e-05i,0.0017604+0.00048451i,0.0012229-0.00014805i,-0.00022162-0.0011105i,-0.00072436-0.00011531i,-0.00064614+0.00093088i,-0.00075454+0.00066292i,-0.00017621-0.00012639i,0.00065911+3.757e-05i,0.00096174+0.00091374i,0.00054115+0.0014677i,-7.1431e-05+0.00097694i,-0.00033433+0.00026498i,-0.00040471-0.00078948i,0.00022072-0.0013054i,0.00055477+3.1019e-05i,0.0002721+0.00068933i,0.00016605+0.00040882i,-0.00029081+0.00079673i,-0.001225+9.2847e-05i,-0.001115-0.0010239i,-0.00056791-0.00084423i
0.00015153+0.0025809i,-0.00019313+0.0031304i,-0.00065685+0.0026619i,-0.0001742+0.0014445i,-0.00023095+0.00057485i,-0.00034084+0.00065279i,0.00013071+0.00080813i,0.0003814+0.00097839i,-0.00052624+0.00073552i,-0.00093954+0.0001813i,-6.9627e-05+0.00035751i,0.00022711+6.7673e-05i,0.00014874-8.6039e-05i,-0.00021945+0.00047028i,-0.00083108-0.00036013i,-0.00061943-0.0014272i,-0.00016242-0.0011498i,0.00019322-0.00075084i,0.00031199-0.00062672i,0.00025485+0.00031358i,8.3384e-05+0.00050028i,8.7689e-05-0.0004365i,0.00048637-0.0003984i
