-0.00026694-0.0011661i,-0.00035608-0.0025235i,-0.00093177-0.002521i,-0.0014559-0.00092434i,-0.0013389+0.00071032i,-0.0019846+0.0023056i,-0.0020887+0.0024255i,-0.00075366+0.0017006i,0.0008085+0.0010658i,0.0012788+0.00036555i,0.00012631-0.00039529i,-0.00013389-0.0011924i,0.00079977-0.0010919i,0.00088703-0.00042145i,0.00075883-0.00022183i,0.00083114+0.00012273i,0.00038257+0.00045432i,0.0008959+0.00044485i,0.0012423+0.00014023i,0.00038711-0.00040868i,0.00011228-0.00072932i,-0.000647-0.00077926i,-0.00065503-0.00061015i
0.00054891-0.0021351i,-0.00045731-0.001231i,-0.0018153+0.00017042i,-0.0018109+0.0014579i,-0.0016532+0.0032936i,-0.00043306+0.0036533i,0.00087255+0.0018833i,0.00047839+0.00067699i,0.000117-9.4711e-05i,-0.00057095-0.0010959i,-0.00091638-0.0009626i,-0.000755-0.00065444i,-0.00034472-0.00065741i,0.00028214-0.00023904i,0.00083511+0.00025663i,0.00099905+0.00040313i,7.3874e-05+0.00061178i,-0.00059459+0.0012383i,-1.8749e-05+0.00067139i,0.00022486-0.00066146i,0.00031796-0.00086703i,0.00040185-0.00039292i,-0.00055687-0.00040807i
-0.0029926-0.00073053i,-0.0019759-0.00062901i,-1.8841e-05-0.0011493i,0.0011279-0.00058143i,6.4931e-05+0.00054042i,-0.00086158+0.00094063i,-0.00062585+0.00079582i,3.309e-05-0.00062591i,0.00066797-0.001316i,0.00033597-0.00038091i,-0.00094757+0.00023841i,-0.0013881-0.00015188i,-0.001229-0.00033702i,-0.00050938-0.00023614i,-0.00016247-0.0002541i,0.00024388-0.00038678i,0.00071528-0.0011829i,0.00040579-0.00065996i,0.00022796+0.00041661i,0.00023683-0.00056593i,0.00030926-0.00074126i,0.00064147+0.00024309i,0.00032461+0.00019729i
0.0027138-0.0015271i,0.002465-0.0015301i,0.0014043-0.0019917i,-0.00052713-0.00079713i,-0.00099987+0.00096103i,-0.00036431+0.0025905i,-0.00029354+0.0015431i,-0.00048833+3.9917e-05i,-0.0010117+0.00010007i,-0.0013505+0.00035565i,-0.00072965-7.1096e-05i,-0.00030452-0.00036274i,-0.00042848+0.00035096i,-0.00049174+0.001008i,-0.00056386+0.00093805i,-0.00016442+0.0010643i,0.00054894+0.00080622i,0.00077457+6.1689e-05i,0.00026836+5.3184e-05i,-0.0002356+0.00027458i,-0.00015772+0.00047029i,-0.00015264+0.00026035i,-0.00077282-0.00015245i
-0.00081436+0.00015141i,-0.00058738-0.00027008i,-0.00076587+0.00050887i,-0.00079687+0.0011697i,0.00018729+0.0027047i,-0.00019869+0.003645i,-0.0010091+0.0032231i,-0.00057012+0.0013621i,0.00022641-0.00033776i,0.00026436-0.00050767i,0.00047132-0.00086558i,0.00037596-0.00097242i,0.00010274-0.00064114i,0.00016369-0.00015354i,7.3068e-05+0.00028093i,0.00058524+0.00011884i,0.0011643+0.00071556i,0.00059666+0.0010969i,5.5633e-05+5.9898e-05i,-1.6111e-05-0.00090501i,-0.00023657-0.00085788i,-0.00023273-0.00055087i,-0.00015607-0.00038365i
-0.0014125-0.00059764i,-0.00052403-5.7678e-05i,0.00091658+0.0013576i,0.0019653+0.0031i,0.0023725+0.0034721i,0.0019954+0.0023193i,0.0010802+0.00096294i,0.00056982-0.00030286i,0.00029912-0.00044553i,0.00021448+0.00076243i,0.00078555+0.000575i,0.00034732+0.00017069i,-0.00053916-8.033e-05i,-0.0005046-0.0003365i,-0.00059213-9.9459e-05i,-0.00050608+3.8224e-05i,-0.00031605-0.00026734i,-0.00052116+0.00021561i,0.00010726+0.00071818i,0.00086348+0.00046406i,0.00046811+0.0006435i,-3.686e-05+0.0004217i,-0.00014909+0.00029526i
0.00037685+0.0024617i,-0.00058671+0.0025695i,-0.0012983+0.0021615i,-0.00089199+0.0017509i,0.00082821+0.0022347i,0.0014866+0.0020244i,0.00015435+0.00080957i,-0.0005453+0.00060294i,-7.9079e-05+0.00063588i,0.0007868+0.00064409i,0.00053474-9.3915e-05i,-0.00034703-0.00065813i,-0.00032239+0.00043291i,4.2533e-05+0.00095962i,-0.00019025+0.00099659i,-0.0010017+0.00076423i,-0.0011267+8.8702e-05i,-0.00047259+0.00029013i,-0.000378+0.00057063i,-0.00029654+0.00030263i,0.0002492-0.0001859i,0.0010384-0.00068242i,0.00099836-0.00033531i
-0.0004664+0.0033309i,-0.00053966+0.0043129i,0.00090509+0.0036637i,0.0011984+0.0018503i,0.0004411+0.0012418i,0.00017521+0.0018449i,-0.00013231+0.001655i,-2.96e-05+0.00072499i,8.155e-05+0.00054287i,-0.00038248+0.00045642i,-0.00041307-0.00028124i,-2.9248e-05-0.00033201i,-0.00081746-0.00038389i,-0.00175-0.00064018i,-0.0013792-7.0608e-05i,-0.001119+0.00048419i,-0.00099479+0.00079941i,-0.00027723+0.0002289i,0.00025326+1.5757e-05i,-8.2184e-05+0.00030707i,-0.00053262+0.00010863i,-0.00050054-0.000369i,-0.00012367-0.00064004i
0.0020787-0.0014299i,0.0026148-0.0019834i,0.00090503-0.0024635i,-0.00066642-0.00115i,-0.0011784+0.0015003i,-0.00067294+0.0017307i,0.00020268+0.00053572i,-0.00026982+0.00054772i,-0.00045203+9.1662e-05i,-2.7022e-05-0.0001657i,0.00026836-0.00020255i,-8.546e-05+0.00010722i,-0.00066763+0.00053394i,-0.0005913-0.0001119i,5.9596e-05-0.00035494i,0.0002096-0.00024904i,0.0001714-0.00050926i,-0.0002594-0.00054681i,-0.00040758+0.00034587i,0.00025612+0.0010315i,0.00058709+0.00053471i,0.00044562-0.0003344i,0.0005093+0.00015927i
0.0010933-0.00019393i,0.00095203-0.0014917i,0.00082068-0.0026448i,0.00035675-0.0014924i,-0.00027209+0.00021743i,-0.0012864+0.0013285i,-0.00041162+0.0011182i,0.00079107-1.7024e-05i,0.00056921-0.00024975i,-0.0001273-0.0006412i,0.00031525-0.00092839i,0.00040045-0.00061886i,-0.00017957-9.1884e-05i,-0.00059281+0.00077711i,-0.00021379+0.0005917i,0.00016762-0.0002115i,-0.00021013-0.00049683i,-0.00056968-0.00021906i,-0.00064643-0.00051133i,-0.00070818-0.0004322i,-0.00078915+0.00029601i,-0.00030116+0.00059867i,0.0005938+0.0004003i
0.00098979+0.0016716i,0.00069617+0.0018033i,-0.00010958+0.0015699i,-0.00060935+0.0017389i,-0.00022759+0.002796i,0.00071751+0.0023008i,0.00050138+0.0004213i,-0.00034468-0.00033637i,-6.8985e-05+0.00015469i,-0.00025182+0.00017608i,-0.00064921-0.00027139i,-0.00035647+3.5774e-05i,0.00042067+0.00038059i,0.00051527+9.3739e-05i,0.00020207-0.00022062i,0.00054469-0.00012257i,0.00097267+0.00060295i,3.157e-05+0.0011805i,-0.00010941+0.00046848i,0.00040429+0.00040284i,-0.00074686+0.00080007i,-0.0013965+0.00072152i,-0.00061941+0.00066616i
-0.0021949-0.00052854i,-0.0030095+0.00038262i,-0.0017421+0.0015401i,-0.00029991+0.0024287i,0.00027431+0.0026858i,-0.00020681+0.0023246i,0.00015435+0.0013327i,0.00046988-0.00032953i,-0.00023743-0.0010436i,7.4334e-05-0.00072221i,0.0011782-0.00016902i,0.0011254+8.723e-05i,-0.00015628-0.00022331i,-0.0006639-0.00023958i,-0.0005644-0.00025616i,0.00042384-0.00023586i,0.00066241-0.00045639i,-5.7975e-05-0.0004371i,-0.00015645-0.00046699i,-0.00022271-0.00058924i,-0.00020058-0.00074546i,3.2086e-05-0.00085796i,-0.00027866-0.0004301i
0.0010933+0.00017225i,0.0021113-0.00032541i,0.002027-0.00040359i,0.00083531+0.0011642i,0.00023485+0.002493i,-0.00052894+0.00213i,-0.00063752+0.0013416i,4.983e-05+0.00077912i,-0.00044276+1.7762e-05i,-0.00077707-0.00017787i,-0.00037645+0.00024946i,2.747e-05-0.00016908i,0.00015326-0.00044078i,0.0004127+4.5723e-05i,0.00037108-6.2098e-05i,0.00044802+0.00023336i,-3.5482e-05+0.00050062i,-0.00065057+0.00058476i,-0.00041201+0.00037239i,-1.4792e-05+0.00033398i,-1.0052e-05+0.00031318i,0.0003162+0.0002267i,0.00052678+0.00050042i
0.00017281-0.0008295i,-0.00033187-0.00085347i,-0.001529-0.0012528i,-0.0012639-0.00027132i,-0.00057652+0.0019506i,-0.00047633+0.0022586i,-0.00017123+0.0016504i,0.00012176+0.00039551i,0.0003479-0.00096163i,-3.2545e-05-0.00039509i,-0.00032272+0.00077865i,-0.00028324+0.00080446i,6.6536e-05+0.0004473i,-0.00032249+0.00049698i,-0.0010902+0.00038978i,-0.00081145+0.00010366i,-8.473e-05-0.00029586i,0.00041716-0.00030303i,0.00021088+3.6851e-05i,9.74e-05-0.00015444i,0.00052664-0.00023836i,0.00047603-0.00057632i,0.00016791-0.00036627i
-0.0025847-0.00063606i,-0.0021562+0.00021913i,-0.0020172+0.0016289i,-0.00067661+0.0025704i,0.00068396+0.0037991i,0.0018354+0.0022816i,0.0017141-0.00036354i,0.0013332-0.00083908i,0.00026211+0.00050823i,-0.00019578+0.0012533i,0.00032889+0.0006224i,7.7374e-05-0.00018471i,-0.00037389-0.00047921i,-0.00077617-0.00026674i,-0.00084224+0.00035273i,-0.001197+0.0004288i,-0.00080406+0.00010196i,1.5901e-05-0.00010601i,0.00016303+3.2781e-05i,-0.00051724+0.00075787i,-0.00042924+0.00045815i,9.117e-05-0.00059232i,0.00034996-0.0010363i
-0.0016077-0.004002i,-0.0012836-0.0030861i,-0.0018435+0.00013407i,-0.002437+0.0032232i,-0.0017548+0.0042836i,-8.7889e-05+0.002948i,0.0005879+0.001256i,0.0010433+5.7628e-05i,0.0005115-0.0013023i,0.00010289-0.001513i,0.00017724-0.00064515i,0.0002004-0.00014343i,7.8246e-05+0.00022451i,5.7915e-05+0.00041204i,0.00023806+4.3325e-05i,0.00013092-5.8833e-05i,-0.00047364-6.503e-05i,-0.00056852-0.00058475i,-0.00041566+5.579e-05i,-0.00079625-0.00018509i,-0.00058234-0.00088681i,-0.00010835-0.00081145i,0.00013882-0.0007347i
0.00057751+0.0010749i,0.00019771+0.00018359i,0.00019029+7.2613e-05i,-0.0011932+0.00059584i,-0.0017565+0.0013547i,-0.0011652+0.0020927i,-0.00099864+0.0011294i,-0.00045303-0.0001059i,-0.00056068-0.001049i,-0.0010732-0.0012301i,-0.00055269-0.00035401i,-0.00032597+0.0003786i,-0.00046034+0.00038415i,-0.00063063-0.00012469i,-0.00039313-0.00049953i,0.00026477-0.00046498i,0.00027533-0.0006783i,0.00032817-0.00082067i,0.0010159+0.00027376i,0.0012663+0.0010059i,0.00099363+0.00055226i,0.00052197+2.2908e-05i,0.00081067+3.2332e-05i
0.00084013-0.00017914i,0.00080227-0.00099825i,0.00032791-0.0014282i,-0.00053287+0.00036813i,-0.001054+0.0024532i,-0.00065572+0.0025531i,0.00025092+0.0013044i,0.00085972+0.00060832i,0.00095285+8.453e-05i,0.00026869+0.00014871i,-5.3614e-05+0.0010581i,0.00042711+0.0006124i,0.0004553+5.4086e-05i,0.00015443-7.1988e-05i,0.00014317-0.00018647i,0.00067821-1.1829e-05i,0.0010787+0.00034869i,0.00079514+0.00023404i,0.0003044+6.7624e-05i,0.00070315+0.0001266i,0.00049594+0.00069359i,-0.00011129+0.0010712i,0.00038258+0.00049237i
0.00030058+0.00022995i,-0.00042304+0.00032199i,-0.0004566+0.00083952i,-0.00047932+0.0017863i,-0.00031496+0.0030351i,-0.00037038+0.0026437i,-0.0008982+0.00087667i,-0.00083034-0.00068799i,-0.00038907-0.00097252i,0.00030524-0.00072957i,8.4357e-05-0.00046123i,-0.00067045-0.0004474i,-0.00066436-0.00018164i,-2.7443e-05+0.00022311i,0.00063967+0.00030651i,0.0011087+4.7441e-05i,0.00087144-0.00056259i,-0.00020144-0.00034219i,-0.00065368-7.0592e-05i,-0.00054006-0.00044419i,-0.00095042-0.0002168i,-0.0012362+0.00025994i,-0.00065725+0.00019357i
-0.00038833+8.9574e-05i,-0.001127+0.00055966i,-0.00057084+0.00084584i,0.00064012+0.0011389i,0.00077838+0.00081902i,9.5484e-05+0.00011339i,-0.0004484-0.00022988i,0.00013741-0.00033823i,0.0014133-0.00058162i,0.0020046-0.00073936i,0.0014646-0.00098129i,0.0006523-0.00054757i,-1.8968e-05-0.00053359i,-0.00049233-0.00037347i,-0.000452+0.0005201i,-9.208e-05+0.0010768i,0.00084619+0.00062531i,0.0013823-0.00040924i,0.00082366-0.00032986i,-7.0349e-05-0.00022511i,-0.00041203-1.8018e-05i,4.3229e-05+0.00056154i,0.00056409+0.00050153i
0.0030473-0.0028877i,0.0024265-0.0039636i,-0.00013547-0.0039786i,-0.001706-0.0021785i,-0.0017077+0.0003321i,-0.0011433+0.0018963i,-0.00042263+0.0015862i,0.00059515+0.00093308i,0.00044358+0.00024299i,-0.0013153-0.00019729i,-0.0011019+0.0002108i,0.00047688+0.00074062i,0.00075618+0.0010161i,0.00043037+0.0012402i,0.00025747+0.001448i,-0.0002985+0.0012329i,-0.0010283+0.00056187i,-0.00058349+0.00026394i,0.00039104+0.00061998i,0.00036996+0.00055806i,0.00014046+3.5922e-05i,0.00039269-0.00042443i,0.00038747-0.00017865i
-0.000425-0.0012513i,-0.00028486+5.0722e-05i,-1.2151e-05+0.00040687i,-0.0006989+0.00067693i,-0.00083571+0.0018938i,-0.00032464+0.0027493i,0.00084263+0.0011935i,0.00095238-9.527e-05i,-0.00016973-0.00024842i,-0.00085143-0.00044601i,-0.001016+0.00011929i,-0.00072782+0.00080132i,-0.00081666+0.00012535i,-0.00079551-0.00026738i,-0.00096664+0.00056084i,-0.00081654+0.0010406i,-0.00064021-0.00012699i,-0.00058989-0.00062864i,2.354e-05-0.000148i,0.00042426-0.00035048i,0.0003178-0.00023069i,0.00019687+0.00030611i,8.2533e-05+0.00025604i
0.0022643+0.00037354i,0.0019251+0.00033392i,0.001468+0.00073631i,0.001147+0.00044538i,0.00075656+9.174e-05i,8.069e-05+0.00011625i,-0.00045067+0.00022902i,-0.00062578+5.6238e-05i,1.2474e-05-0.00029461i,0.00056476-0.00056586i,0.00031921-0.00056842i,0.00040956-0.00034265i,-0.00011847+2.0531e-05i,-0.00027088+0.00033366i,-0.0004399+0.00025219i,-0.00136-0.00019409i,-0.0014338-0.00020968i,-0.0012578+0.00030701i,-0.00063563+0.00043493i,-0.00013854+6.1016e-05i,-0.00029326-0.00011111i,-0.00048976+0.00018638i,-0.00059825+0.00034783i
-0.0024854+0.0014814i,-0.0028645+0.0016819i,-0.0022349+0.0010063i,-0.00056133+0.0018381i,-0.00036527+0.0026608i,-0.001189+0.0017904i,-0.0013332+0.00042732i,-0.00097484-0.00023491i,-0.00034113-0.0012016i,0.00042393-0.0013763i,0.0011316+6.6216e-05i,0.0007998+0.00042315i,0.00050981+0.00065368i,0.0001862+0.00043924i,-0.0006348-0.00074401i,-0.00031521-0.0017352i,-6.7878e-05-0.0025867i,0.00017305-0.0021736i,0.00017683-0.00070051i,-0.00054706+0.00040624i,-6.3341e-05+0.00038907i,0.00060563-0.0001267i,0.00048183-0.00053052i
0.00020496-0.00089108i,0.00018124-0.00030234i,-0.0011101+0.00072576i,-0.0020529+0.0016042i,-0.001735+0.0022337i,-0.00079627+0.002408i,0.0002083+0.0018366i,0.00096395+0.00096168i,0.0012117+0.00040142i,0.00074838+0.00088513i,6.8046e-05+0.0011089i,0.00045575+0.0012816i,0.0010551+0.0012996i,0.0011067+0.00039649i,0.00054967+0.00038352i,3.0373e-05+0.00032569i,0.00041157+0.00074249i,0.00033879+0.0011155i,-0.00022943+0.00024086i,-0.00037311-0.00056217i,-0.00018413-0.0002996i,0.00018803+7.8811e-07i,0.00015492+0.00019647i
-0.001298+0.001867i,-0.0016493+0.0029329i,-0.00092914+0.0031869i,-0.00055225+0.0020363i,-0.00043688+0.0022693i,-0.00018903+0.0022843i,0.00057633+0.0014125i,0.0010252+0.00048495i,0.0011851-0.00012284i,0.0010793+0.0004011i,0.00038324+0.00022278i,0.00025611-0.00028503i,0.00063412+9.8667e-05i,0.00064164+0.00027792i,0.00036762+0.00018516i,0.00021112+0.0005311i,0.00062576+0.00050895i,0.00049824+0.00085879i,2.9798e-05+0.00039462i,0.00011763-0.00023818i,-0.00015217-0.00033375i,-0.00016675-8.2704e-05i,0.00014981-0.0001259i
-0.0014053-0.00092709i,-0.0020702-0.0010264i,-0.00097585+0.00056577i,0.00041101+0.0012278i,0.00018122+0.0013817i,-0.00079798+0.0011619i,-0.00047328+0.0004656i,0.0011965-0.0004186i,0.0012783-0.0010851i,0.0006269-0.0015899i,0.00032693-0.0020604i,0.00012792-0.0010738i,-0.00014569+0.00068783i,-0.0001331+0.00096625i,0.00036618+0.0010775i,0.00096362+0.0012074i,0.00099577+0.00061266i,-3.0677e-05+0.00043399i,-0.00058907+0.0007423i,-7.8523e-05+0.00072356i,0.00019385+9.2235e-05i,0.0006232-1.0055e-05i,0.00073259+5.3686e-05i
0.0022984+0.0014924i,0.0026867+0.00078848i,0.0027107+0.00066355i,0.0015676+0.0013025i,0.00014175+0.001998i,-0.0014681+0.0025158i,-0.001442+0.001246i,0.00065976+0.00016335i,0.0012846+0.000266i,0.00054638+0.00019385i,4.9411e-05+0.00021325i,-0.00051163+0.00011369i,-0.00033011+0.00084653i,-0.00017437+0.0019422i,-7.019e-05+0.0019237i,0.00024477+0.0024147i,2.3841e-05+0.0013934i,-0.00028093-0.00085194i,-0.00059517-0.0013141i,-0.00083827-0.0008757i,-0.00041749-0.0001476i,3.9813e-05+0.00036426i,-0.00024415+0.00013557i
-0.0016318-0.00065115i,-0.00074749+3.8368e-05i,0.00073672+0.0013824i,0.0013677+0.0023019i,-0.00027228+0.0023157i,-0.00078466+0.0019085i,-0.00042612+0.0011923i,-0.00016776-0.00028898i,2.9154e-05-0.00070354i,-0.00025895-0.00038876i,-0.00040742-8.6947e-05i,-0.00021541+0.00023932i,-0.00015619-2.4356e-05i,-0.00010028-0.00063369i,-0.0012542-0.00024722i,-0.0025373+0.0002524i,-0.0019822-0.00019759i,-0.00067014-0.00026911i,3.177e-05+5.7349e-05i,0.00030807+0.00015934i,0.00026548-8.8778e-06i,-0.00014727+0.00058664i,-0.00050221+0.00072133i
0.00036534+2.1768e-05i,-0.00037365+0.00042296i,-0.0005379+0.00012493i,-0.0011665+0.001186i,-0.001282+0.0029066i,-0.00041763+0.0028091i,0.00018095+0.0013812i,0.00030678-0.00024421i,0.00032155-0.00056141i,0.00077114-2.9668e-05i,0.00081248+0.00050618i,0.00078085+0.00062777i,0.00050948-0.00017058i,0.00091331-0.00058471i,0.00073341-0.00012862i,-0.00011258+2.9978e-05i,-0.00053134-0.00055721i,6.0059e-05-0.00065469i,0.00086451+0.0001854i,0.00041409+0.00080277i,-0.00044517+0.00059475i,-6.7314e-06+0.00029374i,0.00093674+0.00044624i
-0.0011957-0.0021702i,-0.0027707-0.0014801i,-0.0042906+0.00050011i,-0.0031627+0.0020549i,-0.0010746+0.0023764i,-0.0015268+0.0023952i,-0.0014839+0.0014722i,-9.2203e-05+0.000304i,-0.00025393+0.00025898i,-0.00051322+2.5367e-05i,0.00045689-0.00063682i,0.000788+2.2573e-05i,0.00051967+0.00068439i,0.00091421+0.0001383i,0.00082465-0.00055736i,0.00012463-0.00039558i,-0.00061946+3.0837e-05i,-0.0013279+0.00024584i,-0.00061987-0.00036232i,0.00037152-0.00059013i,-0.00038895-0.00073486i,-0.00073245-0.00067033i,0.00032343-0.00042572i
0.0012943-0.0010758i,0.00044783+0.00061682i,-0.00031082+0.0011091i,-0.00095669+0.0012644i,-0.0013104+0.0020995i,-0.001129+0.0020866i,-0.00041472+0.0014648i,-1.0953e-05+0.00049807i,0.000128-0.00095583i,-0.00040431-0.00077182i,-0.0010566-0.00029576i,-0.00078843+1.3291e-05i,-0.00059916+0.00026187i,-0.00048498-8.747e-05i,-0.00019945-0.00026063i,0.00048397-0.00064307i,0.00051382-0.001117i,-4.4547e-06-0.0011148i,-0.00018902-0.0011856i,-0.00010294-0.00095637i,-0.00021395-0.00026125i,0.00023517+8.3193e-05i,0.00058696+3.4829e-05i
0.00011706-0.00032295i,-9.0057e-05-0.00090528i,0.00051157-0.0016034i,-2.995e-06+0.00018074i,-1.8661e-06+0.0019071i,0.00094272+0.0016871i,0.001424+0.0013595i,0.00012846+0.00069094i,-0.00037065-0.00015309i,-0.00030986-0.00013084i,-0.00066944+0.00027016i,-0.00014735+0.00014349i,0.00027519-0.0002982i,-0.00027525-0.00058669i,0.00017273-0.00074544i,0.0010678-0.00027645i,0.00037239+0.00020708i,-0.00068493-0.00031016i,-0.000235-0.0009097i,-0.00024701-0.00033711i,-0.0010785+0.00026738i,-0.00072547+0.00048045i,0.00025122+0.00016986i
0.00075666+0.0011134i,-0.00025558+0.0011564i,-0.00016988+0.00018048i,-0.00028204+0.00023269i,-0.0003042+0.00086744i,0.00054719+0.00039805i,0.00070673-0.00026575i,0.00040042-0.00081112i,3.7349e-05-0.0014008i,-0.0003341-0.00089028i,-0.00039581-0.0002566i,-0.0001754+6.7422e-05i,-0.0002784+0.00036269i,0.00038287+0.0005218i,0.0010033+0.00079635i,0.0006564+0.0010699i,0.00049323+0.00035241i,0.00046875+1.4589e-05i,0.00030322+0.00028745i,0.00039482+0.00059253i,0.0009387+0.0011195i,0.0010896+0.0010918i,0.0010345+0.00040192i
0.001851-0.00039294i,0.001929+0.00097488i,0.00046566+0.00042127i,-0.0014712+0.00041215i,-0.0027626+0.0012915i,-0.0026602+0.001635i,-0.0011159+0.00095426i,0.00031898+0.00070232i,0.00080753+0.00041322i,0.00022118-7.7463e-05i,-0.00036089+0.00030116i,-8.9124e-05+0.00089667i,-0.00026919+0.0013617i,-0.00051368+0.0017782i,0.00026114+0.001585i,0.0011868+0.0006008i,0.0011044-1.4526e-06i,0.0003553+8.855e-06i,0.00017455-1.0708e-05i,0.00036958+5.7982e-05i,0.00011156+0.00045795i,-0.00036421+0.00013154i,-0.00011744+0.00015i
-0.001287+0.00080487i,-0.001277+0.00012701i,-0.0006427+0.00076685i,-1.0672e-05+0.0012571i,-2.4712e-05+0.0017236i,-0.00043501+0.001361i,0.00023195+0.0011422i,0.00078532+0.00041678i,0.00094268-0.00053166i,0.00071633-0.00059625i,0.00083337+0.00053665i,0.001554+0.0011553i,0.0012593+0.00021633i,0.00037002-0.00058978i,-0.00027398-0.00066403i,-0.00041857+0.00027553i,0.00033075+0.0010324i,0.00096761+0.00040524i,0.00019838+1.118e-05i,4.595e-05+0.00073929i,0.00050061+0.00048737i,0.001091+0.00033671i,0.0013987+0.00094508i
0.001882+0.0011129i,0.0015528+0.00076824i,0.00061997-0.0012244i,-0.0010434-0.00085298i,-0.0018604+0.00089681i,-0.0014256+0.001562i,-4.4058e-05+0.0010106i,0.0012128-0.00015243i,0.00045733-0.0011462i,-0.00049993-0.0015498i,-0.00045703-0.00096743i,-5.0227e-05-0.00034896i,7.1602e-05+0.00029306i,-0.00057561+0.00093088i,-0.0014466+0.00067124i,-0.0018339+0.00067537i,-0.0015883+0.00093294i,-0.00068745+0.00095274i,-1.6658e-05+0.00099425i,-0.00037239+0.00075172i,-0.0004696+0.00020672i,-0.00033768-0.00035222i,-0.00028082-0.00035328i
-0.00023183-0.00064326i,-4.3098e-05-9.758e-05i,-0.00080721-0.00092839i,-0.00092556+0.00022092i,-0.00035675+0.0018859i,-5.3646e-05+0.0013621i,-0.00031825+0.00050524i,-0.00035081+0.00031112i,-0.00063415+0.00041578i,-0.00095155+0.0002686i,-0.0010201+0.00015743i,-0.00055333-8.5541e-05i,0.00012115-0.00016467i,0.00036003+0.0004841i,7.7537e-05+0.00024518i,-0.00071177-0.00034463i,-0.00096815-0.00057692i,-0.00039219+2.6941e-05i,0.00017769-0.00032374i,3.4111e-05-0.00080919i,-0.00017057-0.00013985i,0.00018217+0.00031568i,-0.00015106-3.4418e-05i
0.00065575-0.0025585i,0.00044878-0.0013748i,-0.00073033+0.00040159i,-0.0014708+0.0023222i,-0.0014067+0.0030391i,-0.00032353+0.0027389i,0.0001457+0.0017789i,-4.4847e-05+0.00093165i,-0.0011183+0.00049442i,-0.00083091-9.0778e-05i,-2.6038e-05+0.00051621i,0.00046145+0.00072823i,0.00029491+0.00034145i,-0.0001087+0.0003756i,0.00045665+0.00028405i,0.00038349-0.0010176i,7.6649e-05-0.0013705i,0.00017867-0.00089744i,-0.00020839-0.00046548i,-0.001118-6.1547e-05i,-0.00083967-0.00080925i,0.00016667-0.0013956i,0.00082422-0.0005473i
-0.00066401+0.0012304i,-0.0016719+0.00058887i,-0.0034027+0.00060471i,-0.0019847+0.0020253i,-0.00028958+0.0034688i,-0.00040561+0.0025742i,-0.00015855+0.00080002i,0.00026564+0.00017824i,0.0002139+0.0003132i,0.00063948+0.00056828i,0.0010245+0.00071775i,0.0006781+0.0004739i,0.00081277-0.00033139i,0.0016405-0.00058469i,0.0013967-0.00045227i,0.00025135-0.00048264i,-0.00011739-0.00030878i,0.00013265-3.3452e-05i,-0.00054582+0.00012516i,-0.0010593+0.00036216i,-0.00020619-0.00025159i,0.0001407-0.0006846i,-0.00016077-0.0003308i
-0.00062362-0.00060484i,-0.00013616-6.0372e-05i,-7.0032e-05+0.0012359i,-7.3961e-05+0.0016633i,-0.00028426+0.0018478i,-0.00025647+0.0017773i,0.00065527+0.0010884i,0.0010562+0.00062997i,0.0013323-0.00025168i,0.0010144-0.00055637i,0.00041577-0.00082344i,0.00058534-0.0009551i,0.000354-0.00062689i,7.0369e-05-0.00046382i,0.0006742-0.00044688i,0.0012361-0.00058066i,0.0010244-0.00033313i,0.00028843-9.2679e-05i,0.00048434-6.1076e-05i,0.00023984-0.00016922i,-0.0001366-0.00084609i,0.00049215-0.00060668i,0.00079076+0.00048836i
0.001373-0.00075943i,0.0015684-0.00052202i,0.00019814+0.00012826i,-0.0012856+0.0016353i,-0.001456+0.0025914i,-0.0003155+0.00167i,0.00089167+0.00020083i,0.0010267-0.00070903i,0.00073836-0.0011644i,0.00034687-0.00093316i,1.7132e-05-6.5137e-05i,-0.00040576+0.000268i,-0.00019838-0.00017989i,0.00019506-0.00071798i,0.00037881+0.00033078i,0.00077463+0.0010665i,0.0012094+0.0007119i,0.00073053+0.00044157i,-2.7716e-05+0.00055042i,-0.00016725+0.00093624i,-7.098e-05+0.00082582i,0.00011546-0.00012224i,0.00047696-0.00020334i
-0.00088435+8.5534e-05i,-0.00088861-0.00037843i,-0.00066576-9.9389e-06i,-0.00093214+0.00084516i,-0.0012231+0.0019511i,-0.0016592+0.0025939i,-0.00021792+0.00074794i,0.0013119-0.0006334i,0.00058129-0.00034204i,-0.00049702-0.00037126i,-0.0012244-0.00026817i,-0.0012905-0.00023162i,-0.00026582+0.00032304i,0.00012622+0.0016572i,0.00010217+0.0020382i,-7.375e-05+0.0017201i,-8.7363e-05+0.0014266i,0.00026702+0.00070865i,0.00045514-8.3654e-05i,0.00036864-0.00021882i,-0.000346+0.00021443i,-0.00082948-0.00029769i,-0.00086415-0.0012584i
-0.003119-0.00060296i,-0.0026991-0.0013675i,-0.0019234+0.00036126i,-0.00083102+0.0016173i,0.00011527+0.0019202i,0.00065908+0.0013304i,0.00072476+0.001027i,0.00018788+0.0012371i,-0.00021673+0.00089612i,-0.00043183+0.00075295i,0.00072854+0.00014339i,0.0012782-0.00028093i,0.00036734-0.00066783i,-0.0005122-0.0010291i,-0.00090899-0.00043717i,-0.00081065+0.00041476i,-0.00061173+0.00093109i,-0.00055495+0.00041913i,-0.00059802+1.2473e-05i,-0.00050562+0.00010657i,-0.0002838-5.4546e-05i,-0.00031009+9.6561e-05i,-0.00033553+5.0049e-05i
