-0.0091061-0.00030831i,-0.0087399+0.00040487i,-0.007846+0.003519i,-0.0043326+0.0044713i,0.00036293+0.0031251i,0.0017434+0.00071105i,0.00081766+2.8005e-05i,0.0011315+0.0011434i,0.0014983+0.0014054i,0.0021742+0.0008711i,0.0023379+0.00061881i,0.0018548-7.3044e-05i,0.001048-0.00075322i,0.00065773-0.00080644i,0.00025132-0.00071752i,-0.00046493-0.00060591i,-0.0001436+0.00016586i,0.00044826+0.00084038i,-4.9839e-05+0.0014523i,-0.0004995+0.0010728i,-0.00044758-0.00019481i,-0.00041261-0.00028903i,0.00020304+0.0007396i
0.00037727-9.4752e-05i,-0.00018717+0.00058357i,-0.0012791+0.00077349i,-0.0023207+7.1906e-05i,-0.0023941-0.00098018i,-0.0017392-0.00071908i,-0.00099775-0.00023114i,-4.4319e-05-0.00027748i,0.00013952-0.00056951i,-6.6281e-06-0.00024529i,-0.00043008-0.00030497i,-0.00032165-0.00067325i,0.00028703-0.00017993i,7.4786e-05+0.00041743i,-0.00074061+0.00086448i,-0.00095065+0.00080464i,-0.00056977+2.2611e-05i,4.3095e-05-0.0001242i,8.2832e-05+2.0561e-05i,-0.00038372+0.00026012i,-0.00052913+8.4811e-05i,-0.00052433-0.00028934i,-0.00034168-0.00010884i
-0.00071818-0.00016354i,-0.00019996-0.0008354i,5.7324e-05-0.0019124i,-0.00023906-0.0018857i,-0.00026652-0.0013273i,4.7469e-05-0.00097452i,-0.00029111-8.185e-05i,-0.00036531+0.00016269i,-0.00013985+0.00020258i,-0.00017472-0.0002839i,7.3284e-05-0.00067992i,2.6913e-05-0.00023983i,4.9388e-05+1.8323e-05i,0.00088246-9.5648e-05i,0.0010661-0.00036868i,0.00054027-0.00037291i,-0.00014924-0.00060835i,-6.2487e-05-0.00059944i,-8.0855e-06-0.00023731i,-0.00012591-0.00053187i,-0.00066642-0.00052117i,-0.00069767+5.6047e-05i,0.00056131+0.00031448i
-0.00094729+0.00014035i,-0.0013115-0.00034445i,-0.001637-0.00055792i,-0.0010384-0.00048568i,-0.00040677-0.00040133i,-0.0007576-0.00043077i,-0.00049175-0.00038273i,0.00055759-1.8432e-05i,0.0006169+0.00045815i,-9.4995e-05+0.0012796i,2.6734e-05+0.0015327i,0.00077621+0.00033248i,0.00090408-0.00041561i,0.00033334-0.00067023i,8.1759e-06-0.00064782i,0.0002701-3.625e-05i,0.00083634+0.00022701i,0.00054456+0.00042957i,-0.00027799+0.00059624i,-0.00044485-0.00038482i,-0.00039715-0.00099354i,-0.0004515-0.00051543i,-0.00031169-0.00011811i
-0.001407-0.0005213i,-0.0013572-4.2371e-05i,-0.0013188-9.3659e-06i,-0.00102-0.0004178i,-0.00058459-0.00066906i,-0.00051717-0.00082021i,-0.00077077-0.0001242i,-0.00068146+0.00036533i,-0.00082568-0.00014718i,-0.00019301-0.00038434i,0.00038709+0.00032833i,-0.0002962+0.00032641i,-0.00089123-0.00035875i,-0.00080335-0.00078031i,5.0771e-05-0.00064991i,0.00011721-0.00043851i,-8.8801e-05-0.000193i,0.00063792+0.00023496i,0.0014967+0.00031114i,0.0012355+0.00018436i,0.00061032+0.00053169i,0.00021779+8.5275e-06i,-0.00017594-0.0004125i
0.0054678+0.0015621i,0.0052925+0.0018853i,0.0040105+0.00035795i,0.0018423-0.0013979i,-0.00067094-0.0021681i,-0.0018194-0.0011419i,-0.0011805+0.0002354i,0.00016823-8.6561e-05i,0.00048707-0.00019642i,-0.00021351+0.00019201i,-0.00077311+0.00013194i,-0.00047112+3.9697e-05i,-0.00010596+0.00041069i,-2.0852e-05+0.00084746i,-0.00031869+0.00023998i,-0.00040572-0.00061634i,-0.00023106-0.00069155i,3.7e-05-0.00098611i,-7.6739e-05-0.0010872i,-5.9975e-05-0.00030048i,0.00087586+0.0004128i,0.00086262+0.00052501i,0.00011189+0.00021507i
0.00088499+0.00048801i,-6.1796e-05-0.00030711i,-0.00029038-0.0010003i,0.00034744-0.0018878i,-6.1295e-05-0.0018629i,-0.00087776-0.0010781i,-0.00047861-9.6522e-07i,6.1576e-05+0.00079994i,-0.00089123+0.00013487i,-0.0006745-0.00059826i,0.00051701-0.0004272i,0.00027941+6.6024e-05i,-0.00021011+0.00021057i,9.2233e-05-0.00038058i,0.00037989-0.00023119i,8.4297e-05+0.00013209i,0.00010577-0.00024686i,-0.00049351-0.00034359i,-0.00034499+0.00030612i,0.00044307+0.00058061i,0.00032569-4.267e-05i,-0.00016775+0.00025375i,-0.00048802+0.00088219i
0.0012625-0.0012251i,0.0011446-0.0012706i,0.0012096-0.0016035i,0.00050433-0.0021i,-0.00043754-0.0020752i,-0.001265-0.0020089i,-0.0010858-0.0014473i,-8.1406e-05-0.00060837i,0.00045251-0.00058093i,0.00043769-0.00036329i,0.00067774+0.00027056i,0.00049947-8.0204e-05i,-0.00015307-0.00018102i,-0.00047887-0.00038387i,-0.00067139-0.00085173i,-3.1196e-05-0.00043105i,0.0001093+8.3041e-05i,0.00020949-0.00023103i,0.00014636+0.00016028i,-3.3325e-05+0.00047572i,0.00079208-0.00010948i,0.0010143+0.00030813i,0.00035282-8.839e-05i
0.0002752-0.00087017i,-0.00016365-0.0010649i,-0.00059308-0.00069339i,0.0003412+0.00014125i,0.00071146+0.00025268i,0.00021283-0.00045593i,-0.0001243-0.0008845i,-0.00031258-1.8384e-06i,0.00025024+0.00064108i,5.5031e-05+0.00076536i,-0.00029159+0.00074581i,-0.00033507+0.00046591i,-0.0005134+0.00013532i,0.00014775-0.00034213i,0.00015695+0.00013189i,-0.00019094+0.00096286i,5.5287e-05+0.00055721i,-9.3142e-05-0.00024765i,0.0001042-0.00047i,0.00046453-0.00032693i,-0.00021006+0.00057301i,-0.0003193+0.0006923i,-8.9953e-05-2.9395e-06i
0.0022508+0.0011039i,0.0032475+0.00064563i,0.0024548+0.00059335i,0.00054029-0.00071562i,-0.0005665-0.00079012i,-0.00018964-0.0002813i,0.00053257+0.00021114i,0.00048951+3.3918e-05i,0.00017969-0.00054796i,-0.0006536+0.00017931i,-0.00034857+0.00089596i,0.00049463+0.0011568i,0.00054728+0.00022792i,0.0010033-2.7004e-05i,0.00038938+0.00099319i,7.0796e-05+0.00071089i,0.00044281-0.00015195i,-2.9056e-05-0.00054656i,-0.0003649-0.00071325i,-7.4811e-05+7.9647e-05i,-0.00037552+0.00090979i,-0.00071918+0.00066584i,-7.0088e-05+0.00034497i
-0.0016991-0.00058865i,-0.0022279-0.00033586i,-0.0026632+0.00048204i,-0.0015442+0.0011822i,-0.00088417+0.0009944i,-0.00091509+3.2714e-05i,-0.000458-1.1772e-05i,-5.934e-05+0.00017759i,-0.00018656+0.00011431i,7.8187e-05+0.00062388i,0.0011378+0.00069425i,0.0011019-0.00032114i,0.00048357-0.00023458i,0.00066544+0.00049821i,0.00082474+0.00026152i,1.0115e-05+0.00024884i,-0.0004372+0.00078815i,-0.00043543+0.00068359i,-1.8282e-05-3.7995e-05i,0.00039412-0.00050111i,0.00038922+6.6578e-05i,0.00048347+0.00066658i,0.000536+0.00073466i
0.0030318-0.00048746i,0.0027482-0.0019037i,0.0017359-0.0029463i,0.00059124-0.0035664i,-0.00028795-0.0023891i,-0.00056082-0.0006956i,0.0002145+0.0011299i,0.00078373+0.0022579i,0.00089556+0.0012912i,0.00031388+9.8898e-05i,-0.00041803+0.00039835i,-0.00042597+0.00063232i,0.00023088+0.0012609i,0.00013723+0.0016115i,0.00026995+0.00043839i,0.00010727-1.4627e-05i,-0.00060665+0.00017246i,-0.0010251+0.00032677i,-0.0009479+8.1283e-05i,-0.00056487-0.0005643i,-4.9224e-06-0.00055415i,0.00036858+0.00025425i,0.00039882+0.00067288i
-0.00074755+0.0014255i,-0.00011398+0.0011751i,0.00072641+0.0016279i,0.00099151+0.00077359i,0.00026943-0.00078343i,0.00019898-0.0012704i,0.00037306-0.0010745i,0.00052662-0.00052359i,0.00096826+1.1985e-05i,0.0010604+0.00028446i,0.00085678-0.00053117i,0.00028033-0.00038125i,-0.00051411+0.00049167i,-0.00064054+0.00065396i,-0.0001752-2.865e-05i,-0.00021789-0.00078069i,-0.00036295-0.00060374i,-0.00014236-0.00011498i,0.00025143-0.00053837i,0.0010496-0.00040269i,0.0012357+0.00040333i,0.00055725+0.00078324i,3.7016e-05+0.00041232i
-0.00029348+0.00047423i,0.00069677+0.00084693i,0.0020147+0.00069899i,0.0019739-0.00084687i,0.00095354-0.0017917i,-4.9163e-05-0.0020046i,-0.00039097-0.00091787i,-9.3599e-05-0.00043876i,3.5507e-05-0.00051378i,2.1905e-05+0.00054794i,-0.00028075+0.00080389i,-0.00096449+0.00030361i,-0.0011983+0.00033098i,-0.00030371+0.00032023i,0.00053361-0.00016636i,0.00076363-0.0011289i,0.00072043-0.0013078i,-7.4032e-05-0.00059643i,-0.00045671-8.2192e-05i,-0.00066401-0.00048483i,-0.0010049-0.0011812i,-0.00065479-0.00088953i,-1.6033e-06-0.00024033i
1.8225e-05+0.0020301i,-0.00065856+0.002208i,-0.00050649+0.0018683i,-0.00040256+0.00077256i,-0.00024922-0.0010345i,0.00010277-0.0013362i,-3.7287e-05-0.00063116i,-0.00044901+1.9897e-05i,-0.0004563+2.087e-05i,-0.00010819-1.7162e-05i,0.00016487+0.0005469i,-0.00082001+0.00037921i,-0.00073357-0.00050484i,-0.00027525-0.00023369i,-0.00072565+0.00069542i,-0.00041824+0.00061012i,-0.00040444+0.00016676i,-0.00072849+0.00013745i,-0.00053842+0.00036227i,-0.00057387+0.00047617i,-0.00015033+0.00036597i,0.00047979-0.0004144i,0.00031674-9.6116e-05i
0.0015703+0.0010529i,0.0018062+4.5822e-05i,0.0016389-0.00052891i,0.0012662-0.0010736i,0.00075942-0.0016366i,-0.00035957-0.0016883i,-0.00062982-0.00064554i,-8.019e-05+0.00047068i,0.00095629+0.00070732i,0.00043722+0.00042761i,-0.00060207-0.0003419i,-0.00015238-0.00037504i,-0.00011633+0.00019644i,-0.0010941+0.00051733i,-0.0014139-3.8395e-05i,-0.00062841-0.00082605i,0.00031233-0.0003472i,0.00025416+0.00054962i,-0.00063054+0.00091175i,-0.00054032+0.00065561i,9e-05+0.0006449i,0.00038628+0.00046921i,0.00012-0.00029928i
-0.0020942-0.0011123i,-0.0020197+0.00033496i,-0.00054122+0.0015066i,9.8704e-05+0.0011219i,0.00036169-0.00097699i,-5.9792e-05-0.0019396i,-3.4771e-05-0.00040439i,0.00051328+0.00065899i,0.00070403+0.00015208i,0.00011657-0.00014055i,-0.00052014+0.00031376i,-0.00019649-0.00013706i,-0.00046167-0.00075923i,-0.00046984+5.8378e-05i,-0.00031922+0.0004163i,-0.00032072+0.00033215i,0.00024696-2.6541e-05i,0.00094426+0.00021228i,1.0586e-06+0.0011858i,-0.0006954+0.00088321i,-0.00025933-0.00014487i,-4.3225e-05-0.00045043i,4.7348e-05-0.00055489i
0.00091261+4.1099e-05i,0.0017155-0.00072419i,0.0017841-0.0016604i,0.00075442-0.001643i,-0.00035952-0.0010516i,3.3419e-05-0.00094277i,0.00045325-0.00061574i,-9.6425e-05-0.00020094i,0.00025215-0.00057552i,0.00033259-0.00060031i,-0.00016131+0.00035503i,-0.00021465+0.00050104i,-0.00085575+0.00045154i,-0.0011677+0.00020557i,-0.00042595-0.00034359i,-3.2145e-06-0.00094374i,0.00036755-0.00055316i,5.6018e-05+7.9962e-06i,-0.00061567+0.00011054i,-0.00061258+7.9407e-05i,-0.00051097+6.2561e-05i,-0.00054267-0.00033904i,-0.00045086-2.9413e-05i
-0.0011809+0.0011779i,-0.00058555+0.0015355i,-0.00094477+0.0018124i,-0.00096212+0.00056607i,-1.4283e-06-0.00076638i,0.00060908-0.0010891i,0.00035387-0.00067315i,-0.00017252+1.8449e-05i,-0.00041218+0.00033928i,-0.00021283+0.00078i,-4.55e-06+0.0005785i,-2.3128e-05+0.00024871i,-0.00049271+6.5764e-05i,-0.00079338-0.00014358i,0.00018567-3.8297e-05i,0.00022552-0.00026456i,0.00028753-0.00025111i,0.0002376+0.00024607i,-0.00077542+0.00018158i,-0.00053446+0.00041941i,1.1923e-05+0.0014913i,0.00063834+0.0012511i,0.00036989+0.00046856i
-0.0011147-0.0021056i,-0.0015464-0.0012702i,-0.0020013-0.0002919i,-0.0011658-0.00025345i,-4.9308e-05-0.00099059i,0.00026605-0.00072989i,0.0003052+0.00050472i,7.6635e-05+0.001044i,-0.0007872+0.00095727i,-0.00079068+0.00031495i,0.00035923-0.00043644i,0.00067969-0.00057841i,0.00052565-0.00059797i,0.0005735+7.0026e-05i,0.000611+0.00060955i,0.00045186-0.0001848i,-0.00024708-0.00025442i,-0.00069779+0.00035006i,-0.00053752+0.00011014i,-0.00011-2.6747e-05i,1.2937e-05-7.2441e-05i,-0.00051411-0.00037992i,-0.00085779-0.00016307i
0.0006475-0.0010237i,0.00072365-0.001977i,-0.00097451-0.0014508i,-0.002277-0.00043711i,-0.0023569+6.7e-05i,-0.0015991+0.00025391i,-0.00062641+0.00053168i,-0.00065822+0.00061643i,-0.00060157-0.00016418i,-0.00039992-0.00069857i,-8.707e-05-0.00043738i,0.00024873+0.00029957i,0.0004686+0.0012708i,0.00051486+0.001652i,0.00029679+0.0015114i,0.00054821+0.00053622i,0.00084755-0.00032798i,0.0004605-7.8903e-07i,-0.00036517+0.00062387i,-0.0006729+0.00061341i,7.8166e-05+8.5957e-05i,0.00020496+9.284e-05i,0.00014825+0.00029457i
0.00052108-1.2072e-05i,0.00030437-0.00062878i,0.0012174-0.0018515i,0.00099696-0.0021234i,-8.3284e-05-0.0014717i,2.2189e-06-0.00079917i,-0.00022548-0.0002227i,-3.8718e-05+0.00065502i,0.00023609+0.00096688i,-0.00045976+0.00067247i,-0.00079835+0.0006619i,-0.00024032+0.0008763i,0.00049836+0.00067302i,0.00056784+0.00051204i,0.00067996-1.5804e-05i,0.00017131+9.852e-05i,-0.0007309+0.00070438i,-0.00089481+0.00020313i,-0.00073044+0.00014176i,-0.00093619+0.00065624i,-0.00096045+0.00053499i,-0.00061505+0.00012489i,0.00094194-0.00027221i
0.0020669+0.00024486i,0.0020358-0.00011199i,0.0028451+0.00015485i,0.0023993-0.00024911i,0.00037289-0.0015921i,-0.00097281-0.0017974i,-0.00032284-0.0010782i,0.00099738-0.00065249i,0.0017537-0.00056183i,0.0010121-4.8806e-05i,-0.00020797-0.0001493i,-0.00054359-0.0006105i,-0.00037985-0.00010055i,-0.00066438+9.0394e-05i,-0.00063864+0.00016217i,-2.8686e-05-0.0002112i,-8.514e-05-0.00058431i,-0.00061148-0.00021648i,-0.000476+0.00018986i,-1.3174e-06-0.00039162i,0.00084314-0.00096105i,0.0012505+7.7121e-07i,0.00050176+0.00010473i
0.0016445+0.0013504i,0.0011818+0.0017876i,0.0017103-0.00017134i,0.0014991-0.0013824i,0.00052623-0.0020376i,-0.0003546-0.0029785i,-0.00045573-0.0025569i,-0.0001693-0.00066299i,0.00012214+0.0010678i,0.0005006+0.0010929i,0.00056115+0.00052999i,-9.8342e-05+0.00014915i,-0.00082308-0.0009218i,-0.0004994-0.00087593i,-0.000178-0.00024618i,-0.0001385-0.00018638i,-0.00014783+4.8836e-05i,-0.00019529+9.6174e-05i,-0.00031057+0.00017316i,-6.7196e-05+0.00044529i,-0.0002959+0.00074986i,-0.00041698+0.00041057i,-6.2495e-05-4.8545e-05i
-0.0011998+0.00063615i,-0.00063156-8.9346e-06i,2.8335e-06+0.00022738i,-0.00070713+0.00058874i,-0.0018749-0.00065426i,-0.0017505-0.00058778i,-0.00074741-8.5497e-05i,0.00038227-0.00052304i,0.00049088-0.00092474i,-0.00019805-0.00090701i,-0.00053918-0.00047466i,5.6452e-05-0.00046842i,0.00046827-0.00052971i,-0.00028453-4.7604e-05i,-0.0003726+0.00041119i,0.00020138+0.00020056i,-0.00032146-2.9339e-05i,-0.0010643+3.0756e-05i,-0.0011838+0.00012304i,-0.00092726+0.00064047i,-0.00072264+0.0010559i,-0.00029889+0.0012369i,-9.0695e-05+0.0013505i
0.00042929-0.00099256i,0.00079251-0.00080625i,0.0015796-0.0015756i,0.0020351-0.0023471i,0.0010759-0.0025571i,-0.00016776-0.0011786i,-0.00053523+0.00028398i,-0.00036329+0.00028559i,8.4791e-05-0.00016071i,0.00045462-0.00014287i,0.00070551+0.0002597i,0.00074365+0.00040885i,0.00054378+0.00021092i,8.3798e-05-0.00028198i,0.00012343-0.0003586i,0.00021738-0.00020802i,0.00035373+0.00012161i,0.00024289-0.00010033i,-0.0002222-0.0008092i,-0.00014057-0.00054687i,0.00036791+0.00025328i,0.00090871+7.4781e-05i,0.00092809-0.00011085i
0.0011445-0.00047707i,0.00095002+0.0010022i,-0.00066038+0.0019353i,-0.0014048+0.00086739i,-0.00069191-0.00062531i,0.00050366-0.00030521i,0.001047-5.3545e-05i,0.00095217-9.653e-05i,5.6036e-05+0.00031545i,-0.0004068+0.000236i,-0.00025221+0.00053428i,-3.9268e-05+0.00076534i,0.00051931+0.00042143i,0.00032492+0.00028098i,0.00013118+0.0003126i,0.00037002-6.3507e-05i,-0.00033642-5.1766e-05i,-0.00061072-0.00038138i,9.1006e-05+0.00035741i,-0.00041751+0.00019934i,-0.00042088-0.00022956i,0.00037068+8.8525e-05i,0.00029962-0.00027112i
-0.00083464+0.0026718i,-0.00056037+0.0017533i,0.00061907+0.00079888i,0.0004434-0.00032536i,-0.00087824-0.0017939i,-0.00095911-0.0013424i,-0.00049322+0.00055149i,-2.1873e-05+0.0013455i,3.7735e-06+0.00060048i,-0.00011391+5.2635e-06i,0.00018833-1.3739e-05i,3.7625e-06+8.37e-05i,0.000274+0.00023721i,6.1906e-05+0.00023864i,-0.00054639-0.00055507i,-0.00061524-0.0013338i,-0.0012185-0.0014874i,-0.0006959-0.00098713i,0.00045256+0.00018619i,0.00060899+0.00034588i,0.00022451-0.00047159i,0.0004004-0.00057688i,0.00027208-0.00035686i
0.00045697-0.0013916i,0.0010354-0.0011776i,0.0010079-0.0007565i,0.0010236+0.00041326i,0.00094267-0.00022582i,0.0012789-0.00092285i,0.0013868-0.00066086i,0.0015848-0.00016599i,0.0011661+0.00010711i,3.917e-05-1.539e-05i,9.2171e-05+0.0001803i,0.00039983+0.00037117i,0.00060986-1.6523e-07i,0.00066357+0.00014374i,-0.00014826+0.001062i,-0.0007673+0.00066559i,-0.00045872-0.00019911i,-0.00073456+0.0001511i,-0.001197+0.00053773i,-0.0007564+0.00047016i,-0.00034649+0.00075789i,-0.0002316+0.00056783i,-0.00016636+6.0833e-05i
0.0030474+0.00048986i,0.0024129-0.00050502i,0.0022783-0.0023841i,0.0011155-0.0038959i,-0.00025809-0.003014i,-0.0010667-0.0014341i,-0.00083936-0.00084069i,7.5904e-05-0.00065288i,0.00038873-4.1199e-06i,0.00021457+0.00054797i,0.00020898+0.00052219i,-0.00062822+0.00043569i,-0.0013172+0.00021972i,-0.00082842-0.00030971i,-0.00075657-0.00070665i,-0.00080102-0.00061754i,-0.00037789-0.0014076i,-0.00057008-0.0018089i,-0.00081377-0.0011335i,-0.00080715-0.00087311i,-0.00016759-0.00026041i,3.9593e-05+0.00058431i,0.00021621-0.00033823i
-0.0019262+0.0038836i,-0.00079521+0.0039941i,2.8154e-05+0.0031868i,0.00023936+0.0012122i,-0.00015039-0.00035385i,-0.001051-0.00082202i,-0.00062961+3.9875e-05i,0.00036126+0.00069297i,0.00046889+6.1368e-05i,0.00044943-0.0003643i,0.00027674-0.00029208i,-0.00020604-0.00053329i,-0.00050669-0.00072537i,-0.00019957-6.6477e-05i,-0.00038515+0.00025702i,-0.00097674+0.00018394i,-0.0011757-0.00022153i,-0.00037531-0.00083993i,-0.00020321-0.00075959i,-0.001015-0.00043688i,-0.0010374-0.0009784i,-0.00026451-0.0017517i,-3.9842e-05-0.001138i
-0.0025219-0.0029944i,-0.0025159-0.0020438i,-0.0018381-0.0011628i,-0.00057377-0.00118i,7.0594e-05-0.0016131i,3.204e-05-0.0008808i,0.0002245-0.00072752i,7.5093e-06-0.00094327i,-0.00017605-0.00028892i,0.00018995+6.4408e-06i,0.00024286+0.00010052i,0.00026454+0.0004376i,0.00034818+0.00087256i,0.00036058+0.0010894i,0.0007976+0.00055545i,0.00052198+0.00034464i,0.00014537+0.0001422i,0.000417+0.00016989i,0.00037746+0.00052609i,-0.00033794+0.00032872i,-0.00070684+0.00083102i,-0.00023978+0.00066431i,-0.00040855-0.0004177i
0.0030487+0.00043768i,0.002105+0.00062082i,0.0022603+0.00090774i,0.0012643+4.6875e-05i,-6.6213e-05-0.00058617i,-0.00080496-7.1921e-05i,-0.00087433+0.00048679i,-0.00016823+0.0007035i,-0.0001101+0.0005651i,2.4005e-05+0.00069129i,0.0002766+0.00058024i,-0.00033776+0.00012715i,-0.00013065-0.00021422i,0.00081847-0.00041882i,0.00050536-0.00019318i,-0.00025431-0.00027984i,0.00015086-0.00033945i,-0.00026278-3.2117e-05i,-0.00074069+3.2565e-06i,-4.3413e-06-0.00011673i,-9.3895e-05-0.00056893i,-0.0006433-0.00094271i,-0.00063409-0.00046207i
0.00062734+8.1685e-05i,0.00067111+0.0010088i,-0.00036089+0.0013601i,-0.0014207+0.00044298i,-0.00075215-0.0010248i,1.228e-05-0.0014858i,-4.2322e-05-0.00072976i,-2.431e-06+0.00032274i,0.00020252+0.00025591i,0.00020689-0.00016724i,0.00018622-5.6587e-05i,-0.00019222-0.00024095i,-0.00041683-0.00030282i,0.00014374-0.00042122i,0.00042654-0.00091004i,0.00041849-0.00075409i,0.00051599-0.00039077i,0.00065463-0.00016707i,0.00072165+0.00023929i,0.00037074+0.00022435i,0.00058065+6.4298e-05i,0.00064129+0.00048239i,0.00062357+0.0007297i
-0.00087673-0.0014319i,-0.0010096-0.00059161i,-0.00048182-0.00013444i,-0.00010445-0.00041388i,-0.00036643-0.0010315i,-0.00065141-0.00099244i,-1.2846e-05-0.00056583i,0.00013354-0.0003371i,-0.00031174+0.00031649i,-0.0002693+0.0012685i,0.0002708+0.0010419i,0.00073906+0.00088269i,0.00037317+0.00072928i,0.00022468+0.00026345i,0.00032251+0.00029618i,0.00039891+0.00013467i,0.00060806+4.0408e-05i,0.00050967-0.0004906i,0.00037249-0.000604i,0.00015601-0.00032536i,-0.00012536-0.00026962i,-4.1107e-05-5.335e-05i,0.00018868-0.00023228i
0.00082695-0.003215i,8.216e-05-0.0042898i,-0.00072786-0.0033256i,-0.001925-0.0020845i,-0.0022737-0.0012039i,-0.0014715+0.00013399i,-0.00018691+0.00050417i,0.00058199-0.00021272i,-0.00017023-0.00037131i,-0.00086644-0.00015033i,-0.00025675-0.00059821i,0.0001217-0.0010481i,5.2865e-05-0.0009537i,0.00013695-0.00076605i,0.00010771-0.00043839i,-0.00033737-0.00018643i,-0.0001392-0.00038982i,0.00062006-0.00024251i,0.00015779-0.00035063i,-9.7763e-05-0.00047224i,0.00035214+0.00040916i,0.00054793+0.00067276i,8.7226e-06+0.00035715i
0.0006033+0.0014275i,0.0022673+0.0013734i,0.0029501+0.00013864i,0.00040664-0.0004701i,-0.0015176-0.0007703i,-0.0011054-0.00083487i,-0.00061145-0.00010946i,-0.00016955+0.00046768i,0.00084009+0.00043933i,0.00078068+4.3543e-06i,0.00050865-0.00052775i,0.00035434-0.00027318i,-0.00070402+0.00031422i,-0.00051745+0.0011352i,-0.00012039+0.0013852i,-0.00018106+0.00078229i,0.00088424+6.0853e-05i,0.001152-0.0003262i,0.00029136+0.00021044i,0.0002994+4.3661e-06i,0.00051884-0.00036283i,0.00035912-0.00041805i,0.00074048-0.00067443i
-0.0018463+0.0019524i,-0.0019656+0.0017324i,-0.0012427+0.0011446i,-0.00014907-0.00051978i,0.00097712-0.0016462i,0.00063592-0.0010933i,-0.0002336-0.00035534i,-0.00020706+0.00024351i,0.00044168+0.00055283i,0.00027944+0.00094185i,-0.00028099+0.00066816i,-0.00032378-0.00029132i,-0.00032037-0.0011947i,-0.00042477-0.00090558i,-0.0003478-0.0005358i,-0.00073001-0.00040559i,-0.00090621+0.0003332i,-0.00035506+0.0010414i,0.00045221+0.0011476i,0.00046652+0.00072833i,0.0001509+0.00059286i,0.00032158+0.00073244i,3.4178e-05+0.00057818i
0.00023604-0.0029625i,-0.00039072-0.0022017i,-0.0008354-0.0010773i,-0.00041248-0.0010692i,-0.00052242-0.00081199i,-0.00062485-0.00071315i,-0.00012454-0.00018773i,-0.00012376+0.00017498i,4.9793e-05+0.00025259i,-0.00043046+0.00030505i,-0.00059018+0.00010994i,0.00041627-0.00041419i,0.00054304-0.00095454i,-0.00017192-0.00082053i,-0.00042476-0.00013304i,-0.00073495+0.00016986i,-0.0013253+0.0003925i,-0.0010315+0.00065916i,-6.405e-05+0.00085959i,-0.00016047+0.00016344i,-0.00020601-0.00048233i,-0.00042729-0.00034518i,-0.00060599-0.0001033i
0.0018119-0.00069094i,0.0013066-0.00055067i,0.00087875-0.00041603i,0.0006862-0.00074296i,-0.00029583-0.0016392i,-0.00090761-0.0014933i,-0.0011728-0.00061403i,-0.00088121-0.00023218i,-0.00015248-0.00056194i,-0.00010367-0.00058146i,7.6772e-05+0.000139i,0.00057956+9.521e-05i,0.00032796-0.00016414i,-0.00019308-0.00026113i,0.00012501-0.00023118i,0.00014755+0.00024596i,-0.00042933-0.00018651i,-0.0007974-0.00091565i,-0.00018467-0.00036377i,0.00039986-0.00010612i,0.00028852-0.00017811i,-0.00018783-0.00033329i,-0.00015048+0.00011446i
0.00090042+0.00069052i,0.0015054+0.0006018i,0.0012367-0.0014051i,-0.00016342-0.0024919i,-0.0019693-0.0021156i,-0.0019426-0.0006491i,-0.00094355+0.0011422i,4.6802e-05+0.0015697i,0.00037068+0.00085605i,-0.00010545+0.0011504i,-0.00051998+0.0014992i,-0.00038215+0.00037649i,-1.9254e-05-0.00070368i,0.00021842-0.00035747i,-2.4493e-05+0.00095113i,-0.00043844+0.0012817i,-0.00067332+0.0010272i,-0.00039724+0.00055749i,-0.00020213+6.6457e-05i,-0.000715-0.00019341i,-0.0013013-5.0324e-05i,-0.0012178+0.00021047i,-0.00047016+0.00013631i
-0.00014342+0.00096918i,-0.0012656+0.00079082i,-0.0003727+0.00021713i,-0.00013293-0.0012025i,-0.00058388-0.002467i,-0.0012738-0.0016712i,-0.00099201+0.00013552i,0.000274+0.00066173i,0.00099471-0.00024836i,0.00074416-0.00070365i,-9.9656e-05+0.00025406i,-0.0005268+0.0009113i,-0.00032371-1.7487e-05i,-2.086e-05-0.00043595i,0.00047664-2.4523e-05i,0.00016151+0.00022729i,-0.00075942+0.00054828i,-0.00072353+0.00074446i,-0.00018516+0.00067903i,0.00041746+0.0001632i,0.00059124+0.00058284i,0.00010432+0.00089786i,-7.5626e-05+0.00075968i
1.707e-05+0.0017617i,0.0014618+0.00088631i,0.0020973+8.1134e-05i,0.0019065-0.00081807i,0.0019217-0.001894i,0.0012015-0.0028415i,0.0007063-0.0017275i,0.00065081-0.00066945i,0.00073608-0.00043668i,0.00058552+0.00039192i,0.0003205+0.00080865i,0.00040868+6.7203e-05i,-6.8166e-05-0.0002359i,-0.00075949-5.5127e-06i,-0.00031282-0.00014824i,0.00043479-8.122e-06i,0.00018026+0.00029642i,-0.00034384+0.00036296i,-0.00037665+5.88e-05i,-0.00034118-0.00036304i,-0.00039099-0.00032128i,-0.0001717+0.00074804i,0.00026364+0.001094i
