-0.0055114+0.0025349i,-0.0037172+0.0046046i,-0.003083+0.0058024i,-0.0025785+0.0043158i,-0.00096052+0.0031384i,0.0010009+0.0017878i,0.0013466+0.0017961i,6.5216e-07+0.0025197i,-9.0182e-05+0.0025052i,0.00036662+0.0017388i,0.00024314+0.00022398i,0.00016578-0.00038763i,1.9201e-05-0.00075185i,-0.00040848-0.00089638i,-0.0006757-0.00071779i,-0.00088157-0.0010343i,-9.5236e-05-0.00086151i,0.00060102+0.00031855i,-3.573e-05+0.00047875i,-0.00064648+0.00013573i,-0.00025042+0.00042027i,-9.8853e-05+5.7591e-05i,-1.6449e-05-0.00013582i
0.0011893+0.00052363i,0.0015143+0.00041387i,0.00077038-0.00050056i,-0.00054846-0.000671i,-0.00018215+0.00018506i,5.9028e-05+0.0001033i,-9.9315e-05-8.5746e-05i,9.0442e-05+0.00038941i,0.00014508+0.00051255i,0.00019078+0.00052476i,0.00045191+0.00041938i,7.3593e-05+7.0622e-05i,-0.0002546-0.00026138i,1.929e-06-0.0003033i,-0.00027642-0.00040323i,0.00029279-0.00021811i,0.001359+0.00022555i,0.00091649+0.00060941i,-0.00057796+0.0002372i,-0.00067626-0.00059693i,-4.7231e-05-0.00049699i,-1.3377e-05+0.00017762i,-0.00016141+0.0002327i
0.0016663+0.00019563i,0.0014041-0.00027104i,0.0018371-0.00084338i,0.0018243-0.0012306i,0.00043424-0.001554i,-0.00117-0.0013543i,-0.00093637+4.1702e-05i,9.4528e-06+0.0010095i,0.00044458-3.7651e-05i,0.00010457-0.0012173i,-0.00050942-0.00067461i,-0.00039109+0.00037667i,8.5006e-05+0.00063833i,0.00043149+0.00061287i,-2.5922e-05+0.0004852i,-0.0006841-0.00040113i,-0.00078425-0.0012371i,-0.00042814-0.0012831i,-0.00025053+7.6516e-05i,-0.00037989+0.00069757i,-0.00087997+4.0577e-05i,-0.00057999+0.00012676i,0.00043081+0.00077433i
-0.0008699+0.0014251i,-0.0005073+0.0019401i,-0.00023326+0.001874i,0.00014857+0.00043628i,-0.00035361-0.00069391i,-0.00060833-0.00048932i,0.00010365+0.00086216i,0.00020885+0.0013458i,0.00016537+0.00067384i,0.00047807+0.00054315i,0.00042045+0.0005669i,9.4334e-06-6.5898e-05i,-0.00084187-0.00040091i,-0.0013334-0.00023768i,-0.00029893-0.00058334i,0.00061656-0.0010151i,0.00040743-0.0004443i,-1.4803e-05+0.00032135i,-0.00038048-0.00028219i,-8.0226e-06-0.00070185i,-0.00019502-0.00031944i,-0.00063901-0.00051174i,-0.00013322-0.00057302i
-0.0010814-0.0006256i,-0.0014996-0.00072353i,-0.0030614-0.0011314i,-0.0032714+0.00025641i,-0.0022362+0.0018985i,-0.0010955+0.0016309i,-0.00087585+0.00081786i,-0.0013786-0.00011591i,-0.00091756-0.0011837i,4.0692e-05-0.0011037i,0.00018991-0.00039284i,0.00012857-0.00023695i,0.00063228-0.0006284i,0.00073756-0.00023324i,0.00047921-0.00028251i,0.00016468-0.00013361i,-0.00046446+0.0001563i,-0.00097911+0.00028877i,-0.00067444+0.00024368i,0.00012992-0.00050639i,0.00085063-0.00047459i,0.00070645+0.00028323i,0.00034578+0.00051999i
0.00052972+0.0014721i,-1.62e-05+0.0012861i,-0.00042842+0.00033088i,0.00033858+0.0003376i,0.00067626+0.00039021i,0.00052015-0.00097009i,0.00046621-0.0012018i,0.00072082-9.4486e-05i,3.7046e-05+0.00083029i,-0.00020079+0.00071846i,0.00014608-7.9483e-05i,1.1134e-05-0.00038956i,-0.00029235-0.00062227i,-0.00071373-0.0009182i,-0.0004738-0.00051287i,5.9281e-05-0.0003891i,-0.00019574-0.0009485i,-0.00073009-0.0012816i,-0.0010717-0.00079646i,-0.00079781-0.00015644i,-0.00022367+0.00020612i,0.00010675+0.00068409i,0.00023108+0.00093813i
0.0010688-0.0001802i,0.00060571-0.00090794i,0.00082579-0.0018068i,-0.00040297-0.001426i,-0.0018231-0.00039787i,-0.0013655+0.00077734i,-4.6518e-05+0.00085543i,0.00054271+0.00026609i,0.000601-0.00014501i,0.0010332+0.0001963i,0.0015128+0.00086456i,0.00070834+0.00048743i,-0.00011053-0.00016817i,-0.00013159-0.00015271i,-0.00021163-6.2847e-05i,-0.00023637-0.00052373i,8.9248e-05-0.00082977i,0.00025529+0.00032988i,0.00047962+0.0012586i,0.00039449+0.00087319i,0.0002109+0.00045624i,0.00036969+8.283e-05i,0.0006217-0.00031628i
-0.0013509+0.00086041i,0.00023312+0.0015029i,9.5973e-05+0.0011192i,-0.00056849+0.00032459i,-7.1802e-07-0.00069634i,0.00071901-0.00074425i,0.00054336-0.00031859i,0.00020193+1.9929e-05i,-2.5233e-05+0.00096188i,0.00040187+0.0012032i,0.00049125+0.00058166i,-4.351e-05-0.00080063i,0.00013881-0.0011222i,0.00091083+7.7614e-05i,0.00026121+0.00031189i,-0.0001762+6.4549e-05i,0.00027309-0.00016226i,-5.5771e-05-0.00036409i,4.2965e-05-0.00032683i,-2.0051e-05+0.00015814i,-0.00024997+0.00084554i,-6.7904e-05+0.00060678i,-2.6078e-05-0.00019679i
-0.00014925+5.0546e-05i,0.00043949+2.5999e-05i,0.0015666+0.00029779i,0.0010942+8.8166e-05i,-0.00088948+0.00019642i,-0.00096216+0.00048201i,8.8987e-05+0.00050924i,0.00037102+0.0005009i,-3.0607e-05+0.00034278i,-0.00039446+0.00048849i,-0.00057758+0.00096282i,-0.00096092+0.00082329i,-0.00064191+0.00059367i,-9.2309e-05+0.00018439i,0.00048023-0.00024282i,0.0011957-0.0003204i,0.0012208-0.00056105i,0.00047687-0.00066637i,0.00051292+0.00033697i,0.00057257+0.001036i,0.00012559+0.00083165i,-8.3599e-05+0.0004967i,-0.00069928+0.00052583i
0.00097768+0.0020565i,0.0022445+0.0014796i,0.0027675+0.0013113i,0.0017162-5.0269e-05i,0.0015385-0.0013723i,0.00090074-0.001344i,-0.00027833-0.00077654i,-0.0004012-0.00068038i,0.00024656-4.5761e-05i,0.00032708+0.0007564i,0.00016235+0.0002305i,-0.00011331-0.00043672i,-0.00080203-0.00062721i,-0.0012533-0.00074469i,-0.00099167-0.00072694i,-6.3947e-05-0.00017203i,0.00061361+1.8944e-05i,0.00039529-0.00020234i,5.0884e-05-0.00023408i,-2.826e-05-0.00015229i,8.9992e-05+0.00010018i,-4.3591e-05+0.00025861i,0.00022399+0.00036187i
-0.0012811+0.00080479i,-0.0011898-0.00031543i,-0.00088794-0.0004135i,-7.645e-05+0.00053543i,8.7009e-05+0.0006986i,-0.00015312+9.3612e-05i,-0.00015747-0.0011795i,-0.00041055-0.0017147i,-0.00083684-0.00072763i,-0.00080602+0.00053098i,-7.8374e-05+0.00062891i,0.0013986+0.00021376i,0.0010883-9.5969e-05i,0.00015462+0.00014898i,-0.00020466-0.00037431i,-0.00095559-0.0011473i,-0.00088945-0.00065465i,9.4255e-05+6.8785e-05i,0.00026894-7.6492e-05i,-0.0007366-0.00024633i,-0.00079261+9.3764e-05i,-0.00018473+0.00040972i,-0.00013333+0.00040778i
0.00017253+0.00032451i,0.00073408-0.00029721i,0.00101-0.0015165i,-3.3858e-05-0.00088493i,-0.0010311+0.00024153i,-0.0016712-5.8029e-06i,-0.0014624-0.00033225i,0.0001354-0.00061874i,0.00050918-0.0005912i,0.00026776-0.00049451i,-6.1006e-05-0.00011348i,-0.0001393-0.00014499i,9.4865e-05-0.00047275i,1.9273e-05-0.000343i,9.6554e-05-0.00093858i,3.9444e-06-0.0011936i,-0.00026114-0.00032686i,-0.00051612+5.6082e-05i,-0.00030462-0.00076245i,-0.00035388-0.00084025i,-0.00055736-7.4691e-05i,-0.00030695+6.6714e-05i,-0.0002742+0.00044195i
0.00040289+0.0013798i,0.0011627+0.0021553i,0.001509+0.0016194i,0.0010584+0.00028592i,0.00075584-0.00082364i,0.00047292-0.0012084i,0.00014449-0.00091273i,7.0774e-05-0.00052761i,-0.00018596-0.00013788i,5.8007e-05+0.00053417i,0.00078256+0.00070495i,0.00047926-0.00014743i,-0.00015655-0.0010632i,-0.00046055-0.00091801i,-0.00017829-0.00025084i,0.00073965+0.00030308i,0.00039802+0.00041561i,-0.00045286-0.00024409i,0.00014957-0.00031374i,0.00024666+0.00025769i,-0.00029059-0.00014264i,4.9195e-05+4.608e-05i,0.00038347+0.00062826i
0.0022858+0.0015931i,0.0024338+0.00094024i,0.0022085-4.9535e-05i,0.0014892-0.00073439i,0.00047232-0.0012751i,-0.00011544-0.0012067i,-0.00063986-0.0011866i,-0.00057348-0.00077589i,0.0002598-0.0001513i,0.00021909-1.1451e-05i,0.00016703-7.8877e-05i,0.00025007+0.00027044i,0.00028065+0.00043398i,0.00028811+0.0011237i,-0.00017474+0.00078828i,-0.00048237-0.00033348i,-0.00026603-0.00097988i,-0.0001298-0.0010146i,7.9496e-05-0.001306i,0.00035815-0.0010897i,0.00048504-0.00014969i,0.00010886+0.00096712i,8.02e-05+0.0013067i
-0.00093503-0.0006176i,-0.0011647+0.00066562i,-0.00047117+0.00095527i,9.6023e-05+0.00017872i,0.00011957+0.00010701i,0.00040688-1.7039e-05i,0.00016078-0.00044651i,-0.00071512-0.00019803i,-0.00044987+0.0011226i,0.00062433+0.00092981i,0.00042928-0.00016421i,-0.00074039-0.00023222i,-0.0012653-4.2024e-05i,-0.00085842-0.00053743i,-0.00047841-0.0005709i,-0.00050073-8.5817e-05i,-0.00043382+0.00074719i,-0.00029324+0.0012574i,-0.00010731+0.00080759i,0.00020495+0.00073218i,0.00041213+0.00023888i,0.00040452-3.5741e-06i,0.00074343+2.217e-05i
0.0011906-0.00035684i,0.00084661-0.0011975i,-0.00036667-0.0029012i,-0.0011602-0.0031784i,-0.0011532-0.0013525i,-0.0014819+0.00031714i,-0.0012299+0.00099306i,-0.0008291+0.00064254i,-0.00058356-0.0004043i,-0.00023867-0.00060556i,-0.00022913-0.00022985i,-0.00021903-1.423e-05i,2.8399e-06-0.0003431i,0.00029139+0.00019893i,0.0004521+0.00099373i,-0.00023019+0.0012772i,-0.00058051+0.00084864i,-0.00013503+0.00031465i,-0.00044882+4.5605e-05i,-0.00083271+8.1417e-05i,-0.00087362+0.00071807i,-0.00034131+0.001076i,0.0001712+0.0010381i
-0.00013811-0.0022614i,-0.00051756-0.00065954i,-0.0011997-0.00052492i,-0.0017391-0.00032267i,-0.0022022+0.00091041i,-0.0013707+0.0009438i,-0.00058031+0.00069198i,-0.00063654+0.00093295i,-0.00077941+0.0015158i,-0.000169+0.00064299i,0.00066787-0.00042463i,0.00075007-0.00089025i,0.00023911-0.0009915i,3.9481e-05-9.7616e-05i,-0.00010927+0.00041272i,0.00026489-0.00010231i,0.00042592+0.00042823i,-0.00029341+0.00017556i,0.00014636-0.0009273i,0.00055479-0.00041195i,0.00043283+0.0007153i,0.00099428+0.001205i,0.0010428+0.00018436i
0.00029457+0.00012491i,0.00012192+0.0015629i,0.00018349+0.0019583i,-0.00040714+0.0013877i,-0.00087182+0.00033651i,-0.00065424-0.00016698i,-0.00043119-0.00053424i,-0.00041908-0.0002946i,-0.00060436+0.00012038i,-0.00074938-0.0005835i,-0.0003696-0.0011678i,-0.00043902-0.0011664i,-0.00012523-0.0010947i,0.00022384-0.00057207i,-0.00029181-0.00015882i,0.0001412-0.00038957i,0.00050396-0.00083782i,0.00019283-0.00042179i,0.00050467+0.00064364i,0.00045984+0.0010761i,-0.00028841-0.00017356i,-7.4964e-05-0.00049302i,-2.2442e-05+0.00024276i
0.0021961+0.00055162i,0.00161+0.00029084i,0.0012719-0.00051634i,-0.00012939-0.0016272i,-0.001998-0.0018228i,-0.0025542-0.00023391i,-0.0015746+0.001021i,-0.00059438+0.0010796i,0.0001409+0.00067949i,0.00067719-0.00063545i,0.00013891-0.00056417i,-7.4521e-05-8.7874e-05i,0.00071871-9.6505e-05i,0.00033575+0.00057767i,-6.9674e-05+0.00061166i,0.0002993+0.00069494i,0.00047827+0.00090956i,0.00022908+3.2568e-05i,-0.00056819+0.00014535i,-0.0011396+0.00046455i,-0.00095934+0.00025418i,-0.00077322+0.0012581i,-0.0009832+0.001663i
0.00033569-0.0018344i,-0.00056447-0.00069623i,-0.0016393-0.00010569i,-0.0026795-0.00061955i,-0.0023265-0.00069967i,-0.0014242+0.00045684i,-0.00094311+0.00064609i,-0.00086114+2.3012e-05i,-0.00050465-0.00012257i,-0.00060333-0.00057061i,0.00021744-0.00042363i,0.0009855-0.00026401i,0.0010749-0.00080948i,0.00083034+9.3967e-05i,-0.00016538+0.0002554i,-4.3312e-05-0.00048737i,0.0004633-0.00011477i,0.00027016+0.00056104i,0.00045057+0.00030584i,0.00056969+0.00035187i,0.00080679+0.00067578i,0.001031+0.00068038i,0.00090368+6.4916e-05i
0.00223+0.001094i,0.0025746+0.00043545i,0.0024116-0.00064062i,-0.00030802-0.00037245i,-0.0025583-0.00030523i,-0.0024655-0.00032785i,-0.0010597-3.6279e-05i,-4.2379e-05+0.00045547i,0.00021106+0.00081033i,-0.00012408+0.00066146i,6.6528e-05-0.00028574i,0.00074239-0.00096134i,0.00084184-0.00054602i,0.00080201+0.00031573i,-0.00019501+0.00056502i,-0.0012526-0.00016909i,-0.00018449-0.00027658i,0.0010425+0.00019428i,0.00088566+0.00090911i,-0.00019698+0.00093573i,-0.0010013+0.00023633i,-0.00078845+0.00053553i,0.00059463+0.00027555i
-0.0028036+0.00042702i,-0.0014169+0.001i,0.00092347+0.0014088i,0.00096475+0.0006826i,0.00084143-0.00041252i,0.00061739-0.00049006i,0.00036374+0.00013734i,-0.00010294+0.00062347i,-0.000401+0.0012484i,0.00010812+0.0012173i,0.00035133+0.00041442i,5.4952e-05-0.00039845i,-0.00051542-0.00082323i,-0.0009406-0.00067923i,-0.00079825-0.00074846i,-0.00036696-0.00017774i,-0.00072074+0.00025222i,-0.0010643+0.00044005i,-0.0014949+0.00091431i,-0.001059+0.00073857i,-6.7359e-06+0.00053715i,0.0006178+8.4435e-05i,0.0010806-0.0008007i
0.00023929+0.00061703i,7.7206e-05+0.0005266i,-0.00070634+0.0012226i,0.0004363+0.0011735i,0.00042436+0.0011443i,0.00029788+0.00061612i,0.00038918-0.00011222i,0.00079808+0.00025015i,0.0016329+0.0011141i,0.001296+0.00076527i,0.00065934+0.00010648i,0.00091597-0.00015675i,0.001298+6.1628e-05i,0.001271-0.00063474i,0.00068189-0.00076543i,-0.00038551-8.0188e-05i,-0.000397+0.00019114i,0.00040355-0.00013404i,0.00059811-0.00094963i,0.00054086-0.00012428i,0.00028534+0.00072103i,-0.0001514+0.00082461i,-0.00057174+0.000289i
-0.00065839+0.0023631i,-0.00043282+0.0031842i,-0.0005815+0.0023399i,-0.00093281+0.00086873i,-0.00018704-5.1706e-05i,0.00093717-8.6608e-05i,0.00068738+0.00017735i,-0.00027966+0.00062514i,0.00015572+0.00081642i,0.00098441+0.00055699i,0.001101-0.00051508i,0.00038991-0.0013426i,-4.7422e-06-0.00095258i,-0.00064129-0.00036344i,-0.0015864-0.00049176i,-0.001341-0.00035529i,-0.00060525-0.00012449i,7.1183e-05+0.0003187i,0.00062155+0.00025387i,0.00068236-0.00082339i,-0.00046601-0.00083379i,-0.00079827-0.00016296i,-8.3102e-05+0.00052737i
0.0012846-0.00062855i,0.00092534-0.0017259i,6.4029e-05-0.0025787i,-0.00079978-0.0024578i,-0.0012904-0.00098365i,-0.0014274+0.00049263i,-0.00053802+0.0012462i,0.00010922+0.0007207i,0.0010185+0.00032324i,0.00089314+0.00029768i,-0.00035755+0.00040327i,-0.00072397+0.0008184i,-0.00015056+0.00089553i,0.00084881+0.0010488i,0.0014927+0.00082131i,0.00066895+0.00011119i,-0.00043333+0.00043818i,-0.00051858+0.00064078i,-0.00097453-5.028e-05i,-0.001269-0.00020207i,-0.00048664+0.00011736i,-0.00016616+0.0004859i,-0.00062727+0.00051421i
0.00063492+0.00026449i,0.00099721-0.00055568i,0.0012682-0.00072037i,0.00046327-0.0012816i,0.00011593-0.0017107i,0.00054884-0.0014262i,-0.00052877-0.00030602i,-0.00088903+0.00073124i,0.000281+0.0006404i,0.00099703-0.00041707i,0.00050244-0.00080852i,-0.00055299-0.00041928i,-0.00087514+1.3953e-05i,-0.00060864+0.00071897i,-0.00028553+0.00063122i,-0.00047396-0.00024219i,-0.00027924-0.00046155i,-0.00063463+0.00024509i,-0.00080907+0.00076025i,0.00043722+0.0012599i,0.00080022+0.0017742i,0.00047366+0.00028608i,0.00013717-0.00091547i
-0.00059311+0.001815i,0.00031699+0.0027003i,0.0012917+0.0024422i,0.0011935+0.001452i,0.0014639+0.00056845i,0.0016945-2.0382e-06i,0.00040759-0.00079722i,-0.00023659-0.00055998i,8.1612e-05+0.00028064i,0.00057794+0.00024697i,0.00067489+0.00031633i,-1.9843e-05+0.00046484i,6.4755e-05-0.00031316i,-0.00021949-0.00022574i,-0.00077877+0.00014558i,-0.00054238+0.00040712i,-9.357e-06+0.00073488i,0.00054383+0.00087595i,0.00041597+0.0010414i,0.00033032+6.7546e-05i,-0.00028603-9.6401e-05i,-0.0013662+6.5753e-05i,-0.00071571-0.00051823i
0.0013495+0.0030186i,0.0011248+0.0033944i,0.00077949+0.0017824i,0.00041934-7.4746e-05i,0.00014039-0.00066596i,-0.00014904-0.00073317i,-9.5398e-05-0.00030428i,0.00074465+0.00024619i,0.00084186+0.00086132i,0.00066696+0.00023602i,0.00019755-0.0004661i,-0.00067515+1.9503e-05i,-0.00073196+0.0001763i,-0.00011763-0.00039391i,-2.0121e-05-8.8119e-05i,-0.00033471+0.00010658i,0.00027763+2.6033e-05i,0.00056067-0.00066645i,-0.00044173-0.00074536i,-0.00090046+0.00012651i,0.00018584+0.00011554i,0.00045727+9.4508e-05i,-0.0008747+0.00038376i
-0.0024383-0.0013545i,-0.0032158+2.516e-05i,-0.0020895+0.0023061i,-0.00056848+0.00149i,-0.00013458+6.9979e-06i,0.00021218-0.00032693i,0.00061992-0.00059961i,0.00054492-0.00070085i,0.00091909-0.00024336i,0.00054678+0.00088524i,3.6625e-05+0.00092212i,0.00025948+0.0002158i,-0.00020679-0.00012034i,2.9965e-05-0.00039658i,0.00060712-0.00053226i,0.00045873-0.00095962i,0.00073932-0.0005877i,0.00064262-0.00015409i,-0.00011184+6.1635e-05i,0.00011866+2.3751e-05i,0.00066699+0.00033621i,0.00085709+0.00060126i,0.00065986+0.00065621i
0.0017357+0.00047289i,0.0021998-0.00039209i,0.0011963-0.00068877i,-0.00072402-0.00021519i,-0.0012234-7.8457e-05i,-0.0012112-2.1676e-06i,-0.0016192+0.00030044i,-0.0010841+0.00039656i,-0.00052687+0.00035649i,-0.00075027+0.00067045i,-0.00081489+0.0006616i,-0.00029271+0.000598i,-0.00013346+3.3218e-05i,-4.0528e-05-0.00068017i,0.00042037-0.00092375i,0.00033283-0.00094339i,-2.9533e-05-0.00079961i,-0.00020834-0.00040379i,-0.00045231+0.00034147i,-0.00032385+0.00058954i,0.00042836-0.00010182i,0.00082196-0.00052359i,0.00058423-0.00019561i
-0.00022026+0.0020644i,-0.0004713+0.0014774i,0.00017699-0.0004714i,1.3551e-05-0.0017198i,-0.00067204-0.0019635i,-0.0004259-0.0013352i,-0.00021838-0.00013941i,-0.00012474+0.00058911i,0.00018976+0.00083392i,0.00047207+0.00035695i,0.00063342+0.00066002i,0.0001728+0.00076256i,6.2906e-05-0.00041737i,-9.6259e-05-0.0010939i,-3.9914e-05-0.0013127i,0.00034053-0.0014194i,0.00050727-0.00091041i,0.00040215-0.00050457i,-0.00033561-4.6938e-05i,-0.00027944-0.00036555i,0.0003808-0.00077993i,0.00021879-0.00068234i,-4.4417e-05-0.00023746i
0.0016333-0.0010941i,0.0018252-0.0010535i,0.001774-0.00039882i,0.0011721+4.6023e-05i,0.00024425+0.00043229i,-0.00080271+0.00064575i,-0.0019974+8.5932e-05i,-0.0021785-2.7002e-05i,-0.0010295+0.00074061i,0.00014938+0.0011201i,0.00052331+0.00069675i,0.0012281+0.000375i,0.0014537+0.00012053i,0.00051545-0.00015727i,-1.0161e-05-0.00061061i,-0.00021878-0.00088304i,-0.0002088-0.00083189i,-0.00061591-0.00020574i,-0.0012702+0.00039987i,-0.00035251+0.00012291i,0.00048755-0.00032845i,0.00020089+0.00038577i,0.00026563+0.001097i
0.00031316+0.0032192i,0.001458+0.0029176i,0.001573+0.0015378i,0.00068302+0.00078217i,0.00049226+0.00051517i,0.00030926-0.00029056i,9.4627e-05-0.0010127i,-0.00021303-0.00058982i,0.00014601+0.00041871i,0.00048683+0.00027863i,0.00028673+0.00028672i,5.3692e-05+0.00054446i,-0.00076528+0.00057816i,-0.0010105+0.00023234i,-0.00036571+9.3833e-05i,0.00034698-0.00014541i,-6.2199e-05+0.00065034i,-0.00025226+0.0011727i,0.00029377+0.00026724i,0.00026688+0.00021155i,0.00016685+0.00052762i,-0.00022215+0.000292i,-0.0004481+0.00016189i
-0.00016682+0.00065181i,-0.00071679+1.8594e-06i,0.0006497-0.00057683i,0.0010126-0.00038581i,-0.00053894+0.00023658i,-0.00038773-1.5219e-05i,0.00086135-0.00023409i,0.00055384+0.00083337i,-0.00025318+0.0012173i,-0.00049064+0.00043134i,-0.00077199-0.00077662i,-0.0012296-0.0012194i,-0.00079691-0.00037471i,-0.00030994+0.00079432i,-0.00078632+0.00085857i,-0.00074481-0.00046804i,-0.00043609-0.00085306i,0.00017631-0.0004548i,2.1813e-05-0.00079996i,-0.00050723-0.00061088i,-0.00069064+0.00068541i,-0.00043967+0.00078138i,-0.00050709+0.00028342i
-0.00041776+0.00097447i,-0.00010399+0.0010209i,-0.00059479+0.0011454i,-0.00029322+0.0002924i,0.00036373-0.00054157i,7.2397e-05-0.0005752i,-0.00011188-0.00010538i,2.6333e-05+0.00087452i,0.00063362+0.0012152i,0.0015673+0.00080414i,0.0012018+0.00037756i,0.00032545-0.0001955i,-0.00034127+0.00015804i,-0.00035505+0.00014054i,7.9483e-05-0.0009272i,0.00030773-0.00089004i,6.9408e-05-0.00068939i,0.00011399-0.00096202i,0.00030363-0.00054979i,0.0007023+0.00053804i,0.00018471+0.00079056i,-0.00050509-6.8645e-05i,-0.00048706-0.00018087i
-1.1104e-05-0.00035354i,-2.3824e-05+0.00082771i,-0.001044+0.00023852i,-0.00097291-0.00044736i,-0.0012966+0.00059573i,-0.0018215+0.0009349i,-0.00098501+0.00073505i,-0.00060839+0.00103i,-0.001041+0.0013145i,-0.00096889+0.00059051i,-0.00086541-0.00035259i,-0.0003931-2.4853e-05i,-0.00028422+0.00011386i,-0.00026565-0.0002895i,0.00023066-0.00034234i,0.0004969-0.00015901i,0.00033311-9.4597e-06i,-0.00044161-4.8314e-05i,-0.00019344+9.1903e-05i,0.00079494+0.00061772i,0.00046226+0.00055912i,0.00024906-0.00034078i,0.00043649-0.00017911i
-0.00058283+0.0008611i,-0.00040699+0.0018784i,-0.00031853+0.001596i,-0.00061742+0.0013529i,-3.2819e-05+0.0014725i,0.00093061+0.001923i,-7.7823e-05+0.0012341i,-0.00044012+0.00039545i,1.8499e-05+0.00051033i,-0.00027831+0.0005398i,-0.00025909+0.00036884i,0.00071856-0.00018864i,0.00074023-0.00034091i,0.00023879-0.00020389i,-0.0006928+0.00014344i,-0.0012049+0.00019099i,-0.00032253+0.00012802i,0.0010462-0.00022187i,0.00076345-0.00082582i,-0.00019915-0.0003589i,-0.00060532+0.00019152i,-0.00040558+0.0004657i,0.00043052-0.00016439i
-0.00026682+6.7555e-05i,0.00064936+0.00059335i,0.0014617+0.00085924i,0.0014381+0.0013716i,0.00058918+0.00086031i,0.00022883-0.00046213i,-0.00013769-0.00091134i,-0.00010441-0.00063758i,0.00070441+0.00048724i,0.00064534+0.0010211i,-0.00010498+0.0001988i,-0.00051575-0.00085923i,-0.00074459-0.00065043i,-0.00038631-4.6398e-06i,0.00046132+0.00030953i,0.00011415+0.00043167i,-0.00032041+0.00013529i,-0.00024644+6.3587e-05i,7.6578e-06-9.3355e-05i,0.00054165-0.00036632i,0.00089898-0.00060689i,0.00070661-0.00017483i,0.00017959+9.7809e-05i
-0.0022938+0.00041001i,-0.0020835+0.0009086i,-0.0017293+0.00093831i,-0.00070597+0.00012414i,-0.00054529-7.9056e-06i,-0.00080298+0.00057345i,-0.00065829+0.0011342i,-0.001553+0.00094465i,-0.00084454+0.00020637i,0.00030701-0.00041435i,-3.0954e-05-0.00069306i,0.00014872-0.00074594i,0.000924-0.00074897i,0.00077618-0.00064312i,0.00035561-8.8799e-05i,0.00027737-5.8321e-05i,0.00096785-0.00011695i,0.0013141-4.3184e-05i,0.00061168-0.0003236i,-6.3901e-05-0.00031501i,-0.00017116-0.00047233i,-0.00011004-0.00028958i,-0.00052092+0.00049439i
-0.0016109-0.00031643i,-0.0011292+0.00088578i,-0.0014031+0.0010456i,-0.00087615+0.00047574i,-0.00011267-0.00014155i,0.00057703-0.00056675i,0.00070548-0.00013433i,-0.00019253+0.00026985i,-0.00038024+0.00042502i,0.00022996+0.0011953i,0.00035295+0.0011602i,0.00034534+0.00088943i,0.00011157+0.00082458i,-0.0001799+0.00018111i,-0.0002218-0.00059032i,-0.0004878-0.00096977i,-0.00061585-0.00035862i,-0.00067265-0.00017075i,-0.00069275-7.8655e-05i,-0.00044162+0.00060339i,0.00022688+0.00066277i,0.00030426+0.00018684i,0.00063976-0.00014364i
0.0029242-0.00015696i,0.0034112-0.00012411i,0.0032522-0.00015696i,0.0029569-0.0009626i,0.001391-0.0016136i,2.4135e-05-0.0014364i,-0.00020116-0.0010017i,-0.00032808-0.00035894i,-0.00042387+8.8124e-05i,3.99e-06+6.5702e-05i,0.00077198-0.00019891i,0.0011492-5.9806e-05i,0.0014689+0.00036097i,0.0014112+0.00066156i,0.0012187+0.0010871i,0.00078955+0.00092767i,-0.00026287-1.645e-05i,-0.00047601-0.00043518i,0.00036082-0.0001756i,8.1727e-05+1.1192e-06i,-0.00082673-0.00019718i,-0.00074958-0.0001926i,0.00011321+0.00018587i
0.00080248+0.00078213i,0.00085847+3.8436e-05i,0.0012674-0.00063225i,0.00075017-0.00039401i,4.0995e-05-0.00019741i,-0.00044818+0.00016743i,-0.00033978+0.0003198i,-0.00023423+5.36e-06i,-0.0002509+1.7841e-05i,0.00026648-6.558e-06i,0.00042454+0.00010281i,0.00021679-0.00032082i,0.00043303-0.00043757i,0.00024999-0.00098673i,4.9107e-05-0.0014382i,0.00012683-0.00031838i,3.2224e-06+8.9797e-05i,-0.00086954+6.5096e-06i,-0.00059908+0.00013477i,0.00026672-0.00014773i,0.00031951-0.00032706i,0.00043124-0.00012151i,0.00066231-0.00015344i
-0.001504-0.00098839i,-0.0021052+0.00072642i,-0.0029363+0.0016768i,-0.0030875+0.0010057i,-0.0028478+0.0012286i,-0.00073695+0.0019347i,0.00040979+0.0013781i,-7.9167e-05+0.00085852i,0.00038399+0.00049113i,0.00062367+0.00060866i,-8.9184e-05+0.00073628i,0.00025119+0.00022923i,0.0011591-0.00046464i,0.00077318-0.001021i,-0.00027967-0.00056374i,-0.0007989+3.478e-05i,-2.1009e-05+0.0001237i,-0.00023363-0.00019212i,-0.00016732-0.00014973i,0.0010198+9.0134e-05i,0.00074112-0.00015842i,-5.9088e-06+3.1727e-05i,-0.00039978-0.00011915i
