-0.0031157+6.6827e-05i,-0.0015924+0.00041647i,-0.0011089+0.00083487i,-0.00021131+0.0013816i,0.00026112+0.0023418i,0.00015639+0.0023987i,0.00013434+0.0018371i,3.0305e-05+0.0014614i,-5.1115e-05+0.00050424i,0.00055687-0.00034813i,0.00068518-0.00039019i,0.00071853-0.00056485i,-0.00017247-0.00069014i,-0.00099423-0.0005334i,0.00011933-0.00075686i,0.0002087-0.00034601i,-0.00028334+0.00045497i,-0.00047704+0.0012478i,-0.00079992+0.0011932i,-0.00019051+0.00020482i,0.0003433+0.00022345i,3.5052e-05+0.00067693i,-0.00019079+0.00041189i
-0.18395-0.24345i,-0.1918-0.26386i,-0.10275-0.20339i,-0.010815-0.23954i,0.0026587-0.28426i,-0.00043741-0.18304i,0.015353-0.073375i,-0.00029259-0.05111i,-0.031793-0.040394i,-0.040328-0.019452i,-0.042477-0.0045003i,-0.039416+0.0062406i,-0.021212+0.0058638i,0.0046435-0.0076871i,0.026089-0.025189i,0.032802-0.03431i,0.023632-0.030285i,0.010843-0.018358i,0.0042494-0.0028312i,0.0016965+0.014791i,0.0020628+0.027227i,0.0091769+0.02519i,0.013229+0.013452i
0.14792+0.093154i,0.16265+0.16333i,0.16488+0.17104i,0.24574+0.14605i,0.30172+0.090723i,0.21097+0.022708i,0.082661-0.0012084i,0.038415+0.003149i,0.039274-0.0022452i,0.037589+0.0023708i,0.040624+0.023744i,0.039393+0.036021i,0.019478+0.031589i,-0.0094593+0.028576i,-0.030419+0.03457i,-0.030619+0.039022i,-0.010387+0.030885i,0.011199+0.01313i,0.020009+0.0024558i,0.026332+0.0035443i,0.02861+0.0061881i,0.018212+0.0045135i,0.0066212+0.00089609i
-0.2267-0.107i,-0.34147-0.14117i,-0.30295-0.065944i,-0.19754+0.054005i,-0.11393+0.11328i,-0.042243+0.10525i,0.015443+0.061586i,0.034049+0.019284i,0.026436+0.0059772i,0.01398+0.0019056i,0.0069696-0.0057404i,0.012287-0.010673i,0.01685-0.015643i,0.012578-0.019474i,0.0079254-0.023745i,-0.0022329-0.028163i,-0.021778-0.013751i,-0.028433+0.013856i,-0.014091+0.018333i,-0.0029848-0.0013031i,0.00042165-0.01353i,0.0074657-0.00891i,0.015472-0.002807i
0.31618-0.19355i,0.38945-0.29769i,0.25588-0.26118i,0.093744-0.11067i,0.032574-0.0014239i,-0.0034928+0.011135i,-0.024211+0.013391i,-0.00054708+0.022876i,0.02345+0.0062537i,0.025202-0.020195i,0.014471-0.040427i,0.0023211-0.043648i,-0.0016845-0.027121i,-0.0014212-0.0037178i,0.0027062+0.015858i,0.012332+0.024297i,0.021856+0.018044i,0.019923+0.00563i,0.0040508+0.0037434i,-0.015333+0.0088063i,-0.028938+0.0099699i,-0.030049+0.010679i,-0.021616+0.010783i
0.064355+0.31952i,0.1147+0.39168i,0.093443+0.25573i,-0.045104+0.097793i,-0.1402+0.047355i,-0.096959+0.025753i,-0.03847+0.0029067i,-0.025752+0.015367i,-0.022906+0.034985i,-0.028683+0.038639i,-0.039653+0.036042i,-0.040955+0.029953i,-0.02409+0.018345i,-0.0010978-0.0031316i,0.0069503-0.024542i,-0.0018186-0.030734i,-0.01537-0.021269i,-0.020925-0.0075573i,-0.013654+0.0024284i,-0.0010607+0.01329i,0.0091705+0.019034i,0.012602+0.0094835i,0.0093094-0.0011133i
-0.14319-0.023963i,-0.15781-0.025748i,-0.072124-0.039422i,0.010037-0.13378i,0.012655-0.19343i,-0.0094345-0.13131i,-0.014868-0.053657i,-0.02625-0.027953i,-0.032244-0.022405i,-0.02082-0.021323i,-0.0094164-0.014441i,-0.0066584+0.0025087i,-0.0065296+0.016813i,-0.0024819+0.020808i,-0.00019926+0.02012i,0.006464+0.019392i,0.020787+0.0081129i,0.0267-0.011092i,0.02114-0.021052i,0.017571-0.027488i,0.016082-0.033672i,0.0076026-0.027468i,-0.0024122-0.014488i
-0.004384+0.085214i,0.0018255+0.16251i,0.036302+0.18972i,0.11113+0.1516i,0.1464+0.087729i,0.11375+0.036749i,0.05991+0.016469i,0.026372+0.016352i,0.01456+0.021383i,0.017738+0.027413i,0.033037+0.030716i,0.041128+0.022436i,0.025211+0.0065676i,0.00034162-0.0044338i,-0.018208-0.0084906i,-0.032161-0.0057151i,-0.034681+0.0068215i,-0.021262+0.016642i,-0.0098677+0.010077i,-0.012083+0.0015491i,-0.014014+0.0018816i,-0.0084512+0.0027921i,-0.0042609+0.0010591i
-0.21568-0.12334i,-0.36221-0.15987i,-0.33992-0.10844i,-0.19858-0.046873i,-0.094429-0.032221i,-0.05231-0.014445i,-0.024218-0.0097443i,-0.014908-0.032533i,-0.022355-0.04394i,-0.023055-0.03687i,-0.017929-0.031461i,-0.010176-0.033374i,-0.0048817-0.028451i,-0.00074002-0.01259i,0.0086732-0.00209i,0.018733-0.0044485i,0.021953-0.011598i,0.018379-0.015158i,0.012622-0.011076i,0.006526-0.0032202i,0.0024525+0.0023501i,0.0054367+0.0030333i,0.011137+0.00073865i
0.19299-0.19959i,0.27358-0.33662i,0.20598-0.27914i,0.13598-0.071715i,0.13894+0.060842i,0.10354+0.056695i,0.049196+0.033327i,0.042036+0.024116i,0.044413+0.010336i,0.028684+0.0024295i,0.010373+0.0013525i,0.0013656-0.0016054i,-0.0020947-0.0077484i,-0.0081759-0.0088529i,-0.011695-0.0035598i,-0.014366+0.0028704i,-0.020472+0.01432i,-0.021064+0.027084i,-0.0089608+0.029564i,0.0080586+0.027452i,0.018658+0.026752i,0.017488+0.020162i,0.0077598+0.0096724i
0.11432+0.15368i,0.19241+0.20342i,0.11954+0.096532i,-0.088354-0.0086018i,-0.21271-0.0095916i,-0.16849-0.0057894i,-0.084648-0.01679i,-0.037363-0.0081955i,-0.016836+0.0031407i,-0.012097+0.0079329i,-0.018312+0.012557i,-0.023332+0.022188i,-0.010466+0.026455i,0.012194+0.014795i,0.025837-0.00037823i,0.033565-0.013761i,0.034133-0.02965i,0.020446-0.038115i,0.0041581-0.034466i,-0.0076264-0.034468i,-0.016998-0.036853i,-0.016972-0.02757i,-0.0079134-0.013262i
0.024342+0.066064i,0.069196+0.061779i,0.15711+0.017237i,0.21532-0.05624i,0.19843-0.098315i,0.13778-0.071427i,0.070725-0.027802i,0.028266+0.00023115i,0.015771+0.0054917i,0.007132-0.0047067i,0.00079218-0.0048034i,0.0036242+0.0074383i,0.0039722+0.016623i,-0.00021123+0.018959i,-0.0048903+0.02072i,-0.0075242+0.027468i,-0.0028505+0.03166i,0.0044845+0.026441i,0.0062698+0.02162i,0.0044273+0.024597i,0.00084555+0.027629i,-0.0028239+0.02388i,-0.0049145+0.015892i
-0.090166+0.18564i,-0.051126+0.30746i,-0.035429+0.28412i,-0.093162+0.16562i,-0.14709+0.074929i,-0.11972+0.029718i,-0.052699+0.0081979i,-0.015149+0.0038609i,-0.0036849+0.0081229i,0.0071252+0.0066527i,0.015874-0.005372i,0.012181-0.011034i,0.0025897-0.007207i,-0.0038731-0.006364i,-0.0091868-0.010526i,-0.013247-0.016365i,-0.01062-0.020884i,-0.0060398-0.023625i,-0.0066824-0.023874i,-0.0087939-0.021225i,-0.0083192-0.018198i,-0.0081254-0.013624i,-0.0051397-0.0056661i
-0.24503-0.15681i,-0.40714-0.090669i,-0.27245-0.012754i,0.019732-0.042788i,0.16985-0.085929i,0.15718-0.049676i,0.079927-0.008528i,0.0041018-0.0016018i,-0.031424-0.00043889i,-0.03586+0.0047993i,-0.025604+0.010161i,-0.012002-0.0021134i,-0.010517-0.01706i,-0.01161-0.012973i,-0.0089716-0.00065037i,-0.0083064+0.016386i,-0.005136+0.036296i,0.0067557+0.041781i,0.019019+0.028803i,0.025104+0.014718i,0.028576+0.0080548i,0.025326+0.0018286i,0.012948-0.002981i
0.11541-0.19182i,0.038463-0.32513i,-0.10794-0.19504i,-0.16802+0.058348i,-0.1473+0.14687i,-0.12278+0.10121i,-0.060313+0.050111i,0.011202+0.0062499i,0.029959-0.017624i,0.022877-0.018812i,0.011816-0.017602i,0.0024675-0.013665i,0.00097338-0.011851i,-0.0019704-0.012898i,-0.0056679-0.017375i,-0.010986-0.026929i,-0.018441-0.029533i,-0.021196-0.021557i,-0.021388-0.013542i,-0.02537-0.0095084i,-0.028169-0.0061264i,-0.021339-0.0036119i,-0.0095909-0.00026296i
0.094653-0.056903i,0.16338-0.1112i,0.14239-0.19248i,0.079725-0.21566i,0.074553-0.15291i,0.075219-0.081379i,0.024798-0.030376i,-0.019221+0.0078606i,-0.021709+0.019349i,-0.014442+0.019747i,-0.0045875+0.026606i,0.0082721+0.028203i,0.015545+0.018929i,0.020013+0.0071563i,0.024756+0.0034194i,0.028269+0.0038683i,0.024468+0.0025161i,0.014129+0.0020243i,0.011203+0.0054331i,0.016176+0.010624i,0.018438+0.012179i,0.016455+0.0057946i,0.010255-0.0060892i
0.26529+0.038426i,0.28439-0.0062583i,0.1649+0.014231i,0.026263+0.093276i,-0.058009+0.11357i,-0.086479+0.06183i,-0.042453+0.014674i,0.019699-0.017642i,0.035182-0.033783i,0.017548-0.032912i,-0.0049217-0.025386i,-0.012932-0.0066322i,-0.0055918+0.011967i,-0.0036107+0.01582i,-0.011001+0.010717i,-0.01745+0.0044098i,-0.018104-0.0019502i,-0.014887-0.0047384i,-0.012727-0.0030155i,-0.011963-0.0029457i,-0.01108-0.003466i,-0.0097903+0.0022675i,-0.0069935+0.0087881i
-0.041554+0.38171i,0.12066+0.40072i,0.19354+0.15669i,0.11426-0.090266i,0.056059-0.14277i,0.071079-0.10439i,0.035479-0.055194i,-0.017237+0.0073442i,-0.018293+0.035382i,0.0018076+0.025226i,0.014725+0.0090008i,0.011813-0.0018433i,0.001126-0.00050838i,0.0010313+0.0047838i,0.011548+0.0074965i,0.023019+0.010374i,0.029734+0.009755i,0.028436+0.004198i,0.020846-0.0017023i,0.014966-0.0075512i,0.011314-0.012834i,0.0080732-0.014527i,0.0071566-0.011758i
-0.30484-0.032122i,-0.38297+0.14214i,-0.23947+0.28781i,-0.041339+0.26575i,0.0079969+0.15727i,-0.014368+0.09356i,0.0049186+0.046595i,0.021279-0.0026424i,0.0061408-0.015955i,-0.010489-0.0032145i,-0.017514+0.0076221i,-0.018363+0.006914i,-0.020744-0.0019901i,-0.027723-0.0046865i,-0.034165-0.00092895i,-0.034274+0.0046043i,-0.023506+0.010797i,-0.0070249+0.01018i,0.001096+0.0053918i,-0.00096447+0.0045033i,-0.0043909+0.0054268i,-0.0068173+0.006372i,-0.0074907+0.0086519i
-0.061427-0.056747i,-0.098544-0.14901i,-0.13006-0.23095i,-0.13282-0.22418i,-0.064091-0.15065i,0.0026423-0.08966i,-0.0019739-0.043763i,-0.024042-0.0051972i,-0.019817+0.0061585i,-0.0051649-0.0045999i,0.0072013-0.016016i,0.013013-0.02073i,0.013962-0.019441i,0.019497-0.019662i,0.026529-0.023531i,0.023634-0.025777i,0.011556-0.023657i,0.00016718-0.019598i,-0.0031265-0.015768i,0.00095157-0.0099173i,0.0065474-0.0049291i,0.0081295-0.006871i,0.0072375-0.010173i
-0.20638-0.25329i,-0.22935-0.13739i,-0.062318+0.067369i,0.1102+0.14066i,0.10159+0.10739i,0.029372+0.088525i,0.02354+0.060061i,0.035039+0.01428i,0.020579-0.0022508i,0.0033045+0.010651i,-0.001038+0.02696i,0.0045856+0.03115i,0.0052959+0.020131i,-0.0064168+0.010559i,-0.019328+0.01092i,-0.022688+0.013338i,-0.016345+0.015219i,-0.006051+0.016709i,-0.0004525+0.013755i,-0.0020088+0.0090784i,-0.0031272+0.0094108i,-0.0028761+0.011518i,-0.0049095+0.011863i
0.43871-0.28811i,0.33958-0.47971i,0.04083-0.44917i,-0.14767-0.26095i,-0.136-0.13965i,-0.084918-0.098944i,-0.063036-0.05509i,-0.044041-0.015439i,-0.022243-0.0058695i,-0.013096-0.01719i,-0.020091-0.023982i,-0.021832-0.014751i,-0.0034522-0.0018818i,0.02043-0.0021798i,0.031969-0.013339i,0.027351-0.021378i,0.012787-0.0226i,-0.0038352-0.017798i,-0.012043-0.0094673i,-0.01229-0.003266i,-0.010057+0.0012074i,-0.0018509+0.00067274i,0.0081723-0.0044275i
0.15014+0.41088i,0.34519+0.46875i,0.43652+0.35779i,0.37935+0.20096i,0.26501+0.10494i,0.15287+0.056609i,0.083196+0.028623i,0.055568+0.012274i,0.038785+0.0076844i,0.029558+0.01448i,0.028125+0.018027i,0.018488+0.016547i,-0.0016698+0.019653i,-0.018661+0.029384i,-0.022747+0.039518i,-0.012507+0.041443i,0.005061+0.033762i,0.018926+0.023443i,0.022171+0.015461i,0.016596+0.0095219i,0.0055931+0.0055083i,-0.0050393+0.0061123i,-0.0090657+0.0081202i
-0.06128-0.063148i,-0.21158-0.066081i,-0.36463-0.043085i,-0.38757-0.0073054i,-0.28788+0.010699i,-0.16177-0.008668i,-0.087576-0.018972i,-0.059294-0.0030472i,-0.041911+0.0062725i,-0.033679-0.0022946i,-0.03109-0.011505i,-0.025482-0.016213i,-0.015606-0.018872i,-0.0026073-0.023972i,0.0037445-0.03037i,-0.0028662-0.027379i,-0.012827-0.016539i,-0.018334-0.0086033i,-0.018185-0.006202i,-0.012556-0.007053i,-0.0063568-0.0087064i,-0.0027062-0.0082858i,0.00079068-0.0066137i
0.090252+0.41097i,0.25378+0.37868i,0.37477+0.17274i,0.37327+0.015531i,0.28795-0.021054i,0.1889-0.0049943i,0.10445+0.0023363i,0.052349-0.0083526i,0.025095-0.016897i,0.019441-0.011192i,0.028281-0.0083209i,0.029033-0.01291i,0.014654-0.0097376i,-0.00040709+0.0049312i,-0.0050733+0.018346i,-0.00292+0.018789i,0.0019463+0.011599i,0.010625+0.0049987i,0.015446-0.00062211i,0.011374-0.0053167i,0.0057668-0.0086567i,0.00029232-0.00772i,-0.0042362-0.0030974i
-0.65374-0.11556i,-0.77666-0.0090083i,-0.67307+0.099068i,-0.51562+0.12947i,-0.37069+0.11704i,-0.21599+0.082569i,-0.095521+0.033956i,-0.039514+0.013571i,-0.016925+0.012726i,-0.0168+0.0097881i,-0.021333+0.014607i,-0.012211+0.014967i,-0.0019086-0.0016926i,-0.0017839-0.023068i,-0.007958-0.035679i,-0.013353-0.032355i,-0.015003-0.019284i,-0.016375-0.0065707i,-0.016852+0.0013161i,-0.010566+0.0057388i,0.00096094+0.0055807i,0.0085437-0.0002896i,0.0088133-0.0041369i
0.29939-0.41383i,0.38394-0.51519i,0.41476-0.47301i,0.38924-0.37055i,0.28967-0.25708i,0.15478-0.13448i,0.06434-0.040149i,0.028555-0.012346i,0.012274-0.014649i,0.0098733-0.013194i,0.012317-0.0075855i,0.012296+0.0037812i,0.014199+0.014559i,0.017352+0.021231i,0.020892+0.021634i,0.022139+0.012475i,0.017788+0.00089542i,0.014991-0.0060623i,0.01532-0.0088154i,0.010321-0.008055i,0.0034473-0.0043869i,0.0016051-0.0020931i,-0.0012273-0.0037098i
-0.11339+0.18393i,-0.1697+0.3209i,-0.19523+0.3871i,-0.21345+0.33241i,-0.2041+0.21708i,-0.13476+0.10295i,-0.056342+0.024838i,-0.0094601+0.0069244i,0.01277+0.014645i,0.0103+0.01753i,-0.0024824+0.020834i,-0.01017+0.020931i,-0.014625+0.012835i,-0.016493+0.0026059i,-0.014156-0.00061397i,-0.0043543+0.0030291i,0.0067381+0.0035096i,0.0078065+0.00372i,0.0036223+0.0074121i,0.0038834+0.0091849i,0.0056137+0.0091703i,0.0046098+0.010747i,0.0046237+0.012078i
0.22152-0.47358i,0.20404-0.61016i,0.16138-0.53528i,0.18788-0.38965i,0.19851-0.28182i,0.12035-0.15589i,0.041378-0.03985i,-0.00025003+0.0026148i,-0.018978+0.0054287i,-0.01656-0.0021932i,-0.012965-0.01684i,-0.011794-0.021334i,-0.0017196-0.011428i,0.011731+0.00023714i,0.015661+0.0058546i,0.0065979+0.0084983i,-0.0022243+0.011579i,-0.0029564+0.0096627i,-0.0014405+0.0020537i,-0.0044478-0.0021931i,-0.011728-0.0018729i,-0.014601-0.0018938i,-0.012197-0.0048856i
0.4058+0.55419i,0.4411+0.6397i,0.25419+0.52719i,0.031883+0.38248i,-0.049016+0.25767i,-0.036705+0.10991i,-0.01976+0.0097763i,-0.004128-0.013954i,0.0044571-0.01236i,0.0037554-0.0065759i,0.0048221+0.00021183i,0.0017186+0.0018466i,-0.0093441+0.0010673i,-0.019312+0.001686i,-0.021257+0.0020958i,-0.014399-0.00015086i,-0.006107-0.0024681i,-0.0022253-0.0024622i,-0.0012205+0.00016862i,0.0027384+0.001525i,0.0064215-0.00158i,0.0036081-0.00011851i,0.0032172+0.0060377i
-0.46578+0.022593i,-0.5376-0.068875i,-0.35322-0.17013i,-0.093395-0.20376i,0.041107-0.14486i,0.064872-0.050226i,0.037644+0.0049515i,0.0028696+0.013909i,-0.012214+0.0066934i,-0.012981-0.00057728i,-0.01136-0.0045852i,-0.0067415-0.0067313i,0.0019037-0.008967i,0.0086659-0.011532i,0.0031796-0.012206i,-0.0099174-0.0059185i,-0.016139+0.003898i,-0.012373+0.0068815i,-0.011162+0.0025023i,-0.016278+0.0012931i,-0.015951+0.0036881i,-0.010133-0.0016184i,-0.0073101-0.0082863i
0.28018-0.00083527i,0.39101+0.0055766i,0.29052+0.066648i,0.081418+0.14363i,-0.042748+0.13779i,-0.059069+0.061719i,-0.028929-0.0010192i,0.0010299-0.019458i,0.011059-0.016857i,0.013309-0.0091301i,0.020304+0.002074i,0.022239+0.011051i,0.010407+0.014598i,-0.0017913+0.012662i,-0.0012609+0.0022652i,0.004127-0.013324i,0.0043759-0.022805i,0.0012443-0.019404i,0.0017639-0.010943i,0.0063517-0.0078655i,0.010871-0.0059592i,0.014145+0.00032991i,0.014845+0.0053259i
-0.49148+0.24605i,-0.52677+0.29839i,-0.33943+0.16259i,-0.125-0.0091383i,-0.0029333-0.045161i,0.042606-0.00048696i,0.036947+0.025301i,0.018293+0.021309i,0.013283+0.0096801i,0.0064232+0.0056677i,-0.0080043+0.0073978i,-0.015122+0.0031607i,-0.010783-0.006072i,-0.0026036-0.011126i,0.0013505-0.0059123i,0.0037724+0.0052737i,0.0070921+0.01132i,0.0090092+0.0083058i,0.0062084+0.001721i,0.00018347+0.0013254i,-0.0033066+0.0042167i,-0.0046432-0.00085668i,-0.0082806-0.006948i
0.033055-0.61933i,0.050731-0.63686i,0.03498-0.36543i,-0.028604-0.10914i,-0.10049-0.025304i,-0.1091-0.015049i,-0.053836-0.0090866i,-0.0066387+0.0020311i,0.0077607+0.014136i,0.0097238+0.011134i,0.010076-0.0009536i,0.011852-0.0074592i,0.01038-0.0067658i,0.0071008-0.0037316i,0.0067513-0.004073i,0.0074804-0.0070496i,0.006936-0.0077634i,0.0058101-0.0034776i,0.010406+0.00017546i,0.015299-0.0053032i,0.012074-0.010168i,0.00807-0.0024648i,0.0089447+0.0054692i
0.29729+0.26061i,0.27965+0.31209i,0.15989+0.19031i,0.10851+0.031479i,0.12532-0.036005i,0.099269-0.028793i,0.033171-0.0027525i,-0.0089053+0.0057889i,-0.017772-0.00051554i,-0.015821+0.0019267i,-0.013702+0.0091275i,-0.011777+0.0087787i,-0.0063235+0.0026551i,-0.001386+0.0014171i,-0.00033382+0.010002i,0.0023149+0.020441i,0.0074013+0.021689i,0.006817+0.01331i,-0.00029937+0.0074449i,-0.0057678+0.0089768i,-0.0075031+0.0086754i,-0.010805+0.0044129i,-0.01315+0.0019395i
-0.21486-0.21323i,-0.26037-0.26318i,-0.18903-0.1903i,-0.12547-0.075571i,-0.11819-0.018233i,-0.095056-0.010209i,-0.043901-0.015725i,-0.012053-0.0090676i,-0.0044129+0.004009i,-0.0040186+0.0017255i,-0.00057286-0.0057213i,0.0079062-0.0038714i,0.011686+0.0021864i,0.0043064+0.0031705i,-0.0072654-0.0012189i,-0.016079-0.0033374i,-0.016696-0.00065735i,-0.0081063+0.0032287i,0.00088858+0.0035062i,0.0057616-0.001i,0.0075156-0.0052539i,0.0091984-0.0051929i,0.010355-0.0034705i
0.51642+0.076376i,0.57124+0.0817i,0.41607+0.042157i,0.26774-0.0077055i,0.20473-0.025869i,0.13017-0.027769i,0.040763-0.017058i,-0.0083769-0.01359i,-0.023302-0.019618i,-0.019094-0.013048i,-0.0080798+0.00081195i,-0.0070962+0.011385i,-0.0094556+0.016665i,-0.0047721+0.01487i,8.5169e-05+0.0090365i,0.00070226+0.0023122i,-0.0017731-0.0030547i,-0.0076249-0.0060942i,-0.016332-0.0034682i,-0.020763+0.0053118i,-0.014854+0.0097569i,-0.008606+0.005257i,-0.0069679+0.0009117i
-0.33631+0.42556i,-0.37977+0.43592i,-0.25909+0.29864i,-0.15453+0.17127i,-0.12193+0.096711i,-0.063566+0.041936i,-0.0015281-0.0025137i,0.022769-0.016457i,0.024647-0.011707i,0.013812-0.0079497i,0.00028001-0.0047774i,-0.0072062-0.0055567i,-0.010109-0.0079747i,-0.010208-0.0073734i,-0.0096754-0.0081699i,-0.0093565-0.0078154i,-0.0064717-0.0046908i,0.0025038-0.0033617i,0.011956-0.0084565i,0.013526-0.01605i,0.0095491-0.015498i,0.0066243-0.0093162i,0.0046108-0.0048043i
-0.060293-0.31421i,-0.011587-0.34362i,0.020798-0.20774i,0.052835-0.079229i,0.088666-0.025865i,0.071243+0.0065038i,0.035122+0.023641i,0.014474+0.015944i,0.0052288+0.0052979i,0.0038655+0.00092273i,0.0036083-0.0036572i,-6.7606e-05-0.0076862i,-0.0029479-0.010231i,0.00033322-0.011141i,0.0070376-0.011862i,0.0094392-0.013058i,0.006344-0.010934i,-0.00014617-0.004397i,-0.0053829+0.0049701i,-0.0066231+0.014199i,-0.0058067+0.016871i,-0.0051112+0.013083i,-0.0028374+0.0079256i
0.016456+0.26317i,-0.0061747+0.3154i,-0.05683+0.21323i,-0.1056+0.09592i,-0.12034+0.047193i,-0.078843+0.019484i,-0.027429+0.0040227i,-1.4847e-05+0.0055591i,0.0084836+0.0086312i,0.0071262+0.0074645i,0.0067952+0.0052172i,0.011094-0.00043404i,0.013356-0.0056734i,0.010946-0.0041564i,0.007727+0.0018959i,0.00843+0.0071173i,0.010996+0.0087586i,0.013185+0.0045891i,0.01594-0.0073534i,0.014823-0.01975i,0.0083408-0.021109i,0.0019312-0.013614i,-0.0012857-0.0062496i
-0.30238-0.32583i,-0.32509-0.38631i,-0.19759-0.27257i,-0.039026-0.12942i,0.035157-0.051655i,0.027301+0.0026926i,0.0071622+0.027564i,0.0010008+0.02165i,0.00022762+0.01124i,0.00055394+0.0033317i,0.00063704-0.001751i,0.00327-1.1408e-05i,0.0056718+0.0042075i,0.002411+0.0061747i,-0.0031604+0.00561i,-0.0050979+0.0038491i,-0.0043545+0.0022592i,-0.0056775+0.0051214i,-0.0073443+0.01537i,-0.0046588+0.024386i,-0.0014145+0.02377i,0.00048312+0.014959i,0.0032327+0.0055887i
0.43588-0.10466i,0.49088-0.094831i,0.30205-0.083402i,0.067108-0.065671i,-0.049145-0.050642i,-0.068736-0.051032i,-0.055266-0.032163i,-0.038029-0.0022808i,-0.023772+0.010219i,-0.011758+0.010803i,-0.002099+0.011028i,0.0024151+0.013646i,0.0051608+0.014409i,0.0063954+0.010815i,0.0063214+0.008162i,0.0057532+0.0092606i,0.0042845+0.0093259i,0.0019501+0.0019629i,-0.0017252-0.0099353i,-0.0045275-0.019333i,-0.0056557-0.022082i,-0.0046291-0.016381i,-0.0034176-0.0073972i
-0.1268+0.23075i,-0.14519+0.26537i,-0.036787+0.17963i,0.079099+0.072299i,0.11022+0.021638i,0.084535+0.0050842i,0.041834-0.012939i,0.012469-0.025823i,0.0012633-0.025822i,-0.0030854-0.016554i,-0.007082-0.0042372i,-0.013305+0.0041432i,-0.0194+0.0079665i,-0.021364+0.0075882i,-0.020001+0.0041834i,-0.018766+0.0013295i,-0.016905-0.00059131i,-0.011427+0.0010678i,-0.0045572+0.0095336i,0.0018722+0.020493i,0.0072249+0.023211i,0.009242+0.014609i,0.0079669+0.0042594i
0.11334-0.18069i,0.11946-0.1924i,0.042538-0.11196i,-0.050428-0.038744i,-0.080368-0.023532i,-0.055578-0.026442i,-0.022156-0.015776i,-0.002968-0.0020666i,0.0029202+0.0047822i,0.0018777+0.0060829i,-0.0017154+0.002697i,-0.0055685-0.0046797i,-0.0050075-0.012456i,0.00043398-0.017747i,0.0050381-0.018189i,0.0050899-0.013467i,0.0046446-0.0070631i,0.006104-0.0055465i,0.0029274-0.013381i,-0.0056769-0.023785i,-0.01164-0.024445i,-0.011017-0.014785i,-0.0087802-0.004452i
0.022559+0.35196i,0.014047+0.40154i,0.044916+0.26903i,0.098205+0.10998i,0.12284+0.044052i,0.10193+0.02633i,0.061202+0.003434i,0.029302-0.014491i,0.010377-0.019289i,-0.00024764-0.01555i,-0.00079922-0.011748i,0.0041283-0.011635i,0.0051913-0.0085925i,0.0018376-0.00090093i,-0.0014439+0.0035339i,-0.0035645+0.001005i,-0.0036159-0.0025689i,2.8978e-05+0.00035264i,0.008708+0.00824i,0.019717+0.016394i,0.02346+0.018796i,0.017985+0.012245i,0.011801+0.0036699i
-0.32363-0.16999i,-0.38436-0.21707i,-0.31044-0.13685i,-0.2051-0.030869i,-0.13193+0.012972i,-0.073852+0.02324i,-0.022843+0.028656i,0.0058793+0.026464i,0.014549+0.018938i,0.01154+0.01115i,0.0054755+0.007107i,0.0063646+0.0052652i,0.011487+0.00044588i,0.013439-0.0062065i,0.010695-0.0089699i,0.0088283-0.0055002i,0.01061-0.00034734i,0.010013-7.1836e-05i,0.00095249-0.0061763i,-0.013765-0.012336i,-0.023081-0.012091i,-0.0201-0.0059637i,-0.012405+0.00052603i
0.21481-0.084414i,0.26918-0.10653i,0.22302-0.10163i,0.15505-0.074714i,0.09762-0.033471i,0.045157-0.0033648i,0.0082705+0.0062801i,-0.0076828+0.0084909i,-0.011586+0.0091662i,-0.0089873+0.0056168i,-0.0025544+0.0010999i,0.0018444+0.0030411i,0.0025973+0.011154i,0.0020822+0.017253i,0.0027758+0.015255i,0.0016021+0.0094867i,-0.0028224+0.0057701i,-0.0044958+0.0057873i,0.0022727+0.0098154i,0.015272+0.013689i,0.022751+0.011866i,0.018583+0.0045269i,0.0116-0.001416i
-0.14069+0.058508i,-0.1644+0.06543i,-0.12909+0.074252i,-0.092159+0.072016i,-0.07576+0.036265i,-0.054171+0.0041128i,-0.03021-0.001972i,-0.017555+5.3048e-05i,-0.0085554-0.00056277i,-0.00058324-9.7831e-05i,0.00019205+0.0068186i,-0.0037071+0.013953i,-0.0087753+0.012154i,-0.011564+0.0048317i,-0.007826+0.00025731i,-0.0011575+0.00010288i,0.0022372-0.00069302i,0.00062385-0.0050166i,-0.0099481-0.01022i,-0.026427-0.010932i,-0.032877-0.0045021i,-0.023618+0.0018692i,-0.013651+0.0037356i
0.16412-0.18736i,0.22492-0.20938i,0.1689-0.15941i,0.081361-0.093193i,0.043245-0.041655i,0.023624-0.017329i,0.0037868-0.0099083i,-0.0036232-0.0039702i,-0.0023158+0.0041718i,-0.00069027+0.0067152i,-0.0037514+0.00044614i,-0.01041-0.0069515i,-0.013644-0.0088141i,-0.010522-0.0058413i,-0.0055602-0.0021658i,-0.0060137-0.0010578i,-0.0087161-0.00028366i,-0.0050609+0.0028736i,0.0079672+0.0047017i,0.024195-7.4338e-05i,0.029372-0.0081628i,0.020494-0.01008i,0.011574-0.0076266i
