-0.00329+0.000577i,-0.0018785-0.00088627i,-0.0026784-0.00082127i,-0.0024636+0.0012567i,-0.0019427+0.0023017i,-0.0013956+0.0020181i,-0.00032491+0.0026378i,0.00076545+0.0020904i,0.0014586+0.00097555i,0.00099255+0.00047818i,0.00031798-0.00052707i,0.00015504-0.0011414i,0.00029033-0.00098751i,7.5025e-05-0.0003206i,-6.8483e-06+0.00040021i,0.00037566+0.00039277i,0.0013053-0.0001567i,0.00057938-0.00059711i,-8.4652e-05-0.00023506i,0.00066905+0.00017535i,0.00033932-5.3815e-05i,-0.0005136-0.0002809i,-0.00036985-0.00048824i
-0.098313+0.43312i,-0.0133+0.68365i,0.047743+0.72321i,-0.061051+0.47855i,-0.27533+0.1975i,-0.31708+0.11234i,-0.15621+0.1086i,-0.035634+0.045402i,-0.018712-0.020173i,-0.027608-0.043764i,-0.032358-0.045927i,-0.035094-0.038274i,-0.039515-0.016447i,-0.031165+0.017379i,-0.0066958+0.035015i,0.0065012+0.031439i,0.0061625+0.035223i,0.0077904+0.038325i,0.006685+0.022398i,0.00023711+0.0076212i,-0.0024963+0.0054307i,-0.0022695+0.0068655i,-0.0028412+0.0090903i
-0.36083-0.22908i,-0.62219-0.17538i,-0.68636-0.010764i,-0.48281+0.11843i,-0.25948+0.090026i,-0.2008+0.00062497i,-0.19886-0.0042788i,-0.13807+0.019086i,-0.065562+0.0026267i,-0.028801-0.020957i,-0.019528-0.030844i,-0.026904-0.033689i,-0.033701-0.029296i,-0.02062-0.018356i,0.017635-0.017869i,0.056066-0.042819i,0.062081-0.065735i,0.045898-0.056123i,0.032118-0.028741i,0.021326-0.0099308i,0.01342-0.0066948i,0.010636-0.011181i,0.010772-0.016062i
0.31522-0.25486i,0.33643-0.53273i,0.21471-0.69807i,0.1334-0.6501i,0.22463-0.51193i,0.28332-0.36437i,0.17683-0.19607i,0.080286-0.051494i,0.068793+0.0081242i,0.069542+0.014391i,0.066615+0.014937i,0.067398+0.0060667i,0.049813-0.0090354i,0.0098217-0.010502i,-0.019008+0.010079i,-0.016111+0.031606i,-0.0088748+0.027526i,-0.013445+0.0079443i,-0.015523-0.011114i,-0.016249-0.022474i,-0.019295-0.01499i,-0.016617-0.0008617i,-0.0092388+0.0057324i
0.094545+0.36577i,0.32583+0.45377i,0.48241+0.33366i,0.42948+0.14404i,0.29879+0.09414i,0.25383+0.074254i,0.22108-0.038694i,0.11722-0.11639i,0.031121-0.09959i,0.013827-0.062711i,0.017599-0.036532i,0.022027-0.0088537i,0.026239+0.014342i,0.018669+0.029926i,0.011235+0.055685i,0.027303+0.08438i,0.057471+0.082781i,0.070057+0.050417i,0.049791+0.024716i,0.021142+0.018555i,0.0060188+0.013354i,-0.00046524+0.0073866i,-0.0002283+0.0069734i
-0.35251-0.050426i,-0.4605+0.13052i,-0.30652+0.34964i,-0.014585+0.46782i,0.076693+0.48887i,-0.025973+0.4736i,-0.074402+0.37598i,-0.037963+0.21414i,0.0046723+0.10358i,0.0201+0.049298i,-0.0033762+0.02164i,-0.031872+0.026643i,-0.032969+0.029397i,-0.026151+0.0052069i,-0.038049-0.019693i,-0.057206-0.022103i,-0.059453-0.010481i,-0.040655+0.0073555i,-0.0098123+0.018368i,0.01453+0.0092065i,0.019216-0.0073654i,0.013391-0.018735i,0.0039534-0.025062i
0.16641-0.28121i,0.028041-0.42628i,-0.24492-0.35151i,-0.45981-0.11102i,-0.46591+0.049454i,-0.33015+0.083969i,-0.16036+0.10275i,-0.018974+0.10699i,0.04084+0.086989i,0.051698+0.082431i,0.053773+0.06691i,0.034587+0.028458i,0.0036967-0.0011582i,-0.016069-0.019643i,-0.03057-0.030171i,-0.04304-0.021791i,-0.039373+0.0048954i,-0.021063+0.025167i,-0.0085462+0.018221i,-0.0096616+0.0024925i,-0.0064999+0.0020859i,0.0058595+0.0096245i,0.013002+0.01107i
0.18375+0.26238i,0.32675+0.23631i,0.25604+0.087151i,-0.021456-0.036867i,-0.24276-0.1024i,-0.27566-0.19248i,-0.23239-0.23352i,-0.18834-0.14471i,-0.12867-0.031601i,-0.076388+0.0037253i,-0.038425-0.013824i,-0.013711-0.037993i,-0.0015048-0.046542i,0.01559-0.039376i,0.036919-0.033906i,0.044675-0.037078i,0.035468-0.040981i,0.017039-0.03694i,0.0031998-0.018663i,0.004176+0.00034786i,0.0065257+0.0057619i,0.0039046+0.0073217i,0.0064152+0.0085153i
-0.29837+0.045245i,-0.29124+0.13627i,-0.047325+0.034326i,0.23021-0.25759i,0.275-0.40451i,0.14241-0.26112i,0.045634-0.054751i,0.029917+0.013694i,0.024395-0.020242i,-0.0048646-0.043458i,-0.031072-0.025115i,-0.022728-0.0023309i,0.00015359-0.00020386i,0.01112-0.00034446i,0.0065344+0.0053829i,-0.010963+0.012907i,-0.027807+0.029071i,-0.03049+0.045952i,-0.019755+0.044365i,-0.0086712+0.028093i,-0.0052456+0.0137i,-0.007003+0.004933i,-0.010725+0.0012831i
0.074961-0.28792i,-0.034182-0.37209i,-0.12117-0.26812i,-0.090925-0.12275i,0.0087881-0.097628i,0.10986-0.095819i,0.18047-0.085175i,0.16557-0.10218i,0.090006-0.085859i,0.055402-0.033006i,0.060952-0.00025929i,0.059276+0.0085348i,0.047795+0.010219i,0.027358+0.016578i,0.0076922+0.027181i,-0.00032392+0.02636i,-0.0067546+0.016361i,-0.016582+0.01113i,-0.024456+0.014116i,-0.021536+0.020852i,-0.0071093+0.024883i,0.0055449+0.02149i,0.010304+0.014702i
0.23408+0.2055i,0.36025+0.22878i,0.31448+0.31253i,0.17996+0.49302i,0.09921+0.52721i,0.021633+0.28725i,-0.063237+0.068034i,-0.053677+0.032594i,0.0026887+0.048251i,0.0055533+0.035669i,-0.0055524+0.014829i,0.0014638+0.001585i,0.0082218-0.00023031i,0.0098354-0.0036354i,0.011634-0.018177i,0.0073333-0.039123i,-0.017506-0.052066i,-0.046905-0.043859i,-0.047562-0.023864i,-0.027917-0.0099461i,-0.014478-0.006694i,-0.012314-0.0052916i,-0.0088043-0.0033924i
-0.26219+0.11308i,-0.2843+0.20387i,-0.19517+0.11769i,-0.10403-0.083016i,-0.08126-0.15073i,-0.054321-0.045959i,0.0090885+0.087872i,0.068849+0.14764i,0.081915+0.1068i,0.045441+0.045095i,0.010265+0.030603i,0.0059592+0.038116i,0.01558+0.033814i,0.018517+0.012942i,0.0098812-0.0091692i,0.0027881-0.020318i,0.0029388-0.035583i,0.00069995-0.053871i,-0.0075497-0.054164i,-0.01598-0.036519i,-0.018112-0.018348i,-0.01836-0.011966i,-0.024761-0.009077i
-0.014336-0.29757i,-0.16993-0.39854i,-0.34155-0.408i,-0.44249-0.38225i,-0.37954-0.35067i,-0.18051-0.2436i,-0.038377-0.10185i,-0.032988+0.02481i,-0.021863+0.10513i,0.034599+0.079796i,0.048434+0.021659i,0.026798+0.013224i,0.013294+0.024709i,0.0092568+0.031035i,0.013999+0.032319i,0.025477+0.01968i,0.03361-0.013201i,0.025089-0.053316i,-0.00011506-0.067064i,-0.016712-0.043829i,-0.0084925-0.012643i,0.010462+0.0025066i,0.018456+0.0033295i
0.27508+0.10723i,0.4303+0.053185i,0.50591+0.0078651i,0.50568+0.0061821i,0.41991+0.0060499i,0.20843-0.010344i,-0.039528+0.021566i,-0.16162+0.067822i,-0.15385+0.072326i,-0.11037+0.061881i,-0.0781+0.05133i,-0.060359+0.035079i,-0.0523+0.023884i,-0.039588+0.024714i,-0.0116+0.021584i,0.021308+0.008391i,0.054641+0.0043767i,0.078947+0.0071426i,0.070822+0.00088934i,0.036414-0.0059393i,0.0090175-0.0033561i,0.0051494-0.0034851i,0.01177-0.01301i
-0.19351+0.18563i,-0.12612+0.28839i,0.057269+0.24426i,0.22626+0.088055i,0.23283+0.013078i,0.11541+0.068515i,0.011614+0.072649i,-0.056947-0.0047035i,-0.10548-0.039816i,-0.10009-0.0099952i,-0.059963+0.014841i,-0.02938+0.0061928i,-0.019742-0.015071i,-0.03222-0.024464i,-0.041267-0.0092646i,-0.023929+0.016169i,0.0027187+0.033724i,0.031002+0.037592i,0.056058+0.024289i,0.055177+0.0052375i,0.031244-0.0013409i,0.0067141+0.0029728i,-0.0066759+0.0065881i
-0.093709-0.24809i,-0.27609-0.21537i,-0.42883-0.0082758i,-0.43002+0.26516i,-0.2506+0.36438i,-0.073061+0.18213i,-0.020949-0.073143i,-0.014581-0.16976i,0.0094021-0.13223i,0.020882-0.095523i,0.012063-0.083755i,0.0079285-0.06079i,0.0087689-0.034771i,0.0037484-0.017134i,0.0061111+0.0047136i,0.02142+0.025783i,0.022396+0.037791i,0.0097202+0.050193i,0.011659+0.050707i,0.022544+0.026185i,0.024532+0.0044875i,0.022906+0.0044548i,0.019242+0.0077782i
0.25681+0.037906i,0.3138-0.066656i,0.26098-0.11666i,0.17124-0.089174i,0.085775-0.084645i,0.03382-0.15437i,0.019929-0.20075i,0.0015426-0.17336i,-0.035283-0.11536i,-0.051437-0.049542i,-0.034099-0.003599i,-0.015162+0.016397i,0.0020199+0.022386i,0.018252+0.0076179i,0.015271-0.0092957i,0.0045671-0.012364i,0.0021337-0.018737i,0.00066821-0.023237i,-0.0035667-0.0052216i,-0.0029504+0.018159i,-0.002884+0.022939i,-0.0098839+0.014997i,-0.013495+0.0037929i
-0.14696+0.19348i,-0.04869+0.1986i,0.019097-0.038507i,-0.087276-0.33684i,-0.23987-0.35797i,-0.17115-0.11145i,0.061132+0.061561i,0.15305+0.056448i,0.084659+0.026459i,0.031534+0.023929i,0.020077+0.022238i,0.01495+0.024594i,0.0080887+0.015686i,-0.014121-0.0010387i,-0.040502+0.010413i,-0.042254+0.047045i,-0.021663+0.064639i,-0.013524+0.048463i,-0.026133+0.029171i,-0.031683+0.02625i,-0.023099+0.027008i,-0.012403+0.021052i,-0.0043443+0.010952i
-0.12031-0.20396i,-0.21747-0.12457i,-0.16134+0.076941i,0.026532+0.25363i,0.18806+0.28944i,0.2298+0.2269i,0.18215+0.1796i,0.13951+0.12517i,0.11759+0.022972i,0.062195-0.057586i,-0.0018605-0.067643i,-0.033018-0.049023i,-0.034272-0.03469i,-0.015703-0.031305i,-0.0035535-0.040742i,-0.0091942-0.035695i,-0.0058038-0.0046649i,0.01053+0.025078i,0.008147+0.033548i,-0.010706+0.029608i,-0.013896+0.02085i,-0.0023301+0.002536i,0.0056733-0.015254i
0.2612+0.013506i,0.31585-0.034026i,0.35729+0.057238i,0.48364+0.15527i,0.52243+0.064965i,0.27365-0.037328i,-0.035814+0.038433i,-0.11767+0.12324i,-0.07533+0.083076i,-0.050152+0.028743i,-0.027075+0.0096721i,-0.013659-0.0096788i,-0.0084114-0.020269i,0.0064516-0.030756i,0.0020209-0.046244i,-0.034241-0.043551i,-0.06733-0.01697i,-0.067416+0.015141i,-0.034459+0.029212i,0.0014812+0.020147i,0.014177+0.0074171i,0.011348+0.0090541i,0.011454+0.015269i
-0.1154+0.21434i,-0.095909+0.26764i,-0.21323+0.1854i,-0.45768+0.14374i,-0.53766+0.23477i,-0.35865+0.25298i,-0.15172+0.10616i,-0.05646-0.014053i,-0.0017327-0.027703i,0.036705-0.026553i,0.045193-0.039496i,0.049734-0.049327i,0.042091-0.042859i,0.030504-0.0042791i,0.046344+0.03715i,0.065351+0.041025i,0.051745+0.025456i,0.018947+0.019472i,-0.0034594+0.014011i,-0.0079628+0.0026108i,-0.0017999-0.00056939i,0.0047719+0.0034129i,0.0061353+0.0071279i
-0.14759-0.19862i,-0.29912-0.16413i,-0.39308-0.03556i,-0.4394+0.18267i,-0.38746+0.37507i,-0.19526+0.30103i,-0.048798+0.024445i,-0.032238-0.13171i,-0.014148-0.12314i,0.0099026-0.09762i,-0.0044533-0.060337i,-0.0053681-0.0084598i,0.012616+0.014506i,0.024614+0.015301i,0.027967+0.00013541i,0.014143-0.026504i,-0.011976-0.048709i,-0.039986-0.060814i,-0.061522-0.048798i,-0.061053-0.012537i,-0.042024+0.017716i,-0.028709+0.022485i,-0.025826+0.012853i
0.24811-0.03885i,0.30694-0.1995i,0.28468-0.36385i,0.17321-0.53064i,-0.016869-0.59088i,-0.1356-0.37834i,-0.065565-0.08257i,0.027603+0.033806i,0.022823+0.047613i,0.017488+0.056773i,0.035771+0.053626i,0.048898+0.058348i,0.055303+0.048271i,0.025683+0.015558i,-0.024805+0.010711i,-0.047253+0.03281i,-0.044592+0.039966i,-0.048216+0.028683i,-0.059313+0.020017i,-0.058704+0.022983i,-0.044846+0.029164i,-0.025661+0.024403i,-0.013646+0.0087994i
-0.068659+0.22764i,0.015317+0.2743i,0.017267+0.10921i,-0.15941-0.18786i,-0.35509-0.35076i,-0.32215-0.24992i,-0.10115-0.088515i,0.040597-0.05499i,0.040766-0.050141i,0.026682-0.013544i,0.018827-0.017606i,-0.014541-0.036886i,-0.037356-0.030123i,-0.030505-0.013245i,-0.009684-0.0024938i,0.0045869-0.014849i,0.003114-0.033681i,0.00089544-0.03682i,-0.0028558-0.027807i,-0.01208-0.012719i,-0.010489-0.0035239i,-0.00050087-0.011685i,0.0064264-0.023164i
-0.17541-0.1487i,-0.26544-0.042838i,-0.15654+0.14146i,0.12402+0.21878i,0.29419+0.11142i,0.17398+0.0057295i,-0.020773+0.062011i,-0.027427+0.12643i,0.035213+0.066133i,0.018308-0.0025632i,-0.022651-0.0095419i,-0.043636+0.0060147i,-0.036554+0.020614i,-0.012499+0.0091957i,-0.0084518-0.028015i,-0.030874-0.053142i,-0.049507-0.047615i,-0.045115-0.036078i,-0.02885-0.043318i,-0.019916-0.047659i,-0.015769-0.026482i,-0.0035561-0.0021801i,0.0078431+0.0019197i
0.2144-0.087078i,0.23697-0.23832i,0.24479-0.34963i,0.34894-0.41578i,0.45374-0.4234i,0.36854-0.29466i,0.22167-0.079376i,0.19286+0.052618i,0.17568+0.048969i,0.10425+0.01802i,0.067167+0.0032863i,0.070729-0.017406i,0.064309-0.028459i,0.049244-0.015971i,0.049681+0.0020229i,0.068512-0.0066813i,0.070245-0.039813i,0.041418-0.061349i,0.0074624-0.05981i,-0.019708-0.042628i,-0.036264-0.012629i,-0.035543+0.016604i,-0.018664+0.028267i
-0.045929+0.2017i,0.020697+0.19266i,-0.0081243+0.040462i,-0.12198-0.05215i,-0.14197+0.016451i,-0.067151+0.024167i,-0.068589-0.085699i,-0.13135-0.10262i,-0.11616-0.026233i,-0.044854+0.0017656i,-0.003782-0.0080712i,0.0019317-0.0050032i,-0.0025463+0.0089754i,0.003701+0.023438i,0.028486+0.030743i,0.053575+0.016773i,0.042925-0.01625i,0.0043895-0.043442i,-0.017797-0.049176i,-0.018544-0.03813i,-0.0192-0.018902i,-0.01939-0.0021798i,-0.015272+0.0021761i
-0.16039-0.11572i,-0.20334+0.013548i,-0.066579+0.26155i,0.13636+0.48974i,0.1749+0.53716i,0.078558+0.40415i,0.0054159+0.26542i,-0.0020865+0.19618i,0.013963+0.12218i,-0.0040807+0.041566i,-0.03582+0.012197i,-0.036879+0.019427i,-0.020963+0.023264i,-0.01688+0.020732i,-0.021925+0.023631i,-0.0080943+0.030776i,0.027928+0.020237i,0.049888-0.0063401i,0.038642-0.023412i,0.013016-0.028113i,-0.0041717-0.034153i,-0.010934-0.048927i,-0.019783-0.056218i
0.2178-0.067825i,0.28054-0.10843i,0.3438-0.0076025i,0.38694+0.11648i,0.28474+0.10795i,0.10295+0.049684i,0.029956+0.024594i,0.01662-0.013666i,-0.025179-0.038008i,-0.029055-0.020849i,0.0074839-0.025037i,0.020915-0.048098i,0.0086342-0.048705i,-0.0059564-0.029359i,-0.0070033-0.0088704i,0.0025366-0.0094407i,0.0065713-0.034873i,0.0033179-0.063244i,-0.0044337-0.068014i,-0.013722-0.042768i,-0.016243-0.004758i,-0.0059374+0.023661i,0.010673+0.026959i
-0.04148+0.21421i,-0.032673+0.23128i,-0.18246+0.10828i,-0.42403-0.037619i,-0.49291-0.10834i,-0.39082-0.11172i,-0.3091-0.049641i,-0.23554+0.034022i,-0.10327+0.056842i,0.00714+0.0095615i,0.043435-0.02634i,0.049392-0.018066i,0.04659-0.00084887i,0.034277+0.010565i,0.02779+0.020502i,0.036996+0.033676i,0.053278+0.041781i,0.061061+0.026848i,0.045826-0.011089i,0.015716-0.040077i,-0.0023354-0.03697i,0.0037653-0.02577i,0.012735-0.027561i
-0.21728-0.10458i,-0.41668-0.045836i,-0.63514+0.040762i,-0.79163+0.091942i,-0.70989+0.074471i,-0.3994+0.023015i,-0.11035-0.0025058i,0.058868-0.010247i,0.12561-0.035323i,0.096382-0.033585i,0.054593+0.016002i,0.047246+0.048338i,0.033984+0.035866i,-0.0019223+0.012144i,-0.025079+0.014284i,-0.0018424+0.026304i,0.04504+0.010538i,0.078187-0.015956i,0.089865-0.028174i,0.074481-0.028484i,0.039432-0.017806i,0.0090232+0.00062495i,-0.0044668+0.011321i
0.19552-0.10715i,0.23246-0.21064i,0.27046-0.23192i,0.34586-0.20217i,0.36907-0.18173i,0.26758-0.15942i,0.12956-0.12254i,0.044779-0.061129i,0.014085+0.013699i,0.019954+0.044541i,0.030965+0.021803i,0.022683-0.0031671i,0.0024231-0.01217i,-0.020024-0.011269i,-0.034581+0.0059673i,-0.040507+0.03509i,-0.042267+0.056941i,-0.028489+0.057458i,0.00086842+0.034757i,0.017426+0.0079877i,0.01087-0.0018165i,0.0061286-0.0029188i,0.01128-0.018813i
0.036112+0.17402i,0.21738+0.088441i,0.44269-0.27375i,0.56108-0.71181i,0.46571-0.8044i,0.25382-0.52184i,0.11018-0.21706i,0.041458-0.070391i,0.0022949-0.016727i,-0.0072677+0.0070811i,-0.015148+0.020313i,-0.013092+0.039404i,0.012516+0.04329i,0.035194+0.024255i,0.042888+0.012525i,0.05604+0.01327i,0.08267-0.0036296i,0.093412-0.033172i,0.068424-0.040621i,0.028749-0.028907i,0.00041107-0.018741i,-0.0050293-0.01485i,0.003315-0.015824i
-0.17989-0.09349i,-0.26629-0.023958i,-0.25798+0.065966i,-0.19725+0.11064i,-0.12351+0.077707i,-0.038209-0.023442i,-0.006405-0.11218i,-0.029096-0.089892i,-0.041484-0.0018348i,-0.046719+0.04017i,-0.068255+0.046432i,-0.086993+0.054964i,-0.07557+0.048542i,-0.05439+0.0217i,-0.053483+0.0031226i,-0.068261+0.0094905i,-0.077464+0.024115i,-0.075475+0.026943i,-0.065333+0.014773i,-0.052065+0.00065721i,-0.039369-0.0017286i,-0.01871+0.0033412i,0.0097041-0.001317i
0.17023-0.072653i,0.1722-0.017135i,0.17587+0.32102i,0.2875+0.73524i,0.35915+0.79495i,0.20987+0.54554i,-0.0044126+0.3615i,-0.067+0.25752i,-0.034054+0.097861i,-0.038816-0.03568i,-0.042282-0.079105i,0.0030542-0.086149i,0.037991-0.094556i,0.018896-0.094337i,-0.013218-0.068996i,-0.010413-0.031169i,0.034697-0.0079272i,0.088019-0.011446i,0.10023-0.024682i,0.074565-0.016869i,0.050043+0.0065189i,0.044308+0.02342i,0.047879+0.027005i
0.013277+0.19909i,0.10807+0.23866i,0.17304+0.19336i,0.21296+0.13178i,0.27092+0.079972i,0.3116+0.0071319i,0.28281-0.048473i,0.21988-0.059342i,0.17342-0.059189i,0.14549-0.055173i,0.12714-0.035575i,0.10818-0.010311i,0.081416+0.0032152i,0.056518+0.006983i,0.045627+0.011576i,0.044706+0.011066i,0.035956+0.0074565i,0.038093+0.013157i,0.066429+0.015862i,0.071677-0.00079451i,0.02783-0.010306i,-0.015277+0.013015i,-0.018084+0.03359i
-0.20337-0.12062i,-0.35053-0.13607i,-0.51647-0.20267i,-0.70688-0.23105i,-0.75274-0.098151i,-0.54943+0.059499i,-0.31732+0.059632i,-0.20345+0.024521i,-0.12414+0.052484i,-0.065942+0.030155i,-0.072386-0.024389i,-0.092256-0.017731i,-0.073935+0.020625i,-0.041563+0.032266i,-0.032615+0.033973i,-0.03171+0.058029i,-0.0093884+0.083905i,0.017121+0.09084i,0.019246+0.083329i,0.0067092+0.068274i,0.0047986+0.046819i,0.013825+0.011638i,0.022794-0.021546i
0.15523-0.12674i,0.094055-0.21449i,-0.084819-0.20399i,-0.23215-0.11677i,-0.17737-0.072985i,0.035826-0.11557i,0.21893-0.19928i,0.28811-0.22578i,0.29113-0.17134i,0.25672-0.1076i,0.18699-0.033474i,0.13708+0.053591i,0.12459+0.074254i,0.098225+0.026063i,0.059067-0.024913i,0.031621-0.060339i,0.016563-0.092997i,0.017543-0.12374i,0.024325-0.13731i,0.0069946-0.12031i,-0.037463-0.06632i,-0.061534+0.01358i,-0.042537+0.068276i
0.031777+0.19464i,0.16772+0.21933i,0.30746+0.10956i,0.33443-0.049713i,0.21289-0.082873i,0.099438+0.028596i,0.11017+0.12464i,0.09721+0.14104i,0.0036692+0.15512i,-0.046046+0.14491i,-0.063333+0.074676i,-0.08278+0.029486i,-0.068166+0.024361i,-0.037033+0.027009i,0.0087586+0.047503i,0.058584+0.056172i,0.069291+0.053678i,0.052013+0.082184i,0.01722+0.118i,-0.030638+0.10887i,-0.05985+0.049689i,-0.071077-0.0063668i,-0.069741-0.012947i
-0.15834-0.070988i,-0.1668-0.056123i,0.019391-0.090396i,0.27421-0.23946i,0.31326-0.39146i,0.08471-0.36759i,-0.14592-0.15565i,-0.15055+0.022066i,-0.037905+0.0036099i,0.003177-0.049528i,0.021929+0.017662i,0.08564+0.086882i,0.10345+0.055619i,0.025221+0.00054227i,-0.064128+0.0021556i,-0.080792+0.041357i,-0.034669+0.049691i,-0.0049982+0.0088215i,-0.036043-0.031965i,-0.05793-0.037555i,-0.018693-0.018015i,0.025859-0.01282i,0.011906-0.026839i
0.14483-0.093211i,0.11157-0.14926i,0.0089361-0.08828i,-0.026377+0.033649i,0.068994+0.079202i,0.14521+0.064145i,0.10462+0.075529i,0.047469+0.095645i,0.039551+0.066086i,0.029294-0.0045421i,-0.02539-0.037193i,-0.071895+0.0014483i,-0.048811+0.022608i,0.0017298-0.033066i,0.025402-0.091617i,0.03322-0.10762i,0.043598-0.10451i,0.068291-0.10264i,0.087657-0.12093i,0.046712-0.11344i,-0.024347-0.028372i,-0.036249+0.067124i,0.0066133+0.074649i
0.0033114+0.18386i,0.050622+0.27267i,0.055569+0.35317i,0.092667+0.46186i,0.24785+0.44498i,0.37508+0.15993i,0.2979-0.16866i,0.18856-0.25429i,0.24534-0.16189i,0.29183-0.10903i,0.14683-0.086952i,-0.041404+0.013901i,-0.067319+0.11572i,0.015312+0.1054i,0.059549+0.051199i,0.079029+0.048368i,0.13653+0.069251i,0.19554+0.073453i,0.19643+0.041611i,0.12238-0.030438i,0.00063865-0.087225i,-0.099345-0.086378i,-0.13148-0.057085i
-0.16294-0.082241i,-0.20407-0.048236i,-0.10596+0.007113i,0.090541+0.061418i,0.3045+0.092819i,0.48937+0.030451i,0.54799-0.12344i,0.45352-0.17154i,0.30947-0.060289i,0.17029+0.03094i,0.011685+0.040295i,-0.11678+0.046931i,-0.13072+0.06728i,-0.068399+0.059371i,-0.02698+0.019318i,-0.036425-0.0095333i,-0.072165-0.0096218i,-0.10421-0.015076i,-0.12957-0.038669i,-0.14387-0.049818i,-0.1194-0.04221i,-0.054575-0.045209i,0.016626-0.057092i
0.18168-0.11721i,0.16662-0.23695i,0.016825-0.28521i,-0.16175-0.14601i,-0.12939+0.15551i,0.16084+0.29433i,0.33154+0.012563i,0.098054-0.28643i,-0.21142-0.20642i,-0.28447-0.017762i,-0.23144+0.0064635i,-0.18138-0.074236i,-0.16196-0.095499i,-0.095343+0.00016085i,0.051122+0.05325i,0.13124-0.0080587i,0.10666-0.054619i,0.094232-0.038151i,0.11278-0.028969i,0.088099-0.05647i,0.014198-0.074319i,-0.039481-0.052969i,-0.056542-0.011871i
0.47735+9.0933i,0.88241+9.7718i,3.0089+9.7395i,4.0271+5.6129i,3.7589+1.2936i,2.1937-1.1822i,0.4294-1.0571i,0.0457-0.038087i,0.57671+0.30168i,1.1112+0.084375i,1.2263-0.21716i,1.2322-0.3511i,1.3272-0.42007i,1.2434-0.37654i,1.0749-0.41824i,0.72175-0.56724i,0.18722-0.51038i,-0.19008-0.3087i,-0.3327-0.13323i,-0.22105+0.054753i,0.096434+0.18957i,0.35451+0.15818i,0.35109+0.053357i
-0.10699-0.084595i,-0.131-0.068432i,-0.030171-0.058855i,0.1113-0.1542i,0.19437-0.35966i,0.23055-0.57498i,0.21215-0.66716i,0.15308-0.5207i,0.12167-0.24995i,0.092364-0.084597i,0.014368-0.051882i,-0.074559-0.039035i,-0.091772+0.0064375i,-0.019479+0.027049i,0.031769-0.020593i,0.0073579-0.041136i,-0.0031907+0.013652i,0.038577+0.053983i,0.070563+0.045742i,0.050749+0.032311i,0.0074109+0.030904i,-0.020758+0.017716i,-0.036815-0.0083105i
0.14934-0.091018i,0.16173-0.16781i,0.11823-0.16714i,0.10407-0.12758i,0.10696-0.15072i,-0.013074-0.20948i,-0.24606-0.168i,-0.36675-0.040703i,-0.28871+0.043213i,-0.1571+0.084399i,-0.067935+0.085813i,-0.04744+0.040306i,-0.03515+0.036872i,0.037196+0.049315i,0.072998+0.014193i,0.034071-0.019229i,-0.014313-0.050926i,-0.063057-0.10075i,-0.103-0.1078i,-0.095447-0.049343i,-0.035696+0.010758i,0.021658+0.020398i,0.032413+0.0076335i
-0.015379+0.18014i,0.019964+0.2266i,0.030039+0.15305i,-0.00050798+0.0017429i,-0.039493-0.094281i,-0.066713-0.069894i,-0.081275+0.021922i,-0.12041+0.039533i,-0.19905-0.024038i,-0.2363-0.025545i,-0.19801+0.038594i,-0.14433+0.066128i,-0.09915+0.047745i,-0.056624+0.019023i,-0.05106-0.0028337i,-0.078743-0.0062952i,-0.10242+0.014276i,-0.11034+0.043939i,-0.095424+0.06713i,-0.048265+0.080225i,0.010943+0.068538i,0.040449+0.030273i,0.026167-0.0183i
-0.14057-0.093465i,-0.21278-0.057454i,-0.20121+0.032772i,-0.13494+0.11551i,-0.091392+0.12682i,-0.077753+0.078538i,-0.071458+0.028053i,-0.076782-0.0018207i,-0.098916-0.01685i,-0.092368-0.005294i,-0.025362-0.0041024i,0.020415-0.037372i,-0.004005-0.040729i,-0.035986-0.0016862i,-0.040912+0.029777i,-0.036931+0.045416i,-0.023674+0.055121i,0.0010007+0.04552i,0.018959+0.0063006i,0.020466-0.041861i,0.0085028-0.060744i,-0.0042192-0.033874i,0.0037815+0.018268i
0.15219-0.083286i,0.19504-0.14622i,0.19156-0.14613i,0.18302-0.079115i,0.1566+0.0088237i,0.10578+0.077607i,0.085073+0.10502i,0.10585+0.14754i,0.14408+0.21126i,0.17143+0.19101i,0.13062+0.08974i,0.035111+0.032987i,-0.01872+0.046509i,-0.0035917+0.058637i,0.020338+0.046646i,0.021115+0.037115i,0.015314+0.031854i,0.0062111+0.014134i,-0.01444-0.014976i,-0.048231-0.027651i,-0.068655-0.0033886i,-0.034562+0.028017i,0.035872+0.012232i
-0.02266+0.15255i,0.0018985+0.1787i,-0.016481+0.09891i,-0.082312+0.055112i,-0.064621+0.15626i,0.080629+0.22782i,0.169+0.12123i,0.11595-0.017321i,0.042094-0.054318i,0.0069357-0.0436i,-0.017552-0.041355i,-0.029952-0.035999i,-0.011006-0.018404i,0.016125-0.018922i,0.018819-0.04011i,0.014511-0.052717i,0.023167-0.054788i,0.033958-0.048783i,0.032569-0.030542i,0.021532-0.012414i,0.0074613-0.0031104i,-0.0093405+0.0003461i,-0.034475-0.0024272i
