0.001395+0.0013277i,0.00064279-0.00014284i,0.0002309-0.0013813i,0.000256-0.0015226i,-0.0014768-0.0012038i,-0.0026868-0.00062563i,-0.0014781+0.00020263i,-0.00013478+0.00049673i,0.00060849+4.9026e-05i,0.0014462-0.00042275i,0.0014714-0.00077172i,0.00087197-0.00067975i,0.00046238+0.00012632i,-4.2685e-05-0.00010609i,-0.00013832-0.00014869i,-9.0715e-05+0.00026418i,-0.0006041+0.00021532i,-0.00060461+4.2525e-05i,-0.00033377-4.2565e-05i,-0.00067375-0.0002279i,-0.00063506+2.2207e-05i,-0.00037596+0.00055093i,-0.0001572+0.00037499i
-0.00092677-0.00046365i,0.00016105-0.00074261i,-0.00043976-0.0002704i,-0.0015528+0.00093741i,-0.00079244+0.0015212i,-0.00026113+0.00012198i,-0.0012636-0.0010429i,-0.0016476-0.0010083i,-0.0013067-0.00051926i,-0.00074483+0.00072191i,-0.00055897+0.0016063i,-0.00032789+0.001341i,0.0001891+0.00027954i,0.00018505-0.00069043i,-5.4531e-05-0.00080871i,0.00042462-0.0005249i,0.0008428-0.00031289i,0.00070454-0.00016261i,0.00085939-0.0002291i,-0.00019267-0.00034824i,-0.00088965-0.00042699i,-0.00030399-0.00014266i,9.3721e-05+0.00061288i
0.0013327+0.0019911i,0.0020471+0.0019695i,0.0027026+0.001013i,0.0014-0.00066031i,1.764e-05-0.0021945i,-0.00062142-0.0016489i,-0.0011653-0.00056322i,-0.00051274-0.00037454i,0.00049403-0.00061465i,0.00035329-0.00064096i,-0.00026539-0.00069427i,-0.00048582-0.00040482i,-0.00018674+0.00074962i,-0.0001193+0.0012683i,-0.00027835+0.0010013i,-0.00062313+0.00018494i,-0.00036139-0.00025047i,0.00062123+0.00027194i,0.00055715+0.00048353i,0.00013673+0.00060782i,0.00049068+0.00051408i,8.1956e-05+0.00041676i,-6.6876e-05+0.00060721i
0.00094394-0.0015597i,0.00099724-0.0021059i,-0.00026013-0.0026978i,0.00023993-0.0021226i,-0.00013578-0.001596i,-0.0019038-0.0020995i,-0.0014845-0.0020426i,-0.00011537-0.00080974i,0.00044256+0.00053937i,0.00031839+0.0012626i,0.00031299+0.00088878i,0.00029838-5.388e-05i,-0.00026869-0.00070976i,-0.00083188-0.00068132i,-0.00027881-0.00051719i,0.00046773+0.00020968i,0.00024003+0.00067856i,0.00031719+0.00042681i,0.00037611+0.00058052i,0.00046606-9.3985e-05i,0.00032799-0.0010607i,-0.00026627-0.00048648i,-0.00029213-8.5026e-05i
-0.00020984+0.00097523i,-0.0004737+0.001916i,-0.0011374+0.0012495i,-0.00067178-0.00025398i,0.0001365-0.0016623i,0.00030387-0.0016742i,-0.00056452-0.00082258i,-0.00039769-0.00031995i,0.00042942-0.00022367i,0.00034193+0.00013856i,-0.00051403+0.00041136i,-0.00052417-0.00021745i,0.00050095-0.00032301i,0.00050646-0.00014468i,-9.5313e-06+0.00030272i,0.00025914+0.00025128i,0.00024862+0.00029987i,-0.00078428+0.00029802i,-0.0009588-0.00012725i,-0.00044601-0.00058426i,0.00032701-0.00076343i,0.00026848+0.00015181i,-0.00020316+0.0006097i
-0.0020832+0.002318i,-0.0023937+0.0022552i,-0.002943+0.0024708i,-0.0017748+0.0022718i,-0.00013262+0.0013429i,-0.00053059-0.0003799i,-0.0010008-0.0008671i,-0.00030331+2.1932e-05i,0.0004813+0.00039564i,-0.00011794+0.00037572i,-0.00033522+0.00032922i,-0.00030574-0.00013166i,-0.00026373-0.00033547i,-0.00013835-0.00094215i,0.0002814-0.0014091i,0.00078752-0.00043282i,0.0013655+0.00068594i,0.0012323+0.00060276i,0.00022109+0.00014368i,6.3906e-05-0.00042509i,5.8661e-05-0.00055739i,-0.00012136+0.00032251i,0.00079776+0.00094635i
0.0013898-0.00099886i,0.0015745-0.00018254i,0.0016839-0.00039501i,0.000691-0.00019648i,-0.00082385-0.0010496i,-0.0011236-0.0029355i,-0.0010323-0.0026934i,-0.0006021-0.0013773i,0.00027145-0.0012681i,0.00032752-0.00053563i,0.00049596+0.0006227i,7.3206e-05+0.00054972i,-0.00062207-0.00016418i,-0.00018515-0.00045432i,-0.00016268-0.00070323i,-0.00021017-0.00087874i,0.00043068-0.00023386i,0.0010905+0.00033486i,0.00085641-0.00019065i,0.00034746-0.00058695i,0.00013924+0.00010219i,0.00040676+0.00054982i,0.0012236+0.00033275i
-0.0020465-0.0017902i,-0.0012771-0.0019629i,-0.00051613-0.00085228i,1.9171e-05-0.00064687i,0.00041396-0.0013175i,0.00032936-0.0025257i,0.00023051-0.0023772i,0.00019219-0.0014973i,0.0001543-0.00057759i,0.00045276+0.00015097i,0.00040152-0.00045902i,-0.00020925-0.00085321i,-0.00079213-0.00082179i,-0.00057471-0.00088341i,0.00064683-0.00030564i,0.0015466+0.00030831i,0.0010218+0.00039827i,0.00074953+0.00026516i,0.00049012+6.8205e-05i,-0.00041153+0.00014257i,-0.0010244-2.6244e-05i,-0.00017989+0.00026555i,-9.3576e-05+0.0002998i
7.0894e-05-7.7804e-05i,-0.00057798+0.00015481i,-0.0013794+0.0009649i,-0.001186+0.00077253i,-0.00076889-0.00036368i,-0.00096655-0.001423i,-0.001078-0.00093149i,-0.00055875-3.7856e-05i,0.00017396-0.00039955i,3.6971e-05-0.00053522i,-0.00020141-6.1491e-05i,-1.3698e-05+0.00015716i,0.00015122+0.00031285i,0.00040948+0.0004171i,0.00063078+0.00015706i,0.0008284+0.00063764i,0.00021128+0.00055694i,-0.00041637+0.00028964i,-0.00073742-0.00017631i,-4.616e-05-0.00075992i,0.00041279-0.00042006i,5.5377e-05-0.00017009i,0.00080582-0.00051074i
-0.0016319-0.0004051i,-0.00073242+0.00043174i,-0.0012319+0.0010981i,-0.00078969+0.00042308i,0.0010045-0.00025891i,0.0013978-0.00071858i,0.00051151-0.00041166i,8.4034e-05-0.00034392i,-5.524e-05-0.00032407i,0.00027859+0.00018014i,0.0011457+0.0002188i,0.0014325+0.00014385i,0.00083455-0.00042478i,0.00019707-0.0010576i,0.00014121-0.0010846i,0.00060886-0.00077019i,0.00024434-9.3947e-05i,-0.00073081+0.00018161i,-0.00089197+0.00015612i,-0.00052171-0.00073405i,-0.00051368-0.0011289i,-0.00016111-0.00016648i,0.00047915+0.00072889i
-0.00057392-0.0013282i,0.00023943-0.0015733i,0.00038508-0.0015038i,-0.00031148-0.0006669i,-0.00036648-0.00050462i,-0.00015571-0.00036675i,-0.00023639+8.0787e-05i,-0.00027442-0.00031447i,-4.0466e-05-0.00042162i,-0.0002845+0.00024327i,-0.00062013+0.00021192i,-0.00067411-0.00040012i,-0.00051934-0.0011131i,-0.00073601-0.00054714i,-0.00037506-0.000295i,0.00023355-0.000497i,0.00065904-0.00010516i,0.00051256+2.8074e-05i,5.6855e-05-0.00047419i,-8.6282e-05-0.00075472i,-0.00052289-0.00034817i,-0.000446-7.7312e-06i,-1.9917e-05-0.00069294i
0.00021956+0.0022802i,0.001031+0.0017269i,0.0015247-0.00039421i,0.0015946-0.0019332i,0.0010768-0.002519i,2.1318e-05-0.0024006i,-0.0006788-0.0024271i,-6.8153e-06-0.0015483i,0.00046866-9.2855e-05i,0.0004538+0.00039819i,0.00070896+0.00034874i,0.0010458+0.00059436i,0.00024252+0.00095285i,-0.00052759+0.001089i,0.00014681+0.00057955i,0.00034975+0.00049352i,-0.000524+0.00048097i,-0.0011305+0.00052793i,-0.00072247+0.00025555i,-0.00065106-0.00037138i,-0.00094788-0.0002935i,-0.0012889+0.00014936i,-0.0006792+7.4994e-05i
0.000481+0.00044581i,-0.00013993-0.00011133i,-0.00084144+0.00042231i,-0.00048897+0.00066734i,-8.6862e-05+0.0003484i,-0.00046777-4.6638e-05i,-0.00099005-0.00011671i,-0.0010267+2.0426e-05i,-0.00076875+0.00048669i,-0.00014671+0.00065639i,-0.00024981+0.00025812i,-0.00036875+0.00019433i,0.00021907-9.9027e-05i,0.0002513-0.00040442i,-0.00016101-0.00047871i,-0.00018361-0.00046079i,-7.8518e-05+0.00029783i,-0.00030565+0.0006556i,-0.00052618+0.00059232i,-0.00054973+0.00011843i,-0.0005726+2.7171e-05i,-0.00041257-3.2017e-05i,-0.00031205-0.00033314i
-7.8486e-05+0.0012584i,-0.00086432+9.3336e-05i,-0.0016211+0.00072738i,-0.0013115+0.00091618i,0.00028704-0.00060391i,0.00034642-0.00099509i,-0.00032967-0.0011758i,0.00032329-0.001095i,0.00051865-0.0006325i,-0.00011963+1.3631e-05i,-0.00043763+0.00047834i,0.00055625+0.00036628i,0.00018443+0.00051568i,-0.0005353+0.00025701i,0.00023558-0.00019694i,0.0003793+0.00046943i,-0.00015901+0.00075871i,-0.00043045+0.00035286i,-0.00061484-0.00030255i,-0.00065724-0.00065453i,-0.00096585-1.5472e-05i,-0.0013583+0.0002754i,-0.001188+0.00037288i
0.0015634-0.0015299i,0.0027633-0.0010251i,0.0024278-0.00093593i,0.0013099-0.00059716i,0.00037-0.00061442i,-0.00040561-0.0016278i,-0.00032838-0.0015208i,-1.0853e-05-0.0012804i,-7.1447e-05-0.0011908i,-0.00041023-0.00011042i,-0.0012456+0.00041909i,-0.0012524-0.0001622i,-0.00053025+0.00024179i,0.00043534+0.00058492i,0.00070702+0.00047982i,8.2847e-05+0.00015119i,3.5216e-05-5.8098e-05i,0.00040178-0.00014447i,0.00015217-0.00086904i,-0.00098308-0.00074283i,-0.0012571-0.00040705i,-0.0003231-0.00044882i,-0.00035196-0.00011098i
0.00035729+8.6412e-05i,-0.00017757-0.00076863i,-0.00077759-0.0027257i,-0.0011855-0.0023139i,-0.0013419-0.00091252i,-0.0012836+2.1823e-05i,-0.00097449+0.00021649i,-0.00047808-0.00015429i,0.0001153-0.00025527i,9.6896e-05-2.8977e-06i,-0.00081046+0.00036346i,-0.00076283+0.00036728i,0.00038986+0.00042618i,0.0005777+0.00043105i,0.00077625+0.00081027i,0.00092853+0.0012803i,-0.00021843+0.00081556i,-0.00093183-1.7364e-05i,-0.00020252-0.00042511i,0.00046516+0.00018879i,-0.00011717+0.00012287i,-0.00035804-0.00019329i,-0.00033999+0.00038365i
-0.0011536+8.348e-06i,-0.0014614-0.00063919i,-0.0012358-0.00048289i,-0.0026746+1.4883e-05i,-0.0025446+0.00010481i,-0.00061434-0.0001918i,0.0003016-0.00048165i,-0.00028608-0.00081382i,-0.001676-0.0012288i,-0.0014518-0.0004847i,-0.00052529+0.00017752i,-0.00038032-6.3805e-05i,-0.0002574+0.00061655i,-0.00050163+0.00076086i,-0.00037109-0.00036943i,0.00017288-0.00061886i,0.0010072-0.00040964i,0.00087817-0.00043921i,0.00037751-0.00011908i,0.00025155+0.00069328i,-0.00037126+0.00035845i,-0.00052066-0.0010886i,0.00039779-0.001654i
0.0010999-3.5689e-05i,0.0011767+0.0001818i,0.00023082+0.00065713i,-0.0010738+0.00069223i,-0.0017043-0.00017505i,-0.0011657-0.00021507i,-0.00023548-7.2612e-05i,-0.00043435-0.00055398i,-0.00075497-0.00065875i,-0.00068577-0.00049857i,-0.00044638+2.7457e-05i,-2.8285e-05+0.00044532i,0.00023763+0.00043461i,-0.00024016+6.9044e-05i,-0.0010176-0.00029912i,-0.00042961+7.8927e-05i,0.00072528+0.00076473i,0.0010216+0.001321i,0.00082996+0.00081351i,2.64e-05-0.00020529i,-0.00012992-0.0006882i,0.00039767-0.0013517i,0.00065239-0.0011042i
-0.0006135+0.00025961i,-0.0017436-0.0012998i,-0.0017338-0.002263i,-0.0012652-0.0012779i,-0.00074511-0.0013724i,-0.00020418-0.0023974i,-0.00030606-0.0019783i,-0.00025836-0.0012907i,-0.0002568-0.0010258i,-0.00039888+1.888e-05i,-0.00014373+0.0010415i,9.6121e-05+0.00070696i,-0.00018836+0.00052494i,-0.00023334+0.00058944i,-0.00028174+0.00040591i,0.000297+0.00048382i,0.00089369+0.0005249i,0.00059552+0.00022939i,0.00055087-0.00011218i,0.00064099-0.00067253i,0.00025787-0.00051066i,-8.3809e-05+0.00024067i,-0.00021338+0.00049536i
-0.0007478+0.00033929i,-0.00063614-0.001007i,0.0012274-0.0021677i,0.001186-0.0016875i,0.0010579-0.001407i,0.00075158-0.0024806i,-0.00052313-0.0026914i,-0.001362-0.0012404i,-0.0010998+0.00061223i,-0.00028136+0.0011633i,0.00043796+0.0007963i,0.00042063+0.00034986i,0.0001937+0.0002698i,-0.00063713+0.00032242i,-0.0012718+0.00060615i,-0.00096388+0.00069406i,-0.00079429-0.00012405i,-0.00091153-0.00087943i,-0.0007365-0.00088425i,-0.00057779-0.0004848i,-0.00062833-0.00032839i,-0.00041305-0.00034712i,0.00046297-0.00041008i
0.00062591-0.0009847i,-0.0010321-0.0021711i,-0.0020065-0.0015668i,-0.0011114+0.00013906i,-0.00030978-9.313e-05i,-0.00076717-0.00099854i,-0.0010969-0.0014305i,-0.0012323-0.00086783i,-0.0005556-7.8921e-05i,0.00010972-0.00061342i,0.00019461-0.00032436i,0.00010675+0.00096945i,4.9239e-05+0.0012068i,0.00051772+0.00098215i,0.00077285+0.00070465i,5.8436e-05-0.00024013i,-0.00057882-0.00016967i,-4.4913e-05+0.00081164i,0.00047281+0.0012312i,0.00028572+0.0012605i,-0.00062868+0.00034403i,-0.00030984+0.00031222i,-9.8988e-07+0.00095457i
0.00022101-0.00067152i,0.00031891-0.0011601i,-0.00031129+0.00015971i,-0.00086647+0.00048732i,0.00070656-0.00072401i,0.0014476-0.0016153i,0.00032775-0.00091823i,-6.4471e-05-7.0626e-05i,0.00023464+0.00025018i,0.00018812-0.00017187i,-0.00036616-0.00049067i,-0.00076002+4.1522e-05i,-0.00057694+0.00044658i,-0.00087246+0.0001738i,-0.00079639-0.00052648i,-0.00051769-0.00077528i,-0.00030848-0.0001185i,-6.9669e-05+0.00069457i,-0.00069272+6.1023e-05i,-0.0013118-0.00059765i,-0.00060983-0.00084976i,-0.00024014-0.00045763i,-0.00096099-9.9301e-05i
0.00063557-0.0011991i,-0.00034269-0.0017458i,-0.0019189-0.0007684i,-0.002191+0.00081178i,-0.00075423+0.00037055i,0.00024841-0.00071195i,0.00027894-0.0013059i,0.00083558-0.0010918i,0.0013939-0.00066374i,0.0008834+0.00023688i,0.00014442+0.0011902i,8.6523e-05+0.00088676i,0.00024391+0.00087316i,0.001003+0.00061495i,0.0011608-0.00045479i,0.0001566-0.00082139i,-0.00063859-0.00035279i,-0.00086475-0.00073989i,-0.00044423-0.0011851i,7.7445e-05-0.00078066i,0.00061551-0.0010575i,0.0011486-0.0011745i,0.0010987-0.00057583i
-0.00059156-0.00089314i,0.00053871-0.00049915i,-0.00033536-0.0020069i,-0.00034991-0.0021965i,0.00076035-0.00081553i,0.00072669-0.00024333i,-0.00041155-0.00046292i,-0.00081608-0.00098832i,-0.0004435-0.00061476i,7.2992e-05-5.4961e-05i,1.5286e-05-0.00024014i,-0.00041558-0.00018656i,-0.00053589+0.00055633i,-0.00072077+0.00091323i,-0.0003902+0.00084957i,0.00045246+0.00051417i,0.00096652-0.0001373i,0.00057508-0.00056443i,9.8272e-05-0.00049406i,0.00056986-0.00042724i,0.0009879-0.00051728i,0.00089855-5.5625e-05i,0.00038975+0.00018464i
-0.0010118+0.00089284i,-0.00063228+0.00071657i,-0.00034672-9.0149e-05i,0.00041786-5.7379e-05i,0.00090066-0.00030333i,0.00087708-0.00029937i,-0.00040247-2.8418e-05i,-0.0003988-0.00016603i,0.00022849+0.00023771i,0.00037822+0.0010783i,0.00041866+0.0010828i,-0.00013205-1.7155e-05i,-4.7425e-05-0.0010448i,0.00053246-0.00045296i,0.0010468+0.00042367i,0.00066862+0.00052591i,0.00021771+0.0010527i,8.2167e-05+0.00097393i,0.00024455+0.00013163i,9.1668e-05+7.0884e-06i,-0.00044911+0.00052079i,-0.00067535+0.00019411i,0.00018299-0.00016544i
0.00015256-0.00093274i,-0.00046061-0.0019207i,1.9512e-05-0.0012984i,-0.00038624+4.8821e-05i,-0.0013002+0.00021224i,-0.0012842-0.00012313i,-0.00018002-0.0012949i,0.0008533-0.0013393i,0.0012183-0.00066438i,0.0010198-0.00047952i,0.00028417+5.5629e-05i,-0.00040596+0.0007459i,-0.00027819+0.00056223i,-2.1918e-06+8.3199e-05i,-0.00033923-5.5767e-05i,-0.0002676-4.2365e-05i,-0.00041526+4.8042e-05i,-0.00062685+0.00030505i,-0.00070383+0.00015074i,-9.5663e-05-0.00030838i,0.0004042+0.00019379i,-0.00021138+0.0011601i,-0.00076277+0.00097766i
0.00051641+0.00046769i,0.0022374-5.2809e-05i,0.0027836-0.00023895i,0.0013257-0.00039931i,7.6913e-05-0.00091664i,-5.5921e-05-0.0010773i,-0.00066354-0.0017282i,-0.00042042-0.0021994i,8.7637e-05-0.0016102i,0.00010327-0.001109i,0.0012935-0.00038098i,0.0011386-0.00028705i,-3.292e-05-0.00062484i,-0.0003253-0.00029998i,-0.00021458-0.00037602i,-0.00054165+7.3586e-05i,-0.00017923+0.00061087i,0.00030405+0.00010653i,0.00066462-0.00071684i,0.00070498-0.0012147i,0.00044376-0.00056158i,0.00017807+0.00017361i,7.8359e-05-0.00045312i
-0.00039366-0.0011918i,-0.0019871+4.9297e-05i,-0.0026342+0.0009366i,-0.0022155+0.0012684i,-0.0014408+0.00069658i,-0.00063284-0.00099806i,-0.00024591-0.0017588i,-0.00040335-0.0011511i,-4.6103e-05-0.00032771i,8.0369e-05+0.00067575i,-0.00074549+0.0010267i,-0.00057489+0.00070044i,-0.00033041+0.0010774i,-0.0008694+0.00072134i,2.1695e-05-0.0002998i,0.00054922-0.00036512i,0.00010919-0.00053791i,-0.00022091-0.0010477i,-0.00019432-0.00060482i,-0.00011257-0.00023317i,4.3867e-06-0.00048282i,0.00067156-0.00084648i,0.0010997-0.0005401i
0.00030632+0.0020053i,0.0013517+0.0014728i,0.0016038+0.0011014i,0.0013146+0.00042259i,-0.00070502-0.001326i,-0.0016942-0.0021878i,-0.00045358-0.0013723i,0.00019198-0.00039704i,-6.9162e-05-0.00035638i,0.00038105+0.00025905i,0.00072098+0.00095241i,0.00061371+0.00033653i,0.000308+7.8599e-05i,-0.00041001-0.0006548i,-0.00054786-0.00098895i,9.3095e-05-0.00012535i,0.00058787+0.00012081i,0.00016578+0.00070298i,-0.00017946+0.00091571i,-0.00024209+0.00023071i,0.00047333-0.00025204i,0.0007035-0.00023106i,0.00021082+9.3098e-05i
0.0004198-0.00089231i,0.00026769-0.0007053i,0.00070073-0.00011185i,-0.00021578-0.00017822i,-0.00050136-0.0012734i,0.00034728-0.0024069i,0.0002727-0.0019255i,0.00026224-0.00084498i,0.00058471-0.0008589i,0.00069044-0.00064894i,-0.00011278-3.6958e-05i,-0.00053463-9.7402e-05i,-0.00044469+0.00023908i,-9.5557e-05+0.00047293i,-5.2959e-05+0.00032993i,-0.00039118+0.00040834i,0.00019515+0.00020467i,0.0013161+1.7301e-05i,0.0012453+0.00017032i,0.0009295-2.3422e-05i,0.00057134-0.0001505i,-0.0001709-0.000429i,-0.00025415-0.00034035i
-0.00099685-0.0014361i,-0.0016314-0.0020463i,-0.0018191-0.0024271i,-0.0017476-0.0017318i,-0.0015298-0.00061075i,-4.9005e-05-0.00086181i,0.00033397-0.0017538i,-8.0863e-05-0.0015185i,-0.00027833-0.00054242i,-0.00022259-0.00018735i,0.0006817-0.00010026i,0.001272+0.00038002i,0.00039666+0.00095581i,2.0011e-05+0.0010108i,0.00083871+0.00075372i,0.00072264+0.00035816i,0.00036668+0.00026934i,0.0010923-0.00045996i,0.0010871-0.00092911i,0.00040376-0.00061562i,0.00057644-0.00060629i,0.001088-0.00098505i,0.001349-0.00020726i
0.00013642-5.5781e-05i,0.00038449-0.00041474i,0.00099788-0.0002088i,0.00046748-0.00012623i,0.00023633-0.0013072i,0.00066222-0.0020415i,0.0007509-0.0015838i,-2.4739e-05-0.00040642i,-0.00063257+0.0003702i,-0.00072187+0.00040252i,-0.00050407+0.0012818i,-0.00034034+0.00097871i,-1.0516e-05-0.00060774i,0.00059434-0.00017107i,0.00021598+0.00077813i,8.4911e-06-0.00014543i,0.00027759-0.00076469i,0.00036765-0.00036283i,0.00023382+0.000102i,0.0003797+0.00028753i,0.00028659+0.00032348i,-0.00027598+0.00055394i,-0.00075552+0.00036321i
0.00041001-0.0004159i,0.00050443-0.0022532i,1.7181e-05-0.0029123i,0.0004579-0.0013727i,0.0013409+0.00036752i,0.0011016+0.00015467i,-9.546e-05-0.00088635i,-0.00073823-0.0010302i,-0.00019626+8.919e-06i,-0.00011097+0.00077132i,-0.00024155+0.00073435i,0.00026286+0.00051275i,-0.00021584+0.00020425i,-0.00082097-0.00053235i,-0.00053864-0.0012004i,-0.000409-0.00013263i,-0.00039664+0.00074067i,-0.00051663+0.00048781i,-0.0006548+0.00066869i,-0.00012029+0.00058309i,-0.00040634+0.00088835i,-9.6288e-05+0.00072114i,0.00083834-0.00032622i
0.00032887-0.00010761i,0.000492+0.00036069i,0.0015837+0.00081948i,0.0010967+0.00065799i,-0.00036921-0.00030358i,-0.0014187-0.00090736i,-0.0014121-0.00088899i,-0.00053991-0.00086884i,-0.0003982-0.00051059i,-0.00083256+0.00037666i,-0.00078806+0.00066726i,-0.00035792+0.00077769i,0.00033315+0.001269i,0.00094142+0.0010888i,0.00078048+8.2639e-05i,0.00069114+2.8452e-05i,0.00022008+0.00025696i,0.00027475-0.0005456i,0.0001243-0.00090328i,-0.00051985-0.00010513i,-0.00065215+0.00012929i,-9.5529e-05-4.9057e-05i,-0.00051664+0.00036337i
0.00037403+0.00064627i,0.0009821-0.00068497i,0.00060835-0.00090971i,-0.00031822-0.00033466i,8.0789e-05-0.00012649i,-0.00043649-0.00080563i,-0.0012128-0.00091891i,-0.00090035-0.00070499i,-8.8109e-05-0.00031735i,0.00080992-3.9115e-05i,0.00052185+0.0004559i,9.4579e-05+0.00060808i,0.00048958+1.6583e-05i,0.0010237-1.0345e-05i,0.0014852-0.00014115i,0.001304-0.0006311i,0.00030458-0.00033332i,0.00027085+0.0011531i,0.00014527+0.0010254i,-0.00026429-0.0003188i,-0.00022291-0.00072502i,0.00035182-0.00081864i,-0.0001002-0.00025475i
0.00030482+0.00080648i,0.00085903+0.0010199i,0.0015418+0.00054254i,0.0015407+3.0517e-05i,0.001045-0.00081405i,0.00051701-0.0014135i,0.00018789-0.0015756i,0.00018303-0.00055549i,-9.2826e-05+0.00054359i,-6.8861e-05+0.00063842i,-0.00054547+0.00027991i,-0.0006037+0.00091173i,-0.00032669+0.0014103i,-0.00035629+0.00014642i,0.0002385-9.5582e-05i,0.0002573+0.00057894i,5.2714e-05+0.00062474i,0.0002122+0.00056736i,0.0005711+0.00010902i,0.00045911-0.00072026i,-0.00031873-0.0012456i,-0.00056054-0.0012527i,-0.0006534-0.00060814i
-0.002558-0.00034977i,-0.0026722-0.00017434i,-0.0025151+0.0011175i,-0.00176+0.0019537i,-0.0010775+0.001217i,-0.001122-0.00080477i,-0.00075767-0.0014215i,-0.00039184-0.0010572i,0.00024585-0.00067871i,0.00097388+8.3696e-05i,0.00081707+0.00017147i,0.00042809+0.00027827i,-0.00012385-0.00034159i,-0.00048561-0.001187i,-0.00070033-0.00088112i,-0.00096915-0.00049698i,-0.00032406-0.0002325i,0.00038383+0.00026566i,0.0006554+9.735e-05i,0.00066784-0.00013i,0.00060798-0.00021857i,0.00044274+0.00010259i,0.00029481+0.00058762i
0.00078337-0.0018936i,0.0010787-0.0023237i,0.0011663-0.0027376i,0.0013053-0.0019227i,0.00099186-0.0011912i,0.00069195-0.0010307i,-3.0157e-05-0.0013841i,-0.00096671-0.0010894i,-0.0005631-2.6723e-05i,-0.00037971+0.0004431i,-0.00044433+0.00036917i,-0.00026776+0.00044557i,0.00039307+0.00064217i,0.00038525+0.00039647i,0.00015954+0.00016163i,0.00036534+0.00043076i,0.0008137+0.00074087i,0.00041757+0.00036261i,-0.00042382-0.00024273i,-0.00048531-0.00031566i,-2.993e-05-8.7307e-05i,-2.4061e-05+0.00017352i,-7.1948e-05+0.00021792i
0.00090728-0.0019205i,0.00083913-0.00085656i,-0.0005407-0.00036098i,-0.0016604-6.8108e-05i,-0.001325+0.0010461i,-0.00062776+0.0015592i,-0.00050333+0.0006675i,-0.00075729-0.00030595i,-9.893e-05-0.00070159i,0.00015408-0.0001987i,-0.0001931+0.00024338i,0.00028713+0.00011941i,0.00051257+0.00045882i,0.00034855+0.001344i,0.00088703+0.001321i,0.00094907+0.00094178i,0.00039892+0.001308i,8.3803e-05+0.00095445i,2.534e-05-0.00030648i,-0.00063083-0.00073843i,-0.00024164-0.00039692i,-0.00055532-0.000407i,-0.0011775-0.00011942i
-0.00065421-0.0026104i,-0.0015213-0.0026861i,-0.001694-0.0021599i,-0.0016472-0.0014131i,-0.00099246-0.0010005i,0.00062426-0.001472i,0.0011294-0.001789i,-2.929e-06-0.00068226i,-0.00093509-7.1021e-05i,-0.00084175-0.00027089i,0.00057322-0.00011987i,0.0013291-1.4851e-05i,0.0007922+0.0010686i,0.0003748+0.0013777i,0.00036057+0.00059602i,0.00019548+0.00021519i,-0.00024211-0.00028736i,-0.00029915-0.00086662i,-0.00020273-0.00066484i,-0.00077988+6.2712e-05i,-0.0011025-0.00032213i,-0.00053017+0.00023092i,-0.00050642+0.00079087i
-0.00035075-0.0014069i,0.00030309-0.00086142i,-0.00031255+0.0002588i,-0.00021585+0.0011444i,-4.8868e-05+0.0016101i,0.00056766+0.00035121i,0.00095315-0.0014101i,0.00030194-0.0020145i,-0.00053464-0.0012695i,-0.00049535-0.00047138i,0.00020055+0.00040627i,0.00037436+0.00059663i,1.5438e-05+1.6011e-06i,-0.0004301-0.00045336i,-5.4408e-05-0.00079072i,-0.00010681-0.00071311i,-0.00034564-0.0011165i,0.00013738-0.0014318i,0.0010092-0.000598i,0.0011258+4.4252e-05i,0.00053706-4.4793e-05i,0.00035674-0.00024579i,0.00041199-0.00026663i
0.00077126-8.1984e-05i,0.00055806-0.0013278i,0.00053981-0.002025i,0.00046661-0.001881i,-0.00043184-0.001809i,-0.00075564-0.0021493i,-0.000133-0.0013566i,0.00057937-0.00039377i,3.1348e-05-0.00054701i,-0.00037567-0.00074927i,-0.0004543+0.0001625i,-0.00043826+0.00067359i,0.00039236+0.00077268i,0.00048019+0.0010997i,-9.2202e-05+0.00093321i,-0.00013129+0.000375i,-0.00014777-0.00036067i,2.3793e-05-0.0009297i,0.00016425-0.0011417i,0.00047378-0.00034074i,0.0001789+0.00037345i,-0.0003338+0.00019496i,0.0001897+0.00060563i
0.00038708-0.0014377i,0.000436-0.0029998i,0.0018631-0.0013847i,0.00020379+0.00071082i,-0.0012091+0.00084527i,-0.00098703-0.00036728i,-0.00051399-0.00046432i,-0.00036678-0.0006258i,-0.0011224-0.0011463i,-0.0017449-0.00044554i,-0.0011061+1.0246e-05i,-2.7571e-05+0.00027566i,7.9262e-05+0.00035213i,-0.00025773+0.00028899i,-7.8041e-05+0.00028792i,-7.1389e-05-0.00024016i,-0.00060071-0.0002398i,-0.00047741+0.00017989i,0.00028217+0.00037617i,-0.00016666+0.00028187i,-0.00091692-8.4302e-05i,-0.0011581-6.1739e-06i,-0.0007475+0.00057602i
