-0.0032277-0.00032658i,-0.0023361-0.00086845i,-0.0019955-0.0013679i,-0.001684-0.00095451i,-0.00086599+7.1193e-05i,5.9785e-05+0.0013332i,0.00034444+0.0016297i,0.00015228+0.0013672i,0.00038245+0.00089171i,0.00058058+0.00011496i,0.00036152+0.00014595i,4.3163e-05+0.00049102i,-0.00054159+0.00051188i,-0.00055575+0.00024974i,0.00011192+0.00013449i,-0.00037287+4.9506e-05i,-0.00082455-0.00028063i,0.00029721-0.00013285i,0.0010588+0.00030159i,0.00067697+0.00043483i,0.00016176+8.9226e-05i,-8.8468e-05+4.2273e-05i,-7.0755e-05+0.00017533i
-0.0015251+0.0014926i,-0.0016477+0.00035615i,-0.00092857+0.00066873i,0.00073076+0.0014235i,0.0013628+0.0017674i,0.00042997+0.0013379i,-6.5951e-05+0.00052956i,0.00019708+0.00051895i,6.3677e-05+7.4732e-05i,0.00026078-0.00024306i,0.00063621-0.00011117i,0.00033743-0.00047597i,0.00044617-0.00033913i,0.00041816-0.0002427i,-0.00028919-0.00040443i,-0.00065989-0.00019426i,3.6708e-05+9.9504e-05i,0.00042376+0.00014135i,0.0004042-6.8227e-05i,-8.005e-05-7.6203e-05i,-0.0004213+9.5807e-05i,-0.00025834+0.000248i,-0.00065176+0.0004963i
-0.0057363-0.0021724i,-0.0035666-0.00064837i,0.00065094+0.0011819i,0.0028831+0.0012685i,0.0023805+0.0011874i,0.001438+0.00062128i,0.0010086-0.0007558i,-0.0003369-0.000831i,-0.0016248-7.1942e-05i,-0.00089204+0.0002543i,-0.00032192-0.00012481i,-0.00096666-0.00016013i,-0.001266-5.0393e-05i,-0.00080629-7.7633e-05i,-0.00058686-0.00084156i,-0.00043602-0.00067885i,-0.000134+0.00024737i,-0.00021259+0.0010327i,-0.0003329+0.0013618i,-0.0002903+0.00091789i,-0.00098438+0.00019198i,-0.00072467-0.00022829i,-0.00041563-0.00012549i
0.0021291-0.0012156i,-0.0005615-0.00084143i,-0.0019456+0.00073697i,-0.00096557+0.0011249i,-0.00032456+6.0288e-05i,-3.952e-05-0.00094983i,-3.0962e-05-0.00097314i,-0.00075111+5.2166e-05i,-0.00084966+0.00028576i,-0.00055974-0.00044339i,-0.0010527-0.00043699i,-0.00086949-4.7036e-05i,9.9868e-05-0.00029722i,-2.0823e-05-0.00024444i,-0.00034968-0.00050687i,-1.7574e-05-0.00092488i,0.00052399-0.00079015i,0.0006594-5.1811e-05i,-0.00033915+5.7311e-05i,-0.00051265-0.00050911i,-0.0002098+9.7947e-05i,-2.0889e-06+0.000844i,0.00024223+0.00027543i
0.0026166-0.00017559i,0.0017496+0.00073556i,0.0011322+0.0010635i,0.0015783+0.0010365i,0.00081575+0.00082343i,0.00014865+0.00083234i,0.00027306+0.0010946i,-0.00022514+0.0011612i,-0.00085471+0.00058728i,-0.00089322+0.0010378i,6.0384e-06+0.0013642i,0.00045108+0.00076666i,-1.4559e-05+0.00048043i,-0.00056121+0.0008918i,-0.0007168+0.00078435i,-0.00057366-0.00011322i,0.00021849-0.0004623i,-0.00026749-0.0005703i,-1.6603e-05-0.00071234i,0.0014735-0.00010189i,0.00072203+0.00054776i,-0.00096314-4.1191e-05i,-0.00099734-0.00040464i
0.00010073+0.0020074i,9.5627e-05+0.0024859i,-0.0016116+0.0021682i,-0.001057+0.00070275i,0.0011697+0.00065969i,0.0017365+0.0010246i,0.001043+0.00065339i,0.00028506+2.6349e-06i,0.00014279-0.00043276i,0.00099304-6.8961e-05i,0.00085252-0.00010629i,0.00021652-0.0004573i,0.00022121-0.00058225i,0.00050721-0.00045941i,0.0006522-0.00020583i,-8.8687e-06-0.00041902i,-0.00059921-0.00039383i,-0.00024307+0.00035853i,-0.0002906+0.00082689i,-0.00043944+0.00051387i,2.4981e-05-6.1734e-05i,-0.00020789+0.00025679i,-0.00050736+0.0012274i
-0.0050538+0.0008054i,-0.0057635+0.0021542i,-0.0029778+0.002522i,0.00026992+0.0030164i,0.00087634+0.002431i,-3.8955e-05+0.00037345i,-0.00048363-0.0007607i,-0.0003903-0.00059379i,5.0538e-05-0.00041603i,0.00069649-0.00096383i,0.0006379-0.0011924i,0.00041992-0.00077174i,0.000245+0.00015151i,-0.00061748+0.00074367i,-0.001415+0.00029844i,-0.00075801+0.00011447i,-0.00025535+0.00066568i,-0.00061725+0.00085918i,-0.00027029+0.00062259i,-0.00026329+7.4416e-05i,-0.0015616-0.00018429i,-0.0019313-0.00058249i,-0.00047892-0.0015759i
-0.0033548-0.0023277i,-0.0015899-0.0026544i,0.0010526-0.00050591i,0.0030956+0.00028709i,0.0023911-0.00059695i,0.00074017-0.00049177i,0.00051181+4.011e-06i,-0.00010193-0.00010104i,-0.00095983-0.0001457i,-0.0014703-0.00026693i,-0.0018623-0.00033984i,-0.0023301+0.00054398i,-0.0013795+0.00098741i,-0.00039746+0.00047685i,-0.00062855-0.00034386i,-0.00054683-0.00025197i,-0.00032545+0.00041287i,-0.00033555+0.00018445i,-0.00073408-0.00073837i,-0.00068675-0.0012101i,-0.00018453-0.00058955i,-0.00032438+0.0004678i,-0.00092163+0.00040643i
0.0016491+0.0024988i,0.0021075+0.00051194i,0.0016154-0.00048059i,0.0014672-0.00073898i,0.0018375-0.00090058i,0.0013481-0.0014044i,0.00063165-0.0011273i,-0.00012373-5.5453e-05i,-0.00090932+0.00063239i,-0.00025442+0.00099524i,0.00061262+0.0010711i,2.0462e-05+0.00019728i,-6.9352e-05-0.0008042i,-3.5036e-05-0.00099762i,-0.0013667-0.00091755i,-0.0009701-0.00072547i,-0.00026336-0.00054354i,-0.0010837+0.0001413i,-0.0011694+0.00041465i,-0.00096463+0.00031181i,-0.0011397+8.7958e-05i,-0.0010202+0.00016444i,-0.00066287+6.1534e-05i
0.0026419+0.001122i,0.0034425+0.001496i,0.0037869+0.0012093i,0.0018833+0.0013642i,-0.00037956+0.00104i,-0.0012971+0.00068909i,-0.00086685+0.00055032i,-0.0004692+0.00021207i,-0.0011825-0.00013556i,-0.0012729-0.00024563i,-0.00013251+0.00017506i,0.00077005+0.00026044i,0.0010787+2.9265e-05i,0.00070206+8.1803e-05i,-0.0001129-0.00075247i,0.00035871-0.00065851i,0.00020153+0.00021566i,-0.00066386-0.00026727i,-0.00023794-0.00047816i,0.00084286+0.00015188i,0.00083507+0.00032886i,0.00061891-0.00019194i,-0.00032403-0.00039906i
0.00053575+0.0029495i,0.0022887+0.0038933i,0.0043217+0.0025289i,0.0032263-0.00013684i,0.0021644-0.0015148i,0.00094802-2.2667e-05i,-0.00030308+0.00077273i,-0.00054828+0.00035048i,-0.00022304+0.00072089i,0.0010637+7.3677e-05i,0.0018206-0.00019428i,0.00092764-6.9237e-05i,-4.6126e-05+0.00010977i,-0.00033387+0.00025466i,-0.0002294-0.0010514i,8.4502e-06-0.0014035i,0.00042724-0.00048463i,0.00049565-0.00018387i,0.00012154+0.0002951i,-2.2641e-05+0.00069503i,-0.00021012+0.001101i,0.00016348+0.00055052i,0.00033374+0.00050243i
-0.00088155-0.0015144i,-0.0034301-0.00062005i,-0.0044312+0.00021385i,-0.003993+6.106e-05i,-0.0028908+0.0005504i,-0.0014733+0.0011749i,-0.0007728+0.00028153i,-0.00064914-0.00049796i,-0.00048652-0.0005116i,-0.00075796-0.0011138i,-0.0006728-0.0022704i,-0.00077499-0.0015738i,-0.001222+0.00087738i,-0.00035274+0.0015431i,-0.00016023+0.00031741i,-0.0011567-0.00081299i,-0.0012883-0.00077256i,-0.0011273-0.00021736i,-0.00054871-2.6766e-05i,-7.7533e-05+0.00051073i,0.00025556+0.00029292i,0.00028298-0.00033523i,-6.3549e-05-0.00018227i
-0.0025656-0.0010547i,-0.0035108-0.00065621i,-0.002211+4.2391e-05i,7.2507e-05-0.00021117i,0.00086517-0.00042489i,0.00081885-0.00015681i,0.00063133+0.00049531i,-0.00037646+0.00028724i,-0.001063-0.00032534i,-0.00079617-0.001173i,-0.0010867-0.001205i,-0.00080963-0.00014109i,-4.8896e-05+0.0005859i,8.4631e-05-0.00028014i,-0.00061236-0.00062349i,-0.0011365-0.00093622i,-0.00015965-0.00095854i,0.00069467-0.00050891i,0.00087938-9.5315e-06i,0.00040698+0.00092641i,0.00023204+0.00063616i,0.0005193+0.00048599i,0.00018386+0.00053921i
-0.0018023+0.0026382i,-0.0011028+0.00066937i,0.00074688+0.00015516i,0.0030604+0.0012758i,0.0035083+0.00078304i,0.0033324-4.6223e-05i,0.0026306+0.00047335i,0.0013981+0.00095623i,0.0010804+0.001393i,0.0013131+0.0017066i,0.00038116+0.00054643i,-9.1713e-05-0.00019379i,0.000284-0.00077067i,0.00051192-0.001542i,0.00035177-0.0013658i,8.1683e-05-0.00096024i,0.00052904-0.0010234i,0.00070927-6.0711e-05i,0.000991+0.00046058i,0.00047968+2.9339e-05i,-0.00016411-0.00039445i,-0.00036574-0.00057698i,-0.00032576-0.00048201i
-0.002816-0.0026313i,-0.0015753-0.0033181i,-0.00018278-0.0028397i,0.00026291-0.00064691i,0.00021072+0.0011299i,6.0331e-05+0.00099347i,-0.00014695-0.0002127i,-0.00038636-0.00032465i,-0.00075095+0.0005206i,-7.4461e-05-0.00023267i,0.00050314-0.0010441i,0.00047622-0.00057657i,0.00013521+6.7561e-05i,4.309e-05+0.00030153i,3.6402e-05-0.00014486i,-0.00048659-0.00060081i,-0.0012706-0.00085085i,-0.00086638-0.00044526i,9.0597e-05-0.00015553i,2.1508e-05-0.00037801i,-0.00058551+0.00012478i,-0.00054295+0.00084437i,-0.00052938+0.00095491i
-0.00068894-0.0024704i,0.0016718-0.00037204i,0.0041177+0.0023336i,0.0032211+0.0029473i,0.0011258+0.0026943i,0.0013097+0.002137i,0.0012292+0.00065804i,-0.00045668-0.00045672i,-0.0011712-0.00046047i,-0.00078745-0.00051585i,4.1198e-05-0.00055362i,0.00074156-0.00018547i,0.0007874-0.00017521i,-3.2375e-05-0.0004253i,-0.0009494-0.00019194i,-0.0015725-0.00042953i,-0.0017033-0.00037509i,-0.0012155-0.00018185i,-0.00023773+0.00064357i,0.00083183+0.0018571i,0.0011505+0.0016551i,0.00042431+0.00085213i,-0.00052352+0.00049928i
0.0012779-0.00028461i,-0.0011005+0.0019496i,-0.0018454+0.002943i,-0.0016881+0.0022035i,-0.001532+0.0010527i,0.00012624+0.00085031i,0.0011404+0.0010846i,-7.6093e-05+0.001042i,-0.00091248+0.00077116i,-0.0012701-5.0838e-05i,-0.0020517-0.00051286i,-0.0018291+0.00044296i,-0.0010685+0.0016432i,-0.00062985+0.0015321i,-0.00025123+0.00019341i,-0.00020748-0.00025699i,-0.00061948-0.00033615i,-0.000165-0.00068266i,0.00039502-3.6913e-05i,0.00056327+0.00052051i,0.0001519+0.00063729i,-0.00052604+0.0004827i,-0.0007575+0.00039813i
-0.0015576+0.0015305i,-0.0042902+0.0020131i,-0.0047121+0.0024795i,-0.0014267+0.0018097i,0.00020607+0.00051973i,0.00047669-0.00010102i,0.00034327+0.00016654i,-0.00063767+0.00078186i,-0.0010698+0.0015264i,-0.0010925+0.0012346i,-0.0011395+0.00024658i,-0.00083785+0.00029159i,-0.00030487+0.0007472i,-0.0003605+0.00075217i,0.00050193+0.00067161i,0.0011358+0.0006695i,0.00095097+0.0002655i,0.00062689-7.3977e-05i,0.00021675-0.00017082i,0.00017365-0.00076182i,-0.00075358-0.0007123i,-0.001212-0.00016129i,-0.00046047-0.00030836i
-0.0030011-0.0011823i,-0.0038954-0.0012376i,-0.0030387-0.00041827i,-0.00056419+0.00037108i,0.0014229+0.0014112i,0.00055256+0.001543i,6.1806e-05+0.0012846i,0.00054015+0.0013089i,0.00038952+0.0012656i,0.00017995+0.0015969i,-0.00090852+0.0016889i,-0.00098217+0.00050723i,-0.00020131-0.00043515i,0.00048647-0.00037025i,0.0010196+0.00031513i,0.00072459+0.00062757i,-0.00047044+0.00059476i,-0.00078876-0.00010468i,-2.8005e-05-0.00070962i,0.0005835-0.00087922i,0.00051819-0.0010166i,0.0001489-0.001116i,0.00013403-0.0010434i
-0.00032482-0.0026618i,0.00059188-0.0036758i,0.00065462-0.0040593i,0.00081502-0.0020259i,0.00042714-0.0005131i,-0.00025542-0.00067752i,0.00041718-0.00046765i,0.00036019-0.0012079i,0.00017295-0.0016588i,-6.5213e-05-0.00043118i,0.00041255-0.00050252i,0.0004322-0.0015831i,-0.00012668-0.00084348i,-0.00016035+0.00032016i,-9.4032e-05-0.00016937i,0.00036338-0.00054661i,5.2924e-05-0.0006536i,-0.0009076-0.0011114i,-0.00082279-0.00054954i,-0.00055949+0.00042378i,-0.00030388+0.00063935i,0.00030843+0.00041482i,5.5052e-05+0.00038752i
0.0044163-0.0013494i,0.0049402-0.0013539i,0.004512-0.0010427i,0.0019113-0.0010616i,-0.00045808-0.00013872i,-0.00088801+0.0005992i,-0.00073781+0.00012576i,-0.0012083-0.00018335i,-0.00071098-0.00025766i,-0.00039298-0.00045951i,-0.00039471-0.00046916i,-0.00052484-0.0004997i,-0.00014882+0.00027473i,2.2761e-05+0.00094065i,-0.00077861+0.0010173i,-0.00065573+0.0015616i,-0.00026091+0.00058941i,-0.00090975-0.00061239i,-0.0010271-8.0014e-05i,-0.0005727+0.00089916i,-0.00038798+0.00044447i,-0.00067198-0.00016809i,-0.00033818-0.0003912i
0.0011417+0.0026464i,0.0019864+0.0030455i,0.0023268+0.0015222i,0.0010837-0.00095151i,-0.0010715-0.0014363i,-0.0013314-0.0007557i,-0.00051395-0.00051628i,-0.00076592-0.0003457i,-0.00035336-8.9008e-05i,0.00067524-0.00015226i,7.0916e-05-0.00084721i,-0.00069521-0.001115i,-0.00067508+0.00048604i,-0.00024332+0.0014333i,0.000449+0.00058221i,9.7744e-05+0.00029134i,0.00038952+0.00085549i,0.00068446+0.001085i,0.00031417+0.00025394i,0.00026669-0.0003207i,0.00065434-0.00046513i,5.6802e-06-0.00037536i,-0.00053206-0.00045302i
-0.00095707-0.0017158i,-0.002529+0.00051194i,-0.00098587+0.0021647i,0.0012907+0.0012323i,0.0018307+6.5144e-05i,0.001185+0.00044079i,0.001163+0.00010409i,0.00016167-0.0004538i,-0.0014773-2.3636e-05i,-0.0013975+0.00021647i,-0.0012118+0.0001816i,-0.0019762+0.0003201i,-0.0013842+3.2231e-05i,-8.8048e-05+6.9938e-05i,0.00017626+0.00037296i,0.00035819+0.00041078i,0.00083664+0.00073072i,0.00073487+0.0011138i,0.00061255+0.0010969i,0.00036448+0.00058568i,0.00058727-0.00056119i,0.00040435-0.0011098i,3.1067e-05-0.00053004i
-0.00010634-0.0029602i,-0.0015063-0.0020704i,-0.0015459-0.00057937i,-0.00018744+0.00090299i,0.00063724+0.0018937i,0.00052505+0.0025792i,0.001263+0.0015521i,0.0014712+3.1719e-05i,0.00020376+0.00021212i,-0.00036409-0.00014343i,-0.00022573-0.00024814i,0.00044204-0.000564i,0.00034967-0.0014641i,9.6817e-05-0.0011465i,-0.00089847-0.0011134i,-0.0013758-0.00092479i,4.5454e-06+0.00046173i,0.00041432+0.001537i,-0.00026186+0.00058136i,-0.00012987-0.0002759i,-0.00023322+0.00017122i,-0.00081095-0.00012411i,-0.00037407-0.00063277i
0.00082124-0.0033113i,0.00043286-0.0048596i,-0.0011368-0.0035832i,-0.0010152-0.00049083i,-0.00014835+0.0011113i,0.0001103+0.0011579i,0.00036446+0.00033125i,0.0001459-0.0010586i,0.00013502-0.00095732i,0.00022469+0.00072526i,0.00010667+0.00065884i,-2.2354e-06-0.00042246i,-0.00059455-0.001007i,-0.00025205-0.0014283i,-0.00012337-0.0016789i,-0.00041708-0.0012017i,-0.0003168-0.00091794i,-0.00050651-0.00040241i,-0.00075876+0.00040749i,-0.00016146+0.00030265i,6.6645e-05+0.00018776i,-0.00012863+9.6601e-05i,-3.7102e-05-0.00041818i
0.00028381+0.00091369i,-0.00058828+0.0012476i,-0.00040692+0.0003072i,-0.00029996-0.00048485i,-0.00064924-0.00054288i,-0.00065573+0.00054248i,-0.0010158+0.0012257i,-0.00085131+0.00080992i,-0.00028559+0.00093671i,0.00027081+0.0010048i,-5.8524e-05+7.3406e-05i,-0.0013229-0.00056026i,-0.00091257-0.00045342i,0.00037289-1.8378e-06i,0.0003792-0.00033447i,-3.4987e-05-0.0010705i,-0.00014546-0.00020587i,-0.00033153+0.000557i,-0.00062312+0.00023547i,-0.00027728+8.8673e-05i,0.00038749-0.00023046i,0.0002202-0.0006061i,-0.00035794+0.00035823i
-0.0046236-0.0011455i,-0.0037947-0.00089382i,-0.0004443-0.00040513i,0.00036819-0.0005858i,-4.6265e-05+0.00039429i,-0.00025221+0.0011178i,-0.00071187+0.001367i,-0.00046038+0.0010368i,0.00072657+0.00039398i,0.00026803-0.00021203i,-0.00055001-0.00091831i,-0.00033666-0.00083394i,-0.00016093-0.00043368i,0.00013785-0.00057963i,0.00018711-0.00033574i,-0.00069041+0.00028107i,-0.00059571+0.00035486i,0.00036036+0.00043121i,0.00062367-0.00017196i,0.0007231+0.00014856i,0.0011276+0.0011902i,0.00033646+0.00082421i,-0.00029082-0.00049501i
0.0018357-0.0035622i,0.0026147-0.0019616i,0.0032415-0.00056339i,0.0031946-0.0003012i,0.0019428-0.00071i,0.00049235-0.0007607i,-0.00025176-0.0013909i,-0.00098293-0.0010711i,-0.0015299-0.00038067i,-0.0011161-0.00023654i,-0.0015224-7.4554e-05i,-0.0016885+0.00083565i,-0.00058739+0.0012222i,0.0006507+0.00090654i,0.0004827+0.00043163i,0.00019281-9.2894e-05i,0.00015248+0.00027858i,0.00027543+0.0010196i,0.00098911+0.0011731i,0.0010333+0.0009677i,0.0001701+0.00086374i,0.0001914+0.00059673i,0.00075176+0.00033372i
0.0012219+0.0016891i,-0.00030439+0.0022969i,-0.00042332+0.0026899i,0.00019374+0.0023235i,0.0002533+0.0016451i,0.00095567+0.0009894i,0.0015629+0.00029055i,0.00067183-9.5472e-05i,-6.9562e-05+0.00013463i,-0.00040035+3.7736e-05i,-0.00075069+0.0001697i,-0.00045622-8.6922e-05i,-0.00031249-0.00076707i,-0.00065956-0.00039257i,-8.8015e-05-0.00030239i,-0.00042568-0.00043625i,-0.0010395-0.00013062i,0.00033885-2.2134e-05i,0.0014429+0.0004361i,0.00087749+3.7121e-05i,-0.00029661-0.00085597i,-0.00060925-0.0010686i,-0.00018486-0.00074602i
0.0018049-0.00080612i,0.0017306-0.00057615i,0.0023131-0.00017517i,0.00053403+0.00070918i,-0.00083084+0.00072444i,-0.00039922+0.0012582i,-0.00030054+0.00092352i,-0.00057785-0.00066943i,-0.0013307-0.00062448i,-0.001377+0.00010794i,-0.00045984+0.00018801i,-0.00035335+6.5805e-05i,0.00012192+0.00040398i,0.00036256+0.00024035i,0.0003591-0.00034324i,-0.00013349-0.00043755i,-0.00081191-0.00030749i,-0.00052458-0.00056191i,-0.00040813-0.00047874i,-0.00036402+0.00010129i,0.00027423+0.00018849i,0.0014119+0.00020633i,0.0013696+0.00054739i
0.0026869-0.0024075i,5.5388e-06-0.0019295i,-0.0019404-0.0012277i,-0.0018682-0.0015774i,-0.001371-0.001315i,-0.0013206+0.00078842i,-0.0010542+0.0012177i,-0.00098157+0.00061752i,-0.0015342+0.00024712i,-0.0013476-0.00020623i,-0.0010019-0.00048066i,-0.0019479-0.00012637i,-0.0017505+0.00067514i,-0.00012258+0.0010623i,0.00018345+0.00023473i,-0.0010022-0.00076296i,-0.0016576-0.0011213i,-0.001735-0.001003i,-0.0015047-0.00020581i,-0.0008265+0.00051368i,-0.00085921-0.00017494i,-0.001066-0.00070574i,-0.00050723-0.00017139i
0.0007675-0.00032827i,-0.00073235-0.00067008i,-0.0011811-0.0014865i,-0.001356-0.00089441i,-0.001891+0.00029478i,-0.0015192+0.0011201i,-0.00026858+0.00078457i,2.6741e-05+0.00069794i,-0.00017344+0.00050383i,-2.0646e-05-0.00046571i,-3.4095e-05-0.00083027i,-0.00036647-0.00012223i,-0.00024058+0.00082117i,8.4546e-05+0.0012054i,-0.00033057+0.00064297i,-0.00059295-0.00088356i,-0.00027849-0.0012882i,0.0004092+1.0085e-05i,-2.2883e-05+0.0010397i,-0.0010099+0.0011141i,-0.00075467+0.00034349i,-3.1385e-05-0.00075637i,0.00051774-0.0010958i
-0.00049433-0.0055454i,-0.00048979-0.0052685i,-0.0008296-0.0039002i,-0.00098758-0.0017518i,-0.00056247+0.00091959i,-0.00011651+0.0021025i,4.8019e-05+0.00065872i,-0.00072834-0.0013029i,-0.0011136-0.0010629i,-0.0009901-0.00037861i,-0.00089119-0.0013344i,-0.00094965-0.001536i,-0.00072033-0.0012645i,0.000175-0.0001266i,0.00061284+0.00070351i,0.0001079-0.00063049i,-0.0003295-0.0014062i,-0.00055736-0.0003i,-0.00027996+0.00040279i,9.0901e-05+0.00025756i,-6.957e-05+0.00037329i,0.00016845+0.00048396i,0.00042249+0.0005778i
-0.0013581-0.0029617i,-0.0020822-0.0041234i,-0.0013265-0.0038005i,-0.00049282-0.0019504i,-0.00064172+0.00020576i,-0.0003382+0.001611i,-8.6776e-05+0.00085085i,-0.001316+0.0005553i,-0.0016512+0.00092401i,-0.0012656-0.00012517i,-0.00088504-0.00072107i,-0.00093659-0.00055528i,-0.00092225-0.00094473i,0.00027389-2.6041e-05i,0.00083608+0.00092346i,0.00017504+6.6326e-05i,-0.00055921+5.6896e-05i,-0.00072602+0.00054502i,-0.00045456+0.00044418i,0.00014163+0.00051651i,-0.00036063+0.00060364i,-0.00087488+0.00034922i,-0.0002799+0.00010241i
0.00013436-0.0026584i,0.00040079-0.00091058i,0.00096115+0.00080409i,0.0013898+0.002005i,0.00060891+0.0017777i,0.00023568-0.00047462i,0.00035712-0.0017321i,-5.1772e-06-0.0021347i,-0.00057808-0.0010075i,-0.00091661+0.00055349i,-0.00063685+5.0098e-05i,-0.00063558-0.00033562i,-0.00040132-2.1345e-05i,0.00051593+4.672e-05i,0.00067388+0.00032337i,-9.7073e-05+0.00012521i,-0.00033137-0.0008565i,-0.00041991-0.00034721i,-0.00079008+8.3549e-05i,-0.00030525+5.5509e-05i,5.9364e-05-3.2837e-05i,0.00030605-0.00013895i,0.00066722-0.00011025i
0.0023827+0.0037165i,0.0021989+0.0031836i,0.0029627+0.0013778i,0.0032634-0.00013201i,0.0019382-0.0011736i,0.00081184-0.0009769i,0.00057769-0.00068599i,-1.5701e-05-2.9945e-05i,-0.00034219+0.0012964i,0.00073431+0.0016062i,0.0018175+0.00085604i,0.0010824+0.0003931i,1.7875e-05+2.5105e-05i,-0.00021879-0.00031981i,-0.00018459-0.00025405i,-4.203e-05-0.00049319i,0.00048669-0.00075704i,-3.2826e-05-0.00079952i,-0.00052014-0.00049359i,-0.00030322-0.00068873i,-0.00034536-0.00071113i,-0.00067882+7.0444e-05i,-0.0008572+0.00059165i
-0.0020486-0.0015038i,-0.0011474-0.001397i,-0.00031142+0.00050241i,-0.00095001+0.0017862i,-0.0011655+0.00094214i,-0.00027799+0.001429i,0.00077745+0.00092674i,0.0014607-6.8561e-05i,0.0012705+0.0001094i,0.00025092+0.00011838i,-0.00038874-0.00016786i,-0.00025764-0.00021296i,-5.3436e-06+0.00037771i,0.0001305-3.4465e-05i,0.00052318-0.00065658i,0.00023349-0.00069884i,-0.0007138-0.00069779i,-0.00089161+7.4212e-06i,-0.00018957+0.00038393i,0.00021692+0.0007882i,-0.00027219+0.0007512i,-0.00025549+0.00052116i,0.00013425+0.00035408i
-0.00099117-0.004444i,-0.00034528-0.0036655i,0.0012673-0.0020217i,0.0015899-0.0012987i,-7.4601e-05+0.00043776i,-0.0010859+0.0014632i,-0.0011248+0.0012973i,-0.0019014+0.00083564i,-0.0026716+7.0349e-05i,-0.0025717-0.00044135i,-0.0013513-0.00011106i,-0.00063471+0.00038692i,-0.00053644+0.00028273i,-0.0001283+0.00061945i,-0.00042321+0.00094807i,-0.00055042+0.00022792i,-7.8224e-05-0.00047651i,-2.408e-05-0.00010955i,-0.00044802-6.8188e-05i,-0.00031715-1.6383e-05i,4.9917e-05+0.0001966i,4.4609e-05+0.00035731i,3.9895e-05+0.00051751i
0.0031891-0.0025187i,0.0012653-0.0019307i,-0.0024243-0.0018099i,-0.0037814-0.00043516i,-0.0036312+0.0012342i,-0.0024988+0.0013544i,-0.00061569+0.00029292i,-1.9461e-05-0.0007951i,-0.00069146-0.0010255i,-0.0013386+0.00027422i,-0.0013922+0.0015721i,-0.00083669+0.0012422i,-0.00094403+6.7636e-05i,-0.00080571+1.9637e-05i,0.00034119-0.00012187i,0.00068697-0.00061197i,-0.00022008-0.000197i,-0.00026567+2.0129e-05i,0.00053041-0.00025028i,0.00090053-0.00016277i,0.00087395+0.00022424i,0.00080724+0.00023806i,0.0005238+0.00012884i
0.00111+0.0041865i,0.00097751+0.0026959i,0.0012242+0.00019172i,0.0019752-0.00221i,0.0022481-0.0021008i,0.0010921-0.00093166i,0.00017557-0.00051119i,-0.00077823-7.7429e-05i,-0.00082158+0.00093032i,7.4454e-05+0.0015847i,0.00019859+0.0015408i,-0.00094175+0.0010173i,-0.0008738+0.00045046i,-8.454e-05+0.00018918i,-6.5038e-05-0.00030406i,0.00034964-0.0010994i,0.00048322-0.00072204i,0.00047729+0.00059628i,0.00058055+0.00068141i,0.0001339-5.5087e-05i,-0.00059801-1.8983e-05i,-0.00056379+0.00038618i,-0.00086324-0.00017533i
-0.003499-0.0016504i,-0.0021725-0.00043566i,0.00028485+0.0001857i,0.00034178-0.0002993i,-0.00079966-0.00028061i,-0.00018174+0.00046822i,0.0012538+0.0006962i,0.00082215+0.00057989i,0.00038692+0.00076776i,0.00015836+0.00077594i,0.00018818+0.00059367i,8.0048e-06+0.00049563i,-0.0006347+0.0006357i,-0.00081585+0.00028046i,-0.00068097-0.00080063i,-0.00030804-0.0010376i,0.0001243-0.00050702i,7.3215e-05+0.00058043i,0.00029394+0.00057842i,0.00048938-0.00036213i,-0.00054345-0.00086085i,-0.00071164-9.5606e-05i,0.00037053+0.0011212i
0.00078465-0.0061539i,0.0010706-0.0046298i,6.7086e-05-0.00089586i,-0.00013534+0.001566i,-0.00070506+0.0019856i,-0.00086378+0.0018741i,-0.00078162+0.00049925i,-0.0010538-0.00033686i,-0.001254+0.00024803i,-0.0012228-0.00072237i,-0.0008633-0.0023799i,0.00052255-0.0017063i,0.0011619-0.00014295i,0.0011563+0.00037686i,0.00097415+0.00025503i,0.0001736-0.00018668i,-0.00058338+4.5505e-05i,-0.00070376+1.5392e-05i,6.349e-05-1.3476e-05i,0.00038584+0.0003902i,-0.0001682-6.5196e-05i,-0.00022933+7.4471e-05i,0.00058537+0.00093762i
0.0033815-0.00044899i,0.0035743+0.0003988i,0.0012676+0.0026536i,-3.4967e-07+0.0041586i,0.00013296+0.0045268i,0.00070768+0.0037137i,0.00062806+0.0017701i,-0.00051454+0.00054091i,-0.0017912-0.00015337i,-0.0015533-0.00076289i,-6.8535e-05+1.8177e-05i,0.00084112+0.00033594i,0.00032595-6.8804e-05i,-1.3103e-05-0.00026643i,-9.9793e-05-0.00040999i,-0.00032856+0.00032985i,-9.135e-05+0.00073613i,-0.00013064+0.00052083i,-0.00031269+0.00076568i,4.7704e-05+0.00024006i,0.00055604+0.00016156i,-0.00014056+0.00047332i,-0.0007682-1.5969e-05i
