0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
-0.00077618+0.00014105i,-0.0016924+2.8705e-05i,-0.0023729-0.00072794i,-0.00242-0.00062275i,-0.0016612+0.00057794i,-0.00085303+0.0010589i,-0.00016319+0.00017922i,0.00011573-0.00064996i,-3.2073e-05+7.2859e-05i,-0.00049254+0.0013095i,-0.00062313+0.0014325i,0.00014344+0.0010428i,0.00047338+0.00081051i,0.00050143+0.00075875i,-0.00011818+0.00058286i,-0.00066404-0.00039736i,-0.00055446-0.0011739i,-0.00086603-0.00077975i,-0.00064367-0.00032928i,-9.2811e-05-0.00038513i,-0.00020859-0.00030163i,-0.00065176-0.00017041i,-0.00082224-0.00021616i
0.0016936+0.0026376i,0.00060523+0.0031798i,0.00076862+0.0031916i,0.00085398+0.0025513i,0.00047028+0.0021505i,0.0012722+0.00092085i,0.0014971+9.4029e-05i,0.00085373+0.00040524i,0.00095308+0.0010085i,0.00073345+0.00093878i,-3.181e-05+0.000396i,-0.00049961+0.00082076i,0.00011511+0.0011537i,0.00061088+0.00064694i,0.00059917+6.5419e-05i,0.00045662-0.00010023i,-0.00025148+7.6675e-05i,-0.00026217-0.0003499i,-6.0606e-05-0.00040667i,-0.00038573+0.00018697i,0.00020591-9.6738e-05i,0.00045556-0.00056368i,-9.4641e-05-0.00022644i
0.0012841-0.001268i,0.00022466-0.0024805i,0.00029654-0.0024378i,3.7656e-05-0.00099275i,0.0003851+0.00022659i,0.00088781+0.0011495i,0.00076694+0.0011705i,-0.00014755-6.7239e-05i,-0.00057259-0.00072217i,-7.2415e-05-0.0011374i,3.5955e-05-0.0011171i,0.00030301+0.0002912i,0.0011113+0.0018358i,0.001447+0.0015994i,0.00036343-0.00016482i,-0.0006062-0.00054459i,-0.00023845-0.00027996i,0.00012296+0.00015969i,-6.905e-06+0.00042597i,-8.8522e-05-0.00033371i,0.00017734+0.00010787i,0.00049269+0.00044942i,0.00052893-0.00024647i
0.0010646+0.0021136i,0.00028997+0.0020173i,0.0012482+0.0018997i,0.0013517+0.0012388i,0.00048124-0.00021435i,0.00074413-0.00098524i,0.0010425-0.0011228i,0.00124-0.00025796i,0.0014871+0.0001334i,0.0012546-0.00016092i,0.00042634-0.00020933i,-0.00055169-0.00010721i,6.0884e-05+0.00035754i,0.0010121+0.00052513i,0.00063518-0.00013663i,6.2335e-05-0.00021822i,0.00046477+0.00012637i,0.00076699+0.00018044i,0.00071645+0.00024218i,-5.215e-05+0.00086814i,-6.4464e-05+0.00060951i,-2.4768e-05+0.00010674i,-0.00026022+0.0001559i
-0.0019085-0.00091142i,-0.0017235-0.00031394i,-0.0028387-0.00013754i,-0.00271+0.00014687i,-0.0015779+0.00086813i,-0.00041767+0.00089344i,0.00086771+0.00031617i,0.0013318+7.8128e-05i,0.00056009+0.00015594i,0.00032662+0.00041781i,0.00026007+0.00063433i,-2.8544e-07+0.000768i,5.5557e-06+0.00030053i,0.00082778-0.00030281i,0.0009495-0.00030415i,0.00014935-0.00027907i,-0.00015957+0.00020549i,0.0003061+0.0002701i,0.00013454-0.00029913i,-0.00037297-0.00021617i,-0.00060226+0.00111i,-0.00072756+0.0013442i,-0.00051181+9.3919e-05i
0.0014171+0.00094202i,0.001598+0.00098029i,0.0017233+0.0012706i,0.0017836+0.00069063i,0.0022784+0.00037198i,0.0022562+0.00033269i,0.0018815-0.00050431i,0.001153-0.0013358i,-0.00032521-0.0012319i,-0.00052313-0.00068237i,0.00042362+0.0001883i,0.00084972+0.0010899i,0.00098769+0.0012104i,0.00094791+8.0324e-05i,0.00025004-0.00059777i,-0.00085413-3.7898e-05i,-0.0014206+0.00057053i,-0.0015324+0.00029226i,-0.00084234-0.00012806i,-0.00034495+1.5288e-05i,-0.00010956+0.00050826i,0.00054278+0.00091511i,0.00057082+0.00048938i
0.00011449-0.0023092i,0.00032505-0.0030663i,-0.0010686-0.0014934i,-0.0017842+0.00042761i,-0.00099597+0.00096693i,0.00022708+0.00077571i,0.0015766-3.3367e-06i,0.0012377-0.00040496i,0.00035827-0.00017477i,0.000226+0.00019647i,4.1407e-05+0.00021412i,-0.00055154+0.00073801i,-0.00086622+0.0011451i,-0.00078225+0.00027795i,-0.0013419-0.00067719i,-0.0014819+0.0001329i,-0.00088254+0.0008104i,-0.00077812+2.4716e-05i,-0.00045176-0.00094908i,-0.00010342-0.00073715i,-0.000383+0.00048758i,-0.00062644+0.00036477i,-0.00079834-0.00033637i
0.00011176+0.0016058i,-0.00011314+0.0016894i,0.0012339+0.0012697i,0.00074879+0.00043748i,0.00030009+0.0011087i,0.0013357+0.00093572i,0.0017634-0.00040708i,0.0012494-0.0010361i,0.00071879-0.00085369i,0.00047171+1.4893e-05i,-0.0003569+0.00017326i,-0.00065769-7.489e-05i,-0.00038926+0.00064633i,-0.0013469+8.5315e-05i,-0.00099297-0.0010204i,-7.2285e-05-0.00063386i,-0.00041771-0.00031449i,-0.00098404-0.00044519i,-0.00097419-0.0010042i,-0.00020284-0.00056406i,-2.3942e-05+0.00036539i,0.00015056+0.00044961i,0.00019188+2.7721e-05i
0.00079432-0.00084122i,0.00069162-0.00043445i,0.00040151-0.00017192i,0.00039723-2.9687e-06i,-0.00017227+5.6212e-05i,2.2567e-05+0.00058731i,0.00097883+0.00055897i,0.00080273+0.00026237i,-0.00032712+2.0857e-05i,-3.5607e-05-6.1055e-05i,0.00051646+0.00046619i,8.7926e-05+0.0011322i,-0.0001365+0.0015261i,-0.0001341+0.00069153i,-0.00062331-0.00031043i,-0.00094285-0.00014401i,-0.00070044-0.0006719i,-0.0010498-0.0010077i,-0.00063129-0.00022461i,0.00042097+4.6344e-05i,0.00055604-0.00021702i,0.00011174-0.00043612i,-0.00013435-0.00040547i
0.00090524+0.0018089i,0.0016331+0.00048501i,0.00135-0.00028475i,0.00061563-2.826e-05i,0.0012754-0.00017455i,0.0019475-3.3098e-05i,0.0010261-9.4385e-05i,0.00055048-0.00041815i,0.00065959-0.00020379i,0.00043731+0.00019466i,-0.00012254-0.0001979i,-0.00056442-0.00025466i,0.00026017+0.00077335i,0.00061252+0.00010718i,-0.00020332-0.0010661i,-0.00060078-0.0010396i,-0.00091697-0.0004716i,-0.00093897-0.00058086i,-0.0012941-0.00063497i,-0.0008067-9.1253e-05i,0.00055598+0.00058293i,8.412e-05+0.00061351i,-0.00064414-0.00015664i
-0.00046093-0.0032571i,0.00037509-0.0018932i,-8.0667e-05-0.0012839i,-0.0011088-0.00069044i,-0.0013924+0.0001678i,-0.00071603+0.00079607i,-0.00064861+0.00030106i,-0.0004198-0.001096i,0.00049313-0.00057472i,0.00068489+0.00041572i,0.00014023+0.00022425i,-0.00050726+0.00047145i,-0.0007721+0.0003429i,-0.0001461+0.00023515i,-6.2346e-05+0.00013812i,-0.00056368+0.00015687i,0.0001687-0.00033185i,0.00038019-4.3529e-07i,9.2959e-05+0.001171i,0.00055233+0.0016198i,0.00034225+0.0015458i,-0.00068388+0.00072845i,-0.00072007-0.00024813i
0.0010561-0.00048135i,0.00080343-0.0010689i,-5.1698e-05-0.00067557i,-0.0015093+0.00049867i,-0.0013955+0.00093527i,-0.00032989+0.0011703i,0.00061291+0.0008253i,0.0004651-0.0005201i,-0.00032002-0.00045985i,-0.00030378+0.0001152i,-0.00052212-0.00039258i,-0.0010282-0.00038776i,-0.0004372+0.00059453i,6.6476e-05+0.00023i,0.00013856-0.00029193i,0.00017243+0.00035606i,0.0004632+0.00090086i,0.00049284+0.00041413i,0.00044123-4.0565e-05i,-0.00029953+0.00016316i,-0.00094621+0.00029457i,-0.00064739+0.00012889i,4.2082e-05+0.00015614i
0.00080921-0.0003392i,0.00052087-0.00083701i,0.0012412-0.00054642i,0.0010883-2.4633e-05i,0.0003406-0.0004638i,0.00054451+0.00017582i,0.00078187+0.0010852i,0.00052548+0.00041318i,0.0010205+0.00011802i,0.0010283+7.9539e-05i,0.00038566+0.00012746i,-0.00031268+0.00071961i,-0.00059743+0.00012609i,0.00037594+8.2138e-05i,0.0011069+0.00012143i,0.00098428-3.6523e-05i,0.00065591+0.00052125i,6.7525e-05+0.00031804i,-0.00047471-7.156e-05i,-0.00049833+0.00051831i,0.00011182+0.0007638i,0.00062515+0.00028718i,-0.00028387+0.00031877i
-0.0013442+0.0025779i,-0.0024801+0.0023455i,-0.0027091+0.0021864i,-0.0017887+0.0014215i,0.00018182+0.00051168i,0.0013422+9.2492e-07i,0.0015269-0.00046502i,0.0020505+4.6534e-05i,0.0011673+0.00090108i,-0.00041958+0.00015297i,-0.00046551+7.3872e-05i,-0.00056515+0.00080918i,6.9166e-05+0.00058197i,0.0013662+4.1277e-06i,0.0012175-0.00053536i,0.00053873+0.00019161i,-0.00046303+0.00065646i,-0.0010623+0.0006302i,-0.00097628+0.00038021i,-0.00060102+0.00056327i,-0.00066459+0.0010725i,-0.00059499+0.0013328i,-0.00032781+0.00090411i
0.00047159-0.0019102i,0.0011811-0.0026743i,0.0019074-0.0020706i,0.0017034-0.00083412i,0.0014523+0.00019395i,0.0014796+0.00069827i,0.0013925-0.00010239i,0.00093547-0.00081561i,0.00041544-0.00052775i,0.00063406-4.7479e-05i,0.00045564+0.00055923i,-0.00039473+0.0010971i,-0.00010138+0.00098699i,0.00025654+0.00034388i,-0.00012386-0.00056777i,-0.00044725-0.00062605i,-0.0010602-0.0004447i,-0.00087215-0.0005443i,-0.00020973-0.00050813i,-3.0469e-05-0.00033301i,-0.00047352-7.1828e-05i,-0.001083+0.00017123i,-0.0013716-7.1477e-05i
0.00089811+0.00035666i,0.00055798+0.00081987i,-0.00029609+0.0002845i,-0.0015158-0.00014823i,-0.0016737+0.000486i,-0.00082158+0.00016849i,0.00026776-0.00076614i,0.00082285-0.00050913i,0.00020262-2.9962e-05i,-0.00053265-0.00036389i,-0.0004205-0.00031175i,8.4885e-05+0.00069214i,0.00012374+0.00092676i,0.00022717+0.00050532i,-0.00039027+0.00049736i,-0.00067467+2.6782e-05i,-2.4333e-05-0.00025474i,-0.00027079-0.00011223i,-0.00058004+0.00039946i,-0.00066804+0.00061648i,-0.0010702-0.00040763i,-0.00095979-0.00061334i,-0.00030446-0.0002558i
-0.0029127+0.0015154i,-0.002733+0.00066267i,-0.0037001+0.0019806i,-0.0027603+0.0024849i,-0.00084664+0.0023693i,0.00071508+0.0017776i,0.0015329-9.5646e-05i,0.0013102-0.00099834i,9.5101e-05+0.00032034i,-0.00060911+0.00092618i,-0.00053642+0.00044106i,0.00016823+0.00097805i,0.000884+0.0014275i,0.0011779+0.00065783i,0.00097109+0.00076485i,3.1506e-06+0.00077996i,-0.00033124+0.00053453i,-0.00023624+0.00036904i,-0.00076265+0.00013159i,-0.0012826+0.00015131i,-0.0010206-0.0001659i,-0.00018137-0.00066281i,0.00025479+7.0042e-05i
-0.00010487+0.00069415i,1.246e-05+0.00077566i,-0.00034099+0.00026579i,-0.0006502-0.00057239i,0.00048941-0.0003472i,0.0013608+0.00033827i,0.0012959+4.5627e-06i,0.0010795-0.00029707i,0.00015547-4.5903e-05i,-0.00083127+0.00041172i,-0.00033628+0.00078914i,0.00044623+0.00097875i,0.000112+0.00020859i,-0.0004378-0.0010592i,-0.00019776-0.0010168i,-0.00020977-0.00015443i,-3.1177e-05+0.00052487i,0.00035506+0.0011258i,-0.00014196+0.0007323i,-0.000381+0.00022402i,-0.00054136+0.0006868i,-0.00051191+0.00095548i,0.00016197+0.00043706i
-0.00024432+0.00091661i,-0.00098215+0.00096902i,-0.00075855+0.00036826i,-4.425e-05-0.00015537i,0.00049499-8.5802e-05i,0.0011357+7.8678e-05i,0.00087291+0.00018491i,4.3382e-06-0.00046946i,-0.00022428-0.00055801i,-6.4635e-05+0.0004616i,-5.2488e-05+0.00080721i,0.00039838+0.0010335i,0.00055902+1.4874e-05i,0.00062884-0.0012856i,0.00057646-0.00069061i,-0.00034783-4.5678e-05i,-0.00027812+7.2613e-05i,0.0001618-0.00017406i,-0.00024748-0.00021604i,-8.5546e-05+0.00010953i,0.00036922+0.00020305i,0.00048645+0.00011058i,0.00048591+0.00010612i
-0.00055258+0.00097509i,-0.00055137+0.00089953i,-0.0020473+0.0012941i,-0.0013243+0.001449i,-5.6864e-05+0.0016282i,0.00026706+0.0013151i,0.00084019+1.4595e-05i,0.00069579-0.0009899i,0.00066392-0.00085002i,0.00050778-0.00046174i,0.00011948+0.00028689i,-0.0002526+0.00083607i,0.00015262+0.0010098i,-0.00044982+0.00026809i,-0.00089042-0.00060928i,-0.00054502+0.00037427i,-0.0003542+0.0013562i,-0.00043556+0.00068953i,-0.000919-0.00012559i,-0.00020916+0.00027804i,0.00086337+0.00048868i,0.00087043+0.0002271i,0.00057573+0.00012376i
-0.0032144+0.0014671i,-0.0035402+0.0015981i,-0.0023264+0.003445i,-0.0012257+0.0037178i,3.6454e-05+0.0028326i,0.0014506+0.0019068i,0.0016144+0.00039981i,0.0009188-0.00027011i,0.00032829+0.00011537i,0.00077926+0.00078337i,0.00081684+0.0011521i,-6.5512e-05+0.00096025i,0.00028363+0.0012311i,0.00014484+0.0011785i,-0.00059672+0.00077537i,-0.00067248+3.7321e-05i,-0.00090022-0.00030928i,-0.00081877+0.00021143i,-0.00042535+0.00065952i,-0.00038817+0.0010247i,0.00016201+0.00083764i,0.00014442+0.0002116i,-0.00022248-0.00025369i
-0.001224-0.0017027i,-0.0010957-0.0021804i,-0.0026609-0.0016968i,-0.0032001-0.00013158i,-0.0020612+0.001068i,0.00067486+0.0010757i,0.0017265-3.8269e-06i,0.00097957-0.0010799i,0.00085281-0.00076165i,0.00057288+6.8571e-05i,0.0005085-0.00010309i,3.0006e-05+0.00052099i,-0.00019643+0.00085176i,0.00083943+4.1902e-05i,0.00048671+9.1109e-05i,-0.00024938+0.0003446i,0.00010966+0.00046731i,-0.00038032+1.2682e-05i,-0.00097044-1.3782e-05i,-0.00024374-2.803e-05i,0.00035766-0.00016471i,0.00082556-0.00036881i,0.00044875-0.00064111i
0.00057803+0.0006495i,-0.00024051-0.00034346i,-4.7376e-05-0.001638i,0.00032734-0.0011305i,0.00061054-0.00025477i,0.0011988-0.00052604i,0.00054382-0.0001942i,-0.00036199+0.00010411i,9.1831e-05-0.00016773i,0.00021808+0.00028563i,-0.00016797+0.00079954i,-0.00045031+0.00078061i,-0.00055771+0.00024229i,-2.8285e-06-0.00066556i,2.7296e-05-0.00066555i,-0.00069726-0.00010089i,-0.00088043+0.00019769i,-0.0008215+0.00010995i,-0.00084571+0.00042927i,-0.00074347+0.00094929i,-0.00040132+0.00057365i,-0.00032062+0.00023599i,-0.0006071-0.00012845i
-0.0011621-0.00069172i,-0.0014925-0.0011238i,-0.001469-0.00042286i,-0.0019282+0.0009847i,-0.0012173+0.00081068i,3.0817e-06+0.00098003i,0.00079325+0.00073922i,0.001096+0.00083235i,0.00043776+0.0011968i,-0.00012112+0.0008247i,-0.00084798+0.00099781i,-0.0013795+0.00063513i,-0.0004736+0.00017457i,0.00059777-0.00056188i,0.00055766-0.0012585i,0.00037286-0.0010188i,-0.00020914-0.0013811i,-0.00043529-0.00082047i,0.0006475-1.396e-06i,0.00050237+0.0002047i,-0.00049109+0.00085488i,-0.00058717+0.001102i,-0.00039362+0.00041194i
-7.1455e-05-0.00055123i,-0.00062959-0.00023936i,-0.0005178+0.00042829i,-4.3528e-05+0.00023105i,0.00083043+0.00055236i,0.00059231+0.00064481i,0.00086569-0.00025195i,0.0011633-0.00036728i,0.0011267-0.00021391i,0.0010492-8.0014e-05i,0.00049489+1.652e-05i,0.00010476+0.00022467i,-0.00022727+0.00040969i,-0.00027089-0.00051432i,-0.00025694-0.001196i,0.00013606-0.0010968i,0.00035428-0.00043491i,-0.00046604-0.00053815i,-0.0010923-0.0003802i,-0.00044522+0.00031351i,-0.00026535+0.0004594i,-0.0006462+0.00049359i,-0.00020617+0.00049927i
-0.0016717+0.00011986i,-0.001316-0.00031044i,-0.0005863+7.8852e-05i,-0.00010227+0.0011003i,0.00075018+0.0015604i,0.0017067+0.00092989i,0.0014222+4.4152e-05i,0.00055491+0.00011224i,-0.00031731+0.00038513i,-0.0011681+0.00055789i,-0.00037519+0.0015512i,-0.00014515+0.0012558i,4.7347e-05+0.00072856i,0.00047968+0.00063242i,0.00050602+0.00066716i,0.00054234+0.00082875i,1.5225e-05+0.00095338i,3.7352e-05+0.00083878i,0.00049366+0.00011157i,-0.00020329-1.6595e-05i,-0.00076535+0.00070648i,-0.00041352+0.00030303i,-2.6214e-06-0.00037489i
-0.0001055-0.0001106i,0.00024833+0.00093023i,8.5648e-05+0.00043117i,-0.00025353-0.00022339i,-9.6337e-05+0.00013454i,0.00090625-0.00012691i,0.0013953-0.00066875i,0.00095864-0.00059765i,0.00027932+8.003e-06i,-0.00018703+0.00062802i,-0.00035991+0.00080225i,-0.00032827+0.00068579i,-0.00027502+0.00026096i,0.00042574-9.7674e-05i,0.00081803-0.00013303i,0.00032588-0.00015196i,0.00023675+0.00034978i,-5.8663e-05+0.00075841i,-0.0011462+0.00094553i,-0.0014823+0.00041771i,-0.00099082-0.00078582i,-0.00031758-0.00078184i,-0.00016591+0.00010587i
-0.00059419+0.0022485i,-0.00018382+0.0028188i,-0.0016299+0.0031034i,-0.0012556+0.0021767i,0.00055894+0.00091871i,0.0012393+0.0002099i,0.00069114+0.00040651i,0.00012055+0.00035098i,-0.00064971-4.8819e-05i,-0.00069168+0.00019816i,-0.00027111+0.00085221i,6.8356e-05+0.00068713i,0.00027885+0.00061878i,0.00063371+0.00014567i,0.00095897-0.0006008i,0.00037365-0.00034839i,7.556e-05+5.1096e-05i,0.00024996+0.00044204i,-0.00024533+0.00086282i,-0.00061605+0.0011627i,-0.00036322+0.0011095i,-0.00028937+0.00086932i,-0.00042901+0.00043728i
0.00031602-0.00067991i,-8.9961e-05-0.0017359i,-0.00047567-0.0023253i,-0.00023015-0.0014878i,0.00094174-0.0011122i,0.0014861-0.0001871i,0.00056609+0.00038064i,-0.0003893+0.00017162i,0.00014811+0.00044221i,-0.0001053+0.0005364i,-0.0010747-0.00011666i,-0.00067012+0.0009294i,0.00036333+0.0021057i,0.00092532+0.0011124i,0.0011177+0.00010212i,0.0010003+0.00021991i,-0.00020142+0.00059029i,-0.0006323+0.00092996i,-0.00047258+0.0014825i,-0.00057155+0.0017674i,-0.00084315+0.0014454i,-0.00040658+0.0013931i,0.00023695+0.00076605i
-0.00049578-0.0016635i,7.1832e-05-0.0013741i,0.0002114-0.0010268i,-0.00048839-0.00036971i,-0.0014467+0.00021492i,-0.0011482+0.00092619i,-0.00032472+0.00052517i,-0.00037043-0.00059312i,-0.00038553-0.00049794i,-0.00024272+0.00060285i,-0.00031632+0.00067098i,5.986e-06+0.0006103i,0.00040868+0.00077059i,0.00045097+0.00023256i,0.00039229+0.00037022i,5.6695e-05+0.00045075i,-0.00014658-0.00030067i,-0.00031704-0.00059932i,-0.00052316+0.00042114i,-0.0010809+0.00035126i,-0.0010816-0.00047816i,-0.00063926-0.0001972i,-0.00031399+0.00072896i
-0.0015317+0.0015484i,-0.0022121+0.00088227i,-0.0012733+0.00038623i,-0.0011463+0.00082129i,-0.00054164+0.0013715i,0.00080703+0.0012776i,0.0015732+0.00040013i,0.0016988+0.00016755i,0.00050608+0.00030923i,-6.041e-05+0.00047701i,-9.0479e-05+0.00033303i,6.9158e-05+0.00056966i,0.00040218+0.0010146i,0.00066257+0.00031766i,0.00039616-0.00037101i,-0.00038139-0.00098576i,-0.00036096-0.00077611i,-0.00016951-0.00049466i,-0.0002086+0.00029265i,-8.7764e-05+0.0002472i,-0.0001828-0.0004691i,-0.00048163-7.1623e-05i,-5.585e-05+0.00016181i
0.0014414-0.001435i,0.00069656-0.0010568i,0.00055528-0.00142i,0.00033359-0.0018815i,0.00047827-0.0011442i,0.0004071-7.9747e-05i,0.0011823+6.6172e-05i,0.0011128-0.00013495i,-2.8461e-06+2.0304e-05i,4.7034e-05+0.00023765i,-0.00081096+0.00037801i,-0.0013687+0.0011676i,-0.00089099+0.0017364i,-0.00061678+0.0011421i,-0.00025638+4.6363e-05i,-0.00025077-0.00050962i,-0.00045876-0.00020765i,-0.0010309+0.00014592i,-0.00085421+0.00017811i,4.8515e-05+0.00058289i,0.00022502+0.00096687i,-4.2821e-05+0.00047757i,0.00037076-0.00097945i
-0.0010853-0.00017388i,-0.0013174+0.00081914i,-0.002174+0.0014991i,-0.0019721+0.0014555i,-0.00078069+0.0013222i,0.00027551+0.00083604i,0.00084858+8.0654e-05i,0.00060813+0.00032629i,-0.000102+0.00037357i,0.00019649+0.00041528i,-5.6765e-06+0.00081635i,-0.00067852+0.00030219i,-0.00051014+0.00034308i,-0.00021271+0.00052823i,-0.00029012+0.00018997i,-0.00079318-8.0721e-05i,-0.00071623+0.00010398i,-0.00012584+0.00080609i,-0.00058215+0.00085012i,-0.0005781+0.00052611i,-0.00019548+0.00099361i,-0.00050222+0.000949i,-0.00027135+0.00095117i
0.00060814+0.0010087i,0.00016314+0.0013333i,0.00088021+0.0017963i,0.0012949+0.0015206i,0.0011584+0.001356i,0.00063849+0.0009283i,0.00063539+0.0006837i,0.00037347+0.0010883i,6.6076e-05+0.0010315i,0.00026301+0.00033582i,-0.00010895+2.1846e-05i,-6.6552e-05+0.00033218i,0.00027242+0.00053861i,0.00082589-3.0255e-05i,0.00075304-0.00066437i,0.0004408-0.00063513i,0.00010427-0.00075018i,0.00015803-0.0011112i,0.0011048-0.0010343i,0.0013427-0.00043645i,0.00065355-0.00016993i,0.00049773-0.00089498i,0.00058751-0.0012209i
-0.0016986-0.00044352i,-0.0018224-0.0011816i,-0.0032584-0.00071063i,-0.0040442+0.00088125i,-0.0027026+0.0014148i,-0.00032139+0.0012173i,0.0007221+0.00012293i,0.00094+0.00033315i,0.00070361+0.000878i,0.00044884+0.00021004i,0.00016002-1.6977e-06i,-0.00014578+0.00086074i,-0.00012958+0.001746i,-0.00068717+0.00081556i,-0.0014083-0.0002887i,-0.0012351-0.00062612i,-0.00050841-0.00097628i,-7.8865e-05-0.0014285i,0.00032522-0.00092032i,-1.4263e-05+0.0001608i,-0.0008995+0.00011296i,-0.0010686-8.9958e-05i,-0.00055669-0.00062101i
0.00019463+0.00077751i,0.00027652+0.0013368i,0.00071457+0.0021019i,0.00065728+0.00051617i,0.00055312-0.00053458i,0.0014385+0.00023033i,0.0016933+0.00096989i,0.0006353+0.00067645i,-0.00012997+0.00037085i,-0.00073827+0.00039397i,-0.00098757+0.00037147i,0.0005275+0.00041241i,0.0014297-6.484e-05i,0.00081283-0.00055257i,0.0004307-0.00011749i,0.00058798+0.00011678i,6.2393e-06+0.00033783i,-0.00093307+0.00077919i,-0.00096981+0.00084643i,-0.00061597+0.0005096i,-0.00034891+0.00011681i,5.5302e-05-2.4957e-05i,0.00011496-0.00038274i
-0.00044773+0.0015301i,-0.00068646+0.0016389i,-0.00088228+0.0019313i,-0.00067735+0.0019381i,-0.00034218+0.001497i,-0.00048692+0.00086897i,-0.0001643+0.00015328i,0.00016156-0.00041021i,-0.00031578+0.00039332i,2.3347e-05+0.00034998i,-0.00016219-0.00070953i,-0.00045127-0.00051342i,0.00042703+9.281e-05i,0.0014257+1.952e-05i,0.0010386-0.00013998i,0.00037314-0.00079679i,0.00071451-0.0011108i,0.0010078-0.00090364i,0.00093787-0.00056018i,0.00019609+9.4308e-05i,-0.00017216+0.00062848i,-0.00028242+0.00054339i,-0.00012567+0.00018997i
-0.00070394+0.00071009i,-0.00072554+0.00020937i,-0.00014766-0.00017777i,2.0188e-07-0.0011696i,0.00095748-0.00086082i,0.0013739-0.00012821i,0.0010469+0.00049869i,0.0011799+0.00024818i,0.00072843-0.0002093i,6.0237e-05+0.00015764i,-0.00024404+0.00052555i,0.0003603+0.0011777i,0.0019819+0.0016732i,0.0022925+0.00077046i,0.0014948-0.00041446i,0.0007911-0.00063527i,0.00017898-1.4323e-05i,-0.0002657-0.00013528i,-1.0378e-05-0.00071633i,0.00046278-0.00052577i,-0.00045282-0.00021544i,-0.00088017-0.00024193i,-0.00049072-0.00031472i
0.00025127-0.00023003i,-0.00038985-0.0015576i,-0.00098296+9.5602e-05i,-0.00024441+0.00090673i,0.00018981+0.000957i,6.0625e-05+0.0017221i,0.00066218+0.00075795i,0.00069733-0.00042197i,0.0004884-0.0010344i,0.00020476-0.00077222i,-0.00046285+0.0007152i,-0.00083769+0.0021445i,-0.00060545+0.0016438i,5.6229e-05-1.7892e-05i,-4.6519e-05-0.00054339i,-0.00037654-0.00031601i,-0.00025361-8.8564e-05i,-0.00092214-0.00028353i,-0.0003731+0.00017645i,0.00014399+0.00052432i,0.00046614+0.00047915i,0.00017245+0.00055386i,-0.0011417+9.4952e-05i
-0.00038288+0.00012986i,-0.00067679-0.0010986i,-0.00043145-0.00036892i,0.00024641+0.00025481i,0.00053033+0.00044001i,0.00085909+0.00061085i,0.0017504-0.0002843i,0.0013717-0.00068151i,-1.4138e-05-2.5315e-05i,-9.0888e-06+0.00056197i,0.0001155+0.0013593i,6.9263e-05+0.0021174i,0.00043166+0.0018883i,0.00034584+0.0011229i,-2.9778e-05+0.00018671i,-0.00048113+8.9685e-05i,-0.00067219+1.6042e-06i,-0.00083276-0.00031406i,-0.00075815-0.00041266i,-0.00055735-0.00017891i,-0.00060991-0.00027232i,-0.00017936-0.00029704i,0.00032765+0.00038895i
-0.00029595+0.00023504i,9.4279e-05+6.5097e-05i,6.7483e-05-0.00024855i,8.7317e-06+0.00031706i,0.00018497+0.00074948i,0.00050616+0.00093451i,0.00066855+0.0010951i,0.00097728+0.00059357i,0.001236+0.0001792i,0.00085701+0.00020909i,2.1126e-05+0.00083667i,-0.00028709+0.0011172i,0.00037513+0.0014861i,0.00010011+0.0014626i,-0.00097882-0.000262i,-0.00074403-0.00090798i,0.00027728-8.1463e-05i,0.00054802+4.3213e-05i,0.0003742+0.00037699i,-5.5887e-05-0.00026204i,-0.00112-0.0011777i,-0.0010888-0.0010023i,-0.00033309-0.00052543i
0.0017458+0.0003045i,0.0023928-0.00012732i,0.0019999-0.00029633i,0.00040969-0.0011212i,-0.00021516-0.00085259i,-0.00091175+0.0001767i,-5.8056e-05-1.6894e-05i,0.00099037-0.00034625i,0.00021874-0.00010558i,-0.0010966+5.1701e-05i,-0.0012743+0.000763i,-0.00045906+0.0012331i,-0.00046048+0.0012213i,-0.000359+0.00037079i,-0.000386-0.00032688i,-0.00038889-2.5928e-05i,-0.00047084+0.00018689i,-0.00061007-7.8911e-05i,-0.00036048+0.00030173i,0.00018152+9.9646e-05i,0.00061916-0.00042464i,-0.00037137-0.00014802i,-0.00074053-0.0011648i
