-0.0020471+0.00069915i,0.00060734-0.0012171i,0.00043728+0.00078586i,0.0016222+0.002463i,0.0015983+0.0025536i,0.00097436+0.0014002i,0.00022384-0.00042344i,-5.0677e-05-0.0013411i,0.00017267-0.00054246i,0.00055002+0.00065191i,0.00071919+0.00041169i,6.1022e-05-0.0010815i,-0.0004008-0.0015645i,0.0005668-0.00031071i,0.0012038+0.00057151i,0.00045482+0.00012751i,-1.1835e-05-0.00087068i,7.3548e-05-0.00094075i,6.1407e-05-0.00047399i,0.0002427-0.00075045i,0.0001534-0.0012784i,0.00010464-0.00081626i,-0.00018773+0.00044195i
0.12554-0.086517i,0.10403-0.16089i,-0.01917-0.14483i,-0.16127-0.091862i,-0.12818-0.080247i,0.077743-0.078754i,0.25725-0.076346i,0.26717-0.087011i,0.16978-0.075311i,0.098223-0.05472i,0.062601-0.047826i,0.030275-0.036668i,0.0083352-0.0075277i,0.016353+0.02596i,0.050637+0.029235i,0.071973-0.0029304i,0.054988-0.030318i,0.021024-0.028691i,0.0086424-0.011726i,0.02645-0.013012i,0.044962-0.039683i,0.038696-0.050789i,0.022538-0.029435i
0.17367+0.038805i,0.28821-0.099515i,0.30795-0.28763i,0.21591-0.38213i,0.15255-0.25666i,0.27228-0.074542i,0.36166-0.061253i,0.23006-0.10517i,0.067036-0.066174i,0.0096204-0.018442i,-0.018196-0.0050876i,-0.036804+0.0072172i,-0.032027+5.5181e-05i,-0.046284-0.025075i,-0.075306-0.033077i,-0.084806-0.022903i,-0.074812-0.015047i,-0.052271-0.016887i,-0.031873-0.0067667i,-0.018561+0.024603i,-0.0061289+0.050743i,-0.0037898+0.05299i,-0.0059885+0.035425i
0.0056522+0.22099i,0.051498+0.29861i,-0.050374+0.24955i,-0.23636+0.082759i,-0.22324-0.089608i,0.029235-0.18256i,0.2117-0.2135i,0.19941-0.15319i,0.15314-0.044549i,0.14302-0.015267i,0.10492-0.034774i,0.057782-0.023147i,0.03915-0.0061189i,0.032469-0.0058686i,0.02948-0.013491i,0.01677-0.025626i,-0.012799-0.034391i,-0.04027-0.031936i,-0.04231-0.017679i,-0.021837-0.011604i,-0.0051343-0.019045i,0.0045106-0.022684i,0.015618-0.022501i
-0.13123+0.027644i,-0.066049-0.0075534i,0.0061898-0.21537i,-0.054399-0.35074i,-0.051741-0.2103i,0.17276-0.040678i,0.3071-0.092411i,0.18495-0.13785i,0.079069-0.047137i,0.064533-0.009717i,0.0098822-0.016719i,-0.033379+0.01465i,-0.015097+0.023844i,-0.0032302+0.0032032i,-0.02348-0.0096274i,-0.05553-0.010628i,-0.079523-0.0097053i,-0.07735-0.0090657i,-0.061763-0.0015215i,-0.051374+0.013409i,-0.042305+0.026796i,-0.031253+0.030374i,-0.018953+0.018265i
-0.23677-0.089741i,-0.57332+0.011532i,-0.94295+0.10771i,-1.084+0.12315i,-0.72859+0.12314i,-0.11134+0.045787i,0.21136-0.090988i,0.181-0.069539i,0.13803+0.051281i,0.15757+0.047883i,0.12498-0.021795i,0.06474-0.037009i,0.0375-0.022008i,0.042867-0.010173i,0.059459-0.017041i,0.049688-0.045305i,0.012467-0.064499i,-0.022061-0.062838i,-0.037443-0.049979i,-0.039512-0.042898i,-0.041061-0.037784i,-0.028319-0.020393i,0.0022197-0.0084106i
0.10484-0.15982i,0.057097-0.13629i,-0.0076685+0.072572i,-0.05511+0.27488i,0.030036+0.31307i,0.26913+0.25833i,0.3915+0.14824i,0.27409+0.078149i,0.1311+0.10455i,0.07576+0.095477i,0.019488+0.039615i,-0.035638+0.0055644i,-0.060061-0.0070284i,-0.076509+0.017948i,-0.069291+0.063749i,-0.041321+0.086667i,-0.019542+0.087518i,-0.0034081+0.08099i,0.0086375+0.067982i,0.0083141+0.04571i,-0.007125+0.030467i,-0.016656+0.031163i,-0.0064657+0.023619i
0.11912+0.00401i,-0.10778-0.07997i,-0.55306-0.088265i,-0.8133+0.016093i,-0.63611+0.13596i,-0.28391+0.11466i,-0.081278+0.019472i,-0.016742+0.011021i,0.022821+0.03781i,0.033309+0.018742i,0.0084142-0.0094244i,-0.010632-0.027476i,-0.020142-0.049783i,-0.030756-0.047294i,-0.035779-0.0092147i,-0.036502+0.027754i,-0.033457+0.044374i,-0.025692+0.040978i,-0.023049+0.020587i,-0.031038-0.0045883i,-0.040196-0.015854i,-0.033834-0.0083522i,-0.011806-0.0016961i
0.025845+0.26973i,-0.07481+0.41659i,-0.38741+0.64783i,-0.48151+0.87289i,-0.04014+0.80023i,0.44367+0.45783i,0.49411+0.17303i,0.29807+0.076124i,0.14939+0.052904i,0.089706+0.0025038i,0.039859-0.053848i,-0.0081065-0.069953i,-0.018399-0.064013i,-0.031607-0.049849i,-0.066596-0.010681i,-0.087401+0.044375i,-0.086018+0.099703i,-0.059856+0.14187i,-0.010921+0.14606i,0.018515+0.097331i,0.0041597+0.037666i,-0.019185+0.018472i,-0.022667+0.024006i
-0.28654+0.25384i,-0.42733+0.5699i,-0.46634+0.89774i,-0.26342+0.94107i,-0.035097+0.53352i,-0.049054+0.057472i,-0.10732-0.088349i,-0.020399-0.06651i,0.042181-0.084543i,0.0031138-0.089384i,-0.031157-0.072944i,-0.03174-0.074213i,-0.020239-0.093602i,-0.025246-0.10222i,-0.055601-0.070372i,-0.081647-0.02335i,-0.080602+0.0021355i,-0.053345+0.0055996i,-0.024693-0.0066507i,-0.012107-0.022494i,0.003488-0.027542i,0.026214-0.025294i,0.037318-0.024095i
-0.20072-0.11347i,-0.21921-0.068954i,-0.057321-0.039102i,0.22079-0.037189i,0.53073-0.020777i,0.71128-0.039393i,0.58423-0.059096i,0.29957-0.00879i,0.14031+0.029038i,0.10125-0.019368i,0.053495-0.068745i,0.0142-0.063446i,0.0078827-0.040674i,-0.0082229-0.016099i,-0.027276+0.016886i,-0.013846+0.047171i,0.012302+0.067008i,0.022219+0.082453i,0.024926+0.081499i,0.01823+0.05341i,-0.0030055+0.037497i,-0.012873+0.051411i,-0.011683+0.055503i
-0.16628-0.17288i,-0.63913-0.0092125i,-1.0985+0.44264i,-0.97524+0.74206i,-0.44487+0.47882i,-0.26918+0.039007i,-0.30519-0.051388i,-0.13218-0.0067894i,-0.0013687-0.058462i,-0.031998-0.055841i,-0.04825-0.013365i,-0.044345-0.018034i,-0.047123-0.042343i,-0.061394-0.061548i,-0.098372-0.041459i,-0.12494+0.014436i,-0.11198+0.049067i,-0.069913+0.036032i,-0.0325-0.0033293i,-0.015647-0.036751i,-0.0043572-0.049217i,0.0023086-0.051724i,-0.0014247-0.049341i
0.33953+0.03064i,0.68162+0.19727i,1.2122+0.43051i,1.5615+0.3334i,1.2978+0.050692i,0.82416+0.027029i,0.56331+0.092154i,0.33343+0.089996i,0.15942+0.1226i,0.13878+0.054356i,0.087425-0.080078i,0.023934-0.10278i,0.027331-0.091056i,0.026391-0.081031i,0.036729-0.054239i,0.078297-0.052815i,0.10661-0.062797i,0.092696-0.051349i,0.051149-0.033635i,0.0083066-0.030281i,-0.024354-0.011886i,-0.024337+0.029599i,-0.0030344+0.04877i
0.078892+0.07015i,-0.15997-0.30225i,-0.68717-0.82464i,-1.0006-1.0868i,-0.81207-0.96877i,-0.54442-0.71376i,-0.37075-0.3855i,-0.13922-0.11316i,-0.0033366-0.03712i,-0.0095332-0.014544i,-0.010976+0.016629i,-0.00072385+0.019259i,-0.010429+0.035309i,-0.026281+0.078031i,-0.022078+0.12589i,0.01721+0.15253i,0.058964+0.12366i,0.05412+0.04499i,0.0075497-0.025331i,-0.020146-0.045142i,-0.0077099-0.038495i,0.0096365-0.044515i,0.0066802-0.051504i
-0.12173+0.42165i,0.048504+0.79068i,0.38307+1.0012i,0.64867+0.71617i,0.56713+0.15539i,0.30795-0.059386i,0.21598+0.015264i,0.2193+0.045694i,0.18791+0.042049i,0.12376-0.00055564i,0.026481-0.0546i,-0.040048-0.046993i,-0.048359-0.038409i,-0.043627-0.063248i,-0.028879-0.09611i,-0.025196-0.12159i,-0.037299-0.099301i,-0.0079748-0.034919i,0.045584+0.0071624i,0.054205+0.026381i,0.051337+0.054342i,0.062394+0.05916i,0.038809+0.035192i
-0.28234-0.17864i,-0.37356-0.48774i,-0.46811-0.99582i,-0.61247-1.3119i,-0.61798-1.1136i,-0.42728-0.74097i,-0.31283-0.47266i,-0.27412-0.13889i,-0.080869+0.14605i,0.13151+0.11518i,0.12453-0.012641i,0.056418+0.0035717i,0.067164+0.043634i,0.061125+0.051472i,0.047297+0.072345i,0.067353+0.067224i,0.076851+0.028025i,0.059737-0.0085908i,0.025046-0.012972i,-0.0045398+0.01984i,-0.013957+0.057576i,0.0027894+0.071022i,0.033766+0.047691i
-0.036649-0.20512i,-0.079927-0.16433i,-0.086025-0.16032i,-0.18875-0.33512i,-0.30588-0.5118i,-0.25136-0.52379i,-0.14869-0.46609i,-0.19087-0.37719i,-0.27993-0.197i,-0.2594-0.029813i,-0.16869+0.03102i,-0.109+0.035416i,-0.07245+0.037217i,-0.042229+0.00060947i,-0.062472-0.06958i,-0.12093-0.082352i,-0.12244-0.022699i,-0.047763+0.020395i,0.037038+0.016269i,0.081222-0.0061592i,0.062681-0.039581i,0.0085483-0.042996i,-0.01549-0.00027225i
-0.89051+4.2484i,-1.4507+1.9981i,1.0921+1.5178i,3.1415-0.32497i,3.2967-2.2672i,1.5578-3.1758i,-0.58622-1.9728i,-1.1739+0.016581i,-0.24004+1.0545i,0.74793+0.73313i,0.67849-0.1067i,-0.056832-0.51236i,-0.8109-0.33145i,-1.2637+0.20472i,-1.1613+0.58799i,-0.78146+0.59885i,-0.42269+0.42207i,-0.22012+0.15249i,-0.21224-0.10624i,-0.23325-0.23589i,-0.17254-0.29003i,-0.085863-0.27697i,-0.014259-0.22275i
0.24293+0.20997i,0.27665+0.25989i,0.11854+0.20808i,-0.086835+0.035633i,-0.162-0.27188i,-0.18102-0.52782i,-0.27666-0.47756i,-0.36202-0.16289i,-0.28579+0.11973i,-0.11403+0.20024i,0.016937+0.14565i,0.068316+0.072578i,0.085053+0.022064i,0.063119-0.028294i,-0.043167-0.030027i,-0.14469+0.067346i,-0.14998+0.17451i,-0.090148+0.19365i,-0.025048+0.12093i,-0.0029694+0.018718i,-0.026974-0.038888i,-0.055313-0.0299i,-0.061283-0.0028853i
-0.091755+0.23691i,-0.099731+0.22751i,-0.12211+0.25308i,-0.043106+0.44653i,0.00033819+0.66026i,-0.17983+0.79472i,-0.28207+0.78903i,-0.15594+0.56146i,-0.081162+0.29114i,-0.05531+0.20151i,0.037876+0.16203i,0.091617+0.065781i,0.096905-0.0054544i,0.11807-0.04566i,0.14896-0.067173i,0.16909-0.078414i,0.12628-0.080277i,0.033799-0.013376i,-0.031843+0.086558i,-0.06011+0.13986i,-0.040664+0.15928i,0.02306+0.13084i,0.052326+0.049404i
-0.29383+0.068096i,-0.21517+0.049423i,0.072607-0.27559i,0.28537-0.83893i,0.27509-1.1738i,0.17995-1.0533i,0.11179-0.71588i,0.02781-0.4018i,-0.050143-0.17614i,-0.067371-0.086155i,-0.073351-0.077433i,-0.074206-0.037994i,-0.049394+0.009591i,-0.051366+0.009578i,-0.082004-0.0088394i,-0.095115-0.0115i,-0.076166-0.0014128i,-0.034163-0.008778i,-0.011039-0.033841i,-0.0051342-0.028039i,0.023083-0.0064657i,0.040865-0.0093846i,0.022517+0.0027479i
-0.21228-0.23843i,-0.38601-0.066803i,-0.60147+0.31638i,-0.81112+0.59292i,-0.93893+0.63222i,-0.86286+0.65576i,-0.56358+0.59913i,-0.31364+0.40388i,-0.2046+0.30302i,-0.07689+0.28512i,0.045167+0.20931i,0.096511+0.10496i,0.10203+0.0095035i,0.072138-0.066559i,0.02953-0.099822i,0.00083037-0.091301i,-0.011883-0.070763i,-0.027219-0.066478i,-0.043179-0.064244i,-0.031066-0.056164i,-0.019824-0.067215i,-0.049688-0.072693i,-0.065764-0.035041i
0.3586-0.3285i,0.63996-0.55231i,0.98139-0.73572i,1.1157-0.71215i,0.93392-0.4763i,0.68377-0.40132i,0.36333-0.49341i,0.070768-0.3777i,0.04351-0.13519i,0.10181-0.026642i,0.061376+0.011294i,0.0049802+0.060033i,-0.011991+0.083923i,-0.021645+0.067722i,-0.056362+0.036859i,-0.10467+0.032537i,-0.12853+0.049181i,-0.10875+0.044391i,-0.055989+0.0068768i,-0.014226-0.03866i,-0.017399-0.053912i,-0.02615-0.036501i,-0.0093781-0.029735i
0.12948+0.12319i,-0.21888+0.095487i,-0.77959+0.10098i,-0.92204+0.13663i,-0.57315+0.096203i,-0.35586+0.057986i,-0.31343+0.1694i,-0.20156+0.22946i,-0.12345+0.13748i,-0.085905+0.062176i,-0.017487+0.014009i,0.019866-0.025856i,0.0265-0.015157i,0.048982+0.0029533i,0.095205+0.0032821i,0.1434-0.0077315i,0.15721-0.031186i,0.12221-0.047228i,0.061755-0.047233i,0.011105-0.034764i,-0.017712-0.0031742i,-0.022864+0.029599i,-0.018217+0.034326i
0.083823+0.39603i,0.30597+0.56616i,0.55621+0.64387i,0.5832+0.52434i,0.2987+0.24533i,-0.0091485+0.055544i,-0.080846+0.0055802i,-0.011878-0.0099625i,0.038393-0.02283i,0.041145-0.021693i,0.025391-0.0077313i,0.024579+0.02107i,0.04561+0.041985i,0.059589+0.024747i,0.051042-0.024463i,0.019756-0.068586i,-0.0093968-0.081486i,-0.01089-0.080615i,-0.004701-0.077116i,-0.0081255-0.056384i,-0.0049539-0.037505i,0.0090741-0.043809i,0.018685-0.047013i
-0.26275+0.068962i,-0.094094-0.0057712i,0.24968-0.23929i,0.44931-0.45198i,0.35008-0.47475i,0.1222-0.36662i,-0.028675-0.23079i,-0.081419-0.13129i,-0.087244-0.058355i,-0.062386+0.0046582i,-0.029768+0.033022i,-0.013062+0.036688i,-0.0045196+0.027672i,-0.0099485-0.0034269i,-0.033215-0.025176i,-0.048154-0.025803i,-0.052962-0.037391i,-0.066325-0.053934i,-0.076959-0.047473i,-0.063303-0.023288i,-0.040336-0.00054756i,-0.017011+0.01467i,0.0064128+0.016124i
-0.29847-0.25976i,-0.45821-0.22258i,-0.53791-0.10564i,-0.50601+0.0071207i,-0.39833+0.10114i,-0.32397+0.08782i,-0.26896-0.0012095i,-0.17046-0.023645i,-0.05934-0.0043741i,-0.01903-0.0147i,-0.04471-0.029039i,-0.069973-0.016026i,-0.067837+0.011571i,-0.038618+0.029141i,-0.00098001+0.030815i,0.019409+0.032518i,0.040816+0.042996i,0.068112+0.033612i,0.072014-0.009675i,0.046198-0.047747i,0.012956-0.053795i,-0.0046506-0.046705i,-0.013308-0.043116i
0.25472-0.31968i,0.37429-0.26769i,0.55504-0.0005751i,0.68384+0.18007i,0.56733+0.12802i,0.31812+0.080416i,0.17353+0.09938i,0.0803+0.067423i,-0.0010803+0.025368i,-0.015698+0.016548i,-0.0097319+0.030807i,-0.010251+0.06065i,-0.0038705+0.082586i,0.01275+0.086628i,0.037108+0.063209i,0.046958+0.015315i,0.038806-0.031838i,0.025856-0.063727i,0.0073366-0.067211i,-0.00055335-0.044772i,0.016161-0.028914i,0.035051-0.030719i,0.035141-0.032038i
0.43927+0.038661i,0.46546-0.1626i,0.25765-0.4098i,0.025016-0.47382i,-0.15122-0.36613i,-0.33931-0.23317i,-0.37963-0.093221i,-0.21218-0.025267i,-0.079518-0.044354i,-0.037543-0.023432i,0.016903-0.0004126i,0.058608-0.016162i,0.078679-0.028341i,0.087754-0.049236i,0.067079-0.067606i,0.040682-0.07068i,0.016382-0.068868i,-0.0074096-0.051068i,-0.007333-0.022768i,0.0064668-0.0038588i,0.010719+0.010639i,0.016367+0.022689i,0.027249+0.016967i
0.069795+0.59779i,0.36892+0.79653i,0.72785+0.67613i,0.82668+0.38306i,0.63399+0.219i,0.37887+0.20604i,0.17561+0.16304i,0.016839+0.095969i,-0.053929+0.074793i,-0.059509+0.061254i,-0.057384+0.04775i,-0.042876+0.045617i,-0.028772+0.050279i,-0.036692+0.069145i,-0.047294+0.098917i,-0.033424+0.12644i,0.0067011+0.13104i,0.036701+0.089196i,0.022085+0.022222i,-0.017543-0.015071i,-0.036553-0.014428i,-0.027976-0.015595i,-0.02271-0.017716i
-0.66498-0.010459i,-0.92345-0.0088814i,-0.78708-0.0018886i,-0.36753-0.0084602i,-0.064494-0.032267i,0.0042881-0.084447i,-0.037868-0.13301i,-0.071486-0.086623i,-0.022672-0.011822i,0.032557-0.0056768i,0.040105+0.00084523i,0.04056+0.0277i,0.044207+0.029573i,0.062383+0.0010498i,0.083068-0.056202i,0.069698-0.10892i,0.040429-0.11818i,0.021163-0.088987i,0.014597-0.04452i,0.026188-0.017886i,0.036611-0.024943i,0.026062-0.032422i,0.010619-0.01733i
0.0025659-0.65752i,0.076515-0.90228i,0.18129-0.82194i,0.18071-0.62011i,-0.098496-0.49527i,-0.45329-0.25161i,-0.44287+0.037765i,-0.21173+0.066984i,-0.11652-0.016539i,-0.093873+0.0029011i,-0.04737+0.027796i,-0.017968+0.009176i,-0.0089154-0.0061209i,-0.022055-0.0028825i,-0.046153+0.031174i,-0.050722+0.075885i,-0.042767+0.090761i,-0.030648+0.068171i,-0.011663+0.028485i,-0.0013273-0.001433i,-0.0026651-0.0066674i,0.00090552-0.00095462i,0.0038057-0.0020086i
0.71293-0.028293i,1.1449-0.047417i,1.259-0.1399i,1.1141-0.16993i,0.99692-0.040991i,0.8989+0.061923i,0.63523+0.027819i,0.27443-0.0054525i,0.056602+0.030242i,0.022058+0.042008i,0.024392+0.0067384i,0.012778-0.0035743i,0.023492+0.011914i,0.038493+0.0086292i,0.039579-0.0096511i,0.041714-0.026813i,0.04847-0.031882i,0.043162-0.019113i,0.022369-0.0012557i,0.007185+0.0095795i,0.0066818+0.0098034i,0.011982+0.0028585i,0.015751-0.002233i
-0.060539+0.58278i,-0.1691+0.79158i,-0.22327+0.50309i,-0.2847+0.031731i,-0.38839-0.13521i,-0.42781-0.14228i,-0.38382-0.13259i,-0.23929-0.036466i,-0.046436+0.0027534i,0.021134-0.028822i,0.025988-0.0043464i,0.064017+0.017825i,0.072162+0.0044572i,0.058808+0.00074648i,0.049778-0.00048576i,0.031786-0.0023157i,0.015883-0.0049055i,0.0071392-0.020115i,-0.0034935-0.028454i,-0.0096081-0.017973i,-0.012247-0.011656i,-0.024123-0.0098247i,-0.034588+0.0029934i
-0.56497-0.060547i,-0.84556-0.043103i,-0.59412+0.12771i,-0.10507+0.18803i,-0.055293+0.13369i,-0.2471+0.30061i,-0.20133+0.43127i,-0.10485+0.25137i,-0.12996+0.084559i,-0.10725+0.079122i,-0.038443+0.071757i,-0.016947+0.038789i,-0.023525+0.021697i,-0.041716+0.011247i,-0.069609+0.013252i,-0.080953+0.032929i,-0.07054+0.050399i,-0.050427+0.054609i,-0.022242+0.035086i,-0.0058331-0.00087875i,-0.0084594-0.020982i,-0.00657-0.019208i,0.0019038-0.012483i
0.2226-0.61548i,0.41689-1.1886i,0.44334-1.4252i,0.42955-1.1853i,0.51434-0.8718i,0.47387-0.71217i,0.26148-0.52395i,0.090805-0.26801i,0.020261-0.093349i,-0.0048347-0.026058i,-0.013605-0.010054i,-0.0075156-0.010081i,0.01794-0.018809i,0.04865-0.041821i,0.067577-0.065151i,0.073148-0.07604i,0.070804-0.077092i,0.05841-0.067107i,0.038664-0.044527i,0.026014-0.020899i,0.018006-0.010178i,0.0045498-0.0091826i,-0.0090631-0.010589i
0.45929+0.29013i,0.89132+0.44631i,0.95796+0.31573i,0.60407+0.075233i,0.23652+0.049045i,0.048806+0.07928i,-0.048767+0.019449i,-0.081634+0.010163i,-0.038357+0.021215i,0.0017062-0.0033491i,0.020041-0.0029853i,0.04286+0.01222i,0.041956+0.02659i,0.02238+0.058864i,0.0087507+0.090582i,0.0039428+0.09877i,0.0039272+0.076927i,-0.00033677+0.036736i,-0.013404+0.0086297i,-0.025778+0.0065515i,-0.025665+0.015072i,-0.017174+0.01895i,-0.0042958+0.018347i
-0.35269+0.34195i,-0.59677+0.65332i,-0.60531+0.67283i,-0.45219+0.45036i,-0.40481+0.35765i,-0.37807+0.4423i,-0.21908+0.42836i,-0.083911+0.22995i,-0.067949+0.070451i,-0.042763+0.038328i,0.0058627+0.014916i,0.0090696-0.022771i,-0.006017-0.045931i,-0.018192-0.075331i,-0.043172-0.10344i,-0.072075-0.097085i,-0.089202-0.055603i,-0.078082-0.0054498i,-0.039495+0.015139i,-0.01249-6.472e-05i,-0.012153-0.016843i,-0.016309-0.023589i,-0.018861-0.024019i
-0.20533-0.36473i,-0.2747-0.68625i,-0.054497-0.96035i,0.23594-1.0691i,0.33652-0.98727i,0.27705-0.73294i,0.17608-0.3981i,0.10268-0.13922i,0.054206-0.022037i,0.020948+0.023387i,0.014144+0.039534i,0.017308+0.020027i,0.0091795+0.0012588i,0.0059765+0.017244i,0.025456+0.056555i,0.063222+0.074288i,0.089787+0.043922i,0.077146-0.001031i,0.040922-0.018225i,0.016733-0.01052i,0.0087407-0.0017737i,0.0010255+0.0015933i,-0.0047093+0.0052553i
0.21958-0.20983i,0.2834-0.29193i,0.30246-0.1508i,0.31263+0.029183i,0.2475+0.14912i,0.076145+0.21738i,-0.0531+0.14786i,-0.095774+0.031872i,-0.087334-0.0043449i,-0.050448-0.015156i,-0.032181-0.014799i,-0.013485+0.0196i,0.016484+0.041701i,0.024202+0.029013i,0.0050748-0.0042487i,-0.020784-0.030714i,-0.033443-0.033032i,-0.027731-0.022825i,-0.016458-0.012546i,-0.013602-0.0049125i,-0.017374+0.0044012i,-0.014005+0.011755i,-0.0013303+0.0068629i
0.27028+0.070582i,0.32168-0.15126i,0.029609-0.39859i,-0.29542-0.36722i,-0.32042-0.15483i,-0.22226-0.066366i,-0.17159-0.033288i,-0.11083+0.019089i,-0.047892+0.025258i,-0.018944-0.0017343i,-0.010905-0.028248i,-0.014985-0.043404i,-0.021758-0.045114i,-0.0129-0.038711i,0.0091013-0.026589i,0.018312-0.0093677i,0.0045445+0.010999i,-0.0097739+0.026414i,-0.0063131+0.023804i,0.0047064+0.0073834i,0.007279-0.0096233i,0.00088812-0.024187i,-0.0097281-0.029135i
-0.010188+0.43396i,0.29253+0.60581i,0.59207+0.33841i,0.56013-0.14025i,0.34517-0.34073i,0.24737-0.27267i,0.216-0.1896i,0.12482-0.13522i,0.020049-0.066919i,-0.011825+0.00077279i,0.012392+0.02975i,0.025647+0.024625i,0.0072701+0.021292i,-0.019917+0.044148i,-0.026379+0.078787i,-0.0062585+0.082422i,0.021132+0.047992i,0.033051+0.0062008i,0.020593-0.011245i,0.0021782+0.001092i,-0.0028782+0.017724i,0.0012906+0.02378i,0.0084662+0.022591i
-0.58001-0.077013i,-0.8919+0.05463i,-0.77602+0.090895i,-0.34695-0.043987i,-0.048542-0.07381i,0.036742+0.066636i,0.068756+0.13775i,0.067526+0.069389i,0.026631+0.0018061i,-0.001293-0.011994i,-0.011455-0.00028535i,-0.0013897+0.019455i,0.030125+0.017176i,0.047111-0.029004i,0.027601-0.088014i,-0.009023-0.1079i,-0.037897-0.083552i,-0.042451-0.043612i,-0.023646-0.018044i,-0.0095139-0.014573i,-0.016429-0.012155i,-0.025103-0.002463i,-0.019814+0.0043178i
0.10623-0.65697i,0.026833-1.0739i,-0.065949-1.1319i,-0.096892-0.798i,-0.080964-0.42756i,-0.12081-0.26212i,-0.2262-0.15517i,-0.21718+0.0061652i,-0.085997+0.082277i,-0.011661+0.044094i,-0.0075746+0.0069956i,-0.010056-0.0049564i,-0.021043+0.0057011i,-0.0070916+0.046482i,0.042779+0.079741i,0.079652+0.080957i,0.087177+0.061681i,0.071631+0.032084i,0.045357+0.0073353i,0.030643-0.0052925i,0.029846-0.013749i,0.030663-0.023604i,0.024355-0.028134i
0.58165+0.16888i,0.80952+0.24398i,0.67733+0.28619i,0.28377+0.20353i,-0.042727+0.08097i,-0.1468+0.01666i,-0.10207-0.021201i,-0.058464-0.052628i,-0.075708-0.048221i,-0.080855+0.0049364i,-0.038101+0.050193i,0.0040095+0.051933i,0.010108+0.028853i,-0.014399+0.0048327i,-0.049366-0.007726i,-0.071896-0.011561i,-0.070427-0.01637i,-0.051833-0.023165i,-0.035583-0.020694i,-0.030088-0.0021042i,-0.027577+0.019543i,-0.022164+0.027695i,-0.013005+0.019701i
-0.10775+0.4376i,-0.17273+0.41806i,-0.20227+0.020702i,-0.1158-0.38811i,0.029084-0.42789i,0.1481-0.25034i,0.17003-0.12311i,0.1048-0.067545i,0.049061-0.036593i,0.034071-0.02883i,0.023978-0.034141i,0.01728-0.030122i,0.035302-0.02009i,0.062229-0.028892i,0.073455-0.053507i,0.063921-0.060644i,0.040195-0.036763i,0.018816-0.0074347i,0.014417+0.0050204i,0.020128-0.0006303i,0.018022-0.01412i,0.006122-0.018379i,-0.00075962-0.0063541i
-0.3842-0.010717i,-0.35639-0.029864i,-0.092709-0.085726i,0.12487-0.13709i,0.12115-0.16273i,0.040219-0.15959i,-0.015792-0.13682i,-0.026765-0.073146i,0.0078355-0.015411i,0.037802-0.0024361i,0.045397-0.004698i,0.031129-0.0038435i,0.00018778+0.013308i,-0.011641+0.050849i,0.0044915+0.081045i,0.028268+0.079578i,0.045622+0.04676i,0.048519+0.0049305i,0.030774-0.020515i,0.0085514-0.018447i,0.0049167-0.003684i,0.016182+0.0012335i,0.02113-0.0059656i
-0.15274-0.33408i,-0.31944-0.30764i,-0.47534-0.085723i,-0.53056+0.13058i,-0.46424+0.23673i,-0.35827+0.29232i,-0.23811+0.29692i,-0.11636+0.20696i,-0.056286+0.087896i,-0.048026+0.054823i,-0.023856+0.072541i,0.010393+0.063601i,0.026665+0.030621i,0.012319-0.018286i,-0.031521-0.06166i,-0.068925-0.067092i,-0.080646-0.045994i,-0.073705-0.019805i,-0.053822-0.00080091i,-0.036929+0.0063753i,-0.03474+0.0085773i,-0.037665+0.0075706i,-0.033838+0.003206i
0.34953-0.25829i,0.43203-0.49227i,0.37201-0.71273i,0.21051-0.77092i,0.062929-0.5913i,0.02279-0.33361i,0.01102-0.18837i,-0.027952-0.10527i,-0.0303-0.038842i,-0.0040408-0.034979i,0.0054291-0.062037i,0.0035588-0.072414i,0.0080843-0.05627i,0.032831-0.027911i,0.071036-0.013772i,0.092159-0.012438i,0.083785-0.0074268i,0.058793-0.0037345i,0.037566-0.0048604i,0.031268-0.0084768i,0.035349-0.015871i,0.036635-0.022459i,0.028382-0.019154i
0.24866+0.33979i,0.34541+0.50208i,0.36571+0.52295i,0.3414+0.29958i,0.25299-0.025994i,0.14272-0.18293i,0.084482-0.17656i,0.050566-0.13369i,0.026736-0.087996i,0.028955-0.053819i,0.034414-0.027053i,0.029626+0.0039596i,0.017906+0.018101i,-0.0089123+0.022894i,-0.035683+0.041126i,-0.041303+0.049422i,-0.03173+0.030221i,-0.017377+0.0020035i,-0.007986-0.013194i,-0.009346-0.011233i,-0.012886-3.1268e-05i,-0.01105+0.011024i,-0.0045777+0.013689i
-0.32093+0.20256i,-0.57679+0.15018i,-0.804+0.033156i,-0.78803+0.06604i,-0.52209+0.19883i,-0.28634+0.24105i,-0.19707+0.18896i,-0.14088+0.11917i,-0.079029+0.052982i,-0.049974+0.015512i,-0.045806+0.0058982i,-0.03685+0.0040114i,-0.007309+0.0030069i,0.012294-0.0198i,-0.0012018-0.053526i,-0.018667-0.062264i,-0.022556-0.043537i,-0.021972-0.0124i,-0.016433+0.012248i,-0.0055039+0.019192i,-0.002393+0.013924i,-0.0088939+0.0053347i,-0.014169+0.00019927i
