-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
0.0011397-0.0014849i,0.0011273-0.0022758i,0.00048482-0.0012319i,-0.00048319-0.00075071i,-0.00058222-0.0006138i,-0.0006696+0.00017224i,-0.00031571+0.00055685i,1.9747e-05+0.00022216i,0.00035108-0.00010511i,0.00021074-0.00018488i,0.00030059-8.8759e-05i,0.00086673-0.00050962i,0.0005829-0.00066074i,0.00064833+9.0605e-05i,0.00023278+0.00019113i,0.00015925-7.0531e-05i,0.00050603-8.9022e-05i,0.00050704-0.00034626i,0.00106-0.00031495i,0.00081105-0.0003772i,-0.00038073-0.00080097i,-0.0003489-0.00011894i,0.00037471+0.00093549i
0.00074364+0.0021842i,0.0015385+0.0018276i,0.0016859+0.0019915i,0.0012922+0.00057309i,0.00038975-0.0011702i,3.6578e-05-0.00063371i,0.00068602+0.00035441i,0.00049574+0.0010103i,0.00068332+0.0015684i,0.0014021+0.0011761i,0.00098524-4.9107e-05i,0.00075621-0.00071998i,0.0011379-0.00087161i,0.0012112-0.00033927i,0.00079745+0.00042856i,0.00018404+0.0009938i,-1.302e-05+0.00057808i,-0.00040869+0.00025401i,-7.6037e-05-0.00032475i,0.00062561-0.00053371i,-7.2933e-06+4.6709e-05i,0.00021394+0.00034446i,0.0008355+0.00029882i
-0.0030589-0.0031723i,-0.0025136-0.0035927i,-0.001788-0.0033219i,-0.0016476-0.0013315i,-0.0019971+5.2942e-05i,-0.0022997+0.00084667i,-0.0014657+0.00030101i,-0.00029767+8.5737e-05i,0.0004199+0.00070394i,0.00056815+0.00047881i,-9.5846e-05-0.00030173i,-0.0001791-0.00053034i,0.0005931-0.00037743i,0.00091684+0.00069516i,0.00063626+0.0014525i,0.0007545+0.0013279i,-5.6816e-06+0.0011116i,-0.00051274+0.00039893i,0.00044153-2.9663e-05i,0.00017468-0.00058693i,-0.00070077-0.0015309i,-0.00055273-0.0015527i,-0.00035214-0.00064037i
-0.00028509+0.00065562i,-0.0012471+0.0018096i,-0.00022256+0.0023608i,1.0367e-05+0.0016927i,-0.00042027+0.0005357i,-0.0013647+4.6934e-05i,-0.0017461+0.00091445i,-0.00067742+0.0025223i,0.00057685+0.0027372i,0.00088605+0.0015183i,0.0010185+0.00050873i,0.00099825+0.0006682i,0.00045377+0.00060681i,0.00042418+0.00020364i,0.00019149+9.2088e-05i,-0.00048416-1.1211e-05i,-0.0006335+0.00087224i,-0.00074725+0.0015894i,-0.00077977+0.0010553i,-0.00041816-3.3107e-05i,-0.00027021-0.00017861i,-0.00034902+0.0003474i,-0.00045824+0.00016321i
-0.00049776+0.00013448i,-0.0012272+0.0012462i,-0.00064245-4.8513e-05i,-0.0004708-0.0014001i,-0.0010157-0.00089349i,-0.00046072+7.1973e-05i,-0.00022082+0.0010596i,-0.00048367+0.0014336i,-0.00013578+0.00053975i,0.00029877+1.647e-05i,0.00012153+0.00013285i,-0.00022379-0.00019221i,-0.00063202-0.00021351i,-0.00097499-0.00057335i,-0.00084494-0.00026497i,-0.00024842+0.00092396i,0.00042524+0.0012024i,0.00072707+0.00023631i,0.00077316-0.00046605i,0.0011881-0.00069533i,0.00057571-0.00088228i,-0.00068122-0.00050784i,-0.00077172+0.00022201i
-0.00109+0.00019083i,-0.0018617-0.00052526i,-0.0024008-0.00068351i,-0.0016482-0.00083093i,-0.0011877+4.9599e-05i,-0.0011682+0.00074025i,-0.00040844+0.0013168i,0.00098292+0.0011809i,0.0012819-6.5838e-05i,0.0011856-0.00018419i,0.00089394-0.00035603i,0.00019833-3.4336e-05i,-0.00058431+0.00052618i,-0.0015639+0.00057172i,-0.0011225+0.00045369i,-0.00035207+0.00033623i,0.00031654+0.00055058i,0.0004927+0.0012041i,-9.2486e-05+0.00086782i,0.00012797-0.00015214i,0.00022503-0.00067573i,0.00018235-0.00084908i,-0.00027629-0.00010945i
0.0004719-0.0018564i,0.0013042-0.00092763i,0.0019357-0.001495i,0.00098513-0.0015019i,0.00011033-0.00022605i,-0.00032642+0.00047559i,-0.00074945+0.0008417i,-0.00027129+0.00091794i,0.00020551+0.00034991i,0.00060298-0.00012301i,0.00088009-0.0005628i,0.0009882-0.00073493i,0.00070856-0.001007i,0.00036207-0.00087063i,0.00017575-0.00013423i,-0.00032248-0.00035811i,-0.00023663-0.00077108i,-5.4308e-05-0.00025471i,-0.00023429+0.00020257i,-0.00062455-0.00010925i,-0.0011837-0.00081273i,-0.00075515-0.00083618i,0.00041949-0.00062947i
0.00038275+0.0001958i,-0.0001957+0.00015395i,-0.001188+0.0016274i,-0.0012457+0.0018451i,-0.0014307+0.00075178i,-0.0018519+9.4339e-05i,-0.0013773+0.00011627i,9.4776e-05+0.00069926i,0.00085757+0.0010816i,0.00082562+0.00047008i,0.00030567-0.00067361i,-1.6569e-05-0.001147i,-8.5707e-05-0.0010952i,0.0001512-0.00031255i,0.00019028+0.00076616i,0.0003004+0.00061886i,6.4534e-05+0.00020468i,-0.00050007+5.5166e-05i,-0.00042762-0.00043901i,0.00019744-0.00076296i,0.00051027-0.00037615i,0.00019805+0.00017777i,-0.0001223+7.6374e-05i
-0.002026+0.001578i,-0.0019195+0.00027888i,-0.0011507-0.00048111i,-0.00078971-0.00023694i,-0.00069056-0.00036098i,-0.0013358-0.00051632i,-0.0014883-1.9528e-06i,-0.00066221+0.00071993i,0.00014012+0.00081457i,0.00042994-0.00015735i,0.00021297-0.0010667i,0.00081252-0.001357i,0.00084314-0.00084714i,0.00041148-0.00065237i,0.00014246-0.00064454i,0.00024846-0.00023558i,0.00022424+8.1873e-05i,0.00034672-9.2784e-08i,0.00049032-0.00018297i,0.00043487-8.654e-05i,0.00055492-5.8034e-05i,0.00058617-2.0196e-05i,0.00033967+0.00033445i
-0.001013+0.0002995i,-0.00083425+0.00074924i,-0.00059071+0.00084078i,-0.00056085+0.00052693i,-0.00085774-0.00021438i,-0.00079466-0.00064553i,3.0504e-05-8.2941e-06i,0.0006967+0.00095412i,0.001028+0.0011124i,0.001235+0.00076867i,0.0010557-8.9281e-05i,0.00095991-0.00050531i,-0.00028233+8.3756e-05i,-0.00074169+0.00075558i,0.00023967+0.00041185i,0.00068102+0.00011292i,0.00090149+0.0002838i,0.0010972+0.00060314i,0.0014191+0.00022883i,0.0010548-0.00066376i,-0.00021147-0.00058201i,-0.00010333-0.00053052i,0.00047713-0.0010085i
-0.001309-0.0015791i,-0.0015659-0.001141i,-0.0010237-0.00089797i,-0.00038815-0.00055118i,-0.00046672-0.00075756i,-0.00080443-0.00015382i,-0.0012075+0.00051001i,-0.00087575+0.00011705i,-0.00027814-0.00027809i,0.00024797-0.00010469i,0.0013663-1.7184e-05i,0.0012507-0.00014103i,0.00057376-0.0001509i,0.00089474-8.8576e-05i,0.00083188-4.4534e-06i,0.0012328+0.00011301i,0.0017085+0.00022905i,0.0012462+0.00042627i,0.0012168+0.00038777i,0.0011347-4.6286e-06i,0.00019227-0.0010858i,0.00013145-0.00046552i,-0.00030363+0.00061467i
-0.00047208+0.00067921i,9.2856e-05-0.00044796i,0.00034488-0.00086232i,0.00019508-8.0144e-06i,1.5029e-05+0.00012276i,-0.00065879-3.5977e-05i,-0.00069851+0.0006596i,0.00015899+0.0011584i,0.00043665+0.00058773i,0.00020727-0.00041243i,0.00041416-0.00084521i,0.00092926-0.00048621i,0.00080642-0.0002765i,-6.4699e-05+0.0010005i,-0.00072619+0.0014215i,-0.0012459+0.0015698i,-0.0014521+0.0015218i,-0.00060031+0.0004417i,-0.00061314-5.3315e-05i,-0.00068489-0.0008522i,-0.00048082-0.00073617i,-0.0012139+0.00016866i,-0.00099217+0.00025642i
0.0027127-0.00024101i,0.0029269+7.1587e-05i,0.0020137-0.00014672i,-0.00011856-0.0010568i,-0.0013632-0.0011958i,-0.0018194-4.4595e-05i,-0.0019596+0.00090954i,-0.00056642+0.0011473i,0.00089811+0.0016053i,0.00082501+0.0007i,0.00021563-0.00031696i,-0.00019571-0.00039582i,-0.00013533-0.00081311i,0.00034358-0.0012446i,-0.00024296-0.0001873i,-0.00093036+0.00049449i,-0.00059464-4.4009e-05i,4.2878e-06+0.00012736i,0.00027294-0.00012536i,0.00045543-0.00039701i,0.00089076-0.00033873i,6.8525e-05-0.00020985i,-0.00019571-0.00012943i
-0.00028483+0.0013417i,0.00039099+0.0031266i,0.00046038+0.0032962i,0.0007805+0.0018977i,-0.00022984+0.00045118i,-0.0013195+0.00046354i,-0.00093523+0.0017353i,-7.3744e-05+0.0021206i,0.00062366+0.00069053i,0.00088394-0.0006691i,0.000775-0.00065519i,0.0014265-0.000259i,0.0020174-0.0010702i,0.0012-0.001071i,0.0002178-0.00017433i,0.00020776+0.00027504i,0.0002209+0.00017456i,-8.0137e-05-0.00041448i,4.1626e-05-0.00020837i,0.00091218+0.00055034i,0.0007255+0.00069037i,0.00050262+8.0983e-05i,0.00064655-0.00042543i
-0.00073894-0.0011202i,-0.0017164-0.0026399i,-0.0026081-0.0010606i,-0.0022102+0.00010109i,-0.0024542-0.00047833i,-0.0025814-0.0012641i,-0.0013861-0.00092591i,-0.00024638-0.00021453i,-0.00055369+0.00012501i,-0.001224+0.0001137i,-0.00035444+8.4455e-05i,-8.3833e-05-0.00011804i,-0.00024106-8.751e-05i,8.7477e-05-0.000494i,-0.00012838-0.0011892i,-0.00011476-0.00049798i,-2.4301e-05+3.3072e-05i,-4.4594e-05+0.00030431i,-0.00047853-0.00034277i,-0.00031893-0.00071056i,2.3062e-05-0.0004642i,-0.00030798-0.00020469i,-0.0002288+0.0006596i
1.519e-05-0.0021461i,-1.5985e-05-0.0033128i,-0.00011866-0.0027216i,7.6132e-05-0.0021604i,-0.00076989-0.0022602i,-0.0015644-4.5283e-05i,-0.00092993+0.0017719i,-0.00039863+0.0010433i,-0.00036237+0.00020492i,-0.00018743+0.00064122i,-0.00040663+0.00025179i,-0.00047883-0.00057919i,0.00029586-0.00062089i,0.00036339-0.00056281i,6.3265e-05-6.8453e-05i,9.1712e-05+0.00094191i,0.00047566+0.00076971i,0.0013566+0.00040398i,0.0011285+0.0002338i,-5.0821e-05-0.00039006i,-0.00070425-0.00041221i,-0.00032583+0.00040178i,-6.852e-05+0.0012354i
0.00015533+5.1269e-05i,-0.00022043-0.0010243i,-0.00040196-0.0013022i,-0.00071149-0.0013326i,-0.00038856-0.0017232i,-0.00046752-0.0015036i,-0.00083558-3.9018e-05i,-0.00054343+0.0012476i,-0.00016082+0.0012269i,0.00021842+0.00028541i,1.4454e-05-0.00020229i,9.6316e-05-0.00018504i,0.00027072-3.702e-05i,0.00014435-8.0109e-05i,-0.0002329-0.00076497i,-0.00014897-0.00064109i,0.00095888-0.00046114i,0.0016166-6.0107e-06i,0.0015858+0.00088395i,0.0010923+0.0004306i,0.00034549-0.0002655i,-7.3837e-05-0.00012456i,-0.00019777+2.7113e-05i
0.00052805-0.00021229i,-3.9618e-05+0.00083172i,-0.00028883+0.0014373i,0.00061863+0.0012872i,0.00099492+0.00094952i,-0.0002459+0.0011738i,-0.0010802+0.0016978i,-0.00063729+0.0022414i,-8.6986e-05+0.002038i,0.00067624+0.0012082i,0.0012377+0.00021762i,0.0011363+1.2693e-05i,0.00074676+0.00031686i,9.0214e-05+0.00068583i,-0.00067815+0.00083951i,-0.00060707+0.00056924i,-0.00037475+0.0010316i,3.8535e-05+0.0016625i,0.00092882+0.00075348i,0.0013637-0.00066481i,0.0013686-0.0012391i,0.00054815-0.00044724i,0.00019399+0.00062476i
-0.0010444+0.00061938i,-0.0017125+0.0014095i,-0.0014095+0.0012593i,-0.00069157+0.0009428i,-0.00075867+0.00039726i,-0.0011141-0.00047196i,-0.00026448+0.00011199i,0.00026947+0.0010797i,0.00025454+0.00088298i,0.00061996-9.4805e-05i,0.00078416-0.00015247i,0.00077571-3.5129e-05i,0.00090463-0.00027734i,0.00032216+0.00015519i,-0.00057054+0.00098625i,-0.000421+0.0014477i,-0.00013825+0.0011097i,-0.00025393+0.00051745i,-0.00012869-0.0002423i,0.0003052-0.0010698i,0.00081886-0.00076403i,0.00078593-1.2222e-05i,-0.00037164-0.00017368i
0.00021421+0.0029907i,-0.00037852+0.00273i,0.00048789+0.0040828i,0.00038392+0.0020991i,-0.00095956-0.00044944i,-0.0025164-0.0012083i,-0.0026168-0.00039006i,-0.00059375+0.0010404i,0.00063007+0.0018131i,0.00049006+0.0015335i,0.001227+0.00064913i,0.0019486-0.00018334i,0.0018897-0.00060197i,0.00086521-3.3263e-05i,-0.00072525+0.00085401i,-0.00018551+0.0012494i,0.00067913+0.00086225i,2.2033e-05+0.00037145i,-0.00029004+0.00057503i,0.00025131+0.00060802i,0.00080722+0.00056883i,0.0012733+0.00061154i,0.0010938+3.9163e-05i
-0.00087962+0.0013551i,-0.0010298+0.001107i,-0.00068124+0.00047378i,0.0005059+0.00048113i,0.0010228+5.3893e-06i,-0.00010868-0.00054794i,-0.00066484+0.0010993i,0.00031599+0.0016772i,0.0011792+0.00066986i,0.0012611+0.00061493i,0.00091175+0.00080453i,0.00091856+0.00059436i,0.00119-8.0413e-05i,0.00030836-0.00026222i,-0.000933-5.1955e-06i,-0.00042157+9.0873e-05i,-0.00043472+0.00010465i,-0.0008057-0.0004114i,0.00026722-0.00039457i,0.00053715-0.00035098i,0.00035516-0.00062207i,0.00048614+4.4371e-05i,0.00038018+0.00097401i
-0.0031032+0.00084021i,-0.0028733+0.0014649i,-0.0018815+0.0020616i,0.0002316+0.0010461i,-8.9885e-05-0.00057657i,-0.00093249-0.0013635i,-0.00075209-0.00036434i,-0.00031032+0.0012799i,-0.0003488+0.0014477i,-0.00029961+0.00073275i,-5.6554e-06+0.00013634i,0.00018385+0.00028118i,0.00026535+5.8399e-05i,4.2037e-05-0.0004009i,-0.00023478-9.1829e-05i,-9.5622e-05+0.00020454i,-0.0002322-0.00049654i,0.00013638-0.00069876i,0.0008112-0.00032331i,0.00083398-0.00092678i,-0.00027945-0.0013083i,-0.00052999-0.00035969i,0.00017721+8.4616e-05i
0.00053338-0.00029567i,0.00079811-0.00064705i,0.00051365-0.0011006i,-0.00058132-0.0011821i,-0.0011877-0.00055073i,-0.0017834+0.00044061i,-0.0018318+0.0016256i,-0.00092535+0.0019363i,1.7818e-06+0.0011812i,0.00057419+0.00047729i,0.00070582-0.00030537i,0.0012753-0.00063766i,0.0011681-0.00060645i,-8.8159e-05-0.00094177i,-0.000811-0.00069976i,-0.00037595+0.00010711i,-0.00011919-0.00023879i,-0.00040232-0.00069226i,6.0853e-05-0.00097296i,0.0001362-0.00089888i,8.7467e-05-0.00085404i,0.00013964-0.00063894i,9.2643e-05+5.2894e-05i
0.002087-0.0027882i,0.0017019-0.0029333i,0.00086293-0.002736i,0.00013484-0.0018332i,-0.0012276-0.00077798i,-0.0016447+0.00035424i,-0.00073811+0.00081941i,6.9586e-05+0.00039634i,0.00033309+0.00061224i,0.00023771+0.00018225i,-0.00018341-0.00036912i,-0.00079546-0.00020879i,-0.00024833-0.0002628i,1.3258e-05-0.00067263i,-0.00088914-0.00038131i,-0.0014167+1.1813e-05i,-0.00058222+0.00010424i,0.00055528+0.00069767i,0.00063477+0.00023201i,0.00027947-0.00079877i,0.00042524-0.00066014i,0.0004117-0.00040962i,0.00025813-0.00095804i
0.0010021+0.00037775i,0.0014193-0.0014594i,0.0010738-0.0024794i,0.00041485-0.0015267i,-0.00066973-0.00025984i,-0.0016787+0.00046991i,-0.0016261+0.0011405i,-0.001036+0.0016599i,-0.00045785+0.00088499i,0.00012045-0.00078616i,-0.00018925-0.0013004i,-6.4042e-05-0.00047682i,0.00053427-0.00016185i,0.00042995-0.00017988i,-0.00022673+0.00052118i,-9.8366e-05+0.00057704i,0.00061992+0.00055492i,0.00067467+0.00080011i,0.00029094+0.00085832i,-7.6376e-05+0.00028808i,-0.00033483-0.00049128i,-0.00019439-0.00055891i,0.00015607-0.0004622i
-0.00083595-0.0011598i,-0.0014187-0.0010007i,-0.0015585-0.00070633i,-0.0012459-0.00077683i,-0.001198-0.0007382i,-0.00052039-0.00029002i,-0.00015077+0.00016193i,-0.00019305+0.0004137i,0.00023955+0.00020697i,0.00077738+0.00030879i,0.0017762+0.00076611i,0.0016842+0.00085036i,0.0005036+0.00039452i,-0.00017976+0.0001524i,0.00010748+0.00028393i,0.00019496+0.0011082i,-5.945e-05+0.0013461i,0.00017816+0.00063093i,0.00069783+7.8812e-05i,0.00089008-0.00072882i,0.00025581-0.0010681i,-0.00041122-0.00010872i,-0.00074942+0.00026958i
0.0016625+0.0025318i,0.0011652+0.003042i,0.0014596+0.0024485i,0.00076869+0.00050882i,-0.0005705-0.0010989i,-0.00076406-0.00099503i,-0.00059124+0.00027178i,-0.00057148+0.00070017i,0.0010011+0.00010866i,0.0019805-0.00061276i,0.0011191-0.00058596i,0.00072009-0.00036409i,0.00076743-0.00026516i,0.00051355-0.00021201i,-0.00040137-0.0001349i,3.6428e-05-0.00034468i,0.00093746-0.00011812i,0.00059322+0.00013222i,0.00055952-8.8443e-06i,0.00043459+0.00067358i,0.00021714+0.00022159i,0.0002793-0.0006244i,0.00025619+0.00031154i
0.0019729+0.00052939i,0.0019693+0.00018346i,0.0027156+8.7017e-05i,0.0022848+8.0514e-05i,0.0012878-0.00052126i,-0.00016195-7.0271e-05i,-0.0011966+0.00046368i,-0.00054967+0.00045667i,-0.00018509+0.00038125i,-0.00028011+0.00023915i,-0.00038386-1.0551e-05i,0.00021943-0.00047989i,0.00099752-0.00099789i,0.00062371-0.0019501i,-4.5181e-05-0.0012595i,-0.00088758+2.7441e-05i,-0.00062915+0.00039756i,0.00085282+0.00068149i,0.0012334+7.611e-05i,0.0002566-0.00040109i,0.00013479+0.00010895i,0.00023593+0.00022709i,0.00015845-6.3787e-05i
-0.0023053+0.00033707i,-0.0017005+0.00095236i,-0.00081445+0.001047i,-0.00030964+0.00024189i,0.00033801-0.00068337i,0.0001769-0.00060489i,-0.0010071+0.00055335i,-0.00095379+0.00099899i,0.000193+0.0010103i,0.00035287+0.0011492i,0.00090506+0.00048912i,0.0014893-0.00041567i,0.00085946-0.00082751i,0.00043643-0.00029674i,0.00015471+8.6474e-05i,-0.00015778+0.00056828i,2.1635e-05+0.0011931i,8.0506e-05+0.00042995i,6.1825e-05-0.0011264i,-0.00060888-0.0018632i,-0.00065842-0.0013244i,-0.00047586-0.00073741i,-0.00011143-0.00038099i
0.0010012+0.00062386i,0.00076658+0.00070225i,-0.00091889-0.00033014i,-0.001495-0.00090384i,-0.0021663-0.00080521i,-0.0022281-0.00020863i,-0.0012396+0.00090567i,-0.00074609+0.00062332i,0.00010031-0.00024915i,0.00069733+0.00018311i,0.001018+0.00021079i,0.0010563-0.00093741i,0.00052487-0.0014186i,2.5947e-06-0.00081447i,-3.8239e-05-7.9752e-05i,-4.4753e-05+0.0004604i,-0.00064926+0.00018264i,-0.00042367-0.00024876i,0.00034283-0.00034974i,0.00051399-0.00056463i,-0.00022317-0.00074572i,-0.00061673-4.4041e-05i,-0.00011967+0.0001824i
0.00085128-0.0019979i,0.00079334-0.0014846i,-4.4221e-05-0.00087986i,-0.00077921-0.00054532i,-0.001328+0.00041971i,-0.0016709+0.0012369i,-0.0013944+0.0010841i,-0.00073441+0.00072612i,0.00013807+0.00028809i,0.00060414+0.00013016i,0.00025051-0.00014693i,-0.00069718-0.00045235i,-0.00096798-0.00061908i,-0.00088491-0.0011442i,-0.00038144-0.00092581i,0.00028608-8.871e-05i,0.00041155+0.0006699i,0.00056396+0.0011295i,0.0007378+0.0010152i,0.00027195+0.00067258i,0.00019387+5.0081e-05i,0.00045412-0.00056341i,0.00088819-0.00061405i
0.0018873-0.0015886i,0.0025784-0.0013744i,0.0024693-0.0010026i,0.0012755+0.00017114i,-0.00035679-0.0007821i,-0.0014106-0.0003049i,-0.00090162+0.0022758i,0.00027893+0.0020947i,0.00056099+0.00026917i,0.00050232-0.00056924i,0.00047011-0.00075407i,-0.00030057-0.00046784i,-0.00072342+1.6942e-05i,-0.00034935-0.00047488i,-0.00011292+9.3251e-05i,0.00020327+0.0012074i,0.00042802+0.0010255i,6.5563e-05-0.00011559i,-0.00032468-0.00056339i,0.00017878-0.00016934i,0.00032602-0.00036724i,-3.5265e-05-0.0001829i,0.00017587-2.1991e-05i
0.00065149+0.0016856i,0.00017481+0.0019105i,0.00081225+0.0016388i,0.00056365+0.00045454i,-0.00055402+0.00022442i,-0.0017341+0.00055968i,-0.0012231+0.0011661i,0.00031073+0.0013823i,0.00065819+0.00068528i,0.00044365+0.0001858i,0.00026489-0.00050299i,0.00065088-0.0010434i,0.0007207-0.0013448i,0.00074252-0.00097305i,0.00095879+0.00030701i,0.0010839+0.0010845i,0.00069318+0.0011026i,-0.00016933+0.0012087i,0.00049701+0.00058516i,0.0013933-4.983e-05i,0.00069185+0.0002349i,0.00021817+0.00081807i,0.00050036+0.00044461i
-0.0004291+0.0014584i,-0.00031358+0.0017377i,-5.407e-05+0.0016743i,9.4462e-05+0.0013499i,-7.6399e-05+0.00018285i,-0.00060177-0.00038138i,-0.00096048+0.00015981i,-0.00075642+0.00080789i,-4.9459e-05+0.00081366i,0.00050823+2.8755e-05i,0.00036972-0.0009605i,0.00060367-0.00094806i,0.00080355-0.00039185i,0.00036431+4.2946e-05i,-0.00024368+0.00067389i,-0.00040199+0.00027166i,-0.00062618-6.4003e-05i,-0.00070015+0.00073869i,0.00016502+0.0013474i,0.00042221+0.00046459i,0.00038919-0.00023143i,0.00051956+0.0005582i,-9.4547e-05+0.00012399i
-0.00058037-0.002732i,-0.0018828-0.002382i,-0.0025754-0.0031269i,-0.0025465-0.0023704i,-0.0026134-0.0016957i,-0.0020261-0.0010758i,-0.0012873+0.00028444i,-0.0012123+0.00040817i,-0.0011068+0.00030531i,-0.0013224-0.00016197i,-0.00051943-0.00091227i,0.00051183-0.00073663i,6.1526e-05-0.00041276i,-0.00041525-0.00027996i,-4.698e-05-0.00015581i,0.00024615-5.194e-05i,5.3712e-05+0.001038i,-0.00065861+0.00079231i,-0.00059855-0.00072262i,-0.00011269-0.00098184i,0.00041366-0.00047232i,0.0001228+0.0001974i,2.2246e-05+0.00032522i
0.00087252-0.00019378i,0.0014453-0.00039071i,0.00091901-0.0011445i,0.00023093-0.0015759i,0.00033373-0.00098313i,-0.0003153-0.00022281i,-0.0009145+0.00083243i,-0.0004183+0.0010847i,0.00011715+0.00051834i,-0.00027765-7.8424e-05i,-6.688e-05-0.00038076i,0.00048371-0.00045738i,-0.00025428-0.00020899i,-0.00095382-0.00014303i,-0.0010932+0.00079754i,-0.00063302+0.0012985i,-0.00014174+0.0019547i,-0.00035662+0.0024816i,0.00037142+0.001153i,0.00052973+0.00016956i,0.00041624+2.4979e-05i,0.00044062+9.2706e-05i,-3.3201e-05-1.3383e-05i
0.00012872-0.00077911i,-0.00024491-0.0004674i,0.00015534-0.00096656i,-0.00056926-0.0011598i,-0.0013036-5.6706e-05i,-0.0010294+0.0011805i,-0.00098271+0.0015707i,-0.00048752+0.0017878i,5.6137e-06+0.0013721i,0.00010128-0.00030866i,0.00031876-0.0010978i,0.0011322-0.00049147i,0.00083181-0.00026052i,0.00025156-0.000298i,6.3983e-05+0.00020587i,-0.00069045+0.00035598i,-0.00091203+7.9618e-05i,-0.0002295+4.739e-05i,-7.5e-05-0.00029899i,-0.00041013-0.00035602i,-0.00067678-4.3776e-05i,-0.00081148+0.00043737i,-0.00075177+0.001022i
0.0019148-0.0013184i,0.0017174-0.0019449i,0.0018592-0.002089i,0.0014489-0.0012949i,0.00012676-0.00016864i,-0.0015869+0.00039394i,-0.0016033+0.00059886i,0.00014482+0.0011805i,0.00080424+0.000693i,0.00023481-0.001112i,-0.00040302-0.0014885i,-1.3008e-05-0.00081127i,0.00087043+8.8033e-05i,0.00082357+0.0010229i,-1.7288e-05+0.0011434i,0.00030133+0.00025477i,0.00072332-9.311e-05i,-1.3196e-05+0.00051759i,-9.0915e-05+0.0014362i,0.00027735+0.0014107i,0.00040515+0.00011272i,0.00014592-0.00071018i,0.0003011-0.00050017i
-0.00093356+0.00016056i,0.00053138+0.00013141i,0.00073946-0.0007963i,-9.8611e-05-0.0012033i,-0.00039222-0.00061968i,-0.00071834+0.0002823i,-0.00033772+0.00058531i,9.8406e-05+0.0002684i,0.00052771+0.00011365i,0.00088455+0.00039045i,0.00042115+0.00036054i,0.00034104-0.0001945i,0.00057113-0.00027834i,-0.00033635-0.0006176i,-0.00037155-0.00052097i,-0.00039541+0.00028726i,-0.00040711+0.00013924i,-0.00015255-3.037e-05i,-0.00021077+7.2393e-05i,-0.00039423-0.0002705i,-0.00075531-0.00061522i,-0.00068735-0.00054355i,0.00018969+1.596e-06i
-0.00034352+0.0019946i,0.00022279+0.0025153i,0.00064964+0.0025988i,7.2097e-05+0.00073375i,-0.00065089-0.0009124i,-0.00179-0.0008376i,-0.0026673+2.7455e-05i,-0.0013793+0.00079877i,-1.2631e-05+0.0010146i,-0.00029054+0.00070104i,-0.00058138-4.9042e-05i,-0.00051679-0.00035852i,-6.0715e-05+0.00043361i,-0.00014249+0.00035559i,-0.00045048+0.00035146i,-0.00065595+0.00041698i,-0.00024293+0.00054436i,0.00034517+0.00079767i,0.00016403+0.00098747i,-4.383e-05-5.1734e-05i,0.00056079-0.0008784i,0.00076993+0.00024913i,0.0007022+0.00071462i
-0.00030358+0.00027961i,-0.00032856+0.00020822i,-0.00053259+0.0012509i,-0.00081723+0.00060858i,-0.00045249-0.00016302i,-0.00053618+7.2803e-05i,-0.00094378+0.0011547i,-0.00076787+0.0024265i,-0.00038116+0.0020992i,4.7444e-05+0.00087663i,0.00057412-0.00010518i,0.00077851-0.00098254i,0.00049424-0.00031242i,0.00010097+7.9341e-05i,-0.00026284-0.00036336i,0.00037366+0.0004576i,0.0009088+0.0010237i,0.00042436+0.00097303i,0.00030557-4.7077e-06i,9.7451e-05+6.4926e-05i,-0.00025512+0.00021689i,-0.00011803-6.5601e-05i,-5.5117e-05-0.00020155i
-0.0007539-0.0010861i,-0.00040238-0.001526i,-0.00041713-0.0011831i,-0.00090333-0.0014105i,-0.00092534-0.0012708i,-0.00065461-0.00041423i,-0.00079995+0.00055755i,-0.00042526+0.00074319i,-0.00027119+0.00077733i,0.0003503+0.0011913i,0.0006933+0.00015051i,0.00056873-0.00059881i,0.00099884-0.00018662i,0.00032625+0.00041303i,-0.00073392+0.00067701i,-0.00052436+0.00085452i,-0.00011082+0.00038365i,2.8738e-05-0.00035024i,8.6172e-05-0.00038142i,-9.1235e-05-0.00040522i,-0.00039167-0.00023424i,-0.00039551-0.00015623i,0.00029944+0.00015225i
