-0.001107+0.00047447i,0.00048275-0.00060899i,-5.1431e-05+0.0017254i,0.00032187+0.0039404i,0.0012299+0.0037908i,0.00092655+0.0023507i,0.00093051+0.00022491i,0.0011172-0.00085089i,0.0012123+0.00010514i,0.00085695+0.00057026i,0.00026458+0.00056417i,-3.5244e-06+2.2514e-05i,-0.00037051-0.00085521i,-0.00069511-0.0011628i,-0.00061509-0.00098289i,-0.00068592-0.00041723i,6.5782e-05+4.6062e-05i,0.00078181+0.00024411i,0.00039263+8.9039e-05i,0.0010117+9.6047e-05i,0.00087005-0.0002971i,-0.00011578-0.00065278i,1.6941e-05-0.00055795i
0.0010345-4.8455e-05i,0.0011651-0.00094084i,0.0028065-0.0023797i,0.0041191-0.0040358i,0.0026681-0.0054999i,-0.00045981-0.0053699i,-0.0020152-0.0030894i,-0.0011318-0.0016161i,3.7994e-05-0.00033698i,0.0013012+0.0010142i,0.0010996+0.00036123i,-0.00022894-0.0013347i,-0.00025191-0.0017681i,0.00099869-0.0014697i,0.00162-0.00090401i,0.00081008-0.00051297i,0.00012614-0.00048964i,0.00107-0.00033445i,0.0011844-4.2709e-05i,-0.00013258+0.00021476i,-5.3098e-05+0.00047929i,8.3314e-05+0.001098i,0.00035233+0.00073814i
7.3092e-05+0.00095173i,0.0014439+0.0027419i,0.003734+0.0024014i,0.0052086-0.00028112i,0.0040889-0.0034665i,0.0004049-0.0057743i,-0.0011973-0.0052336i,-0.00066315-0.0025966i,5.2235e-07-0.00029388i,0.0014653+0.00086942i,0.0021172+0.00099093i,0.0013213+0.00013573i,0.0004856-0.00094511i,-0.00074237-0.0026501i,-0.00068299-0.0039558i,-0.00049046-0.0032745i,-0.00039066-0.0024056i,0.00013266-0.0023918i,0.00050893-0.001151i,0.00025591+0.00040318i,-6.462e-05+0.00018285i,0.0001769-7.4026e-05i,0.0009209+0.00060664i
-0.00034829-6.4526e-05i,0.00038673-0.00017727i,0.0042609-0.00085018i,0.0073061-0.0031857i,0.006003-0.0058813i,0.0018161-0.0056746i,-0.00083177-0.0037143i,-0.00048213-0.0017391i,0.00085949+0.00040027i,0.0012241+0.00165i,0.00017931+0.0022123i,-0.00063624+0.0027771i,-0.00054788+0.0024696i,-0.00050343+0.001044i,-0.00087871+1.2965e-05i,-0.00070785-0.00055353i,-0.00058197-0.00089288i,-0.00078619-0.00052309i,-0.00081452-0.00013469i,-0.00032183-0.00055163i,-0.00021057-0.00052148i,-7.8348e-05+2.2301e-05i,0.00066719-0.00014727i
0.001684-0.00087324i,0.0024401-0.0025508i,0.0040028-0.0042374i,0.0056111-0.0063928i,0.0045582-0.0077062i,0.00085983-0.0065904i,-0.0011195-0.0041611i,-0.0019968-0.0017828i,-0.0020667+0.0012545i,-0.00072486+0.0028023i,0.00064049+0.0014456i,0.002046+0.00054648i,0.0027744+0.00074803i,0.0019307+0.0012234i,0.00069826+0.0014587i,-0.0003291+0.00037563i,-0.00085953-0.00032512i,-0.00051391-0.00017193i,-0.00023506-0.000341i,-0.00065493+0.00024123i,-0.0010571+0.00064647i,-0.00090458+0.00043008i,-0.0007921+0.00030215i
-6.8033e-05+0.00086401i,0.0030337-0.00037201i,0.0071488-0.00343i,0.0091985-0.0070257i,0.0059442-0.0083137i,0.00098665-0.0067894i,-0.0017278-0.0036722i,-0.0025573-0.0010631i,-0.0019022+0.00132i,-0.00071668+0.0028688i,-0.00063518+0.0028213i,-0.001104+0.0022287i,-0.00042599+0.0018457i,0.00059196+0.0011552i,0.0013787+0.0011432i,0.00073928+0.0019575i,-0.00021161+0.0013242i,0.00046829+0.00040415i,0.00062074+0.00067703i,-0.0005744+0.00095735i,-0.00056312+0.00018672i,0.00035668-0.0006656i,0.00023976-0.00040264i
0.001214+0.0012882i,0.0033424+0.0038959i,0.0074265+0.0041216i,0.010133+0.0011448i,0.0071979-0.0018686i,0.0022499-0.0027593i,0.00063882-0.0022395i,-3.4895e-05-0.00085369i,-0.001671+0.00078025i,-0.0021198+0.0017283i,-0.001553+0.0016178i,-0.0011708+0.0010445i,-0.00010994-0.00024388i,0.00051781-0.0009569i,0.00030277-0.0017573i,0.00052591-0.0020932i,0.001108-0.0017172i,0.0015939-0.0015254i,0.0016017-0.00093137i,0.00077236-0.00017092i,-8.5693e-05-8.9162e-05i,8.9488e-05+0.00016587i,0.00040077+0.0011935i
0.0015501-0.00079845i,6.6781e-05+0.0013324i,0.0029322+0.0005734i,0.0052736-0.0012414i,0.0023469-0.0044568i,-0.0021428-0.0046661i,-0.0030099-0.0022421i,-0.0012926-0.0020342i,-0.0008761-0.0016363i,-0.0014353-0.00035147i,-0.0013528+0.00055173i,-0.00054429+0.0015067i,-0.00035359+0.0023544i,-0.00038427+0.0030972i,-0.00010396+0.0028886i,-0.00012483+0.0014213i,-0.0004888+0.00043717i,-2.7472e-05-0.00022803i,0.00060404-0.00037296i,0.00059156+7.1739e-05i,-0.00040052+0.00010532i,-0.00094047-0.0004476i,-0.0003489-0.0013541i
0.0031439+0.0015038i,0.0031593-0.0013157i,0.0043743-0.005667i,0.0031095-0.0081216i,0.0020732-0.0077523i,-0.0010049-0.0066353i,-0.0032552-0.0038425i,-0.0031181-0.00081076i,-0.0016993-1.0654e-05i,0.00028699+0.00018903i,0.00042671-6.0899e-05i,-0.00032567+0.00065328i,-0.00029537+0.0024637i,0.00012963+0.0029485i,-0.00051448+0.0023463i,-0.0016104+0.00063367i,-0.001443-0.00024262i,-0.00065715-0.00077196i,-0.00040033-0.0011702i,-0.00060973-0.00097862i,-0.00046232-0.00025402i,0.00018037+0.00022185i,7.8562e-05-9.04e-05i
0.0068511+0.0022861i,0.0054675+0.009637i,0.0075083+0.00068156i,0.0034763-0.0082523i,-0.0039065-0.011273i,-0.0088352-0.0069444i,-0.0061455-0.0013427i,-0.0032662-0.00087158i,-0.0017471-0.002611i,-0.0017387-0.0040333i,-0.0033272-0.0025757i,-0.0030815+0.0002032i,-0.001129+0.002907i,0.00094519+0.0041112i,0.0026124+0.002719i,0.0025768+0.00095457i,0.00085353+4.7356e-05i,-0.00026605+0.0014634i,-0.00085266+0.0027858i,-0.0011813+0.0021838i,-0.0016153+0.00083726i,-0.0017517+0.00030418i,-0.00071119-0.00041757i
-0.0027528-0.001353i,-0.0028704-0.0030743i,-0.00068126-0.0020277i,0.0037184-0.0023276i,0.0045837-0.0026127i,0.0019872-0.0035224i,-0.00087865-0.0040796i,-0.0026536-0.0031329i,-0.0026738-0.0022108i,-0.0013843-0.0012164i,-0.00039707-0.00030168i,0.00059506+0.000423i,0.00036334-0.00072239i,-0.00069155-0.0015367i,-0.00095291-0.00096606i,-0.00082573-0.00099731i,-0.00045941-0.0020267i,3.3783e-05-0.0029637i,0.00031311-0.0017938i,0.00053639-0.00040242i,0.00067524-0.00028705i,0.00048495-0.00037278i,0.00090576-0.00034008i
-0.0020087-0.0009777i,0.0018909-0.002234i,0.0052634-0.00068244i,0.0071587+0.00070183i,0.0058524-4.3647e-05i,0.0043784-0.0033731i,0.0020094-0.0050142i,-0.00075732-0.0036242i,-0.0014703-0.0010742i,-0.0013153+0.00048663i,-0.0012931+0.00021025i,-0.0016755-0.00042616i,-0.0019478-0.0014728i,-0.0013475-0.002225i,-0.00077131-0.0016423i,9.6625e-05-0.0012985i,0.0006062-0.0010177i,7.9386e-05-0.00089111i,3.3188e-05-0.0012141i,0.00022801-0.00060196i,-0.0002817+0.00024326i,0.00010581+0.00010579i,0.0015113-0.00010562i
-0.00090831+0.00066942i,5.5145e-05+0.0013796i,0.0030708+0.0013326i,0.0057488-0.00050276i,0.0044258-0.0017608i,0.0013356-0.002436i,-0.0014318-0.0030744i,-0.0027028-0.0031094i,-0.0018798-0.0010707i,-0.00060283+0.00028279i,0.0001603+0.00029196i,0.00022685-0.00031029i,4.9097e-06-0.00076913i,-0.00060018-0.0013892i,-0.0012981-0.0021969i,-0.001656-0.0020807i,-0.0013302-0.0017559i,-0.00038212-0.0015156i,0.00033701-0.0013777i,-8.4706e-05-0.0017738i,-0.00036852-0.0014937i,-6.7989e-05+0.00015271i,-5.1319e-05+0.00022971i
-0.00079594-0.0021212i,0.00049521-0.003076i,0.0026296-0.0017808i,0.006579-0.0019515i,0.007596-0.0045214i,0.0043703-0.0055019i,0.00066495-0.0044863i,-0.00051964-0.0031503i,-0.0002097-0.001531i,0.00016721+0.00036481i,-7.2544e-05+0.00086529i,-0.00026995+0.0014401i,-0.00045712+0.0014102i,-0.00028074+0.00040487i,-0.00021983+0.00028606i,-0.00057943+0.00035662i,-0.0010425+0.00040242i,-0.0017451+0.00066744i,-0.00093601+0.00029154i,0.00013696-0.00039249i,0.00012609-0.00098599i,0.00027996-0.00083212i,0.00021921-0.00034201i
0.0019286+0.0014186i,0.00459+0.0031507i,0.0083739+0.0036046i,0.0093678+0.00051754i,0.0069951-0.0038939i,0.0019935-0.0046253i,-0.00077353-0.0034238i,-0.00069465-0.0029265i,-0.00040259-0.0019331i,0.00013626-0.00033639i,0.00045774+4.7716e-05i,-8.6082e-05-3.0305e-05i,-0.00024138+7.7467e-05i,-0.00011934-0.00041358i,-0.00016676-0.00088762i,-0.00066331-0.0006583i,-0.0012202+0.00026597i,-0.00081033+0.00056912i,0.00043917+0.00099256i,0.00062082+0.00094115i,0.00052147-0.00026076i,0.00025457+6.0822e-05i,-0.0003755+0.00073759i
-0.0029335+0.0012129i,-0.0026166+0.00062237i,0.0013171-0.00054895i,0.0055048-0.0025572i,0.0043492-0.0035606i,0.0011746-0.0045846i,-0.00094538-0.0042033i,-0.0011538-0.0036387i,-0.00052116-0.002172i,-2.0199e-05-0.00023213i,-0.00042663+0.00038845i,-0.00071421+0.00028845i,0.00070373-0.00028824i,0.0011889-0.00078438i,0.00064712-0.00045635i,0.00039377-0.00011552i,0.00029322-0.00014929i,0.00049023+0.00023931i,0.00034845+0.00024081i,0.00026899-0.00079487i,0.00046418-0.0003002i,3.539e-05+0.00026186i,-0.00051962-3.1067e-05i
0.00095222-0.0026435i,0.0021054-0.0039556i,0.002894-0.0031577i,0.0043834-0.001643i,0.0038204-0.0021112i,0.0018459-0.0038677i,-0.00021999-0.0042996i,-0.0011634-0.003291i,-0.0004391-0.0015186i,0.00016891-6.3432e-05i,8.9101e-05+0.00059785i,-0.00073029+0.00060294i,-0.0011281-0.00016753i,-0.00075163-0.00053361i,-0.00010158-0.00055953i,0.0002532-0.00084029i,-0.00078211-0.001277i,-0.00037785-0.0016195i,0.00056661-0.0012951i,0.00041802-0.00059242i,0.00034274+0.00036026i,0.00073679+0.00075255i,0.0006009-0.00019571i
0.0010312+0.0022046i,0.0031886+0.0044915i,0.004317+0.005056i,0.0043973+0.0036193i,0.0037009+0.0008524i,0.00164-0.0025964i,-0.00061177-0.0039324i,-0.0009228-0.0031145i,-0.00050881-0.0011693i,-0.00034628+0.00037611i,-0.00071503-0.00042069i,-0.0014713-0.00030896i,-0.0010975+0.0007121i,0.000332+0.00038209i,0.00069289+0.0002074i,0.00034546+0.00026967i,-8.6345e-05-8.5549e-05i,-0.0003081+0.00014627i,-0.00049116+0.0006532i,-0.00052658+0.00045923i,-0.00080306-0.00026082i,-0.00036916-0.00068014i,0.00050309-0.00098976i
-0.0025938-0.00053056i,-0.0015175-0.00011075i,0.0028684+0.0013071i,0.0070175+0.0010346i,0.0065029-0.0015417i,0.0026798-0.0041596i,0.00030056-0.0052631i,0.00015276-0.003542i,-0.00029666-0.0006187i,-0.00036265+0.00064753i,4.826e-05+4.5373e-05i,5.9845e-05+0.00012914i,0.0005117+0.0004049i,0.00095641+0.00030786i,0.00070339+0.00041164i,-0.00035606-0.00050736i,-0.0014334-0.0012744i,-0.0017978-0.00086545i,-0.00066446-7.8724e-05i,0.00023516-1.744e-05i,0.00026539-0.00023791i,0.000937+6.7211e-05i,0.00081765+0.00066427i
0.00079137-0.0017392i,0.0027911-0.0037447i,0.0035658-0.0044027i,0.0032301-0.0042089i,0.0028255-0.003372i,0.0022532-0.0038052i,0.0012745-0.0043085i,0.0004081-0.0024696i,-0.00086778-0.00025416i,-0.0011067+0.00016039i,-0.0010918+0.00050665i,-0.0014644+0.00025015i,-0.0003889-0.00075293i,0.0011608-0.0014586i,0.0017148-0.0011656i,0.0014396-0.00070862i,0.00096506-0.00077055i,4.4313e-05-0.00084791i,-0.00027917-0.00029421i,-2.5289e-05+0.00039463i,-0.00017365+0.00057168i,-0.0004512+0.00042914i,0.0003535+0.00060931i
0.00036247+0.0015539i,0.0022288+0.0038788i,0.0017859+0.0031708i,0.0019226+0.0017171i,0.001173-0.00041436i,-0.00036963-0.001693i,-0.00050284-0.0013845i,-0.00028902-0.0018863i,-0.00066583-0.0013476i,-0.0012112+0.00025104i,-0.0014421-8.7506e-05i,-0.0010339-0.00054751i,-0.00024851+0.00049528i,0.00059413+0.0002416i,-0.00036118-0.00026243i,-0.0016585-6.3715e-05i,-0.0012813-0.00063324i,5.0886e-05-0.0011162i,0.00036021+0.00026151i,-0.000483+0.00074059i,-7.5369e-05-0.00043486i,-3.0234e-05+5.5798e-05i,4.2333e-05+0.00094561i
-0.002069-0.00047351i,-0.0014438-0.00037361i,0.0020419+0.00061167i,0.0049405-0.00087118i,0.0035224-0.0039833i,0.00089678-0.0052147i,-0.0004264-0.0035721i,-0.0012761-0.0016829i,-0.0010216-0.0010527i,-0.00013347+3.9772e-05i,0.00028256+0.00063284i,-0.00023608+0.0010198i,-0.00077339+0.00062419i,-0.0011393+0.00018864i,-0.0011414+0.00016104i,-0.0012273-0.00023487i,-0.0014557-0.00013294i,-0.0014123-0.00023885i,-0.0012803-0.00065686i,-0.0011737-0.0012312i,-0.00055004-0.0016118i,0.00030594-0.001066i,0.00092754+0.00014146i
0.0022326-0.0019644i,0.0048785-0.0013941i,0.0061262-0.0010075i,0.006552-0.0017556i,0.0057649-0.0022461i,0.0021318-0.0027498i,-0.001323-0.003376i,-0.0022408-0.0022651i,-0.0016414-0.00072773i,-0.0005264-0.00021423i,-0.0005488+0.00010484i,-0.00024563+0.0006057i,-9.5437e-05+0.00078928i,-0.0001573+0.00025242i,-6.2665e-05+8.6832e-05i,-0.00031491+0.00054629i,-0.00071843+0.0010423i,-0.00091751+0.00068623i,-0.00063138-0.00023101i,-9.4929e-05+0.00034285i,-0.00017882+0.00093297i,-0.00041271+0.0002058i,0.00050334-0.00029666i
-5.6479e-05+0.001561i,-0.00022927+0.00076826i,0.0017424-1.0371e-05i,0.004818-0.0021559i,0.0042489-0.0036365i,-0.00024457-0.0048553i,-0.0024665-0.0040402i,-0.0020583-0.0017917i,-0.0020725-0.00070016i,-0.0017994-0.00046723i,-0.00057153+4.317e-05i,-0.00011462+0.00040877i,-0.00042017+0.00037977i,-0.00018661-8.606e-07i,4.358e-05-0.00035298i,0.00031152-0.00039873i,0.00052846+0.00043838i,-0.00040254+0.00049063i,-0.0013484+0.00014464i,-0.00092949-0.00026664i,-0.00027229-0.00033156i,-0.00014529+0.0001163i,-0.00012241-0.00017807i
-0.0021437-0.0023586i,0.00011719-0.0022492i,0.0031064-0.00048668i,0.0058453+0.00037865i,0.0057137+0.00016944i,0.0032732-0.0012577i,0.00052573-0.0034447i,-0.00059222-0.0027927i,-0.0011692-0.0010002i,-0.0012973-0.00067829i,8.5594e-05-0.00068414i,0.00087102-0.00039685i,0.00054197-0.0006372i,-0.00017497-0.00094691i,-0.0008959-0.0014367i,-0.0017228-0.0021108i,-0.0014845-0.0020446i,-0.00011569-0.00089675i,0.00054061-5.5339e-05i,0.00041143-0.00028521i,0.00024969-0.00017751i,0.00090323+0.00039971i,0.0010027+0.00097527i
0.0018325-0.00032091i,0.0028607+0.0017418i,0.0035848+0.0025873i,0.0028422+0.0011991i,0.0013458-0.00098865i,-0.00034191-0.0025473i,-0.0017132-0.0022565i,-0.0019776-0.0015332i,-0.0011579-0.0011053i,-6.4658e-05+0.00035798i,0.00011966+0.0004279i,0.00035563+0.00047331i,0.00050702+0.0010007i,0.000179-0.00063827i,3.621e-05-0.0019373i,4.3097e-05-0.00080146i,-0.00016711+0.00046548i,-3.6489e-05+0.00053417i,0.0002606+0.00014691i,0.00020002-0.0003698i,0.00030517-0.00011376i,0.00046973+0.00052389i,0.00033573+0.00045999i
-0.0021508+0.00032768i,-0.0020123-0.00072898i,0.00024311+0.00024694i,0.0041186+9.2133e-05i,0.0066859-0.0019764i,0.0039088-0.0038756i,-1.0204e-05-0.003781i,-0.0016943-0.0017001i,-0.0013097-0.00059499i,0.000658-0.0002306i,0.00079797-9.2936e-05i,-0.0012638-0.00024996i,-0.0015938+0.00025215i,-0.00043573+7.5127e-05i,2.6957e-05-0.00038858i,-0.00033755-0.00034367i,-0.0003771+0.00062093i,2.7677e-05+0.00097697i,-0.00015463+0.0003214i,2.0364e-05+0.00017709i,7.5096e-05-0.00024636i,-1.9533e-05-0.00051407i,-0.00031534-0.00066539i
0.0014932-0.0012831i,0.0028304-0.00072512i,0.0053556-0.0019388i,0.007005-0.0035576i,0.004191-0.00319i,0.00028543-0.0033824i,-0.00083605-0.0032589i,-0.00095636-0.0017791i,-0.00090569-0.0012689i,-0.000712-0.0015785i,-0.00087797-0.0012028i,-0.00032673-6.1537e-05i,0.00058389+0.0010265i,0.00039422+0.001008i,0.00045555+0.00030342i,0.0011031-0.0003743i,0.00067533-4.9059e-05i,0.00023514-0.00024836i,-0.00023872-0.0011723i,-0.00062653-0.00047324i,-0.00035685+0.00018657i,-9.3038e-05+0.00023446i,0.00018997-6.3742e-05i
0.00078158+0.00055718i,0.002738+2.9565e-05i,0.0051897-0.00068396i,0.0062004-0.0018016i,0.0039612-0.0033383i,0.0007059-0.0034994i,-0.00082959-0.0028888i,-0.0011839-0.0022402i,-0.0011536-0.0015839i,8.8454e-05-0.00097683i,0.00018565-0.00027951i,-0.0009157-0.00015884i,-0.00058266-0.00015253i,0.00031029-0.00012921i,0.00062422-0.00059176i,0.00071786-0.0012508i,9.6521e-05-0.0010691i,-0.00060277-0.00075054i,-0.00041919-0.00039661i,-0.00030846-3.1319e-06i,-0.00012258+0.00080501i,-0.00015912+0.0016648i,0.00018655+0.00066628i
-0.0030381+0.00017784i,-0.00029097+0.00031442i,0.0036946+0.00093747i,0.0062234-0.00061255i,0.0066736-0.0015058i,0.0043061-0.0028324i,0.0010206-0.0036457i,-0.00089026-0.0025081i,-0.0014622-0.00065585i,-0.00036416+0.00071368i,0.00033505+0.00061641i,-0.00043118-0.00024894i,-0.00094463-0.00023033i,-0.0010604-0.00010309i,-0.00040077-0.00048527i,0.00057991-0.00018655i,0.00029066-0.00021364i,-0.00065817+6.128e-05i,-0.00097613+0.00052322i,-0.00034896+0.0001219i,0.00059337-0.00019011i,0.0010903+0.00012596i,0.00064073+0.00035009i
0.00037614-0.0014163i,0.00059403-0.0014009i,0.0012594-0.00088459i,0.0030771-0.0015493i,0.0024029-0.0027419i,-0.00023747-0.0034185i,-0.0020616-0.0033416i,-0.0020839-0.0027701i,-0.001494-0.00084916i,-0.001442+0.00071559i,-0.00054871+0.00065126i,0.00056247+0.00051551i,0.00018619+0.00063914i,-0.00026638-2.4841e-05i,-0.0005387-0.00043181i,-0.00059668-0.00032364i,-0.00042869+9.8247e-05i,-0.0006368-0.00020223i,-0.00061095+2.5367e-06i,0.00031981+0.00016157i,0.0005812-0.00029193i,-7.5082e-05+0.00063006i,0.00018083+0.0012486i
0.0026338+0.00087724i,0.0047318+0.0019361i,0.0072565+0.00043411i,0.0076653-0.0015759i,0.0048833-0.0028129i,0.0010538-0.0038011i,-0.00062634-0.0035492i,-0.00085746-0.0023508i,-0.00045763-0.0010796i,-0.00068381-0.00013763i,-0.00050197+2.5849e-05i,0.00036633+0.00031296i,0.0012685+0.0010139i,0.00089695+0.0012102i,0.0001779+0.00061063i,0.00039527-4.9111e-05i,-3.4283e-05-0.00011241i,-0.00011617-0.00021557i,0.00020951-0.00010106i,-1.1785e-05+0.00044525i,-0.00043047+0.00016732i,-0.00036076-0.00060085i,0.00028778-0.00035951i
0.00030362+0.00029112i,-0.00022982+0.0003441i,0.001724+0.00059827i,0.0039819+0.0001848i,0.003943-0.0015518i,0.0020754-0.0022135i,0.00051117-0.0023722i,0.00010931-0.0025635i,1.1838e-05-0.0018653i,-0.00062962-0.00070402i,-0.0015258-0.00069235i,-0.0017583-0.00058099i,-0.0010048-0.00027951i,-7.3883e-07+0.00025895i,8.7668e-05+0.00024466i,-0.00061198-0.0011992i,-0.00070126-0.0020459i,-0.00083367-0.0012377i,-0.0011275-0.00017486i,-0.00082917+0.00037525i,-4.2653e-05+0.00048917i,0.00053438+0.00054262i,0.00013168+0.00098606i
0.0013747-0.0011971i,0.0028732-0.0011162i,0.0044797-0.002506i,0.005176-0.0048652i,0.0041507-0.0056027i,0.0012725-0.0055774i,-0.0010543-0.0052398i,-0.0012237-0.0040977i,-0.00048815-0.0018428i,-0.000261+0.00037047i,-0.0008272+0.00082504i,-0.00099613+0.00078361i,-0.00060877+0.00039528i,-0.00039189+0.00013096i,3.7078e-05+0.00031913i,-0.00034522+0.000232i,-0.0014176+7.3461e-05i,-0.00086572-5.059e-05i,-0.00022847-0.00067463i,-0.0001227-0.00054571i,0.00011437-4.282e-05i,6.4002e-05+0.00025983i,-0.00016503+7.189e-05i
-0.00012723+0.0013376i,-0.0016687+0.0019223i,-0.0015904+0.0014802i,0.00019602+0.00039883i,0.0010262-0.00063379i,-0.00018519-0.0016889i,-0.001084-0.0017817i,-0.0004921-0.0012258i,0.00035084-0.00058043i,0.0010953+0.00054182i,0.0010158+0.0015209i,0.00016627+0.0010534i,0.00037473+2.6009e-05i,0.00021794-0.00017681i,-0.00025925-0.00034976i,-0.00015786-0.00019977i,-7.0456e-05-0.00061862i,-0.00076419-0.0006091i,-0.00065604-0.00026757i,-0.00031949-4.2928e-05i,-0.00064181-2.7491e-05i,-0.00033482+5.9019e-05i,-0.0001232-7.7378e-05i
0.0011786-0.0015857i,0.0023284-0.0021248i,0.0038818-0.0035877i,0.0047059-0.0038835i,0.0038738-0.0031103i,0.0013133-0.0026041i,-0.00027455-0.0026398i,-0.00020649-0.0019916i,0.00016249-0.00044381i,-0.0006481+0.00014463i,-0.00099468-9.9468e-05i,-0.00076277+0.00033955i,-0.00053619+0.00035647i,0.00011672+0.0003644i,0.00046119+0.00031268i,-0.00025421+0.00025657i,-0.00071311+0.00029029i,-0.00094492+0.00026369i,-0.001237-0.00070115i,-0.00077592-0.0011774i,-0.00065984-0.00019846i,-0.0008337+0.00069079i,-0.0005378+0.00040926i
0.00037319+0.0022063i,0.0017956+0.0018567i,0.0054909+0.0032965i,0.0080204+0.0032239i,0.0060436-7.6162e-05i,0.0019023-0.0033978i,-0.0004209-0.0038742i,-0.0011212-0.0022967i,-0.0010851-0.0010593i,-0.00057084-0.00032608i,-0.00069729-0.00063623i,-0.0010553-0.001149i,-0.000583-0.00059662i,5.6328e-05+0.0004246i,0.00010102+0.00039402i,0.00013556-0.00029048i,-0.00034582+0.00021246i,-0.00089859+2.2567e-06i,-0.00066384-0.00048536i,-0.00051928-3.1429e-05i,7.9412e-05+0.00031664i,0.00043215+0.00013254i,0.00073316-1.2712e-05i
-0.00024363-0.00073712i,0.0024459-0.0018817i,0.0042878-0.001873i,0.006835-0.0026516i,0.006799-0.004108i,0.0028395-0.0047428i,-0.00024463-0.004279i,-0.0010238-0.0031538i,-0.0006358-0.0011842i,-0.00013075+8.6806e-06i,-0.00038816+9.5909e-05i,-0.00059685+0.00038175i,5.5672e-07+0.00080284i,0.00029416+0.00086577i,-3.2646e-05+0.0007291i,-0.00056813+0.00077367i,-0.00056951+0.00051193i,-0.00069452+0.00016304i,-0.00051571-0.00032194i,3.8121e-05-0.00068647i,-0.00016823-0.00028398i,-0.00022223+0.00012947i,-8.0551e-05+0.00021075i
-0.00063579-0.00059376i,0.00018265+0.00080147i,0.0024081-0.00044644i,0.0048019-0.0018962i,0.0041025-0.0016183i,0.00072241-0.0026096i,-0.0018897-0.0031403i,-0.0019255-0.0024276i,-0.00088217-0.00088787i,-0.00066634+0.0004099i,-0.0010361+0.00037914i,-0.0014536+0.0003168i,-0.0012041-0.00053027i,-0.00024513-0.001032i,-0.00052523-0.00019733i,-0.0011147+0.00039421i,-0.0008141+0.00026625i,-0.00025403+0.00012698i,0.00044111+0.00013114i,-0.00034908+7.4071e-05i,-0.00052795-0.00012277i,-6.726e-05+0.00014623i,-0.00011157-0.00021338i
0.00026448-0.0010301i,0.0011358-0.00033934i,0.0035643-0.00019748i,0.0047986-0.0012807i,0.0038446-0.0032152i,0.0017811-0.003821i,-7.5329e-06-0.0029204i,-0.00053872-0.0017899i,-0.00090795-0.00093218i,-0.00067163+0.00043906i,-0.00022728+0.00095037i,-0.00092281+0.001044i,-0.0010051+0.00036128i,0.00017562-0.00046262i,0.00049512-0.00071163i,-0.000299-0.0011301i,-0.00076029-0.00085092i,-0.00049354-0.00010597i,-2.8237e-05+0.00034755i,-0.00021839+1.7412e-05i,-0.00019674-4.2233e-06i,-0.00023753+0.00077102i,-0.00011117+0.0011053i
0.0017918+0.00037647i,0.0031461+0.0023974i,0.0053161+0.0028927i,0.0066469+0.0016091i,0.0062602-0.00064386i,0.0022931-0.0020883i,-0.00059268-0.0021625i,-0.00061656-0.0012636i,-0.00094294-7.7584e-06i,-0.0011073+0.00089431i,-0.00069795+0.00060906i,-0.00073845-0.00060295i,-0.0012205-0.00041798i,-0.0007205+0.00041726i,-0.00057563-8.5589e-05i,-0.001684-0.00080661i,-0.001773-0.00067401i,-0.00028957+6.0032e-05i,0.00061205+0.00067849i,0.00078445+0.00038547i,0.00060467-0.00013853i,-0.00026572+0.00039414i,-0.00064063+0.00056427i
-0.00051529-0.0011162i,0.00039665-0.00050542i,0.0025857-0.0015153i,0.0043269-0.0023344i,0.002788-0.0026515i,0.00019925-0.0030943i,-0.00079174-0.0026916i,-0.001001-0.0017742i,-0.0007928-0.00051524i,-0.00045457+0.00080436i,-0.00082601+0.00067645i,-0.0011563+0.00021636i,-0.001303+0.00057581i,-0.00093528+0.00058113i,-0.00047876+0.0002678i,-0.00062426+2.5776e-05i,-0.00065691-0.00052676i,-0.00025488-0.00035836i,0.00092186-2.7908e-05i,0.0016148-0.00035675i,0.00054983-0.00044856i,-7.4958e-05+0.00049037i,0.00042798+0.00076069i
0.0031758+0.00048518i,0.0031098+0.0004385i,0.0056225-5.574e-05i,0.0076404-0.00068687i,0.0059744-0.0024045i,0.0013477-0.0034177i,-0.0010877-0.0029762i,-0.00075029-0.0024104i,-0.00087497-0.0016215i,-0.00044094-0.00043537i,7.341e-05+7.4155e-05i,-0.00024178+0.00023956i,-0.0004393-6.0134e-05i,-2.0072e-05-0.00054252i,0.00033637-0.00069545i,0.00019047-0.0012437i,-6.6906e-05-0.00086768i,0.00068224-8.0307e-05i,0.001084+0.00038472i,0.00045606+0.0010084i,0.00053446+0.0008885i,0.00080995+0.0004662i,0.0010233-7.4703e-05i
-0.0012587+0.001827i,-0.0013247+0.0029388i,0.0010274+0.0028559i,0.0029107+0.00070546i,0.0027395-0.0019749i,0.00036985-0.0031163i,-0.0018872-0.0025393i,-0.0024-0.0011937i,-0.0017299+0.00029884i,-0.00020931+0.00064283i,0.00038111-3.0435e-05i,-0.00022303-0.00051993i,-0.00067201-0.00024683i,-0.00067047-0.00074125i,7.7691e-05-0.00065259i,4.9302e-05-3.3279e-05i,-0.00055413-5.1531e-05i,-0.00057262+2.8096e-05i,-0.00055867-0.00012501i,0.00022114-0.00051064i,0.00099927-0.00047434i,0.00080774-0.00013913i,0.00044146-0.00023266i
