-0.001107+0.00047447i,0.00048275-0.00060899i,-5.1431e-05+0.0017254i,0.00032187+0.0039404i,0.0012299+0.0037908i,0.00092655+0.0023507i,0.00093051+0.00022491i,0.0011172-0.00085089i,0.0012123+0.00010514i,0.00085695+0.00057026i,0.00026458+0.00056417i,-3.5244e-06+2.2514e-05i,-0.00037051-0.00085521i,-0.00069511-0.0011628i,-0.00061509-0.00098289i,-0.00068592-0.00041723i,6.5782e-05+4.6062e-05i,0.00078181+0.00024411i,0.00039263+8.9039e-05i,0.0010117+9.6047e-05i,0.00087005-0.0002971i,-0.00011578-0.00065278i,1.6941e-05-0.00055795i
0.0018802+0.0001453i,0.0019459+0.0011042i,0.00095827+0.0022648i,0.0017978+0.0034114i,0.0030806+0.0032331i,0.0028593+0.0013214i,0.0023076+3.6534e-05i,0.001373+0.0001462i,-0.00029296-0.00031786i,-0.00047215-0.00054137i,9.0164e-05-0.00036475i,-0.00010965-0.000378i,0.00013506-0.00048748i,0.00055129+5.8581e-05i,-2.1884e-05+0.00026825i,-0.00058824-0.00033345i,0.00013747-0.00104i,0.00041617-0.00094249i,0.00022613-0.000156i,0.00014391+0.0010647i,0.00012914+0.0010564i,0.0003558+0.00083379i,0.00057892+0.0014437i
0.00074593+0.0020747i,0.00077382+0.0020088i,0.00060756+0.0018947i,0.0010788+0.00235i,0.0017353+0.0019313i,0.0023671+0.00068093i,0.0013444-0.00047307i,0.00014706-0.0012672i,0.00026623-0.001031i,-0.00045422-0.00059957i,-0.0014546+7.0348e-06i,-0.0019828+0.000147i,-0.0014805+0.00017199i,-0.00021309-1.8955e-05i,-3.2361e-07-0.00044747i,-0.00057755-0.00072138i,-0.00052429-0.0011528i,0.00070651-0.0013553i,0.0012976-0.00026912i,0.00066271+0.00097725i,-0.00010706+0.00029189i,6.4509e-05-3.9953e-05i,0.00010083+0.00024698i
-0.00092971-8.7605e-05i,-0.00077152+0.00022181i,-0.00015533+0.0013109i,0.00084697+0.0023513i,0.0013204+0.0023677i,0.00217+0.0011152i,0.0013245+0.00030828i,-0.00031673-0.00053578i,-0.0011928-0.00078721i,-0.00080113-0.00045652i,0.00018419-0.00060944i,0.00018369-9.7639e-05i,-0.00011197+0.00042457i,-8.6325e-05-0.0003727i,0.00040423-0.00061809i,0.00058627-0.0001838i,0.0010527-0.00032304i,0.001438-0.00032279i,0.0015232+0.00048917i,0.0007444-9.0239e-05i,0.00040318-0.00064426i,0.00059753-7.1797e-05i,0.00066217+0.00065144i
-0.00071019+0.00044196i,-0.00039003+0.00066659i,-0.00043132+0.0019432i,0.0014385+0.002867i,0.0032944+0.0017871i,0.0031629-0.00011887i,0.0022482-0.0010523i,0.001189-0.00055568i,0.00088922+0.00055008i,0.00014945+0.00066052i,-0.00035647+0.00046805i,-0.0005877+1.8543e-05i,-0.00090699-0.00044446i,-0.00086189+0.00013079i,-0.00042679+0.0005349i,4.0632e-05-0.00013858i,0.00065875-0.00042502i,0.00094705-0.00038007i,0.00098188-5.0039e-06i,0.00018431+0.00018399i,-0.0006992+0.00041959i,-0.00039693+0.00034422i,0.00046942+0.00017105i
0.00012383-0.0017535i,0.00039702+0.0001208i,0.00059754+0.0020277i,0.001511+0.0040741i,0.0026456+0.0037828i,0.0028225+0.001265i,0.0021962-0.00043464i,0.00077253-0.00082781i,-0.00026793-0.0003926i,-0.00049906-0.00010535i,-0.00038527-0.00059647i,0.00037561-0.0012647i,0.00030738-0.0010709i,9.8582e-05+8.2727e-05i,0.00078636-2.2429e-05i,0.00035872-0.00030526i,-9.3174e-05-1.9196e-06i,0.00091396+0.00038795i,0.0007743+0.00061313i,1.3234e-05+0.00028157i,0.00022207+5.804e-05i,0.00013619+0.00047419i,-0.00084067+0.00071806i
0.0015002+0.00022404i,0.0025016+0.0023265i,0.0026152+0.0041723i,0.0038329+0.0040491i,0.0045608+0.0025741i,0.0032507+0.001024i,0.0017303-2.0242e-05i,0.00052294-0.00061241i,-0.00039206-0.00097764i,5.1215e-05-0.0011572i,0.00092884-0.00076775i,0.00046783+0.00025937i,0.0003096+0.0011573i,-5.1548e-05+0.0014203i,-0.0001785+0.00050199i,0.00074726-0.0002254i,0.00092767+0.00030519i,0.00045221+0.0010752i,0.00019258+0.00063359i,0.00013417-0.00031697i,0.00016209+0.00023032i,-0.00030628+0.00066156i,-1.0753e-05-0.00031226i
0.00089739-0.0011429i,0.00050199+0.00012238i,-0.00021917+0.0018319i,0.0010143+0.003724i,0.0018893+0.0037602i,0.001474+0.0018217i,0.00094662+0.00014291i,0.00055503-0.00087741i,-4.465e-05-0.0013515i,-0.00039127-0.00088269i,-0.00014192-0.00025227i,0.00035665+9.2583e-05i,0.00042202+0.00071171i,0.00043111+0.00082384i,0.00037572+0.00056311i,0.00029212-0.00014157i,0.00080092-0.00022624i,0.00067544+7.1603e-05i,0.00036176-5.1585e-05i,0.00057591+7.6398e-05i,0.00059025+0.00010732i,0.00022086+0.00044863i,-0.0004114+0.00034114i
0.00049471+0.00074385i,0.0012165+0.00099823i,0.0014647+0.0018678i,0.0012477+0.0031184i,0.0015324+0.0026551i,0.0014901-4.7862e-06i,0.0011293-0.0014946i,0.00042613-0.00096629i,-2.5272e-05-0.00031066i,-0.0001494-7.2073e-05i,-0.00037141+7.3627e-05i,-0.00041209-0.00046763i,0.00031869-0.00058606i,0.00068857-0.00093406i,0.0003608-0.00083676i,0.00016355-0.00060277i,0.00012461-0.00051546i,-6.6704e-05-0.0004843i,-0.00027212+0.00050643i,-0.00040987+0.00033495i,0.00022572-0.00036092i,0.00093931-5.5405e-05i,0.00083572-8.389e-05i
0.002071-0.00025021i,0.0012248+0.002411i,0.0013429+0.0034177i,0.0024731+0.0040312i,0.0023243+0.0037702i,0.0018392+0.0008802i,0.0019403-0.0014652i,0.0011675-0.0014797i,0.00019062-0.00096611i,-0.0006357-0.00068745i,-0.00079388-0.00056979i,6.9814e-06-0.0003974i,9.8089e-05-0.00021146i,5.7399e-05+2.8154e-05i,0.00040236+1.859e-05i,6.3473e-05-0.00041039i,-3.3761e-05-0.0011215i,0.00015497-0.001169i,0.00021922-0.00040592i,0.00059167+3.3246e-05i,0.0010475+8.065e-05i,0.0011236-0.00024579i,0.00055858-0.0003566i
-0.0005393+0.0012134i,-0.00076863+0.0012192i,-0.00045943+0.0024703i,0.0003763+0.0033301i,0.0016528+0.0014437i,0.0024573-0.00032672i,0.0016423-0.0011476i,0.00043621-0.0010548i,-0.00072115-0.00099744i,-0.0019755-0.00058475i,-0.0020391+0.00017298i,-0.0015539+0.0004419i,-0.0016103+0.00041221i,-0.0014275+0.00017305i,-0.00068066-0.00020695i,-0.00025011-0.0002826i,0.00019359-0.00043644i,0.00030878-0.00070683i,-0.00017787-0.0001663i,-0.00049148+7.8906e-05i,4.7252e-05-0.00052827i,0.00049731-0.0004375i,2.5431e-05+9.6658e-05i
0.0003516+0.00045671i,0.00091378+0.00083328i,0.0015566+0.0022261i,0.0020519+0.0042541i,0.0028618+0.0046198i,0.002862+0.0021214i,0.0015873-6.75e-05i,0.0010174-0.00088436i,0.00027875-0.0013143i,-9.9491e-05-0.0010753i,0.00055762-0.00075568i,0.0002235-5.9096e-05i,-0.00068085+0.00050067i,-0.00015784-0.00010716i,0.00027006-0.0007071i,-3.6211e-05-0.00058381i,-8.0181e-05-0.0004089i,-0.00033361-0.00024936i,-0.00031303+5.547e-07i,-0.00050689+0.0002507i,9.0962e-05+0.00021217i,0.00051345+0.00026194i,-8.8428e-05+0.00049027i
-0.00062816+0.00029438i,-0.0010832-0.00060798i,0.00011282-0.00048944i,0.0016621+0.00098377i,0.0026038+0.00099653i,0.0023767-0.00085986i,0.0011427-0.00157i,-0.00037464-0.00083857i,-0.00096656-0.00029655i,-0.00083363+0.00014852i,-0.00070215+0.00056474i,-0.00046451-0.0001388i,0.00012887-0.00059186i,6.9512e-05-4.5943e-05i,-0.0002739+0.00016752i,0.00017768-0.00011675i,0.00054981-0.00053981i,0.00038374-0.00085329i,0.00030765-0.00058879i,4.7948e-05-0.00045694i,-0.00043085-0.00014377i,5.8567e-05+0.00032286i,0.00068262+0.00048581i
0.00037734+0.00025414i,-0.00014444+0.001071i,0.00050696+0.0023137i,0.0012826+0.0033528i,0.0011642+0.0034753i,0.0016413+0.0011876i,0.0019119-0.0010792i,0.0011874-0.0012523i,0.00016596-0.00049163i,-0.00074749+0.00017935i,-0.00050526+0.00030942i,2.6995e-05-0.00015575i,-0.0001827-5.2429e-05i,-0.00046574+6.8412e-05i,-0.00065431-4.6422e-05i,-0.0001491-0.00027191i,0.00048343-0.00043098i,0.0008249-0.00063533i,0.00040883-0.00046186i,1.2538e-05-0.00054488i,-0.00036441-0.00015827i,-0.00094564-0.00045254i,-0.00089413-0.001253i
-9.2253e-05-0.00028326i,0.00097657+0.00049787i,0.0013454+0.0025771i,0.00060585+0.0042685i,0.0007463+0.0031388i,0.0013206+0.00065584i,0.00092613-0.00027686i,0.00039937-0.00034366i,2.3218e-05-0.00049241i,-0.00029209-0.00069156i,-0.00051102-0.00063365i,-0.00074553-0.00033637i,-0.00074413+0.000286i,-0.00033654+0.0011035i,-4.733e-05+0.0012975i,0.00027956+0.00065267i,0.00021093+0.00035003i,-0.00022991+1.4785e-05i,3.184e-05-0.0006537i,0.00040938-0.00065999i,0.00054839-0.00044651i,0.00049163+6.9936e-05i,0.00029232+0.00080153i
3.133e-06+0.00019154i,0.0011809+0.0018329i,0.0021937+0.0039747i,0.0031001+0.0051536i,0.0038668+0.0030893i,0.0029268-9.5941e-05i,0.0016928-0.00097851i,0.00072931-0.0014132i,-0.00050859-0.0021156i,-0.0010258-0.001211i,-0.00054828+0.00014639i,-0.00018985+0.00075369i,-0.00031258+0.00067187i,-2.1104e-05+4.8474e-05i,-2.6141e-05-0.00032378i,-0.00050108-9.1141e-05i,-0.00039362-0.00016538i,-9.6393e-06-0.00037773i,-0.00010086-6.5024e-05i,-0.00056479-9.5783e-05i,-0.00055095+0.0001184i,-0.00033235+0.00090267i,0.00011378+0.00081615i
-0.00052805-0.0004532i,-0.0011119-0.00057343i,-0.0016912+0.00020769i,-0.00025568+0.0018873i,0.0015415+0.002412i,0.0022733+0.00094306i,0.0011895-0.0006159i,0.00029722-0.00057131i,-0.00014668-0.00010003i,0.00015857+0.00021775i,0.00047426+0.00066416i,-0.00036703+0.00071708i,-0.00081428+0.00024626i,-0.00029409-1.4683e-05i,8.4628e-05-6.3528e-05i,9.8642e-05-0.00013001i,0.00020943-1.1698e-05i,9.5396e-05+0.00045532i,-0.00023897+0.00050426i,3.4668e-05+7.6229e-05i,0.00026462-0.00012136i,-0.00037121+0.00020542i,-0.00067404+1.4974e-05i
0.00079884+0.00081574i,0.00095779+0.0027319i,0.0013531+0.0044447i,0.0024779+0.0045265i,0.0032212+0.0029245i,0.0026034+0.00047058i,0.0018909-0.0015955i,0.00069662-0.0023364i,-0.00050225-0.0012608i,-0.0005664-0.0001051i,0.00036456+0.00030218i,0.0005222+0.00013394i,7.2505e-05-0.00021437i,0.00029043-3.6868e-05i,0.00033473+0.00021228i,-0.00025867-0.00010179i,-0.00086324-0.00079818i,-0.0012517-0.0010172i,-0.0014839-0.00046141i,-0.0010796-0.00011364i,0.00028108-0.0001597i,0.00092676+0.00069824i,0.000461+0.0015138i
-0.0019865+0.00023784i,-0.0020917+0.0012084i,-0.0014465+0.0033966i,0.00053468+0.0055479i,0.0020778+0.0052432i,0.0027488+0.0018664i,0.0018043-0.00092016i,0.00065564-0.0016535i,0.0005936-0.0012112i,0.00046795-0.00019626i,-6.7631e-05+0.0001128i,-0.00016345-0.00030103i,0.00015004-0.00065069i,-0.00021596-0.0011763i,-0.00061219-0.0013537i,-0.00022321-0.0009159i,-0.00030821-0.00035913i,-0.00059836-4.7837e-05i,-0.00082197+0.00046125i,-0.00033782+0.00019371i,-0.00021725+0.0005976i,-0.0009201+0.00078744i,-0.00042548-0.00015571i
0.00048918+0.00076631i,0.0009603+0.00066515i,0.00088336+0.0026833i,0.0010269+0.0030867i,0.0019448+0.0015836i,0.0019705+6.61e-05i,0.0016044-0.00059122i,0.0009206-2.1886e-05i,0.00026738+0.0010602i,0.00021582+0.0012614i,-0.00023245-3.498e-05i,-0.00062785-6.2732e-05i,-0.00052271+0.0005322i,0.00022972+0.0001543i,0.00055245-0.00034671i,0.00042221-0.00068988i,0.00017431-0.00054545i,-0.00082172-0.00068789i,-0.0010432-0.00044102i,-0.00048537+0.00056158i,-0.00051356+0.00049732i,-0.00057311-0.00033165i,-0.00045489-0.00078041i
-0.00088315+0.0018092i,0.00021792+0.003164i,0.0015277+0.0041008i,0.0023168+0.0039194i,0.0032992+0.0022089i,0.003102-0.00059915i,0.0017849-0.0016629i,0.0014701-0.00096279i,0.00081773-0.00028293i,0.00012101-0.00087389i,-6.3727e-05-0.0013127i,-0.00039766-0.0007214i,-0.00028173-0.00042528i,-0.00013603-0.00052728i,-0.00061219-0.00012601i,-0.00055148-3.4156e-05i,0.00030041-0.00044265i,0.00078836-0.00016444i,8.5347e-05+0.00048098i,-0.00095581+0.00069328i,-0.0005901+0.00023691i,4.9323e-05-0.00078821i,0.00047562-0.0012863i
-4.3374e-05-0.00082918i,-0.0016536+0.00029228i,-0.001111+0.0013682i,0.00092458+0.0018328i,0.0016228+0.0011538i,0.001701+0.0004113i,0.00082997-0.00068469i,-0.00037352-0.0017602i,-0.00070598-0.0016574i,-0.00018703-0.0010308i,-0.00011606-0.00053481i,-0.00016948-0.00012349i,8.9031e-05+0.00013196i,0.00043497+0.00021783i,0.00041438+0.00041057i,0.00038703+0.0005014i,0.00070961+0.00073589i,0.00078411+0.00090565i,0.00078176+0.00039988i,0.00077566+0.00034958i,0.00051993+0.00027371i,-0.00016845-0.00011165i,-0.00066631-0.00021204i
-0.00019031+0.00030124i,0.00088373+0.00014938i,0.0017169+0.0017965i,0.003022+0.0030704i,0.0037592+0.002097i,0.0041128-0.00076896i,0.0030451-0.0028579i,0.0012579-0.0026308i,0.00064464-0.001069i,0.00053088+0.00052177i,0.00021995+0.00026323i,0.00017704-0.00068337i,0.00051185-0.00061429i,0.00017318-3.9724e-05i,-0.00046348+5.1633e-06i,-0.00021997+0.0003909i,0.00023417+0.00043455i,-0.00017936-8.687e-05i,0.00029321-0.00038855i,0.00091715-0.00047339i,-0.00026814+0.00035343i,-0.00093033+0.0010475i,-4.9414e-05+0.00074862i
3.1627e-05-0.00079098i,0.0016015+0.0014786i,0.0028796+0.0024611i,0.0027704+0.0033727i,0.0019968+0.0030408i,0.0017869+0.0012933i,0.0015794+0.00011712i,0.0013624-0.00099701i,0.00018464-0.0012188i,4.4808e-05-3.9983e-05i,0.00077983+5.3247e-05i,0.00081593-0.00047052i,0.00085369-0.00031378i,0.00080108-0.00088315i,0.00057697-0.0015308i,-0.00017522-0.0011405i,-0.0007334-0.00022777i,-0.00030534+0.00019944i,-0.00021339+0.00020971i,0.0001579-0.00035346i,8.1901e-05-0.00084375i,-0.0011987-0.00075676i,-0.00078496-0.00064855i
-0.00039931-0.00062141i,-0.00050495+0.0018232i,-0.00027622+0.003846i,0.0015538+0.0037292i,0.0027533+0.0025355i,0.0025542+0.00038632i,0.0022622-0.00098082i,0.0017136-0.00053418i,0.00084982+0.00039354i,0.00038395+0.0016345i,0.00024535+0.0015i,0.00014165+3.1234e-05i,0.00024872-1.0055e-06i,-0.0001858+2.0791e-05i,-0.00048919-0.00036768i,0.0001841+0.00025129i,0.0010536-7.3287e-05i,0.0021333-0.00081388i,0.0021101-0.00052982i,0.001411-0.00033201i,0.00095977-0.00015193i,0.00085377+0.00039927i,0.00065258+0.00059312i
0.00047004-0.00053965i,-8.5649e-05+0.00026686i,-0.00022766+0.0029742i,0.0010262+0.0042711i,0.002639+0.0027006i,0.0023766+0.00034479i,0.0019305-0.00080948i,0.0014142-0.00085804i,0.00075658-0.00060746i,-2.6786e-06-0.00019262i,-0.00044757-0.00048087i,4.7685e-05-0.0013989i,0.00052889-0.0012818i,6.9773e-06-0.00040226i,-0.00014304+0.0004723i,0.00059445+0.00039372i,0.00065225-0.00082403i,-3.2585e-05-0.0010119i,-0.00038692+0.00012649i,-0.00073138+0.00035925i,-0.0010503-0.00025274i,-0.001263-0.00032311i,-0.0010794-0.0001392i
0.001844+0.00076937i,0.00064433+0.00050105i,0.00066571+0.00029372i,0.00062345-0.00030499i,0.0014061-0.001217i,0.0013624-0.0013849i,0.00037847-0.0011526i,3.9261e-05-0.00023614i,-0.00019276-0.00012116i,-0.00056095-4.1122e-05i,0.00045391+0.00021758i,0.00069403+0.00073949i,-0.00015674+0.0010762i,-0.00069107+0.00089459i,-0.00080304+0.0004305i,-0.00058248-0.00042855i,-6.7296e-05-0.0003212i,0.00041737+0.00022617i,0.00010421+0.00041946i,0.00023908-8.9215e-05i,0.0004955-0.00018088i,0.00010697-8.2139e-05i,-0.00024279-0.00061927i
0.0014954+0.0010364i,0.0015353+0.00048695i,0.0016772+0.00084009i,0.0026607+0.0024899i,0.0024473+0.0023647i,0.0016823+0.0011181i,0.00091426+0.00014619i,0.00068876-0.00071079i,0.00085266-0.00078884i,0.00061612-0.00031948i,0.00032523-0.00041097i,-0.00022402-0.00091365i,-0.00019588-0.00039547i,0.00051806+0.00049984i,0.00058903+0.00051768i,0.0008157-6.6818e-05i,0.0005748-0.0004785i,0.00040719-0.00037037i,0.00021377-4.2486e-05i,-0.00020205+0.00016412i,-0.00049783+0.00051829i,-0.00089153+0.00048231i,-0.00031871-2.9322e-05i
-0.00089775+0.0012261i,-0.00083656+0.0017397i,-2.7774e-05+0.0033776i,0.0012449+0.0041969i,0.0019291+0.0028439i,0.0019883+0.00086964i,0.001436-0.00037926i,0.00054381-0.0012273i,-6.5479e-05-0.00090955i,2.4785e-05-0.00043894i,2.0311e-05-0.0006533i,-0.00063077-0.0010907i,-0.0011453-0.00071441i,-0.00099537-0.00014981i,-0.0011754-0.00057635i,-0.0014371-0.00057244i,-0.00067102-0.00027363i,-0.00025251+8.1779e-06i,-0.00017294-0.00032595i,-5.3823e-05-0.00062067i,0.000402-0.00075821i,0.00031217-0.00040498i,0.00045348+0.00065493i
-0.00046681+0.00061296i,-0.0010885+0.001876i,-0.0008744+0.0033448i,0.00057698+0.0044604i,0.0022446+0.0035362i,0.0030473+0.00061838i,0.0021131-0.0010069i,0.00098231-0.00060048i,0.00067298+6.6205e-05i,0.00098912+0.00015771i,0.00053653-0.00081834i,0.00028414-0.0012069i,0.00095607-9.2941e-05i,0.00091038+0.00079129i,0.00051589+0.00079435i,0.00062369+0.00079449i,0.0003503-8.9335e-05i,-0.00019628+6.7886e-05i,-0.00069678+0.0010968i,-0.00094503+0.0010487i,-0.00065538+0.00021437i,-0.00035448+3.1694e-05i,-0.00012892+0.00079906i
-0.0019078-0.0007147i,-0.00144-0.001463i,-0.0011119-0.00077593i,0.0003961+0.0017098i,0.002056+0.0019458i,0.0025107-0.00014633i,0.0019039-0.00092954i,0.00050104-0.00068964i,-7.3798e-05-0.00036179i,4.9041e-06-0.00066288i,7.8394e-05-0.0014821i,-0.00059025-0.00094868i,-0.0009694-0.00010256i,0.00048475+0.00023571i,0.00181+0.00073233i,0.0010784+1.7432e-05i,0.00017425-0.00040651i,-0.00013315+0.0002931i,0.00017941+0.00053168i,0.00061079-0.00045899i,0.00042777-0.00038808i,8.1526e-05+0.00073362i,0.00037847+0.00086988i
0.0020381-0.0020333i,0.0025081-0.00057545i,0.0025543+0.00050087i,0.0026348+0.0019053i,0.001657+0.0030816i,0.0017225+0.0028372i,0.0022989+0.00067957i,0.0021203-0.0007261i,0.00090673-0.00021199i,-0.00029486+0.00036317i,-0.0006154+0.00018264i,-0.00034186-0.00046296i,-9.9713e-05-4.5608e-05i,0.00011161+0.00014999i,0.00056941+0.0004273i,0.00042053+0.00043796i,0.00045727-0.00035259i,0.0010976-0.00022461i,0.0013552+8.7181e-05i,5.3138e-05+0.0008393i,-0.00078615+0.0011138i,-0.00017566+0.00072653i,9.7043e-05-0.00015147i
-0.00044874+0.0015878i,-0.0010931+0.0039717i,-0.00036639+0.006202i,0.0013018+0.0070582i,0.0015645+0.0049089i,0.0022298+0.0025577i,0.002414+0.00064669i,0.0015387-0.00070165i,-0.00013249-0.0010919i,-0.00070878-0.00040956i,0.00011278+0.00012861i,-2.6385e-05-0.00013039i,-0.00020257-0.00030908i,0.00046076-0.00019001i,0.00079076-3.5417e-05i,2.8862e-05-0.0005459i,-0.00028983-0.00047107i,0.00050381-0.00013434i,0.0010841+8.7914e-05i,0.00049236+0.00077569i,0.00016366+0.00097935i,0.00068063+0.0004607i,0.0010005-0.00014616i
-0.00033668-0.0017435i,-0.0005299-0.0012923i,-0.001013+0.00062335i,-0.00051611+0.0023394i,0.001291+0.0021493i,0.0019879-0.00044759i,0.0020094-0.0019439i,0.0016425-0.0017597i,0.00095412-0.0010468i,0.00026832-0.00053943i,0.00029539-0.0007927i,0.00017647-0.00075423i,-0.00078049-0.00044857i,-0.00058759-0.00059529i,-1.0779e-05+0.00013243i,0.00019744-0.00014402i,0.00078613-0.0009481i,0.00044454-0.00093284i,9.5497e-05-0.00040632i,0.0002301+0.00035621i,0.00019188+0.00059777i,0.00019541+0.00038481i,-0.00035488-2.5105e-05i
0.0014303+0.00026995i,0.0010916+0.0006934i,0.00062183+0.0022996i,0.0010755+0.0034918i,0.0020526+0.0020467i,0.0023617-0.00028566i,0.0024312-0.0018026i,0.001895-0.0015664i,3.1258e-05-0.00039534i,-0.0010272+0.0005778i,-0.00080477+0.00019172i,-0.00032695-0.0009105i,-0.00011469-0.00074433i,-0.00016644-0.00016343i,6.6555e-05+0.00038935i,0.00051388+0.00093784i,0.00060393+0.0011296i,0.00032063+0.0002364i,0.00014239-0.00020052i,-4.8058e-05-0.00019543i,0.00018728-0.00063721i,0.00030465-0.00018274i,0.00014771+0.00034863i
-0.00062581-0.00014552i,0.00043848+0.00014776i,0.0015346+0.0009656i,0.0018038+0.0024554i,0.0017201+0.003127i,0.0019159+0.0020157i,0.0011395+1.6405e-05i,0.00056719-0.0011078i,0.00034543-0.001063i,0.0007271-0.0001072i,0.0011453+0.00048499i,0.00079244+0.0001175i,0.00037709-0.00020958i,0.00027917-5.6277e-05i,0.0005074-7.3916e-05i,0.0009026-7.1803e-05i,0.00077206-0.00049262i,0.00027386-0.00088391i,0.00023583-0.00040403i,0.00031573-0.00018995i,0.00024427+5.2461e-05i,-0.00015168+0.00056547i,-0.00093195+0.0006608i
0.00050737+0.0017153i,0.0019013+0.0021743i,0.0033858+0.0029759i,0.0036895+0.0023899i,0.0037348+0.00073332i,0.0034827-0.00052462i,0.0024256-0.0014302i,0.0016473-0.001067i,0.00076446-0.00032352i,9.3598e-05+2.9887e-06i,-0.000176-0.00051939i,-0.00066139-0.00084862i,-0.00043604-3.2933e-05i,7.2352e-05+0.00065654i,-0.00010413+0.00054531i,-0.00034565-0.00013844i,-0.00083605-0.00057141i,-0.00073478-0.00062864i,-0.0011366-0.00031131i,-0.0010478+4.5867e-05i,-0.00028324-1.1624e-05i,-0.00022797+0.00048076i,-0.00011862+0.00042733i
-0.0015862+0.00050403i,-0.0015359+0.00079893i,-0.001526+0.0014744i,-0.00098935+0.0022396i,0.00025204+0.0011463i,0.00060278-0.0002229i,-0.00045779-0.00015395i,-9.812e-05-0.00032011i,0.00047667-0.00071918i,0.00038154-0.0009126i,-6.2307e-06-0.00098064i,-0.0010511-0.00084735i,-0.001354-0.00039318i,-0.00060469-6.9187e-05i,-0.00042603+0.00014753i,-0.00079641+0.00030276i,-3.8662e-05-0.00033991i,0.0009337-0.0011133i,0.00031027-0.0011057i,-0.00061965-0.0005814i,-0.00061101-0.00021981i,-0.00025744+0.00040683i,-0.00053447+0.00043371i
-0.00040276-0.00015989i,-0.0011266+0.00020495i,-0.00031432+0.0020589i,0.0023585+0.003784i,0.0034305+0.0024243i,0.0025442-0.00052322i,0.0017852-0.0014519i,0.0009164-0.0012146i,-0.00044486-0.00077084i,-0.00070826+0.00021089i,-0.00047684+0.00076528i,0.00038159+0.00018927i,0.0012206+8.1078e-05i,0.00069045+0.00012394i,0.00047671-0.00011614i,0.0011352-3.631e-05i,0.001114-0.00015479i,3.1696e-05-0.00029197i,-0.00050607-0.00049518i,0.00013461-0.00023379i,0.00077711+0.00033443i,0.00021693+0.00032425i,-0.00036893+0.00096483i
-0.0011588-0.00011654i,0.0010047+0.00080412i,0.0023714+0.0024999i,0.0032506+0.0038513i,0.0036043+0.0033423i,0.0032557+0.001196i,0.0020506-0.00077956i,0.00097321-0.0013307i,0.00016457-0.0005908i,-0.0004596+0.00047551i,-0.00051952+0.00047203i,-0.00045286+6.8205e-05i,-0.00041362+8.6469e-05i,-0.00064813-0.00021939i,-0.00066357-0.00016177i,0.00032039-0.00026761i,0.00077799-0.00074701i,0.00056891-0.00036121i,0.00083195+0.00042866i,0.0005099+0.00041086i,-0.0002717-0.0002217i,-0.00091103-0.00047313i,-0.00089234-0.00042708i
-0.00038475+0.00084922i,-0.00020447+0.0028711i,0.001955+0.0034892i,0.0041819+0.0033959i,0.0052831+0.0018685i,0.0048468-6.368e-06i,0.0026896-0.00069213i,0.0011131-0.0013463i,0.0010718-0.00096913i,0.00082536-0.00037538i,0.00048994-0.00047747i,7.2764e-05-0.00044718i,-7.8987e-05-0.00016959i,-0.00016131+0.00046916i,-0.0004578+0.00088028i,8.3503e-05+0.00058814i,0.0002505+0.00050061i,-0.00010012+0.00082232i,-0.0003654+0.00082013i,0.00014462+1.5722e-05i,0.00088734-0.00065211i,0.00029897-0.00034707i,0.00030434+0.00021213i
-0.0017132-0.0001138i,-0.0019405+0.0008536i,-0.0012895+0.0023677i,0.00011058+0.0036742i,0.0016216+0.0032288i,0.0025831+0.00034172i,0.0025277-0.0014686i,0.0012271-0.0010853i,0.00011247-1.4026e-05i,-1.5364e-05-1.7891e-05i,-0.00013575-0.0003573i,-0.00053349-0.00079294i,0.00021059-0.00070163i,0.00061563-0.0005137i,0.00022152-0.00072666i,0.00041291-0.00048553i,0.00070166-0.00069808i,0.0003447-0.0004675i,-0.0002069+0.00010873i,4.1555e-05-0.0003529i,0.00019598-0.00027311i,-0.00035063+0.00065665i,-0.0003621+0.00070376i
0.0008692-0.00089336i,0.00095336+7.2714e-05i,0.00071918+0.0027463i,0.0024219+0.0033904i,0.0032722+0.0013627i,0.0022137-0.00051763i,0.00076363-0.00090593i,5.0968e-05-0.0012099i,3.4489e-05-0.0012547i,-0.00052571-0.00061611i,-0.00065792-1.4923e-05i,-0.00037491+0.00011208i,-9.7311e-05-0.00023547i,-0.00031546-0.00032666i,-0.00046767-0.00040145i,-7.9776e-06-0.00066916i,0.00024117-0.00078304i,0.00025521-0.00051374i,0.00043484-0.00017302i,0.00099085+0.00021595i,0.0011298+0.00032189i,0.00068797+0.00091843i,0.00016725+0.00047977i
0.0003876+0.00093783i,0.0012604+0.0023303i,0.0012949+0.0035071i,0.0026386+0.0055438i,0.003638+0.0041252i,0.0029418+0.0007375i,0.0017422-0.0011744i,0.0011067-0.0014391i,4.3233e-05+0.00014012i,-0.00061995+0.000903i,-0.00060381+0.00063036i,-0.00055895-0.0003271i,-0.00049209-0.00079877i,-0.00025723-0.00055397i,-0.00070267+2.259e-05i,-0.0013027+6.1637e-05i,-0.0005747+9.6964e-07i,0.00058146+0.00019364i,0.0010736-0.00018079i,0.00063661-7.2233e-05i,-0.00013648-0.00026199i,-0.00022152-0.00048929i,-0.00023662+0.00036798i
