9.3698e-05+0.0021422i,0.0012525+9.5046e-05i,-0.00020647-0.0025141i,-0.0022635-0.0024612i,-0.0035986-0.00022364i,-0.0042727+0.0016098i,-0.0025501+0.0019897i,-0.0002164+0.0018789i,0.0010844+0.00097063i,0.00095567-0.00013296i,1.1449e-05-0.00054507i,-6.6128e-05-0.00082665i,-0.00038316-0.00085325i,-0.00094474-0.00044791i,-0.0012056-4.335e-05i,-0.0013417-0.00056175i,-0.001513-0.0004112i,-0.0014491+0.00016925i,-0.0013109+4.8376e-05i,-0.00078443-0.00019009i,8.114e-05+4.2526e-05i,1.742e-06+0.00037709i,-0.00025358+4.1993e-05i
0.0013063-0.0022406i,-0.00064517-0.0019242i,-0.00060719-0.0022212i,-0.00055946-0.0026634i,-0.0016137-0.00091i,-0.0014166+0.001882i,-0.00061781+0.0029228i,-1.0195e-05+0.0014784i,0.00021006-0.0002219i,-0.00030339-0.00014613i,-0.00082401+0.00011493i,-0.00075517-0.00011261i,-9.2447e-05+0.00053864i,-4.7581e-05+0.0011193i,-0.00062214+0.0017161i,-0.00083638+0.0015227i,-0.00033787+0.00029729i,0.00090904+0.00012348i,0.0012172+0.00041101i,0.00047716+4.4571e-05i,-0.00012928-5.2359e-05i,-0.00014631+4.3132e-05i,-0.00021192-0.00013148i
-0.0011675-0.0003135i,-0.0014778-0.00010982i,-0.0016191-0.00091792i,-0.001564-0.0013835i,-0.0014988-0.00045694i,-0.0017256+0.0007033i,-0.0016012+0.0012707i,-0.00080503+0.00067976i,0.00042717-5.0757e-05i,0.00077867+0.00035064i,0.00034333+0.00055069i,-0.00028623-0.00037876i,-7.8322e-05-0.0009241i,0.00078563-0.00023319i,0.00088187+7.8763e-05i,0.0003153-0.00033679i,0.00042346-6.5298e-05i,0.00096373-0.00016897i,0.00051992-0.0006314i,-0.0003466-0.00013936i,-0.00022492+0.00061362i,0.00067053+0.0011491i,0.00036115+0.0011693i
0.000431-0.0023649i,-0.0010668-0.0009318i,-0.0021344+0.00090413i,-0.0021294+0.0021932i,-0.001597+0.0030066i,-0.00042846+0.0036465i,0.00038455+0.0024275i,-1.0297e-05+0.00051624i,-0.00024331+0.00015593i,-0.00028447+1.8528e-05i,2.0388e-05-0.00030137i,0.00029756+0.00072677i,-6.0073e-05+0.001112i,0.00011833+0.00042002i,0.0004033+0.00069491i,0.00069019+0.00052656i,0.0005294-1.2174e-05i,0.00031015-1.4613e-05i,-2.075e-05+0.00012486i,-0.00042774-3.0906e-05i,0.00021927+0.00016714i,0.0011364+0.00035068i,0.0010075+0.00033446i
0.00032495+0.002255i,0.00033365+0.0035739i,-0.00037062+0.0035737i,-0.00026788+0.0027178i,-0.00095033+0.0010872i,-0.0013374+0.00024673i,-0.00066711+0.00065097i,0.00061054+0.00089634i,0.0010258+0.0005844i,0.00012233+0.000427i,-0.00074934+0.00019589i,-0.00047486+0.000147i,0.00040756+0.00015995i,0.0003512-8.3837e-05i,-0.00042994+3.6926e-05i,-0.00088151-2.8888e-05i,-0.00047834-0.0003i,0.00019434+0.00019684i,0.00070506+0.00018731i,0.0010164-0.00015982i,0.001282-0.00014944i,0.0014043-0.00031835i,0.0013054-0.0003269i
-0.00098463-0.0014426i,-0.0020974-0.0016889i,-0.0019385-0.0011178i,-0.0015834-0.00097149i,-0.001951-0.0012321i,-0.0027036+0.00058134i,-0.001882+0.0026527i,-0.00036722+0.0025353i,-0.00064392+0.0013762i,-0.0016952+0.0004853i,-0.001335+0.00066823i,-0.0011838+0.00013495i,-0.0016131-0.00037582i,-0.0012302+0.00056414i,-0.0009748+0.0012065i,-0.00099784+0.00087905i,-0.00072118-0.00016838i,-0.00048917-0.00061339i,0.00042871-0.00045389i,0.00069739-0.00060294i,0.00032695-0.00080453i,-0.00028274-0.0011172i,-0.00077138-0.00077175i
0.0019608-0.0010565i,0.0018769-0.0022559i,-0.00034158-0.0022444i,-0.0015006-0.0018653i,-0.002066-0.0014127i,-0.0023338+0.00036241i,-0.0016692+0.0026336i,-0.00089061+0.0026835i,0.00037987+0.0012916i,0.00096139-9.8738e-05i,0.00019578-0.00075332i,-0.00083726-0.00040606i,-0.0012778-2.7387e-05i,-0.0017024-0.00060472i,-0.0012126-0.00055973i,-0.00059008-6.7305e-05i,-0.0007347+6.9006e-05i,-0.00047411+0.00043277i,-0.00096966+0.00062564i,-0.0012154+0.00031442i,-0.00079266+0.00012728i,0.00015916-0.00026266i,0.00014807-0.00021216i
0.0034951+0.00064398i,0.0038639-0.00051896i,0.0019449-0.0017264i,0.00031977-0.0015966i,-0.00063121-0.00049928i,-0.0017429+0.0011788i,-0.0012636+0.0021288i,0.00029626+0.0016109i,0.00017044+0.0011166i,-0.0010282+0.00010718i,-0.00070259-0.00067746i,8.7586e-05-4.9438e-06i,-0.00034439+0.00094837i,-0.0003896+0.0014039i,-0.00064669+0.0006969i,-0.0013142+0.00012523i,-0.0012038-2.2383e-06i,-0.00014992-0.00029646i,0.00068319+0.00013594i,0.00018538+0.00060383i,-0.00026521+0.00037522i,5.843e-05+0.0001274i,-0.00028468-0.00010413i
-0.0025171-0.0001718i,-0.0032243+0.00022644i,-0.0029392+0.00089166i,-0.0026822+0.00012262i,-0.002879+0.00025038i,-0.0032695+0.0010934i,-0.0032748+0.0014747i,-0.001866+0.0016152i,-0.00081134+0.00064023i,-0.00032128+6.1572e-05i,0.00024195+0.00037157i,0.0002907+0.00030026i,0.00012104-4.9907e-05i,3.2119e-05+0.00018389i,6.1375e-05+0.00074978i,0.00064502-0.00011467i,0.0010823-0.00059291i,0.0010498+1.1415e-05i,0.00093747+0.00015284i,0.0011586+0.00019237i,0.00095332+0.00098122i,4.9266e-06+0.0013014i,-5.4723e-05+0.00064873i
-0.00019412-0.00067185i,0.00092127+0.00024048i,0.0004804+0.0012026i,-0.0009287+0.00098629i,-0.0018409+0.00041584i,-0.0019827+0.0010097i,-0.0016045+0.0015094i,-0.00071048+0.0014278i,-0.00075494+0.00023691i,-0.0010893-0.00069985i,-0.00086054-0.00019344i,-3.0032e-05+0.00045826i,0.00044804+0.00018988i,9.799e-05+0.00040218i,0.00052104+0.00050163i,0.0004274+6.8321e-05i,-0.00035121-0.00031073i,-0.00038093-0.00076293i,0.00027251-0.00045344i,0.00051384+0.00042424i,5.1003e-05-0.00013408i,-7.9199e-05-0.0015531i,0.00011404-0.001085i
-0.0012114-0.00062488i,-0.0021933-0.0011374i,-0.002809-0.0012173i,-0.0027084+0.00015862i,-0.0022928+0.00093379i,-0.0026845+0.00088073i,-0.0020175+0.00069436i,-0.00058063+0.00049155i,-0.00014409+3.7191e-05i,0.00023963-0.00013428i,-6.0126e-05+0.00012755i,-0.00065904+0.00021467i,-0.00065859+3.0117e-06i,-0.00042447+0.00025371i,-9.7389e-05+0.00066209i,-0.00044826+0.00033624i,-0.00033588-0.00024046i,0.00011567+0.00061073i,-0.00035352+0.00060169i,0.0002739+0.00038207i,0.0005491+0.00051776i,0.00023435+0.0005932i,-0.00039674+0.00028105i
0.00014367-0.0034981i,-0.0016889-0.0015257i,-0.0031718-0.0003762i,-0.0037174-0.00063416i,-0.0033836-3.9451e-05i,-0.0018561+0.0011864i,-0.00099147+0.001391i,-0.0005371+0.00099861i,-0.00010491+0.00023336i,-0.00041181+0.00015204i,-0.00095654+0.00030975i,-0.00051178-1.1582e-05i,0.0002316-0.00069202i,0.00047249-0.00026353i,-9.9749e-05+0.00069513i,-0.00091167+0.00037189i,-0.0014692+0.0003485i,-0.0012782+6.9241e-05i,-0.00078079+0.00059147i,7.0146e-05+0.00084816i,0.00068603+0.0001285i,-0.00017092+0.00012974i,-0.00087042-0.00017821i
0.00037619+0.00045209i,0.0013235+0.00036016i,0.0017624-0.00026546i,0.00045299-0.00034659i,-0.0014798+0.00026525i,-0.0018+0.0022027i,-0.00071754+0.0033192i,1.7017e-05+0.0022617i,-0.00035315+0.0010756i,-0.00054726+6.1696e-05i,-7.6551e-06-0.00043902i,0.00041274+9.9311e-05i,0.00012958+0.00051877i,0.00032658-0.00053002i,0.00037198-0.00082425i,0.00014132-0.00031768i,0.0001446+0.00023178i,-0.0002333+0.00051616i,-0.00054621+0.00019725i,-0.00027459+6.0561e-05i,-0.0001726+2.3082e-05i,7.4015e-05+4.8563e-05i,-0.00049977-0.00039442i
-0.0013671-0.0019391i,-0.0020741-0.0012396i,-0.0023815-0.0017333i,-0.0018281-0.0021271i,-0.0021066-0.00025779i,-0.0020794+0.00077793i,-0.0011335+0.0015379i,-0.0007879+0.0015554i,-0.00087507+0.00041605i,-0.0010047-0.00022671i,-0.00049308-0.00037135i,6.7044e-05+7.5603e-05i,1.4684e-05+8.4392e-06i,1.7069e-05-0.0010548i,0.00024911-0.0016424i,0.0003248-0.0015879i,9.824e-05-0.0013035i,0.00012347-0.00081535i,0.00042583-0.00029381i,0.00045944-0.00034236i,3.5577e-05-0.00044238i,0.00021246-0.00054086i,0.00028182-0.00028065i
-0.0003878+0.00084849i,-0.00033029+0.00031985i,0.00051351+0.00036627i,0.0011916+2.882e-05i,-0.00021174+0.00034939i,-0.002495+0.0011383i,-0.0021776+0.0018432i,-0.00058072+0.0022073i,3.0003e-05+0.00089843i,3.5424e-05+0.00011053i,-0.00021669+0.00025356i,-0.000302-6.6925e-05i,-5.778e-05-0.00021685i,-0.0004192-0.00041233i,-0.00052374-0.00071586i,-0.00028439-0.00036205i,-0.00032807-0.00048376i,-0.00042357-0.0009265i,-0.00072286-0.00061263i,-0.00038733-0.0011734i,5.6507e-07-0.000734i,0.00029438+0.00067038i,0.00046387+0.00066691i
0.00020828-0.0016916i,-1.8681e-05-0.0016024i,-0.0006993-0.0010844i,-0.0013791+4.1318e-07i,-0.001255+0.00094645i,-0.00067879+0.001415i,-0.00045292+0.0013336i,-0.00024211+0.00039121i,-0.00037443-8.836e-05i,-0.0004944-0.00025477i,-0.00016066+0.00013614i,0.00027571+0.00030893i,0.00028881-0.00015572i,4.8199e-05+0.00029446i,0.00021915+0.00081859i,0.00042444+0.00033577i,-0.00012938-0.00071901i,-0.00088536-0.00089982i,-0.00098248-0.00018553i,-0.00034135-0.00040777i,-0.00031203-0.0012595i,-0.00011704-0.000907i,0.00021597+9.3093e-06i
0.00062788+0.00095398i,0.0012145+0.0017721i,0.0012506+0.0014426i,-0.00051475+0.0002801i,-0.002337+0.00022102i,-0.0026034+0.0013697i,-0.0015823+0.0019939i,-0.00091202+0.0017392i,-0.00083413+0.0013376i,-0.00039062+0.0013306i,0.00011538+0.00084499i,0.00013562+0.00015333i,-0.00031631+8.4024e-05i,-0.00057242+0.00010929i,-4.3274e-05-0.0009436i,9.1103e-05-0.0010431i,-0.00028332-0.00052164i,-0.00043104-0.00039093i,-0.00061346+0.00032599i,-0.00022469+0.00038805i,0.00087416-0.00018316i,0.0011004+2.9262e-06i,0.00061395-0.00048604i
-0.0010387+0.00041174i,-0.0019226+0.001531i,-0.0025108+0.0024732i,-0.0025747+0.0018933i,-0.0015266+0.00057116i,-0.0014953+0.00018902i,-0.0019847+0.00062749i,-0.00085279+0.00020675i,0.00031228-0.00023347i,2.3131e-05+0.0001734i,-0.00065637-2.137e-06i,-0.00072628+0.00016927i,0.00034309+0.00022633i,0.00069618+4.1924e-05i,-0.00017693+0.00050844i,-0.00026863+0.00054876i,-0.00043144+0.00041494i,-0.00036107+0.00025672i,-2.0151e-05-0.00012511i,0.00027953-0.00028093i,0.00093801+8.6386e-05i,0.00070492+0.00041047i,0.000209+0.00050137i
-0.0023571-0.0015205i,-0.0028653-0.0013375i,-0.0025566-0.00065471i,-0.0028928+0.0006813i,-0.0028708+0.0017625i,-0.0020784+0.0027822i,-0.001345+0.0025223i,-0.00067002+0.00077197i,-0.00054449-0.00079414i,-0.00078821-0.00078876i,-0.00086825-0.00015698i,-0.00017072-0.00045489i,0.00086584-0.00068378i,0.00072944-0.00024106i,0.00021752+0.00064213i,0.00056177+0.00096975i,0.00078074+0.00063806i,0.00071914+0.00049755i,0.0011623+0.00035903i,0.0011193-0.00012835i,0.00088942-0.00059452i,0.00016809-0.00045449i,3.0852e-05+0.00016495i
-0.0020878+0.00026355i,-0.0024587-0.0010538i,-0.0017339-0.0012986i,-0.00090164-0.00030884i,-0.0011404+0.00073956i,-0.00096188+3.71e-05i,-0.00057514-8.8196e-05i,-0.0010992-0.00015015i,-0.00068621-6.6972e-05i,0.00035355-6.4406e-05i,0.0004528-0.00024711i,-0.00036085-0.00014119i,-0.00046864-0.00034609i,-0.000334-0.00047236i,-5.9577e-05-0.00074144i,9.5016e-05-0.0016817i,-0.00019074-0.0012799i,-0.00056627-0.00055394i,-0.00089661-0.00041637i,-0.00083697-0.00029567i,-0.00016778-0.00018331i,3.9786e-05-0.00038219i,-0.0002059-0.00026734i
0.0024189-0.00060902i,0.0020286-0.0014782i,3.8772e-05-0.0018722i,-0.0011622-0.0019304i,-0.002067-0.0013117i,-0.0036703+0.0013272i,-0.0032111+0.0024206i,-0.00095394+0.0013799i,0.0001692+0.00045766i,-0.00060447-0.00026804i,-0.0013889-8.7252e-05i,-0.0012676+5.1078e-05i,-0.00099252-0.00041322i,-0.0013392-9.8017e-05i,-0.0014793+0.00073232i,-0.00065314+0.00075399i,-0.00033646+0.00037882i,-0.0008704+5.2913e-05i,-0.0010217-0.00015466i,-0.00044285+0.00043241i,0.00020034+0.00081506i,0.0001239+0.00086707i,-0.00051368+0.00070797i
0.0029109+0.00086407i,0.003523+6.2494e-05i,0.002859-0.00052696i,0.00083362-0.00047326i,-0.00071869-0.00010478i,-0.00167+0.00035412i,-0.0019828+0.0010927i,-0.00083215+0.0018611i,0.00073262+0.0018295i,0.000213+0.00093069i,0.00041372+6.1047e-06i,0.00099207-0.00060777i,0.0010586-0.00065685i,0.00041048+0.00046543i,-0.00067183+0.00039043i,-0.00034528+5.2647e-05i,0.00048468+0.00023348i,0.0002963-0.00025904i,0.0001455-0.00084823i,0.00014064-0.00064551i,0.00036217+0.00037347i,6.9224e-06+0.0009848i,-0.00045135+0.00014663i
-0.0018648+0.0025918i,-0.0014488+0.0022641i,-0.00023138+0.0018283i,-0.00038303+0.0012132i,-0.0013012+0.0006272i,-0.0015992+0.0011625i,-0.0018328+0.0023057i,-0.00098141+0.002114i,1.613e-05+0.0005578i,0.00025386-0.00029935i,0.00065137-0.00059425i,0.00092223-0.00012834i,-0.00054951+0.0007684i,-0.001108+0.00040877i,-0.0003238-4.4857e-05i,0.00012219+0.00021297i,-0.00026372+0.0003192i,-0.000122+0.00069258i,0.00034618+0.00027772i,0.00030343+0.00053351i,9.675e-05+0.00092921i,-0.00011701+0.00057651i,-0.0003738-0.00022806i
-0.0025038+0.00072347i,-0.0015435+0.0015817i,-0.00095067+0.0022064i,-0.00017237+0.0015722i,-0.00035149+0.00043775i,-0.0012984+0.00027121i,-0.0019631+0.0009791i,-0.001272+0.0013871i,-0.00055223+0.00055173i,-0.00051096-0.00036391i,0.00047698-0.0010056i,0.000997-0.00060451i,0.00019938+0.00014355i,-0.00054321+0.00029351i,-0.00019953-0.00037751i,0.00039759-0.0010813i,0.0003235-0.0011057i,-8.6328e-05-0.00033549i,-0.00038686-5.0087e-05i,-0.00049768-0.00032004i,-0.0007198-0.00016188i,-0.0007642-0.00080805i,-0.00032899-0.00039483i
0.00016488-0.0024499i,2.1932e-05-0.0020469i,-0.0019635-0.0012001i,-0.002685-0.00075704i,-0.0020193+0.00021065i,-0.0014039+0.0015608i,-0.00084607+0.0011479i,-2.3725e-05+0.00033463i,8.7491e-05+0.00078664i,-0.00082187+0.0011571i,-0.001209+0.00078778i,-0.00066493+1.1612e-05i,-7.9387e-05-0.00036681i,-0.00035104+0.00049227i,-0.00073441+0.0004524i,-0.00083593-0.00030812i,-0.00062079-0.00028153i,-0.00026983+7.3191e-05i,-0.00014189-0.00013083i,-2.2904e-05-0.00019824i,-0.00041636+0.0003592i,-0.00088778+0.00043675i,-0.00041474-0.00031556i
0.0014557-0.00081609i,0.00076969-0.0016178i,-0.0005063-0.0020941i,-0.0014526-0.00045705i,-0.0020263+0.00094627i,-0.0026346+0.00067622i,-0.0021783+0.00059813i,-0.0012726+0.00037625i,-0.00053148+9.4587e-05i,-0.00092117-0.00072248i,-0.0015317-0.00017595i,-0.00034211+0.0004886i,-0.00028558+0.00066047i,-0.0014208+0.00055365i,-0.00084829-0.00021424i,-0.00044004-0.0011998i,-0.0010599-0.00092998i,-0.0013569+4.1541e-05i,-0.0011364+0.00031377i,-0.00081132+0.00070253i,6.9374e-05+0.00055025i,0.00061214+7.8183e-06i,0.00049352-0.00019123i
-0.0016313-0.0011331i,-0.0012917-0.00085546i,-0.0018284-3.9721e-06i,-0.0017749+0.00012372i,-0.0015149+0.00046408i,-0.0014763+0.0006731i,-0.0010914+0.00068007i,-0.00062506+0.00054991i,-0.00069101-0.00018662i,-0.001359+0.00010061i,-0.00075852-8.0473e-05i,7.5021e-05-5.9062e-05i,0.00060578+0.00043611i,0.0012363+0.00073973i,0.0013428+0.00072211i,0.00053477-2.468e-05i,-0.00021715+0.00015796i,3.7525e-05+7.2313e-05i,-7.1254e-05-0.0007188i,-0.00032054-0.0004887i,-0.00087877-0.00043533i,-0.0011798-0.00028792i,-0.00062182-9.9728e-05i
0.0010242-0.00036131i,0.0003026-0.0019669i,7.6044e-05-0.0012676i,-0.0005986+0.0013005i,-0.0007479+0.0010403i,-0.00074053+0.00055063i,-0.00079755+0.0007851i,-0.00024016+0.00089909i,0.00060819+0.00055574i,0.0011638-0.00012701i,0.00041024-4.7788e-05i,-0.00023474-5.2154e-05i,0.00061136+0.00048113i,0.0011459+0.00072827i,0.00080359+0.00014616i,0.00045505+6.8084e-05i,-6.6472e-05-0.00042819i,-5.1409e-05-0.00063512i,0.0004547+0.00027527i,-3.8046e-05+0.00025746i,-0.00049694-0.00057808i,-0.00030743-0.00024587i,-0.00040715+0.00045788i
-0.0027128-0.00079832i,-0.0021138-0.00078334i,-0.0021391-0.00050302i,-0.0018478-0.00015194i,-0.0015168+0.00096975i,-0.0010059+0.0014506i,-0.00022873+0.00072628i,0.00039449+0.00029354i,9.2092e-05+0.00017162i,-0.00054316+0.00018193i,-9.6202e-05+0.00042046i,-2.1795e-05+0.00035867i,7.6345e-05+0.00032812i,0.00060425+0.000144i,0.00096635-0.0003307i,0.00025005-0.00018984i,-0.00092198+0.00035045i,-0.00076812-0.00017792i,-0.00059757-0.00087572i,-0.00026078-0.00032959i,0.00072536+0.00070795i,0.0004373+0.00028305i,-0.00029937-0.00095101i
-0.0014309+0.00028779i,-0.0036038+0.00079223i,-0.0052024+0.0024919i,-0.0041902+0.0033991i,-0.0029913+0.0023863i,-0.0027752+0.0010153i,-0.0021944+0.0011477i,-0.00076144+0.0012355i,-0.00048438-0.00034798i,-0.00076337-0.00090662i,-0.00021683-0.00020336i,0.0004729-0.0003252i,0.0010578-0.00088326i,0.0010756-0.00029222i,0.00022453-7.7561e-05i,2.3264e-06-8.1675e-06i,0.00017366+0.00022159i,-2.6801e-05-0.00072923i,0.00048659-0.0013674i,0.0003989-0.00098786i,-0.00026188-0.00088846i,-0.0003234-0.00089033i,-0.00037415-0.00055089i
-0.0037894-0.0087234i,-0.0069912-0.0085428i,-0.012464-0.0027985i,-0.010521+0.0017906i,-0.0047296+0.0039746i,0.0012726+0.0029186i,0.0020792+6.8894e-05i,0.00027472-0.00037883i,-0.00082898-0.00045399i,-0.0010757+0.0011402i,-0.00052787+0.0026252i,0.00058119+0.0020987i,0.0025179+0.0020797i,0.0042856+0.0027349i,0.0042504+0.0023989i,0.0024621+0.0014292i,0.00055859+0.00051922i,4.6884e-05-1.25e-05i,-3.0966e-05-0.0014075i,0.00028446-0.0023419i,-0.00013844-0.0016379i,-0.00060815-7.9532e-06i,-8.3646e-05+0.0012885i
0.0032239+0.0030434i,0.0041772+0.0025225i,0.004829+0.00025616i,0.0028096-0.00088562i,-8.1729e-05-0.001658i,-0.0031017-0.0013859i,-0.0030414+6.313e-05i,-0.00066925+0.00067255i,0.001294-0.00049555i,0.0017444-0.0014116i,-6.2781e-05-0.0012415i,-0.0011816-0.00025583i,-0.0010437+0.00013939i,-0.0017147+0.00037268i,-0.0028313+0.00088936i,-0.0024362+0.00060284i,-0.0007366+0.00024509i,0.00053121+0.00022396i,0.00021967+0.00017255i,-0.0002297+0.0001504i,0.00036324+3.4688e-05i,0.00082266-8.4206e-05i,9.3743e-05-0.00023445i
0.0011292-0.0012644i,0.0012727-0.00053953i,0.00050829-0.0017113i,-0.00099907-0.001443i,-0.0029527-0.00036251i,-0.0034682+0.00029131i,-0.002363+0.0013228i,-0.0014026+0.00133i,-8.5633e-06-0.00015235i,0.00068027-0.00073945i,0.0010996+0.00039464i,0.00093641+0.0014957i,-0.00018175+0.0010526i,-0.00090235+0.0003167i,-0.0010744+0.0003156i,-0.00096438-0.00028698i,-0.00012412-0.00050173i,0.00040475-2.0862e-06i,0.00041951-3.4613e-05i,0.0002807+0.0005515i,0.00042396+8.7765e-05i,0.0012805-0.00097039i,0.00068376-0.00031429i
0.0027825+0.0010942i,0.0027448-0.00059888i,0.0020124-0.0016992i,0.00074726-0.0017222i,-0.00037127-0.0011892i,-0.0012032-0.00012806i,-0.00064334+0.0013743i,0.00063446+0.0014415i,0.0008505+0.00020826i,0.00028784-0.00053169i,0.00030153-0.00027871i,0.00036716+0.00018723i,-0.0001615+0.00054832i,-0.0013264+0.00020127i,-0.0014352-0.00071206i,-0.00057596-0.0011215i,0.00026372-0.00059102i,0.00088019-0.00018161i,0.00080822+0.00027131i,0.00029601-1.908e-05i,-0.00013295-0.00039888i,-0.00042005-0.00074693i,-0.00033953-0.0012897i
0.00084381+0.00059478i,0.00042942+0.0014213i,-0.00047508+0.0015163i,-0.0023611+0.00072751i,-0.0026575+0.00050065i,-0.0016493+0.00094579i,-0.00076527+0.0010119i,-0.00029341+0.00028417i,-0.00031701-0.00030917i,-0.00051499-0.00039114i,-4.0452e-05-0.00043077i,0.00021236+8.4593e-06i,-0.00045029+0.00071138i,-0.0011257+0.00045009i,-0.00046573-0.00036638i,-0.00017589-0.00018853i,-0.00088426-0.00042229i,-0.00048051-0.00086536i,0.00073719-0.00047346i,0.0011451-0.00084796i,0.00093194-0.0017099i,0.00013425-0.0013426i,-0.00067207-0.00082606i
-0.0011803+0.0018456i,-0.0017629+0.0016696i,-0.0018131+0.0020544i,-0.0022678+0.0013224i,-0.0028072+0.0012714i,-0.0029608+0.0021697i,-0.0022532+0.002031i,-0.00092348+0.0014555i,-0.00011638+0.00058498i,0.00032585+0.00031934i,0.00023608+0.00070747i,0.0001174+0.0011032i,-0.0002368+0.001129i,-0.00036457+0.00096533i,-0.00081127+0.00062534i,-0.00056156+0.00044099i,-0.00025015+0.00086276i,-0.00042681+0.00053381i,-0.00016017-0.00048806i,5.5374e-05-0.00042065i,6.3466e-05-0.00038808i,0.00033439-0.00046765i,7.6286e-05-0.00069994i
0.00094832-0.0013745i,0.00038534-0.00082218i,0.00029454-0.00095451i,-0.0009336-0.00067606i,-0.0022136-3.9688e-05i,-0.0026512+0.00049915i,-0.0019161+0.0012388i,-0.00017815+0.0014469i,0.00049048+0.00089377i,-0.00030518-0.00017114i,-0.00060495-0.00049356i,-0.00032384+0.00021263i,0.00015043+0.00053843i,-0.00046785+0.00056422i,-0.0010832+0.00042686i,-0.00036154-7.0059e-05i,-0.00016779+5.6737e-05i,0.00022106+0.00033269i,0.00019183+0.00097237i,-0.00049365+0.00053324i,-0.00063154-0.00082868i,-0.00085444-0.0010806i,-0.00087829-0.00048309i
0.0021999-0.0016095i,0.0018686-0.0024196i,0.0006373-0.0029128i,-0.00092368-0.0020641i,-0.0022101-0.0010778i,-0.0022434+0.0017352i,-0.00090698+0.0039433i,0.0010998+0.0028148i,0.0011483+0.00088078i,0.00018488-0.00041919i,-0.00018547-0.00072637i,-0.00061514-0.00023616i,-0.001136+0.00027114i,-0.0015745+0.00052002i,-0.0015738+0.00029655i,-0.00086951+4.1769e-05i,-0.0006815+0.00030766i,-0.00082591+0.00083546i,-0.00048802+0.00074867i,0.00023505+0.00048488i,0.00064295-2.1854e-05i,6.9987e-05-0.00091666i,-0.00028205-0.00056825i
0.00055324+1.0136e-05i,0.0012648+3.0326e-05i,-2.1073e-05-0.00033878i,-0.0023919+7.9521e-06i,-0.0032672+0.00019979i,-0.0026594+0.00077455i,-0.00096446+0.0016521i,0.00039474+0.00094971i,-7.5381e-05-0.0002988i,-0.00088184-1.4898e-05i,-0.00074083+0.00047611i,-0.00055634+0.00024571i,-0.00065602-0.00070955i,-0.00064126-0.00051267i,-0.0010726+0.00060482i,-0.00078229+0.00067411i,-1.2963e-05+0.0002405i,0.00030759+8.1077e-05i,0.00024385-0.00030418i,0.00012621-0.00048162i,7.1779e-05-0.00028685i,0.00049427+3.3376e-05i,-4.2561e-05+0.00021294i
0.0010396+0.00096103i,0.0017236-8.0761e-05i,0.001451-0.0009823i,6.1548e-05-0.00098975i,-0.0014964-0.0010986i,-0.0018329-0.00064701i,-0.00071872+0.00118i,0.00042551+0.0016274i,0.00059424+0.0011045i,-0.0003341+0.00022462i,-0.0011618-8.1093e-05i,-0.0015064+0.00048267i,-0.0011645+0.00040156i,-0.00095635-0.00047173i,-0.0014015-0.0007714i,-0.0014699-0.00060222i,3.9137e-05-0.00047355i,0.0013085-0.0011858i,0.00053878-0.0011266i,-2.596e-05+6.561e-06i,-1.014e-05+0.00049578i,-0.00029552+0.00012453i,0.00060685-0.00034792i
0.00018383+0.00052243i,-4.9666e-05+0.00057164i,-0.00048048+0.00010968i,-0.00070631+0.00022896i,-0.0012152-4.9076e-05i,-0.0020942+0.00041407i,-0.0019627+0.0017365i,-0.00060484+0.0017104i,-0.00063333+0.00096065i,-0.0010012+0.00060021i,2.2859e-05+0.0010309i,0.00067153+0.00032087i,-0.00030933-0.00026734i,-0.00079299-0.00017012i,-0.00025518-0.00067752i,-0.00063728-0.0010922i,-0.0010738-0.00099376i,-0.00055846-0.00068927i,-0.00012528-0.00038746i,-0.00012109-0.00036203i,-0.00012941-4.4354e-05i,-0.00019686-0.00061753i,-0.00013248-0.00060255i
0.00035706-0.0021399i,0.0011135-0.0012975i,0.00020437-0.0008474i,-0.0019426-0.001135i,-0.0025509-0.00061945i,-0.0023883+0.00087164i,-0.0013827+0.0013734i,-8.0108e-05+0.00050037i,0.00029967-0.000244i,-0.00078567-0.00072715i,-0.0013074+6.6679e-06i,-0.00092121+0.0009025i,-0.00078955+0.0012398i,-0.00055674+0.0012736i,-0.00054689+0.00089332i,-0.00045131+0.00020767i,0.00013035-0.00037664i,-0.00024813-0.00021365i,-0.00080669-0.00040397i,-0.00059365-0.00018376i,-0.00068449-6.4175e-06i,-0.00094051-0.00027818i,-0.00028055-0.00013562i
-0.0014186+0.0016317i,-0.0010285+0.0016729i,-0.0011576+0.0011288i,-0.0024208+0.00081221i,-0.0032923+0.000385i,-0.0019061+0.00015574i,-0.00031214+0.00063698i,0.00049629+0.0010967i,0.00097417+0.00073483i,0.00053063+0.00057923i,4.3265e-05+0.00085734i,-2.6761e-05+0.00086214i,0.00022462+5.2362e-05i,0.00026389-9.2544e-05i,-0.00013506-0.00087707i,-0.0003516-0.001693i,-6.3904e-05-0.0012356i,0.0002661-0.00059215i,0.0004578-0.00013602i,0.0002286+0.00028267i,0.00028664+6.4231e-05i,0.00068049+0.00037265i,7.712e-05+0.00076151i
