-0.0026666+0.0028471i,-0.0034883+0.0031998i,-0.0024021+0.0031593i,-0.00060072+0.0024083i,-1.8418e-05+0.001576i,-2.7978e-05+0.0010706i,-0.0005217+0.0015176i,-0.000652+0.0012271i,0.000362+0.00028149i,0.0012923-0.00058205i,0.001048-0.0010602i,0.0005803-0.00099134i,0.00045205-0.0010877i,0.00034043-0.0010742i,0.00023596-0.00048643i,0.0003464-0.00033044i,0.00048327-0.00048167i,0.00062321-0.00012156i,0.00049008-0.00026228i,0.00037823+2.2366e-05i,0.00034837+0.00039677i,0.00031914-2.2299e-05i,0.00034762-0.00028063i
0.0018846+0.0018125i,0.0023739+0.00083776i,0.0019424-7.3014e-05i,0.00057788-0.0022578i,-0.00025118-0.002739i,-0.0014392-0.00045596i,-0.0012319+0.0010999i,-0.00058416+0.0011916i,-0.00057797+0.00044661i,-0.00045135-0.00051307i,-9.8693e-06-0.00093615i,0.00045399-0.0011166i,-0.00076987-0.00065536i,-0.0020831-0.00074714i,-0.0022429-0.0013499i,-0.0011607-0.00075898i,0.00025057-7.7091e-05i,0.00066476-0.00030969i,0.00015913+0.00022036i,-0.00014329+0.001082i,-0.00024701+0.00049374i,-0.00043965-0.0001688i,-0.00010747+7.2121e-05i
0.0025933+0.00087847i,0.0027525+0.00073073i,0.0028775-0.00014662i,0.0021377-0.0007234i,0.00052463-0.00058745i,-0.00043148+0.00034485i,9.0786e-05+0.0012703i,0.00064741+0.001678i,0.000495+0.0010805i,0.00035792-0.00069403i,-3.2006e-05-0.002193i,-0.00047315-0.0022205i,-0.00047836-0.0016606i,-0.0014005-0.00047686i,-0.0019551+0.0006089i,-0.00096104+0.00055762i,-0.00017861+0.00019787i,-8.1422e-06+0.00028641i,-0.0002243+0.00026948i,-0.00035858+0.00079996i,-3.2026e-05+0.00096761i,0.00016327+0.00075691i,0.00031756+0.00040813i
0.00037804+0.0001243i,0.0017237+0.00027926i,0.0020661+0.00049983i,0.0014369+0.00032234i,0.00096358-0.00051245i,7.179e-05-0.00088686i,-0.00079508-0.00018746i,-0.00040587+0.00048396i,0.00019776-0.00014217i,-9.3368e-05-0.00029869i,-0.00023855-0.00054627i,-2.8685e-05-0.00073592i,-0.00041265-0.00088828i,-0.00032882-0.00061861i,-0.00025105-0.00028496i,-0.00042981-0.00021507i,-0.00037072-0.00014095i,0.00028588-0.00018384i,0.00069838-9.8099e-05i,0.00010264-0.00029912i,0.00042452+0.00010339i,0.00085011+0.00038672i,0.00071125+0.00022719i
0.0028849-0.0020537i,0.0025849-0.002044i,0.0015457-0.0020748i,-0.0004536-0.00066922i,-0.0011302+0.0012867i,8.1381e-05+0.0023278i,0.00086266+0.0020158i,0.00057962+0.00077754i,-2.9184e-05-0.00077323i,-0.00054156-0.0014743i,-0.0002033-0.00068823i,0.00059469-0.00016914i,0.00031641+0.00032831i,-0.0007751+0.00081668i,-0.0015321+0.00090232i,-0.0012802+0.00058593i,-0.00060576+0.00088721i,0.00020763+0.00073786i,0.0015939+0.00060558i,0.0018012+0.00067214i,0.0011914-3.9058e-05i,0.00088473-0.00058596i,0.00027785-0.00060212i
-0.00087484+0.0029868i,-8.4012e-06+0.002946i,0.0015062+0.0023041i,0.001483+0.00087444i,0.00049195-0.00092928i,0.00030344-0.0017561i,0.00116-0.0010617i,0.0016523-0.00032785i,0.00092167-0.00038954i,0.00055854-0.00036394i,0.0007234-1.2951e-05i,4.9132e-05+0.00018412i,-0.00048402-0.00028397i,-0.00070997-0.00037274i,-0.00042676+0.00048772i,-6.2067e-05-9.8189e-05i,-0.00040763-0.00059216i,-0.00061026-0.00018648i,6.0136e-05+2.9158e-05i,0.00065795+0.00054879i,0.00060439+0.00056416i,0.00020396-0.00016851i,-7.9819e-05-0.00016658i
-0.0028688-0.0014194i,-0.0031714-0.0015183i,-0.0028783-0.0018914i,-0.0027336-0.00024291i,-0.0015512+0.0014738i,-0.00023001+0.0019091i,0.00039552+0.001038i,0.0006534-0.00067597i,0.00029212-0.001663i,-0.00028574-0.00057596i,3.0679e-05+0.00020254i,0.00014453-0.00023575i,-0.00021551-0.00023878i,0.00018362-0.00015549i,0.00016158+0.00012359i,-0.00032552+0.00033574i,-0.00029824+0.00021471i,0.00049011+0.00040524i,0.000275+0.00035532i,-0.00060729+2.621e-05i,-0.00061239+9.135e-05i,-0.00012346+0.00040899i,0.00025879+8.8472e-05i
0.0020398-0.00071765i,0.0019534-0.0016992i,0.00097774-0.0018739i,0.0011112-0.0011602i,0.001416+0.00027338i,0.00067212+0.00068181i,-7.7035e-06+0.00049907i,0.00017474+0.00035952i,0.00087601+0.00015123i,0.0010026-5.1994e-05i,0.00078806-0.00027966i,0.00023568-0.00013656i,-0.00049566+0.00033459i,-0.00010293-0.00011003i,0.00031925-0.00066677i,0.00013816-0.00021788i,0.00050233-2.3329e-05i,0.00019704+0.00023582i,-0.0003961+0.00041942i,0.00028582-0.00018035i,0.00056067+0.00032489i,0.00052743+0.00055482i,0.00025404+0.00022688i
0.00063352+0.00075636i,0.00069183+0.0014004i,0.0012739+4.9073e-05i,0.00070508-0.00081247i,-0.00049267-0.00011752i,-0.00090269+0.0012414i,-0.00031054+0.0017354i,0.00045345+0.0010428i,0.00053023+0.0002411i,0.0005551+0.00043687i,0.00017727+0.00072685i,-0.00052677+0.00027877i,-0.00044627+0.00035644i,-0.00021884+0.00067241i,-0.00064259+0.00075588i,-0.00096502+0.00015134i,-0.000207-0.00012495i,0.00047988-6.4485e-05i,0.00033336-0.0005135i,0.00028935-0.00038217i,0.00025259+0.00032683i,0.0005551+0.00026478i,0.00094528+0.00050705i
6.1737e-05+0.0016995i,0.00085132+0.00065272i,0.0019355-0.00055155i,0.0025217-0.000639i,0.0017197-0.00091792i,-0.0004692-7.6095e-05i,-0.001623+0.00027387i,-0.0013053-0.00032592i,-0.00036405+1.2135e-05i,-0.00022916+0.00020015i,-0.00059776+6.7594e-05i,-0.00075108-9.5391e-05i,-0.0002935+9.4808e-06i,-3.6081e-06+0.0003262i,-0.00038289-0.00019662i,-0.00041852-0.00048751i,0.00015739-0.00070379i,0.00028322-0.00057396i,-7.5312e-05-0.00027353i,-8.5167e-05-0.00039954i,-0.00010286-6.8605e-05i,0.0004009+0.0002553i,0.00085745-0.00053044i
0.0018136-0.00013659i,0.0012073-0.0019534i,0.00096755-0.0011887i,0.00044169-0.001093i,0.00026657-0.001532i,-0.00097305-0.00047373i,-0.0012402+0.00018703i,0.00033525+0.00058668i,0.00085854+0.00074994i,0.00029594+5.8837e-05i,-0.00045385-0.00074972i,-0.00066804-0.00092331i,-0.00042042-0.00093019i,-0.00087335-0.0011686i,-0.0011397-0.00055581i,-3.6574e-05-0.00019005i,0.00040061-0.00048695i,0.00014391-0.00054413i,0.00017291+0.0001956i,0.00019067+0.00077623i,0.0005049+0.00056214i,0.00023613+3.4836e-05i,0.00017585+0.00015182i
0.0006108+0.0018994i,0.0019756+0.0017817i,0.001686-0.00013184i,0.0004617-0.00068451i,-0.00026377+0.00020955i,-0.00076246+0.0005601i,-0.00076852+0.0011181i,6.0658e-05+0.00094552i,0.0011219+8.3535e-05i,0.0005269+3.9578e-05i,-0.00016482-1.0911e-05i,8.0516e-06-0.00044513i,-0.00034093-0.00050323i,0.00019286+0.00018183i,0.0007024+0.001044i,5.8835e-05+0.0014941i,-0.00069127+0.0013234i,-0.0014054+0.00072084i,-0.0010109+9.2276e-05i,-0.00046005-0.00039899i,-0.00037891-0.00036018i,1.2518e-05-0.00028495i,-9.9135e-05-0.00068572i
-0.00079919+0.00057821i,-0.00083027+0.0017501i,0.00057355+0.0025365i,0.002513+0.0011271i,0.0027111-0.00011003i,0.0010815-0.00073558i,-6.8436e-07-0.00067353i,-0.0003435-0.00021748i,-0.00039611-0.00054231i,0.00012439-0.00014319i,0.00048153+0.00017109i,0.00058889-0.00048234i,0.00090487-0.00048052i,0.00051524-0.00049787i,-1.2215e-05-0.00093067i,-0.00022211-0.00036312i,-0.00055434-0.00058474i,-0.00056692-0.0011184i,-0.0002313+1.1294e-05i,-0.00031352+0.00065763i,-0.00013036+0.00083392i,-0.00029274+0.0009474i,-7.41e-05+1.3817e-05i
0.00055086+0.00043856i,-0.00026809-0.0003397i,-0.00064757-0.00016628i,-0.00067555+0.00091125i,-0.00027087+0.00085568i,0.00012546+0.00010384i,0.0003768-0.00031216i,0.00050111-0.00057647i,0.00045296-0.00032279i,-5.5774e-05-0.00072563i,-0.00016088-0.00082794i,-0.00014211-0.0002721i,-0.00017408+0.00029838i,-0.00098354+0.00037553i,-0.0012754+0.00046109i,-0.0007229+0.0008998i,-0.00042533+0.00081509i,6.369e-06+0.00058485i,0.00056875+0.00048437i,0.00092422+0.00031748i,0.00021114-9.5154e-05i,-6.078e-05+0.00014343i,0.00049911+0.00081411i
0.0018206+0.00079292i,0.0035717+0.00070147i,0.0035327-0.00062046i,0.0011138-0.0019084i,-0.000328-0.0011118i,-0.00018542+0.00071967i,0.00049921+0.0015853i,0.0003379+0.00065994i,-8.8987e-05+8.4119e-05i,-1.5497e-05+0.00022054i,0.00014408-1.3092e-05i,-0.00037771-0.00017342i,-0.0003746+0.00018986i,0.00029109+0.00025282i,0.00011189-3.8202e-05i,-0.00076611+1.8015e-05i,-0.00039065-0.00017817i,0.00068558-0.00029696i,0.00084652-0.000587i,0.00039167-0.00060591i,-0.00019065-0.00036843i,-0.00014465-0.00087476i,0.00041603-0.00048202i
-0.0020019-0.00075348i,-0.0014002+2.1406e-05i,-0.001428+0.0010067i,-0.0008361+0.001601i,-9.642e-05+0.0012893i,-0.00024144+0.00063133i,-0.00010496+0.00042406i,-9.1602e-05-9.2812e-06i,-0.00059458+0.00015668i,-0.00063786+0.00080959i,-0.00041424+0.0012942i,7.181e-05+0.00083605i,0.00020866+0.00014884i,-0.00017132+6.4393e-05i,-9.1012e-05-1.071e-05i,0.00041659+9.1736e-05i,0.00038797+0.00019736i,-0.00013825-0.00022722i,-0.00043995-0.00057594i,-0.00072581-0.00015644i,-0.00042803+0.00019274i,0.00068285+0.00046173i,0.0013982+0.00096875i
-0.00061487-0.00053266i,-0.00016256-0.0011946i,0.0013881-0.0010763i,0.0015822-0.00067382i,0.00093228-0.00073492i,-6.4701e-05-0.00041114i,-0.00022239+6.4521e-05i,0.00045128+0.00039203i,0.00044726+0.00027707i,0.0004106+0.00025246i,8.9839e-05+0.0001338i,0.00048612+0.00020896i,0.0012005-7.9411e-05i,0.0012327-0.0011014i,0.00088912-0.0011907i,0.00072742+2.0585e-05i,0.00054978+0.00067273i,-0.0003745+0.00045966i,-0.00075368+0.00041359i,-0.00011011+0.00085121i,-0.00074558+0.00058913i,-0.0011254+0.00040597i,-0.00048815+0.00029403i
0.0018168-0.0010619i,0.0015479-0.0017648i,0.00033502-0.0019816i,0.00012823-0.0013235i,3.1601e-05-0.00055077i,-0.00049606+0.00039498i,-0.00072166+0.00077613i,2.631e-05+9.6383e-05i,0.00095908-0.00023593i,0.00047179-0.00088234i,-0.00024842-0.0011883i,-0.0012435-0.00041399i,-0.0013806-0.00030439i,-0.00049454-0.0007787i,0.00037161-0.00058318i,0.00027529+0.00023262i,-0.00038711+1.3752e-05i,-0.00028681-0.00024349i,0.00015985-0.00057323i,2.0821e-05-0.00046139i,0.0001515+0.0005191i,0.00028964+0.000841i,7.9463e-05+0.00081103i
0.00029993+0.00032895i,0.00047268+0.00092275i,-0.00041902+0.00024401i,-0.0011149-0.00049829i,-0.0015823-9.5494e-05i,-0.0009141+0.00012522i,-0.00019217-0.00010754i,-0.00030899+2.5769e-05i,-0.00029272+0.00019064i,0.00029444+0.00033645i,0.00042942+0.00016296i,-8.5314e-05-0.00020231i,5.9423e-05-0.00058764i,2.479e-06-0.00083836i,6.1976e-05-0.00044101i,0.00079003+0.00022025i,0.00094411+0.00051856i,0.00083644+0.00041017i,0.0004+0.00051419i,-0.00030186+0.00056288i,-0.00086453+2.5896e-06i,-0.00050152-0.00051659i,-0.00024882+0.00015372i
0.0030528+0.00035834i,0.0031971-0.0010569i,0.0036155-0.0020666i,0.0027863-0.0019783i,0.0012613-0.0020157i,0.00048534-0.0010109i,0.00055703+0.00018181i,0.0010149+0.00031853i,0.0013195+0.00042068i,0.001128+0.00014937i,0.00042628-0.0011048i,-0.00052881-0.00084254i,-0.00036251+7.0819e-05i,-0.00023118+0.0002026i,-0.0014276-0.00025664i,-0.0012397-0.0008626i,-0.00069024-0.00048143i,-0.00078691+0.00062847i,-0.00041461+0.00062238i,0.00036274+9.3865e-05i,0.00070491-0.00036943i,0.00073772-0.00014265i,0.00075762+0.00012028i
0.00055113+0.00053007i,0.00046179-0.0006196i,0.00010932-0.0013315i,0.00011055-0.0018238i,0.00018894-0.0010359i,0.00040921+1.5475e-05i,0.00059516+0.00028544i,0.00058297+0.00077743i,0.00080005+0.00040973i,0.00074657-0.00049216i,0.00040123-0.00028915i,-0.00062556-0.00075022i,-0.0014812-0.000815i,-0.0011852-0.00043375i,-0.00034176-0.00032048i,0.00023419-1.719e-05i,0.0003699+5.8595e-05i,0.00041927+0.0001051i,-6.3305e-05+0.00079496i,-0.0003591+0.00059151i,-0.0006017+0.00021202i,-0.00059222-0.0004042i,-0.00080398-0.00081453i
3.9865e-05-0.0006104i,0.00096869+7.9086e-05i,0.000929-0.0011346i,0.0010198-0.001452i,0.00071821-0.00010161i,-8.6835e-05+0.0009863i,-0.00034667+9.71e-05i,0.00012842-0.00046794i,3.4283e-05-0.00070455i,9.5269e-05-0.00077726i,9.9512e-05+0.00021327i,0.00021925+0.00030127i,0.0004661+4.3804e-05i,0.00050233+0.00052292i,0.00070794+0.00058086i,0.00052079+0.00067789i,5.2499e-05+0.00013756i,-7.2387e-05-9.1047e-05i,-0.0004918+0.0002828i,-0.0001515+0.00034681i,0.00023942+0.0009162i,-0.00023869+0.00088589i,-0.00037577+0.00083416i
-0.0027752-0.00041829i,-0.0017499+0.0001441i,-0.0011177+0.0020596i,-0.00096542+0.0036686i,-0.00014272+0.0014586i,0.00080175-0.00054892i,0.00036238-0.00045023i,-0.00017128-0.00073333i,-0.00095314-0.00077918i,-0.00064899-0.00042991i,0.00044591-0.00065787i,0.0009558-5.6155e-05i,0.00017439+7.6705e-05i,0.00018514-0.0012569i,0.0012058-0.0010291i,0.00073586-0.00041909i,-0.00044977-0.00053647i,-0.00043754-0.00045279i,-1.3475e-05+0.00031658i,-4.724e-05+0.00035808i,-0.00067861-0.00068627i,-0.00062479-5.2737e-05i,0.00015279+0.00037121i
0.00040291+0.0010489i,0.0011854+0.00060648i,0.0012907-0.00039053i,0.00057361-0.0010393i,2.0072e-05-0.00020259i,-0.00022507+0.00070923i,-0.00020867+0.0011325i,-8.6524e-06+0.0014494i,0.00013164+0.0012715i,-0.00082416-0.00052033i,-0.0014507-0.0014465i,-0.0005994-0.00040412i,0.0003643+0.00017778i,0.00031163+0.00023713i,-0.00026625+0.00043224i,-0.00054993+0.00012682i,-0.00024208-0.00047034i,0.00015553-0.00050142i,0.00019038+0.00017584i,-0.00013088+0.00024441i,-0.0010992-7.6816e-05i,-0.0010427+9.8018e-05i,-0.00016257-9.5204e-05i
0.00025266+0.00070788i,0.0021883+0.0015149i,0.0021025+0.0023129i,0.00054863+0.0023142i,-0.00040021+0.0017575i,4.5634e-06+0.00070588i,8.7764e-05-0.00012727i,0.00024873-0.00073915i,0.00023102-0.00087552i,-0.00018263-0.0006979i,-5.6133e-05-0.00067889i,-0.00019098+0.0002298i,-0.00038251+0.00077241i,-0.00036712+0.00023498i,-5.6698e-05-0.00036252i,0.00018694-0.00015811i,-0.00060254+0.00041764i,-0.0011941+0.000419i,-0.00062387-0.00038681i,-0.00031475-0.0008468i,-0.0006999-0.00029111i,-0.00013789-4.4652e-05i,0.00030378+0.00019383i
0.0010274-0.00089766i,0.0011241-0.00051879i,0.00063927-0.0018955i,0.00070434-0.002806i,0.00066675-0.0021696i,-0.00019886-0.00059579i,-0.00031059+0.00010868i,7.0539e-06-0.00042209i,-0.00021599-0.00033165i,-0.00027045+0.0005669i,0.0005539+0.00026617i,0.0011371-0.00036445i,0.00093333+0.00011344i,-3.3894e-05+0.00038389i,0.00030053-0.00029162i,0.00091462-0.00040062i,0.0004234-0.00026191i,-0.00062285+2.2733e-05i,-0.0013835+5.9773e-05i,-0.0004927-1.6166e-05i,3.4217e-05+0.00024869i,-9.5967e-05+0.000298i,-0.00067921+0.00049589i
0.00011378+0.00030462i,1.3337e-05-0.00011497i,0.0004439-0.00027007i,0.0011674-0.00027508i,0.00040142-0.00059936i,-0.00025273-0.00083141i,-0.00025047+0.00018464i,-0.00031974+0.00064658i,-0.00011764+0.00079449i,-0.00037935+0.00039447i,-0.00039955-0.00044646i,-0.00013638-0.00047802i,3.1436e-05-0.00013642i,-0.00018548+0.00041515i,-0.00068585+2.6863e-05i,-0.00016459-0.00079078i,0.00087682-0.00046561i,0.00095264-0.00018601i,0.00024143-0.0006538i,-5.4639e-06-0.00012779i,1.9467e-05+0.00010919i,-0.00039354+0.00043005i,-0.00025202+0.00072861i
-0.00084546+0.00088915i,0.00027351+0.0017724i,0.0012035+0.0016323i,0.0012771+0.001679i,-0.00046822+0.002201i,-0.00098135+0.0014624i,-0.0001729+0.00036855i,0.00057003+5.586e-06i,-7.6787e-05-4.0227e-05i,-0.0006037+0.00021809i,-0.00019012+0.00061787i,-7.1199e-05+4.0017e-05i,0.00034691-0.00055204i,0.00063699-0.00089766i,0.00086533-0.0008978i,0.00051645-0.00044316i,0.00028863-0.0004096i,0.0011378-0.00073034i,0.00091736-0.00021722i,7.8479e-05+0.00028023i,-0.0002573-0.00010387i,-0.0004334+0.00014403i,-0.00043868+0.00032567i
0.0012031+9.1286e-05i,0.0020135-0.00061494i,0.0018622-0.0010098i,0.0019732-0.00083518i,0.0010325-0.00025314i,-0.00049436+0.00033951i,-0.0005708+0.00079867i,-0.00021659+0.00090847i,-0.00019744+2.0699e-05i,-0.0003183-0.00029272i,1.1873e-05+0.00010381i,-0.00010647+0.00067772i,-0.00070846+0.00088333i,-0.00047428+0.00021525i,-0.00055783-0.0001042i,-0.0003608+0.00019452i,-0.00010642+0.00037672i,-7.1596e-05+0.00026788i,2.313e-05+5.2226e-05i,0.00012239-0.00030358i,-0.00038817-0.00065358i,-0.0009584-0.00050446i,0.00028082-3.5233e-05i
-0.00071138+0.0024975i,3.5512e-06+0.0025545i,0.00010479+0.0022548i,-0.00015036+0.00074834i,6.6788e-05-0.00081661i,-0.00079714-0.00082307i,-0.00096781-0.00023196i,-0.00092599+0.00036661i,-0.0011785+0.00043019i,-0.00035399-0.0002526i,-0.00043318-0.00012105i,-0.0013167+0.000201i,-0.0011902-0.00046158i,-0.00049463-0.00054836i,-0.00042466-0.00028332i,-0.00050573-0.00069355i,-0.0008323-0.0004632i,-0.0011033+9.5732e-06i,-0.00045734-0.00048355i,-0.00040658-0.00047887i,-0.00071389+0.00039272i,-0.00054824+0.0009142i,-0.00028012+0.00062356i
0.00027313-0.00050194i,0.00068225-0.0016738i,0.00036281-0.0012539i,0.00055836-3.5687e-05i,0.00014762+0.0001737i,-0.00091226-0.00050254i,-6.9681e-05-0.0005995i,0.00066848-0.00015035i,0.00053722+0.00034556i,7.6496e-05+0.00017592i,-8.9314e-05-0.00021325i,-0.00045967-0.00051541i,-0.00078221+0.00029885i,-0.00058482+0.00064551i,7.8405e-05+0.00018082i,0.0006428+8.5056e-05i,0.00060769+0.00056555i,0.00043526+0.00069676i,0.00043212+0.00046083i,-3.212e-05-0.00028649i,0.00030798-0.00061162i,0.00018204-0.00035189i,-0.00070127-0.00081875i
0.0020261-0.0014967i,0.0018199-0.0017582i,0.0013837-0.0020408i,0.00040556-0.0018334i,0.00027595-0.00016964i,0.0010379+0.0011471i,0.00092397+0.00069749i,0.00042798+0.00043654i,0.00075242+0.00062044i,0.00071393+0.00040239i,0.00072757+0.00034184i,0.00076782+0.00045318i,0.00029052-0.00011465i,0.00016044+0.00029538i,0.00047702+0.00080267i,0.00032071+0.00043303i,-0.00032131+0.0010937i,-0.0010245+0.0015896i,-0.00074766+0.00093925i,3.8235e-05+0.000316i,0.00022562+0.0007788i,7.5196e-05+0.00086041i,-0.00035486+0.00041579i
0.0021625+0.0015694i,0.0025946+0.001003i,0.003487+0.00045388i,0.0025708+0.00030788i,0.00032901+0.00056075i,-0.00049034+0.0011467i,0.00011119+0.0016612i,0.00051802+0.001032i,5.284e-05-0.00035211i,-0.00034344-0.00084671i,-9.0335e-05-0.00093191i,0.00012597+0.00015815i,-0.00055665+0.00063673i,-0.001066+0.00042701i,-0.00083348+0.00085572i,-0.00090307+0.00079189i,-0.00067133+0.00016959i,0.00017023-2.5717e-06i,0.00025294+0.00014737i,-0.00014736-0.00013368i,-0.0004384-0.00064241i,-0.00039192-0.00079634i,0.00010303-5.9381e-05i
-0.0014759-0.00036428i,-0.0016273-0.00035022i,-0.00082219-0.00027263i,-2.4553e-05+0.00059383i,0.00016605+0.00099113i,7.4384e-05+0.00036451i,0.00034468+0.00039774i,0.00089438+0.00062961i,-9.1414e-05+0.00066601i,-0.00084301+0.00079855i,-0.00010379+0.00010253i,0.00054059-0.00040255i,0.00059324-0.00029575i,8.1925e-06-9.7037e-05i,0.00020541+0.00055392i,0.00051835+0.0007112i,-0.00065298+0.00038152i,-0.0010727+0.00067516i,-0.00037771+0.00026008i,0.00063476-0.00034781i,0.0010707+0.00024082i,0.00048075+0.00062345i,0.00044344+0.00023542i
-0.00088383+0.00023045i,-0.0023169+0.00058058i,-0.0027343+0.00031437i,-0.0012859-0.00052987i,-0.00055872-0.00056041i,-0.00026662-6.2919e-05i,0.00025397+0.00084798i,-0.00046825+0.00078177i,-0.000364+0.00022636i,0.00016282-0.00039133i,0.00037744-0.00026403i,0.00057035+0.00036152i,0.00023016-1.6481e-05i,0.00025205-0.00069024i,0.00079358-0.00097238i,0.00080403-0.00047149i,0.0005248-0.00034047i,0.00037194-0.00025943i,-0.0001336+5.7315e-05i,-0.00052711+0.00018909i,-0.00028799+0.00063047i,0.00026422+0.0006177i,0.00058132+1.5315e-05i
0.0019054+0.0019168i,0.0029796+0.0021739i,0.0035811+0.0019392i,0.0032888+0.0015552i,0.0021069+0.0017936i,0.001412+0.0025131i,0.00079485+0.0020052i,-0.00021157+0.0010731i,-0.00035482+0.00096132i,9.7546e-05+0.0010715i,-0.00034415+0.00076145i,-0.00047411+1.3193e-05i,-0.00019358-0.00057968i,-8.9857e-08-0.00091673i,-0.0003734-0.00088719i,-0.0010014-0.00049307i,-0.0012182-0.00073338i,-0.0012735-0.00086299i,-0.00069265+0.00032669i,-0.00046886+0.0010365i,-0.00020218+0.0007543i,0.00019903+0.0002368i,0.0003314+0.00024017i
0.0001512-9.5679e-05i,0.00030233-0.00076556i,-9.1887e-05-0.0014802i,0.00055603-0.001116i,0.0005878-0.00061348i,-0.00038417+0.00027546i,-0.00037443+0.0004715i,0.00034749-0.00026629i,0.00012234+6.7635e-06i,3.0106e-05+0.00032577i,-0.00033858+0.00028933i,-0.00056582+0.00025852i,-7.3697e-06-0.00014873i,0.00043418-0.00052802i,0.00029668+0.00013906i,0.00037919+0.00092213i,0.00072602+0.00039847i,-6.475e-05-8.9051e-05i,-0.00068733-0.00073804i,-0.00059489-0.00046594i,-0.00022175+0.00013392i,0.00021371+0.00010409i,0.00047955+0.00050814i
-0.0013048-0.00018323i,-0.0022426+0.00064437i,-0.002108+0.00073082i,-0.0011406+0.0005828i,-0.00061775+0.00060949i,-0.00076859+0.00049834i,-0.00053116+0.0012843i,-6.5943e-05+0.0012006i,-0.00086321+0.00051656i,-0.0011421+0.00035128i,-0.00010991-1.3073e-06i,-2.68e-05-7.9138e-05i,-0.00075866+3.9206e-05i,-0.001216+0.00034512i,-0.00042313+0.00042328i,-1.6874e-05-0.00023771i,-0.00050534-0.00034094i,-0.0012245+0.00023788i,-0.00096053+9.9851e-05i,0.00047232-0.00016366i,0.00026943-0.00042839i,-0.00066179-3.7074e-05i,0.00010689+0.00088906i
0.0017349-0.0010809i,0.0028412-0.0014747i,0.0019359-0.00067454i,0.00074488+0.00075327i,0.00015219+0.0014308i,0.00012454+0.0013803i,0.00031524+0.0013266i,0.00067168+0.00066184i,0.00035485-5.6154e-05i,-0.00051648+4.3739e-05i,-0.00059747+0.00095252i,-0.00047128+0.00084583i,-0.00053416+0.00068036i,0.00018968+0.00087237i,0.00033863+0.00061485i,0.00016245+0.00044077i,0.00034064+0.00077728i,-0.000274+0.0011335i,-0.00039215+0.00065185i,0.00054435-5.2831e-05i,0.0012186-0.0002044i,0.00065393-0.00010655i,-6.0534e-05-0.00010416i
-0.0017461+0.00016757i,-0.0011893-0.00019086i,-0.0013316+0.0002908i,-0.0004732+0.0013528i,0.00058725+0.0012779i,0.00086451+0.00072522i,-0.00023132+0.00092949i,-0.0010136+0.00071724i,-0.00089361+0.00012674i,-0.00041656+9.991e-05i,0.00015275-0.00015509i,0.00020877-0.00065371i,0.00047918+0.00013473i,0.00040362+0.00019433i,0.00030088-0.00075369i,0.00046459-0.0013585i,-9.1978e-05-0.0010764i,4.6234e-05-3.4495e-05i,-5.9043e-05+0.0004244i,-0.00041407+0.00010345i,-0.00012605+0.00036669i,-9.6141e-05+1.2524e-05i,-0.00075522-0.00053512i
-0.0019601-0.0013934i,-0.0014289-0.0010497i,-0.00091271-0.00093802i,-0.00027353+0.00026913i,0.00060188+0.0012461i,0.00078972+7.5493e-05i,0.00045122-0.00037417i,-0.00021777+0.00035533i,-0.00028943+0.00046984i,0.00019457+0.00024479i,0.00010171-0.00027132i,-0.00049009-0.00058599i,-0.00065541-0.0011973i,0.00012255-0.0014067i,0.00025864-0.00090574i,-3.689e-05-0.00010488i,0.00026474+0.0002356i,0.00067729+4.4326e-05i,0.00018943-0.0011474i,-0.00034234-0.0014165i,-0.00040883-0.00011554i,-0.00035242+0.00059935i,-0.00027013+0.00092498i
0.00017268-0.0009235i,-0.00023149-0.00037482i,-0.0013671-4.2447e-05i,-0.00063881-0.00057601i,0.00052377+0.00040668i,0.00099801+0.00085654i,0.00074189-0.00010962i,-0.00035459-0.00028735i,-0.0017079-0.00035861i,-0.0016561-0.00072564i,-0.00089915-0.00056264i,9.4807e-05-0.00074522i,0.00030303-0.00098536i,-0.00060601-0.00067287i,0.00022763-0.00033156i,0.0014063-3.4806e-05i,0.0011727-0.00048479i,0.00075169-0.00027342i,-5.6588e-05+6.9827e-05i,-0.00011302-0.00048788i,0.00011097-0.00043182i,-0.00024923-2.9387e-05i,-0.00067914-2.801e-06i
-0.00030655-0.0013811i,-0.00058561-0.00029594i,-0.00091297-6.7938e-05i,-0.00030075-0.00022013i,-0.00025182+0.00037641i,6.2232e-05+0.00063445i,0.0009524+0.0004562i,0.0011984-0.0002449i,0.0012606-0.00020365i,0.0012466+0.00029007i,0.001345+0.00020021i,0.00091708+0.00036621i,0.00037688+0.00017597i,0.00052789-0.00080217i,0.00047714-0.00076131i,0.00018135-0.00039305i,-0.00045818-0.00036989i,-0.00062911-0.00042557i,-0.00020643-0.00018829i,-0.00027998-0.00043071i,-0.00016868-0.00088954i,1.5131e-06-0.00052823i,0.00019011+9.0923e-05i
