0.00025246-0.0011029i,-0.00035545-0.00088991i,-0.00099451-0.00066345i,3.3476e-05-0.00067168i,0.00027152-0.00089233i,-0.00071712+0.00018852i,-0.00090337+0.0016656i,0.00028474+0.0022213i,0.0018305+0.0022716i,0.0018622+0.0011471i,0.0010667-0.00029447i,2.7207e-05-0.00048343i,-0.00020402-0.00028929i,0.00020659-0.00037285i,0.00018864+7.9917e-05i,0.00046308+0.0002347i,0.00014902-9.1766e-05i,-6.5742e-05-8.5463e-05i,0.00035478+2.1103e-05i,0.00099333+0.00013738i,0.00056768-2.0345e-06i,0.0003481-0.00046073i,6.4892e-06-0.00068562i
-0.0041423+0.0021571i,-0.0014639-0.0023291i,-0.0020818-0.0022945i,0.00034118+0.0018719i,0.0012875+0.00022755i,0.0010641+0.0012304i,0.0010856+0.0029513i,-0.00051216+0.0015935i,-0.0054485+0.0010859i,-0.0091595+0.0026671i,-0.0081092+0.0032i,-0.0047381+0.00080568i,-0.0006844-0.0024134i,0.0020386-0.0040342i,0.0010527-0.0037904i,-0.0019188-0.0025425i,-0.0028696-0.0010648i,-0.0023017+0.0014697i,-0.0009119+0.0029177i,-1.7718e-05+0.0013589i,0.00021794-0.00024903i,4.4797e-05-0.00011775i,0.00095278-8.3097e-05i
-0.0034251+0.002225i,-0.0035755+0.00135i,-0.003084+1.305e-05i,2.1666e-05-0.0027875i,-0.00076742-0.0013258i,-3.9216e-05+0.0014801i,0.0016548+0.0025156i,0.0006832+0.0017131i,0.0014475+0.0002568i,0.005285+7.351e-05i,0.0068107-0.0003434i,0.0048964-0.001124i,0.0012679-0.00017159i,-0.0015088+0.0016261i,-0.0015585+0.0032025i,-2.3738e-05+0.0040337i,0.00024049+0.0030621i,0.00034153+0.0010577i,0.00058109-0.0003794i,0.00062423+0.00019238i,0.00046743+0.00121i,-0.00052887+0.00026556i,-0.00042234-0.0011065i
0.0036147+0.00036128i,0.0019586-0.0011216i,-0.0010251-0.0020555i,-0.0035187-0.002436i,-0.00066611-0.0010944i,0.00039606-0.00080169i,-0.0018435-0.00025568i,-0.0028506+0.00023565i,-0.0036767-0.00057448i,-0.005118+7.6042e-05i,-0.0056204+0.002931i,-0.0030087+0.0039073i,0.00096273+0.0017917i,0.0033626-0.0024693i,0.0034224-0.005492i,0.0020215-0.0060748i,0.0005772-0.0049161i,-0.00023434-0.001739i,-0.00018118+0.00069864i,5.1278e-05-0.00068464i,0.00048413-0.001987i,0.0007026-0.00059259i,0.00085826+0.0011956i
0.0055448-0.0017911i,0.0036313-0.0015969i,0.00082685-0.00058027i,0.00081494+0.0010526i,0.00013317-0.00060503i,-0.0024954-0.000332i,-0.0032986+0.0012895i,-0.00069713-0.0007202i,0.0025099-0.0035934i,0.003779-0.0054514i,0.0031486-0.0061581i,0.0009062-0.0039229i,-0.0011052+2.9676e-05i,-0.0029769+0.0030241i,-0.0036038+0.0037i,-0.0020716+0.0034866i,0.00014492+0.0029154i,0.001659+0.0010399i,0.0017727+1.7494e-05i,0.001267-1.5479e-05i,0.00054031+0.00050166i,-0.00036525-0.00012016i,-0.0012409-0.0018946i
-0.0053915-0.0041315i,-0.0063289-0.0013808i,0.00042781+0.0021471i,0.0056261-0.0019057i,0.002081-0.0042009i,4.4165e-05-0.0020924i,0.00085564-0.0006672i,0.001306-0.0011317i,-9.6707e-05+0.00043572i,-0.0018044+0.0019474i,-0.0020682+0.0011252i,-0.00070439+0.0013905i,0.0021939+0.0004982i,0.0044007-0.0020076i,0.004848-0.0032047i,0.0046515-0.0026151i,0.0035073-0.0020087i,0.0019303-0.0017843i,0.0011655-0.0011582i,0.0011324+7.8393e-05i,0.0010338+0.00064375i,0.001271+0.00055131i,0.0019208+0.001688i
-0.00085451+0.0031937i,0.0017809+0.0054913i,0.0032244+0.0044919i,0.0021161+3.8945e-05i,0.0043162+0.0015016i,0.0057232+0.0012701i,0.0059155-0.00086051i,0.0070013-0.0015003i,0.0076021-0.0019568i,0.0076765-0.0024931i,0.00634-0.0038591i,0.0025107-0.0036364i,-0.0017219-0.0012103i,-0.0038828+0.0011075i,-0.0047086+0.00128i,-0.0046307+0.00080452i,-0.0031964+0.00099375i,-0.0016599+0.00025557i,-0.0011868-0.0005052i,-0.0012491-9.467e-05i,-0.00073735-3.5752e-05i,-0.00014483-0.00039533i,-0.001108-0.0012268i
-0.0048623+0.0065622i,-0.0027767+0.0026915i,-0.0023814-0.00048654i,-0.0027915-0.00037707i,0.0019131-0.0024879i,0.00313-0.001653i,0.0019993+0.0029366i,0.0020667+0.0059797i,0.00090514+0.006718i,0.0002187+0.006496i,0.0006486+0.0059864i,0.0016525+0.0038244i,0.0027034+0.0012392i,0.0032381-0.0004571i,0.003807-0.00027322i,0.0039388+0.00063224i,0.0025144+3.3783e-05i,0.00071025-0.00078234i,0.00012533-0.00036355i,0.0011304+0.00036423i,0.001546+0.0008461i,0.00097843+0.00056632i,0.00056566+0.00065166i
0.0062951+0.0019569i,0.0032592-0.0032135i,0.0030027-0.0057526i,0.004845-0.0052126i,0.0015159-0.0058092i,-0.00072835-0.0015581i,2.1094e-05+0.004138i,0.00066885+0.0045487i,0.0012776+0.00027685i,0.0010045-0.0023098i,-0.00059079-0.0014148i,-0.0020611+0.00084762i,-0.0018919+0.0019875i,-0.0023163+0.0012077i,-0.0035025-0.00065727i,-0.0038492-0.0020347i,-0.0036304-0.00084074i,-0.003257+0.00025946i,-0.0019325+7.8301e-05i,-0.0010443+0.00036912i,-0.00068672+8.4832e-05i,-0.0011454-0.00082849i,-0.0017271-0.0011811i
0.0096705+0.00011662i,0.0063335-0.0022021i,0.0053854-0.0053813i,0.0048672-0.006918i,0.0013541-0.0038125i,-0.00021173-0.0010381i,-0.0013645+0.00083466i,-0.0030375+0.0025937i,-0.0046336+0.003649i,-0.0051752+0.004423i,-0.0047812+0.0032287i,-0.0024444+0.0012443i,-0.00028156-0.00012233i,0.00042558-0.00012933i,0.0010374+0.0017945i,0.00088928+0.0026346i,0.00097982+0.00090997i,0.0012354-0.0013989i,0.00095989-0.0018501i,0.00063815-0.00078936i,-8.0683e-05-6.6416e-05i,-0.00051879-0.00040251i,0.00027362-0.00048321i
0.0047636-0.004048i,0.0010675-0.0013785i,-0.00040234-0.0015525i,-0.0015314-0.0019076i,-0.0017236-0.001443i,-0.003492-0.0024397i,-0.0050784-0.0031419i,-0.0042393-0.0046667i,-0.0025903-0.0069066i,-0.0017564-0.0081853i,-0.002362-0.0057628i,-0.0028503-0.0015054i,-0.0022347+0.00066891i,-0.0013994+0.0003891i,-0.0003767-0.0011991i,0.00030052-0.0020668i,2.0531e-05-0.00071562i,-0.0013373+0.00065264i,-0.001906+0.00095479i,-0.0013778+8.2576e-05i,-0.00045898-0.00079918i,0.00011421-0.00028788i,4.026e-05+0.00041282i
-0.0028074-0.0081731i,-0.004993-0.0028777i,-0.0059419+0.00057252i,-0.0047247+0.0021544i,-0.0024137-5.962e-05i,-0.0015661-0.0021082i,-0.0001917-0.0025077i,0.0016706-0.0030917i,0.00092931-0.0013545i,-0.00090857+0.0011259i,-0.00054456+0.00066921i,0.00070857-0.0011637i,0.00047552-0.0016986i,-0.0016043-0.0012555i,-0.0032067-0.00027769i,-0.0030206+0.00091722i,-0.0013063+0.0013188i,0.00072939+0.0016681i,0.0023439+0.0011906i,0.0026918-0.00031103i,0.0018227+4.8088e-05i,0.0015641+0.00075472i,0.001674-0.00051888i
-0.0039411+0.00135i,-0.00024429+0.0047625i,0.0017778+0.0024975i,0.00023614-0.0012258i,-0.00073095-0.0005389i,0.0016077+0.00071146i,0.0039641-0.00064062i,0.0045288-0.002457i,0.0041011-0.0033718i,0.0037819-0.0032555i,0.0036198-0.0024041i,0.0028858-0.0014903i,0.0022906+0.00030765i,0.0024776+0.0014841i,0.0033494+0.00083942i,0.0032856+0.0006064i,0.002303+0.001457i,0.0005137+0.0016393i,-0.00073274+0.0014649i,-0.00058973+0.0015417i,0.00039211+0.0015583i,0.00062787+0.0018665i,-0.0011277+0.0015282i
-0.001288-0.00025343i,0.0018039-0.00041451i,0.00083379-0.0037373i,-0.0026476-0.0043258i,-0.0013016-0.0012818i,0.00090771+0.0005628i,0.0029465+0.0022434i,0.0050718+0.0040734i,0.0053218+0.0050273i,0.0043354+0.0059322i,0.0026974+0.0038495i,0.0013352+3.6506e-05i,-0.00022583-0.00087743i,-0.0018626-0.00011529i,-0.0032659-0.0012003i,-0.0030776-0.001793i,-0.0016352-0.00044386i,9.8289e-05+0.00054538i,0.0012307+0.00089812i,0.0014834+0.00042887i,0.00045351+0.00020319i,-0.00024267+0.00033894i,0.00052225-0.00042188i
-0.0044419+0.0012699i,-0.00075724-0.0020084i,-0.0011643-0.0013256i,-0.00025394+0.0020459i,0.0022051-8.8446e-05i,0.001969+0.00040985i,6.1617e-05+0.004763i,-0.0012848+0.0053334i,-0.0025282+0.0033902i,-0.0024341+0.0020018i,-0.00093991+0.0017058i,0.00036336+0.0023308i,0.0012411+0.0031293i,0.0014185+0.0031962i,0.0014796+0.0029795i,0.0021812+0.0027688i,0.0031601+0.0013183i,0.0018184-0.0011566i,-1.5585e-05-0.0014945i,-0.00053993-0.00027222i,-0.00034526+0.00013936i,-0.00013478+0.00099871i,-0.00071821+0.0017023i
-0.0042996-0.00067473i,-0.0042392-0.0041127i,-0.0017816-0.0019074i,0.0029537+0.00072708i,0.00079169+0.00023532i,-0.001485+0.0011323i,-0.0023013+0.0025745i,-0.003399+0.0024991i,-0.0030547+0.0022502i,-0.0020636+0.0039392i,-0.0016327+0.0046477i,-0.0017082+0.0024331i,-0.0019852+2.6919e-05i,-0.0016588-0.00088647i,-0.00091632-0.0014077i,-0.0015406-0.0016727i,-0.0019256-0.0013645i,-0.0016844-0.00097476i,-0.00087466-5.7931e-05i,-0.00047049+0.00047585i,-0.00055107+0.00042211i,-0.00043572-5.4426e-06i,-0.0001487-0.00076005i
-0.0028955-0.00030359i,-0.0051437+0.00040677i,-0.0037416+0.003192i,4.7103e-06+0.0022163i,0.00062872+0.0020263i,0.00042176+0.00039535i,-0.00070443-0.0020201i,-0.0026423-0.0030801i,-0.0040869-0.0041995i,-0.0040461-0.0059978i,-0.0031337-0.0053532i,-0.0017914-0.0017481i,-0.00063484-0.00019173i,0.00026946+6.9149e-06i,0.00049684+0.0013664i,0.00017893+0.0018922i,0.00091208+0.00087604i,0.0015559-0.00054816i,0.00070091-0.00092813i,-0.00030675-0.00032134i,0.00061286+2.711e-05i,0.00082367+0.00071054i,-5.9257e-05+0.001734i
-6.9765e-05-0.00051425i,-0.0028208+0.0016719i,-0.0034295+0.0020916i,-0.002755-0.00010462i,-0.00045687-0.0018024i,0.00018818-0.0025401i,-0.00019458-0.0021292i,0.0013498-0.0025536i,0.0037144-0.0036654i,0.0035864-0.0036781i,0.0012279-0.0023979i,-0.00030642-0.0019062i,0.00027608-0.00096319i,0.0013221+0.00019982i,0.0012675+0.00012319i,0.00072702-0.0006289i,-0.0012169-0.00027624i,-0.0024784+0.00041315i,-0.00098022+0.00010098i,0.00055056-5.7047e-05i,0.0010841-0.00033072i,0.0006726-0.00040326i,-7.8893e-05-0.00022264i
-0.0024066-0.0014498i,1.2055e-05-0.00035391i,-0.0002325-9.9916e-05i,-0.00041256-0.00056765i,0.00069252+0.0001825i,0.0026251+0.00091127i,0.0044967+0.001508i,0.0052991+0.0013397i,0.0039045-0.0004538i,0.0018146-0.0019955i,0.001613-0.0024442i,0.002249-0.00096058i,0.0032286+0.00084302i,0.002175+0.00024605i,-0.00016014-0.00064171i,-0.0012518-0.0003204i,-0.0012801+0.0005434i,-0.00051749+0.0012455i,0.00072476+0.0016913i,0.0015714+0.0012273i,0.0012725-0.00020564i,0.00077284-0.00012279i,0.00095246+0.00052453i
-0.0013397+0.0015544i,0.0026511+3.8426e-05i,0.005471-0.0016075i,0.005823-0.0027757i,0.0049195-0.0024226i,0.0028615-0.00081858i,0.0031738+0.0019263i,0.0039382+0.0038001i,0.0036536+0.004868i,0.0044317+0.0050714i,0.003889+0.0042377i,0.0016187+0.0034437i,-0.00025308+0.0029545i,-7.8317e-05+0.0030832i,0.00098489+0.0037376i,0.0013648+0.002767i,0.00055968+0.0011672i,-0.0011183+0.00078999i,-0.0012557+0.00042288i,-0.00067405-0.0001887i,-0.001085-0.00023026i,-0.0010044-0.0004374i,-0.00055068-0.0010056i
-0.0036302+0.0024478i,-0.0029523+0.0010568i,-0.00066746+0.0020798i,0.0018093+0.0018958i,0.0029301-0.00075791i,0.00060635-0.00026136i,-0.0024868+0.0023371i,-0.0034792+0.0032385i,-0.0037095+0.0020754i,-0.0037791+0.0019263i,-0.0026815+0.0019336i,-0.00093786+0.00036928i,-3.723e-05-0.00061503i,-0.00077602-0.000921i,-0.0015224-0.0021028i,-0.00092395-0.0030023i,-0.00062928-0.001525i,-0.00044049+0.00046702i,0.00030925+0.0017449i,0.00078145+0.0011311i,0.0012097-0.00027212i,0.00028273-0.00064945i,-0.00012809-0.00068748i
0.0012025-0.00042338i,-0.00026267-0.0027922i,-0.00093144-0.0013074i,-0.0012848+0.00032897i,-0.00071068-0.0020435i,-0.0015392-0.0028082i,-0.0028905-0.00084968i,-0.0027659-0.00032292i,-0.0024371-0.0010745i,-0.0018386+0.00011323i,-0.001173+0.0012717i,-0.001086+0.0010253i,-0.0013778+0.0009668i,-0.0011877+0.0012789i,-0.00065559+0.001551i,0.00035871+0.0017244i,0.0014925+0.0022625i,0.0014265+0.0019802i,0.00040522+0.00045139i,-0.00096552-0.0016428i,-0.0011661-0.0017989i,-0.00030604-0.0007147i,-0.00080845+0.00023146i
0.0020078+0.00027712i,-0.0012277-0.00029244i,-0.0016657-0.0031891i,-0.0015298-0.0041548i,-0.0036096-0.001783i,-0.0021069-0.00056412i,-0.00074051-0.0020207i,-0.0015798-0.0029622i,-0.0028893-0.0035695i,-0.0041921-0.003789i,-0.0039613-0.0026065i,-0.0027538-0.0018498i,-0.00075511-0.0024858i,0.00098803-0.0030088i,0.00042252-0.0020816i,-0.00054709-0.0011497i,-0.00049924-0.0014346i,-0.00026575-0.0011152i,-0.00042992+0.0001749i,-0.00058352+0.0010949i,-0.00021314+0.00083063i,-4.7234e-05+0.00030307i,0.00014534-4.9188e-05i
0.0024683-0.0028002i,0.00139-0.00049124i,0.00058852-0.0029069i,6.5589e-05-0.0056234i,-0.0015766-0.0030495i,-0.0011612+0.00025206i,0.001208+0.00099653i,0.0030412-0.00089201i,0.0043528-0.0032154i,0.0046774-0.0036237i,0.0035855-0.0019753i,0.001971-0.00026694i,0.0014765+0.0011048i,0.0012305+0.0022055i,-5.1972e-05+0.0020035i,-0.00062494+0.001698i,0.00053202+0.0013424i,0.0016091+0.0006421i,0.0024965+0.00046154i,0.0021899-0.00017903i,0.00072981-0.00075406i,0.00057596-0.00039368i,0.00077111+0.00012553i
-0.00027038-0.0016831i,0.0025638+0.0013603i,0.0038051+0.0021109i,0.0022453+0.00049473i,0.0011541-0.00014167i,0.00087183-0.00022972i,0.0010137+0.0011888i,0.0015358+0.0026775i,0.0023237+0.0030863i,0.002358+0.0027474i,0.0015262+0.0011782i,0.0013804-0.00017005i,0.001421-0.00014806i,0.00073932+0.00019271i,0.00041214+0.00030522i,0.00052476+0.00034474i,4.3924e-05-0.00082456i,-0.00044396-0.0015684i,-0.0016444-0.00072938i,-0.0019675+0.00057062i,-0.0010099+0.0011225i,0.00025289+0.00091142i,0.00083515+0.00071789i
-0.0070449-0.0069673i,-0.0053022-0.00492i,-0.0069447+0.0010228i,-0.0044952+0.0047244i,0.00063078+0.0044763i,0.0029998+0.0048952i,0.0033189+0.0057818i,0.0025481+0.0053511i,0.0024248+0.0037666i,0.0035906+0.0031339i,0.0039984+0.0028778i,0.0031352+0.0018142i,0.00212+0.0010962i,5.0498e-05+0.00078471i,-0.0021394+0.00055244i,-0.0025765-0.00021292i,-0.0012727-0.0010594i,-3.5078e-05-0.0011528i,-0.00014787-0.00069327i,0.00017845+0.00061757i,0.0007023+0.0013809i,0.00062814+0.0010058i,0.00036218+0.00027667i
-0.0052308-0.00015765i,-0.0031651-0.00027409i,-0.0023989-0.001169i,-0.0014835-0.00085376i,0.00022332-0.00057043i,0.0012161+0.00054532i,0.00033536+0.0018818i,-0.0021264+0.0015161i,-0.003429+0.0015317i,-0.0037979+0.0022534i,-0.0039069+0.0019802i,-0.0025301+0.0005943i,-0.0012529-0.00031427i,-0.00032034-0.00029244i,0.0010497-0.00040931i,0.0015458+4.1594e-05i,0.00049478+0.00039234i,-0.0004331-0.00044084i,-0.00037266-0.0012871i,-0.00019402-0.00054306i,-0.00015739-0.00037609i,6.1937e-05-0.00018343i,0.00069003-0.00010838i
-0.0055985+0.0011832i,-0.0043414-0.0015102i,-0.0038051-0.0020833i,-0.0014008-0.0017119i,0.00050657-0.0019025i,3.6525e-05-0.00070841i,-0.000497-0.00050827i,-0.00064926-0.0012618i,-0.0017918-0.0021545i,-0.0025266-0.0020709i,-0.0023335-0.00019755i,-0.001834+0.0006517i,-0.00069796-2.4073e-05i,0.00068896-0.00055375i,-4.5314e-05-0.00092279i,-0.001814-0.0016495i,-0.0025355-0.001378i,-0.0024615-0.00034186i,-0.0013377+0.00058703i,0.00035048+0.00073893i,0.00075314+0.00035152i,0.00040806+5.4802e-05i,0.00042427+2.1694e-05i
0.0029628+0.0045041i,0.0027936+0.0027368i,0.0020629+0.0042505i,0.0039738+0.0041229i,0.0044947+0.0010764i,0.0037596-0.00049728i,0.0022841-0.0015414i,0.0014187-0.0024232i,0.00035174-0.0026751i,-0.00088617-0.0019728i,-0.0012105-0.0012282i,-0.00072682-0.0010685i,0.00053471-0.00065805i,0.0015775+0.00093127i,0.0015381+0.002547i,0.00023723+0.0026142i,-0.0010186+0.0021608i,-0.0008384+0.0015477i,1.5106e-05+0.00057491i,0.00039192-0.00061181i,0.0013161-0.0013977i,0.0015871-0.00043745i,0.0010244-1.0286e-05i
-0.0034994-0.0002736i,-0.0050959+0.0017583i,-0.0045336+0.0052831i,0.00051834+0.0053498i,0.0043211+0.003119i,0.0062911-0.00072344i,0.0053575-0.0030264i,0.0038983-0.0025012i,0.0033645-0.0024932i,0.0024828-0.0026887i,0.0012171-0.0015705i,0.00060902-0.00011488i,0.00080958+0.00054529i,0.00070931+0.0007125i,0.00017075+0.00058663i,0.00080348+0.00015022i,0.00079708+0.00057292i,-0.00030159+0.0013308i,-0.00097417+0.0014207i,-0.0010421+0.0011376i,-0.00068595+0.00034258i,-0.00022849+0.00027807i,0.00055306+4.1333e-05i
-0.018331-0.018518i,-0.015659-0.00924i,-0.020117+0.0044172i,-0.013195+0.012759i,-0.0035326+0.016442i,0.0034365+0.014229i,0.0024972+0.0078198i,-0.00050127+0.0043325i,-0.0018334+0.0031298i,-0.0021537+0.0051824i,0.0013007+0.0073127i,0.004335+0.0052823i,0.0031389+0.0027638i,0.00064583+0.0026056i,-0.0011971+0.0041956i,-0.0015012+0.0038072i,-0.0015618+0.0011253i,-0.00048647-6.071e-06i,0.0020563+0.0004224i,0.0024226+0.00037448i,0.0014576-6.5755e-05i,0.0011776+0.00021634i,0.0012775+0.00069515i
0.0036914-0.00072516i,0.0020817-0.0019935i,0.0056882-0.0060105i,0.00463-0.010148i,0.001908-0.011304i,-0.00089177-0.0082606i,-0.00088351-0.0040685i,0.00080343-0.001115i,0.0014977-0.00034337i,0.0010032-0.0027634i,-0.00012328-0.0040084i,-0.00089104-0.001919i,-0.0016043-0.0008044i,-0.001257-0.0020406i,-0.00049848-0.0022853i,7.1812e-05-0.0010894i,0.0013607+0.00028794i,0.00075899+0.00067567i,-0.00015716+5.9566e-05i,-0.0002655-0.00044899i,-0.00045143-0.00049114i,-7.0858e-05-0.00031449i,-2.5383e-06-0.00034025i
0.0027193+0.0022274i,0.0049633+0.0027516i,0.0062959-0.00089731i,0.0040211-0.0041525i,0.00043885-0.0051002i,-0.0040632-0.0028769i,-0.0049237+0.00094495i,-0.0023367+0.0019551i,-0.00060614+0.0010373i,-0.00044476+0.00096693i,-0.00090251+0.0013485i,-0.0013733+0.00046325i,-0.001023-0.00024976i,-0.00065023-0.0005056i,-0.00098107-0.0014652i,-0.0012443-0.0021691i,-0.00017632-0.0021129i,0.0013615-0.00024679i,0.0012669+0.00068993i,0.00059606+0.00065021i,0.00026249+0.0015487i,0.00084099+0.0014466i,0.00076071-0.00014667i
0.00081741+0.0086791i,0.0029277+0.0055999i,0.0032683+0.00057542i,0.0016549-0.001966i,0.0020453-0.0021476i,0.0017795+0.00070569i,0.0017741+0.0032275i,0.002167+0.0024517i,0.00087739+0.00064881i,0.0001187-0.0006185i,-0.00060965-0.0016758i,-0.0010874-0.0010662i,-0.00037573-0.00030556i,0.00032403-0.00053367i,0.00064907-2.3007e-06i,0.00033587+0.00045654i,6.0238e-05+0.0006827i,0.00013372+0.00051754i,-0.00020719-0.00038234i,-0.0007361-0.0010581i,-0.0010249-0.0011483i,-0.0003404-0.00095805i,0.00031214-0.00014758i
0.0075116+0.0036194i,0.0038988-0.0009322i,0.0033078-0.0034934i,0.0033869-0.0040601i,0.0020705-0.0052447i,-9.3083e-05-0.0032264i,-0.0015304-0.00086925i,-0.00076213-0.00067619i,0.00027875-0.00061725i,0.00085806-0.0014111i,0.00081678-0.0015774i,4.7803e-05-0.00076378i,-0.00040856-0.00016378i,-1.3441e-06-0.0010259i,0.00056737-0.0026878i,0.00027597-0.0027177i,0.00054634-0.0022995i,0.00057615-0.0012501i,-0.00065248+0.00055734i,-0.0010123+0.00033847i,-0.00048005-0.00039022i,-7.5534e-05-0.00015954i,0.0010185-1.1824e-05i
0.0025732-0.0020299i,-0.00024762-0.0026797i,-0.00043192-0.0021865i,0.00058429-0.0024815i,-0.00071659-0.0024349i,-0.001869-0.00069844i,-0.0015109+0.0010276i,-0.00088726+0.0012597i,-0.00091074+0.00062342i,-0.00070323-0.0008104i,-0.00094616-0.0013727i,-0.00091403-0.00023337i,-0.00088137+0.00089096i,-0.00089191+0.0010376i,-0.00092107+0.00085506i,-0.0011625+0.0013267i,-0.0011523+0.00087877i,-0.00067558-0.00034214i,1.6972e-05-0.00011515i,0.00065113+0.00023823i,0.0010519-3.7673e-05i,0.00055588-0.00042109i,-8.7862e-05-0.0004708i
-0.0028456-0.0040416i,-0.0016721-0.00087568i,0.00012157+0.0019987i,0.0013805+0.0018939i,0.0017605+0.001408i,0.0019382+0.00142i,0.0011598+0.0021348i,0.00053483+0.0016179i,0.00031929+0.00016517i,0.00064246-0.00022592i,0.00097685-0.00045016i,0.00042365-0.00024739i,0.0003165-0.00037193i,0.00033516-0.0014016i,0.00018742-0.00095769i,0.00064654+2.4236e-05i,3.489e-05+0.00025923i,-0.0018928+0.00013744i,-0.0014762-0.00033703i,-0.00042448-0.0010542i,-0.00071674-0.00071051i,-0.00095401-0.0001074i,-0.00051905-0.00015728i
0.00048768+0.0020953i,-8.8802e-05+0.0039322i,-0.00051697+0.0018873i,-0.00020749-0.00031147i,0.00071406-0.0012835i,0.00066797-0.0016809i,0.00042049-0.00049521i,0.000309+0.00021966i,0.00063191-0.00035225i,0.00055772-0.00061022i,-0.00027871+4.1499e-05i,-0.00062376+0.0005377i,-0.00021221+0.0001072i,0.00031067-0.00091325i,9.4287e-05-0.0011544i,-0.00084474-0.00075276i,-0.0016568-0.0004558i,-0.0018911+2.4602e-05i,-0.00072505+0.00090674i,0.00075881+0.0018027i,0.00060257+0.0012986i,-0.00011256+0.00021634i,-0.00043998+0.00018503i
-0.0062762+0.0036966i,-0.002032+0.0041566i,0.0021894+0.0025415i,0.0027649-0.00031989i,0.0023592-0.0019443i,0.0011834-0.0019328i,0.0001631-0.0018155i,0.00074847-0.0016433i,0.0013808-0.00059978i,0.0014371-0.00023923i,0.0015926-0.00052406i,0.0011541-0.00069094i,0.00050374-0.00084872i,0.00019574-0.00045717i,0.00033954-0.0002692i,0.00053282+0.00048337i,0.00046193+0.00055214i,-0.00051646+0.00067044i,-0.0014934+0.00056955i,-0.0009808-0.00035223i,-0.00044211-0.00065388i,-0.00033464-0.00020533i,-5.5612e-06-0.00070384i
0.0012366+0.0001756i,0.0020919-0.0026811i,0.0032541-0.0037059i,0.0040873-0.0033107i,0.0038271-0.0035744i,0.0019388-0.002708i,0.0012042-0.00050774i,0.001987+8.8961e-05i,0.0021038-0.00011458i,0.0014318+0.00024929i,0.00026553+0.00064541i,-0.00051065-0.00018512i,3.1895e-05-0.0008197i,0.00013982+0.00013643i,0.00012914+0.00019798i,8.3084e-05-0.00073003i,0.0001183-0.00061195i,0.00036941+0.00026634i,-0.00013739+0.00053122i,-0.0008662+0.00026809i,-0.00062552+0.00083016i,0.00016342+0.0012028i,-0.00040783+0.00073032i
-0.0031427+0.0051852i,-0.001208+0.0021582i,0.001333+0.0011905i,0.0025829+0.00073991i,0.0029423-0.0014013i,0.0018979-0.0010698i,0.0013456+0.0011797i,0.0020983+0.001702i,0.0019619+0.0011132i,0.00082261-4.0952e-05i,0.00036761-0.00046588i,1.4322e-05-0.00075864i,-0.00033741-0.00099483i,-0.00049926-0.000168i,-0.00053545+0.0012968i,-0.00051097+0.0020773i,-0.00033541+0.0018629i,0.00038047+0.0011939i,0.00036861+0.00057957i,0.00055979-0.000229i,0.0015107-0.0013163i,0.0011574-0.00080645i,-6.2942e-05+6.8987e-05i
0.0069531+0.00067899i,0.0016686-3.43e-05i,-0.00036688-0.00059461i,-0.00035294-0.0011839i,-0.001299-0.0012278i,-0.001192-7.4487e-06i,-0.00011068+0.0013894i,0.00022762+0.0014138i,0.00029811+0.00088059i,-0.00051234-0.00026487i,-0.0012921-0.00043206i,-0.0016344+0.00013221i,-0.0018748+0.00091132i,-0.0014104+0.00083924i,-0.0007429+0.00033501i,-0.00010461+0.00062033i,0.00072791+0.00068943i,0.0012687+0.0011802i,0.0011787+0.0013209i,0.000951+8.146e-05i,0.00012529+1.2829e-05i,-0.00016888+0.00019728i,0.00059976-0.00010402i
0.0011079+0.0032087i,0.00018948+0.0025071i,0.00022522-0.00053344i,0.0012214-0.0028163i,0.00071116-0.0032458i,-0.0010142-0.0020914i,-0.0016279+7.4729e-05i,-0.001423+0.00045945i,-0.00083015-0.00011376i,-0.00016086-0.00040011i,-2.8731e-05-4.234e-06i,-0.00042635+0.00082098i,-0.00060413+0.00090687i,-0.0004331+0.00023327i,-0.00066321-5.2742e-05i,-0.00074554+0.00055853i,1.6819e-05+0.00057573i,0.0013822-1.1302e-05i,0.00096999+0.00021162i,-0.00011464+0.00038586i,-0.00036428+7.9399e-05i,-0.00057919-0.00014212i,-0.00073759-0.00056075i
0.0023717-0.001735i,0.0020826-0.0012469i,0.0031201-0.0012894i,0.0021143-0.002514i,0.00085965-0.002591i,-0.00076344-0.0012478i,-0.0016592-0.00022287i,-0.00040826-0.0004348i,0.00065009-0.0011533i,0.0006016-0.0010965i,0.00043675-0.0012619i,-0.0002237-0.0010043i,-0.00065668-0.00054546i,-0.00038534-0.00046532i,0.00026379-0.00040955i,0.00018153-0.00023974i,-0.00032109-0.00024077i,0.00014748-0.00018913i,0.00050315-0.00045153i,0.000229-0.00084683i,0.00033493-0.00033568i,0.00014728+0.00047282i,0.0001796+0.001011i
