-0.0028823+0.0003653i,-0.0017036-0.00074621i,-0.0021258-0.0004003i,-0.0010897-0.0003416i,0.00078962+0.00041247i,0.00083783+0.00086068i,0.00080214+0.0013967i,0.001689+0.0015496i,0.0026177+0.00060616i,0.0022365-9.9184e-05i,0.0010561-2.1157e-05i,0.0011857-1.4346e-06i,0.00075676-0.00016709i,0.0002675-0.000179i,0.00024627+5.6873e-05i,-4.4228e-05+0.00055695i,-0.00028345+0.00026345i,0.00017068+8.6539e-05i,0.00047982+0.00011468i,0.00033854+0.00013192i,0.00061256+0.00025208i,0.00073072+0.00018035i,0.00074383-0.00012239i
0.001018-0.0012147i,0.0011412-0.0014108i,0.0011792-0.0022232i,0.00064725-0.0019219i,6.7782e-05-0.0014358i,0.00084532-0.00042679i,0.0016437+0.0002265i,0.0022636+0.00039127i,0.0020052+0.0010771i,0.00077302+0.00032428i,0.00014142-4.7516e-05i,-0.00053067+0.00031929i,-0.00051438+0.00049968i,-0.00064196+0.00075278i,-0.00060786+0.00055269i,-7.5033e-05+6.6685e-05i,0.00053534-8.2771e-05i,0.00089628+0.00064673i,-1.6096e-05+0.0015745i,-0.0010187+0.0011666i,-0.00055321+0.00027627i,-0.00028962+0.00031012i,-0.00090801-0.00013454i
-0.00050062-0.00075907i,-0.00083198-0.0011914i,-0.0016293-0.0021774i,-0.0028731-0.0018806i,-0.0025937-0.00098722i,-0.00080297+0.00074997i,-0.00011659+0.0011092i,0.00012632+0.00063373i,0.00030099+0.00061802i,-0.0004237+0.00024143i,-0.0013194-8.6666e-05i,-0.0010704+0.00081691i,0.00010294+0.0012006i,0.0004758+0.00056141i,1.2892e-05-1.6285e-05i,0.00018138+0.00058627i,0.00040923+0.00099419i,0.0006317+0.00016117i,0.00076811-0.00070084i,0.00046209-0.0011019i,-6.9636e-05-0.00057335i,1.9779e-05-0.00029979i,0.00037709-0.00056285i
-0.00050338+0.0019804i,-0.00096992+0.00082765i,-0.0010407-0.00057476i,-0.00040466-0.00087872i,0.00034013-0.0011973i,0.00036291-0.00058482i,0.00048677+0.00058827i,0.00064911+0.00074795i,0.000533+0.000387i,0.00041871+0.00028651i,-0.00079608-0.00017923i,-0.0017273-0.00047061i,-0.00070155-0.00014832i,0.00034105+0.00065359i,0.00042672+0.0011511i,-1.7559e-05+0.00025337i,-8.4598e-05-0.00025913i,-0.00057807-0.00016866i,-0.00060316-4.8315e-05i,0.00017932-0.00015348i,0.00027492-0.00022252i,-0.00010572+0.0001635i,-0.0007045+7.4306e-05i
0.0010276+0.00079006i,0.001727-0.0003391i,0.0020042-0.0015848i,0.0019102-0.00256i,0.00055996-0.0022654i,-0.00077267-0.0013008i,0.00018781-0.0011097i,0.0013595-0.00016331i,0.00055308+0.00047374i,0.00025015-5.5597e-05i,0.00045181+0.00020086i,-0.00023948+0.0011077i,-0.00059977+0.001887i,-0.00056165+0.0017784i,-0.00062361+0.00080782i,-0.00044816+0.00059427i,-0.00058871+8.5304e-05i,-0.00053906+3.2602e-05i,3.8496e-05+0.00039233i,0.00021731-8.3715e-05i,0.00052894+6.0942e-05i,0.0005325+0.00034149i,0.00063008+0.00029108i
-0.0012877-0.001127i,-0.0022973-0.00043528i,-0.003419+0.00094856i,-0.0023915+0.00083355i,-0.00025477+0.00010014i,0.0011532+0.00023318i,0.0014891+0.00034187i,0.0013968+0.00047634i,0.00086655+0.0006648i,0.00086198+0.00080306i,0.001+0.00093048i,0.00068899+0.00090768i,0.00041704+0.0008694i,0.00017372+0.00023455i,-0.00022334-4.0387e-05i,-0.00021572+0.00013542i,-0.00014334+0.00054574i,-0.00025876+0.00078791i,-0.00025202+0.00050155i,-0.00048955-0.00029187i,-0.00068591-0.0013015i,-0.00059956-0.0010446i,-0.00044921-0.0003587i
-0.0017915-0.0022271i,-0.0018813-0.001514i,-0.0031541-0.0010847i,-0.0036084-0.00069007i,-0.0024348-0.00043765i,-0.001855-0.00057512i,-0.0011682-0.00025639i,0.00066056-5.3838e-05i,0.0011419+0.00012448i,0.00011553+3.573e-05i,-0.00020345+0.00015353i,-0.00088322+0.00088802i,-0.00051894+0.0013272i,0.00066609+0.00054962i,0.00045252+0.00014348i,0.00032612+0.00042973i,0.00063301+0.00032942i,0.00025081+2.9557e-05i,-0.00058987-0.00019463i,0.00030835+9.0707e-05i,0.00060178-5.2883e-05i,2.3083e-05-0.00070346i,-0.00021782-0.000657i
-0.00051155+0.00019874i,-0.00022076-0.00030668i,-3.2459e-05+0.00029237i,-0.00065059+0.00013263i,-0.00038331-0.00087238i,0.0011595-0.00021281i,0.0018541+0.00057056i,0.0016646+0.00011737i,0.0012825+0.00045556i,0.00074548+0.00033071i,0.00058483-0.00021011i,0.00015555+0.00022878i,-0.00013579+0.00036073i,0.0003274+0.00029612i,-0.00018591+0.00012468i,0.00030964-0.00025372i,0.00090724+0.00032774i,0.00035543+0.00080482i,7.3085e-05+0.00092315i,0.00036808+0.0011023i,0.00050846+0.0010585i,0.00012549+0.00064073i,-0.00023719-7.1568e-05i
0.0001676+8.4425e-05i,-0.00035693+4.6822e-05i,-1.0958e-05-0.00070494i,-0.00020938-0.0017439i,-0.00047471-0.001229i,0.00054883+0.00040151i,0.00079627+0.0012319i,0.00073313+0.0008288i,0.0005047-0.00018645i,0.00030277-0.00085712i,5.7443e-05-0.00040544i,-0.00016079+0.00081847i,0.00056208+0.0011442i,0.00069351+0.00061003i,0.00040032+0.00054315i,0.00045928+0.00055401i,0.00090935+0.00069543i,0.00071428+0.00058842i,0.00054088+0.00061336i,0.00019011+0.000434i,-0.00075413-0.00037139i,-0.0010401-0.00055852i,-0.0012181+0.0007266i
-0.00090087-0.0026672i,-0.0010867-0.0019557i,-0.0016411-0.0019322i,-0.0020945-0.00040865i,-0.0019896+0.00071325i,-0.0010821+0.00079916i,0.0001208+0.00092944i,0.00083022+0.00087049i,0.00070844+0.0011601i,-5.0654e-05+0.0010628i,-8.5772e-05+0.00047318i,0.00019194+0.00042603i,0.00077349+0.00030908i,0.0013833-0.00036946i,0.0010074-0.00056499i,0.0010904+2.952e-05i,0.00123+0.00044176i,0.00033676+0.00053042i,-0.00071675+0.00037132i,-0.00053315+0.00028524i,0.0002117-0.00019472i,0.00068596-0.000672i,0.00058665-0.00062234i
-0.00072359+0.0014597i,-0.00013481+0.00056928i,0.00095403+0.00075859i,0.001526+0.00061071i,0.00024442-0.00036614i,-0.00087533-0.00051236i,-0.00053246-0.00046342i,0.00091022-0.00054221i,0.0016295+3.7218e-06i,0.0014626-0.00044003i,0.0007353-0.00081454i,0.00017467-0.00013724i,0.00041492-6.6255e-05i,7.3802e-05-0.0001881i,-0.00062252-0.00015957i,-0.0007931-5.9406e-05i,-0.00032548-0.00031686i,0.00031713-0.00052246i,0.00074533-0.00028087i,0.001119-0.00014693i,0.0004128+8.7217e-05i,-0.00042273+0.00027033i,0.00019528+4.9003e-05i
-0.0004743+0.00018593i,-0.00015015+0.00088565i,-0.00027881+0.00043145i,-0.0011519-0.00034158i,-0.0012146+0.00024655i,-0.00024373+0.00022234i,0.0001819-3.6189e-05i,-3.5807e-05+0.00013193i,-0.00016725-0.00010841i,-0.0002003-0.00054885i,0.00012521-0.00070795i,-1.3869e-05-0.00051603i,-0.00035341+0.00047792i,5.7866e-05+0.0010971i,0.00021434+0.00058045i,-0.00012341+0.00034541i,6.6687e-05+1.5995e-05i,0.00048423-0.00028185i,-0.00024568+0.00019105i,-0.0010767+0.00098643i,-0.00082078+0.00089179i,0.00020515+0.00093524i,0.00012749+0.00079486i
-0.0011162+0.00039208i,-0.00020677+0.00014961i,0.00069914+0.00087078i,0.00099707-0.00053845i,0.0013715-0.001849i,0.0012348-0.001046i,0.0010418-0.00037002i,0.0016537+0.00063082i,0.0013542+0.0011763i,0.0010313+9.7754e-05i,0.001241-0.00025414i,0.00029079-2.5901e-05i,-0.00064549+0.00064095i,-0.00083243+0.00043616i,-0.00054382-0.00051462i,-0.00026877-7.6604e-05i,-3.8306e-05-0.00011385i,0.00036174-0.00052402i,0.00041343-0.00031165i,-1.3786e-05+7.0776e-05i,4.6992e-05+3.2007e-05i,0.00041964-0.00019588i,0.00040504+5.6173e-05i
8.5875e-05-0.00039422i,-0.00063935+0.00015372i,-0.0017027-0.00067945i,-0.00097957-0.0010238i,-0.00027745-0.0012749i,-0.00067792-0.00058023i,-0.0007339+8.1458e-05i,0.00024422-4.5308e-05i,0.00051758+7.1914e-05i,-0.00014723+0.00037474i,-3.5296e-05+0.0004061i,3.4946e-05+0.00080427i,-0.00017964+0.00079419i,0.00051084+0.00020988i,0.00080953-0.00051441i,0.00072928-0.0001192i,0.00027597+0.00061092i,0.00029875+0.00071949i,-0.0003647+0.00050264i,-0.0011715+0.00019977i,-0.00014088+0.00010329i,-0.00043001+6.5659e-05i,-0.0017566-0.00021589i
-0.0027046-0.00038231i,-0.0025039-0.00031214i,-0.0027095+0.00066435i,-0.0022104+0.0013575i,-0.0019029+0.0019877i,-0.00051614+0.0025148i,0.00056997+0.0023168i,0.00066459+0.0018592i,0.00093602+0.00097803i,0.0011654+0.0006782i,0.00070731+0.00078839i,0.00039747+0.00046008i,0.00048694+0.00023386i,0.000305-0.00039227i,0.00026368-0.00070552i,0.00055012-0.00021129i,0.00014511+6.255e-05i,-0.00058748+0.00014291i,-0.00080344+0.000894i,-0.00035379+0.00085775i,-0.0002715+0.00027575i,-0.00033495+3.596e-06i,-0.00046748+0.00025648i
-0.00044102+0.0010384i,-0.00045473+0.0011954i,-0.00024333+0.0019151i,-0.00019827+0.00091819i,4.2806e-05-0.00042478i,3.7248e-05-0.0015841i,0.00017842-0.0014793i,0.00062756-0.0007183i,0.00091794-0.00020993i,0.00085803-0.00027295i,0.00011313-0.00032922i,-0.00073091-3.97e-05i,-0.00091578+0.00024807i,-0.00028021+0.00057414i,0.0004225+0.0003283i,0.000712+0.0003065i,0.00057046+0.00045734i,0.00056813+9.3675e-05i,0.00071605+0.0004042i,0.0006296+0.0010789i,-0.00010644+0.00010176i,-0.0002115-0.000364i,0.00067569+7.2741e-05i
-0.00015541+0.00067591i,-0.00022656+0.00086544i,-0.00066911+0.00032258i,-0.001045-0.00049624i,-0.00061432-0.00056695i,-0.00037691+0.0001942i,-0.00072388+0.0010441i,-0.00019626+0.00079947i,0.00061044+0.00023853i,0.00074264-0.00034239i,0.00094661-0.00043803i,0.00041935+0.00017045i,-0.00079596+0.0005671i,-0.00057267+0.00062526i,0.00082972+0.0011303i,0.0012555+0.0010923i,0.0010124+0.00077112i,0.00050991+0.00026921i,-0.00038458+0.00031933i,-0.00029321+0.00051997i,5.9371e-05-0.00040878i,-0.0007353-0.00087089i,-0.00080347-0.00034419i
0.00062606+0.002891i,0.0013554+0.0018874i,0.0017854+0.00026948i,0.0017497-0.0010209i,0.0017579-0.0017172i,0.0012842-0.0010278i,0.00064769-5.3964e-05i,0.00067877+0.00075115i,0.0010862+0.001434i,0.00074565+0.00066014i,0.00045886+8.7527e-05i,8.8653e-05+0.00052826i,-0.00016556+0.00052292i,-0.00039776+0.00092584i,-0.00078327+0.00064129i,-0.00076571-0.00024849i,-0.00090706-0.00035975i,-0.00023242-0.00010393i,0.00018662+0.00017928i,-0.0006647+0.00016503i,-0.00029904+0.00018517i,0.00017722-0.00011378i,-0.00025885-0.00014798i
-0.0012256+0.0014337i,0.00051774+0.0017085i,0.00072979+0.00042463i,0.00031572-0.0012596i,0.00034423-0.0018255i,-3.7067e-05-0.00075953i,0.00029899+0.00092458i,0.0002076+0.0012424i,9.0283e-06+0.00030397i,0.00057084-0.00017891i,0.00075808-0.00069787i,0.00072315-0.00068146i,0.00046381-0.00038888i,-0.00026789-3.1363e-06i,-0.00035696+0.00060838i,0.00014349-0.00026316i,0.00011824+2.7456e-05i,-0.00076887+0.00061731i,-0.00037158+0.00028194i,0.00017585-0.00012654i,0.00019956-0.00010782i,0.00071631+0.00017371i,0.00041369+0.00026208i
0.0005316+0.0012741i,0.00079304+0.00073303i,0.0010816+0.00060056i,0.0011017+6.4397e-05i,0.00058186-0.00073038i,-0.00079178-0.00040105i,-0.00070607+0.00061498i,0.00074189+0.0011579i,0.0015092+0.0007346i,0.0015315-0.00037354i,0.00094542-0.00066585i,0.00052634+0.00078192i,-0.00019811+0.0012682i,-0.00011866+0.00104i,0.0001715+0.0015583i,0.00015517+0.0014488i,0.0001208+0.001595i,-0.00043353+0.0016979i,-0.00035084+0.00086987i,0.00060978-0.00025737i,0.00097699-0.00058557i,0.0007722-0.00063786i,0.00028875-0.00090677i
-0.0010136+0.00046512i,-0.001417+0.00047053i,-0.001725-0.00013274i,-0.0015211+1.5831e-05i,-0.00062678+0.00020317i,0.00018983+0.0010974i,0.00031749+0.0011391i,0.00071749+0.00066461i,0.00076904+0.00079992i,0.00087467+0.00080011i,0.0009205+0.00041152i,0.00019117+0.00045208i,-0.00028288+0.00092498i,-0.00020009+0.00053146i,2.5856e-05-0.00085579i,0.00047671-0.00061997i,0.00050328+0.00054408i,-0.00024354+0.00057893i,0.00012889+0.00054145i,-0.00018394+0.00079299i,-0.0014463+0.0002331i,-0.0013278-0.00019065i,-0.00078463-9.2797e-06i
-0.0016291+0.0013937i,-0.0010682+0.0013253i,-0.00072395+0.0012371i,-0.00088537+0.00097351i,-0.0010775+0.00079737i,-3.2942e-05+0.00054715i,0.001095+0.00040303i,0.0019138+0.00082557i,0.0016556+0.00092608i,0.00089489-5.3635e-05i,6.1556e-05-0.00015433i,-5.1765e-05+0.00052624i,0.00016754+0.00060496i,0.00031841+1.9179e-05i,-0.00012245-0.00033525i,-0.00017016-1.9289e-05i,0.00089966+0.00018241i,0.0012768+0.00028089i,0.00026192+0.0008597i,0.00032094+0.00091089i,0.00072677+0.00031006i,0.00028009-0.00033793i,-0.00015378-0.00047221i
0.00092693+0.0018718i,0.0011279+0.0020772i,0.0016066+0.00077247i,0.0015563-0.00028382i,0.00031004-0.0010651i,-0.00041936-0.00049234i,-0.00011258+0.00054625i,0.00084002+0.00056394i,0.0016506+9.5459e-05i,0.0014062-2.4425e-05i,-7.254e-05+9.2648e-05i,-0.0010216+0.00044665i,-0.00096574+0.0012265i,-0.0011434+0.0014294i,-0.00085054+0.00068068i,-0.00023566-6.0519e-05i,-0.00046191+0.00012551i,-0.00032863+0.00013221i,0.00017269-0.0002871i,0.00013742+0.00031521i,-4.6628e-06+0.00020046i,0.00016741-0.00025091i,0.00040424+0.00029755i
-0.00022344+0.00062402i,0.00012421-0.00053426i,-0.00041925+0.00034818i,-0.00046985+0.00089647i,0.00050248+3.9752e-06i,0.0010574-0.00045936i,0.0019939-0.00047566i,0.0021083-0.00042252i,0.0005063-0.00034493i,0.00035827+1.1109e-05i,0.0011642+0.00031082i,0.00078396+0.00013502i,-1.3524e-05-2.4146e-05i,-4.9587e-05+0.00020654i,0.0007347+9.3575e-05i,0.0010384+0.00037702i,0.00042214+0.0010761i,0.00057829+0.0011781i,0.0004442+0.00056264i,-0.00049961+0.00012148i,8.6839e-05+0.00041816i,0.0011621+0.00061273i,0.0008567+0.00027945i
0.00041185-0.0014486i,0.00014288-0.001793i,-0.00048467-0.0026877i,-0.00090162-0.0020066i,-0.00043924-0.00051967i,-1.8322e-05+0.00029853i,-4.249e-05+0.00031449i,0.00088754+0.00039219i,0.0013929+0.00064109i,0.00091414+0.00054852i,0.0012506+0.00047692i,0.0010857+0.00096818i,7.3067e-05+0.001112i,0.001131+0.00058396i,0.0018185+0.00038983i,0.00017793+0.00073289i,-0.00028513+0.00085954i,-0.00047192+0.00071437i,-0.0011655+0.0014543i,-0.00098313+0.0015351i,-0.0003539+0.00088684i,-0.00018188+0.00014538i,-0.0003852-0.00036356i
0.0021984+0.00010592i,0.001485-5.4601e-05i,0.0017314-0.0020144i,0.0017377-0.0031806i,0.0011365-0.0028817i,-0.00035724-0.0015351i,-7.813e-05+8.9517e-05i,0.0012766+0.00084625i,0.0014216+0.0010259i,0.0011114+0.00060242i,0.00077743+0.00017065i,5.0588e-05+0.00066719i,-0.00081885+0.00081853i,-0.00030476+0.00063448i,5.815e-06+0.00040115i,9.5185e-05-0.0001924i,0.00033041+0.00032072i,-6.5643e-05+0.00063693i,0.00013073+0.00058777i,0.00032317+0.00040687i,-0.00014352+6.0124e-05i,-0.00014013+0.0002784i,0.00063752+0.00025005i
0.00032914+0.0007956i,9.1771e-05+0.00047309i,-0.00018441+0.00063755i,-0.00077541+0.001048i,-0.0011794+0.00060713i,-0.00068088-0.00024691i,0.00056322-0.000548i,0.0014114-0.00078593i,0.0016382-0.00067583i,0.0010381-0.00038708i,0.00018101-0.00065467i,-0.00082128-0.00067237i,-0.0008625-0.000516i,-0.00037064+0.00029567i,8.2404e-05+0.0010485i,0.00091036+0.0010404i,0.0006286+0.00074291i,-3.6462e-05+0.00041787i,0.00032896-2.0335e-05i,0.00024343-6.7564e-06i,0.0004914+0.0001247i,0.00053574-4.3471e-05i,-6.1196e-05+0.00021711i
-0.00038909-0.0010607i,-4.8594e-05+3.6875e-05i,-0.0008248+0.00015049i,-0.00085715-0.00045192i,-0.00060931-0.00054857i,0.00027746+0.000104i,0.0010178+0.00064133i,0.00098283+0.0003778i,0.0010401+0.00040474i,0.0005581+1.1341e-05i,-0.00014767-0.00028101i,-0.00049692+0.00064309i,-0.00066953+0.001354i,-0.00017847+0.00096267i,0.0011976+0.00039233i,0.0012419-0.00015941i,0.00045435-0.00068046i,0.00020753-0.00044905i,0.00038536-5.1166e-05i,0.00016573+0.00027524i,-0.00026546+0.00089351i,-0.00093+0.00074515i,-0.0010084+0.00010635i
0.0016826-4.9118e-05i,0.0016177+0.00048648i,0.00071822-0.00013294i,-0.00032251-0.00057993i,-0.00059987+0.00012133i,-3.8743e-05+0.0013445i,0.00052739+0.0013038i,0.00022173+0.00066478i,0.00024004-0.00038193i,0.00059754-7.1704e-05i,0.00027699+0.00061243i,7.1279e-05+0.00072741i,0.00024176+0.0014276i,0.0011573+0.0013478i,0.0014087+0.00030024i,0.00070762+0.00014958i,0.0001385+0.00046812i,-0.00019876+0.00040176i,-0.00013279+0.00032048i,-9.4764e-05+0.00064486i,0.00033455+0.00022763i,0.00052626-0.00032123i,0.00027805-0.00088439i
0.00069453-5.6423e-05i,0.00021086-0.00019126i,-0.0010092-0.0018561i,-0.00094139-0.0027085i,-0.00050405-0.0016827i,-0.0011639+0.00010766i,-0.00097191+0.00072968i,7.3891e-05+0.00044676i,0.00020656+0.00043298i,-7.7999e-05+9.4276e-05i,0.00043813-0.0006797i,0.00071683-0.00034524i,0.00065421+0.00039504i,0.0011157-8.7189e-05i,0.00060616+7.4515e-06i,-0.00025119-2.4304e-05i,-2.9358e-05+0.00044739i,0.00034771+0.0009098i,0.00018268+0.00050609i,-5.5698e-06-0.00035263i,0.00035241-0.00070387i,0.00013424+0.00021505i,-0.00052242+0.00068124i
0.0006713+0.0011811i,0.0012611+0.00046904i,0.0019084-0.0009533i,0.001009-0.0013738i,-0.00077355-0.00079607i,-0.00075304-0.00054529i,0.00015882+0.0005448i,0.0012292+0.00089215i,0.0015425-2.2301e-05i,0.00085954+0.00016528i,-0.00033519+0.00063314i,-0.0011455+0.0002919i,-0.000539-5.3288e-05i,-0.00017434+0.00022701i,1.3283e-05+0.00062181i,0.00029288+0.00059442i,0.00025541+0.00041805i,-0.00046931+0.00025523i,-0.00042932+0.0005052i,-0.00010716+0.00075299i,-0.00067167+0.00013532i,-0.00074491-0.00059947i,-0.00074066-0.00064237i
0.00075324+0.001504i,0.0010135+0.00058233i,0.00047972+0.00028993i,0.00023833-0.00046449i,-0.00054328-0.00079099i,-0.0010396-0.00037414i,-0.00038267+0.00028823i,7.2198e-05+0.00062638i,0.00048885+0.00088532i,0.0003166+0.00023289i,-0.00052781-0.00059708i,-0.0011196-0.00019215i,-0.00040338+0.0003976i,-0.00059436+0.00065632i,-0.00068132+0.00066925i,0.00012745+0.00061628i,4.9438e-05+0.00064372i,0.00024214+0.00094666i,0.00059247+0.00078892i,2.6213e-05+0.00063365i,4.521e-05+0.00016339i,-0.00030473-0.00036408i,-0.00078427-0.00021847i
-0.00013015-0.00053477i,-0.00062496-0.00023603i,-0.0012607-0.00028241i,-0.0015702-0.0003262i,-0.0015387-0.00012625i,-0.00077541+0.00012867i,-0.00011298-0.00065052i,0.00079015-0.00054075i,0.00060253-1.8651e-05i,0.00019133+8.9743e-05i,0.00044158-0.00024816i,0.00035688-0.00031848i,0.00018943+0.00023689i,0.00062591+7.9303e-05i,0.00078361-0.00043737i,0.00087345+0.00024815i,0.00071368+0.00095207i,-5.5386e-05+0.0005572i,-7.6855e-05+0.00029782i,0.00033894+0.00031793i,0.00060893+0.00020972i,0.00061248-0.00044318i,0.00030154-0.00049754i
-0.0016544+0.0015497i,-0.0007777+0.00096388i,0.00046727+0.0012784i,0.0010345+0.00060481i,0.0012278-4.9989e-05i,0.0012666+0.00037542i,0.00050782+0.0003424i,0.00019155+0.00041269i,0.0011573+0.00061638i,0.00099835-1.1604e-05i,-0.00011601-0.0003892i,-0.00012825+0.00041065i,0.00033724+0.00012543i,0.00051306-0.00025338i,0.00014726+0.00046339i,1.4959e-05+0.00079545i,0.00030137+0.0010377i,0.0002238+0.00073551i,9.1981e-06+0.00043059i,-6.1425e-05+0.00052434i,0.00013271+0.00044429i,-0.00035124+3.8392e-06i,-0.0004878-0.00042177i
0.00070899+0.0011024i,0.00085348+0.00051925i,0.0010787+0.00076812i,0.00056125+5.3257e-05i,-0.00095464-0.0011927i,-0.00082505-0.0010729i,0.00033609-8.4573e-05i,0.0010493+0.0006808i,0.0008872+9.1549e-05i,0.00015008-0.00032401i,-0.00068539+7.0335e-05i,-0.0012353+0.00037005i,-0.00095344+0.00046182i,0.00015125+0.00093697i,0.00076122+0.0012341i,0.00059185+0.0011347i,-1.8548e-05+0.00055888i,-0.00042275-0.00022893i,-0.00037029-0.00034913i,-0.00023473+0.00018072i,-0.00030729+0.00047014i,-0.00036335-0.00022375i,0.0002218-0.00044117i
0.001674-0.000213i,0.0016024-0.00036261i,0.0012418-0.0004909i,0.0010384-0.00060966i,-0.00018603+0.00040961i,-0.00023927+8.4109e-05i,0.0012114-3.2979e-05i,0.0011132+0.00018516i,0.0011231+0.00015534i,0.0011267+0.00058212i,0.00098444+0.00052992i,0.00025307+0.00034039i,-0.00038017+0.00081484i,-0.0003779+0.0016784i,-0.00037164+0.0016656i,3.0042e-05+0.00054606i,-0.0003995+9.5694e-05i,-0.00044165+0.00031601i,6.9161e-05+9.7788e-05i,0.00031804-0.00028531i,0.00064481-0.00084701i,0.00030527-0.00059498i,-0.00074547-0.00022053i
-0.0011056+0.00025012i,-0.00073866-0.00071271i,-0.00037483-0.00018875i,-0.00071551+0.00012058i,-0.0012951+0.00054881i,-0.00085883+0.00097625i,-0.00021635+0.00063358i,0.00061937-0.00017345i,0.0014149-0.00045071i,0.0010948-0.00017572i,0.00020886-8.2187e-05i,0.00014583-0.00012211i,0.00064623-0.00031534i,0.0002222-0.00014965i,-9.3878e-05-3.8247e-05i,0.00058107-0.00013367i,5.4976e-05+5.8396e-05i,0.00027346+0.00026329i,0.0003265+0.00057865i,-0.0005601+0.00078795i,-0.00071597-0.0001452i,-0.0011508-0.00086488i,-0.00092323-0.00010824i
-0.0026241-0.00082031i,-0.0019867+0.00011595i,-0.0027817-0.0012753i,-0.0032551-0.0017006i,-0.0024053-0.00042314i,-0.0013073+0.0013i,4.7826e-05+0.00096654i,0.00059634-5.914e-05i,0.00064922+0.00037633i,0.00047913+0.00067875i,-0.00033153+0.00048506i,-0.00051655+0.00027486i,-8.6119e-06+0.00042977i,0.00015556+0.0005947i,0.00027667+0.00039564i,-2.788e-05+0.00032156i,-0.0004815-3.2103e-05i,-0.00034044-0.00023358i,-0.00062757-0.0006121i,-0.00058274-3.4419e-05i,-0.00014498+0.00047298i,-0.00029608+0.00010439i,-0.00086044+0.00015034i
-0.00083431-0.00052i,-0.00079163+0.00012542i,-0.0010919+0.00077555i,-0.0010344+0.00040752i,-0.00020608+0.00027465i,0.00072619+0.00060565i,0.0009637+0.00096131i,0.0012961+0.0007557i,0.00091444+5.5523e-05i,0.00062643-0.00030381i,0.00052412-0.00031329i,0.00026798+0.00034391i,0.00036802+0.00045436i,0.00063753+0.00057667i,0.00056878+0.00056555i,0.00026262+0.00088531i,0.00075871+0.0011323i,0.0017483+0.00030129i,0.0013295+1.6606e-05i,0.0002596+0.00063265i,-0.00020574+0.00049533i,0.00030952+2.2176e-06i,0.000586+0.00011287i
0.0028965-0.00051742i,0.0024435-0.0014115i,0.0023823-0.0020348i,0.00041249-0.0027599i,-0.0013131-0.0034566i,-0.0010503-0.0024847i,-0.00032056-0.00090911i,0.00013668+6.6297e-05i,0.00030455+0.00027352i,0.00013087+0.000217i,-8.879e-05+4.301e-05i,-0.00027033+0.00051021i,-0.00013605+0.0014863i,0.00038887+0.0018437i,0.00054001+0.0012482i,-0.00011942+0.00043133i,-0.00022327+0.00056251i,-0.00011138+0.00066116i,0.00013659+0.00011799i,7.0342e-05+0.00022878i,-0.000265+0.00039255i,0.00013924-0.00037958i,0.00048393-0.00068964i
0.0018961-0.00066699i,0.00065399-0.00090574i,-8.7675e-05-0.0020575i,-0.00019003-0.0022287i,-0.00018919-0.00084163i,-0.00062256+0.0002288i,-0.00088223+0.00038589i,0.00043289+4.899e-05i,0.00096131+5.8754e-05i,-7.3026e-05-0.00066776i,-0.00066426-0.0010735i,3.3433e-06+0.00026072i,0.00024969+0.00061631i,-0.00027031+0.00038628i,-0.00066606+0.00039033i,-0.00032658+0.0007289i,-0.00067443+0.0010575i,-0.00096675+0.00087731i,-0.00042615+0.0012828i,-1.0824e-05+0.00096022i,0.00016302+0.00016191i,0.00016148-0.00044806i,-0.00017905-0.00081885i
0.00024544-0.0017579i,-0.00066346-0.00069592i,-0.0010395+0.00019757i,-0.00067874-0.00025965i,-0.00039418-0.00086689i,0.00043972-0.0007896i,0.0010314-0.0006681i,0.0005905-0.00039368i,-0.00031113+5.2521e-05i,-0.00086535+0.00021779i,-0.00084775+5.8577e-05i,0.00013423-5.8023e-05i,0.00025135+0.00072762i,-0.0002926+0.00087452i,0.00010888+0.00063116i,0.000862+0.00038988i,0.001018+0.00018976i,0.00018404+0.0010253i,-8.07e-05+0.0012788i,0.0004398+3.8895e-05i,9.1798e-05-0.0003972i,-0.00013125-0.00042168i,-0.00033671-0.00078648i
0.00022695-0.0022724i,-0.00034752-0.0023297i,-0.00064409-0.0033311i,-0.0015028-0.0038451i,-0.0019295-0.0032949i,-0.0014428-0.0017819i,0.00049392+0.00027428i,0.0011449+0.0011906i,0.00054707+0.00031642i,0.0004477-0.00029375i,5.0238e-05-0.00068409i,-0.00020835-0.00033497i,-0.00037834-0.00032856i,-0.00032574-4.4577e-05i,0.00034152+0.0010101i,0.00089774+0.0011159i,0.00056318+0.00046587i,0.00094616+0.00032101i,0.0010715+0.00037254i,0.00058619+1.1014e-05i,0.00068654+0.00010923i,0.00067645-0.00045198i,0.00049879-0.0011724i
0.0013575-0.0010473i,0.00076439-0.0012543i,0.002066-0.0019787i,0.0017667-0.0024852i,0.00076379-0.0022113i,0.00028424-0.0007688i,0.00057428+0.00020848i,0.00050192+8.8439e-05i,0.00043857-0.00080622i,0.00049134-0.00074107i,-0.00030223-9.6933e-05i,-0.00041383+0.00069462i,-0.00041993+0.0011689i,-7.6662e-05+0.0011084i,0.00069228+0.00071084i,0.00046791+7.3752e-05i,-9.2657e-05-0.00023382i,-0.00016349+0.00044774i,-9.6531e-05+0.00047029i,0.00044618-0.00026984i,0.00099494-0.00031313i,0.00084429-0.0004061i,0.00082722-0.00033091i
