-2.0701e-05-0.00058956i,0.00069586-0.0024604i,-0.00030897-0.0035351i,-0.0021885-0.0026395i,-0.0033878-0.0011806i,-0.0032576+0.00032778i,-0.0026193+0.0012968i,-0.0014844+0.0015208i,-0.00096304+0.0010295i,-3.3922e-05-0.0001786i,0.00069803-0.0010945i,0.00036543-0.00056809i,-0.00049388-0.00047205i,-0.0011391-0.00054535i,-0.00093602+0.00055462i,-0.0004929+0.0012885i,0.00049062+0.00045046i,0.00057293-0.00037388i,6.7418e-05-0.00027948i,7.3202e-05+7.0065e-05i,-5.8881e-05+8.9651e-05i,-0.00026393+0.00010095i,-0.00033521+0.00085606i
-0.65293+0.25625i,-0.56235+0.24185i,-0.31329+0.087589i,-0.165-0.052969i,-0.090168-0.074578i,-0.021681-0.036687i,0.0094587-0.0087054i,0.013857-0.00030309i,0.0080851-0.0020028i,0.00078103+0.0025139i,0.0067436+0.0083301i,0.017752-0.0017439i,0.016816-0.016996i,0.003117-0.018379i,-0.011267-0.0065855i,-0.015398+0.0038767i,-0.014233+0.0054109i,-0.015159+0.005942i,-0.013988+0.013359i,-0.0041247+0.019838i,0.0076599+0.018953i,0.011306+0.016704i,0.011008+0.01847i
0.54424-0.53861i,0.48485-0.50582i,0.29112-0.25471i,0.15715-0.030074i,0.079776+0.053843i,0.019709+0.043006i,-0.01244+0.011685i,-0.024902+0.0011711i,-0.01889+0.007937i,-0.0071439+0.0056487i,-0.0080996-0.00022083i,-0.010746+0.0083105i,-0.002925+0.019731i,0.012033+0.014595i,0.02329-0.0022304i,0.020778-0.013269i,0.010407-0.012338i,0.003338-0.0083813i,-0.0020952-0.011303i,-0.012288-0.016041i,-0.019869-0.014456i,-0.016908-0.01162i,-0.011843-0.011912i
-0.15014+0.79497i,-0.10246+0.74838i,-0.06703+0.42318i,-0.082381+0.13451i,-0.075161+0.0097975i,-0.02353-0.014839i,0.015596-0.015229i,0.021971-0.020821i,0.0089204-0.022408i,0.00058512-0.010529i,0.0041231-0.0010596i,0.0059069-0.0034045i,-3.5186e-05-0.0070417i,-0.0077165-0.00011827i,-0.010047+0.011974i,-0.0079589+0.014354i,-0.0090864+0.007051i,-0.011392+0.0019194i,-0.00732+0.0034153i,0.0029519+0.0062455i,0.011184+0.0071692i,0.009039+0.0098982i,0.0049882+0.014076i
-0.28161-0.6549i,-0.28522-0.57641i,-0.16117-0.29561i,-0.017377-0.076498i,0.037231+0.020815i,0.017021+0.051974i,-0.0043692+0.047006i,-0.01005+0.035401i,-0.0062075+0.023152i,-0.0050073+0.0067127i,-0.010995+0.00061466i,-0.0096802+0.0087142i,0.0028587+0.015515i,0.012531+0.0090471i,0.012345-0.0033723i,0.0097601-0.01043i,0.010899-0.012919i,0.01362-0.01616i,0.011353-0.02107i,-0.00011175-0.023296i,-0.011277-0.019548i,-0.011935-0.015956i,-0.0078822-0.01496i
0.4241+0.45157i,0.38148+0.41253i,0.18146+0.22614i,0.0023585+0.08346i,-0.068389+0.016472i,-0.064853-0.018561i,-0.042466-0.023521i,-0.024191-0.020157i,-0.013395-0.013883i,0.00088698-0.004825i,0.010655-0.0057132i,0.0014974-0.010051i,-0.014854-0.0075419i,-0.020539+0.0025581i,-0.015881+0.01277i,-0.0086346+0.014638i,-0.0042982+0.011296i,-0.0015754+0.01016i,0.0051596+0.014535i,0.017992+0.016866i,0.027764+0.013126i,0.02479+0.0095795i,0.01572+0.0065736i
-0.63614-0.26623i,-0.60388-0.27118i,-0.33464-0.18282i,-0.08971-0.095487i,0.014299-0.041287i,0.033246-0.004815i,0.023036+0.011207i,0.013937+0.018046i,0.01089+0.016229i,0.0033767+0.011698i,-0.0033443+0.01044i,-0.00040434+0.0053034i,0.0085149-0.0021648i,0.01233-0.0096879i,0.0091963-0.015107i,0.0074799-0.014296i,0.011106-0.010299i,0.01282-0.0079679i,0.0067029-0.0066876i,-0.0051374-0.0032053i,-0.015574+0.00018601i,-0.014978-0.0011313i,-0.0069437-0.0027292i
0.68426-0.14004i,0.67578-0.13564i,0.40282-0.080397i,0.12653-0.02411i,-0.0098099-0.0088091i,-0.048039-0.017914i,-0.045232-0.02326i,-0.040005-0.021397i,-0.031167-0.011989i,-0.011894-0.0080911i,0.00036929-0.01016i,0.00053862-0.0072051i,-0.005596+0.0020522i,-0.0098324+0.011248i,-0.0070441+0.015822i,-0.0053256+0.015884i,-0.0069488+0.016525i,-0.0068946+0.020737i,-0.0022647+0.024805i,0.0075083+0.022787i,0.016464+0.016078i,0.015117+0.012511i,0.0062426+0.010174i
-0.44123+0.40097i,-0.42787+0.40416i,-0.22245+0.2633i,-0.019078+0.10332i,0.080817+0.019623i,0.099168-0.0047924i,0.074254-0.013289i,0.044671-0.018391i,0.020599-0.015354i,0.0052555-0.0015821i,0.0034405+0.0096044i,0.0074606+0.0063686i,0.011028-0.0051279i,0.010599-0.013396i,0.0062706-0.015232i,0.0040803-0.014226i,0.0030193-0.013485i,-0.0017813-0.013445i,-0.013006-0.014511i,-0.026783-0.012779i,-0.033528-0.0075842i,-0.02822-0.003789i,-0.015386-0.00076156i
0.26825-0.47663i,0.24827-0.45376i,0.10926-0.23133i,-0.013108-0.015246i,-0.07205+0.079158i,-0.076568+0.084593i,-0.052036+0.055396i,-0.033835+0.031981i,-0.01655+0.016448i,-0.003139-0.0029853i,-0.0048964-0.011752i,-0.0076541-0.001447i,-0.006392+0.013639i,-0.0046965+0.02127i,-0.0022822+0.020431i,-0.003491+0.017649i,-0.0066325+0.016361i,-0.0066996+0.013205i,-0.00026228+0.0064095i,0.01199-0.0004696i,0.021615-0.0056999i,0.019673-0.0085713i,0.0091066-0.0090842i
-0.034811+0.59119i,-0.062821+0.57205i,-0.060963+0.32635i,-0.026818+0.097775i,0.017863-0.010915i,0.033067-0.035312i,0.024412-0.024452i,0.018188-0.018296i,0.0093531-0.012234i,0.0062915+0.0024234i,0.007975+0.0097618i,0.0030993+0.0044441i,-0.0020648-0.0077204i,-0.0035986-0.018808i,-0.0029915-0.021725i,-0.00060931-0.021276i,-0.00068818-0.022774i,-0.0025878-0.023222i,-0.0051957-0.020934i,-0.012721-0.014804i,-0.019242-0.0046104i,-0.014287+0.0025838i,-0.0027091+0.004408i
-0.28857-0.49882i,-0.27486-0.53034i,-0.19675-0.34991i,-0.14997-0.12088i,-0.13379+0.02702i,-0.096213+0.065445i,-0.050065+0.047031i,-0.023429+0.033922i,-0.0068696+0.027235i,-0.002538+0.012156i,-0.0077451+0.0007729i,-0.0067759+0.0012101i,0.0010067+0.0094943i,0.0079783+0.015961i,0.0092794+0.015761i,0.0075384+0.014275i,0.0079999+0.012149i,0.011698+0.0077874i,0.019209+0.004463i,0.028875+0.0016433i,0.034047-0.0033699i,0.028159-0.0053485i,0.013549-0.0044988i
0.40512+0.27233i,0.43081+0.27581i,0.32167+0.12668i,0.19512-0.048149i,0.10606-0.13959i,0.046858-0.12812i,0.010303-0.074324i,-0.0090785-0.039991i,-0.018419-0.019082i,-0.010011-0.0009008i,0.0036104+0.0035057i,0.0030199-0.0015725i,-0.0035348-0.0074243i,-0.0063207-0.011438i,-0.0051443-0.013767i,-0.0031679-0.015017i,-0.0024858-0.013521i,-0.00073991-0.0077226i,-0.0029706+0.0010712i,-0.013743+0.0096353i,-0.024431+0.016785i,-0.023172+0.020119i,-0.010835+0.017719i
-0.45349-0.095149i,-0.43504-0.094973i,-0.26166-0.01293i,-0.11048+0.087813i,-0.03476+0.13344i,-0.0037639+0.10421i,0.0051373+0.045518i,0.0066937+0.013458i,0.0071926+0.0012047i,-0.00075272-0.0067535i,-0.0082717-0.005392i,-0.0050967+0.0013156i,0.0034695+0.010423i,0.010428+0.018072i,0.012828+0.020457i,0.012767+0.019003i,0.013489+0.01485i,0.011739+0.010881i,0.010446+0.0074909i,0.015055-0.00046218i,0.019529-0.011356i,0.013409-0.016301i,0.00092929-0.014532i
0.45824-0.12299i,0.46665-0.060329i,0.31761-0.018001i,0.16801-0.057684i,0.074508-0.10264i,0.024284-0.082417i,0.0047114-0.03155i,-0.0075972-0.0071696i,-0.015378-0.0026863i,-0.0087482-0.001228i,0.00068993-0.0019617i,-2.0407e-06-0.0017189i,-0.0093099-0.0019332i,-0.017552-0.0037462i,-0.018873-0.004159i,-0.01717-0.0031948i,-0.016369+0.00021364i,-0.015167+0.0044332i,-0.016828+0.0080913i,-0.023195+0.013132i,-0.025524+0.0176i,-0.019237+0.01686i,-0.0071924+0.013244i
-0.31351+0.29032i,-0.40495+0.28735i,-0.33678+0.24621i,-0.19251+0.23987i,-0.075886+0.22628i,-0.014279+0.1521i,0.0011333+0.057514i,0.0047784+0.007011i,0.012185-0.0078302i,0.011751-0.011711i,0.0046054-0.0077317i,0.0011742-0.0031906i,0.0038164-0.00055622i,0.0084122+0.0026303i,0.011139+0.0048252i,0.012341+0.0039816i,0.0094733-0.00054259i,0.0015928-0.0045661i,-0.00015387-0.0080089i,0.01001-0.015793i,0.019736-0.024022i,0.01795-0.02515i,0.0082941-0.020689i
0.14122-0.36259i,0.1819-0.40508i,0.11369-0.3495i,0.0074522-0.28116i,-0.052045-0.21331i,-0.05507-0.11993i,-0.024811-0.034006i,-0.0066611+0.0030676i,-0.0062901+0.012752i,-0.0011245+0.014243i,0.0047937+0.0084411i,0.0017022+0.0016656i,-0.0053103-0.0043457i,-0.012351-0.0085583i,-0.016769-0.0071609i,-0.016627-0.00051896i,-0.012593+0.0049208i,-0.0068+0.0037891i,-0.0048159+0.0025747i,-0.0096155+0.010478i,-0.013668+0.020598i,-0.008927+0.021744i,-0.0001759+0.017603i
0.012572+0.35913i,-0.029832+0.37051i,-0.025977+0.27687i,0.018053+0.2076i,0.043891+0.16646i,0.032127+0.098833i,0.0026536+0.029787i,-0.010422-0.0018434i,-0.0040217-0.0075093i,0.00010748-0.0072636i,-0.00068361-0.0055125i,0.0030865-0.002572i,0.011916-0.0010536i,0.018598-0.00228i,0.019645-0.0057957i,0.016548-0.011133i,0.010749-0.014575i,0.0061728-0.014261i,0.0069052-0.014263i,0.012072-0.018061i,0.015062-0.020985i,0.010668-0.01743i,0.0031398-0.012068i
-0.13699-0.28497i,-0.066978-0.37244i,-0.015667-0.33287i,-0.033597-0.25226i,-0.060169-0.18757i,-0.048794-0.11251i,-0.013658-0.041566i,0.0058018-0.0062842i,0.0013172+0.006603i,-0.0020395+0.014049i,-0.00013216+0.014218i,-0.0011652+0.012365i,-0.0036234+0.012221i,-0.0069631+0.011184i,-0.0086897+0.011516i,-0.0077392+0.013071i,-0.0030554+0.012284i,0.0032215+0.0093692i,0.0027144+0.0084956i,-0.0054083+0.015785i,-0.012605+0.02442i,-0.011863+0.023135i,-0.0057042+0.01652i
0.23088+0.208i,0.24632+0.32535i,0.20425+0.32573i,0.16435+0.26097i,0.13118+0.19206i,0.082366+0.11107i,0.023896+0.043491i,-0.0085701+0.014667i,-0.0086942+0.0013919i,-0.0065581-0.008033i,-0.0088625-0.0086403i,-0.006642-0.0048345i,-0.00013786-0.0011635i,0.0080376-0.00027462i,0.012168-0.006082i,0.0099163-0.013321i,0.0032139-0.012843i,-0.0017891-0.0055981i,-0.00029059-0.003432i,0.0042579-0.012006i,0.0081002-0.020806i,0.0083117-0.019942i,0.0039716-0.01424i
-0.28365-0.076341i,-0.3344-0.13027i,-0.29015-0.13884i,-0.2349-0.12628i,-0.1848-0.10187i,-0.10919-0.060439i,-0.037222-0.028555i,-0.0096865-0.01692i,-0.0079945-0.0071879i,-0.0013408+0.0021939i,0.0049338+0.0043041i,-0.0007378+0.0044977i,-0.0096596+0.0070193i,-0.013049+0.012801i,-0.0099163+0.018148i,-0.0041803+0.019214i,-0.00027637+0.015933i,0.00069202+0.011197i,-0.00050653+0.012125i,-0.0040862+0.018749i,-0.0087068+0.022252i,-0.0087768+0.01825i,-0.0052755+0.012418i
0.23501-0.049249i,0.27861+0.021142i,0.24066+0.065571i,0.1885+0.06827i,0.14541+0.064074i,0.087461+0.051018i,0.030538+0.029588i,0.0041922+0.016059i,0.00014486+0.0070209i,-0.0037102-0.0011258i,-0.0083442-0.0056513i,-0.0071548-0.0095256i,-0.0034817-0.012778i,-0.00079064-0.015277i,-6.577e-05-0.017032i,-0.00075358-0.016502i,-0.0028632-0.013107i,-0.0052944-0.0082068i,-0.0030413-0.0073904i,0.0026012-0.014671i,0.0083953-0.021884i,0.012018-0.018567i,0.0095784-0.01131i
-0.19081+0.087257i,-0.29477+0.033071i,-0.28653-0.018524i,-0.21859-0.036894i,-0.16587-0.045244i,-0.11081-0.036276i,-0.050324-0.021984i,-0.022473-0.019205i,-0.014982-0.013662i,-0.0008937-0.0052219i,0.010167-0.0032862i,0.0092544-0.0005493i,0.0037239+0.0055573i,-5.7655e-05+0.011372i,0.00044067+0.015688i,0.0045389+0.017601i,0.0078121+0.0137i,0.0058331+0.0043817i,-0.00021749+0.0016245i,-0.0039979+0.0099678i,-0.006754+0.018169i,-0.0098519+0.017102i,-0.0088519+0.011669i
0.15155-0.16905i,0.24861-0.19061i,0.26151-0.13561i,0.22194-0.058204i,0.17515-0.0071275i,0.1102+0.006651i,0.047807+0.0064151i,0.023776+0.0051872i,0.017885+0.00075412i,0.00715+0.00040249i,-0.00037665+0.0029564i,-0.00046539-0.00087448i,0.0008942-0.0086544i,-0.00093647-0.014567i,-0.0050502-0.017045i,-0.0088009-0.015951i,-0.0084316-0.011475i,-0.0031237-0.0066978i,0.0011442-0.0082452i,0.0023876-0.014892i,0.0051765-0.020341i,0.0093224-0.018656i,0.009258-0.012836i
-0.021747+0.19367i,-0.098865+0.22797i,-0.14556+0.19948i,-0.14869+0.14711i,-0.13351+0.087856i,-0.096022+0.037595i,-0.05119+0.010916i,-0.028934+0.0034934i,-0.019036+0.0035305i,-0.0068482-0.00041126i,3.5227e-05-0.0035487i,0.0025102+0.0026798i,0.0057524+0.010569i,0.0099554+0.013011i,0.011886+0.012769i,0.010163+0.012418i,0.0074865+0.010105i,0.0045125+0.0052077i,0.0027731+0.0041324i,0.0007887+0.012414i,-0.003304+0.020922i,-0.0079055+0.018309i,-0.0089546+0.011894i
-0.017827-0.12322i,0.059093-0.19211i,0.085171-0.19478i,0.065243-0.14267i,0.065182-0.077823i,0.06188-0.032867i,0.035437-0.013145i,0.017619-0.0049432i,0.014486+0.00098869i,0.011348+0.0071312i,0.0061857+0.0097002i,-0.00066991+0.0062876i,-0.0066113+0.0003614i,-0.009305-0.0052145i,-0.011012-0.00907i,-0.012271-0.010925i,-0.0098457-0.0080958i,-0.0037702-0.0013256i,0.0014975-0.00029494i,0.003896-0.0094196i,0.0065506-0.018269i,0.010578-0.017931i,0.010982-0.012606i
0.034017+0.14552i,0.0046939+0.24693i,-0.021971+0.24337i,-0.039584+0.16729i,-0.063822+0.10086i,-0.062972+0.056766i,-0.035213+0.025831i,-0.019166+0.013231i,-0.017495+0.010477i,-0.015863+0.0049873i,-0.011936+0.00023613i,-0.0052104+0.0022011i,0.0040231+0.0069968i,0.011269+0.0095059i,0.014791+0.0087362i,0.015088+0.0073345i,0.010243+0.0044898i,0.0030954+0.0017397i,-0.0018294+0.0037889i,-0.0035734+0.011275i,-0.0040197+0.01993i,-0.0068211+0.02016i,-0.0089575+0.013991i
-0.12634-0.10568i,-0.14612-0.19381i,-0.11513-0.21553i,-0.061542-0.16993i,-0.0061195-0.11316i,0.023294-0.061444i,0.016777-0.023962i,0.0045675-0.010941i,0.0012615-0.0085194i,0.0028062-0.0036527i,0.0045399-0.00040567i,0.00061259-0.0009867i,-0.0076781-6.4945e-05i,-0.013101+0.0023762i,-0.013717+0.0012615i,-0.012189-0.0026247i,-0.0091793-0.0038892i,-0.0052142-0.0021327i,-0.0020031-0.0019982i,-0.00055787-0.0088038i,0.0014056-0.017472i,0.0055391-0.017415i,0.0074194-0.013157i
0.090903+0.010564i,0.13382+0.10031i,0.14774+0.14625i,0.11539+0.13168i,0.046272+0.1037i,-0.0039609+0.064937i,-0.011371+0.022485i,-0.0062455+0.0016852i,-0.007162-0.0014686i,-0.010577-0.00035848i,-0.011078-8.144e-05i,-0.0068976-4.2443e-05i,0.00012299-0.00028354i,0.006727-0.0015897i,0.011495-0.00091278i,0.015015+0.0011901i,0.013014+6.9217e-05i,0.0050811-0.0038163i,-0.0019455-0.0032509i,-0.0030327+0.0058318i,-0.0028032+0.016414i,-0.0056878+0.018188i,-0.0062033+0.014127i
-0.083092-0.048252i,-0.16959-0.10654i,-0.20085-0.11274i,-0.16377-0.080797i,-0.091068-0.063712i,-0.028382-0.04323i,-0.0051156-0.012112i,-0.0043869+0.0033547i,-0.00022757+0.0013285i,0.007215-0.0063071i,0.0087926-0.0097687i,0.0041767-0.0072145i,-0.0026721-0.0025695i,-0.0082414+0.0027399i,-0.010708+0.0057977i,-0.011067+0.0056169i,-0.0076151+0.0041652i,-0.002025+0.0026859i,0.0013616-0.0014838i,0.0016665-0.011279i,0.0017438-0.021173i,0.003377-0.022217i,0.0042838-0.015515i
0.13474-0.012198i,0.22756+0.00028875i,0.24471+0.01775i,0.18698+0.024858i,0.099172+0.035987i,0.027706+0.036039i,0.00033496+0.0095686i,-0.0038311-0.011426i,-0.0022344-0.0098886i,0.0011807-0.00079313i,0.00090277+0.0045386i,0.0020513+0.0045715i,0.0053686+6.7348e-05i,0.0067332-0.0040919i,0.0081184-0.0033836i,0.0099405-0.0013885i,0.0095431-0.0020658i,0.0063705-0.0051708i,0.0031302-0.0027032i,0.0037346+0.0088438i,0.0052794+0.01882i,0.0021213+0.018885i,-0.0010779+0.014705i
-0.054041+0.071502i,-0.15177+0.079031i,-0.20872+0.069246i,-0.18336+0.045761i,-0.11092+0.0039829i,-0.041102-0.018476i,-0.0012909-0.0027413i,0.010051+0.014573i,0.0074758+0.014524i,0.0040394+0.0060015i,0.0021983-0.0014101i,-0.00042939-0.0015018i,-0.0020405+0.0032228i,-0.0020183+0.0059366i,-0.0049072+0.005375i,-0.010734+0.0057087i,-0.0097927+0.0078835i,-0.0011948+0.0085914i,0.0031975+0.0050622i,0.00033542-0.0042446i,-0.0013063-0.014653i,0.0012577-0.017697i,0.00094981-0.014291i
0.055987-0.023679i,0.13881-0.072346i,0.1794-0.098461i,0.1633-0.073178i,0.11298-0.017907i,0.045887+0.011991i,-0.0018046+0.0033693i,-0.015889-0.012976i,-0.013638-0.01322i,-0.0063796-0.00085548i,-0.00083241+0.0062047i,0.0010335+0.0052912i,0.0019541+0.0018398i,0.0024433-0.0022336i,0.0038545-0.0063789i,0.0052923-0.0092046i,0.0032117-0.0095376i,-0.00091918-0.0070283i,-0.002811-0.0013397i,-0.00052177+0.010324i,0.0032797+0.022548i,0.0051076+0.022866i,0.0046231+0.013928i
-0.077903+0.085732i,-0.13072+0.15528i,-0.16255+0.17835i,-0.15616+0.15152i,-0.1129+0.085652i,-0.049026+0.022415i,-0.0019468+0.0053422i,0.014402+0.013508i,0.0099006+0.012479i,-0.0017529+0.0052548i,-0.0073363+0.001617i,-0.007898+0.0015607i,-0.0068453+0.0046436i,-0.004168+0.0057215i,-0.0024886+0.0033389i,-0.0027113+0.0026414i,-0.0032967+0.0057349i,-0.0020319+0.0076708i,-0.0019441+0.0040011i,-0.0061206-0.0071522i,-0.010409-0.01813i,-0.0098365-0.019i,-0.0060288-0.013394i
-0.021047-0.094102i,0.015988-0.17017i,0.052331-0.21016i,0.053555-0.17719i,0.038818-0.086149i,0.015149-0.010899i,-0.016788+0.0045763i,-0.032919-0.0039919i,-0.023972-0.0059326i,-0.0074027-0.0051999i,0.00023781-0.006097i,0.0020381-0.0070856i,0.0027276-0.0073789i,0.0031728-0.0050904i,0.006053-0.0027437i,0.0083201-0.0059266i,0.0042734-0.011657i,-0.0030553-0.012146i,-0.0044294-0.0058706i,0.0020329+0.0042091i,0.0082374+0.014647i,0.008889+0.018416i,0.0082551+0.013767i
-0.0016175+0.046285i,-0.0019573+0.13488i,-0.0051352+0.18598i,-0.022563+0.15275i,-0.044898+0.073674i,-0.031661+0.01217i,0.0042193-0.0101i,0.018752-0.0083109i,0.012535-0.00042929i,0.0034285+0.0034428i,-5.0847e-05+0.0049429i,8.6685e-05+0.0060409i,0.00075917+0.0065307i,0.0011979+0.0062466i,0.00051595+0.007041i,0.0022527+0.0099733i,0.0044873+0.011396i,0.0042637+0.0090189i,0.0025721+0.0035449i,-0.002941-0.0068134i,-0.010438-0.018199i,-0.013275-0.019037i,-0.011637-0.010039i
-0.005882-0.099455i,-0.037801-0.16314i,-0.035176-0.18455i,0.0013086-0.15873i,0.028371-0.094668i,0.020035-0.024791i,-0.0032791+0.0060114i,-0.017254+0.0040698i,-0.014283-0.0020733i,-0.0028072-0.0061907i,0.00063189-0.007899i,-0.00057868-0.006336i,0.0003764-0.0039148i,0.0015155-0.00073592i,0.0029929+0.00095824i,0.003682-0.0019872i,0.0020407-0.0077654i,5.5773e-05-0.010836i,0.00082446-0.0065617i,0.0091057+0.0050853i,0.018817+0.015686i,0.019094+0.014793i,0.011926+0.0070417i
0.079761+0.049358i,0.10454+0.10634i,0.092993+0.15634i,0.058422+0.15624i,0.016875+0.096463i,-0.0059534+0.025579i,0.0015584-0.0073051i,0.011381-0.012838i,0.0069721-0.0065457i,0.002505+0.0049259i,0.0027478+0.010902i,0.0011058+0.013295i,-0.0018284+0.014147i,-0.0054166+0.010944i,-0.0080433+0.0083859i,-0.005509+0.010546i,0.00098067+0.012304i,0.0059769+0.010622i,0.0041694+0.0061802i,-0.0070918-0.0013201i,-0.017816-0.008756i,-0.018346-0.010074i,-0.012624-0.0064246i
-0.031954-0.015847i,-0.090586-0.063691i,-0.12583-0.095442i,-0.099707-0.078987i,-0.037539-0.036409i,-0.0016516+5.9973e-05i,-0.0021673+0.016873i,-0.0059959+0.0157i,-0.0034631+0.0055018i,-0.0035935-0.0038487i,-0.008676-0.0079043i,-0.012087-0.0086343i,-0.010081-0.0085024i,-0.0050172-0.0090843i,-0.0023898-0.010741i,-0.0042115-0.011599i,-0.0071458-0.010259i,-0.0066501-0.0080551i,-0.0033634-0.0047274i,0.0046204+0.0024387i,0.01566+0.011015i,0.019472+0.011829i,0.014316+0.0056013i
0.069376+0.05011i,0.12749+0.047827i,0.1269+0.041605i,0.066094+0.044745i,0.0034304+0.038407i,-0.018976+0.010783i,-0.014282-0.0085536i,-0.0099965-0.0062952i,-0.0071007+0.0023291i,0.00036105+0.0065921i,0.0073307+0.0043485i,0.0088583+0.0029729i,0.0056876+0.0044598i,0.0014571+0.0046838i,1.1706e-05+0.004638i,0.0029039+0.0045782i,0.0070568+0.0066028i,0.0076593+0.0093134i,0.0031286+0.0074558i,-0.0093463-0.00029707i,-0.02382-0.0069706i,-0.02545-0.0051558i,-0.014602+0.00016861i
-0.092806+0.038639i,-0.11573+0.039367i,-0.10494+0.0041778i,-0.070844-0.031538i,-0.026174-0.029592i,0.0037233-0.0054919i,0.0055109+0.0051898i,0.00010575+0.00045945i,-0.0016448-0.0044312i,-0.0042147-0.004781i,-0.0058297-0.0045562i,-0.0054649-0.0069927i,-0.0043238-0.0088894i,-0.00060827-0.0089263i,0.0019439-0.0092559i,-3.7518e-05-0.0087741i,-0.0051523-0.0080547i,-0.0080026-0.007052i,-0.0035791-0.0042178i,0.0083845-0.00050602i,0.020583+0.0014772i,0.021197+0.00095545i,0.011571+0.00011969i
0.018283-0.032839i,0.059441-0.028061i,0.090058-0.0074054i,0.074217+0.0054852i,0.022515+0.0060161i,-0.010693-8.2802e-05i,-0.0095378-0.0046231i,-0.0066736-0.0012393i,-0.0066262+0.0042663i,-0.00033736+0.0053942i,0.0075002+0.0039462i,0.011944+0.00504i,0.012348+0.0072727i,0.0095067+0.010428i,0.0075039+0.012393i,0.0081852+0.010032i,0.0088383+0.0059607i,0.0077322+0.0044185i,0.0041189+0.0035455i,-0.0054603+0.00057392i,-0.015592-0.0025475i,-0.01649-0.0030268i,-0.010776-0.00077548i
-0.061457+0.014323i,-0.093734+0.048389i,-0.089874+0.063853i,-0.046706+0.048412i,-0.00044932+0.023616i,0.016294+0.012779i,0.0097026+0.0071084i,0.0030979-0.0052697i,0.00056944-0.012183i,-0.0028676-0.0068076i,-0.0070199+0.00010616i,-0.0094056+0.0025786i,-0.0089785+0.0018241i,-0.0074461-0.0022419i,-0.0057861-0.0058216i,-0.0053591-0.0052498i,-0.007652-0.0043932i,-0.01023-0.0063795i,-0.0064274-0.0050176i,0.007263-0.00090397i,0.020983+0.0013249i,0.021823+0.00082246i,0.012558-0.001643i
0.02538-0.092648i,0.01668-0.10922i,-0.00014216-0.075248i,-0.02059-0.021609i,-0.034925+0.0070786i,-0.032053+0.0058982i,-0.016747+0.0012541i,-0.0052839+0.0059723i,-0.00024522+0.008432i,0.0023234+0.0033603i,0.0026523+0.00069359i,0.0030999+0.0024031i,0.0047897+0.0047322i,0.0063746+0.0078416i,0.0071329+0.0091536i,0.0073773+0.007518i,0.0084572+0.0047841i,0.0094183+0.0025713i,0.0043391+0.00164i,-0.0086408+0.0033929i,-0.019141+0.0056933i,-0.016922+0.0052194i,-0.0071008+0.0023614i
0.043893+0.030088i,0.028354+0.02782i,-0.00085114+0.0064468i,-0.0098018-0.013205i,0.00062267-0.014585i,0.0082229-0.0038919i,0.0025646+0.0013447i,-0.0058939-0.0027844i,-0.0062176-0.0052876i,-0.0022402-0.0033508i,-0.0025559-0.0023797i,-0.0071574-0.0020162i,-0.0095623-0.0011389i,-0.0096506-0.0024645i,-0.0098453-0.0049849i,-0.0089443-0.0050039i,-0.0077216-0.0035291i,-0.0068538-0.0023052i,-0.003818-0.0019306i,0.0046066-0.0027837i,0.013312-0.0030062i,0.013543-0.0013355i,0.0074514+0.00052241i
0.016267-0.018774i,0.026257-0.045656i,0.026897-0.049203i,0.0058923-0.026306i,-0.018645-0.0044897i,-0.023374-0.00090141i,-0.012441-0.0057016i,-0.0023409-0.0025835i,0.0011789+0.004935i,0.0034451+0.0061522i,0.0054093+0.0028184i,0.0060489+0.00072104i,0.0071445+0.00049205i,0.0085866+0.0016204i,0.0096172+0.0034747i,0.0087118+0.003804i,0.0080615+0.0032825i,0.0094699+0.0024547i,0.0069659+0.0015628i,-0.004413+0.0018424i,-0.016206+0.00233i,-0.01633+0.0019682i,-0.0078817+0.00049724i
0.039197+0.067518i,0.056545+0.07592i,0.059274+0.052256i,0.057214+0.010914i,0.048822-0.013895i,0.031985-0.0087853i,0.01419+0.0029526i,0.0012006+0.0018956i,-0.0038134-0.0017378i,-0.0026815-0.00090665i,-0.0028931-0.00020116i,-0.0057328-1.2692e-05i,-0.0091307+0.00075394i,-0.011264+0.00080597i,-0.011357-0.00027539i,-0.00993-0.0014041i,-0.0088531-0.00092516i,-0.0082747+0.00083037i,-0.0032793-0.00048538i,0.0074335-0.0054768i,0.016943-0.0092194i,0.015777-0.0077119i,0.0069227-0.0020889i
-0.058323+0.024117i,-0.057621+0.030615i,-0.039068+0.047766i,-0.028527+0.067489i,-0.026764+0.059609i,-0.023067+0.029799i,-0.013753+0.0066786i,-0.0047301+0.00036931i,-0.0020606+0.0012687i,-0.0020274+0.0033323i,0.00064947+0.004634i,0.0037507+0.0033893i,0.0049352+0.0013105i,0.0070082+0.00058911i,0.0095447+0.00070609i,0.0098714+0.0022755i,0.0084146+0.0035657i,0.0072294+0.002181i,0.0050182+0.0013186i,-0.0018539+0.0045389i,-0.0086568+0.0072711i,-0.0091521+0.0043373i,-0.0053642-0.0012215i
