0.0014898+0.00026358i,0.0022459-0.00024533i,0.0016239-0.0013668i,9.2577e-05-0.0023042i,-0.0015315-0.0017383i,-0.0019383+0.00025802i,-0.00070039+0.0017023i,0.00055509+0.0017456i,0.0011909+0.00062066i,0.00075064-0.00072181i,0.00047235-0.00079051i,0.00027934-0.00056085i,-3.5011e-05-0.0010194i,-0.00012768-0.00053023i,0.00054488+0.00042296i,0.00086925+0.00049315i,0.00041488-6.1593e-05i,-5.7511e-05-0.00059107i,-0.0009307-0.0012366i,-0.00060649-0.0016824i,-0.00022989-0.001068i,7.9918e-05+0.00023731i,0.0011489+0.0010178i
-0.00087949-0.00083343i,-0.00095449+5.8533e-05i,-0.00031865+0.0010527i,-0.00044198+0.0013483i,-0.00099869+0.00078041i,-0.0014596+0.0008555i,-0.00093689+0.0013564i,-4.147e-05+0.00071727i,0.00038784+0.00014871i,0.00023276-0.00027673i,-0.00018437-0.00044409i,-0.00015568+0.00016352i,-0.00073252+0.00026125i,-0.00083983-0.00048207i,-0.00043079-0.0006281i,0.00064065-0.00035025i,0.00097865-0.0012085i,0.00051333-0.0015057i,-3.3543e-05-0.00053489i,-0.00026212-1.718e-05i,-0.00055684+9.4367e-05i,-0.00056588+2.6049e-05i,-8.4752e-05+4.9177e-05i
0.0012781+0.0010951i,0.00072044+0.0013719i,0.00033637+0.0013779i,0.000131+5.4201e-05i,-0.00036519-0.00059327i,-0.00036391-0.00011292i,0.00013076+2.211e-05i,0.00034246-0.00067437i,0.00046811-0.0014484i,0.00041424-0.001533i,0.00039503-0.00053352i,6.4085e-05-0.00020944i,-0.00053048-0.00077255i,-0.00050761-0.0010675i,0.00029228-0.00081077i,0.00098061-0.00038462i,0.0002695+0.00036389i,-0.00034561+0.00030363i,-0.00067036-0.00046889i,-0.00070418-0.0013016i,-1.1012e-05-0.0014585i,8.0395e-05-0.00031204i,-0.000496-4.9046e-05i
-0.00081457+0.001132i,-0.001621+0.0013913i,2.5957e-05+0.00053995i,0.0012093-0.00011755i,0.00031741+0.00016255i,-0.00090233+0.00018095i,-0.00031727+0.00026901i,0.00041992+0.00058699i,-0.00024129+0.00019738i,-0.0013541-0.00054809i,-0.0016187-0.0007795i,-0.00055412-0.00073295i,0.00083677-0.00043392i,0.0011247+0.000332i,0.00031335+0.0010061i,0.0008366+0.00090453i,0.0013553+0.00064853i,0.0010086+0.00028992i,0.00036559+0.00019129i,0.00023458+0.0004804i,0.00065304+6.0319e-05i,0.00080931+0.00015778i,0.0011116-5.7622e-05i
0.00032312+0.00096815i,-0.00068462-0.00013475i,-0.00078366+0.00023627i,-0.00083687+0.00039473i,-0.00082592+0.00045839i,-0.0017462+0.0013936i,-0.0014096+0.0018245i,0.00083515+0.0010295i,0.0017432-0.00082276i,0.00073258-0.0017732i,0.00022347-0.001169i,0.00054468-0.00046985i,0.00025673-0.00019137i,0.00087565-0.00038183i,0.0011073-8.5137e-05i,-0.00011351+0.00016377i,-0.00076448+0.00013179i,-0.00030315+0.00014574i,0.0003851-0.000318i,0.00041247-0.00038645i,0.00076216-3.3504e-05i,0.00057922+0.00036722i,-0.00050195+0.00041513i
0.00051698-0.0019524i,0.00058194-0.0021342i,-4.6444e-05-0.0013813i,-9.0328e-05-0.0012547i,0.000313-0.0011007i,-2.0144e-05-3.0767e-05i,0.00046052+0.00074746i,0.0016545+0.0007409i,0.0010829+6.1957e-05i,-0.00018841-0.00081139i,-0.00045728-0.001228i,8.006e-05-0.0011275i,-6.0562e-05-0.00051631i,-0.0006662-4.2884e-05i,-5.0918e-05+0.00014161i,0.00050227+0.00064762i,0.00030424+0.00074065i,0.00011478+1.6217e-05i,7.9693e-06+0.00019013i,-0.00043629+0.00094555i,-0.00081256+0.0011985i,-0.00045702+0.00096088i,-0.00087705-9.1768e-05i
-0.0015214+0.0008238i,-0.001703+0.00067535i,-0.00082959+0.0010586i,0.00051776+0.0011164i,0.00049483+0.00078697i,7.4705e-05+0.00019619i,8.6677e-05+0.00032728i,8.3624e-05+1.4339e-05i,0.00040899-0.00068746i,0.00068161+0.00019217i,0.00022824+0.00055167i,0.00030849+6.3461e-05i,0.00062293+0.00012468i,0.00010908+0.00083328i,-0.00012582+0.0013158i,0.00051331+0.00052994i,0.00063002-7.6171e-05i,-0.00020717-0.00043921i,-0.00086767-0.00018159i,-0.00092041+0.0006918i,-0.00088551+0.00088406i,-0.00066958+0.00073137i,-0.00044854+0.00037418i
0.0016934+0.00094866i,0.00045243+0.00090246i,0.00084854+0.0018592i,0.0011556+0.0016829i,0.00010287+0.0011649i,-0.0012133+0.00093374i,-0.00079654+0.0008649i,0.00048361+0.00019079i,0.0010413-0.00030217i,0.0015313-0.00096952i,0.0014863-0.0013182i,0.00054013-0.0012908i,-0.00027378-0.001359i,-0.00035079-0.00031028i,-0.00015036+2.5597e-05i,0.00027651-0.00059739i,0.00022018-0.00046229i,5.4875e-05-0.00023097i,-3.3417e-05-0.00066175i,-0.00050201-0.00082052i,-0.00035453-0.00062497i,-9.9659e-06-0.0002241i,-5.4569e-05+0.00071157i
0.0014323-0.00056351i,0.0013779+0.00086691i,0.0012965+0.00010094i,-0.00021687-0.0011537i,-0.0010519-0.00052328i,-0.00046578+0.00091129i,0.00067371+0.0017246i,0.001438+0.0017395i,0.00074013+0.00090867i,-0.00015793-0.0002635i,0.00055113-0.0013753i,0.00066691-0.0016641i,-4.2579e-05-0.00060757i,-0.00074736+0.00047474i,-0.00051267+0.00055867i,0.000436-0.00052685i,0.00063994-0.0013053i,0.00013381-0.0015323i,1.1061e-05-0.00084938i,0.00016485+0.00044134i,0.00038037+0.00041707i,0.00045557+8.3475e-05i,0.00031728-0.00046455i
-0.00073686+0.001932i,0.00018753+0.002593i,-0.00102+0.001255i,-0.0013427+0.00076569i,-0.0014754+0.00028417i,-0.0017378+0.00075504i,-0.00062024+0.0012083i,0.0004004+0.00043857i,0.00081532-2.7057e-05i,0.0002387-0.0004036i,-0.00035933-0.00047173i,0.0003449-6.7411e-05i,0.0010005+0.00069212i,0.00032973+0.00018246i,7.4657e-05-0.0010457i,0.00035339-0.0011489i,0.00028674-0.00059502i,-0.00086733+0.00021276i,-0.0011831+0.0011543i,8.6419e-05+0.00024558i,0.0010714-0.0010019i,0.00065462-0.00071411i,-0.00039959-0.00034726i
0.00091333+0.00044237i,0.0012771+0.00039567i,-0.0010915-0.00053724i,-0.0017638-0.0011087i,-0.001152-0.0013495i,-0.0015205-0.00073289i,-0.0010535+6.2851e-05i,-1.2751e-05-0.00043831i,0.00022891-0.0005299i,-0.00029016-0.00025447i,-0.00023779-0.00033976i,-8.5105e-05-0.00079781i,-0.00044105-0.0013955i,-0.00035932-0.0013974i,-0.00073548-0.001557i,-0.00074942-0.0015734i,-2.6084e-05-0.00095677i,-0.00038616-0.0007583i,-0.00058459-0.00083267i,-0.00035109-0.00055899i,-0.00019661-0.00057349i,0.00049624-0.00014497i,0.00075936+0.00067421i
-0.00077221+0.00055363i,-8.7104e-05+0.00071307i,0.00041865+0.0015728i,-0.00069947+0.0016351i,-0.0021249+0.0013576i,-0.0019861+0.0018678i,-0.0010459+0.0015778i,7.1687e-05+0.00065877i,0.00050995+0.00030692i,0.00026782-6.5799e-05i,0.00010172-0.00052281i,-0.0005452-0.0010297i,-0.00092648-0.0014537i,-0.00080175-0.00079803i,-0.00028044-0.0001087i,-0.00026975+0.0001363i,-0.00021609+0.00022874i,-0.00010726+0.00011535i,0.00022797-0.00050848i,0.00025296-0.00045674i,-0.00023393-0.00018083i,-0.00033088+0.00020765i,-0.00068483+0.00051123i
-0.0006212-0.00074179i,-0.00061261-0.00095271i,-0.00097776-0.0017416i,-0.0015947-0.0010746i,-0.0019334+0.00036014i,-0.00069894+0.00038489i,0.00091467+0.00042703i,0.0011948+0.00059556i,0.0011297+0.00043133i,0.00063252+0.00049732i,-2.911e-05-7.4857e-05i,-1.1855e-05-0.00066625i,0.00028502-0.00047375i,0.00027388+0.00043379i,0.00068842+0.0011024i,0.0010473+0.0010765i,0.0008032+0.00086342i,0.00032316+0.00054455i,-0.00053151-9.8737e-05i,-0.00092617-2.2078e-05i,-0.00076681+0.0003569i,-0.0012426+3.9268e-05i,-0.0012038-0.00010801i
0.00025279-0.0019808i,0.00031878-0.0010885i,5.1577e-05-0.0007346i,-0.00052968-0.00017751i,-0.0010071+0.00088439i,-0.0015042+0.0014818i,-0.0014826+0.0012033i,-0.00068634+0.00012575i,-0.00057794-0.0012454i,-0.00095302-0.0013013i,-0.0010964-0.00026929i,-0.00060192+0.00026325i,-0.00059412+0.00016583i,-0.00067396+0.00022116i,-0.00028006-6.4935e-05i,0.00018631+3.1192e-06i,0.00045833+0.00054946i,0.0005001+0.00033879i,-0.00019532-0.00024158i,-0.00041115-0.0003337i,0.00060074-0.00050122i,0.00029789-0.00022295i,-0.00054212-0.00020995i
0.0016766-0.00070627i,0.002177-0.00035499i,0.0012703-0.00044934i,0.00029392-0.0010776i,-0.00020034-0.00065696i,-0.0012802+0.00041495i,-0.00098079+0.00062575i,0.00039259+0.00057681i,0.0012427+0.00022037i,0.00099122-0.00053938i,0.00072192-0.00084526i,0.00036296-0.00088764i,-0.00022228-0.00031486i,7.749e-05+0.00034575i,0.0004571+0.00068886i,0.0002598+0.00036906i,9.7734e-06-0.0002682i,-0.0005411-0.00027448i,-0.00053163-0.00018431i,-0.00018352-0.00013899i,-0.0003008+0.00033657i,-0.00031424-6.7043e-05i,0.00027895-0.00067201i
0.0009199-0.00036982i,0.001585-0.00088369i,0.0020197-0.001419i,0.00071307-0.0011168i,-0.0012391-0.0016098i,-0.0016144-0.0016731i,6.0093e-05-0.0001668i,0.00084031+0.00053665i,-0.00017142-0.00086421i,-0.00091586-0.00166i,-2.8724e-05-0.0012033i,0.00027866-0.001314i,-0.00049214-0.0013897i,-0.00066839-0.0010943i,-9.6552e-05-0.00053121i,-0.00026722-0.00034699i,-0.0006238-0.00052638i,-0.0005617-0.00029785i,-0.00051474-0.00069364i,-0.00047919-0.00099557i,-0.00035894-0.00098726i,-0.00012431-0.00065885i,-0.00021133-0.00011124i
0.00038031+0.00017416i,0.00033783+0.00076336i,-0.00057577+0.00082008i,-0.00065698+0.00066581i,-0.00093689+5.2586e-05i,-0.00088951+5.1572e-05i,-0.00023072+0.00027544i,-0.00014288-0.00048019i,-0.00017145-0.0010656i,-8.8222e-05-0.0002891i,-0.00042081+0.00017428i,-0.00046519-0.00087486i,-0.00059533-0.00065013i,-0.00073362+0.00051951i,-0.0004452+0.0011052i,-4.9147e-05+0.00038781i,0.00039247-0.00051532i,0.00026633-0.00076802i,0.00023084-0.00030539i,0.00028985+0.0002184i,0.00073848+0.0001551i,0.0007743+0.00026925i,0.00085369+0.00018297i
0.0010226+6.1481e-05i,0.0011506+0.0014126i,0.00042306+0.00096167i,-8.0862e-05+1.9333e-05i,0.00051223+1.1641e-05i,-7.4549e-05+0.0009408i,-0.00072138+0.0013202i,0.000136+0.0011943i,-5.0776e-05+0.0002077i,-0.000667-0.00040057i,-0.00020669-0.00020563i,0.00034027-0.00032142i,0.00012338-4.8578e-05i,-7.4049e-05-1.6377e-05i,0.00011169-0.00052371i,-0.00051141-9.5242e-05i,-0.00090404+0.00057153i,-0.00063883-8.6442e-05i,-0.00051124-0.00074553i,7.7697e-05-0.00031679i,0.00040093+2.1816e-05i,0.00035615-0.00023223i,0.00036197-0.0008471i
-0.00087643-0.0022842i,-0.00071757-0.0013699i,-0.0021016-0.00088791i,-0.0019746-0.0011889i,-0.00088281-5.0587e-05i,-0.00045942+0.00085282i,0.00016904+0.00076776i,0.00081436+0.00033206i,0.00042572-0.00054202i,0.00020138-0.00044711i,-8.967e-05-0.00026242i,-0.00044726-0.00051215i,-0.00031491-0.00030484i,-0.00035449-0.00016542i,-0.00042402-0.00020662i,-0.00043035-2.219e-05i,-0.00035829-0.0004409i,-0.00074698-0.00084425i,-0.00059014-0.00045647i,-0.00014072+0.00015106i,0.00037951+1.4329e-05i,0.00011371-0.0004498i,-0.00018273-0.00042338i
0.001824-0.00011558i,0.0023438-0.001408i,0.0018098-0.0018328i,0.00071479-0.0015286i,0.00012032-0.001143i,-0.00027245-0.0008512i,0.0009871+7.6471e-05i,0.001499+0.00048966i,0.00086962-0.00045707i,0.00085499-0.00090885i,9.6768e-05-0.00059748i,-0.00053716-0.00089582i,0.00011797-0.0010259i,0.00032236-0.00071533i,5.7055e-05-0.00046784i,0.00053847+0.0003008i,0.00089218+0.0011426i,0.00030205+0.00049798i,-0.00037345-0.0010836i,-5.6286e-05-0.0016851i,0.00044903-0.00094387i,0.00044944-0.00057847i,0.00036366-0.00023078i
-0.00058918-1.7917e-05i,-0.00090715+0.00025839i,-0.00038781+0.0015678i,0.00038351+0.00064911i,-0.00026181-0.0002771i,-0.00056939+0.00066892i,0.00020695+0.00079733i,0.0014084+0.00053109i,0.0010904-9.2937e-05i,0.00014604-0.00027408i,-0.00024592-0.00039293i,-0.00029823-0.00076354i,-0.00020074-0.0010459i,0.00036747-0.0010089i,0.00062045-0.00049246i,-0.00021886+0.0002817i,-0.00032586+0.00054308i,0.00012214-2.2397e-05i,0.00070206-0.00061121i,0.00029475-0.00031605i,5.7596e-05+0.00062282i,0.00092791+0.00057256i,0.0011717+0.00013602i
0.00056492+0.00043445i,0.00044572+0.00043012i,-0.00021179-0.00061757i,0.00033598-0.00060722i,0.00075117-6.6093e-05i,4.8817e-05+1.8571e-05i,-0.001187-0.00045297i,-0.0016372-0.00048488i,-0.00063343-0.00017465i,0.00050055-0.00027628i,0.00051528-0.00035265i,0.00013506-0.00095123i,0.00072804-0.0012138i,0.0005469-0.00029778i,-0.00055935+0.0002621i,-0.00085868+0.00030048i,-0.00017362+0.00042109i,0.00035433+0.00059068i,0.00043203+0.00032497i,0.00059098+0.00027586i,0.00038674+0.00010222i,-0.00022566+4.5873e-05i,-0.00012002+0.00010366i
-0.00048911+0.00074197i,0.0012257+0.0011183i,0.001699+0.000976i,5.5229e-06+0.00010632i,-0.0011708-0.0009409i,-0.0010019-0.00097602i,-0.00039617+0.00086866i,0.00016538+0.0010352i,-0.00042456-0.00044075i,-0.0010863-0.00065678i,-0.00093572-0.00026416i,-0.00057825-0.00091164i,-0.00077872-0.0013021i,-0.0011101-0.00059878i,0.00033341-0.0001575i,0.00093465+0.00026923i,-0.00049768-0.0003938i,-0.00068886-0.00085256i,-0.00032781-0.00018166i,-0.00019072-0.00020297i,-9.3146e-05-0.00047568i,-0.00017966-0.0002441i,-0.00013239-0.00038787i
-0.0012091+0.0006444i,-0.0015669+0.0011273i,-0.0022888+0.0010945i,-0.0016352+0.00075492i,-0.00058844+0.00032785i,0.00046984-0.00010539i,0.00067449+0.00042361i,-0.00033539+0.0003288i,-0.00025256-0.00074841i,0.00047822-0.00057975i,-1.4273e-05+0.000261i,0.00036119-0.00027545i,0.0011286-0.00090171i,0.00029543-0.00010619i,-0.00018569+0.000816i,0.0003537+0.001308i,-0.00032565+0.00075022i,-0.00072998-0.00012157i,0.00016776+6.6635e-05i,0.00034498+0.00019733i,-1.6896e-05-0.00041309i,1.7989e-05-0.0011765i,0.00014867-0.00099067i
0.0017649+0.0012945i,0.0019675+0.0014939i,0.0026337+0.0003466i,0.0024649-0.0010338i,0.00078394-0.0017413i,-0.0012633-0.00078497i,-0.00078133+0.00013074i,0.00085748+0.00017718i,0.0010416-0.00048109i,0.00044832-0.00046384i,-0.00027034-0.00077568i,-0.00059773-0.001506i,-0.00058557-0.0011418i,-2.6295e-05-0.00040191i,0.0001963-0.00054873i,0.00010202-0.0010861i,0.00029804-0.00077845i,-0.00033978-0.00047694i,-0.00096304-0.00026183i,-0.00041729+0.0005432i,6.5053e-05+0.0011634i,-0.00027248+0.00071752i,-0.00024821-4.4542e-05i
-0.0010757-0.001084i,-0.0012995-0.00050958i,-0.0020131-1.646e-05i,-0.0024935-8.0992e-05i,-0.002475-0.00040936i,-0.0012015-2.1955e-05i,0.00031588+0.00097963i,0.00083464+0.00092158i,0.00054529+0.0002552i,-6.8038e-05-0.00022879i,-0.00027259-0.0001349i,0.00019685+0.00025687i,0.00015104-0.00014606i,-0.00031608+0.00024i,-0.00045447+0.00080081i,-0.00035116+4.4486e-05i,-0.0002999-0.00033144i,-0.00059293-0.00033193i,-0.0010454-0.0007455i,-0.00098119-0.00073365i,4.608e-05-0.00038297i,0.00044425+7.63e-05i,-2.4197e-05+0.00049412i
0.00053596+0.0007775i,0.00054613-7.163e-05i,-0.00067364+4.3309e-05i,-0.0016078+0.00020497i,-0.0014393-0.00041386i,-0.00099065-0.00023511i,-0.00038007+0.00047352i,0.00019719+0.00051454i,0.00079278-0.00038861i,0.000745-0.00048359i,0.0012183-0.00031824i,0.0010356-0.00053114i,-7.8782e-05-0.0013234i,-0.00051034-0.0012122i,-0.00071655-2.0711e-05i,-0.0004283-4.4252e-05i,-0.00028761-0.00011181i,-0.00013663-0.0002803i,8.5349e-05-0.00071509i,0.00052421-0.00055415i,0.00028234-0.00012745i,-0.000835+0.0002184i,-0.0011595-0.00069107i
0.00056651+0.0017351i,0.00019445+0.0022583i,0.0018557+0.0026327i,0.0022053+0.0010653i,0.0015032-0.00023049i,0.00094067+0.0003409i,-0.00053354+9.9935e-05i,-7.282e-05-0.0011945i,0.00076831-0.00072508i,0.00060561+0.00042017i,0.00038365-8.2626e-05i,0.00066371-0.00079047i,0.00060299-0.00071914i,0.00068621-0.00022631i,0.00088793-0.00010651i,0.00079825-0.00012625i,0.00066059-0.00031287i,0.00039161-6.867e-05i,-9.9727e-05+0.00074887i,-0.0004144+0.00069673i,8.6547e-05+0.00050287i,0.00056976+0.00063844i,-2.3535e-05+0.00098763i
0.00098445-3.1741e-05i,0.00069986+0.00018205i,-0.00060321-0.00068897i,-0.00043767-0.0015184i,-0.00038137-0.00097535i,-0.0016224-0.00027003i,-0.0015336-8.3645e-05i,-0.00015956+9.3283e-05i,0.00010703-0.00013638i,-0.00036697-0.00024525i,-0.0002441+0.0002661i,0.00022073+0.00016568i,0.00011069-0.00032456i,-0.00021449+0.00030424i,-2.2416e-05+0.0010014i,-5.671e-05+0.0007474i,-0.00053876+0.00032041i,-0.00087131+4.7974e-05i,-0.0001516+0.0002315i,0.00032452+0.00063656i,0.0006008+0.00045843i,0.00050467+3.7587e-05i,-0.00052512-0.00020662i
0.00086526-0.00093141i,0.00041539-0.00092111i,0.0013989-0.0010526i,0.0014854-0.0017631i,0.00012045-0.0012626i,-0.00045866+0.0006717i,9.0742e-05+0.0010467i,0.0005025-0.00026745i,0.00079728-0.00073635i,0.00019972-0.00099182i,-0.00051201-0.00094409i,-0.00013177-0.00041233i,0.00026534-0.00068114i,-0.00029412-0.00099898i,-0.00016518-0.0010852i,0.00033009-0.0014281i,0.00041969-0.0015123i,-0.00030029-0.0012179i,-0.00090261-0.00089788i,-0.00063988-7.38e-05i,-0.00044509+0.00034887i,-0.00033626+0.00072054i,-0.00022797+0.0013401i
-0.002285-0.00019264i,-0.0015975+0.0001762i,-0.0015461+0.0005453i,-0.0016043+0.00080979i,-0.0014607+0.00033265i,-0.00028286-0.00044876i,0.00055181-8.8955e-05i,2.8553e-05+0.00074537i,-0.00038291+0.00088673i,-0.00011029+0.0011817i,0.0001539+0.001164i,2.9933e-06+0.00032607i,0.00043331+0.0002272i,0.00038179+0.00035277i,-7.7006e-05+0.00074154i,0.00018978+0.00060351i,-8.574e-05-0.00029625i,-0.00040281-0.00067228i,-0.0003206-0.0012429i,-3.5206e-05-0.0011077i,0.0003459-1.2809e-05i,-1.8183e-05+0.0001493i,-0.00056656-0.00058015i
0.00025435-0.00067557i,6.0724e-05-0.00076793i,-0.0010365-0.0012871i,-0.00076041-0.001246i,0.00027354-0.00068602i,-0.00043552+0.000438i,-0.00065902+0.00072892i,3.899e-05-0.0002884i,-0.00020147-0.00024172i,-0.00034325+0.00036351i,0.00024492+0.00018595i,0.00013837+2.6644e-05i,-0.00021026+0.00089694i,0.00017666+0.00089724i,0.0004594+0.00041266i,-0.00047817+0.00046723i,-0.00063963-0.00042725i,-0.00030004-0.0012702i,-0.00014073-0.0010416i,1.1995e-05-0.00066331i,-0.00036009-0.00065447i,-0.00048321-0.00064568i,-0.00048561-0.00050518i
0.0013804+0.00091583i,1.8588e-05+0.0018982i,0.00034032+0.00198i,0.00045254+0.0016261i,-0.00071399+0.00030454i,-0.0012132-0.000208i,0.00027837+0.0009835i,0.0017349+0.0010756i,0.0017062+0.00047239i,0.00083482-0.00052345i,0.00062927-0.0010821i,0.00034674-0.00073701i,-0.00038156-0.00073705i,1.6539e-05-5.6152e-05i,0.000516+0.0006218i,0.00053328-8.0232e-05i,0.00099691-0.00052746i,0.0009473+9.5611e-05i,0.00057316+0.00073225i,0.00051011+0.0010125i,9.679e-05+0.0010527i,0.00086618+0.0003775i,0.0018644-0.00015804i
-0.00050326-0.0010227i,-0.0014882-0.0013582i,-0.0021597-0.0016365i,-0.0018113-0.00018026i,-0.0019547+0.00046691i,-0.001781+0.00034503i,-0.0003061+0.0010989i,0.00074754+0.00061442i,0.001281-0.00040804i,0.00096726-0.00078578i,-6.1438e-05-0.0010802i,-0.00079915-0.0010703i,-0.00064086-0.00087065i,-0.00023276-0.00077315i,2.3361e-05+0.0003044i,0.00014385+0.00076918i,0.00028198-0.00016996i,0.00041695-0.00087605i,-0.00053064-0.00059817i,-0.00081439-0.0012336i,-0.00027161-0.0014214i,-0.00045656-0.00088859i,-0.00032693-0.00075537i
0.00072238-0.00044142i,0.0015438-0.00011221i,0.0011735-0.00096972i,0.00093901-0.00086089i,0.00053792-0.00061524i,0.00061386+0.00055171i,0.0012328+0.0014359i,0.0016325+0.00093788i,0.00085501+0.00043987i,0.00018352-0.0003553i,4.8377e-05-0.00026822i,2.9423e-05+1.1756e-07i,-7.9723e-06-0.00034315i,4.4813e-05-0.0002669i,0.00097765+0.00052902i,0.0013191+0.00065687i,0.00087852+0.00011186i,0.00049636-0.00011339i,0.00053438-0.0006633i,0.00016823-0.00070866i,-0.00023846-0.00011169i,0.00011269+0.00024655i,0.00022062-8.1549e-05i
-0.0016667-0.00076916i,-0.002225-0.0010242i,-0.0028818-0.0011667i,-0.0022012-0.00051492i,-0.0015967+0.0006034i,-0.0020213+0.00055476i,-0.0011917-0.0002016i,0.00048041-0.0010127i,0.00066896-0.0016282i,-0.00018886-0.0016781i,-0.00046628-0.0013871i,-0.00019892-0.00098635i,-0.00039367-0.00069698i,-0.00066585-0.00056351i,-6.002e-05-0.00073638i,-1.0895e-05-2.6837e-05i,-0.00044937+0.00059735i,-5.0596e-05-0.00074581i,0.00051069-0.0012729i,0.00070972-0.00087154i,0.00052717-1.9633e-05i,-0.00040126+0.00021549i,-0.00018394-0.00029942i
0.00056287-0.00088557i,7.6968e-05-0.00039359i,-0.0016245+9.9605e-05i,-0.0015572+2.2185e-08i,-0.0013563+0.0010085i,-0.0010064+0.0017556i,6.3028e-05+0.00091998i,0.00094818+0.00024086i,0.00044566-4.3214e-05i,-0.00044771-0.0003987i,-0.00011545-0.00050984i,0.00084277+0.00021073i,0.0009865+0.00052261i,0.00024607+0.00022529i,0.00028403-0.00012316i,0.00031255-6.163e-05i,-4.8964e-06+4.7954e-05i,-4.5008e-05-0.00064178i,-0.0002471-0.0014711i,-0.00024233-0.00068717i,-8.0513e-05-9.3322e-05i,0.00037873-0.0001124i,0.00074906+0.00061742i
0.00050393+0.00080997i,0.00093076+0.0007055i,0.0018339+0.0011994i,0.001241+0.00037009i,-6.834e-05-0.0006617i,-0.0010701-0.00048502i,-0.00047803+0.00046487i,0.0014227+0.00038773i,0.0018607-0.00017405i,0.0011488-0.00065638i,0.00060705-0.0015485i,0.00047334-0.0015043i,0.0005673-0.0012521i,-7.3001e-05-0.00074179i,-0.00092052+0.00046291i,-0.00048278+0.00034318i,0.00014153-0.0003774i,-0.00051544-0.00072778i,-0.00090803-0.00028214i,-0.00045337-7.7684e-05i,0.00024027-6.2214e-05i,0.00054537-0.0002013i,-0.00039347-0.00022215i
0.0010417+0.0011236i,0.00069012+0.0004648i,0.00034904-0.00054013i,0.00059172-0.0012651i,0.00020348-0.00064679i,0.00034988+0.00042174i,0.0010958+0.0009592i,0.00082216+0.0005677i,0.0002273-0.0004699i,0.00043109-0.0012183i,0.0004882-0.00076766i,-0.00010351+0.00018048i,-0.00058586+4.4705e-05i,-0.00016429-0.00062269i,0.00074008-4.5224e-05i,0.0013287+0.00076178i,0.00056176+0.00062907i,5.5666e-05+0.0010738i,0.00036478+0.0012787i,-0.00017049+0.00019706i,-0.00046232-0.00036055i,0.00069085-0.00024129i,0.00083141-0.00031053i
0.0010088+0.0021806i,0.0016353+0.0023338i,0.0026402+0.0014627i,0.0020388-5.4292e-05i,0.00075724-0.0016308i,-0.000426-0.0012176i,0.00026393-0.00044176i,0.0015997-4.0935e-05i,0.0014969+9.5401e-05i,0.0017631-0.00012721i,0.0015664-0.00056918i,0.00032175-0.00087031i,2.091e-05-0.00050597i,-0.00058871-0.00011561i,-0.00072792-0.0004099i,8.3466e-05-0.00089833i,0.00047782-0.00072345i,0.00024238-0.0005492i,-0.0002312-0.00023189i,-0.00035731+0.00051814i,-0.00051222+0.00039211i,-0.00038135-0.00011153i,-0.00015563-0.00033577i
-0.00181+0.0008146i,-0.00071142+0.00084446i,-0.00019346+0.0008527i,-0.00064774+0.00088554i,-0.00086822+0.00022205i,-0.0025101+0.00031098i,-0.0022757+0.0012583i,-0.00028371+0.00059799i,0.00011981-0.00076411i,4.8344e-05-0.00020695i,0.00033247-8.0537e-05i,0.00021338+0.00014085i,-8.8561e-05+0.00062304i,-7.2842e-05-1.8022e-05i,0.00047724-0.00030509i,0.00082829+7.7427e-05i,0.00055366+5.7313e-05i,0.00041111-0.00019256i,0.00083603+9.2406e-06i,0.00090371-0.00013902i,-0.0001976-0.00044346i,-0.00076693-5.485e-06i,-0.00080179-0.00034244i
0.00024619-0.00097906i,0.00020795-0.0012567i,0.00020255-0.0020939i,9.1823e-05-0.0017591i,-0.00050558-0.00055793i,-0.0010843+0.00033905i,-0.00058632+0.001015i,0.00021787+0.0012769i,-5.2443e-05+0.00059859i,-0.00068307-9.2993e-05i,-0.00035861-0.00024604i,8.3041e-05-0.00060282i,2.7969e-05-0.00076386i,-0.00011252-0.00024038i,-0.00010055+0.00024521i,-0.00016764+0.00012179i,9.1275e-05-0.00059768i,0.0010105-0.00097417i,0.0011696-0.00083523i,0.00080411-0.00027765i,0.00076355-2.1008e-05i,0.00085389-0.00030667i,0.00045655-6.0349e-05i
-0.0011827+0.00076379i,-0.0013324+0.0012193i,-0.00048031+0.0012033i,6.5604e-05+0.00061442i,-7.2351e-05+0.00074483i,5.673e-05+0.00087634i,0.00068397+0.00063329i,0.0011222-8.1839e-06i,0.00061389-0.00017406i,-4.9684e-05-5.7838e-05i,-0.00029132+0.00032678i,-0.00034658+0.00083237i,-0.00019193+4.9745e-05i,0.00028341+0.00017866i,0.00076208+0.00040985i,0.00037067+0.0001398i,-9.9289e-05-9.0307e-05i,9.0143e-05-0.00066208i,0.00015747-0.0007742i,-0.00020302+8.6917e-05i,-0.00055189+0.00081273i,-0.00023956+0.00032305i,-0.0002663+0.00029565i
