-0.00078483+0.0015642i,0.00044284+0.00025302i,-0.00020841-0.00063516i,-0.00073087-0.00021346i,-0.0013988+9.8404e-05i,-0.0022363+0.00010318i,-0.0021932+0.0012472i,-0.0016267+0.0018187i,-0.00013833+0.00099854i,0.0013182+0.00017426i,0.0012738+5.2016e-06i,1.2313e-05-0.00045371i,-7.0464e-05-0.0011322i,5.0874e-05-0.0012522i,-0.00060307-0.0003775i,-0.00065522+0.00044488i,0.00015625+0.00029754i,0.00059313+8.5808e-05i,0.00013107-0.00023067i,0.00022378+5.6819e-05i,0.00037721+0.00077238i,-2.1153e-06+0.0005662i,-0.00044663+0.00053768i
-0.0018255+0.0019842i,-0.0022279+0.0012759i,-0.0016375+0.002535i,-0.00026477+0.0033164i,0.00098497+0.0026869i,0.0012772+0.0015929i,0.00020658+0.0012115i,-0.00024228+0.0017181i,0.00021915+0.0016884i,0.00075972+0.00092074i,0.0013054-0.00045777i,0.00074802-0.0015483i,5.2872e-05-0.0012203i,-0.00013843-0.00018548i,-0.00055792-0.00046361i,-1.2195e-05-0.00064002i,9.8723e-05+0.00045273i,-0.0007175+0.00098351i,-0.0010313+0.00032338i,-2.9779e-05-0.00033729i,-2.5485e-05+0.00018089i,-0.00035411+0.00060847i,-0.0002444+0.00056676i
0.00069211-0.001081i,0.00069199-0.0010475i,0.0009328-0.0012059i,0.00070507-0.00075214i,-0.0006277-0.00038147i,-0.00087968-0.00098409i,-0.00066377-0.001253i,-0.00063195-0.00032809i,-9.1453e-05+0.0002362i,0.00031603-0.00014641i,5.6555e-05-0.00026571i,-0.00034089-8.5453e-05i,-4.7239e-05-0.00032223i,1.7131e-05-0.00024317i,-0.00036701+0.0005991i,-0.00055592+0.0010959i,5.7147e-05+0.00061494i,0.00072633+0.00040285i,0.00015033-0.00010268i,-0.00038556-0.00059399i,-0.00014139-3.2394e-05i,0.00025488+0.00027087i,0.00038549+0.00028656i
-0.00034421-0.002355i,-0.001214-0.0020369i,-0.0013844-0.0021517i,-0.00076876-0.001109i,-2.0998e-05-0.00026434i,-0.00075124+0.00061569i,-0.00046664+0.0010267i,0.00018212+0.00064431i,-6.6959e-05+0.00071253i,0.00029068+0.0002684i,0.00012189-0.00035738i,-0.00039998-0.00026143i,-9.4309e-05+0.00028189i,8.5763e-05+0.00059086i,-0.00060681+0.00058783i,-0.00078386+0.00051519i,-0.00018159+0.00091452i,6.2885e-05+0.0016903i,-0.00045057+0.00141i,-0.0007411+0.00078717i,-0.00027617-9.2122e-05i,0.00041082-0.00094019i,0.0010926-0.00080658i
0.00044383-0.00047989i,0.00059092-0.0011886i,0.001455-0.001203i,0.0014733-0.0010505i,0.00022554-0.0010818i,-0.00014883-0.00023767i,8.5269e-05+0.00095541i,-0.00023341+0.0011833i,-0.00046768+0.00090086i,4.3287e-05+6.5869e-05i,7.2387e-05-0.00040899i,-5.9358e-05-0.00056189i,0.00017088-0.00081224i,0.00014788-0.00029989i,-0.00017769+0.0003569i,-8.2289e-05+0.00067532i,-0.00015553+0.00053366i,-0.00050575+0.00015106i,-0.00090766-1.6916e-05i,-0.00078286+9.6443e-05i,0.00013865+0.00011651i,0.00070473-0.00079432i,0.00054419-0.00089469i
0.00085301+0.00064349i,0.00082604-0.00033234i,0.0017027+0.0016559i,0.0016556+0.0021162i,0.0014825+0.00021772i,0.00083211-0.0013823i,0.00050925-0.00099968i,0.00030809+0.0010811i,0.00085491+0.0016304i,0.0010281+0.00022949i,0.00031161-0.0011763i,-0.00035399-0.00056443i,-0.00081724-5.8794e-05i,-0.00077295+0.00032278i,-0.00072526+0.00053936i,-0.00052596+0.0006676i,-3.2623e-05+0.00052059i,0.0003429-0.00023306i,-0.00013342-7.6256e-06i,-0.00033591+0.00024187i,-0.00076356+0.00047649i,-0.0012711+0.00053208i,-0.00036823+9.016e-05i
-0.0013937-0.00080057i,-0.0014932-0.0012042i,-0.0021848-0.00040777i,-0.0016581+0.00076073i,-0.00066814+0.0013537i,0.00012822+0.00073983i,-7.3549e-05+9.1391e-05i,-0.00042058-0.00022213i,0.00034202+0.00026493i,0.0010249+0.00063674i,0.00076012+6.0235e-05i,5.9314e-05+6.9569e-05i,-3.985e-05+0.00025208i,-1.1999e-06-0.00045422i,-0.00031142-0.00042712i,-0.00039298+0.00080331i,-1.1589e-05+0.0011292i,-0.00034219+0.0011062i,-0.00094936+0.00053581i,-0.00031166-0.00016951i,-0.0002199-0.00030407i,-0.00053379-0.00012495i,-0.00031392-0.00011571i
4.3873e-05+0.00038728i,9.669e-05+4.0614e-05i,0.00052658-0.00040455i,0.001075-0.00043417i,0.0010662-0.00063095i,0.0002583-0.00072569i,-0.00058714-0.00065983i,-0.00039934-0.00014741i,-0.00030075+0.00024623i,-0.0006106-0.00015647i,-0.00087424-0.00046263i,-0.00075146-0.0008487i,-0.00087283-0.0012075i,-0.0010417-0.00092508i,-0.00045396-0.00032039i,-0.00021832+0.00062893i,-0.00076181+0.0011542i,-0.0004424+0.00090148i,-0.00038049+0.00063794i,-0.0008564+0.00020313i,-0.00082611-0.00018949i,-0.00091023-0.00039042i,-0.00020872+0.00030033i
0.0028677-0.00084158i,0.0033105-0.0010007i,0.0038538-0.00094621i,0.0033858-0.0015198i,0.0021731-0.002444i,0.00033868-0.0015832i,-0.001498-6.7974e-06i,-0.0011981+0.00048125i,0.00011115+0.00029266i,0.00090144-0.00070461i,0.0009925-0.0016097i,0.00078597-0.00081152i,0.00054775+0.000451i,-0.00021612+0.00050354i,-0.00085777+8.7742e-05i,-0.00033211+0.00019635i,0.0001113+0.00059935i,-0.00012155+0.00039395i,0.00030419+0.00072054i,0.00039238+0.00073288i,-9.706e-05-0.00044212i,-0.00033111-0.00080096i,-0.00074708-0.00039994i
-0.0014163+0.00012811i,-0.00053175-0.00011599i,-0.00056574+0.00018847i,-0.00080877-0.00029058i,-0.00040974+4.8056e-05i,0.00027429+0.00030837i,0.00045963-8.2752e-05i,0.00080943+0.00091523i,0.00067202+0.0010431i,0.00018491+0.00017095i,-0.0002341+0.00020643i,-0.00084901+0.0001125i,-0.001376-0.00056416i,-0.0013895-0.0011098i,-0.00075937-0.00070193i,-0.0012742+0.00051627i,-0.0016286+0.00089037i,-0.0011374+0.00037396i,-0.0016909-0.00012065i,-0.0014313+0.00015573i,-0.00027626+0.00070445i,6.4233e-05+8.3274e-05i,-0.0002864-0.00025584i
-0.0010665+0.00044894i,-0.00085555+0.00084809i,0.00027597+0.0010075i,0.00092888+0.0005921i,0.00072736+0.00066537i,0.00029169+0.00045003i,-0.00069078-0.00042263i,-0.00086683-7.1069e-05i,-0.001135+0.0010174i,-0.00040671+0.00069481i,0.00068853-0.00021134i,0.0012668+7.74e-05i,0.00090456+0.00022375i,-0.00027033-7.1285e-05i,-0.00049386+0.00067675i,-0.00028816+0.00097583i,0.00076394+2.6325e-06i,0.0015387-0.00016482i,0.00045011+0.00031002i,0.00012999+0.0002945i,0.0002982-0.00019174i,0.00021982-9.3944e-05i,0.00069258+0.00024244i
-0.00059111+0.00055861i,-0.00056208+0.000226i,0.00035446+0.0013492i,0.0013359+0.0013969i,0.0010899+0.00079008i,0.00025259+0.00055591i,-0.00012608+0.00057633i,0.00010474+0.00081712i,0.0010208+0.00080226i,0.001331+0.0003056i,0.00048575-0.00097507i,-0.00017445-0.0011537i,0.0001307-0.00012634i,8.0454e-05+0.00050612i,-0.00075179+0.00071647i,-0.001151+0.00057753i,-0.00034236+8.9631e-05i,0.00065053-0.00024841i,0.00025804+0.00013759i,0.00011843+0.00022738i,0.00042594+8.8e-05i,-0.00017517-0.0003438i,-0.00055249-0.00063621i
0.00081673-0.00063787i,0.001525-0.0013929i,0.0011638-0.00053379i,0.0012753-0.0014455i,0.0017355-0.0027115i,0.0012477-0.0013545i,0.00016726+0.0001478i,-0.00025672+0.00055319i,-0.00023982+0.00063578i,-0.000573-9.9133e-05i,-0.00022274-0.00021613i,0.00030487+0.00070678i,-0.00027424+0.00044046i,-0.00044483+6.932e-06i,2.2824e-05+0.00026306i,0.00021991-6.16e-05i,2.2779e-06-0.00043657i,-0.00068959-0.00026628i,-0.0008762+0.00047787i,-0.00018708+0.00058132i,0.00055688-0.00018907i,0.00059779-0.00080967i,0.00010668-0.00068776i
0.00014595-7.5385e-05i,0.00042315+0.0010173i,0.0011269+0.001896i,1.7137e-05+0.0016565i,-0.0011834+0.00075698i,-0.0011252+0.00056773i,-0.0014617+0.0011853i,-0.0015042+0.0011468i,-0.00016479+0.001157i,0.00045993+0.00069695i,0.00018325-0.00054678i,0.00054862-0.00022856i,0.0010116-0.0006844i,0.0004921-0.0012837i,8.0403e-05-0.00061096i,0.00018792-0.00076523i,8.7617e-06-0.00057183i,-0.00027355+0.00023195i,-0.00019365+0.000212i,-0.00023659-0.0003861i,0.00019932-0.00031124i,0.0010171-2.6188e-05i,0.00068214-0.00049248i
-0.0012235-0.00055965i,-0.0023147-0.00056993i,-0.0023395+0.00035429i,-0.0012998+0.00016669i,-0.00019823-0.0005321i,3.3801e-05-0.00013237i,-0.00071466+0.00016247i,-0.00073497+0.00015028i,-0.00018804+0.00018442i,-0.00029694-9.3998e-05i,-5.5738e-05-0.00013542i,0.00038729-4.4065e-05i,-0.00031775+0.00010891i,-0.00050896+0.00050499i,-6.644e-05+0.0009634i,0.00056411+0.0010711i,0.0003045+0.00084493i,-0.00046311+0.00045285i,-2.0515e-05+8.7235e-05i,9.1244e-05+0.00023351i,-9.0189e-05+0.00028494i,-8.9787e-05+0.00056238i,-0.00041191+0.00091127i
-0.002904-0.00091276i,-0.0029258-0.0016909i,-0.0036644-0.00022062i,-0.0028772+0.0011943i,-0.00065068+0.00044064i,0.001259-0.0007253i,0.0014048-0.00066526i,-2.8013e-05+7.8848e-06i,-0.00067573+0.00078633i,-0.00064966+0.0010944i,-0.00053302+0.000614i,0.0001078-2.692e-06i,0.00027203-0.00013287i,-0.00085066-0.0011321i,-0.00067439-0.0013263i,0.00011559-0.00014962i,-0.00018852-8.0929e-05i,-0.00059168-0.00042312i,-0.00013641-9.7083e-06i,-0.00065136-0.00042787i,-0.0011279-0.00088166i,-0.00058065-0.00059214i,-2.6682e-05-0.00010418i
0.0021766+0.0012577i,0.0022587+0.0014656i,0.0033052+0.00033435i,0.0030296-0.0012408i,0.001335-0.0010524i,-0.00068513+0.00041076i,-0.001151+0.001534i,4.5126e-05+0.0013001i,0.0010865+0.0011276i,0.0011316+0.00097192i,0.00093495+0.0004433i,0.00049551+0.0002246i,-1.8914e-05-0.00028394i,-0.00099788-3.6304e-05i,-0.00099802+0.00070553i,-0.0011206+0.00044195i,-0.0010287+4.8289e-05i,-0.00038236+6.6878e-05i,-0.00019869-0.00029024i,-1.6891e-05-0.00054921i,0.0001621-0.0003276i,0.00033912-0.00016783i,-0.00020109-6.0553e-05i
0.00011922-0.00086154i,-0.00050654-0.00013009i,0.00022438+0.00026479i,0.0009912-0.0003378i,0.00054105-0.0010918i,-0.00016885-0.00022516i,-0.00042999+0.00099483i,-0.00036902+0.00044071i,-1.7202e-05-0.00023137i,0.00058025-0.00021405i,3.2351e-05-2.4307e-06i,-0.0010176+6.2125e-05i,-0.0010494+0.00031423i,-0.00056226-0.00018406i,-0.0011488-0.0003748i,-0.0011233+2.3368e-05i,-0.00067479+0.0012707i,-0.00032341+0.001286i,-8.6186e-05+0.00066145i,0.00014743+0.00038106i,0.00038921+0.00034941i,-0.00012387+0.00023759i,-0.00088686-0.00016529i
0.00076114-0.0043887i,0.00060957-0.0044598i,-0.00023092-0.0045964i,-0.0015387-0.0027236i,-0.0017947-0.0011426i,-0.0010587-0.000193i,3.8533e-05+0.00026138i,0.00074029+0.00088663i,0.00037965+0.00084051i,8.4884e-05+0.00020549i,0.00031037+0.00031223i,0.00074961+0.00046446i,0.00094009+0.00045419i,0.00012943+0.00042997i,0.00042123+0.00025452i,0.0011014+3.117e-05i,0.00063565-0.000441i,0.00031605-0.00060921i,-1.9204e-07+2.0015e-05i,2.9827e-05+0.0003835i,-9.7431e-05-0.00013078i,-0.00075401-0.00023466i,-0.00061937+0.00036654i
0.0012762+0.00077178i,0.0014183+0.00076095i,0.0018921-0.0010296i,0.0018519-0.0023876i,0.0019434-0.0015609i,0.0005645+0.0002716i,-0.00070107+0.00096444i,-0.00086842+0.00088353i,-0.00021123+0.00054471i,0.00052134-0.00076747i,0.00024067-0.0010536i,-0.00044034-0.0013106i,-4.8107e-05-0.0013794i,9.2189e-05+5.0422e-05i,-0.00082132+0.00056452i,-0.000836+0.00012853i,-0.0012958-8.351e-05i,-0.0021232-1.6955e-05i,-0.0014228+6.3234e-05i,-0.00030941-0.00023383i,0.00062854+0.00026025i,0.00086014+5.6568e-05i,0.00042688-0.00062601i
0.0016497+0.0010174i,0.0012148+0.00063074i,0.0028917+0.0016615i,0.0028881+0.00046207i,0.0011096-0.0019116i,-0.00095209-0.0021041i,-0.0018039-0.00022207i,-0.001706+0.00097596i,-0.0010429+0.0007691i,0.00022803+9.8034e-06i,0.00022069-0.0003781i,-0.00059943-0.00063166i,-0.0010943-0.00053839i,-0.0015798+0.00028095i,-0.0010893+0.00076028i,-0.00025801+0.000522i,-0.00060012+0.00059998i,-0.001068+0.00045374i,-0.00089086+0.00066431i,-0.001135+0.0014426i,-0.0010956+0.00092148i,-0.00057268+5.8907e-05i,0.00013708+0.00032574i
0.00010466-0.0018345i,0.00050902-0.0017445i,0.0008805-0.0013303i,0.00024191-0.00075909i,-0.00054125-0.00036642i,-8.0495e-05+0.00033507i,0.00015728+0.00096263i,-0.00044596+0.0014206i,-0.00078355+0.00052717i,0.00031003-4.0222e-05i,0.0013568-0.00015911i,0.0012236-0.00071904i,0.0003947-0.00048528i,9.5984e-05-0.00028799i,-8.1908e-05-0.00049314i,-0.00065181+0.00028048i,-0.00075862+0.00074342i,-0.00069251-6.0221e-05i,-0.0010907-0.00038707i,-0.00069826-9.4221e-05i,-7.7437e-05+8.5108e-05i,-0.00018128+0.0001986i,-0.00018243+0.00011606i
0.0014244+0.00090806i,0.00016067+0.00090937i,-0.0010699+0.00076594i,-0.0017471+0.00023647i,-0.00039198-0.0014731i,-1.0795e-05-0.0020969i,-0.0013519-0.0015236i,-0.0011274-0.00020402i,0.00015288+0.00036287i,0.0011851-0.00086157i,0.00063002-0.0011719i,-0.00039818-0.00071735i,-0.00043543-0.00049875i,-0.00029317-1.3246e-05i,-9.8596e-05+0.00029665i,-0.00031996+4.5795e-05i,-0.00077788+4.0786e-05i,-0.0006499+0.00049013i,-0.00014643+0.00024072i,-0.00012303-0.00041765i,-0.00075911-0.00023376i,-0.00049367-0.00024185i,3.1084e-05+6.2541e-05i
-0.0022657-0.001051i,-0.0016817-0.00059416i,-0.0014431-0.00030592i,7.5996e-05+0.0004055i,0.0010252+0.00094318i,0.00066828+0.00088909i,0.00011926+0.0010737i,-0.00016244+0.00066047i,-0.00018556+0.00084271i,0.0004352+0.0010018i,0.0011126+0.00017368i,0.00089647-0.00055636i,0.00087758-0.0013093i,0.00048743-0.0011551i,-0.00038021-3.4821e-05i,-0.00020087+0.00055348i,5.7569e-05+9.5935e-05i,-9.7333e-05+0.0004837i,-5.4918e-05+0.00049936i,-0.00011592+0.00016838i,0.00032493+0.00056172i,0.00094723+7.9216e-05i,0.001437-0.00016717i
0.0020226+0.0011314i,0.0018683-0.00021146i,0.0031688-0.00032507i,0.0038112-0.0010058i,0.0028339-0.0015891i,0.0014649-0.0016051i,0.0006237-0.00052824i,0.00023305+0.0011887i,0.00036102+0.0010992i,0.00063956-1.429e-05i,0.00077393-0.00036642i,0.00068643-0.00042152i,0.0005063-0.0001766i,0.00025134+0.00031847i,0.00017289+0.00055262i,-0.00026358+0.0010232i,-0.00094558+0.00072148i,-0.00029353+1.5395e-06i,0.00059303+9.4248e-05i,-0.00032782+0.00057185i,-0.0011328+0.00029742i,-0.00034992+0.00014845i,-0.0001363+0.00030735i
-0.00079515+5.3928e-06i,-0.0008944+0.00098305i,-0.001259-0.0001146i,-0.0017762-0.00052321i,-0.0021691-0.00052359i,-0.0020332-0.00019061i,-0.0016048+0.0004676i,-0.00090538+0.00085412i,-0.00029963+0.0011341i,-0.00037266+0.00034402i,-0.00055997-0.00047191i,-0.00069191-0.00017551i,-0.00098549+4.2487e-05i,-0.0010967-0.00037898i,-0.00087066-7.2658e-05i,-0.00068473+0.00020671i,-0.0010759+0.00045084i,-0.0014585+0.00038534i,-6.9665e-05+0.00051139i,0.00089708+0.00033809i,0.0003319-0.0001285i,-0.00013049-0.00029331i,-0.00040499-0.00021151i
0.00086533-0.0021845i,0.00050691-0.002472i,8.0607e-05-0.0030614i,-0.00059179-0.0014154i,-0.00030954-4.6843e-05i,0.00042253+0.00019803i,1.4274e-05+0.0010037i,-0.00077271+0.0016729i,-0.00031834+0.0012997i,0.00086337+0.00076205i,0.00098704+0.00066585i,0.00086331+0.0004177i,0.00094491-0.00016652i,-0.00034995-0.00016071i,-0.0010964+0.00071426i,-0.00065739+0.00079215i,-0.00055679+0.00010748i,-0.00095683-0.00084664i,-0.0010991-0.00070578i,-0.0010248+0.00073079i,-0.0012085+0.00088153i,-0.00082887+2.3296e-05i,-0.00067736+1.2592e-06i
0.0014489-0.00088229i,0.00095431-0.0015058i,0.00095275-0.0027131i,0.00080376-0.0037032i,0.00064781-0.0024546i,0.00082625-0.0001407i,-0.00018045-0.00017137i,-0.00057888-0.00098429i,-0.00036483-0.00067867i,-0.00044008-0.00040976i,-0.00030096-0.00090072i,-0.00020552-0.00052148i,5.6528e-05+0.00043804i,0.0001186+0.000458i,-8.1303e-05+1.0534e-05i,-0.00059837-0.0005166i,-8.9313e-05-0.00017917i,0.00042977+0.00029834i,-0.00029987+7.2671e-06i,-0.00061249-0.00026322i,-5.4906e-06+0.00021714i,-0.00033166+0.00020845i,-0.0011253-0.00018064i
-0.0023725-0.0010393i,-0.0026187+3.4274e-06i,-0.0019251+0.0012913i,-0.0013114+0.0012257i,-0.00029927+0.00058583i,0.0004596+0.00071231i,-4.8265e-05+0.0007293i,-8.4751e-05+0.0010905i,-0.00015258+0.0011213i,-0.00019328+0.00073118i,0.00068891+9.1268e-05i,0.0010547-7.9465e-05i,0.00060072-0.00021806i,-0.00052638-0.00065775i,-0.0018165-0.00013812i,-0.0016126+6.8719e-05i,-0.000871+0.00011927i,-0.0010471+0.0003931i,-0.0011649+0.00040976i,-0.00040648+0.00047159i,-0.0002891+0.00039652i,-0.00014473-0.00027296i,0.00071076-0.00056099i
-0.00099589+0.0026578i,-0.00076453+0.0030981i,0.0010879+0.0026463i,0.0025545+0.0017461i,0.0021351+0.0010945i,0.0011968+0.00073361i,0.0010945+0.00035523i,0.00071799+0.00092229i,0.00067526+0.0015517i,0.00086854+0.00095874i,0.00084949-0.00020436i,0.00022136-0.0007083i,-0.001178-0.0011435i,-0.0020579-0.001072i,-0.0016556+0.00018203i,-0.0010029+0.0010369i,-0.00095947+0.00093144i,-0.00081467+0.00020653i,0.00017024-0.0004726i,0.00032405+1.8178e-05i,-0.00012009+0.00037345i,-7.0939e-05-4.2687e-05i,-0.0004935+0.00020802i
-0.0018347-0.002201i,-0.0034414-0.0012515i,-0.0041216-0.00026605i,-0.0020862-0.00018725i,0.00038497+0.00031399i,0.00098612+0.0011594i,-0.0001372+0.00089982i,-0.00082091+0.00040328i,-9.949e-05+0.00075238i,0.00035097+0.00062052i,-3.0158e-05-2.4436e-05i,0.00016251+0.00049255i,6.6554e-05+0.00092087i,-0.00024641-0.00017888i,-0.0006409+0.00010133i,-0.00056402+0.00095703i,-0.00057099+0.0010885i,-0.001311+0.00053066i,-0.0018713+0.00021218i,-0.0016967+0.001013i,-0.0011729+0.00084145i,-0.00085224-9.7262e-05i,-0.0005132-0.0002866i
-0.0016031+0.0018041i,-0.00028935+0.0012001i,0.0012517+0.0021926i,0.0023994+0.0024703i,0.0029986+0.0010967i,0.0020569+0.00033635i,0.00055507+0.00064568i,-0.00018894+0.00073281i,-0.00045634+0.00072269i,-7.0822e-05+0.00045331i,0.00068473+0.00046426i,0.00027434-0.00030097i,-0.00066353-0.00099502i,-0.0016992-0.00037073i,-0.001917+0.00019046i,-0.0012972-0.00025456i,-0.0010626-0.00058668i,-0.0011312-0.00034319i,-0.00070685+7.5246e-05i,-0.00027889+0.00040181i,0.00032012-0.00028757i,0.00042163-0.00014089i,-0.000671+0.00016534i
0.003284+0.00018751i,0.0028795+0.00016126i,0.0043722-0.0013041i,0.0041373-0.001989i,0.0018082-0.002197i,8.0389e-05-0.00077314i,-0.0006408+0.00053045i,-0.00051717+0.00094056i,0.00049617+0.00061043i,0.00093529-0.00022762i,-0.00012929-0.00036517i,-0.00087014-9.4592e-05i,-0.00072543+0.0002449i,-0.00033365+0.00076455i,-0.00067165+0.0012882i,-0.0008023+0.0011789i,-0.00086525+0.00026003i,-0.00053637-0.0001884i,-0.00014028+0.00021296i,-2.0353e-06+0.00027668i,0.00036575+0.00020595i,0.00052265-0.00014095i,-0.00019874-0.00030174i
-0.0023377-0.00017675i,-0.0029296+0.00042174i,-0.0030925+0.0023488i,-0.0023527+0.0029683i,-0.00070666+0.001953i,0.00058547+0.0010579i,0.00066105+0.00064695i,0.00032192+0.00040899i,0.00063868+0.00028623i,0.0013717-0.0001183i,0.00081466-0.00054355i,0.00038465-0.00059213i,0.0010965-0.00051732i,0.00075351-0.0002971i,-0.00011304+0.00066803i,0.0001614+0.0010012i,0.0011096+0.00032992i,0.00079727+0.00022913i,6.1011e-06+0.00068471i,1.9667e-05+0.00083143i,-0.00028256+0.00019009i,-0.00079748-0.00025497i,-0.00048808+0.00020108i
-0.0021358-0.0019895i,-0.0016193-0.0015258i,-0.0020862-0.0013651i,-0.0023546-0.00098863i,-0.0015557-0.00033141i,-0.00093828+0.00027908i,-0.00081185+0.00061968i,-0.00065731+0.0002923i,-0.00040541+0.00086397i,-0.00020258+0.00096591i,8.7802e-05-0.0002297i,0.0002427-0.00082995i,0.00019855-0.00050763i,-0.0002462-0.00016764i,-0.00054217-0.00072413i,-0.00094491-0.00059287i,-0.0010051+0.00045273i,-0.00084263+0.00034522i,-0.00030976-0.00025369i,0.00022933-0.00046604i,2.6853e-05-0.00051853i,0.0002236-0.0010208i,0.00011073-0.00038358i
0.00024577+0.0019675i,0.0008064+0.0017146i,0.0011262+0.0012678i,0.0021152+0.00036958i,0.0019398-0.00048342i,0.0013461-0.00070942i,0.0016491+0.00015665i,0.0017531+0.0010516i,0.00095482+0.0012991i,5.2064e-05+0.00084398i,0.00053581-6.4559e-05i,0.00085419-0.00036592i,0.00039751+0.00019046i,-5.1257e-05+0.00056211i,-0.00036558+0.00055904i,-0.00048764+0.00066496i,-0.00064631+0.00080955i,-0.00074229+0.0010712i,-0.00017607+0.00085407i,-0.00028868+0.00083495i,-0.00097458+0.00046851i,-0.0010634+0.00020641i,-0.00073959+0.0001638i
0.0021695-0.00059848i,0.0017168-0.00068103i,0.0023205-0.0017995i,0.0014341-0.0027282i,-0.00036171-0.0022782i,-0.0016949-0.00082727i,-0.0018087+0.00055925i,-0.00095505+0.00076415i,-0.00039822+0.00030618i,-0.00029686-0.00020824i,-0.00011106-0.00054466i,0.00019926+2.7413e-05i,-8.0474e-05+0.00032382i,-0.00021901+0.0002401i,-0.00047478+0.00037613i,-0.0003806+0.00068583i,-0.0002835+0.00092969i,-0.00090966+0.00064846i,-0.00096648+0.00026116i,1.4198e-05-0.00027223i,1.3473e-05-0.00045885i,-0.00037667-0.00081286i,-0.00010144-0.00054518i
0.0059218-0.0022688i,0.0047254-0.0019692i,0.0047243-0.0026818i,0.0035999-0.0039403i,0.00095294-0.0033377i,-0.00097406-0.00042399i,-0.00078855+0.0013074i,0.00014556+0.0005412i,0.00032442-0.00025963i,-0.00022027-0.0010274i,-0.00027261-0.001523i,0.00017446-0.00020191i,0.0002364+0.00095982i,0.00015858+0.0013971i,-0.0001413+0.00054117i,5.0492e-05-0.00016406i,0.00011391+0.00016902i,0.00014534+0.00076227i,0.0003162+0.00078231i,-0.00027563-7.2109e-05i,-0.00010221-0.001027i,4.5016e-05-0.0011089i,-0.0002691-0.00099448i
0.0015414+0.0016285i,0.00099456+0.0020778i,0.00074664+0.0012934i,0.00021608-0.00033191i,-7.1157e-05-0.001325i,0.00039073-0.0016425i,0.00083617-0.00083957i,0.0010795+0.00065685i,0.0010892+0.0011074i,0.00050241+0.00013213i,-3.3342e-05-0.00091303i,8.7137e-05-0.00044368i,-0.00028335-0.00015153i,-0.0012921-0.00069397i,-0.00098767-0.00043419i,-0.00031792+0.00065872i,-0.00080258+0.00057319i,-0.00080216-0.00010134i,9.4247e-05+0.00057374i,2.9881e-05+0.00099372i,-0.00041092+0.00057373i,6.7162e-05+0.00090778i,-0.00025028+0.0019719i
0.0028292+0.00099122i,0.0026131+2.9656e-05i,0.0027723-0.00012i,0.0021431-0.0001837i,0.0011283-0.00080001i,0.00024-0.00095496i,-0.0010846-0.00065859i,-0.0020017+0.00037717i,-0.0010578+0.00079517i,4.6449e-05-0.00043027i,-0.00025416-0.0010842i,-0.00044445-1.6922e-05i,0.00012804+0.00070541i,-0.00028032+0.0010937i,-0.0013885+0.00064472i,-0.00068967+0.00020789i,0.000168-0.00034647i,0.00039765-0.00063139i,0.00024261-0.00021326i,0.00010239+5.2146e-05i,0.00039152-0.00032199i,0.00037891-0.00048996i,-0.00022825-0.00063183i
-5.4853e-05+0.00050436i,0.0010883+0.00088337i,0.0020145+0.00070034i,0.0027245-0.0002482i,0.0027021-0.0011093i,0.0020901-0.00041482i,0.0011977+0.00046455i,0.00069495+0.00034233i,-8.583e-05+0.00071451i,-0.00050368+0.000462i,4.1847e-05-0.00085783i,-1.1454e-05-0.0013369i,-0.00045982-0.00070421i,-0.00034177-0.00030004i,-5.2476e-05-0.00026328i,-0.00013986+0.0003226i,-0.00039693+0.0010601i,6.7818e-06+0.00093593i,4.8636e-05+0.00090139i,-0.00052515+0.00059484i,-0.001066-0.0001618i,-0.0010066-0.00010622i,-0.00030681+0.00048001i
0.001357+0.0016723i,0.0011728+0.0019977i,0.0019132+0.0012938i,0.0019366+0.00052003i,0.00083005+0.00037899i,0.0001503+0.00016634i,-0.00047517+7.745e-05i,-0.00082889+0.00083495i,-0.00064286+0.0010848i,-0.0006738-0.00030714i,-0.00019486-0.0012773i,-0.00020805-0.00048526i,-0.0006612+6.2217e-05i,-0.00086507-2.2511e-05i,-0.00099691+0.00037124i,-0.0012913+0.00058757i,-0.00060819+4.8103e-05i,0.00017288+0.00011497i,0.00030371+0.00051946i,0.00022152+9.4917e-05i,-0.00041746+8.2435e-05i,-0.00059755+0.0010035i,-0.00010294+0.00084705i
-0.00041911+0.00038943i,-0.00053656-0.00055767i,-0.00030926+7.7837e-05i,0.0013338+0.0011609i,0.0022491+0.00045779i,0.00206-0.00019497i,0.0011155+0.00053631i,-0.0002714+0.001168i,-0.00032797+0.001205i,0.0010622+0.00038263i,0.0012294-0.00032609i,0.00055159-0.00037296i,-6.5749e-05-0.00026135i,-0.00083752-1.5323e-05i,-0.00097438+0.00015762i,-0.00082207-0.00015882i,-0.00083675+4.675e-05i,-0.0013331+0.00046482i,-0.0010018+0.00093859i,0.00011374+0.0016175i,0.00061509+0.00085035i,0.00025456-0.0001605i,-0.00026603-0.00016597i
