-0.0053304+0.00089299i,-0.0037869+0.0022369i,-0.0034595+0.0042354i,-0.001917+0.0046724i,-0.00054108+0.0043403i,0.00017587+0.0040564i,0.00010146+0.0030827i,0.00030201+0.0023736i,0.0013508+0.0027528i,0.0015102+0.0018872i,0.001341-0.00037436i,0.0011664-0.0012015i,0.0001745-0.0012071i,-0.00066877-0.0015917i,-0.0011167-0.00097069i,-0.00091178-0.00010452i,-0.00011254-1.6489e-05i,0.00045094+0.00039589i,0.00046951+0.00020677i,0.00053175-0.00069588i,0.00045211-0.0012182i,-6.8828e-05-0.00094708i,-0.00068475-0.0005109i
-0.0004289-0.00016944i,0.00096934-0.0019027i,0.0011635-0.0025151i,0.00092324-0.0015674i,0.00076269-0.00073272i,0.00017092-0.00051605i,0.00011747-0.0013187i,0.00011077-0.00098873i,0.00020681-0.00056733i,0.0010139-0.000282i,0.001492-0.00016508i,0.0017799-0.00046789i,0.00083322-0.0001751i,-0.00065797-0.00066566i,-0.0011591-0.0013281i,-0.00079376-0.0013425i,-0.00040021-0.00098861i,-2.1115e-05-0.00032083i,0.00033737+1.4588e-06i,0.0004535-0.00063073i,-4.4908e-05-0.00031216i,7.4495e-05+0.00030882i,0.00027828+6.0502e-05i
0.0015051-0.00020274i,0.0025121-0.00063726i,0.002704+0.00013515i,0.0010469-3.6484e-05i,-0.00039037-0.00047194i,-0.00016155-0.00018717i,-5.8742e-05-0.00028607i,-0.0003915-0.00029801i,0.00012679-0.00035648i,0.00071162-0.00097484i,0.00089953-0.00072832i,0.0013861+5.427e-05i,0.00096285+0.00035692i,-0.00026214+0.00022417i,-0.00060453+0.00011156i,-0.00017104-9.5739e-05i,-0.00017101-0.00083159i,8.4912e-05-0.00033021i,0.00047934+0.00033005i,0.00042299-0.00020299i,7.0439e-05-0.0013067i,3.6457e-05-0.00097677i,0.00033688+0.00018983i
-0.00026716-6.0778e-05i,0.00075678-0.00068359i,0.00086309-0.00083107i,0.0011491-0.0014083i,0.0013741-0.00072301i,0.00033445+4.528e-05i,-0.00070312-0.00037226i,-0.00035839-0.00015996i,0.00067123+0.0004847i,0.0015204+0.00064517i,0.0011035+7.7376e-05i,0.000464-0.00042278i,4.1507e-05-0.00014865i,-0.0011544+6.9112e-05i,-0.0014499-0.00028901i,-0.0010843-0.00042645i,-0.00024302-0.00086183i,0.0001743-0.0012918i,-4.3455e-05-0.00080598i,0.00083037-0.00014389i,0.00129+0.00056402i,0.00091561+0.0010557i,0.00046461+0.0010227i
-0.00077864-0.00072514i,-0.00084265-0.0015387i,-0.0012748-0.00092133i,-0.00067752-0.00050449i,-0.00026503-0.00070962i,-0.00080837-0.00033922i,-0.0010188-0.00038474i,-0.00081718-0.00025201i,-9.721e-05+0.00024107i,0.0008604+0.00057316i,0.0009483-0.00022255i,0.00038856-0.0010838i,4.4746e-05-0.0012661i,0.00021225-0.00067309i,0.00072502-0.00015593i,0.0010977-0.0002167i,0.00034885+0.00017398i,5.932e-05+0.00069128i,0.00024647+0.00024053i,0.00017394-0.00028848i,8.6371e-05-0.00028895i,0.00021848-0.00043275i,0.00036552-7.5527e-05i
-0.0013142-0.00061122i,6.7403e-05-0.00027437i,0.0014823+0.00023998i,0.0010819-0.00090325i,-5.5195e-05-0.0021042i,0.00046111-0.0018437i,0.00031834-0.00062082i,-0.0001931+0.00020038i,0.00077213+0.00034617i,0.00077773+0.00052813i,-0.00025746+6.2312e-06i,-0.00014592-0.00030298i,0.00013168-0.00024956i,-3.7719e-05-0.00077196i,0.0004327-0.00083186i,0.00077861-0.00028191i,0.00082627+0.00016418i,0.00072231+0.0002625i,-8.6916e-05+5.206e-05i,-0.00077843-0.00031163i,-0.0014023-0.00019568i,-0.0011771-0.00022214i,-0.0003129-6.9576e-05i
-0.00037087-0.00056164i,8.1397e-05-0.001764i,0.00051136-0.0019027i,0.00045212-0.0008541i,0.00045147+2.7222e-05i,0.00030779+0.00050569i,-4.2076e-05+0.00069607i,0.00023622+0.00095498i,0.0010291+0.00068011i,0.0015462+0.00023385i,0.0012416-7.607e-05i,0.00060929-0.00041997i,0.00076783-0.00015757i,0.00077329-0.00037973i,0.00017501-0.00062127i,0.00050026-0.00040087i,0.00062064-0.00044104i,9.3065e-05-7.5469e-05i,8.7037e-05+0.00078313i,0.0006954+0.00080178i,0.00095803+0.00058548i,-6.987e-05+0.00013766i,-0.00049391+4.2416e-05i
0.00080105-0.00088221i,-0.00027959-0.0018039i,-0.00059532-0.0026679i,-0.00024186-0.0030786i,-0.00088263-0.0028375i,-0.002412-0.0021763i,-0.0021344-0.0013373i,-0.00097232-0.00063851i,0.00011973-0.00073716i,0.00090321-0.00073497i,0.0005616+8.0378e-05i,-0.00026272+0.00070986i,-0.00041903+0.00042685i,8.8651e-05+2.7575e-05i,0.00053726+0.00058724i,0.00077142+0.00068449i,0.00041109+5.7595e-06i,-6.531e-05-0.00035867i,0.00015488+3.8633e-05i,0.00050069+0.00021309i,0.00095445+0.00054074i,0.00096826+0.00085275i,0.00089856+0.00051413i
0.00081133-0.00040962i,0.0013688-0.0019538i,0.0024811-0.0022571i,0.0023513-0.0022569i,0.00084669-0.0017609i,-3.5533e-05-0.00092984i,-0.00013075-0.00010139i,0.00037902+0.00030674i,0.0004614+0.00035506i,0.00073507+0.00040716i,0.00079532-7.6504e-05i,-0.00015704-0.0008608i,-0.00032015-0.00044245i,-0.00061377+0.00024143i,-0.0003679+8.7402e-05i,0.00024475-0.00012361i,-6.7723e-05-0.00052825i,-0.00013419-0.00093765i,0.00075808-0.00031103i,0.0010628+0.00088403i,0.00038521+0.00090116i,-0.00022582-3.3714e-05i,-0.00075595-0.00032111i
-0.0016227-6.6722e-05i,-0.00096313-0.00013073i,-0.00063906-9.102e-05i,-0.00058484+1.87e-05i,-0.0004702+0.00040043i,-0.00064028-6.9963e-06i,-0.00032869-0.00092515i,0.00065461-0.00067097i,0.0009381-0.00057357i,0.00088909-0.00046812i,0.0012007-2.1274e-05i,0.00053195-3.1943e-05i,-0.00010818-0.0004151i,-0.00014482-0.00044481i,-0.00015699-0.0008967i,-0.00045567-0.0011226i,-0.00022559-0.0010707i,-4.2226e-05-0.00086286i,0.0002621-4.6942e-05i,0.00043039+0.00070844i,0.00036467+0.00042765i,-0.00017174-0.00019927i,-0.00035075+6.7986e-05i
-0.000604-0.00077985i,-0.0013601-0.00041018i,-0.00059849-0.00058714i,0.00066714+0.00027874i,0.00048252+0.00039886i,0.00020735+0.00026894i,0.00014192+0.00014901i,3.0316e-05+0.00024575i,3.3717e-05+0.00029645i,0.00083595+9.2393e-05i,0.0012366+0.00033635i,0.00046958+0.00053236i,-3.9067e-06+0.00044508i,0.00019781-0.00035445i,0.00065839-0.0011193i,0.00061758-0.0007739i,0.00068864-0.0004933i,0.0010495-0.00038321i,0.00079933-0.00046939i,0.00019408-0.00045514i,-0.00059178+0.00015709i,-0.00064918+0.00036849i,-5.7493e-05+0.00036971i
0.00014731-0.00051303i,0.00028903-0.00068451i,-0.00036462-0.0012887i,-0.0010691-0.00097272i,-0.00138+0.00051728i,-0.0016714+0.0012293i,-0.00048417+0.0010577i,0.000459+0.0010915i,0.0011818+0.00050681i,0.0016784-0.00033892i,0.00093352-0.0009629i,0.00032357-0.00084053i,0.00033295-0.000186i,0.00016725-0.00029087i,-0.00041879-0.00012282i,-0.00077394+0.00020869i,-0.00088175-0.00056938i,-9.6186e-05-0.0014768i,0.0010481-0.0008679i,0.0010252+0.00011844i,0.00021215+0.00065182i,0.00034259+0.00066051i,0.00087176+6.7828e-05i
0.0012691-0.0028192i,0.0007573-0.0025916i,-0.00085402-0.0030594i,-0.0016919-0.0024717i,-0.0019079-0.00097953i,-0.001634+0.00017991i,-0.0014037+0.00047564i,-8.7397e-06+6.9545e-07i,0.0015566-0.00032047i,0.0015265-0.00064099i,0.0011673-0.00049339i,0.00052831+0.0004897i,0.00018944+0.00056345i,0.00072134+0.00051783i,0.00061921+2.6265e-06i,-0.00012297-0.00071385i,-0.00021513-0.00056094i,-8.5038e-06+0.00019962i,0.00038195+0.001485i,0.00085693+0.001314i,0.0010606+0.00087227i,0.00024392+0.0010211i,-0.00020969+0.00011508i
0.00050854-0.00016465i,0.00059195-0.00053528i,-0.00041578-0.00097456i,-0.0004333-0.0014484i,-0.00026978-0.00069761i,-0.00057402+7.7916e-05i,-0.00063226-0.00032263i,-0.00026829-0.00032353i,0.00059941-0.00024248i,0.0012499-0.0004372i,0.0010441-0.00098976i,0.00051267-0.0012399i,0.00034165-0.00073797i,0.00031313+6.388e-06i,0.00064829-0.0003374i,0.00093879-0.0010964i,0.00028949-0.00045015i,-0.00021951-0.00018328i,0.00044423-0.00029565i,0.00020436-0.00019919i,-0.00064789-0.00048719i,-0.00029894-0.00087157i,-0.00019801-0.00016193i
0.00096949-0.0016067i,0.0020331-0.0025006i,0.0029964-0.0033026i,0.0023081-0.0027675i,0.00016988-0.0017852i,-0.0017809-0.00067813i,-0.0014612-0.00034843i,-0.00041598-9.9525e-05i,0.00061507+0.00091516i,0.0018027+0.00048909i,0.0019883-0.00083352i,0.00077171-0.00093753i,-0.00043698-0.0002243i,-0.00026959-0.00012108i,-0.00034823-0.00026623i,-0.00098363-0.00039715i,-0.00020088-0.00065209i,0.00049473-0.00030365i,0.00056336-0.00016387i,0.00036498-0.00034727i,-0.00027336+9.7213e-05i,-0.00052655+3.9981e-05i,0.00043927+0.00014963i
0.0004254-0.00041015i,0.0013712-6.8516e-05i,0.0015894+9.7709e-05i,0.0010945-6.6786e-05i,-0.0003643-0.00050537i,-0.00078164-0.00091745i,3.4996e-05-0.0010716i,0.00065348-0.00042829i,0.0012563+1.2357e-05i,0.0020853-7.1799e-05i,0.0019454+0.00049374i,0.00035681+0.0010563i,-0.0010803+0.00068837i,-0.0011086+3.3455e-05i,-0.00038588-0.00047842i,0.0001607-0.00076347i,-6.6966e-05-0.0007932i,-0.00056981-0.00063073i,-0.00081474-0.00045557i,-0.00099124+2.1507e-05i,-0.00080042+0.00085768i,-0.00036633+0.00086412i,0.00012533-3.1137e-05i
0.00024675+0.00052282i,0.00048782+0.00069947i,0.001237-0.00041248i,0.0025268-0.00056965i,0.0025073-0.00043251i,0.0013206-0.0012219i,0.00062244-0.0011593i,0.00074266-0.00040549i,0.001302+0.00042842i,0.001813+0.00031803i,0.0012768-0.0002984i,0.00088291-0.00024746i,0.00033451+1.8808e-05i,-0.00015803-0.00017544i,-0.00023063+9.4823e-05i,-0.00037416-7.4762e-05i,0.00043852-0.00042443i,0.00071328-0.00027643i,0.0006937-0.00081239i,0.0012524-0.00051248i,0.00088653+7.368e-05i,0.00010199-0.00014219i,0.00070671-0.00011804i
0.00011679+0.0020991i,0.00098532+0.0012371i,0.0011535-0.00033956i,0.00091393-0.0013303i,0.00096411-0.0010262i,0.0013303-0.0014551i,0.00061861-0.0019346i,-0.00039752-0.00097604i,0.00056557+0.00021545i,0.0016816+0.0004299i,0.0011091+0.00042127i,0.00062667+0.00051488i,0.00012783+0.0003315i,0.00032462-0.00015882i,0.00052156+9.4423e-05i,-1.0654e-05+0.00083597i,-0.00056463+0.00039469i,-0.00081906-0.0003188i,-0.00072845+0.00011138i,-0.00074891+0.00057345i,-0.00085656+0.00075271i,-0.00093413+0.00086002i,-0.00047682+0.00019376i
-2.2224e-05-0.0014215i,-0.0016138-0.0015034i,-0.0015573-0.001862i,-0.0011646-0.00090606i,-0.0015387+1.1899e-05i,-0.0012671+0.0012595i,-0.00062411+0.0014071i,-0.00016063+0.00051979i,0.00030492+0.00032878i,0.00053206+8.8661e-05i,0.00092527+0.00048124i,0.0012364+0.00045657i,0.00051873-0.00013453i,0.00011208-0.00065061i,0.00031784-0.00064867i,0.00059268-0.00047511i,0.0010042-0.00058732i,0.00026986-0.00021702i,1.6988e-05-0.00026621i,0.00015434-0.00022625i,-9.796e-05-0.00041708i,-0.00017222-0.0013223i,5.6588e-06-0.0012054i
0.000712-0.0012685i,0.0015828-0.0010456i,0.0013962-0.0010107i,5.2601e-05-0.00017842i,-0.00087825+0.0007283i,-0.0013106+0.00019207i,-0.0015421-0.00074935i,-0.0003597-0.0011646i,0.0009617-0.0013078i,0.00078811-0.00040199i,0.00072161-1.8935e-07i,0.00052108+4.197e-05i,1.2552e-05-0.0001379i,-0.00025448-0.00065985i,-0.00029842-0.000688i,-3.309e-05-0.00065948i,0.00028377-0.00060795i,-4.3555e-05-0.00051123i,-0.00018665+2.8638e-05i,0.00017012+0.00062606i,-9.0914e-05+0.00039523i,-0.00056495+0.00069198i,-0.00026073+0.0010949i
-0.0001811-0.0013276i,-0.0004416-0.0011486i,-0.0011977-0.0015156i,-0.00085374-0.0014769i,-0.00066093-0.0010949i,-0.0002852-0.00045412i,0.00037082+0.00037145i,0.00054909+0.00017428i,0.0013257-0.0005112i,0.0019758-0.00085343i,0.0011302-0.0009405i,-7.1144e-05-0.00060712i,0.00025888-0.00044404i,0.00070571-0.00080927i,0.0007946-0.00036183i,0.00022974+2.2495e-06i,-0.00023274+3.581e-05i,0.00064032+0.00020564i,0.0011014-0.00027919i,0.00074085-0.00048276i,-0.00019161-0.00012762i,-0.00092961-0.00033122i,-0.00068197-0.00019442i
0.0008859-0.00063246i,-0.00014927-0.00094342i,0.00048692-0.002429i,0.0013498-0.0029949i,0.00067539-0.0021877i,8.7029e-05-0.00060514i,1.2957e-05+0.00020825i,0.0002972+0.0005042i,0.00094887+7.6318e-05i,0.0015135+0.00013751i,0.0013011+0.00019508i,0.00053044-0.00014694i,-4.0298e-05+0.00032641i,0.00024264+0.00096752i,0.00041479+0.00069892i,0.0006797+0.00012273i,0.00037988-6.8959e-05i,-6.7918e-05-0.00036366i,0.00035498-0.00073985i,0.00044937-0.00080442i,-0.00086922-0.00043136i,-0.0015767-0.00019976i,-0.0012392-0.0001673i
-0.0013546+0.00021771i,0.0005819+0.00010071i,0.0025799+4.2218e-06i,0.0022417-0.00069826i,0.00083936-0.0013245i,0.00016019-0.0009529i,-0.00042318+2.9773e-05i,-0.00099224+0.0005349i,-0.00012174+0.00145i,0.000562+0.0016865i,0.00068176+0.00076874i,-7.2284e-05+0.00041112i,-0.00095081+6.6223e-06i,-0.00067996-0.00064882i,-0.00083383-0.00086726i,-4.666e-05-0.00085605i,0.0012588-0.00054529i,0.00069588+0.00024778i,-0.00025168+0.00060781i,-0.0005897+0.00013074i,-0.00059092-0.00015231i,-0.00058652+0.00021881i,-0.00067258+0.0005086i
-0.00050451+0.00042038i,0.00039833+0.00085321i,0.0012424+0.001176i,0.0018653+0.00083175i,0.0022703+0.000529i,0.0021951-0.00023373i,0.00042951-0.00065914i,-0.0006661-0.0010985i,0.00028943-0.00092963i,0.0012269-0.00041992i,0.0012773-0.0010061i,0.001134-0.0010323i,0.00046465-0.00057976i,0.00016349-0.00030669i,-4.5462e-05-0.00033092i,0.00038851-0.000486i,0.00069305-0.00031935i,0.00086901-0.00043004i,0.0012128-0.00032059i,0.00073674-0.00011473i,0.00034669-9.2822e-06i,0.00082588+0.00015548i,0.00083109+0.00025387i
0.00046611-0.0016642i,-0.00059144-0.00077974i,-0.00062649-0.00015319i,-0.00013224-3.1518e-06i,-0.00017157+0.00059926i,-0.00079319-0.00020294i,-0.00055327-0.0012503i,0.0005316-0.000691i,0.0010378+8.7041e-05i,0.0017366+0.00045852i,0.0016295+0.00052905i,0.00084947+0.00044114i,0.00021941+0.00024062i,-0.00026673+0.00060722i,-0.00065008+0.00052722i,-0.00057383+0.0001577i,-0.00083694+0.00029923i,-0.0004374+0.00022399i,0.00049024+0.00053773i,0.00023796+0.00078533i,-0.00054704+0.00021414i,-0.0011788-0.00016069i,-0.0008211-0.00070652i
-0.00094143-0.0029721i,-0.0015146-0.002821i,-0.001502-0.0017622i,-0.0018481-0.00083721i,-0.00069958+4.6302e-05i,0.00052547+0.00023762i,0.00073753-0.00018804i,0.00021377+4.6791e-06i,0.00027781-0.00023052i,0.00157-0.00047239i,0.00098342+0.00049622i,-0.00046329+0.00047316i,-0.00012485-0.00068871i,0.00039913-0.00093797i,0.00062153-0.00024826i,0.00060356+0.00055121i,0.00066569-9.8816e-05i,0.00053847-0.00050904i,0.00046101+3.0376e-05i,0.0008242-3.5705e-05i,0.00049134+9.4063e-05i,-4.8443e-05+0.00011247i,0.0004944-0.0005111i
-0.00054349-0.001449i,0.00028906-0.0011615i,0.00038539-0.0011964i,0.00048363-0.00098024i,0.001009-0.00043006i,0.0014929-0.00013917i,0.0013737-0.00034843i,0.00066243-0.00021681i,0.00064597+0.0002556i,0.00061341+0.00055672i,0.00024202+0.00037728i,0.00012734+0.00024077i,0.00073998+0.00034984i,0.00070975+0.00039603i,1.5025e-05+8.4598e-05i,-0.00022108-0.00021972i,-0.00045857-0.00031892i,-0.0002641-0.00045043i,0.00022439-0.00066579i,-0.00010669-0.00041025i,-0.00023289+0.00052909i,-7.8401e-06+0.0006344i,-0.00011047-9.0499e-05i
0.0018388+0.0010242i,0.0010761+0.00098062i,0.0012729-0.00087874i,0.0005649-0.0027536i,-0.000702-0.0032184i,-0.0016899-0.0023962i,-0.0013702-0.001162i,-0.00052312-0.0002828i,0.0012583+0.00013603i,0.0021617-0.00010039i,0.0012289-0.00043691i,0.00077165-0.00025488i,-0.00010764-5.8549e-05i,-0.00024412-6.2578e-06i,0.00056387-0.0003129i,0.0011571-0.00082714i,0.00055567-0.00014694i,-0.00081098+0.0010585i,-0.0009128+0.00090209i,-0.0001282+0.00011285i,0.00029142+0.00044012i,0.00017078+0.0010276i,-0.00014875+0.00074753i
0.0012639-0.00025695i,0.0016319-0.0018229i,0.0015931-0.0023261i,0.0014236-0.0017625i,0.00056536-0.0014928i,-0.00031279-0.0016655i,-0.00092013-0.00053658i,-0.00057988+0.00081363i,0.00091339+0.00066652i,0.0024061+9.9233e-05i,0.0022437+0.00015178i,0.0013363+0.00025428i,-0.0001837-0.00053526i,-0.0011854-0.0011732i,-0.00024098-0.00064635i,0.00030642-0.00023839i,-0.00037238-0.00093415i,-0.00051655-0.00087115i,-0.00029247-0.00014988i,-0.00010125-0.00014098i,-2.7209e-05+0.00014037i,0.00040212+0.00092158i,0.00073791+0.00060068i
0.00047467-3.0955e-05i,0.0019209-0.0010264i,0.0031967-0.00087384i,0.0032028-0.0012469i,0.0018106-0.0021498i,-2.4323e-05-0.0027029i,-0.0011885-0.0019539i,-0.00071992-2.6919e-05i,0.00068458+0.0011358i,0.0020973+0.001002i,0.0016497+0.00064081i,-0.00036444+0.0004719i,-0.0013562+0.00033028i,-0.0013718-0.00014585i,-0.00043955-0.00078471i,0.0003681-0.0003649i,-0.00017933+0.00026388i,-0.00015199+0.00023435i,0.00042173+7.7244e-05i,0.0011367-0.00032322i,0.0010027+6.7439e-06i,-0.00082796+0.000594i,-0.0013429+0.00076592i
0.00069335+0.0012869i,0.0019949+0.00083374i,0.0034082-0.0007593i,0.0027717-0.0015132i,0.0015524-0.00099254i,0.00053537-0.00060787i,0.00033006-0.00044663i,0.00074852+0.00016893i,0.00081065+0.00057847i,0.0012033-2.0123e-05i,0.0011329-0.00058792i,0.00072771-0.00023812i,0.0006016-0.00027752i,0.0001747-0.00078453i,6.3706e-06-4.2591e-05i,0.00023929+0.00016413i,0.00014882-0.00030259i,0.00014867-0.00042081i,0.000209-0.00089383i,-0.00013901-8.9769e-05i,-0.00021135+0.00026807i,-0.00061358+5.1997e-05i,-0.00091112+0.00028969i
-0.0013711+0.0010853i,-0.0015846+0.0024484i,-0.0017122+0.0040433i,-0.00063679+0.0044867i,0.0015345+0.0019629i,0.0021357-0.00090813i,0.00058176-0.0014396i,-0.00018005-0.00079178i,0.00023533-7.798e-05i,0.00052875+6.8576e-05i,0.00046034-0.00020656i,9.4568e-05-0.00081784i,0.00017043-0.00093229i,0.00056053-0.0003252i,0.00089292+0.00050559i,0.00018994+0.00094621i,-0.00095076-0.00043265i,-0.00055541-0.0015022i,4.2002e-05-0.0011208i,0.00044718-0.00082907i,0.00022168-0.00080899i,-0.00070994-0.00036454i,-0.00072244+5.1342e-05i
-0.0019374+0.00035912i,-0.0016564-0.00070487i,-0.00092096-0.00028637i,-0.00037417+0.00094127i,0.00024872+0.00022983i,0.0010885-0.00084131i,0.0013389-0.00066607i,0.00059213+0.0001403i,0.00086645+0.00066384i,0.0021421+0.0010747i,0.0015951+0.00050284i,0.00019307-0.00046746i,-0.00033166+0.00026077i,-0.00052285+0.00054768i,-0.00086498-0.00017766i,-0.00085449-0.00041623i,-0.00028867+1.1624e-05i,0.00019473+5.5568e-05i,-0.00017406+2.9555e-05i,-0.00049952+0.00051332i,-0.00038222+0.00022277i,-0.0005381-0.00026853i,-0.00021205+0.00046085i
0.00098873-5.086e-05i,0.0020926-0.0013721i,0.0023597-0.002277i,0.0023218-0.0023752i,0.0013673-0.0017716i,0.00020491-0.0014003i,-0.00012397-0.0014184i,-5.3549e-05+0.00020037i,0.00055604+0.0019166i,0.0011772+0.0016104i,0.0007319+0.00092339i,0.00042068+0.00036209i,0.00091369-0.00018679i,0.0013365-0.00042221i,0.0011836-0.00054759i,0.00034484-0.001132i,0.000106-0.0011131i,0.00064931-0.00073187i,0.0010681-0.00015145i,0.00054576+0.00024348i,-0.00023867-0.00021848i,-0.0001296-0.00022163i,0.0001789+0.00097466i
0.00054418-0.00037265i,0.00036462+0.00030707i,0.0010541+0.00035122i,0.0011032-0.00034553i,-0.0011654-0.0014358i,-0.0030294-0.00029844i,-0.0017735+7.3872e-05i,5.7255e-05-2.5808e-05i,0.00066726+0.0001126i,0.0010281+0.00045693i,0.0012144+0.00088225i,0.00087809+0.00082573i,-4.9329e-05+0.00072163i,-0.00045123+0.0006046i,-0.00029221+0.00052195i,0.00015832+0.00050364i,0.00016853-0.00031487i,-0.00049124-0.00017273i,-0.00065046+0.00019121i,-0.00029801+0.00056934i,-0.00010755+0.00050614i,0.00036559+0.00013387i,0.00076966+0.00021423i
0.0014185-0.00086682i,0.0021751-0.0017825i,0.0025668-0.0035064i,0.0017966-0.0037604i,0.00042637-0.0025832i,-0.00080986-0.0015624i,-0.0012953-0.00020514i,-0.00042783-0.00018132i,0.00023768-0.00019639i,0.00053429-0.00075806i,0.00069005-0.001095i,0.0002068-0.00067289i,-0.00050617+8.3304e-05i,-0.00057211+0.00031464i,-0.00029048-0.0004865i,-9.2399e-05-0.00078485i,-0.0004392-0.00087124i,-0.0013909-0.00097552i,-0.001365-0.0011006i,-0.00049568-0.0015534i,0.00016937-0.00084318i,0.00016677+0.00049758i,-0.00023575+0.00025849i
0.0009636+0.00089593i,0.0019871+0.00017805i,0.0031251-0.00064076i,0.0031066-0.0022274i,0.0019916-0.0028437i,0.00082425-0.0024878i,-0.00023329-0.0021171i,-0.00044968-0.0012755i,4.5525e-05+3.5555e-05i,0.0013167+0.00059468i,0.0018813+0.00085286i,0.001191+0.00058213i,-0.00017479-4.3223e-05i,-0.0010977+0.0002917i,-0.001034+0.00018069i,-7.8379e-05-9.8807e-05i,0.00033907+5.8162e-05i,-0.00062149+0.00014017i,-0.00053125+0.00018486i,9.6226e-05+0.00033561i,0.00064827-1.8957e-05i,5.9269e-05+0.0003162i,-0.00054742+0.0006675i
0.0015766-0.00045054i,0.0026995-0.0017947i,0.0030086-0.0024002i,0.0025749-0.0019051i,0.0013057-0.0015582i,0.00051297-0.00086715i,-7.8757e-05+0.00017221i,-0.00046009+0.00072548i,0.00050343+0.00059901i,0.0013989-6.9602e-05i,0.00072017-0.00067825i,0.00023959-0.00068279i,0.00011064-0.00081952i,0.00016818-0.0013813i,0.00038443-0.0016318i,6.5009e-05-0.0011561i,-6.0333e-05-0.00019575i,0.00029489+0.00023856i,-7.6368e-05+0.00012078i,-0.00048609+0.00013991i,-0.00018931+0.0012178i,-0.00045689+0.0018646i,-0.00033794+0.00068655i
-0.0012121+0.00028996i,-0.0012084+3.1782e-05i,2.2433e-05+6.8659e-05i,0.00026672+0.0010443i,-0.00019801+0.0013999i,-0.00037238+0.0006721i,-0.00020822-0.00037471i,0.00018427-0.00036294i,0.0003567-0.00027033i,0.0007973-0.00064828i,0.00057498+3.1955e-05i,-0.00026817+0.00017768i,-0.0010293-0.00020915i,-0.00084619-0.00028359i,-0.00062105-0.00021004i,-0.0006409-0.00042129i,0.00032698-0.00024455i,0.0010411-5.6512e-05i,0.00064637+0.00060048i,7.6735e-05+0.0011283i,0.00034259+0.00010212i,0.00021191+0.00013409i,-0.00058051+0.0011048i
0.0019982-0.00059189i,0.0019569-0.0019267i,0.0013007-0.0022007i,0.00023638-0.0022763i,-0.00078505-0.0021713i,-0.0015233-0.001362i,-0.0014483-0.00094919i,-0.00093361-0.0015175i,0.00028277-0.0011238i,0.0014801-9.7325e-05i,0.0010171+4.5841e-05i,-6.8129e-06+3.7671e-05i,-0.00021543-9.8282e-05i,-0.00016696-0.00039948i,7.6121e-05-0.00034609i,0.0002162-0.00011332i,-6.5228e-05-0.00037173i,-0.00013706-0.00063377i,0.00074144-0.00062138i,0.00094141-0.00078967i,-0.00026753-0.00034929i,-0.00097755+0.00049454i,-0.0012361+0.00078283i
-0.0010803-0.0017593i,-0.00060021-0.0013887i,-0.00047056-0.0023395i,-0.0010129-0.0024639i,-0.0013633-0.001177i,-0.00072097-0.0011473i,-0.00041629-0.0011943i,0.00059053-0.00061475i,0.00092396-8.7725e-05i,0.00089548-0.00038862i,0.00071765-0.00096552i,3.151e-05-0.00029915i,0.00013531+0.00021411i,0.00049841+0.0001854i,2.1745e-05-1.3625e-05i,-0.00022875-0.00052324i,-0.00028746+5.9511e-05i,-0.00061939+0.00037852i,-0.00019985+6.501e-05i,0.00055509+0.00016385i,0.00097345-0.0006303i,-9.9686e-05-0.00062256i,-0.00038394+8.249e-06i
0.00098863+0.0015763i,0.0024499+0.00074125i,0.0038927-8.2124e-05i,0.0024949-0.0015548i,0.00044403-0.0030195i,-0.00077305-0.0029433i,-0.00072549-0.0022264i,0.00022707-0.0005239i,0.0020577+3.5052e-05i,0.0026554-0.00067717i,0.0018722-0.00066542i,0.0014946-0.00019097i,0.00078445+0.00040982i,-6.5812e-05+0.00053435i,-8.8038e-05-0.00027817i,-0.00016841-0.00046282i,0.00031627+0.00015845i,0.00058115+0.00028192i,0.0003525+0.00080133i,-0.00041931+0.00084803i,-0.00014485+0.00069683i,5.4215e-05+0.00073929i,-0.00081104+0.0002535i
0.002863+0.0010558i,0.0035819-0.00026769i,0.0048427-0.0017787i,0.004271-0.0027217i,0.002426-0.0028171i,0.00042848-0.0018836i,-0.00056979-0.0005526i,-8.0994e-05+0.0001135i,0.0015724+0.000117i,0.0022143-0.00077102i,0.0012586-0.0010317i,-0.00014281-0.00095212i,-0.0008562-0.00075293i,-0.00048487+0.00096479i,-5.2259e-05+0.0019426i,0.00034155+0.0012272i,0.0001463+0.00081799i,-0.00036444+0.0010612i,0.00025635+0.00075919i,0.00016497+0.00056428i,-0.0010435-1.4895e-05i,-0.00036627-0.00043497i,0.00030317+1.8878e-06i
0.00033797+0.00054177i,0.0010451-1.6169e-05i,0.002168-0.00072527i,0.0018613-0.0011577i,0.00078862-0.0016046i,0.00013663-0.0014458i,-0.00066768-0.00010449i,-0.00067384+0.00030694i,0.00033887+0.00094281i,0.0014935+0.00090283i,0.0014176+5.4966e-05i,-9.0122e-05+0.00028511i,-0.00098547+0.00087502i,-0.0012264+0.001235i,-0.00060395+0.00082692i,0.00045461+3.147e-05i,0.00060642+0.00022112i,-8.5256e-05+0.00013283i,-0.00035925+9.9227e-05i,-0.00055495-0.00022822i,-0.0005054-0.00092033i,-2.999e-05-0.00094253i,0.00049367-0.00059181i
