-8.5096e-05+0.00059551i,-0.00053859-4.423e-05i,-0.00022563-0.00092673i,2.1055e-05-0.0011481i,-0.00069364+6.3443e-05i,-0.0012077+0.00039159i,-0.00074733+0.00023043i,0.00057336+0.00057683i,0.0016717+0.00086024i,0.0013637+0.00022332i,0.0011083-0.00046889i,0.0012968-0.00028565i,2.1569e-05-0.00030991i,-0.0010516-0.00040553i,-0.00075041-2.3058e-05i,-0.00014525+0.00053647i,-0.00021499+0.0008632i,0.00025512+0.00070476i,0.0011869+0.00011139i,0.00084364-0.00016928i,-0.0001744-0.0004598i,-0.00026108-0.00072456i,0.00044078-0.00027382i
0.00073655+0.000149i,0.0011236+0.00046755i,0.0012533+0.0012296i,0.0011384+0.00047722i,0.0010945-0.00081358i,0.00074522-0.00021399i,1.9362e-05+0.00048158i,-0.00069778+0.00082383i,-0.00038239+0.00090473i,0.00038816+0.00029657i,0.00073677-0.00012112i,0.00073235-0.00020317i,-0.00013202-3.383e-05i,-0.00038906+0.00068237i,0.00012742+0.0012677i,-0.00022078+0.00096273i,-0.00046639+0.00011837i,-2.108e-06+8.1139e-05i,0.0006082+0.00069702i,0.0007541+0.00030688i,-0.00015046-0.00029258i,-0.00069789-0.00035662i,0.00028948-0.00027588i
0.0001314+0.00012003i,-0.00023915+0.00085896i,0.0001784+0.0011363i,0.00019332+0.00014326i,0.00032597-0.00076531i,0.0015174-0.00032835i,0.00088302+0.00043764i,4.1865e-05+0.00027535i,-0.00078156-0.0004199i,-0.00093239-0.0010575i,-0.00016426-0.00076211i,0.00064026-0.00031724i,0.0010338+0.00017313i,0.00073941+0.0006489i,0.00046817+0.00027539i,0.00019155-0.00026045i,0.00066506-0.00090703i,0.0011012-0.0010881i,0.00053264-0.0005364i,1.5022e-05-0.00029386i,1.3876e-05+0.00023961i,-0.00018462+3.4069e-05i,-0.00029855+5.2258e-05i
-0.00031198-0.00036783i,-0.00054903+0.0010452i,-0.00041739+0.0010309i,-0.00026981-0.00027921i,-0.00051969-0.00062336i,0.00033538-9.9416e-05i,0.0015033-8.0377e-05i,0.0020324-6.1316e-05i,0.0015484-7.7488e-05i,0.00053733+0.00040609i,-0.00017256+0.00040821i,-0.00042441+0.00036194i,-0.00042114+0.0002849i,0.00054929-0.00053461i,0.00065422-0.00086648i,0.00039521+0.00011202i,8.8456e-06-9.0089e-05i,-0.00036908-0.00010661i,0.00012717+0.00042961i,0.00046922-8.5363e-05i,0.00021381-0.00013361i,-0.00042367+0.00019659i,-0.00051082+0.00061748i
0.0025387+0.0010711i,0.0028369+0.0016814i,0.0016564+0.00072853i,0.00095202-0.00072501i,0.0015395-0.0015746i,0.0014673-0.0018599i,0.0010162-0.0015675i,0.00095469-0.00061077i,0.00095531+0.00012904i,0.00026635-0.00021986i,-0.00033997-0.00037553i,5.7198e-05+0.00053247i,0.00031872+0.00078566i,0.00040405+0.00077689i,0.0001763+0.00039289i,-0.00054481-0.00092277i,0.00037314-0.00083685i,0.00069443+8.807e-05i,-0.00011261-6.2743e-05i,-0.00023753+0.00027972i,-0.00057818+0.00060083i,-0.00093679+0.0006466i,-0.00068726+0.00082756i
0.00057939-0.00057151i,0.00017645-0.0002725i,0.00068341-0.00059006i,0.001834-0.00036513i,0.0012356-0.00042465i,-2.5663e-05-0.00052168i,0.00012923+3.5442e-05i,0.00076534+0.00039686i,0.0011254+0.00030371i,0.00053217+4.3733e-05i,7.705e-05-0.00039786i,-9.7962e-05-0.0008791i,-0.00031329-0.00045035i,0.00012623-1.2937e-05i,0.00049277+0.00013214i,0.00040965+9.4258e-05i,0.00064719+0.00082022i,0.00079713+0.00095424i,0.00016172-0.00018996i,-7.1427e-05-0.0008498i,0.000389-0.00051529i,0.0006584-0.00020091i,-5.1758e-05+0.00031041i
0.00066515+0.0007656i,0.0012035+0.0010561i,0.0017908+0.0014196i,0.0017682+0.0015223i,0.00076159+0.0010365i,8.9461e-05+0.00059301i,0.00012189+0.0001321i,0.00020125+0.00069064i,0.00030263+0.00083226i,0.00054845+0.00067879i,0.00064245+0.0010068i,4.0023e-05+0.00071177i,-0.00032677+0.00030302i,2.3494e-05-0.00044338i,0.00042463-0.00077333i,0.00038433-2.9506e-05i,0.00057192+0.00076757i,0.00055188+0.00063549i,0.00022315-0.00015734i,-0.00010319-0.00024127i,0.00027918+4.8724e-05i,0.00074149-0.00035361i,0.00060043-0.00034412i
0.0025831+0.0023106i,0.0030704+0.0018842i,0.0029658-0.00012808i,0.0021943-0.0013381i,0.00090995-0.0014171i,-5.0011e-05-0.00043794i,-0.00084215+0.0006761i,-0.00096425+0.00066285i,-0.00065329+9.6676e-05i,0.0003012+0.00016029i,0.00030295+6.9114e-05i,-0.00064966+1.2576e-05i,-0.00027902+0.00083273i,0.00039237+0.0010071i,0.00013498+0.00053248i,-0.00036334+0.00021196i,-9.9625e-05+0.00024564i,0.00029865+0.00032206i,0.00027266+0.00020368i,-0.0001765+0.00016803i,-0.00012102+0.00013111i,0.00080192+0.00031635i,0.0013204-0.00041468i
-0.0018654-0.00084175i,-0.00083529+0.00040427i,8.546e-05+0.00049738i,-3.3359e-05+0.00017377i,0.00046095-8.5273e-05i,0.00086287+0.00063852i,0.00061375+0.0002792i,0.00048334+0.00032424i,-0.00013597+0.0007377i,-0.00058558+0.00029367i,-0.00030423-0.00062284i,-2.2007e-05-0.0014665i,0.00084654-0.0011129i,0.0013475-0.00041368i,0.00071746+0.00026458i,0.00056074+0.00016261i,0.00067805-3.7446e-05i,0.00033356-0.00021006i,0.00094698-0.0002428i,0.001087-4.4418e-05i,3.1266e-05-0.00045833i,-0.0012602-0.00063352i,-0.0012636-0.00011199i
-0.0020816+0.00050548i,-0.0023543+0.0020266i,-0.0016693+0.0026811i,-0.00051122+0.0018519i,2.9243e-05+0.00029419i,0.0006079+0.00031082i,0.00097632-0.00026741i,0.00040568-0.00092855i,0.00022447-0.00072296i,0.00052535-0.00028263i,-3.8749e-05-0.00019702i,-0.00063521-3.5103e-05i,-0.00082379-0.00056385i,-0.00061487-0.00069481i,0.00080479+0.00015584i,0.00123+0.00029897i,0.00058218+0.00019866i,0.00031906+0.00047092i,0.00039964+0.00072857i,4.3833e-05+0.00076542i,-9.4482e-06+0.00044412i,0.00012472-0.00046977i,-0.00018858-0.00066212i
-0.0018935-0.00028654i,-0.0015228-0.00046737i,-0.001664+0.0006144i,-0.0020306+0.0013434i,-0.00099812+0.00088401i,0.00062233+0.00018684i,0.00089831-0.00054366i,0.0007143-0.0012351i,-0.00024378-0.00092565i,-0.00066455-0.00059582i,-0.00041092-0.00023495i,-0.00063357+2.2197e-05i,-0.00062894-0.00021934i,-0.00069264+6.2257e-05i,-0.00043678+0.00071317i,0.00063155+0.0013157i,0.00079376+0.0015793i,0.00020268+0.00105i,-0.00053706+0.00036399i,-0.00044362+0.00011667i,-0.00040025+4.104e-05i,0.00012506-0.00046361i,0.0004556-0.00061888i
-0.00093938+0.00060433i,-0.00047263+0.00043995i,-0.00043466+0.00076961i,-0.00079684+0.00081722i,-0.00090636+0.001174i,-0.00036117+0.0010163i,-0.00057426-0.00045822i,2.1755e-06-0.001147i,0.00028888-0.00052836i,0.00035423-0.00040374i,0.00046762-0.00040065i,-0.0005402+4.425e-05i,-0.00059389-0.0003205i,-0.00029652-0.00017678i,-0.00043748+0.00022576i,0.00022577+3.4572e-06i,0.000914-0.00011058i,0.00050246+0.00015197i,-0.00050704+0.00019001i,-0.00062521-0.0002075i,-0.000112-0.00041003i,-8.9737e-05+3.1588e-05i,-7.4647e-05+0.00017601i
-0.0011032+0.0016308i,-0.00057882+0.0020442i,0.00056593+0.0022716i,0.0016847+0.0025119i,0.0021558+0.0018075i,0.0013187+0.00056989i,0.00059235+0.00037482i,0.00026085+0.0009323i,-0.00026652+0.00047177i,2.8447e-05-3.8851e-05i,0.00027396-6.5734e-05i,-0.00039868-0.00025462i,-0.00040733-0.00033847i,0.00022062+0.00026479i,-0.00017198+0.00067956i,-0.00056684+0.00015122i,-0.00028065-0.00059552i,-0.00036759-0.00055855i,-0.00050102-0.00025684i,-0.00026136+0.00017095i,-0.00016292+0.00019419i,-1.6819e-05-4.0477e-05i,-0.00023436-0.00080181i
-0.0015817-0.0017377i,-0.0010656-0.00086724i,-0.0013022-3.4496e-05i,-0.00074044+0.00013485i,-0.00015827+8.6416e-05i,-0.00067343+0.0006602i,5.5313e-05+0.0008846i,0.00095139+0.00023829i,0.00046488-0.00026434i,-7.2549e-05-0.00045095i,0.00016455-0.00016577i,-0.00011367-0.00031291i,-0.00025757-0.00069629i,-3.6936e-05-0.00042798i,6.2374e-05-0.00015314i,0.00026865-0.00046598i,0.00073537-0.00043678i,0.00036006+0.00037186i,9.1466e-05+0.00057705i,0.0002907-0.00011547i,-0.00026151-0.0012577i,-0.00054736-0.00085618i,-0.00048988+0.00017414i
-0.00066296-0.002246i,0.00051653-0.0018587i,0.0011888-0.00054672i,0.0011426+0.00041119i,0.0010298+0.00080692i,0.0016037+0.00054759i,0.0018915+0.00033351i,0.0015714+0.00042198i,0.00071914+0.00024579i,0.00014589+0.00015595i,0.00065785+0.00049611i,0.0010093+0.00027794i,0.0003679-4.4486e-05i,-0.00017982+7.9073e-05i,-0.00025306-0.00025312i,4.8799e-05-0.00037099i,0.00021134+8.9807e-05i,0.00011392+0.0002122i,-0.00022668+0.00077276i,-0.00036203+0.00086888i,0.00048734-1.2933e-05i,0.00082147-8.8035e-05i,0.00041938-0.0003256i
-0.00167-0.00078685i,-0.0010081+0.00031867i,-0.00039133+0.0015513i,-0.00052591+0.0011396i,-0.00018461+0.00016931i,0.0013116+7.2553e-05i,0.0020605-0.00042833i,0.001123-0.001022i,0.00011637-0.00066098i,-0.00033607-0.00012348i,-6.3795e-05+0.00036681i,8.1785e-05+0.00046913i,-0.00027721+0.00063427i,-0.00034501+0.0011329i,-0.00040399+0.00094125i,-0.0006108+5.2599e-05i,-0.00065074+0.00024097i,-0.00076241+0.00086522i,-0.0006302+0.00095395i,0.00040448+0.00032679i,0.0010501-0.00045544i,0.00061293-0.00095686i,-0.00035886-0.00017957i
-0.00080276-0.0016706i,-0.00093711-0.00073456i,-0.00046367-0.00013788i,-0.00019872-0.00049878i,-0.00044901-0.00024479i,-0.00037351+0.00043446i,0.00022512+0.0005973i,0.00067033+0.00029712i,0.00039493-0.00055319i,0.00042081-0.00088816i,0.00016045-0.00063736i,0.00011495-0.00020595i,0.00059645+0.00054624i,-1.5261e-05+0.00058648i,-0.00093389+1.5123e-05i,-0.00085827-0.0001853i,8.8738e-05+0.00016987i,0.001341+0.00035349i,0.0014867-3.0352e-05i,0.00075237-0.00024266i,3.6414e-05-0.00016683i,-0.00049719+0.00016495i,-9.6529e-05+4.6408e-05i
0.00083528+0.0011382i,0.00084816+0.0014011i,0.0011511+0.00066112i,0.0014133-9.4419e-05i,0.00062154-0.00023924i,-0.00092255+0.00019012i,-0.0014322+0.00090865i,-0.00092021+0.0015092i,-0.00093312+0.00056348i,-0.00057291-0.0004358i,-9.7205e-05-0.00042572i,-0.00065289-3.5428e-05i,-0.00052068+0.00040353i,2.5349e-05+0.00065729i,0.00010226+2.0814e-05i,-2.7976e-05-0.00084032i,-2.4942e-05+0.00020744i,0.00028096+0.00075404i,0.00062177+8.682e-05i,0.00064683+0.00029615i,0.00050052+0.00091826i,0.00029619-8.9654e-05i,0.00091254-0.0006329i
-0.0032842-0.00055692i,-0.0020977-0.00019707i,-0.0026789+0.00076283i,-0.0027407+0.0024229i,-0.0010585+0.0024093i,0.00025036+0.001343i,0.00063194+0.00025983i,0.00040533-6.0642e-05i,-9.4698e-07-0.00019556i,0.00046113-0.00010744i,0.00082049+0.00075383i,0.00093015+0.00024712i,0.00041264-0.0003332i,0.00019858-8.5624e-05i,0.00046608+0.00048779i,-1.3631e-05+0.00061856i,-0.00010606+0.00054184i,9.9678e-05+0.00023914i,-0.00058111-0.00045008i,-0.001298-0.00055288i,-0.0010273-0.00046418i,0.00015032-0.00085131i,0.00024686-0.00049046i
1.7646e-05+0.00053775i,-0.00043149+0.0015146i,-0.0011012+0.00078245i,-0.001204+0.0001673i,-0.00060573+0.00056451i,0.00034007+0.00096208i,0.0010893-6.1235e-05i,0.0012886-0.00095139i,0.00021784-0.00023184i,-0.00060097-3.5422e-06i,-0.00066408+7.3027e-05i,-4.0926e-05+0.00020451i,0.0005701+0.00043481i,-0.00027842+0.00033954i,-0.00091912+0.00015489i,-0.00037062+0.00058881i,0.00032989+0.00068242i,0.00062212+0.00069628i,0.00030991+0.0003966i,-0.00020652-9.0417e-05i,-0.00043682+0.00041121i,0.00041527+0.0011669i,0.0003537+0.0010969i
-0.0027763+0.00062388i,-0.0032738+0.00088576i,-0.0024628+0.0013506i,-0.0011256+0.0015982i,-0.00013778+0.0014285i,0.00068901+0.00066752i,0.0014679+0.00022332i,0.0016075+0.00062481i,0.00078032-0.00052722i,0.00064574-0.0019033i,0.00052938-0.0018537i,2.4261e-06-0.0011191i,-0.00016456-0.00017297i,-0.0011788+0.00012677i,-0.0016554+0.0005358i,-0.00068805+0.0007452i,7.8208e-05-2.6858e-05i,0.00045713+3.8941e-05i,-0.00013809+0.00042086i,-0.00066894+0.00018391i,-0.00054314-0.00040716i,-0.00012326-0.0010608i,-0.00012822-0.0001477i
0.0019586+0.00059776i,0.0027839-0.0010584i,0.0018046-0.0022049i,0.00090296-0.0021254i,0.00015778-0.0011879i,-1.9655e-05-0.00035342i,-0.00027024-0.00011359i,-0.0003081-0.00035292i,0.00078452-0.0010057i,0.00073348-0.00090275i,0.00026979-0.00020993i,-0.00081264+0.00029904i,-0.0015887+0.00054157i,-0.00079692-0.00027782i,-0.00021936-0.00016605i,-0.00030438+0.0011399i,8.2977e-05+0.0014853i,0.00049795+0.0012907i,-9.0716e-05+0.0011319i,-0.00025797+0.00065135i,0.00011887+0.00015959i,3.72e-05-0.00026537i,0.00010049+0.00025383i
-2.6064e-05-0.00054475i,-0.00015964-0.00010706i,-0.00010094-0.00049467i,-8.1945e-05+0.00015533i,-0.00057119+0.00091272i,-0.0012467+0.00067739i,-0.0013518-0.00066706i,-0.00038798-0.0016527i,0.00078586-0.0016849i,0.00059858-0.0012584i,-0.00040195-0.00082266i,-0.00023485-0.00041582i,2.314e-05+2.3951e-05i,-6.8001e-05+0.0001041i,0.00035453+0.00046526i,0.00035204+0.00068055i,-0.00024225+0.00014778i,-0.00051206-0.00036141i,9.5759e-05-7.9546e-05i,0.00044971-3.9549e-05i,9.2229e-06-0.00037773i,-0.00040825-0.00074476i,-0.000444-0.0014793i
-0.0011696-0.00033623i,0.0013228-0.0009694i,0.0022817+0.00053433i,0.0015696+0.0020505i,0.0001339+0.0020239i,-0.00022025+0.00011485i,0.00041643-0.001262i,-7.7115e-05-0.00089658i,-0.00066232+0.00018744i,-0.00024791+0.00055656i,0.00026916+0.00022006i,-0.00025803+0.0003041i,-0.00040669-0.00026904i,0.00015184-0.00067109i,0.00069938+0.00012991i,0.00079014+0.0010471i,0.00021519+0.0015356i,-1.2122e-05+0.00068769i,-0.00011118-0.00086164i,-0.00011421-0.00052751i,-8.8028e-05+0.00032764i,0.00031838+0.00037263i,0.0001245+0.00038609i
-0.00058871+0.00023762i,-2.8553e-06+0.0011156i,0.00030255+0.0014358i,1.3719e-05+0.0012999i,0.00033252+0.00041036i,0.00075798-0.0001349i,0.00074505+0.00013319i,0.00061394-1.8704e-05i,-2.1084e-05-0.00051256i,-0.00025934-0.00013417i,6.2818e-05+0.00020372i,-0.00075845-5.5449e-06i,-0.0009179+5.2055e-06i,0.00013161+0.00037696i,0.00045322-0.00028749i,0.0007651-0.0012248i,0.00098826-0.0015406i,0.00036392-0.0009065i,3.7521e-05+9.2509e-05i,7.756e-05+0.00028009i,0.00013826-0.00047393i,-0.00019137-0.00057671i,-0.0005444+0.00045358i
-0.00082172+0.0022983i,-0.00081535+0.0016957i,-0.00016329+0.00069079i,0.00088651+0.00074846i,0.0015031+0.00053697i,0.0013002+0.00029626i,0.0010657+0.00062406i,2.2803e-05+0.0003447i,-0.0004765-4.199e-06i,0.00020436+0.00063699i,-0.00024561+0.00046877i,-0.0012814-0.00050726i,-0.0016371-0.0011982i,-0.00071873-0.0010502i,0.00020614-0.00013782i,0.00074299+0.00066068i,0.00065527-4.8354e-05i,0.00055811-0.00051096i,0.00046657-7.8524e-05i,0.00032358-3.0506e-06i,0.00058172+0.00030158i,0.00019468+0.00015446i,-0.00061752+0.0003686i
-0.00073836+9.4229e-05i,0.00051723+0.00056682i,0.00044997+0.00061165i,0.00057457+0.00019137i,0.0018019+0.00040769i,0.0016499+0.0002419i,0.00058029-0.0008219i,0.00011397-0.00090229i,0.00033095-0.0007263i,0.00071355-0.0010949i,0.0007966-0.0012679i,0.00054497-0.0018871i,-0.00054697-0.002255i,-0.00057235-0.0018314i,0.000358-0.00055746i,0.0010994+0.00025208i,0.00052122+0.00024015i,-0.00089573+0.00069852i,-0.00047763+0.00066061i,0.00039318+0.00078527i,0.00031499+0.0011825i,0.0004384+0.0011502i,0.00062983+0.00039714i
-0.0026808+0.00016372i,-0.0019978+0.0021886i,-0.0010559+0.0024279i,-0.00087736+0.0022549i,-0.00073969+0.001434i,-0.0004069-0.00011926i,-9.4646e-05-0.00025659i,8.2149e-05-0.00026645i,-8.738e-05-0.00037309i,3.1898e-05-5.7934e-05i,0.0004562-0.00013748i,0.0004447-9.4474e-05i,0.00047032+0.00058456i,-0.00018922+0.00085205i,-0.00098497+0.0003375i,-0.00019831+0.00038099i,0.00021484+0.00032623i,-0.00047743-0.00044953i,-0.00065508-0.000759i,-1.2883e-05-0.00095113i,-0.0002659-0.00043229i,-0.00088338-0.00026115i,-0.00018657-0.0003715i
-0.00017-0.0014501i,-0.00076211-0.00075401i,-0.0011765-0.00060985i,-0.0014602-0.00016591i,-0.00091687+0.0002835i,-0.00054622+0.00035485i,-0.00043274+0.00025638i,-0.00025524+0.00075287i,-0.00022829+0.0011709i,-0.00073304+0.00026682i,-0.0008648-0.00046724i,-0.00052126+1.1763e-05i,-0.00048026+0.0002832i,-0.00044679+0.00017265i,-0.00051192-0.00045877i,-0.00068447-0.00091275i,-0.00097807-0.00050176i,-0.00069729+0.00034178i,0.0001382+0.00052081i,0.00083166-0.00010558i,0.0008533-0.00033238i,0.00012132-0.00035256i,-0.00050016-0.00028867i
0.0023514+0.0014448i,0.0030176+0.0022404i,0.0031497+0.0016409i,0.0017002+0.00033502i,5.077e-05-0.00025859i,0.0001373-0.0003324i,0.00024039+9.1847e-05i,0.0001446+0.00047941i,0.00040357+0.00020028i,-2.9125e-05-0.00019967i,-0.0007492-0.00034876i,-0.0006489+3.6779e-05i,0.0002723+0.00053159i,0.00051933+0.00052221i,6.7675e-05-0.00015412i,0.00023189-0.00024139i,0.0011377+0.000244i,0.00067903+0.00023907i,-0.00024263+0.00055672i,-0.0006764+0.0011566i,-0.00067715+0.0007827i,0.00018577+0.00050651i,0.00015761+0.00083388i
-0.0016286+0.0006275i,-0.0018349+0.0010787i,-0.00049803+0.0015308i,0.0012531+0.001339i,0.0016221+0.00083342i,0.0013894+0.00014354i,0.0012812-6.2702e-05i,0.00093696+0.0005087i,0.0002388+0.0005247i,-0.00013049-0.00028428i,0.00045454-0.00019616i,0.00029707+0.00012124i,-0.00039674+6.5605e-05i,-0.00032095-0.00084233i,0.00012792-0.0015156i,0.00018078-0.0013249i,7.0728e-05-0.00074884i,5.2781e-05+5.9094e-05i,5.4805e-06+0.00026277i,-0.00029644-0.00044225i,-0.00028522-0.00061774i,0.0001081+0.0004364i,-0.00043966+0.0014002i
0.003435-0.00039701i,0.002408-0.0013303i,0.0013632-0.0019658i,6.8876e-05-0.0025859i,-0.0003537-0.0027026i,0.00038663-0.0014578i,0.00084244-0.00069883i,0.00076132-0.00041625i,0.00066609-0.00021555i,0.0014057-0.00087397i,0.0013651-0.00068931i,-0.00053061-0.00022875i,-0.0014061+0.00029288i,-0.0010785+0.00016497i,-5.7814e-05-0.00032447i,0.00079335+0.00079403i,0.00080821+0.0011378i,0.0006028+0.00018181i,0.00041022+0.00021074i,0.00074261+0.00089454i,0.0013758+0.00095757i,0.0017426+0.00013602i,0.0014485-0.00076609i
-0.0015378+0.0015193i,-0.0019314+0.0014729i,0.00057312+0.00097642i,0.0019137+0.00062031i,0.00080039+0.00014592i,-4.413e-05-0.00036285i,-0.00033692-0.0004656i,-0.00034276-0.00046782i,0.0006943-0.00011924i,0.00069896+0.00030653i,-0.00042906-0.00041301i,-0.00031901-0.00072762i,-0.000116+1.0613e-05i,-0.0003601+0.00051301i,-0.00094453+0.0004123i,-0.0010168+0.00033487i,-0.00028291+0.0006059i,-7.5022e-05+0.000706i,-0.00042931+0.00080303i,-0.00037601+0.00095504i,-0.00073525+0.00044058i,-0.00063551+0.00028185i,-0.00017632+0.00011004i
0.00040871+0.0010173i,0.0010627+6.2891e-05i,0.0019247-0.00012075i,0.0016931-1.7063e-06i,0.00017682+2.6432e-05i,-0.0012617-0.0013343i,-0.0014548-0.0012162i,-0.00069104+0.00026708i,8.5082e-05+0.00076867i,-0.00015487+0.00025307i,-0.00072367-0.00040104i,-0.00099316+0.00034665i,-0.00057292+0.00057383i,3.5477e-05+0.0002822i,-0.00066777+0.00018247i,-0.00096646-0.00035994i,-0.001143-0.00065737i,-0.0012958-0.00067865i,-0.00048635-0.00037296i,-0.00034776-0.00012101i,-0.00042007+0.00025167i,-0.00022147+0.00011667i,-0.00062654-2.7933e-05i
0.0010939+0.0012539i,0.00097685+0.0015071i,0.0012867+0.0005137i,0.00050871+0.00031123i,0.00016678+0.00021536i,0.00034768-0.0004204i,5.1633e-05+0.00010164i,0.00039552+0.00094123i,0.00080238+0.00070749i,0.0002415+0.00065281i,-4.8306e-05+0.00030013i,8.7348e-05-0.00092679i,-0.00028708-0.0013311i,-0.00078742-0.0012441i,-0.00044653-0.00088603i,0.00053632-7.1195e-05i,0.00074459+0.00052691i,0.00044815+1.3435e-05i,8.3907e-05-0.00086211i,-0.00014614-0.0005739i,0.00050003-0.00020059i,0.0014156-0.00041036i,0.0010416-0.00028452i
-0.00015034+0.0010807i,0.0011977+0.00094205i,0.0025725+0.00069565i,0.0028293-0.00017386i,0.0015924-0.00051885i,2.2514e-05+0.00052029i,-0.001075+0.0012031i,-0.00081744+0.0011273i,-6.5276e-05+0.00098409i,0.00036472+0.00058471i,5.0854e-05+0.000462i,0.0002926+0.00019149i,0.00082189+0.00048345i,0.00084389+0.00055987i,0.00072461+0.00023107i,0.00061212-0.00040274i,2.5803e-05-0.00043086i,-0.00011751-5.6631e-05i,0.00027402+2.6737e-05i,0.00015806-6.9537e-05i,-0.00018768+0.00028752i,-4.6178e-05+0.00058047i,0.00030194+0.00057253i
-0.0018118-0.00078426i,-0.0020737+0.00038282i,-0.002069+0.0012498i,-0.001252+0.0019807i,-0.0010099+0.00157i,0.00018272+0.00076789i,0.00074966+4.7185e-05i,0.00057035-0.00068766i,8.4517e-05-0.0008735i,-0.00015364-0.0011358i,-1.4384e-06-0.00086967i,-0.0003021-0.00093972i,-0.00023914-0.0010366i,0.00013035-0.00037181i,0.00036932+5.1862e-05i,0.00054268-0.00045342i,0.00068438-0.0006876i,0.00069505-0.00043429i,0.00030119-0.00043474i,-0.00043313-3.4064e-05i,5.2592e-05+0.00033506i,0.00022786+0.00010574i,-0.00072037-0.00024576i
0.00038656-0.00053854i,-0.0012955-0.00072364i,-0.0015354-0.0011721i,-0.001055-0.0014916i,-0.0019258-0.00056651i,-0.0010514+0.00013767i,0.0010013+0.00058079i,0.0010003+0.00043077i,0.00023391-0.00025206i,-0.00054752-0.00055847i,-0.0011703-0.00080595i,-0.00086115-0.000113i,-0.00019056+0.00051724i,9.2296e-06+8.4377e-05i,0.0002128-9.2301e-05i,0.0010498+0.00043734i,0.00079999+0.00085438i,0.00040084+0.00021896i,0.00044001+8.6624e-05i,-0.00018717-0.00044505i,-0.00010551-0.00077932i,0.00012972-0.00048885i,-7.6023e-05-0.0003944i
8.2142e-05+0.00071725i,0.00045935+0.0007243i,7.1793e-05+0.00026107i,0.00038646+0.00045153i,5.8593e-05+0.00054597i,-0.00069197+3.7931e-05i,-0.0006794-0.00055165i,-0.00040662-0.00057505i,0.00038857-0.00057861i,0.00026424-0.0006954i,-0.00036493-0.00086402i,-0.000563-0.00017425i,-0.00054897+0.00041101i,-0.00064278+0.00011542i,-0.00073279+0.00017778i,-0.00027418-0.0004533i,0.00016509-0.0007933i,0.00045963+0.00010813i,-0.00010201+0.00062396i,-0.00074244+0.00044792i,-0.00093005+0.00058718i,-0.00061274+0.0012175i,-0.00067488+0.0010251i
0.0015164+0.0014399i,0.0013204+0.0013595i,0.0017049+0.00097885i,0.001526-0.00031489i,-0.00023528-0.0010571i,-0.0013472-0.00045256i,-0.0010395+0.0004556i,-8.685e-05+0.0011281i,0.00080777+0.0013954i,0.00096003-0.00020391i,0.00022441-0.00080656i,-0.00024192-0.0001202i,0.00010351+0.0006459i,0.00068851+0.00089117i,0.001071+0.0005039i,0.00098884-0.00017726i,2.0177e-05-0.00051619i,-0.0006434-0.00062193i,-0.00010525-0.00048643i,0.00054372-0.000316i,0.00056636-0.00044659i,0.00016688+1.1135e-05i,3.4626e-06-6.182e-05i
0.0004388-0.0014906i,0.00035616-0.0010095i,0.00041751-0.00045842i,0.00042321-0.00034364i,-0.00011222-0.00022449i,-0.00059558+0.00017152i,-0.00043786+0.0012182i,-0.00013287+0.0020345i,0.00050727+0.0018234i,0.0014698+0.00091902i,0.0013675-0.00032661i,0.00047887-0.00095569i,0.00043041-0.0010346i,0.00040273-0.00024879i,0.00017196+0.00068421i,0.00017086+0.00066706i,3.3005e-05+0.00085187i,0.00031503+0.0010722i,0.00040979+0.0012597i,0.000343+0.00049695i,0.00045827+4.0496e-06i,9.44e-05+0.00011652i,-0.00021045+0.00015952i
2.0523e-05-0.001988i,-0.00076899-0.00021849i,-0.0016282+0.0010529i,-0.0019885-0.00039078i,-0.001294-0.00034362i,3.1713e-05+0.00082507i,0.0012254+0.00077469i,0.0014505-1.8684e-05i,0.0011146-0.00032102i,3.6193e-05+0.000208i,-0.00096492-0.00025807i,-0.00083978-0.0004482i,0.00012954-0.00017408i,0.0005416-0.00025214i,4.3974e-05+0.00018644i,-2.4637e-06+0.00056183i,0.0010379+0.00058261i,0.0011964+0.00042573i,0.00038265+7.231e-05i,0.00023506-0.00019527i,0.00062359-0.00033154i,0.00036024+1.3671e-05i,0.00015817+0.00013118i
0.00014387-0.00068949i,-0.00066226-0.00049126i,-0.0012966+0.00075257i,0.00013263+0.0016737i,0.0009292+0.0019297i,0.0011378+0.00019995i,0.00080677-0.00076921i,-0.00014442-0.00022507i,-5.8016e-05-0.00044039i,0.0005805-0.00041569i,0.00081426-0.00010456i,1.1613e-06+0.0003425i,-0.00081432+0.00040303i,-0.00088093+0.00043475i,-0.00071366+0.00034575i,7.013e-05+0.00040518i,0.00037161+0.00031588i,1.2887e-05-0.00044253i,-7.7877e-06-0.00032805i,-7.3563e-05+0.00013203i,-0.00025345-0.00012887i,9.4398e-05-0.0001551i,8.5705e-05+0.00035448i
