-0.0033714+0.00054645i,-0.0022557+0.00062755i,-0.002243+0.00094997i,-0.0018654+0.00042731i,-0.0012419+0.00075746i,-0.00014384+0.00093548i,0.00058441+0.00082174i,0.0005492+0.00056255i,0.00081394+0.00035284i,0.0012451+0.00064137i,0.00022337+0.000503i,-0.00063006+0.0001514i,-4.4692e-05+0.00055631i,-5.1368e-05+0.00057953i,-0.00014248+0.00012385i,-5.5609e-05-0.00035253i,-3.7472e-05-0.00064941i,8.7736e-05-0.00051744i,-0.00055819-0.0007148i,-0.0011427-0.00087598i,-0.00067241+3.851e-05i,-0.00014901-5.6488e-05i,0.00030189-0.00022087i
-0.0838-0.13131i,-0.13775-0.18767i,-0.16311-0.20506i,-0.14291-0.15975i,-0.082434-0.082104i,-0.014811-0.053339i,0.028114-0.048002i,0.040913-0.026741i,0.027744-0.018401i,0.0090279-0.030159i,-0.0041011-0.041348i,-0.010535-0.035911i,-0.0031094-0.021931i,0.013997-0.019114i,0.031433-0.027595i,0.040357-0.0348i,0.038162-0.031056i,0.027501-0.017027i,0.015949-0.0030883i,0.010782+0.003278i,0.0099857+0.0028557i,0.010472-0.00021394i,0.010659-0.0036165i
0.1386+0.057274i,0.19552+0.078656i,0.20466+0.074293i,0.14775+0.027943i,0.04513-0.018832i,-0.032537-0.018869i,-0.068462-0.013479i,-0.070601-0.017837i,-0.037787-0.010638i,-0.0036712+0.0032783i,0.012215+0.018673i,0.016649+0.02439i,0.0069999+0.016518i,-0.014483+0.012121i,-0.037207+0.017513i,-0.048217+0.02606i,-0.040364+0.027072i,-0.019849+0.0173i,-0.0028082+0.0046277i,0.0025796-0.00614i,-0.00098357-0.01332i,-0.0081726-0.013134i,-0.010642-0.0073142i
-0.14623+0.023901i,-0.21777+0.019107i,-0.27358+0.026469i,-0.27755+0.078947i,-0.21001+0.12282i,-0.10615+0.13063i,-0.0019737+0.12068i,0.045527+0.079827i,0.023274+0.026888i,-0.0079225-0.0010957i,-0.019251-0.012315i,-0.023422-0.015394i,-0.015364-0.0096708i,0.0066827-0.0029573i,0.03274-0.0019978i,0.048447-0.011417i,0.042395-0.020435i,0.023725-0.017969i,0.010635-0.011763i,0.0059339-0.0069839i,0.005292-0.0025677i,0.0084435-0.00097169i,0.010201-0.0033266i
0.10674-0.096101i,0.17302-0.098239i,0.22206-0.084092i,0.21221-0.090929i,0.161-0.097334i,0.10093-0.11362i,0.029392-0.13791i,-0.024268-0.11755i,-0.029888-0.061835i,-0.012628-0.015383i,0.0035295+0.01523i,0.013259+0.027815i,0.0065687+0.025381i,-0.011495+0.02128i,-0.028999+0.020317i,-0.036682+0.023036i,-0.028953+0.02191i,-0.016053+0.011818i,-0.0083502+0.002941i,-0.0066614-0.00019084i,-0.0097062+0.0013825i,-0.012844+0.0065514i,-0.012238+0.011536i
-0.026294+0.13108i,-0.081648+0.15686i,-0.12732+0.16377i,-0.1059+0.16307i,-0.066985+0.14427i,-0.054756+0.13611i,-0.02999+0.14643i,0.0096589+0.12022i,0.016027+0.063731i,-0.0041866+0.028218i,-0.02004+0.01085i,-0.027503+0.0010109i,-0.020474-1.3952e-05i,0.0038588+0.00063485i,0.030411-0.0029139i,0.040918-0.010333i,0.030476-0.012076i,0.012018-0.0032207i,-4.5876e-05+0.007933i,-0.0022463+0.014552i,0.0022429+0.016643i,0.0078422+0.012626i,0.0075512+0.003177i
-0.046689-0.1202i,0.016976-0.16759i,0.12163-0.20641i,0.1828-0.21854i,0.1996-0.19801i,0.19133-0.1795i,0.1309-0.1781i,0.049285-0.13491i,0.01504-0.064422i,0.020737-0.030649i,0.026306-0.022663i,0.024932-0.01487i,0.016421-0.010582i,-0.0043665-0.012356i,-0.030975-0.011937i,-0.043961-0.0018808i,-0.031793+0.0072161i,-0.010927+0.0060079i,2.6985e-05+0.0029956i,0.0022783+0.0021857i,-0.0012583+9.8943e-05i,-0.0060508+0.00012718i,-0.0063626+0.0042665i
0.099296+0.055765i,0.048034+0.1071i,-0.055721+0.16127i,-0.12855+0.1671i,-0.16082+0.12819i,-0.18348+0.10847i,-0.15935+0.11841i,-0.085689+0.10616i,-0.022359+0.069723i,-0.0012854+0.041045i,-0.0045541+0.024773i,-0.005189+0.013548i,0.0029138+0.0065432i,0.017547+0.00072353i,0.031489-0.006251i,0.03215-0.012353i,0.019427-0.012346i,0.0059861-0.0069541i,0.0013395-0.0013048i,0.0032873+0.0032847i,0.0062471+0.003522i,0.0086553-0.001258i,0.0092691-0.006347i
-0.10452+0.024345i,-0.078849-0.043782i,-0.028599-0.1434i,0.0049291-0.1709i,0.050326-0.12332i,0.11614-0.090004i,0.13365-0.080683i,0.082883-0.061703i,0.026094-0.034764i,0.011184-0.021749i,0.018647-0.023928i,0.018459-0.021877i,0.0091551-0.016274i,-0.0084678-0.013038i,-0.02862-0.00469i,-0.034331+0.0050166i,-0.023351+0.0070271i,-0.0076133-0.00025695i,0.0018171-0.0095393i,0.0025904-0.015547i,-0.00085478-0.017197i,-0.0048289-0.012754i,-0.0064606-0.0041283i
0.046589-0.080836i,0.031882+0.0033174i,-0.001267+0.13097i,-0.062683+0.17068i,-0.15429+0.1189i,-0.20617+0.062539i,-0.18802+0.029647i,-0.12519+0.01986i,-0.057924+0.018942i,-0.029615+0.022245i,-0.025221+0.032979i,-0.017016+0.032447i,-0.0072383+0.022424i,0.0086801+0.018493i,0.028077+0.013237i,0.033456+0.0030851i,0.023154-0.0020879i,0.008072-0.0013332i,-0.0029211-0.00032916i,-0.0061156+0.0010993i,-0.0023731+0.0032733i,0.0025158+0.0032622i,0.0044938+0.00025991i
0.03326+0.08689i,0.022979+0.010671i,0.014833-0.08729i,0.066742-0.10708i,0.14448-0.069873i,0.16568-0.015323i,0.14849+0.032454i,0.10994+0.023816i,0.044832-0.010223i,0.0044695-0.018453i,-0.0011182-0.015471i,-0.0049497-0.0085822i,-0.0092154+0.00072234i,-0.015938+0.0042446i,-0.023776+0.0082352i,-0.021811+0.01165i,-0.012744+0.0085465i,-0.0042132+0.0037667i,-0.0018873-5.7949e-05i,-0.004741-0.0037266i,-0.0075134-0.0059092i,-0.0080146-0.0054741i,-0.0060016-0.001305i
-0.080141-0.041774i,-0.027463+0.015182i,0.041871+0.070974i,0.027977+0.078953i,-0.029037+0.056632i,-0.059872+0.0017605i,-0.074996-0.063825i,-0.069648-0.067579i,-0.032193-0.030576i,-0.010489-0.011123i,-0.015349+0.0019881i,-0.014974+0.010924i,-0.010687+0.010208i,-0.0013039+0.0071985i,0.01356-0.00029789i,0.019325-0.0081618i,0.014563-0.008249i,0.0063849-0.0017163i,0.00019923+0.0073232i,-0.0015045+0.014375i,-0.00043291+0.017966i,0.0021742+0.01619i,0.0043237+0.0094462i
0.095806-0.037241i,0.031938-0.070358i,-0.029088-0.093611i,0.010414-0.094802i,0.075604-0.059733i,0.083966+0.018275i,0.076803+0.088111i,0.074052+0.07833i,0.048323+0.028437i,0.025441+0.0092822i,0.021758+0.0048851i,0.018165+0.0036213i,0.015908+0.0047323i,0.010026-0.0013399i,-0.0051824-0.0041599i,-0.016307+0.00049272i,-0.016176+0.0023532i,-0.007174+0.0012275i,0.0023187+0.00056583i,0.0055452-0.00084767i,0.0020271-0.0038066i,-0.0027037-0.004858i,-0.0035645-0.0039106i
-0.054917+0.093724i,-0.00274+0.086096i,0.023421+0.057765i,-0.037101+0.054808i,-0.07862+0.04302i,-0.031267-0.027721i,-0.0011497-0.10915i,-0.023812-0.09665i,-0.020031-0.02837i,0.0049199-0.006774i,0.0058116-0.015715i,-0.0045655-0.018463i,-0.0098659-0.016928i,-0.0078194-0.012978i,-0.0003433-0.011566i,0.0051874-0.010294i,0.0075834-0.005531i,0.0060491-0.0030589i,0.003049-0.0010023i,0.0044531+0.0031386i,0.0073123+0.0074179i,0.0071283+0.0085373i,0.0044971+0.0067711i
-0.023374-0.11832i,-0.067832-0.080031i,-0.081704-0.023223i,-0.039648-0.024952i,-0.013926-0.052056i,-0.053394-0.02222i,-0.070679+0.051906i,-0.030445+0.07115i,-0.0031722+0.0395i,-0.00048353+0.029613i,0.012265+0.03054i,0.026356+0.021319i,0.030885+0.013027i,0.025329+0.0062465i,0.0089579+0.0044849i,-0.0061811+0.0073134i,-0.012199+0.0085152i,-0.0085846+0.0058336i,-0.0010201-0.0016813i,0.0016806-0.009073i,2.6839e-05-0.012762i,-0.0024871-0.011007i,-0.0030513-0.0068021i
0.099653+0.079653i,0.11739+0.036874i,0.09166-0.0090875i,0.031714+0.0033556i,-0.0039485+0.029667i,0.027639+0.005976i,0.052807-0.041533i,0.018439-0.043415i,-0.013799-0.0087799i,-0.015048-0.0040898i,-0.021318-0.021285i,-0.032575-0.022663i,-0.036239-0.013275i,-0.029684-0.0022029i,-0.010999+0.0031327i,0.006703+0.0010321i,0.014621-0.0015127i,0.01142-0.002887i,0.002176-0.0011933i,-0.0025749+0.0029129i,-0.00061862+0.0061675i,0.0027794+0.0057875i,0.0022958+0.0039335i
-0.12774-0.0027525i,-0.11146+0.03689i,-0.038633+0.056133i,0.035874+0.01597i,0.041384-0.037736i,-0.034776-0.039231i,-0.090483+0.006358i,-0.055718+0.026553i,-0.013528+0.0029806i,-0.01526+0.0013026i,-0.0091055+0.024114i,0.010142+0.030065i,0.019246+0.023963i,0.018487+0.017762i,0.0092088+0.012727i,-0.0025186+0.0090753i,-0.0090146+0.0052752i,-0.0066055+0.0029341i,-0.0013292+0.0006777i,-0.0013026-0.0032147i,-0.0052377-0.0070149i,-0.0071268-0.0085143i,-0.0023455-0.0066892i
0.10637-0.08735i,0.077169-0.12195i,0.015434-0.11492i,-0.029886-0.053582i,-0.030902+0.041058i,0.034225+0.10945i,0.099919+0.086311i,0.077277+0.025323i,0.027537+0.0031987i,0.013629-0.0058369i,-0.00087155-0.017602i,-0.019765-0.014028i,-0.025778-0.0051919i,-0.023284-9.6246e-05i,-0.010706+0.00040375i,0.0059097-0.0052279i,0.013297-0.0093981i,0.0089013-0.0086096i,0.00093385-0.003202i,-0.0031612+0.0042007i,-0.0024086+0.0093742i,0.00089646+0.0088413i,5.4379e-05+0.004079i
-0.036633+0.13205i,-0.0052148+0.14248i,0.019685+0.10924i,0.035629+0.063499i,0.05889-0.0084087i,0.032449-0.095293i,-0.028983-0.11408i,-0.031676-0.069652i,-0.0032106-0.040234i,0.00038597-0.020691i,0.0046103+0.0070374i,0.016524+0.019278i,0.019508+0.015686i,0.014769+0.0079638i,0.0026119+0.0020618i,-0.01155+0.0018118i,-0.017858+0.0022715i,-0.013571+0.0011407i,-0.0041817+0.00022552i,0.0016089-0.0011189i,0.00051416-0.0028123i,-0.0026419-0.0029219i,-0.00235-0.00070423i
-0.065144-0.12863i,-0.098749-0.11589i,-0.10386-0.078498i,-0.10989-0.044632i,-0.12384+0.021544i,-0.077682+0.10708i,0.0021007+0.11666i,0.019903+0.055731i,0.0023894+0.023814i,0.011694+0.019193i,0.020147+0.0017624i,0.0094153-0.012835i,0.00078509-0.018013i,-0.0023843-0.020765i,-0.0015912-0.016271i,0.0046642-0.0077721i,0.010292-0.0020145i,0.0084235+0.0015108i,0.0013974+0.0025314i,-0.0018025+0.0036233i,0.0005763+0.0064767i,0.0024305+0.0065336i,-0.00093764+0.0021022i
0.13342+0.060816i,0.15126+0.044389i,0.12881+0.043626i,0.13101+0.04633i,0.15784-0.032229i,0.1259-0.15696i,0.036379-0.18183i,-0.013217-0.093717i,-0.010537-0.024785i,-0.013526-0.011723i,-0.019446-0.0039719i,-0.012177+0.0057041i,-0.0021583+0.0097783i,0.0024621+0.01042i,-0.002244+0.0075798i,-0.011771+0.0067689i,-0.014967+0.0074369i,-0.0097613+0.0063997i,-0.0013131+0.0044829i,0.0046462-8.7373e-05i,0.0046859-0.0044675i,0.0015044-0.0044855i,0.00063829+0.00070198i
-0.14141+0.036562i,-0.13379+0.050589i,-0.093262+0.0056806i,-0.10399-0.056482i,-0.16521-0.028644i,-0.19059+0.081525i,-0.13178+0.14027i,-0.056074+0.094541i,-0.024389+0.043382i,-0.0049362+0.031389i,0.012099+0.014579i,0.011375-0.0057867i,0.006011-0.01359i,0.0034694-0.013111i,0.0060849-0.007347i,0.015018-0.0021363i,0.02023+0.0014165i,0.016765+0.0028089i,0.0085634+0.0003866i,-0.00037022-0.00023782i,-0.0051917+0.00257i,-0.0031826+0.0032563i,-0.00057146-0.0008511i
0.094483-0.12127i,0.07955-0.12821i,0.071425-0.060816i,0.11918+0.019524i,0.19008+0.029947i,0.22057-0.032886i,0.1694-0.075305i,0.086704-0.043003i,0.041562-0.010504i,0.0099628-0.017639i,-0.018826-0.012814i,-0.023399+0.0080635i,-0.014777+0.021245i,-0.0051383+0.024024i,-0.0010502+0.014748i,-0.0064744+0.0028327i,-0.01188-0.0038269i,-0.0099193-0.0057425i,-0.0031444-0.0033769i,0.0035617-0.0013991i,0.0069323-0.0028616i,0.0061279-0.0025217i,0.0060775+0.0029204i
-0.0022844+0.15252i,0.0068225+0.13835i,-0.03398+0.052396i,-0.12491-0.026964i,-0.21456-0.036897i,-0.24734+0.019087i,-0.18448+0.058592i,-0.082854+0.029913i,-0.029018-0.0018133i,-0.0034826+0.0062063i,0.019306+0.010473i,0.022239+0.0021048i,0.01362-0.0032728i,0.0090709-0.0059977i,0.010424-0.0045067i,0.014749-0.0029158i,0.015528-0.0034104i,0.012439-0.0050512i,0.0067316-0.0075885i,-0.0027053-0.0068137i,-0.0097151-0.0012994i,-0.0090998+0.0012108i,-0.0069489-0.0040446i
-0.09671-0.13075i,-0.10234-0.10508i,-0.037411-0.021922i,0.067346+0.071019i,0.18258+0.11728i,0.26407+0.0795i,0.23259+0.0059982i,0.12253-0.017882i,0.049508-0.0084077i,0.019349-0.0134i,-0.0040412-0.010295i,-0.014346+0.0040189i,-0.014318+0.0099331i,-0.011123+0.0075321i,-0.01114+0.0010518i,-0.015912-0.0037822i,-0.018126-0.0051621i,-0.015834-0.0029559i,-0.0096077+0.0022936i,-0.00011782+0.0035231i,0.0064185-0.00079233i,0.0062941-0.0024801i,0.0033971+0.0034533i
0.15453+0.039338i,0.14679+0.01959i,0.057437-0.016275i,-0.051174-0.076321i,-0.15961-0.15337i,-0.24529-0.16945i,-0.22907-0.1071i,-0.13218-0.051812i,-0.061154-0.02328i,-0.026447+0.0054605i,0.00055094+0.014825i,0.012962+0.0052092i,0.013525-0.0018811i,0.01006-0.0041601i,0.0066692-0.0011845i,0.008398+0.0053946i,0.011293+0.0085595i,0.0097817+0.0049306i,0.0035681-0.00082202i,-0.005123-0.00138i,-0.01237+0.0025676i,-0.014754+0.0033073i,-0.012913-0.0020708i
-0.14499+0.066481i,-0.12221+0.077915i,-0.025586+0.063536i,0.076435+0.082395i,0.16527+0.15159i,0.22197+0.1773i,0.18117+0.12333i,0.082973+0.0686i,0.026747+0.040736i,0.011439+0.015958i,-0.0016564-0.00081959i,-0.011152-0.0064588i,-0.015112-0.0079887i,-0.016831-0.005873i,-0.016748-0.0028585i,-0.016089-0.0016575i,-0.01376-0.00061893i,-0.010341+0.0037112i,-0.0056376+0.01036i,0.0025899+0.010456i,0.011591+0.0038166i,0.01482-0.00034787i,0.011184+0.0033963i
0.077655-0.13924i,0.05765-0.14621i,0.0082644-0.10667i,-0.040154-0.12365i,-0.108-0.21251i,-0.17823-0.24327i,-0.16195-0.16144i,-0.078466-0.067414i,-0.029861-0.024318i,-0.022014-0.0030199i,-0.0095834+0.010105i,0.0057516+0.010282i,0.01352+0.0069964i,0.016292+0.0067507i,0.015585+0.0080607i,0.014656+0.0096635i,0.013809+0.0093836i,0.010882+0.0032945i,0.0069049-0.0037127i,0.00051627-0.0037609i,-0.0070157+0.0012676i,-0.0098467+0.0039233i,-0.0064051-3.7046e-05i
0.019565+0.15229i,0.030909+0.14401i,0.018886+0.082283i,0.0042675+0.099601i,0.035413+0.21873i,0.10045+0.28704i,0.11143+0.2174i,0.060744+0.10676i,0.025681+0.044759i,0.020595+0.013371i,0.011396-0.0072065i,-0.0048898-0.0097139i,-0.014783-0.0047447i,-0.015557-0.0028561i,-0.012037-0.0029315i,-0.0089832-0.0070139i,-0.0069013-0.0108i,-0.0037722-0.0077758i,9.7348e-05-0.0023885i,0.0056009-0.0011209i,0.011823-0.0042387i,0.014831-0.0051514i,0.011015-0.00080248i
-0.11265-0.11198i,-0.12057-0.09545i,-0.068954-0.041463i,-0.018143-0.060785i,-0.014424-0.17137i,-0.027845-0.25164i,-0.018358-0.21637i,0.0049592-0.12091i,0.0091915-0.05817i,-0.0041408-0.027386i,-0.005636-0.00086863i,0.0061106+0.014556i,0.016442+0.015075i,0.019864+0.0081139i,0.017406+0.0022436i,0.013174+0.0029852i,0.009742+0.0046251i,0.0073418+0.00095892i,0.0050871-0.0036953i,-0.00024562-0.0040262i,-0.0092477-2.6586e-05i,-0.014075+0.0026451i,-0.010054+0.00051017i
0.15358+0.024573i,0.14898+0.013506i,0.059922+0.013177i,-0.025023+0.076499i,-0.052357+0.18084i,-0.050301+0.23501i,-0.042614+0.18237i,-0.034385+0.082677i,-0.017065+0.030446i,0.0052065+0.013259i,0.0054038-0.00076521i,-0.0074379-0.0043885i,-0.011943-0.0015623i,-0.011745-0.0017565i,-0.011256-0.0051576i,-0.010071-0.0095878i,-0.0083431-0.011365i,-0.0061434-0.0078207i,-0.003998-0.0033865i,-0.0018121-0.002821i,0.0022469-0.0051729i,0.0055901-0.0055243i,0.0035755-0.0032071i
-0.13162+0.073755i,-0.11272+0.082318i,-0.010076+0.038673i,0.090805-0.059813i,0.13857-0.17633i,0.13476-0.23855i,0.08855-0.1921i,0.040614-0.094514i,0.014629-0.039055i,-0.0040774-0.016386i,-0.0090961+0.0033986i,6.6129e-05+0.0088798i,0.007204+0.0039713i,0.0079797+0.0012299i,0.0055324+0.0031707i,0.0040527+0.0082959i,0.0034627+0.011126i,0.0027293+0.0088735i,0.0011574+0.0061023i,-0.0016787+0.0067154i,-0.0054687+0.0091131i,-0.0096814+0.0079105i,-0.0084361+0.0044665i
0.064511-0.13219i,0.044533-0.13699i,-0.023835-0.07046i,-0.098284+0.022357i,-0.16089+0.11345i,-0.19024+0.1712i,-0.15251+0.14915i,-0.083083+0.079746i,-0.034836+0.037637i,-0.008753+0.022297i,-9.7945e-05+0.0061347i,-0.0037199-0.0031401i,-0.0077307-0.0030087i,-0.0082052-0.001149i,-0.0076541-0.0016996i,-0.0074386-0.0040965i,-0.0064442-0.0054902i,-0.0059254-0.0046279i,-0.0064354-0.003247i,-0.0041153-0.0027625i,0.0016573-0.0024698i,0.0064873-0.0021061i,0.0058261-0.0021226i
0.027569+0.1352i,0.047498+0.12605i,0.075476+0.03737i,0.12549-0.054091i,0.19831-0.11108i,0.23514-0.12548i,0.18509-0.085635i,0.097835-0.03183i,0.0378-0.009068i,0.011608-0.0064408i,0.0058833-0.0037287i,0.0041836-0.0025955i,-0.00017337-0.00092617i,-0.0008157+0.0032222i,0.0025475+0.0068811i,0.0047822+0.0092232i,0.0047158+0.0088325i,0.0043768+0.0072145i,0.0043324+0.0076213i,0.0048286+0.0098551i,0.0024952+0.0098301i,-0.0017719+0.0071819i,-0.0025939+0.0058782i
-0.1019-0.093832i,-0.12152-0.075919i,-0.12351+0.0012137i,-0.16291+0.071653i,-0.23754+0.10362i,-0.25626+0.095718i,-0.1748+0.051624i,-0.077384+0.014231i,-0.027322+0.0092552i,-0.0058652+0.012559i,0.0039102+0.0074593i,0.004546+0.003956i,0.0042642+0.0038046i,0.0041573+0.0012825i,0.0020542-0.002614i,0.00039902-0.0058816i,0.0010855-0.007017i,0.00084646-0.00649i,-0.00093155-0.0068543i,-0.001971-0.0086558i,-0.0010854-0.0093487i,0.00091562-0.0066741i,0.0023726-0.0049553i
0.12957+0.013557i,0.1387-0.0058927i,0.1075-0.039208i,0.12632-0.05251i,0.20653-0.045812i,0.24231-0.037865i,0.17194-0.022331i,0.07694-0.0062969i,0.030737-0.0030632i,0.01625-0.0058964i,0.0059915-0.0037339i,-0.00035099+0.0025646i,-0.0013181+0.0071157i,0.0022501+0.0052069i,0.0056028+0.0014729i,0.0046648+0.0010288i,0.0028361+0.0021036i,0.0041593+0.0030408i,0.0070269+0.0045939i,0.007826+0.006044i,0.0053334+0.0057544i,0.00044049+0.00443i,-0.0028219+0.0049126i
-0.10765+0.069802i,-0.10446+0.090814i,-0.062331+0.089081i,-0.076987+0.061255i,-0.16674+0.013127i,-0.21636-0.030692i,-0.16036-0.04909i,-0.075415-0.038942i,-0.030988-0.01691i,-0.01684+0.0012853i,-0.0078729+0.010121i,0.0006428+0.0075793i,0.0052395+0.0018483i,0.0038905-0.00084464i,-0.0003373-0.0035662i,-0.002845-0.0064465i,-0.0018158-0.0067158i,-0.00028759-0.0051256i,-0.0022632-0.0072513i,-0.0063252-0.010769i,-0.0086604-0.0092071i,-0.0071132-0.0053931i,-0.0035115-0.0052693i
0.043281-0.11683i,0.032198-0.13756i,0.012999-0.10973i,0.056597-0.059328i,0.14817+0.00085264i,0.17624+0.060398i,0.11044+0.078446i,0.036984+0.049911i,0.0088976+0.015291i,0.0019194-0.002445i,-0.0044709-0.0050895i,-0.0066941-0.0014105i,-0.0058547+0.0010449i,-0.0040331+0.00032628i,-0.0019543+0.0011038i,-0.0016821+0.0042836i,-0.0028603+0.007171i,-0.0025353+0.0077702i,-2.5418e-05+0.0075989i,0.003359+0.0097405i,0.0070146+0.010258i,0.0075666+0.0066078i,0.0035155+0.0053883i
0.036544+0.11265i,0.054573+0.11899i,0.049884+0.064773i,-0.0090862-0.0044422i,-0.091504-0.064518i,-0.11597-0.10633i,-0.07007-0.097432i,-0.022662-0.052885i,-0.012093-0.017415i,-0.012784+0.0018835i,-0.0068031+0.0076702i,-0.0016665+0.0028791i,-0.0024607-0.00085644i,-0.0041437+0.0021138i,-0.0038577+0.0052296i,-0.001562+0.0026572i,0.0019154-0.00077208i,0.0022063-0.0021922i,-0.0021517-0.0043516i,-0.0069051-0.0079758i,-0.010701-0.0080666i,-0.01037-0.0041592i,-0.0053234-0.0034274i
-0.095369-0.065819i,-0.11903-0.060447i,-0.098392-0.0087342i,-0.033791+0.050842i,0.043387+0.10772i,0.074589+0.14784i,0.048258+0.1242i,0.014445+0.06156i,0.0034791+0.020254i,0.0034406+0.00072859i,0.00047977-0.0065384i,-0.0023725-0.003271i,-0.0028555-0.00080787i,-0.0033571-0.001638i,-0.0025804-0.00042618i,-0.00073997+0.003578i,-0.00085031+0.0063469i,-0.0024783+0.0063016i,-0.0021914+0.007993i,0.004057+0.011248i,0.012607+0.00978i,0.014708+0.005376i,0.0093207+0.0045796i
0.11261-0.0037038i,0.13079-0.017539i,0.090441-0.044672i,0.022557-0.077382i,-0.032979-0.12556i,-0.03812-0.16515i,-0.005671-0.13823i,0.01389-0.067589i,0.011558-0.019039i,0.0073427-0.0008101i,0.0073629+0.0035162i,0.0052735+0.004518i,0.00393+0.0064293i,0.0051321+0.0059404i,0.0052324+0.0016866i,0.0038265-0.0039064i,0.002781-0.0078977i,0.0023959-0.0078724i,0.00095665-0.0083171i,-0.0040103-0.011151i,-0.012756-0.010122i,-0.01659-0.0055008i,-0.011054-0.0038791i
-0.083216+0.070578i,-0.093758+0.093605i,-0.059365+0.10625i,-0.014617+0.12231i,0.0068144+0.15133i,-0.011626+0.15994i,-0.038147+0.11132i,-0.03331+0.046555i,-0.01165+0.013406i,0.00076492+0.0026181i,0.00034461-0.0010822i,-0.00073157+0.00081738i,0.002035+0.001785i,0.0029972-0.0028471i,0.0013734-0.0047739i,6.3069e-05-0.0015398i,0.00043483+0.0016436i,0.0006283+0.0036301i,0.0011884+0.0061715i,0.0066345+0.0090748i,0.014538+0.0080444i,0.015266+0.0031037i,0.0089967+0.0010575i
0.025837-0.098342i,0.032391-0.12814i,0.020849-0.13339i,0.012565-0.14301i,0.021084-0.16523i,0.0398-0.16061i,0.048316-0.10055i,0.034973-0.036283i,0.017317-0.0089904i,0.0084404-0.0026084i,0.0041183-4.8309e-05i,0.00082386+0.0023416i,0.0025741+0.0046856i,0.0063719+0.0027861i,0.0047423-0.0024562i,-5.4671e-05-0.0052076i,-0.0023816-0.0045724i,-0.00077802-0.0041458i,-0.00047241-0.0069313i,-0.0075724-0.010985i,-0.017871-0.009765i,-0.020452-0.0038666i,-0.015416-0.00086759i
0.035187+0.089826i,0.040709+0.11969i,0.040454+0.1165i,0.025701+0.11561i,-0.011492+0.13633i,-0.049344+0.13653i,-0.057627+0.084048i,-0.038576+0.028511i,-0.018488+0.0073081i,-0.0079611+0.0051929i,-0.0044336+0.003523i,-0.0033816-0.0011849i,-0.0039578-0.0034508i,-0.0061825-0.0021707i,-0.00518+0.0011043i,-0.0013654+0.0048007i,0.002096+0.0066763i,0.0030337+0.0066109i,0.0019827+0.0085736i,0.0062375+0.012161i,0.015783+0.01106i,0.019694+0.0057812i,0.014343+0.0032666i
-0.077298-0.054663i,-0.097175-0.083776i,-0.087755-0.088655i,-0.048249-0.092816i,0.018465-0.1109i,0.075837-0.10117i,0.082063-0.053642i,0.046691-0.015312i,0.014529-0.004014i,0.0018758-0.0035073i,-0.00031362-0.0019935i,-0.0004737+0.00050091i,-0.0011477+0.0027516i,-0.00028741+0.0025063i,0.00057067+0.00020158i,-0.0012811-0.0011759i,-0.0014195-0.0010447i,-0.00016873-0.0020469i,-0.0015748-0.0055116i,-0.0083342-0.0091973i,-0.017397-0.0075277i,-0.019299-0.0023765i,-0.012446-0.00026335i
0.090052-0.00050751i,0.12091+0.01725i,0.099306+0.035195i,0.034579+0.060917i,-0.039362+0.083955i,-0.086099+0.06228i,-0.080061+0.012664i,-0.045963-0.01001i,-0.020278-0.0026208i,-0.0072068+0.0069294i,0.0014766+0.0076387i,0.0030019+0.0036857i,-0.0017806+0.00099426i,-0.0035799+0.0030841i,0.00022752+0.0053455i,0.0043662+0.0052163i,0.0051496+0.0035981i,0.0040655+0.0027819i,0.0043528+0.0059444i,0.010271+0.010023i,0.018864+0.009116i,0.020812+0.0044106i,0.015333+0.0012273i
-0.071194+0.045841i,-0.10545+0.046958i,-0.089407+0.025381i,-0.028933-0.013172i,0.036762-0.045575i,0.075333-0.038318i,0.061539-0.0059495i,0.026871+0.0093598i,0.0064048+0.0061183i,-0.0024778+0.0024624i,-0.0049805+0.0040326i,-0.0035199+0.0056999i,-0.00037664+0.0039873i,0.0014945+0.00049944i,0.00096304-0.0026826i,-0.0016997-0.0043274i,-0.0038888-0.0037632i,-0.0030557-0.0042242i,-0.0018448-0.0081936i,-0.0064175-0.012153i,-0.015628-0.01196i,-0.019534-0.0080241i,-0.01501-0.004934i
0.02813-0.077889i,0.056236-0.097297i,0.051924-0.071401i,0.011992-0.020676i,-0.045546+0.0088518i,-0.086649+0.00077394i,-0.072864-0.015839i,-0.031266-0.014421i,-0.0059696-0.0052649i,0.0013252+0.00051405i,0.0016197+0.0030887i,0.0010216+0.0049189i,0.0022961+0.0049861i,0.0023676+0.002544i,0.00046765+0.00093077i,0.00031535+0.0007128i,0.00091122-0.00015857i,8.3477e-05+0.00091793i,0.00056876+0.0048979i,0.0057468+0.0079101i,0.014153+0.0079677i,0.016741+0.0052542i,0.011144+0.0025803i
