-0.00092034+0.00075824i,0.000156-0.00063028i,0.00036104-0.0011773i,-0.00058963-0.001273i,-0.0017846-0.00018757i,-0.0022127+0.0010416i,-0.00056163+0.0011033i,0.0011744+0.001089i,0.0015389-4.7213e-06i,0.0010667-0.00094111i,0.00014543-0.00080061i,-0.00013155-0.00062933i,0.00054841-0.00025409i,0.00091125-0.00030018i,0.00043854-0.00047217i,0.00013602-0.00055241i,0.00041948-0.00041138i,0.00080968+0.00024294i,0.00064397+0.0003126i,7.4984e-05-0.00058805i,-0.00013906-0.00062047i,-0.00070197-1.1848e-05i,-0.00073148-7.7857e-05i
0.0017224+0.0010297i,0.0018086+0.0010498i,0.0014349+0.00078643i,0.0013201+8.6131e-05i,0.0010579-1.3145e-05i,0.00084787+0.00065961i,0.00022408+0.0012953i,-0.00039643+0.0017245i,0.00016057+0.00095515i,2.3969e-05-0.00023831i,-0.0012861-0.00072645i,-0.0021256-0.00023647i,-0.001658+0.00031894i,-0.00082924+0.00074147i,0.00048648+0.0010868i,0.0014811+0.00089189i,0.0021608+0.00023724i,0.0019446-0.00039575i,0.0007726-0.0011432i,0.00052318-0.0014977i,0.00067002-0.0012346i,0.00021873-0.00053312i,-0.00032271+0.00045425i
0.0021008+0.00092053i,0.0017659+0.00093622i,0.00090503+0.00040281i,-0.0014993+0.00041632i,-0.0028742+0.00025868i,-0.0017186+0.00030523i,-0.00049386+0.00029134i,0.00055478-0.00064759i,0.0014767-0.0016463i,0.00077925-0.0014647i,-0.00088393-0.00054544i,-0.00092279+0.00061598i,-9.9279e-05+0.0014361i,0.00017152+0.0010964i,-6.6204e-07+0.0011151i,-5.3294e-05+0.0022271i,-7.3191e-06+0.0020205i,0.00063732+0.00052712i,0.001006-0.00045569i,0.00076029-0.00089127i,0.00030052-0.0011992i,-0.00058885-0.0010938i,-0.0011059-0.00062682i
-0.00033211-7.1335e-05i,-0.00049233-0.0007838i,0.00034612-0.00040506i,0.00093064-0.00063087i,0.0010656-0.00064658i,0.0015679+0.00050179i,0.0020801+0.0012343i,0.0028079+0.0015241i,0.00254+0.0012865i,0.0017673+0.00041942i,0.0017685+0.00042734i,0.0014022+0.0016509i,0.0016063+0.0019728i,0.0014114+0.00087582i,0.00061519-0.00035309i,0.00084641-0.00048825i,0.00067629-0.00036226i,0.00012938-0.00014514i,0.00013927+5.5889e-05i,-0.00034523-0.00030386i,-0.00071758-0.00048521i,-0.0013319-0.00026256i,-0.0016245+0.00019382i
0.0007565+0.0025835i,0.0019844+0.0023832i,0.0017612+0.0038793i,0.0011858+0.0044459i,0.00014403+0.0030081i,-0.00024038+0.0016066i,0.00034534+0.0024091i,0.0015288+0.0032375i,0.002714+0.0022784i,0.0032509+0.0008014i,0.0034108+0.00022203i,0.0025144+0.00031734i,0.0027678-0.00037254i,0.0024743-0.00046804i,0.0012228+0.00049054i,0.00036338+0.00068282i,-0.00035018+0.00010046i,-0.0010295+0.0009914i,-0.0012416+0.0015863i,-0.00041111+0.00091073i,0.00055985+0.00057814i,0.00082482+0.00080323i,0.0010697+0.0006466i
-0.00053773+0.0024257i,-0.00032238+0.0015075i,-0.00022657+0.00093214i,-0.00015844+9.5277e-05i,-0.00050374-0.00047571i,-0.00044046-0.0002085i,0.0013193+0.00048893i,0.0016393+0.00046699i,0.0011328+1.7366e-05i,0.00071974-0.00029462i,0.00056905-0.00078542i,2.4076e-05-0.0015169i,3.111e-05-0.0024845i,0.0006108-0.0018935i,-9.6123e-05-0.00036683i,-0.0012499+5.5492e-05i,-0.0017775-0.00054618i,-0.0011922-0.00063124i,-0.00042473-0.00028729i,-0.00018941-0.00022695i,-0.00027236-3.2749e-05i,-0.000279-0.00029808i,0.0002812-0.00041654i
-0.0018956-0.00058445i,-0.0021266-0.0020889i,-0.001699-0.0017107i,-0.00027299-0.0010233i,0.00035304+0.00030846i,0.00077638+0.0014125i,0.0012175+0.00056019i,0.00028045-0.0010286i,-0.0010101-0.0019268i,-0.0013967-0.0025113i,-0.0010049-0.0028667i,-0.0011116-0.0026285i,-0.00086455-0.0022422i,-0.00019803-0.0018583i,0.00027341-0.001238i,0.00070182-0.0012754i,1.5399e-05-0.0014893i,-0.00029845-0.0013002i,0.00026781-0.00065471i,-0.00034426-0.00039473i,-0.00072933-0.00013645i,-0.00025353+0.0001822i,0.00030675+0.00060488i
5.412e-05-0.0016914i,0.0012555-0.0011039i,-4.3657e-05+3.5689e-05i,-0.0015048+0.0013364i,-0.0019559+0.0027366i,-0.0011691+0.0030272i,0.00017731+0.00151i,0.00074254-5.9877e-05i,-9.3969e-06-0.0012662i,-0.0010043-0.0017533i,-0.0011559-0.0013568i,-0.0019552-0.0011185i,-0.0027439-0.00086607i,-0.0018063+0.00040853i,0.00042632+0.0023356i,0.0018037+0.0029576i,0.0011491+0.0017807i,-6.3048e-05+0.00068527i,9.1558e-05-2.982e-05i,0.0010085-0.00086341i,0.0014342-0.001197i,0.0012513-0.0010424i,0.00051938-0.00030573i
-0.0010128+0.003928i,0.00013038+0.0056965i,-0.00081601+0.0062912i,-0.001251+0.0048451i,-0.00016594+0.0024443i,3.8704e-05+0.001175i,0.00038611+0.00057685i,0.0013004-0.00033773i,0.0011147-0.00061914i,-2.5036e-05+0.00048305i,-0.0014027+0.0015446i,-0.0024161+0.0017318i,-0.0027782+0.0017923i,-0.0018159+0.0011475i,-0.0011442+0.00026517i,-0.0011246-9.9583e-05i,-9.7302e-05-0.00038241i,0.00084153-0.00012252i,0.00072938+0.00062156i,0.00022706+0.00018165i,-3.3537e-05-0.001369i,-0.000373-0.0016991i,-7.5502e-05-0.00099757i
0.0027011-0.0021642i,0.0014493-0.0031715i,0.0015866-0.0036684i,0.0015569-0.0036227i,0.0013332-0.0022163i,0.001307-0.00061111i,0.0013615+0.00063553i,0.0014629+0.0016153i,0.0012018+0.0019032i,0.00035894+0.001554i,-2.8834e-05+0.0019963i,0.00039854+0.0033902i,0.00040277+0.0031001i,-0.00012003+0.0010575i,8.5693e-05-0.00054901i,0.0012829-0.0015429i,0.0012601-0.0020316i,-1.816e-05-0.0015036i,-0.00075838-0.00071037i,-0.0010518-0.000697i,-0.0012845-0.00092934i,-0.0017487-0.00087224i,-0.0019629-0.00076109i
0.0027534+0.00051085i,0.0029724+0.00066203i,0.0040372+0.0010769i,0.0026364+0.0017813i,0.00086909+0.0021551i,0.00064378+0.0015118i,0.0012121+0.0014594i,0.00087917+0.0018363i,0.00056201+0.00095764i,-0.00012374+0.00075741i,-0.0002835+0.0013871i,0.00058203+0.0017392i,0.00054976+0.0018649i,0.00033651+0.0010662i,0.001275+0.00061296i,0.0018044+0.00053624i,0.00023836+0.00071747i,-0.0010254+0.0005996i,-0.0016516-0.00081806i,-0.0018212-0.0016943i,-0.0013523-0.00078141i,-0.0014551+0.00087261i,-0.0016885+0.001181i
-0.0013429-0.00015983i,-0.0035865+0.0017815i,-0.0049341+0.0027803i,-0.0053587+0.0021366i,-0.0042292+0.001303i,-0.0017768+0.00080511i,0.00034886+0.00030031i,0.0013404+0.00023688i,0.0010051+0.00025149i,0.0008389-0.00096313i,0.0014221-0.0016583i,0.0025632-0.0012814i,0.0030607-0.0013569i,0.001537-0.0015943i,0.00017851-0.0013003i,-0.00013647-0.00094646i,-0.0002739-0.00056965i,0.00018154+3.6351e-05i,0.00041782+0.00075872i,5.0638e-05+0.00064097i,-0.001034-0.00046368i,-0.0014421-0.0011297i,-0.00085302-0.00056956i
-0.00093365-0.0040305i,-0.0013648-0.0046226i,-0.0012211-0.0054961i,-5.7405e-05-0.0033673i,0.00085942-0.00071501i,0.0013551+0.0012226i,0.0014533+0.0018938i,0.002388+0.00079263i,0.0034629-0.00027491i,0.002836-0.0015013i,0.0017349-0.0026741i,0.0017828-0.0032449i,0.001504-0.0022698i,0.00032625-0.0013781i,0.0002697-0.001437i,0.00039572-0.00087987i,0.00048258+3.89e-05i,0.00086199+0.00014037i,0.00096544+0.00019468i,0.00083709+0.00022949i,0.00076331+0.00035972i,-0.00010825+0.00094608i,-0.00042537+0.0010182i
0.002324-0.00011013i,0.0037836+0.00058364i,0.0037229+0.0010325i,0.0020432+0.00032489i,-0.00026765+0.00013582i,-0.0011281+0.00033005i,0.00063169-3.8269e-05i,0.0021212-0.00038639i,0.0019979-0.00015833i,0.0015998-8.3241e-05i,0.0010818-0.0013124i,-5.1719e-05-0.0020738i,-0.00091219-0.00074779i,-0.00083025+0.00036574i,-0.00058732+0.0009219i,-0.00018657+0.0013063i,0.00015834+0.00012147i,1.483e-05-0.00025578i,-0.00017353-0.00017755i,0.00021249-0.00072851i,0.00020249-0.0011368i,-0.00022926-0.0014202i,-3.6108e-06-0.00031999i
0.00091169-0.00066024i,0.00074332-0.0009441i,7.288e-05-0.00061529i,-0.0016667+0.00028659i,-0.0026333-5.4605e-05i,-0.0017815+3.9625e-05i,0.000149+0.00020875i,0.001205+0.00013003i,0.00055035-0.00018418i,-0.0012413-0.00074325i,-0.0027232-0.00069024i,-0.0043285-0.00064323i,-0.0044659-0.0013915i,-0.0031949-0.0021074i,-0.0026519-0.0018788i,-0.0020691-0.00075891i,-0.0012852-0.0003664i,-0.00025389-0.0010112i,5.8681e-05-0.00088408i,-3.071e-05+0.00012739i,-0.00060537+1.2658e-06i,-0.00051649-0.00059595i,-1.3766e-05-0.00012567i
0.0016275-0.003959i,0.00074435-0.0050853i,0.00017977-0.005526i,-0.00042963-0.0039968i,-0.00079197-0.0012072i,-2.8882e-05+0.001276i,0.00064248+0.0011884i,0.00060345-0.00017062i,-0.00016095-0.00097524i,-0.002064-0.0012419i,-0.0035423-0.0007516i,-0.0026427+0.00029522i,-0.00090737+0.001026i,-0.00022833+0.00025808i,0.00012056-0.0004694i,0.00093168+0.00016861i,0.0012305+0.00021352i,0.00056022-2.3774e-05i,-0.00045186+0.00023693i,-0.00081941-0.00027793i,-0.0012102-0.001583i,-0.0012228-0.0020432i,-0.0012585-0.0010118i
0.0012316+0.0021245i,0.0016973+0.0031232i,0.0016289+0.0029106i,0.0017058+0.0018088i,0.00066018+0.0010705i,0.0001598+0.00089301i,0.0014222+0.00046212i,0.0011379-0.00054662i,-0.00025739-0.0014112i,-0.00047677-0.0012129i,-4.911e-05+0.00073951i,0.00010269+0.0022112i,0.00014977+0.0020939i,0.0011355+0.001383i,0.0015698+0.0014725i,0.001182+0.0015282i,0.00065498+0.00080969i,0.00032607-0.00031758i,-0.00015634-0.0014204i,0.00053781-0.0017015i,0.0010387-0.00081573i,0.00044869+9.3133e-07i,6.8017e-05-0.00022265i
0.0012602+0.002748i,-5.2405e-05+0.0018332i,-0.0012061+0.0010079i,-0.0011951+0.00055382i,-0.0012029-0.00013716i,-0.0010917-0.00049119i,-0.00024433+0.00036012i,0.0005404+0.0010101i,0.0017433+0.0012801i,0.0026001+0.0010584i,0.0025399+0.00037845i,0.0020521+0.00012551i,0.0015421+0.0007235i,0.0012055+0.00068913i,0.00075803-0.0003863i,-0.00023407-0.0014173i,-0.0007286-0.0016005i,-0.00049467-0.00068218i,-0.00016914-0.00045414i,0.0001805-0.00074322i,7.7666e-06-0.00048226i,-0.00016327-0.00021202i,-2.4061e-05-0.00014253i
-0.0027801-0.0029402i,-0.0020174-0.0026561i,-0.0015409-0.0028524i,-0.0010105-0.0020433i,-0.00083745-0.00082933i,-0.00068271+0.00085715i,0.0014202+0.0020591i,0.0029205+0.0018542i,0.0024939+0.0014402i,0.0017013+0.00085846i,0.0020899+0.00035412i,0.0025824-0.00071489i,0.0018046-0.00065479i,7.3245e-05-0.00031866i,-8.669e-05-0.00087001i,0.00037405-0.00061861i,1.0395e-05-6.356e-05i,9.8345e-05+0.00053216i,-8.0014e-05+0.0018714i,-0.0010789+0.0015022i,-0.00057471+0.00019682i,0.00033041-0.00042728i,0.00036512+0.00047473i
0.00050236+0.00166i,0.00019349+0.0019914i,1.9812e-06+0.0020814i,0.00068108+0.0015881i,0.00078759+0.0019847i,0.00028084+0.0012879i,0.00036923+0.0011157i,0.0010825+0.0015415i,0.0012336+0.0012396i,0.001504+0.00078913i,0.0019128-0.00032306i,0.0014204-0.00026731i,0.00084837+0.00058833i,0.0016249+0.00085663i,0.0016372+0.00088979i,0.00068096+0.0015817i,-0.0007167+0.0015502i,-0.0013535+0.00031143i,-0.00093963-0.00017051i,-4.0228e-05+0.00021253i,-0.00059059+0.00099806i,-0.00055038+0.00084258i,0.0014003+0.0011442i
-0.003906+0.001744i,-0.0041833+0.0012828i,-0.0028433+0.0024192i,-0.0029376+0.0034368i,-0.0023733+0.0026086i,-0.00069755+0.0017636i,0.00014861+0.0014985i,0.00070604+0.0015722i,0.00079728+0.00088069i,0.00019994-0.00025914i,-0.0014583-0.0019297i,-0.0034227-0.0026064i,-0.0032814-0.0022735i,-0.0013953-0.00099763i,-0.00053843+0.00038561i,4.4705e-05+0.00070851i,0.0007898+0.00035812i,0.0009695+1.6565e-05i,0.0010765-0.00059587i,0.00077649-0.0017913i,1.1466e-05-0.0018916i,0.00026886-0.00087796i,0.00032326-3.8655e-05i
-0.0023657-0.0018354i,-0.0029308-0.0015311i,-0.0038258-0.0020135i,-0.0031152-0.0018825i,-0.0019838+0.00050461i,-9.9358e-05+0.0015398i,0.0024294+0.00035247i,0.003127-0.00038688i,0.0022245-0.00094957i,0.00067296-0.0020084i,-0.00073341-0.0029779i,-0.0018344-0.002333i,-0.0013526-0.0010681i,0.00066529-0.00058983i,0.00058232-0.0005752i,0.00029103-0.00026965i,0.0013814-0.00043047i,0.0012159-0.001131i,0.00042994-0.00067418i,0.00057594-0.00017295i,0.00050886-0.00075772i,-0.00022904-0.00098453i,-0.00060578-0.00072876i
0.0014426-0.001009i,0.0011319-0.0011632i,0.0011362-0.0015951i,0.0013895-0.00038567i,0.00057968+0.0009739i,1.808e-05+0.0013946i,0.0014257+0.00065299i,0.002954+2.24e-05i,0.0028684-0.00096366i,0.001749-0.0019877i,8.4185e-05-0.0012405i,-0.001186+0.00080512i,-0.00022282+0.0017407i,0.00033045+0.001648i,-0.000359+0.0016361i,1.3108e-05+0.0004747i,0.00070822+0.00014433i,0.00075358-8.5064e-06i,0.00060461-0.00029447i,0.00075921+2.9246e-05i,0.00076318+0.00027062i,2.334e-05-0.00042506i,0.00022408-0.00094643i
-0.0015105-0.00034737i,-0.0020747-0.0010519i,-0.0017258-0.00040976i,-0.0019527+0.00026064i,-0.0022512+0.00016586i,-0.0011141+0.00096674i,0.00025563+0.0020915i,0.00078325+0.0025281i,0.00065242+0.0016325i,0.00012176+0.0010481i,-0.0010613+0.0014445i,-0.0012521+0.0023818i,-0.00019197+0.0017877i,0.00063552+0.00063176i,0.00059767+0.00044541i,0.00035165-0.00089939i,0.00023864-0.0013048i,0.00014497-0.00093783i,-3.2101e-05-0.00063296i,0.00014706+0.00041784i,0.00013906+0.00081566i,2.6005e-05-0.00023275i,-3.4645e-05-1.8994e-05i
0.001133-0.0029773i,0.00061931-0.0025507i,-0.0010875-0.0026317i,-0.0022031-0.0021314i,-0.0010072-0.0011598i,0.00026778+0.00029142i,0.00026552+0.0011399i,0.00024615+0.0008752i,-0.00048536+0.00093445i,-0.0013117+0.0017446i,-0.00035466+0.0021612i,0.00069799+0.00151i,-0.00030036+0.0010027i,-0.00066447+0.00043526i,0.00075352-3.6297e-05i,0.0010252+0.00017278i,0.00035623-0.00031308i,0.00018697-0.00040593i,-0.00082363-3.8601e-05i,-0.0021242-0.00019114i,-0.0020093-0.00067594i,-0.00179-0.00056955i,-0.0018252+0.00052979i
0.00095491+0.002598i,0.001647+0.0024598i,0.0034187+0.00052737i,0.0036089+0.00061911i,0.0011447+0.0016597i,-0.00066224+0.0011895i,0.00023042+0.00028255i,0.00076556-0.00021587i,0.00091852+9.2697e-06i,0.00058249+0.00094397i,0.00059824+0.0013906i,0.00050435+0.0013124i,-0.00050254+0.0013187i,-0.00082195+0.00083387i,-0.0007703+0.00076239i,-0.0014637+0.0011817i,-0.0017248+0.00081074i,-0.0013576+0.00022155i,-0.00072625-0.00012316i,-0.00037371-6.0803e-05i,-0.00050094+9.8897e-05i,-0.00099821-0.00013001i,-0.0012831+0.00056584i
-0.0021126+0.00060903i,-0.0019065+0.0013453i,-0.00089991+0.0021762i,-0.00099401+0.0024894i,-0.00086219+0.0024997i,0.00049089+0.0019304i,0.0020312+0.00072262i,0.0022222+0.00011387i,0.0017141-0.00011537i,0.0011538-0.00096604i,0.00012428-0.0023403i,-0.0004453-0.0027114i,-0.00034116-0.0014038i,-0.00076872-0.00087974i,-0.00068061-0.0013966i,0.00019711-0.00082313i,0.001087+5.2916e-05i,0.0016117+0.00062464i,0.0020747-0.0003379i,0.0026308-0.0009643i,0.0024774-0.0010611i,0.0016391-0.00099915i,0.00063405-0.00070609i
0.00020127+0.0012247i,-0.0018042+0.0011187i,-0.0036972+0.00093963i,-0.0025414-0.0017419i,-0.00014565-0.002244i,0.0013557-0.00023898i,0.0013041+0.0012957i,0.0017014+0.0013654i,0.0027323+4.1536e-05i,0.0025613-0.0021734i,0.0017856-0.0035612i,0.0012912-0.0031686i,0.0018043-0.0017539i,0.0022992-0.0010301i,0.0016172-0.00073204i,0.00098864+2.6515e-05i,0.00086698+0.0006699i,0.0002988+0.0011468i,-0.00014061+0.00064993i,4.9921e-05-0.00051808i,0.00010696-0.0014805i,0.00035344-0.002451i,0.0010607-0.0019644i
-0.0030284+9.2105e-05i,-0.0039307-0.0012852i,-0.0029079-0.0024217i,-0.00061929-0.00013308i,-0.0011993+0.0028549i,-0.0015735+0.0036251i,-0.00092217+0.0027347i,-0.00030644+0.0019316i,0.00029588+0.0014959i,0.00024053+0.001128i,-0.00063064+0.0013843i,-0.00093392+0.0028847i,-0.00018954+0.0042926i,-0.00027641+0.0032347i,-3.405e-05+0.0015448i,0.00071981+0.00060942i,-0.00020544-0.0012129i,-0.0016028-0.0020944i,-0.002045-0.00029236i,-0.0017045+0.0012168i,-0.0014581+0.0014624i,-0.0013184+0.0016159i,-0.00095372+0.0011939i
-0.0017863-0.00078418i,0.00010139-1.6548e-05i,0.0012632+0.0025921i,0.00010598+0.0050263i,-0.00078635+0.0050918i,-7.6481e-05+0.0028043i,0.00013654+0.0016571i,-0.00013775+0.00087814i,-0.000463+0.00050429i,-0.0022263+0.00061176i,-0.0036467+0.00016529i,-0.0042098+0.00052037i,-0.0035986+0.0013113i,-0.0015632+0.0012509i,0.00025506+0.0011241i,0.0013172+0.00029205i,0.0012966-0.001058i,0.0016609-0.0013868i,0.0019943-0.00059573i,0.0019316-0.00017088i,0.001997+0.00019747i,0.001149+0.00092225i,-0.00020921+0.0014436i
0.0022145-0.001029i,-1.6957e-05-0.0012328i,-0.0032628-0.0031891i,-0.004607-0.0045943i,-0.002163-0.0033687i,0.00024951-0.0018025i,0.0022948-0.0015519i,0.0027273-0.0010541i,0.0012372-0.00078955i,-0.00047411-0.0013534i,-0.00092366-0.0013182i,0.00072039-0.00080943i,0.0019372-0.0012528i,0.0017889-0.0013939i,0.0011689-0.0005495i,0.00089905-7.0554e-05i,0.00103+0.00055803i,0.0011723+0.00031984i,0.00042939-0.00082992i,-0.00031823-0.002233i,-0.00064704-0.0033732i,-0.00061662-0.0036991i,-0.0005184-0.002623i
-0.00056199-0.0012818i,-0.00078849-0.0020473i,-0.0003457-0.0046588i,0.00087967-0.003612i,0.00076746-0.0002781i,0.00067435+0.0014975i,0.0018979+0.0013555i,0.0024177+0.00066462i,0.0015937+0.00020599i,0.00022752+0.00021697i,-0.00090653+0.00044999i,-0.00033554+0.0001105i,0.00057108-0.0013963i,0.0004407-0.0017443i,-5.6141e-05-0.00084143i,-0.00052019-0.00020677i,-0.0016037-1.1837e-05i,-0.0021459-9.8895e-05i,-0.0015251+0.00026373i,-0.00064613+0.00034716i,-0.00075771+0.00016682i,-0.00089993+0.00030251i,-0.00089908+0.00037341i
-0.0023064-0.0017274i,-0.0010645-0.0016536i,0.0011862+0.002095i,0.00060638+0.0054644i,-0.001038+0.0038151i,-0.00025136+0.0017391i,0.0011173+0.0018797i,0.0011914+0.0018971i,0.0011662+0.00094067i,0.00093267-0.00033273i,0.00052926-0.00087404i,-2.9985e-05-0.001538i,-0.00016574-0.0018285i,0.00081247-0.0016063i,0.0012423-0.0015805i,0.0010221-0.0017102i,0.00063302-0.0014884i,0.00041809-0.00058698i,0.00059494+0.0010682i,0.0014504+0.001893i,0.0024182+0.0011934i,0.0013569+9.8121e-05i,-0.00033325-0.00055005i
0.0031819+0.0034351i,0.0021172+0.004948i,-0.0011576+0.0037574i,-0.0029877+0.00092408i,-0.002415-0.00024943i,-0.001562+9.7546e-05i,-0.00041209+0.00046762i,0.0011033+0.00049584i,0.0023881+0.00049431i,0.0024458+0.00053937i,0.0020078+0.00016807i,0.0021384+0.0001535i,0.0019569+0.00064083i,0.0018244+0.00098718i,0.0018547+0.00065439i,0.0014346+0.00013537i,0.00093268+0.00025638i,0.00060285+5.4089e-05i,-9.6559e-05-0.00054821i,-0.00032007-0.0016426i,0.00022093-0.0026018i,0.00060814-0.0025082i,0.00083845-0.0019575i
-0.00042867+0.0054574i,-0.0024435+0.003389i,0.00056323-0.0015829i,0.0038099-0.0039099i,0.0025352-0.0025791i,0.00098845-0.001285i,0.0011195-0.00093506i,0.0013163-0.0011684i,0.001504-0.00058394i,0.0015843-7.2989e-06i,0.00055703-6.6228e-05i,-0.0014363+0.00026445i,-0.0011362+0.0010668i,-0.00015246+0.0020347i,2.4717e-05+0.0022836i,0.00055157+0.0012621i,0.00074383+0.00046212i,0.00039822-0.00032548i,-0.00056786-0.00085137i,-0.0017218-0.00036023i,-0.0030408-0.00021258i,-0.0027553+0.00028177i,-0.0015582+0.0008431i
0.0012476-0.0045726i,0.0023466-0.0051271i,0.0038096-0.00083774i,0.0010853+0.00325i,-0.0019206+0.0028726i,-0.0010698+0.0014918i,0.00037012+0.00014298i,0.0017819-0.0011721i,0.0014993-0.001633i,-0.00056398-0.0020652i,-0.002589-0.0027935i,-0.0035938-0.0025562i,-0.0030553-0.0018747i,-0.0017232-0.0018068i,-0.0010373-0.0014392i,-0.00037173-0.00079441i,0.00027553-0.0001494i,0.00054984+0.00032161i,0.0008575-0.0002399i,0.0013176-0.00026384i,0.0010295-0.00016695i,0.00034603+0.00017233i,0.00021147+0.0012171i
0.0036586+0.00083408i,0.0019922+0.0040957i,-0.0033869+0.0030879i,-0.0058226-0.0011307i,-0.0034039-0.0012569i,-0.00079618+0.0013585i,0.0013509+0.0031515i,0.0019415+0.0037637i,0.00040631+0.0022725i,-0.00092233-9.7459e-05i,-0.0006335-0.00097775i,0.00062012+8.1295e-05i,0.0014894-0.00043959i,0.0012943-0.0011388i,0.00030028-0.00025637i,-0.00011734-0.00032117i,-4.991e-05-0.0001648i,0.00041062+0.00079913i,0.0014727+0.0014803i,0.001558+0.00017848i,0.00081973-0.0024658i,7.9203e-05-0.0027229i,-0.00046453-0.0015232i
-0.0043488-0.0010793i,-0.0057809-0.0035805i,-0.0024124-0.0082193i,0.0021368-0.0067249i,0.0014584-0.0012779i,-0.00045803+0.001716i,-0.0010112+0.0027891i,-0.00078842+0.0028234i,-0.00097202+0.001106i,-0.00059946+0.00017973i,2.5709e-05+0.00079654i,0.00089741+0.0014722i,0.0021448+0.0016875i,0.0019779+0.0019352i,0.0012065+0.0015866i,0.00097123+0.00025773i,-1.2513e-05+0.0003921i,-0.0013505+0.00038452i,-0.0015364+3.5061e-05i,-0.00038746+0.00085188i,0.00037317+0.0012234i,0.00012415+0.00039878i,-0.00058286-0.0011037i
0.0044484-0.0028167i,0.0097179-0.0038088i,0.011093+0.0017826i,0.0053462+0.0052672i,-0.00024496+0.0019467i,-0.0020943+0.00024348i,-0.0015376-0.00064705i,0.00063426-0.0022359i,0.002702-0.0017813i,0.0024545-0.00098939i,0.00083689-0.00057873i,-0.00014535+0.00015479i,-0.00042639+6.8737e-05i,-7.1246e-05+0.00064639i,0.00031432+0.0013019i,0.00032657+0.00014633i,0.00084229-0.0015857i,0.001535-0.0017998i,0.0014285-0.0010871i,0.0017965-0.00038365i,0.0026109-1.8235e-05i,0.0023349-0.00040184i,0.0013977-0.0007844i
0.0039448+0.0061536i,0.00011998+0.010593i,-0.0068248+0.0079845i,-0.0087058+0.0016156i,-0.0039322-0.0014105i,0.00073622-0.00149i,0.0030332-0.0013182i,0.0048772-0.0013014i,0.0052596-0.0003945i,0.0032518+0.0011122i,0.0014733+0.0020414i,0.00038653+0.0010461i,1.1975e-05-0.00077129i,0.00014491-0.0010092i,0.00010435-4.8355e-06i,-5.5642e-05+7.1349e-05i,0.00059622+9.865e-05i,0.0011161+0.0005863i,0.00031296-0.00052102i,-0.00083192-0.0022192i,-0.0011109-0.0022935i,-0.00071479-0.0015808i,0.00014204-0.00082654i
-0.0078543-0.0039288i,-0.011558-0.0095535i,-0.0069793-0.014089i,0.0007714-0.0090115i,0.001638-0.0012727i,0.0010672+0.0017357i,0.0027957+0.0028427i,0.0029903+0.0033836i,0.0012278+0.002137i,-0.0010442+0.00055841i,-0.0020908+0.00042701i,-0.0022514+0.00093176i,-0.0015367+0.0002984i,-0.00066671-0.00066411i,-0.0010245-0.0002681i,-0.00088964+0.00011004i,8.3613e-05-9.6564e-05i,-0.00028866-0.00012929i,-0.0008769+0.00010733i,-0.0018538+8.6035e-05i,-0.0031038+0.00035968i,-0.0027827+0.00049441i,-0.0020705+0.0008088i
0.0078953-0.0038556i,0.016687-0.0030156i,0.018909+0.0050503i,0.0094603+0.0087711i,0.0011677+0.0054838i,-0.00062892+0.0035359i,-0.00049139+0.0032171i,0.00038245+0.002028i,3.9628e-05-0.00014507i,-2.7759e-05-0.0023891i,0.00022932-0.0039308i,0.00047382-0.0044819i,0.0010323-0.003939i,0.0013772-0.0028866i,0.00087635-0.0019518i,-0.00045334-0.0019612i,-0.00051275-0.0018739i,0.00019985-0.00077873i,0.0012094-0.00047579i,0.0022979-0.00081893i,0.0016892-0.00051431i,0.00021466-0.00033854i,-0.0014587+0.00040146i
0.0029818+0.010239i,-0.0025832+0.016362i,-0.012332+0.012483i,-0.013608+0.0020702i,-0.0065248-0.0013647i,-0.0017531-0.00029763i,-0.0012562-0.00010358i,-0.0021032-0.0014929i,-0.0014297-0.0020424i,0.00088705-0.0022477i,0.0017989-0.0022003i,0.0011998-0.00065085i,0.00076499+0.00045358i,0.0009282+0.00078271i,0.0013729+0.00065883i,0.00067668-0.00011438i,-0.00036882-0.0009025i,-0.001102-0.00089481i,-0.00083475-0.00086189i,-0.00021315-0.00061406i,-0.00036772-0.0011113i,-0.00038242-0.0014945i,3.1407e-05-0.00090393i
-0.0091289-0.0051802i,-0.011476-0.014343i,-0.0040782-0.021612i,0.0031816-0.015178i,0.0024319-0.0057139i,0.0010201-0.0030486i,0.00064026-0.0037744i,0.00076453-0.0037447i,0.0012185-0.0029083i,0.0012265-0.0020014i,-9.0415e-06-0.00095201i,-0.0014086+0.00047043i,-0.001841+0.002194i,-0.0011323+0.0025819i,-3.9784e-05+0.0020424i,-6.3767e-05+0.0019815i,0.0001113+0.0018577i,0.00015859+0.0017952i,-0.00046631+0.0020045i,-7.5241e-05+0.0029475i,-5.96e-05+0.0035463i,-0.00071283+0.0026537i,-0.00034211+0.0011844i
