0.00090916+0.0014293i,0.0020363+0.00056913i,0.0010512-0.00073114i,8.698e-05-0.0011278i,-0.00053087-9.0676e-05i,-0.00046435+0.0011544i,0.00073081+0.0018205i,0.0015232+0.0018429i,0.0016513+0.0016681i,0.0014008+0.00043668i,0.0014557-0.00011925i,0.00080459+0.00016599i,-0.00015549+0.00033359i,0.00015773+7.7976e-05i,0.00019922-0.00013563i,-0.00036297+0.00059723i,-0.00067107+0.00028381i,-5.9718e-05-0.0005644i,0.0011094-0.00060369i,0.00083368-0.00075384i,-0.00044242-0.00081769i,-0.00086212+3.077e-05i,-0.00062967+0.00048328i
0.0010945+0.0021413i,0.00069118+0.0016648i,0.0020981+0.0018018i,0.0017369+0.0013633i,0.00060104+0.001314i,-3.4945e-05+0.0011831i,0.00017427+0.00085481i,0.00056826+0.0006445i,0.00042117+0.00023044i,-3.3944e-05+0.00011976i,-0.00020096+0.00045482i,-0.00032411+0.00084174i,-0.00085418+0.0012076i,-0.00064442+0.00063293i,5.0725e-06+0.00056167i,3.9733e-05+0.00080913i,0.00089794+0.00047902i,0.0013977+5.6642e-05i,0.00089435-0.00029579i,0.00014584+0.00028536i,-0.00050289+0.0010064i,-0.00012902+0.00067713i,0.00062153+0.00025411i
-0.0019819+0.0014022i,-0.002589+0.0010565i,-0.0016345+0.0022433i,-0.00028779+0.0023997i,0.0016104+0.0014105i,0.0017817+0.00035273i,0.00056609+5.2735e-05i,3.2968e-05-2.0912e-05i,-0.00023435+2.9519e-06i,-0.00064109+0.00027014i,-0.00051362+0.00098837i,0.0001969+0.00089461i,0.00068357+0.0009368i,0.00044931+0.00081481i,2.5245e-05-0.00033148i,-0.00014657-0.00050914i,-4.1741e-05+0.00031337i,7.9997e-05+0.00064256i,-0.00026538-0.0002226i,-0.00050173-0.00053795i,-0.00046246-1.4496e-05i,-0.00022528+0.000307i,0.00042262-8.2285e-05i
0.0016558+0.00079681i,0.0018467+0.0001872i,0.0018696-0.00075284i,0.0012681-0.0011174i,0.00048117-0.0010612i,8.0315e-05+5.7967e-05i,-0.00022706+0.0010483i,-0.00054718+0.00040734i,-0.00055051-0.00058635i,6.9813e-05-0.0004415i,0.00078907+2.5848e-06i,0.00047683+0.00051975i,-0.00081267+0.00099264i,-0.0011636+0.00025239i,-0.00083417-0.0007348i,-0.00067509-0.0011143i,-0.00081869-0.00052898i,-0.00032324+0.00033564i,-4.3776e-05+0.00040456i,-0.00011089+0.00086289i,7.8426e-05+0.0010037i,0.00036277+0.0007393i,-4.8205e-05+0.00057237i
0.00016795+0.0019261i,0.00068563+0.0023107i,0.00012363+0.0017798i,0.0017759+0.00084704i,0.0030891+7.7224e-05i,0.0022219+3.6396e-05i,0.0022247+0.00016439i,0.0023196-6.0183e-05i,0.0010922-0.00020515i,0.00036897+0.00066606i,0.00075799+0.0013477i,0.00085336+0.00011401i,0.0002297-0.00077538i,-0.00063767-0.0015954i,-0.0010818-0.0019727i,-0.0013315-0.00059095i,-0.00089919+2.3029e-05i,-0.00052757+9.1303e-05i,-0.00060157+0.00029928i,0.00019997+0.00038717i,0.00083159+0.00038064i,0.00047028+0.00054773i,0.00020848+0.00068375i
-0.00074245-0.002088i,-0.0012489-0.0018676i,-0.0023914-0.00058263i,-0.0018672+0.00060062i,-0.00069293+0.00019376i,0.00049666-0.00045432i,0.00014656-0.0004142i,-0.00076056+0.00015035i,-0.00033832+0.00052872i,-0.00054644+0.00044893i,-0.0006522-0.0001176i,-0.00014542-0.00032334i,-0.00061117-0.00044828i,-0.00082471-0.00056198i,-0.00034113+9.273e-05i,-0.0002281+0.00012977i,-0.00036897-0.00038872i,0.00019479-0.00048907i,9.8127e-05-0.00043573i,-0.00072515-0.00075132i,-3.7709e-05-0.00015147i,0.00121+0.0012998i,0.0010827+0.0018539i
-0.0011545+0.00070699i,-0.00049627+0.001412i,0.00018526+0.0021617i,0.00096512+0.0027587i,0.0015302+0.0026082i,0.0013429+0.0013977i,0.00043677+0.00022023i,-0.00011207-0.00056096i,-0.00049692-0.00075367i,-4.2934e-05-0.00032479i,0.00037428+0.00014013i,1.6671e-05+0.00068183i,-0.00033441+0.0010533i,8.7285e-05+0.0011267i,0.00038953+0.00087879i,0.00044373-0.00062502i,0.00043083-0.00048154i,0.00051786+0.00069926i,0.00065568+0.00061656i,0.00073256+0.00013639i,0.00037617+2.5557e-05i,-0.00011384+0.00010754i,-3.0086e-05+6.2379e-05i
-0.0021107+0.0013783i,-0.0028056+0.00056207i,-0.0036222-9.1796e-05i,-0.0029623-0.00023242i,-0.0011253+0.00096112i,0.00033211+0.0016636i,0.00019239+0.00067783i,-6.2061e-05+5.0106e-06i,-6.5554e-05-0.00015225i,-0.00064758-0.0006755i,-0.00085157-0.00034252i,-0.00036788+0.0012501i,-9.7374e-05+0.001605i,0.00048627+0.0014224i,0.00042196+0.0014307i,0.00031734+0.00083562i,0.00040801+0.00038924i,-0.00059177+0.00056429i,-0.00030558+0.0006552i,0.00024069+3.7198e-05i,-0.00035315-6.3244e-05i,-0.00058948+0.000781i,0.00030743+0.00088271i
-0.00052425-0.00017506i,-0.00023302-0.0013162i,0.00026429-0.0023334i,0.00049496-0.0012508i,0.00024477+0.00053153i,-6.7381e-05+0.0010982i,8.5446e-05+0.00042937i,0.00041454-0.00073532i,0.00018185-0.0015863i,-0.00023228-0.0010857i,-0.00064319+0.00070075i,-0.00085576+0.0012207i,-0.00040383+0.00031527i,-0.00029597+0.0002185i,-0.00089617-0.00029341i,-0.00082357-0.00078598i,0.00026931-0.00043267i,0.0013295+3.5856e-05i,0.00088325+0.00039807i,0.000132+0.00011776i,-3.4562e-05-3.6459e-05i,-0.00025589-0.00027789i,-0.00011364-0.0003494i
-0.0018108+0.0023384i,-0.00015937+0.0025187i,0.00021274+0.0019059i,-0.001117+0.0013813i,-0.0015679+0.0012799i,-0.0016088+0.0012585i,-0.0014759+0.00050301i,-0.00059263-0.00078766i,-0.00011979-0.00098304i,-0.0002271-0.00030212i,8.8284e-05+0.00032384i,0.0011102+0.0010976i,0.00097008+0.00056075i,-0.00026608-0.00012036i,-0.0012158-4.5874e-05i,-0.0012109+0.00022339i,-0.00082772+0.00034067i,-0.00068603+0.00019165i,-0.00048905-0.00016562i,-0.00053701-0.00027605i,-0.00030193+1.7451e-05i,0.0001179+0.00019629i,-0.00028136-0.00022752i
-0.0013079+0.00096382i,-0.0020632+9.3888e-05i,-0.002064-5.3033e-05i,0.00029999-0.00050898i,0.0019553-0.00016354i,0.00074249+0.0002994i,-0.00040141+0.00015832i,8.0772e-05+1.7766e-05i,0.00062358+0.00049006i,2.9384e-05+0.00025504i,-0.0010751+0.00053346i,-0.0011806+0.0011227i,-0.0008668+0.00031022i,-0.0018523-0.00017553i,-0.0015852+0.00030282i,-0.00071222+0.00038492i,-0.0010044+0.00032021i,-0.0010001+0.00015085i,-0.00024902+0.00032235i,-1.792e-05+0.00086449i,-0.0008452+0.00072375i,-0.0005585+0.00068294i,0.00012245+0.0011043i
0.00025391-0.00017662i,0.00020905+0.0007279i,-4.3764e-05+0.00085021i,-0.00052679-4.3453e-05i,-0.00061519-0.0003103i,0.00020974-1.8041e-05i,0.00065435+0.00032421i,0.00028324-4.9908e-05i,-5.0468e-05-0.00062408i,-0.00019022-0.00028765i,-0.00027103-0.00036801i,-0.00014966-2.8145e-06i,-0.00035993+0.00080469i,-0.00016156+0.00058474i,0.00069774+0.00013058i,0.0007076+4.9943e-07i,0.00077719+0.00058951i,0.0012237+0.0010311i,0.00058812+2.2284e-05i,0.00030925-0.00081249i,-0.00016604-0.00049669i,-0.00081882+2.9653e-05i,-0.00032081+0.00037399i
-0.0010455+0.0029051i,-0.0011983+0.0035239i,-0.00079004+0.0038715i,0.00023985+0.002954i,0.00092477+0.0016467i,0.000839+0.00082984i,0.00028447-8.3074e-05i,0.00026608-0.00014238i,0.0005159+0.00041963i,0.00046292+0.00026828i,0.00039417+0.00048666i,4.6862e-05+0.00084354i,4.9635e-05+0.0017014i,0.00045807+0.0018069i,0.00091682+0.0014013i,0.00095203+0.001238i,0.00087427+0.00063148i,0.0011098+4.8925e-05i,0.00088938-3.8916e-05i,0.00021942+0.00048236i,0.00038047+0.00089822i,0.00024206+0.00065114i,0.00036441+0.00084991i
-0.0022864-0.0013889i,-0.001652-0.00088515i,-0.0020479+0.00019532i,-0.0013379+0.000602i,-0.0005618+0.00020298i,0.0001761-0.00046634i,0.0007189-0.0013785i,0.00076364-0.0018156i,-0.00030965-0.001036i,-0.0011297+0.00021274i,-0.0011843+0.0008353i,-0.0010601+0.00039882i,-0.00080336+0.00053477i,-0.00072089+0.00078646i,-0.00010352+0.00077954i,-6.1056e-05+0.00058589i,-0.00025785+0.00032977i,3.7027e-05+7.8928e-05i,0.00048925-0.00034339i,0.00017341+0.00011498i,-0.0008234+0.0012334i,-0.00039832+0.0010704i,0.00069146+0.00070371i
-0.0021805-0.00059434i,-0.0026904-0.0010396i,-0.0029479-0.00076522i,-0.001562-0.00017059i,-0.00052203+0.00022012i,0.00025967+0.00038921i,7.6729e-06+0.00026237i,-0.00088205-0.00025017i,-0.0013813-0.00054341i,-0.001262-8.2038e-05i,-0.00077749+0.00038138i,-0.00032661-6.4779e-05i,0.00017116-0.00021627i,2.7229e-05-3.133e-05i,-0.00019333+0.00011335i,9.5735e-05+0.0005699i,-0.00019385+0.00067688i,-0.00069891+0.00022778i,-0.00035979-0.00043687i,-0.00029491-0.00075761i,-0.00060719-0.00011315i,-0.00021928+0.00090637i,0.00038147+0.00086826i
0.00083115+0.00064136i,0.0012854+0.0013153i,0.0019821+0.0018792i,0.0019648+0.0015081i,0.0011835+0.0010069i,0.00012923+0.00088317i,0.00014112+0.00022116i,0.00051195+0.00020396i,0.00097853+0.00050444i,0.00075616+0.00016462i,0.00059325-6.5686e-05i,0.0007117-0.00022805i,-0.00039997-0.0007395i,-0.00084373-0.00085448i,-0.0011402-0.0011715i,-0.0011677-0.00088175i,-0.00042799+0.00028324i,0.0004292+0.00084556i,0.00071872+0.00075131i,0.00017349+0.00037264i,0.00023081+0.00017319i,0.00017525+0.0010076i,0.00031159+0.001409i
-0.00081707+3.1643e-05i,-0.00029126+8.433e-05i,0.00057095+0.00081315i,0.00057829+0.0012472i,-0.00057069+5.741e-06i,-0.00073339-0.0013295i,-0.00025579-0.00099511i,-0.00034842-0.00030318i,-0.00037988+9.4802e-05i,0.00032904+0.00041992i,0.00049393+0.00074572i,0.00021201+0.00074395i,-0.00051196+0.00039279i,-0.00067794-0.00030504i,0.00018211-0.00055113i,-7.8298e-05+5.8534e-05i,-0.0007209+0.00030394i,-0.00065025+0.00049384i,-1.0689e-05+5.1409e-05i,-0.00013731-0.00074191i,-0.0004069-0.000548i,4.1868e-05-0.00013302i,0.00057558+0.00034637i
0.00076001-0.0037558i,0.00069442-0.0025626i,-0.00059975-0.0027097i,-0.00053467-0.0021998i,-0.00074781-0.00055116i,-0.00040688+0.00066437i,9.1138e-05+0.00043437i,3.2095e-05-0.00031954i,-0.00089348-0.00030218i,-0.00091215+0.00010132i,-0.00074421+1.2522e-05i,-0.00070556-0.00027576i,-0.00077659+0.00037583i,-0.00070739+0.00085647i,-0.00037165+0.00051285i,-4.5026e-05+0.00019502i,-1.2815e-05+0.00012533i,-0.00025575-0.00060709i,0.00011039-0.00048118i,6.751e-05+0.00028624i,6.9124e-05-9.4178e-05i,0.00031169-0.00048439i,-0.00024728+3.4486e-06i
0.00017647-0.00052966i,-0.0010148-0.0010839i,-0.0013648-0.0015345i,-0.00031393-0.00060283i,0.00064845-0.00019666i,0.0011235-0.00084223i,0.0011455-0.0012775i,0.00067761-0.00089602i,0.0001546-0.00076526i,0.00030384-0.00080318i,4.6798e-05-6.859e-05i,-7.2672e-05+0.00053485i,0.00030471+0.0002203i,0.00065533+0.00013376i,0.0011694+0.00093987i,0.001253+0.0013153i,0.0010821+0.00027963i,0.00072085-0.00088451i,0.00057508-0.00048656i,0.00056201-9.3481e-05i,0.00020352+0.00014367i,0.00032151+0.00080436i,0.00043876+0.00079912i
-0.00031997+0.0018923i,-0.00019339+0.0024203i,0.00091862+0.0031578i,0.0012832+0.0022347i,0.00058304+0.0005605i,0.00052843+0.00054897i,0.00033703+0.0012079i,0.00084948+0.0006226i,0.0012413+6.2903e-05i,9.4033e-05+0.00017889i,-0.0005357+0.0005644i,-0.00020223+0.00042154i,0.00040591-0.00036801i,0.00034956-0.00074388i,-1.05e-05-0.0002813i,0.00048004-8.6982e-05i,0.00079837-4.1625e-05i,0.0004814+0.00066881i,0.00022958+0.00070509i,0.00018951-7.5688e-05i,-4.7391e-05+0.00030716i,0.00010156+0.0011144i,0.00049614+0.001273i
-0.0023107-0.00059419i,-0.0026987-0.00080133i,-0.0024789-0.00075419i,-0.0021132-0.00024545i,-0.0015+0.00059254i,-0.00034802+0.00074911i,-0.0001102+0.00035311i,5.0687e-05-0.0006343i,0.0001569-0.0013453i,-0.00068895-0.00050766i,-0.0010967-0.00012986i,-0.00061666-0.00032235i,-0.00037637-2.665e-05i,-0.00082355+0.00033596i,-0.00064405+0.00062255i,-0.00028834+0.0011007i,-0.00067139+0.0016342i,0.00016867+0.0012926i,0.00066198+0.00032247i,0.00058018+0.00049927i,0.00017203+0.00062247i,-0.00041006+0.00053948i,-0.0004694+0.00087233i
-0.0017678-0.0015146i,-0.001116-0.0017048i,-0.0013042-0.0012428i,-0.0011462-0.00047239i,-0.0007853-8.9513e-05i,0.00040729-1.8515e-05i,0.0010256+0.00048241i,0.00059361+6.2899e-05i,0.00032552-0.00098422i,-9.3586e-05-0.00089667i,1.141e-05-0.00047092i,0.00039116-0.00026485i,-5.6136e-06-0.00024219i,-0.0011697-0.00012771i,-0.0015437+0.00014899i,-0.00058301+0.00039098i,-0.00040506+0.00050542i,-0.00091144+0.00043145i,-0.00060317-0.00051393i,0.00027789-0.00054198i,-0.00020385+0.00038357i,-0.00075751+0.00051357i,-0.00062727-6.5118e-05i
0.00054132-0.0018886i,0.0015201-0.0015699i,0.00049773+0.00077537i,-1.0139e-05+0.0017019i,0.00028471+0.00085969i,0.00034446+0.00035223i,0.00064114+5.0206e-05i,0.00094613-4.3836e-05i,0.00085745-0.00029294i,0.00049991+0.00018618i,-0.00036104+0.00095902i,-0.00084899+0.0010793i,-0.0010537+0.0014022i,-0.0013931+0.0016237i,-0.00080157+0.0012366i,-0.00076344+0.00093004i,-0.0013409+0.00097884i,-0.0010569+0.00070891i,-0.00069061+0.00065331i,-0.00041078+0.0010872i,0.00018678+0.0010987i,0.00028166+0.00098226i,-0.00027318+0.00040015i
-0.00035278-0.001223i,-0.00020202-0.00093948i,-0.00053392-0.0011023i,-0.00075954-0.00026415i,-0.00054142+0.0005233i,-5.3571e-06+0.0011161i,0.00037297+0.0012255i,3.7737e-05+0.0005168i,-0.00059704+0.00051959i,-0.001233+0.0010869i,-0.0011147+0.0015674i,-0.00074611+0.0014527i,-0.00075435+0.0015715i,-0.00082938+0.0011361i,-0.00050051+0.00070412i,-0.00024869+5.177e-05i,0.00040985-0.00036773i,0.00071895+2.7238e-05i,0.00073249+0.0006503i,0.00072681+0.0012879i,-0.00011619+0.0010167i,-0.00079785+0.00026232i,4.4087e-05-0.00023516i
-0.0020565+0.0014277i,-0.0034722+0.00082661i,-0.0035578+0.00101i,-0.0018246+0.00047761i,0.00029288-0.00014585i,0.0012051-0.00041213i,0.00099379-0.001155i,0.00070612-0.0012025i,-0.00014275-0.0007i,-0.00062115+0.0002231i,-0.00077056+0.0001482i,-0.00033683-0.00039045i,0.00026265+1.9933e-05i,0.00064986+2.7767e-05i,0.00073277-0.00018386i,0.00078954+6.4619e-05i,0.00034729+0.00043006i,0.00014952+0.00033535i,0.00039688+0.00055481i,7.9824e-05+0.00076897i,-6.7884e-05+0.00074411i,0.00027356+0.0011519i,0.00020067+0.0019287i
-0.0020898-0.00092998i,-0.0015017-0.0011462i,-0.00088884-0.00038489i,-0.00029106+0.00055948i,-0.00051712+0.00018662i,-3.5723e-05-7.0712e-05i,-6.4997e-05-5.9783e-05i,0.00018181-0.0001734i,0.0013997-7.5417e-06i,0.0014008+0.00038975i,0.00046094+0.0010008i,6.8421e-06+0.0014873i,-0.00019576+0.0005347i,0.00035637-0.00044856i,0.00071292+2.3852e-05i,0.00092995+0.00085886i,0.00091075+0.00090977i,0.00017677+0.00053203i,-6.8128e-05+0.001168i,0.00019257+0.0010395i,-9.729e-05+0.00010312i,-0.00061388+0.00011817i,0.0002217+0.0010165i
-0.0014645+0.00073191i,-0.00176+0.0022507i,-0.0017469+0.0029603i,-0.00067663+0.003709i,-0.0001826+0.0035933i,0.0011371+0.0021879i,0.0016905+0.0011133i,0.00065181+0.0004563i,-0.00039972-0.00051596i,-0.0011313-0.00039865i,-0.0013386+0.00036697i,-0.00020311-1.1262e-06i,-0.00029852-0.0010156i,-0.0013678-0.0015776i,-0.0012846-0.0010025i,-0.00021502+0.00050575i,8.2497e-05+0.0013232i,-9.2969e-05+0.0012079i,-0.00015325+0.00045182i,-0.00063213+0.00037274i,-0.000868+0.00023237i,-0.00066843+0.00029831i,-0.00073618+0.00068637i
-0.0016653-0.0029765i,-0.0019858-0.0034547i,-0.0022119-0.0045908i,-0.0012568-0.0035427i,-0.0002834-0.0020378i,0.00027156-0.0015205i,0.00057065-0.0013995i,0.00022101-0.0012538i,-0.00046387-0.0021307i,-0.00098461-0.0022352i,-0.0011168-0.0015378i,-0.00092268-0.00095769i,-0.0013435-2.898e-05i,-0.0016368-8.4589e-05i,-0.0017473-0.0011838i,-0.0014163-0.0014442i,-0.00050416-0.0002333i,0.00027688+0.00013956i,0.00086598-2.0272e-05i,0.00024948+0.00035597i,-0.00093889+0.00059737i,-0.00051719+0.00048632i,0.00029956+6.2857e-06i
0.0004524-0.0016297i,0.0022624-0.00034901i,0.0022983+0.00015754i,0.00055705-3.2695e-05i,-0.00021298+0.00046748i,-0.0004406+0.0013691i,-0.00064551+0.001185i,-0.00046496+0.00040101i,-9.9084e-05+0.00023651i,-0.00037681+0.00044744i,-0.00043135+0.00070634i,-0.00047444+0.0010778i,-0.00096981+0.0011744i,-0.0010332+0.0015093i,-0.0011064+0.00099569i,-0.00085758-0.00044357i,-0.00017862-0.00077843i,0.00026014-0.00034529i,-0.00073272-0.00014301i,-0.00066703+4.8601e-05i,0.00034035+0.00017991i,5.9349e-06+5.632e-05i,-9.7169e-07-0.00028933i
-0.0018317+0.0032868i,-0.0027277+0.0042542i,-0.0029063+0.0044581i,-0.00055841+0.0031972i,0.0014045+0.0016151i,0.0019996+0.00039619i,0.0012592+0.00018031i,0.00061228-0.0001908i,0.00071307-8.8993e-05i,0.00046511+0.0008762i,-0.0003879+0.0013592i,-0.00083535+0.0020831i,-0.0011124+0.0021697i,-0.00054673+0.0013345i,-4.3511e-05+0.00081066i,0.00026839-0.00019109i,-8.0376e-05-0.00012483i,-0.0007437+0.00017408i,0.00021547-0.00065246i,0.00076438-0.0005154i,5.8007e-05-0.00041417i,0.00024189-0.0003157i,0.0008645-0.0001595i
-0.0009507-0.0023178i,-0.0012089-0.0026937i,0.0003602-0.002999i,0.0011248-0.0019322i,0.00062091+0.00013041i,0.00029915+0.00076725i,0.00035949+0.00017418i,-4.8311e-06-0.0001377i,-0.00026421-0.00012718i,-0.00033858-0.00023414i,8.5165e-05-4.4329e-05i,0.00017581-9.9921e-05i,0.00035542-0.00067359i,0.00037107-0.00018261i,0.00088664+0.00034478i,0.0012384+0.00031767i,0.00065461-0.00019095i,0.0001291-0.00012418i,-9.5988e-05+0.00031072i,0.00010686+0.00042445i,0.00023732+0.00026521i,-0.00063804+0.00010798i,-0.00097449-6.2973e-05i
0.0015116-0.00045857i,0.0023788-0.0004045i,0.0021453-5.5383e-05i,0.0016846-0.0011663i,0.00059536-0.0017251i,0.00020166-0.00093793i,0.00051137-0.00065389i,0.00084077-0.0005227i,0.0016554-0.00025185i,0.0023945+0.00056162i,0.0019216+0.0012701i,0.0014508+0.001124i,0.00097512+0.00013436i,0.00059437-0.0009119i,0.00060974-0.00094716i,0.00043903+6.132e-05i,0.00034537+0.00055514i,-3.2807e-05+0.00067571i,-0.0001248+0.00014938i,9.1476e-05-0.00056437i,0.00018283-0.00038943i,0.00039076+1.4015e-05i,7.6316e-05+0.00051792i
-0.0040811+0.00072653i,-0.00547+0.0014275i,-0.005677+0.0025548i,-0.0029423+0.0028532i,-0.00082925+0.0023166i,-8.1813e-06+0.0017215i,6.5757e-06+0.0008117i,-0.00014755+0.00024522i,-0.00049923+0.0002662i,-0.00047314+0.00081946i,-0.00044797+0.00026476i,-0.00034114-0.00059877i,-5.505e-05-0.00026223i,0.0003881+0.00060362i,0.00065146+0.00094332i,0.00012949+0.00091873i,0.00028668+0.00050454i,0.00044004+0.00035778i,-0.00019044-0.00020093i,-0.00040392-3.5225e-05i,-4.6257e-05+0.0013114i,0.00034287+0.0015657i,0.00025286+0.0013903i
-0.00075808-0.0010533i,-2.7691e-05-0.0014991i,-0.00075384-0.00099609i,-0.00082321+0.00010221i,-0.00013302+0.0010469i,9.6501e-06+0.001266i,0.00055073+0.0005491i,0.00049708-0.00016552i,-0.00039653-0.00058214i,-0.0011076-0.0010454i,-0.00021243-0.0013357i,0.0002714-0.00083936i,5.9968e-05-0.00050036i,-1.764e-05-0.0002278i,-0.00030808+8.8753e-05i,-0.00066927+0.00019125i,-0.00041082+0.00082146i,0.00027371+0.0009597i,0.00031904+0.00079002i,-0.0001001+0.00090456i,-0.00013901+0.0011327i,0.0005298+0.0015166i,0.0010727+0.0012608i
0.00058257+0.00025727i,0.00099194+0.00085624i,-9.1607e-05+0.00073191i,-0.00011336-5.2706e-05i,0.00054965-0.00021409i,0.00037672+8.1699e-05i,0.00044303+0.00061259i,-0.00023915+0.0008041i,-0.0009585+0.00017114i,-0.001179-0.00025361i,-0.001615+0.00011511i,-0.0020749+0.0009092i,-0.0012448+0.0017973i,-0.00020441+0.001796i,-6.8473e-05+0.0012496i,-0.00027961+0.00020016i,-6.6584e-05-0.00031732i,0.00050882-0.00010089i,0.00014821-0.00042516i,-0.00057901-9.4587e-05i,-0.00078526+0.00041283i,9.2292e-05+0.00027841i,0.0012355+7.4447e-05i
-0.0010066-0.00020801i,-0.0012798-0.0010635i,-0.0023633-0.0013541i,-0.0013988-0.0015526i,0.00068446-0.00048369i,0.0021042+0.0012222i,0.0015298+0.001481i,0.00017749+0.00068015i,-0.00026525-0.00022662i,-0.00070298-5.8595e-05i,-0.0011757+0.00047234i,-0.00081408+0.0010047i,-0.00045099+0.0014706i,-0.00055905+0.0011121i,-0.00040829+0.0010518i,0.00017103+0.0015933i,0.0006457+0.00091359i,0.00059036+1.81e-05i,0.00060546+0.00062973i,8.5283e-05+0.0011434i,-6.1396e-05+0.001169i,0.0002765+0.0012944i,0.0005564+0.0012046i
0.0023114-0.00057785i,0.0015546-0.0011968i,0.0016641-0.00049598i,0.00086706+0.0011246i,-0.00024781+0.00086596i,-0.00018828+0.00056932i,-0.00014468+0.00020016i,-4.5955e-05-0.00097736i,0.00026924-0.0010863i,-0.00016119-5.1754e-05i,-0.00040987+0.00092521i,-0.00030327+0.00074151i,-5.4029e-05-7.4266e-05i,0.00037797-3.6753e-05i,0.00055035+9.2603e-05i,0.0001861-0.00051921i,0.00016795-0.00072611i,0.0010473+0.00011489i,0.0011238+0.00042239i,0.00093876-0.00033503i,0.00040476-0.00029323i,0.00010203-3.0039e-05i,0.00087813-0.00040207i
-0.0010397-7.3924e-05i,-0.0005394-0.001186i,-0.00066284-0.0011342i,-0.0010842-0.00027733i,-0.0014158+0.001042i,-0.00084999+0.0016113i,-2.6997e-05+0.0016242i,0.00058513+0.0012184i,0.00081781+0.00061981i,0.00090342+0.00093146i,0.0016327+0.00098189i,0.0024725+0.0011418i,0.0015335+0.00092565i,9.599e-05-1.0693e-05i,-0.00046003-0.00052364i,-0.00047309-0.00074148i,5.5138e-05-0.00068915i,0.0004425-0.00024582i,0.00034421+0.00022278i,0.00013271+0.00051597i,0.00032964+0.00064284i,0.00065859+0.001417i,0.000824+0.0010456i
-0.00059536+0.00091332i,-0.00041685+0.00055133i,0.00038604-0.00034321i,0.0006596-0.00039432i,0.00087187+0.00047379i,0.0016438-0.00024057i,0.0016749-0.00084913i,0.00038281-0.00046504i,-0.00063929-8.2162e-05i,-0.00028406+0.00028215i,-0.00010198+0.0002839i,-0.00015157-0.00040712i,0.00026856-0.00043887i,0.00065884+0.00026064i,0.00031728+0.00016042i,-0.00076736-0.00021012i,-0.000715-0.00049402i,0.00041289-0.0004838i,0.0005141-0.00069025i,0.00055583-0.00019731i,0.00018629+0.00058229i,-0.00081349+0.00099616i,-0.0014239+0.0013603i
-0.0012365+0.00092332i,-0.0010959+0.0014809i,0.00029298+0.0021738i,0.00047213+0.0015947i,0.00027897+0.00083011i,0.00066614+0.00018872i,0.00037161+0.00043442i,0.00014412+0.00057518i,-0.00027919+0.00047565i,-0.0011926-0.00062228i,-0.0015139-0.0020176i,-0.0012414-0.0018692i,-0.0012859-0.00077105i,-0.0014525+1.9145e-05i,-0.0014082+0.00035294i,-0.0017068+0.00026666i,-0.0011776+0.00049685i,-0.0003954+0.0015404i,-0.00082016+0.0016239i,-0.0011388+0.00065581i,-0.00099866+0.00039133i,-0.00060585+0.00045925i,-0.00022063+0.00055115i
-0.00051898-0.0005298i,-0.00022286-0.0013376i,0.00029799-0.0018215i,1.363e-05-0.0012246i,-0.00017492-0.00020168i,-0.00037424+0.00075454i,-0.00052467+0.00077957i,-1.6102e-05+0.00019493i,-0.00046951-0.00089932i,-0.0014571-0.00064732i,-0.0012889+6.2112e-05i,-0.00056711+0.00019298i,-0.00061568+0.0010071i,-0.0010966+0.0013738i,-0.00085513+0.00138i,-0.00056411+0.00096397i,-0.00066784+0.00041588i,7.9056e-05+2.558e-05i,0.00067645+0.00021265i,-0.00046289+0.00013985i,-0.001331-0.00041818i,-0.00071638-0.00045805i,0.00011966-0.00039429i
0.00063871-0.0018935i,-5.604e-05-0.002486i,-0.0014453-0.0028031i,-0.0016139-0.0017632i,-0.00088827-0.00084135i,-0.00029453-0.00025372i,0.00019373-3.1183e-05i,8.9674e-05-0.00017654i,-0.00031479-0.00021376i,-0.0016016+5.5836e-05i,-0.0026051+0.00041791i,-0.0016937+0.0016239i,-0.00083396+0.0027079i,-0.00090079+0.0017485i,-0.00066727+0.00094384i,0.00042537+0.0012967i,0.00066734+0.0013764i,0.0010641+0.0010204i,0.0014011+0.0010052i,0.0007887+0.00078129i,0.00032782-0.00021338i,0.00027115-0.00070978i,0.00073863-0.00027192i
-0.0013407+0.00030293i,-0.00088294+0.00092919i,-0.00030023+0.00085952i,0.00013097+0.00075309i,0.00039585+0.00012055i,-0.00035349-0.0013127i,-0.00046124-0.00088661i,0.00011971+7.3831e-05i,1.2391e-05+0.00064478i,-0.00044705+0.0020776i,-0.0010913+0.0033309i,-0.0013918+0.0030488i,-0.00086431+0.0015449i,-0.00036324+2.175e-05i,-0.00028738-0.0001733i,-0.00030298+0.00012101i,0.00024153-1.3782e-05i,0.00094984+0.00014307i,0.00082517+0.00046601i,0.00016033+0.00079729i,-0.00037574+0.0012047i,-0.00052765+0.00096179i,-0.00074843+0.00088213i
