-0.0013421+0.0011969i,-0.00087079-0.00041159i,-0.002491-0.00039546i,-0.002357-0.00052348i,-0.0017189+0.00088323i,-0.002249+0.001739i,-0.0014142+0.0016148i,0.00022241+0.0018083i,0.0017027+0.0016291i,0.0020176+0.00058935i,0.00146-0.00060191i,0.001223-0.00030244i,0.00088377-0.00045187i,0.00092202-0.0013323i,0.00033186-0.0006362i,-0.00036946+0.00013154i,0.00028195-9.1952e-05i,0.0010081+0.00029326i,2.7726e-05+0.00076606i,-0.00069305+0.00039061i,-0.00042463-0.00039423i,2.5358e-05-0.00025858i,0.00048165+0.00030059i
-0.0020106-0.00028975i,-0.001162+0.00077645i,-0.00085746+0.0023116i,2.308e-05+0.0023032i,0.00082592+0.001439i,7.3356e-05+0.0004502i,-0.00013461-0.00022067i,0.00045419+2.9037e-05i,0.0001156+0.00038505i,-0.00017978+0.00037967i,0.00046679-0.00039575i,0.0010777-0.0013925i,0.0011452-0.0010828i,0.00020627-0.00071131i,-2.6816e-05-0.00092804i,-0.00022956-0.00056129i,-0.00080709-9.5031e-05i,0.00044556-3.4948e-05i,0.00081217-0.00054945i,-0.00038859-0.00062998i,-0.00065842-0.0004243i,-0.00012919+0.00017167i,9.226e-06+0.0010317i
0.00066259+0.0030325i,0.0004995+0.0022521i,-0.0003703+0.00068687i,-6.5092e-05-0.00086649i,0.00058252-0.00059573i,-3.789e-05+0.00012903i,-0.0011424-0.00049477i,-0.00082106-0.0010383i,0.00015455+3.2262e-05i,0.00077775-0.00022933i,0.00094897-0.0011259i,0.00049623-0.00088249i,5.2814e-05-0.0012137i,9.3414e-06-0.0012194i,-0.00039237-0.00069255i,-0.0002194-0.00059759i,-0.00019778-0.000202i,-0.00061837+0.00033712i,-0.00044207+0.00068733i,-0.00032027+0.0007143i,-0.00033883+0.00030814i,0.00025176+0.0005656i,0.00027315+0.0008004i
0.0010384+0.0012687i,0.00029563+0.0012588i,0.00094875+0.0008548i,0.0013419+0.0003439i,8.5376e-05-0.00023778i,-0.00081498+0.00014172i,-0.00089387+0.00038294i,-8.3122e-05-0.000321i,0.0008825-0.00024775i,0.0008409-4.0054e-05i,-0.00011373-0.00014437i,-0.00049481-0.00054565i,0.00025999-0.00036671i,-0.00026637+0.00015867i,-0.0011244+0.00078907i,-0.00085931+0.0013931i,-0.00078633+0.001318i,-0.00053014+0.0002263i,0.00025119-0.00056694i,0.00051632-0.00049656i,-5.8516e-05-0.00014948i,-0.00040292-0.00049147i,-0.00042361-0.00017849i
0.0010556+0.0021228i,0.00097506+0.001372i,0.0019615+0.00078869i,0.002459+6.035e-05i,0.001451-0.0005496i,-0.00014222-0.00022218i,-0.00052665+4.0804e-05i,-4.9151e-05-0.00021987i,0.00094067+3.5589e-05i,0.0015693-4.3506e-05i,0.0012676-0.00072609i,0.00070504-0.0011186i,0.00042969-0.0002963i,0.00052258+6.9756e-05i,0.0003894-0.00025949i,-0.00058349-0.00033856i,-0.001142+0.00012406i,-0.0010677+0.00067803i,5.923e-05+0.0011729i,0.00052299+0.00094857i,0.0001047+0.00058725i,0.0004812+0.00079153i,0.0010626+0.00026559i
0.00091512+0.00010521i,0.0014594-0.00021323i,0.00086145-0.0013184i,-0.00056881-0.0010385i,-0.00163-0.00061571i,-0.001227-0.00091645i,7.344e-05-0.0004354i,0.00073416+0.00014087i,0.0002695+0.00024651i,-0.00010738-0.00091284i,0.00085258-0.0013604i,0.0017506-0.00054429i,0.0011966-0.00049199i,0.00064963+2.2041e-05i,0.00031858+0.00090065i,0.00035628+2.7277e-05i,0.00051488-0.00047379i,-0.0002304-0.00045085i,0.00010776-0.00072404i,0.00073314-0.00030185i,0.00060497-0.00029626i,0.00019805-0.00016981i,-0.0002057-0.00022103i
-0.00019681-0.00031316i,0.00057644+0.00019056i,3.9894e-05-0.00044386i,0.00011414-9.5816e-05i,0.00032412+0.00033471i,-0.00026753+0.00074686i,-0.00011498+0.00080366i,-9.1176e-05+0.001057i,0.00024522+0.0006029i,0.00084995-0.00014076i,0.00039358-0.00025424i,0.00010272-0.00023253i,0.00082769-0.00037755i,0.00050985-0.00054443i,-2.1851e-05-0.00074188i,0.00021424-0.00038534i,0.00021474+1.1888e-05i,0.00037527+0.00031046i,0.00067335+0.00039315i,0.00055317-0.00021844i,-0.00024726-0.00021899i,-0.00031904+0.0002015i,-0.00032286+0.0010371i
0.0008333+0.00039256i,-0.00023057+0.00033776i,-0.001025+0.00065627i,-0.0019596+0.0010231i,-0.0019603+0.00038978i,-0.00079011+0.00041035i,-0.00062031+0.00028123i,-0.00061224-5.3017e-05i,0.0006121-0.00019138i,0.0012734-0.00074668i,0.00037361-0.00073195i,0.0006808-0.00060342i,0.0015796-0.00080158i,0.00083102-3.6861e-05i,-8.1394e-05+0.00085736i,0.00036168+0.00065397i,0.00021784+0.00062558i,-0.00018573+0.00025096i,0.00012644-0.00048196i,0.0004232-0.00055435i,0.00030762-0.00022384i,-0.00030935+2.2964e-06i,-0.00014038-0.00011095i
-0.00043344-0.00071345i,-0.0011515+0.00019455i,-0.001019+0.0015636i,-5.6811e-05+0.0020117i,-7.6898e-05+0.0013893i,-0.00052695+0.00041614i,-6.6629e-05+0.0002752i,0.00047235+0.00084879i,0.00071645+0.00068977i,0.00046768+0.00012647i,0.00064665-0.00015264i,0.0012223+0.00032614i,0.0011096+0.0010088i,0.00076943-0.00021234i,0.00064215-0.0013722i,-0.00044491-0.00056482i,-0.0008994+0.00010274i,-0.00046158+0.0003648i,-0.00024646+0.00070875i,-0.00046476+0.00016743i,-0.0009298-6.1786e-05i,-0.00064+0.000303i,-0.00051908+0.00045584i
0.0020143+0.00063748i,0.0015306+0.00038483i,0.0027738-0.00058268i,0.001908-0.0017231i,0.00062911-0.0020567i,-0.00062134-0.0013665i,-0.0011259-0.00058991i,-0.0002378-1.8731e-05i,0.00056672+0.00028665i,0.00041057-9.5805e-05i,-6.0524e-05-1.5027e-05i,-0.00046751+0.0005945i,-0.00053913+0.00026551i,-0.00037176-0.00040386i,-0.00028623-0.00022123i,-0.00038702-0.00020338i,-0.0003945-0.00047605i,0.0001445+0.00012339i,0.00037527+0.0006641i,-0.00016598+5.1771e-05i,-0.00093122-0.00056516i,-0.00084084-0.00030122i,0.00013689-5.0614e-05i
0.0020572+0.002561i,0.0015994+0.0011293i,0.0020177-0.00023887i,0.0015721-0.0013795i,0.00064682-0.0024622i,-0.00010489-0.0017341i,-0.000198-0.00012303i,0.00024206+0.00021014i,0.00032299-0.00039708i,0.00062837-0.0009955i,0.00090149-0.00084527i,0.00046328-0.00033908i,0.00019757+0.00035057i,5.3061e-05+0.00078926i,-8.0071e-05+0.00025111i,-7.9935e-05-2.214e-05i,0.00035136+0.00067973i,0.00039433+0.0014162i,0.00034904+0.00095517i,0.00044018+0.00018232i,9.7021e-05+0.00028823i,-2.3857e-05-0.00033882i,0.00035294-0.00040837i
-0.00024804+0.00071674i,-5.5424e-05+3.7682e-05i,0.0010117-0.00040458i,0.0012717+0.00045504i,2.0346e-05+0.00066721i,-0.0004869-0.00052869i,-8.1838e-05-0.00082068i,-0.00014142-3.821e-05i,0.00080415+0.001089i,0.0010792+0.00052918i,-0.00025346-0.00037472i,5.9859e-05-0.00014815i,0.0005334+0.0003604i,-0.00018104-0.00023048i,3.5728e-05-0.00061037i,0.0010664-0.00024758i,0.0012391-0.00020259i,0.00080978-0.0003338i,0.00056017-0.00063413i,0.00066877-0.00030586i,0.00037124+0.00024278i,-0.00013706+0.00033436i,2.2922e-05+0.00059617i
-0.00087625-0.0011383i,-0.0012891-0.00030556i,-0.0015145+0.00095454i,-0.0011446+0.0019772i,-0.00033076+0.0021927i,0.0003558+0.0018934i,-0.00016982+0.00079988i,0.00014786+0.00051817i,0.00052604+0.00034977i,-0.00037493-0.0006463i,-0.00053743-0.00069712i,-5.2877e-05+0.00048552i,0.00025847+0.00066668i,0.00010301+3.6498e-05i,-0.00015844-0.00046134i,9.2055e-05-3.3101e-05i,0.00032971+1.6164e-05i,0.00045479+0.00014907i,0.00041864+0.00033136i,0.00041125-0.00020036i,-4.7088e-05-0.00051472i,-0.00092332-0.0005144i,-0.00048291-0.00021809i
-0.00025206-5.6067e-05i,-0.00089806-0.00072724i,-0.0016413-0.001612i,-0.0011036-0.0013866i,-0.00043054-0.0010602i,0.00050323-0.00028044i,0.00051355+0.00061663i,0.00031734+0.00027973i,0.00030736-0.00025217i,0.00010587+0.00010595i,0.00058887-0.00024071i,0.0010263-0.00049855i,0.001079-0.00051101i,0.00028105-4.7086e-05i,-0.00052271+0.0001981i,0.00044495-0.00039956i,0.00097529-0.00024905i,0.000636+0.00057546i,0.00047312+0.0011704i,0.00010769+0.00073393i,5.1199e-05-6.3212e-06i,0.00039482-8.435e-05i,0.00045392-5.9861e-05i
0.00076893-0.00012555i,0.00095917-0.00068539i,0.0010216-0.0012225i,-0.0002846-0.0011784i,-0.0012166-0.00023277i,-0.00098392-0.00020774i,-0.00038559-0.0009171i,0.00078438-0.0012104i,0.0011938-0.00041563i,0.00085685-9.0394e-05i,0.00070718-0.0001992i,0.00093613-7.8192e-05i,0.00098079+0.00023119i,0.00071672+0.00020154i,0.00094508-3.8871e-05i,0.00079821-0.00056204i,5.9419e-05-0.00079106i,0.00021065-0.00035955i,0.00023524+0.00035551i,-0.00033325+0.00061417i,-0.00010825+0.00015237i,0.00055025-0.00045685i,0.00014605-0.00099738i
0.003344+9.0756e-05i,0.0027015-0.00019405i,0.0019119-0.0010744i,0.0014285-0.0016678i,0.00040451-0.0015279i,-0.0010063-0.00082997i,-0.0010761+0.00022909i,-0.00026523+0.00040986i,0.0003879-0.00011682i,0.0006183-0.00092828i,0.00067676-0.00092158i,0.00081254-0.0011039i,0.00091132-0.00052039i,0.00028424+0.00013955i,-0.00048677+6.6438e-05i,-0.00049208-0.00033289i,-0.00030233-0.00032113i,-0.0001769-1.1147e-06i,0.00029908+0.00048578i,0.00054634+0.00028428i,0.00073075-0.00060478i,0.0012961-0.00044854i,0.0016933-4.5463e-05i
0.0014697+0.0016466i,0.00039997-5.6845e-05i,-1.4411e-05-0.0010322i,-0.00026169-0.0015907i,-1.3582e-05-0.00080882i,3.555e-05+0.00025237i,-0.00080016-0.00047051i,-0.00093074-0.0005634i,-0.00048331-0.00024696i,0.00030967-3.6712e-05i,0.00049402-0.00010112i,0.00048348-0.00027572i,0.00057987+0.00010561i,-0.00011886+0.00011584i,-0.00044874+0.00077707i,0.00021739+0.0014171i,0.00011959+0.0010432i,-5.6742e-05+0.00053618i,0.00011218-5.2994e-05i,-4.1124e-05-0.00030932i,-0.00062174-0.00012239i,-0.00016692-0.00023002i,0.00094665-0.00060221i
0.0020032-0.0031748i,0.00056999-0.0039155i,-0.00025935-0.0040862i,-0.0016531-0.0028654i,-0.0025282-0.00070658i,-0.0024253+0.00081397i,-0.0017207+0.00062527i,-0.00013297+0.00042381i,0.00073166-0.00016188i,0.00017423-0.00022926i,3.6731e-05+3.0479e-05i,0.00018327+0.00022769i,4.9137e-05+0.00077868i,0.00087377+0.00060618i,0.00138+0.00033684i,0.00088093+0.0004727i,0.00032962+0.00062191i,1.857e-05+0.00071076i,-0.00067178+0.00035968i,-0.00098241-0.00036133i,-0.00014459-0.00083732i,0.00022007-0.00080305i,-0.00015717-0.00026002i
0.001777-0.0019214i,0.0019171-0.0018503i,0.0012239-0.0028324i,-0.000327-0.0021024i,-0.0017277-0.00017629i,-0.0021828+0.00082918i,-0.0011558+0.00099446i,9.0615e-05+0.00092597i,0.0005449+0.00070293i,0.00036169+0.00010491i,0.00025121-1.744e-05i,0.00057561+0.00034373i,0.0010682+0.00019881i,0.0015517+0.0007832i,0.0014502+0.0010965i,0.00035134+9.6493e-05i,-6.0266e-05-0.00085292i,-0.00020125-0.00020449i,-0.00058706+0.00026732i,-0.00048413+0.0003479i,-6.3577e-05-0.00016234i,0.00068042-0.00076873i,0.00049883-0.00060527i
0.00023838-0.00038801i,-3.5229e-05-0.00051799i,-0.0013871-0.00018769i,-0.0019606+0.00010752i,-0.0018988+0.00090974i,-0.0013848+0.00090636i,-0.0011835-0.00053506i,-0.00065311-0.00063398i,0.00062284+0.0009223i,0.0011361+0.0015549i,0.00079122+0.00079045i,0.00064196-0.00023657i,0.00075125-0.0007126i,0.00088184-0.00072573i,0.001106-0.00031431i,0.00083999-0.00017524i,0.00016273-0.00028513i,-0.00022255-0.00021376i,-0.00050349-0.00022155i,-0.00070523-7.9714e-05i,-0.00075518+0.00022093i,-0.00050858+0.00025578i,6.0214e-06+0.00051853i
0.0011598-0.0021515i,0.0011731-0.0028678i,4.813e-05-0.0026656i,-0.0015055-0.002204i,-0.0021434-0.0013986i,-0.00070819-0.00046513i,0.00015008-0.00021791i,0.00058988-0.00020443i,0.00051498-0.00074293i,0.00094628-0.0011057i,0.0010935+0.00015005i,0.00068939+0.00039994i,0.0015962-0.0003754i,0.0017915-0.00063191i,0.0016522-8.9322e-05i,0.00084407+1.6399e-05i,-0.0003471-0.00064534i,-0.00067531-0.00014533i,1.6316e-05-0.00027247i,-9.1178e-05-0.00071177i,-0.00011493-0.00022491i,5.9214e-05-7.2071e-05i,-0.00013869+0.0005107i
-0.0012472+0.0013463i,-0.0011914+0.0010769i,-0.0011057+0.00092314i,-0.00039539+0.00059929i,0.00040861+0.00048883i,0.0013799+0.00092838i,0.0013235+0.0009132i,0.00046738+0.00013359i,0.0013589+0.00013461i,0.0018283+0.00044975i,0.00090254+5.8504e-05i,-0.00021988-0.00075796i,-0.00096618-0.00085543i,-0.0009579-0.00023203i,-0.0009532+0.00013157i,-0.0013733-9.4713e-05i,-0.0011023-0.00022385i,-0.00011058+0.00024735i,0.00033685+0.00022134i,0.00037543+4.9632e-05i,0.00026951-6.1776e-05i,0.00023013+0.0003328i,0.0002913+0.00066079i
-0.0011121-0.00063705i,-0.0013478-0.0011136i,-0.00041379-0.0010288i,0.00013826-0.00097411i,-2.6041e-05-0.00029804i,-0.00020021+0.0003538i,-4.3196e-05+0.0004187i,0.00023695+3.6563e-05i,0.00056938-0.00017965i,0.00094914-9.0924e-05i,0.00063302+0.00036325i,-0.00025736+0.00072609i,-0.00057586+0.00054851i,-0.0001601+5.704e-05i,0.0010534+0.00043011i,0.00091704+0.0006094i,6.3367e-05+0.00047865i,-0.00040442+0.0014456i,-0.00030752+0.0017053i,0.00058528+0.00086501i,0.00091793+0.00078738i,8.0696e-06+0.00086861i,-0.00010473+0.00041029i
0.00027458-0.0016713i,-0.00031004-0.0010332i,-0.00040266-0.0015226i,-0.0014786-0.0022468i,-0.0021854-0.0015346i,-0.00099936-0.00080431i,0.00023343-0.000729i,0.00022653-0.00011368i,-0.00020302+0.0007526i,0.00041209+0.00039502i,0.0013443-0.00010377i,0.0016981-0.00061599i,0.0011901-0.0010094i,0.00062151-0.00017275i,0.0012402+0.0006148i,0.0010058+4.5653e-05i,-0.00027609-0.0003744i,-0.0013337-0.00025252i,-0.00084379-0.00044133i,0.00029087-0.00027524i,9.0065e-05+0.00010015i,-0.00085476-4.7809e-05i,-0.0011288-0.00096678i
-0.00091843-0.0017468i,-0.0006897-0.00090187i,-0.0015948+4.0026e-06i,-0.0023104+0.00043064i,-0.0023339+0.00075695i,-0.0013894+0.00058613i,-0.0003083+0.0002884i,4.5867e-05+0.00035546i,0.00010916+0.00069987i,0.00031937+0.00030541i,0.00010348-0.00080772i,0.00057695-0.00098081i,0.0013129-0.0006016i,0.00069931-0.00057497i,4.0145e-05-0.00017932i,-0.00041493-0.00019158i,-0.0016646-0.00037211i,-0.0019084-0.00015305i,-0.00089308-0.00010399i,3.3603e-05+0.00010741i,0.00037511+1.2959e-05i,0.0003918-0.00029187i,2.7728e-05-0.00045343i
-0.0012435+0.0014125i,-0.00090019+0.0019185i,-0.00054038+0.0019415i,-0.0002608+0.00070988i,4.7168e-05-0.00092036i,0.00030044-0.0013042i,0.00037093-0.0004065i,0.00014016-0.00054563i,3.1555e-05-0.00059001i,0.00054159-0.00067119i,0.001031-0.00092308i,0.00090714-0.00081214i,0.0011938-0.00040008i,0.0011538-0.00039046i,0.00055222-0.00037901i,-5.2326e-05+9.9118e-05i,-0.00042946+0.00039708i,-1.5203e-05+0.00073719i,0.00016846+0.00061008i,0.00031021+0.00021546i,3.9209e-05+0.00024988i,-7.6006e-05+0.00028904i,-0.00040472-0.00015555i
-0.00024025-0.00078412i,-0.00032148-0.0011217i,0.00020488-0.00195i,0.00059791-0.0019164i,0.001025-0.00028153i,0.001386+0.00078231i,0.0013931+0.00046453i,0.0012266+0.00067073i,0.0015444+0.0007689i,0.0013882+4.4832e-05i,0.0010984-0.00029636i,0.0013367-0.00054227i,0.0018688-0.00051632i,0.001657-0.00061678i,0.0014516-0.00071144i,0.00096664-0.00010436i,6.0814e-05+0.00033681i,-0.00049508+0.00034466i,-0.00088344+0.00030544i,-0.00067901+0.00017429i,-0.00054082-0.00048256i,-0.00063815-0.00066533i,-0.00056299-0.00056748i
-1.9452e-06+0.00010069i,0.00048101-0.00074806i,0.0004127-0.0013399i,-0.0015706-0.00057852i,-0.0021891-0.00011142i,-0.0015457+1.4058e-05i,-0.0014904-0.00027094i,4.3133e-05-1.121e-05i,0.0017392+0.00082815i,0.0017221+0.0011019i,0.0011548+0.00023681i,0.00058818-0.0010361i,0.00047715-0.0014724i,0.00074734-0.0009406i,0.00043953+4.1677e-05i,-0.00011684+0.0001841i,0.00027447+0.00030658i,0.00048517+2.9599e-05i,5.3088e-05-0.00056452i,-0.00018261-0.00072539i,0.00019224-4.5847e-05i,0.00012163+0.00066044i,-0.00034855+0.00073439i
-0.001668+0.00010201i,-0.0026936-0.00079853i,-0.0024363-0.0007552i,-0.0013995+0.00037481i,-0.0010555+0.00046648i,-0.001051+0.00034601i,-0.0012851+0.00065126i,-0.00065074+1.9192e-05i,0.00069108-0.00016941i,0.00069588-0.00017438i,0.00061733-0.0010063i,0.00075689-0.00068057i,0.00080006+6.6085e-05i,0.00081092+4.3226e-05i,0.00039854+0.00015133i,-0.00049769-0.00029254i,-0.0008616-0.00040562i,5.1376e-05-0.00016781i,0.00089554-0.00037287i,0.0005781-0.00025286i,-8.8721e-05-0.00019049i,0.00032454-0.00022007i,0.00091879-0.00010145i
-0.00099289-0.0014283i,-0.00089587-0.00052426i,-0.00098833-0.00025354i,-0.001714-0.00075598i,-0.0016278-0.00040044i,-0.00072156+8.64e-05i,-0.00011744+0.00015943i,-6.7026e-05+0.00033241i,0.00067801-9.524e-05i,0.0018713-0.00015057i,0.0021893+0.00028788i,0.0014494-0.0001175i,0.00086004-0.00056229i,0.00075415+3.7148e-05i,0.00044812+0.00049775i,-0.00035729+3.4055e-05i,-0.00090398-8.9121e-06i,-0.00098871+0.0002971i,-0.00050876+0.0006909i,-0.00019706+0.00061221i,-0.00032727+8.0009e-06i,-0.0003806-0.00020489i,-7.614e-05-0.00014642i
-0.00042498+0.00050606i,-0.001072+0.0007952i,-0.0011673+0.00061963i,-0.0015782-0.00025625i,-0.0020213-0.00051938i,-0.0016955+0.00038931i,-0.0012479+0.00067784i,-0.00068119+0.00055788i,-0.00013651+0.0010828i,0.00016896+0.00029934i,-9.7833e-05-4.0678e-05i,-0.00028818+0.00082143i,0.00037386+4.8087e-05i,0.00037271-0.00061985i,-0.0003772-0.00039886i,-0.00072218+5.4524e-05i,-0.00078527-0.00030585i,9.0114e-05-0.00090515i,0.00038921-0.00044206i,0.00019492+5.0796e-05i,0.00045875-0.00019675i,0.0002623-0.00038543i,-0.00044129+0.0002689i
0.00032747+0.0020835i,-0.00023982+0.0016393i,-0.00021002-2.9076e-05i,0.00088554-0.001147i,0.0015125-0.0012681i,0.00065849-0.0005843i,-7.9848e-05-0.00079522i,0.00065631-0.0011016i,0.0018218-0.00080627i,0.0016685-0.00032128i,0.00027208+8.6217e-05i,-0.0004618+0.00013758i,-0.00069824+0.00060347i,-0.0002364+0.00039213i,-4.1898e-05-0.00027161i,-0.00032758-0.00048395i,-0.00043415-0.00033328i,-0.00031107-0.00057173i,0.000369-0.0001857i,0.00057348+0.00032646i,0.00010069+0.00039197i,-0.00010674+0.00067759i,8.9653e-06+0.00020664i
0.00037809+1.8094e-05i,-0.00015658-0.0010869i,-1.3681e-05-0.0010667i,0.0004744+4.7292e-05i,0.00059825+0.00085045i,0.00041062+0.00070576i,-0.0001439+0.00016127i,-0.0005357-0.00040063i,-0.00060886-0.00091627i,-0.00036875-0.0011497i,0.00075025-0.00063152i,0.0011342+0.00023178i,0.0010571+0.0003889i,0.0011845+0.00027853i,0.00069369-7.6368e-06i,0.00025088-0.00020746i,0.0005007-0.00041398i,0.00068766-0.00067407i,0.00056087-0.0015629i,0.00048508-0.0019593i,0.00021566-0.0011477i,-8.0173e-06-0.00069937i,1.4694e-05-0.00023439i
0.0017288+0.00062774i,0.0016422+0.0017138i,0.0022803+0.0016519i,0.0014221+0.00045897i,-0.0002364-0.00096809i,-0.00084897-0.00094544i,-0.00027672-0.0011689i,0.00028972-0.0018751i,0.0010955-0.0011345i,0.00077532-0.00045618i,4.0772e-05-0.00069479i,0.00015359-0.00046154i,-6.5287e-05-0.00013398i,-0.0001866+1.9507e-05i,0.00015545+0.0001562i,-0.00011607+0.00064379i,1.5133e-05+0.00066219i,0.00041692+0.00057755i,0.0011538+0.00080378i,0.00059078+0.0010192i,1.5312e-05+0.00033263i,0.00042067-0.00064044i,0.00060278-0.00010206i
0.00025973-0.0012721i,0.00057563-0.0010647i,-0.00082781-0.0015404i,-0.0025034-0.00063001i,-0.0021939-0.00060259i,-0.0010409-0.00094526i,-0.00052211-1.9624e-05i,0.00029088+0.0004949i,0.00070449-1.7811e-05i,6.0908e-05-0.00044298i,-3.2585e-05-0.00073113i,0.00036582-0.0004762i,0.00061758-0.00054529i,0.0010535-0.00039725i,0.00078768+0.00017785i,-0.00043948-0.00019354i,-0.00060774-0.00055585i,-0.00014431-2.2907e-05i,0.00042833+0.00033796i,0.00030569+0.00019183i,-0.0002412-0.00019717i,-0.0005806-0.00012829i,-0.00020154-8.4077e-05i
-0.0030453-0.00038149i,-0.0024854-0.00085174i,-0.0022633-0.00040198i,-0.0014547+0.00090476i,8.2672e-05+0.001403i,0.00103+8.5565e-05i,0.00068176-0.00089107i,-0.00037984-0.00073385i,-0.00035969+1.9319e-05i,-0.00040617+0.00066005i,-0.0005057+0.00066916i,0.00049325+0.00091192i,0.0011469+0.00022464i,0.00076631-0.00021803i,0.00019268+0.00016804i,-0.00047583+0.0004384i,-0.00066591+0.0010468i,-0.00035849+0.0010771i,0.00022589+0.00036264i,0.00048078+7.8499e-05i,0.00012196+0.00033284i,-0.00019088+0.00049361i,-0.00061319+0.00028725i
0.0010427+0.00018904i,0.0018463+0.00042859i,0.0026427+0.00037396i,0.0016427-0.00020213i,-0.00014864-0.00081089i,-0.00049439+0.00011055i,0.00031289+0.00086897i,0.000471+0.0011147i,0.00045236+0.0013742i,-5.1023e-06+0.00091637i,-3.1768e-05+3.8279e-05i,0.0001745+0.00019115i,-9.8669e-05+0.00046255i,-0.00031898-0.00017037i,-0.00015144-0.00015384i,-0.00020789-0.00036328i,0.00018814-0.00038016i,0.00013894+0.00044278i,-0.0008388+0.00082845i,-0.0010434+0.00039881i,-0.00045036-0.00033643i,-3.799e-05-0.00040009i,0.00024131+0.00042414i
0.00078116-0.0019302i,-0.0007318-0.002221i,-0.0014764-0.0020352i,-0.0025408-0.00085769i,-0.0031328-2.424e-05i,-0.0024472+0.00030101i,-0.0010247+0.00010228i,-0.00031162-0.00014081i,-0.00040851-0.00042714i,0.0003236+0.00010015i,0.0016334+0.00071121i,0.0018311+0.0010169i,0.0014893+0.0008265i,0.0013002+0.00037637i,0.00117+0.00019739i,0.0010037-0.00036924i,7.652e-05-0.0011902i,-0.00062557-0.0013823i,0.00011361-0.00015509i,0.00048965+0.00053141i,5.4542e-06+3.1867e-05i,-0.00061108-0.00042967i,-0.00080662-0.00053817i
0.00012862-0.0032973i,0.001101-0.0023949i,0.00033341-0.0019435i,-0.0015848-0.0012738i,-0.0025192+0.00010341i,-0.0014349+0.00097659i,-0.0001433+0.0011331i,-0.00026289+0.00019388i,-0.00060725-0.00026511i,-0.00059796+0.0003295i,-0.00015518+0.00026932i,0.00053243-0.00043885i,0.0011384-0.00025757i,0.0012964-1.8395e-05i,0.0013946-0.00030065i,0.0010362-0.00061283i,0.00012882-0.00010999i,-0.00029679+0.00034366i,9.8679e-05+0.00022237i,0.00067545+0.00044148i,0.0006553-2.551e-05i,0.0010901-0.00046194i,0.0016472-4.9852e-05i
0.0013421+0.0011074i,0.00065751+0.00037538i,0.0003234-0.00065815i,-0.0009055-0.0014608i,-0.0012827-0.0013983i,-0.00043138-0.00070017i,-7.5468e-06+0.00029058i,-0.00016065+0.00031733i,0.00020033+0.00058113i,0.00024034+0.00074787i,-2.5137e-05+0.00030568i,1.5602e-05+0.0002393i,0.00019877+0.00018911i,0.00030094+0.00021174i,0.00079786-5.0104e-05i,0.0010977-0.00038733i,0.0005548+0.0002278i,0.00016336+0.00068479i,1.5531e-05+0.00025524i,0.0003477-0.00025981i,0.00030169-0.00055355i,6.598e-05-0.00087525i,0.00029917-0.00074881i
0.0012015-0.0013708i,0.0011123-0.0020014i,0.00078998-0.0020986i,-0.00043921-0.0014765i,-0.0018418-0.00085254i,-0.0022712-0.00026294i,-0.0018658-0.0011655i,-0.0012026-0.0015798i,0.00022738+8.1367e-05i,0.0002735+0.00079649i,8.9115e-05-5.2927e-05i,0.00078403-0.00015352i,0.0011502+0.00044481i,0.00055125+0.00025394i,0.0010309+0.00043233i,0.0017406+0.00027708i,0.00078461-0.00050045i,-0.00064331-0.0007533i,-0.0007998-0.00021173i,-0.00047559+0.00010056i,0.00026232-0.00044255i,0.00048839-0.00014759i,0.00033765+0.00042758i
-0.00099077-0.00011588i,-0.0012737-0.00026119i,-0.00094223+0.00057088i,-0.0002792+0.0010397i,0.00046927+0.0005954i,-6.2617e-05+0.00020489i,-0.000784-0.00013936i,-0.0004854+4.0603e-06i,0.00034587+0.00050483i,0.00078628+0.00067093i,0.00025561+0.00030239i,0.00091824-0.00035052i,0.0018655-0.00040813i,0.00078666-0.00017195i,0.00013641-0.00033097i,0.0005114-0.00020912i,0.000356-9.0271e-06i,0.00020112+0.00042145i,-3.976e-05+0.0004974i,0.00049138-0.0001834i,0.00084277+0.00035878i,1.0223e-06+0.001226i,0.0001287+0.00033893i
-7.9625e-07-0.00072233i,0.00041136-0.00011118i,-0.00070283-0.0012387i,-0.0018124-0.0012622i,-0.0010238-0.00018702i,0.00036491+0.00034066i,-8.9551e-05+0.00032379i,-0.0010539-7.004e-05i,-0.00065658+0.00049701i,-0.00017666+0.00062822i,0.00036914+0.0002973i,0.00085537+1.2572e-05i,0.00088931+7.6283e-05i,0.0011128-4.7854e-05i,0.00099534-0.00047222i,0.0010358-0.00013785i,0.00027786+0.00022657i,-0.00033385-0.00022195i,0.00018435-0.00017656i,0.00031935+0.00019436i,0.00035677+0.00016472i,0.00031991-0.00022848i,0.00055199-0.00103i
0.00031289+5.0675e-06i,-0.00051973+0.00032323i,1.6511e-07-0.00057133i,-0.00014433-0.0010285i,-0.0007694-0.0006865i,-0.00050209-0.00056401i,0.00016278+0.00010701i,0.00011198+0.00053826i,0.00025748+0.00044684i,0.0009468-2.1765e-05i,0.00026867+0.00040324i,0.0003584+0.0015178i,0.0010442+0.00078967i,0.00087849+0.00015269i,0.00039877-0.00043083i,-0.00030835-0.00021312i,-0.00073169+0.00052362i,-0.00074582+0.00018785i,-0.00044369-4.8986e-05i,-0.00010655-0.00017877i,0.00016058-0.00013676i,0.00064533+1.2599e-05i,0.00043504+0.00048401i
