-0.0042055+0.0023048i,-0.0025102+0.0034813i,-0.0021728+0.004533i,-0.0020329+0.0039888i,-0.00040815+0.0036782i,0.00053152+0.0034512i,0.00048112+0.0028567i,0.00052692+0.0024331i,0.00021303+0.00189i,0.00078344+0.0012475i,0.001009+0.0001247i,6.2153e-05-0.00074157i,-0.00039965-0.0014985i,-0.00013659-0.0011723i,-0.00019235+4.7246e-05i,-0.00078935+0.00014436i,-0.00081118+0.00024918i,-0.00041725+0.00075116i,-0.00055631+2.1808e-05i,0.00026599-0.00041948i,0.00068434-0.00058534i,-2.4255e-05-0.00010739i,0.00012945+0.00012797i
-0.00087953+2.6202e-06i,-0.0010368+0.0010277i,-0.00018138+0.0016444i,0.00075839+0.0006517i,0.0011356+0.00010098i,1.0067e-05+0.00096903i,-0.00038178+0.0010846i,0.00067395+0.00073688i,0.0016708+0.00078967i,0.0021683+0.00014857i,0.0018242+0.00020821i,0.00084316+0.00083086i,-0.00028353-0.00034184i,-0.00027677-0.0007031i,-0.00012975-0.00037609i,-0.00063735-0.00065593i,-0.00058275-0.00061294i,-0.00064965-0.00011836i,-0.00083334+2.1568e-05i,0.00032565-0.00035756i,0.00066708-0.00058441i,-9.726e-05-0.00030085i,-3.0674e-05-0.00029309i
0.00028014-0.0013929i,-1.2435e-05-0.0021992i,-0.00020921-0.001707i,-6.5324e-06-0.00063604i,-6.3894e-05-5.3463e-05i,3.9143e-05+0.00046814i,0.00043155+0.0012479i,0.00081215+0.0018338i,0.00096927+0.0016596i,0.00091514+0.00098143i,0.0008042-5.6097e-05i,0.00053077-0.00033932i,-0.00027264-0.00017646i,-0.0012198-5.3778e-05i,-0.00056708+0.00020901i,0.00012754+0.00032154i,-2.7847e-05+0.00015542i,-8.5384e-05-0.00017672i,7.4264e-05+0.00022933i,4.4924e-05+0.00033769i,0.00030849+0.00017774i,8.772e-06+4.544e-06i,1.1049e-05-0.00064931i
0.00011161-0.00047572i,-0.00041693-6.4979e-05i,-0.0013877+0.00083936i,-0.0019437+0.0014957i,-0.0014699+0.0020843i,-0.00013788+0.0022602i,0.00081869+0.0015611i,0.0013061+0.0010321i,0.0012835+0.00043285i,0.00066108-0.00033509i,0.00059786-0.00030966i,0.00019915-0.00018797i,-0.00012188-0.0004926i,-0.00015826-0.00083471i,-0.00065423-0.0010678i,-0.00033649-0.00045342i,-0.00051771+0.00021539i,-0.00086689+6.2428e-05i,-0.0010921+0.00017436i,-0.00053189+0.00012503i,0.00077171+0.00038524i,0.0010085+0.0002676i,-9.0522e-06+0.00014603i
0.0014063-0.0015582i,0.00072484-0.0023514i,0.0009973-0.0027236i,0.00093406-0.0023146i,0.00054264-0.002018i,-7.8633e-05-0.0008035i,-0.00061096+0.00038202i,0.00061119+0.00061539i,0.0018327+0.00033185i,0.0014218-0.00055139i,0.00099425-0.00066661i,4.7287e-05+0.00012842i,-0.00060832+0.00091458i,0.00036224+0.0014023i,0.0011988+0.00060303i,0.00065376-0.00058462i,0.00041837-0.00042893i,0.0011703+0.00031296i,0.00084359+0.00060018i,-0.00072119+0.00055621i,-0.00040199-0.00033797i,0.00062424-0.00043714i,0.00068683+0.00045326i
0.00052946+0.0014747i,0.0023404+0.0013066i,0.0016104+0.00094051i,-1.2345e-05+0.00051194i,-0.00059356+0.00044961i,3.7231e-05+0.00087088i,0.00077398+0.00084196i,0.00073152+0.00098044i,0.00098725+0.00043796i,0.0011232-0.0005243i,0.00079332-0.00085067i,0.00077632-0.00045692i,0.00059163-0.00010527i,0.00049711-0.00023127i,-0.00028924-0.00011918i,-0.0010125-0.00042326i,-0.00072545-0.00084237i,-0.000364-0.00027358i,-0.00028737+0.00045204i,-0.0010009+6.9391e-05i,-0.0012719-0.00028427i,-0.00087462-0.00027424i,-0.00022782-0.00043777i
-0.0005869-0.00073581i,-0.0023695+0.00027807i,-0.0028229+0.00059926i,-0.002201+0.00027586i,-0.0012106+0.00074829i,-0.00038078+0.0013253i,0.00025394+0.00099486i,0.00084075+0.0014791i,0.0016576+0.0013917i,0.0018465+0.00013231i,0.0013989-0.0008103i,0.0006249-0.00074439i,0.00012301-0.00015816i,-8.2896e-05-0.00028205i,-2.459e-05-0.0007249i,0.00035536-0.00054723i,0.00011289-0.00078787i,0.00016475-0.00053778i,0.00030482+0.00039906i,-0.00011362+0.0013368i,-3.7982e-05+0.0015998i,0.00054698+0.00067002i,0.00074234+0.00034857i
0.0024058+0.0013669i,0.0036623+0.0011526i,0.0041476+0.0012084i,0.0028544+0.00070038i,0.00096448+6.0576e-05i,-0.00035789+2.156e-05i,-0.00049059+0.00064676i,0.00031156+0.00094802i,0.00063334+0.00046997i,0.0004236-1.6892e-05i,6.4098e-05-0.00020887i,0.00011738+0.00013314i,-0.00042289+5.3803e-05i,-0.00050299-0.00015333i,-0.00015197-7.4209e-05i,-0.00018996-0.00031536i,0.00014245-0.00045962i,0.00068003-0.00057201i,0.00096293-0.00040026i,0.00077772-0.00014041i,9.4746e-05+0.00033652i,-0.00072746+0.00075165i,-0.00020593+0.00027998i
0.0013231+0.0015444i,0.0010707+0.0012885i,0.00097076+0.00091518i,-3.4021e-06+1.4639e-05i,-0.00027352-0.00029133i,-0.00063602-0.00016639i,-0.00029223-0.00043885i,0.00098025+9.397e-06i,0.0020466+0.00025475i,0.00185-1.7618e-05i,0.0006787-0.00010353i,0.00025655-4.3783e-05i,-7.9386e-05-0.00046502i,-8.9924e-05-0.00089381i,7.7673e-05-0.00032849i,-6.8211e-05-0.00038832i,-0.00052216-0.00068162i,-0.00041448-2.9374e-05i,-0.00027622+0.00033316i,-0.0005215-0.00025571i,-0.00059028-0.00019748i,-5.407e-05+3.4312e-05i,-0.0002513+0.00017196i
0.0010567+0.00012955i,0.0013032+0.00038202i,0.0010971-0.00012109i,0.0004961-0.00055992i,0.00037873-0.00075155i,-0.00014898-0.00069263i,-0.00079659-0.00020715i,-0.00011303+0.00069151i,0.0004283+0.0012697i,0.00023528+0.00023068i,0.00028157-0.00095532i,-3.8793e-05-0.00037661i,-0.00014703-6.4249e-05i,0.00011534-0.00037293i,9.9661e-06-0.00080531i,7.4642e-05-0.001792i,0.00062583-0.0018417i,-9.6484e-05-0.0010433i,-0.00025824-0.00046962i,-2.6309e-05-0.00058877i,6.1899e-05-0.00088727i,-0.00013192-0.00040561i,0.00016292+0.00017294i
0.0016802+0.00012095i,0.00094926+0.00033632i,0.00040471-0.00090147i,8.5731e-05-0.0016976i,-0.00052722-0.0010299i,-0.00052332-0.00013198i,-0.00018376+0.0011488i,-2.9097e-05+0.0015118i,0.00085078+0.00064758i,0.0012878-0.00076077i,0.00089087-0.0013134i,0.00041177-0.00058948i,0.00059735-5.0022e-05i,0.0011234-0.00021645i,0.0003007-0.0003458i,-0.00022797-0.00024722i,-0.00017327+0.00017671i,-0.00067123+0.00031097i,-0.00047871+0.00045405i,0.00010269+0.00052993i,0.00030095-0.00012633i,0.0005213-0.00029191i,0.00031256+0.00017792i
0.00038423+0.0014861i,0.0011581+0.00084436i,0.0023928+0.00051666i,0.001914+0.00063138i,0.00078991+2.408e-05i,-4.1045e-05-0.00025756i,-0.00017927+0.00079914i,-0.0001725+0.0014506i,0.00067283+0.0013325i,0.0015328+0.0006509i,0.00065954-4.1444e-05i,4.7859e-05-0.00018191i,0.0002128-0.0008444i,-0.00028646-0.0010876i,-0.00068988-0.0009449i,0.00046778-0.00082254i,0.0014928-0.00071566i,0.00078659-0.00041049i,0.00028067-0.00026048i,0.00081123-1.2822e-05i,0.00047774+0.00092605i,2.7835e-05+0.00099013i,0.00026461+0.00031746i
-0.00012896-0.00083498i,-0.00061478-0.0010947i,-0.0011128-0.0015082i,-0.00077932-0.0011632i,-0.00033114-0.00010468i,-0.00064718+0.00048286i,-0.00048722+0.0016332i,-4.1918e-05+0.0022393i,0.00017597+0.0015168i,0.00049905+0.00059841i,0.00024966+0.00058796i,-0.00012978+0.00029835i,0.00030735+0.00014274i,0.00041312-0.00020611i,-0.00017871-0.0007473i,1.6561e-05-0.0010013i,0.00090373-0.00081985i,0.00050757+1.0596e-05i,0.00071008+0.000181i,0.00079851-1.7432e-05i,0.00032296+0.00015949i,-0.00034056+0.00072985i,-0.00094197+0.0012259i
-0.00077539+0.001341i,0.00075515+0.0017937i,0.0012468+0.0027662i,0.00090953+0.0023672i,0.0008522+0.00132i,0.00090862+0.00042828i,0.00088787+0.00045653i,0.00043937+0.00080994i,0.00022867+0.00022372i,0.0004831-0.00051256i,0.00024505+2.2519e-05i,8.7597e-05+0.00034095i,0.00018606-0.00046568i,0.00029239-0.00069092i,0.00055846-0.00015349i,0.00050418+0.00027022i,-1.5926e-06+0.00073232i,-0.00078554+0.00076604i,-0.00069138-1.0118e-05i,-0.00030964-0.00022005i,-8.4805e-05+0.00058i,3.1243e-05+0.00065986i,-0.0003562-0.00024214i
9.6046e-05+0.0014471i,-0.00016597+0.002407i,0.00065302+0.00074406i,0.00051144-0.00089609i,4.9463e-05-0.00045352i,-0.00021549+0.00022333i,-0.0009035+0.0014159i,-0.0007653+0.0017006i,0.00048273+0.0011674i,0.0013329+0.00051123i,0.00060024-9.6642e-05i,-0.00030012-0.00017119i,-0.00077808+0.00015919i,-0.00084368-0.00020964i,-0.00012784-0.0010967i,0.00041146-0.0011932i,0.00048987-0.00075361i,0.00058459+0.00021307i,0.00038414+0.00084285i,9.6234e-05+6.4678e-05i,-0.00035077-3.6185e-05i,-0.00066764+0.00059118i,-0.00089144+0.00063129i
0.00076665+0.00023798i,0.0014352-0.00097091i,0.0025994-0.00061302i,0.0022664+0.0005318i,0.0010473+0.00024029i,0.00012627+0.00010147i,2.471e-06+0.00056046i,0.00088402+0.00052825i,0.0019574+6.309e-05i,0.0015324-0.00081008i,0.00057028-0.00069093i,0.00040295-0.00033746i,3.6652e-05-0.00056132i,-3.8411e-05-0.00091315i,0.00038563-0.00087144i,0.00010189-0.00052267i,-2.5013e-05-0.00063181i,0.00028341-0.00095223i,0.00013726-0.00071968i,-0.00050723-8.1793e-05i,-0.00054669+0.00031215i,-9.3658e-05+5.3329e-05i,8.9962e-05-0.00064071i
0.00036037+0.0011271i,8.8873e-05+0.0013703i,1.2164e-05+0.0018268i,0.00062928+0.0012543i,0.00059036+0.00014834i,0.0004678+0.00013194i,0.00085331+0.0012754i,0.0012109+0.0016076i,0.0019783+0.00018381i,0.0022274-0.0014236i,0.00054683-0.0010773i,-0.00015448-0.00031461i,0.00011543-0.00023226i,-0.00027872-5.5664e-05i,-0.00043045+0.00039306i,0.0005063+0.00066412i,0.00059745+0.00038598i,0.00030303-0.00026964i,0.00078862-0.00013842i,0.00091024+0.00030802i,0.00077186+0.0005091i,0.00064918+0.00056254i,-0.0002668+6.1308e-05i
-0.0026028-0.0018378i,-0.0037764-0.0012081i,-0.0033182-0.0013081i,-0.0023577-0.00072706i,-0.0021941+0.0010576i,-0.00228+0.0019779i,-0.0011992+0.0015039i,5.4939e-05+0.00097467i,0.001169+0.00048449i,0.0016442+0.00027765i,0.00131-0.00025711i,0.00087307-0.0010237i,0.00027714-0.00045773i,8.4757e-05+0.00028109i,0.00052929-0.00024585i,0.0011172-0.0010921i,0.00096441-0.0011889i,0.00016984-0.00051653i,-0.00057262-0.00016076i,-0.00038187+0.00041062i,-0.00048782+0.00042685i,-0.0011163-0.00086872i,-0.00060249-0.0012206i
-0.00062937-0.0016211i,-0.00097127-0.00089663i,-0.0011938+0.00045151i,-0.0024871+0.0016027i,-0.0021853+0.001983i,-0.00057607+0.0015809i,9.7526e-05+0.0011308i,0.00065024+0.0011064i,0.0016025+0.00056978i,0.0015097-0.00022978i,0.0010215-0.00058306i,0.0009972-0.00017793i,0.00088626+0.00045941i,4.3022e-05+0.00029309i,-0.00087025+8.6944e-05i,-0.00091062+0.00019118i,-0.00015705+5.7583e-05i,0.00018233-0.00017274i,-0.00010533-0.00023139i,-1.1657e-05+6.4177e-05i,0.00021979+0.00015725i,0.00014407-0.00020453i,-0.00026358-0.00029403i
0.00078732-0.00016119i,0.0021185-0.00082646i,0.0024916-0.00062701i,0.0016185-0.00095946i,0.00039461-0.00085238i,-0.00098129-0.00016758i,-0.0013666+0.0012001i,-0.00067615+0.0024145i,0.00056677+0.0019305i,-9.8027e-05+0.00080311i,-0.00045889+0.0001613i,2.1675e-05+0.00018986i,6.7535e-05-0.00058072i,-9.582e-05-0.0019929i,0.00014177-0.0010919i,0.00063693+0.00045135i,0.00016379+2.8882e-05i,-0.00013513+0.00027108i,0.0001268+0.0013981i,0.00045053+0.0012254i,0.00064366+0.0003163i,0.00030975+0.0005851i,2.0127e-05+0.0006837i
-0.002333-0.00037368i,-0.0036801+0.00038465i,-0.0053948+0.0013419i,-0.0038156+0.0021174i,-0.00090575+0.0028637i,0.00065106+0.0024624i,0.00093317+0.0018092i,0.00084467+0.0013397i,0.00078692+0.0011913i,0.00028761+0.00010791i,-0.0004674-0.0010079i,8.34e-06-0.0010403i,0.00035001-0.0009431i,-0.00010226-0.00094586i,-0.00045656-0.00071893i,-0.0004846-0.00086003i,-0.00024429-0.0010152i,-0.00013801-0.00040477i,-0.00019233+0.00058121i,0.00031349+0.00061301i,0.00081741+0.000156i,0.00036358-0.00013962i,0.00013277-0.00039104i
0.001041+0.0016766i,0.0016571+0.0015931i,0.0031869+0.00054971i,0.0025388-0.0003664i,0.00077136-0.00023181i,-0.00097125-0.00013263i,-0.0016999+0.00078392i,-0.00086307+0.0016066i,0.00014103+0.001344i,0.0010669+0.00081632i,0.0012997+0.00072908i,0.00079752+0.00076792i,4.4028e-05-5.3408e-05i,-0.00055153-0.00089147i,-0.00074829-0.00062892i,-0.00047653-7.8959e-05i,-0.00049397-0.0001921i,-0.00030085-7.0749e-05i,0.00010106+0.00047688i,0.00015452+0.00077108i,0.00045327+0.00071319i,0.0008439+0.00042946i,0.00057825+0.00016773i
-0.0021299-0.00018329i,6.2684e-05+0.00028903i,0.00064072+0.00064529i,-0.00027542+0.00022771i,0.000119-0.00048349i,0.0011556-0.00069378i,8.0971e-05+0.00029281i,-0.00027969+0.00059605i,0.00086491+0.00017451i,0.0010017-0.0009813i,0.00040089-0.0011284i,0.00018613-0.0004931i,0.00031198-0.00073441i,-8.876e-05-0.001054i,-0.00059737-0.0010187i,-0.00088-0.00053795i,-0.00049377-0.00019137i,0.00012713-0.00013242i,-0.00037369-0.00030259i,-0.0010256+0.00012711i,-0.00066063+0.00072798i,-0.00026292+0.0012471i,-0.00065791+0.0015913i
-0.0010215-0.00056323i,-0.0015418-0.00094363i,-0.001898-0.0011963i,-0.0016033-0.00027104i,-0.0014251+8.9422e-05i,-0.00050626+0.00035256i,0.00038089+0.00093055i,0.00103+0.00092521i,0.0014742-8.1138e-05i,0.0010036-0.0014349i,0.00053498-0.0018616i,0.00057945-0.00098442i,0.00073009-0.0008122i,0.00084192-0.0011892i,0.00093856-0.00095763i,0.00037971-0.00058911i,7.7214e-05+0.000301i,-8.2932e-05+0.0007488i,-0.00030839+0.00071982i,-9.4428e-05+0.00090197i,0.00031233+0.00075338i,0.00031551+0.00087331i,9.6851e-05+0.0010688i
-0.00089553-0.00045871i,-0.0017725+0.00052457i,-0.0020749+0.0014059i,-0.0019931+0.0012436i,-0.0020076+0.0012945i,-0.0012745+0.0016716i,-0.00077868+0.0022501i,-0.00049012+0.0025272i,-0.0004536+0.001356i,-0.00064043+0.00055208i,-0.000598+0.00016373i,-9.5071e-05+8.2208e-05i,0.00043852-0.00038388i,3.0331e-05-0.00063196i,-0.00063848+0.00044972i,-0.00066712+0.00086233i,-0.0006125+0.00067123i,-0.00023451+0.00054315i,0.00011772+0.00015371i,-8.9366e-05+0.00010415i,0.00037035+0.00070441i,0.0007957+0.00066443i,-0.00012146-0.00012i
0.00031809-0.00099734i,0.001825-0.0018769i,0.00209-0.0024142i,0.00060355-0.0020644i,-0.00030757-0.000686i,-0.0011811+0.00065403i,-0.0016541+0.0015675i,-0.0010968+0.0012071i,-0.00011127+0.00053424i,0.00062547+0.00035696i,0.0011282+0.00011536i,0.00039317+0.00031116i,-0.00025304+0.00015634i,0.00033876-1.8653e-05i,0.00076278+0.00020849i,0.00070537-0.000192i,0.00084458+1.7178e-05i,-3.2595e-05+0.00059711i,-0.00070004+0.00022661i,-0.00010572+0.00065057i,0.00012454+0.00054989i,1.3027e-06+0.00020438i,0.0001248+8.5349e-05i
0.00055983+0.00021555i,-0.00035528+0.0018676i,-0.00083536+0.0028492i,0.00020212+0.0015452i,0.00059698+0.00077705i,0.00041302+0.0007902i,-0.00023293+0.0010717i,-0.00047606+0.0016151i,0.00025405+0.0012923i,-0.00020332+0.00021979i,9.491e-05-0.00074027i,0.0009721-5.4484e-05i,0.00079754+0.00043424i,0.00028059+0.00048439i,-5.3041e-05+0.0003415i,1.7852e-05-0.00053171i,0.0002021-0.00053666i,0.0002435-0.00013925i,1.1148e-05+0.00043481i,0.00021224+0.00018592i,0.00044233+0.00025255i,0.00060705+0.00035809i,0.00073124+0.00027396i
-0.00089003-0.00087385i,-0.0021626-0.0007682i,-0.0024479-0.00031647i,-0.0017352+0.00038817i,-0.00010446+0.0010002i,0.00084033+0.0012879i,0.00045664+0.0008488i,0.00020467+0.0001142i,-8.8773e-06-0.0001932i,0.00016273-0.00026948i,0.00082869+4.822e-05i,0.0013775+0.00050085i,0.0010908+0.00017906i,0.00024973+0.00040183i,-0.00023644-7.1131e-05i,-5.5548e-05-0.00062518i,0.00023449-0.00057446i,0.00032692-0.00073646i,0.00015438-0.00021047i,-0.00047646-0.00022133i,-0.00022941-0.00046476i,0.00077534-0.00046044i,0.001078+0.00010409i
0.0004437+0.00256i,0.00020595+0.0024137i,0.00093966+0.0021313i,0.00080574+0.0010815i,0.00056181-0.00034385i,0.00040013+2.8488e-05i,6.9755e-07+0.00076736i,0.00098978+0.0012257i,0.0018011+0.0017776i,0.0015396+0.0010864i,0.00075494+0.00019596i,0.00047665+0.00011798i,0.00038949-0.00035827i,-0.00037174-0.0012025i,-0.00083071-0.0012896i,-0.001337-0.00096588i,-0.0011738-0.0011947i,-0.00082392-0.00077806i,8.9561e-05-0.00048865i,0.001274+4.2838e-05i,0.0011583+0.00039788i,0.00069608-0.00041261i,0.00057725-0.0012305i
-0.00063455+0.00035445i,0.00033526-0.00020085i,-0.00035204-0.00089951i,-0.00090895-0.0013051i,-6.9144e-05-0.00016433i,5.8471e-05+0.00057457i,0.0006033+0.00043448i,0.00062131+0.00056529i,0.0009664+0.00039606i,0.0010699-0.00026967i,0.00030659-0.001041i,0.00013665-0.00079229i,4.68e-05-0.00017108i,-1.827e-05-0.00058265i,0.00012348-0.00057213i,-0.00010225+0.00015742i,-0.00024212+0.00061748i,3.8647e-05+0.0002754i,0.00040328+0.0001914i,-0.00018587+0.0006374i,-0.0009596+0.00049765i,-0.00041438+0.00048098i,0.00036375+0.00039087i
0.0004833+0.00038686i,0.00010841+0.00036785i,0.00056033+0.00059909i,0.0013323+0.00036275i,0.0011357+0.00051874i,0.0002656+0.00048993i,-0.00027965+5.6354e-05i,0.00019882+0.00055369i,0.0013534+0.00085815i,0.0022892+0.00035831i,0.0021811+1.9829e-05i,0.0017486-0.00058258i,0.0013672-0.0011354i,-2.3101e-05-0.00063936i,-0.00040838-0.0004684i,-0.00024923-0.00051566i,9.5388e-05-0.00054392i,8.7371e-05-0.00036655i,-0.00023636+4.6858e-05i,-0.00025618-0.00029885i,-2.1904e-05-0.00066922i,0.00012949-0.00012744i,-1.411e-05-0.00041614i
0.0026351+0.0013577i,0.0032677+0.00048367i,0.0026947-0.00026075i,0.001125-0.0013321i,0.00032759-0.0010331i,7.9859e-05-0.00019655i,-1.7738e-05-1.2437e-05i,0.00070548+0.00085704i,0.00028272+0.00065016i,-0.00039548-0.00023384i,-0.00024553+0.00010607i,2.5952e-05+0.00042781i,0.00041334-0.00024895i,0.0004141-0.00034433i,-8.986e-05+1.8792e-06i,-0.00011393+0.00043855i,-0.00015499+0.00051781i,-0.00042689+0.00048096i,-0.00038824+0.00040172i,1.1513e-05-6.5064e-06i,0.00018711-0.00046287i,-0.00024373-0.00026665i,-0.00028465-2.682e-05i
-0.0017284+0.00031545i,-0.00060214+0.0011218i,-0.00068213+0.0015428i,-0.00031716+0.0012691i,0.00022824+0.00046785i,0.00053852+0.00066541i,0.00064582+0.0012526i,0.0014464+0.00098767i,0.0020655+0.00073652i,0.0012656+0.00031714i,1.2049e-06-0.00021136i,0.00015653-0.00029134i,0.00060591-0.00041632i,0.00043816-0.00018933i,0.00041973-0.00033059i,0.0003551-0.00094651i,0.00017507-0.00032008i,6.3745e-05+0.00031334i,0.00026455-0.00031799i,0.00030024-0.00075278i,-0.00063579-9.8505e-05i,-0.0012665+4.8718e-06i,-0.00090759-0.00032689i
-0.00028084-0.0008194i,-0.00075869-0.00084978i,-0.0016055-0.00083211i,-0.0013133-0.0010608i,-0.00090452-0.00028997i,-0.0013532+0.00075915i,-0.0011658+0.00092111i,1.598e-05+0.0010796i,0.00093475+0.0011416i,0.0012259+0.00044115i,0.00019516-0.00052556i,-0.0002325-0.00044499i,0.00038461+0.00019441i,0.00059985+4.6725e-05i,0.00031248-0.0005558i,0.00015387-0.0010812i,-5.2468e-05-0.00069651i,-0.00027596+5.0053e-05i,4.2197e-05+0.0010047i,-0.00024699+0.0013077i,-0.00038914+0.00095859i,-0.00027514+0.00077776i,5.9535e-05+0.00060328i
-0.00062537-0.00050429i,-0.00012781+0.00037587i,0.00056481+0.00086846i,0.00046134+0.0012479i,0.00056567+0.0011139i,0.00070904+0.0017283i,4.7791e-06+0.0021051i,8.2582e-05+0.001608i,0.00079623+0.0011202i,0.0010723+0.00053559i,0.0010021+0.0001513i,0.00065954-0.00023302i,0.00045409-4.941e-05i,0.00031514+0.00033093i,0.00028029-0.0004294i,0.00040178-0.00099531i,0.00050512-0.00085527i,0.00072405-0.00079621i,0.00027043-0.00020806i,0.0001834+0.00044981i,-0.00032289+0.00013723i,-0.00048204-0.00042912i,0.00049199+1.9423e-05i
-0.0014719-0.00049849i,-0.0021873+0.0013655i,-0.0015597+0.003013i,-0.0011013+0.0026991i,-0.00060355+0.0012387i,0.00028725-0.00015477i,0.00039917-0.00033292i,-3.9888e-05+3.5627e-05i,-1.8342e-05+0.0010897i,0.00015997+0.0012886i,0.00017353+0.00059268i,9.9209e-05+0.00024453i,0.00031728-0.00070461i,0.00050842-0.0011086i,0.0003912-0.00073248i,2.6622e-06-0.00018492i,-0.00028543-8.9651e-05i,-0.00036674-0.00069469i,-0.00096392-0.00079667i,-0.00068201-0.00011877i,-0.00077496+0.0003118i,-0.00074771+0.00022475i,-0.00020796+9.9116e-05i
0.0014014+0.001451i,0.0014833+0.0016551i,0.0020336+0.00061399i,0.0016084-0.00081459i,-1.8492e-05-0.00081537i,-0.00060543+0.00011778i,-0.00042064+0.00091256i,0.00037937+0.00090516i,0.0012568+0.00084583i,0.0018065+0.00037058i,0.0012165-0.00033562i,-8.5992e-05-0.00032707i,-0.00052372-0.00014523i,0.00028888-0.0001459i,0.00068239-0.00023619i,0.00032425-0.00065425i,-0.00023423-0.00095325i,-0.00080065-0.00033308i,-0.00016997-1.4807e-05i,-0.00040117-0.00012446i,-0.00082332-0.00033402i,-0.00093257-0.00018252i,-0.00065253-0.00052915i
-0.00036748+0.0007763i,9.0081e-05+0.00066183i,0.00047157+0.00062448i,0.00042168+6.5305e-05i,0.00055468+0.0001889i,0.0012573+0.0008683i,0.0015431+0.0010482i,0.0011697+0.0012802i,0.00065892+0.00060915i,0.0003577-0.00046696i,0.00080918-0.00098015i,0.0013592-0.00070478i,0.00071679-1.1576e-05i,-0.00040929-0.00022302i,-0.00077964-0.0003531i,-0.00088038-0.00023083i,-0.00067105-0.00040019i,-0.00046256-0.0004586i,-9.1938e-06-0.00044137i,0.00042926-0.00060615i,-0.00023714-0.00039215i,-0.00058823-4.1759e-05i,0.00021535-0.00037158i
-0.00015073+0.0015611i,0.00017221+0.00053364i,0.00091514+0.00066992i,0.00037013+0.00030259i,-0.00015442-9.8839e-05i,0.00020122+0.00096382i,0.00037211+0.0013095i,0.00010013+0.0010578i,0.0001442+0.0013247i,0.00089709+0.00081377i,0.00087919-0.00019505i,0.00028867-0.00021759i,-8.8203e-05+0.00010378i,-0.00080897-3.6894e-05i,-0.00059248-0.00039521i,0.00041276-0.00040302i,0.00044769-0.00054717i,0.00042999-0.00067538i,0.00024391+0.00010088i,-0.00050097+0.00034547i,-0.00052883-0.00023196i,-0.00036138-0.00040639i,-0.00047778+0.00046222i
0.001013+0.00031954i,0.00060636+0.00079862i,0.00032799+0.0010285i,-0.00047292+0.00089491i,-0.0013004+0.00014144i,-0.0011322+4.6283e-05i,-0.00081031+0.00091976i,-0.0006199+0.00099296i,0.00078942+0.0003095i,0.0011197-0.00035492i,0.00032721-0.00036761i,0.00017519+2.6407e-05i,7.7332e-06+0.00018535i,0.00026355-3.6528e-05i,0.00025759-0.00034957i,0.00042636-0.0003165i,0.0006317-0.00032828i,0.00033819+0.00017116i,5.0309e-05+0.0010311i,-0.00019069+0.0010275i,-0.00027382+0.00067098i,-0.00051482+0.00045652i,-0.00039888+6.276e-05i
0.0013891-0.0036938i,0.00022799-0.0035415i,-0.0008591-0.0035152i,-0.0014323-0.0018072i,-0.0015466+1.9241e-05i,-0.0011093+0.00167i,-0.00048527+0.0023089i,0.00026067+0.0018023i,0.00032663+0.00061937i,9.0728e-05-0.00047023i,0.00028174-0.00086644i,0.00027465-0.00046498i,0.00025159-0.0004407i,0.00061492-0.00094606i,-0.00027207-0.0010316i,-0.00062801-0.00057425i,-0.00032855+3.4845e-05i,-0.00017519-0.00027245i,0.00033604+0.00019109i,0.0003661+0.00075871i,0.00032661+0.00080493i,9.4e-05+0.00060886i,0.00041763+0.00037984i
-0.00075745+0.0002791i,0.00021822+0.00063054i,0.00047501+0.0020588i,0.00040366+0.0012524i,-2.2109e-05+0.00014323i,0.00013859-0.00019119i,0.00066537+0.00010238i,0.0004002+0.00080534i,0.00043447+0.00098659i,0.0011012+0.00014542i,0.0012668-0.00025627i,0.00078906+0.0001621i,7.4826e-05+0.00041451i,-0.00044549+3.6291e-05i,-0.00036328+0.00010901i,-2.2326e-05+0.00022513i,0.00044404+5.8886e-05i,3.3412e-05-3.5364e-05i,-2.5741e-05-0.0004078i,-1.6841e-06-0.00028429i,0.00045509+6.693e-05i,0.00046913+0.00034468i,-6.8256e-05-1.7353e-05i
-0.0010308+8.9251e-05i,-0.0010352+0.00066591i,-0.0014451+0.0018537i,-0.00098533+0.0021537i,-0.00019444+0.0013432i,0.00017066+0.00071478i,0.00015336+5.8331e-05i,0.00020898+0.00037534i,0.00078112+0.00064612i,0.00054359+0.00047317i,-0.0002445+0.0010682i,-0.00090127+0.0011752i,-0.00086701+0.00042597i,-0.00043797-0.00037761i,-0.00069958-0.0013659i,-0.00062906-0.0013708i,-0.00019057-0.00042722i,-0.00030417-0.00034457i,-0.0002945-2.7739e-05i,0.00011065+0.00062919i,0.00016617+0.00059911i,-0.00013978-8.0906e-05i,6.5043e-06-0.00036891i
8.605e-05+0.0020333i,0.00092244+0.00090348i,0.0012818+0.00082799i,0.0018016+0.001154i,0.0018013+0.00062944i,0.00097003-0.00060341i,0.00053724-0.00012833i,0.00095234+0.0014845i,0.0013248+0.0019241i,0.001627+0.00075305i,0.0012406-0.00016949i,-3.3207e-05-0.00078817i,-0.00039119-0.00090025i,-0.00040178-0.00036633i,-0.00068625+1.6969e-05i,-0.00049972-0.00015136i,0.00038092-0.00036242i,0.00018977-0.00060152i,-0.00067346-0.0013958i,-0.0009828-0.00077524i,-0.0002193-9.651e-05i,0.00018469-0.00050427i,-0.00025069-0.00040765i
