0.0011377+0.00096079i,0.00022367-0.00095044i,-0.0017983-0.0021209i,-0.0031448-0.0010684i,-0.004289+4.2553e-05i,-0.0041799+0.00094583i,-0.002342+0.002049i,-6.6409e-05+0.0018288i,0.00046147+0.00054722i,-0.0006187-0.0010062i,-0.0012463-0.0015234i,-0.0010937-0.0013587i,-0.00092458-0.0010463i,-0.00089849-0.00027744i,-0.00021365+0.00076129i,-5.428e-05+0.0009405i,-0.00048529+0.00017844i,-0.00078508-0.00028199i,-0.00091821-0.00054767i,-0.00012611-0.00089438i,0.00076826-0.00044443i,0.0010488+4.7477e-06i,0.0008182+0.00094089i
0.00029891+9.2933e-05i,-0.0015731+0.00034181i,-0.0033479+0.0010103i,-0.002427+0.0015032i,-0.0014829+0.0013661i,-0.0016424+0.00048994i,-0.0015101-0.00014324i,-0.0011998+0.00017715i,-0.0010042-0.00032448i,-0.00065436-0.00074279i,-0.00063068-0.00029494i,-0.00066702-0.00015208i,-0.0004511+0.00046125i,-0.00030907+0.0001791i,0.00033414-0.00066367i,0.000878-0.001089i,0.00053682-0.00067058i,0.00018975-0.00066755i,0.00010193-0.00091311i,0.00010939-0.00028989i,0.00032233+0.0003369i,0.00029901+0.00047174i,0.00012276+0.00082512i
-0.00095497-0.0023398i,-0.001196-0.0021324i,-0.0021744-0.0018057i,-0.0019896-0.00057384i,-0.0012715+0.00084049i,-0.0018182+0.00032568i,-0.002279-0.0010694i,-0.0017211-0.00075479i,-0.00084497+7.0456e-05i,-0.00089674+0.00036104i,-0.0012022+0.00017684i,3.4347e-06+0.00011912i,0.00031653+0.00022918i,-0.00015827-0.00029462i,-0.00021114-0.00016786i,-7.9241e-05+8.0005e-05i,0.00036672-0.00064569i,0.00040085-0.00061598i,-0.00020799-0.00025885i,-0.00040603-0.00039475i,-0.00016035+0.00051492i,0.00043833+0.00094625i,0.00057061+0.00054702i
-0.002634-0.0016534i,-0.0035052-0.0016623i,-0.0021674-0.00051306i,-0.0010968+0.00093586i,-0.00047618+0.0010176i,-0.00011128+0.00043604i,-0.0004123-0.00017213i,-0.00024105-0.00073688i,-5.2577e-05-0.0010608i,0.00013833-0.00068184i,-0.00042665-3.2461e-05i,-0.00075484-0.00030519i,-0.00016792-0.00041737i,0.00041919-0.00011594i,0.00059607+0.00043378i,0.00010714+0.00046977i,-0.00028178-0.00015547i,-0.00042894-0.0003985i,-8.4401e-05-0.00037297i,-9.3937e-06+0.00018859i,-0.00040138+0.00091768i,-0.00037201+0.00064626i,0.00022161-0.00042834i
-0.001427-0.0010137i,-0.0024482-0.0006514i,-0.0031621+0.0007977i,-0.0022226+0.0013881i,-0.00092902+0.0014266i,-0.0012294+0.00049911i,-0.0016467-0.00040422i,-0.0012551-0.00018529i,-0.001057-0.00051751i,-0.00061855-7.9338e-05i,0.00019125+0.0012206i,0.00082015+0.0012153i,0.0018989+0.00059824i,0.0017947-1.3772e-05i,0.001071-0.00058115i,0.0011086-0.00068247i,0.00049193-0.00067545i,5.5853e-05-0.00071197i,0.00043087-0.00098601i,0.00042861-0.00064141i,0.00011358+0.00019383i,-0.00021033+0.00063047i,0.00017288+1.0495e-05i
-4.2643e-05-0.0033657i,-0.00083164-0.0034065i,-0.0017431-0.0021165i,-0.0022289-0.0010673i,-0.00142-0.00055142i,-0.00078657-0.00018274i,-0.0011956-0.00026675i,-0.0012618-0.00022744i,-0.0010163-5.1412e-05i,-0.0012775-0.00058878i,-0.0019669-0.0010684i,-0.0020048-0.00015683i,-0.0006902+0.00115i,0.00020961+0.00097005i,0.00049143+0.00038291i,0.00058533+0.0004701i,0.00014688+0.0002283i,-0.00048125-0.00067843i,-6.5155e-05-0.0010821i,9.5581e-05-0.0010929i,5.1656e-05-0.00087543i,9.3371e-05-0.00075222i,-6.8249e-05-0.00091397i
0.00078031+0.00066915i,0.00091522+0.00095944i,-0.00084739+0.0018242i,-0.0024201+0.0017188i,-0.0021249+3.0919e-05i,-0.00050623-0.00073749i,-0.00021145-0.0010633i,-0.00058132-0.00035532i,-0.00041242+0.0010077i,-0.00031696+0.00040873i,-0.00078989-0.00090111i,-0.0013131-0.00046475i,-0.00071977+0.0010793i,-0.00027386+0.0011531i,-0.00068432-0.00019071i,-0.00043323-0.0010935i,7.008e-05-0.00048767i,0.00025799-6.6095e-05i,0.00029399-0.00029238i,-0.00010204-0.00034197i,-0.00049031-0.00022585i,-0.00035434+0.00016018i,0.00016879+0.00028185i
-0.00067644-0.0015256i,-0.0010595-0.001184i,-0.0019542-6.3025e-06i,-0.0021804+0.00068409i,-0.0012939+0.0006778i,-0.00080593+0.0001434i,-0.0017214-0.0009821i,-0.0017775-0.001099i,-0.00072093-0.0008524i,-0.00062976-0.00084156i,-0.00067121-0.00027176i,-0.00084635-0.00015604i,-0.00052272-0.00049312i,-0.00031679-0.00054169i,-0.00022221-0.0003984i,1.2355e-05-0.00024231i,8.1575e-06+0.00054758i,-0.00034315+0.00086408i,-0.00038991+6.2025e-05i,-4.6814e-05+6.9208e-05i,-5.1877e-05+0.000751i,0.0002576+0.00055196i,0.00081798+0.00027852i
0.00076195-0.0036033i,-0.0022794-0.0028056i,-0.0042495-0.0010635i,-0.0038054+0.00038515i,-0.0020282+0.00069028i,-0.00089405-0.00019272i,-0.0010996-0.00078999i,-0.0016792-0.0003336i,-0.00096908+6.1289e-05i,-0.00013501+0.00025506i,-0.00063072+0.00032151i,-0.001365+0.00051641i,-0.00055624+0.00060068i,0.00063992+0.00044109i,0.00029618+0.00043484i,-0.00031661+0.00024976i,-0.000577+0.00048196i,-0.00032405+0.0007978i,-6.2427e-05+0.00067167i,0.00028731+0.00036883i,0.00027276+4.7202e-05i,0.00028722-0.00028125i,9.057e-05-0.00083173i
0.0010465+0.0019121i,0.00055189+0.0019486i,0.00085036+0.00080745i,0.00013396-0.00039435i,-0.0005973-0.00071512i,-0.0019452+7.8893e-05i,-0.0019511+0.00024953i,-0.00049624-0.00026878i,-0.00015195-0.00061636i,-0.00025781-0.0008951i,-0.00092427-0.00076921i,-0.0014042-0.0001745i,-0.00096221+6.0024e-05i,-0.00021985-0.00062373i,-0.00011323-0.00068942i,-0.00010586-0.0006848i,0.00031001-0.0013944i,-0.00026373-0.00088676i,-0.00034594+7.846e-05i,-3.1346e-05-6.7338e-05i,-8.2333e-05-0.00046702i,0.0004653+4.5606e-05i,0.00051416+0.0002945i
0.0012508+0.0003028i,0.00024494-0.00018227i,-0.0010759-0.00025176i,-0.0011701-0.00073406i,-0.0012516-0.0011804i,-0.0018954-0.0014496i,-0.0021507-0.00079852i,-0.0016875-0.00038267i,-0.00041687-0.00044272i,-7.1527e-05-0.0010365i,-0.00084469-0.0012908i,-0.00095277-0.0010687i,-0.00062515-0.00087169i,-0.0012178-0.00084307i,-0.0018892-0.0018951i,-0.0015819-0.0016981i,-0.00092041-0.00017875i,-0.00063627+6.2831e-05i,-0.0005123+0.0003764i,-0.00019985+0.0012469i,0.00010115+0.00088665i,-3.2849e-05+0.00075585i,-0.00041851+0.0010025i
0.00079131-0.00064594i,0.00050601+0.00021821i,-0.00025561+0.00055326i,-0.00098371+7.8416e-06i,-0.0014491-0.00092902i,-0.0021062-0.00096914i,-0.0021125-0.00073668i,-0.0013997-0.00050093i,-0.0010014-0.00023711i,-0.00070786-0.00065644i,-0.0002304-0.00046781i,-6.4337e-06+6.0804e-05i,0.00022408+9.6308e-05i,0.00065348+0.00027954i,0.00093272+0.00034153i,0.0010404-8.3572e-05i,0.0011233-0.00042909i,0.00082768-0.00010879i,-0.00014065-4.9479e-05i,-0.00088136-0.00017898i,-0.00060326-0.00028333i,0.00017469-0.00021902i,0.00082261+0.00034065i
0.002397-0.0011802i,0.0018116-0.0028944i,0.00048275-0.0034677i,-0.00063532-0.002208i,-0.0012326-0.0012543i,-0.0013238-0.0010839i,-0.0012231-0.00066821i,-0.001009+0.00030523i,-0.00039237+0.0005105i,-0.00018641-0.00041212i,-0.00032612+0.00044702i,-0.00012542+0.0012467i,-0.00049591+0.00098738i,-0.00083796+0.00050609i,-0.0011314+0.00070517i,-0.00084285+0.0011312i,-0.00017073+0.00064632i,-0.00014649+0.00025328i,0.00054005-0.00015636i,0.00073652+3.4441e-05i,0.00024646+0.0003008i,0.00032897+4.6705e-05i,0.00022373-0.00033606i
-0.0014319-0.0032207i,-0.0025584-0.0031432i,-0.0032063-0.001716i,-0.0030649-2.8311e-05i,-0.0018173+0.00047841i,-0.00036867-2.3997e-06i,-0.00036216-0.00092412i,-0.00076371-0.0016075i,-0.00062974-0.0018047i,-0.0008253-0.0012777i,-0.00095673-0.00037528i,-0.00070402+0.00034795i,0.00030775+0.00053474i,0.00068831+0.00031358i,0.00058004-4.181e-05i,0.0004518-0.00036444i,0.00014753-0.00055327i,6.246e-05-5.7301e-06i,-0.00050217+5.4658e-05i,-0.00041387-0.00085424i,-0.00082833-0.0007948i,-0.00096877-0.0002291i,-0.00045014-0.00041101i
-5.3248e-06-0.0012598i,-0.00081347-0.000872i,-0.0012689+0.00051599i,-0.00095107+0.0010879i,-0.00045656-0.00024692i,-0.00050814-0.00079451i,-0.00050586-0.00030729i,-0.00029908-0.00013515i,-0.00039738-0.00031808i,-0.00063228-0.00063713i,-0.00054915-0.00028898i,-0.00036491+4.7594e-06i,7.8564e-05+0.00069923i,1.0427e-05+0.0011869i,-0.00043539+0.000616i,-0.00044493+0.00035758i,-0.00016565+0.00027882i,0.00018548+0.0002136i,0.00038615+4.1177e-05i,-6.9775e-05-9.7729e-05i,-0.00021368+0.00037572i,0.00023174+0.00040881i,-0.00023068-0.00037261i
0.0021952+0.00033046i,0.0014749-0.00018823i,-0.0010124+0.00090752i,-0.0020105+0.00081996i,-0.0016082-0.00056794i,-0.0014043-0.00065717i,-0.001307-3.9711e-05i,-0.00095448+0.00043376i,-0.00016055+6.7968e-05i,0.0001828-0.0010903i,5.4209e-05-0.00063293i,-0.00017713+7.6469e-05i,-0.00021314-0.00034191i,-0.00021597-0.00036503i,-0.00046648+0.00024081i,-0.00016028+0.00015826i,-1.4827e-05+0.0001243i,-0.00068926+0.00080977i,-0.00070667+0.00022652i,-0.00014197-0.00024677i,-0.00025708+0.00017296i,0.00015497+6.8764e-05i,0.00049027-0.00033977i
-0.0011652-0.00046195i,-0.0012761+0.00035266i,-0.001906+0.0010245i,-0.0018376+0.0015727i,-0.0012241+0.0013646i,-0.00091781-0.00080293i,-0.00078528-0.0024346i,-0.00057726-0.0014164i,-0.00065942+8.9729e-05i,-0.00053436-0.00031101i,-0.00069497-0.00095839i,-0.00084377-0.00060341i,-0.00046313-0.00049183i,0.00028286-0.00011784i,0.0013905-0.00053089i,0.0015824-0.00083168i,0.0011037-0.0006567i,0.0005847-0.00043471i,-0.00032435+0.00011186i,-0.0005489-9.6246e-05i,5.6596e-05-0.0006173i,0.00028087-0.00067587i,-0.00027477-0.00051412i
-0.0023689+0.0011738i,-0.0027783+0.0023669i,-0.0025104+0.0026315i,-0.0014544+0.0026486i,-0.00083455+0.001439i,-0.00074032+9.0409e-05i,-0.00067629+7.7163e-05i,-0.0014611+0.00025519i,-0.0019163+3.3859e-05i,-0.00099025-0.00042173i,-0.00081796-0.00091606i,-0.0013774-0.00099141i,-0.00094873-0.001484i,0.00017872-0.0015292i,0.00084066-0.00073171i,0.00071726-0.00035984i,0.0004035-0.00035392i,8.802e-06+6.0695e-05i,-8.3611e-05+0.00049657i,4.5308e-06-3.09e-05i,-0.000337-0.00034757i,-8.3975e-05+9.7178e-05i,0.00020531+0.00012937i
4.5293e-05-0.0011853i,-0.0022686-0.0025722i,-0.0029328-0.0023258i,-0.002819-0.0011256i,-0.0021363-0.0012131i,-0.0021881-0.0021064i,-0.0022609-0.00209i,-0.0012537-0.0012837i,-0.00030125-0.00050669i,-0.00085227+9.7473e-05i,-0.001023+9.2464e-05i,-0.00068378-0.00022845i,-0.00037024+1.0823e-05i,-0.00012533+0.00020668i,-0.0007508+0.00029745i,-0.00073446+9.6322e-05i,-0.00013633-0.00035582i,-0.00020297-0.00026681i,-0.0003023+1.9694e-05i,0.00019123+0.00025138i,0.00055305+0.0001936i,0.0002521-0.00010546i,0.00023362-0.00050563i
0.00085074-0.0029309i,-0.00098314-0.0025225i,-0.0033393-0.0016195i,-0.0033364-5.3248e-05i,-0.0024075+0.0007997i,-0.0018545+0.00059548i,-0.0012966-0.00013284i,-0.0011177-0.00065811i,-0.0011958-0.00058121i,-0.0011548-0.00042031i,-0.00025181+5.8217e-05i,-0.0003588+0.00082343i,-0.0012436+0.00037206i,-0.0015246-0.00024109i,-0.00081864-3.2328e-05i,-0.00047728-0.00024682i,-0.00063228-0.00049506i,-8.6807e-05-0.00078217i,0.00016541-0.00099705i,-0.00011247-0.00083163i,-0.00044886-0.00063099i,-0.00016854-0.00027614i,8.6967e-05-9.9732e-05i
-0.00030827-0.0013254i,-0.0009034-0.00062133i,-0.0012079-6.3245e-05i,-0.0020816+0.0003479i,-0.0022791+0.00016355i,-0.0013431-0.00051506i,-0.0018193-0.0011671i,-0.001472-0.0012921i,-0.00027668-0.00091831i,-0.0003336-0.00067888i,-0.0010424-0.0003636i,-0.00089083-0.00025721i,-0.0002111-0.00056565i,2.3058e-05-7.0956e-05i,-0.00036106+0.00020488i,-0.00037234-7.0946e-05i,-0.0004145+0.00012563i,-0.00074723-1.1308e-05i,-0.00053817-0.00027018i,6.0837e-05-0.00055054i,0.00078417-0.0012432i,0.00092472-0.0013949i,0.00094836-0.00058279i
0.00056112-0.0023008i,-0.00026228-0.0027514i,-0.0014991-0.0015973i,-0.0019943-0.0011747i,-0.00085334-0.0020516i,0.00025901-0.0022791i,-0.00032684-0.0013856i,-0.0016465-0.00052793i,-0.0011702-0.0002105i,-0.00050606-0.00038113i,-0.001085+0.00019346i,-0.0011105+0.0011643i,-0.00050194+0.00073526i,-0.00026651+0.00070688i,-1.8853e-05+0.00093049i,-0.00045651+0.00069608i,-0.00083614+0.00035156i,-0.00029387+7.8595e-05i,4.0087e-05+9.8848e-05i,0.00031723-0.00015789i,0.00040631-0.00064285i,0.00020126-0.00035207i,-0.00010332+5.1207e-05i
5.1627e-05-0.00049013i,-0.0008942+0.0006473i,-0.001788+0.0019798i,-0.0022979+0.0015784i,-0.0024791+0.0005821i,-0.0023562-0.00025763i,-0.0010175-0.001257i,-2.2694e-05-0.0011079i,4.531e-05-0.00025754i,-7.8692e-05+2.1824e-05i,-0.00021617-0.00061986i,-0.00047716-0.0011707i,-5.1213e-05-0.00063706i,0.00052996+0.00012348i,-0.00015843+0.00056883i,-0.00064542+6.9135e-05i,-0.00059723-0.00043132i,-0.00044802-0.00037529i,0.00073988-0.00024434i,0.0017641-0.0005502i,0.0010483-0.00027016i,-0.00010401+0.00076488i,0.00013379+0.00098625i
0.0035744-0.00036325i,0.0019127-0.0014642i,0.0011824-0.0026048i,-0.0005596-0.0034761i,-0.0023605-0.0031061i,-0.0034506-0.00046065i,-0.0034488+0.001352i,-0.0018319+0.0011282i,-0.00083314+0.00035584i,-0.0010451-0.00092788i,-0.001385-0.0016486i,-0.001075-0.0015155i,-0.0015289-0.00059211i,-0.0021623+0.00062562i,-0.0015335+0.00071683i,-0.00037426+0.00027222i,-0.00031597-0.00096474i,-0.00045851-0.0007439i,-0.00022738+0.0009277i,-0.00043638+0.00055743i,-0.00028336+0.00013164i,-0.00030717+0.00058885i,-0.0008471-3.1131e-05i
-0.0023539-0.0018057i,-0.003618-0.0016282i,-0.0044962+0.00065107i,-0.0032187+0.0024785i,-0.0012655+0.0016153i,-0.00071398-1.3908e-05i,-0.0013619+0.00021307i,-0.00134+0.00054652i,-0.00061675+0.00055044i,-0.0010884+0.00080131i,-0.00054255+4.0144e-06i,-0.00011368-0.00031497i,-0.00015429-3.5434e-05i,0.0011155-0.00039837i,0.0013277-0.0005176i,0.0014446-0.00042574i,0.0012169-0.00053436i,7.8219e-05-0.00077743i,-0.00053842-0.00025415i,-0.00069165+0.00047826i,-0.0006057+0.00054727i,9.2247e-05+0.00065229i,0.00063113+0.00056i
-0.00077504+0.00099968i,-0.00061641+0.00046157i,-0.0012157+0.0016832i,-0.00075947+0.0012458i,-0.0005255+0.00011043i,-0.0011578-0.00059306i,-0.0020771-0.00060054i,-0.001274-0.00026539i,0.00043384-9.9653e-05i,9.6774e-05+0.00026062i,-0.00020686+0.00036022i,0.00050581-0.00043699i,5.1658e-05-0.0006255i,-0.00015978-0.00040104i,-0.00020945-0.00072593i,0.00010213-0.00020423i,0.00025248+0.001035i,0.0004871+0.00092616i,0.00079527+0.00043428i,0.00024084+0.00023363i,-0.00016635-8.139e-05i,0.00016162-0.00020059i,0.0010316-3.864e-05i
0.00030168-0.00054519i,-0.0022197-0.00075202i,-0.0036409-0.001154i,-0.0027931-0.0010363i,-0.0017069-0.00093665i,-0.0018706-0.00086958i,-0.0017886-0.00074069i,-0.0012546-0.00033549i,-0.00094174-0.00014236i,-0.00085106-0.00066568i,-0.0012627-0.0002138i,-0.0012237+0.00022243i,-0.00044-0.00027932i,0.00038017-0.00056329i,0.00076409-0.00090245i,0.0011398-0.00048114i,0.0010056-9.7439e-05i,-0.00020736-7.3321e-05i,-0.00083002+5.069e-05i,-0.00047855-1.67e-05i,2.9685e-05-0.00012772i,0.0004246+0.00016367i,-0.00036497-0.00018654i
-0.002504-0.0021184i,-0.0036579-0.0014094i,-0.0032083+0.00016414i,-0.002564+0.00052105i,-0.0014801+3.521e-05i,-0.00028366-5.1838e-05i,-0.00062148-0.0003773i,-0.0013116-0.0011733i,-0.001065-0.00079803i,-0.00066819-9.9186e-05i,-0.00044371-0.00045125i,2.7424e-05-0.00083443i,0.00014821-0.00035826i,0.00058315+0.00011503i,0.00062478-0.00022628i,0.00034957-0.00029858i,0.00022545-0.00028098i,0.00037577-0.00044696i,0.00021424-0.00080612i,0.00043777-0.00090502i,0.00097517-0.00010791i,0.0010624+0.000278i,0.0010701+0.00016697i
0.00057276-0.0052009i,-7.4048e-05-0.0048371i,-0.0022391-0.0031121i,-0.0033983-0.0018363i,-0.0029002-0.00083126i,-0.0015319+0.00056899i,-0.0014456+0.00054447i,-0.00098689-0.00075485i,-0.00014016-0.0013888i,-0.00043114-0.00070476i,-0.0010041-0.0002602i,-0.00085515-0.00027321i,-0.00070247+0.000107i,-0.00053105+0.00049579i,-0.00013575+0.00096957i,0.00057024+0.00082076i,0.0011432+1.5806e-05i,0.0011876-0.00062183i,0.00034839-0.00057782i,0.00033597-0.00052291i,0.0011436-0.00074959i,0.00067207-0.00099866i,0.00048649-0.00052212i
0.0013399-0.00034546i,0.00062688-0.00016637i,-0.00090714-0.00012378i,-0.00095548-0.00031317i,-0.00036247-0.00049802i,-0.00072514-0.0015947i,-0.0011935-0.0018595i,-0.0013971-0.00078297i,-0.0011224-0.0001729i,-0.00054908-0.00056829i,-0.00060102-0.0010335i,-0.00073473-0.00035905i,-0.00058986+0.00074085i,-0.00052872+0.0010496i,-0.00042253+0.00032587i,-0.00028521+0.00027112i,-0.00075325+0.00036233i,-0.00067583+0.00038414i,-0.00028087+0.00048382i,-0.00044363-8.5503e-05i,8.9211e-05-0.00034719i,0.00063971-0.00027045i,0.00063153-0.00034371i
-0.00087234-0.00040519i,-0.0014244-0.00062151i,-0.0013173-0.00092511i,-0.0020009-7.5834e-05i,-0.0021968-0.00021541i,-0.0010821-0.00063375i,4.8487e-05-0.00046717i,0.00016742+0.00010266i,0.00012462+0.00036992i,-9.72e-05+0.00021943i,4.7689e-05+0.00050962i,-1.7771e-05+0.00069174i,-0.00034542+0.00060348i,-0.00022823+0.00039081i,0.00045558+0.00035182i,0.000641-8.8932e-05i,0.00088658-0.00035985i,0.00050657-0.00010706i,-0.00065169-0.00037478i,-0.00013572-0.00051018i,0.00074816-5.2025e-05i,0.00066849+0.00013761i,0.00046387-0.00029184i
-0.00051606-0.0010253i,-0.0015581-0.0013002i,-0.0013619+0.00032799i,-0.002112+0.00078944i,-0.002267-0.00029885i,-0.001627-0.001075i,-0.0018264-0.00082464i,-0.0017678-0.00042415i,-0.00095271-0.00045466i,-0.00061587-0.00081456i,-0.0010392-0.000869i,-0.00075331-0.0008213i,-0.00014203+0.00034088i,-0.00019424+0.0013544i,-0.00033784+0.00071991i,-0.00027155+0.00043344i,-0.00029804+0.00074372i,-0.00016269+0.00018884i,4.1328e-05-0.00036947i,-4.8762e-05+3.0984e-05i,-9.9158e-06+0.00050867i,1.2578e-05-0.00027907i,-7.9515e-05-0.001106i
-0.0017479+0.00094868i,-0.0032288+0.00098855i,-0.0025521+0.00056798i,-0.00053442+0.0009139i,5.7112e-05+3.9625e-05i,-0.00039607-0.0014713i,-0.00053389-0.0014366i,-0.00067175-0.001283i,-0.00077407-0.001095i,-0.00057952-0.0013359i,-0.00066032-0.0011027i,-0.00053396-0.00029346i,0.00063901-0.00023066i,0.00028795-0.0005727i,-0.00061401-0.00060881i,0.00054807-0.00089249i,0.0011781-0.00073317i,0.00070952+2.498e-05i,2.2861e-05+0.0007225i,-0.00094624+0.00050988i,-0.00080724-0.00033895i,0.00029686+8.4532e-05i,0.00010726+0.00055831i
-0.00079014-0.0002834i,-0.0019621-0.001023i,-0.0035018+0.00058459i,-0.0023166+0.00070167i,-0.00062953-0.00046934i,-0.00082738-0.00068912i,-0.0010608-0.00035156i,-0.00083406+5.3222e-05i,-0.00019977+0.00025317i,0.00019409-0.000369i,-0.00029536-0.00073669i,-0.00046243+0.00022275i,-0.00058668+0.00016767i,-0.00079354-0.00024878i,-0.00017668-0.00010397i,0.00061482+0.00023782i,0.00083149+0.00029477i,0.00025912+0.00033703i,-0.00018621+0.00062149i,-0.0003497+0.00040679i,-0.00032968-0.00017143i,0.00022063-0.00078511i,0.00047103-0.00033351i
0.0007229-0.0041606i,-0.00029215-0.0035333i,-0.001367-0.0015253i,-0.0022639-0.00043606i,-0.0024685-0.0014093i,-0.0023649-0.0020613i,-0.0020963-0.0018564i,-0.0016025-0.00089693i,-0.0013988-0.00051955i,-0.0013407-0.0012529i,-0.00052399-0.00094096i,-0.0002125-0.00038846i,-0.00036226-0.00096344i,0.00016329-0.00076477i,0.0003405-0.00031066i,0.00051606-0.00024874i,0.00040013-4.8583e-05i,0.00010229-0.00031524i,-0.00016218-0.00043305i,-0.00026911-0.00064344i,-0.00010289-0.00059757i,-0.00014896-0.00012761i,-4.7603e-06-0.00024659i
-0.00032557+0.0010028i,-0.00025642+0.0014425i,-0.0004411+0.0013422i,-0.0013624+0.00076642i,-0.0014279+0.00017019i,-0.0013221-0.00071011i,-0.0012963-0.0011677i,-0.0009456-0.00059634i,-0.00047952-0.00056208i,-0.00051524-0.0012116i,-0.00066871-0.0010031i,-0.00077842-0.00047277i,-0.0004381-0.00057826i,2.1139e-05-0.0008725i,0.00025721-0.00054733i,8.8632e-05+1.8694e-05i,-0.00010507-0.00025283i,9.5703e-06+0.00019808i,0.000176+0.00013037i,4.889e-05-0.00033666i,-0.00029988-0.00017969i,-0.00040606-0.00052695i,-0.00047306-0.00069807i
-0.0024474+5.0455e-05i,-0.0031277-0.00017165i,-0.0034321+0.00065321i,-0.0028443+0.00042498i,-0.0012418-0.0007704i,-0.00069231-0.0013791i,-0.0011426-0.0013309i,-0.0010559-0.00054428i,-0.00074751-0.0004686i,-0.00025703-0.0010938i,0.00038429-0.00087244i,0.00076114+2.1064e-05i,0.0004178+0.00021848i,6.3856e-05-0.00036565i,0.00065057-0.00047932i,0.0011359+0.00036471i,0.00060361+0.00036244i,0.00014904-0.00053032i,0.00032979-0.00057894i,-0.00039433+4.4128e-05i,-0.00068785+0.00018277i,-0.000235+0.00052261i,-0.00022623+7.5528e-05i
0.00081625-0.0012508i,-0.0002824-0.0016865i,-0.00066753-0.0010384i,-0.0012023-0.00035168i,-0.0017956-0.00063185i,-0.0018559-0.0004143i,-0.00097366+0.00024262i,-0.00094398+1.162e-05i,-0.0010816-3.5291e-05i,-0.00072032-0.00073903i,-0.00066333-0.00091173i,-0.00088706+9.7605e-05i,-0.00091896+0.00027699i,-0.00072931+0.0001592i,-0.00070271-0.0007704i,-0.00060351-0.0011328i,-0.00035637-0.00098988i,-0.0002977-0.00063014i,3.6323e-05-5.6082e-05i,0.00018307+0.00020022i,0.00036381+0.00057149i,0.0002787-0.00025547i,2.9562e-05-0.00066271i
0.0014773+0.00033534i,0.0010512+0.00029776i,0.00012697+0.00034257i,-0.00042467+0.00048131i,-0.00037881+4.2034e-05i,-0.0006847-0.0015625i,-0.0017054-0.001734i,-0.0011116-0.00094566i,0.00036463-0.00011217i,0.00036478+7.1903e-05i,0.00012566-0.00032678i,0.00030444-0.00019479i,2.7999e-05-0.00022362i,-0.00017474-0.00025483i,0.00061568+3.8094e-05i,0.00080105+0.00053825i,-0.00021551+0.00049586i,-0.00032704-0.00052525i,0.00041173-0.00084943i,0.00043657-2.6317e-05i,-0.00041506+0.00034029i,-0.00060997+0.0006568i,-0.00027985+0.00056802i
0.0005714-0.00054597i,-0.00074604-0.0012947i,-0.0011056-0.0014061i,-0.0018294-0.00072959i,-0.0025401-5.8679e-05i,-0.0024784+0.00015031i,-0.0016475-0.00021332i,-0.00053631-4.0233e-05i,0.00047284+0.00041057i,1.6454e-05-0.00014174i,-0.00042075-0.0013448i,0.00024513-0.0012025i,4.6112e-05-0.00042273i,-0.00067645-0.00028925i,-0.0010341-8.9076e-05i,-0.00098658+0.00023822i,-0.00036083+1.2005e-06i,-0.00020359-0.00036357i,0.00013771-0.00010087i,0.00079761+0.0006301i,0.0014495+0.00034018i,0.0012925-8.2453e-05i,0.00041468-8.3352e-05i
0.00028968-0.0010314i,-0.00082875-0.0004187i,-0.0012509-0.00015969i,-0.0011118+0.00029924i,-0.0016133-0.00033087i,-0.0016947-0.00077078i,-0.0019261-0.0006358i,-0.0011268-0.00025085i,-0.00025282+6.3945e-05i,-0.00057286-0.00062276i,-0.00093491-0.0013586i,-0.00084394-0.00124i,-0.00081844-0.0005856i,-0.00019564-0.00084814i,0.00039099-0.00091906i,-0.0003168-0.00029534i,5.1097e-05-0.00027368i,0.00024176-0.000376i,2.0812e-05+0.00016989i,-0.00030826+0.00048813i,6.542e-05+0.00042168i,0.00046455+0.00015464i,0.00036459-8.0584e-05i
0.00061967+0.00080557i,0.00024953+0.0014048i,-3.8633e-05+0.0019811i,-0.00055467+0.0019041i,-0.0010593+0.0014864i,-0.00056777+0.0011821i,2.8776e-05+0.00090073i,-0.00020718-0.00014409i,-0.00062068-0.00044451i,-0.00078682-0.00051682i,-0.0003666-0.00087694i,-8.213e-05-0.00067831i,-0.0010239-0.00049822i,-0.0017153-0.00056405i,-0.0013364-0.00057029i,-0.00030302-0.00062453i,-9.3017e-05-0.00026974i,0.00016475+0.00041286i,8.2354e-06+0.0002345i,1.6266e-05+0.00018486i,-0.00030555+0.00071001i,-0.0010851+0.00072288i,-0.00068582+0.0001917i
-0.0015836-0.0018784i,-0.0030616-0.0011847i,-0.0040592+4.9057e-08i,-0.0030179+0.0007563i,-0.0021124+0.00099707i,-0.0014447-0.00084646i,-0.0011139-0.0021771i,-0.0011398-0.0010833i,-0.00094866+9.3996e-05i,-0.00076882+0.00014159i,-0.00092407-2.8566e-05i,-0.00055722+0.00014534i,-0.00049723+0.00041503i,-0.00076403+0.00025619i,-0.00014793-0.00044603i,0.00029751-0.00028602i,-0.00016758+0.00016501i,-0.00065143-0.0004309i,-0.00043556-0.00014396i,-0.00015845+0.0001005i,-0.0005428+0.00020085i,-0.00050213+7.9923e-05i,-0.00024131-9.92e-05i
