-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
0.0012575-0.00046164i,0.00034024+0.001148i,-0.0010343-0.00037235i,-0.0024205-0.0018939i,-0.0028031-0.0012832i,-0.0013751-0.00014431i,6.1049e-05-5.3873e-06i,0.00013159-0.00092108i,-0.00035166-0.0017852i,7.4779e-05-0.0016736i,0.00021805-0.00095988i,-0.00065462-0.00047117i,-0.00030371+2.1688e-05i,0.00053843+0.00051131i,0.00010794+0.00053597i,-0.00047388+0.00011156i,-0.00023731+0.00015931i,0.00071941+0.00048268i,0.0012099+0.00042139i,7.8632e-05+0.00014563i,-0.00035906+0.00044029i,4.7915e-06+0.00061921i,-2.6679e-06+0.00020553i
-0.0012968-0.00033372i,-0.0020872-0.0005611i,-0.0023687-0.00079347i,-0.0025321-0.0014084i,-0.0022986-0.0012964i,-0.0012152-4.1539e-05i,-0.00052849+0.00041547i,-0.00084396-5.8744e-05i,-0.00074383-0.00045146i,-0.00042611-0.00012705i,-0.00052972+5.4743e-05i,-0.00026723-0.00024625i,0.00057545-0.00089354i,0.00077012-0.00058621i,-0.00010962-0.00023608i,-0.00024764-0.00030299i,0.00042865-0.0003797i,0.00072373-0.00023803i,0.00035916+0.0002567i,0.00067603-0.00010682i,0.0012539-0.0005786i,0.00052524-0.00085462i,0.00015465-0.00096009i
-0.0022414+0.00032179i,-0.0021493+0.0009346i,-0.0028654+0.0016531i,-0.0031113+0.0011086i,-0.0028351+0.00045292i,-0.0015115-0.00017082i,1.3821e-05-0.0010779i,-0.00012173-0.0011175i,-0.00021818-0.0010326i,0.00079581-0.0015547i,0.001167-0.00058694i,0.0012451+0.0010752i,0.00058057+0.00095972i,-0.00051927-0.00016534i,-9.6105e-05-0.00039419i,0.00034467-0.00049117i,-0.00010795-0.00011351i,-0.0010136+0.00012958i,-0.00061078+0.00028589i,0.00014301-7.7509e-05i,9.1701e-06-0.00036104i,-1.5519e-05+0.00024964i,-0.00061899+0.0006574i
0.001051+0.00032039i,0.00030728-0.0007726i,-0.0015005-0.00069477i,-0.0023608-0.00068493i,-0.0023688-0.00051377i,-0.002385-0.00031572i,-0.0012653-0.00017072i,0.00017874-0.00025344i,0.00058647-0.00047328i,0.000427-0.00020664i,0.00011321-0.00019319i,0.00011054-0.0002414i,0.00089868-0.00038899i,0.0012714-0.00053823i,0.00064591-0.0010223i,0.00024724-0.0011108i,-4.5007e-07-0.00068926i,-0.00017985-0.00020106i,6.6513e-06+0.00018961i,0.00018276+0.00012502i,0.00043757-2.1095e-05i,-6.3455e-05-0.00010606i,-0.00066007-0.00037476i
0.0014482-0.00043008i,0.0022032+0.0011462i,0.0018282+0.001088i,4.7118e-05-0.00034325i,-0.001591-0.00050911i,-0.0015196+6.2389e-05i,-0.0006607+4.5481e-05i,0.00056884+4.5723e-05i,0.0015758-6.7748e-06i,0.00057483-2.0308e-05i,-0.00039753-0.00042494i,-0.00024312-0.00091595i,-0.00060341-0.0006097i,-0.00061233+0.00051723i,-0.00063325+0.00097666i,-0.00043324+0.00089863i,0.0002121+0.00093734i,-8.8322e-05+0.0005977i,-0.00020825+0.00021076i,-0.00017287+0.00011451i,-0.0004063-0.00023371i,-0.00041633-0.00095588i,-2.3321e-05-0.00083463i
-0.0013503+0.00040778i,-0.0013857+0.00038769i,-0.0011786+0.0012665i,-0.0015258+0.0011956i,-0.002122+0.00015109i,-0.0017918-0.00044015i,-0.0010449-3.1508e-05i,-0.00015865+2.5561e-05i,0.00032073-0.000716i,-0.00011366-0.0013739i,0.00028541-0.0012668i,0.0010276-0.0011544i,0.001093-0.0010608i,0.00023637-0.00046861i,-0.00036141-0.00034572i,-0.00013716-0.00060672i,0.00013852-0.00019034i,0.00021075-0.00022751i,0.00014031-0.00019925i,0.00049528+0.00018i,0.00057838+0.00038124i,-0.00049328+0.00042812i,-0.00049523+0.00063961i
0.00017642-7.7482e-06i,-0.00054889+0.00011573i,-0.00044477-8.2283e-05i,-0.001353-0.00045778i,-0.0028526-0.0010747i,-0.0024512-0.0010797i,-0.00075827-0.0011025i,0.00031476-0.00015389i,0.0005728+0.00011111i,4.5645e-05-0.0011446i,-0.00023289-0.0014674i,-0.00025082-0.0006121i,-0.00025611+0.00015838i,-0.00051309+0.00017237i,-0.00042364-0.00049685i,0.0001479-0.0010706i,0.00026909-0.0011509i,0.00029412-0.0010327i,0.00049707-0.0010777i,0.00039022-0.0005346i,0.00026417+0.00034431i,-0.0001305-3.8404e-05i,0.00012913-0.00076802i
0.00084062-0.00090991i,0.00092514-0.0014401i,-0.00036353-0.0023441i,-0.0021279-0.0028556i,-0.0029758-0.0024903i,-0.0023057-0.00090901i,-0.00096341-0.00029825i,-0.00014032-0.0005403i,-5.5414e-05-0.00033504i,0.00023252-0.00049361i,0.00019944-0.00029493i,0.00025052-5.1485e-06i,0.00070871+0.00031247i,-6.0681e-05+0.00095129i,-0.00029892+0.00087864i,0.0004104+0.00057523i,0.00080421+0.00066007i,0.00069291+0.00053651i,0.00043863-0.00010702i,8.7335e-05-0.00015848i,-4.6586e-05+0.00024615i,0.00060729-0.00020651i,0.0007745-0.00080616i
0.00053464+0.0019812i,0.00084291+0.0016221i,0.00035808+0.001356i,-0.00076352+0.00034704i,-0.0015778-0.00050098i,-0.00097682-0.00076317i,-1.3942e-05-0.0010592i,0.00026895-0.0004242i,0.00042215+0.00026031i,0.00032153-0.00051714i,0.0003211-0.00071908i,0.00082287-0.00023076i,0.0008004-0.00026053i,0.0005043+1.8668e-05i,-0.00028366+0.00064426i,-0.00053201+0.00054314i,-0.00023385-0.00016032i,-0.00030437-7.2767e-05i,-0.00060656+0.00019783i,-0.00067274-8.8899e-05i,0.00026067-0.00013861i,6.2948e-05+6.0036e-05i,-0.00080876+0.00052439i
0.00017138-0.0011287i,0.0002273-0.00082998i,-0.0014138-0.00098805i,-0.0028344-0.00051808i,-0.0028328+0.00035992i,-0.0024804-0.0001825i,-0.0018973-0.00015334i,-0.0010652+0.00031581i,-0.00040891+7.7349e-05i,0.00010808+0.00016045i,0.00046678+0.00059959i,0.00046838+0.00014996i,0.00015629-1.308e-05i,-0.00043214+1.7346e-05i,-0.00020188-0.00051904i,8.1132e-05-0.0004342i,-0.00039982+0.00037796i,-0.00032948+0.00024465i,-0.00032886-0.0003081i,-0.00037998-0.00016648i,0.00055368-0.00026639i,0.001026-0.00037722i,0.00067495-0.00013051i
0.00048834+0.0028187i,0.00050272+0.0024021i,3.747e-05+0.0014338i,-0.00054052-0.00060314i,-0.00047573-0.0011682i,-0.00017102-5.3379e-05i,-0.00075434+0.00032452i,-0.00070829+0.00058432i,0.00045461+0.0012971i,0.00065739+0.00034241i,-0.00025259-0.000613i,-0.0010846-0.00059561i,-0.00093148-0.0012771i,-0.00017854-0.0015398i,-4.0251e-05-0.0011415i,0.00025965-0.00091465i,0.00022158-0.00040198i,-0.00033827-0.00013556i,-0.00098211-0.00026173i,-0.00081436-0.00029897i,7.1419e-05+0.00024555i,0.00030231+0.00029833i,-9.4134e-05-6.2666e-05i
-0.00077644-0.00096169i,-0.0017329-0.00085913i,-0.0021586-0.0011628i,-0.0024591-0.00177i,-0.0023775-0.001076i,-0.0014452+0.0001603i,-0.00057875+0.0001624i,1.1681e-05-0.00011439i,0.0011515-0.00022209i,0.00078237-0.00033349i,-0.00046448+1.2148e-05i,-6.148e-05+8.8287e-05i,0.00055186-0.00025997i,0.00045575-0.00011493i,0.00050012+5.0942e-05i,0.00077465+0.0003306i,0.000685+0.0011816i,0.00026227+0.0013075i,-0.00012142+0.00037294i,0.00012778-9.3405e-05i,-7.3128e-05+0.00024548i,-0.00091626+0.00064106i,-0.00036538+0.00051888i
-0.00030687+0.00098331i,-0.00049162+0.00043984i,-0.00052821-2.9589e-05i,-0.0012853+0.00013245i,-0.0013956+0.00038147i,-0.0015309+0.00078273i,-0.0011805+0.00045274i,0.00032543-0.00062329i,0.0016416-0.00065788i,0.0020672+0.00023472i,0.0010609+0.0006318i,5.508e-05+0.0005224i,-0.0003015+0.00025562i,-0.00034991-0.000274i,-0.00040738-0.00078384i,-0.00049674-0.00017767i,-0.00032377-0.00023501i,0.0004056-0.00060897i,0.00058561-0.00053368i,0.00085078-0.00036127i,0.0011106+0.00040439i,0.0011397+0.00058969i,0.0010509+0.00030872i
0.00097681-0.00053427i,5.2393e-05-0.00090663i,-0.0014124-0.00041119i,-0.0025035-0.0002249i,-0.0035821-0.00013174i,-0.0027361-3.625e-05i,-0.00038259+0.00066513i,0.0013518+0.00015599i,0.0014444-0.00067936i,0.0005346+5.9637e-05i,0.00054307+0.00060838i,0.00061383-6.8004e-05i,-0.00025415-0.00080164i,-0.00071551-0.00095128i,0.00014909-0.00097559i,0.00058845-0.00027671i,-7.8698e-06+0.00018094i,-0.00024183-0.00036358i,0.00069308-0.0012704i,0.0011466-0.0005669i,0.00065537+0.00053267i,0.00049654+0.00041587i,0.00049638-0.00027503i
-0.00040449+0.00049458i,-0.00064639+0.00068997i,-0.00075027+0.00047644i,-0.0010738-4.6924e-05i,-0.0010057-0.00069524i,-0.00042925-0.00056887i,-0.00027817-0.00016304i,0.00010387+7.1543e-05i,0.00057811-3.8104e-05i,0.00037772-0.00020251i,0.00029894-0.00082808i,-4.8768e-06-0.00095918i,-0.00025215-0.00025751i,-0.00024201-0.00011476i,0.00012307-7.9734e-05i,-4.4281e-06-0.00030974i,-0.00065969-0.00061913i,-4.2354e-05-0.00042184i,0.00029988-5.0027e-05i,0.00042451-0.00017385i,0.0001928-0.0006051i,-0.00027437-0.00041359i,-0.00032389+0.00032143i
-0.0017741-0.00073748i,-0.00045264+0.00023599i,-0.00069376+4.3028e-05i,-0.0010224-0.00055917i,-0.00010621-4.8105e-05i,0.0001119-0.00041166i,-0.00042039-0.0013607i,0.00015065-0.0010664i,0.00026248-0.00040397i,-0.00061652-0.00046113i,-0.00058996-0.00026926i,0.00058036+1.1812e-05i,0.00067579+9.5854e-05i,-0.00034566-2.7437e-05i,-4.499e-05+8.1955e-05i,0.00034893+0.00040793i,-1.1058e-05+0.00071336i,0.00018033+0.00052487i,0.0005223-0.00017763i,0.00034294+0.00010127i,-0.00028194+0.00029748i,-0.0004557-0.0003074i,0.00014803+0.00016636i
-1.4216e-05+0.0021352i,-0.00065409+0.00085899i,-0.00066439+6.942e-05i,-0.0010302-6.3663e-05i,-0.0017116+5.8858e-05i,-0.0012449+0.00078303i,-0.00093529+0.00087977i,-0.00055219+0.00027058i,0.00023112+0.00066955i,0.00057821+0.0008435i,0.00036954-6.1075e-05i,-0.00065071-0.00057579i,-0.0013543-7.0936e-05i,-0.00081541+0.0012084i,-0.00064822+0.0016816i,-0.00045827+0.0006392i,0.00010533-0.00020621i,0.00057905-0.00074823i,0.00054158-0.00035632i,0.00060048+3.6519e-06i,0.00063495+1.5043e-05i,0.0003082+0.00042973i,0.00027056+6.6329e-05i
0.0021534+1.901e-05i,0.0020951-0.0010892i,0.00098797-0.0020726i,-0.00021107-0.0023174i,-0.00086798-0.00193i,-0.0015096-0.00078924i,-0.0011336-0.00022088i,0.00046822-0.00041571i,0.0015556-0.00069172i,0.0012658-0.00047879i,0.00045322-0.00055651i,-8.2811e-05-0.00011033i,-3.2746e-05+0.00056453i,0.00023958+0.00029215i,0.00034652-0.00016034i,0.00059012+0.00028524i,0.00050981-4.1153e-05i,8.5788e-05-0.00094098i,-0.00032029-0.0001906i,-0.00096922+0.00011121i,-0.00066779-0.00037796i,0.00021307-0.0003396i,0.00089083+0.00026016i
-0.00052211+0.00075281i,-0.0014298-1.5181e-05i,-0.001543-0.00068722i,-0.0027338-0.0012102i,-0.003125-0.00032724i,-0.0018928+0.00058299i,-0.00023055+0.00043617i,0.0013277+0.00030923i,0.0010298-0.00027325i,-0.00017158-0.00048945i,-0.00060379-0.00040408i,-0.0012016-0.00039705i,-0.00090236+3.3409e-05i,0.00013269+0.00079239i,0.00043951+0.00022521i,0.00026138-0.00027801i,0.00027521+0.00063726i,0.0011593+0.00040564i,0.001352-0.00056489i,0.00013012-0.00061576i,-0.00057867+0.00013314i,-0.00049369+0.00035523i,-0.00048505+0.00038113i
-0.00023915-0.0026344i,-0.0017989-0.0023229i,-0.0032747-0.0014669i,-0.0036763-0.00032454i,-0.0032016-0.0004689i,-0.0019916-0.00021165i,-0.00012761-0.00065385i,0.00096908-0.001589i,0.00067476-0.0016354i,0.00014782-0.0011046i,0.00017142-0.00068716i,0.00054319-0.0013428i,0.00056173-0.0011407i,0.00026357+1.542e-05i,0.00068196+0.0003596i,0.00084665-0.00047038i,0.00041286-0.00093524i,-0.00019531-0.00047554i,-0.00068777-2.8106e-05i,-0.00072395-0.00035123i,-0.00039967-0.00070824i,0.00016467+0.00013437i,0.00018988+0.0009626i
-0.00033295-0.00098395i,-0.0012173-0.00043528i,-0.0027809+0.0014133i,-0.0028916+0.0021775i,-0.0023722+0.0015118i,-0.001927+0.00061496i,-0.0013321+0.00057844i,-0.0013809+0.00038077i,-0.001673-0.00046778i,-0.0011377-9.4787e-05i,-0.00035351+0.00051234i,0.00012628+0.00044872i,0.00058254+0.0006635i,0.00078768+0.00047969i,0.00043028-0.00019387i,0.0003648-0.0001458i,0.00042471-7.045e-05i,0.00025383-0.00033105i,0.00014431-0.00051336i,9.8436e-05+0.00048577i,-0.0002497+0.00059172i,-0.0004761-0.00020707i,5.1386e-06-4.1771e-05i
-0.00023123-0.0010136i,-0.0011353-0.0025634i,-0.0017099-0.0025114i,-0.0025059-0.001768i,-0.0030095-0.0014127i,-0.0029307-0.00075402i,-0.002193-5.5106e-05i,-0.00058656-0.00022699i,9.786e-05-0.00044915i,-2.5158e-05-0.00052322i,-0.00039812-0.0001358i,-0.00053183+0.00049756i,4.8111e-05+0.00025268i,0.00025821-0.00065837i,0.00023666-0.00085899i,-0.00025553-9.7901e-05i,-0.0010346+0.00053272i,-0.0015483+0.00057141i,-0.0011677+0.00030931i,-0.00012083+0.00083394i,0.00022222+0.0009651i,5.2146e-05+0.0003867i,-0.00037738+0.00047751i
0.0013302+0.0012065i,0.0011982+0.0011208i,-0.0004084+0.0022317i,-0.0020473+0.0015693i,-0.0022543-0.00010677i,-0.0019374-0.00047065i,-0.00081015+0.00042144i,0.00035817+0.00067216i,0.00038788+0.00019688i,-0.00037106-0.00018837i,-0.00084599-0.00034105i,-0.00065459-0.000232i,-0.00097322-5.6188e-05i,-0.0017273+0.00043532i,-0.0010026-4.6884e-05i,-8.1998e-05-0.00059064i,0.00013955-0.00054383i,0.00042499-0.00032171i,0.00035058+0.0007437i,0.00056083+0.0019884i,0.0010232+0.0019587i,0.00054235+0.00069215i,-0.00022405-0.00017876i
-0.001234+0.00050023i,-0.0019734-0.00037745i,-0.0017408-0.00059152i,-0.00052615-0.00036172i,-0.00061093-0.00037453i,-0.00083605-0.00051103i,-0.0013196-0.0011471i,-0.0015044-0.00092114i,-0.00099787+0.00039406i,-6.5786e-05+0.00045945i,0.00038104-0.00082102i,0.000187-0.00081424i,0.00017852+5.2742e-05i,0.00057415+0.00022428i,0.00088956+0.00025801i,0.00087524-0.00017691i,0.00080782-7.2835e-05i,0.00075869+0.00053436i,0.00086954+6.1667e-05i,0.0011209-0.00044672i,0.00080035-3.3198e-05i,-0.00023763+0.0001457i,-0.00051319-0.00014319i
0.00027273-0.00021261i,-0.00053174+0.00035163i,-0.001466+0.00042132i,-0.0021641+0.00064912i,-0.0021+0.00031941i,-0.00071677-9.9498e-05i,0.00089343-0.000373i,0.00084733-0.0011882i,-0.00037722-0.00037371i,-0.00047942+0.00086058i,-0.00065707+0.00014326i,-0.00078215-0.00091603i,-0.00066287-0.00056424i,-0.00098328-0.00033324i,-0.00011251-0.00049914i,0.00022516-0.00020456i,-0.00016182-7.5771e-05i,-2.194e-06-0.00091035i,0.0001978-0.0011902i,0.0002803-0.00023609i,0.00016924+0.00040924i,-0.0003726+5.0478e-05i,-0.0010136-0.00082749i
0.00076123+0.0017405i,0.00076256+0.0016803i,-0.00061038+0.0013695i,-0.0014539+0.00027638i,-0.0010606-0.00048518i,-0.00060865-0.0007121i,-0.00072345-0.00052889i,-0.00075975-0.00072055i,-0.00060523-0.00087096i,-8.9239e-05+6.3054e-05i,0.00034317+0.00020035i,0.00060574-3.0895e-05i,0.00097866+0.00028356i,0.0010413+0.00015097i,0.00091961+0.0005098i,0.00050062+0.00034232i,0.00038668+0.00010765i,0.00081512+4.9741e-05i,0.00037053-0.00047968i,0.00010657-0.00018049i,0.00014622+0.00016597i,-0.00011592-0.00010618i,-0.00039637+0.00012235i
-0.0011742+0.0018315i,-0.00045477+0.0028765i,-0.00018325+0.0025689i,-0.00042041+0.0012278i,-0.0011884+7.4426e-05i,-0.0014499-0.00017633i,-0.00093756-0.00033073i,-0.00078452+0.00013563i,-0.00045699+0.00065151i,0.00054154+0.00061444i,0.00064691+0.00040886i,0.00034964+0.00022935i,0.00022031+0.0001718i,-0.00017251+0.00047494i,-0.0001975+0.00030089i,0.00037152-0.00016888i,0.00048237-0.00029843i,-0.00043471-0.00044935i,-0.00054443+0.00015291i,0.00011528+0.00013339i,8.283e-05+0.00011915i,0.00026628+0.00078978i,0.001064+0.00065558i
-9.9557e-05+0.0014276i,0.00085743-0.00032703i,0.0011821-0.00085804i,0.00065967-0.00058867i,-0.00042179-0.0012249i,-0.00057251-0.0013539i,-0.00089761-0.00045594i,-0.00099753-9.6375e-05i,0.00029371+0.00030203i,0.00096245+0.00026491i,0.00082636-0.00090161i,0.00041669-0.0016907i,-0.00013618-0.00055538i,-0.00082464+0.00077126i,-0.00055217+0.00061815i,0.00013034-0.00016947i,0.0001413-0.00043557i,-0.00020717-0.00018899i,0.00019594+4.8406e-05i,0.00064459-7.0091e-06i,-0.0001291+0.00028019i,0.00019436+9.1093e-05i,0.0010742-0.00042501i
-0.00031317-0.0023413i,-0.00051473-0.0014129i,-0.0012869-0.00087517i,-0.0032888-0.0010706i,-0.0032923-0.00054569i,-0.0019393+0.00010884i,-0.00020508-0.00031493i,0.0014387-0.00084598i,0.0014485-0.0012679i,0.001051-0.0016296i,0.00093995-0.0013955i,0.00060376-0.00091631i,-0.0001897-0.00040853i,-0.00085604-8.5723e-05i,-0.00065111-0.00012518i,0.00041894+0.00024367i,0.00079831+6.8779e-05i,0.00040831-0.00099346i,0.00035708-0.0010365i,0.00031624-0.00034643i,-1.1397e-05-0.00041302i,-0.00085143-0.00068376i,-0.00099655-0.00063594i
-0.0011328+0.00034197i,-0.0010471+0.0010242i,-0.001706+0.00029942i,-0.0016754-0.00022573i,-0.0010168+0.00064097i,-0.00039044-5.7918e-05i,0.00038999-0.0012757i,0.00097264-0.00075168i,0.0014747+0.00015529i,0.00089799+0.00019502i,9.3408e-05+0.00039732i,0.00017488+0.00040353i,0.00081154-0.00026356i,0.0010019+0.00012904i,0.00041502+0.00039275i,-0.00017569+0.00038953i,0.00010844+0.00024704i,0.00039104-0.0002826i,0.00017844+0.00011983i,0.00018962+0.00060544i,0.00040551+0.00024619i,0.0002716-0.00011776i,0.00032211+1.6007e-05i
-0.0016805+0.0006619i,-0.0020889+0.0016132i,-0.0022233+0.0019386i,-0.0030848+0.00064232i,-0.0025815-0.00054313i,-0.00023388+0.00013958i,0.00019447+1.9596e-05i,-0.0004899-0.00086457i,-0.00055611-0.00084662i,-0.00077883-0.00052102i,-0.00059306+0.00041773i,7.0124e-05+0.00071579i,0.00048624+0.00026051i,2.4e-05-7.6697e-06i,-0.00016794-0.0004148i,-8.5907e-05-0.00034892i,-0.00043999-0.00042189i,-0.0006028-0.00031907i,6.6214e-05+2.462e-05i,0.00014831+0.00036669i,5.1754e-05+0.00051776i,0.0002918-0.00015724i,0.00078884-0.00056681i
0.0011949-0.00081735i,0.00042184-0.0013598i,-0.0004448-0.0021195i,-0.0019975-0.0031479i,-0.0028011-0.0030943i,-0.0025134-0.0012302i,-0.0010004+0.00019791i,0.0008776-9.739e-05i,0.00024737-0.00076905i,-0.00041035-0.00030851i,-0.00031403+0.00014204i,-0.00043352-0.00014929i,-0.00021656-0.00032533i,0.00071895-0.00017389i,0.0010574-4.7951e-05i,0.00053286-9.893e-05i,6.9044e-06-8.3796e-05i,4.7918e-05+0.00021155i,-5.2521e-05+0.00071852i,-0.0004751+0.00019837i,1.2167e-05-0.00087629i,0.00043606-0.001433i,-0.00050007-0.00084932i
-0.0027274+0.0022685i,-0.0015157+0.0022757i,-0.00053073+0.0018093i,-0.00062747+0.00062292i,-0.00083525-0.00027767i,-0.00014241-0.00057162i,-0.0002504-0.00013077i,-0.000268+0.00036001i,0.00055081-0.00023577i,0.00074286-0.0012462i,0.00045431-0.0014511i,0.00077581-0.00071887i,-1.4185e-05+0.00019286i,-0.00068444+0.00064528i,-0.00056384+0.00064969i,-0.00074792+0.00099169i,-0.00065006+0.00035551i,-0.00048446-9.286e-05i,6.907e-06+3.4058e-06i,0.00027552-0.00017471i,-0.00015756+0.0005761i,-0.00015137+0.00050472i,-0.00014381-0.00051888i
0.001618+6.641e-05i,0.00099948-0.00063855i,-0.00041558-0.0011193i,-0.00072811-0.0025465i,-0.00044673-0.0027225i,-0.00021464-0.00077784i,0.00042457+0.00092041i,0.00047105+0.00023908i,-3.5995e-05-0.0011621i,-0.00041752-0.001295i,-0.0002977-0.00035442i,0.00027494+2.4099e-05i,-0.00018224-0.00093864i,-0.00020394-0.0003797i,0.00012213+0.0010508i,0.00015+0.00083854i,0.00023058+0.00049154i,0.0002942-6.8199e-05i,5.6187e-05-0.00065708i,-0.00025436-0.00094025i,-7.2268e-05-0.00074505i,-0.00011732-0.00045221i,-0.00038908-0.00067479i
-0.0017005-0.00086224i,-0.0018642-0.0010666i,-0.0020297-0.00039518i,-0.0025705+0.00035583i,-0.0033224+0.0010535i,-0.0023165+0.001187i,-0.00075199+0.00069411i,4.78e-06+0.00021124i,-0.00012799-0.00046372i,-0.00092786-0.0005694i,-0.00077977-0.00010203i,0.00071772+0.00056494i,0.00089569+0.00052204i,0.00037112+0.0004725i,0.00067008+0.0002107i,-9.7295e-05-0.00032043i,-0.0011827-7.5214e-05i,-0.00087186+0.00030296i,-0.00021652+0.00024147i,-0.00041289+0.00024723i,-0.00039556+0.00048438i,0.00040057-2.8846e-05i,-9.0473e-05-0.00020559i
-0.00013762-0.0015709i,-0.0016611-0.00071957i,-0.0026272-0.00066347i,-0.0027151-0.0019486i,-0.0028722-0.0013595i,-0.0023315+0.00013565i,-0.0014844+3.6451e-05i,-0.00036991-0.00038509i,0.00073575-0.00088639i,0.00031746-0.00090252i,-0.00045069-0.00043095i,0.00014621-0.00045813i,0.00065847+0.00024131i,0.00019193+0.0010456i,-0.00062365+0.00070929i,-0.00074748-0.0001144i,8.8325e-05-0.001159i,-2.8193e-05-0.00073358i,-5.9418e-05-0.00021298i,0.00011186-2.7979e-06i,-0.00044435-0.00035704i,-0.00058058-0.00030314i,-0.00042992-7.4903e-05i
-0.0012145+0.0010278i,-0.0021592+0.0012736i,-0.0024734+0.0013033i,-0.0020403+0.00048047i,-0.0012987+0.00015365i,-0.00077187-0.00029639i,0.0001572-0.00021156i,0.00095244-0.00015714i,0.00095948-0.00044926i,-7.747e-05-0.0003447i,-0.00074981-0.00014733i,-5.3904e-05-0.00025458i,0.0005619-9.8207e-05i,0.00069674-0.0002973i,0.00044645-0.00024353i,-0.00012377+6.2073e-05i,-0.00052473-0.00028388i,-0.00035422-0.00034097i,-0.00065053-0.00022715i,8.1288e-05-0.00067639i,0.00077638-0.00091364i,0.0005613-0.00046783i,0.00014668-0.00012485i
0.00019338+0.00081369i,0.00081363+0.0010846i,-0.00022326+0.0019548i,-0.0011992+0.0012759i,-0.0010762-0.00045254i,-0.00085816-0.00069741i,-0.00029542-0.00015627i,-1.5222e-05-9.16e-05i,-0.00055933-0.00053874i,-0.0002733-0.00078039i,-3.12e-05-0.00067225i,-1.8409e-05-0.00034902i,-7.6817e-05-0.00066175i,-0.00048726-0.00073963i,-0.00012325-8.3219e-05i,0.00039835+0.0005011i,0.00037009+0.00028851i,-0.00019587-0.00062079i,-0.00016578-0.00073808i,0.00034761-0.00049999i,0.00057245+0.00040105i,0.00070899+0.0011379i,4.8878e-05+0.00045736i
-0.0002163+0.00034468i,-0.0016773+0.0001714i,-0.0026755-7.3311e-05i,-0.00257-0.00086703i,-0.0020255-0.00046257i,-0.0015719+0.00061634i,-0.0010423-1.1231e-05i,-0.00063818-0.00028865i,-0.00055453-0.00013282i,-0.0010786-0.00052291i,-0.0010819-0.0003504i,-0.00028333+0.00015571i,-0.00014572+0.00042245i,0.00010115-1.5328e-05i,0.00081686+8.3625e-05i,0.00045695+0.00057153i,0.00022353+0.00053405i,0.00033178+0.00020531i,0.00039075+0.00046437i,0.0004771+0.0013566i,0.00033833+0.0011546i,-1.3629e-05+0.00039816i,0.00048236+0.0004096i
0.0012202-0.001059i,0.0013196-0.00095041i,0.00034621-0.0011671i,-0.0010983-0.0016696i,-0.0016914-0.0020202i,-0.0011153-0.0015999i,-0.00077263-0.00064883i,0.00012521-0.00017885i,0.0008954-0.0001324i,0.00060112-1.3516e-05i,0.0008364-7.4866e-05i,0.00031338+4.8925e-05i,-0.00044414+0.00014282i,0.0002162+5.6632e-06i,0.00022724-0.0002664i,-0.00044629+0.00015616i,-9.234e-05+0.00095012i,8.214e-05+0.001284i,-0.00027231+0.001106i,-0.00013988+0.00061061i,-0.00018031-0.00054501i,-0.00017582-0.0013555i,-4.1591e-05-0.00070542i
-0.00044123+0.001446i,-0.0012112+0.00047577i,-0.0022801+0.0001258i,-0.0026574+0.00013611i,-0.0023285-0.00010342i,-0.0013517-0.0003884i,-0.00066608-0.00046556i,-0.00022481+0.00015619i,0.0002887+0.00046839i,0.00032469+0.00021323i,-0.0001487-8.5834e-05i,-0.00087391-0.00026379i,-0.00064842+6.1423e-05i,0.00045627+0.00046812i,9.6973e-05+0.00041885i,0.00019942-0.00020547i,0.0010348+0.00031253i,0.00065971+0.00039528i,0.0005494-7.1907e-05i,0.00066944+0.00043592i,0.00032585+0.00042818i,0.00053918-4.0961e-05i,0.00096588-0.00051364i
-0.0018951-0.0037911i,-0.0020163-0.00097488i,-0.0024554-0.00049343i,-0.0040947-1.0577e-05i,-0.0049823+0.00040651i,-0.0020882+0.00086358i,0.0011676+0.0010348i,0.0015482-0.00088862i,0.00043825-0.0024504i,-0.0008224-0.0020699i,-0.00099737-0.0015768i,-9.7761e-05-0.00088439i,0.00011649-0.00046204i,0.00038134+0.00038425i,0.00033528+0.0014334i,-0.00017132+0.00094914i,-0.00016257-0.00071199i,7.3992e-05-0.0012178i,0.00052073-0.00050202i,0.00012352-0.00036912i,-0.00079866-0.00023031i,-0.00076899-0.0004303i,0.00012855-0.00096203i
