-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
0.00060023+0.00095519i,0.00090552+8.4833e-05i,0.0016203+0.00024285i,0.0017999+0.0013262i,0.001782+0.0014113i,0.00095218-5.212e-05i,-0.00033978-0.00061328i,-0.00060873-0.00027135i,-0.00049309+0.00014588i,-0.00030034-0.00018616i,-0.00014057+0.00023633i,-0.00018912+0.00070674i,-0.0001913+0.00024488i,-0.00029825+0.0010515i,-0.00015496+0.0020538i,0.00030813+0.0013068i,0.00032785+0.00049963i,-2.5912e-05+0.00010491i,-0.00051353-0.0002867i,-0.00091672-0.00054958i,-0.00049083-0.00049514i,-9.8378e-05-0.00081709i,0.00023654-0.00066872i
-0.00015519-0.0023576i,-0.00029618-0.0011474i,-0.0014331-0.00049675i,-0.0018811+0.00032096i,-0.0013481+0.0024961i,-0.00049091+0.0034737i,-0.00060295+0.0017741i,-0.00045117+0.00053161i,-5.1164e-05+0.00037978i,-0.00014289+0.00014114i,0.00021529-0.00067114i,0.00072705-0.00058003i,0.0006407+0.00023569i,0.00084214+0.00036058i,0.00075476+0.00044384i,0.0006081+0.00049959i,0.00060224-0.00012821i,0.00010627-0.00010232i,-0.00054577+0.00057158i,-4.2824e-05+0.00027798i,0.0012982-0.00061753i,0.0008908-0.00049805i,0.00010686+3.2111e-05i
0.0029619+0.00076737i,0.0025156-0.00011088i,0.0019347-0.0007977i,0.0015763-0.00058905i,-1.1958e-05+0.00024386i,-0.0012924+0.00066711i,-0.0012409+0.00045095i,-0.00030032+0.00029113i,0.00065035-0.00015927i,0.00078093-8.0047e-05i,0.00043055-2.1347e-06i,9.2563e-05-5.2482e-05i,0.00053568+0.0005487i,0.0011124+0.0010952i,0.0011328+0.00067392i,0.0010859+0.00026092i,0.00089603+0.00035118i,0.00054436+0.00017205i,3.9788e-05+0.00028886i,-0.00022101-2.7015e-06i,-5.8985e-05-0.00026311i,0.00014909-0.0001621i,-0.00010214-0.00049807i
0.00011994-0.00032345i,-0.00018501-0.00083045i,-0.0011446-0.00062615i,-0.0012175-0.00012054i,-0.00042287+0.00091514i,0.0001113+0.0011834i,-9.5457e-05-0.00014336i,0.00025748-0.00091817i,0.00067477-0.00035988i,0.00063981+8.7213e-06i,0.00034074-8.5455e-05i,-3.6055e-05-0.00039478i,0.00023492-0.00016068i,0.00056004+0.00049927i,0.00028713+0.0017548i,-0.00044976+0.001877i,-0.00076616+8.2634e-05i,-9.147e-05-0.0002393i,0.00062334+0.00059644i,3.0662e-05+0.0002672i,-0.00022255-8.5235e-06i,0.00047827+0.00019436i,0.00057315+0.00017118i
0.0018107-0.003138i,0.0005528-0.0033304i,-0.0011784-0.0029161i,-0.0021583-0.0015968i,-0.0021448+1.04e-05i,-0.0011762+0.00088025i,-0.00068419+0.0003267i,-0.00083876+0.00031818i,-0.00013247-0.00019219i,0.00036428-0.00074248i,0.00055447-0.00086615i,0.00043593-0.00062446i,-9.2352e-06+0.0005357i,0.00068071+0.0012424i,0.00085095+0.00098718i,-8.5347e-05+0.00065763i,-1.669e-05-6.4445e-05i,0.00068065-0.0012489i,0.00049548-0.0014435i,-4.7247e-05-0.00061631i,0.00012259+0.00010557i,-3.93e-05+0.00091434i,0.00011343+0.0011944i
0.00096186-7.6981e-05i,0.0022241-0.00058827i,0.0021324-0.00086211i,0.0010186-0.00047742i,0.00063063-0.00021693i,4.8534e-05+0.00077353i,-0.00082809+0.0011836i,-0.00066528-8.8e-05i,0.00020894-0.00072849i,0.00022233-0.00074688i,-0.00033173-0.0004876i,-0.00079992-5.5203e-05i,-0.00070719+0.00040048i,0.00023928+0.00049013i,0.0008853+0.00048649i,0.00067868+0.00070634i,0.00072266+0.00029403i,0.00064615-0.00026114i,2.3012e-05-0.0010766i,-0.00036022-0.001319i,-0.00033945-0.00024784i,-0.00017224+0.00079652i,0.00048415+0.0014434i
0.00088778-0.00021707i,0.0012206-0.00071779i,-0.00012335-0.00054036i,-0.001317+9.2401e-05i,-0.00022211+1.0043e-05i,0.0007184-4.6831e-05i,0.0010695-0.00015152i,0.00061523-0.00036664i,0.00044371+0.00030889i,0.00035877+0.00035641i,0.00018045+3.1206e-05i,-3.6745e-05-0.00010625i,-0.00024102-0.00010799i,0.00052547+0.0002459i,0.00067158+0.00088151i,-0.00057232+0.0008526i,-0.0011076+0.00026452i,-0.00065483+5.2203e-05i,-0.00087006+0.00037965i,-0.00081632+0.00094603i,-0.00045042+0.0010265i,0.00039957+0.00093295i,0.0010965+0.0003101i
0.0013653+0.00058298i,0.00089751-0.0013478i,0.00073973-0.0013707i,0.0012631+4.1102e-05i,0.0010226+0.00087974i,4.6782e-05+0.0011794i,-6.1957e-05+0.00063074i,0.00012739+0.0003019i,3.2476e-06-0.00022532i,0.00051092-5.6381e-05i,0.0013354+0.00048146i,0.00099542+0.00047075i,0.00098277+0.0008052i,0.00050553+0.0011773i,-8.2686e-05+0.001099i,4.0607e-06+0.00056615i,1.8801e-05+0.00012181i,-0.00061463+0.00081629i,-0.00091725+0.0010355i,0.00021779+0.00010539i,0.00060084-0.00051781i,0.00031288-0.00045903i,0.00068444-0.00059066i
0.0015453-0.00069476i,0.0013359-0.00022246i,0.00098155-0.00011962i,-0.00056969+0.00041996i,-0.0016798+0.00062485i,-0.0010444+0.0011249i,-0.00031347+0.00082977i,-0.00029106-0.0011705i,0.00043713-0.0015758i,0.0011535-0.00092213i,0.0009375-0.0014501i,0.00042929-0.0012002i,0.00066461+0.00026377i,0.00088969+0.0013831i,0.00092252+0.0012978i,0.00056648+0.00066481i,0.00016671+0.00016299i,-0.00023384-0.00020865i,-0.00055673-0.00045014i,-0.00070681-0.00013349i,-0.00017161+0.00022187i,0.00030583+0.00015221i,0.00084573-0.00023998i
0.00087174+0.0003615i,0.0012022-0.00017423i,0.0011804-0.0011892i,-0.00018608-0.0012832i,-0.001155-0.0007965i,-0.00055314-0.00038148i,0.00020941+2.059e-05i,0.0002387+0.00014562i,-0.00056728+0.00027749i,-0.00092147+3.2999e-05i,-0.00024212-0.000306i,0.00015218-0.00058747i,0.00061689-0.00034594i,0.0008557-5.242e-05i,0.00030683-9.4566e-05i,3.4232e-05-0.00034008i,-0.00026341-0.00040412i,-0.00063061+0.00015978i,-0.00022124+0.00024689i,-0.00054823-7.1329e-05i,-0.0017242+0.00062427i,-0.0018332+0.00047765i,-0.00053259-0.00025308i
0.0014368-0.0013147i,0.0010693-0.0012612i,0.00025733-0.0012771i,0.00017582-0.00068966i,-0.00011485+0.00035105i,-0.00087239+0.00043943i,-0.00075063+8.2762e-05i,-0.0010482-6.4051e-05i,-0.001039-0.00010192i,-0.00021091-1.6732e-05i,0.00040371-2.8144e-05i,0.00046257+0.00053797i,0.00034228+0.00074838i,0.00016307+0.00031931i,0.00041593+0.00010427i,0.00042344+0.00018484i,0.00014952-8.773e-05i,3.8203e-05-4.5756e-05i,-0.00026809+0.00027171i,-0.00054339-6.1454e-05i,-7.6499e-05-0.00025082i,0.00061194-0.00016545i,-0.00010808-0.00050707i
0.0011054-0.00022508i,0.001036-0.0010255i,-3.4832e-05-0.0012287i,0.00025329-0.0010115i,0.0010282-1.0914e-05i,0.0014636-0.00045625i,0.00036955-0.00040092i,-0.00026019+4.5461e-05i,6.3454e-06+0.0005731i,-0.00059564+0.0010024i,-0.00096365+0.00082419i,-0.00092706+0.00027016i,-0.00071664+0.00014677i,-0.00054884+0.00090461i,-0.0001837+0.001058i,7.9234e-05+0.00026661i,-0.00018565-0.00033763i,4.8154e-06-0.00014665i,0.00018822+0.00044317i,0.00016495-0.00014996i,-1.8802e-05-0.00064991i,-7.8106e-05-0.0002641i,0.00021694-0.00036774i
0.00079414+0.00058818i,0.0011082+0.00010763i,0.0014328-0.00019773i,0.0010609-0.00039518i,3.8737e-05-0.00050353i,-0.00024716-0.00027633i,-0.0004789-1.0551e-06i,-0.0013352-0.00015802i,-0.0015898-9.4915e-05i,-0.00095662-0.0006405i,-0.00034644-0.00066831i,0.00023462-0.00041342i,0.00054606-0.00058914i,2.2745e-05-0.00027575i,-0.00029112+0.00020803i,0.00061238+4.6818e-05i,0.0006072-0.00029336i,0.00034054-0.00073734i,0.00049276-0.00044976i,0.00010377-5.2349e-05i,-0.00045281-5.3209e-05i,-0.0001915+0.00012553i,-0.00036345+0.00017458i
-0.0003057-0.00050172i,-0.0010786-0.00051697i,-0.001249-0.00041956i,-0.0004981+4.6689e-05i,-0.0002142+0.0010514i,4.5709e-05+0.0013237i,0.0001576+0.00040635i,-4.0989e-05+1.682e-05i,-0.00011066+0.00027331i,-0.00055096+0.00060995i,-2.7351e-05+0.00018884i,0.0011847+0.00026733i,0.0011762+0.00065927i,0.00032244-7.1476e-05i,0.00022202-0.00075998i,3.4559e-05-0.00045813i,0.00020294-0.00037797i,0.00079036-0.00022992i,0.00043176-0.00031292i,-0.00010727-0.00011004i,4.0141e-05+0.00033962i,0.00037829+0.00011871i,0.00078213+0.00012312i
-0.00078048-0.0010111i,0.0005442-0.0016565i,0.00073786-0.0005558i,0.00044412+0.00061713i,0.00050093+0.001074i,0.00024906+0.00052786i,-0.0005112-0.00057108i,-0.0016074-0.00044369i,-0.0020916+0.00035807i,-0.0015885+0.0013297i,-0.0002565+0.001509i,0.0012673+0.0012074i,0.00088731+0.0011454i,7.2791e-05+0.0010725i,0.00050778+0.0012253i,7.2977e-06+0.0011633i,-0.0006806+0.00067052i,-0.00069197+8.0907e-05i,-0.00072197-9.7788e-05i,-0.00035465+0.00019412i,0.00012496+0.00024371i,0.00078663-6.8808e-05i,0.001284-0.00011421i
-0.00092507-0.00066649i,-0.00075676-0.00087758i,-0.0012608+0.001169i,-0.0022047+0.0018337i,-0.0026593+0.0014553i,-0.0015387+0.00017143i,-0.0019102-0.0017964i,-0.0041012-0.0024338i,-0.005672-0.0010361i,-0.0048527+0.0008831i,-0.0023721+0.0022372i,-0.00048779+0.0025113i,-0.00017707+0.0017354i,-8.5133e-05-6.1239e-06i,-0.00011643-0.00073547i,-0.00034809-0.00063805i,-0.00041289-0.00049924i,-0.00070241+0.0002602i,-0.00072492+0.00076403i,-0.00056188+0.00040708i,-0.0003952-0.00010637i,-4.1663e-05-0.00057276i,6.5711e-05-0.00099808i
0.0011933+0.00061555i,0.0016634-0.00035611i,0.0016057-0.0022054i,0.0012694-0.0012722i,0.00077281+0.00075909i,0.00053705+0.0024127i,0.0015757+0.0027031i,0.0031151+0.0011655i,0.0043254-0.00021336i,0.0035939-0.0013692i,0.00081606-0.0019819i,-0.001141-0.0018008i,-0.0013864-0.001108i,-0.0013485-0.00098895i,-0.00094485-0.00040678i,-0.00022979+0.00058516i,2.3493e-05+0.0004751i,0.00012069-0.00013808i,-0.00017465+0.00033251i,0.0003012+0.00031019i,0.00061+0.000299i,9.8565e-05+0.00098383i,-0.00045361+0.00086043i
0.0018889-0.00038454i,0.001867-0.0010175i,0.0021644-0.001036i,0.002464-0.0014986i,0.0015094-0.0016142i,0.00010185-0.00060518i,-0.00017704+0.00066845i,0.00057814+0.00075929i,0.0012043+6.7281e-05i,0.0011709-0.000632i,0.00056504-0.00074681i,-0.00013715-0.0007183i,-0.0003917-0.00058812i,-0.00034545+0.00059017i,-5.0273e-05+0.0015034i,0.00059771+0.0014717i,0.0010843+0.0011083i,0.000799+0.0011417i,-5.8258e-05+0.0012352i,-0.00013447+0.00070845i,-0.00010616-8.0713e-05i,-0.00041631-0.0004193i,-0.00039052-0.00043241i
7.2118e-05-0.0011603i,-0.00024986-0.00092311i,-0.00058189-0.00055488i,-0.0010795+8.4366e-05i,-0.0011003+0.00076239i,9.0197e-05+0.0010773i,0.00050774+0.00070838i,0.00068111+0.00010898i,0.00032949-0.00011166i,-8.6419e-05-0.00048343i,0.00083583-0.00070841i,0.0016041-0.00032851i,0.0016464+0.00028558i,0.00048912+0.0010099i,5.269e-06+0.0011769i,0.0004882+0.00081692i,0.00083857+0.0003608i,0.0005248-0.00013679i,0.00066773-7.087e-05i,0.00041845+0.0002645i,-0.00084869-0.00035884i,-0.00078127-0.00054337i,9.6063e-05-0.00011994i
0.00070429-0.0014307i,0.00020293-0.0019489i,-0.0011666-0.0011588i,-0.001867+0.00049503i,-0.0018848+0.00086703i,-0.00078896+0.00095824i,0.0007408+0.00075424i,0.0014085-6.3558e-05i,0.00063061-0.00073749i,0.00016-0.00062355i,0.00042266-0.00058063i,8.8975e-05-0.00052819i,-0.0011099+0.00021684i,-0.00091825+0.0013809i,0.0010527+0.0016864i,0.0011507+0.00071695i,0.00025674+4.4136e-05i,0.00021413+0.00033173i,0.00030213+0.00024712i,0.00037021+0.00024745i,0.00023565-2.6228e-05i,0.00023997-0.00056161i,-1.852e-05+7.6832e-05i
0.002284-0.0012558i,0.0034367-0.002065i,0.0028448-0.0015373i,0.00043738-0.0010311i,-0.00057693-0.00088847i,-0.00049721+0.00086328i,-0.00027378+0.0022831i,0.00059741+0.0015027i,0.0010228+0.00016296i,0.0010281-0.00052206i,0.00054822-0.00017218i,-0.00056791+0.00036141i,-0.0011439+0.00028737i,-0.0010525+0.0001845i,-0.00045023-7.3544e-06i,0.0006022+0.00080105i,0.00083084+0.0016004i,0.00016392+0.00091463i,6.0226e-05-4.4024e-05i,0.00050146-0.0004437i,0.00069356-9.9479e-05i,0.0012909+0.00024236i,0.00061359+0.0005793i
-0.000826+0.00021512i,-0.00075106-0.00016837i,-0.0010641+0.00067701i,-0.00079721+0.00089516i,0.00010365+0.00071701i,0.00025917-1.2656e-05i,-6.7638e-05-0.00055465i,-0.00030743-0.00047954i,0.00012363-2.4023e-05i,0.0005129+0.0004839i,0.00033085+0.00066359i,-0.00037946+0.00054402i,-0.00057168+0.00046634i,-0.00045274-5.7282e-05i,-4.9384e-05+6.8155e-05i,0.00021262+0.00081271i,-0.00015199+0.00055612i,-0.00013707-6.5392e-05i,-7.8839e-05-0.00043894i,-0.0010808-7.6728e-05i,-0.0011754+0.00073669i,0.00011674+0.00057593i,0.00053168+0.00065137i
0.00057527-0.00032987i,-0.00028024-0.00070267i,-0.0011969-0.0011154i,-0.0015877-0.00016389i,-0.0015242+0.0010968i,-0.0003135+0.0017331i,0.00021885+0.0013834i,-0.00017499+0.00046428i,-0.00012131-0.00051313i,0.00045249-0.00063126i,0.00063104-0.00040365i,-0.00054459-0.00060852i,-3.7213e-05-0.00038993i,0.0012349-0.00014982i,0.0015129-0.00056429i,0.0016563-0.00041698i,0.0013415+0.00041547i,0.00070111+0.00072136i,-6.6863e-05+0.00036842i,-0.00068935+0.00082638i,-0.00083567+0.0010346i,-0.00039843+0.00045531i,-0.00018757+0.00033934i
0.0021541-3.0874e-06i,0.001424-0.00051983i,0.00039314-0.00035319i,-0.00049814+0.0002269i,-0.00099874+0.00067558i,-0.00085935+0.0016069i,-0.00081731+0.0012059i,-0.00012937+0.00033487i,-3.8852e-05+0.00011819i,-0.00021187-0.00043728i,-0.00050093-0.00090413i,-0.00088121-0.00070336i,-0.00038088-0.00065572i,5.654e-05-9.5894e-05i,0.00040873+0.00066738i,0.00070776+0.00058654i,0.00063832+0.00017718i,0.0009613-0.00041829i,0.00083814-0.00028843i,0.00045208+0.0002589i,-2.2055e-06+0.00066593i,2.3897e-05+0.00039836i,0.000475-3.5287e-05i
0.0014026+0.00057755i,0.0015396+0.00050717i,0.00073195-0.00033936i,-0.00016037-0.00041003i,-7.0039e-05-0.00016338i,-0.00060086+0.00014592i,-0.0011312-0.00089308i,-0.00022874-0.001218i,0.00033287-0.00078509i,0.00044014-0.0011771i,0.00030379-0.00080756i,8.7837e-05+0.00054227i,-1.4291e-05+0.0012964i,-4.5645e-05+0.0012352i,0.0001+0.0009014i,0.00080433+0.00069481i,0.0010839+0.00051221i,0.00056072+0.00013471i,0.000416-0.00055751i,-0.00020218-0.0011446i,-0.00038005-0.00086816i,-0.00013026-0.00020691i,0.00012319-0.00017515i
0.00090095-0.00054144i,0.0015805-0.0021985i,0.0012242-0.0030495i,0.00020193-0.00183i,0.00014958+3.4073e-06i,0.00047296+0.0007497i,0.00056232+0.0007499i,0.00023754+0.00078536i,0.00079547+0.00067657i,0.0010493+0.00027739i,5.9728e-05+0.00052373i,-0.00070274+0.0010037i,-0.00034472+0.00069417i,-0.00011235+0.00018361i,-0.00090121+0.00062147i,-0.00088536+0.0010681i,0.00023874+0.00049336i,0.00068037-0.00021322i,0.00034873-0.00028279i,1.2543e-05-6.2212e-05i,4.9336e-05+0.00040503i,-5.6505e-05+0.000293i,0.00027045-5.2772e-05i
-0.00060344-0.0013195i,-0.00016445-0.00050466i,-0.00050805-0.00078265i,-0.001498-0.00089211i,-0.0015301+0.00025123i,-0.00042716+8.3514e-05i,-7.5185e-05-0.00095329i,-0.0002581-0.00094551i,-0.00044964-0.00026586i,6.8446e-05+0.00046898i,0.00042862+0.00065146i,0.00039306+0.00019807i,0.00027779+5.1381e-05i,0.00070945+0.00021814i,0.0011642+0.00059838i,0.0003154+0.0007816i,-0.00019217-0.00029658i,-0.00021926-0.00030386i,-0.00047094+0.00060791i,-6.8692e-05+5.9472e-05i,0.00011412-0.0010265i,-0.00041696-0.00054772i,-0.00075721+0.00034908i
0.0038478+0.00020985i,0.0034484-0.0010001i,0.0019622-0.0018483i,0.00072113-0.00078482i,-0.00078292+0.0006112i,-0.0011201+0.0019734i,-2.4537e-05+0.0013227i,0.00040016-0.00038537i,0.00076228-0.00079439i,0.00047218-0.00032031i,-0.0002776+0.00017905i,-0.00036221+0.00015948i,-0.00010579+0.00021472i,0.00020228+0.00075497i,0.00021996+0.0012665i,0.00077115+0.0013865i,0.00067623+0.00049402i,9.7876e-05-0.00036866i,-0.00026002+0.00060645i,-6.3843e-05+0.0008612i,0.00021206+8.585e-07i,0.00013787-0.00016324i,0.00026029-0.00013153i
0.0012369-0.00017972i,0.0014067-0.00010607i,0.00087008+8.196e-05i,8.6108e-05-7.4358e-05i,-2.5983e-06-9.6729e-06i,0.00035131-0.00027826i,0.00021798-0.00035228i,0.0002583-0.00045926i,0.00040793-0.0010572i,0.00028728-0.00036739i,0.00038566+0.00061763i,0.00022544+0.00031902i,-0.00055639-1.2557e-05i,-0.00038966+0.00026064i,0.00051503+0.00026321i,0.00059142+0.00010552i,-0.00022497-0.00011213i,0.00020321-0.00047561i,0.00080265-0.00023307i,0.00012846+8.9166e-05i,-6.7991e-05-0.00012828i,1.4653e-05+6.2735e-05i,-2.1292e-05+0.00045602i
0.00089513-0.0010106i,0.0010288-0.0019623i,0.0011412-0.002079i,0.0001403-0.0010987i,-0.00070157-0.00036874i,-0.0011137-0.00013971i,-0.0006625+3.6712e-05i,-0.00034468+7.3913e-05i,-0.00063146-0.00065901i,-0.00069073-0.0010132i,-0.00054846-0.00081174i,-0.00034186-0.00040595i,0.00024467-0.00023537i,0.00017399+0.0004403i,-0.00044314+0.0011974i,-0.00042002+0.00069883i,0.00014939-0.00018998i,0.00033095-0.00043796i,-3.6489e-05+0.00010299i,-0.00030384-7.1939e-05i,-0.0003887-0.00066692i,-0.00029016-0.0011819i,-0.00035928-0.00084244i
0.0031024+3.7412e-06i,0.0035833-0.00010008i,0.0035636-0.00016458i,0.0023384-0.00017434i,-6.7628e-05+0.00024394i,-0.0013303+0.00024216i,-0.00055294-6.561e-05i,0.00013255+0.00018566i,-7.1112e-05+0.0003192i,-0.00047866-0.00057126i,-0.00019398-0.0010527i,-0.0002751-0.00065119i,-0.00088376+0.00044144i,-0.00085898+0.0011395i,-0.00015052+0.0010431i,2.2945e-05+0.00070061i,-0.0004344+0.00026758i,-0.00062869+0.00012642i,-0.00053848-9.609e-05i,-0.00079144+0.00017683i,-0.00040418+0.0008735i,-0.00053045+0.0011174i,-0.0014045+0.00026397i
-0.0014017-0.00039327i,-0.0013336-0.0012768i,-0.00050147-0.0012227i,-0.0010014-0.00073671i,-0.00094534-0.00022921i,0.00018988-0.00017321i,0.00070616-0.00020504i,0.00081691-2.8269e-05i,0.00052028-0.00014919i,0.00049619-0.00051126i,0.00040156-0.00043369i,1.8288e-05+0.00057393i,0.00060998+0.0011181i,0.00086706+0.0013993i,0.00093786+0.00094503i,0.00070341-0.000376i,-3.0189e-05-0.0012211i,-0.00011763-0.00079275i,-0.00017434-0.00010595i,0.00076216-0.00011451i,0.0017573+6.9189e-05i,0.0013744+0.00034108i,0.00087352+0.0006551i
0.0016279-0.0004095i,0.001567-0.0021895i,0.0019975-0.0022933i,0.0013956-0.00091277i,0.00024996+0.00012573i,-0.0010511-0.00024976i,-0.001517+6.0284e-05i,-0.00044278+0.00060269i,0.00050832+0.00015387i,0.00044216-0.00031551i,-0.00015955-0.00091938i,-0.00049699-0.00070258i,-0.00045003+0.00028389i,-0.0001546+0.00037436i,0.00025474-0.0001291i,0.00068787-0.00031777i,0.00089628-9.5e-06i,6.9685e-05+0.00043238i,-4.7262e-05-6.4839e-05i,0.00043393-5.7485e-05i,0.00087917+0.00020012i,5.5909e-05+0.00037988i,-0.00092205+0.00065738i
-0.00090849-8.3989e-05i,0.00040146-0.00040855i,0.00090283+0.0004773i,0.0012779+0.0010347i,0.0017212+0.00065377i,0.00075763+0.00030691i,9.9948e-06+0.00053357i,-0.00017397+0.00061073i,-2.2282e-05+0.00023576i,0.00023829-0.00053175i,1.6371e-05-0.00065061i,-0.00014201-1.6847e-05i,-0.00026725-0.00019493i,7.4202e-05-0.00024075i,0.00034165+0.0001397i,0.00023859+0.00053101i,0.00016057+0.00056215i,-6.6758e-05-0.00024914i,0.00019221-0.00078841i,0.00070866-0.00049413i,0.00065974+0.00046476i,0.00086337+0.00094929i,0.0005727+0.00077578i
0.0008819+0.0014517i,0.00069864+0.00035305i,0.00080832-0.00056099i,0.00031913-0.00030601i,-0.00037429+0.0002051i,0.0001046+0.00026885i,0.00041719+0.00012893i,0.00053024-0.00027339i,-0.00045744-0.00033018i,-0.00073882+0.00014118i,0.00025191-0.00033412i,0.00017414-0.0010059i,-0.00014995-0.00056465i,-0.00055424+0.00014309i,-0.00041989+0.00047034i,-0.00020765+1.8716e-05i,-0.0004102-4.2994e-05i,6.1055e-05+0.00077993i,-6.9936e-05+0.00082089i,-0.00085259+0.00029237i,-0.00056118+0.00048116i,0.00052309+0.00073179i,0.00078887+0.00025101i
0.0010428-4.1576e-05i,0.00034728-0.001062i,0.00031473-8.3338e-05i,-0.00033633+0.0010175i,-0.0006243+0.0014548i,-0.00079001+0.0017744i,-0.0013263+0.0010975i,-0.00057215+0.00041921i,0.00036348+0.00080824i,6.2067e-05+0.00040129i,-0.00060972-0.00053081i,-0.0012348-0.0007951i,-0.0010296-5.0988e-05i,-0.00070656+0.00087019i,0.00022659+0.00074989i,0.00085695-8.1668e-05i,7.1419e-06-0.00061345i,-0.00017695-0.00046626i,0.00066989+9.9809e-05i,0.00056175+0.00031022i,-0.00055277+0.00057436i,-0.00038981+0.00096783i,0.00031911+0.00081467i
0.0010562-0.0016555i,0.0014833-0.0011048i,0.00048113-0.0011988i,-0.00077492-0.00047597i,-0.00053034+0.0011888i,0.00034683+0.0013773i,0.00044824+9.9727e-05i,0.00026573-0.00070809i,0.00038072-0.00015196i,0.00017996+5.4657e-05i,4.1899e-05-0.00020045i,4.5294e-05-0.00015588i,-0.00011032-0.00050175i,-0.00019944-0.00059296i,-0.00041012-0.00023219i,-0.00031691-8.6103e-05i,-9.9221e-05-0.00026903i,-0.0001067+0.00010541i,0.00013966+0.00036478i,0.00013699+0.0004432i,-0.0002218-0.00012092i,-0.00025619-0.00046461i,3.4703e-06+0.00010222i
0.0011388+2.7972e-05i,0.00059529-0.0014314i,0.00041926-0.0024843i,7.7507e-05-0.0023105i,-0.00054293-0.0014379i,-0.0011527+0.00011177i,-0.00036039+0.0012696i,0.00018327+0.0004477i,-1.8538e-05-0.00025406i,-0.00074492+7.7891e-06i,-0.00067945+0.00053781i,5.7617e-05+0.00085917i,-0.00062332+0.00032417i,0.00030657-8.4236e-05i,0.0011502-0.00050902i,0.000934-0.00016623i,-6.2027e-05+0.00073071i,-0.00071845+0.00052518i,0.0001931+0.00016972i,0.00092659+0.00011423i,0.0010083-0.00027673i,0.00056442-0.00057203i,0.00019469-0.00035113i
0.001193+0.00010861i,0.0001725-0.00084398i,-0.00026943-0.0011415i,-0.00027301-4.3406e-05i,-0.00065288+0.00056166i,-0.00011401+0.001002i,0.00011263+0.00081704i,-0.00020346+0.00075157i,0.0008469+0.00022368i,0.0015117-3.1356e-05i,0.00042215-0.00014577i,-0.00051998-0.00023412i,-0.00062867-0.00028105i,-0.00046829+0.0003253i,-0.00011656+0.0014264i,0.00053685+0.0018615i,-3.0583e-05+0.0012354i,-0.00042796+0.00019652i,0.00092082-0.00082555i,0.0019976-0.00090968i,0.0014753-0.00037152i,0.00039718-6.733e-06i,-6.237e-06+0.00053313i
0.00060043-0.0012199i,9.4101e-05-0.00097597i,3.1693e-05-0.0014615i,-0.0009056-0.00078089i,-0.0015047+0.00039739i,-0.00055735+0.00090988i,0.00013334+0.001041i,0.00038312+0.00064975i,-0.00016561+0.00030103i,-0.0010144+0.00058762i,-0.00055431+0.00051576i,3.3021e-05+0.00081352i,-7.3982e-05+0.0012402i,0.00014556+0.00059808i,0.0002379+9.1694e-05i,0.00094957-0.00020181i,0.00075702-0.00039134i,0.00050797-0.00048952i,0.0009498-0.00091259i,0.00045386-0.00052889i,6.2214e-05+3.402e-05i,-0.00060882-0.00011469i,-0.0014831-0.00027743i
-0.0029626-0.00047119i,-0.0028513-0.0010176i,-0.0040028-0.00068929i,-0.0037023+0.0010237i,-0.0014917+0.0020599i,0.00035514+0.00091474i,0.00013295-0.00011711i,-0.0012231-0.00067156i,-0.0011431-0.00098165i,-0.00028448-0.00066761i,-2.0245e-05-0.00031283i,-2.267e-05-0.00048629i,0.00014304-0.00029333i,0.00029916+0.0001673i,0.00011061-0.00021164i,5.9834e-05-0.00024582i,0.0011857+0.00043131i,0.001607+0.00018446i,0.00057509-0.0004905i,-5.9281e-05-0.00047179i,-0.0005467-0.00052241i,-0.0002825-0.0010155i,7.262e-05-0.0010568i
0.00084133-0.00058042i,0.00073958-0.0013382i,0.00083584-0.0008093i,0.00053543+0.00065742i,0.00048834+0.00058399i,0.00075642+0.00020057i,0.00030462-9.9662e-05i,-0.00030248-3.2505e-05i,-0.00035069+0.0001226i,-0.00035153-0.00036453i,-0.00061526-0.0011645i,-0.00044187-0.0010703i,-0.00069578-0.00036504i,-0.00041254-0.00024951i,-8.8776e-05-0.00013047i,3.9596e-05+0.0001176i,0.00036538+7.6472e-05i,0.00023906-0.00013566i,-0.00032994-0.00037608i,-0.00041603-1.3186e-05i,-0.00029312+0.0003882i,-0.00071199+0.00024627i,-0.00075435+0.00042676i
