-0.0024275-0.00032477i,-0.0028292-0.00057596i,-0.0047022+0.00026169i,-0.0043196+0.00061572i,-0.0023281+0.0010791i,-0.00048189+0.0016529i,0.00053489+0.0010957i,0.00086818+0.00056322i,0.0014005+4.1035e-05i,0.001793-0.0009711i,0.0013946-0.00091521i,0.0010272+5.46e-05i,0.0015917+0.00026032i,0.0013887+0.00055167i,0.00014663+0.00039154i,-0.00033053-0.00028103i,-0.00052837-1.1439e-06i,-0.00072652+0.000642i,-0.00072712+0.00029563i,-0.0002364+1.3949e-05i,-0.00020228-8.0011e-05i,-0.0012576-0.00049295i,-0.00081661-0.00072943i
0.010841-0.033442i,0.013347-0.067954i,0.0070659-0.076933i,-0.00068512-0.049205i,-0.0029628-0.018414i,-0.0079424-0.0088931i,-0.012824-0.0063184i,-0.011309-0.0055449i,-0.007434-0.0070506i,-0.0040479-0.0072121i,-0.0019943-0.0054051i,-0.00062793-0.0018616i,0.0016011+0.0011572i,0.0025687+0.0028536i,0.0023642+0.0049465i,0.0024561+0.0058037i,0.0030326+0.0052787i,0.0011575+0.0057636i,-0.0020442+0.0071631i,-0.0048619+0.0069503i,-0.0067783+0.0052012i,-0.0072501+0.0022805i,-0.0077714-0.00010818i
-0.0048351+0.04113i,-0.001456+0.072352i,0.0067451+0.076433i,0.0077435+0.044917i,0.00067317+0.016237i,-4.3622e-05+0.0077309i,0.00066507+0.00092278i,-0.0049756-0.0047523i,-0.008492-0.0037647i,-0.0071629-0.0018454i,-0.0057728-0.00092123i,-0.003125-0.0014259i,-0.00072646-0.0022768i,-0.0003846-0.0026382i,-0.0008074-0.0029061i,-0.0018168-0.0011349i,-0.0011452+0.0021284i,0.0011528+0.0027124i,0.0044374+0.0012532i,0.0076141+0.00049346i,0.0089655-0.00030717i,0.0074358-5.0848e-05i,0.0048518+0.0011196i
-0.0019122-0.042025i,-0.012328-0.075986i,-0.024057-0.078432i,-0.022835-0.042699i,-0.011869-0.0098131i,-0.0080265+0.0011312i,-0.010277+0.0046948i,-0.0083845+0.0080231i,-0.0027063+0.0078677i,0.00049202+0.0038421i,0.0015352-0.00023368i,0.0029376-0.002033i,0.0041871-0.0024881i,0.0034308-0.0020576i,0.0027977-0.000315i,0.0037429+0.0017645i,0.0039089+0.0021332i,0.0011548+0.0024384i,-0.0036592+0.0023539i,-0.0072702+0.00055547i,-0.0090205-0.00080436i,-0.0084441-0.001144i,-0.0062325-0.00025265i
0.014539+0.041934i,0.02545+0.074212i,0.032958+0.076568i,0.023403+0.045935i,0.0096088+0.022006i,0.0063331+0.012726i,0.003221+0.0056519i,-0.0052667+0.0036889i,-0.010282+0.0058658i,-0.0094831+0.0065728i,-0.0057729+0.0065929i,-0.0023002+0.0047794i,0.00014264+0.00097121i,0.0017459-0.002247i,0.0025083-0.0040606i,0.002383-0.0038724i,0.0020892-0.002144i,0.0043045-0.0012332i,0.0072539-0.0019692i,0.0086617-0.0015263i,0.0078625+2.3265e-05i,0.0057614+0.0016084i,0.0036581+0.0027099i
-0.0093174-0.041384i,-0.030558-0.07069i,-0.039113-0.068066i,-0.025855-0.032596i,-0.0076899-0.0067089i,-0.0012064+0.0012284i,-0.00033639+0.0070567i,0.0029262+0.0098213i,0.0059432+0.0032957i,0.0045048-0.0051576i,0.00056539-0.0069492i,-0.0016379-0.005523i,-0.0020436-0.0043938i,-0.001674-0.0034672i,-0.0020283-0.0018712i,-0.0010026-0.00015967i,0.0012494-0.0010791i,0.00046303-0.0019204i,-0.0019147-0.0016803i,-0.0038319-0.0028016i,-0.0049808-0.0046758i,-0.0039255-0.0049823i,-0.0020827-0.003278i
0.024421+0.038796i,0.047378+0.065548i,0.055129+0.065144i,0.040107+0.035968i,0.024376+0.010797i,0.016902+0.00095373i,0.011868-0.0026532i,0.0085531-0.0018709i,0.0080559+0.001587i,0.0061806+0.0033033i,0.002648+0.0020748i,0.00030976-0.00027768i,-0.00011575-0.0020891i,-7.1086e-05-0.0031624i,-0.0010451-0.0044819i,-0.002104-0.0047533i,-0.0017575-0.0029113i,6.3346e-06-5.1871e-05i,0.0014892+0.0017822i,0.0028079+0.0028215i,0.0041768+0.004034i,0.0040353+0.0042774i,0.0037384+0.0032869i
-0.026548-0.030565i,-0.049211-0.049525i,-0.048324-0.046141i,-0.022699-0.021737i,-0.0024444-0.0057181i,0.0010178-0.0042263i,0.0015652-0.0011277i,0.005907+0.0021659i,0.0077764+0.0017428i,0.0050298-0.00058055i,0.0022361-0.0015409i,0.0016858-0.00095738i,0.0011617-0.0013397i,-0.0009367-0.0022536i,-0.0030116-0.0018062i,-0.0032522-0.0018639i,-0.0025587-0.0023947i,-0.0025643-0.0032607i,-0.0032606-0.0046809i,-0.0040203-0.005198i,-0.0032991-0.00496i,-0.0014363-0.005181i,9.8966e-05-0.0045857i
0.033548+0.023753i,0.06058+0.040014i,0.064249+0.036753i,0.040755+0.015305i,0.019913-0.0024222i,0.011424-0.0084988i,0.0051522-0.012086i,-0.0022223-0.011502i,-0.0058876-0.006948i,-0.0064589-0.0027214i,-0.005502+0.0005921i,-0.0030608+0.0025764i,-0.00057949+0.0027019i,0.00087131+0.0016388i,0.00028194+0.00063435i,-0.0017225+3.3523e-07i,-0.0031757-0.00037557i,-0.002257+0.0003149i,-0.0004029+0.00010522i,0.00060963+0.00068371i,0.00063534+0.0034528i,0.00018112+0.0035263i,0.00044143+0.0013251i
-0.034371-0.02025i,-0.06214-0.033714i,-0.062646-0.034812i,-0.036559-0.022403i,-0.016052-0.01203i,-0.010141-0.0075433i,-0.0051481-0.0042988i,0.0011676-0.0062281i,0.0029877-0.0099821i,0.0014874-0.01038i,-0.00072473-0.0075062i,-0.0016986-0.0036812i,-0.0011772-0.0012841i,-0.0022044-0.00062818i,-0.0041907+0.0010789i,-0.004503+0.0036815i,-0.0039973+0.0045777i,-0.0033771+0.0035242i,-0.0017237+0.0015995i,4.2421e-05-0.00014592i,0.00063009-0.0019551i,0.00015214-0.0027409i,-0.00065386-0.0024251i
0.035107+0.011785i,0.063366+0.019882i,0.063384+0.018594i,0.034384+0.0059045i,0.0084308-0.0050171i,0.00030158-0.0090322i,-0.0032512-0.012156i,-0.0062342-0.0080715i,-0.0030347+0.00032579i,0.0010956+0.003157i,0.0021283+0.0016541i,0.0025832-0.00028188i,0.002669-0.00092002i,0.0012251+0.00018299i,0.00032785+0.00089488i,-0.00046491+0.00090503i,-0.0022946+0.0024566i,-0.0030414+0.0036644i,-0.0033833+0.0036131i,-0.0035745+0.0040187i,-0.0033615+0.004435i,-0.0020362+0.0034524i,-0.00091913+0.0019597i
-0.039403-0.0050342i,-0.06758-0.011193i,-0.071229-0.011442i,-0.047755-0.0030381i,-0.025382+0.0033631i,-0.017446+0.0045168i,-0.012675+0.0061287i,-0.0083635+0.0054456i,-0.0064133+0.0038018i,-0.0048447+0.0031197i,-0.0026453+0.0019763i,-0.00057651+0.0010603i,0.001879-0.001943i,0.0023694-0.0042126i,0.001028-0.0028895i,-0.00038784-0.00044454i,-0.00093967+0.0018713i,-0.00060825+0.0025845i,0.00082744+0.00068203i,0.0026258-0.0018832i,0.0020698-0.0021826i,0.0011124-0.00080553i,0.00045592+0.00052036i
0.037631-6.1558e-05i,0.06337+0.0037526i,0.061678+0.0054419i,0.030747+0.0050392i,0.0031798+0.007026i,-0.0050232+0.0059351i,-0.0076863+0.00054664i,-0.0099819-0.00093738i,-0.0089041-0.00080489i,-0.0058707-0.0014112i,-0.002953-0.0012027i,-0.00036369-0.00018213i,0.0012735+0.00092827i,0.0018591+0.0010835i,0.0020389+0.0018493i,0.0023743+0.0027979i,0.0036971+0.0034004i,0.0040701+0.0038298i,0.0028003+0.0032109i,0.00071569+0.0018087i,-0.00041268+0.00011536i,0.00010336-0.00097751i,5.5679e-05-0.0011347i
-0.038092+0.0052937i,-0.066148+0.0065979i,-0.069117+0.0099963i,-0.040821+0.015866i,-0.013481+0.017996i,-0.0023215+0.016564i,0.0021483+0.013727i,0.0041272+0.0075781i,0.0047057+0.00019461i,0.0027176-0.0041332i,-0.00051153-0.0043692i,-0.0022549-0.0031227i,-0.0018955-0.00323i,-0.0012189-0.0029599i,-0.0013299-0.0016813i,-0.0016646+0.00049937i,-0.00074532+0.0015753i,0.0010217+0.0016563i,0.0023593+0.0017876i,0.0036276+0.0016234i,0.0035015+0.00091116i,0.0022427+3.4507e-06i,0.00075158+0.00027033i
0.038162-0.0099493i,0.065575-0.013375i,0.067669-0.0095953i,0.041134-0.0020269i,0.020018+0.005518i,0.012039+0.005915i,0.0052189+0.0032709i,0.0010045+0.0055989i,0.001783+0.0069858i,0.0038504+0.0049721i,0.0039956+0.002243i,0.002247-0.00026376i,0.0013956-0.00039886i,0.00059411-0.00057955i,-0.00015527-0.0010901i,0.0006232-0.0005514i,0.0022076+3.1711e-05i,0.0021898+0.001341i,-0.00030663+0.0017112i,-0.0029392+0.00023778i,-0.0027462-0.0017045i,-0.0003886-0.0017832i,0.00043851-0.0011133i
-0.032932+0.017979i,-0.057254+0.026902i,-0.053164+0.030446i,-0.018868+0.024335i,0.0069146+0.014853i,0.013552+0.0078923i,0.012869+0.0034279i,0.0070201+0.00015803i,-0.00084287-0.00078508i,-0.0059986-0.00020239i,-0.0061999+0.001242i,-0.003546+0.0011308i,-0.00071491-0.0013366i,0.0016965-0.0027535i,0.0011922-0.0027961i,-0.0004513-0.0027848i,-0.00024216-0.0034291i,0.0011062-0.0041605i,0.0025585-0.0036304i,0.0032377-0.0019109i,0.0018178-0.00048604i,3.829e-05-0.00011191i,-0.00073008+0.00068352i
0.0307-0.018631i,0.054431-0.030216i,0.057867-0.029715i,0.038101-0.018961i,0.021327-0.012527i,0.014045-0.013641i,0.0073851-0.013812i,0.0020568-0.008928i,0.00071777-0.0053906i,0.00067799-0.0045847i,-7.0599e-05-0.0025542i,0.00027028+4.269e-05i,0.0015262+0.00031221i,0.0010227-0.0012692i,-1.7835e-05-0.0013998i,-0.00049814-4.5843e-05i,-0.00092165+0.00088551i,-0.00048914+0.00065436i,0.00010682-7.5884e-05i,-0.00022111-0.0016671i,-0.00064407-0.0022944i,-3.1862e-05-0.0012721i,0.0008099-0.00068715i
-0.023574+0.026931i,-0.041424+0.041428i,-0.038657+0.03786i,-0.015453+0.015919i,0.0013714-0.0014412i,0.0038886-0.0077812i,0.0040803-0.0084642i,0.0048906-0.0073222i,0.0042473-0.0045384i,0.0012016-0.0021253i,-0.0022208-0.0003108i,-0.0023203+0.00032714i,-1.1148e-06-4.8021e-05i,0.00065174-0.00057836i,1.8603e-05-0.0013197i,-0.0011045-0.0017784i,-0.0015044-0.0019262i,-0.0010365-0.0014669i,-0.00022204+0.00021488i,0.00053391+0.0026642i,0.00094813+0.0030197i,0.00051374+0.0013028i,-0.0010559-0.00022344i
0.019645-0.022466i,0.038289-0.040657i,0.040969-0.039475i,0.024276-0.024972i,0.0072064-0.017922i,-0.0017462-0.017497i,-0.0073609-0.013155i,-0.00859-0.0047916i,-0.0051343+0.0031878i,-0.0015194+0.0054059i,0.0010411+0.002959i,0.002659+0.0015735i,0.002978-0.00058301i,0.0012869-0.0033251i,-0.00053374-0.0035384i,-0.0015717-0.0024993i,-0.002484-0.0016713i,-0.0040481-0.00071729i,-0.0045344-0.00046574i,-0.0031585-0.00090102i,-0.0009925+0.00049469i,0.00093046+0.001375i,0.0020644+0.00094479i
-0.016912+0.02951i,-0.031291+0.048543i,-0.036947+0.046801i,-0.026683+0.025213i,-0.0148+0.0067512i,-0.0089753-0.0014151i,-0.0064423-0.0050693i,-0.0059014-0.0067915i,-0.0057864-0.0049131i,-0.0059554-0.0017964i,-0.004548+0.00029664i,-0.0024048+0.00086688i,-0.00037658-0.00043619i,0.00056624-0.0012921i,-0.00029064-0.00051992i,-0.0020037+0.00070588i,-0.0028567+0.0020155i,-0.0014802+0.0026154i,0.00050117+0.0012042i,0.0013957+0.00050652i,0.0012912+0.00047815i,0.0012585-0.00025804i,0.0006951-0.00052456i
0.0095408-0.032117i,0.017928-0.05076i,0.017746-0.047853i,0.0039689-0.024994i,-0.008625-0.0068128i,-0.010834-0.00045126i,-0.0099257+0.0015711i,-0.0055368+0.0010992i,0.0014113-0.0026536i,0.0041777-0.0052742i,0.0033428-0.0037571i,0.003409-0.0022577i,0.0034252-0.0040577i,0.0018877-0.0047293i,-0.00019758-0.0031421i,-0.0011597-0.00077755i,-0.00076449+0.0012449i,-0.00090942+0.001992i,-0.00087018+0.0022965i,7.7938e-05+0.0017805i,0.0013073+0.00079464i,0.002222+0.00011384i,0.001806-0.00025738i
-0.0059021+0.028287i,-0.01461+0.049699i,-0.022151+0.050282i,-0.018568+0.033334i,-0.011067+0.020507i,-0.0066481+0.015323i,-0.0027252+0.010285i,0.0003963+0.0051761i,0.0026423+0.0019204i,0.0026992+0.000576i,0.00086961+0.00087832i,0.00020544+0.0014562i,-0.00021501+0.001849i,-0.0017508+0.0022531i,-0.0027521+0.0028495i,-0.0034157+0.0027047i,-0.0035343+0.0033814i,-0.0023506+0.0044374i,-0.00073932+0.0032286i,0.00023295+0.0015438i,0.00036438+0.00057818i,-0.00049264-0.00052058i,-0.00097743-0.0009745i
0.0021868-0.028402i,0.0069557-0.047738i,0.011416-0.043382i,0.0078722-0.017471i,0.0027666+0.0022538i,0.00055691+0.0064979i,-0.0026247+0.0059383i,-0.0037097+0.0043766i,-0.0026419+0.0022512i,-0.0024062+0.0001898i,-0.0028875-0.0017089i,-0.0030533-0.0037848i,-0.0018456-0.0048749i,-0.00032856-0.003991i,9.6703e-05-0.0017172i,0.0012465+0.00023021i,0.0019792+0.00019981i,0.001103-0.00041123i,-0.00049326-0.00062463i,-0.0016326-0.0012114i,-0.0011544-0.001637i,-0.00094422-0.0016353i,-0.0015946-0.00044159i
0.0039379+0.028955i,0.0032211+0.051619i,0.0016194+0.054803i,0.0049588+0.037452i,0.0086544+0.021381i,0.010971+0.01241i,0.011591+0.003914i,0.0066342-0.0027669i,0.0002966-0.0058254i,-0.0034967-0.0057609i,-0.0033815-0.0036785i,-0.002088-0.0020347i,-0.0023084-0.00089254i,-0.0020384+6.9584e-05i,-0.0014015+0.0013085i,-0.00023489+0.0022744i,0.0017381+0.0028625i,0.0027643+0.0027455i,0.0026022+0.0010141i,0.0022566-0.00017204i,0.0018966-0.00051009i,0.00091308-0.00076666i,0.00057419-0.00025949i
-0.010852-0.028026i,-0.011915-0.047562i,-0.0073298-0.047424i,-0.00067841-0.024549i,0.0064604-0.0065285i,0.0092569-0.0028897i,0.0075221-0.0027424i,0.0060563-0.0023056i,0.0044071-0.0033386i,0.0020238-0.0044239i,0.00034055-0.0038057i,0.00033904-0.0023068i,0.0019955-0.00079654i,0.0031187-0.00052933i,0.0031348+0.00031925i,0.0032465+0.0017312i,0.0023874+0.0021663i,0.00089776+0.002002i,0.0004646+0.0012635i,0.00023062+0.001391i,-0.0004623+0.0017269i,-0.00067636+0.0013176i,-0.00074087+0.00081319i
0.014987+0.022315i,0.019902+0.041711i,0.019155+0.043106i,0.016258+0.022944i,0.014433+0.0053011i,0.013087-0.0019407i,0.0087438-0.0051877i,0.0015298-0.0028565i,-0.0026007+0.0023671i,-0.0023571+0.004771i,-0.0014789+0.0046253i,-0.00035723+0.0047762i,0.00046717+0.0040934i,0.00036735+0.0023059i,-7.5275e-05+0.00066922i,-0.0011658-0.0012039i,-0.0013424-0.0014689i,-4.6247e-05+0.00014735i,0.0012428+0.00079979i,0.00064836+0.0012876i,0.00032488+0.001403i,0.0012634+0.00022757i,0.001611-0.00064368i
-0.016005-0.021175i,-0.022459-0.037381i,-0.017864-0.039285i,-0.0081612-0.024626i,-0.00246-0.01467i,-0.0028823-0.011948i,-0.0042691-0.0081946i,-0.0041979-0.0046402i,-0.0050995-0.0024907i,-0.0059439-0.0020703i,-0.0064326-0.0022835i,-0.0050752-0.0019493i,-0.0010478-0.0014924i,0.0016138-0.002131i,0.0024322-0.00208i,0.0022-0.00098844i,0.0010539-0.0014548i,-0.00066204-0.0024629i,-0.0016172-0.0028278i,-0.0011024-0.0031853i,-0.0010623-0.0022715i,-0.00079209-0.0010678i,-0.00043752-0.00066363i
0.017791+0.014847i,0.024945+0.028682i,0.020438+0.026562i,0.0084729+0.0089842i,0.00080867-0.003838i,-0.00080353-0.0080399i,-0.0013596-0.0092401i,-0.0017607-0.0075796i,-0.00050442-0.0049196i,0.0010125-0.0030396i,0.0015443-0.0013744i,0.0017289-0.00038261i,0.0024613-0.0018434i,0.0017341-0.0036312i,3.3169e-05-0.0047396i,-0.0012012-0.0052038i,-0.0011481-0.0032894i,0.00016463-0.00092393i,0.0010299+0.00022788i,0.0014273+0.00023463i,0.0013066+0.00045876i,0.0013493+0.0011041i,0.0012595+0.00093934i
-0.018908-0.013846i,-0.031293-0.02719i,-0.029793-0.031115i,-0.020011-0.019975i,-0.0148-0.0089834i,-0.012339-0.0027804i,-0.0081427+0.0022984i,-0.0026786+0.0048922i,0.0028852+0.0044998i,0.0048462+0.0028021i,0.0029855+0.0010182i,0.0025084+0.00022391i,0.0028998-0.0010988i,0.0016729-0.0019159i,-7.2195e-05-0.0012419i,-0.001406-0.0010791i,-0.001975-0.00050323i,-0.0016661-0.00015502i,-0.00057239-0.0011521i,0.0005867-0.0011194i,0.00036301-0.00025535i,-0.00035391-0.00025139i,-0.00060143-0.00083581i
0.018186+0.0060185i,0.02984+0.019798i,0.023638+0.025083i,0.0056622+0.018265i,-0.004222+0.0096726i,-0.0048635+0.0055896i,-0.0050268+0.0040004i,-0.004897+0.0031584i,-0.0032134+0.003267i,-0.0021813+0.0038137i,-0.0015992+0.0038142i,-0.00026573+0.0023102i,-7.9538e-05+0.00039948i,-0.001735-0.0012205i,-0.002589-0.0018526i,-0.0025586-0.00099085i,-0.0027529+0.0012141i,-0.0034445+0.0036041i,-0.0033018+0.0036198i,-0.0020834+0.0015751i,-0.0010049+0.00042972i,-0.00084173-0.0009639i,-0.00072304-0.0015304i
-0.016672-0.0070992i,-0.030463-0.016001i,-0.02903-0.020318i,-0.015939-0.010084i,-0.0089553+0.0019017i,-0.0061865+0.0060035i,-0.0023878+0.0055722i,-0.00053481+0.0012747i,-8.3466e-05-0.004237i,-0.0011617-0.0060929i,-0.0028-0.0050025i,-0.0032318-0.0038506i,-0.002907-0.0037088i,-0.0031907-0.0030989i,-0.0040167-0.00097315i,-0.00367+0.00054735i,-0.0025818+0.00037742i,-0.00069069-0.00059564i,0.00078283-0.0012311i,0.00022202-0.0017659i,-0.00023242-0.0015448i,-2.6922e-05-0.00083868i,-0.00025745-0.0010456i
0.020645+0.0010921i,0.033203+0.0070287i,0.030549+0.013385i,0.016516+0.014392i,0.0085771+0.01123i,0.0069422+0.0073799i,0.006574+0.0025511i,0.0063467-0.0017074i,0.0058873-0.0044292i,0.0051372-0.0051969i,0.0031045-0.004645i,0.00050655-0.003531i,-0.00067353-0.0026032i,-0.00049042-0.0019266i,-0.00063253-0.00072046i,-0.00086885+0.0020273i,-0.00094031+0.0040797i,-0.00098737+0.0034341i,-8.9389e-05+0.002153i,0.00054088+0.0014172i,0.00030933+0.00080237i,0.00047487-0.00038424i,0.00034846-0.00093198i
-0.020827+0.0023235i,-0.034242+0.0003806i,-0.031443-0.003191i,-0.013949-9.7113e-05i,-6.1822e-05+0.0049244i,0.0052839+0.0042513i,0.0060551+0.0021919i,0.0038737+0.00060182i,0.0020679+0.00040858i,0.0014404+0.0013727i,0.00015063+0.0016252i,-0.0012379+0.0022466i,-0.0014111+0.0030332i,-0.00073983+0.0035258i,-0.00053903+0.0039323i,-0.00028253+0.0034817i,0.00059923+0.0022458i,0.0023197+0.0008183i,0.0032365+0.00055469i,0.0025747+0.00087049i,0.0012099+0.00077872i,-1.8209e-05+0.00060478i,-0.00074658+0.00083634i
0.019922-0.0057809i,0.034451-0.0057633i,0.035108-0.0023058i,0.022646-0.00066664i,0.012202-0.0031685i,0.0074191-0.0055552i,0.0019104-0.007142i,-0.0044881-0.0063356i,-0.0083134-0.0025119i,-0.0078906-0.00017611i,-0.005644+0.00033061i,-0.003779+0.0011739i,-0.0012674+0.0018582i,0.0012046+0.0021254i,0.0024702+0.00206i,0.0025198+0.0022914i,0.0013245+0.0030919i,-0.00070108+0.0027202i,-0.00074993+0.0014513i,-1.1038e-05+0.0010228i,-0.00051335+0.0009138i,-0.00087603+0.00046952i,-0.00020744-0.00058703i
-0.015749+0.0067328i,-0.02814+0.008242i,-0.026686+0.0043117i,-0.010744+0.00035564i,0.0016636-0.0012916i,0.004821-0.0031759i,0.0040274-0.0050147i,0.00035097-0.0060113i,-0.0025008-0.0058333i,-0.004208-0.0055498i,-0.0055604-0.0040124i,-0.0050518-0.00055146i,-0.0024461+0.0012138i,-0.00057195+0.00064908i,-0.00073359-0.0002025i,0.00036943-0.0010873i,0.0016609-0.001109i,0.002405-0.00033625i,0.0027096-0.00013901i,0.0020912-0.00085341i,0.00093029-0.0006927i,-0.00018962+0.00024828i,-0.00048996+0.00073049i
0.016748-0.0093213i,0.028139-0.013105i,0.028411-0.011986i,0.016153-0.010091i,0.0050385-0.0094385i,-0.00088987-0.0072467i,-0.0039463-0.0033136i,-0.0036234+0.0005805i,0.00026826+0.0022912i,0.0029112+0.0011822i,0.0028287-0.00023848i,0.0033066-0.00019695i,0.0048096-0.00055195i,0.005441-0.0018314i,0.004902-0.0024233i,0.0033359-0.0014549i,0.0015047-0.00054998i,-3.2751e-05-0.00015726i,-0.00092038-9.6184e-05i,-0.00033388-0.00047951i,0.00048392+5.2132e-05i,0.00019847+0.00033882i,-0.00055484+0.00013501i
-0.0023634-0.00092218i,-0.015476+0.0016098i,-0.019731-0.013686i,-0.014583-0.022322i,-0.01182-0.017076i,-0.0096201-0.0024255i,-0.0038433+0.006689i,-0.0016478+0.007821i,-0.00069633+0.0064888i,-0.00029747+0.0026261i,-0.001948+0.0012597i,-0.0025164+0.0024917i,-0.0022075+0.0012437i,-0.0025833-0.0016179i,-0.0023686-0.0036185i,-0.0020915-0.0037372i,-0.00085964-0.001424i,0.00115+0.00061676i,0.0012457+2.7319e-05i,0.00011247-0.0014577i,-0.00032577-0.0009859i,-0.00070621-0.00016934i,-0.0014594+0.00023232i
0.0089438-0.0097448i,0.018365-0.013211i,0.018817-0.0071208i,0.0093264-0.0012531i,0.00084728-0.0013629i,-0.003155-0.0022491i,-0.0045844+5.7316e-05i,-0.0030724+0.0018379i,-0.0019922+0.0017092i,-0.0026664+0.0012918i,-0.0013705+0.00033132i,0.0017979-0.0011125i,0.0026434-0.0025764i,0.0020923-0.0031094i,0.0017313-0.0029577i,0.0010345-0.0017398i,-0.00023509-0.00077326i,-0.0015316-0.00010841i,-0.001411+0.0006753i,-0.00024491+0.00092212i,0.00015234+0.0014691i,0.00029172+0.0013875i,0.0002988+0.00037227i
-0.0048815+0.010858i,-0.013688+0.017691i,-0.017898+0.015251i,-0.013986+0.0080193i,-0.0085294+0.0048421i,-0.003829+0.0038721i,0.0011881+0.0024337i,0.0044935+0.00014384i,0.0042323-0.0031034i,0.00092247-0.0042798i,-0.0014755-0.0030418i,-0.0014979-0.0022488i,-0.0023648-0.0031435i,-0.0037484-0.0043049i,-0.0038776-0.0044664i,-0.0040171-0.0032146i,-0.0040213-0.0011244i,-0.0024822+4.6497e-05i,-0.00059457-0.00018742i,0.00021285-5.9677e-05i,0.00030734+0.00016527i,-0.00026507-0.00018464i,-0.00098409-0.00014426i
0.005564-0.011222i,0.012605-0.019316i,0.015036-0.015717i,0.008163-0.004619i,0.0021797+4.6137e-05i,0.0013334-0.00028558i,0.0022996+0.00016835i,0.0041921+0.00046444i,0.0054452+3.6115e-05i,0.0059493-0.00098618i,0.004587-0.0022548i,0.0022688-0.00325i,0.00024997-0.0040431i,-0.0013436-0.0032011i,-0.0015112-0.00046865i,-0.00071803+0.0012111i,-0.0003944+0.0012107i,-0.00055337+0.0013196i,-0.00086845+0.0012292i,-0.0011996+0.0011032i,-0.00028476+0.00049388i,0.00059657-0.0001226i,-0.00014399+0.0001657i
-0.0049494+0.014716i,-0.010347+0.024067i,-0.013159+0.024902i,-0.0068793+0.017435i,0.00098381+0.010823i,0.0034021+0.0050758i,0.0026638-8.256e-06i,0.00081955-0.0019759i,-0.0016472-0.001188i,-0.0022237+0.00097144i,-0.0012489+0.0017779i,-0.0014131+0.00087544i,-0.0023626-4.689e-05i,-0.0028858-0.00046186i,-0.0025271-0.00046001i,-0.002088-0.00072905i,-0.0014312-0.00045923i,-3.3769e-05+0.00031323i,0.0012223+0.00047185i,0.0010106+3.7998e-06i,0.00012739-0.0003277i,0.00057103-0.0012201i,0.00092629-0.0017069i
0.00084812-0.015144i,0.0051956-0.021577i,0.0090399-0.016615i,0.0074762-0.0045804i,0.0028857+0.0028462i,0.00062604+0.0019779i,-0.0001059-0.0034318i,-0.001773-0.0063689i,-0.0025784-0.0068085i,-0.0029495-0.0056104i,-0.0040286-0.0029105i,-0.0045256-0.0010325i,-0.00285-0.00021201i,-0.0010637+0.0012861i,-0.0016402+0.0027962i,-0.0018729+0.0032793i,-0.001459+0.0033576i,-0.0011771+0.0027587i,-0.00052336+0.0010305i,-1.5669e-05-6.6556e-05i,0.00050356+0.00021957i,0.00041504-0.00026975i,-0.00049206-0.00034411i
0.0012646+0.012458i,-0.0013821+0.020781i,-0.0026929+0.018624i,0.00048067+0.010014i,0.0051191+0.0046812i,0.0056216+0.00015873i,0.0028207-0.0040308i,0.00081305-0.005223i,-1.1094e-05-0.0041407i,-6.6807e-05-0.0030433i,-0.0003055-0.0011115i,-0.0007983+0.001559i,-0.0010564+0.0030972i,-0.00016342+0.0022415i,0.0012412+0.0011088i,0.0014907+0.0011586i,0.0014049+0.0010452i,0.0021551+0.00067858i,0.0028398+0.00026587i,0.002702-0.00015329i,0.001608-0.00030622i,0.00041644-0.0009265i,0.00028783-0.00048979i
-0.0062761-0.0086877i,-0.0041762-0.017005i,-0.00072303-0.015349i,0.0014862-0.007319i,0.0024376-0.0028442i,0.0018947-0.0024424i,-0.00089193-0.0018229i,-0.0035042+0.0014189i,-0.0038171+0.0037764i,-0.0022449+0.0029812i,-0.0012089+0.0011903i,-0.0006244+0.00089764i,0.00094802+0.001673i,0.0020771+0.0016454i,0.00159+0.001894i,0.00062223+0.0024328i,0.00029298+0.0023986i,-0.00036049+0.0013111i,-0.0013152-3.5137e-05i,-0.0012379-0.00021154i,-0.00080404+1.2564e-05i,-0.0010616+0.00021194i,-0.0020108+5.316e-05i
0.0042294+0.010413i,0.0045139+0.017757i,0.0012268+0.015675i,0.00046166+0.0056476i,0.0021334-0.0015484i,0.0020247-0.0028141i,-0.0012332-0.0012469i,-0.005521+0.0011172i,-0.0072488+0.0018661i,-0.0054917+0.0015335i,-0.0021256+0.0026749i,0.00072574+0.003416i,0.0025672+0.0020989i,0.0025274-0.0002535i,0.0022837-0.0019867i,0.0029907-0.0012576i,0.0029983+0.00016966i,0.0024268+0.00066825i,0.0020445+0.00026337i,0.0015504-0.00084497i,0.0010987-0.00078331i,2.4652e-05-0.00030789i,-0.00031725-0.00018799i
-0.0053841-0.0067438i,-0.0064029-0.012528i,-0.0054663-0.011875i,-0.0045901-0.006503i,-0.0035357-0.0022899i,-0.0023978-0.00050376i,-0.0023296+0.0013543i,-0.0019724+0.0021863i,-2.4299e-05+0.0002855i,0.0006773-0.0021581i,-0.00022886-0.002355i,0.00063421-0.0018057i,0.0034172-0.0023054i,0.0043474-0.0024556i,0.0023893-0.0020497i,0.00047789-0.0012034i,-0.00014299-6.9339e-05i,-0.00069746-9.4761e-05i,-0.00099445-0.00094271i,-0.00030046-0.0011112i,0.00030674-1.2465e-05i,0.00046612+0.00031264i,0.00047661-0.0004649i
