-0.0014896+0.00091094i,0.0005037-0.0015612i,0.00032325-6.8071e-05i,0.00094988+0.0025787i,0.0017164+0.0044802i,0.0028435+0.0040897i,0.0030624+0.0024178i,0.0016171+0.0019799i,0.0010209+0.0013297i,0.0015046+0.00073395i,0.0011309-0.00052307i,0.00047008-0.0020601i,0.00032186-0.0015192i,-0.00020059-0.0010974i,-0.00076249-0.0009866i,-6.2883e-05-0.00060663i,0.00021502-0.00084949i,-0.00018565-0.00055461i,-0.00035825-0.00048066i,-0.00029373-0.00072148i,-1.5e-05-0.00051658i,0.00011831+1.3032e-05i,0.00022349-0.00031942i
0.00061969+0.0001367i,0.00062356+0.0016641i,0.00015119+0.0025966i,-0.00040004+0.0034507i,-0.0010304+0.0032847i,-0.0010078+0.0028448i,3.5753e-05+0.0030977i,0.00062343+0.0020121i,0.00010916-0.00063366i,-8.8201e-05-0.0025427i,0.00022224-0.0028278i,0.00032661-0.0018822i,0.00068973-0.00097191i,0.0012211-0.00060121i,0.00050871+0.00010294i,-0.00021954+0.00034116i,-0.00039168-0.00032676i,-0.00090077-0.0011408i,-0.00040833-0.00094538i,0.0004937+0.00028894i,0.00025084+0.00071025i,-0.00022343+0.00019145i,-5.9897e-05+2.111e-05i
-0.0004963+0.0012735i,-0.00086237+0.0013441i,-0.0018067+0.00085198i,-0.0020133+1.679e-05i,-0.0015717+0.00070416i,-0.0016466+0.002006i,-0.0010785+0.0017758i,-0.00032748+0.00060418i,-0.00068248-0.00078775i,-0.00063734-0.0021196i,-0.00023721-0.0026715i,-0.0004116-0.0012667i,-0.00067647+0.00014424i,-0.00085017+0.00015422i,-0.001122+0.0001288i,-0.0010732+0.00016948i,-0.00057171+0.00024781i,-3.8566e-05+4.6083e-05i,8.7529e-05-0.00011442i,-0.00061535+0.0003601i,-0.0004616+0.00029281i,0.0004336+0.00014757i,0.00089962+0.00059737i
-0.0014121+0.0006213i,-0.0021757-0.00072575i,-0.0016983-0.00096693i,-0.00029987-0.0008091i,0.0010933-0.00067279i,0.0012415-0.00022635i,-0.0001561+0.00059266i,-0.0011912+0.00063573i,-0.0011584+0.00074711i,-0.00075533+0.0015192i,-0.00092552+0.0023185i,-0.0016698+0.0024084i,-0.0017494+0.0015333i,-0.0011418+0.0011138i,-0.00080364+0.0007884i,-0.00029264-7.9232e-05i,0.00047364+0.00043451i,0.00061638+0.0012696i,0.00063863+0.00049226i,0.00051143-0.00022968i,-7.7891e-05-0.00026615i,-0.00032145-0.00039574i,0.00018055-0.00037595i
0.00079715-0.00027705i,0.0012366-0.0010119i,0.0012488+0.00045841i,0.00051339+0.0016363i,5.6987e-05+0.0020039i,-0.00084479+0.0024982i,-0.0010917+0.0030651i,-0.0004518+0.0034982i,6.1248e-05+0.0031185i,-0.00013091+0.0021846i,-0.00096831+0.0011799i,-0.00094491+0.00017077i,-0.0012003-4.4548e-07i,-0.00070904+0.00056113i,0.00029231+0.00054184i,0.0005579+0.00028368i,0.00066501+0.00089121i,0.00035256+0.00078406i,0.00032059+6.7443e-05i,-0.00026371-6.5899e-05i,0.00024706+0.00058537i,0.0014475+0.00051684i,0.00087882-0.00021616i
-0.00041855+0.0014834i,0.0004516+0.0039932i,-0.00070424+0.0048271i,-0.0015933+0.0053581i,-0.0011924+0.0057741i,-0.00072881+0.0061069i,-0.00051643+0.0043135i,0.00019469+0.0021275i,0.00076938+0.0013089i,0.00066846+4.048e-05i,0.0013177-0.0017768i,0.0018278-0.0021642i,0.0018247-0.0011662i,0.001405-0.00024586i,0.00096864+0.0001042i,-1.5778e-06+6.4384e-06i,-0.00099836+0.00031171i,-0.00015174+0.00070529i,0.00061083+0.00075952i,5.4642e-05-0.00024878i,-9.8534e-05-0.00082598i,0.00032391-0.0007748i,0.00023536-0.00045753i
-0.00088427-0.00061119i,-0.0020131-0.00049044i,-0.0019752-0.0010154i,-0.0016166+4.5065e-06i,-0.00098942+0.00083624i,-0.00083801+0.002116i,5.892e-06+0.0027241i,0.0010126+0.0010086i,0.0012116-0.0011669i,0.0016766-0.0016685i,0.0014338-0.00094253i,0.00091696-0.00019578i,0.00096967+0.00027945i,0.0016958-0.00049404i,0.0016995-0.0010358i,-0.00025644+0.00010311i,-0.0014114+0.00012532i,-0.0010723-0.00063704i,-0.00027678-0.00043963i,0.00024841-3.3585e-05i,-0.00018264-0.00045367i,-0.000465-0.0002417i,-0.00040656-0.00023143i
0.0018319-0.00015204i,0.0019307-0.00058187i,0.0017532-0.0010719i,0.00065067-0.0005755i,-0.00066084+0.00099244i,-0.00054965+0.0028033i,0.00037858+0.003151i,-7.86e-05+0.0018773i,-0.00086235+0.00051148i,-0.0012165+0.00048727i,-0.00162+0.0008366i,-0.0013534+0.00021733i,-0.00097325-0.00049396i,-0.00096574-0.00013505i,-0.00073386+0.00058641i,2.6494e-05+0.00067743i,-0.0001463+0.00091533i,-0.001138+0.00081036i,-0.0012393-0.00042501i,-0.00057676-0.00060662i,-0.00028837+0.0003071i,0.00016325+0.00039886i,0.00066903-3.9879e-05i
-0.0012759+0.00043671i,-0.00089791+0.0016302i,-0.00042413+0.0019727i,0.00052526+0.0012739i,0.00057727+0.0022937i,-0.00086289+0.0039708i,-0.0013174+0.0035426i,-0.0011598+0.0023708i,-0.0011963+0.0017336i,-0.0021999+0.0018183i,-0.0030678+0.001527i,-0.0031191+0.00073742i,-0.0026691+0.00055718i,-0.0016466+0.00091046i,-0.00015991+0.00092455i,0.00088413+0.0014371i,0.00050376+0.0017606i,-0.00037684+0.0016289i,-9.6693e-05+0.001519i,0.00037059+0.00069701i,-0.00023261+0.00010224i,-0.00075042-6.6082e-05i,-9.1169e-05+0.00014123i
-0.00084285+0.00052521i,0.00016374+0.0010753i,0.00023501+0.0029254i,0.00036203+0.0041081i,-0.00034449+0.0038675i,-0.00092024+0.0028049i,-0.0011975+0.0020983i,-0.0011445+0.0017725i,-0.00073591+0.0010976i,0.00052308+8.3379e-05i,0.0021463-0.00057738i,0.0028739-0.00035113i,0.0022538+0.00017785i,0.0010732+0.00040659i,0.00025968-9.2452e-05i,-0.00067514-0.0010766i,-0.00031954-0.0015635i,0.00031179-0.0013028i,-0.00045121-0.00095578i,-0.0006937-4.0167e-05i,0.00010362+0.00060679i,0.0013604+0.00073745i,0.0018535+0.00025533i
-0.00070669+0.0012034i,-0.0020942+0.0013618i,-0.0025326+0.0011268i,-0.0022513+0.00085324i,-0.0021776+0.0010157i,-0.001944+0.0025566i,-0.000835+0.0034678i,0.00022994+0.0020525i,0.0011512+0.00040853i,0.0032702-0.00053406i,0.0042243-0.00020667i,0.0026092+0.00079246i,0.001427+0.00072939i,0.00089935+1.948e-05i,0.00057748-0.00077461i,0.00052284-0.0011212i,-3.7697e-05-0.00041247i,-0.0006831-5.0118e-05i,-0.0011242-0.00021972i,-0.00027942-6.7421e-05i,0.00051609+0.0004437i,0.0004928+0.00064568i,0.00046384+0.00036203i
-0.0011591+0.0011979i,-0.00057044-0.00039588i,0.00071704-0.001525i,0.00081-0.0012248i,0.00075344-0.0002805i,-0.00014212+0.0012402i,0.00041401+0.0024426i,0.002083+0.0021988i,0.0020791+0.00072493i,0.0012406-0.00065972i,0.00044474-0.00076804i,-0.00034151-0.00021058i,-0.00094252-0.00019417i,-0.0013632-0.000211i,-0.0014299-5.2827e-05i,-0.00082654+0.00046545i,0.00013502+0.00061833i,0.0003748+0.00056759i,0.00023684-0.00015475i,-1.1265e-05-0.00066023i,-0.00074277-2.0072e-05i,-0.00099563+0.0003968i,-0.00026441+0.00041294i
-0.00036204-0.00022554i,-0.00043757+0.00042375i,-0.00085005+0.0027275i,3.981e-05+0.0042508i,0.00094987+0.0041686i,0.001119+0.0040703i,0.0010318+0.0034787i,-0.00060099+0.001518i,-0.002183-8.013e-05i,-0.0024477-0.0011275i,-0.0029306-0.0019692i,-0.0033854-0.0019716i,-0.0024174-0.0015719i,-0.0011043-0.00078438i,-0.00093871+0.00034237i,-0.0013707+0.0010071i,-0.0013876+0.0011747i,-0.00081617+0.0013128i,-0.00013814+0.00092297i,-7.8645e-05+0.00028966i,-0.00027887+0.0002372i,-0.00050935+0.00048251i,-0.00045833+0.00087977i
0.0014511+0.00021514i,0.00096268+0.0028509i,0.00055339+0.0031894i,-0.000167+0.0025184i,-0.00019388+0.0026396i,-0.00089818+0.003288i,-0.0010814+0.0029101i,-0.00030707+0.0019309i,-0.00062604+0.0011898i,-0.00083186+0.00053119i,-0.00011618+0.00044813i,0.00028849+0.00025332i,0.0005801+0.00038567i,0.00076322+0.00092552i,0.00088529+0.00091042i,0.00043236+0.00085135i,-9.6159e-05-4.6189e-05i,-0.00029313-0.00043013i,-0.00019063+0.00023657i,0.0002374-3.2904e-05i,0.00063649-0.00018562i,0.00084724+0.0006383i,0.00031714+0.00086117i
8.3532e-05+0.0024241i,-0.00026539+0.0018477i,5.0182e-05+0.0017162i,-0.00083871+0.0017932i,-0.0015624+0.0021746i,-0.0025083+0.001984i,-0.0031841+0.0021796i,-0.0016992+0.0024361i,0.00051855+0.0022526i,0.0016343+0.0025206i,0.0020255+0.0036953i,0.0020885+0.004251i,0.0018599+0.0035123i,0.0013294+0.0025077i,0.0007155+0.0011427i,-1.0035e-05-0.00048104i,-0.00038878-0.001455i,-0.00019868-0.0017966i,-1.0877e-07-0.001529i,6.9717e-05-0.00031237i,0.00037652+0.0011439i,0.00054051+0.001304i,0.0005304+0.00053873i
0.0011272-0.00041911i,0.0015034+0.00058406i,0.00057+0.00086816i,-0.00021207+0.0014963i,-0.00020168+0.0021489i,0.00033003+0.0020806i,0.0017544+0.0020847i,0.0020895+0.0020545i,0.0011367+0.0020045i,0.00021893+0.0018917i,-0.00065924+0.0017442i,-0.00048404+0.00098314i,0.00031267-0.00012145i,0.0012632-0.0011765i,0.0010568-0.0010014i,-0.00016327-0.00049623i,-0.00080394-0.00010713i,-0.0013084-0.00042746i,-0.0012564-0.00059221i,-0.0013005-2.9783e-05i,-0.0010391-0.00018994i,-0.00052367-0.00037439i,-0.00058063-0.00010064i
0.0013361+0.00052556i,-0.00049599+0.0024457i,-0.0024555+0.0024973i,-0.0023915+0.0022132i,-0.0016004+0.0026998i,-0.00059543+0.0032579i,0.0004765+0.003115i,0.00085928+0.001827i,0.00048726-0.00032345i,-0.00086138-0.0025089i,-0.0014271-0.0037091i,-0.0013623-0.0031477i,-0.00065882-0.0025423i,0.00022174-0.0019041i,0.00027075-0.001003i,-5.2209e-05+0.00036078i,-8.7826e-05+0.00072283i,-9.98e-05-0.0002421i,0.00047418+0.00013346i,0.00071747+0.0010116i,0.00054013+0.00046169i,0.00061375-0.00022988i,0.00030173-0.00019637i
-0.001719-9.3673e-05i,-0.0020232-0.00049561i,-0.0025543+0.00062576i,-0.00098877+0.0018431i,0.00029715+0.0024652i,-0.00046732+0.0026726i,-0.001397+0.002195i,-0.001437+0.00093676i,-6.0011e-05-0.00072645i,0.0016988-0.0019911i,0.0017876-0.002538i,0.0010853-0.0013863i,0.00051298+2.6793e-05i,-0.00059025+0.00060858i,-0.0014765+0.0010426i,-0.0012261+0.0010902i,-0.00019049+0.00061991i,0.00086574+0.00059257i,0.00096468+9.4173e-05i,0.00022263-0.00044738i,-0.0007604+2.4258e-05i,-0.0011254+0.00046036i,-0.00057285+0.00054358i
0.0026854-0.0023127i,0.0030067-0.0020717i,0.0022457-0.0023152i,-7.3941e-05-0.0010798i,-0.0019371+0.00065341i,-0.0024191+0.0022235i,-0.0014122+0.002489i,7.3129e-05+0.0017304i,0.00042111+0.00082147i,-0.00075016+0.0012955i,-0.0018912+0.0026402i,-0.0022545+0.0033089i,-0.0022769+0.0028346i,-0.0012819+0.0022246i,-0.00013653+0.0014918i,-0.00022326+0.00071482i,-0.00070091+0.00055229i,0.00012111+0.00053843i,0.00018834+6.3788e-05i,-0.00046119+0.00071157i,-0.00046351+0.0014488i,0.00040529+0.00091435i,0.00061715+0.00058887i
0.001262+0.0020458i,0.0021581+0.0038866i,0.0025473+0.0048773i,0.00041393+0.004918i,-0.0010523+0.0034226i,-0.0015924+0.0021514i,-0.0013244+0.0022905i,-0.00058192+0.0027267i,-0.00083168+0.0027273i,-0.002367+0.0020693i,-0.0033141+0.00088483i,-0.002834-6.7206e-05i,-0.0016821-0.0005364i,-0.0003555-0.00037799i,0.00069282-0.00026201i,0.0010061-0.00040218i,-0.0001647-0.0007074i,-0.0011493-0.00064829i,-0.00054729-0.00045206i,1.8616e-05-0.0006162i,-0.00013093-0.00072871i,-7.7359e-05-0.00032935i,7.5411e-05+4.0645e-05i
-0.0032134-0.00040464i,-0.0038307+0.00053594i,-0.0044278+0.0019179i,-0.0028737+0.0017536i,-0.0011257+0.0021911i,-0.00096714+0.0029658i,-0.00073386+0.0022439i,2.693e-05+0.0013231i,0.00050921+0.00060827i,0.0010478-0.00072143i,0.0019711-0.0025783i,0.0029555-0.0034696i,0.0035026-0.0037448i,0.0025411-0.0032695i,-8.6964e-05-0.0027552i,-0.0018613-0.0017529i,-0.0021622-0.00014775i,-0.0016099+0.00019972i,-0.00084474-0.00052166i,-0.00061369-0.00033287i,-0.0007693+0.0001501i,-0.00058329-0.00016525i,-0.00026587-0.00069325i
0.00048564-0.0030428i,0.0008217-0.0028454i,0.00032676-0.0013056i,-0.00021657+0.00086194i,-0.00062653+0.0029803i,-0.0006276+0.0041939i,0.00042729+0.0032807i,0.00078597+0.0019681i,0.0013462+0.00095927i,0.0032859+0.00029723i,0.0040639+0.00018273i,0.0029549-0.00054332i,0.0018722-0.00087595i,0.00095323-0.00032572i,-0.00068781+2.2829e-05i,-0.0019636+0.00050038i,-0.0013588+0.0013532i,-0.00040202+0.001633i,-5.2313e-05+0.0010097i,-0.00042035+0.00052946i,-4.2181e-05+0.0004936i,0.00011519+0.000408i,-6.6373e-05-1.6111e-05i
0.00040102+0.0012644i,0.00057299+0.0018288i,0.00096389+0.0021886i,0.0011189+0.0020594i,0.00015503+0.0033458i,-0.0014144+0.0037675i,-0.0017392+0.0026872i,-0.00067438+0.0012439i,0.00015313+0.00054641i,-0.00026961+0.0010588i,-0.0017405+0.001718i,-0.003012+0.0022161i,-0.0041191+0.0018582i,-0.0050067+0.0010715i,-0.0038834+0.0011131i,-0.0015302+0.00067178i,-0.0002361+0.00023426i,-0.00022393+0.00014038i,0.00015987+0.00045746i,0.00060241+0.00091401i,-0.00021094+0.00013371i,-0.0011284-0.00059703i,-0.00082788+5.0442e-05i
0.00060429+0.0009732i,-0.00075013+0.00083868i,-0.0001281+0.0010912i,8.6076e-05+0.0012197i,-0.0011046+0.00035814i,-0.00092224+0.00032504i,0.00010623+0.00064784i,0.00061492-0.00025727i,-0.00027415-0.00083533i,-0.0023331-0.0015306i,-0.0029947-0.0023785i,-0.0020452-0.0011219i,-0.0011582-0.00016326i,-0.0010518-0.00021314i,-0.00040411+0.00022781i,0.00033843+0.0010827i,0.00031858+0.0014611i,-0.00038513+0.00074039i,-0.00058605+0.0001921i,-0.00063227+0.00051273i,-0.0014085+0.00052175i,-0.0003495-0.00025521i,0.00064702-0.00072218i
-0.00078581-0.00024885i,-0.002265+0.0015201i,-0.0032731+0.0035578i,-0.0027076+0.0045596i,-0.0020404+0.0032933i,-0.0019717+0.0019026i,-0.0010917+0.0021289i,-8.8417e-05+0.0017966i,0.00027437+0.00062008i,0.00055899-0.00081852i,0.0016228-0.0016389i,0.0024816-0.00074367i,0.0029262+0.00025604i,0.0039957+0.00064489i,0.0036915+0.00034404i,0.0017615-0.00015294i,0.00078732-0.00079934i,0.00036067-0.0005921i,-0.00016542+0.00035978i,-0.00028441+0.00022999i,0.00057283+3.9228e-05i,0.00092093+0.00025027i,0.0012018+0.00044943i
-0.00053166+0.0017293i,-0.0014186+0.0007722i,-0.00065376-0.00012484i,-0.00030571-0.00041943i,-0.0007191+0.00084316i,-0.001619+0.0022554i,-0.0014031+0.0032541i,-0.00029108+0.0035707i,0.00082413+0.0024786i,0.0032099+0.0020197i,0.0041809+0.0032987i,0.0029917+0.0038931i,0.0010387+0.0033926i,-0.00023898+0.0023031i,-0.00024564+0.00033175i,-0.00058897-0.00083114i,-0.00099154-0.0010008i,-0.00045288-0.00045448i,0.00022822+0.00033721i,-0.00049672-0.00015726i,-0.0013441-0.00041636i,-0.00046-6.3165e-05i,0.00027552-4.1757e-06i
-0.00025524+0.0014882i,0.00083614+0.00071651i,0.00024857+0.0001886i,-0.00050468+0.00037758i,-0.0011348+0.00082193i,-0.0014475+0.0021118i,-0.0012764+0.002196i,-0.00089143+0.0010424i,-0.00030146+0.0010283i,-0.0001968+0.0020132i,-0.00078747+0.0014593i,-0.0025506-0.0003638i,-0.0037535-0.0013032i,-0.0036448-0.00088986i,-0.0025642-1.977e-05i,-0.0019723+0.00010262i,-0.0011183+0.00016944i,0.00048314+4.492e-05i,0.00076464-0.00024818i,0.00055386+0.00048506i,0.00053695+0.0010974i,0.00011611+0.00016307i,-0.00015196-0.00070803i
9.6979e-05-0.00042626i,0.00061273+0.00049873i,0.00046655+0.0014932i,0.00027696+0.0023161i,-0.0005683+0.0023094i,-0.001145+0.0016947i,-0.0011497+0.0013179i,-0.0014309+0.0010729i,-0.0011277-0.00064861i,-0.0010378-0.0035333i,-0.00062759-0.0055521i,-0.00020529-0.0052463i,-0.00029526-0.0038067i,0.00018279-0.0021238i,0.00041788-0.00081205i,0.00073607+0.00031814i,0.00089398+0.0014321i,0.00057533+0.0018903i,0.00030649+0.0015818i,0.0003365+0.00061387i,0.00011258+0.00021466i,0.0002064-0.00010047i,9.6739e-05-0.00057787i
-0.00020831-0.00027982i,-0.0018668-0.00017857i,-0.0013655-0.0003641i,0.0002644-0.00075714i,0.00075696-0.00014757i,-0.0012741+0.0011918i,-0.0015252+0.0022712i,0.00087284+0.0017037i,0.0025855-0.00064415i,0.0029517-0.0027709i,0.0029198-0.0031961i,0.0023803-0.00096736i,0.0016705+0.0015368i,0.0021107+0.0023387i,0.0022285+0.0022119i,0.00092037+0.0014904i,7.4929e-05-7.9622e-05i,0.00015358-0.0010735i,-0.00016346-0.0012145i,-0.00075558-0.0013011i,-0.00051316-0.00046791i,-0.00017446+0.00030844i,-1.493e-05-0.00048974i
-0.00075618+0.00067791i,3.2247e-05-0.00048802i,-0.0004507+0.0013554i,-0.000832+0.0034855i,-0.00044861+0.0039785i,0.00029961+0.003372i,0.0003339+0.0035024i,4.6175e-06+0.003348i,-0.00081624+0.0034719i,-0.0014652+0.0047384i,-0.0017023+0.0061495i,-0.0014418+0.0061485i,-0.00052686+0.004622i,-0.00068554+0.0034447i,-0.00095339+0.0020768i,-0.0013719+0.00042145i,-0.001383+0.00024586i,-0.00033112+0.00033382i,0.00024824-0.00055245i,-0.00065571-7.2684e-05i,-0.0011479+0.00084526i,-0.00059084+0.00024301i,-0.00015653-0.00034476i
-8.8083e-05-0.00021i,0.00022064+0.00043423i,-0.00030108+0.0012521i,-0.00035005+0.0022106i,-0.0010266+0.0033864i,-0.0016436+0.0035866i,-0.00040151+0.0023004i,4.5276e-05+0.0016306i,-0.0012736+0.0019566i,-0.0027193+0.0026029i,-0.0028261+0.0023838i,-0.0023631+9.6161e-05i,-0.0026854-0.002005i,-0.0025126-0.00249i,-0.001613-0.0024266i,-0.0011206-0.001777i,-0.00080707-0.00089343i,-0.00069687-0.00054759i,-0.00039135-0.00056594i,-0.00022334+0.00038555i,-0.00027328+0.00098833i,-0.00046956+0.00033404i,-0.00033068-0.00071956i
0.00015921+0.0016145i,-0.00023577+0.0013168i,-0.00011901+0.0017466i,2.177e-05+0.0016471i,-1.1564e-06+0.0011592i,-0.00032755+0.00079518i,-0.0009356+0.00080241i,-0.00094267+0.0010747i,0.00038192+0.00023871i,0.0035965-0.0014677i,0.0048524-0.0033827i,0.0030589-0.0047203i,0.0015609-0.0047323i,0.00027089-0.0034709i,-0.00071179-0.0018101i,-0.00070105-0.00086893i,-0.00075292-0.00054078i,-0.0011651-0.00048048i,-0.0010977-0.0003723i,-0.00018367+0.00010838i,9.0421e-05+0.0006666i,0.00027761+0.00036092i,0.00040692-0.00052296i
-0.0024405-0.0011933i,-0.0023999+0.00065892i,-0.0025931+0.0025648i,-0.00247+0.0031509i,-0.0017838+0.003774i,-0.00070574+0.0042812i,4.214e-05+0.0036632i,0.00037747+0.0020261i,0.0015322+0.00047072i,0.0027888-0.00064147i,0.0035898-2.878e-05i,0.0028195+0.0014007i,0.0016539+0.0017593i,0.0007776+0.0025328i,-0.00036822+0.0024749i,-0.00081296+0.0013484i,-0.00076157+0.00047132i,-0.00037328-0.00015033i,0.00041004-0.00058693i,0.0005705-0.00020077i,0.00028721+0.00016223i,0.00049883+0.00023413i,0.0007489+0.00054361i
0.00070329-0.0011676i,0.0013159-0.0018457i,0.0011791-0.002124i,0.00049422-0.00092792i,-0.00056823+0.0012199i,-0.0011584+0.0028164i,-0.00062068+0.0032532i,-0.0002886+0.0025868i,-0.00085919+0.001805i,-0.0028831+0.0018488i,-0.0049969+0.0020265i,-0.0053144+0.002522i,-0.0040707+0.0031382i,-0.0018987+0.0033528i,8.6512e-05+0.0026397i,0.0011703+0.001293i,0.00093355+0.00034634i,0.00081233+0.00048426i,0.00088877+0.00020837i,0.00047051-9.4892e-06i,-0.00016412+0.00064202i,-0.00069798+0.0010825i,-0.0007039+0.00021522i
0.00079871+0.0010809i,0.00028391+0.0025414i,0.00065907+0.0024044i,0.00066107+0.0015904i,-3.6342e-06+0.00061018i,-0.0016309+0.0018176i,-0.0016276+0.0028377i,-0.00085262+0.0018222i,-0.0018432+0.00098582i,-0.0041732-5.2916e-05i,-0.0044398-0.00035924i,-0.0027535-0.00055064i,-0.0012507-0.001543i,-0.00095715-0.0018633i,-0.0013567-0.0016034i,-0.0011218-0.00083223i,-0.00032823+8.6675e-05i,1.3138e-05+0.0011388i,0.00011273+0.0011087i,-0.0002635+5.4292e-05i,-0.0009624+0.00022384i,-0.00053619+0.00098804i,-0.00027151+0.0012288i
0.00065671+0.00072341i,0.00091133+0.0027719i,0.00021634+0.0036745i,-0.00053351+0.0031854i,-0.0015078+0.0025157i,-0.0021277+0.0028687i,-0.0017488+0.0029642i,-0.0010336+0.0011142i,0.00055328+3.6731e-05i,0.0024913+5.4135e-05i,0.00445+0.00028227i,0.005045+0.00046942i,0.0040037-0.00059938i,0.0023798-0.0016811i,0.00069136-0.0012273i,-0.00011072-0.00039833i,0.00010492-0.0001061i,0.00048251+0.00035998i,0.00032612+0.0012135i,0.00036948+0.0012395i,0.0002393+0.0010516i,-0.0001953+0.00045587i,-0.0008397-0.00069506i
-0.0015809+0.0016353i,-0.0021045+0.00038652i,-0.0012626+0.00055978i,-0.00045645+0.0015735i,-0.00029901+0.002029i,-0.00023839+0.0015653i,-0.00060133+0.00069774i,-0.00045515+0.00071522i,0.0014961+0.0018303i,0.0036958+0.0025948i,0.0046485+0.0032344i,0.0034675+0.0034822i,0.0014322+0.0024944i,-0.00029226+0.0011446i,-0.0015072+0.00041416i,-0.0017675-0.00026415i,-0.0015673-7.8735e-05i,-0.0013542-0.00029284i,-0.0011311-0.0011805i,-0.0011094-0.00058256i,-0.00030396+0.00032162i,0.00073965+0.0007738i,0.00086337+0.00065603i
-0.0015267-0.0025121i,-0.00028352-0.0020348i,-0.0020813-0.00057664i,-0.0033438+0.00226i,-0.0026165+0.00454i,-0.0019948+0.0048869i,-0.0022128+0.0030848i,-0.0017219+0.001707i,-0.0011827+0.0011704i,-0.0021168-0.00021656i,-0.0043972-0.0022044i,-0.0054456-0.0028497i,-0.0042355-0.0011471i,-0.0027019+0.0012351i,-0.0020373+0.0020142i,-0.0019211+0.0015092i,-0.0021626+0.00050485i,-0.0019157+0.00044301i,-0.0015802+0.00074072i,-0.0016166-0.00061095i,-0.0015311-0.0015071i,-0.0010355-0.0008365i,-0.00037952-0.00040558i
0.0019797-0.00022353i,0.0017838+0.0014901i,0.0011476+0.001498i,0.00026851+0.0015547i,-0.0017754+0.0025979i,-0.0016724+0.0043713i,0.00030493+0.0051664i,0.00076933+0.0029132i,0.00051884-0.00049549i,-0.00022908-0.0022749i,-0.0012672-0.0033402i,-0.0014831-0.0029163i,-0.00096837-0.0016344i,4.8831e-05-0.0010116i,0.00060318-0.00012725i,0.00036759+0.00059909i,0.00037436+0.00053602i,0.00034021-0.00021417i,0.00020176-0.00043395i,-0.00041765+0.00012368i,-0.0010471+0.00083216i,-0.0010335+0.0011913i,-0.0009203+0.00080311i
0.00011089-0.00092315i,-0.00094664-0.00042278i,-0.0016481-0.00069117i,-0.001282-0.00058589i,-0.0010682+0.00081561i,-0.0015892+0.0031034i,-0.00052854+0.003948i,0.0010582+0.0022352i,0.00098301+0.0012133i,0.001889+0.0023258i,0.0036306+0.0035142i,0.0044382+0.003698i,0.0041079+0.0023084i,0.0026386-0.00012415i,0.00094595-0.0014954i,0.0002402-0.0015556i,0.0004114-0.0012401i,0.00048076-0.00062339i,-0.00013825-0.0003021i,-0.00094533+0.00028856i,-0.00038117+0.00094098i,0.00082162+0.001006i,0.00066427+0.00075579i
-0.0017081+0.00015733i,-0.0028717-0.00057059i,-0.0019942+0.00022179i,-0.00014226+0.001303i,0.00017361+0.0026548i,-0.00030872+0.0035149i,-0.00023665+0.0032167i,0.00062307+0.0020875i,0.0013178+0.0025451i,0.0015116+0.0043327i,0.0010898+0.0044925i,0.00013001+0.0033866i,-3.2949e-05+0.0020171i,0.0001467+0.00088525i,-0.00017126+0.00037065i,-0.00015831+0.00028722i,-0.00024678+1.4867e-05i,-0.00054808-0.00026362i,-0.00011599+5.3909e-06i,0.00052683-0.00041023i,0.00015679-0.0004461i,-0.00038825-1.1781e-05i,5.7297e-06+0.00010898i
0.0016355+0.00065735i,0.0032428-0.0003806i,0.0033402+0.00073094i,0.0017839+0.0024335i,-0.00085591+0.0030596i,-0.0027163+0.0021512i,-0.0027561+0.0012135i,-0.0022194+0.00037102i,-0.0017733-0.00086558i,-0.0013481-0.0016902i,-0.0017895-0.0029116i,-0.002037-0.0035749i,-0.0017858-0.0025255i,-0.0015208-0.0011866i,-0.00069667-0.00050595i,-0.00020903+0.00042872i,-0.00025434+0.0012122i,-0.00051281+0.00069544i,-0.00059427-0.00025171i,0.00078665-0.00061074i,0.0010902+6.4916e-05i,6.2895e-05+7.1236e-06i,6.6583e-05-0.00090068i
0.00064275+0.00090555i,-0.00039402+0.0022343i,-0.0011023+0.0044402i,-0.0010628+0.0049009i,-0.0011198+0.0038801i,-0.0023586+0.0029455i,-0.0028586+0.0029527i,-0.0020299+0.0031348i,-0.0011355+0.001166i,-0.00031659-0.0023922i,0.00036944-0.0040397i,0.00030215-0.0027569i,-0.00054205-0.0016204i,-0.00094704-0.00082607i,-0.00069682+0.00019446i,-0.0010023+0.00059702i,-0.0015371+0.00079343i,-0.0017768+0.00093041i,-0.0016298-1.3298e-06i,-0.00098175-0.00064538i,-0.00032878-0.000542i,0.00012978-0.00030473i,0.00015658+6.5324e-06i
-0.00143+0.00091215i,-0.0012804+0.0019307i,-0.0010263+0.0020074i,-0.00098753+0.0017953i,-0.001641+0.00097064i,-0.0023935+0.00088507i,-0.0014531+0.0016748i,0.00018337+0.0023513i,0.0013937+0.0030741i,0.0017706+0.0038242i,0.00044241+0.0041754i,-0.00077989+0.0038775i,-0.00049314+0.0029641i,0.00085255+0.002411i,0.0010984+0.0014632i,0.0011847+0.00027343i,0.0015204+0.00010011i,0.0011371+0.00065769i,0.00071457+0.001318i,-7.6543e-06+0.0014401i,-0.00068608+0.0014431i,-0.0010732+0.0010052i,-0.001118+0.00065091i
