0.001183+0.00027355i,0.0011116-0.00048517i,0.00065928-0.0015126i,-0.0021029-0.0025787i,-0.0040435-0.0018056i,-0.0043978+0.00030804i,-0.0024341+0.0019708i,-0.00027163+0.0018105i,0.00080067+0.00044225i,0.0006177-0.00061716i,0.00018305-0.00091066i,0.00021404-0.0007344i,0.00064805-0.00056353i,0.0009766-0.00028504i,-0.00022408-0.00026515i,-0.001388+0.00022878i,-0.00071939+0.00060804i,0.00037247+0.00068452i,0.00048421+0.00054832i,-0.00019174+0.00042431i,-0.00012453+0.00070443i,0.00042387+0.00094772i,0.000242+0.0010111i
0.0025588+0.00066326i,0.00021768+0.00060158i,0.0006843+0.00039573i,0.0012803-0.0027605i,-0.00020185-0.0043644i,-0.0017086-0.002774i,-0.0023231-0.0016805i,-0.002247-0.0015746i,-0.0018576-0.00094417i,-0.00095359-0.00040094i,-0.00038675-0.00012187i,-0.00053246-0.00034739i,-0.00027301-0.0012167i,0.00078116-0.001217i,0.0014212-0.00097269i,0.0014086-0.00024959i,-2.1186e-05+0.00047416i,-0.00099236+0.0003346i,-0.00094997-0.00015816i,-0.00076125-0.00064134i,-0.00034744-0.00082328i,0.00027755-0.00018585i,0.00078228+0.00067353i
-0.00026789+0.0049249i,0.0039654+0.0038061i,0.0038195+0.0014883i,0.0014762+0.00041019i,-0.00035943+0.00074808i,-0.0008109+0.00031023i,-0.00071756-0.00023599i,-0.00056754-2.1357e-07i,-0.00047926-0.00089711i,-0.00077186-0.00098318i,-0.001243+4.1547e-05i,-0.00035844+0.00022254i,0.00065113-0.00014965i,0.00015125+0.0004719i,0.00034573+0.0010866i,0.0014356+0.00079439i,0.0015406+0.00013269i,0.00076177+0.00017966i,0.00013128+0.0003668i,3.0001e-05+0.00030279i,0.00018945+0.00026152i,-0.00025109-9.9258e-05i,-0.0004642-0.00047129i
-0.0019265-0.0044627i,-0.0027431-0.0028436i,-0.00040199-0.00050617i,0.00087372-0.0019231i,-0.000408-0.003701i,-0.0022558-0.0031142i,-0.0019292-0.0012255i,-0.0012456+0.0004654i,-0.00075522+0.0005548i,-6.012e-05-0.00039109i,0.00027879+0.00013797i,-2.5079e-05+0.0016894i,0.00020841+0.0014427i,0.0008746+0.00090695i,0.000426+0.00027779i,-8.8198e-05-0.00034557i,-0.00021904-0.00041339i,7.9961e-05-0.00023015i,0.0011515+0.0004634i,0.001463+0.00075521i,0.0010488-0.0003748i,0.00058573-0.0012528i,0.00017613-0.0008666i
-0.0011878+0.00025751i,-0.0031376+0.0027674i,-0.0044979+0.0029673i,-0.0025508+0.0016263i,-0.00071824-0.00011003i,-0.00034609-0.0012522i,-0.0013831-0.0012013i,-0.0020278-0.00090882i,-0.0022577-0.00067171i,-0.0016696+0.00090186i,-0.00048079+0.0032294i,7.3649e-05+0.0027521i,0.00037905+0.0012083i,-0.00057402+0.0016553i,-0.0017466+0.0024788i,-0.0012883+0.0018002i,-0.00076472+0.00066161i,-0.00014845+7.464e-05i,0.00064224+6.7122e-05i,0.00070334-0.00027142i,0.00076938-0.00051999i,0.00065789-0.00018149i,0.00074935+0.00043775i
-0.0018186+0.0022605i,0.00057421+0.0010396i,0.001367-0.00082152i,-0.0012249-0.0015256i,-0.0029473-0.0017394i,-0.0024755-0.001607i,-0.001011-0.00096923i,0.00060002-0.0011877i,0.0013176-0.0016469i,8.9116e-05-0.00089762i,-0.0011542-0.00019476i,-0.00035836+0.00032044i,9.449e-05+0.0003939i,-0.00059184-0.0005029i,-0.001288-0.0016167i,-0.0010857-0.0021676i,-0.00015657-0.0014166i,0.00021497-0.0007237i,0.00030893+0.00047115i,-0.00035477+0.0016487i,-0.00057803+0.0015697i,-3.3423e-05+0.0010292i,5.589e-05+5.1936e-05i
-0.0011456-0.0062451i,-3.4776e-05-0.0052251i,0.001074-0.0026017i,0.0019921-0.00275i,0.0032835-0.0035432i,0.0019154-0.0023704i,0.00015806-0.0008613i,-3.5549e-05+0.001048i,0.00023675+0.0012203i,0.00038073-0.00053212i,0.00039797-0.0018858i,0.00034059-0.0018629i,-0.00030097-0.0013876i,0.00013177-0.0020849i,0.0011107-0.002154i,0.0008785-0.0011497i,-0.00012937-0.00031295i,-0.0007634+0.00034611i,-0.0013471+0.0010164i,-0.0013106+0.0011728i,-0.00020656+0.0001291i,0.00023469-0.00039567i,-0.00038003+0.00022181i
0.0025034+0.007836i,0.001755+0.0070681i,0.0033463+0.0055508i,0.003407+0.0019296i,0.00066482-0.0021401i,-0.0016518-0.0033921i,-0.0028176-0.0018018i,-0.0036519-0.00068178i,-0.0037035-1.3962e-05i,-0.0024545+0.0012419i,-0.00087937+0.0018659i,-0.00054131+0.00071073i,5.5788e-06-0.00051566i,0.0010997-0.00024747i,0.0025758+0.00042236i,0.0032647+0.00074502i,0.0023677+0.00024285i,0.0015053-0.0005384i,0.00080849-0.0011006i,0.00065347-0.0016929i,0.0012883-0.0019423i,0.00092915-0.0010857i,0.00067733+8.1735e-06i
-0.0050754+0.0014063i,-0.00081475+0.0013124i,0.0013653+0.0011482i,0.0014574-8.3559e-05i,0.00080929-0.001014i,0.00024044-0.0010023i,0.00045485-0.00067485i,0.00096443-0.00135i,0.00056635-0.0015373i,-0.00043091-0.00082775i,-0.0007519-2.7858e-06i,2.0149e-05+0.00036345i,0.00092056+0.00060281i,2.6668e-05+0.0012398i,-0.00085842+0.0020757i,-0.00042567+0.0015324i,0.00066528+0.00085961i,0.0014327+0.00084154i,0.00088819+0.00029221i,0.00042334+6.9537e-06i,0.00015815+0.00034897i,0.00010397+9.8551e-05i,-0.00037135-0.0003246i
-0.0015493-0.0048164i,-0.0032628-0.0018195i,-0.0037269-0.00065221i,-0.0022742-0.0023886i,-0.0011379-0.0037908i,-0.0016023-0.004399i,-0.0011744-0.0028179i,0.0001386-0.00091166i,0.00074733-0.00011137i,0.00021936-0.00014159i,-0.00062912-0.00049257i,-0.00056843+0.00012817i,-0.00054528+0.0017231i,-0.00073592+0.0024783i,-0.0011385+0.0024242i,-0.00083275+0.0016845i,-0.0003579+0.00058044i,-1.8973e-05+0.00045283i,0.0013981+0.0007576i,0.0019063+0.00067197i,0.0010217+0.00036269i,-2.3984e-05+0.00025058i,-0.0006071+0.0002465i
0.0037847+0.0043962i,0.0016938+0.0028602i,0.00044167-0.00065555i,-0.00060161-0.0022099i,-0.0022252-0.0018242i,-0.0023473-0.0016311i,-0.0022384-0.0020514i,-0.0027581-0.0015183i,-0.0029828-0.00094183i,-0.0022788-0.00069614i,-0.0011075+0.00074834i,-0.00087732+0.0015473i,-0.0013998+0.0010609i,-0.0019502+0.00034404i,-0.0018943+0.00026584i,-0.0015419+0.000202i,-0.0010703-6.0777e-05i,-0.00056113+0.00045465i,-0.00030279+0.00084595i,0.00032794+0.00061395i,0.00072976+3.6544e-05i,0.0004677+1.0409e-05i,0.000594+0.00074849i
0.00019271+0.0028374i,0.0032155+0.0025862i,0.004868+0.00082619i,0.0030715-0.00071238i,0.0011218-0.00097791i,-0.00027898-0.0008987i,-0.0014945-0.00058623i,-0.0010477-0.0006879i,-0.00044477-0.0013627i,-0.00049074-0.00079945i,-0.0010125+0.00060448i,-0.00084335+0.00108i,-0.00094244-0.00020507i,-0.0014827-0.0016266i,-0.0013251-0.0023748i,-0.0002946-0.0022981i,0.0001476-0.0019425i,-0.0001336-0.0017224i,-0.00074759-0.00041564i,-0.001187+0.00044884i,-0.00064124+0.000549i,-0.0002617+0.00059203i,-0.0003827+0.0001079i
-0.0047932+0.00050027i,-0.0027295+0.0011075i,0.0012206+0.00036342i,0.0022597-0.0020772i,0.00036685-0.0039283i,-0.0021746-0.0034108i,-0.0031501-0.0016373i,-0.0032524+0.00085377i,-0.0021127+0.0023246i,-0.0004026+0.00086267i,0.00038507-0.00045294i,0.00022642-0.00030415i,-2.78e-05-0.00047553i,0.001191-0.0014101i,0.0024147-0.0019042i,0.0021901-0.0017399i,0.00088433-0.0012756i,-0.00042904-0.00050602i,-0.0018117-0.00064128i,-0.0023612-0.0011826i,-0.0017757-0.00072189i,-0.0011163+5.8174e-05i,-0.00058083+0.00017251i
0.00091026+0.0013155i,0.0021114+0.0027157i,0.00071975+0.0026051i,-0.00018163+0.0010888i,-0.00038461-0.00059373i,-0.00048569-0.00069723i,-0.0008014+8.7689e-05i,-0.0017261+0.0010163i,-0.0026517+0.0012454i,-0.0020741+0.00028464i,-0.0011567+0.00056517i,-0.00075565+0.001229i,0.00048141+0.0012536i,0.0020888+0.0020065i,0.0030831+0.0024254i,0.003521+0.0013925i,0.0023489+0.0007199i,0.00018635+0.00024985i,-0.00023767-0.0011857i,0.00042867-0.0028159i,0.0002265-0.0026065i,8.5704e-05-0.0012865i,-1.0008e-05-0.00087573i
-0.00045267+0.0026179i,-0.0023666+0.0034238i,-0.0024375+0.0014178i,-0.0013167-0.0010115i,-0.00060545-0.0025293i,-0.00046641-0.0019929i,-0.00037838-0.0014238i,0.00087685-0.0018292i,0.0018852-0.0019217i,0.00062486-0.00091675i,-0.0015232+0.00038312i,-0.0015447+0.0013979i,-0.00088773+0.0015726i,-0.0010212+0.0016347i,-0.00048363+0.0022195i,-5.811e-05+0.0018444i,0.0004079+0.0012192i,0.00099+0.0012625i,0.0014805+0.00075109i,0.001746-0.00019496i,0.0020809-0.00082337i,0.001534-0.0011923i,0.00038486-0.0017405i
0.001083-0.00088846i,-0.0014195-0.0013127i,-0.0016703-0.0024354i,-0.0013676-0.0033544i,-0.0024134-0.00373i,-0.002764-0.0021686i,-0.0025475-0.00040541i,-0.0017391+0.00042828i,-0.00085488+0.001363i,-0.00052443+0.0013264i,-0.00083483+0.00019725i,-0.0019401+0.00020102i,-0.001788+0.0010679i,-0.0017956+0.00076195i,-0.0025395+0.0003671i,-0.0017485+0.001587i,-0.00024747+0.0022083i,0.00073654+0.0014512i,0.0006017+0.001234i,0.00059365+0.0014345i,0.00085102+0.0012178i,0.00011205+0.00028933i,0.00053497-0.00068429i
-0.0039476+0.0046407i,0.0004318+0.0031539i,0.0043677+9.0335e-05i,0.0047376-0.002673i,0.0025248-0.0038723i,0.0003594-0.0046229i,-0.00084168-0.0043813i,-0.0017252-0.0025947i,-0.0027062-0.0007959i,-0.0014955+0.00082792i,0.0011283+0.0014293i,0.0014149+0.00050836i,-6.7377e-05-0.0001172i,-0.0011784-0.00026384i,-0.001557-0.00061955i,-0.0012207-0.00057705i,-0.00113-8.1433e-06i,-0.0011777+0.00075218i,-0.00093148+0.00051978i,-0.00045673+0.00041665i,-8.5428e-05+0.00072638i,0.00016191+0.0011227i,0.0001923+0.00092058i
0.0030848-0.0010539i,0.0043315-0.00016344i,0.004942-0.0011025i,0.0035505-0.0029167i,0.0016964-0.0030422i,-3.3968e-05-0.001883i,-0.0013525-0.0012865i,-0.0015506-0.0013866i,-0.00081301-0.001807i,-0.00010277-0.0018379i,-0.00084182-0.00035415i,-0.00097896+0.00059963i,-0.00095724-0.00057712i,-0.0018431-0.0025668i,-0.001131-0.0033184i,-0.00068544-0.0030693i,-0.0013054-0.0025009i,-0.0014068-0.0017352i,-0.00092024-0.00065423i,-0.00032365-0.0007531i,0.00021137-0.00068705i,0.00077464+0.00010811i,0.00047521+0.00016461i
-0.00021524+0.0043713i,-0.00017063+0.005226i,0.00040288+0.0048249i,0.0011293+0.0024879i,0.00053204+3.33e-05i,-0.0010204-0.0012155i,-0.0023354-6.3766e-05i,-0.002352+0.0017485i,-0.0016863+0.0026253i,-0.00045624+0.0018215i,-0.00023782+0.00025171i,-0.00054152-0.00031252i,0.00042911-0.00067876i,0.0026253-0.0016417i,0.0035901-0.0022707i,0.003222-0.0022662i,0.0022974-0.0014155i,0.0010616-0.00097797i,0.00012554-0.001211i,0.00018721-0.0015452i,-0.00027886-0.00077566i,-0.0014192+0.00033507i,-0.0020995+0.00034672i
-0.0056804-0.00037712i,-0.0053759+0.000439i,-0.0035377+0.00073865i,-0.0017867-0.00079152i,-0.00050777-0.0027695i,-0.00065709-0.0041057i,-0.0018311-0.0035734i,-0.0013618-0.0015694i,-0.0012679-0.00018575i,-0.0020897+0.00019155i,-0.0013007+0.00024552i,0.0006325+0.00027672i,0.0026119+0.00087183i,0.0041189+0.0027961i,0.0044012+0.0033307i,0.0034102+0.0016281i,0.0019791-0.00048973i,0.0015622-0.0012028i,0.001801-0.00031779i,0.0018103-0.00015494i,0.00069614-0.00024022i,-8.0257e-05+0.00021224i,5.8152e-05+0.00053231i
0.001123-0.0027559i,0.0011294-0.0013148i,-0.0013576-0.0015238i,-0.0026856-0.00087161i,-0.0020432-0.00032911i,-0.00083972-0.0012916i,-0.00046532-0.0019131i,0.00044596-0.0020678i,0.00096906-0.0027427i,-0.00043971-0.002167i,-0.0013281-0.00024098i,-0.0011131+0.0015219i,-0.001248+0.0023823i,-0.0013123+0.0031142i,-0.0013131+0.0035702i,-0.00069235+0.0024885i,0.0008088+0.00047476i,0.0015391-0.00027068i,0.0013747-0.00070038i,0.0020688-0.0015038i,0.0025557-0.0018863i,0.0015703-0.0021175i,0.00074568-0.0022637i
-0.0022526+0.0048473i,0.00077224+0.0041757i,0.0030427+0.0020885i,0.0035366-0.0014688i,0.0016907-0.0030294i,-0.0013398-0.0023818i,-0.0034687-0.0021077i,-0.0031288-0.00097092i,-0.00016539+0.0010228i,0.0019111+0.0010396i,0.0013181-0.00048382i,-0.001498-0.00082116i,-0.0027697-0.00076338i,-0.0021268-0.00066704i,-0.0022146-0.00067192i,-0.0021206-7.7266e-06i,-0.00069878+0.00077727i,-3.7599e-05+0.0011102i,-0.0012745+0.0020592i,-0.0014478+0.002636i,-0.00060026+0.0020623i,-0.00013205+0.0010937i,0.00016313+0.00083009i
-0.0040123+0.00065687i,-0.0019865+0.0015434i,0.0010924+0.0010001i,0.0028384-0.001179i,0.0014337-0.0036055i,-0.00041394-0.0036666i,-0.00098148-0.0023951i,-0.0020608-0.0016225i,-0.0032353-0.00064318i,-0.0013756+0.0011995i,0.0016743+0.0015918i,0.0022088-0.00052954i,0.0011795-0.0023764i,-0.00015393-0.0023756i,-0.00053651-0.0015717i,-0.00093127-0.00065547i,-0.0014843+0.00022302i,-0.00064902+0.00069083i,5.0851e-05+0.00098921i,-0.00054032+0.0013347i,-0.0010021+0.0016342i,-0.00050612+0.001957i,0.00016064+0.0015915i
0.0024759+0.0010618i,0.000794+0.0014388i,-0.00025808+0.0016317i,-0.00056401-0.00035617i,-0.0012095-0.0025656i,-0.0016014-0.0019917i,-0.0015416+9.4172e-05i,-0.00070832+0.00042577i,0.00016036-0.001053i,-0.00092995-0.0022033i,-0.0021063-0.00089539i,-0.00094312+0.0011876i,-3.01e-05+0.0010405i,1.9956e-05-0.00081552i,-0.00018001-0.0022234i,-0.00016838-0.0016743i,-0.00045405-0.0012003i,-0.0013035-0.001793i,-0.0013417-0.00244i,-0.00042679-0.0026556i,0.00078478-0.0024921i,0.00084482-0.0010037i,0.00024031-7.0522e-05i
0.00082204+0.0014828i,0.0015914+0.0020831i,-0.00070899+0.0011638i,-0.0015271+0.00044901i,-0.00079674-0.0011253i,-0.00013314-0.0025604i,-0.0007255-0.0013403i,-0.001387+0.001045i,-0.0011066+0.0023568i,-1.3831e-05+0.0010436i,0.00028193-0.00069556i,-0.00054092-7.2594e-05i,0.00094904+0.0012041i,0.0034708+0.00090018i,0.0050653-0.00046969i,0.0042127-0.0015762i,0.00098839-0.0017891i,0.00031482-0.0014006i,0.0014309-0.0010225i,0.0014482-0.0008968i,0.00067064-0.00046632i,-0.00021467-5.0879e-05i,-0.00056425-9.8139e-05i
-0.0070951-0.00038751i,-0.0060472+0.0011805i,-0.0039876+0.0014465i,-0.0012645+0.00056012i,1.4776e-05-0.00022828i,-0.00022236-0.001111i,-0.00067911-0.0015209i,-0.00061991-0.0010339i,-0.0016144+0.00025492i,-0.0015352+0.0024386i,0.00096619+0.0033195i,0.0023969+0.0022838i,0.0027565+0.0017233i,0.0036097+0.0028214i,0.0038034+0.0037797i,0.0028607+0.0031395i,0.0010476+0.0010269i,0.00041561+0.00067162i,0.00063753+0.0017631i,0.00127+0.0012549i,0.0016642+1.1572e-05i,0.001272-5.9945e-05i,0.00044319+0.00042056i
-0.0016644-0.00032124i,-2.4898e-05+0.0013197i,0.0016799+0.0011208i,0.0011811-0.0022643i,-0.0014719-0.003909i,-0.0021695-0.0031681i,-0.0012221-0.0035376i,0.0001092-0.0032756i,0.00046419-0.0019832i,-0.00084964-0.00032985i,-0.0020185+0.0016391i,-0.0012031+0.0023178i,-0.001644+0.0016756i,-0.0037902+0.0020562i,-0.0040663+0.0029418i,-0.002386+0.0029445i,-0.0019195+0.0024135i,-0.0012607+0.0015655i,-5.1796e-06+0.0012293i,0.00066055+0.00043053i,0.0010085-0.0009059i,0.00062464-0.0013962i,0.00070716-0.0013542i
0.0038948-0.0012289i,0.0034488-0.00091463i,0.0016533-0.0026518i,-0.00011159-0.0039057i,-0.00027723-0.0044081i,-0.00091936-0.0044186i,-0.0024605-0.0033212i,-0.002553-0.0020593i,-0.0012931-0.0011815i,0.00055705-0.00074179i,0.0002486+0.00019802i,-0.0017575+0.0005905i,-0.0025449-0.00021086i,-0.00342-0.0025654i,-0.0037305-0.003662i,-0.0026273-0.0028749i,-0.0011205-0.0024299i,-0.00080042-0.0020758i,-0.001554-0.00033401i,-0.0018619+0.0011241i,-0.001635+1.3657e-07i,-0.0015018-0.00067959i,-0.00055319-0.00033483i
-0.00029561-0.0017394i,-0.0019045-0.0019416i,-0.0034785-0.00024777i,-0.0016684-0.00052355i,0.00078135-0.001927i,0.0006839-0.0014657i,0.00025919-0.00043847i,0.00029408-0.0010202i,-0.00051085-0.0011974i,-0.00082708+0.0010439i,0.00064379+0.0019069i,0.0014001-9.8656e-05i,0.0011344-0.0027159i,0.001674-0.0040019i,0.0015426-0.003589i,0.00056581-0.001938i,0.00089711-0.0013319i,0.0013185-0.0018448i,-0.00039469-0.0011251i,-0.0014246-0.0003939i,-0.00094078+0.00088763i,-0.00017194+0.0019226i,0.00024154+0.0018137i
0.00048909+0.004423i,0.0034761+0.002886i,0.004097+0.00069315i,0.0028653-0.0004612i,0.00053738-0.00091348i,-0.0011258-0.0013661i,-0.0016516+0.00019791i,-0.00091463+0.0025513i,-2.9132e-06+0.0026902i,-0.00063833+0.00163i,-0.0018506+0.00046507i,-0.0014696+0.0002345i,-0.00037667+3.3758e-05i,0.00097161-0.00063401i,0.0028581-0.00077539i,0.0026749-0.00076351i,0.0014941-0.00033417i,0.00083996-0.00092662i,0.00083785-0.0032816i,0.0012526-0.0035709i,0.0014009-0.003005i,0.0020567-0.002203i,0.0015747-0.00075647i
-0.0086175+0.0011128i,-0.0055994+0.0032329i,-0.0018386+0.0047383i,-0.00010812+0.0015889i,-0.0009838-0.00056353i,-0.0030269+0.00044455i,-0.0048712+0.00065547i,-0.0042405+0.00062657i,-0.0023804+0.00079738i,-0.00029992-0.00045024i,0.0010936-0.0018813i,0.0012006-0.0013531i,0.0020575+0.0011165i,0.0036683+0.002032i,0.0040334+0.00079569i,0.0031333-0.0001463i,0.0012266+0.00046049i,0.00029212+0.00067668i,0.0010658+0.00015444i,0.00070226-0.00016528i,-0.00064852-0.00033452i,-0.00071013-0.00096455i,0.00024926-0.0012055i
-0.0047691+0.0042816i,-0.0018432+0.002771i,0.00018493+0.0055193i,0.0044198+0.0020333i,0.0084861-0.002733i,0.0078293-0.0063263i,0.0045851-0.0065027i,0.0025594-0.0038634i,0.0019242-0.0014202i,0.0026185+0.0014459i,0.0043241+0.0028523i,0.0039987+0.0015851i,0.0025491+0.00043087i,0.0020209+0.001674i,0.0021344+0.0041093i,0.0013783+0.0043578i,4.5708e-05+0.0023147i,4.5256e-05+0.0020156i,0.0019404+0.0034581i,0.0026194+0.0036992i,0.00087141+0.0027309i,0.00065115+0.0012319i,0.0018666+0.0010051i
0.03021-0.016639i,0.020185-0.01448i,0.006272-0.025348i,-0.011745-0.024802i,-0.022046-0.014964i,-0.019943-0.0026082i,-0.0096565+0.0017706i,-0.0022266-0.00066683i,-0.00058315-0.0039481i,-0.0056468-0.0054358i,-0.010778-0.0014452i,-0.010543+0.0046408i,-0.0091915+0.0067403i,-0.0092415+0.0038591i,-0.0093271+0.0014757i,-0.0069758+0.0017835i,-0.0024562+0.0021557i,-0.00072555+0.0021995i,-0.00039336+0.0024818i,0.00055524+0.0014924i,0.00041921-9.0307e-05i,-0.0013827+0.00028665i,-0.0017371+0.0011942i
0.0070743+0.0036735i,0.0045908+0.0017714i,0.0036998-0.0056834i,0.0015153-0.0082461i,-0.0020164-0.0072965i,-0.0034908-0.0066292i,-0.0021959-0.0056219i,-0.0022696-0.003319i,-0.0020984-0.0015705i,-0.001237-0.0028946i,-0.0013324-0.0039096i,-0.0021668-0.0024164i,-0.0028031-0.0015814i,-0.0037415-0.0038071i,-0.0041552-0.0061362i,-0.0039019-0.0054306i,-0.003201-0.0037144i,-0.0027731-0.0030947i,-0.0032074-0.002113i,-0.0030349-0.0010737i,-0.0022324-0.00080688i,-0.0015221-0.000369i,-0.0015728+0.00028393i
0.0018027+0.00050427i,0.0046929+0.0015447i,0.004845-0.001917i,0.00092271-0.0042638i,-0.0021283-0.0043089i,-0.004018-0.0022077i,-0.0017511+0.00035137i,0.0020142+0.00098712i,0.0026069-0.00015286i,0.0014545+0.00037589i,0.0017466+0.0020319i,0.0023517+0.0014564i,0.0026892-4.8783e-05i,0.0038608-0.0024211i,0.0036338-0.0039801i,0.0017122-0.0032397i,0.00080516-0.002237i,0.00091518-0.0019131i,0.00038315-0.0025585i,-0.00053295-0.0014728i,-0.00035619+0.00094137i,-0.00035173+0.0017008i,0.00012585+0.00071407i
0.001979-0.0053756i,-0.00023574-0.003747i,-0.0018935-0.003387i,-0.0020953-0.0023057i,-0.0017651-0.0008228i,-0.0009489-0.00018096i,0.0011339+2.1017e-05i,0.0026826+0.00089568i,0.0017092+0.0016657i,-0.0021284+0.0017875i,-0.005338+0.0016627i,-0.0048902+0.0022656i,-0.0013598+0.0030687i,0.0017706+0.0036234i,0.0031839+0.0029379i,0.0033739+0.0013876i,0.0028681+0.00025013i,0.0027752-0.00055272i,0.0024956-0.00065955i,0.0017042-0.00073785i,0.0019377-0.00043436i,0.0023937-0.00094746i,0.0021525-0.001317i
0.0011259+0.0022725i,0.00010857+0.0012115i,0.00032722-8.8063e-05i,0.0014068-0.0014369i,0.0023273-0.0045487i,0.002376-0.007292i,0.00037306-0.0074038i,-0.0019925-0.0064329i,-0.0030753-0.0051584i,-0.0026378-0.004508i,-0.0014449-0.003807i,-0.0008273-0.001847i,-0.00045862+0.0004767i,0.0011964+0.0016498i,0.002278+0.0015043i,0.0020194+0.0010072i,0.0014203+0.00069211i,0.00093667+0.00053909i,0.0015122+0.00040753i,0.0012944-0.00020725i,0.00067358-0.00094279i,0.00038128-0.0011501i,0.00039029-0.00040634i
0.0015683-0.00092472i,0.0021456-0.0016004i,0.001771-0.0034362i,0.00013768-0.0048041i,-0.0015083-0.0037069i,-0.0030797-0.0018971i,-0.0031052-0.0014004i,-0.0023297-0.0012423i,-0.0011578-0.0017782i,0.00014999-0.00090597i,0.0018843+0.0014812i,0.0020498+0.0029354i,0.00020151+0.0022763i,-0.00077991+0.0022142i,-0.00039461+0.0036466i,0.00066724+0.0038558i,0.0015343+0.0023916i,0.0013589+0.0011629i,0.00028417+0.0015243i,-0.00030514+0.0016395i,-0.00046318+0.0016753i,5.7583e-05+0.0022343i,0.00047255+0.0021377i
0.0039744+0.00054245i,0.0036383+0.00075963i,0.0040361-0.0010858i,0.0038229-0.0030653i,0.0028715-0.0026642i,0.00013795-0.0014172i,-0.0020053+0.00061062i,-0.0023739+0.0036269i,-0.0014559+0.0041669i,-0.0023276+0.0017234i,-0.0043368-6.028e-06i,-0.0050919-0.00012484i,-0.0054559+0.00015857i,-0.0062563-8.0831e-05i,-0.0055822+0.00038071i,-0.0033936+0.00073611i,-0.0011791+0.00062754i,-0.00079129+0.00068133i,-0.00088619+0.00033216i,-0.00020567+0.0010326i,-0.00010457+0.0013519i,0.00040904+0.00071281i,0.0013615+0.00034281i
-0.00018084+0.0029485i,0.0014534+0.0033778i,0.0027332+0.0016855i,0.002348-0.0017573i,0.001083-0.0054905i,8.715e-05-0.0063916i,-0.00030012-0.005049i,-0.00033102-0.0032493i,-0.00053345-0.0021612i,5.0835e-05-0.0019192i,0.00057618-0.0028251i,0.00021799-0.0032539i,-0.0002513-0.003537i,-0.00072355-0.004929i,-0.0025894-0.0056039i,-0.0040941-0.0047194i,-0.0033521-0.0026871i,-0.0016947-0.0011825i,-0.00081858+8.698e-06i,-0.0013872+0.00014704i,-0.0017688-0.0008922i,-0.0020372-0.0016246i,-0.0026921-0.00056347i
-0.0030281-0.002894i,-0.0036166-0.00093993i,-0.0027064-1.0385e-06i,-0.0024245-0.00057368i,-0.0037378-0.00079542i,-0.0042317-0.00039118i,-0.0011152-0.00021965i,0.003141-0.0011472i,0.0046793-0.0019468i,0.003461-0.00056478i,0.0025462+0.0015608i,0.0024501+0.0024664i,0.0035474+0.0017242i,0.0053862+0.00016596i,0.0055663-0.0015886i,0.0029005-0.0024279i,0.00079362-0.0026304i,0.00012383-0.0020892i,-0.00093305-0.0006408i,-0.0014305-6.6327e-06i,-0.0020078-0.00013595i,-0.002247-5.4988e-06i,-0.0016525-0.00017171i
0.0037681-0.00058131i,0.004201+0.00048966i,0.0026729-0.0012996i,0.0011244-0.0031398i,0.00041417-0.0035518i,0.0009181-0.0034468i,0.00031585-0.0032287i,-0.00015791-0.002398i,-0.00045477-0.0010279i,-0.0030131-0.00034986i,-0.0051812+0.00034862i,-0.0040558+0.0017173i,-0.001538+0.0026104i,0.00066212+0.0036432i,0.0022154+0.0029337i,0.0029939+0.001559i,0.002807+0.00090358i,0.0018267+0.00042003i,0.0008833+6.1765e-05i,0.0007716-0.00061905i,0.0016299-0.00082325i,0.0018945-0.0007087i,0.0011914-0.0011136i
0.0026555-0.0033367i,0.002824-0.0047815i,0.00077294-0.0066692i,-0.0018218-0.0057846i,-0.0033598-0.0044214i,-0.0033871-0.0034731i,-0.0042738-0.0025318i,-0.0065655-0.0041204i,-0.0063285-0.0055748i,-0.0030069-0.0043376i,-0.00047475-0.0033305i,-0.00059993-0.0020489i,-0.00058184-0.00032893i,-0.00087582+0.0014201i,-0.0011918+0.0027043i,0.00043706+0.002109i,0.00138+0.0011874i,0.0011554+0.00076708i,0.001076+0.00081121i,0.00066075+0.0010591i,0.00035361+0.00061355i,0.00034909-0.00021404i,0.00021034-0.00020243i
-0.0022282+0.001462i,-0.0018592+0.002916i,-0.00045295+0.0009676i,0.00029855-0.0015633i,6.8591e-05-0.0013485i,-0.0013686+0.00088289i,-0.0018103+0.0033253i,-0.00089694+0.0037261i,0.0002792+0.0013868i,0.0011406+0.0004066i,0.00096993+0.0023299i,0.00098701+0.0033804i,0.00098206+0.0028788i,-0.00036893+0.002255i,-0.0012245+0.0028489i,-0.0002181+0.0027466i,0.0012639+0.00053777i,0.00090101-0.00083887i,-0.0005784-0.00059262i,-0.0011346+6.5545e-05i,-0.00098175+0.00046727i,-0.00036017+0.0014664i,0.0010105+0.0018869i
