0.0033669+0.0015915i,0.0041021-0.00051978i,0.0012885-0.0049363i,-0.0014902-0.0044498i,-0.0034165-0.0012472i,-0.0034624+0.00053933i,-0.00075834+0.00083509i,0.0010548+0.00010311i,0.0014366+7.6062e-05i,0.00081089-0.0002895i,-0.00028428-0.00090688i,-0.0010308-0.00053243i,-0.0011249+0.00059115i,-0.00092425+0.0013264i,-0.0018042+0.0010825i,-0.0020323+0.00053041i,-0.00060704-9.7418e-05i,0.00091251-7.1314e-05i,0.00060975+0.00073729i,-0.00044479+0.00044916i,-0.00045021-0.00011087i,-4.061e-05-0.00046181i,-2.956e-05-0.00079211i
0.0016007+0.00095644i,0.00092061+0.00047393i,0.0005832+0.0004996i,0.00040077+0.00041322i,0.00030113+0.00063029i,5.48e-05-6.4197e-05i,-8.9298e-05-0.00074734i,0.00016065-0.00018253i,0.00049277+0.00017864i,0.00044929-0.00038322i,0.0004316-0.00088476i,-0.00024238-5.5018e-05i,-0.00043674-0.00016609i,0.00038776-0.0010336i,-7.3588e-05-0.00086534i,-0.0004628-0.00030382i,-0.00030159-4.3683e-05i,3.9379e-05-0.00027723i,0.00022771-0.00049227i,-0.00010324-0.00021607i,0.00015143+3.8094e-05i,-0.00026909+0.00034794i,-0.00059999+0.00031022i
-0.0031316-0.0015324i,-0.0018645-0.0032567i,-0.00097268-0.0029693i,-0.00041336-0.001496i,3.5392e-05-0.0003714i,0.00074457+0.0001581i,0.00037103-0.00037897i,0.00025937-0.00033624i,0.00031997+0.00012042i,0.00023186+0.00028357i,0.00072345+0.00099714i,0.0012249+0.00070178i,0.0011153+0.00044973i,0.00081037+0.00042965i,0.0010188+0.00060013i,0.00095432+0.00093883i,0.0007997+0.00085492i,0.0010982+0.0014082i,0.0010725+0.0011716i,0.00054033+0.00057191i,-9.9066e-05+0.00077281i,-0.00047772+0.00092598i,-0.00045053+0.00022952i
-0.00017655-0.002338i,-0.001794-0.0027912i,-0.003127-0.0018538i,-0.0027519-0.001098i,-0.00070627-0.00033314i,0.00082465+0.00038376i,0.0010905-0.00032759i,0.00093495-0.00061088i,0.00070963+0.00011089i,0.00028129+0.00052391i,5.6174e-05-7.5203e-05i,-7.8229e-05+0.00035966i,-0.00042035+0.00078019i,-0.00025941+0.0001812i,0.00034415-0.0001099i,0.00038629-0.00021863i,0.00028944-0.00021736i,0.00019262+0.00032538i,-0.00052814+0.00061699i,-0.0008375+0.00032399i,-0.00021687-0.00018774i,0.00021774-0.00021174i,1.0732e-05+0.00026296i
-0.0002468+0.0029112i,0.00058067+0.0018793i,0.00049021+0.0013581i,0.00092375+0.0005123i,0.0007798-0.00042316i,-9.8058e-05-0.00039205i,-0.00031387+0.00066564i,-0.00011746+0.00096002i,0.00041528+0.0010894i,7.6053e-06+0.0013595i,-6.2549e-05+0.001037i,5.8185e-05+0.00045213i,0.0001097-2.2788e-05i,-0.00027782-0.00022033i,-0.00040147-0.00064134i,-2.8917e-05-0.00067957i,0.00013291-0.00041335i,0.00030409-4.5898e-05i,-7.1934e-05-0.00020941i,7.8497e-07-0.00042043i,-0.00012191+4.8499e-05i,-0.00097575-0.00055866i,-0.00063611-0.00092329i
-0.002302-0.00013936i,-0.0023509-0.0017498i,-0.00084702-0.001827i,0.00049341-0.00074744i,0.00040322-0.00050208i,0.00019154-0.0013386i,-0.00067468-0.0015634i,-0.00041846-0.00032207i,0.00071238+0.00037033i,0.00074583+6.2924e-06i,0.00018762+0.00017276i,0.00018636+0.00011506i,0.00039809-0.00016513i,0.00039768-0.00048266i,7.2887e-05-0.0010049i,-2.0761e-05-0.001098i,-5.707e-05-8.381e-05i,-0.00024813+0.00035539i,-0.00022899-0.00077303i,-0.00014096-0.000983i,-0.00015335+0.00056176i,4.8394e-05+0.0012011i,0.00040678+0.00036579i
5.1591e-05-0.0018348i,-0.00040126-0.00069072i,-0.00091143+0.00029293i,-0.0007476+0.00012539i,0.00017662-0.0010665i,0.00050668-0.0019311i,-0.00021875-0.00098751i,-0.00092516-0.00044738i,-0.00041996-0.00033481i,9.2919e-05+0.00035198i,0.00056143+0.00047238i,0.00076561+5.8923e-05i,0.00087643-7.4174e-06i,0.0010986+0.00029004i,0.0010766+0.000123i,0.00049035+0.00021204i,-0.00032148-7.8158e-05i,-0.00062082-0.00042901i,-0.00039272-0.00068036i,0.00041359-0.00092627i,0.00034227-0.00037043i,0.00020045+0.00042332i,0.00051794+0.00086943i
0.00344+0.00031232i,0.0036843+0.00016748i,0.0030034-0.00026562i,0.0013804-0.00020722i,0.00034386+0.00023741i,0.00068496-0.00026235i,0.00089288-0.00051399i,-8.2748e-05+3.3295e-05i,-0.00023867+0.00059774i,-0.00017052+6.3455e-05i,-7.4371e-06-0.00082367i,0.00059129-0.00021091i,7.7716e-05+0.00076664i,-0.00075982+0.0008731i,-0.00017418+0.00043781i,0.00073884+0.00020543i,0.00031994+0.0002216i,5.9428e-05+0.00014985i,0.00028585-0.00066666i,0.00020402-0.00046555i,0.00016068+8.588e-05i,0.00035029-0.00010092i,0.00066195-0.00050098i
-0.0032864+0.0016383i,-0.0037127-5.2856e-05i,-0.0019258-0.00088757i,-0.00059779-0.00065509i,-0.00041713+4.8273e-05i,-0.00050467+9.0886e-06i,-0.00070788-0.00016211i,-0.00027577+0.00036216i,2.2945e-05+0.00098729i,0.00031539+0.0011097i,-6.5399e-05-0.00011541i,-0.00063996-0.0010172i,-0.00049008-0.0001836i,-0.00056555+0.00074851i,-0.00069479+0.00048582i,-0.00060239+0.0006113i,-0.00026088+0.0010879i,-9.5839e-05+0.00040924i,-0.0001324-0.00061121i,0.00012093-0.00040241i,-0.00014373+0.0003097i,-4.2979e-05+0.00010289i,0.00061752-0.00057549i
-0.0014972-0.0041602i,-0.0026857-0.0041529i,-0.0025262-0.0018428i,-0.00051775-0.00017998i,0.00046298-0.0010572i,0.00042315-0.0016353i,0.00054059-0.0010898i,0.000222-0.00055339i,0.00018494+0.00012124i,0.00043162-1.7973e-05i,0.00044569-0.00021942i,0.00025543-0.00070046i,0.00026083-0.00067815i,0.00029274+0.00018657i,4.4319e-05+0.00012778i,-0.0002998-0.00024943i,-0.00079584-0.00013037i,-0.00041088-0.00027136i,0.00061282-0.000164i,0.00042975-0.00010475i,-0.00014535-0.00053856i,-8.9143e-05-0.00044521i,-0.00045023-0.0009222i
0.0014818-9.7232e-05i,0.00062321-0.00018255i,-0.00060554-0.00037715i,-0.00051424-0.00068668i,0.00049616-0.00064823i,0.00098135-0.0008239i,0.00069719-0.001479i,-0.00019703-0.0011171i,-0.0010601-0.00022796i,-0.00067516-0.00028056i,-0.00057455-0.00035011i,-0.00065461-8.1126e-05i,-0.00042811-0.00041226i,-0.00026595-0.00073489i,-0.00025469-0.00024804i,-0.0004754+0.00013943i,-9.0359e-05-1.5071e-05i,-1.6203e-05-1.0431e-05i,-0.00034804-0.00034727i,-0.00015228-9.3537e-05i,1.0492e-05+0.00024782i,0.00057292-2.6932e-05i,0.00078048-0.00010048i
0.0022544+0.00068809i,0.0024938-3.3742e-05i,0.0015596-0.00084286i,5.2935e-05-0.0013196i,6.2479e-06-0.00096445i,-0.00025451-0.0010244i,-0.00072715-0.00098502i,-0.0002925-0.00071895i,-7.8999e-06-0.0004042i,-6.1139e-05-0.00032032i,-0.00012695-0.0003829i,-0.00014269-0.0002403i,8.048e-05-0.00038163i,-0.000621-0.00013875i,-0.0013648+0.00020813i,-0.00078874-9.5364e-05i,-0.00041879-0.00032966i,-0.00038978+0.00026666i,-5.0784e-05+0.0010969i,0.00085771+0.00078493i,0.0010494-0.000398i,0.00053791-0.00041575i,-0.00069986-0.00056533i
0.00025921-0.0021374i,-0.00021811-0.00076934i,-0.00092475-0.00085479i,-0.0011885-0.00083694i,-0.00067862-0.0008511i,0.00014945-0.00041634i,0.00019046-0.00029359i,-0.00050037-0.0001655i,-0.0010011+0.00090394i,-0.00044326+0.0014291i,-0.00056402+0.0014159i,-0.00052634+0.0014014i,0.00050289+0.0011658i,0.00072686+0.00097723i,0.0002251+0.00059145i,-0.00027395+2.1692e-05i,1.6852e-05+0.0001472i,0.00076036+0.00072796i,0.0004202+0.00033628i,-0.00024578-0.00038266i,-0.00027685-0.00015326i,-0.0010265+0.0003581i,-0.00096158+1.7955e-05i
-0.00031751-0.00077509i,-0.00064655-0.00082804i,-0.00081164-7.0288e-05i,-0.00063502-0.0012956i,-2.0257e-06-0.0020412i,0.00094106-0.0018242i,0.0011325-0.002405i,0.00044824-0.0025597i,-2.1683e-05-0.00090294i,-0.00011574-8.4666e-05i,-5.0032e-05-0.00092389i,-0.00016625-0.0014315i,0.00019729-0.00091481i,0.00015112-0.00010111i,-0.00016899+8.7968e-05i,-8.4614e-05-2.1001e-05i,0.00040224+0.00022575i,0.00013851+0.00048817i,0.00036379+0.00022719i,2.6077e-05+0.00014244i,-0.00071675+0.00014241i,-0.00056452+1.9589e-05i,-0.00043383+0.00015298i
-0.0009126-0.00047015i,-0.0012848-0.0017857i,-0.0017086-0.0029246i,-0.0013715-0.0021995i,-0.001111-0.0011677i,-0.00010543-0.00071658i,0.0006223-0.00042677i,0.0004184+9.0703e-05i,-0.00011805+8.2289e-06i,-0.00030647-0.00019955i,-0.00015059-9.2821e-05i,-0.00034052-4.4978e-05i,5.9205e-05+0.00018592i,0.00058647+0.00043471i,0.000309+0.00062368i,0.00013238+0.0006128i,0.00011407+0.00017084i,0.00021156-0.00071786i,0.0004773-0.00094133i,0.000559-9.2093e-05i,0.00058738+0.00037725i,5.3088e-06+0.00045739i,-0.00050276+2.6002e-05i
-0.0012019-0.00044319i,-0.00052467-0.00097895i,0.00028049-0.0013147i,0.00081216-0.00092765i,0.001211-0.00076322i,0.00061133-0.00048632i,0.0005278-0.00037548i,0.0011998-0.00045235i,0.001456-0.00011873i,0.001153-0.00023139i,0.0002902-0.00075163i,7.7036e-05-0.0010364i,-0.00013936-0.00061559i,-0.0006093-9.7398e-05i,-0.00039534-0.00041125i,-0.00040017-0.00034524i,9.0944e-05+0.00013174i,0.00047913+0.00052408i,0.00058474+0.00048515i,0.00079875+6.0277e-05i,0.00069135-0.00014462i,0.0007825-0.00023482i,0.00037221-0.00050269i
0.00047584-0.00018509i,0.00021647-0.00040696i,2.5441e-05-0.00061508i,-0.00049424-8.1987e-05i,-0.00022388-8.9145e-05i,-0.00021081-0.0011081i,-0.00012341-0.0015717i,0.00021091-0.0010324i,0.00034979-0.00047856i,0.00023851-0.00015772i,0.00012823-0.00054008i,-0.0002935-0.00042732i,-0.00022308-1.1043e-05i,0.00041893+8.6618e-06i,0.0003409-0.00012948i,-0.00025909-0.00015096i,-0.00011081+0.00029615i,0.00018488+0.00049999i,0.00031903+1.0776e-05i,0.00073335-0.00046019i,0.00029381-0.00092896i,-6.6871e-05-0.00066273i,-0.0002664-0.00018776i
-0.00012075+0.00062198i,0.0014696-0.00057857i,0.0032012+0.00027099i,0.0029455+0.0017788i,0.0017249+0.0012628i,0.00081143+0.00064292i,-0.00013009+0.00045891i,-0.0007946+0.00014211i,-0.00071867+0.00015011i,-0.00023503+0.0005673i,-0.00022942-0.00010835i,-0.000565-0.00018485i,-0.00092013+0.00090592i,-0.00086429+0.00065991i,-4.5747e-05+4.5935e-05i,0.0003605+0.00048759i,0.00068491+0.00076497i,0.00097318+0.00039723i,0.00078112-9.5934e-05i,0.00014616+0.00016403i,-0.0003127-0.00043717i,0.00034378-0.00055158i,0.0013368-8.593e-05i
0.00036983-0.0016827i,-0.00046025-0.0019075i,-0.0010236-0.00094014i,-0.00029306-0.00044142i,0.00014677-0.0016278i,-0.00037765-0.0030015i,-0.0002051-0.0026234i,0.00020405-0.0012074i,0.0006456+0.00027643i,0.0006735+0.00098541i,-0.00021705+0.00072815i,-0.0011678+6.3904e-06i,-0.00045509+0.00011193i,0.00020317+0.001201i,-0.00043554+0.001795i,-0.00047881+0.0010367i,0.00057635-0.00039877i,0.00098786-0.00060316i,0.00082784-0.00035383i,0.000726+7.7147e-05i,0.00055506+0.00041284i,0.00028604+0.00016117i,3.4135e-05-0.00057487i
0.001683+0.0023861i,0.0013496+0.0019536i,0.0018473+0.0017022i,0.0023625+0.0011458i,0.0016142+0.00048596i,0.00010949-0.00016683i,-0.00029384-0.00024928i,-0.00032518+1.178e-05i,-0.00023276-2.043e-05i,0.00037558+0.00029197i,0.0003903-0.00048493i,-0.00064147-0.00086822i,-0.0011254-6.0445e-05i,-0.00082821-0.0006196i,-0.00033452-0.0011042i,2.1682e-05+0.00019149i,8.8444e-05+0.0012893i,-0.00016405+0.00059876i,-0.00022133-0.00032286i,-2.3948e-05+5.5008e-05i,0.00065584+0.00039383i,2.5306e-05+0.00021473i,-0.001032-5.1617e-05i
-0.0052503+0.0080364i,-0.0044749+0.011843i,0.0011332+0.013382i,0.0040982+0.0080457i,0.0046983+0.0013509i,0.0026376-0.0035519i,-0.00095911-0.0027883i,-0.0018896+0.00079739i,-0.000709+0.0024102i,0.0016668+0.0007004i,0.0026103-0.0014905i,0.00082579-0.0021866i,-0.0013181-0.0028854i,-0.0011551-0.0043352i,-0.00025927-0.0051973i,0.00017726-0.0032572i,0.00054273-0.00074644i,-8.1275e-05-9.1294e-05i,-0.0012785-0.0004524i,-0.0011947-0.00056553i,-1.2934e-05+0.00024318i,0.0009997+0.00061598i,0.0010036-0.0001093i
-5.9735e-05-0.0048377i,-0.0013264-0.0067434i,-0.0033088-0.0059145i,-0.0034162-0.0014463i,-0.0037894+0.00055444i,-0.0027391+0.00045004i,-0.0013481+0.00030497i,-0.00010235-0.00049876i,0.00035978-0.0008451i,-0.001246-0.00057331i,-0.0026904-0.0011425i,-0.0019819-0.0010922i,-0.00043322+0.00027121i,0.00059413+0.00088909i,0.00019911+0.0011889i,-0.0010058+0.00095099i,-0.0012063+7.0027e-05i,-0.00014972+3.4365e-05i,0.00022723+0.0001469i,-9.6163e-05-0.00044664i,-0.00054433-0.00091855i,-0.0010583-0.00036407i,-0.0010812+0.00045907i
0.0018493-0.0024317i,0.00071126-0.003439i,-0.00061492-0.0038637i,-0.0017421-0.0027701i,-0.0017467-0.0014692i,0.001193-0.00075193i,0.0029494-0.0003023i,0.0022247+0.00038576i,0.0017498-8.3953e-05i,0.00065742-0.0008655i,-0.00078355-0.00091109i,-0.00037094-0.00019715i,1.9251e-05+6.2457e-05i,-0.00037327+0.00050648i,-0.00062549+0.0010143i,-0.0012392+0.00076118i,-0.0017507+0.00028i,-0.00099362+0.00035143i,0.00027212+0.0006784i,0.00057349+0.00023066i,0.00047832+0.0002296i,0.00049358+0.00029338i,0.00022711+0.00047596i
-0.00086004-0.0013468i,-0.0012671-0.0029044i,-0.00047224-0.0031944i,-0.00069508-0.0027278i,-0.0018384-0.0020249i,-0.0018008-0.001803i,-0.00072296-0.0017181i,-0.00019638-0.0011608i,0.00037385-2.356e-05i,0.00031747+0.00094321i,-0.00036909+0.00050211i,-0.00034602-0.0004151i,0.00054334-0.00069931i,0.00098287-0.0010271i,0.0006026-0.00042861i,0.00029358+0.00018091i,0.00047355-0.00039851i,0.00025015-0.00026492i,-0.00024703+0.00016085i,-0.0005634+0.00043139i,-0.00046299+0.00034209i,0.0001405+2.6412e-05i,0.00046241+0.00015206i
-0.00056833-0.0043192i,-0.00043516-0.0048313i,-0.0011692-0.0028676i,-0.0020016-0.00089703i,-0.0018211+0.00034616i,-0.0011008+0.00037012i,-0.00051199-0.00033139i,-0.00044509-0.00041631i,-0.00019717-0.00015463i,0.00055548+0.00030271i,0.00052239+0.00049684i,7.779e-05+0.00055583i,-0.00024098-6.2932e-05i,-0.00011849-0.00036174i,-0.00019333+0.00085683i,-0.00037738+0.0011008i,3.4275e-05+0.00020387i,2.4013e-05-0.00015394i,0.00081067+0.00052673i,0.0012049+0.0011831i,0.00031002+0.0011022i,0.0007721+0.00025371i,0.0017331-5.0238e-05i
0.00019966-0.00042877i,-0.0015643-0.00095802i,-0.0020765-0.0022181i,-0.0012209-0.0018011i,-0.00044412-0.00051735i,0.00021255-0.00081205i,0.00079786-0.0016993i,0.0015215-0.0014072i,0.0019582-0.00059383i,0.0012111-0.00049834i,0.00011999+0.00027925i,-0.00025502+0.00080433i,-0.00013669+0.00048996i,-0.00017513+7.1475e-05i,9.0559e-06+0.00053372i,-0.00055257+0.0015796i,-0.0006008+0.00081538i,0.00011645+0.00022094i,0.00024363-1.5836e-05i,0.00040484-0.00028972i,0.00017155-0.00043162i,-0.0008149-5.4187e-05i,-0.0016458+0.00010767i
-0.00045785-0.00098431i,0.00026919+0.00020962i,-0.0003532+0.00070246i,-0.0015199-0.00023279i,-0.0020315-0.00048609i,-0.0018357-0.00074634i,-0.0005216-0.00092083i,-0.00019945-0.00016844i,-0.00026582-0.00073365i,-4.6003e-05-0.0010787i,-0.00057548-0.00019784i,-0.0010656+0.00033i,-0.001289+0.00040503i,-0.00086456+0.00043963i,0.00018863+0.00097805i,0.00019027+0.0018298i,0.00028815+0.0014196i,0.0002098+0.00070468i,0.00014711+0.00054982i,-7.6141e-05+0.00061547i,-0.00072499+0.00045178i,-0.00053777+0.00029934i,-0.0004944+3.9126e-06i
0.00063888-0.0018963i,-0.0011304-0.0021165i,-0.0013306-0.001427i,-0.00076734+0.00011444i,0.00010628+7.3962e-05i,0.0013098-0.00029182i,0.0012286-0.00034345i,3.8687e-05+0.0004091i,-0.00060292+0.00057697i,-0.0001948-0.00061655i,-2.7195e-05-0.0008859i,-0.00025388+9.9885e-05i,-8.1247e-05+0.00039136i,-0.0003346+0.00046084i,-0.00052586+0.0002567i,-2.034e-05-0.00026023i,-0.00041909+0.00066304i,-0.0009799+0.0012671i,-0.00056184+0.00057097i,-0.00029193+0.00033904i,-0.00073051+0.00024988i,-0.00056243+0.00023164i,-0.0001464-6.2546e-05i
0.0011958-0.00022193i,0.00057953-0.0011062i,-0.00011054-0.0015093i,0.00094828-0.00045208i,0.0012208+0.0009364i,0.00076985+0.00082413i,0.00084384-0.00029364i,0.00029433-0.00062616i,-0.00040362-0.00036632i,-0.00017534+0.00029664i,0.00029324+0.00056533i,-0.0005249+0.00093202i,-0.00093871+0.00075713i,-0.00017998+6.3261e-05i,0.00021473-0.00020207i,-0.00034427-0.00012418i,-0.00045281+0.00035111i,0.00023911+0.00085201i,1.9169e-05-9.4406e-06i,-0.00021705-0.00048846i,-0.00026414-0.00010497i,-0.00031871-0.00012585i,-0.00037633-0.00020069i
-0.0019396+0.00017812i,-0.002228+0.00013032i,-0.001217-0.00030967i,-0.00063258-0.00029841i,-0.00055157-0.00014167i,0.00034615-0.00044073i,0.00080315-0.0012296i,0.0003283-0.0014385i,0.00063353-0.00091618i,0.00098531-0.00020772i,-5.0535e-05-0.00011886i,-0.00070973-2.5158e-05i,-0.0007176+0.00073208i,-0.00025889+0.00037176i,-4.9108e-06-0.00021531i,0.00058625+0.00034993i,0.00079683+0.00056442i,0.0006184+9.648e-05i,0.00047139-0.0005816i,0.00041661-0.0010006i,0.00022488-0.00096846i,0.00049272-0.00039828i,0.0011528-0.00015283i
0.0018685-0.0030654i,0.0017632-0.0035661i,0.00013804-0.0028972i,-0.0017779-0.001625i,-0.0018676-0.0011559i,-0.0010409-0.00032345i,0.00019343-8.289e-05i,0.0006944-0.00011097i,0.00062688+0.00045719i,0.00043157-0.00016688i,6.6681e-06-0.00087667i,-0.00024173+6.8239e-05i,-0.00042782+0.00061421i,-0.00047022+1.1437e-05i,-0.00024713-3.6683e-06i,-0.00031632-0.00022705i,-0.00036221-0.00060819i,-0.00097531-0.00030383i,-0.00090615+0.0006254i,-0.00027633+0.00081878i,-0.00057303+0.00081055i,-0.00070312+0.00099316i,8.4992e-05+0.0004719i
-0.00066195+0.00055273i,-0.00060115-0.00096074i,-0.00075945-0.00068535i,-0.00024089+0.00081877i,0.0010967+0.00082231i,0.0013793-0.0010997i,0.00095995-0.0016572i,0.0004247-8.9726e-05i,0.00061332+0.00027093i,0.00047722+0.00017448i,3.6763e-05+0.00042084i,-0.00036339+7.9625e-05i,-0.00093663+0.00013957i,-0.00056967+0.000121i,0.00010073-0.00058686i,0.00013579-0.00048938i,-4.0097e-05-0.00059862i,0.00060877-0.00039771i,0.00052818+4.5716e-05i,-6.7259e-05+0.00046651i,-3.9616e-05+0.00057835i,0.00050229+3.2466e-05i,0.00063553+0.0003796i
-0.00069431-0.0043923i,-0.0011638-0.0044703i,-0.001718-0.0035939i,-0.0022068-0.0031299i,-0.002695-0.0023863i,-0.001507-0.0010226i,4.4417e-05-0.00048105i,-2.9145e-05-0.0013984i,-0.00018088-0.0016434i,0.00042529-0.00027863i,2.9441e-05+0.00042076i,-0.00076713+0.00068836i,-0.0004296+0.00043849i,-0.00033446-5.3036e-05i,-0.0007626-0.00015885i,-0.00047583-0.0002449i,0.00012019-0.00027402i,0.00027726+9.5743e-05i,0.00051342-0.00042746i,0.0008845-0.00083518i,0.00032189-0.00026174i,-0.00036023-0.00016591i,-8.1949e-05-0.00013981i
0.0015206-0.00087511i,0.001571+0.00012603i,0.00090652-0.00019212i,0.0013863-0.00034339i,0.0021612-0.00032352i,0.0021883-0.0012062i,0.00050213-0.001313i,-0.00013703-0.0013623i,0.00027154-0.0012173i,0.00024866-0.00071587i,0.00031464-0.00054189i,-0.00024256+2.597e-05i,-0.00040731+0.00071542i,-3.5585e-05+0.001163i,-0.00041542+0.00085006i,-0.00078462-0.0004053i,-0.0007186-0.00052765i,-0.00036224+6.1125e-06i,0.00039592+0.00077297i,0.00021535+0.00091352i,-9.6641e-05-0.00020745i,0.00013308-0.00096789i,-0.00017597-0.0002467i
-0.0019338+0.0024081i,-0.0027598+0.00090055i,-0.0018302-0.000216i,-0.0011921-0.00054952i,-0.0009917-0.00045825i,-0.00039352-0.00019167i,-0.00014404-0.00069674i,-0.00092107-0.00024185i,-0.0010544+0.00016646i,-0.00058575-0.00090847i,-0.00026677-0.00098165i,-0.0007997+0.00042993i,-0.00095544+0.00081451i,-0.00067631+0.0008196i,-0.00089903+0.00050774i,-0.00050675+0.00046965i,0.00018563+0.00049852i,1.6154e-05-0.00014295i,-3.9168e-05+4.8684e-05i,0.00056468+0.00060091i,0.0010959+0.00061743i,0.00095027+5.1844e-05i,-0.00020382+0.000499i
-0.0030947-0.0043985i,-0.0023827-0.0036428i,-0.0023219-0.0016825i,-0.0017428+0.00059525i,-0.00091511+0.00096219i,0.00059786+3.7576e-05i,0.00111-0.00081236i,6.7182e-05-0.0012057i,-0.00016195-0.0010353i,0.00041851-0.00054166i,-2.3926e-05+0.00012557i,-0.0004324+0.00032777i,0.00068848+0.00045547i,0.0015995+0.00053105i,0.0011611+0.00044457i,0.00012235+0.00046327i,-3.7435e-06+0.00097387i,0.00087705+0.00095626i,0.0009111-1.7444e-05i,0.0010427-0.00033064i,0.00088653-9.0299e-05i,2.8418e-06+0.00013248i,-0.00037586+0.00030831i
0.00091174-0.00045079i,9.8979e-05-0.00070198i,8.2096e-05-0.00082175i,-0.00098543-0.00097407i,-0.0011032-0.0015414i,0.00032694-0.0014032i,0.0015657-0.00012337i,0.0015301+0.0011694i,0.00088462+0.0011059i,0.00027239+0.001004i,7.3804e-05+0.00010698i,-0.00019769-0.0012788i,-0.00032278-0.00080395i,-0.00024701+0.00056386i,-0.00068185+0.00086335i,-0.0010986+0.00032324i,-0.0006162+6.6632e-05i,0.00036303-0.00026885i,0.0010077-0.00062848i,0.00085551-0.00012818i,9.052e-05+0.00022904i,-0.00068463+0.00033446i,-0.00081988+0.00010076i
-0.0014491+0.0014251i,-0.0017649+0.0016876i,-0.000842+0.0023512i,0.00040896+0.0018798i,0.0006522+0.0006129i,0.00065741-0.00032766i,0.00042476-0.00075819i,-0.00043412-0.0001177i,-8.1276e-05+0.00024521i,0.00048088+0.0002163i,0.00010729-0.00038025i,-0.0010371-0.00029156i,-0.0013055-0.00012787i,-0.00078817-0.00050212i,-0.00040559-0.0008105i,0.000169-0.0011175i,0.00049365-0.0011255i,0.00040406-0.00097711i,-0.00020141-0.00036159i,-0.00078271+3.4595e-05i,-0.0012252-5.0845e-05i,-0.0013159-0.00018909i,-0.0011465-0.00044505i
-0.0024238-1.7398e-06i,-0.0015904-0.0017284i,-0.0018983-0.002636i,-0.0022154-0.0014672i,-0.0012809-0.00041163i,-0.00011554-0.00063615i,-7.6685e-05-0.00029309i,-0.00088138-0.00018185i,-0.0006857-0.00018523i,-1.7028e-05+0.00028001i,-0.00037144+0.00028998i,-0.00091964-0.00031762i,-0.00042577-0.00061498i,-0.00016476+0.0001895i,-0.00027499+0.00050904i,-0.00023825+0.00055492i,-9.7237e-05+0.00052509i,0.00024673+1.6787e-05i,0.0003703-0.00049832i,0.00069984-0.00056883i,0.00046861-0.00030238i,0.00076843-0.00023335i,0.00078793+0.00033812i
-0.0019746-0.0024254i,-0.002962-0.0015085i,-0.0024379-0.00060971i,-0.0009092-0.00080255i,0.00011981-0.0011478i,0.0015353-0.0015845i,0.0018051-0.0012665i,0.00099102-0.00016858i,0.00040441-0.00020781i,0.000587-0.00054699i,0.00050951-0.00057429i,4.4678e-05-0.00052952i,-0.00010125-0.0007249i,0.00029298-0.0010322i,0.0004778-0.00034407i,0.00010594+0.0002339i,-0.00016191-0.00017517i,5.0732e-05-0.00075867i,0.00045386-0.00084624i,0.00046692-0.00024712i,-4.6211e-05+0.00014336i,-0.00017516-4.0213e-05i,0.0004964-0.00032427i
0.0016542-0.0019286i,0.00080839-0.0017085i,-0.0012809-0.0021288i,-0.0012334-0.0017747i,-0.00015249-0.0011492i,0.00014083-0.00045828i,-0.00012412-0.00039947i,-0.00057824-0.00061337i,-0.00062285-0.00059672i,-0.00053284-0.00010323i,-0.00056998-1.559e-05i,-0.00084033-0.00021747i,-0.00017869-0.00013067i,0.00082578-0.00035135i,0.0012667-0.0005058i,0.00062568+0.00027505i,5.5695e-05+0.00079364i,-3.7498e-05+0.00076675i,0.00055128+0.00034945i,-4.3002e-06+0.00024621i,-0.00032538+0.00061714i,-0.00046673+0.00094049i,-0.00065997+0.00092628i
-0.0023352+0.002428i,-0.001079+0.001529i,9.1312e-05+0.0014373i,-0.00034741+0.0001782i,0.00072448-0.00049797i,0.0014417-0.00027408i,0.0010066-0.00066389i,0.00052573+0.00017718i,0.00080927+0.00070052i,0.00036838+0.00029201i,-0.00073308+0.00016617i,-0.00099766+0.00015417i,-0.00050109-0.00035594i,0.00011174-0.00067121i,0.00017383-0.00042401i,0.00018394+0.00022622i,-0.00032407+0.00026982i,-0.00075003-0.00025591i,-8.4246e-05+0.00011104i,0.00068784-0.00018098i,0.00051515-0.00034831i,-0.00026483-0.00012251i,-0.00014365-0.0004594i
-0.0047176-0.00010784i,-0.0048453-0.0003341i,-0.0027738+0.00051298i,-0.00065925+0.0013691i,0.00016272+5.2913e-05i,0.00044375-0.0012267i,0.00021366-0.0011543i,-0.00018193-0.00014948i,-0.00053675+0.00035381i,-7.8429e-05+0.00068949i,0.00099598+0.00092699i,0.00093348+0.00039513i,0.00018937-0.0008067i,0.00042241-0.0014678i,0.00081896-0.00096491i,0.0010053-0.0005262i,0.00073565+0.00015823i,-0.00086445+0.00056014i,-0.001325-3.2716e-05i,-0.00036945+8.0878e-05i,-0.00059794+0.00048348i,-0.00086112-0.00016644i,-0.00017941-0.00041556i
