-0.00095345+0.00049641i,-0.0012015-3.9466e-06i,-0.00098748+0.00030663i,-0.0012742+0.00043283i,-0.001186-0.00021576i,-2.3044e-05+0.00024428i,0.0013405+0.0013932i,0.0014318+0.0015117i,0.00095477+0.0014048i,0.0015464+0.0006823i,0.0019196-0.00089927i,0.0016269-0.0010764i,0.00067475-0.00013222i,-8.8056e-05-0.00018505i,-0.00025095+0.00011468i,0.00046545+0.00032248i,0.0009832-0.00016643i,0.00082811-4.6435e-05i,0.00012336+9.9504e-05i,0.00024268-0.00023106i,0.00076399-0.00074367i,0.00089094-0.00077614i,0.0010874-0.00051634i
-0.00085963+0.00053189i,-0.00090878+0.00068808i,-0.00092182+0.0016372i,-0.00059771+0.001818i,1.8535e-05+0.0004345i,0.0012555+0.00015684i,0.0017773+0.00053915i,0.0013581+0.00012034i,0.0010438-0.00038433i,0.0014877-0.00098801i,0.00136-0.00028906i,0.00089907-2.6959e-05i,0.00097947-0.00030363i,0.00071492-0.00027243i,7.8736e-05-0.00011579i,-0.00064943+0.00053987i,-0.00070458+0.00065565i,-0.00012844+0.00032673i,0.00033533+6.227e-05i,0.00060324-0.00087943i,0.00082189-0.0010541i,0.00072501-0.00018301i,0.00036139+0.00023428i
-0.0021785-0.0030176i,-0.0023436-0.0026527i,-0.0025441-0.0018318i,-0.0025791-0.00063551i,-0.00096951+0.00017399i,0.001108+0.0005141i,0.0013903+0.00033671i,4.7611e-06-0.00036091i,-0.00042154-0.00020294i,-3.5108e-05+7.5353e-05i,0.00016956+0.00021873i,0.0010679+0.00064586i,0.0021373+0.00078043i,0.0014633+0.00057663i,0.00038832+0.0014058i,0.00042512+0.001868i,0.00052822+0.00077199i,0.00066886-0.0001445i,0.00058766-0.00047254i,0.00049854+0.00015908i,0.00014392+0.0012137i,0.00047468+0.00092449i,0.00043422+0.0001708i
0.002099-0.00051214i,0.0016831-0.00087552i,0.00082577-0.00066346i,0.00043068+0.00035157i,0.00042719+0.0015777i,0.00063761+0.0017136i,0.001393+0.00094116i,0.0013896+0.00026757i,0.00039036+0.0012696i,-9.254e-05+0.0025406i,0.00044835+0.0011069i,0.00053253-0.00044923i,0.00011363+0.00040087i,-0.0001938+0.0007238i,4.3754e-05-0.00012579i,-0.00021305+0.00017674i,6.7797e-05+0.00079297i,-0.00026276+2.4711e-06i,-0.00094171-0.00043993i,0.00010818+0.00051569i,0.00075977+0.00046746i,-0.00020457-1.1635e-05i,-0.00052853+0.00061967i
-0.0030207+0.00023811i,-0.0036758-0.0004177i,-0.0036215-1.8413e-05i,-0.0025841+0.0012426i,-0.0016165+0.0017223i,-0.00019471+0.0020361i,0.00062592+0.0016929i,0.00072929+0.0011784i,0.0006542+0.00095527i,0.00063619+0.00083197i,0.0013678+0.00055558i,0.001323-0.00026717i,0.00078031-0.00081652i,0.00066229-0.00070063i,0.00068114-0.00013832i,0.00089638-2.484e-05i,0.0011623-0.00054337i,0.0010753-0.00068551i,0.00069164-0.00043289i,0.00072832+0.00023258i,0.00049068+0.00050671i,9.9253e-05-0.00031693i,0.00065093-0.0014043i
0.0023363-0.0029031i,0.0020358-0.0027364i,0.0010764-0.0020181i,0.0012629-0.00016479i,0.0022239+0.00071375i,0.0029239+0.00042401i,0.0031603+0.00076i,0.0023159+0.00079313i,0.0006319+0.00032366i,0.00045609+0.00026451i,0.00146+0.00028494i,0.00042006-0.00023257i,-0.0010311-0.00026248i,-0.00049775-0.00070507i,0.0004216-0.00066028i,-0.00013452+0.00045904i,-0.0003712+0.00017413i,-0.00015481+0.00038877i,-0.00058064+0.00085245i,-0.00043812+0.0010781i,0.00018187+0.0012001i,0.00065826+0.00069708i,0.0002332+0.00054249i
0.00033458+0.0011076i,-0.0016865+0.0014869i,-0.0026312+0.0018248i,-0.0020184+0.0018406i,-0.00085584+0.0021578i,0.00010403+0.0026529i,0.00040838+0.0020408i,0.00056422+0.0011371i,0.00067658-0.00017472i,0.00065505-0.00050621i,0.00032057+7.5604e-05i,0.00052253+0.00015956i,0.00058985+0.00023155i,0.0003064+8.9376e-05i,0.00027836-0.00042745i,0.00015941-0.00080225i,-0.00039241-0.00012982i,-0.00048092+0.0010057i,0.00051079+0.00070345i,0.0010683-1.5122e-05i,0.00072645+0.00015328i,0.00021501+0.00032163i,0.00052037-0.00018302i
-0.002497+0.00091676i,-0.0019959+0.0021753i,-0.0011509+0.0032366i,0.00013877+0.0028853i,0.0016262+0.0023503i,0.0015823+0.0022303i,0.00062896+0.0020935i,-0.00011834+0.0015024i,-0.0011312+0.0013152i,-0.00054762+0.00095381i,0.00078583+0.00028886i,0.00075146-0.00027857i,0.00053769-0.00031199i,0.00066289-3.8684e-05i,0.00067003-0.00067842i,0.00068736-0.00054178i,3.1781e-05+0.0003435i,-0.00082067+0.0006609i,-0.00069203+0.00018359i,-0.0001636+0.00011392i,4.1861e-05+0.00050096i,0.00044397+0.00074154i,0.00020283+0.00014311i
6.7443e-05+0.0012337i,-0.00046201+0.00085893i,-0.0019592+0.00018648i,-0.0017894-0.00014646i,-0.00068831+0.000286i,0.0001872-0.00021465i,-9.3218e-05+0.00029897i,-0.00048153+0.0010668i,-2.0296e-05+0.0007994i,0.00064981+0.00042691i,0.0018968-2.842e-05i,0.0016421-0.00012777i,8.9514e-06+1.9811e-05i,-0.00075208-0.00032101i,-0.00024217-0.00090067i,7.8497e-05-0.00060673i,0.00020629+4.7332e-05i,0.00029322+0.00015151i,0.0008072-0.00033112i,0.0009541-0.00103i,0.00036733-0.00071449i,0.00026653+0.00031864i,0.00030141+0.00085606i
0.00071022-0.0022599i,0.00030391-0.001085i,8.7428e-05+0.00066646i,-0.00029109+0.001039i,0.00027172+0.00077097i,0.0015812+0.00093693i,0.0020088+0.0014436i,0.0018578+0.0021241i,0.0018396+0.0018133i,0.0018119+0.00073622i,0.0013487-0.0002112i,0.00099858-0.00027427i,0.00020616+0.00024756i,-0.00027528+0.00054758i,-0.00046975+0.00022946i,-4.6645e-05-0.00039621i,0.00078209-0.0005145i,0.00020509-0.00030082i,-0.00053003-0.00064295i,6.3675e-05-3.962e-05i,0.00027493+0.00085547i,0.00035338+0.00056009i,-2.8139e-05-0.00031453i
0.0016261+0.0016172i,0.00081859+0.0017424i,-0.00041479+0.0018516i,-0.00071502+0.0018055i,-0.00018028+0.00063522i,0.0005809-0.00013435i,0.00079051+0.00032957i,0.00095473-0.00024313i,0.00093649-0.00048713i,0.00037818-0.00020876i,0.00059007-0.00043227i,4.0505e-05-0.0010728i,-0.001043-0.0011547i,-0.0007062-0.00021904i,-0.00025563+7.4767e-05i,-0.0011383+0.00079865i,-0.001459+0.00088537i,-0.00063983+0.00030286i,-0.00014554-2.9945e-05i,0.00046192-4.0375e-05i,0.00077232-0.00038749i,0.00024963-0.00058654i,-7.3995e-05-0.0001519i
-0.0020974-0.00056297i,-0.0017612-0.00089209i,-0.0015737+0.0003061i,-0.0016467+0.00081195i,-0.00027937+0.0011201i,0.0016694+0.0009003i,0.0029331-0.00045862i,0.0028837-0.001345i,0.0018358-0.0012971i,0.0012186-0.00033176i,0.0014287+0.00070189i,0.0010911-6.3368e-05i,0.00058293-0.00091707i,0.00053776-0.0011272i,0.00041228-0.0010621i,0.00014642-0.00015275i,-0.00033258+0.00031282i,-0.0003218-8.3139e-05i,0.00056107-0.00057881i,0.00059886-0.00033019i,0.00034848+0.0001802i,0.00030785+0.00062539i,6.7331e-05+0.00047937i
-0.0016324+0.0018342i,-0.0035402+0.0021051i,-0.0036206+0.0025097i,-0.0015004+0.0021582i,0.00087902+0.0012416i,0.0013758+0.00088148i,0.00093457+0.0020533i,-3.6913e-05+0.0021734i,-0.00072194+0.0011556i,-0.0002224+0.0010059i,0.00073763+0.00057932i,0.00063955-0.00018026i,-0.00043637+0.00028359i,-0.00041737+0.000216i,-0.00012888-0.0006407i,-0.00032731-0.00049849i,-5.1683e-05-9.4435e-05i,8.3118e-05+3.6489e-05i,-0.00036807+0.00016256i,-0.00020654+0.00022301i,-7.8297e-05+0.00062735i,-0.00094089+0.00023504i,-0.0011484-0.00032193i
-0.0015914-0.0010227i,-0.0015241+0.0005473i,-0.002636+0.0022401i,-0.0022818+0.0023389i,7.4171e-05+0.0018049i,0.0022355-4.0181e-05i,0.0022931-0.001267i,0.00044321-0.0013404i,-0.00052344-0.00029073i,0.00044359+0.00061844i,0.0012664+0.0006175i,0.0011419+0.00059842i,0.0014948+0.00018818i,0.002453+0.00042749i,0.002161+9.8294e-06i,0.00108-0.00039903i,0.00013047+0.00025755i,-0.00013029+0.0007347i,-0.00042625+0.00066953i,-0.0010217-0.00052538i,-0.00029561-0.00044241i,0.0001629+0.00058844i,0.0006017+0.0001306i
-0.00074885+0.00072318i,0.00075073+0.00094677i,0.0027296+0.00054458i,0.0019532+0.00017201i,0.00099588+0.00041042i,0.00093111+0.0013241i,0.00068284+0.0023198i,0.00037624+0.0023757i,0.00043386+0.0011837i,0.0010762+0.00047831i,0.0015501-0.00021135i,0.00073576-0.00050929i,-0.00041741-0.00065605i,-0.00073805-0.0011656i,-0.00094725-0.00097672i,-0.0006025-0.00072495i,0.00013765-0.00065419i,0.00049726-0.00016362i,2.4993e-05+0.00058135i,0.0001424+0.00071383i,0.00019517+0.00071921i,-0.00051057+0.00027373i,-0.0011629-0.00098365i
0.00096756-0.0024888i,0.0005757-0.0025342i,-0.00042483-0.001453i,-0.0020026+0.00047774i,-0.0012714+0.00099801i,0.00096717+0.0010217i,0.0020752+0.0013183i,0.0022897+0.00059523i,0.0017475-0.00027002i,0.00074438-0.00030614i,0.0008607-0.00026049i,0.0011567-0.00048411i,0.0008491-0.0014906i,-6.8334e-06-0.0016406i,-0.0008336-0.00018293i,-0.00025064+0.00029i,9.3633e-05+0.00022007i,0.00019278+0.00061617i,0.00045083+1.6635e-05i,-0.000504-0.00084786i,5.2553e-05-0.0010318i,0.00077157-0.00080733i,0.00052759-0.00039352i
0.00081436+0.0019963i,0.0014314+0.0032742i,0.0010818+0.0019144i,0.0011572+0.0001556i,0.00089931+0.00084177i,0.00065501+0.0020211i,0.001132+0.0022743i,0.0010585+0.0017507i,0.00060859+0.0010684i,0.0003671+0.00013865i,0.00013224-0.00022943i,4.9723e-05+0.00011047i,-0.00010214+0.00028422i,-0.00052769+0.00042686i,-0.00040785+0.00016144i,-0.00020635-6.7501e-05i,0.00045994-0.00018452i,0.00079029+0.00027725i,0.00056104+0.00086438i,0.00097497+0.0010439i,0.00046+0.00064921i,-0.00045256-0.0001203i,-0.00075872+0.00014552i
-0.0034941-0.0017461i,-0.0034005-0.0010329i,-0.002693+0.00042565i,-0.0010736+0.0010302i,0.00093755+0.0014166i,0.0016657+0.00096971i,0.0017427+0.00041999i,0.0016346+0.00049001i,0.00027605+0.00052931i,5.8328e-05+0.0011782i,0.0013977+0.0011069i,0.0012283+0.00037241i,0.00037224-0.00020646i,0.00020147-0.00065985i,-9.9985e-05-0.00037645i,0.0002037+4.7492e-05i,2.3048e-05+0.00015003i,-0.0003307+8.8262e-05i,-0.00042889+0.00025941i,-1.3666e-05+0.00039996i,4.3852e-05+0.00028826i,-0.00054033+0.00039087i,0.0002624+0.00045719i
0.00021423-0.00056024i,-0.00079399+0.0011754i,-0.0015369+0.0013845i,-0.0020309+0.0012834i,-0.001276+0.001982i,0.00033426+0.0024269i,0.0014008+0.0014861i,0.0015752-0.00027971i,0.0003737-0.00048609i,-0.00026384+0.00087668i,0.00010628+0.0011587i,0.00059486+5.9902e-05i,0.00069883-0.00069981i,0.00060776-2.017e-05i,7.4371e-05+0.0008332i,-0.0010099+0.00040223i,-0.001669+0.00018113i,-0.00094732+0.00025043i,0.00047075-0.00024294i,0.00042432-0.00074068i,-0.00023665-0.00054362i,-3.3187e-05-0.00052663i,0.00041472-0.0001235i
-0.0010893-0.0019294i,-0.0018909-0.0015649i,-0.0013029-0.0014448i,-0.00054937-0.00052925i,-0.00077818+0.00047331i,0.00052052+0.0010161i,0.0020323+0.0012429i,0.0016378+0.0010212i,0.00087095+0.00091143i,0.0004851+0.0012185i,0.00048569+0.001284i,0.00070887+0.00054631i,0.00058614+0.00018392i,1.1968e-05+0.00024287i,-0.00031082-0.00017089i,-0.00040724-0.00040257i,0.00033301-6.1452e-05i,0.00069953-0.00036431i,0.00011824-0.00071039i,-0.00032244-0.00045472i,-0.0007961+0.0001147i,-0.00098575-3.9457e-06i,-0.00087376-0.00034749i
0.0014661+3.0771e-05i,0.0015918+0.00038756i,0.0017143-1.3168e-05i,0.0010495-0.00035279i,0.0012082+0.00038542i,0.001778+0.0013325i,0.0025276+0.0017983i,0.0022291+0.00089275i,0.0012078+3.9639e-06i,0.0013205-0.00056695i,0.0010847-0.00055144i,0.00036517-0.00014908i,0.0001419+0.00016729i,-0.0005391+0.00060499i,-0.00063275+0.00064679i,-8.6662e-05-6.8038e-05i,0.00059939-0.00035221i,0.00085837+0.00015838i,0.00019707+0.00020216i,-0.0003233-2.3466e-05i,-0.00023938-0.00017589i,0.00067281+0.00012899i,0.00088216+0.00035044i
-0.0024263+0.00077078i,-0.0028742+0.00020357i,-0.0033285+0.00076602i,-0.0031699+0.0023468i,-0.0017945+0.002373i,0.0013686+0.0014035i,0.0024325+0.00066764i,0.0014957+4.5693e-05i,0.0010115-0.00027493i,0.00066179+2.4754e-05i,0.00038916+0.00068072i,0.00032252+0.00070938i,0.00036774+1.5633e-05i,0.00091089-0.00015397i,0.0012672+0.00084834i,0.00099907+0.0012319i,0.0006944+0.00058145i,0.00071828+0.00031685i,0.00015468+0.00062226i,0.00041847+0.00031252i,0.00078969+0.00017064i,0.00028424+0.00018549i,0.00022306-0.00040683i
0.0030939-0.0013226i,0.0013262-0.0019168i,0.00070879-0.0020181i,0.00056888-0.0010872i,-0.00053963-0.00054291i,-0.0009182+0.00054304i,0.00082692+0.0011962i,0.0014755+0.0005222i,0.00087728-4.8415e-05i,0.00068235+0.00022415i,0.00041095+6.5079e-05i,-0.00022221-2.3466e-05i,-0.00092857+0.000414i,-0.00093903+0.00043786i,-0.00089058+0.00023067i,-0.00042561+0.00015943i,-0.00028344+0.00068099i,-0.001031+0.00097294i,-0.0013703+0.00077141i,-0.00099672+0.00046091i,-0.0003023-0.00023377i,0.00078207-0.00044137i,0.00080775+0.00033156i
5.8764e-05+0.00054796i,0.00010336+0.0012426i,-0.0018198+0.0020027i,-0.0027412+0.0023956i,-0.0014914+0.0028299i,7.2124e-05+0.0031906i,-5.5391e-05+0.0027434i,-9.7276e-05+0.0019435i,-8.6102e-05+0.00081367i,0.00014522+0.00034339i,0.00057009-1.503e-05i,0.00080477-0.00043718i,0.00046505-0.0001171i,0.00012873-8.2811e-05i,-0.00043818+9.9261e-05i,-0.0007164+0.00038081i,-0.00033408+0.00045188i,7.7783e-05+0.00024985i,0.00035118+0.0002144i,0.00078161+0.00053723i,0.00072217+0.00072639i,0.0005482+0.00053498i,0.001086+0.00013436i
-0.0016893-0.0020935i,-0.0032707-0.0012659i,-0.0039248-0.00036193i,-0.0022222-0.00016572i,0.00015939+0.00037744i,0.0013564+0.00076359i,0.00090191+0.0009674i,0.0001661+0.0010995i,0.00039369+0.0010273i,0.0012459+0.0008792i,0.0014565-0.00023794i,0.0014453-0.00056748i,0.0013903+0.00040003i,0.00088986-9.7699e-05i,0.00021879+0.00015036i,-2.8029e-05+0.0010016i,-5.3147e-06+0.00082231i,-9.4201e-06+0.00029101i,5.9249e-05+5.0568e-06i,0.00025488+0.00046672i,0.00035528+0.00093223i,0.00045406+0.00047923i,0.00032402-0.00018204i
0.0018134-0.0013319i,0.0019039-0.0016973i,0.00097187-0.00035606i,0.00032855+0.00074557i,0.0003041+0.0016183i,0.00056259+0.0020096i,0.0011105+0.0010594i,0.0011872-3.9068e-05i,0.00064623-0.00056317i,0.00051671-0.00026279i,0.00031299+1.9619e-05i,-2.5701e-05-0.00028859i,-0.00024612-0.00084377i,-0.00073165-0.0007995i,-0.00084767-0.00038358i,-0.00032338-7.6618e-05i,-0.00012452+0.00055887i,-0.0001591+0.00091276i,-0.00055073+0.00111i,-0.00036487+0.00078571i,0.00045422+0.00048351i,-8.129e-06+0.00010567i,-0.0011123+3.0196e-06i
0.00023394-0.0006894i,0.00016208-0.00042924i,-0.00089504-0.00022497i,-0.0012834+0.00030372i,0.00017808+0.00048251i,0.0017479+0.0004399i,0.0020525+0.00066473i,0.0017683+0.00046435i,0.0012256-4.8737e-05i,0.0012307-0.00011931i,0.0014764+2.1318e-05i,0.0011996-0.00023387i,0.0014019-0.00018006i,0.00040218+0.00052193i,-0.00030158+0.00033068i,0.00063343-7.7769e-06i,0.00060389+1.8364e-05i,0.00074308-0.00016382i,0.00057003+0.00018568i,-6.4159e-05+0.00050541i,-0.00016453+0.00010954i,1.3796e-05-0.00055625i,5.3505e-05-0.00068965i
0.0012528+0.00053145i,0.0011892-0.00017629i,-0.0001695+0.00087987i,-0.00072262+0.0017902i,0.00069994+0.0018596i,0.0010161+0.0021788i,0.00040026+0.0018449i,0.00033809+0.0010706i,7.8335e-05+0.00015954i,0.00062971+0.00070882i,0.00084498+0.0008047i,0.00068313-0.00033477i,-0.00018335-0.0004092i,-0.00089609+0.00020106i,0.00013424-0.00029528i,0.0017496-0.00010361i,0.0013925+0.00058439i,0.0004079+0.00070213i,6.073e-05+0.00099495i,-0.00014087+0.00039598i,1.1656e-05-0.00017346i,0.000526-0.00015768i,0.00018898+6.3615e-05i
3.2892e-05-0.00026804i,-0.00073183-0.00045066i,-0.00081954-0.0008488i,-0.00047491-0.00063719i,-0.00030273+0.00041062i,-0.0002771+0.0014865i,8.9541e-05+0.0017177i,9.2387e-05+0.001617i,-7.4795e-05+0.0018057i,0.00058755+0.0018091i,0.001575+0.0011121i,0.00082646+0.00030287i,-0.00030038-0.00011263i,-0.00071368-0.0005323i,-0.00023733+1.9659e-05i,0.00010522+0.00057702i,-0.0003675+0.00051425i,-0.00043778+0.00088226i,-0.00055087+0.001226i,-0.00070787+0.00061056i,-6.3777e-05+4.6309e-06i,-0.0001465+0.00022092i,0.00010279+0.00060082i
-0.00015479-0.00073458i,-0.00029398-0.0015937i,0.00060189-0.00027164i,0.00033792+0.00092734i,0.00073148+0.00011698i,0.0013179-0.00019966i,0.001649+0.00079897i,0.0013567+0.0016594i,0.0011377+0.0015719i,0.0012515+0.00048353i,0.0014365-0.00013702i,0.0010797-0.0002095i,0.00078822-0.00077134i,0.00076599-0.0012464i,-0.00045345-0.00082439i,-0.0011296-9.5962e-05i,-0.00087309+0.00023537i,-8.1467e-05-0.00012276i,0.00034981-0.00013112i,0.00055621+8.9521e-05i,0.0011099-8.0881e-05i,0.00061147+4.3703e-05i,-0.0001699+0.00028976i
0.00073453-0.00020048i,0.0007563-0.00032084i,-0.00019457+0.00023665i,-0.001351+0.0013046i,-0.0007056+0.0022154i,0.0015005+0.0022234i,0.0019277+0.00099835i,0.0015917+0.00034516i,0.001254+0.00089257i,0.0009602+0.00064377i,0.0010282-3.9993e-05i,0.0010028-1.869e-05i,-0.00031424+0.00012462i,-0.0014443-0.00028494i,-0.0010967-0.00043717i,-0.00039522+3.5516e-05i,0.00036673-1.9599e-05i,0.00067802+0.00019077i,0.00040843+0.00075591i,0.00067236+0.00068183i,0.00066684+0.00028764i,2.1964e-05+0.00014701i,-6.1589e-05-2.3773e-05i
0.0012503-0.00099153i,-6.7164e-06-0.0012522i,-0.0018684-0.0012853i,-0.0032835-0.0004454i,-0.0026881+0.00015097i,-0.00026859+0.0020341i,0.0021572+0.0026775i,0.0024555+6.5734e-05i,0.0014753-0.0016007i,0.00049323-0.0012759i,5.8521e-05-0.00053732i,0.00048441+0.00018383i,0.00078945+0.00037149i,0.00012091+0.0006587i,-0.00046489+0.0013522i,-0.00014299+0.001606i,0.00028919+0.0011731i,0.00035196+0.0012271i,0.00038284+0.00091722i,0.00046877+0.00045797i,0.0012946+5.9579e-05i,0.0011628-7.4756e-06i,-0.00012396+8.0372e-05i
-0.00085512-0.00093883i,-0.0012609-0.00069457i,-0.0011927+0.00023125i,-0.00097386+0.00089046i,-0.00022141+0.0018211i,0.00020028+0.0017174i,5.167e-05+0.0018938i,-0.0004721+0.0013631i,-5.2785e-05+0.00045217i,0.00050367+0.00097771i,0.00025021+0.00081654i,0.0002572+0.00033087i,-0.00032905+0.00074421i,-0.00063423+0.0013783i,6.5035e-05+0.00071766i,0.00027593-0.00055044i,0.00056257-0.00041701i,0.00041437-0.00021986i,0.00018575-0.00044204i,0.00051074+0.00014605i,0.00042315+0.00063497i,0.00029747+0.00082228i,1.3609e-05+0.00055331i
0.0003387-0.00010834i,-0.00048171+0.00059093i,-0.0015536+0.0011609i,-0.00063502+0.00094974i,0.00066811+0.0018491i,0.0011152+0.0020704i,0.0017745+0.001851i,0.0014816+0.0019567i,0.0010532+0.0016828i,0.0011474+0.0014264i,0.0015147+0.00083159i,0.0011563+0.00023i,0.0001064+0.00011286i,0.00027324-0.00037322i,0.00031536-0.00038276i,0.00018378+0.00088448i,0.00020553+0.00077634i,-0.00023851+0.00029424i,-0.00024942+0.00048045i,0.00013192+0.00092024i,-7.5436e-05+0.00092234i,-0.00050783+0.00061479i,-0.00018434+0.00041167i
-8.1032e-05-0.0017954i,-0.00098667-0.001772i,-0.0020687-0.0011783i,-0.0028168-0.00016012i,-0.0019345+0.00092387i,8.1473e-05+0.0021108i,0.0016018+0.0019745i,0.001715+0.00030604i,0.0008309-6.2356e-05i,0.00070046+0.00079737i,0.0012449+0.0004787i,0.00093911+0.00021246i,0.00014181+0.00070747i,-0.00016195+0.0012004i,-0.00054674+0.0014008i,-0.00059715+0.0014768i,3.397e-05+0.0015454i,-0.00014628+0.0013306i,-0.00066783+0.00077644i,-9.8565e-06+0.00059124i,0.00094285+0.00046526i,0.00011967+0.0006806i,-0.00038302+0.00081998i
-0.00039676-1.9398e-05i,-0.0016725-3.9915e-06i,-0.0013675+0.00037542i,-0.00030252-0.00011706i,0.0010932-0.00061224i,0.0014807+0.00069094i,0.0010981+0.0020758i,0.0013389+0.0011737i,0.00096+0.00020228i,0.0011352+0.00027981i,0.0016017+0.00020858i,0.0013628+0.00028839i,0.00086908+9.719e-05i,4.7861e-05-0.0004831i,-0.0009567-0.00011974i,-0.0017648+0.00033475i,-0.0012558+0.00040657i,-0.00050162+0.00069609i,-0.00084835+0.001271i,-0.00035193+0.0014351i,0.00019094+0.0011321i,0.00018552+0.00074954i,4.6036e-05+0.00074182i
0.0010322+0.001002i,0.00029311+0.0013799i,0.00038941+0.00039404i,0.00057391+0.00080842i,0.00010899+0.0018218i,0.00075594+0.0012197i,0.0010676-0.00023337i,7.431e-05-0.00059393i,-0.0007213-0.00037052i,3.0758e-05+0.00012032i,0.0010549+0.00084815i,0.00068036+0.00057596i,-0.00045712+0.00018817i,-0.00039238-0.00048169i,0.00047891-0.001149i,0.0001943-0.00030397i,-0.00018919+0.00076845i,-0.00014484+0.00035419i,-0.00016389-0.00057491i,0.00063279-0.00065083i,0.00062219-0.00015708i,-0.00035268+0.00045736i,-0.00047979+0.00077769i
-6.4684e-05-0.001509i,-5.8629e-06-0.00060609i,-0.00023472+0.00044701i,-0.001682+0.00040302i,-0.0014837+0.00092255i,-8.549e-05+0.0024325i,0.00063533+0.0025806i,0.00089162+0.0017705i,-4.9564e-05+0.00098821i,-0.00026637+0.00093242i,0.0010228+0.0011258i,0.0008742+0.0012307i,-6.2817e-06+0.0017591i,0.0001848+0.0016003i,0.00033317+0.00050921i,-5.8564e-05+1.3891e-05i,-0.0002149+0.00036159i,-0.00016007+0.00048603i,-5.9285e-05+0.00044735i,-0.00038537-2.4666e-05i,6.9128e-06-0.00078571i,0.00044453-0.00033671i,8.6524e-05+0.00010759i
0.00040835-0.0006015i,3.2456e-05-0.00041975i,-0.0015914+0.0002963i,-0.0013253+0.00131i,-0.00029346+0.00088451i,0.0010387+0.00010485i,0.0013009+0.00084657i,0.0014975+0.0018901i,0.0012527+0.0020062i,0.00034964+0.001868i,0.00080845+0.0011328i,0.0017343-0.00021761i,0.00099155-0.00076852i,-0.00030162-0.00047041i,-0.0006222+6.9389e-06i,-0.00082936+8.3758e-05i,-0.00092472-0.00025935i,-0.00032551-0.00045089i,-1.406e-05-0.00020612i,-0.00044475+2.9413e-05i,-0.0001504+0.00035713i,0.00061611+0.0012658i,0.0002762+0.001395i
0.00014851-0.002652i,-0.00053001-0.0015377i,0.00012199+0.00058896i,-0.00019715+0.0017495i,-0.00023792+0.001632i,0.0011616+0.00252i,0.0031172+0.0025514i,0.0034794+0.00082172i,0.0023845-0.00014962i,0.0013828+0.00011327i,0.00018084-0.00032349i,-0.0006798-0.00038305i,-0.00064782+0.00011042i,-0.00074175-0.00020751i,-0.0015825-0.00021535i,-0.0015266-0.00019002i,-0.00049261+0.00050757i,0.00019122+0.00091692i,5.8835e-05+0.00023231i,0.00013514-0.00025549i,0.00022311-0.00026925i,-0.00022811+0.00013215i,-0.0011195-1.7091e-05i
0.0032132-0.0012037i,0.0026913-0.001021i,0.00050099-0.00065751i,-0.0013572+0.00089315i,-0.0012271+0.0020891i,0.00017661+0.0019169i,0.0009297+0.00078811i,0.00013529+0.00056574i,-0.00045242-0.00037078i,-8.0644e-05-0.0011713i,0.0005091-0.00079667i,0.00051297+5.6963e-05i,0.00049592+0.00073485i,0.00037576+0.00053349i,0.00036758+2.457e-05i,0.00042149-0.00051655i,0.000245-0.0010161i,0.00030108-0.0011388i,0.00045072-0.00075387i,0.00025241-0.0007271i,0.0001505-0.00036749i,0.00029219+0.0010881i,0.00054662+0.0013215i
-0.0038773+0.0016755i,-0.0045072+0.0018526i,-0.0042407+0.0021017i,-0.0023515+0.0028275i,-0.00079703+0.0027918i,-0.00018228+0.0020402i,0.00051844+0.0015012i,7.1582e-05+0.00057997i,-0.00089698-0.00050919i,-0.00090247-0.0012392i,0.00030094-0.00026788i,0.0011828+0.00037739i,0.0008992+0.00057654i,0.00080525+0.0006996i,0.00070135+0.00080167i,7.4935e-05+0.00073263i,-0.000179+0.00044256i,9.1161e-05+0.00026637i,4.9465e-05-0.00024482i,9.0905e-05-0.00065496i,0.00091714-6.6574e-05i,0.00097068+0.0007551i,0.00021983+0.00096167i
-0.0025846-0.0032503i,-0.004468-0.0024697i,-0.0054845-0.0011869i,-0.0042783+0.00040035i,-0.001743+0.0019128i,0.00097776+0.0029574i,0.0015331+0.0023229i,0.00046707+0.00051874i,-0.00044484+0.00019999i,-0.00053011+0.0011617i,0.00072509+0.0011825i,0.0012721+0.000243i,0.0005576-0.00060325i,0.00066041-0.00055234i,0.00066563+0.00043149i,0.00059663+0.00054833i,0.0002297-2.0871e-05i,-0.00019704+0.00010584i,-0.0003152+0.00069254i,-4.1073e-05+0.00045955i,4.3785e-05+0.00026266i,-0.00012525+0.00069123i,0.00015987+0.00082782i
0.0011228-0.0019406i,0.001218-0.0022599i,0.00038886-0.0015406i,-0.00077324-0.00019947i,-0.00055673+0.0011965i,0.0014775+0.0010908i,0.0023077+0.00063049i,0.0016344+0.0004723i,0.0011517+0.0005864i,0.0015388+0.00098659i,0.0012896+0.00049494i,0.00049183-0.00023237i,0.00011053-0.00053318i,-8.4304e-05-0.0004914i,0.00030793-0.00012752i,0.00040493+0.00024801i,0.00037869+0.00061314i,0.00012691+0.00035044i,0.00021769+1.7583e-05i,0.00062659+0.00058731i,0.0006686+0.00083394i,0.000278+0.00041158i,-1.7244e-05+0.00063041i
