-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
0.00044342+2.818e-05i,0.00096093-0.00038001i,0.0015736-0.00098142i,0.0015707-0.00082546i,0.00042844-0.0010363i,-0.00087078-0.00082363i,-0.00050736-0.00035277i,0.00059423-0.00073351i,0.0012414-0.0012679i,0.0013452-0.0013141i,0.00075623-0.00073715i,-6.1077e-06-0.00020286i,0.00010931-0.00027184i,0.00069968+0.00019681i,0.00037855+0.00055716i,7.4644e-05+0.00044632i,0.00037272+0.00080235i,0.00031502+0.00082527i,0.0005687+0.00074477i,0.0010331+0.00098279i,0.00075426+0.00091026i,0.00026711+0.00020613i,-2.0982e-05+0.00019771i
0.00083162-0.0019903i,-0.00043505-0.0011i,-0.00095489-0.00094568i,-0.00079766-0.00027613i,-0.001048+0.0009848i,-0.00035498+0.00092238i,0.00038045-0.00015598i,0.00033107-0.0004728i,0.0010071-0.00060503i,0.0014087+2.4834e-05i,0.00071258+0.00057407i,0.00028044+0.00020276i,0.00044196-8.3756e-06i,0.00084671-0.00034659i,0.00086793-0.00083202i,0.00044489-0.00053504i,-0.00049186+1.3607e-05i,-0.0011698-0.00023374i,-0.00075322+0.0002961i,4.5822e-05+0.00074227i,0.00016773-7.667e-05i,-0.00054967-0.00048759i,-0.0013769-0.00019429i
-0.0011732-0.0013175i,-0.0018383-0.00087185i,-0.0013777-0.00021301i,-0.00017516-0.00057968i,0.00036224-0.0022647i,0.00029066-0.002588i,-0.00033653-0.0014684i,-0.00035328-0.00075937i,0.00037323-0.0007204i,0.00088247-0.00021213i,0.00071429+0.00012046i,-1.0323e-05+0.00026674i,-0.00023761+0.00047905i,-0.00010131-4.302e-05i,-0.00016352-0.00040933i,4.4556e-05+1.7458e-05i,-4.6603e-06-0.00010152i,-0.00032927-0.00052872i,-0.00094531-0.00093474i,-0.0010988-0.0012014i,-0.00048345-0.0012703i,-7.9068e-05-0.00093875i,0.00041064+2.3941e-05i
0.00089139+0.0013802i,0.0010009+0.00053621i,0.0015012-0.00029121i,0.0020792-0.00042917i,0.0015991-0.00050813i,0.00020237-0.0012077i,-0.00025987-0.001353i,3.6105e-05-0.00060879i,0.0004975-8.6738e-06i,0.00083746-0.00072303i,0.00037091-0.0011365i,-0.00014312-8.4192e-05i,-0.0002523+0.00042576i,-4.1333e-05+0.00026388i,0.00032012+0.00025851i,0.00032232+1.577e-06i,5.1332e-05-0.00024011i,0.00022065-0.00020979i,0.0006667-0.00051029i,0.00054979-0.00036715i,0.00039989+0.00032672i,0.00040551+0.00042213i,0.00043547-0.00011944i
-0.00044325-0.0012893i,-0.00017574-0.00038018i,-0.00034393+0.0003572i,-0.00074926+0.00017282i,-0.00053677-0.00071128i,0.00018275-0.0014516i,0.0010515-0.0017104i,0.0012868-0.0015586i,0.00087242-0.0014638i,0.0004247-0.00099245i,0.00039944-0.0007424i,0.00065037-0.00079449i,0.00070101-0.00030465i,0.00047786-9.1888e-06i,0.00035729+8.5105e-05i,0.00029798+0.00074986i,-0.00011686+0.00053175i,-7.6965e-05-0.00047128i,0.00069095-0.00052342i,0.001264-0.00038542i,0.00077633-0.00041841i,0.00034543-0.00060242i,0.00082994-0.00053645i
-0.0016572-0.00074589i,-0.00055851-0.00068191i,8.3489e-05+0.00042871i,0.00065967+0.00090188i,0.00076483+0.00045631i,0.0012243+0.00031753i,0.0011866-9.336e-05i,0.00082193-0.0011592i,0.00064817-0.0011597i,0.00015438-0.00023088i,0.00014205+0.00018338i,-0.0001607+0.00012729i,-0.00065362+0.0005706i,-0.00047491+0.00049452i,-0.0005453+0.00014033i,-0.00087032+0.00038169i,-0.0012887+0.00023951i,-0.0010974-0.00052071i,0.00018967-0.00092342i,0.0015722-0.00034567i,0.0012458+0.00026321i,-5.8576e-06+0.00052609i,-0.00099697+0.00074862i
-0.00085199-0.00043402i,-0.0015458+5.1553e-05i,-0.0022096+0.00051163i,-0.0010907+9.5876e-05i,-0.00021561-0.00065954i,0.00063124-0.00073315i,0.0015039-0.0012026i,0.0011823-0.0019631i,0.0003231-0.0014236i,-0.00038834-0.00062134i,-0.00045046-0.00013929i,-0.00035028+0.00039967i,-0.00015455+5.656e-05i,-0.00047374-5.7162e-05i,-0.00074397-3.6257e-05i,-0.00090988-0.00049169i,-0.00080987-0.0013048i,8.6501e-05-0.0016244i,0.00091781-0.0011834i,0.00067372-0.00084435i,6.1603e-05-0.00063494i,-0.00032846-0.00041008i,-0.00042836+0.00022841i
0.00010666+0.00047173i,-0.00030826+0.0016512i,0.00060689+0.0011713i,0.0011163+0.00077576i,-0.00011866+0.00062671i,-0.0015262+0.00074472i,-0.0013254+5.0632e-05i,-0.00012874-0.0010802i,0.00038073-0.0008785i,0.00050883-0.00038324i,0.00044889-0.00029434i,0.00061135-0.00011456i,0.0013433+0.0010629i,0.0015271+0.00074376i,0.00069407-0.0010403i,-0.00020897-0.0010223i,-0.00084166-6.4871e-05i,-0.0011802+0.00016271i,-0.00075096-0.00013883i,-0.00073633-0.00023882i,-0.00036401-0.0001267i,-9.8312e-05+4.2749e-05i,0.00022585+0.0001114i
0.00053078-0.0021156i,0.00031771-0.0017627i,0.0012478-0.0021069i,0.0011708-0.0030029i,-6.8152e-06-0.0027179i,-0.00025379-0.0016289i,1.225e-05-0.00078726i,-3.8296e-05-0.00050054i,0.00027662-0.00088934i,0.00063042-0.0016227i,0.00063101-0.00097348i,0.0005554+0.00025193i,0.00022121+0.0015343i,-0.00029752+0.0013691i,-0.00061161+0.00013628i,-0.00038588-0.0003796i,9.1428e-05+5.926e-05i,0.00062145+0.00076648i,0.0010615+0.0007114i,0.0012637+0.00038612i,0.00079101-6.4765e-05i,0.00058441+8.5768e-06i,0.00066815+6.6493e-05i
-0.00052471+0.00024064i,-0.00082406-0.00035036i,-0.00061831+0.0002889i,0.00075947+0.00044513i,0.00091492+0.00032869i,-0.00010005-0.00027484i,-0.00084421-0.00076826i,-0.00061188-0.00028764i,0.00028245-0.00074911i,0.00071571-0.0012201i,0.00039173-0.00072786i,0.00036622+1.4171e-05i,0.00030619-0.00014054i,-0.00028562-0.00040804i,-0.0007052-0.00049396i,-0.00014082-0.00094084i,0.0008251-0.00098224i,0.00074046-0.00053144i,0.00074139+0.00013762i,0.00082528+0.00010884i,0.00024916-0.00043751i,4.2719e-05-0.00054133i,-0.00023989+6.113e-05i
-0.00068116-0.0014237i,0.00038214-0.0011634i,2.5968e-05-0.00035158i,-0.00029688+0.00011263i,-0.00061971+0.00026417i,-0.001063-0.00083182i,-9.0505e-05-0.0013748i,0.00013649-0.0010959i,0.00016953-0.0012149i,0.00026051-0.00099572i,-0.00069718-0.00024437i,-0.00069065+0.00017562i,0.0003325+0.00037088i,0.00071622+0.00061944i,0.00086392+0.00061794i,0.00025059+0.00061413i,-0.00034294+0.00065548i,4.7685e-05-5.4865e-05i,0.0001102-0.00074043i,-0.00026969-0.0006839i,-0.00012121-0.0010826i,0.0001714-0.001035i,0.00021941-0.00018901i
-0.00175+0.0019171i,-0.00079618+0.0022793i,-6.7532e-05+0.0023371i,0.00064472+0.0023603i,0.001328+0.0012024i,0.0015749-0.0007887i,0.0012832-0.0013179i,0.00072328-0.00097438i,0.00064543-0.00033159i,0.0012779+0.00036123i,0.0010652+2.6252e-05i,0.00029143-0.00037137i,6.9742e-05-3.5095e-05i,-0.00064409+0.0003174i,-0.0016415+0.00023613i,-0.0012741+0.00048289i,-0.00065601+0.00019017i,-2.6747e-05-0.00049066i,0.00089724-0.00035043i,0.0010395-0.0005797i,0.00091626-0.0010941i,0.00049713-0.00081614i,0.00010576+0.00039344i
0.00014435+0.00011192i,-0.00016669-0.00041378i,0.0013703-0.0009631i,0.0028233-0.0021198i,0.0024127-0.003129i,0.00078339-0.0020412i,-0.00014686-0.0011663i,6.2006e-06-0.0013647i,0.00032012-0.0013428i,0.00013376-0.00093244i,-4.9634e-05-0.0010656i,-5.3985e-05-0.00094204i,-0.00018356-2.9602e-06i,-0.00091622+0.0005124i,-0.0010347+0.0001566i,-0.0010154-0.0004135i,-0.00061946+0.00049411i,0.00052183+0.0015344i,0.0010141+0.0012297i,0.00055829+0.00021221i,0.00035164-0.00025024i,0.00020864-4.0125e-05i,-0.0007373-0.00064451i
-0.00022425-0.00024678i,0.001053+0.00038198i,0.00045647+0.00046164i,0.0015009-0.00011464i,0.0016461-0.00030202i,0.0001601-0.0009779i,0.00010483-0.0012595i,0.00094183-0.0012653i,0.00099316-0.0014981i,0.0004377-0.0012181i,0.00018886-0.00034984i,0.00012406+9.8705e-05i,0.00035093-4.2742e-05i,0.00029338-0.00052038i,0.00016162-0.00086491i,0.0010405-0.00067779i,0.0015944-0.00035618i,0.00070112-0.00041155i,-0.00024315-0.0006173i,0.0002819-0.00027747i,0.00072934-0.00013366i,0.00063309+6.215e-05i,0.00089984+0.00049776i
0.0011911-0.00062482i,0.0011048-0.00016312i,0.0011889-5.0126e-05i,0.0012979-0.00045625i,0.00029751-0.0011016i,-0.00051774-0.0014167i,-0.00042728-0.0013573i,5.7211e-05-0.0014499i,0.00030801-0.0014946i,0.00069943-0.0012742i,0.00028243-0.00032815i,-0.00018336+0.00034821i,-5.2471e-06+0.00045011i,0.00028538+0.0007673i,-0.00015261+0.00048492i,-0.0003992+0.00038094i,0.00095185+0.00012776i,0.0014584-0.00032202i,0.00028857-0.00010968i,-0.00050785-0.00033092i,-0.00020351-0.00065511i,0.00015223+0.00025438i,0.00049248+0.00054604i
-3.6382e-05-0.00091694i,-0.0010452-0.00079927i,-0.00051903-0.00071165i,0.00079278-0.0010734i,0.00019511-0.0014907i,-0.00079421-0.0010905i,-0.00016549-0.00020123i,0.00038771-0.00038355i,-0.00026116-0.00088663i,0.0002271-0.00073412i,0.00063137-0.00018901i,-2.5599e-05+0.00053105i,6.0815e-05+0.00030893i,0.00052616-0.0008574i,0.00010241-0.0011722i,-0.00017925-0.00032292i,0.00032169+0.00039321i,-1.4247e-05+0.00045711i,-0.00061042+4.205e-05i,-0.00052922-0.0001516i,0.00033662-0.00021367i,0.00080349-0.00026658i,-0.00026752+4.1255e-07i
-0.00038962-0.0004561i,-0.00032251-0.0012547i,-0.00044834-0.002372i,-0.00069962-0.0016968i,-0.00082784-0.00045336i,-0.00050531+0.00013489i,0.00028814-0.00016458i,0.0010564-0.00037071i,0.00081682-0.00041602i,0.0004382-0.00074846i,0.0008193-0.001413i,0.0013244-0.00083465i,0.0014905+0.0003882i,0.00087349+0.00058536i,-4.7461e-06+0.00044707i,-0.000572+0.0007458i,-0.0010908+0.00069792i,-0.00091544+0.00019092i,0.00012854-0.00079675i,0.00065587-0.0015915i,0.00023429-0.0017339i,0.00034237-0.0013156i,0.00027117-4.7854e-05i
0.00088848+0.00044335i,0.0010773-3.0718e-05i,0.001109-0.00060811i,2.9854e-05-0.0014557i,-0.0017527-0.0022269i,-0.0025082-0.0019307i,-0.0020266-0.0013469i,-0.00060568-0.0013492i,0.0003718-0.001302i,0.00075984-0.00073347i,0.00059824-5.065e-05i,1.8896e-05+0.00070663i,0.00042128+0.0011133i,0.0010568+0.0012477i,0.00024639+0.0007456i,-0.00047486+0.00030486i,-0.00079061+0.00048442i,-0.0009745+0.00024932i,-0.00026924+0.00012499i,0.00097037-0.00061359i,0.0009886-0.00087766i,-0.00027422-0.00074812i,-0.00053864-0.0006978i
0.00027822+0.00045974i,0.0017334-0.00066333i,0.001468-0.0014944i,0.0017798-0.0017275i,0.001805-0.0015202i,8.9954e-05-0.0014917i,-0.00086194-0.0012734i,0.00027634-0.00054933i,0.0012063-0.00095574i,0.00096531-0.0018408i,0.0003196-0.00055283i,-4.2857e-05+0.00050253i,-0.00014642+0.00026506i,0.00016887+0.00032401i,0.00054136+0.00020808i,0.00057912-0.00014881i,0.00073473-2.3149e-05i,0.00027565+0.00014977i,9.6043e-05-0.00057706i,0.00033662-0.0014627i,0.0006643-0.00048009i,0.00042251+0.00058387i,0.0003378+0.00062321i
3.5134e-06+0.00030308i,0.00035615+0.0019099i,0.00040343+0.0016332i,0.00013011+0.00039008i,-0.00013848-0.00029321i,-0.00049205-0.0011215i,-0.00058455-0.0014119i,0.00027395-0.0014203i,0.00062551-0.0013416i,0.00038607-0.00083476i,0.00068222-0.00015441i,0.0005267+0.00061468i,-0.00033527+0.00052459i,-0.00034326+0.00055904i,1.8509e-05+0.00093706i,0.00059247+0.0010227i,0.0011597+0.0011096i,0.001088-4.0867e-05i,0.00023614-0.00076141i,-0.00048345-0.00038211i,-0.00024946-0.00031847i,-0.00039772-0.00020105i,-0.00043913+0.00028482i
4.6416e-05+0.00043571i,0.00052261-0.00013315i,0.0019479-0.00051257i,0.0010654-0.0003633i,-0.00058707-0.00085687i,-0.00038518-0.0013519i,0.00023056-0.00087418i,0.00038374-0.00072771i,0.00093605-0.00060095i,0.0012231-0.00050924i,0.0008635+0.000302i,0.00050339+0.00077416i,0.0003878+0.00081038i,-0.00036166+0.00054516i,-0.00097641-8.2282e-05i,-0.00041681-0.00017253i,4.3803e-05+0.00019885i,-0.00028147+0.00027773i,-0.00016292-0.00024742i,4.8664e-05-1.2912e-05i,0.0003776+0.00032747i,-7.2306e-05+0.0005778i,-0.00043223+0.00096071i
-0.00074053-0.002431i,-0.0015843-0.0018329i,-0.0020928-0.00029112i,-0.0020634+0.0006645i,-0.00099799+0.00078847i,-6.0595e-07+0.0010427i,0.0002203+0.00069119i,0.0001447-0.00054556i,0.00014928-0.0011642i,-0.0002724-0.00018622i,-0.00027022+0.0004864i,0.00010428+0.00046059i,-0.00048912-4.8737e-05i,-0.00056437-0.00022651i,-0.00041814-0.00033427i,-0.00088125+9.8441e-05i,-0.0014976+0.00061393i,-0.00089215+0.00024447i,-0.00044459-0.00019824i,-9.7223e-05-0.00055497i,0.00060002-0.00051532i,0.00031996+0.00015372i,0.00015983+0.00058284i
-0.0005286-0.00064899i,-0.00014979-0.00045512i,0.00036182-0.00038175i,0.00095158-0.00080253i,0.00073098-0.00089711i,0.0002184-0.00090352i,0.00027278-0.00078639i,0.00089929-0.001278i,0.0013298-0.001085i,0.0013654-0.00031413i,0.0011145-0.00012688i,0.00071362+0.00020676i,-6.8755e-05-0.00055663i,-0.00021953-0.0014836i,-0.00015017-0.001222i,-4.2377e-05-0.00069885i,-0.00058416-0.00075465i,-0.00058662-0.00079664i,0.00050413-0.0003621i,0.00056794-0.00061815i,4.9725e-05-0.00035156i,-0.00020802+0.00029623i,-0.00032964+0.00020817i
-0.0028937+0.0015906i,-0.0029835+0.0028393i,-0.0026272+0.0032562i,-0.00059877+0.0019321i,0.00088632+0.00076897i,0.0010908-0.00063311i,0.0010282-0.0017235i,0.0014901-0.00069506i,0.0014696+0.0004422i,0.00054602+0.00015403i,1.859e-05-3.5456e-05i,-0.00043797+0.00044557i,-0.00093233+4.2036e-05i,-0.0012469-0.00066888i,-0.00085061-0.00057061i,-0.00044138-0.00012362i,-0.00018384+0.0003012i,-3.5008e-05-0.00024396i,-0.00070318-0.00078585i,-0.00066639-0.0010485i,0.00034078-0.00096864i,0.00044013-0.00024137i,-4.732e-05-0.00042262i
-0.00099597-0.0019642i,-0.0017333-0.0014186i,-0.0024112-0.00071515i,-0.002277-0.00049561i,-0.0019131-5.0779e-05i,-0.00071308+0.00080291i,0.00094593-0.00013918i,0.0013984-0.0010981i,0.001056-0.0012758i,0.0010275-0.0013573i,0.00099955-0.00073743i,0.00062574+0.0002729i,0.00016309+0.00080187i,0.00020578+0.00033289i,3.207e-05-0.00054971i,-0.00030813-0.00040649i,-0.00018818+0.0003693i,-5.5685e-05+0.00016407i,1.8352e-06-0.00027787i,0.00047587+0.00017226i,0.00051149+0.00072382i,-3.4079e-05+0.00080612i,-0.00037141+0.00013825i
0.001604-0.0016816i,0.0015303-0.0015886i,0.0022365-0.0010251i,0.0023441-0.00035335i,0.0007166-0.00015182i,0.00012337-0.00061977i,0.00052745-0.0007585i,-5.6086e-05-0.0010812i,-2.854e-05-0.00071828i,0.00031942+0.00057055i,-0.000292+0.00083341i,-0.00077964+0.00069335i,-0.00045818+0.00058713i,-0.00016063+0.0005727i,-0.00020568+0.00050595i,0.00019509+6.1352e-05i,0.00038838+6.9873e-05i,0.00027328+0.00022939i,0.00026898-0.00034341i,-2.6802e-05-0.00066242i,-0.00034668-0.00099913i,-3.1633e-05-0.00070522i,9.4239e-05+1.5511e-05i
7.4839e-05-0.00068818i,-0.00058146-0.00032872i,-0.0007589-0.00082038i,-0.0005229-0.00086778i,-0.0011439-0.00019777i,-0.0012577+0.00045817i,-0.00034297-0.00072719i,0.00064321-0.0012497i,0.00095775-0.00075729i,0.00097054-0.00048293i,0.00095638+0.0001957i,0.00022246+7.2395e-05i,0.0003459-0.00018393i,0.00066671-0.0002092i,0.00011936-1.0752e-05i,-0.00019764+0.00013146i,-0.0005947+0.00062949i,-0.00028974+0.00074087i,0.00087547-0.00044174i,0.00067057-0.0012339i,0.00018447-0.0010153i,0.00015434+0.00066752i,-3.0789e-05+0.0011826i
0.00074565-0.00017986i,0.0010773-0.0001259i,0.00063412+0.00012938i,0.00033244+0.00089454i,0.00063914+0.0008019i,0.000103+3.0724e-05i,-0.00024533-0.00078165i,-2.8767e-05-0.00076899i,-0.00017522-0.00029555i,-0.00013799-0.00024275i,-0.00014739-0.00047581i,-5.7812e-05-0.00087203i,0.00014857-0.00056906i,0.00022568-0.0001437i,0.00069946-0.00022398i,0.00060545-0.00069089i,-0.00046934-0.00016048i,-0.0013528+0.00032069i,-0.00068746+6.9769e-05i,0.00012032-0.00045386i,7.9479e-05-0.00069746i,-7.0734e-05-0.00027914i,-0.00043534+0.00012802i
-7.7974e-05+0.00037519i,0.00040773-5.9971e-05i,0.00096022-0.0001171i,0.0014487-0.00047423i,0.0004867-0.001193i,-0.00099731-0.0017681i,-0.00093602-0.0015257i,0.00043579-0.00077544i,0.0013946-0.00093826i,0.0010482-0.0010418i,0.00032786-0.00056978i,-0.00073574+3.0506e-05i,-0.00057827+0.00027455i,-0.00018854+0.00034606i,-0.0011747+0.00069213i,-0.00092914+0.00037941i,0.00017751+0.00032618i,0.00039051+0.00061615i,0.00026864+0.00038812i,7.0874e-05+2.2979e-05i,0.00052478-3.5123e-05i,0.0008727+0.00022235i,0.00062756+0.00028786i
-0.00014105+0.00011179i,-9.0434e-06+6.8032e-05i,0.00060964-0.00091616i,0.0011258-0.0019689i,0.00087346-0.0019134i,-0.00015445-0.0015528i,-0.00086576-0.001257i,-0.00042408-0.0016385i,0.00082454-0.0009676i,0.0011774-0.00018679i,0.00036183+1.5553e-05i,-0.0006152-7.6778e-06i,-0.0008033+0.00029582i,-0.00071549+0.0003514i,-0.00055681+0.00061554i,-0.00042725+0.00093703i,-0.00041628+0.00067204i,-0.0001387+0.001213i,0.00043525+0.00085991i,0.00013282-7.2228e-05i,-0.00087455-0.00035404i,-0.0010273-0.00031338i,-0.0010712-0.00016736i
-6.4669e-06+0.0014514i,0.00061473+0.0013937i,0.00090186+0.00055197i,0.0011437-0.0003337i,0.0011507-0.0012115i,0.00067885-0.0017429i,0.00056936-0.0019983i,0.00094121-0.0014833i,0.0011029-0.00045058i,0.00086966+0.00032484i,0.00057573+0.00031349i,-0.00019827-0.0004938i,-0.00054403-0.00091628i,-3.7103e-05-0.00048333i,0.00050219-0.00057382i,0.0004964-0.0004718i,-0.00053367+0.00047122i,-0.0011524+0.00084656i,-0.00062235+0.00012344i,-1.3079e-05-3.9929e-05i,-0.00024137+9.1295e-05i,-0.00018809+0.00019077i,-0.00049123+0.00074045i
0.0011371-0.00031293i,0.002738-0.00013679i,0.0032369-0.00071356i,0.0017684-0.0010328i,0.00022679-0.0016889i,-0.00097548-0.0018752i,-0.0006694-0.0018756i,0.00067489-0.0020879i,0.0011396-0.0014847i,0.00080735-0.00098439i,0.00067832-0.00051682i,0.00056301-1.9931e-05i,-0.00015392+0.00019414i,-0.0001721+0.0007547i,-0.0003168+0.00054365i,-0.00097256+0.00058388i,-0.00092242+0.00071685i,-0.00042383+0.00018847i,0.00042765+0.00022129i,0.00075289+9.7624e-05i,0.00064403-0.00030186i,0.00012319-0.00032781i,-0.00048257-0.0001342i
-0.00063103-0.00079691i,-0.0013147-0.00034603i,-0.00067165+2.9533e-05i,0.00064049+8.8259e-05i,0.00035775-0.0006651i,-0.00075852-0.0015768i,-0.00016861-0.0017384i,0.0011179-0.0014742i,0.0015668-0.0013149i,0.0013382-0.0011648i,0.0013814-0.0010077i,0.00040575-0.00016695i,-0.00037868+0.00071091i,-0.00047934+0.00043801i,-0.00053421-0.00017521i,-0.00037853+0.00028164i,-8.4402e-05+0.00031446i,-0.00015131-0.00046016i,-0.00054848-0.001569i,-0.00019944-0.0015432i,0.00026223-0.00052107i,5.9944e-07-0.00023041i,-0.0008408-0.00033619i
-0.0017829-0.00067307i,-0.0021048-0.00083562i,-0.0027893-0.0012189i,-0.0015859-0.00045451i,-0.00079302+0.00033001i,6.0756e-05+6.9331e-05i,0.00066446+3.7751e-05i,0.00039918-0.00058393i,0.00015729-0.0011135i,-4.521e-05-0.00031976i,0.00023157+0.00014574i,0.00012567-0.00060566i,-0.00043711-0.00047662i,-0.00044717+0.00014861i,-0.00038654+8.9722e-05i,-0.00023071+0.00030036i,-4.8815e-05+0.00066134i,0.00070933+0.000587i,0.00083609-0.00036907i,0.00080837-0.0010244i,0.0001976-0.00082829i,-0.0013157-0.00077865i,-0.0012067-0.00050521i
-0.0009448-0.00064876i,0.00051572-0.00084017i,0.0015531-8.2924e-05i,0.0017203+0.00029221i,0.0014799-0.00041281i,0.0013191-0.0013256i,0.00045581-0.0010235i,0.00017633-0.00049544i,0.00081977-0.00013551i,0.00092498+0.00056601i,0.00028864+0.00063939i,-1.9664e-05-9.4725e-05i,2.5179e-05+0.00053505i,0.00051517+0.00071726i,0.00083881-6.9816e-05i,0.00030775-0.0001618i,-9.7002e-05-9.4137e-05i,0.00038482+6.1147e-05i,0.00093493+0.0003136i,0.0010266+0.00018127i,0.00051056+7.9049e-05i,4.7483e-05+0.0002365i,0.00024128+0.00036644i
0.00015321-0.0019749i,-0.00040959-0.0027097i,-0.0010763-0.0022433i,-0.00021012-0.0013023i,-7.3827e-05-0.0011853i,-0.00030861-0.0013338i,0.00013959-0.000966i,0.00017033-0.0001079i,-2.0474e-05-0.00072579i,-3.8011e-05-0.0021339i,0.00051831-0.0013968i,0.00026114-0.00015566i,-0.00036894+0.00051949i,-0.00037613+0.00054018i,-0.0002619+4.0663e-05i,0.0004031-0.0003106i,0.00094264+0.00061792i,-0.00016346+0.0011781i,-0.00023791+0.00060352i,0.00055671-0.00016476i,0.00015167-0.00036404i,-3.4386e-05-0.0004853i,0.00067837-0.00039441i
-0.00028481-0.0018295i,-0.00029934-0.0014582i,-0.00028506-0.00023618i,-0.00074437-7.2653e-05i,-0.00024073-0.001282i,0.00035771-0.0014376i,0.00064275+3.9915e-05i,0.00032194+0.00063432i,-5.5423e-05-0.00026454i,0.00021299+0.00023053i,0.00058685+0.00030103i,0.0006266-0.00049566i,-9.183e-05-0.00060402i,-0.00013921-0.00056022i,0.00018827-0.00040475i,-0.00036549+3.8012e-05i,-0.00071668+0.00061817i,-0.00045505+0.0004729i,-0.00018538-0.00033381i,0.00070718-0.0010625i,0.0012437-0.00093727i,0.00099491-0.00018784i,0.00058789-0.00012228i
-0.00084006-0.001944i,-0.00065723-0.0028089i,-0.00076098-0.0035948i,-0.001306-0.0022163i,-0.0012383-0.00051923i,-0.0006733-0.00025494i,-0.00017156-0.00062023i,0.00065767-0.0011547i,0.0006857-0.0017799i,-0.00013967-0.0014308i,-0.00021782+0.00013905i,0.00034354+0.0010271i,0.00055712+0.00067316i,0.00047823-2.6531e-05i,0.00013427-0.00042919i,0.00046498-0.00023216i,0.00071828+0.00011151i,0.00063283-2.3108e-05i,0.0010492-0.00022483i,0.00061749-0.0004819i,-5.563e-05-0.00046654i,1.1681e-05+0.00016161i,0.0001383+0.00016774i
0.0027794+0.0019079i,0.0026801+0.0011893i,0.0027172-0.00010852i,0.0023688-0.0013754i,0.001625-0.0029167i,0.00013109-0.0028752i,-0.00078506-0.0015744i,9.0878e-05-0.0016173i,0.0012928-0.0013948i,0.0016106-0.00073936i,0.0010483-0.00094688i,0.00010289-0.00011996i,-0.00086448+0.00044565i,-0.0013487+0.00019213i,-0.00055412+0.00038435i,0.00065782+0.00032587i,0.001078-5.6668e-05i,-1.8661e-05-1.8601e-05i,-0.00060906-8.4684e-05i,0.00016342-0.001016i,0.00053977-0.0016671i,-0.0004849-0.00038464i,-0.0017298+0.00064438i
-0.0011187+0.00099581i,-0.00038774+0.00088865i,-0.00022979+0.0011682i,0.00023801+0.00060087i,0.001074-0.0010601i,0.00048869-0.0020066i,0.00040017-0.0008853i,0.00098842+1.487e-05i,0.0011673+1.1352e-05i,0.00081751-0.00047805i,0.00013512-0.00094303i,3.209e-05-0.00045887i,-0.00015207-0.0005874i,-0.00026738-0.00032639i,-5.1626e-05-8.8696e-05i,6.0946e-06-0.00072926i,-0.00031368-0.00012075i,-0.00035281+0.00080378i,0.00028974+0.0010193i,-2.4708e-05+0.00023752i,-0.00024644-0.00074936i,-0.00027235-0.00022891i,-0.00056499+0.00012078i
-0.00096332-0.00092928i,-0.0006783-0.0010374i,0.00042008-0.0014191i,0.0010968-0.0017855i,0.00057001-0.0013724i,-0.00066107-0.00037551i,-0.00072886+0.00011095i,0.00024878+0.00010973i,0.0010471-8.0416e-06i,0.0014243+7.8456e-05i,0.00076856-0.00067891i,0.00044024-0.0011847i,0.000397+0.00019195i,0.00041293+0.0014425i,0.00018199+0.00057512i,-7.2833e-05-0.00044292i,-0.00064124-0.0001038i,-0.00083097-9.2166e-05i,-0.00021439+0.00033855i,-0.00037613+0.00051193i,-0.00098276+0.00029047i,-0.0013017+0.00010562i,-0.0012118-0.00047297i
-0.00037619+0.0013604i,0.00082612+0.00069065i,0.0026305+0.00079951i,0.0027743+0.00073034i,0.0012573-0.00089377i,0.00066658-0.0026544i,0.00062779-0.0024998i,0.0010621-0.001295i,0.0015262-0.00071931i,0.0012718-0.00051483i,6.6388e-05-6.7968e-05i,-0.00028356+0.00019211i,-0.00028805+0.00032163i,2.433e-05+0.00013135i,0.00052574+0.00018694i,0.00012417+0.00045674i,-0.00025827+0.00041796i,-0.0007017+0.00030292i,-0.00013273+0.00024022i,0.00049017-0.00010907i,2.9791e-07-0.00023737i,-0.00037829-0.00026095i,-0.00057803-0.00027414i
0.00013051+0.00024488i,0.00077038-0.00016767i,0.0015142+0.00068349i,0.0014487+0.00057033i,0.00033637-0.00061363i,-6.4706e-05-0.00061055i,-0.00019241-0.00012451i,0.00047901-0.00019525i,0.00083293-0.000666i,-0.00011483-0.0012534i,-7.5679e-05-0.00033726i,0.000304+0.0010159i,3.2297e-05+0.0016916i,-0.00019111+0.00089077i,-0.00011884-0.00048794i,-0.00022445-0.00064297i,-0.0005561-0.00014169i,-0.00018297+1.8789e-05i,0.00040157-0.00015304i,0.00081517-0.000504i,0.00063929-0.00070325i,0.00018251+0.00040589i,-0.00022375+0.0007169i
