-0.0029124-0.00050518i,-0.0020805-0.0023784i,-0.0021753-0.0030663i,-0.0024979-0.0022025i,-0.0020361-0.00062273i,-0.0019314+0.00063261i,-0.0014769+0.0012424i,0.00056485+0.0010003i,0.0015829+0.00045976i,0.00028204-0.00019834i,-0.00045282-0.00085566i,-0.00010234-0.00088238i,-0.00068092-0.00028967i,-0.0013388+0.00079537i,-9.767e-05+0.0016558i,0.00088207+0.00092059i,0.00011147-8.9997e-05i,-0.00038053-0.00038544i,0.00043665-0.00068448i,0.0009211-0.00094764i,0.00060704-0.00050529i,-0.00027056-0.0002833i,0.00010952-0.0002357i
-0.016917-0.0089912i,-0.024515-0.024344i,-0.018338-0.035656i,0.0028178-0.024631i,0.021514-0.0050978i,0.024424+0.0024124i,0.016979-0.00035377i,0.0088784-0.0063281i,5.5105e-05-0.015113i,-0.0080536-0.020498i,-0.010538-0.015212i,-0.0090155-0.006017i,-0.0074081-0.00046556i,-0.0051912+0.0015157i,-0.0018163+0.0019492i,-0.00035116+0.0014254i,-0.0019946+0.00049079i,-0.0033596+0.0010131i,-0.0021766+0.0024639i,-0.00053512+0.002077i,0.00028839+0.00028316i,-0.00019588-0.00030703i,-0.00057809+0.00021934i
0.016347-0.0067728i,0.033715-0.0016816i,0.043184+0.0078253i,0.035479+0.010384i,0.024633+0.0054207i,0.019368-0.0011398i,0.014571-0.005686i,0.01018-0.0085751i,0.0095218-0.011579i,0.0094288-0.01425i,0.0047291-0.013872i,-0.0022248-0.0092438i,-0.0057618-0.0045885i,-0.0048954-0.0027798i,-0.002992-0.00074232i,-0.00092396+0.0018338i,0.0008798+0.002426i,0.0022935+0.0016346i,0.0028643+0.00063683i,0.0019803-0.00089597i,0.002251-0.0018809i,0.0029919-0.0014496i,0.0024149-0.00066404i
-0.0040621+0.015815i,-0.018476+0.023117i,-0.030029+0.019166i,-0.026751+0.0062897i,-0.019173-0.0052936i,-0.012398-0.010423i,-0.0052091-0.0089519i,0.0023698-0.0033245i,0.01347+5.0468e-05i,0.02211-0.0019622i,0.017261-0.008235i,0.0051111-0.011689i,-0.0018055-0.010082i,-0.0027826-0.008096i,-0.0038998-0.0056328i,-0.0067697-0.0022677i,-0.008472-0.00034756i,-0.0079291+0.00041339i,-0.0045518+0.0014335i,-0.0010808+0.00098384i,0.00015385-0.0006098i,0.00041525-0.00013771i,0.00049971+0.0014245i
-0.0012811-0.013345i,0.0033325-0.02846i,0.0071729-0.031362i,-0.0024222-0.019764i,-0.017009-0.013407i,-0.021096-0.010288i,-0.014013-0.0028745i,-0.0015891+0.006044i,0.012178+0.011176i,0.020769+0.0085353i,0.017702-0.0005437i,0.0097455-0.0065868i,0.0051873-0.0059564i,0.0035736-0.0040557i,0.002289-0.0028186i,0.0012426-0.0017489i,0.0028273-0.001816i,0.0043354-0.0024005i,0.0032383-0.0015326i,0.00099932+0.00081907i,-0.00029486+0.0015346i,-0.00032028+0.00092479i,0.00037701+0.00081211i
0.009205+0.0036426i,0.014545+0.016109i,0.0052534+0.023116i,-0.010257+0.016245i,-0.016492+0.00812i,-0.015342+0.0062355i,-0.0091927+0.0075859i,-0.0011825+0.0097866i,0.0042898+0.012479i,0.006629+0.012117i,0.0061437+0.0052837i,0.0052968-0.0012718i,0.0046354-0.0027243i,0.0037585-0.002303i,0.002252-0.0022695i,-0.00091417-0.0020512i,-0.0032428-0.00060615i,-0.0032404+9.6314e-05i,-0.0023265-0.0003356i,-0.0018435-0.00069749i,-0.0019101-0.00020425i,-0.0020112+9.7089e-05i,-0.0010996-0.00060128i
-0.014094+0.004564i,-0.024734+0.0019362i,-0.023635-0.0065177i,-0.010496-0.0088219i,-0.002237+0.00036981i,0.00030939+0.007155i,0.0012887+0.0079915i,0.00059071+0.0074717i,-0.0048509+0.0074204i,-0.0092463+0.0087261i,-0.0036751+0.0077019i,0.0041881+0.0037446i,0.0066066+0.0010946i,0.007736+0.00075812i,0.0087724-0.00090762i,0.0087888-0.0041565i,0.0083374-0.0052007i,0.0067966-0.0037911i,0.0039115-0.0024605i,0.00089172-0.00050355i,-0.0010833+0.00078652i,-0.0020545+0.00087986i,-0.0018876-9.6695e-06i
0.0043236-0.0086882i,0.013625-0.014179i,0.02436-0.0086761i,0.028329-8.1666e-05i,0.025302+0.0020002i,0.019947+0.004259i,0.013143+0.0032651i,0.002775-0.002842i,-0.011085-0.0042867i,-0.018357+0.0017208i,-0.011633+0.0071572i,-0.00050934+0.0074703i,0.002901+0.005852i,0.0015412+0.0038923i,0.0015417+0.0012233i,0.00076308-0.0010533i,-0.00087541-0.0007106i,-0.0025427-0.00031308i,-0.0032511-0.00082457i,-0.0026691-0.0005388i,-0.0020992-0.00057351i,-0.0014961-0.0014576i,-0.00078435-0.001037i
0.0037683+0.0084578i,0.0024477+0.015249i,-0.0043316+0.014595i,-0.0025977+0.0084081i,0.0078391+0.0036191i,0.010883+0.00087038i,0.0065996-0.003019i,-0.0023231-0.0081234i,-0.012294-0.010327i,-0.015102-0.0076759i,-0.0093912-0.0012324i,-0.0031819+0.0036167i,-0.0014968+0.0036732i,-0.0019899+0.0021723i,-0.000851+0.00057643i,7.3366e-05-0.00096049i,-0.00058945-0.0010872i,-0.0011871+0.00051121i,-0.00084342+0.0013159i,3.6063e-05-0.00073213i,0.00074986-0.0031138i,0.0011367-0.0025035i,0.00086591-0.00016364i
-0.0059015-0.0034498i,-0.0075688-0.010077i,-0.0025522-0.015983i,0.0021551-0.013961i,0.0022803-0.0077958i,0.0023955-0.0063446i,5.7554e-05-0.0074117i,-0.0045795-0.0083808i,-0.0057107-0.0087673i,-0.0032732-0.007766i,-0.0020868-0.0036371i,-0.0025021+0.0014276i,-0.0032993+0.0032279i,-0.0039511+0.0037027i,-0.003329+0.0045634i,-0.0031665+0.0041189i,-0.0040835+0.0031752i,-0.0036344+0.0024796i,-0.0017622+0.0013135i,7.3557e-05-0.00041001i,0.00021254-0.0019574i,-0.00052448-0.0013045i,-0.00084461+0.0013332i
0.0072126+0.0011096i,0.011739+0.0041659i,0.0099279+0.012424i,0.0003949+0.013189i,-0.0097555+0.0048655i,-0.011122-0.0014723i,-0.0072555-0.0018844i,-0.002497-0.00027343i,0.0048107-0.0019389i,0.0097144-0.006188i,0.0049404-0.0061471i,-0.0028044-0.002547i,-0.0045328+1.3542e-05i,-0.0019615+0.0016983i,0.00025235+0.0030323i,0.00053991+0.0036849i,-0.00052612+0.0035979i,1.6653e-05+0.0019971i,0.0017536+0.0003593i,0.0016754-0.0005439i,0.0016271-0.0016279i,0.0019772-0.001165i,0.0015032+4.1683e-05i
-0.0028807+0.0096916i,-0.0089058+0.010026i,-0.014893+0.0068533i,-0.015651+0.0020404i,-0.014305-0.0013311i,-0.012351-0.0021495i,-0.0056496+0.0019029i,0.0044119+0.0064141i,0.012867+0.0053048i,0.012645-0.00040433i,0.0048819-0.0044851i,-0.00045595-0.0042571i,-2.0343e-05-0.0013803i,0.0023364+0.00031935i,0.004224-0.00028797i,0.0040934-0.0016708i,0.0018871-0.003654i,0.00079969-0.0051911i,0.0013-0.0051271i,0.00096186-0.0030907i,-0.00022144-0.00056855i,-0.0013682+0.00071124i,-0.0013299+0.00062815i
-0.00024842-0.0053661i,0.0030961-0.0080116i,0.0080947-0.0098029i,0.0044913-0.0071897i,-0.0028347-0.0041367i,-0.0052947-0.0010572i,-0.00061004+0.0026643i,0.0070939+0.0033916i,0.010854+0.001683i,0.0079172+0.00094326i,0.00148+4.2709e-05i,-0.0011943-0.001704i,0.00036396-0.0014573i,0.0026566-0.00046505i,0.0044926-0.0014167i,0.0056783-0.002013i,0.0058009-0.0015253i,0.0047485-0.001395i,0.0029784-0.0012665i,0.0012565-0.00042188i,0.00084719+0.00028396i,0.00047503+0.00046348i,-0.00011157+0.0003013i
0.0023538+0.0016502i,0.002389+0.00656i,0.0014593+0.0093417i,0.0025205+0.0038989i,0.0051172+0.0011426i,0.005351+0.0031288i,0.0055631+0.0028434i,0.0054855-0.00062495i,0.0013423-0.0015133i,-0.0034847+0.00040212i,-0.004655-3.3973e-05i,-0.0030321-0.0023937i,-0.0015837-0.0030293i,-0.0001669-0.0023253i,0.00063873-0.0029148i,-0.00024117-0.0041049i,-0.0016646-0.00495i,-0.0020051-0.0042755i,-0.0015709-0.0020846i,-0.00070734-0.0013609i,-7.1747e-05-0.0010922i,-0.00092714-0.0010192i,-0.00073263-0.0010764i
-0.00071493+0.0037987i,-0.0036719-0.00034081i,-0.00074966-0.0053538i,0.007015-0.0079014i,0.011105-0.0055785i,0.0096264-0.0018465i,0.004127-0.0023827i,-0.0039851-0.0058431i,-0.011376-0.0054412i,-0.011997-0.0018151i,-0.0063637-0.0014092i,-0.0021962-0.0033129i,-0.0018077-0.0026874i,-0.0020723-7.7673e-05i,-0.0010215+0.0017476i,0.00070057+0.0023716i,0.0016869+0.0032757i,0.00091615+0.0044458i,0.00081686+0.0040859i,0.0014005+0.0018298i,0.00070205-0.0011054i,-0.00023327-0.0025089i,-0.00046154-0.0022302i
0.00072444-0.00052581i,0.005624-0.00099827i,0.0088547+0.0034085i,0.0073089+0.0077894i,0.0063042+0.0058253i,0.0047354+0.0015533i,-0.00099491-0.0018936i,-0.0091631-0.0040018i,-0.014859-0.0047543i,-0.013031-0.00499i,-0.0066676-0.0042355i,-0.0037729-0.0029977i,-0.0044356-0.0015325i,-0.0054705+0.0014634i,-0.0052381+0.0035949i,-0.004952+0.0038013i,-0.0050493+0.0036331i,-0.0040399+0.0029707i,-0.0025136+0.0012917i,-0.0010462-0.00074457i,0.000418-0.0015185i,0.00096721-0.0011214i,0.00054037+2.677e-05i
0.00030439+0.0059743i,-0.0012789+0.0096376i,-0.0048235+0.0089602i,-0.0059154+0.0050961i,-0.0037426+0.0045125i,-0.0018421+0.0032482i,-0.0031246+0.0022392i,-0.0056805+0.0023323i,-0.005503-0.00016411i,-0.0029634-0.0040927i,-0.0012054-0.0055576i,-0.0015336-0.0051194i,-0.002618-0.0038299i,-0.0028127-0.00084971i,-0.0018397+0.0018179i,-0.001125+0.0028087i,-0.0010318+0.0030733i,-0.00082186+0.0019765i,0.00024663-0.00016065i,0.00043333-0.00098353i,-0.00011639-0.00095038i,-0.0005248-0.00075178i,-0.00082701+0.00028629i
-0.0046942+0.0012858i,-0.0058819-0.0002441i,-0.0037411-0.00080657i,-0.0018706+0.00038361i,-0.0040136+0.0017423i,-0.0040198+0.00072314i,-2.2338e-05+0.00071099i,0.0043534+0.0028866i,0.0086196+0.00022719i,0.010201-0.0049385i,0.0070498-0.0062457i,0.0040218-0.0046259i,0.002152-0.0031219i,0.00078341-0.0018879i,0.00047756-0.0013633i,0.00022605-0.0021654i,-0.0010397-0.0030855i,-0.0018594-0.0029927i,-0.0012566-0.0016749i,-0.00031076-0.00039762i,0.00011283-0.00018955i,0.0006321-0.00029116i,0.00061303+0.00013353i
-0.0009436-0.0020997i,0.00024495-0.0015252i,-0.0022259+0.0020697i,-0.0048349+0.0030228i,-0.0054116-0.00055197i,-0.0046243-0.0016493i,0.00076386-0.00044206i,0.010962-0.00033016i,0.017835-0.0026818i,0.016196-0.0043368i,0.0097782-0.0032506i,0.0051133-0.0030907i,0.0036841-0.0045695i,0.0031043-0.0056451i,0.0027725-0.0064677i,0.0025229-0.0066135i,0.0011057-0.005337i,-0.00033089-0.0041635i,-0.00052116-0.003104i,-0.00032998-0.0011684i,-0.00030029+0.00065518i,-0.00025999+0.0019667i,0.00070331+0.0020209i
0.00019533+0.0019483i,-0.00026039+0.0023718i,-0.0017627-0.0019105i,-0.0017838-0.0055512i,-0.0014852-0.0055903i,-0.001684-0.0040247i,0.0019561-0.0027009i,0.0087836-0.0040232i,0.013357-0.0045098i,0.01284-0.0017442i,0.0092083+0.00032713i,0.0067721-0.00057106i,0.0061149-0.0028368i,0.0058111-0.0051592i,0.0049085-0.0068837i,0.0026872-0.0076311i,0.001185-0.0072683i,0.0019845-0.0045588i,0.0024197-0.00098701i,0.0011687+0.00063905i,0.00048087+0.00010529i,-0.00019142-0.00036054i,-0.00085595+7.3461e-05i
-0.0043338+0.00011199i,-0.0044253-0.00082687i,-0.0011733-0.0016315i,0.0012252-0.0025905i,0.0011281-0.00036142i,0.00034018+0.0021524i,0.00058115+0.00020738i,0.00038211-0.0029238i,-0.0013225-0.001416i,-0.0017265+0.0035972i,-0.00024761+0.0050798i,0.002049+0.0032153i,0.0040708+0.00074205i,0.0041721-0.00078506i,0.0027267-0.0017304i,0.0015555-0.0011692i,5.4904e-05+0.00071237i,-0.0012359+0.0021285i,-0.00072541+0.0016967i,0.0007119+0.00025542i,0.0010663-0.00079498i,0.00095419-0.0012544i,0.001061-0.0010665i
0.0012547+0.0031389i,0.0020117+0.0034902i,0.0020021+0.0044673i,0.0018411+0.002626i,0.0024232+0.0022325i,0.0027805+0.0036804i,0.00013702+0.0034352i,-0.006733+0.0026835i,-0.012517+0.0044374i,-0.012246+0.0064839i,-0.0064094+0.0052031i,-0.00069016+0.0032699i,0.0013628+0.0026901i,0.001607+0.0031432i,0.0018758+0.0023165i,0.0019226+0.0014228i,0.0020609+0.00060851i,0.0024488-0.00082334i,0.0017622-0.0013295i,0.00023747-0.0012929i,-0.0012702-0.0013683i,-0.0017778-0.0016939i,-0.00065441-0.0019491i
-0.000371+0.0023585i,-0.00018322+0.0017701i,0.0006263+0.00087534i,0.0028382+0.0017106i,0.0045953+0.0030672i,0.004031+0.0034445i,-0.00021573+0.0038279i,-0.0076296+0.0064756i,-0.01364+0.0088963i,-0.013209+0.007409i,-0.0079739+0.0049282i,-0.0043014+0.0042733i,-0.0023813+0.0043502i,-5.1016e-05+0.0051743i,0.0020556+0.006406i,0.003295+0.0065224i,0.0022086+0.004847i,0.00021527+0.0029021i,-0.00055265+0.00099639i,-0.00086785-0.00069196i,-0.00077861-0.0020193i,-0.00060626-0.0026681i,-0.0010448-0.0022025i
-0.00094277-0.0030169i,-0.0001748-0.0030025i,0.00018907-0.001654i,0.00034145+0.0015183i,0.0015148+0.0028959i,0.0028735+0.0018467i,0.0022946+0.0024043i,-0.0013515+0.0042404i,-0.0051962+0.0032755i,-0.0063329+0.00033049i,-0.0055343-8.2042e-05i,-0.0050004+0.0019227i,-0.0036124+0.003715i,-0.0010476+0.0049076i,0.00093027+0.0048233i,0.0013999+0.0027525i,0.00096554+3.9444e-05i,-9.9003e-05-0.0010999i,-0.0005478-0.0014894i,-0.00040201-0.0015312i,-0.00014091-0.0010556i,-0.00026878-0.00055892i,-0.00032068+0.00064486i
-0.00062533-0.00056446i,-0.00041762-0.00075291i,-0.00061161-0.0011632i,-0.00029069-0.0016848i,-0.0017598-0.0015752i,-0.0020266-0.0023616i,0.00089733-0.0027108i,0.0049733-0.002926i,0.0059532-0.0050561i,0.0027446-0.00707i,-0.0014683-0.0054766i,-0.0040658-0.0021605i,-0.0044139+0.00047824i,-0.0024216+0.0015645i,-0.00028534+0.00086836i,0.00049862+0.0001844i,0.00041567-0.0004489i,0.00034293-0.00085909i,0.00018202-0.00080775i,-9.2353e-05-0.00061797i,0.00025601-0.00093986i,0.0004947-0.00045552i,4.2926e-05+0.0011223i
-0.0013056+0.0022356i,-0.0023694+0.0021354i,-0.0023587+0.0029787i,-0.0024637+0.00088197i,-0.0044595-0.0031002i,-0.0048522-0.0045461i,-0.00039811-0.0052045i,0.0055983-0.008783i,0.0089605-0.01311i,0.0077721-0.013801i,0.0030372-0.0094942i,-0.0015417-0.0049763i,-0.0028639-0.0029235i,-0.0018688-0.0019534i,-0.0018596-0.002059i,-0.0021666-0.0025029i,-0.0020086-0.0018943i,-0.0013304-0.0012422i,-0.0001313-0.00043483i,0.0010825+0.00045313i,0.0013113+0.00051334i,0.0015219-1.4134e-05i,0.002346-0.00053085i
-0.00063531-0.00074171i,-0.00018607-0.00086563i,-0.0025654-0.0017485i,-0.0065131-0.0029432i,-0.0079951-0.002712i,-0.0082198-0.0018479i,-0.0051835-0.0027092i,0.00068267-0.00702i,0.0059675-0.012546i,0.0067343-0.012382i,0.0027535-0.0084905i,-0.00058668-0.006478i,-0.0016914-0.0049196i,-0.0027671-0.0031455i,-0.0027859-0.0025062i,-0.0023061-0.0018593i,-0.0021261-0.0014578i,-0.0015925-0.0015663i,0.00029706-0.0014474i,0.0020018-0.00061941i,0.0017947+4.9319e-05i,0.00019908-0.00073292i,-0.0001323-0.0013209i
0.0015425+2.516e-05i,0.0013561+0.00067405i,0.00092451-0.00049708i,0.00031802-0.00060901i,-0.00065216+0.001981i,-0.0014566+0.0036974i,-0.0019672+0.0026683i,-0.0022402-0.0008246i,-0.0010268-0.0023369i,0.00097956-0.0020152i,0.0016567-0.0034062i,0.0014636-0.0049967i,0.00034126-0.0051495i,-0.00087526-0.0035832i,-0.0013037-0.0013431i,-0.002388-0.00084188i,-0.0022114-0.0013587i,-0.00059189-0.00087101i,0.0003289-5.3855e-06i,0.00060103-0.00042262i,0.00097897-0.001059i,0.00064208-0.00075996i,-8.286e-05-0.0013196i
-0.0021389-0.00018596i,-0.0039876+0.00018912i,-0.0028757+0.0012935i,0.00095549+0.0039098i,0.0031986+0.0066168i,0.0050188+0.0075762i,0.0040515+0.0055856i,0.0002302+0.0057084i,-0.0015311+0.0077223i,-0.00084555+0.0069267i,-0.00028905+0.0024755i,0.00084361-0.0015119i,0.0013177-0.0033624i,0.0001881-0.0025858i,-0.00088726-9.9114e-05i,-0.00095258+0.00072808i,-0.00025468-0.00015648i,-7.9161e-05-0.00070699i,-0.00098394-0.0010222i,-0.0010809-0.00094854i,-0.00045514-0.00045399i,-0.00018583-0.00030173i,-0.00022822-0.00021319i
0.00048563-0.00074063i,0.00166-0.00099091i,0.00087321-0.0013839i,0.0021185-0.00095024i,0.0061528-0.00059097i,0.0080998+9.127e-05i,0.0066574+0.0024589i,0.0035793+0.0065126i,0.0015604+0.010785i,0.0011366+0.0094971i,0.0022997+0.0037371i,0.002856-4.8822e-05i,0.0031604-0.0011867i,0.0031972-0.0004427i,0.0025342+0.00048632i,0.0026892-0.00010079i,0.0027002-0.00030399i,0.0014119+0.0003611i,-8.5701e-05+0.0009455i,-0.0011675+0.00089258i,-0.0013255+0.00010622i,-0.00079932-9.8049e-05i,-0.00042142+0.00060762i
0.0015406-0.0014969i,0.0025141-0.00022511i,0.0026431-0.00050376i,0.0020347-0.0018357i,0.0014357-0.0037526i,0.0015865-0.0051014i,0.0025332-0.0032213i,0.0034395+0.0011108i,0.0031235+0.0047805i,0.0020012+0.0050196i,0.002761+0.0031999i,0.0036055+0.0013977i,0.0035438+0.00066893i,0.0031787+0.00067501i,0.0027195-0.00049568i,0.0028601-0.0012813i,0.0022149-0.0006133i,0.00031728-0.00012391i,-0.00081535-0.00034353i,-0.00086815-0.0005419i,-0.00085211-0.00038606i,-0.00099637+9.3691e-05i,-0.00092213+0.0002467i
0.0018518-0.00070327i,0.0014143+0.0004722i,0.0017507-0.00054137i,0.00028142-0.0025035i,-0.0036511-0.0041966i,-0.0052349-0.005042i,-0.003153-0.0041248i,-0.00094369-0.0041716i,-0.00074324-0.0047858i,-0.00091944-0.0034735i,-0.00042951-0.0016002i,-0.00010437-0.00024438i,0.00063331-8.3046e-05i,0.0020205-0.0005299i,0.0024067-0.00096577i,0.001288-0.0011346i,0.00087665-0.0013567i,0.00045408-0.0015391i,-0.00016106-0.00071123i,-0.00048844+0.00046938i,-0.00094456+0.0007033i,-0.00049097-0.00020297i,-4.8523e-06-0.00093407i
0.0024461+0.0012508i,0.0036424+0.00020738i,0.0028392-0.00039906i,-0.0012822-0.0011689i,-0.0061587-0.0014854i,-0.0082905-0.0013934i,-0.0064828-0.003022i,-0.0033944-0.0065684i,-0.0020966-0.0090572i,-0.0018928-0.0074742i,-0.001204-0.0035699i,-0.00077162-0.00090806i,-0.0001116+0.00073355i,0.00078784+0.00039631i,0.001346-0.0011396i,-0.00016276-0.00075898i,-0.0016056-0.00060448i,-0.00076002-0.00054802i,-0.00030603-3.2595e-05i,8.8241e-05+0.00011218i,0.00024075-0.00028958i,-0.00077189-0.0010065i,-0.0006821-0.0013763i
0.00058663+0.0030963i,9.6654e-05+0.0035755i,-0.00050207+0.0041352i,-0.0026353+0.0035423i,-0.0041888+0.0025904i,-0.00475+0.0033806i,-0.0033741+0.0030189i,-0.001851-0.0016691i,-0.0028386-0.0069188i,-0.0040256-0.0069109i,-0.0046737-0.0028606i,-0.0042753-0.00038142i,-0.0024933+3.1909e-06i,-0.0022959+0.00021958i,-0.0016179+0.0002123i,-0.00095664-0.00019779i,-0.0015919-0.00085918i,-0.0015217-0.0010181i,-0.0010909-0.00091782i,-0.00039549-0.001077i,0.00044032-0.0012388i,0.00068359-0.00080982i,0.00011684-2.9666e-05i
-0.0025613-0.0061542i,-0.0028143-0.0078176i,-0.0033801-0.0082757i,-0.0035154-0.0040668i,-0.0026405+0.0013129i,-0.00081344+0.0041708i,0.00099871+0.0031434i,0.00050034+7.8415e-05i,-0.00093379-0.003113i,-0.0027076-0.0036608i,-0.004958-0.001714i,-0.0058376-0.00097802i,-0.005727-0.00096306i,-0.0041215-1.7491e-05i,-0.001897+0.0015296i,-0.0011499+0.0014225i,-0.00097121+0.00040336i,-0.00077486-5.8563e-05i,-0.00055689-0.00040736i,-0.00053583-0.00086647i,-0.00075403-0.0013152i,-0.00066285-0.00098252i,-0.00010677-0.00016965i
0.0010085+0.00094378i,0.0024822+0.0017464i,0.0045697+0.0022788i,0.00707+0.0020185i,0.0080023+0.0027357i,0.0077121+0.0027751i,0.0061234+0.0022395i,0.0043142+0.0024966i,0.0034168+0.0028974i,0.0019168+0.0022858i,-0.00032176+0.00024204i,-0.0020229-0.0012686i,-0.0032967-0.0008377i,-0.0028229+0.00023549i,-0.00099157+0.0009022i,0.0005196+0.00069537i,0.00080495+0.00043349i,0.00046844+0.0004526i,-0.00018248+0.0007345i,-0.00034753+0.0007642i,-4.325e-07-0.00013415i,6.6212e-05-0.00033394i,3.049e-05+0.00062866i
0.0018024+0.0014526i,0.0010769+0.0021724i,0.0025826+0.002886i,0.0053355+0.001531i,0.0067398-0.0022263i,0.006633-0.0040289i,0.0057723-0.002805i,0.0057576-0.00025923i,0.0059966+0.0028063i,0.0044056+0.0022616i,0.0023867-0.0014013i,0.00094552-0.0029384i,-5.191e-05-0.00090056i,-3.4936e-05+0.00070265i,0.0014448+0.00059993i,0.0027569+0.00010415i,0.0025262-0.00012757i,0.0014861+5.5962e-05i,0.0011723+0.00022625i,0.00085145+0.00018538i,-0.00051795+0.00031705i,-0.00043459+0.00052634i,-5.6383e-05+0.00025006i
0.0044384-0.00030867i,0.003197-0.0019026i,0.0032926-0.0026958i,0.0038258-0.0039695i,0.0020138-0.0067502i,-0.00083692-0.0070274i,-0.0016455-0.0036404i,0.00034223-0.00052695i,0.0029669+0.0010253i,0.0039216-0.00053832i,0.0043537-0.0039633i,0.0034196-0.0044839i,0.0023908-0.0027159i,0.0028602-0.0014248i,0.0016016-0.0011551i,0.00043112-0.0012494i,0.0011261-0.0012421i,0.0016726-0.00053435i,0.001674+0.00015439i,0.0018212-0.00025847i,0.0010758-0.00038375i,-0.00021822-0.00062277i,-0.00055853-0.00023441i
0.00090592+0.0010854i,0.001116+0.0017698i,0.00070272+0.0022144i,-0.0027209+0.0010797i,-0.0075846-0.00064425i,-0.0088441-0.0011282i,-0.0061243-0.00019539i,-0.0026041-4.6446e-05i,-0.0010468-0.00066234i,0.00014904-0.0016387i,0.0021382-0.0020087i,0.0022536-0.0020038i,0.001321-0.0024045i,0.0013249-0.002383i,0.0016541-0.0020042i,0.00089458-0.0010784i,-0.00025514-0.00075721i,-0.00032641-0.0011381i,7.9666e-05-0.00082173i,0.00022894-0.00075327i,-0.00013607-0.00054376i,-0.0010381-0.0001653i,-0.0014137+0.00017319i
-0.0015242+0.0022053i,-0.0026762+0.0024418i,-0.0043713+0.0017671i,-0.0055087+0.0013144i,-0.0070783+0.0023219i,-0.0072265+0.0038454i,-0.005727+0.0035126i,-0.0043815+0.00029366i,-0.0036308-0.0030354i,-0.002195-0.0032604i,-8.5484e-05-0.0020748i,0.0015756-0.0012828i,0.00065286-0.00096043i,-0.00025268-0.0015664i,0.00012598-0.001486i,-0.0010107-0.00059213i,-0.0020041-9.2396e-05i,-0.0019658-4.4468e-05i,-0.0014353-0.00033223i,-0.00068156+9.9169e-05i,-0.0014296-0.00033655i,-0.0023184-0.0015473i,-0.0013478-0.0013302i
2.0381e-05+0.0045117i,0.00075893+0.003024i,0.0010262+0.0027419i,0.0012036+0.0023896i,0.001075+0.0024528i,0.0003664+0.0032894i,-2.8754e-05+0.0026139i,-0.0008178+1.6158e-06i,-0.0021759-0.0024768i,-0.0025823-0.0022361i,-0.0016869+0.00074168i,-0.00028796+0.0019606i,-6.7226e-05+0.00057012i,-0.00078042-9.2217e-05i,-0.00072447+0.00063696i,-0.00082043+0.00026032i,-0.0019405-1.0151e-05i,-0.0020092+0.00093916i,-0.0010744+0.0010211i,-0.00039675+0.00012753i,0.0002922-0.0010774i,0.00081319-0.0019072i,0.00079365-0.0014281i
0.0016888+0.0016391i,0.0018168+0.003183i,0.0027563+0.0028648i,0.0043662+0.0019877i,0.0055662+0.0014944i,0.0059505+0.00085044i,0.0054972+0.0011557i,0.0038429-0.00063234i,0.00070576-0.0026721i,-0.0018469-0.0020102i,-0.0028723+0.00076321i,-0.0019898+0.0023835i,-0.0016176+0.001693i,-0.0019565+0.00084658i,-0.00034322+0.0001103i,0.00073354-0.0001675i,-0.00036662+3.7466e-05i,-0.0008083-2.7004e-05i,-0.00048271-0.00026914i,-5.8576e-05-0.00052117i,0.00025893-0.00056205i,0.00048723-0.001029i,0.0010629-0.0011568i
0.0020596-0.0010204i,0.0026087-0.0022893i,0.0028924-0.0037376i,0.0038084-0.0030941i,0.0054589-0.0023154i,0.0057488-0.0029344i,0.0050292-0.0028514i,0.0050177-0.0020513i,0.0042643-0.0025338i,0.0015696-0.0024495i,-0.0015425-0.00109i,-0.0024851-0.00033149i,-0.001165+0.00034252i,-0.0004015+0.0012377i,5.523e-05+0.00078805i,0.00060146-0.00042569i,0.0017309-0.00064081i,0.0025888-0.00024162i,0.0023273-0.00054464i,0.0010535-0.00098428i,-0.00018493-0.00061786i,-0.0010428-0.00015374i,-0.00098772-0.00034549i
0.0019579+0.0011091i,0.0031419+0.00038713i,0.0043242+0.00064444i,0.0036348-0.00086528i,0.0025863-0.0033157i,0.0014611-0.004318i,0.0010199-0.00399i,0.0017856-0.0022644i,0.0030712-0.00097535i,0.0024454-0.0019312i,-0.0001937-0.003776i,-0.0015985-0.0034126i,-0.00039564-0.0012262i,0.0014134-0.00086494i,0.0017357-0.0012802i,0.0017397-0.001117i,0.0016048-0.0011867i,0.0008701-0.0016947i,0.00048558-0.0013759i,-0.00019708-0.00058434i,-0.00043044-0.00026075i,0.00012454-0.00011046i,0.00053023+0.00010402i
-0.0013418+0.0023437i,-0.0013122+0.0023321i,-0.0019948+0.0021287i,-0.0034253+0.00135i,-0.0051183-0.0010783i,-0.0055119-0.002894i,-0.003928-0.0019808i,-0.0011611+2.7385e-05i,0.0017022+0.0012863i,0.0025317-0.00079868i,0.0013758-0.0040278i,-0.00033689-0.0048907i,-0.00070809-0.0031342i,5.3408e-05-0.0018835i,0.00075551-0.0016287i,0.00078219-0.0013284i,0.0012827-0.0020513i,0.001608-0.0027008i,0.00080254-0.0020986i,0.00066714-0.0012819i,0.00047515-0.00080976i,-0.00010352-0.00036363i,0.00016789+0.00019776i
