0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
-0.0014942+0.00083159i,-0.001512-0.00042647i,-0.00055146-0.00071012i,0.00078983-7.7107e-05i,0.0013545+4.3166e-05i,0.0022915+0.00040038i,0.0019868+0.00025709i,0.0012204+0.00025087i,0.00078054+0.00057063i,0.0004873+0.00015679i,0.00093223+0.00010355i,0.00099101+0.0011539i,0.00089986+0.0014874i,0.00097391+0.00085429i,0.00044277+0.00023108i,-9.5176e-05+0.00045874i,-4.1582e-05+0.0012404i,0.00020238+0.0010642i,0.00075202+0.00061374i,0.0011782+0.00055279i,0.00096715+0.00016063i,0.00011176+0.00035876i,-0.0002395+0.00044989i
-0.00054824-0.00042214i,9.8565e-06-0.00039665i,-0.00017315-0.00073661i,-0.00050516-0.00084163i,-0.00031497+5.2777e-05i,0.00013511+0.00050123i,-0.00022425+0.00034223i,-0.00057667+0.00045099i,-0.00057665+0.00067291i,-0.0003254+0.00043207i,4.0344e-05-0.00052952i,0.00034275-0.00021038i,0.000118+0.00010177i,0.0006802-0.00051746i,0.0011219+8.7439e-06i,0.00096869+0.00091512i,-7.4238e-05+0.0012564i,-0.0006488+0.0013312i,-0.00012474+0.0011481i,-0.00019573+0.0011491i,-0.0001952+0.0010417i,0.00028785+0.00044871i,0.00090329+0.0003323i
0.0004933+0.0012778i,0.0011778+0.0015408i,0.0017214+0.0016432i,0.0028939+0.0029454i,0.0036158+0.0030398i,0.0027011+0.0014852i,0.0012197+0.0010859i,0.00056847+0.0018811i,0.0012939+0.0022428i,0.0015667+0.0010733i,0.00035851-0.00038248i,-0.0005766-0.00024321i,-3.0029e-05+0.00014878i,0.00018025+0.00052991i,0.00013721+0.0010721i,-9.9717e-05+0.0010775i,-0.00070447+0.0010122i,-0.00077246+0.0010438i,-0.00010796+0.00097487i,0.00075308+0.00080271i,0.00064454+0.00034015i,0.00019943-0.00021278i,2.8337e-05-0.00046149i
0.0011869-0.0011536i,0.0011848-0.00084093i,0.00080593-0.0012285i,0.00064173-0.00093412i,-1.2514e-05-0.00046085i,-0.00022177-0.00023776i,0.00035961+0.00022394i,0.0002207+0.00072752i,0.00047602+0.00099877i,0.00097655+0.00080841i,0.00033664+0.00013148i,-0.00017389+0.00013769i,-0.00023442+0.00098557i,0.00026228+0.00086622i,0.00033537+0.00036764i,-4.1342e-05+1.3547e-05i,4.3895e-05-0.00017707i,0.00056172-3.2776e-05i,0.00083237+0.00039883i,0.00028578+0.00025529i,-3.651e-05-0.00070715i,-4.9918e-05-0.00082225i,-0.00032451-0.00075474i
-0.00059828+0.001075i,-0.00030247+0.0014649i,0.00091899+0.0013376i,0.0011459+0.0015602i,0.0013733+0.0012126i,0.0014982-0.00030067i,0.0010996-0.0010033i,0.0006064-8.0695e-05i,0.0007086+0.00050306i,0.0010567-0.00026002i,0.00026512-0.00030904i,-0.00025386-0.00057103i,-0.00057371-0.00020626i,-0.00090194+0.0009184i,-0.00073627+0.0012617i,-0.00051239+0.0010813i,-0.00035838+0.00084814i,-0.00058458+0.00086967i,-0.00067156+0.0012375i,-0.00051148+0.0011643i,-0.0011541+0.00056847i,-0.0017214-0.00058706i,-0.0004426-0.0010266i
0.00067282+0.0013769i,0.00068777+0.0010801i,0.00080036+0.00088947i,0.0014972+0.0004461i,0.0013203+0.00054854i,-8.7214e-05+0.00073343i,-0.0011413+0.0011308i,-0.00094317+0.00018974i,-0.00032132-0.001009i,-7.3958e-05-0.00018145i,-0.00018337+0.00040746i,-0.00036998+4.9253e-06i,-0.00053681+0.0010637i,-0.00040524+0.0023072i,3.818e-05+0.001912i,-0.00020026+0.0010362i,-0.00022368+0.0010332i,-0.000295+0.0009581i,-0.00074459+0.00061415i,-0.00064487+0.00015086i,-0.0001231+0.00017488i,3.0554e-05-3.4934e-05i,-8.2634e-05-0.00043939i
0.00024169-0.001133i,-8.3644e-05-0.0017579i,-0.00016116-0.0021596i,3.8401e-05-0.0012379i,-0.00050511-7.0863e-05i,0.00042473+0.00073852i,0.0017513+0.00093829i,0.0015872+0.00098062i,0.00055107+0.00070547i,0.0004218+0.0006836i,0.00097341+0.00062089i,0.00099717+0.0001633i,0.0011076-0.0001555i,0.00082057+0.00035162i,-0.00054564+0.00015266i,-0.00088164-0.00048301i,-0.00014662+0.00032126i,-0.0005145+0.00071017i,-7.7524e-05+0.00014125i,0.00098279-0.00045854i,0.00082492+7.0147e-05i,-0.00023967+0.00086748i,-0.00033321+9.3962e-05i
0.0014176-0.0018726i,0.00074901-0.00059215i,0.0003091-0.0006369i,-0.00028843-0.0014719i,-0.0007441-0.00051622i,-0.0004501+0.00068152i,0.00020512+0.0013456i,0.00055323+0.0015545i,0.00082361+0.0010217i,0.00063301+0.00044399i,0.00034738+0.00080266i,-0.0001844+0.0013507i,-0.00066814+0.0013407i,0.00033211+0.0016591i,0.0011765+0.0015056i,0.00080419+0.0010107i,0.00046048+0.00097705i,0.0008985+0.0013627i,0.00037105+0.0015158i,-0.00039169+0.00062581i,-0.00062169-0.00046401i,-0.00069674-0.00086739i,-0.00055224-0.00043946i
0.0021817-2.3257e-05i,0.001874+0.0002917i,0.0020913-0.00031446i,0.0023529-0.0021379i,0.0017618-0.0022433i,0.00042428-0.0007459i,-0.0005175-0.00034108i,-0.00051748-6.4483e-05i,0.0001964+0.00054292i,-0.00034631+3.4167e-05i,-0.0013998-0.00058031i,-0.00096737+0.00032544i,4.1563e-05+0.0013253i,0.00027948+0.0012622i,-0.00019269+0.00084323i,0.00028925+0.00091141i,0.0011076+0.00077883i,0.00086136+0.00039399i,-9.5273e-06+0.00042568i,-0.000276+0.00076328i,-0.00019579+0.00054257i,0.00027009-9.2349e-05i,0.00072353-6.7328e-05i
0.00027573-0.0016056i,0.00059775-0.0027359i,-0.00058201-0.0031744i,-0.00095992-0.0013541i,0.00045042+0.0010237i,0.00048405+0.0013955i,-0.00032305+0.0016838i,-0.00031682+0.0020294i,0.00017461+0.00089607i,0.00081012-1.7905e-05i,0.00027183-0.00053389i,-0.00012992-0.00099484i,0.0002431-0.00052077i,0.00031949+0.00033524i,0.00010229+0.0010564i,-0.00016926+0.0011644i,-0.00033138+0.00068139i,0.00043127+0.00035702i,0.00030381-0.00011532i,-3.2703e-05-0.000263i,-0.00033963+0.00020412i,-0.00037037+0.00022326i,-0.00059896-8.3097e-05i
-0.00074051-0.00061465i,-0.00051878-0.00078815i,0.0006481+0.00085722i,0.0010288+0.0021174i,0.0012997+0.0017146i,0.0012263+0.0011815i,-0.0003302+0.00026222i,-0.0012933-0.0002318i,-0.00050558+0.0003081i,-1.4831e-05+0.00027129i,-0.00041173+0.00011027i,0.00032377+0.00030464i,0.00027219-0.00053484i,-5.1338e-05-0.00096912i,0.00035154+7.5158e-05i,0.00053657+0.0007446i,0.00042176+0.00043717i,-5.8706e-07+0.00024388i,0.00016878+0.0004845i,0.00083083+0.00078125i,0.00071131+0.00081857i,0.00037505-7.1932e-05i,0.00032252-0.00097057i
-0.0014689+0.0006214i,-0.0016563+0.00040832i,-0.00069059+0.00041741i,-0.00025061+0.00087648i,0.00048402+0.0013804i,0.0010958+0.0017125i,0.00039386+0.001785i,-0.0002054+0.0014851i,0.00042549+0.00072555i,0.0015249-2.4688e-05i,0.0017539-0.00042597i,0.0012283+0.00010358i,0.00060901-0.00018187i,0.00020414-0.00052912i,-0.00029829-0.00037684i,0.00024857+0.0001245i,0.00090583+0.00066973i,0.00074063+0.00051045i,5.652e-05+0.00073481i,-0.00044604+0.00057931i,-0.00038716+0.00064368i,-0.00043923+0.0011845i,8.1549e-05+0.00083415i
0.00019504-0.0027986i,-0.0005044-0.0036086i,-0.00083215-0.00381i,-0.000165-0.0015497i,0.00058055+0.00092818i,0.00058803+0.0013805i,0.00039527+0.0011598i,0.00026325+0.0014068i,0.0005126+0.0013724i,0.00060032+0.00091826i,0.00033204+0.00044251i,0.0011586+2.388e-05i,0.0014358+5.6773e-05i,0.00037297+0.0002098i,-0.00053541-0.00014882i,-0.00027227+0.00019917i,0.00010208+0.00049148i,-0.00028331+0.00081849i,-0.00045012+0.0012585i,-0.00022328+0.0013149i,-0.0001638+0.00044084i,2.4409e-05-0.00027501i,0.00053381-0.0012349i
-0.00052458-0.002608i,-0.00070217-0.0019014i,-0.0008705-0.00092307i,-0.00043624+0.00090139i,0.00082991+0.0022316i,0.001336+0.0021601i,0.00026845+0.0015701i,-0.00044019+0.00071522i,-0.00025342+0.00038939i,0.00019089+0.00012262i,0.00040225-0.00011636i,0.00049776-0.00026963i,0.0001626+4.072e-05i,-0.00061495-0.00024011i,-0.00071484-0.00076775i,-0.00079532-0.00049194i,-0.0012246+0.00082311i,-0.00083036+0.0020012i,-0.00038815+0.0018228i,-4.2802e-05+0.0016866i,0.0009308+0.00081999i,0.00066337-0.00016925i,-0.00019658-0.00017526i
0.00019139-0.0018011i,7.9467e-05-0.00093344i,-0.00077954-0.0013299i,-0.0011888-0.00084225i,-0.00088369+0.001065i,-0.00014223+0.0023653i,-0.00022666+0.0025817i,-0.0004845+0.0020389i,-0.00025546+0.0012186i,-0.0005599+0.00081474i,-0.00083754+0.00096173i,-0.00036528+0.00084871i,-0.00049374+0.00084612i,-0.0007052+0.00037417i,-0.00025471+0.0005729i,0.00035432+0.001374i,0.0006131+0.0012763i,0.00017602+0.00058127i,-2.4776e-06+0.00036297i,0.00021624+1.1329e-05i,0.00031679-0.00073126i,0.00014436-0.0010891i,0.00031917-0.00077292i
-0.001839-0.00234i,-0.0027506-0.0017307i,-0.003009-0.0020148i,-0.0017089-0.00073797i,-0.00098698+0.001331i,-0.0002281+0.0014609i,0.00022108+0.00046181i,9.5268e-05+0.00010564i,0.00094531+0.0006029i,0.0018629+0.0012247i,0.0016659+0.0015824i,0.0013757+0.001304i,0.0014941+0.00096434i,0.0010552+1.124e-05i,0.00052402-0.00097295i,0.00026338-0.00092276i,-3.7859e-05-0.00059978i,4.2857e-05-2.4912e-05i,0.00049128+0.0001796i,7.5043e-05+6.5726e-05i,-0.00044353-0.00011092i,-0.00054806+6.6821e-06i,-0.00075303-0.00024966i
-0.0014793-0.00051548i,-0.0017688-0.0011592i,-0.0005623-0.00051004i,3.2037e-05+0.00087412i,0.00058716+0.0010303i,0.0012793+0.00056904i,0.00052066+0.00056086i,-0.00036023+0.00071229i,-0.00021652+0.001078i,0.00017164+0.0008669i,0.00033122+0.000214i,0.00049101-0.00025469i,0.00047067-3.8039e-05i,1.8235e-05-0.00016522i,0.00052087-0.0004947i,0.00049849+0.00029787i,-0.00027234+0.00083554i,0.00015924+0.0012995i,0.00022043+0.0013091i,0.00030947+0.00029379i,0.00041572-0.00010377i,-0.00045784-0.00045834i,-0.00063821-0.0013235i
0.0003489+0.00010601i,0.0014711+0.00032923i,0.0015534+0.00036882i,0.00093054+0.0005358i,0.00053997+0.00064024i,-0.00010286+0.00057253i,-0.00089413+0.00095463i,-0.00088719+0.000504i,3.6501e-05+0.00026614i,0.00040181+0.00074681i,0.00026459+0.00067753i,0.0004076+1.0136e-05i,-4.8289e-05+0.00041431i,-0.00087496+0.00030158i,-0.00079485-9.8371e-05i,-0.00044512+0.00057661i,-0.00060916+0.0010705i,-0.00036634+0.00053827i,0.00020424+1.8471e-05i,0.00081909+0.0005931i,0.00092334+0.00078931i,0.0001051+0.00021609i,-0.00021713-8.895e-05i
-0.0010832+0.00065328i,-0.0012456-0.00056268i,0.00050685-0.00088521i,0.0013753+7.8143e-05i,0.0006705+0.00091012i,0.00025738+0.00099148i,-0.00029668+0.00077284i,-0.00020642+0.00058247i,0.00058166+1.4684e-05i,0.00078915-8.5802e-07i,0.00039065+0.00052504i,1.6115e-05+0.00087284i,-0.00024679+0.00097332i,-0.00066529+0.00063691i,-0.00038403-0.0001125i,-0.00034544-5.8089e-05i,-0.00088668+0.00028719i,-0.00078665+0.0003664i,-0.00022094+0.00047171i,0.00015284+0.00055281i,-0.000149+0.0003193i,-0.00091934-0.00020182i,-0.00075574-0.00038127i
0.00078577+0.0026539i,0.0015017+0.0018415i,0.0030691+0.0015447i,0.0034328+0.001394i,0.0029306+0.00022116i,0.0020294-0.00041475i,0.0010636-0.00048689i,0.00089572-3.2535e-07i,0.0011694-5.1097e-05i,0.0010468-0.00052433i,0.00018568+4.2243e-05i,-0.00063995-5.2181e-05i,-0.00074777-0.00060325i,-0.00094358-0.00025718i,-0.00085466+0.00058768i,-0.00076526+0.0010831i,-0.00089112+0.00057993i,-0.00066868-6.1404e-05i,-0.00025188+0.00039568i,-1.4992e-05+0.00093525i,5.5554e-05+0.00054994i,0.00043695-0.0003681i,0.00057125-0.00082703i
0.00065488-0.00051839i,0.00063739-0.0002333i,0.00077601+8.9751e-06i,0.00045681+0.0002826i,0.00030617+0.0007774i,0.00021727+0.00099448i,0.00057966+0.00014154i,0.001337+0.00013123i,0.0015791+0.00053917i,0.00072161+6.0488e-05i,0.00023592+0.00025671i,-1.933e-05+0.00064395i,-0.00093264+0.00062523i,-0.0015301+0.0011033i,-0.0011682+0.00084767i,-0.00020811+0.00024195i,-0.00038638+0.00072991i,-0.00038116+0.0014499i,0.00031909+0.0014941i,9.5263e-05+0.001214i,2.3409e-05+0.000733i,0.00016902+0.00050284i,7.8353e-06+0.00020652i
0.00052276+0.00030909i,1.5974e-05+0.00016699i,0.0016966-0.0013247i,0.0025156-0.0012402i,0.00187-0.00028234i,0.0014649+0.00050272i,0.0003614+0.00036784i,-0.00078554+0.00038753i,7.0667e-05+0.00054924i,0.00090869-0.00016903i,6.6179e-05+5.4828e-05i,-0.0002557+0.00091661i,-0.00025719+0.00068849i,0.00021282+0.00041987i,-0.00018436+0.00091553i,-0.00085182+0.00018958i,-0.00019731-0.00080942i,1.0861e-05-0.00038103i,0.00034205+0.00053102i,0.00095661+0.00083551i,0.00042824+0.00047718i,-0.00027689+0.00053503i,0.00039464-6.908e-05i
0.0022687+0.00037249i,0.0022131-0.00053111i,0.0027354-0.0019268i,0.0019202-0.0021423i,0.00041394-0.00098982i,0.00046049+0.00054616i,0.00054675+0.00055286i,-6.568e-05+5.5108e-05i,-0.00034811+0.00037283i,0.00014353+0.0004025i,0.00052037+0.00013154i,7.9473e-05+0.0005065i,-0.00036627+0.00014214i,-0.00035795-0.00069828i,-0.00014938-0.00026404i,0.00049985+0.00023384i,0.00083472+7.3136e-05i,0.00070852+0.00040398i,0.00069603+0.00075134i,-0.00034357-0.00024909i,-0.00095591-0.0011821i,-0.00074171-0.0010371i,-0.00064+4.2382e-05i
0.00036154+0.00035381i,0.00078838+0.00020032i,0.0012338-0.00038613i,0.0019049-0.00062268i,0.0018471+0.00037808i,0.00059931+0.00056945i,-0.00020246+0.00036531i,-0.00024694+0.00055226i,-0.00015638+0.00032324i,-0.00029913-6.1035e-06i,-0.00046244+0.00016739i,-0.00022455+0.00012044i,0.0001803-0.00014804i,0.00035491+0.00029521i,7.724e-05+0.00069612i,-0.00013744+0.00064592i,-0.00046632+0.00063259i,-0.00058437+0.00091964i,0.0004052+0.00085627i,0.00060252+0.00044147i,-7.9715e-05+0.00067982i,-0.00080952+0.00055735i,-0.0011503-0.0003258i
-0.001105+0.00075462i,-0.00036157+0.00090904i,0.0009839+0.0012232i,0.0014984+0.0027425i,0.0015033+0.0029189i,0.0012+0.0015883i,0.00029076-0.00030526i,-4.4135e-05-0.00039949i,0.00013908+0.00049199i,0.00055044+0.00045359i,0.00051091+0.00028751i,-0.00017051-0.00035888i,-4.1506e-05-0.00098515i,0.00036581-0.00043226i,-0.00036698-5.2212e-05i,-0.0006686-4.2954e-05i,-0.00033824+0.00042326i,0.00017843+0.00054635i,0.00035508+0.00053467i,0.00011653+0.00061863i,-0.00015491+0.00018236i,-0.00093921-0.00058373i,-0.0018282-0.00022053i
0.0006367-0.00085174i,0.00048752-0.0014i,-0.00039013-0.0011063i,-0.00032908+0.00014801i,-0.0005412+0.0011931i,-0.00082643+0.0012237i,-0.00028863+0.0012116i,-4.3488e-06+0.0011789i,0.00015474+0.00031552i,0.00038114+9.7532e-05i,0.00066612+0.00048943i,0.0004079+0.00016437i,-5.6975e-05-0.00021181i,-0.00043149-0.00023862i,0.00031491-0.00018714i,0.00087052+0.00017274i,0.00043843+1.5894e-05i,0.00028269+0.00014302i,3.5701e-05+0.00049103i,0.00012437+0.00050744i,5.3505e-05+0.0001695i,-1.37e-06+0.00012388i,8.8699e-05-0.0003385i
0.0025777-8.775e-05i,0.0018192-0.00052085i,0.0020404-0.00119i,0.0016682-0.0017389i,0.00074778-0.00058882i,0.00043445-0.0004511i,0.00023821-0.001115i,-6.8513e-05-0.0004296i,0.00022801-0.00027447i,-0.00011263-0.00044347i,-0.0004548+0.00024302i,-3.6191e-05+0.00023016i,-1.2589e-05-6.4314e-05i,-2.3539e-05+0.00033091i,-0.00017191+0.00078988i,-0.00024203+0.00057773i,-0.00048362+0.00024999i,-0.00089303+0.00022382i,-0.00045345+0.00012709i,0.00040284+0.00062284i,0.00031688+0.0011778i,-0.00033671+0.0004954i,-0.00042335+1.4179e-05i
-0.00029421-0.00011836i,-0.00071117-0.00026882i,-0.00031087+0.00042678i,0.0010619+0.00076624i,0.0022544+0.0017734i,0.0017298+0.0012202i,0.00042847+5.4845e-05i,-6.4015e-05-5.066e-05i,1.0972e-05+0.0003589i,0.00022422+0.0007841i,0.00097329+0.00079405i,0.0012287+0.00025967i,0.00018916-0.00050651i,-0.00018409-0.00034227i,0.00031449+0.00055905i,0.00030629+0.00077859i,1.7951e-05+0.00057769i,-6.9056e-05+0.00074766i,-0.00011572+0.00074793i,-0.00053666+0.00034233i,-0.00050656-5.1836e-05i,0.0003299+0.00022719i,0.00036946+0.00040135i
0.00021668-0.00071059i,0.00072047+8.1468e-05i,0.00084044+0.00033352i,0.00088705+0.0010751i,0.0005704+0.0019965i,0.00069399+0.0010602i,0.00025228+0.00037336i,-0.00041809+0.00028879i,-9.667e-05-5.0926e-05i,0.00042196+0.00040699i,0.00070825+0.00081247i,0.00089656+0.00092352i,0.00025924+0.00076901i,-0.0002175-4.6478e-05i,-0.0004161-0.00023462i,-0.00083023+0.00046066i,-0.0011787+0.0011287i,-0.0016166+0.0010889i,-0.00093916+0.00072542i,-0.0008272+0.00066732i,-0.00085028+0.00066705i,-0.00016157+0.00049834i,0.00018142-0.00012822i
0.00055099-0.00074691i,8.9635e-05+0.00012838i,-0.00011244-0.00067606i,-0.0001113-0.00071592i,-0.00070748+0.00032032i,-0.00012594+0.00098443i,0.00018878+0.00033221i,-0.00036473-0.000244i,-0.00066396+9.4854e-05i,-0.0010175+0.00064875i,-0.0013702+0.0010377i,-0.00083218+0.00090855i,-0.00020648+0.0009314i,-0.00029216+0.0010909i,0.00016689+0.00098456i,0.00046474+0.00039811i,-0.00032033+0.0001559i,-0.00013439-0.00027509i,6.198e-05-0.00050867i,-0.00032082-0.00030838i,-0.00028916-0.00046567i,0.00018585-0.00067398i,0.00038129-0.00020731i
-0.00082884-0.00021107i,-0.0018766-0.00073794i,-0.0011907-0.00041721i,0.00097005+0.00057344i,0.001926+0.0021235i,0.00070156+0.0018096i,-3.5972e-06+0.00030505i,0.00047334-2.298e-06i,0.0011482-0.00057915i,0.0011883-0.0013389i,0.0013676-0.00058613i,0.0014811+5.1333e-05i,0.0010973+0.00040712i,0.00020303+0.0005957i,-0.00072399+0.00075033i,-0.00072941+0.00166i,-0.00045663+0.0014612i,-0.0003913+0.00053132i,0.0001753+0.00049344i,-5.3538e-05+0.00022047i,-0.00058295-0.00058183i,-0.00090937-0.00051694i,-0.0013385-5.3455e-05i
-0.00072819-0.00013874i,0.00010594-0.00025408i,0.00084561+0.0015457i,0.0005909+0.0035195i,0.00063285+0.0034599i,0.0009645+0.0020388i,0.00052823+0.00083978i,-0.00029395+0.00098198i,-0.00079444+0.0014338i,-0.00024983+0.0010839i,-0.00023349+0.00086754i,-0.00048001+0.00056112i,-0.00040616-0.00012067i,-0.00048294-0.00039665i,-0.00052215+0.00065094i,-0.00067743+0.0015718i,-0.0005121+0.0018631i,0.00052609+0.0019642i,0.0012337+0.0016094i,0.00034818+0.0010938i,-0.00073567+0.00047034i,-0.00061297-0.0003221i,-0.00028129-0.00050112i
0.00060812+0.00023645i,0.00040915+0.00069852i,0.00050974-0.00064677i,0.00061209+0.00023566i,0.00035554+0.0014767i,0.00050151+0.00088909i,0.00036351-5.5672e-05i,0.00011672-0.00042052i,0.00050887-0.00020566i,0.00052664-0.00089669i,0.00062223-0.00079239i,0.00086863+5.658e-05i,0.00074442+9.2558e-05i,0.00029169+0.0002833i,-0.0011116+0.00052281i,-0.0013205+0.00011001i,-0.00030032+0.0004469i,-7.1479e-05+0.0012756i,-0.00027169+0.0011845i,-3.7814e-05+0.00023301i,-0.00028664-8.9867e-05i,-0.0014125+0.00011441i,-0.0017977+0.0003225i
0.002625-0.0020643i,0.0014942-0.0019079i,9.6988e-05-0.0025284i,3.6768e-05-0.0022291i,-0.00010506-0.0010663i,-0.00021972+0.0002655i,0.00014032+0.0004727i,0.00028242+0.00090219i,0.0004072+0.0012314i,0.00024161-0.00019088i,-0.00074015-0.00030526i,-0.0011631+0.00072401i,-0.0010085+0.00072331i,-0.00030056+5.0605e-05i,0.00040177+0.00015633i,0.00019334+0.00051094i,9.9786e-05+0.0013457i,0.00044142+0.0015859i,0.00052436+0.00014959i,0.00074005-8.7914e-05i,0.00072905+0.00011568i,0.0011093-0.00014859i,0.00040456+0.00034384i
0.0014269+0.0015736i,0.0020974+0.00026477i,0.002069-0.00079182i,0.001311-0.00079792i,0.00098423-0.00063092i,0.00020629-0.00087905i,-0.00061677-0.00098818i,-0.00063808-0.00077482i,-0.00016757-0.0003083i,-0.00011685-0.0001316i,-0.00055804-3.6807e-05i,-0.00065543+0.00063255i,-0.00058525+0.00047954i,-8.935e-05+0.00082854i,0.00010992+0.00079805i,-9.6197e-05+0.00073765i,-0.0002569+0.00084417i,0.00029246+0.00043975i,0.00067073+0.00058152i,0.00030215+0.00041045i,0.00023476+0.00023353i,0.00048497+0.00013276i,0.0004184-0.00049503i
0.0010196+0.00164i,0.00086771+0.00060088i,0.0009669+0.00011965i,0.0011268-0.00055748i,0.00080793-0.00079562i,0.00035129-0.00025163i,0.0003128-0.00013649i,0.00034862-0.00034793i,0.00021367-0.00012771i,0.0001681-0.00065736i,0.00034303-0.00037024i,0.00057957+0.00040671i,0.00010646+0.00040062i,-0.00030526+0.00037134i,-0.00071223+0.00038594i,-0.0014147+0.0006602i,-0.00088103+0.00097446i,-2.7606e-05+0.00047252i,-0.00049359+0.00057519i,-0.00013219+0.00062507i,0.00093963+0.00037338i,0.00085984+0.00042934i,-6.1141e-05-0.00013592i
-0.0018979+0.0020293i,-0.0016343+0.0016722i,-0.0008273+0.0014649i,0.00044643+0.002366i,0.00070033+0.002165i,0.00018449+0.00052711i,0.00031476-1.0724e-05i,0.0003553+0.00041625i,-5.2916e-05+0.0011883i,0.00034229+0.00073283i,0.000574+3.6719e-05i,3.5148e-05-0.00017127i,-0.00042501-0.00010285i,-0.00099957+0.00016844i,-0.0007968+0.00086368i,-0.00074102+0.0013374i,-0.00084626+0.0010046i,0.00024898+0.00066667i,0.0011049+0.00057397i,0.00073335+0.00066399i,0.00069658+0.00024246i,0.00058158-0.00091902i,0.00018453-0.0013354i
0.00036564-0.00083033i,-0.00046016-0.0015906i,-0.00059317-0.0021747i,0.00024402-0.00065727i,0.0012106+0.00096384i,0.0010456+0.0014105i,0.00049992+0.0015303i,0.0001887+0.0013283i,0.00035515+0.00063669i,0.00025847-0.0001217i,7.585e-05-0.0001779i,0.00051999+0.00062721i,-0.00010709+0.00070582i,-0.00093813+0.00014698i,-0.00097343+0.00077138i,-0.00062471+0.0013434i,-0.00019334+0.0015496i,-0.00051322+0.0016189i,-0.0008546+0.0016597i,-0.00049297+0.001306i,1.6269e-06+0.00049378i,1.9404e-05-0.00017832i,-0.00014168-0.00039434i
-0.00069097-0.0001737i,-0.00042599-5.5525e-05i,-4.0714e-05-8.5266e-05i,0.00069628-0.00035568i,0.00137+0.00064155i,0.0014208+0.0012779i,0.0013455+0.00013264i,0.0011776-0.00051278i,0.00062985-0.00027844i,8.2513e-05+0.001093i,0.00036979+0.0017189i,-0.00015439+0.0008646i,-0.00050199+0.00069519i,-0.00061018+0.0015287i,-0.0014531+0.0013714i,-0.0012037+0.00070165i,0.00030627+0.00026319i,0.0013154+0.00010985i,0.0011324+0.00099619i,4.4902e-05+0.001151i,-2.0465e-05+0.00057518i,-0.00013888-3.2398e-05i,-0.001198-0.00072314i
-0.00082374-0.0012196i,-0.0012322-0.0010462i,-0.00049246-0.00089993i,-0.00086603+0.0011986i,-0.0010394+0.0024572i,2.1913e-05+0.0017193i,0.00029172+0.00026565i,0.00025674-0.00080716i,0.00062168-0.00080576i,0.00057709-0.00018405i,0.00055632+0.00019219i,0.00036318+0.00034569i,0.00060379+0.00065613i,0.0011538+0.0010289i,0.00073169+0.00090584i,0.00072522+0.00085958i,0.00018902+0.0011345i,-0.00017028+0.0012918i,0.0002669+0.00081613i,-0.0002358+0.00036087i,-0.00014455+3.1675e-05i,0.00062886-0.00043222i,4.5853e-05-0.0007806i
-0.0033871+0.00045616i,-0.0013932+0.00082455i,-0.00018702+0.0020461i,0.0013261+0.002755i,0.0032702+0.0031863i,0.0027458+0.0020208i,0.00089931+0.00073411i,-0.00021556+0.00079776i,0.00010084+0.0012862i,0.00099249+0.00090419i,0.0013536+0.00056249i,0.0015439+0.00047252i,0.0010126+0.00038825i,-0.00032413+0.00054399i,-0.0010021+0.00022739i,-0.0015449+8.7722e-05i,-0.0016942+0.00032006i,-0.00069551+0.00013705i,-4.9591e-05+0.00017282i,-0.00026376+0.00021384i,-0.00023218-0.00065191i,0.00021292-0.00080913i,0.00014878-0.00078649i
-0.0015775+0.0020719i,-0.0015627+0.0018831i,-0.00060115+0.0016289i,0.00062331+0.0022933i,0.0016708+0.0022898i,0.00189+0.001524i,0.00092182+0.00070904i,2.8564e-05+0.00054311i,0.00059071+0.0012892i,0.00053388+0.0013754i,3.3663e-05+0.00050619i,9.9948e-06-3.1242e-05i,-0.00017804-0.00065782i,-0.00026912-0.0011012i,-0.00045884-0.0010493i,-0.0008332-0.00091884i,-0.001025+0.00036328i,-0.00090207+0.00082651i,-0.00060821+0.0011256i,0.00011815+0.0016652i,0.00050583+0.00059236i,-0.00022892-7.9614e-05i,-0.0011921-0.00010166i
-0.000458+0.0023874i,0.00015091+0.0022102i,-0.00014182+0.0033073i,-0.00020487+0.0035548i,0.00029162+0.0032432i,0.0015103+0.0017647i,0.0011494+0.00069813i,0.00078114+0.0012926i,0.0011278+0.0011283i,0.0016031-0.00026871i,0.0017904-0.00057658i,0.00069554-4.2835e-05i,-0.00093023-0.00092102i,-0.0015039-0.0011271i,-0.00098557-1.5331e-05i,-0.0001846+0.00019478i,0.00025156+0.00053919i,-8.1511e-06+0.00062641i,0.00012399+0.00022928i,0.00083509-0.00014757i,0.00060671-0.0003406i,0.00012704-0.0005873i,-2.9507e-05-0.00078492i
