-0.0036841-0.00086017i,-0.0032187-0.0020211i,-0.0033824-0.0015898i,-0.0030874+0.00052669i,-0.0021587+0.0020746i,-0.0016459+0.0017797i,-0.00067847+0.00066426i,8.6687e-05+0.00019284i,-0.00040489-0.00044513i,-0.0001669-0.0011901i,0.00042311-0.00076395i,0.0012105-0.00028919i,0.0010112+0.00010883i,0.0001651+0.0010149i,-0.00039988+0.0012188i,-0.00071212+0.00075696i,1.6808e-05+0.00081226i,9.6632e-05+0.00068716i,-0.00016708+0.00074547i,0.00029022+0.00059104i,-0.00019603+0.0001713i,-0.00049484-0.00032777i,-0.00050029-0.00088123i
0.0098366+0.01154i,0.012059+0.015481i,0.0095622+0.01337i,0.0040452+0.0080113i,0.00038035+0.004609i,-0.0015633+0.0040472i,-0.0021479+0.0036599i,-0.0017057+0.0029533i,-0.00039471+0.0022738i,0.001025+0.0016869i,0.00054535+0.0018339i,-0.00022073+0.0015869i,-0.00019181+0.0012579i,0.0004253+0.00033979i,0.0011302-4.4526e-05i,0.00049204+0.00018894i,0.00013825+0.00025719i,9.8122e-05+0.00057483i,-0.00018903+0.00033747i,8.0509e-05+0.00014626i,0.00063321+0.00033542i,0.0010717+0.00022936i,0.00086159+0.00066364i
-0.0064746+0.01194i,-0.010162+0.012289i,-0.0098173+0.0080186i,-0.0065494+0.003205i,-0.0032611+0.00064544i,-0.0017842-0.00026645i,-0.0023835-0.00011546i,-0.0023393-4.7481e-05i,-0.0011097+0.00018388i,0.00036831+0.00046858i,0.0013764+0.00094221i,0.0011122+0.00099092i,0.00021495+9.3728e-05i,0.00031317+1.8882e-05i,0.00074127+0.00051656i,0.0011169-7.7046e-05i,0.00087755-0.00053551i,0.00027013-9.2916e-05i,0.00065845+0.00062089i,0.001015+0.00084572i,0.0012249+0.00053719i,0.0010727+0.00049449i,0.00067483+0.0002366i
-0.011004-0.0035036i,-0.013646-0.0078106i,-0.0095913-0.0081393i,-0.0036926-0.0050171i,-0.0012205-0.0033438i,-0.00024666-0.0028495i,0.0010335-0.0026398i,0.0023604-0.0022867i,0.001535-0.00064582i,-0.00010371+0.00064539i,0.00020422+5.412e-05i,0.00038773-0.00062475i,-0.00081753-0.00024497i,-0.0012913+0.00030728i,-0.00088417-9.3763e-05i,-0.00018326-0.00015588i,1.8054e-05+0.00034613i,0.00025457+0.00073116i,0.00048858+0.00022594i,-0.00011562+0.000101i,-0.00075185+0.00058663i,-0.00092436+0.00049228i,-0.00075197-0.00047708i
-0.0011808-0.013992i,0.0023943-0.016768i,0.0048081-0.01196i,0.0032773-0.0050852i,0.0017114-0.0018443i,0.0019179-0.00014656i,0.0024507+0.0011702i,0.003008+0.0006218i,0.0020862-0.0009146i,0.00051809-0.0008285i,0.00046387-3.0566e-05i,0.00060776-8.7639e-05i,0.00084448-0.00040321i,0.0015269-0.00092229i,0.0012375-0.00093356i,0.00070153-0.00056973i,0.00028506-0.00048782i,-0.00011539-0.000391i,0.00060659-2.5778e-05i,0.00056932-0.00054775i,9.655e-05-0.0013681i,0.00013861-0.00082931i,-0.00026912-0.00019352i
0.011983-0.0030729i,0.015614-0.0022942i,0.011013-0.00041595i,0.0044893-3.5945e-05i,0.00091913+0.00032213i,-0.00072083+0.0014936i,-0.00040528+0.0035145i,0.00044168+0.0036502i,0.0010434+0.0016931i,0.00054898+0.00041664i,0.00037028-5.5147e-06i,0.0012276-0.00014094i,0.00031588+0.00025912i,-2.1636e-05+0.00040709i,0.0008735+0.000417i,0.001086+0.00040243i,0.00032013+0.00032809i,-0.00077556+8.1472e-05i,-0.0010823+0.00031855i,3.3099e-05+0.00025168i,0.00058551-0.00034304i,0.00067982-0.00081186i,0.00066862-0.00084978i
0.0032975+0.0091378i,0.0021239+0.011982i,-0.00073824+0.0093278i,-0.0015532+0.0045691i,-0.0010959+0.0014035i,-0.00029281+0.0005069i,-0.00035752+0.0011288i,-0.00065416+0.0019094i,-0.0010104+0.0011276i,-0.00061701-2.7508e-05i,0.00033402-0.00018067i,0.00036935-0.00016848i,8.4717e-05-0.00014719i,-1.1134e-05+0.00016307i,9.6219e-05+0.00027889i,0.00044668-4.6165e-05i,0.00035763-0.00039206i,6.7077e-05-0.0002398i,2.2937e-05+1.5462e-05i,0.0006079+0.00038544i,0.0012265+0.0011216i,0.0010994+0.0015497i,0.00029461+0.0013111i
-0.011259+0.0071672i,-0.014113+0.0070491i,-0.011047+0.0047949i,-0.0042642+0.0014666i,-0.00089905+0.00034527i,-0.0013449-0.00010517i,-0.0024031-0.0020682i,-0.0025229-0.0028561i,-0.0022261-0.001316i,-0.001284+0.00022859i,-0.00025999+0.00052608i,0.00045153+0.00044307i,-0.00012861+0.00048022i,-0.00086192+0.0007124i,3.0483e-05+0.00099952i,0.0014969+0.00097015i,0.0017427+0.00053766i,0.0013977+0.00076622i,0.0013626+0.0012953i,0.0014011+0.0011094i,0.00020941+0.00056836i,-0.0013718-4.0975e-05i,-0.0011957-0.00024255i
-0.0078741-0.0079355i,-0.0080479-0.01141i,-0.0046327-0.0094444i,-0.0014519-0.0034255i,2.8673e-05+0.00032398i,0.00094197-2.7457e-05i,0.00088505-0.0017386i,0.00089572-0.0025779i,0.00082524-0.0019975i,0.00044582-0.00032758i,-7.8232e-05+0.00064024i,-0.00026358+0.00038878i,-0.00044372+0.00030546i,-0.00044952-8.0765e-05i,0.00040582-7.3945e-05i,-4.3534e-05-6.2978e-05i,-0.00078955-0.00023308i,-0.00047473+0.00039001i,5.9661e-05+0.00099705i,-0.00015229+0.0010552i,-0.00079762+0.00086985i,-0.00097008+0.00073859i,-0.00095186+0.00084724i
0.0049336-0.0086828i,0.0062218-0.010708i,0.0058295-0.0075107i,0.0030355-0.0032824i,0.00055509-0.0015301i,0.00035872+0.0002958i,0.0014764+0.0019683i,0.002677+0.0015562i,0.0026056+0.0008754i,0.0016669-0.00011147i,0.00023658-0.0010618i,-0.00060032-0.00083133i,-0.00054506-0.0011163i,0.00038107-0.0021323i,0.00094588-0.0018942i,0.00010828-0.00023399i,-0.00073582+0.00095664i,-0.00016066+0.00099044i,0.0002114+0.0012102i,-0.00019472+0.00036401i,2.112e-05-0.0003314i,0.00061066-0.00022562i,0.00022871-0.00038619i
0.0075141+0.0017769i,0.0081137+0.0030169i,0.0038389+0.0018406i,0.0007323-0.00039919i,0.0003113-0.00067757i,-0.00082293+0.001071i,-0.0011255+0.0029346i,2.2311e-05+0.0028401i,0.0012808+0.0020871i,0.0014693+0.0012031i,0.00064924+0.00054225i,0.0001462+0.00084116i,0.00016456+0.0012037i,0.0010176+0.001284i,0.0015701+0.0014794i,0.00053456+0.00085382i,-4.5292e-06+0.00026575i,0.00022249-0.00010767i,7.1833e-05-0.00040652i,-0.00038552-0.00038077i,-0.00031219-0.00041757i,-0.00070914-0.00041027i,-4.6001e-05-7.5154e-05i
0.00055049+0.0093335i,0.00049282+0.010651i,0.00010714+0.006154i,0.00075143+0.00071507i,0.00094067-0.00081083i,-0.00038346-0.0010455i,-0.0017246-0.00064994i,-0.0020428+0.00017791i,-0.0011934+0.00033222i,-0.00016814+0.00042933i,0.00072968-2.8167e-05i,0.00068255+0.00033053i,-0.00043544+0.0011314i,-0.00094747+0.00099624i,-0.0010934+0.00016884i,-0.00076606-0.00057028i,-0.00028634-0.00039176i,0.0003246+8.8e-05i,0.000482+0.00043078i,0.00020637-6.2936e-05i,-0.00013792-1.9904e-05i,-0.00029316+0.00094622i,-0.00019156+0.00063762i
-0.0071345+0.0041362i,-0.0088731+0.0027i,-0.0044892-0.00071554i,0.00015528-0.00064524i,0.00075288-4.7182e-05i,-0.00019497-0.00087281i,-0.00081409-0.00091548i,-0.0011422-0.001566i,-0.001057-0.0021296i,1.0706e-06-0.0012092i,0.0010387+0.00031789i,0.0010105+0.00094409i,0.00056818+0.00023892i,0.00064491+0.00027901i,0.00111+0.001318i,0.0015407+0.0010312i,0.0017295+0.0003825i,0.00099481+0.00037473i,0.00037877+0.00040722i,0.00088617+0.00059801i,0.00066965+0.00077411i,1.3986e-05+0.00016228i,0.00028462-6.9221e-05i
-0.0043167-0.0082909i,-0.0040132-0.010498i,-0.0023915-0.0067853i,-0.001859-0.0018503i,-0.0014565+0.00025173i,0.00020327+0.00090782i,0.0017063+0.00081012i,0.0017067-0.00041806i,0.0010966-0.00096277i,0.0006414-0.00046852i,0.00039659+7.2132e-05i,0.0010362+0.00048762i,0.0021022+0.00063898i,0.0014777+0.00065603i,0.00054377-0.00011545i,0.00061286+3.4219e-05i,0.00072382+0.00074152i,0.00020375+0.0009318i,-0.00023445+0.00057693i,-0.00079707-7.7692e-05i,-0.0012496-0.000125i,-0.0010591-0.00027797i,-0.00082513-0.00024539i
0.0069532-0.0059882i,0.0076578-0.005073i,0.0042321-0.0032905i,0.00038819-0.0022771i,-0.0003664-0.0018544i,0.00011474-0.00081713i,0.00045793+0.00053006i,0.0017808+0.0014714i,0.0025943+0.0012471i,0.0017782+0.0006455i,0.0007979+0.00045939i,0.00042009+0.0009696i,0.00048439+0.0015093i,0.00030106+0.0010883i,-0.00032573+0.00063562i,-0.00083399+0.00078039i,-0.0005997+0.0011235i,-0.00050349+0.00097585i,-5.2629e-05+0.00059763i,0.00069424+0.00051074i,0.00084961-0.00055704i,0.00079041-0.001509i,0.0002774-0.00086749i
0.0053464+0.0029589i,0.0050616+0.0046537i,0.001888+0.0022027i,2.7439e-05-0.0010458i,-0.00036412-0.0012338i,-0.00013132+0.00012824i,0.00060502+0.0012908i,0.00095426+0.0012949i,0.00030933+0.00090795i,-0.00033301+0.00022979i,-0.00091977-7.8177e-05i,-0.0017711-0.00017928i,-0.0016925-0.00077103i,-0.00083533-0.00041163i,-8.7551e-05-9.4648e-05i,-6.505e-05-0.00041995i,0.00011969-0.00071358i,0.00081568-0.00031381i,0.00086813-0.00011069i,0.00043928-0.00036216i,-0.00040922+2.6984e-05i,-0.00039969+0.0010822i,-0.0002713+0.00089806i
9.1963e-05+0.0063881i,1.737e-05+0.0044609i,0.0011467-0.00016741i,0.0028487-0.0022685i,0.001681-0.0017015i,-0.001167-0.0012593i,-0.0021935-0.00018664i,-0.00093678+0.00036829i,0.00016954+0.00074308i,0.00080689+0.00031235i,0.00099117-0.00017652i,0.00028192-0.0005493i,-0.00034759-0.00038509i,-0.00040543+2.9029e-05i,0.00030938+3.057e-05i,0.00083272+0.0001048i,0.00066392-0.00043055i,0.00059864-0.001117i,0.0007549-0.00068397i,0.00055128+0.00013974i,-9.5181e-05+0.00010064i,-0.00030191+0.00018691i,0.00012696-4.136e-05i
-0.0055683-0.0012597i,-0.0086013-0.0025743i,-0.007123-0.0033944i,-0.0041475-0.0013587i,-0.0031096+0.00070027i,-0.0021752+0.0011391i,-0.00055133+0.00035663i,0.0009556-0.00070687i,0.0016828-0.0011971i,0.00085817-0.00035062i,0.00019375+0.00048162i,0.00069927-0.0001227i,0.0007141-0.00078771i,0.00083533-0.00050172i,0.0012431+0.00021561i,0.0015543+0.0002789i,0.00156+0.0006525i,0.0011836+0.00047072i,0.00062364-0.00027713i,0.00046723-0.00070804i,0.00045379-0.0013048i,-0.00015039-0.0013227i,-0.00077571-0.00019687i
-0.0034275-0.0065003i,-0.0021613-0.0079019i,-0.00094866-0.0032941i,-0.001125+0.00044072i,-0.00049226+4.2272e-05i,0.00058577-0.0011741i,0.00095758-0.001434i,0.00085366-0.0012915i,0.00086386+3.7947e-06i,0.00069435+0.00049265i,0.00044973+0.00059994i,0.00032785+0.0013074i,-0.00021884+0.0018878i,0.00041604+0.0015051i,0.00046697+0.0013152i,-0.00039763+0.0015703i,-0.00015431+0.0019694i,0.00019317+0.0019156i,0.00023841+0.0008495i,0.00036081-0.00015365i,0.00060493-0.00056104i,0.00075483-0.00054501i,0.00079211-0.00055535i
0.0074069-0.0022647i,0.0082902-0.0010248i,0.0045057-0.00045342i,0.0017248-0.00089301i,0.0015612-0.00091539i,0.0018409-0.0010255i,0.0020802+0.00023243i,0.0015939+0.0021683i,0.0015468+0.0015099i,0.001274+0.00018038i,0.00048439+0.00029155i,8.9244e-05+0.0013029i,3.6515e-05+0.0011055i,0.00018933+0.00041195i,-0.00018722+0.00017564i,-0.00031145-5.206e-05i,-0.00050638-0.00037139i,-0.00090728-0.00041525i,-0.00039999+3.1135e-05i,0.00074655+0.00032209i,0.0011739+0.00065227i,0.00082306+0.00069138i,0.00076615-0.00036955i
0.0031804+0.0046647i,0.0013968+0.0052258i,0.00094653+0.0017444i,0.0012319-0.00043998i,0.0008343+0.00013159i,-1.9305e-05+0.00097044i,8.8626e-05+0.0014561i,0.00019466+0.0010862i,0.00016871+0.00051812i,0.00029932-0.00010729i,0.00025212-0.00055614i,0.00016682-0.00011968i,0.00036675-0.00022181i,0.00070865-0.00061886i,0.00022413-0.00074198i,0.00047511-0.0012423i,0.00043986-0.00083952i,2.5411e-05-0.00016911i,-8.2036e-07+0.00054011i,-0.00030953+0.0011048i,2.2119e-08+0.00093555i,0.00037586+0.00094368i,0.0007278+0.00066423i
-0.0033958+0.0051969i,-0.0042663+0.0053189i,-0.0021117+0.0034195i,0.00026338+0.0023059i,0.00063852+0.0016197i,-0.0011375+0.00050932i,-0.0023151+0.00026123i,-0.0016854+0.00073489i,-0.00055845+0.00046837i,0.00089845+6.506e-05i,0.0014095-0.00037082i,0.0019002-0.00040986i,0.0021091-0.00051744i,0.0018364-0.00045618i,0.0013-0.0006128i,0.0016275-0.00082406i,0.0012212+7.9248e-05i,0.00063676+0.00097616i,4.686e-05+0.00079399i,-0.00027316+6.2672e-05i,-0.00049798+0.00081249i,-0.0010365+0.0013535i,-0.00095154+0.00032466i
-0.0036117-0.0011748i,-0.0038493-0.0024122i,-0.0016543-0.0017727i,8.7539e-05+4.4627e-05i,-0.00064756+5.3427e-05i,-0.0017638-0.00063005i,-0.001435-0.001235i,-0.0001123-0.00087837i,0.001291-0.00055404i,0.0016708-0.00061396i,0.0012879+0.00036492i,0.0011455+0.00038031i,0.00042889-9.2367e-05i,-7.5104e-05+9.9974e-05i,-0.00020113+0.00024939i,3.7807e-05+0.00058682i,0.0003974+0.00074391i,0.0010456+0.00033565i,0.0010421-0.00027159i,0.00085834-0.00032242i,0.00047888-0.00034857i,-0.00022817-0.00022876i,-0.00076659+0.00038761i
-0.0013736-0.0056079i,0.00061955-0.0048532i,0.00048437-0.001768i,-9.6166e-05+0.00044216i,0.00077698+0.00032243i,0.0019498-0.00050706i,0.0012674-0.00077982i,0.00063389-0.00081966i,0.00053638-0.00011911i,-0.00019423+0.0006522i,-0.00042593+0.0010339i,0.00024812+0.00085604i,0.0010126+0.00073924i,0.0012335+0.00042139i,0.00054016+0.00058055i,-0.0001865+0.00072763i,-0.00031066+0.00017602i,2.1841e-05+7.0769e-05i,0.00042154+0.00017056i,0.00051656-0.00030615i,9.5616e-05-0.00070901i,-6.6107e-05-0.00023585i,3.7123e-06-1.847e-05i
0.0029594-0.0034573i,0.0035591-0.0019731i,0.00043253-0.00082759i,-0.0015387-7.3624e-05i,-0.00067084+0.00058717i,0.00082672+0.00054319i,0.0017359+0.0007176i,0.0016196+0.00069525i,0.00074143+0.00064755i,-5.879e-06+0.00083641i,-5.6259e-05+0.00083219i,-0.00063027+0.0010194i,-0.00094051+0.00097548i,-0.0012682+0.00036767i,-0.0020573-1.8776e-05i,-0.0016188+8.7379e-05i,-0.00058282+0.00065149i,-0.00041625+0.00081038i,-0.00045264+0.0011311i,-0.00022113+0.0015953i,0.00038799+0.0010059i,0.0006101+0.00047549i,0.00015044+0.00080631i
0.0012715+0.004431i,0.00023414+0.0058535i,-0.00064023+0.0041044i,-7.2921e-05+0.0024752i,0.00029756+0.0020041i,5.5562e-05+0.0011946i,-2.3166e-05+0.00045235i,0.00025012+0.00019102i,-0.00010958-0.00011496i,-0.0004546-0.00056967i,-0.00010787-0.00060509i,-0.00018874-0.00081064i,-0.00026379-0.00055307i,0.00040561-0.00031274i,0.00042374-0.00069016i,-6.8612e-06-0.0013624i,-0.00053884-0.0015562i,-0.00069125-0.00050058i,-0.00062149-0.00029153i,-0.00057536-0.00028574i,-0.00046974+0.00044997i,-0.00071949+0.0005626i,-0.00065523+0.00059156i
-0.006003+0.0013413i,-0.007164+0.00051019i,-0.0057955-0.00028597i,-0.0034733+0.00012311i,-0.0025658+0.00021843i,-0.0021118+0.00026587i,-0.0014841+0.0006161i,-0.00064755+0.00071313i,9.2204e-05-7.0093e-05i,0.00032603-0.00034363i,0.00020572+8.9957e-05i,0.00045062+4.3179e-05i,0.0015838-0.00020033i,0.0015977-0.00016817i,0.0012557-8.8133e-05i,0.0011415+0.00033502i,0.00056924+0.00023024i,-0.00013299-0.00051835i,-0.00048301-0.00033331i,-0.00058279-0.00015039i,-0.0014792-0.00037234i,-0.0015713-0.00039375i,-0.00097009-0.00044517i
-0.0010458-0.0056659i,-0.0012063-0.0078632i,-0.0011972-0.0066411i,-0.001743-0.0041645i,-0.0022524-0.0028953i,-0.0020345-0.0018298i,-0.00094847-0.00058045i,0.0004618+0.00013596i,0.0016236-9.9161e-05i,0.0012896-0.0003697i,0.00058662-0.00026465i,0.00073175+0.00057825i,0.00070317+0.00076555i,0.00039982+0.00069474i,0.00082656+0.00079839i,0.00059323+0.00095705i,0.00019032+0.00068607i,0.00032399-0.00013161i,0.00071377-0.00067194i,0.0011566-0.00078323i,0.0011977-0.00082103i,0.0007811-0.00079206i,3.4616e-05-0.00056383i
0.0027627-0.0029972i,0.0034748-0.0024343i,0.0024664-0.0013923i,0.00040511-0.0010986i,-0.00011178-0.0015298i,0.0001048-0.001653i,-0.00076374-0.0010454i,-0.0013049-0.00025269i,-0.00046193+0.00036615i,0.00035748+0.00097344i,0.00063157+0.0013608i,0.00018125+0.001311i,-3.7855e-05+0.0011158i,-8.4147e-05+0.0010984i,-0.00011733+0.00067178i,0.00032583+0.00014687i,0.0005183+0.00095798i,0.00040533+0.0015544i,0.000407+0.00099851i,0.0008305+0.00035125i,0.0014298-2.8617e-05i,0.001132-0.00035994i,0.00042166-0.00050531i
0.0016025-0.00034925i,0.0015161+0.0006575i,-1.8622e-05+0.0004008i,-0.0002762+0.00049302i,0.00056344+0.001137i,0.001685+0.0015832i,0.0025136+0.00097523i,0.0018929+0.00085698i,0.00064213+0.001131i,5.1429e-05+0.0012089i,0.00017729+0.00097392i,-0.00038775+0.00089859i,-0.0010713+0.0010806i,-0.0016729+0.00078397i,-0.0017306+0.00046959i,-0.0012007+0.00022939i,-0.00092716+3.3789e-05i,-8.5193e-05+0.00072495i,-1.82e-05+0.0012932i,0.00016388+0.00075939i,0.00059902-1.6111e-05i,0.00015948-0.00069179i,0.00030424-0.00089177i
0.0021282+0.0054398i,0.0015983+0.0055794i,0.00043284+0.0025811i,-9.6224e-05+0.00063077i,-0.0013988+0.00068057i,-0.00082352+0.0014844i,0.00039835+0.001767i,0.00048613+0.00094804i,0.00056535+0.00018665i,-7.0049e-05-0.00028289i,-0.00023064-0.00060345i,0.00066515-0.00098908i,0.00096273-0.00083183i,0.0010382-0.00072438i,0.001123-0.0012516i,-4.7904e-05-0.0010956i,-0.00090384-0.00077252i,-0.00011792-0.0009705i,0.00066631+0.00021285i,3.3113e-05+0.00092423i,-0.00076338+0.00073846i,-0.00024725+0.00085417i,0.00049827+0.00074726i
-0.0053908+0.0013143i,-0.0073571-0.0010334i,-0.005198-0.0029368i,-0.0031241-0.0024304i,-0.0032046-0.0014393i,-0.0030776-0.00028554i,-0.002006+0.00065926i,-0.0010317+0.00075871i,-0.00041526+0.00079469i,0.00059114-8.8013e-05i,0.0011237-0.00092532i,0.00046568-0.00071732i,0.0002472+1.8035e-05i,0.00084866+0.00087839i,0.00063772+0.0009362i,0.00091158+3.5718e-06i,0.00076013+8.1644e-05i,-9.7505e-05+0.00022861i,0.00026842-0.00024726i,0.00029699-0.0001051i,-0.00021474-0.00036801i,-0.00027834-0.00051888i,-0.00033609-0.00069167i
-0.0025514-0.0049838i,-0.0011396-0.0065549i,0.00061769-0.0047581i,0.0012497-0.0031968i,0.0012783-0.0026154i,0.0012257-0.0011493i,0.0007073+0.00010567i,-4.3501e-05+0.00027094i,0.00045372-1.1891e-05i,0.00099837+0.0002807i,0.0011093+0.00059297i,0.00095817+0.0006623i,0.00098938+0.0007184i,0.00015424+0.00072475i,-0.00032119+0.0011811i,0.00019111+0.00090992i,0.00023222+0.00061802i,-0.00041082+0.0011179i,-0.00032305+0.0012694i,0.00024461+0.0011281i,-0.00016434+0.00037202i,-0.00038422-2.9214e-05i,-0.00020001-1.8459e-05i
0.004311-0.00083345i,0.0054654-0.0010745i,0.0049394-0.0011917i,0.0033456-0.0021682i,0.00081905-0.0034276i,-0.0014641-0.0027262i,-0.00073205-0.0008752i,0.00048474+0.00057i,7.4115e-05+0.00070835i,0.00048852+0.00068866i,0.00056051+0.00071922i,-0.0011972+0.0011586i,-0.0018291+0.00062581i,-0.0013757-0.00012513i,-0.00059081+0.00037223i,0.00028631+0.00090749i,0.00022021+0.0014634i,0.00056658+0.001575i,0.00055663+0.00063621i,0.00043032+0.00015475i,0.00055265+7.424e-05i,0.00096709-0.00030623i,0.0016604-0.00051817i
0.0001882-0.00050744i,-0.0014163-0.00016119i,-0.0030236-5.052e-05i,-0.0033912+0.0010909i,-0.0019418+0.0019559i,0.00033854+0.002667i,0.0012835+0.0021233i,0.00083922+0.00061503i,0.0007834-0.00037495i,-0.00014315+0.00025145i,-0.0011277+0.00083753i,-0.00090038+0.00089633i,-0.00027377+0.00096982i,0.00023122+0.00057315i,-0.00012058+0.0001532i,-2.2168e-06-0.00015279i,0.00042409-0.00010282i,0.00025425-0.00020336i,4.4724e-05-0.00029207i,-0.00027028+0.00052747i,-0.00057956+0.00040573i,-0.00060498-0.00024655i,-0.0004171+3.596e-05i
0.0011035+0.0033627i,-0.00052619+0.0034325i,-0.0016376+0.0022893i,-0.0012284+0.00067227i,-0.00040792-0.00047259i,0.00060952-0.0010054i,0.00094024-0.00048886i,0.00037158+0.0010073i,-0.00032688+0.00077659i,-0.00076896-0.00089126i,-0.00079338-0.0014861i,-1.6967e-05-0.00063432i,0.00051843-0.00047748i,0.00028089-0.0015391i,0.00017498-0.0016428i,6.0366e-05-0.00065334i,7.4185e-06-0.00033759i,8.0818e-07+0.00021052i,-0.00056971+0.00060058i,-0.0013851+0.00072491i,-0.00063164+0.00072675i,-0.00019195+0.00038237i,-0.00054425+0.0005107i
-0.0022939-0.0024122i,-0.0037161-0.0032739i,-0.0023371-0.0044172i,-0.0019053-0.0040315i,-0.0022016-0.0018698i,-0.0013658+0.0011182i,-0.00026948+0.0024948i,0.001322+0.0014262i,0.0017205-0.00020448i,0.0015133-0.00086513i,0.0015207+0.00020082i,0.0010691+0.0010434i,0.0011149+0.00059024i,0.0012168+0.00018545i,0.00045005-0.00022375i,-0.00060132-0.00019219i,-0.00085002+0.00019966i,5.2303e-05-0.00024495i,0.00070629-0.00044019i,0.0003136-0.00043681i,0.00039879-0.0010004i,0.00010386-0.0014579i,-0.00043176-0.0008569i
-0.0014504-0.0030928i,-0.00023118-0.0039256i,0.0025644-0.0025531i,0.0029429-0.0015488i,0.0013864-0.0011731i,9.4497e-05-0.0007753i,-0.0006791-0.0002125i,-0.00029306+0.00055543i,0.00025771+0.0010251i,0.00030649+0.001248i,0.00037919+0.00088146i,-0.00021627+0.00025014i,-0.00058529+0.0010028i,-0.00040656+0.0017701i,-1.8172e-05+0.0012512i,0.00027726+0.00070107i,0.00061943+0.00077962i,0.00080561+0.0011386i,0.00065832+0.00082428i,0.00027745+0.0002389i,-3.8134e-05+0.00031839i,0.00028931+0.00026661i,0.00043355-0.0002863i
0.0058759-0.0026036i,0.0062702-0.0018858i,0.0039782-0.001865i,0.00088782-0.001947i,0.00022356-0.002096i,0.00068448-0.0018874i,0.00013664-0.0014966i,0.00026878-0.0012047i,0.00062302-0.00016737i,0.00040913+0.0012519i,-0.00041352+0.0020751i,-0.00077383+0.0017544i,-0.00020177+0.00072211i,2.3362e-05+0.00019653i,-0.00086676+0.00016259i,-0.0008513+6.2799e-05i,0.00086385-0.00026867i,0.0013707-0.00053585i,0.00088578+0.00012935i,0.00090737+0.000944i,0.0010968+0.001189i,0.00080861+0.00062098i,0.00022116-0.00021384i
-0.0017005+0.0039844i,-0.0014606+0.0050841i,-0.0019945+0.0042467i,-0.0012591+0.0025573i,0.00032703+0.002242i,0.001637+0.00066471i,0.001857-0.00047042i,0.00073509-9.9468e-05i,-0.00054608+0.00044167i,-0.00066353+4.1982e-05i,-0.00042217-0.00082492i,-0.00031224-0.0008269i,2.1843e-06-0.00022478i,0.00096264-0.00014012i,0.0011406-0.00066109i,0.00025703-0.00040897i,-1.3286e-05-0.00021342i,7.7612e-05-0.00033569i,5.6618e-05+0.00016957i,0.0005281+0.0006306i,0.00070001+0.00029267i,0.00011992-6.3999e-05i,-0.00082749-0.00018677i
-0.0013816+0.0014414i,-0.001836+0.00066834i,-0.0021127+0.00054951i,-0.0019634+0.0010285i,-0.00052473+0.0014753i,0.0012838+0.0017396i,0.0021029+0.00073129i,0.0015871+0.0002705i,0.00086031+0.00036423i,0.00062148-0.00047668i,0.00061587-0.0013027i,0.00074505-0.0013097i,0.00016351-0.00062666i,-0.00080318-0.00032728i,-0.00039202-0.0006335i,0.00028931-0.00029084i,-0.00025182+0.00080213i,-0.00046285+0.0011233i,-0.00079486+0.0010407i,-0.0008422+0.00092608i,-2.7594e-06+0.00048751i,0.00078379-0.00030454i,0.0011421-0.00042707i
-0.0022779+0.0015766i,-0.0017666+0.00040123i,3.7266e-05-0.00079948i,0.0010068-0.001966i,0.00016744-0.0015159i,-0.00050607+0.00045479i,-0.00024107+0.0017702i,6.2349e-05+0.0018104i,-0.00026334+0.00055174i,0.00030063+0.0001014i,0.00047904-0.00014535i,0.00052508-0.00027566i,0.00056758+0.00055706i,0.00025671+0.00040942i,0.00028058+0.00028477i,-6.0416e-05+0.00026451i,-0.00028817-4.3994e-05i,-0.00024785-0.00039716i,-0.00025861-0.00047557i,1.9858e-05-0.00034828i,0.00028405+0.00039136i,-0.00014517+0.00025269i,-0.00091034-4.2346e-05i
-0.00066039-0.0034819i,-0.00057638-0.0048853i,-3.5876e-05-0.0037932i,0.00020636-0.0026256i,-0.00041331-0.0020377i,-0.0018717-0.00063282i,-0.0023504+0.0010976i,-0.0017493+0.0012457i,-0.0004426+0.00099586i,0.0010431+0.00017239i,0.0010487-0.00028666i,4.5679e-05+0.00031386i,-0.00058698-9.1371e-05i,1.5093e-05-0.00053052i,0.00068111+0.00030751i,0.00046174+0.00060837i,0.00053737+0.0001617i,0.00087674+3.9906e-05i,0.00067034+0.00048458i,0.00070737-2.6751e-08i,0.0011556-0.00095968i,0.001113-0.00056281i,0.00036552-0.00060921i
0.0041131-0.00047655i,0.0053586-9.3045e-06i,0.0042388+3.1262e-05i,0.0025226-4.0124e-05i,0.0015427-0.00062032i,0.00061874-0.0017014i,-0.00024429-0.0014429i,-0.00076858-0.00071766i,-0.0011743+0.00057568i,-0.0010237+0.0012772i,-0.00092643+0.00038115i,0.00011109-0.00023382i,0.0010423-0.00070234i,0.00057929-0.00061115i,0.00015041+0.00036268i,0.00011772+3.8713e-05i,0.00054392-0.00049413i,0.00015919+0.0010782i,-0.00060308+0.0013656i,-0.00057687+0.00065795i,-0.00040075+0.00055518i,4.0172e-05+0.00039231i,-0.00043594+0.00032063i
