-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
0.00081683+0.00023896i,0.00045318+0.00082742i,0.00053959+0.0021111i,0.00097252+0.0026342i,0.001409+0.0014295i,0.0011383+0.00042284i,-0.00018397+0.00017001i,-0.00065644+0.0005334i,-0.00089138+0.00034218i,-0.00070312+0.00024389i,8.0375e-05+0.00089923i,-0.00071572+0.00026427i,-0.00054628-0.00085503i,0.00049212-0.00065236i,0.00055411+0.00045389i,0.00045997+0.00079661i,0.00025347+0.00068085i,0.0009614-0.00017358i,0.00095708-0.00059455i,0.0001747-0.00028446i,8.1169e-05-0.00024877i,3.8758e-05-8.2941e-05i,0.00028285+0.00033724i
-0.001665+0.00045977i,-0.0027192-0.00049945i,-0.0017771-0.00026922i,-3.3268e-05+0.0003091i,0.00042774+0.00010811i,-0.00074367-0.00019778i,-0.0017767+0.0004i,-0.0015824+0.0011258i,-0.00088092+0.00073641i,-0.00053927+0.00034512i,-0.00026512+0.00062107i,0.0010323+0.00030182i,0.0016373-0.00036931i,0.00067322-0.00026954i,1.6021e-05+0.00024211i,0.00017328+0.0006465i,0.00022388-8.9891e-05i,0.00034117-0.0010111i,7.0281e-05-0.00065352i,0.00039148-0.00066117i,0.00058601-0.00089817i,0.00029069-0.00048957i,0.00011142+0.00028456i
0.00052237+6.576e-05i,-0.00031641+0.00056725i,-0.00037729+0.0019636i,0.00028021+0.0014881i,0.001047+0.00074358i,0.0006208+0.00044169i,0.00011246+0.00019149i,-0.00080322+0.00029775i,-0.0011967+8.8779e-05i,-0.00012343+9.2367e-05i,-0.0002099+0.00027067i,-0.00078571-0.0002787i,-0.00054634-0.00096042i,-6.4742e-06-0.00097237i,-0.00013452+0.00015975i,7.574e-05+0.0001914i,0.00071139-0.00030585i,0.00039415+0.00025811i,0.00040668-0.00051667i,0.0013847-0.00052785i,0.001557+0.00052248i,0.0013343+0.00020813i,0.0011938-0.00030162i
-0.0008578-0.0011788i,-0.0012782-0.0010678i,-0.00087813+0.00041113i,0.00030171+0.0017672i,0.0012704+0.0018986i,0.0010683+0.00091429i,-0.0003246+0.00061001i,-0.0010326+0.00041908i,-0.00046394-0.00015755i,-0.00014234-4.4559e-05i,-0.00043121+0.00035631i,-0.00071282+0.0004318i,-0.00046159+0.00034483i,-0.00026227+0.00060098i,-0.0001903+0.00031886i,0.00014786-0.00070783i,0.00035526-0.00067519i,8.7372e-05-2.4891e-05i,-0.00038251+0.00027296i,-0.0002691-0.00030889i,8.6266e-05-0.00067534i,0.00038301-0.00080069i,0.00031182-0.00080767i
0.00066521-0.00058801i,0.0013747-0.0003467i,0.0010846+0.00094919i,0.00064119+0.0013194i,-0.00058024+0.00041491i,-0.0018874-0.00018003i,-0.0018529-0.00048919i,-0.0010016-0.00097969i,-0.00017668-0.00025105i,0.00012064+0.0010204i,0.00014414+0.00072956i,-9.082e-05+0.00012228i,-0.00078217-5.1023e-05i,-0.00086671-0.00013656i,-0.00039674+9.3788e-05i,0.00053777+0.00084921i,0.0011934+0.00093268i,0.0005951-0.0002815i,0.00013099-0.0005852i,7.6244e-05-0.0003359i,-0.0001381-0.00060312i,-0.00014321-0.00044684i,7.1057e-05-0.00053959i
-0.0015744-0.00091591i,-0.0016394-0.00031034i,-0.00043794+0.0013398i,0.00036959+0.0018947i,0.00030648+0.0011396i,0.00018311+0.00019487i,-1.2043e-05+0.00019776i,-0.00054555+0.00098681i,-0.00035098+0.00086392i,0.0002277+0.00028212i,-0.00016388+2.3776e-05i,-0.00085102-0.00043055i,-0.00094519-0.00061576i,-0.00067458-4.4906e-05i,-0.00065115+0.00087121i,2.0792e-05+0.00047829i,-2.1684e-05+5.4862e-05i,-0.00030412-0.00023027i,0.00043912-7.3876e-06i,0.00037288+0.00012408i,0.00024899-0.00018474i,-0.00015847-0.00029802i,-0.00020679-0.0001405i
0.00081861+0.00011197i,0.0011208+0.00057155i,0.0012729+0.001012i,0.0013843+0.00097039i,0.00026956+0.00041593i,-0.00089714-0.00040469i,-0.00086657-0.00031813i,-0.0012432+0.00040886i,-0.0016331+6.732e-05i,-0.0012435-0.00016726i,-0.00098394+0.0002255i,-0.00090167+2.3755e-05i,-0.00073849-0.00089886i,-0.00062139-0.00068957i,0.00045075-6.3311e-05i,0.0018553+0.0003354i,0.0013149+0.00077278i,-0.00045679+0.00058626i,-0.00068467+9.8522e-05i,-0.00030951+0.0001947i,2.8221e-05+0.00028981i,0.00084926+0.00036558i,0.00094048+0.00042433i
-0.0012623-0.0011506i,-0.0015911+0.00053135i,-0.0019594+0.0017235i,-0.0014286+0.0025897i,-0.00085289+0.0023096i,-0.00063927+0.001522i,-0.00086315+0.00080295i,-0.00075959+0.00083262i,-0.00015347+0.00059158i,-0.00017565+0.00023008i,-0.00031532+0.00077376i,0.00013218+0.001092i,-4.7524e-05+0.00057212i,-0.00029016-8.9176e-05i,-0.00042529+2.4752e-05i,-0.00017463+0.00054139i,0.0010305+0.00027001i,0.0012252+1.5579e-06i,9.6001e-05+0.0010542i,-0.00033852+0.00080596i,-0.00020501-0.00022328i,-0.00022503+0.00038581i,0.00015221+0.0014941i
-0.0010097-0.0014031i,-0.0011774-0.00062307i,-0.00091303+0.00070825i,-0.001151+0.0012681i,-0.00090486+0.0013857i,-2.0934e-05+0.00028986i,0.00014296+0.00050382i,-0.00017371+0.0010802i,-0.00059294+0.00087714i,-0.00029584+0.00070312i,-0.00027445+0.00072443i,-0.0007907+0.00073352i,-0.0014205+0.00023336i,-0.0015499+0.00068084i,-0.00051153+0.00080887i,0.00014296+0.00076067i,4.3359e-05+0.00051711i,-0.00036954-0.00025794i,-0.00053534-0.00099251i,-0.00039559-0.0012291i,-0.00049717-0.0008887i,-0.00090409-0.0009386i,-0.00060771-0.00099669i
-0.00065986+0.0013925i,-0.0013906+0.001959i,-0.00052663+0.0035685i,0.00045218+0.0040405i,0.00045436+0.0029119i,1.5323e-07+0.00092832i,-0.00071869-0.0003778i,-0.00070984-0.00028465i,1.3335e-05-7.8812e-05i,0.00047525+0.00013003i,0.00041763+0.00075577i,0.00057966+0.0010395i,0.00036378+0.00046751i,7.2932e-05+0.00012816i,0.00054719+0.00024192i,0.00032104+4.1064e-06i,-0.0003255-0.00072781i,-0.00021198-0.0010705i,0.00025701-0.0010887i,0.00061389-0.00071709i,0.00037441-0.00035771i,6.2066e-05+0.00015443i,-8.8327e-05+0.00057347i
0.00016308+1.5378e-05i,-0.00021205+0.00099473i,-0.00017648+0.0018778i,0.00079576+0.0019192i,0.0010001+0.0021434i,0.00060333+0.0016527i,-0.00012959+0.00062877i,-0.00018216+0.00040776i,-0.00034653+0.00011771i,-0.00015052+0.00054024i,4.4487e-05+0.00094474i,-0.00068614+0.00031292i,-0.00066482-0.00037254i,-0.00039268-0.00025604i,-0.00048776+0.00020254i,-0.00023776+0.00097854i,2.3673e-05+0.00122i,0.00049391+0.00046981i,0.00090401+3.9793e-05i,0.00079651+0.00076508i,0.0009496+0.0010183i,0.0008342+0.00030276i,0.00043363+1.3163e-05i
-0.0010784-0.0015397i,-0.0010455-0.00062029i,-0.0018047-0.00021143i,-0.0020361-0.0001152i,-0.0013893-0.00052504i,-0.0011569-0.0008991i,-0.0013055-5.548e-06i,-0.0011286+0.00077147i,-0.0010531+0.0010021i,-0.0011306+0.00061851i,-0.0013473+0.00030081i,-0.0013182-0.00029718i,-0.00081934-0.00049317i,-0.00018382+0.00055302i,3.5823e-05+0.00059993i,0.0005621-0.00039132i,0.0011633+0.00016116i,0.0013777+0.001301i,0.00025522+0.00098346i,-0.00045856+0.00076994i,0.0002437+0.00019167i,0.00048515-0.00040874i,-0.00029332-0.00014993i
-0.0022702+0.0014332i,-0.0019651+0.00077668i,-0.0012174+0.00093537i,5.9812e-05+0.0015995i,0.0008277+0.00099377i,0.00036566+0.00018995i,-0.0014551+0.00062692i,-0.0014885+0.00043058i,-0.00043128+0.0002167i,0.00025932+0.00024962i,0.00069189-5.8761e-05i,-0.0001218+0.00069743i,-0.0009273+0.00080456i,0.00013014-0.00023215i,0.00073646-0.00032096i,0.00051497-0.00039046i,0.00062878-0.00036357i,0.00054588-0.00091988i,-0.00022133-0.00086233i,-0.0012474+0.00020089i,-0.0013+0.00033646i,-0.00010125-0.00032239i,-2.8813e-05-0.00089044i
0.00053542+0.00077033i,0.00077885+0.0013167i,0.00071327+0.0029537i,0.0020743+0.0023843i,0.002957+0.00098045i,0.0013087-0.00038496i,-0.00037291-0.0011159i,-0.00082961-0.00062774i,-0.00064541-0.00021877i,-0.00096422-8.0898e-05i,-0.00086069+0.00018432i,-0.00022654+0.00026326i,-6.1018e-05+0.0003844i,0.00055488+0.00015949i,0.00085497+0.0004406i,0.00063734+0.0006918i,0.0008447+0.00066524i,0.00071952+0.00014171i,0.00062543-0.00028205i,0.00064156+5.8692e-05i,0.00034642+0.00020146i,3.8175e-05-0.00017696i,-0.00026401-0.00039326i
-0.00044681+0.00028038i,-0.00047601-0.00027828i,0.0002292+0.00069117i,0.00087277+0.0022591i,0.0012251+0.0017874i,-0.00013173+0.00079947i,-0.0014556+0.00044835i,-0.00012207+0.00019271i,0.00027303+0.00016388i,-0.00036486+0.00066475i,0.00023299+0.001162i,0.00068645+0.0010674i,0.00084302+0.00076437i,-0.0002731+0.00052431i,0.00012377+2.8097e-05i,0.0011151-0.00024048i,0.000796-5.1934e-05i,0.00062334-9.719e-05i,0.00052872-0.00020997i,0.00043302-0.00027947i,0.00036208+9.8105e-05i,0.00067604-0.0001142i,0.0013255-0.00043507i
0.00086244+0.0004263i,-0.00074809+0.00069814i,-0.00028566+0.0015384i,0.00063052+0.0015192i,-0.00027321+0.00036418i,-0.0016719-0.00055168i,-0.0016297-0.00057022i,-0.00056318-5.5825e-06i,0.00010185+0.00020243i,0.00026337+0.00026147i,0.0002547+0.0002835i,0.00021201-0.00065193i,0.00018959-0.0010659i,0.00042826-0.0013537i,0.00044005-0.0012678i,6.1456e-05-0.00043727i,0.00031709+0.00053278i,-0.00020173+0.00096306i,-0.00027724+0.00028093i,0.00016636-1.0325e-05i,0.00057888+1.9795e-05i,0.00051396-2.5332e-05i,0.00032406-0.00060996i
-0.0024849-0.0015676i,-0.0026781-0.0019228i,-0.0029912-0.00056095i,-0.0022375+0.0011089i,-0.0014067+0.0014329i,-0.0010053+0.00083539i,-0.00084908+0.00057305i,-0.0003865+0.00066016i,-0.00014005+0.00028417i,0.00018118+0.00046108i,0.00018308+0.00081486i,-0.00010062+6.8353e-05i,0.0002306-3.3643e-05i,0.00023437+0.0014895i,0.0006233+0.0017625i,0.0011866+0.00099052i,0.00087536+0.00022446i,0.00074014-0.000528i,0.00054967-0.0008017i,0.00013875-0.0004925i,0.00061722+7.33e-05i,0.00045904+0.0010192i,-0.00022248+0.0010135i
-1.1086e-05-0.0018332i,-0.0009449-0.0013005i,-0.0008509-0.00066719i,-0.0012022-0.0002985i,-0.00090841-0.00091557i,-0.00082055-0.0011252i,-0.0013868-5.5635e-05i,-0.00076562+0.00026626i,0.00014136+0.00056184i,-0.00050516+0.00057077i,-0.0012327+0.00015172i,-0.0013532+0.0002009i,-0.00081478+0.00080512i,-0.00045294+0.0013509i,4.2888e-05+0.00053596i,0.00042747-0.00089497i,5.2673e-05-0.00053898i,-0.00038629-0.00022142i,-0.00063119-0.00049238i,-0.00017352-0.00070294i,0.00049276-0.0005996i,0.00023066+0.00022036i,-0.00036833+0.00065083i
0.00029931-0.00029265i,-0.0014687-0.00037831i,-0.0022276-0.00049211i,-0.0013866-0.00016181i,-0.00082926+0.00034358i,-0.00090681-6.8262e-06i,-0.00041237+0.00025964i,-0.00011552-9.9497e-05i,-5.9508e-06-0.00072841i,-0.00067277+0.00021178i,-0.0014111+0.00075275i,-0.0012394+0.00069377i,-0.0011544+0.00055255i,-0.00081859-0.00020265i,3.1046e-05-0.00082157i,0.00052495-0.00040674i,0.00052112+0.00020553i,0.00045647+0.00017722i,-0.00046856-4.212e-05i,-0.00085022+0.00016406i,-0.00060259+0.0010988i,-0.00049673+0.0015797i,0.000205+0.0012794i
-0.0011257-0.0017437i,-0.0012283-0.0011768i,-0.00052613+0.00068701i,-0.00035385+0.0017279i,-0.00060074+0.00086815i,-0.00082776+0.0005698i,-0.0013012+0.00069989i,-0.00061389+0.00020763i,-0.00035741-0.0003522i,-0.00097653-0.00054315i,-0.00056182-8.1441e-05i,9.4336e-05+0.00013298i,-0.00049796+0.00019997i,-0.00043743-5.3987e-05i,8.0761e-05-0.00021277i,-0.00015816-0.00013798i,-0.0002627-0.0004443i,1.6284e-05-0.00081338i,0.00029272-0.0006934i,-0.0002703-0.00033085i,-0.00072818-0.00018912i,-0.001104+0.00057469i,-0.0011936+0.00044692i
0.00047701+0.00016503i,0.00033884+8.9817e-05i,0.0011269+0.0010149i,0.0021045+0.0026419i,0.0014042+0.0023106i,-0.00032429+0.00078651i,-0.0010286+9.4709e-06i,-0.0010719+0.00015459i,-0.00048688-2.9355e-06i,7.4286e-05-2.0376e-05i,-0.00037241+0.0012879i,-0.0005085+0.00099404i,-0.0007385+0.00048869i,-0.00072611+0.00090298i,-0.00013673+0.001076i,0.00066603+0.00086599i,0.0010534+0.00071546i,0.0006385+0.0005692i,0.00016137+0.00033795i,-0.00021312+0.00072816i,-0.00053351+0.00039704i,-0.00044429-0.00025178i,0.00012468+0.00022323i
-0.0011733+0.00028559i,-0.0018753+3.3544e-05i,-0.0011125+2.9782e-05i,3.9267e-05+0.0011579i,0.00021437+0.0015773i,1.3366e-05+0.0014225i,-0.0012051+0.0013642i,-0.001748+0.00047746i,-0.0011584+0.00015563i,-0.00079322+0.0011497i,-0.00054991+0.0019652i,-0.00043877+0.0019985i,-0.00063266+0.0016199i,-0.00037262+0.0011118i,0.00017921+0.00087309i,5.2412e-05+0.00034433i,2.1855e-05+2.1148e-05i,0.0001437+4.5921e-05i,0.00012931+0.00012565i,-6.2921e-05+0.00013702i,-0.00019991-3.5721e-05i,-0.00036804+0.0003231i,0.00014253+0.00082704i
-0.00075852-0.0020994i,-0.00094662-0.0015117i,-0.00017942-0.00036895i,0.00066575+0.0010838i,0.00038806+0.00089101i,-0.00117+0.00077798i,-0.00204+0.00091836i,-0.0011192+8.8362e-05i,-0.00028876-0.00045601i,-0.00033564-0.00040583i,-0.00077135-0.00034541i,-0.00088879-0.0008445i,-0.00020483-0.00099685i,-0.00036106-0.00065724i,-0.00044368-4.6319e-05i,4.1127e-06+0.00063144i,0.00044282+0.00061142i,0.00086921+7.2556e-05i,0.00055643+0.00014308i,0.00011562+0.00027272i,3.2707e-05-9.1752e-05i,-0.00020601-0.00048705i,-7.3444e-05-0.0004227i
-0.0009298-0.002495i,-0.001161-0.0006073i,-0.0028538+0.0016623i,-0.0038031+0.0037138i,-0.0030899+0.0030369i,-0.0016913+0.00080665i,-0.0014527+0.00010178i,-0.00098039+0.00073484i,-0.00061844+0.00026652i,-0.0010219-0.00058371i,-0.00069492-0.00028235i,-0.00060734+1.6141e-05i,-0.00078018-5.9223e-06i,-0.00064781+0.00031225i,-0.00054848+0.00035311i,-0.00035768+0.00020326i,0.00031919+2.3986e-05i,0.00025709+0.00028828i,-0.0004144+0.00040754i,4.8721e-05-0.00034775i,0.00024846-0.00035442i,-0.0002993-0.0005033i,6.0362e-05-0.0002988i
-0.00017368-0.00084842i,-0.00081583-0.00043801i,-0.0017231+0.00048995i,-0.00084916+0.001391i,3.5036e-05+0.00081448i,0.00042774+0.00057735i,0.0006173+0.00072281i,0.00030448+0.00088088i,-0.00034326+7.7017e-05i,-0.0010828-0.0005326i,-0.00084201-0.00023177i,-0.00070763+3.0966e-05i,-0.00047399+0.0002208i,-0.00012619+0.0007409i,-0.00050254+0.00097949i,-0.00034107+0.00028289i,0.0003754+0.00039431i,0.00029868+0.00055156i,0.00032136+5.339e-05i,0.00016072-0.00016858i,0.00033749+1.9921e-05i,0.0003668-0.00019779i,-6.306e-05-0.00039304i
-0.00022827-0.0023416i,-0.00041614-0.0015521i,-0.00059931+0.00020879i,-0.00044745+0.00077428i,-0.0006407+0.0003424i,-0.0011867-3.1709e-05i,-0.0010642+0.00043927i,-0.00074125+0.00095514i,-0.00071175+0.00057675i,-0.0006483+0.00023487i,-0.00046385+0.00017193i,0.00033281+0.00036417i,0.00032735+0.00029508i,0.00015247+7.8762e-05i,0.00042043-0.00027454i,0.00072473+0.00025778i,0.00054704+0.00030613i,-0.00028317-0.00023531i,-0.00056651-0.00012428i,-0.00050439-8.6897e-05i,-0.00075943-0.00012067i,-0.00054441-0.0002129i,-0.00013523-3.7782e-05i
-0.0005958-0.00034938i,-0.00074563+0.0012456i,-0.00035192+0.003261i,-0.00041914+0.0031061i,0.00022024+0.0017135i,-5.2235e-05+0.00031436i,-0.0016841+0.00030724i,-0.0017469+0.00089251i,-0.00055556+0.00045126i,-0.00015256+0.00045691i,-0.00038026+0.0012344i,-0.00051014+0.0013086i,-0.00016112+0.0003564i,-0.00038699-0.00019772i,-0.00061332-0.0003429i,0.000335+8.5609e-05i,0.00079693+0.0010356i,0.00022411+0.00052961i,-0.00017414-0.00038205i,-0.00019048-6.9301e-05i,8.1003e-05+6.8149e-05i,0.00016535-0.000227i,-0.00035553-0.00036103i
-1.6439e-05-0.00054798i,-0.0009773-4.745e-05i,-0.00041793+0.00096725i,-1.7264e-05+0.0015679i,-0.00044924+0.0016003i,-0.00062243+0.00020557i,-0.00026362-8.3812e-05i,-0.00049854+0.0005967i,-0.0011875+0.00053227i,-0.0017234+0.0004949i,-0.00084317+0.00076831i,0.00015111+0.00079866i,-0.00020592+0.0001843i,-0.0009108-0.0001755i,-0.00024947-5.7226e-05i,0.00025877-0.0001907i,0.00049127+6.3447e-05i,0.00043725+8.1096e-05i,-0.00050478-0.00036479i,1.4118e-05+1.8709e-05i,0.00065395+0.00026441i,4.4869e-08-1.1308e-05i,-1.0159e-05-0.00018272i
-0.0007746+0.0013344i,-0.00058608-4.1654e-05i,0.00037425+0.001572i,0.00058016+0.0031039i,0.00032012+0.0014794i,-0.00054766-0.00028368i,-0.0014516-0.00044506i,-0.0013778+0.00029412i,-0.00078996+0.00088835i,-0.00037998+0.00081534i,0.00029476+0.0005794i,0.00083882+0.00036626i,-0.00018372+2.6981e-05i,-0.00097089+0.00017032i,-0.0010023+0.0006471i,-0.00071442+0.00057727i,8.7526e-05-5.4942e-05i,0.0011807+0.00013403i,0.0010717-1.8985e-05i,-0.00030537-0.00053624i,-0.00041005-0.00033582i,-8.6331e-05+0.00010217i,-0.00028971-6.5912e-05i
-0.0012588+0.0013588i,-0.0022754+0.0018943i,-0.0029745+0.0030604i,-0.0018599+0.0038018i,-0.00035374+0.0024513i,0.00055449+0.00061927i,0.00012545+0.00031763i,-0.00067261+0.00054108i,-0.00097571+0.00077851i,-0.00088706+0.0011311i,-0.00062644+0.001165i,-0.00032031+0.00077626i,-4.6644e-05+0.00022308i,0.00021799+4.2928e-05i,0.0002434+0.00064222i,0.00041332+0.00069142i,0.00027413-0.00054436i,-8.3848e-05-0.00074952i,0.00033823-0.00025007i,0.00101-0.00019421i,0.0011599-0.00011731i,0.00021613-0.00048718i,-0.00031185-0.00050445i
0.0010668-0.00064235i,-0.0003904-0.00048134i,-6.209e-05-0.00010176i,0.00069387-0.00017538i,0.00077209+6.3866e-05i,-0.00065736-1.3319e-06i,-0.0013023+1.5512e-05i,-0.0012643+8.3749e-05i,-0.00097236-0.00028013i,-0.00079578-0.00030823i,-0.0005638+1.955e-05i,-0.00026097+0.00046931i,-0.0011697+0.00084785i,-0.0013712+0.00038959i,-0.00061982+0.00029307i,0.00059174+0.00064452i,0.0018239+0.00064138i,0.0010015+0.00032928i,-0.00038501+4.0378e-05i,-0.00059066+0.00012037i,-0.00041142-9.1812e-05i,-0.00043638-0.00053977i,-0.00062068-0.00056759i
-0.00071414-0.0018902i,-0.0010345-0.0014497i,-0.0010001+0.00067166i,0.00011758+0.0021888i,-5.5649e-05+0.001439i,-0.0010015+0.00074664i,-0.0010122+0.0014496i,-0.00082846+0.0019981i,-0.00070566+0.0017209i,-0.00096695+0.00055649i,-0.00087875-2.5648e-05i,-0.00055898-3.7316e-05i,-0.000435-0.00050198i,-0.00078462-0.00044318i,-0.00053843+0.00017924i,6.796e-05+0.00085326i,-0.00018071+0.00068444i,-0.00083951+5.6968e-05i,-0.0012642+0.00021271i,-0.0010167+0.00010068i,-0.00028174+0.0001447i,4.1533e-05+0.00065125i,8.901e-05+0.00092222i
0.00018014+0.00014266i,-7.9776e-05+6.496e-05i,-0.00090402+0.00057408i,-0.0015563+0.0012155i,-0.00086329+0.00094175i,-0.00022658-0.00021528i,0.00025539-0.00035439i,0.00056995+0.00016602i,0.00059851+0.00066031i,0.00053472+0.00088143i,0.00012275+0.00096311i,-0.00015166+0.00037728i,0.00034782+8.7609e-05i,0.00041781-6.6967e-05i,0.00017135-0.00032503i,0.00024538+0.00012138i,0.00056125+0.0007082i,0.00047468+0.0001083i,2.8417e-05-0.0013278i,-0.00071061-0.0014227i,-0.00067232-0.00028387i,8.0019e-05+0.00023814i,-0.00012759+0.00050159i
-0.00084579-0.00030454i,-0.00095387+0.00049769i,-0.00059857+0.0020615i,-0.00024666+0.0018027i,9.4313e-05+0.0012252i,-2.0743e-05+0.00081774i,-0.00027432-0.00020532i,4.1306e-05-0.00081576i,0.00034456-5.5319e-05i,0.00022918+0.00027236i,0.00068586+0.00025605i,0.00074145+0.00030801i,0.00011634-0.00017526i,-0.00049171-0.00060457i,-0.00053147-0.00076441i,0.0001063-0.0010329i,0.00043106-7.3423e-05i,0.00030065+0.00075048i,-0.00012895-0.00019868i,-1.3489e-05-0.00071494i,0.0004919-0.00061524i,0.0010291-0.00071623i,0.00016989-0.00044338i
-2.5914e-05+0.0024i,8.4131e-05+0.0019434i,0.00064749+0.0021358i,0.0010504+0.0017871i,0.00038418+0.00076609i,-0.00084957-0.00014232i,-0.0014148+0.00067941i,-0.0011905+0.0017471i,-0.00037528+0.001591i,6.3602e-05+0.00097578i,-0.00027363+0.00044105i,-0.00023545+0.00056877i,-2.9439e-05+0.00085672i,-0.0002597+0.00027861i,0.00019085+1.1293e-06i,0.00086798+0.0002971i,0.0015235+0.00016166i,0.00099944+0.00016009i,0.00057416+0.00046324i,0.00081459+0.00054742i,0.00055681+9.122e-05i,0.00041451+2.6988e-05i,0.00059747-0.00015685i
-0.001793-0.00083093i,-0.0023595-0.00093011i,-0.0021197-0.00022901i,-0.0021134+0.0010223i,-0.0013263+0.00143i,-0.00094742+0.00098067i,-0.0014826+0.00043218i,-0.0014409-0.0003i,-0.0011232-0.00050695i,-0.00077768+3.6048e-06i,-0.0006419+0.0003409i,-0.00093638+0.00046752i,-0.00022035+0.00053423i,0.00064345+0.00034777i,0.0005726-0.00032017i,0.0010303-0.00060183i,0.0014212-0.00040236i,0.0005902+3.049e-05i,-0.00021112+0.00034772i,-6.4015e-06+0.00054952i,0.00026112+0.00083562i,0.00017469+0.0007452i,-0.00055783+0.00061632i
-0.0001496+0.000158i,-0.00063039-0.0010196i,-0.00036186-0.0002408i,0.00016001+0.00099796i,0.00073534+0.00074118i,-7.829e-05+0.00031533i,-0.0013469+0.00038527i,-0.0014038+0.00049326i,-0.0014657-0.00030547i,-0.00085611-0.00052402i,0.00029321+1.5225e-05i,0.00031289-0.00044836i,-6.7848e-05-0.00050724i,0.00026983-0.00051i,0.00069822-0.00073045i,0.00042+0.00034535i,0.00038879+0.00091331i,0.00067521+7.7246e-05i,0.00052919-0.00073509i,0.00023874-0.00053039i,0.00047323-1.2839e-05i,0.00024799-0.00019457i,-0.00016488-0.00050603i
0.00072015-0.0004157i,0.00027854+0.00053933i,0.00053803+0.0021497i,0.0011039+0.0026558i,0.00017539+0.0017464i,-0.001017+0.00068787i,-0.00117+0.00055747i,-0.00090461+0.0011102i,-0.0003835+0.00095182i,-0.00040177+0.00044455i,-0.001118-0.0002806i,-0.0010342-0.00057408i,-0.00030738-0.00015639i,-7.1459e-05-8.384e-05i,4.5181e-05+6.1861e-05i,0.00026766-0.00037054i,-2.9727e-05-0.00060988i,0.00024869-0.00072868i,0.00020506-0.00082636i,0.0001589-6.6566e-05i,0.00044294+0.00065064i,0.00061723+0.0007334i,0.000562-8.3763e-05i
-0.0006385-0.00090273i,-0.0017024+0.0010855i,-0.0015433+0.0033066i,-0.00061483+0.0026895i,0.0002377+0.0011507i,0.00028005+0.00039984i,0.00028294-2.7311e-05i,0.00043347+0.00056239i,0.00050623+0.0011146i,2.7066e-06+0.00036159i,-0.00065136+0.00015735i,-0.0008941+8.5538e-05i,-0.00052269-0.00056099i,0.00027393-0.0007828i,0.0010581-0.00097774i,0.0013229-0.00046769i,-1.6496e-05+5.0375e-05i,-0.00034199-0.00020342i,0.00018639-0.00047145i,9.5357e-05-0.00025632i,-0.00040095-0.00063344i,-0.0002162-0.0010736i,-0.00017177-0.00043419i
-0.0014825-0.00081504i,-0.0021406+0.0007389i,-0.0022521+0.0023264i,-0.0015918+0.002879i,-0.00078068+0.0019255i,-0.00034423+0.00047453i,-2.8207e-05-0.00013628i,-0.00014507+0.00021579i,-0.00061536+0.0005657i,-0.00093415+0.00068911i,-0.0010368+0.0011797i,-0.001129+0.0007823i,-0.00067489-1.1156e-05i,-0.0008628+0.00015577i,-0.0012049+0.00068412i,-0.0010748+0.00064186i,-0.00060874-8.3553e-05i,0.00020625+8.8335e-06i,0.00013489+0.00023915i,-6.1139e-05-5.5607e-05i,0.00014835+7.8624e-05i,0.00052488+0.00033235i,0.00071759+0.00039315i
7.9681e-06+0.00090454i,-0.0013872+0.00086068i,-0.0012658+0.00094708i,0.00010228+0.0011457i,0.00082556+0.00078775i,-0.00054685+0.00011872i,-0.0014902-0.00019393i,-0.0006815+0.00028308i,-0.00055324+0.00047496i,-0.0010798+0.00016391i,-0.00082863-0.00012345i,-0.00011331-0.00023252i,6.9273e-05-0.00025704i,7.36e-05-5.0468e-05i,0.00026023-2.7742e-05i,0.00065539-0.00029542i,0.00064328-0.00012604i,0.00016613+0.00046216i,0.00014103+0.00045204i,0.00081852-0.00089292i,0.00056106-0.0011811i,0.00036123-0.00076641i,0.00026984-0.00076708i
7.2408e-05-0.0012242i,9.5525e-05-0.0015784i,-0.00041473-0.00049625i,-0.00052942+0.00051072i,0.0003756+0.00030173i,-0.00013598-0.00038485i,-0.00075329-0.00010342i,0.00014323+0.0002554i,0.0009135-2.9032e-05i,0.00029429-1.6238e-05i,-0.0007598+0.00080298i,-0.00070645+0.0015831i,3.3028e-05+0.001327i,0.00020106+0.0013386i,0.00029572+0.0010157i,0.0009663-0.00015381i,0.0012304-0.00033797i,0.00055106-0.00026057i,9.4591e-05-0.00063964i,0.00018397-0.0006401i,6.7354e-05-0.00074452i,0.00022251+0.00022452i,2.5489e-05+0.0011621i
