-0.0010254-0.00069259i,-0.0010426-0.00039507i,-0.0016768-0.00021849i,-0.0011809+0.00053469i,-0.00025064+0.0022342i,-0.00032152+0.0019118i,-0.0005945+0.0011992i,0.00042927+0.0012131i,0.001497+0.00071173i,0.0019797-0.00074903i,0.0016332-0.0015778i,0.0013166-0.00043615i,0.00069789+0.00045928i,-5.8655e-05+0.00048904i,-0.00088925+0.00079379i,-0.0016361+0.00068159i,-0.0012347+0.00017642i,-0.00028538-0.0007692i,-0.00048243-0.00073499i,-0.00027737+0.00018696i,0.00010643+0.00078509i,-0.00019749+0.0010622i,-0.00010517+0.00064865i
0.00047662-0.00029183i,0.0011922-0.00056395i,0.0016389-0.00085877i,0.0011513-0.00024428i,0.00051702+0.0007018i,0.00012078+0.0010287i,0.00057695+0.00077935i,0.00083505+0.00018217i,0.00047982-0.00030241i,0.00076368-0.00082931i,0.00037179-0.00079956i,0.00026746-0.00056468i,0.00025783-0.00027454i,-0.00061918-6.046e-05i,-4.8145e-05+0.0001124i,0.0010507-0.00013143i,0.0011528+0.00012936i,0.00077283+0.00057776i,6.0557e-05+0.0002646i,-0.00050589+0.00032078i,-0.00042753+0.00051132i,-0.00010479+0.00030406i,0.00029345+0.00079038i
0.00049104-0.001047i,-0.00018687-0.00070555i,-0.00034843+6.7069e-05i,0.00017645+0.00050816i,0.00094203+0.00043546i,0.0012708+0.00011362i,0.00090719+0.00025583i,0.00011044+0.00015969i,0.00034257-0.00031994i,0.00072338-0.0011222i,0.0011211-0.0010231i,0.00083418-0.00032395i,0.00025508-0.00042803i,0.00017949-0.0004067i,-0.00033534+0.00040305i,-0.00069848+0.00087454i,-0.00087465+0.0011852i,-0.00033468+0.00067084i,0.00019553-0.00025873i,0.00015321-0.00049407i,0.00051833-0.00087485i,0.00087178-0.00067825i,0.00048613-6.0287e-05i
0.00043747+0.0029063i,0.00095081+0.0024186i,0.0017578+0.00065481i,0.0021886-0.00075226i,0.00095914-0.001552i,-0.0002559-0.00072207i,2.2463e-05+0.00038845i,0.00058336+0.00025489i,0.0012073-0.00017359i,0.0017458-0.00021041i,0.00085307-0.00040028i,-7.7467e-05-0.00074511i,-5.8886e-05+0.00021778i,-0.00054164+0.00088546i,-0.00087283+0.0001927i,-0.00068683+0.00026388i,-0.00053046+0.00026786i,-0.0003719-0.00040714i,0.00011059-0.00082742i,0.00034234-0.00048211i,0.00064824+0.00021152i,0.00041472+6.7786e-06i,-0.00032222+9.4641e-06i
-0.0012207-0.00056835i,-0.0014483-0.00076299i,-0.0014453-0.00029393i,-0.00074693+3.7832e-05i,-0.00018972+0.0011939i,-7.3866e-05+0.0016796i,7.9082e-05+0.00055783i,0.00010772-0.00040239i,0.00010136-0.00094901i,0.00035081-0.0010478i,0.00039098-0.0003816i,0.00056565-0.00026519i,0.00083747-0.0009706i,0.00041534-0.0010848i,-0.0002731+0.0002782i,-0.00040467+0.0008048i,0.00014444+1.4419e-05i,6.557e-05-0.00015532i,-0.00040703-0.00013074i,-0.00027816-0.00019666i,0.00011223-0.000507i,4.4663e-05-0.00063155i,-8.4073e-05-0.00035102i
0.00089217+0.0012443i,0.0026151-0.00039342i,0.0029834-0.00089654i,0.0019301-0.00054992i,0.00048524-0.00034963i,6.1655e-05-0.0001158i,0.00059018-0.00032493i,0.00066996-0.00065716i,0.00051216-0.0008503i,0.00034322-0.00046312i,-0.00035051+0.00017948i,-0.00042109+0.00026726i,0.00022727-0.00036376i,0.00037192-0.00040451i,0.00022971+9.052e-05i,0.00086407+0.00053272i,0.00099364+0.00084648i,-0.00064493+0.00016661i,-0.0013708-0.00057349i,-0.0010999+6.2744e-05i,-0.0011852+0.00057195i,-0.00066209-2.8225e-05i,-0.00039079-0.00060343i
-0.00011675-0.00041815i,-0.00062972-0.0011049i,-0.0009698-0.0023096i,-0.00098317-0.0013386i,-0.00081889+0.00044169i,-0.00053328+0.0010635i,5.5733e-05+0.00020102i,7.8025e-05-9.0953e-05i,0.00066128-0.00044164i,0.00072956-0.0014368i,-0.00027072-0.00077466i,-0.00043357-0.0004488i,-1.1247e-05-0.00098781i,0.00013224-0.0013904i,1.9352e-05-0.0012032i,-0.00011389-0.0009339i,-6.8292e-05-0.0010125i,-0.00013904-0.00071277i,-0.00035027+1.0263e-05i,-0.00010576-0.00023826i,0.00022906-0.00042791i,0.00014017-0.00018147i,8.1328e-05+0.00011763i
-4.0403e-05+0.0019701i,-7.3089e-05+0.0015897i,0.00083839+0.0011973i,0.0010647+0.00061835i,0.0015639+0.00013337i,0.0013123+0.00066924i,0.00043074+0.00056519i,0.00022473-0.00043401i,0.00053774-0.00054802i,0.00062022+4.4101e-05i,-8.1735e-05+0.00053386i,-0.00028884+0.00050296i,-5.195e-05+0.00011961i,-0.00038079-0.00015491i,-0.00071812+0.00018284i,-0.0010848+0.00052367i,-0.00082364+0.00030061i,-0.00017817-0.00032891i,-0.00017592-0.00093487i,-0.00041826-0.00099739i,-0.00052383-4.2599e-06i,-9.5946e-05+0.0005409i,0.00052325+0.00036579i
-0.0025299-0.0008346i,-0.0020294-0.0011006i,-0.0023122-0.0010295i,-0.0020055+0.00030525i,-0.00069227+0.0011099i,0.00088266+0.001167i,0.0018074+0.00062361i,0.00095979+8.1435e-05i,-0.00033149+0.0003424i,-0.00059149+0.00084697i,0.0006703+0.00068539i,0.0017978+3.608e-05i,0.0016211+6.103e-05i,0.00071002+0.00012124i,-0.00034386+0.00035494i,-0.00096482+0.00012173i,-0.0015351+8.8976e-05i,-0.0011177+0.00025471i,-0.00029681+0.00013216i,7.9869e-05-0.00018929i,0.0004101-0.00019491i,0.00030932+0.00030824i,-0.00023952+0.00052561i
0.0017622-0.0014732i,0.0014206-0.0012758i,0.00034684-0.0012046i,-6.793e-05-0.002265i,-0.00068734-0.0017091i,-0.00044394+0.00020395i,0.00049677+0.00094158i,0.00042191+0.00023031i,0.00044482-0.00050896i,0.00060247-0.00092541i,0.00010803-0.0015718i,-0.00032208-0.0012098i,0.00046946-0.00060142i,0.0015053-0.00093541i,0.0010389-0.00073066i,0.00015344+7.5308e-05i,-6.1468e-05-6.1448e-05i,-0.00077941-0.00016744i,-0.0011868-0.00022179i,-0.00051595-0.00023177i,-0.00018714+0.00012501i,-0.00049273-0.00065033i,-0.00049848-0.0010129i
-0.00030701+2.523e-05i,-0.0010236+0.0018058i,-0.0017682+0.002258i,-0.0023968+0.0017323i,-0.0019493+0.0012097i,-0.00032886+0.0010916i,0.001083+0.00032026i,0.0010487-0.00044585i,0.00032252-0.00087056i,6.4652e-05-0.00062202i,0.00034802-0.00046644i,0.001084-0.0001006i,0.0008001+0.00046726i,0.00023302-9.4952e-06i,0.00027862+1.6445e-05i,5.8218e-05+0.00010839i,-0.00070328-5.7238e-05i,-0.00050269+0.0001414i,-5.9509e-05+0.00052758i,-5.0072e-05+0.0004424i,0.00047055-0.00014992i,0.00069689-0.00059319i,-5.3516e-05-0.00042383i
-0.00061373-0.0002892i,-0.00068433-0.0012989i,-0.00012469-0.0014261i,0.00029091-0.00033059i,0.00091057+0.00022361i,0.0012389+0.00036767i,0.00068439+0.00066183i,-0.0002094+0.0006175i,-0.00012968-7.6102e-05i,-0.00034447-0.0014955i,-0.00094477-0.0019286i,-0.00048186-0.0014056i,0.00013817-0.00024833i,0.00065079+0.00040167i,0.00048209+0.00022734i,0.0010426+0.00014385i,0.0014631-0.00022219i,0.00082879-0.00047791i,0.00027184-0.00023134i,0.00032528-0.00049988i,0.00024886-0.0010638i,-0.00041315-0.00096878i,-0.00036611-0.00071837i
0.00074295-1.6789e-05i,0.00047548+0.0011225i,0.00010229+0.0016448i,-0.00029785+0.0004789i,-0.0003564+7.582e-05i,8.3888e-05+0.00036922i,0.00072437+0.00050652i,0.0013624+0.00041765i,0.0012716+0.00039954i,0.0007762+0.00043446i,0.00032843+0.0001803i,-0.00023857+0.00060127i,-0.00040042+0.00016991i,7.8147e-05-0.00092447i,0.00037094-0.00096971i,-0.00038355-0.00011202i,-0.0010311-0.00018737i,-0.00049975-0.0010333i,-8.0565e-05-0.0010546i,0.00036487-0.00018995i,0.00066252+0.00033269i,0.0005685+0.00013704i,-0.00020943+0.00075824i
-0.0011046+0.0017453i,-0.00065191+0.0021353i,-0.00013954+0.0014801i,0.00089076+0.00021564i,0.0010421-0.00020305i,0.00083165-0.00014224i,0.00088286+0.00072063i,0.00049214+0.0010968i,0.00047153+0.0010462i,0.0010051+0.00075536i,0.0012811-7.9485e-06i,0.00094253-0.00045523i,0.00065458-0.00060532i,0.00054-2.5491e-05i,1.4238e-05+0.00073592i,-0.00080834+0.00086858i,-0.00077472+0.0012865i,4.2533e-05+0.00082204i,-9.2835e-05-0.00023957i,-0.00032561-0.00011502i,-0.00024766+0.00034743i,0.00035849+0.00073834i,0.00053239+0.00032875i
-9.1895e-05-0.0012542i,0.0013914-0.002127i,0.0013397-0.0016399i,0.00072132-0.00083214i,0.00039186-0.00071004i,-0.00025834-7.3486e-05i,-3.6031e-05-9.4777e-05i,0.00049938-0.00084638i,0.00075755-0.00083489i,0.00064214-0.00069164i,0.00011919-0.00088803i,0.00024634-0.00053483i,0.0013361-0.00032377i,0.001045+0.00012788i,-0.00014655+0.00055327i,-0.00020148+1.8277e-05i,0.00049129-0.00064463i,-0.00016038-0.00081021i,-0.00080934-0.0011041i,-0.00047164-0.001174i,0.00018513-0.00060854i,0.00084547-0.00019268i,0.00077902-0.00072147i
0.00033677+0.00076995i,-9.3686e-05+0.00021717i,0.0010905-8.9007e-05i,0.00090423-7.8017e-05i,-0.00013933-0.00012956i,4.9488e-05-0.00026206i,0.00053037-0.00068498i,0.00072005-0.00067282i,0.00036446-0.00034379i,-4.5281e-05-0.00066787i,2.757e-05-0.00049032i,0.00020893-0.00019519i,0.00086232-0.00025772i,0.0010177-0.00035384i,0.00070857-0.00032606i,0.00051616+0.00016579i,0.00037364+0.00034336i,5.6845e-05-0.00043103i,-0.00040162-0.00059513i,-0.0015268-0.00021777i,-0.001815-0.00033835i,-0.0011254-0.00024212i,-0.00057699-1.5547e-05i
-0.0010422-0.00053219i,-0.00069659+0.00080604i,-0.00096958+0.001927i,-0.0011452+0.0021422i,-0.00034214+0.0015204i,0.00064963+0.0010578i,0.00072597+0.00074468i,0.00039533+0.00031481i,0.00042234+0.00033847i,0.00051393-0.0002498i,0.00020576-0.00069516i,-0.00026174-7.8993e-05i,3.9675e-05-5.212e-05i,0.00038638-2.3666e-05i,0.00044387+0.00017254i,0.00045288+0.00060863i,-3.5186e-08+0.00036012i,-0.00027687-0.00014544i,-0.0004889-0.0001507i,-0.00071785-0.00020958i,-0.00039431-0.00059797i,-0.00027335-0.00049391i,-0.00061206+0.0001654i
-0.0012314+0.00015552i,-0.001111-0.00028638i,-0.0023081-0.00066569i,-0.0029397-0.0011i,-0.00080992-0.00083311i,0.00093748+0.00028742i,0.00091848+0.00059495i,0.00019628-0.00052511i,0.00030572-0.00027418i,0.00071427-2.7137e-05i,-0.00023681-0.00039i,-0.00030826-0.00045495i,0.00021944-0.00045937i,0.00011349-0.00025267i,0.0004239-0.00040416i,0.00077763-0.00016312i,0.00023954+0.00053459i,-0.00081962+0.00029136i,-0.0014565-0.00028037i,-0.00081176-0.00049643i,-2.0339e-05-0.00067146i,0.00041111-0.00059123i,0.00069384-0.00039421i
0.00063725+1.0059e-05i,0.0018153-0.00014326i,0.0018365+0.00068268i,0.00077461+0.00071592i,0.00042434-1.3102e-05i,0.0015+0.00017758i,0.0018157+0.00030687i,0.0013752-0.0005834i,0.0013048-0.0010048i,0.0015924-0.0011522i,0.0011413-0.0015823i,0.00030238-0.0013964i,0.00040922-0.00068756i,0.00017036+0.00020784i,-0.00067502+0.00062582i,-0.00098132+0.00012549i,-9.4546e-05-0.00015373i,0.00022917+0.00033982i,0.00019865+0.00064982i,7.6507e-05+5.3454e-06i,-9.9339e-05-0.00071149i,0.00034955-0.00080273i,0.00042419-0.00010791i
0.00045847+0.00065948i,0.00025338+0.00072808i,0.00043894+0.00093854i,0.00027764+0.0012728i,-0.00044397+6.3197e-05i,-0.00065022-0.00055192i,-0.00047207-0.0006556i,-0.00017986-0.00088205i,0.00082595-0.00079673i,0.0013581-0.00096168i,0.00095456-0.00035494i,0.0011121-0.00026019i,0.0013727-0.00070949i,0.00068293-0.00065208i,-0.00039979-0.00027929i,-0.00068765+0.00016713i,0.00012666+0.00010861i,0.00014491-0.00077174i,-0.00043045-0.00084136i,-0.00061966+0.00021328i,-0.00079496+0.00056501i,-0.00052271+0.00028273i,-0.00037605-3.6335e-05i
-0.00011645-0.0020132i,-0.001207-0.0013764i,-0.002212-0.00080547i,-0.001707+0.00014007i,-0.0010438+0.0016164i,-0.00026907+0.0017887i,0.00013763+0.00035606i,0.00011675-0.0005383i,0.00044196-0.00078694i,0.0010319-0.000738i,0.0011811-0.0006837i,0.0011362-0.00084234i,0.0014228-0.00055602i,0.001281-0.00046663i,0.00056479-0.00048312i,-0.00013666-0.00073339i,-0.00058596-0.00086466i,-0.00034173+2.9398e-05i,-6.9227e-05+0.00073399i,0.00010615+0.00072177i,0.0010478+0.00065863i,0.0010814+0.00038916i,0.00031321+0.00028401i
0.00034878+4.1964e-05i,0.001097-7.2574e-05i,0.00099961+7.0121e-05i,-0.0001909-0.00016337i,-0.0004533-0.00090491i,0.00085488-0.00040047i,0.00048291+0.00018264i,0.00013663-0.00043859i,0.00093051-0.0003696i,0.0011021+3.7569e-06i,0.00037613-0.00041376i,0.00040878-0.00048993i,0.00095215+9.5786e-05i,0.00011863+0.00010141i,-0.0004257+0.00012171i,-0.00011084+0.00040355i,-0.00088332+0.0012192i,-0.0014779+0.0012834i,-0.00066866+0.00060387i,-0.00027737+7.3859e-05i,-0.00047688-0.00028044i,-7.8284e-05-7.6811e-05i,0.00024616+0.00012658i
0.00045374-0.0018282i,0.00052693-0.0022045i,-0.0005198-0.0022428i,-0.0010785-0.00061159i,-0.0012418-0.00012057i,-0.00017169-0.00080659i,0.0012932-0.00036099i,0.0013102-0.00024613i,0.0007066-7.0861e-05i,0.00010322-0.0002439i,0.00041194-0.00045617i,0.00072953-0.00065163i,0.0007599-0.00055805i,0.00078446-0.00011819i,-0.00033563+0.00027863i,-0.00079157+0.00023608i,-5.4036e-06-0.00043175i,0.00076518-0.00095273i,0.00065718-0.0010157i,0.00017359-0.00056421i,-0.00012191-0.00058065i,-0.00028761-0.00045658i,-0.00052802+0.00014503i
-0.00040889-0.00061873i,-2.903e-05-0.0010368i,-0.00048183-0.00094357i,-0.0014292+6.5892e-05i,-0.0018928+0.0011923i,-0.001571+0.0015422i,-0.00015686+0.0010032i,0.0006969+6.0719e-05i,0.0010781-0.00044669i,0.0011418-0.00071249i,-0.00023908-0.00045119i,-0.0011451-0.00044928i,-0.00058162-0.0012217i,-0.00036022-0.001146i,-0.00012463-0.00021363i,-4.1737e-05+0.00090627i,-0.0008739+0.00089524i,-0.0011463-0.00013182i,-0.00082398-0.00077778i,-0.00031625-0.0001014i,2.6236e-05+0.00071237i,0.0004182+0.0006362i,6.2458e-05+0.00028793i
-0.00065627-0.0028888i,-0.0013504-0.0028341i,-0.00088223-0.0025986i,-0.00035458-0.0015626i,-0.00010543+0.00018004i,-0.00022538+0.00072125i,-6.0893e-05-3.0755e-05i,0.00096139-0.00076025i,0.0020337-0.00042221i,0.0019375-0.00017895i,0.00067845+2.835e-05i,-0.00039576+0.00055489i,-0.00070896+0.0010366i,-0.00020657+0.00081073i,6.9091e-05-0.0003463i,0.00014842-0.0011464i,0.00015988-0.0010602i,-1.9352e-05-0.00020411i,-0.00058612-0.00044295i,-0.00044514-0.00076961i,-0.00034975+0.00014587i,-0.00043167+0.00066219i,-0.00085371+0.00028888i
0.0018944+0.0011363i,0.0014323+0.00032067i,0.0019739-0.00041201i,0.00077188-0.00048647i,-0.0010796-0.00018925i,-0.0010908+0.00059528i,0.00061717+0.0013719i,0.0011555+0.0013289i,0.0010663+0.00036357i,0.001244+4.9295e-05i,6.5524e-05-0.00020422i,-0.00015275+0.0001261i,0.0013225+0.00099008i,0.0013732+0.00092824i,0.00038189+0.00093553i,-0.00077922+0.00099673i,-0.0012226+0.00014613i,-0.00031704-0.00048235i,0.00029155+0.0001117i,0.00034962+0.00072374i,0.00042356+0.00040654i,0.00070743+8.0587e-05i,0.00078096+0.00030942i
-0.00031735+0.0019777i,0.00080925+0.00066645i,0.0021988-0.00039257i,0.0029314-0.0010871i,0.0026722-0.0012995i,0.00078776-0.0008489i,-0.00035015+0.00013907i,0.00032627+0.00013796i,0.001216-0.0010941i,0.0018335-0.001182i,0.0011317-0.00027176i,0.00065689+4.1303e-06i,0.00044548-8.595e-05i,-0.00027355-0.00011913i,-0.0007035+0.00022998i,-0.00033989+0.00055442i,0.00018208+0.00089201i,0.00019899+0.00033176i,-0.00035841-0.00011632i,-0.00084658+0.00046191i,-0.00076974+0.0003943i,-0.00047538-0.00030091i,-0.00032272-0.00016722i
-0.0022051+0.0011819i,-0.0014814+0.0015234i,-0.0010276+0.0014401i,-0.00040701+0.00129i,-0.00011919+0.00097873i,-0.00015514+0.00055603i,0.00026085+0.00014179i,-7.6368e-06+0.00029409i,-2.1887e-05+0.00026157i,0.00083744-0.00035792i,0.00088353-0.00062201i,0.00044495-0.00027275i,8.0071e-05-0.00035876i,-0.00042168-0.00052982i,-0.00080328+0.00021318i,-0.00084782+0.00045398i,-0.00084944+0.00023275i,-0.00090108+0.00010491i,-0.00092862+0.00014098i,-0.00091352+0.00071599i,-0.0001143+0.0011461i,0.00087948+0.00066209i,0.00099444-0.00034425i
-0.0016485+0.0003536i,-0.0011335+0.00052754i,-0.00055141+0.0015363i,0.00070425+0.001439i,0.0019586+0.00048764i,0.0018571+0.00039452i,0.0014096+0.00035474i,0.0009524+0.00045097i,0.00095352+0.00084285i,0.00096954+0.00058621i,0.0006012-0.00042756i,0.00046981-0.00086716i,-0.00028009-0.00079208i,-0.0012072-0.00033233i,-0.00059347+0.00021509i,-0.00040283+4.6854e-05i,-0.00041952-8.9814e-05i,5.4491e-05-0.00042301i,4.9641e-05-0.0010576i,-0.00026513-0.0013001i,-0.00038072-0.00095058i,-0.00050222-0.00091634i,-0.00024705-0.00024693i
-0.00040444+0.0012543i,0.0010643+0.0020366i,0.0015324+0.0022782i,0.0012204+0.0019302i,0.0013448+0.0013779i,0.00080925+0.00059863i,0.00063709-8.4833e-05i,0.001326-0.00044047i,0.0011924-0.00033505i,0.0010661-0.00073709i,0.0002359-0.00095933i,-0.0002499-0.00084271i,0.00077583-0.0012065i,0.001086-0.00088373i,0.00038683-0.00052531i,-0.00010812-0.00046044i,-0.00057255-0.00021588i,-0.00045476-0.00024337i,3.7079e-05+9.684e-06i,8.7097e-06+0.00011032i,-0.00025579+0.0002515i,-0.00014227+0.00037352i,3.0226e-05+0.00034483i
-0.0016112+0.00076613i,-0.0020574-4.8884e-05i,-0.0011137-0.00025549i,-0.00077968-0.00038587i,-0.0013433-0.00082477i,-0.0011571-0.00085628i,0.00040064-0.00041744i,0.0013463-0.00019549i,0.0012857-0.00030064i,0.0012352-0.00047663i,0.00062817-0.00069212i,-0.00028916-0.00090244i,-0.00027995-0.00098438i,-0.00025884-0.00061i,-0.0008674-0.0004031i,-0.00059508+0.00013508i,-0.00013501+0.00070436i,-7.8989e-05+0.00053004i,0.00022737+0.00045775i,-8.8608e-05-0.00022502i,-0.00036491+0.00014166i,0.00014711+0.00040182i,0.00035101-0.00020337i
0.0015567-0.00018778i,0.001548+0.0008245i,0.0017109+0.0007569i,0.0011077+0.000122i,-0.00039037+0.00026374i,-0.00030071+0.00032946i,0.00083293-0.00060665i,0.00071861-0.0013148i,0.00024343-0.0006323i,0.00024917-0.00048903i,0.0004876-0.00054587i,0.00049616-0.00020251i,0.00013341-0.00033968i,-0.00022564-0.00027776i,-0.00050509-0.00049556i,-0.00062934-0.0004536i,-0.00039811+0.0001542i,-0.00023898-0.00056942i,-0.00014787-0.0012943i,1.7346e-05-0.00011389i,0.00022562+0.00043473i,0.00011663-0.00028147i,0.00020468-0.00048555i
-0.0015684+0.0013884i,-0.00082266+0.0017259i,-0.00013785+0.0011829i,-0.00041287+0.00093748i,-0.00031211+0.0012045i,0.0012115+0.0010758i,0.0012969-0.00013313i,0.0012966-0.00056025i,0.0015095-0.00033454i,0.00094285-0.00047548i,0.00026658-0.00057081i,-9.6736e-05-0.00064146i,0.00081672-0.00096969i,0.0006679-0.00068763i,-0.00049957-0.00028468i,-0.00047974-0.00051581i,-0.00023879-0.0010162i,2.8304e-06-0.00029632i,0.00040775+0.00011431i,0.00026545+8.7828e-05i,-0.0002434-0.0002019i,-0.0002247-0.0013565i,-9.1532e-05-0.00117i
-0.0020709-0.00074695i,-0.0019176-0.0010425i,-0.0016788-9.4824e-05i,-0.0010034+0.0011193i,-0.00039101+0.0018788i,-0.00010042+0.0016981i,0.00061609+0.0010358i,0.0013681+0.00085882i,0.0013776+0.00053167i,0.0012803-0.0006802i,0.00087465-0.00098074i,7.9783e-05-0.00045735i,-0.00029034-0.00019242i,-0.00093906-0.00050909i,-0.0010375-0.0011588i,-0.00029156-0.0010662i,0.00017424-0.00044877i,-0.00015901-0.0005564i,-0.00036746-0.0005314i,-5.3047e-05+0.00022637i,9.1393e-05+0.00029297i,1.8285e-05-0.00012415i,-0.00066438-0.00055864i
0.00018102+0.000531i,-4.6958e-05-0.00013137i,0.0012701+0.00022648i,0.0016978+7.1255e-05i,0.00093475+6.7803e-05i,8.0911e-06+0.0010729i,0.00032249+0.0013049i,0.0012725+0.00069386i,0.0015682-0.00010338i,0.0014275-0.00063138i,0.00081082-0.00071445i,0.00074851-0.00011029i,0.00040902-0.00011865i,-0.00021723-0.00052279i,2.1947e-05+0.00014108i,0.00017228+0.0001109i,-0.0002423-0.00042939i,-0.00015333-6.7175e-05i,0.00026189+0.00027775i,0.00029797+8.6213e-06i,0.00074994-0.00016729i,0.00055709-1.7097e-05i,0.00025029+0.00019901i
0.0019876+0.00035571i,0.0021894-0.0002015i,0.0026182-0.00058917i,0.0026098-0.00090444i,0.0016175-0.00067766i,0.00035123+0.00096502i,-0.00025772+0.0011277i,0.00046755-0.00042401i,0.0017139-0.0013987i,0.0010466-0.0013754i,6.6335e-05-0.00094676i,0.00022329-0.00046056i,-1.3656e-07-0.00029382i,-8.2461e-05-0.00039959i,0.00020471-0.00043823i,-0.00031693+0.00020026i,-0.0012862+0.00019596i,-0.0013668-1.899e-05i,-0.00080011+0.00028743i,-0.00022266+0.0010708i,0.00010817+0.00087734i,-0.00060316+0.00054772i,-0.00077795+0.0011559i
-0.0019571+0.0018715i,-0.0018747+0.0014929i,-0.0015384+0.0014801i,-0.0011599+0.001472i,-0.00029926+0.0017949i,0.00032307+0.0016248i,0.0002628+0.00085457i,0.00038422-0.00015105i,0.00084623-0.00029695i,0.0008986-7.425e-05i,0.00025524+5.421e-05i,-2.8819e-05+0.00015953i,9.917e-05-0.00011029i,-8.1088e-06+0.00020203i,-0.00014143+0.00034699i,-0.00012054+0.00079705i,0.00026545+0.0011752i,0.00067001+0.00027919i,-0.00036129-0.00048599i,-0.0012042-0.00048889i,-0.00028491+0.00011062i,0.00035728+0.00069602i,-0.00052568+0.00034546i
0.00268+0.00044981i,0.0026046-0.00032667i,0.0023591-0.0017109i,0.0024402-0.002296i,0.0014521-0.0011233i,8.2048e-05+0.00021473i,-0.00030356+0.00021061i,0.00026328-0.00072239i,0.00086072-0.0011168i,0.00059479-0.00122i,0.00054108-0.001178i,0.00052685-0.00076463i,0.00043567-0.00079176i,-0.00018873-0.00047075i,-0.00098009+5.9445e-05i,-8.4222e-06+0.00096175i,0.00051967+0.00040914i,0.0001069-0.0004685i,0.00023703-8.8451e-05i,0.00040909+0.0006948i,0.00055553+0.00054347i,0.00045844+0.00028656i,0.00054082+0.00080534i
0.00034742+0.00055207i,0.0005675+0.00012607i,0.00087538-0.0009859i,0.00025773-0.0015958i,-0.00019859-0.0015685i,0.0001542-0.00049136i,0.00039982-5.3228e-05i,0.0011077-0.00061397i,0.0013234-0.00051472i,0.00083799-0.00053827i,0.00056929-0.00039586i,4.5829e-05+0.00011669i,-0.00064313+6.0898e-05i,-0.00062019-0.00028867i,-0.00064339+0.00045073i,-0.00035589+0.0012046i,0.00047093+0.00064299i,0.00056715-0.00024907i,0.00012442-0.00039401i,-0.00054956+0.00025295i,-8.0853e-05+0.0008695i,0.0006485+0.00053523i,0.00080875-0.0004223i
0.00091596-0.001326i,0.00030374-0.0018045i,-0.00031719-0.0008363i,-0.00049949+4.5928e-05i,0.00012888+0.00040664i,0.00091608+0.00056159i,0.0012398+0.00087371i,0.001211+0.00028447i,0.0012843-0.00061132i,0.00081894-0.00067123i,0.00062288-0.00022114i,0.0011496+0.00028002i,0.00089123+0.00038341i,0.00061511-8.0218e-05i,0.0004902-0.00043437i,0.00041112-8.0802e-05i,0.00051454-0.0001596i,0.00053334-0.000284i,0.00071758+8.9765e-06i,0.00012419+0.00065906i,-0.00052661+0.00041309i,-0.00034408-0.00012781i,0.00045587+0.00037784i
-0.00087424+0.0010735i,-0.0011586+0.00094309i,-0.000865-0.00019225i,-0.0010034-0.0010214i,-0.00070759-0.00093621i,-0.00055263-0.00015087i,-0.00049106+0.00095709i,-0.00017023+0.00053719i,0.00066991-0.0010543i,0.0010072-0.0011161i,0.00065004-0.00065677i,0.00035445-0.00077153i,0.00039172-0.00080913i,0.00056657+4.4541e-05i,0.0004808+0.0013871i,-6.3898e-05+0.0017399i,-0.0007844+0.00087045i,-0.00083258-0.00030377i,-0.00038497-0.00079739i,-0.00013725-8.6993e-05i,0.00019784+0.0010657i,-0.00063099+0.00075089i,-0.00054241+0.00027473i
0.0028875-5.0105e-05i,0.0033647-0.0012597i,0.0031357-0.0011364i,0.0016353-0.00097444i,0.00037872-0.00055501i,-0.00013423-0.00015995i,0.00088454-0.00051673i,0.0019261-0.00014694i,0.0011241+6.8508e-05i,0.00088582-0.00047968i,0.0010375-0.0010612i,0.00040148-0.0011818i,0.00013524-0.00073959i,5.6511e-05-2.3782e-05i,-7.8982e-05+0.00059111i,0.00012882+0.00059704i,0.00066636+0.00033997i,0.00081015+0.00032773i,-0.00014649+0.00061166i,-0.00055841+0.00064898i,-0.00050922+0.00018506i,-0.00086867-0.00083158i,-0.00058442-0.0014043i
8.6804e-05+0.00071776i,-0.00047019+0.00026976i,0.00061999-0.00047952i,0.00077788-0.00099048i,0.00030344-0.00058927i,2.6332e-05+0.00023837i,0.00016895+0.00020546i,0.00082604-8.7461e-05i,0.0014587+7.8522e-06i,0.0013081-0.00040283i,7.2051e-05-0.00071259i,-0.00030018+2.2708e-05i,-0.00029189+0.00045623i,-0.00051937-8.1598e-06i,-0.00022619-0.00024727i,-0.00023571+0.00059524i,-0.00052815+0.00047956i,-0.00077618-0.00026464i,-0.00027476+0.00022746i,0.00023873+0.00058961i,0.00055+0.00085771i,0.00081946+0.00060863i,0.00083769-5.5168e-05i
0.0020443+3.5952e-05i,0.001233-0.00060652i,-0.00027616-0.0012049i,-0.0010439-0.001522i,-0.000558-0.00044803i,0.00058478+1.6659e-06i,0.0015407-0.00040374i,0.0016744-0.00035656i,0.0017922-0.00020872i,0.0011724-0.00028269i,-2.6315e-05+0.00018867i,0.0003154+0.001192i,-9.2981e-05+0.00098256i,-0.00066679+0.00058373i,-0.00076574+0.00030647i,-0.00040251-0.00039056i,0.00027558+0.00027756i,0.00037582+0.0005284i,0.00048944-0.00032177i,0.00019128-0.00027053i,-0.00027438+0.00011432i,-0.0008288+0.00039782i,-0.0012838+0.00041387i
