-0.002162-0.00072607i,-0.002472-0.00082282i,-0.0033145-0.00098296i,-0.0030124-0.00091705i,-0.0023239+0.00027045i,-0.0011506+0.0016748i,0.0004492+0.0016976i,0.0011786+0.0015667i,0.0014785+0.001201i,0.001527+0.00010428i,0.00099393-3.7353e-05i,0.00035741+0.00029577i,0.00018558+0.00018841i,8.5091e-05+1.7897e-05i,-0.00070871+0.00037214i,-0.0005523-0.00015035i,0.00082401-0.000593i,0.001476-0.0002235i,0.0010275+0.00064812i,-0.00043686+0.0004815i,-0.00072319+2.2699e-05i,-0.00051699+9.8946e-05i,-0.00087517-2.4148e-05i
0.0090606-0.030788i,0.0021768-0.034507i,-0.0081383-0.028861i,-0.010275-0.018923i,-0.0062079-0.010018i,-0.0038341-0.0032236i,-0.0028892+0.0020704i,-0.00062836+0.0021453i,0.0012352-0.00078913i,0.0018756-0.0020358i,0.0013488-0.001628i,0.00066913-0.0012627i,0.0012855-0.0011507i,0.0012326-0.0017239i,0.00050472-0.0013773i,0.00070106-0.00039891i,0.0010866-0.00038653i,0.0010955-0.00097538i,0.0011219-0.0011605i,6.2809e-05-0.0007837i,-0.00053715-8.6691e-05i,-5.2199e-05+0.00033862i,-3.1863e-05+0.00049332i
-0.020813-0.024714i,-0.027161-0.020633i,-0.027815-0.007901i,-0.021293-0.00012117i,-0.012662+0.0017209i,-0.0063272+0.0037076i,-0.00095338+0.0049727i,0.0016899+0.0033804i,-0.00022724+4.5532e-05i,-0.0019866-0.0014848i,-0.001854-0.0018668i,-0.0010567-0.0021864i,-0.0010293-0.0021468i,-0.0011944-0.0013743i,-0.00065388+7.9828e-05i,-6.5221e-05+0.00063977i,-5.5896e-05-0.00015683i,-0.00026881-0.0012738i,-0.0005995-0.0010042i,-0.00099005+0.00036702i,-0.00070262+0.0004419i,-0.00063856+0.00030371i,-0.00091402+0.00066893i
-0.028242+0.0077936i,-0.027477+0.01577i,-0.014778+0.022604i,-0.0054197+0.020441i,-0.0030937+0.012417i,-0.00051067+0.0069376i,0.0025265+0.003579i,0.0030295+0.00093412i,0.0011867+0.00039352i,-0.00017948+0.00051809i,-0.00087299+8.9856e-05i,-0.0018223-0.00091245i,-0.0022213-0.00066756i,-0.001124+6.7482e-05i,-0.00012143+6.5868e-05i,-0.00047082-0.00020553i,-0.001364-9.7262e-05i,-0.0020045+0.00097367i,-0.0021537+0.0014293i,-0.00055854+0.0003972i,0.0002588+0.00014731i,-0.0003946+0.00045081i,-0.00045683-2.6156e-05i
-0.011231+0.030384i,-0.0056989+0.032301i,0.0064359+0.02401i,0.011062+0.013973i,0.0063305+0.008621i,0.0021662+0.005181i,0.001435+0.00063163i,0.0010198-0.0018756i,-0.0002523+0.00020921i,-0.00076081+0.0022782i,-0.0001628+0.0008335i,-5.6324e-05+0.00024565i,0.00014515+0.0022902i,0.0013527+0.0029498i,0.0020944+0.0020948i,0.0023156+0.0018566i,0.0017266+0.0025308i,0.00099581+0.0027187i,0.00081727+0.001916i,0.00099976+0.0011848i,0.0010432+0.00074435i,0.00086434+0.00010267i,0.0008058-0.00075138i
0.019521+0.022566i,0.023942+0.016263i,0.02223+0.0019344i,0.014407-0.0035857i,0.0075273+0.00064167i,0.0040355+0.0027673i,0.00086651+0.00055893i,-0.0012448+0.00083038i,-0.00060805+0.0025154i,0.00067296+0.0022891i,0.00094793+0.0016696i,0.00058469+0.001537i,0.00058531+0.001915i,0.0015177+0.0013838i,0.0017668+0.00075792i,0.0012043+0.00087017i,0.001009+0.0012367i,0.0010392+0.00094912i,0.00057779-3.3845e-05i,0.0004357-0.00055465i,0.00021692-0.00080096i,-0.00075581-0.00093605i,-0.0005182-0.00083296i
0.030741-0.0067486i,0.027443-0.012947i,0.012777-0.01778i,0.0030306-0.01412i,0.0023484-0.0062005i,0.0022177-0.00087823i,-0.00012821+0.0025704i,-0.00081729+0.0033384i,0.0011717+0.0016895i,0.0025418+9.4868e-05i,0.002328+0.00054143i,0.0012741+0.0012026i,0.0013558-0.00028429i,0.0013298-0.0012916i,-0.00028976-0.0013458i,-0.00098562-0.0010362i,-0.00035767-0.00020756i,0.00067281+0.00070332i,0.00081071+0.001076i,0.00030769+0.00055414i,-6.5218e-05+7.8916e-05i,-0.0010394-0.000165i,-0.0011029-0.00059395i
0.0084151-0.030216i,0.0015256-0.029208i,-0.0092873-0.0176i,-0.011021-0.0076737i,-0.0049818-0.0047813i,-0.0020765-0.0018006i,-0.001547+0.0027722i,0.00059389+0.0034911i,0.0024343+3.7716e-05i,0.0022806-0.0019396i,0.0015797-0.0023027i,0.0018071-0.0022816i,0.0016684-0.0025134i,0.00079164-0.0024028i,0.00010972-0.00090617i,0.00020162+0.00012084i,0.00039196-0.00060455i,-6.7298e-05-0.0011922i,-0.000198-0.001477i,3.2458e-05-0.00080555i,-0.00035731+0.00042689i,-0.00073141+0.0014129i,-0.0011924+0.0015117i
-0.020533-0.023333i,-0.025499-0.015921i,-0.02128+0.0002861i,-0.012275+0.0059571i,-0.0069348+0.0021533i,-0.0037437+0.00058173i,0.0012153+0.0020104i,0.0037171+0.0013661i,0.0024517-0.0012313i,0.0007183-0.0019637i,-0.00099784-0.0020126i,-0.0018401-0.0028848i,-0.0021709-0.0033246i,-0.0024491-0.00243i,-0.0011835-0.00087142i,0.00030778-0.00020102i,-0.00021644-0.00038688i,-0.0011991-0.00042154i,-0.0011902-4.8361e-05i,-0.00065475-0.00016723i,0.00054611-0.00014818i,0.00053261+0.0003423i,-0.00015683+0.00053402i
-0.031601+0.0039575i,-0.026313+0.010195i,-0.0080913+0.01449i,0.0001023+0.012002i,-0.0032843+0.0065931i,-0.0039669+0.0039478i,0.00010853+0.0010643i,0.0013056-0.0013587i,-0.0012625-0.0014852i,-0.0025853-0.00094844i,-0.0032958-0.00088709i,-0.0043424+4.1806e-05i,-0.0045338+0.0015584i,-0.0028982+0.0026652i,-0.00072072+0.0025856i,0.00050775+0.0026597i,0.00032177+0.0027767i,-0.0010893+0.0017755i,-0.0016111+0.00098678i,-0.0013148+0.00098263i,-0.00039237+0.00080299i,2.7213e-05+0.0005945i,0.0002287+0.00073835i
-0.010717+0.031477i,-0.0028694+0.02927i,0.0099007+0.015719i,0.011145+0.0061398i,0.0027947+0.0064905i,-0.0016562+0.0082273i,-0.0020456+0.0042129i,-0.0025352+0.00036346i,-0.0021751+0.00047167i,-0.0018109+0.00079856i,-0.0014795+0.00085843i,-0.00034099+0.00076339i,0.00098302+0.0010399i,0.0016996+0.0013146i,0.002248+0.0012022i,0.0024074+0.0015792i,0.002285+0.0022551i,0.0018919+0.0024572i,0.0017379+0.0017356i,0.0010558+0.00089714i,0.0010328-0.00077185i,0.0020841-0.0023993i,0.0021182-0.0017584i
0.01924+0.025567i,0.020836+0.017276i,0.01367-3.9082e-05i,0.0067285-0.0054507i,0.0048834+0.0031618i,0.003477+0.0073279i,-0.00019334+0.0046905i,-0.0020669+0.0026734i,-0.0012245+0.0028042i,-0.00019974+0.0035771i,0.00038067+0.0033687i,0.00072389+0.0030664i,0.00095526+0.0024104i,0.0012404+0.0003287i,0.0013011-0.0005124i,0.0014362+0.00011792i,0.0024599+0.00053211i,0.0025103+0.00085036i,0.0014252+0.001206i,0.00034356+0.00037722i,2.8618e-05-0.00040263i,-0.0006629-0.00049322i,-0.00050474-0.00056687i
0.03278-0.0074136i,0.02643-0.013384i,0.0080773-0.016241i,-0.0011669-0.011279i,0.0017433-0.0041433i,0.0041382-0.00059284i,0.0015501+0.0021677i,0.00064923+0.0038264i,0.0031049+0.0030558i,0.0041262+0.0015858i,0.0042304+0.0012871i,0.003515+0.0012795i,0.0016796-0.00028628i,0.00049199-0.0017425i,-0.0005342-0.0021253i,-0.0014592-0.0024995i,-0.00098339-0.0024017i,-0.00011459-0.002119i,0.00012602-0.001569i,-0.00022611-0.0013359i,-0.00051782-0.0016061i,-0.00049455-0.00073963i,-0.0010197-0.00011109i
0.010808-0.031866i,0.003511-0.026898i,-0.0063245-0.0092238i,-0.0059267+0.0016643i,0.00056484-0.00056534i,0.0029611-0.0035714i,0.0031022-0.0010914i,0.0038607+0.00088025i,0.0041347-0.00031957i,0.0041302-0.0026473i,0.0038873-0.0034327i,0.0023835-0.0031435i,0.00017911-0.0038926i,-0.00085853-0.0040777i,-0.000629-0.0027058i,-0.00081884-0.0014503i,-0.0013105-0.00043033i,-0.0012248-3.9813e-05i,-0.00042301-0.00029124i,0.00024628+0.00018201i,0.00051807+0.0013908i,0.00023883+0.0021101i,7.6621e-05+0.0019104i
-0.0246-0.023788i,-0.025817-0.014866i,-0.01542+0.0049505i,-0.0052962+0.011098i,-0.0029446+0.0022744i,-0.0037311-0.0027305i,-0.0007615-0.0021329i,0.0026891-0.0021676i,0.0025224-0.0025579i,0.0011419-0.0031951i,0.00011969-0.0038439i,-0.0013087-0.0028078i,-0.0016478-0.0012245i,-0.0016416+8.9452e-05i,-0.0016338+0.00097911i,-0.0014424+0.0014032i,-0.0018241+0.0017398i,-0.0016588+0.0018734i,-0.0012961+0.0016442i,-0.0014263+0.00075038i,-0.00096953+0.00089146i,-0.00019408+0.0019626i,9.929e-05+0.0014807i
-0.034874+0.0056914i,-0.027274+0.0099451i,-0.0051281+0.0092872i,0.0051727+0.005206i,-0.0024029+0.0017522i,-0.0081951+0.0010765i,-0.0055927+0.00010849i,-0.0025646-0.0019863i,-0.0031974-0.0034275i,-0.0042324-0.0036761i,-0.0036211-0.0017353i,-0.0022286-0.00029712i,-0.0009047+0.0001108i,0.00071822+0.0013227i,0.0019445+0.0023429i,0.0030346+0.0030171i,0.0023934+0.003232i,0.00076986+0.0022634i,0.00013612+0.0017228i,-0.00025779+0.0017445i,-7.9001e-05+0.00042986i,0.00086577-0.00035589i,0.0012143-0.00058167i
-0.008694+0.032397i,-0.0037955+0.028203i,0.0053505+0.0086744i,0.0061984-0.003534i,-0.0012585+0.0024866i,-0.0059745+0.010687i,-0.0055145+0.0088137i,-0.0043614+0.0036396i,-0.0046366+0.0021337i,-0.0050577+0.0031522i,-0.0047572+0.0027989i,-0.0038677+0.00099867i,-0.0020133+0.00017088i,0.00016333-1.6015e-05i,0.0018691+0.000743i,0.0032733+0.0013599i,0.0040989+0.00089766i,0.0042195+0.00049372i,0.0022795+0.0010839i,0.00068397+0.0012642i,0.00049425+4.4136e-05i,8.9328e-05-0.0011098i,-0.00046914-0.0011914i
0.020429+0.022193i,0.01817+0.016817i,0.0044234+0.0024215i,-0.0049802-0.0024942i,-0.0028613+0.0061097i,0.0028251+0.011386i,0.0034991+0.0088427i,0.0012846+0.0058556i,0.00095702+0.0054473i,0.0010718+0.0064965i,0.00053181+0.0063494i,3.0846e-05+0.0044434i,0.0010867+0.0028681i,0.00219+0.001963i,0.0021326+0.0010161i,0.0020828+0.00012145i,0.0022829-0.00074557i,0.0024847-0.0023206i,0.0019185-0.0023843i,0.00049196-0.00089094i,-0.00038463-0.00077442i,-0.0004878-0.0010748i,-0.00052336-0.00012272i
0.034032-0.0088074i,0.025667-0.0089908i,0.0016949-0.0030526i,-0.0091348+0.0036822i,-0.00026405+0.0057812i,0.0077943+0.0035865i,0.007805+0.0028888i,0.0058382+0.0040563i,0.0055683+0.0036916i,0.0065287+0.0028894i,0.0063603+0.002064i,0.0043803+0.001177i,0.0024368+0.00049817i,0.0014625-0.00035434i,0.0010282-0.00045603i,0.00027825-0.0011376i,-0.00066165-0.0015758i,-0.00079869-0.00098044i,0.0002789-0.00057885i,0.0011723-0.0007992i,0.00055489-0.00096301i,-0.00055637+0.00028254i,-0.0012704+0.00067253i
0.0063577-0.035919i,0.0022621-0.030797i,-0.0019635-0.0072805i,-0.00030605+0.0079712i,0.0044958+0.0025609i,0.0055935-0.0060009i,0.0040472-0.0060758i,0.003914-0.0029356i,0.0051865-0.0027579i,0.0047788-0.0044665i,0.003112-0.0043695i,0.0015126-0.0026814i,0.00035386-0.0013893i,-0.00047214-0.0011587i,-0.0010668-0.0012984i,-0.0014182-0.00073924i,-0.0020707-0.00033412i,-0.0019542-0.00011982i,-0.0013054+0.00016112i,-0.00084863+0.00076736i,-0.0010317+0.0017146i,-0.00048876+0.0019511i,-0.00047864+0.0020314i
-0.025514-0.026084i,-0.02242-0.019961i,-0.0031996-0.004408i,0.009006+0.0015206i,0.0034184-0.0048532i,-0.0050597-0.0083102i,-0.0056063-0.006483i,-0.0025046-0.0056328i,-0.00082448-0.0061702i,-0.00057117-0.0071132i,-0.0012349-0.0059136i,-0.0017724-0.0027063i,-0.0019671-0.0018104i,-0.0014542-0.00081579i,-0.0010282+0.00072667i,-0.0013464+0.0016612i,-0.0011449+0.0028194i,-0.00037394+0.0025637i,0.00072736+0.0010383i,0.00035321+0.00013973i,-6.836e-05+0.00051522i,0.00069887+0.001204i,0.00096668+0.001456i
-0.038159+0.016168i,-0.034397+0.017817i,-0.01271+0.0090354i,0.0015624-0.0014362i,-0.0038473-0.0032686i,-0.011188+0.00045768i,-0.010078+0.002108i,-0.0068202+0.00024683i,-0.0061567-0.001623i,-0.0062957-0.0014844i,-0.0052493-0.0016012i,-0.0040167-0.0028752i,-0.0019597-0.0026138i,0.00031433-0.00090864i,0.00064232+0.00099874i,0.00078581+0.0029872i,0.0012611+0.0037684i,0.0014189+0.0031625i,0.00032996+0.0014086i,-0.00078918+0.00021561i,0.00019305-0.00023301i,0.0011882-0.0010391i,0.00071105-0.001165i
-0.0059141+0.037009i,-0.0046236+0.032111i,-0.0028925+0.0083571i,-0.0053993-0.0062537i,-0.0084875+0.00051656i,-0.0081227+0.010783i,-0.0051955+0.012269i,-0.0029637+0.007896i,-0.0024381+0.0056084i,-0.0024961+0.0064034i,-0.0036532+0.0059278i,-0.0045602+0.0034154i,-0.0043127+0.0020548i,-0.0020038+0.0017781i,0.0016234+0.00095524i,0.0040312-9.5465e-05i,0.0038199-0.0010433i,0.0026654-0.0010451i,0.0013281-0.00056393i,0.00026802+0.00017195i,-0.00016398+0.00051973i,-0.00025533-0.00058713i,-0.0002481-0.0011208i
0.030748+0.021847i,0.028756+0.019091i,0.008647+0.0090963i,-0.0074789+0.0051256i,-0.0052484+0.010268i,0.0043509+0.013979i,0.0081847+0.011521i,0.0060521+0.0073956i,0.0036935+0.0061492i,0.0038765+0.007004i,0.0044007+0.007165i,0.0025947+0.00634i,0.00045153+0.0047576i,0.00055802+0.0020639i,0.001476-0.0004806i,0.0026943-0.0017564i,0.0032649-0.0027939i,0.0027177-0.0035551i,0.0015047-0.0025793i,-1.424e-05-0.00099751i,-0.00056483-0.00065942i,-0.0008863-0.0016043i,-0.0014514-0.0018343i
0.032454-0.015618i,0.028361-0.012216i,0.010277+0.0041854i,-0.00012562+0.016598i,0.0054487+0.013285i,0.012698+0.0051405i,0.012252+0.0013963i,0.0093787+0.00098109i,0.0087604+0.0015155i,0.0085835+0.00076841i,0.0073276-0.00042374i,0.0055709-0.00022087i,0.0037235+0.00072283i,0.0026879+0.00013863i,0.0021711-0.0012318i,0.00083205-0.0016692i,7.5651e-05-0.001444i,-0.00084703-0.0010277i,-0.0017901-0.0010268i,-0.0014246-0.0010735i,-0.0012679-0.00088317i,-0.0011129-0.00031319i,-0.001204+0.00057603i
-0.00095873-0.039001i,-0.00015696-0.037515i,0.0047023-0.013405i,0.011905+0.0049476i,0.01344+0.0011316i,0.0090427-0.0085838i,0.0047958-0.0101i,0.0034936-0.0073541i,0.0040217-0.0058098i,0.0041648-0.005945i,0.0033039-0.0059164i,0.0025633-0.0036659i,0.0027081-0.00089813i,0.0019559-0.00092291i,6.2594e-05-0.0019552i,-0.0015288-0.00067573i,-0.0023698+0.00014192i,-0.0024559+9.797e-06i,-0.00092527+0.00067732i,0.00025504+0.0010943i,0.00095001+0.0015642i,0.001488+0.0018808i,0.0012559+0.0017334i
-0.034256-0.02178i,-0.033135-0.021426i,-0.010585-0.017503i,0.0081571-0.016061i,0.0056529-0.015226i,-0.0045587-0.011955i,-0.0080037-0.0079199i,-0.0054324-0.0056245i,-0.0030316-0.0059247i,-0.0028874-0.0071455i,-0.0028076-0.0069268i,-0.0014792-0.0056621i,-0.0005896-0.0055452i,-0.00073013-0.0046435i,-0.00086438-0.0021006i,-0.00098761+0.00086543i,-0.0006123+0.003604i,0.00070868+0.0038653i,0.0010848+0.0023213i,0.0011776+0.00085798i,0.0018114+0.00057415i,0.0014978+0.00030694i,0.00012445-0.00065266i
-0.037682+0.020271i,-0.040343+0.021322i,-0.026536+0.0066051i,-0.014593-0.0087989i,-0.014547-0.0083691i,-0.01581+0.0015281i,-0.013543+0.0059738i,-0.009272+0.0041084i,-0.0067577+0.0015527i,-0.0067139+0.0008229i,-0.0066508+0.00035595i,-0.006569-0.0015127i,-0.0059238-0.0027678i,-0.0038936-0.0021942i,-0.0010886-0.00027297i,0.0014715+0.0018063i,0.0030307+0.0026281i,0.0031176+0.00228i,0.0020152+0.00088748i,0.00018031-0.00065852i,-0.00043711-0.0015498i,-0.00029438-0.0013992i,0.00011051-0.001177i
-0.00015041+0.038942i,-0.0036941+0.042997i,-0.014828+0.026664i,-0.021961+0.011583i,-0.018435+0.01236i,-0.0097379+0.017875i,-0.0033967+0.018309i,-0.0013716+0.013744i,-0.0015687+0.008951i,-0.0026238+0.007699i,-0.0035219+0.0068811i,-0.0039355+0.0049113i,-0.0039945+0.0043444i,-0.0024775+0.0040098i,-0.00056368+0.0029077i,0.00058694+0.0017441i,0.001226+0.0012338i,0.00096255+0.00046112i,0.00068659+4.2631e-05i,0.00031183-0.00018031i,0.00041022-0.00058714i,0.00093663-0.00013296i,0.00081984+0.00010772i
0.03865+0.017092i,0.041188+0.020098i,0.021695+0.021311i,0.0035425+0.020569i,0.0029019+0.01916i,0.0089824+0.015235i,0.011522+0.010073i,0.0094707+0.0063419i,0.0072928+0.0055846i,0.0071346+0.0057565i,0.0067762+0.0047375i,0.0044348+0.0039871i,0.0017723+0.0046881i,0.0014097+0.00432i,0.0010534+0.0025942i,0.0011156+0.0011931i,0.0015747-0.00041932i,0.00072281-0.0017204i,-0.00012167-0.0015654i,-0.00047273-0.0015349i,-0.0011692-0.0015044i,-0.0014875-0.00084124i,-0.0013791-0.00024665i
0.034189-0.026626i,0.039276-0.028132i,0.033161-0.0094801i,0.023937+0.007603i,0.020535+0.0068995i,0.018085+0.00018921i,0.015032-0.0035966i,0.0112-0.0040892i,0.0074945-0.0031078i,0.0066569-0.0036455i,0.0055785-0.0032162i,0.0033675-0.00059019i,0.0033714+0.0013615i,0.0038492+0.00089782i,0.003343-0.00098047i,0.0024895-0.002327i,0.0010283-0.0027884i,-0.00034451-0.0022705i,-0.00067567-0.0011118i,-0.00076578-0.0004453i,-0.001073-0.00028813i,-0.0015234+0.00066205i,-0.0018837+0.00032023i
-0.0061693-0.042222i,-0.0062517-0.047661i,0.0067109-0.033244i,0.016367-0.016497i,0.012766-0.011585i,0.004278-0.011556i,-0.0010135-0.010689i,-0.0013372-0.0093307i,0.0010284-0.007907i,0.0015726-0.0069853i,0.00097123-0.0057652i,0.001994-0.0044625i,0.0037816-0.0031407i,0.0041024-0.002116i,0.0018936-0.0017161i,-0.00078104-0.0014299i,-0.0021443-1.9237e-05i,-0.0018458+0.0014633i,-0.00099315+0.001616i,-0.00034273+0.0016796i,-0.00081682+0.0016827i,-0.00074585+0.0010575i,-0.00060355+0.00038537i
-0.045427-0.01732i,-0.053591-0.018921i,-0.038249-0.024361i,-0.017716-0.025992i,-0.010829-0.019711i,-0.011446-0.010211i,-0.011272-0.0040749i,-0.008818-0.0028661i,-0.0065879-0.0048016i,-0.0064478-0.0051338i,-0.0052582-0.0036802i,-0.0028662-0.0039312i,-0.001847-0.0048667i,-0.001998-0.0036313i,-0.0018266-0.0013737i,-0.001334-0.00029081i,-0.00079728+0.00083708i,0.00067351+0.0019477i,0.0018484+0.0017481i,0.0015113+0.001255i,0.00065012+0.0006411i,3.4996e-05-0.00019108i,-0.00019023-0.00030815i
-0.033706+0.031025i,-0.040911+0.033263i,-0.038807+0.015858i,-0.031602-0.00097178i,-0.023873-0.0010504i,-0.017052+0.0058454i,-0.011326+0.010329i,-0.0070955+0.0083711i,-0.0057654+0.0046732i,-0.0050852+0.0044766i,-0.0043065+0.0034126i,-0.0046273+0.00097713i,-0.0052234+0.00021245i,-0.0044015-2.8806e-05i,-0.0018641-0.00025618i,0.00038496+0.0004339i,0.0014412+0.00078742i,0.0020573-9.4736e-05i,0.0025548-0.00092656i,0.0024248-0.00023875i,0.001188+0.0009092i,0.00088778+0.0007937i,0.00080316+0.00082614i
0.014158+0.043942i,0.014082+0.054467i,-0.0014227+0.046946i,-0.014981+0.03297i,-0.01385+0.024927i,-0.0052425+0.020165i,0.0025364+0.01578i,0.0039411+0.011835i,0.0017383+0.0089827i,0.0013041+0.0073386i,0.00076014+0.005384i,-0.00019523+0.0036596i,-0.00047424+0.0035538i,-0.00039744+0.004308i,0.00036908+0.0044183i,0.0010879+0.0035196i,0.0021107+0.0024425i,0.0021732+0.00097302i,0.00084723-0.00096488i,0.0011127-0.002185i,0.0019726-0.0022065i,0.0020732-0.001176i,0.0012784-0.00023105i
0.044294+0.0064692i,0.051635+0.012359i,0.037326+0.023555i,0.020084+0.029671i,0.013567+0.023771i,0.012178+0.012966i,0.011528+0.0054718i,0.010319+0.00279i,0.0089169+0.0022457i,0.0086107+0.0013495i,0.0067875+0.00048394i,0.0039567+0.0016036i,0.0023686+0.0031549i,0.0016199+0.0031606i,0.0013216+0.0022709i,0.0017021+0.0015302i,0.0021723+0.00071483i,0.0012526+0.00069418i,1.4973e-05+0.00020353i,1.364e-05-0.00080033i,-0.00054421-0.0010042i,-0.0013841-0.00060081i,-0.0010012+0.00012784i
0.02497-0.037884i,0.033958-0.046781i,0.037686-0.030418i,0.035263-0.0098728i,0.026845-0.0032994i,0.016407-0.0054344i,0.0086127-0.007724i,0.0057686-0.0070864i,0.0061385-0.0054503i,0.0052273-0.0038991i,0.0032622-0.0023595i,0.0030745-0.00030799i,0.0039465+0.0011962i,0.0033963+0.00075744i,0.0025-0.00053482i,0.0016503-0.0017272i,0.00052874-0.0020236i,-0.00048471-0.0011688i,-0.001207-0.00055151i,-0.0013866+0.0001577i,-0.0014474+0.00090613i,-0.00084353+0.00054549i,0.00024626+5.1144e-05i
-0.019285-0.042834i,-0.022625-0.054346i,-0.006192-0.051009i,0.0081678-0.038935i,0.0067533-0.026177i,-0.00061555-0.014798i,-0.0062524-0.0075465i,-0.0060953-0.0061013i,-0.0029329-0.0071518i,-0.0023766-0.0065785i,-0.0020174-0.0052429i,0.00078377-0.0051789i,0.0030643-0.0049343i,0.0026568-0.0038625i,0.0020043-0.0031859i,0.0023849-0.0017325i,0.0019231-0.0007069i,0.00049187-0.00028529i,-0.00077138+0.0012938i,-0.0010539+0.0020186i,-0.00086515+0.0013656i,-0.00057859+0.00010591i,-0.00064304-0.0004266i
-0.049767+0.00045025i,-0.065421-0.00021875i,-0.057227-0.012136i,-0.037015-0.02117i,-0.022912-0.015994i,-0.015707-0.005029i,-0.01091+0.0029371i,-0.0080095+0.0038285i,-0.0073862+0.00016281i,-0.0069592-0.00088082i,-0.005144-0.0011376i,-0.003998-0.0030472i,-0.0034237-0.0038556i,-0.0019583-0.002727i,-0.0010924-0.0015069i,-0.0010509-0.00086722i,-0.0010142-0.00080789i,0.000449-0.00065226i,0.0016214+8.6744e-05i,0.0016978+0.0012149i,0.0015956+0.0020568i,0.0012139+0.00196i,2.1987e-05+0.0017979i
-0.020811+0.04033i,-0.031238+0.053946i,-0.039135+0.04243i,-0.037617+0.022829i,-0.026345+0.013581i,-0.01297+0.012663i,-0.0031506+0.012527i,0.00040081+0.010312i,-0.0010228+0.0074198i,-0.001674+0.0061847i,-0.00093442+0.0042338i,-0.0019515+0.0019046i,-0.0035406+0.0009853i,-0.0034255-4.2282e-05i,-0.0033915-0.00058916i,-0.0032152+0.00054251i,-0.001301+0.0018101i,0.00065047+0.0020464i,0.0017286+0.00082899i,0.0020046-0.00095046i,0.0022636-0.0014257i,0.0024534-0.00072022i,0.0010404+0.00011354i
0.029104+0.038689i,0.040842+0.053348i,0.02935+0.055157i,0.010137+0.045388i,0.00322+0.031977i,0.0053432+0.019216i,0.0079734+0.0096767i,0.008109+0.0057092i,0.0065083+0.0062564i,0.0055232+0.0063181i,0.0032009+0.0043917i,-0.00014912+0.0024378i,-0.0010578+0.0007391i,-0.0010262-0.00033168i,-0.00052413-0.00053208i,0.00092042+0.00073509i,0.0017792+0.0019472i,0.0016015+0.001955i,0.0003355+0.001296i,-0.00023781+3.0786e-05i,0.00029537-0.001206i,0.00022095-0.001789i,-0.0002323-0.0014316i
0.048558-0.0073838i,0.066696-0.012372i,0.063359-0.00076024i,0.047243+0.011514i,0.029815+0.010013i,0.015759+0.0023555i,0.0086557-0.0035234i,0.0066121-0.0047924i,0.0074518-0.0023176i,0.0075653-0.0012136i,0.0043782-0.0011228i,0.0012963+0.00081908i,0.00085142+0.0035379i,0.0016532+0.0041945i,0.0020747+0.0033526i,0.0026767+0.0028877i,0.0028327+0.0032361i,0.0018403+0.0025955i,0.00086393+0.00084802i,0.00094018-0.00072454i,0.0006252-0.0017132i,-2.4123e-05-0.0010662i,-3.1446e-05+0.00027666i
0.015356-0.04762i,0.014418-0.067168i,0.020647-0.060297i,0.024596-0.03941i,0.017605-0.022187i,0.0054846-0.012179i,-0.0020816-0.0077076i,-0.0019696-0.006077i,0.0013986-0.0070444i,0.0022938-0.0081331i,0.0021704-0.0059612i,0.0033394-0.0020693i,0.0037953+0.0010522i,0.0028353+0.0020622i,0.0012682+0.00091551i,0.0008631-0.00068326i,0.0019012-0.00062032i,0.0019261+0.00039566i,0.00013366+0.00016816i,-0.0015826-0.00048217i,-0.0018387-0.00067741i,-0.0011102-0.00096772i,0.00058351-0.0011818i
-0.036442-0.031838i,-0.053784-0.041536i,-0.044513-0.042253i,-0.02454-0.03565i,-0.013168-0.022752i,-0.010062-0.0086721i,-0.0096625-0.00094441i,-0.0080953+0.0011965i,-0.0062147-0.0015701i,-0.0056815-0.0038003i,-0.0036078-0.0036744i,-0.00020593-0.0051739i,0.00095729-0.0054534i,0.0010145-0.003181i,0.0011499-0.0020342i,0.00056636-0.0018961i,0.00038029-0.0018242i,0.00045226-0.001107i,-0.00023901+0.00056188i,-0.0010214+0.0018213i,-0.0012295+0.0021477i,-0.00134+0.0012292i,-0.00077146+4.6825e-06i
-0.043211+0.016019i,-0.062015+0.028411i,-0.061913+0.021797i,-0.048874+0.0078378i,-0.032787+0.0029165i,-0.017207+0.0054227i,-0.0068827+0.0088639i,-0.0031803+0.0088428i,-0.0043359+0.0055527i,-0.0050543+0.0035459i,-0.0030395+0.002172i,-0.0023021-0.00028569i,-0.0026536-0.0014393i,-0.0012436-0.00097626i,0.00016857-0.00079365i,-0.00055798-0.0013989i,-0.0010128-0.0020605i,-0.00047209-0.0022489i,0.00062806-0.0020742i,0.0016893-0.0008848i,0.0020253+0.00044407i,0.0022437+0.00095656i,0.0015875+0.00092058i
-0.0036679+0.04984i,-0.0017007+0.072827i,-0.0071537+0.069962i,-0.011852+0.049559i,-0.0096912+0.030695i,-0.0035176+0.018173i,0.0040271+0.011158i,0.0065449+0.0074672i,0.0037696+0.0068899i,0.0020405+0.0077833i,0.0011297+0.0044291i,-0.00068418-0.00034327i,-0.0017323-0.0019838i,-0.0011798-0.0015784i,-0.0011114-0.00045557i,-0.00083451+0.00037442i,-0.0005398+0.00091355i,-0.001571+0.00091846i,-0.0016363+0.00047072i,-0.00010794-0.00042088i,0.00087886-0.0012157i,0.0010054-0.00098019i,0.00020605+0.00026533i
