0.00095525+0.00088787i,0.0024978+0.00021212i,0.0036573-0.0020432i,0.004173-0.0040865i,0.002247-0.0038959i,-0.00017967-0.00048419i,0.00073274+0.0023816i,0.0027992+0.0021949i,0.0026952+0.00084102i,0.0016637-0.00029765i,0.0012306-0.00080999i,0.00057127-0.0012741i,-0.00054418-0.0011488i,-0.00026381-0.00047415i,-0.00014589-0.00021782i,-0.00052212-0.00014226i,-0.00012809+9.6327e-05i,0.00058095+3.3909e-05i,0.00071025-0.0004992i,1.5797e-05-0.00062942i,-0.00057014-0.00055526i,-0.00063588-0.00013054i,-0.00082272-0.00019796i
-0.00054588-0.00031865i,0.00020552-0.0015294i,0.0026473-0.0015311i,0.0044933-0.002984i,0.0037301-0.0042415i,0.0027027-0.0022192i,0.0025554-8.6953e-05i,0.0022195-0.00030553i,0.0015868-0.00055588i,0.00079031-0.00042833i,0.00080296-0.00036037i,0.00069418-0.00029706i,0.00052338-0.00050429i,0.00062136-0.00028125i,0.00030311-1.9923e-05i,9.3087e-05-0.0003339i,0.0006348-0.0004793i,0.00021012-0.00029593i,7.5527e-05+0.00020892i,0.00019825+0.00061657i,0.00027011+2.8187e-05i,-0.00012926+3.7815e-06i,-0.00065175+0.00016449i
0.0010009-0.00034004i,0.0017759-0.0017403i,0.0026121-0.0045842i,0.0032216-0.0056394i,0.002138-0.0048353i,0.00081252-0.0033628i,0.00095285-0.0007917i,0.0015788-0.00028125i,0.0010738-0.0011304i,5.6788e-05-0.00080978i,-0.00016253-0.00041166i,-0.0003086-0.00063819i,-9.6063e-05-0.00055789i,-5.7396e-05+1.9024e-05i,1.1359e-05+0.00013825i,0.00040866-0.0004208i,0.00037832-0.0015052i,-3.8228e-05-0.0014235i,-0.00057809-0.00044272i,-0.0006965+0.00010751i,-5.9431e-05+0.00015251i,0.00073519-0.00043495i,0.00038744-0.00075634i
0.0016959+0.0012178i,0.0021526+0.0016705i,0.0031877-0.00070213i,0.0028739-0.0043712i,0.0016647-0.0057382i,0.00032635-0.0029642i,0.00058247-0.00032176i,0.00092143-0.00046631i,0.0012252-0.00064584i,0.0012917+0.00016961i,0.0005841+0.00040413i,-5.6733e-05+0.00047549i,-0.00050929+0.00037932i,-0.00053815+0.00023864i,0.00018147+5.7315e-05i,0.0016263-1.1333e-05i,0.001273+0.00020195i,-9.5022e-05-0.00023163i,-0.00028473-0.00026402i,0.00031996+0.00093297i,0.00090858+0.0015513i,0.0011282+0.0012685i,0.000856+0.00079609i
-0.00081387+0.0011111i,5.1567e-05-0.00040208i,0.0029043-0.002584i,0.0042272-0.0050508i,0.0034111-0.0056322i,0.0025233-0.0033076i,0.0025438-0.00036292i,0.0027753-0.00032199i,0.0015625-0.0013393i,0.00047331-0.00092512i,0.00037038-0.00013749i,-5.6016e-05-0.00091335i,-0.0005584-0.0017591i,0.00014588-0.00076247i,0.00039423-0.00012632i,0.00092175-0.00014165i,0.0010687+0.00029335i,0.00051811+0.00093835i,0.00026904+0.0011818i,0.00014121+0.00042836i,-0.00016448+0.00019939i,-0.00056349+0.00022992i,9.0291e-06+0.00047879i
-0.0012478-0.00064438i,0.00041634-0.0010309i,0.0025099-0.0020573i,0.0038073-0.0045756i,0.0039482-0.0053992i,0.0032584-0.0028265i,0.0028216-0.00072676i,0.0026806-0.00058146i,0.0014548-0.00094472i,0.00067998-0.00019566i,0.00071375+0.00022939i,0.00077517-2.977e-05i,0.0006152-0.00043491i,-0.0003062-0.00068602i,-0.00076676-0.0001917i,-0.00050713+0.00019034i,0.00041871+3.3953e-05i,0.00091615-5.0692e-05i,0.0011+2.6685e-05i,0.00087363-0.00018261i,0.00010207-0.00051027i,-0.00021153-0.00070897i,-0.00031331-0.00051124i
0.001823-0.0001487i,0.002184+0.00042991i,0.0031844-0.00061357i,0.0044151-0.0028063i,0.0031355-0.0040118i,0.00027227-0.001485i,0.00013091+0.00083977i,0.0012797+0.00052936i,0.00057152-0.0003836i,9.483e-05-0.00022698i,0.00012977+0.00016734i,0.00044344+6.3761e-05i,-0.00012234+5.9592e-05i,-0.00021873+1.296e-05i,0.00072787+0.00018782i,0.0005368+0.0012338i,0.00047183+0.0016427i,0.00058393+0.0012283i,0.00044659+0.000488i,0.00020287-0.00039195i,1.2825e-05-0.00029995i,0.00018098-0.00018089i,-8.0188e-05+0.00013018i
0.0016165-0.00048668i,0.001155-0.00061001i,0.0028898-0.0024297i,0.0036992-0.0046233i,0.0019872-0.0046369i,0.00069524-0.00232i,0.0012423-0.00056343i,0.0016283-0.00026993i,0.00078257+8.1919e-06i,2.4588e-05+4.5877e-05i,5.8024e-06-9.7998e-05i,-5.9426e-05+2.534e-05i,0.00028394+0.0006621i,0.0010169+0.001055i,0.0011959+0.00078972i,0.0005396+0.00073391i,0.00024772+7.0699e-05i,0.0010132-0.00066745i,0.0011154-0.00062291i,0.00099608-7.8635e-05i,0.00060977+0.00049736i,0.00024029+0.00021149i,-0.00012043-0.00038513i
-0.00027081-0.0010037i,0.0014363-0.0018285i,0.0027479-0.0039974i,0.0032293-0.006752i,0.002365-0.0065625i,0.00077087-0.0029194i,0.0010679-0.00019082i,0.0016458+0.00018132i,0.001032-0.00022205i,0.00074837-1.599e-06i,0.0006649+0.00030998i,0.00047563+0.00023838i,0.0004758+0.00028495i,-0.00022809-0.00022654i,-0.00042058-0.0006569i,9.4817e-05-0.00016168i,0.00017245-1.5353e-05i,0.00034004+6.3589e-05i,0.00028188+0.00037042i,8.6533e-06+8.8558e-05i,-3.5982e-05-0.0005461i,0.00012247+5.6192e-06i,0.00022909+0.0010323i
0.00073241+0.00025617i,0.0019759+0.00059652i,0.0032723+0.0012769i,0.0033106-0.00051491i,0.0023781-0.0026958i,0.0013308-0.0015689i,0.0020392-0.00014123i,0.0035954-0.00012907i,0.0022126-0.00049085i,0.00037275-0.001484i,-8.109e-05-0.00094858i,-0.000902+0.00022595i,-0.0013599+3.8313e-05i,-0.0012344-0.00045785i,-0.00060149-0.00079164i,0.00047416-0.00075027i,0.0013119+5.7204e-05i,0.00074471+0.00051876i,0.00023354+0.00023334i,4.2891e-05+0.00043743i,-0.00044582+0.00016519i,6.927e-05+0.00017113i,0.0002225+0.00016455i
-0.0012478+0.00091976i,0.00082563+2.0557e-05i,0.0031532-0.0020236i,0.0043767-0.0050987i,0.0033587-0.0054977i,0.0021505-0.0023037i,0.0019522-0.00028239i,0.0017727-0.00042358i,0.00097768-0.00079538i,-0.00018913-0.00037321i,-0.00060369-4.5091e-05i,5.7177e-05-3.0276e-06i,0.00039878-7.9208e-05i,0.00067897-0.00045428i,0.00034405-5.2013e-06i,-0.00060557-0.00035115i,1.6541e-05-0.00089853i,0.0012891-0.00045326i,0.00099608-0.00024585i,0.00039155-0.0004561i,8.8405e-05-0.00076626i,-0.00020988-0.00051411i,-0.00021462+0.00023407i
0.0001835-6.6171e-05i,0.00075719+0.00020503i,0.0027625-0.0010111i,0.0034372-0.0035655i,0.00157-0.0050257i,0.00021737-0.0032233i,0.001429-0.00076077i,0.0016066-0.00039239i,0.00021853-0.0012864i,1.1448e-05-0.0013479i,-9.9967e-05-0.00045698i,-0.0005274+0.00017204i,-0.00047026+0.00052612i,0.00020671+0.000372i,0.00049038-1.1679e-05i,0.0002906+0.00018407i,0.00052562+0.0003914i,0.00041792+0.00033161i,0.00012045-0.00012673i,-9.7171e-05-0.0005402i,-0.00033469+0.00017469i,8.453e-05+0.00065691i,0.0003662-1.0088e-05i
0.0010059+5.6103e-05i,0.00064908-0.00072741i,0.0011728-0.0030457i,0.0013749-0.0046414i,0.0011132-0.0047767i,7.0694e-05-0.0020307i,7.053e-05-0.00036217i,0.00057916-8.4337e-05i,0.00011011+6.5707e-05i,-0.00033424+0.00067535i,-0.00038244+0.00043045i,-0.00012037+7.1914e-05i,-0.00015772-0.00022873i,-0.00047116-0.0002133i,9.5223e-06+0.00052176i,0.00053464+0.00027062i,0.00041997-0.0013637i,0.00055231-0.0018084i,0.00064382-0.001068i,0.0004036+0.00014822i,0.00051219+0.00025244i,0.00072755+6.7415e-05i,0.00021522+5.8601e-05i
-0.00035051+0.00043403i,0.00075062+0.00017457i,0.0030829-0.0014032i,0.0042361-0.0037407i,0.0029423-0.0046624i,0.0020908-0.0027151i,0.0019273+1.8592e-05i,0.001354+0.00056516i,0.00048092-2.6519e-05i,0.00061808+3.9517e-05i,0.00051259+0.00039119i,-0.00028622+0.00026164i,-0.00096289+7.6925e-05i,-0.00052796+0.00016927i,0.00077069-2.5513e-05i,0.0013721-0.00050336i,0.00061378+0.00051538i,-0.00012093+0.0010156i,0.00022771+0.00021397i,0.00017116-0.00058348i,0.00028833-0.0011488i,0.00067086-0.00073483i,0.00046248+0.0003533i
0.0013451-0.00085033i,0.0019628-0.0003701i,0.0049398-0.0010953i,0.0053305-0.003641i,0.0025423-0.0051593i,0.00048426-0.0035586i,0.0012992-0.0010809i,0.0020507+0.00014847i,0.0010396-5.9487e-06i,-0.00014131-0.00027761i,-0.00012852-0.00015047i,0.00032091+0.00026521i,0.00022022-4.7441e-05i,0.00033019-0.000807i,0.00064218-0.00013732i,0.00057166+0.00021251i,0.00060455+0.00014741i,0.0010819-2.4535e-05i,0.0013512-0.00063342i,0.00097938+0.00010447i,0.00018419+0.00037791i,-0.0003366-0.00014882i,3.7608e-05-0.00023535i
0.0024479-0.00025606i,0.0024906-0.00051931i,0.0037255-0.0024979i,0.0044628-0.0045676i,0.0034106-0.0050661i,0.0012278-0.0027329i,8.2796e-05+0.00028399i,0.0013113+0.0005699i,0.0018055-0.00042227i,0.0010529-0.00036892i,0.00070955+0.00070344i,-3.3543e-05+0.00037697i,-0.00026317-0.00022097i,0.00028709+0.00019464i,-9.5026e-05+0.00059455i,0.00032568+0.001248i,0.0013823+0.00046137i,0.0014605-1.696e-05i,0.00069799+0.00025942i,-0.00012606+3.2753e-05i,0.00023465+0.00055113i,0.00074467+0.00065114i,0.00089431-0.00051646i
-0.0015539+0.00071683i,0.00027882+0.00022458i,0.0014596-0.00076395i,0.0027502-0.0032116i,0.0019495-0.004925i,0.00089145-0.0029677i,0.001749+0.00022909i,0.001178+0.00083751i,0.00012731-8.2656e-05i,-0.00017286-1.4927e-05i,4.9625e-05-0.00010878i,8.6462e-05-0.00011723i,-0.0003856-0.00012046i,-0.00043582-0.00016912i,-0.00044808-0.00055976i,0.00039609-0.00063318i,0.0014447-0.00048208i,0.0013167-0.00017072i,0.00071425-6.518e-05i,0.0007081-2.6751e-05i,0.00087983+0.00029273i,0.00062575+0.00055657i,3.8608e-05+0.00057411i
-0.00055622+0.00014006i,0.00085114-0.0006899i,0.0031548-0.0024931i,0.0044392-0.0042432i,0.0027614-0.0048665i,0.0014127-0.0029508i,0.0022214-0.0004792i,0.0027113-0.00019841i,0.0015487-0.0010371i,0.00044749-0.0010191i,0.00019205-0.000568i,0.00024759-0.0003757i,0.00031565-0.00035504i,-0.00032759-0.00024271i,-0.0007905-0.00036506i,-0.00061311-0.00041159i,-0.00064337-0.00035536i,0.00036346-0.00058977i,0.001206-0.00074718i,0.00063962-0.00076584i,0.00012772-2.7289e-05i,7.9198e-05+0.00050357i,-0.00040946+0.00047182i
0.00036302+0.0013397i,0.0015056+0.00079901i,0.0036794-0.00087664i,0.0052609-0.0035707i,0.0041763-0.0048084i,0.0026401-0.0033485i,0.0021908-0.00043083i,0.0015074+0.0010518i,0.00076256+0.00050909i,0.00064664-0.00019181i,0.00024157-6.5173e-08i,-9.9202e-05-0.0002714i,7.8522e-05-0.00050245i,-0.00014686-0.00013265i,-0.00035935+0.00044926i,-0.0003963+0.00015246i,-0.0001521-0.00031299i,-0.0001357-0.00018118i,-0.00017535-0.00020207i,-0.00031984-0.00014241i,-0.0002992-4.2306e-05i,5.1345e-05-0.00017235i,-0.00019251-0.00072649i
0.00054439+0.00063603i,0.0011065+2.5494e-05i,0.0025692-0.0023073i,0.0035269-0.0050686i,0.0018538-0.0059121i,0.00062275-0.003132i,0.00087461-0.00060529i,0.0013973-0.00021493i,0.0014926+0.00035828i,0.00083114+0.00078352i,0.0011528+0.00017086i,0.00094489-5.2313e-05i,0.00046227-0.00051294i,0.0005141-0.00030142i,0.00068744-0.00069188i,0.00082164-0.0012256i,0.00079331-0.0011051i,0.00077672-0.00085596i,0.00048068-0.00074363i,0.00061538-0.00083445i,0.00074253-0.00093754i,0.00023707-0.00087283i,0.00012416-0.00079021i
0.0011134-4.0749e-05i,0.0012967-0.00031231i,0.0022396-0.0024654i,0.0032797-0.0045249i,0.0026112-0.00536i,0.0014733-0.0025971i,0.0016982-0.00014761i,0.0022676+3.862e-06i,0.0018104-0.00043648i,0.0013704-0.00048581i,0.00026177+8.3473e-05i,-0.00079763-0.00028867i,-0.00074742-0.00083172i,-0.00014403-0.00096525i,0.00011942-0.0012503i,5.9123e-05-0.0010909i,3.6608e-05-0.00050652i,0.00031407-0.00061022i,-7.6287e-05-0.0011676i,-0.0005223-0.0010337i,-0.00023526-0.00033369i,7.773e-05-0.00030269i,0.00062888-0.00065455i
-0.00096065+0.0010745i,0.00060129+3.5977e-05i,0.0032403-9.2656e-05i,0.0053906-0.0017652i,0.0048038-0.0036287i,0.0024332-0.0031847i,0.0018132-0.001248i,0.0014046-7.503e-05i,-7.4462e-05-4.8313e-05i,-0.00054794-9.7073e-05i,0.0003523-7.9086e-05i,0.00061908+5.6698e-05i,-0.00015032-0.00024455i,-0.00068183-0.00047568i,-0.0010056-0.00033572i,-7.4538e-05-4.3417e-05i,0.0013568-9.8014e-05i,0.0010812-0.00048487i,0.00024174-0.00053476i,0.0007808-0.00064858i,0.0011693-0.00043493i,0.00085406+0.0001615i,8.8376e-05-5.0077e-05i
0.00068498+0.00045517i,0.0014157+0.00057934i,0.0019409-0.0017572i,0.0031614-0.0046596i,0.0024681-0.0050884i,0.0012962-0.0029821i,0.0013692-0.0009029i,0.0014561-6.3602e-05i,0.00093931+0.00016007i,0.0001862-0.00036329i,-0.00016317-0.00086096i,-0.00047878-0.00081709i,-0.00047404-0.00013579i,-0.00021776+0.00049383i,0.00033935+0.00031462i,0.0011128+7.185e-05i,0.0011606+0.00046362i,0.0010681+0.0010973i,0.00075576+0.0011432i,0.00015702+0.00031262i,0.00053117-0.00039371i,0.00067274+0.00029738i,-0.00015366+0.00044736i
0.00024059-0.00052581i,0.00092722-0.0010177i,0.0013146-0.0021694i,0.0020419-0.0034066i,0.0021935-0.0040807i,0.0017354-0.0021032i,0.0017432+0.00047584i,0.0018123+0.00066075i,0.00091875-3.8601e-05i,0.000587-0.00048458i,0.00050374-0.00044147i,-0.00024623+5.3944e-05i,-9.3739e-06+0.00023558i,0.00014007-0.00022762i,-0.00054578-0.00030544i,-0.00041443-0.00023571i,0.00019264+0.0003054i,0.0004114+0.00026678i,0.00065788-0.00057907i,0.00036624+0.00021449i,-0.00011932+0.00058558i,-0.00072955+0.0001822i,-0.00091699-0.00040278i
0.00085474-0.00015234i,0.0014348-0.0010924i,0.0036304-0.0022706i,0.0051554-0.0043628i,0.0029396-0.0054194i,-7.4451e-05-0.0040682i,0.0005711-0.00094813i,0.0024175+0.00057922i,0.0018673+5.6234e-05i,0.00044089-0.00082907i,-0.00024309-0.00084503i,-0.00016113-0.00041226i,-0.00020754-0.00061752i,-0.00021394-0.00088757i,-0.00018351-0.00060923i,-0.00062595+0.00011794i,4.7814e-05+0.00030255i,0.00017198-0.00014276i,-0.00034241-0.00031756i,-0.00026108-0.0008315i,0.00025398-0.00044359i,0.00035474+0.00023932i,-0.00036589-7.599e-05i
0.0012528+0.0011903i,0.0023951+0.00039579i,0.0036973-0.0011031i,0.0050543-0.0042747i,0.0044463-0.0052721i,0.0022519-0.0025428i,0.0018496-0.0002115i,0.0028477-0.00031843i,0.0028036-0.0010856i,0.001279-0.0012319i,8.4347e-05-0.001411i,-0.00026218-0.001104i,-0.00084177-0.00019726i,-0.00054686+0.00049555i,0.00048993+0.00072306i,0.000885-3.0542e-09i,0.00059225+8.9092e-06i,0.00033824+0.00033334i,0.0004051+0.00023615i,0.00026272+0.00016864i,0.0003867+0.00018769i,0.0003751+0.00024459i,0.00043174+0.00077088i
-0.00020591+0.00011303i,0.00029236+0.00013891i,0.001878-0.001224i,0.0028871-0.0034722i,0.0018066-0.0035609i,-2.5313e-05-0.0015055i,0.00036409+0.00071856i,0.0018912+0.00053025i,0.0016127-0.00066286i,0.00061758-0.00070298i,-0.00010153-0.0002256i,-0.00017973+0.00019001i,0.00026084-2.5354e-05i,0.00043942-0.00064179i,0.00078562+6.9567e-05i,0.0013235+0.00086655i,0.0010005+0.00061978i,0.00033265-0.00061531i,0.00013634-0.00069893i,-3.5527e-05+2.9673e-05i,0.00018197-0.00013947i,-7.0969e-05-5.7584e-05i,-0.00037661+0.00055745i
-0.00017618-0.00014649i,0.00062093-0.00083924i,0.0032803-0.0028659i,0.0043664-0.0044911i,0.0022652-0.0040005i,-5.1117e-05-0.0026561i,0.00042855-0.001201i,0.001538-0.00055945i,0.0016317-0.0004207i,0.00091144-9.4224e-05i,0.00019411-0.00010034i,2.6661e-05-0.00036228i,-0.00069285-0.0003823i,-0.00071819-0.00074651i,-0.00073942-0.00091442i,-0.00021648-0.00041849i,0.00035639-0.00070534i,0.00050907-0.0011584i,0.00089744-0.00065859i,0.00080876-0.00018436i,0.00066114-0.00020597i,0.0011661-0.00088668i,0.00063789-0.00075903i
0.0014524+0.00029408i,0.0010752-0.00063835i,0.001871-0.0029352i,0.0030965-0.0046641i,0.0024149-0.004627i,0.00081176-0.001924i,0.0013845+5.9309e-05i,0.0026952-0.00077906i,0.0021648-0.0013423i,0.0010231-0.00044027i,0.00051439+0.00017613i,7.1852e-05-0.00013569i,-0.00083129-4.4801e-05i,-0.0011799+0.00028862i,-0.00022896+0.00039829i,0.00030985+0.00034331i,6.9262e-05+0.00055733i,-9.7352e-05+0.00051482i,-0.00012209-7.3654e-05i,-0.00025234-0.00073766i,0.00026813-0.0013555i,0.00068095-0.00074788i,-2.0069e-05-1.974e-05i
5.8634e-05+0.00065266i,0.0021708+0.00036828i,0.0045836-0.00088001i,0.0045915-0.0033383i,0.0026399-0.0041478i,0.0012665-0.0022871i,0.001207-0.00010279i,0.00082656-4.2692e-05i,6.5518e-05-0.00059137i,-0.00019255-0.00017684i,-0.0003371+0.00036695i,-0.00045252+0.00064504i,-0.00020768+0.00025489i,-0.00026228+0.00024092i,-0.00022497+0.00084402i,0.00057716+0.00039941i,0.0016885-0.00022578i,0.0011948-0.00059393i,0.00083545-0.00098122i,0.00094435-0.00088107i,0.00065586-0.0002163i,0.00036287+0.00015625i,0.00019765+0.00022398i
0.00074587-0.00016596i,0.0010041-0.00016317i,0.0033602-0.0012677i,0.004675-0.0034862i,0.0030896-0.0043141i,0.0013885-0.0025691i,0.0014883-0.00068764i,0.0021135-0.00048026i,0.0015655-0.00089492i,0.00062523-0.0010331i,0.00023771-0.0010821i,-0.00040748-0.00037169i,-0.00085708+0.00067286i,-0.00034598+0.00060561i,0.00028898+0.00037435i,0.00052015+0.00021501i,0.00045937-0.00026402i,0.00071398-0.00048987i,0.00048978-0.00057027i,2.5148e-05-0.00055981i,0.00057893+7.4563e-06i,0.001212+0.0002021i,0.00082579+0.00018268i
0.00017893-0.00029457i,0.00014914-0.00074367i,0.00067545-0.001982i,0.0016751-0.00358i,0.0015926-0.0036716i,0.00094771-0.0014208i,0.001487+0.00023448i,0.0027091-0.00010405i,0.0017994-0.00076381i,-0.00030525-0.00011427i,-0.00093904+0.00072547i,-0.00060863+0.00034051i,7.7877e-05-0.00051619i,0.00075905-0.00079933i,0.00063855-0.00075933i,0.00040463-0.00041616i,-0.00011888+0.00011853i,-0.00035697+0.00033526i,0.00021748+0.00019289i,0.00075577+0.0002717i,0.00067096+0.00057124i,0.00027647+0.00058422i,0.00035022+0.00010554i
-0.0001996+0.00091248i,0.0005802+0.00064758i,0.0023333-0.0024174i,0.0034419-0.0051925i,0.0027309-0.0056076i,0.00074111-0.0029606i,0.00055365+0.00072154i,0.0018543+0.0014737i,0.00187+8.2259e-05i,0.001709-0.00073774i,0.0013827-0.00034468i,0.00087865+7.9138e-05i,0.00043568-0.00012175i,0.00052203-5.9382e-05i,0.00090431-0.00022278i,0.0010196-0.0010346i,0.00059419-0.0013932i,0.00054753-0.0011755i,0.00043397-0.001184i,-3.4774e-06-0.00089242i,9.7957e-05-0.0002704i,0.00014628+0.00036301i,-1.6576e-05+0.0005009i
-0.00026229+0.00019499i,0.0021005-0.00059029i,0.0052499-0.0019347i,0.0070595-0.0041117i,0.0046037-0.0048578i,0.002118-0.0029838i,0.0019907-0.001345i,0.0019663-0.0011579i,0.00050544-0.00063227i,-0.00063965+0.00033636i,-0.00015347+0.0011498i,0.00074723+0.00065503i,0.00078646+0.00011211i,0.00016554-0.00060204i,-0.00034034-0.00066953i,-0.00069363+0.0001177i,-0.0003176-1.8848e-05i,0.00034226-7.8036e-05i,0.00075142+2.2964e-05i,0.00054488+1.414e-05i,0.00044255+0.00010183i,0.00072057+0.00045764i,0.00089195+0.00062604i
0.00041333+0.00068773i,0.0015618+0.00034312i,0.0027587-0.0010689i,0.0035888-0.0036546i,0.001911-0.0042952i,0.00080313-0.0029682i,0.0020666-0.00070966i,0.0022562+0.00014571i,0.0014464+0.00050993i,0.00028551+0.0012856i,-0.00015765+0.001292i,-3.6328e-05+0.00051248i,-0.00021091-0.00013138i,-6.2735e-05+0.00058529i,0.00042912+0.0010434i,0.00044119+0.00054202i,0.00040357+3.3453e-07i,0.00015486-9.4204e-05i,-0.00017244-0.00028269i,5.8787e-05-0.00039611i,-9.3034e-05-9.0471e-05i,-0.00020313-0.00011103i,-0.00037458-0.00073714i
0.00095292+0.00061658i,0.00093658+0.00072145i,0.0021951-0.00086315i,0.0035161-0.0029096i,0.0025376-0.0033993i,0.00082101-0.0015314i,0.0010725+0.0003602i,0.0019643+0.00029167i,0.0015385+0.00013618i,0.00047691+0.00019331i,4.8733e-05-0.00022404i,0.00024439-0.00013265i,0.00049255+1.1648e-05i,0.00053656-0.00057662i,0.00028374-0.0010791i,0.00026995-0.00045852i,0.00040699+0.00028081i,-4.8401e-05+0.00036591i,-0.0001707-0.00031737i,-0.00024883-0.00023864i,-0.00034171+0.00035153i,0.00030366-0.00043245i,0.00068206-0.00031399i
0.00065632+0.00013832i,0.0023958-0.00024614i,0.0047379-0.0011165i,0.0050823-0.0022657i,0.0031014-0.0028271i,0.0010109-0.0010207i,0.0011476+0.0011298i,0.0024804+0.00083731i,0.0015452-6.8211e-05i,-0.00017993+6.864e-05i,-0.00032039+8.7775e-05i,-0.00046698-0.00012641i,-0.00057964-1.3572e-05i,-0.00049371+0.00038638i,-0.00028064+0.00079835i,0.0007037+0.00070225i,0.0010606-4.0953e-05i,0.00065778-6.9185e-05i,0.0005809-0.00055132i,-0.00018108-0.00083383i,-0.00038331+0.0001738i,0.00029583+0.00023007i,0.00064727-0.00034437i
0.00063715+0.00038365i,0.0015386+0.00067775i,0.0035258-0.0015708i,0.0049632-0.0039113i,0.0037228-0.004306i,0.0019627-0.0033542i,0.0024238-0.0013024i,0.0030772-0.00061721i,0.0019566-0.00066963i,0.00086101+0.0001751i,0.00068655+0.00037066i,0.00041059+0.00029189i,-0.00015783-3.1179e-05i,0.00027195-0.00076966i,0.00063876-0.00052556i,0.00060392-0.00065199i,0.00095235-0.00076829i,0.0010163-0.00046917i,0.00079231-0.00063812i,0.00065024-0.00074542i,0.00047085-0.0005242i,0.00011611-0.00057906i,-0.00020179-0.00078736i
0.00049687-0.00088509i,0.00058094-0.00075794i,0.0028044-0.0028798i,0.0036903-0.0048122i,0.001096-0.0055155i,-0.00063779-0.0026983i,0.00027045+0.0010777i,0.0013543+0.00096716i,0.0011395-0.00034118i,0.00036011-0.00069071i,-9.9612e-05-0.00054307i,-0.0001324-5.4673e-05i,0.00017543+0.00083895i,0.00020299+0.00044445i,-0.00031255-0.00014245i,-2.3769e-05-0.00040815i,0.00060704-0.00045421i,0.00032646-0.00010599i,0.0003209-0.00044592i,0.00047-0.00054752i,-6.9073e-05-0.00010977i,-0.00043141-4.8407e-05i,0.00010243-0.00060117i
-0.0010102+1.3818e-05i,0.00059867-0.0004031i,0.0029549-0.00025543i,0.0037302-0.001975i,0.0031043-0.0037036i,0.0021728-0.0020549i,0.0019169+0.00076748i,0.0018553+0.0014182i,0.00037582+0.00054952i,-0.00042282+0.0002173i,0.00010986+0.0006294i,-4.5467e-05+0.00064062i,-0.00047795-0.00023864i,-2.6164e-05-0.00047224i,0.00060064-3.7663e-05i,0.00085156+8.0154e-05i,0.00041541+0.00032334i,-0.00026642+0.0002179i,-0.00054979-0.00015288i,-0.00028751+6.5798e-05i,4.9353e-05+0.00019247i,-0.00049856+9.6174e-07i,-0.00071919+1.1651e-06i
0.00075857+0.00057108i,0.0011709+0.0014904i,0.0029979+0.0011544i,0.0040862-0.0020582i,0.0022757-0.0048043i,0.0012221-0.0036069i,0.0014267-0.0007122i,0.0017737+0.00020009i,0.0016197-0.00079945i,0.001225-0.0013437i,0.0002839-0.00094834i,-0.00023248+4.8266e-05i,-5.0106e-05+0.00033228i,1.8975e-05-0.00032565i,7.1051e-05-0.0007156i,0.00019533-0.00057015i,-7.8399e-05-0.00046381i,4.2274e-06-0.00061121i,0.00038646-0.00058249i,0.00078457-0.00065102i,0.0010787-0.00057022i,0.00035516-0.00030782i,9.1753e-05+0.00068022i
0.00044329+0.00099555i,0.00082972-0.00036352i,0.0032548-0.0020992i,0.0041079-0.0040099i,0.002096-0.004648i,0.00037103-0.0021599i,0.000263+0.00031263i,0.0009031+0.0008873i,0.00057925+0.00026118i,0.00058446-0.0001767i,0.0007196+0.00016612i,0.00019613+4.7039e-05i,-7.9437e-05-0.00054458i,-0.00034201-0.00076346i,0.00033435-0.00043126i,0.0013766+0.00017671i,0.0011934+0.00028621i,0.00065207-0.00052492i,0.00012851-0.00106i,-0.00018156-0.00096552i,-0.00010328-0.00047366i,-0.00025276+2.7479e-05i,-4.1001e-05-0.00060471i
0.0015541-0.0014135i,0.0023987-0.0014867i,0.0033023-0.0025125i,0.0032024-0.0045258i,0.0017585-0.0044808i,0.00043237-0.0019105i,0.00083402+0.00011494i,0.0022664+0.00072764i,0.002028+0.00073443i,0.001007-3.7648e-05i,0.00020632+0.00027199i,-0.00053011+0.00060129i,-7.1505e-05-0.00034254i,0.00062778-0.000133i,0.00044483+0.00026742i,0.00061704+0.00021085i,0.00094684-3.7389e-07i,0.00079249-0.00032208i,0.00023018-1.1027e-05i,-0.00027293+0.00018959i,-0.00057084+8.6859e-05i,-0.00076524-0.00018429i,-9.4495e-05-0.00035949i
2.746e-06+0.00091418i,0.0015122+0.0011097i,0.0011186+0.00075935i,0.001777-0.0013921i,0.0023757-0.0028896i,0.0014859-0.0014486i,0.0012397+9.2988e-05i,0.0017411+0.00054671i,0.00094644+0.00079891i,0.00033303+0.00032047i,0.00082917+0.00033124i,0.00037494+0.00052091i,-0.00038277+0.00015364i,-0.00048411-2.6917e-05i,-0.0012498-0.00039427i,-0.0011035-0.00083136i,-6.9204e-05-0.00083512i,0.00038791-0.00013104i,0.00025192+4.9223e-05i,4.6914e-05-0.0001788i,3.9943e-05-0.00010025i,8.6632e-05-0.00014267i,0.00024125+0.00017284i
