-0.0024114+0.0005765i,-0.0009831+0.00093558i,-0.0019329+0.0040084i,-0.0024711+0.0072564i,-0.0019894+0.0085699i,-0.00093227+0.0055047i,-0.00073457+0.0022943i,-0.0004031+0.00069497i,0.00039661-0.00068761i,0.00043034-0.00062397i,0.00012105-0.00054365i,-0.00027995-0.0010265i,-0.00051521-0.0013337i,-0.00095562-0.0013038i,-0.0017728-0.0012217i,-0.00091916-0.00039087i,-8.0051e-05+0.00030418i,-0.00068714+0.00044848i,-0.00098128+0.00047518i,-0.00023849+0.00030968i,-9.9093e-05+0.00086928i,-0.00050702+0.0010574i,-0.00030454+0.00072771i
0.00038742-0.00096737i,-0.0010578+0.00029505i,-0.0012561+0.0032585i,0.00060054+0.0056137i,0.0017992+0.0056593i,0.00025443+0.0035511i,-0.0013477+0.0018741i,-0.0017926+0.00062429i,-0.0014296-0.00076158i,-0.00087535-0.00080984i,-0.0005605-0.0010047i,0.00010675-0.0011935i,0.0009757-0.00088524i,0.0008496-0.00063348i,-0.00014602+6.3599e-05i,-0.0008505+0.00085432i,-0.00083196+0.00056971i,-0.00090028+0.00044768i,-0.0008002+0.00066539i,-0.00052785+0.0013106i,-0.00016018+0.0010784i,0.00022372+8.3496e-05i,0.00028817-2.0167e-05i
-0.00086613-0.0016099i,-0.0011515-0.0012641i,-0.0025201+0.0010372i,-0.0018624+0.0049198i,-0.00062839+0.0065872i,-0.001195+0.004121i,-0.0016543+0.0012055i,-0.0014315-0.0007468i,-0.0001502-0.0014362i,0.00053243-0.00094876i,0.00040587-0.00065934i,0.00010229-0.00021341i,-0.0010038+4.3731e-06i,-0.00020111+0.00011766i,0.0003078+0.00032265i,-4.5433e-05+9.4096e-05i,-0.00057725-0.00043019i,-0.00089287+0.00015056i,-0.00030254+0.00070585i,0.00039975+0.0010635i,0.00032936+0.00094891i,-0.0004434+0.00063393i,-0.00056663+0.0008686i
-0.00012504-0.00029821i,-0.00072963+0.0004199i,-0.0016462+0.0025518i,-0.0010112+0.0054736i,0.00095591+0.0063382i,0.00061925+0.0044214i,-0.0020306+0.0018361i,-0.0027052+0.00050303i,-0.0011185-0.00011991i,-0.00031562-0.00073677i,0.00018104-0.00025562i,0.00047064+0.00046001i,0.00037623+7.9798e-05i,0.00012114-0.00097844i,-3.0046e-05-0.001921i,-1.2476e-05-0.0015358i,-0.00049938-0.00064529i,-0.00056186-0.00028048i,-0.00022617+4.4562e-05i,-0.00023271+0.00019329i,-0.00059238+0.00033274i,-0.0011813+0.00046499i,-0.0014762+0.00046392i
-0.0020954-0.0017963i,-0.0009315-0.0010245i,-0.0009088+0.0023541i,-0.00033579+0.0067486i,0.0013261+0.0080006i,0.0011318+0.0046592i,-0.00066406+0.0013203i,-0.00088196-0.00011389i,-0.00034622-3.9805e-05i,-0.0003113+0.00018472i,7.0406e-05-0.00055136i,0.00031513-0.00060887i,0.00044271-0.00081835i,0.00044822-0.0010563i,3.4187e-05-0.0013375i,-0.00030167-0.0012229i,-0.00076566+5.4619e-05i,-0.00081615+0.0002537i,0.0001971-0.0004568i,0.00077014-0.00093874i,0.00068607-0.00032267i,0.00093012+0.00052497i,0.00072827+0.00041517i
-0.00031486+0.0012829i,-2.0686e-05+0.0025128i,0.00041233+0.0040171i,0.00036225+0.0057352i,0.00052621+0.0059652i,-0.00010838+0.0030047i,-0.0015406+0.00076863i,-0.0020702+0.00077471i,-0.00097946+0.00019902i,-0.00048108+8.6432e-06i,-0.00041841-0.00086943i,-0.00021398-0.00085075i,5.6029e-05-0.0001236i,-9.0944e-05-0.00062565i,-0.00056694+2.2794e-06i,-0.00041875+0.0004971i,-0.00068374+0.00012977i,-0.0010053+0.00017016i,-0.00051965+0.00043551i,4.1033e-05+0.00024959i,0.00011909+1.7537e-05i,-0.00031622-0.00074125i,-0.00010755-0.00075152i
0.00053348-5.6987e-05i,0.0012904+0.00039255i,0.00011884+0.0013322i,-5.2427e-05+0.0034112i,0.0012976+0.0044705i,0.00034593+0.0030752i,-0.0020147+0.0014322i,-0.0022513-1.1707e-05i,-0.00027863-0.0011401i,0.00066395-0.0011624i,-0.00012767-0.0012261i,-0.00030089-0.0012183i,0.00035257-0.00088911i,0.00034294-0.00059726i,2.8567e-05-0.00039357i,-0.00034452-0.00035845i,-0.00056744+0.00030295i,-0.00060172+0.0004443i,-0.00050281-5.1467e-05i,-0.00058726+1.0194e-05i,-0.00067091-0.00025455i,-0.00013893-0.00094772i,0.00038008-0.00050432i
0.00070245-0.0002383i,-0.00068675+0.0011026i,-0.002528+0.0036022i,-0.0028106+0.0070877i,-0.0018606+0.0071975i,-0.0015783+0.0036551i,-0.0020436+0.00075176i,-0.0016542-0.00042394i,-0.0012087-0.00041894i,-0.0011621+0.00021644i,-0.00036438+0.00023865i,-0.00015246+3.4037e-05i,-0.00080104+3.6449e-05i,8.3858e-05-0.00036617i,0.00065065-0.00083275i,0.00075766-0.00087939i,5.1674e-05-0.00030565i,-0.0012252-2.8787e-05i,-0.0011819+0.00021415i,-0.00047379+0.00041392i,-5.3737e-05+0.00046746i,-0.00054724+0.00075315i,-0.00038191+0.00077699i
-0.0012901+0.00071977i,-0.0013472+0.00075406i,-0.0021266+0.0025798i,-0.0021691+0.0060842i,-0.00094878+0.0075097i,-0.00050811+0.0052019i,-0.0013693+0.0022177i,-0.0016274+0.00022843i,-0.00075282-0.0010749i,-0.00089959-0.0011363i,-0.0011914+2.198e-05i,-0.00077722+0.00060177i,-0.00071902-0.00035205i,-0.00055991-0.00083936i,-0.00051887+3.4281e-05i,-0.00072022+0.00011653i,-0.001492-0.00037788i,-0.0013797-0.00013801i,-0.00013836+0.00030385i,0.00068192+0.00047811i,0.00063169+0.00011508i,-0.00014372-0.00018201i,-0.00066793+1.3885e-05i
-0.00020186-0.00020916i,-0.00090279+0.00041077i,-0.0006831+0.002432i,-0.00027834+0.0054952i,0.0012015+0.0069823i,0.001384+0.0044475i,-0.00090088+0.0015498i,-0.0017046+0.00017029i,-0.00043385-0.00091217i,1.4144e-05-0.00055277i,1.9437e-05+0.00017488i,-0.00045905-0.00050147i,-0.0011614-0.0017101i,-0.0010983-0.0015972i,-0.00093678-0.00051161i,-0.0011159+0.0004678i,-0.00079688+0.00027683i,-0.00051128+8.016e-05i,-0.00077303+0.00023612i,-0.00016757+0.00047147i,0.00098691-6.1069e-05i,0.00054603-0.00047812i,-0.00017014-0.0001369i
-0.00067338-0.0012366i,-0.0012744-0.0012701i,-0.0023011+0.0013198i,-0.0018746+0.0048374i,0.00011846+0.006284i,0.00032727+0.0040611i,-0.0014399+0.00097737i,-0.001942-0.00011282i,-0.00081342-0.00053011i,0.0001863-0.00044929i,8.0613e-05-0.00035996i,0.00038664-0.00024513i,0.00088923-0.00022829i,0.00073741-0.00074591i,8.8556e-05-0.000172i,-0.00025189-0.00025692i,-0.00043169-0.0003177i,-0.00073812+0.00054056i,-0.00014276+0.00041951i,9.7817e-05+0.00015739i,-0.00045606+0.00030556i,-0.00097109+0.00019427i,-0.00081122+0.00025988i
-0.00054258+0.00071932i,-0.001156+0.00182i,-0.0016763+0.0033025i,-0.0011458+0.0052724i,-0.00036578+0.0058811i,-0.00033202+0.0039419i,-0.0017557+0.0021172i,-0.0019539+0.00075848i,-0.0012165+3.5607e-05i,-0.0009041-0.00049001i,-0.0010032-0.00071157i,-0.0013852-0.00037533i,-0.0015674-0.0002747i,-0.0017128+0.00023751i,-0.0017163+0.00039877i,-0.0012689+0.00046517i,-0.0014652+0.0012316i,-0.0010925+0.0012632i,-0.00046409+0.00088238i,-0.0006743+0.00091238i,-0.00046913+0.0012116i,-6.339e-05+0.00077006i,-0.00014168+0.00044171i
-0.00084759+0.00015479i,-0.00027001+0.00095756i,-0.00049485+0.0031792i,-0.00049897+0.0061995i,0.0006888+0.0065707i,-0.00039319+0.0036105i,-0.0026571+0.0012234i,-0.0030081+0.00050596i,-0.0015956-0.00033173i,-0.00018594-0.00099603i,-0.00019594-0.00060245i,-0.00093177-0.00069065i,-0.00055902-0.00013841i,-0.00026007+0.00028659i,-8.7091e-06-0.00034916i,1.2319e-05-2.3298e-05i,-0.00060365+0.00039236i,-0.0008965+0.00062776i,-0.00075117+0.0015091i,-0.00035973+0.0014596i,-0.00026509+0.00065128i,-0.00027295+0.00047974i,-0.00022269-0.00010641i
-0.00035962-0.00073998i,-3.1434e-05+0.00019159i,-0.00045434+0.0021144i,-0.00049741+0.0051432i,0.00062238+0.005699i,0.00038113+0.0034683i,-0.00091787+0.0015117i,-0.0022128-1.0617e-05i,-0.00235-0.00081139i,-0.0014521-0.00067273i,-0.0007177-0.00061504i,-0.00044176-0.00047839i,7.6396e-05-0.00035831i,0.00071914-0.00041411i,0.0010884-0.00054433i,0.00041895+0.00048398i,-0.00069005+0.00046668i,-0.001282+0.00023841i,-0.00075733+0.00087403i,0.0002481+0.00054989i,0.00052045+0.00012149i,8.6771e-05+0.0001687i,0.00010252-7.3416e-05i
-0.00077721+0.00018984i,-0.0012136+0.00044396i,-0.0031601+0.0027045i,-0.0030197+0.0068561i,-0.00024254+0.0079682i,0.00075868+0.0044231i,-0.00085743+0.0010609i,-0.0006837+0.00027193i,0.00013505-0.00023015i,0.00016975-0.00056077i,0.00011117-2.9547e-05i,5.339e-05+0.00065828i,0.00014343-5.6194e-05i,-0.00036419-0.00096392i,-0.00088914-0.00057304i,-0.00061086+0.00010977i,-0.00062391-0.00034616i,-0.00032039-0.001044i,0.00025209-0.00065231i,0.00018405+0.00011159i,-0.00033159+0.00017278i,-0.00010054-9.0965e-05i,0.00012444-4.7467e-05i
0.00053177+0.00030124i,-0.00013645+0.0013932i,-0.00080744+0.0029621i,-0.0010518+0.006769i,0.00013672+0.0078958i,0.00051464+0.0046377i,-0.00084173+0.0014008i,-0.0012865+0.00044766i,-0.00072583+0.00046505i,-0.0010174+8.188e-05i,-0.00061294-0.00053473i,0.0007313-0.00087334i,0.00039365-0.001214i,-0.00047529-0.0016931i,-0.00081601-0.0015975i,-0.00071706-0.00033837i,-0.00035136+0.00015184i,0.00030686+0.00053865i,0.00036037+0.0012864i,0.00021495+0.00089631i,0.00030135+0.0008071i,0.0003719+0.00088856i,0.0007684-1.6502e-05i
0.0004727+0.00011089i,-0.00045748+0.00084018i,-0.0013274+0.002246i,-0.00036705+0.0062243i,0.00089979+0.0074417i,0.0001912+0.0043335i,-0.001422+0.00097524i,-0.0016559-0.00030644i,-0.00085188-0.00024191i,-0.00016612+0.0004884i,-0.00017508+0.00078431i,-0.00037102+0.00045543i,-0.00064104-0.00070454i,-0.0007236-0.001182i,-0.0011945-0.00036829i,-0.0015672+0.00041149i,-0.0014322+0.00092886i,-0.00036939+0.0010007i,0.00053182+0.00089616i,0.00062678+0.00089677i,0.00060994+0.00053356i,0.00062327+0.0005321i,8.0407e-05+0.0010985i
-0.0016433-0.0016683i,-0.0018217-0.00052341i,-0.0022897+0.0011489i,-0.0016342+0.0037134i,-0.00042384+0.0052412i,-7.3493e-05+0.0037458i,-0.0010954+0.0013147i,-0.0013847-9.0269e-06i,-0.00064297-0.00041493i,-0.00020184-0.00056195i,-0.00011358-0.0001771i,0.00034016+0.00047032i,0.00065468-4.8699e-05i,0.0002113-0.00072397i,0.00037946-0.00053299i,0.0011319+0.00012147i,0.00060529+0.000288i,0.00018516+0.00026583i,0.00084163+0.00062186i,0.00049436+0.00057558i,-0.000274-0.0001396i,0.0002196-0.00061971i,0.00076683+0.00011875i
-0.00102-0.0011417i,-0.0011113+0.00011037i,-0.0021811+0.0029679i,-0.0017436+0.0075471i,-0.00084596+0.0083681i,1.2606e-05+0.0041972i,-0.00068221+0.0008067i,-0.001147-0.00010062i,-0.00061978-0.000211i,-0.00089754-0.00046301i,-0.0010648-0.00067387i,-0.00061022-0.00019125i,-1.2617e-05-0.00010277i,-0.00066141-0.00031581i,-0.0012787-9.677e-05i,-0.00038947+0.00033431i,0.00054846+0.00016718i,0.00064329+0.00097513i,0.00044202+0.0014438i,0.00051244+0.00080803i,0.0005134+0.00018296i,0.00019815-0.00022102i,0.00021593-0.00042516i
0.00024562-0.0009076i,-0.0012854-2.3428e-05i,-0.0024214+0.0021079i,-0.0027707+0.0053503i,-0.0014456+0.0057977i,-0.00058001+0.0029955i,-0.0013867+0.0005864i,-0.0011163-0.00019666i,-0.00023996-0.00024128i,7.5638e-05+0.00025087i,0.00017275+0.00056016i,-0.00027253+0.00066693i,-0.00014913+0.00014759i,0.00055196-0.00055201i,0.00040157-0.00060213i,-0.0003838-0.00012447i,-0.00082541-0.00016397i,-0.0008948+9.9485e-05i,-0.0010411+0.0011295i,-0.00010732+0.0015751i,0.00048682+0.000797i,-0.00024186-0.0002343i,-0.00097395-6.1521e-05i
0.00055623+0.00040523i,0.00063858+0.0011711i,0.0001217+0.0019025i,-4.8599e-05+0.0046487i,0.00086523+0.0055809i,0.00076856+0.0033337i,-0.00054213+0.0009665i,-0.0010995-3.715e-05i,-0.001192+6.4965e-05i,-0.00056939-0.00028717i,-0.00045591-0.00049056i,-0.00077737-0.00021724i,0.00072515-0.00044811i,0.0014249-0.0002977i,0.000288-8.9503e-05i,-0.00034042-0.00042179i,-0.00042643-3.4282e-05i,-0.00060313-0.00065752i,-0.00056789-0.00065387i,-0.00036831+0.00040078i,0.00064781-0.00024183i,0.00065538-5.0025e-05i,-0.00031869+0.00041732i
-0.0012435-0.00055523i,-0.0011309+0.00029326i,-0.0012935+0.0020569i,-0.00094344+0.0044659i,-0.00010863+0.0053257i,-0.00058863+0.0028498i,-0.0018568+0.0004061i,-0.0015625+0.00030478i,-0.0007765+0.00056944i,-0.00036791+0.00054842i,-2.318e-05+0.00067345i,0.00034365+0.000299i,0.00039789-0.00038718i,-0.00019832-0.0007311i,-0.00040259-0.00064125i,-0.0003774-0.00014027i,-0.00054389+0.00023349i,-0.00064311+0.00043763i,-0.00044893+9.5882e-05i,0.00048631-0.00053743i,0.00087685-0.00061382i,0.00061273-0.0005111i,0.00022745-1.8782e-05i
0.0012966-0.001276i,0.00084136+0.00017495i,0.00024493+0.0025211i,-0.00026246+0.0046865i,0.00022039+0.0050472i,0.00034907+0.0033966i,-0.00062476+0.0012779i,-0.00056625+0.00023121i,-2.9287e-05+0.00017513i,-0.00014722-2.1442e-05i,-0.00054412-0.0002727i,-0.00018574-0.00067849i,1.3676e-05-0.00077403i,0.00022277-0.00057598i,0.00039168-0.00060972i,4.7205e-05-0.00059314i,-0.00070813-0.0001162i,-0.0011344+0.00053682i,-0.00083792+0.00082568i,-0.00057579+0.00037539i,-0.00081245+0.00022393i,-0.00017234-0.00021949i,0.00035033-0.00062796i
0.00013759+0.00036279i,-0.00065481+0.0018144i,-0.00039256+0.0035093i,0.00057145+0.0051744i,0.001424+0.0051336i,0.0012596+0.0028565i,-0.00032697+0.0012331i,-0.0012711+0.00052522i,-0.00092607-5.2448e-05i,-0.00058679+7.202e-05i,-1.8548e-05-0.00032089i,-0.00011247-0.00026849i,1.4195e-05-0.00051103i,6.6964e-05-0.00077855i,-0.0004127-0.00058342i,-0.00093609+0.00018033i,-0.0016923+0.00099027i,-0.001264+0.00045724i,0.00016375+0.00068068i,0.00088196-0.00014524i,0.00097289-0.0010087i,0.00089063+0.00032874i,0.00080144+0.0011264i
-0.00035552+0.00071551i,-0.0011078+0.001031i,-0.00080546+0.0027859i,-9.4197e-05+0.0050242i,0.00045152+0.005154i,-5.6667e-06+0.0014895i,-0.0017624-0.0005387i,-0.0020026-0.00033666i,-0.0012289+0.00010827i,-0.00074095-0.00015668i,-0.00031393-5.7952e-05i,-0.00060943-0.00028006i,-0.00079826-0.00055269i,-0.0012596-0.00054417i,-0.0014091-0.00064911i,-0.00083481-0.00072514i,-0.001013-7.7626e-05i,-0.0014415+0.00073332i,-0.00091355+0.001063i,-0.00080794+0.00025416i,-0.00059796-0.00051402i,-0.0009204+1.5986e-05i,-0.00069077+0.00031246i
-0.00068648-0.00038094i,0.00022248+0.0001411i,-0.00030257+0.0015213i,-2.617e-06+0.0043492i,0.0011733+0.0049998i,0.0006601+0.0022765i,-0.0017426-0.00025876i,-0.0016703-0.00027179i,-0.00042101-0.00014099i,-0.00065256-0.00027641i,-0.00052925-0.00025753i,-0.00027766-0.0001343i,-0.00068176-0.00062566i,-0.00052604-0.0013235i,-0.00050201-0.00070643i,-0.0008113-0.00038707i,-0.00079499+0.00041352i,-0.0010186+0.0011221i,-0.00066931+0.00097275i,8.4116e-05+0.0004038i,0.00017584-0.00026526i,-0.00059368-0.00032492i,-0.0010171+2.596e-05i
-0.0018715+0.0019805i,-0.0016232+0.0024429i,-0.00088103+0.0043337i,-2.5775e-05+0.0076927i,0.0013772+0.0074275i,0.00075118+0.0030061i,-0.0019021-0.00045672i,-0.0022972-0.00093224i,-0.0012159-0.0004774i,-0.00056286-0.000462i,-0.00020165-0.00079755i,-0.00015124-0.00056167i,-0.00034099-0.00053859i,0.00011879-0.00069355i,0.0001496-0.0004634i,-0.00021284-0.00076402i,-0.00058167-0.0004922i,-0.00079669+0.00072695i,-0.0011872+0.00094393i,-0.00088632+0.00027825i,0.00030111+9.36e-05i,0.00099495+0.00053742i,0.00029503+0.0010487i
8.1297e-05+0.00079474i,-0.00098582+0.00028072i,-0.0019215+0.00086745i,-0.001361+0.0036174i,-0.00032444+0.0050061i,-0.00010423+0.002686i,-0.0021225+0.00040051i,-0.0025845+0.00037134i,-0.00080301+0.00049624i,-0.00057454+0.00013679i,-0.00047309-0.00022748i,0.00054357-0.00052692i,0.00040734+1.7112e-05i,-0.00040298+0.00021074i,-0.00034141+0.00034777i,6.5762e-05+0.00031944i,-0.00021204+0.00024465i,-0.0007784+0.00081009i,-0.0010837-1.0606e-05i,-0.00044037-0.00052153i,0.00077998+0.00012239i,0.0012452+0.00087233i,0.00020111+0.00082747i
-0.00052105-0.00015287i,-0.0008715-8.0339e-05i,-0.0022843+0.00067832i,-0.0025321+0.0046331i,-0.0021488+0.0067585i,-0.0025337+0.004268i,-0.0023603+0.0012909i,-0.0015783-0.00038036i,-0.0012125-0.00076124i,-0.00090637+1.4618e-05i,-0.00051603+3.059e-05i,0.00031899-0.00050017i,0.00083354-0.0009873i,0.0010629-0.00137i,0.00069494-0.00074238i,0.00063222-0.00016039i,0.00047171+0.0010118i,9.4439e-05+0.0021598i,-0.00037765+0.0012375i,-6.7475e-05-0.00016313i,0.0010571-0.00049073i,0.0010221-0.0004902i,0.00030579-0.0006169i
-0.0015458-0.0010211i,-0.0012514-0.00073525i,-0.0013273+0.0022711i,-0.0010866+0.0051213i,0.0009466+0.0053922i,0.00082692+0.0033005i,-0.0013777+0.0007909i,-0.0015696-0.00044842i,-0.00072527-0.00054062i,-0.00023466+7.8765e-05i,-0.00035984+0.0004803i,-0.00079584-6.7255e-05i,1.0038e-05-0.0012041i,0.00013995-0.0012804i,-0.00017292-0.000482i,-0.00083444+0.00012116i,-0.00090467-4.5581e-05i,-0.00045101-4.9329e-05i,-0.00033246+0.00027689i,0.00036867+0.00059838i,0.00033356+0.00046217i,-0.00017814-0.00019115i,-0.0001064-0.00068673i
0.0010198+0.0002865i,0.0013603-0.00065606i,0.00032516+0.0003193i,-0.00093981+0.0030409i,-0.00084035+0.003891i,-0.00067475+0.0020004i,-0.001398+0.00029298i,-0.0012168-0.00028888i,3.4786e-06-0.00016157i,0.00011848+0.00058864i,-0.00048931+0.00037599i,-0.00038477+3.5013e-05i,-0.00018963+0.00037538i,-0.0002004-4.4846e-05i,-0.00035176-0.00014494i,-0.00056035-0.00010089i,-0.00070054-0.00046499i,-0.0001112+4.5293e-05i,0.00026078+0.00059095i,0.00016511-0.00027109i,0.00052411-0.00078069i,0.00066557-0.00034592i,0.00024516+8.9412e-05i
0.0013718+0.00068233i,0.00078342+0.00093001i,0.00061885+0.002007i,0.00072396+0.0042898i,0.00045374+0.005084i,-0.00016862+0.0031134i,-0.0016885+0.0007798i,-0.002196-0.00015026i,-0.0012217-0.0003709i,-0.00064929-0.00080682i,5.3082e-05-0.00041653i,0.00026492+0.00083899i,-0.00078628+0.00033124i,-0.0009098-0.00016435i,-0.00040339+0.00045666i,-0.00072769+0.0004622i,-0.00081816+0.00071641i,-0.00058377+0.0010325i,-0.00015144+0.00050318i,0.00069128-0.00014373i,0.00051813+0.00015393i,-0.0002737+0.00017459i,0.00010723-0.00014648i
0.00018552+1.9016e-05i,-0.0014269+0.0010503i,-0.0021536+0.0035399i,-0.0016266+0.0063264i,0.00018058+0.0068356i,0.00016676+0.0035182i,-0.0014333+0.0012535i,-0.0018056+5.5028e-05i,-0.00050623-0.00047089i,0.00028566+0.00020103i,0.00010446+0.00017296i,0.00016736-0.00075761i,0.00017245-0.001443i,-0.00044443-0.0012485i,-0.00041601-0.00094951i,-0.00071982-0.00024558i,-0.0015149+0.00044574i,-0.00023015-0.00014551i,0.0010609-0.00085381i,0.0010202-0.00052997i,3.8276e-05+0.00014232i,-0.00056491-0.00017871i,-0.0001638-0.00060849i
-0.0011137-0.002677i,-0.00084353-0.0013195i,-0.0023376+0.00081741i,-0.0030233+0.0047382i,-0.0017701+0.006045i,-0.00038301+0.0035675i,-0.00095757+0.0009901i,-0.0016114+0.00015178i,-0.0007923-4.2148e-06i,0.00050688+0.00017234i,0.00079254+0.00047702i,0.00041119-0.00034939i,0.00058218-0.0013548i,0.00067405-0.00090614i,-4.8548e-05-0.00098837i,-0.00072544-0.0015627i,-0.00019779-0.00090482i,0.00051616-7.2285e-05i,0.00099071+0.00041511i,0.0011101+0.001035i,0.00022862+0.0015676i,-0.00074142+0.00086991i,-0.00044787+0.00019073i
-0.00090475+0.00091912i,-0.00089349+0.0017508i,-0.0012231+0.003408i,-0.00048481+0.0065184i,0.00034202+0.0083922i,-0.00049199+0.0063344i,-0.0019795+0.0025426i,-0.0015044+0.00081903i,-0.00078226+0.00074432i,-0.0012058+0.00014993i,-0.0010877+3.2068e-05i,-0.00058757-3.242e-05i,-0.00018956-0.00062371i,0.00031124-0.00035688i,-0.0004112+0.0003694i,0.00011109+0.00074108i,0.00061096+0.00047252i,3.0591e-05+0.00027846i,1.4521e-05+0.00020012i,7.5947e-05+0.00024857i,-0.00064516+0.0003092i,-0.0012982+0.00074742i,-0.0015491+0.00057247i
-0.00052482-0.0011615i,-0.0005637-0.00067499i,-0.002399+0.00064382i,-0.0029116+0.0029347i,-0.00057847+0.0049253i,0.00054208+0.0034099i,-0.00039652+0.0017478i,-0.00095076+0.00090875i,-0.00097223-0.00083585i,-0.00066062-0.0016149i,-0.00022659-0.00052557i,0.00076214-1.9182e-05i,0.0012004+0.00030126i,0.00064565+0.00027396i,0.00063804-0.0001518i,0.00033154-0.00018442i,-0.00049818-0.0002051i,-0.00053242-2.6301e-05i,-0.0009403+5.8207e-05i,-0.0017021+0.00014575i,-0.0012318+0.00043806i,-0.00016644+0.00081502i,0.00020885+0.0008574i
-0.00021688+0.000154i,-0.00074308+0.00049781i,-0.0014094+0.0022931i,-0.0016023+0.0046127i,-0.00087046+0.0054358i,-0.0011056+0.003393i,-0.0023972+0.00049943i,-0.0027572-0.00065339i,-0.0010023-0.00043364i,0.00038116-4.1536e-05i,0.00024497-0.0004493i,-0.0003196-0.00070476i,-0.00049445-0.00041058i,-0.00028739-0.00037279i,1.7885e-06-0.00047104i,0.00024802-0.00027304i,0.00010989-0.00019619i,0.0001241-0.00039336i,2.073e-05-0.00032934i,-0.00024592-5.3913e-05i,-0.00083259+3.3834e-05i,-0.0018313+0.00012246i,-0.0016986-0.00034775i
0.0025176+0.0014577i,0.0028147+0.0021759i,0.0023687+0.0037279i,0.0017177+0.0061218i,0.0011283+0.00637i,-0.00044495+0.0036908i,-0.0013965+0.00031213i,-0.0010072-0.00045632i,-3.4838e-05+0.00057383i,0.00045155+0.00067619i,0.00010695+0.00069292i,-0.00044581+0.00067761i,-0.00045121+0.00017763i,-0.00057801+0.00037941i,-0.00097232+0.00016936i,-0.00072825+0.00011392i,-0.00068259+0.00098734i,-0.0011805+0.00092393i,-0.0012074+0.00017052i,-0.00055396+9.6797e-05i,0.00019172+0.00046912i,0.00021109+8.5893e-05i,-3.47e-06-0.00020151i
-0.00082572+0.0014584i,-0.0014366+0.00192i,-0.0014607+0.0032852i,-0.0014683+0.0063308i,-0.00066145+0.0071225i,-0.00083649+0.0044689i,-0.0016262+0.0020233i,-0.0015959+0.00074146i,-0.0011644+0.00028566i,-0.0006575+8.4815e-05i,-0.00049358-0.00053291i,-0.00012423-0.00061952i,0.00043328-0.00048955i,-4.3524e-05-0.000324i,-0.00055533+9.13e-05i,-0.00064908+5.0169e-05i,-0.00057279-0.0001016i,0.00026821+0.00038828i,0.00040745+0.00074341i,0.00027063+0.00059567i,0.00030807-7.0014e-05i,-6.4667e-05-4.834e-05i,-0.00015397+0.00079496i
-0.00040259-0.00099656i,-0.0014035+2.6841e-05i,-0.0027196+0.0022619i,-0.0027173+0.005227i,-0.0011498+0.0062437i,5.6991e-05+0.0042024i,0.00089204+0.0013185i,0.00036619+0.00036565i,-0.00022873-0.00037325i,-0.00091463-0.00055245i,-0.0013869-0.000325i,-0.00040173-0.00090571i,0.00087424-0.00095404i,0.0002835-0.00040361i,6.234e-05-6.2271e-05i,2.1843e-05+0.00041339i,-0.00065937-7.8585e-05i,-0.00068505+6.434e-05i,-0.00037533+0.0013222i,0.00044074+0.0014589i,0.00057022+0.00068129i,-1.4995e-05+0.00017474i,-0.00017851+0.00019071i
0.00052852+0.00038789i,-3.262e-05+0.00070686i,-0.0015798+0.0032292i,-0.0017941+0.0056474i,-0.00013523+0.0051682i,-3.8088e-05+0.0027682i,-0.0010221+0.00028764i,-0.0011873-0.00079508i,-0.00068237-0.0007012i,-0.0001713-0.0005908i,-1.0588e-05-0.00016367i,0.00025166-0.00038844i,0.00037063-0.0013509i,0.00046454-0.0013279i,0.00058768-0.00096629i,0.00029672-0.00036126i,-0.00041871-0.00037879i,-0.00070287-0.00050114i,-0.00036245+0.0008785i,-3.9219e-05+0.0016001i,0.00035861+0.00061134i,0.00043191-0.00050451i,0.00064874-0.00048894i
-0.00070806+0.00036341i,-0.0012353+0.0010085i,-0.0014482+0.0026103i,-0.00064005+0.0048002i,0.00030037+0.0053434i,0.00032051+0.0037088i,-0.00053787+0.0016801i,-0.00095659+0.00043381i,-0.00075062-0.00070659i,-0.00023552-0.00094535i,0.00037333-6.8794e-06i,-0.00010854+0.00057905i,-0.0005114-0.00013737i,7.0415e-05-0.00090346i,0.00036695-0.00067352i,0.00051563+1.5992e-05i,-2.323e-05+0.00032079i,-0.0007174+3.2219e-07i,-0.00089196-0.00024394i,-0.00058742+0.00030715i,6.0178e-05+0.00083691i,0.00029784+0.00078803i,9.7479e-05+0.00017645i
0.00016767+0.00073554i,-0.00060232+0.0010128i,-0.00078956+0.0022006i,-0.00066588+0.0038803i,-0.00023732+0.0039389i,-0.00027904+0.0022488i,-0.0013189+0.00081581i,-0.0013286+0.00015388i,-0.00033454-0.00048343i,0.00023814-0.00077979i,1.7524e-05-0.00063491i,-0.00010013-0.00083818i,-3.4847e-06-0.00075692i,-0.00024372-0.00034733i,-0.00068968-3.0444e-05i,-0.00074031-0.00018822i,-0.00060996-0.00033505i,-0.00062258-0.00018035i,-0.00022623+0.00027402i,0.00053032+0.00030829i,0.00074364+0.00038995i,-0.00041188+0.00010613i,-0.0012293-0.00042213i
