-0.0034316+0.00165i,-0.0037858+0.00042154i,-0.0038294+0.00050981i,-0.0028658-0.00025819i,-0.0024699+0.00029527i,-0.0022329+0.0011628i,-0.00097638+0.0013972i,0.00053748+0.001013i,0.00049852-0.00041807i,0.00043582-0.00014458i,0.00061022+0.00028294i,0.00015659-0.001088i,0.000243-0.0016309i,0.00075806-0.000512i,0.0012927-9.0906e-06i,0.00073262-0.00029091i,-0.00051319-0.00054953i,-0.00088236-0.00050585i,-2.7831e-05-0.0011659i,0.00021614-0.0017108i,0.00021509-0.00074271i,0.00047901+0.00062373i,0.00018674+0.0010675i
-0.0011938-0.0017416i,-0.0015685-0.0016703i,-0.0012579-0.00040873i,-0.0004428+6.9648e-05i,-2.7414e-05+8.3843e-05i,-0.00019455-0.00035621i,-0.00019898+8.3574e-05i,-9.061e-05+0.0008721i,-0.00014856+0.00058395i,-0.00011285+0.00091304i,-0.00034748+0.000607i,-0.00080915-0.00067264i,-0.00063057-0.00036196i,-8.6311e-05+0.00030233i,6.6068e-05-0.00039748i,9.2658e-05-0.00061911i,-0.00013281+0.00052363i,9.754e-05+0.0010574i,5.5929e-05-0.00015147i,-0.00012858-0.00085574i,0.00012611-0.0001305i,0.00033224-0.00026344i,0.00014777-0.00038824i
0.00062621-0.00061996i,0.0007641-0.00096338i,-0.00065713-0.00069025i,-0.0015323+2.1051e-05i,-0.00043826+0.00043087i,-0.00013218+0.00054218i,-0.00074849+0.0011183i,-0.00014813+0.001019i,0.00045361+0.00038983i,0.00081451+0.0001875i,0.0016531-0.00027379i,0.0012856-0.00017227i,0.00068102-0.00026854i,0.00069067-0.00038957i,-5.029e-05+0.00064026i,-0.0003397+0.00091616i,0.00044396-0.00032034i,0.00081395-0.0014658i,0.00065015-0.00099126i,0.00056192-0.00029816i,0.00080416-0.00029851i,0.00069698-0.00050642i,0.00015591-0.00027412i
-0.0028651+0.0036836i,-0.0021916+0.0036622i,-0.00083727+0.0018392i,-0.00062484+0.00047504i,6.1291e-05+0.00025231i,0.00042754-0.00014986i,-0.00048384-9.0998e-05i,-0.00053209+0.00077052i,0.00062841+0.00073194i,0.0016747-0.00019864i,0.0014077-0.0003436i,0.00050407+0.00018662i,-0.00012327-0.00012815i,-1.2463e-05-0.00079288i,0.00089985-0.0011113i,0.00062777-0.00074332i,-0.00051355+0.00020499i,-0.00065304+5.7369e-05i,-0.00010585-0.00081388i,-0.0002114-0.00067258i,-6.4075e-05-0.00038239i,0.00023867-0.00043895i,-0.0002344-0.00032233i
-0.0013837-0.00087023i,-0.0027717-0.0014147i,-0.0031132-0.0010448i,-0.0016694+0.00039003i,-0.00025488+0.00049973i,0.00046997+0.00049946i,0.00078024+0.00013674i,0.0006049-0.00059721i,9.2312e-05-0.00012689i,-0.00037396+0.00015194i,0.00010595-0.00032009i,0.0012802-0.0005627i,0.0012749-0.00037912i,0.0011897-0.00038206i,0.0011504+0.00027537i,4.0798e-05+0.0010389i,-0.00029842+0.001024i,0.00052536+0.00027179i,0.0005209-0.00015296i,-0.00013989+0.00012346i,-0.00056095+7.7753e-05i,-5.1779e-05+5.0789e-05i,0.0004601+0.00080381i
-0.001722+0.00037934i,-0.0014166+0.00025075i,-0.0012432+0.00011259i,-0.00022655+0.00024319i,0.0010973+0.00066674i,0.0008471+0.00023971i,-0.00051398-0.0007009i,-0.0018914-0.00074946i,-0.0018209-0.00025658i,-0.00026724+0.00012484i,0.0002225+0.00067571i,0.00048991+0.00043056i,0.0011822-0.00081317i,0.0017997-0.00054609i,0.0014891+0.00093493i,0.00057131+0.00050896i,-6.9378e-05-0.00048232i,-4.4308e-05-0.0004676i,0.00026967-2.6334e-05i,0.00012866-0.00033977i,-0.00025309-0.00089577i,-0.00058311-0.00075142i,-0.00085721-0.00025819i
-0.0031344+0.0008911i,-0.0037188+0.0013403i,-0.0027495+0.001905i,-0.00036541+0.0019076i,0.00053716+0.0023729i,-0.0005073+0.0015908i,-0.0011446+0.00069005i,-0.00080971-3.0301e-05i,-0.00037543-0.00021412i,-0.00012031+0.00047227i,0.00035614+0.00038507i,0.00078781+0.00039497i,0.00072388+0.00072722i,0.00018327+0.00066155i,0.00051064-0.00026873i,0.0011651-0.00099422i,0.0010203-0.0010323i,0.00070442-0.00080021i,0.00050858-0.00067937i,0.00033996-0.00044284i,0.00075572-0.00030915i,0.00074366+0.00014354i,0.00034719-0.00019876i
0.00046175+0.0013047i,8.6565e-06+0.001955i,0.00059493+0.001818i,0.00033745+0.0012607i,-8.8097e-05-0.00016927i,-0.00055831-0.0011014i,-0.0011433-0.0010605i,-0.0012587-0.00076677i,-0.00027469-0.00029178i,0.0010175+0.00042751i,0.00071274+0.00062929i,0.00012631+0.00096248i,9.4231e-05+0.0012321i,-0.00024616+0.00051725i,-0.0003703-0.00034938i,-5.844e-06-0.00059091i,0.00048746-0.00055972i,-0.00031006-0.00031511i,-0.0014911-0.00017428i,-0.0013898+0.00051428i,-0.00046792+0.00048117i,0.00060036+1.0936e-05i,0.00079121+0.00083567i
6.8231e-05+0.00056435i,0.000173-0.0005532i,-9.5772e-05-0.0012819i,-0.00045342-0.00069451i,-0.0014331-0.00027766i,-0.0019581-0.00066922i,-0.0011419-5.1234e-05i,-0.00023126+0.00041379i,-2.5732e-05+0.00047035i,-1.2343e-05+0.00084652i,-9.3373e-05+0.00071348i,-0.00072405+7.3211e-05i,-0.00021073+0.00034292i,0.00043525+0.00042401i,0.0002634-9.8984e-05i,-6.0952e-05+0.00015895i,-0.00016237+0.0006767i,0.00071903+0.00022487i,0.0011431+0.00025093i,0.00053319+0.00090968i,0.00033651+0.0005808i,0.00047385-0.00055686i,-0.00052238-0.0010858i
-0.00068053-0.00054173i,-0.0011604-0.00015449i,-0.00077854-0.00010167i,-0.0009603+0.00040522i,-0.0012518+0.00088105i,-0.0014887+0.00040331i,-0.0011301+0.00047279i,0.00048742+0.0004263i,0.0013376-5.8406e-05i,0.00024791-0.00035131i,-0.00062064+0.00013843i,-0.00019546+0.00043498i,0.00033877+0.00065455i,0.00019922+0.00091813i,-0.00043474-9.8972e-05i,-0.00011609-0.00060854i,-0.00011105+7.8667e-05i,-0.00043038+1.1989e-05i,-6.882e-06-7.1451e-05i,-0.00012488-0.00071317i,8.4798e-05-0.0011948i,-7.4909e-05-0.0010441i,-0.00077594-0.0008788i
0.0026368+0.0028543i,0.0021281+0.0032753i,0.0023288+0.0022582i,0.0011147-0.00048958i,8.1974e-06-0.0021152i,-0.00093412-0.0008024i,-0.0017622+0.000559i,-0.0010171+0.0012492i,-0.000124+0.00096906i,-0.0001762+0.00025923i,-0.00030572+0.000264i,8.6118e-05+7.2572e-05i,0.00018923-0.00064117i,-6.5614e-05-0.00058585i,-0.0010292-0.0010631i,-0.0012179-0.0013538i,-0.00037286-0.00093563i,-2.219e-05-0.0003579i,-0.0004514+0.000195i,-0.00046292+0.00010413i,0.00028287-0.00019078i,0.00041521-0.00024653i,0.00018258-0.00035423i
0.00025897+0.0024986i,-0.0011379+0.0014771i,-0.0016837-5.019e-05i,-0.0014954-0.0010732i,-0.0011325-0.00048946i,-0.0013033+0.00028126i,-0.0013355+0.00032989i,-0.00029495+0.00072996i,0.0011642+0.0009597i,0.0012507+0.0010834i,-4.1775e-05+0.00037331i,3.9033e-05-0.00056317i,0.00055236-0.00071145i,5.907e-05-0.00018771i,-0.00011316+5.2251e-05i,0.00034836-0.00024031i,-0.00015823+0.00047683i,-0.00073783+0.00053214i,-0.0007166+0.00015269i,-0.00037728-7.2783e-05i,-0.00018465-9.5938e-05i,0.00012907-0.00016053i,-0.00020039+3.7491e-06i
-0.0016596-0.0014833i,-0.0021517-0.0010412i,-0.0021871-0.00052009i,-0.0014064-3.5327e-06i,-0.00062845+0.00053278i,-0.00014336+0.00012083i,0.00041034-0.00024615i,-2.0019e-05-0.00014885i,-8.0527e-05-0.00034231i,-0.00055046-1.0555e-05i,-0.0011153+0.0010174i,-0.00022624+0.001493i,0.00064835+0.0014818i,0.00093268+0.0011071i,0.000679-8.8185e-05i,0.00070786-0.00052445i,0.00089756+0.00018607i,0.00020696-6.7971e-05i,2.7247e-05-0.0006216i,0.00028423-0.0007325i,0.00076573-0.00072045i,0.00079369-0.00054704i,0.00063971-0.00044211i
-0.00026284+0.001381i,-0.0015259+0.0014499i,-0.0021038+0.0010931i,-0.00065507+0.0010188i,0.00012844+0.0014514i,-1.2793e-05+0.00053694i,-0.00018339-0.00023897i,0.00051636+0.00060769i,-0.00011562+0.00095097i,-0.00090779-0.00016432i,-0.00028594-0.001172i,0.00028706-0.00085579i,7.1389e-05+0.00049951i,-6.9606e-05+0.0010099i,0.00055508+0.00044777i,4.3491e-06+0.00036607i,-0.00072181+0.00040567i,-9.1918e-05+2.6523e-05i,0.0010606-0.00037374i,0.00064075-0.00096079i,2.8305e-05-0.00055069i,9.7337e-05+0.00031358i,0.00019802-0.0002832i
-0.0012632+0.00084956i,-0.0018283+0.00068133i,-0.0015485+0.00099318i,-0.0014957+0.00096278i,-0.0016003+0.0010385i,-0.0016005+0.00045789i,-0.0017173-0.00014196i,-0.0012223-0.00044413i,-0.00020336-0.00080981i,0.0007097-0.0010413i,0.00072361-0.00057366i,0.00011933-0.00033727i,0.00013959+4.1705e-05i,0.0009909+0.00016289i,0.001046+8.1342e-05i,0.00018749-0.00045991i,-0.00026876-0.00071262i,0.00044834-1.5552e-06i,0.00012249+7.443e-05i,-0.00065836+0.00013456i,-0.00075478+0.00011065i,-0.0005245-0.00024028i,-0.00052394-0.00027073i
-0.00094218+0.00066451i,-0.0013412+0.00025124i,-0.0016526+0.0002489i,-0.0011307+0.0013487i,9.5604e-05+0.0015346i,0.00038682+0.001042i,-0.0001074+0.00078805i,-0.00071216+0.00028888i,-0.00040705-0.00034308i,0.00030508-0.000196i,0.00053552+0.000109i,0.0003859+0.00018354i,-0.00025857-5.9219e-05i,-0.00079603+6.8499e-05i,-0.00075607+0.0003003i,-0.00024551+0.00057191i,0.0001658+0.0006029i,-0.00016723+0.00033081i,9.6239e-06+0.00015989i,0.00032408-8.4817e-05i,-0.00024424+0.00031461i,-0.00040064+0.00046837i,-0.00024079+0.00029212i
-0.0017449-0.0031829i,-0.0023046-0.003108i,-0.0029645-0.0019022i,-0.0027267-0.0012821i,-0.0021742-0.00070855i,-0.001253+2.0936e-05i,-0.00012341-0.0001659i,0.00045894-2.9267e-05i,-0.0001424-5.1369e-05i,0.00018509-0.00015753i,0.00018811-0.00018852i,-0.00026164-0.00054053i,0.00020428-0.0002958i,0.00049572+0.0003287i,9.1692e-05+0.0013794i,-0.00042969+0.001713i,-0.00037211+0.0011065i,0.0005401+0.00033152i,0.0011333-4.7873e-06i,0.00096516+0.00016999i,0.00070469+0.00091292i,0.00020675+0.00063664i,-0.00018597-0.00084917i
0.0021653+0.00060047i,0.001741+0.0020324i,0.00026328+0.0012496i,-0.00073539+0.00025433i,-0.0010002+1.1816e-05i,-0.00022108+4.0895e-05i,-0.00038424+0.00059001i,-0.0005754+0.0004763i,-0.00033366+0.00038819i,4.719e-05+0.00010572i,-0.00012446-6.1709e-05i,8.2361e-05+0.00080195i,0.00052515+0.00099331i,0.00037003+0.0008995i,0.00041147+0.0010864i,0.00034933+0.00065529i,0.00056266-0.00010487i,0.00026184-0.00019937i,-0.00050709-0.00029383i,-0.00053579-0.00017123i,-0.00050088+0.00015153i,-0.00018236-0.0003788i,0.00034717-0.00032384i
-0.0020388-7.3166e-05i,-0.003556+0.0012688i,-0.0030077+0.002173i,-0.0012652+0.0012973i,-0.00076326+9.4044e-05i,-0.00040866+7.8629e-05i,0.00016778+9.5531e-05i,0.00056794-0.00045873i,0.00044478-0.0005717i,4.7165e-05-0.00036753i,0.00058437+0.00039314i,0.0012972+0.00081348i,0.0013261+0.00041835i,0.00061165+0.0003431i,0.00011468+0.00036242i,0.00033636-4.5374e-05i,0.00036462+0.00014713i,-0.00022283+0.00054729i,-0.00035191-0.00030052i,0.00014078-0.00065941i,3.5022e-05-0.00044885i,-0.00029287-0.00057922i,-0.00024024-0.00046455i
-0.001634-0.00063305i,-0.0018943-0.0010234i,-0.0021413-0.00058003i,-0.0011839+0.00086576i,4.6102e-05+0.00083754i,0.00026697+8.6963e-05i,-0.00030874-0.00057759i,-0.00012327-0.0011987i,7.0387e-05-0.0010701i,5.1241e-06-0.00037274i,-0.00017376+0.00026131i,0.00051755+0.00043215i,0.0011937+0.00034922i,0.0003801-0.00054684i,-0.00014508-0.00064422i,-8.6669e-05+0.00051923i,0.00039668+0.00053113i,0.00080792+8.576e-05i,-0.00015681+0.00014379i,-0.0011298+0.00016579i,-0.0010507-0.00014771i,-0.00022301-0.00032355i,-0.00037549+0.00011545i
-0.0022383+0.000651i,-0.0017967+0.0027636i,-0.0014351+0.0026917i,-0.0013703+0.0012282i,-0.0012324+0.00050468i,-0.00090933+0.00055944i,-0.0015802+0.00056188i,-0.0021583+0.00040612i,-0.0015307+0.00022497i,-0.00053542-7.9234e-05i,0.00014156-1.2193e-05i,0.00050152+0.00038093i,0.0010657+0.00057965i,0.00093986+7.1114e-05i,0.00010782-0.00050634i,6.7606e-05-0.00018126i,-7.5763e-06+0.0002664i,0.00012321-0.00084637i,0.00059043-0.0013323i,0.0005749-0.00015825i,0.00067102-0.00025679i,0.00043069-0.00080777i,0.00047346-0.00063825i
-0.0022306-0.0022298i,-0.0031396-0.0024541i,-0.0031567-0.0013872i,-0.0016426-0.00032025i,-0.00063253+0.00039487i,-0.00031889-4.8947e-05i,-0.00013752-0.00037222i,0.00068296+6.8899e-05i,0.0011211+0.00017865i,3.0095e-05-0.00014051i,-0.0007432+6.4629e-05i,-0.00049867+0.00055277i,0.00066244-0.00027474i,0.0012227-0.000399i,0.00058998+0.00087966i,0.00019832+0.0010165i,0.00043922+0.00032087i,0.00079586+0.00042842i,0.00081963+0.00038006i,0.00054845-0.00016835i,0.00040581-0.00014013i,0.00036997-0.00071655i,0.00072679-0.00085079i
-0.00016721+0.0022712i,-0.00086517+0.0032668i,-0.00061994+0.0021829i,-0.00068805+0.00068326i,-0.0012587+0.00075169i,-0.0013576+0.0006474i,-0.0015924+0.00056534i,-0.00065136+0.0010153i,0.0014048+0.00011849i,0.0015326-0.00056604i,0.00035745+0.00013223i,-0.00029104+0.00077956i,-0.0011217+0.00050569i,-0.0014744+0.00037283i,-0.0010097+0.00060568i,-0.00062898+0.00045814i,-0.000651-5.2853e-06i,-0.00062579-0.00055778i,-0.0003807-0.00084014i,4.3433e-05-0.00054745i,6.2387e-05-0.0005013i,0.00038447-0.00024281i,0.0010529+0.00043222i
-0.00095874+0.0012261i,-0.00050804+0.0008145i,0.00018636+0.0013292i,0.0010362+0.00097371i,0.0010509+0.00019778i,-0.00043916-0.00014137i,-0.0012379+0.0004004i,-0.00054889+0.0018073i,0.00032952+0.0015237i,0.00058283+0.00081278i,0.00067362+0.00064288i,0.00042066-0.00042577i,-0.00025449-0.00084281i,-0.00065034-6.069e-05i,-0.00060294+0.00042417i,-5.8082e-05+0.0002802i,-0.00012265+0.00055591i,-0.00018261+0.00039897i,-0.00020029+0.00029291i,-0.00053739+0.00060493i,-5.4716e-05+0.00075806i,0.00034791+0.0002158i,0.00025066+4.4021e-05i
0.00072566-0.0015743i,0.00061081-0.0023594i,0.00034811-0.0013002i,2.0051e-05-0.001242i,-0.00030862-0.0012366i,-0.00029066-0.00074011i,3.7951e-06-0.00031572i,0.00037156+2.9311e-05i,0.00047283-0.0012382i,0.00065335-0.0015043i,0.0010362-0.00037258i,0.00042889-3.1641e-05i,-0.00030479-0.00057345i,-0.00049278-0.00068582i,-0.00072479-0.00043155i,-0.00027606+0.00070328i,0.00063243+0.00106i,0.0010223+0.00020203i,0.00016832+0.00029788i,-0.00051087+0.00046944i,-0.00051063-0.00053627i,-0.00025976-0.0016463i,-0.00019242-0.0012529i
0.0013399+0.0017318i,0.0024114+0.0013743i,0.0036572+0.00023314i,0.0024055+0.00063574i,0.0010259+0.0007188i,-0.00059965+9.414e-05i,-0.0022398-0.00010632i,-0.0022793-0.00071373i,-0.0014614-0.0013591i,-0.00045755-0.0010418i,0.00040386-0.00017153i,0.00019865+0.00021677i,-8.2108e-05-0.00033713i,0.00098694-0.00074115i,0.00081687-0.00042i,5.6323e-05-4.24e-05i,-6.3032e-05+9.7289e-05i,0.00019159+0.00018104i,0.00057771+0.00031816i,0.00038579+0.00056755i,-0.00038515+0.00053113i,-0.00057924+0.00033477i,-0.00097325-1.9451e-05i
-0.0011779+0.0028323i,0.00028807+0.0022706i,0.0012649+0.00091606i,0.0011-0.00016107i,0.0010811-7.8478e-05i,0.00095576+0.00089309i,0.0001683+0.0011881i,-0.0008247+0.00021735i,-0.00086594-0.00032833i,-0.00014502+0.00022193i,0.00014435+4.9752e-05i,0.00032625-8.8168e-05i,0.00031053+0.00078997i,0.00015027+0.00098465i,-0.00022749+0.00047541i,0.00016486+0.000165i,0.00041858+0.00075386i,0.00072816+0.001561i,0.00080214+0.00095523i,0.00025371+0.00011349i,-5.1048e-05+0.00037742i,-0.00040913+0.00046814i,-0.00011087+8.7623e-05i
-0.003706-0.0018377i,-0.0058385-0.00076478i,-0.0059638+0.00048374i,-0.0050836+0.0017939i,-0.0033176+0.0012371i,-0.0012167+0.00063548i,-0.00014891+0.00057465i,-0.00065297+9.7401e-05i,-0.0011904-0.00023109i,-0.00028198+0.00048826i,0.00085735+0.0009169i,0.0015478+0.00042764i,0.0014183+0.00016828i,0.00088399+0.00014728i,-1.3109e-05+0.00020018i,-0.0003471-0.00035164i,-0.00031947-0.00058554i,0.00016451-2.2884e-05i,0.00039715-0.0003673i,0.00068508-0.0011176i,0.00058599-0.00096765i,0.00019498+0.00073283i,8.4273e-05+0.0014911i
0.0037949-7.5391e-05i,0.0036685+0.00041546i,0.0027574-0.00010591i,0.0012736-0.0010648i,-5.8322e-05-0.0021176i,-0.00061361-0.00084378i,-0.00047682+0.00071024i,0.0001955+0.00070422i,0.00042689-0.00011047i,0.00017487-0.00090386i,0.00036549+0.00010051i,0.00036206+0.00082609i,0.00013068+0.00076706i,8.3894e-05+0.0008977i,0.00040247+0.00086436i,-0.00034866+0.00069747i,-0.00072615+0.0003711i,4.7221e-05+0.00028077i,0.00068049-5.8974e-05i,0.00049928-0.00081173i,-8.8727e-05-0.00080894i,1.4505e-05-0.00022982i,-0.00010889+0.00060063i
-0.0022747-0.00058295i,-0.0023669+0.0002933i,-0.0020957-0.0003155i,-0.0012314-0.00029478i,-0.00040068-0.00021345i,-0.0005876-0.00048466i,-0.00021183-0.0011153i,0.00023595-0.00080899i,0.0007883-0.00080758i,0.0016607-0.001272i,0.0016237-0.00048523i,0.00074153+0.00026853i,0.00079851-0.00018174i,0.0010777-7.0566e-05i,-0.00013903+0.00054416i,-0.00036543+0.00057318i,0.00040062+1.9666e-05i,9.7271e-05-0.00066184i,-0.00022543-0.00033331i,-0.00012311-0.00019375i,0.00027389-0.00076268i,0.00051599-0.00060668i,0.00047452-0.00052432i
-0.001473-1.4601e-05i,-0.0027733-0.00062838i,-0.0035019-0.00097094i,-0.0034235-0.00092291i,-0.0025174-0.00045877i,-0.0020792-0.00028972i,-0.0016607-0.00022148i,-0.00048029+0.00042525i,-0.00042516-0.00034039i,-0.00083564-0.00066663i,-0.00026484+0.0001602i,0.00046694+0.00069232i,0.0003606+0.00057574i,-0.00038275+7.5576e-05i,-0.00051454-0.00064975i,0.00015422-3.7163e-05i,0.00066351+0.0006838i,0.0010356+0.00015695i,0.00091681+0.00044884i,9.4767e-05+0.00052744i,-0.00026738-0.00012274i,-0.00043455+0.00015904i,-0.00038269+0.0010439i
-0.0011201+0.0017037i,-0.00016025+0.0022554i,-0.00037728+0.0014803i,-0.0003138+0.0009539i,0.00042222+0.00051485i,0.00019892+9.9914e-05i,-0.0011048-0.00016495i,-0.00089047-0.00045787i,9.3401e-05-0.00050871i,-0.00023979+0.00017578i,-4.5678e-05+0.0013609i,0.00047269+0.0015357i,0.00049989+0.0010251i,0.00065353+0.00055373i,0.0010555+0.0004886i,0.0008571+0.00058104i,-0.00044522+0.00046597i,-0.00031465+0.00032706i,0.00076274-0.00014828i,0.0011985-0.000677i,0.0011563+4.5135e-05i,0.00041924+0.00066231i,5.8038e-05+0.00017692i
-0.00082874-0.001725i,-0.00036099-0.0020204i,-0.00098121-0.0015584i,-0.001673-0.00080251i,-0.0015661+1.9606e-06i,-0.0014071+0.00083531i,-0.0017935+0.00072695i,-0.0018302+9.0874e-05i,-0.00094457-0.00028738i,0.00010866+9.8097e-05i,-1.1277e-05+0.00080555i,-7.743e-05+0.000719i,0.00081908+0.00047965i,0.0010109+0.0010198i,0.00071408+0.00088966i,-0.00019047+0.0006613i,-0.00094704+0.00022467i,-0.00058847+0.00029027i,-0.00023273+0.00056698i,-0.00042409+0.00040713i,-0.00079971+0.00056317i,-0.0008204+0.00073757i,-0.00021543+8.7446e-05i
-0.002515-0.00048099i,-0.0033903+0.00072769i,-0.0041757+0.0012781i,-0.0027786+0.0016888i,-7.7133e-05+0.0015014i,-7.9291e-05+0.0008782i,-0.0013463+6.7253e-05i,-0.0010023-0.00014272i,-0.0003612+0.00024399i,-0.0001424+0.00066464i,9.031e-05+0.00042857i,3.1116e-06+0.00021517i,0.00048078-1.7901e-05i,0.001087-6.6628e-05i,0.0017768+9.4945e-05i,0.0013385+8.3371e-05i,0.00030696+0.00017462i,4.9349e-05+0.00017898i,-0.00046087-0.00011193i,-0.00030396-0.0005739i,0.00036481-0.00022089i,0.00023905+0.00010089i,-0.00017163-1.5917e-06i
0.00027753+0.001226i,-0.00041452+0.001334i,-0.00097734+0.0010237i,-0.00080891+0.00057554i,-0.00053177+0.00023982i,-0.00058711-0.00030863i,-0.00024329-0.00015671i,0.00087876+0.00012602i,0.00054949+2.0594e-05i,0.00022185-0.00033591i,0.00036758+0.00012698i,0.00048264-0.00012041i,0.00015025-0.00086633i,-0.00075625-0.00086792i,-0.0009834-7.0885e-05i,-0.0008654+0.00092452i,-0.00036499+0.0011448i,-7.4918e-05+0.00062711i,-0.00011178+0.00056363i,0.00073858+0.00061335i,0.0011633+0.00041291i,0.00062019-0.00013845i,0.00097404+0.00038884i
0.0013492-0.0015956i,0.00050941-0.0017686i,-0.00090905-0.0014764i,-0.00042518-0.0013635i,0.00067209-0.00088867i,0.00017591+0.00015076i,-0.00053718+0.00077509i,-0.00043207+0.00030342i,-0.00040501-0.00086801i,-0.00049596-0.0016677i,-0.00012502-0.00072192i,-0.00014987+0.00036081i,-0.00043905+0.00062051i,-0.00033824+0.00097712i,-0.0003938+0.0012135i,-0.00030896+0.00093254i,-0.00020417+0.00026453i,5.6845e-05+5.4129e-05i,0.0004451-9.7578e-05i,0.00095816-0.00018768i,0.0010761+0.0002772i,0.00044964+0.00023523i,-0.00016928+0.00065151i
-0.00047875-0.0019674i,-0.00093809-0.0027814i,-0.0011609-0.0034931i,-0.0019049-0.0025628i,-0.0023904-0.0014706i,-0.0021644-0.0013538i,-0.0015235-0.0010596i,-9.5898e-05-0.00095371i,0.00052472-0.0014248i,-0.00020143-0.0010397i,0.00012726+8.5069e-05i,0.00088591+0.00046854i,0.001117+0.00027714i,0.0010275+0.00026343i,-0.00019275+0.00064509i,-0.00089775+0.00046347i,-0.00056323-0.00030043i,-0.00052675-0.00038478i,1.1938e-05+0.0002814i,0.00066863+0.00035927i,-3.0957e-05-0.00018501i,4.0233e-05-0.00073578i,0.00090126-0.00095602i
-0.00072002+1.2542e-05i,-0.0014026+0.0017556i,-0.00091154+0.0028116i,0.00021748+0.0018117i,0.00073531+0.00050653i,0.00061928-0.00023334i,0.00018041+0.0001161i,-0.00014765-0.00041403i,-0.00020968-0.00087296i,-0.00039324-1.2105e-05i,-0.00032227+0.0001139i,0.00055933-0.00019195i,0.0011788-0.00023321i,0.0003517-0.00091191i,-0.00013504-0.00095633i,-0.00059789-0.00044996i,-0.00089346-0.00014319i,7.2026e-05-1.2497e-05i,0.0002811+0.00058083i,0.00016087+0.0014081i,0.0010234+0.00088721i,0.00094557+0.00012509i,0.00020825-0.00030521i
0.0015387+0.0028033i,0.0026856+0.0029894i,0.0025636+0.0017185i,0.0012823-0.00018277i,-0.00035373-0.00092956i,-0.0012803-0.00048156i,-0.0013113-5.1829e-05i,-0.00073008+3.1985e-05i,-0.00034678+0.00057411i,-0.000363+0.00029899i,0.00016973+3.8904e-05i,0.00035933+3.9603e-05i,0.00041311-0.00031612i,0.0006234-0.0009806i,0.00016447-0.00064055i,-0.00062928-0.00010647i,-0.00027571+0.00042613i,3.4669e-05+0.00064088i,-0.00032293+0.00041013i,-0.00053136+0.00054272i,-0.00016905+0.0005858i,2.5486e-05+0.00041783i,-0.00020003+0.00012521i
-0.001475-4.4027e-05i,-0.0027075-0.00021311i,-0.0028321-0.00043191i,-0.0014624-0.00023142i,-0.00040061-0.00040245i,-0.00032346-0.0005314i,-0.00029023-0.00018701i,0.00030499+0.00069427i,0.001395+0.00095935i,0.00079705+0.00025793i,-0.00027286+0.00011485i,0.00033528+0.00028686i,4.5572e-05+0.00023852i,-0.001169+0.00010535i,-0.0011058-0.00026889i,-0.00031815-0.00023822i,0.00013939-9.2598e-05i,0.00065562+0.00021439i,0.00099207+4.5186e-06i,0.00050956-0.00040445i,-0.00041966-0.00065433i,-0.00030979-0.0004489i,0.00029309-0.00027149i
-0.0016702-0.00078624i,-0.0024314+9.6467e-05i,-0.002576-0.00011707i,-0.0019473+0.00014545i,-0.0014661+0.00053264i,-0.0010628+7.7993e-05i,-7.702e-05-0.0003795i,0.00060529-0.00010883i,0.00043405+0.00057471i,0.00042084+0.0003595i,0.00066435+0.0002462i,0.0009067+0.00038914i,0.00044038+0.00016946i,-0.00018504-0.00015181i,0.00015485+0.00042056i,0.00069536+0.0010169i,0.0006167+0.00044065i,0.00025761-3.7092e-05i,-0.00016782-0.00016686i,-0.00033825+3.6673e-05i,-5.1733e-05+0.0006181i,5.0629e-05+0.00049721i,-0.00021888-0.00061437i
0.00093762+0.0021014i,0.0011119+0.0026087i,0.00091606+0.0020616i,0.0013697+0.00089751i,0.0010682-0.00028234i,-0.00043854-0.00086315i,-0.00092518-0.00099191i,-0.00025358-0.0011309i,0.00031755-0.00049626i,6.5776e-05-4.6535e-06i,-0.00047551+2.0295e-05i,-0.00067234-0.00014833i,-0.00037997-0.00059028i,-0.00033012-0.00025786i,-0.00049209+0.00051544i,-0.00030975+0.00042181i,-0.00023517+2.0844e-05i,-0.00057963-9.0811e-05i,-0.00092123-0.00044091i,-0.00068721-0.00015021i,0.00017307-7.0275e-05i,0.00035652-0.00012987i,5.5201e-06+0.0011088i
0.0025325-0.0021464i,0.0016772-0.00291i,-0.00025206-0.0028315i,-0.0018791-0.0018192i,-0.0023818-0.00030886i,-0.0014493+0.00063316i,-0.00095081+0.00066738i,-0.0010867+0.00037201i,-0.0005692-0.00054236i,-0.00030665-0.00090202i,7.7551e-05-0.0010768i,0.00067283-0.00061451i,0.00029729+0.00019703i,0.00029202+0.00055793i,9.3141e-05+0.0010327i,-0.00018372+0.00051768i,1.998e-05-0.00064724i,-0.00029299-0.00079079i,1.5117e-05-3.4543e-05i,0.0009362+5.3696e-05i,0.00089653-0.00071489i,0.0005786-0.00088518i,0.00014455-0.00021427i
