-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
-0.0018512+0.00024909i,-0.0026491+0.0006092i,-0.0011191+0.00091567i,0.00044357+0.00012906i,0.0011798-0.0012216i,0.00067225-0.0007159i,0.00050731+0.00047636i,0.00055081+0.00059046i,-0.00021026+0.00029272i,-0.00075078+4.3191e-05i,-0.00069092-0.00019046i,-0.0009983-0.00030589i,-0.00037374+0.00016837i,0.00027131+0.00033999i,-4.6918e-05+0.00046948i,-0.00056593+0.0010059i,-0.00039297+0.00091311i,0.00033419+0.00022817i,0.00076512+6.3377e-06i,0.00067253+0.0001394i,0.0009376+0.00064249i,0.00068424+0.00067636i,8.2432e-05+0.00015722i
7.7306e-05+0.00032014i,-0.000352+0.000877i,-0.0023644+0.00076085i,-0.0027021-0.00068868i,-0.00085726-0.0014347i,0.00059855-0.0018143i,0.00054044-0.0017252i,0.00024152-0.00075586i,-0.00018856-0.00026351i,-0.00041954-0.00013386i,-0.00015953+0.00045077i,-0.00030281-2.6555e-05i,-0.00020231-0.0001506i,-0.00017428-0.00053015i,-9.7823e-05-0.00063676i,0.00023908+0.00013159i,-0.00018162+0.0003701i,3.5994e-05+5.0894e-05i,0.00041801+1.6015e-05i,0.00015118-9.8613e-05i,0.00055585-0.0001817i,0.0003031-0.00061168i,0.00035067-0.0007901i
-0.0032054+0.0010275i,-0.0026973-5.7978e-06i,-0.0012306-0.00081848i,-0.00032348-0.00092592i,-0.00067694-0.00088413i,-0.00082202-0.0010959i,-0.00050187-0.0012301i,-0.00068062-0.00085463i,-0.00079121-0.00029244i,-0.00062274-0.00019274i,-0.0002674-0.00021178i,-0.00050739-0.00026049i,-0.00020298-0.00047082i,-0.00012691-0.00039583i,-0.00019079-0.00066209i,-1.2103e-05-0.00058472i,-0.00017275+0.0001076i,8.1697e-05+0.00057714i,0.00031554+0.001035i,3.2169e-06+0.00089474i,-0.00043162+3.4631e-05i,-0.00092974+0.00015538i,-0.00054622+0.00062453i
0.0029016+2.501e-06i,0.0017605-0.00028714i,0.0012311-0.00078225i,0.00028868-0.0010654i,-0.00017699-0.0015658i,0.00028367-0.0018785i,0.00018656-0.0012279i,-0.00072246-9.1412e-05i,-0.001047+0.0004382i,-0.00060197-4.6341e-05i,-0.00073398-0.00029366i,-0.0010498-0.00031866i,-0.00044488-0.00012052i,-0.00014773+0.00085818i,5.6108e-05+0.0011061i,-8.8141e-05+0.00050613i,-0.0004309-0.0005945i,-2.4335e-05-0.0013227i,-4.2628e-05-0.00046471i,-6.4726e-05+2.7548e-05i,-0.00027187-0.00031585i,-0.00056435-0.00013955i,0.00031914+0.0010377i
0.0024242-0.00057697i,0.0024659-0.00062337i,0.0010361-0.00018835i,-0.0010069+6.4265e-05i,-0.0016909-0.00096627i,-0.00068454-0.001231i,-6.8515e-05-0.001342i,-0.00035915-0.0013847i,0.00016577-0.00018996i,0.00075186-0.00027921i,0.00019432-0.00058874i,-0.00069023-0.00055712i,-0.00079857-0.00054533i,-0.00061646+0.00060519i,-0.00015233+0.00059829i,0.00053311-0.00022992i,0.0011332-0.00013854i,0.00073826-0.0004021i,0.00080277-0.00095796i,0.0009942-0.00074838i,-0.00054725+9.8087e-06i,-0.0020597+0.00022904i,-0.0013903+0.00075891i
-0.00098658+0.0016904i,-0.0016335+0.0026175i,-0.0013981+0.0020845i,-0.0016346+0.00035316i,-0.00082467-0.00081937i,0.00063244-0.0006855i,0.0005217-8.5561e-05i,-0.00054762-1.4114e-05i,-0.00086158-0.00022111i,-0.00029091+0.00037095i,0.00017216+0.00082137i,-0.00039967+0.00074183i,-0.00084618+0.00031537i,-0.0010369-0.00033207i,-0.00079088-0.00071076i,-0.00030635-0.00084591i,-0.00060665-0.00037125i,-0.00068898-0.00030721i,-0.0002379-0.00053387i,-0.00030995-0.00052477i,-0.00047296-0.00076726i,-0.00013323-0.00017941i,0.00017777+0.00046385i
-0.00025209+0.0023329i,-0.00077628+0.0018491i,-0.00086584+0.0015428i,-0.00030488+2.8309e-05i,0.0011034-0.0019416i,0.0012355-0.0024405i,0.00077453-0.0014998i,0.0003351-0.00086385i,-1.4714e-05-0.00014558i,-0.00036542+0.000535i,-0.00028896+0.00039605i,6.6615e-05+0.00015201i,-0.00017839-7.6998e-05i,-0.0004973-0.00025916i,-0.00018853-0.00049164i,0.00059152-0.00023837i,0.00091388+9.7682e-05i,0.00092137-0.00047315i,0.00059821-0.00052112i,0.00063098-0.00016159i,0.00052135-0.00063628i,-0.00022204-0.00024498i,-0.00018507+0.00018365i
-0.001429+0.00092575i,-0.0018752+0.00046679i,-0.0011158+0.00043656i,0.0001884-0.00055448i,0.00046407-0.0017742i,-7.1366e-05-0.0021265i,0.00045507-0.0012796i,0.00036577+9.4377e-05i,-0.00010497+0.0002364i,0.00010045-0.00061562i,1.1201e-05-0.0008428i,-7.7035e-05+4.6744e-05i,-0.0002713+0.0001186i,-0.00042557-0.00052055i,6.3916e-05-0.00070831i,0.00054768-3.6673e-05i,0.00063673+0.00078168i,0.00032759+0.00056413i,0.00050027-6.1346e-05i,0.00046783+0.00028106i,-7.801e-05+0.00065896i,-0.00050335+0.00090834i,-0.00033131+0.00055092i
0.00091954+0.00010838i,0.0014615-5.1332e-05i,0.00062667-0.00012928i,0.00022515-0.00121i,0.00028365-0.0015786i,-0.00018055-0.0015658i,-8.9053e-05-0.0013199i,0.00087572-0.0009112i,0.00065711-4.2611e-05i,-8.465e-05+0.00064097i,-0.00057086+0.00082004i,-6.4158e-05+0.00041939i,0.00034301+0.00035275i,-0.00014416+0.00071243i,-0.00039473+0.00042228i,0.00025821+2.5083e-06i,2.7788e-05+0.00025538i,-0.0010265-5.6657e-05i,-0.00084172-0.00059156i,-0.00064612+2.6067e-05i,-0.00093108+0.00033765i,-0.00071527+0.00056945i,-0.00040971+0.00057802i
0.00090858-0.001982i,0.00092847-0.0012282i,0.00025681-0.00019056i,-2.787e-05+0.00044691i,0.0002516+0.00024348i,0.00032904-0.00023084i,-1.682e-05-0.00034369i,-0.00091809-0.00026639i,-0.00078769-5.227e-06i,-0.00024586+0.00021296i,-0.00033047+0.00074035i,-0.00072624+0.00099871i,-0.00034885+0.00060307i,0.00037838+0.00029237i,0.00063378+6.7448e-05i,0.00023381+0.00018039i,-0.00027584+2.6772e-05i,-0.00046287+0.00020526i,0.00023195+0.00075888i,0.0005517+0.00063982i,0.00037508+2.9416e-05i,0.00062878-0.00040935i,0.00092249-0.00069699i
0.0018061+0.00020521i,0.00083165-1.2539e-05i,-0.0013148-0.00017901i,-0.0020486-2.4784e-05i,-0.0012094+0.00032446i,-0.00017878-6.6966e-05i,0.00067873-0.00062784i,0.00069623-0.00088111i,0.00047047-0.00077687i,0.00084018-0.00017176i,0.00073593-3.0912e-05i,-0.00010999+2.4841e-05i,0.00022022+0.00028861i,0.00079363-0.00035777i,0.00056411-0.0010952i,0.00011029-0.0012052i,-0.00017231-0.00067266i,-0.00020908-3.554e-05i,-0.00018599+9.5866e-05i,-0.0001333-0.00010267i,0.00012716+3.4583e-05i,0.00042345+0.00020874i,2.2996e-05+0.00052571i
-0.0026345-0.00083396i,-0.0026788+0.00049754i,-0.0023129+0.0014192i,-0.00095352+0.00096377i,8.316e-05-0.00012891i,-0.00012083-0.001142i,-0.00044678-0.00058101i,-0.00025998+0.00012806i,0.00032815-0.00039076i,0.00023989-0.00038059i,-3.8745e-05+0.00019104i,0.00041434+0.00051043i,0.00034556+0.00039394i,-0.00013921-0.0006205i,6.5122e-05-0.00081358i,0.00027395-0.00020143i,0.00031255+0.00041613i,0.00048016+0.00077334i,0.00015223+0.0001682i,-0.00032106-0.00013856i,-0.00034126+0.00011249i,-0.00012406-0.00016822i,0.00068485-0.00036959i
-0.00091882-0.0015626i,-0.0013307-0.0013525i,-0.0018502-0.00031373i,-0.0013149+0.00068454i,-0.00089282+0.00041726i,-0.00038886-0.00016564i,0.00011809-0.00025289i,-0.00078662-0.00071428i,-0.0016474-0.00023714i,-0.00084805+2.4179e-05i,-0.00016741-0.000219i,0.00024284-0.00034981i,0.00022396-0.00085044i,-0.0004226-0.00074284i,-0.00040829-0.00058745i,-0.0004121-0.00035072i,-0.000795+0.00034284i,-0.00091415+0.00024089i,-0.00076886-8.3746e-05i,-0.0004764-0.00021361i,7.569e-05-0.0007738i,7.1855e-05-0.00073279i,0.00023588+0.00024326i
0.001588-4.7837e-05i,0.00067064-0.00076952i,-5.9704e-05-0.0012476i,-9.3074e-05-0.0013655i,-7.8554e-05-0.0017685i,-0.00028197-0.0016708i,-0.00050036-4.8296e-05i,-0.0004633+0.0012032i,0.0002884+0.00067241i,0.00106+0.00011281i,0.0010443+0.00029937i,0.00041677+0.00040162i,-0.00039867+0.00087318i,-0.00055713+0.00082628i,0.00017835+3.6831e-05i,0.00092575-0.00032885i,0.00086441-0.00029726i,0.0002368+0.00012172i,0.00018781+0.00051594i,0.00083352+0.00044069i,0.000379-0.00014403i,-9.8567e-05-0.0001505i,-0.00033957-0.00032337i
-0.00076921+0.0029203i,0.00077371+0.0031158i,0.0011766+0.0032085i,0.0010099+0.0017553i,0.00155-0.00055142i,0.00036831-0.0022644i,-0.0012096-0.0022681i,-0.0009608-0.0013641i,-0.00011465+0.00018178i,0.00060041+0.0010638i,0.0009239+0.00044147i,0.00042326-0.000855i,-4.9109e-05-0.00042677i,-2.449e-05+0.00049636i,-0.00034785+0.00031953i,9.6846e-05-0.00045403i,0.0013595-0.00086077i,0.0015702-0.00068048i,0.0010808-0.00096762i,0.00030127-0.00054467i,-8.1041e-05+5.7712e-05i,-0.00036451+0.00021265i,-0.00038766+0.00025208i
0.0011414-0.00011196i,0.00064177-0.00034495i,0.0011625-0.00080079i,0.001127-0.00091486i,0.00077764-0.0014594i,-0.00053331-0.0017473i,-0.00068596-0.00059268i,-0.00065713+0.0002926i,-0.00096002+0.00060188i,-0.0004136+0.00033876i,-0.00033442-0.00050648i,-0.000392-0.00063783i,-0.00020982-0.00012054i,-0.00020808+0.00083762i,-0.00010847+0.0010053i,-0.00012769+1.4013e-05i,-0.00054025-0.00045522i,-0.00080442-0.00016076i,0.00018067-0.00036545i,0.00064511-0.00035082i,-9.119e-05-0.00021716i,-0.00025195-0.00044156i,0.00023236+5.8836e-06i
0.0045101+0.0090825i,0.0063952+0.012914i,0.012434+0.0087057i,0.0091868-9.225e-05i,0.003914-0.0066311i,-0.00083118-0.0071279i,-0.0029873-0.0025065i,-0.0015499-0.00093984i,0.00025639-0.0019216i,0.00067257-0.0025526i,-0.00082051-0.0025461i,-0.0021755-0.0014198i,-0.002039-0.00050043i,-0.0018313+0.00046589i,-0.001957+0.00076747i,-0.0010365+0.00046819i,0.00075952-1.2067e-06i,0.00077982+0.00022114i,0.00047691+0.0010603i,0.00084449+0.00095345i,3.1977e-05+0.00028204i,-0.000926+0.00012796i,-0.00095055+0.0003154i
-0.0013871-4.1067e-06i,-0.0024908+0.00027588i,-0.0035543+8.0447e-05i,-0.0025202+0.00063613i,-0.0015325+0.0013083i,-0.00019928+0.0004024i,0.00098533-0.00097961i,0.00063963-0.0010712i,0.00048001-0.00038549i,-7.6514e-05+0.00023424i,-0.00085068+0.00061241i,-0.00049702+0.00089994i,0.00029801+0.00054792i,0.00028749-0.00046036i,-0.0001826-8.5351e-05i,-0.00056437+0.00031838i,-0.00066697-0.0002631i,-0.00073604+0.00045837i,-0.0005988+0.00087958i,3.8718e-05+0.00068294i,0.00055965+0.00097788i,0.00060683+0.00077797i,0.00038626-4.3828e-05i
-0.0011518-0.00098089i,-0.0019677-0.00023818i,-0.00097867+0.0010902i,0.0010608+1.127e-05i,0.00081243-0.0015084i,-0.0010122-0.0025488i,-0.00079409-0.0025888i,0.00039835-0.0003164i,0.0008352+0.0010803i,0.00091895+0.00023558i,0.0010438-0.00032889i,0.00081974-0.00032029i,6.4019e-05+0.00018789i,-9.8998e-05+0.00099788i,-0.00037655+0.0010417i,-0.001049+0.00075293i,-0.00076438+0.00064544i,-0.00030259+0.00043274i,0.00016804+4.8066e-05i,0.00030239-0.00019087i,0.00052277-0.00023178i,0.00045079-0.00073827i,0.00020857-0.00063005i
0.0034695+0.00069936i,0.0034536+0.00021783i,0.0023794-0.0004539i,0.0014143-0.0018292i,0.0011985-0.0019961i,0.00051603-0.0011052i,-0.00031162-0.00021024i,-0.00056281+0.00036543i,-0.00044256-0.00050848i,-0.00023836-0.00088801i,0.00027635-0.00067343i,0.00025876-0.00061291i,-0.00060661+0.00011514i,-0.00073156+0.0002488i,0.00023032-0.00027416i,0.00087338-0.00066358i,0.0013894-0.00020971i,0.00087891+0.0004433i,-8.6983e-05+0.00016344i,0.00048115-0.00037948i,0.0011129-0.00016103i,0.00059759+0.00024862i,-0.00018357+0.00049718i
-3.0424e-05+0.0012831i,-0.00038012+0.0018208i,-0.00036975+0.00078267i,-0.00047152+0.00047528i,-0.00063353-0.00047302i,-0.00014029-0.0016464i,0.00032003-0.0016687i,-0.00056474-0.0014122i,-0.00028773-0.00080615i,0.0004366-6.4877e-05i,6.1576e-05+0.00011055i,-0.0001255+8.682e-05i,0.00016894+0.00033449i,0.00072309+0.00049016i,0.00079098-0.00015557i,0.00046164-3.0528e-06i,-0.00069591+0.00063887i,-0.0016842+0.00084535i,-0.0010299+0.00086949i,-0.00010092+0.00027662i,0.00038049-0.00065761i,0.00038044+0.00027965i,0.0001184+0.000949i
-0.0023029+0.00067438i,-0.0025165+0.0013134i,-0.0016887+0.002559i,-0.00025494+0.0020348i,0.0001914+0.00055408i,0.0002271+0.0004213i,0.00034429-0.000105i,0.0011664-0.00094783i,0.00074682-0.0013852i,-3.6945e-05-0.001118i,-0.00017696-0.00069278i,4.358e-05-0.0010592i,-0.00017621-0.00068406i,-0.00043358-0.00035493i,-0.00062763-0.00071312i,-0.00082935-0.0010358i,-0.00045819-0.0014395i,-0.00017487-0.0017644i,-0.00025733-0.00088998i,2.1542e-05+0.00064466i,-0.00053686+0.00079867i,-0.00099636+0.00036377i,-0.00090997+0.00053287i
-0.00012457+0.00034569i,-0.00012835-0.00013287i,-0.0011324-8.8951e-05i,-0.001338-0.00041598i,-0.0010251-0.0011156i,-0.0010478-0.0011333i,-0.00078147-0.00046849i,0.00018708+0.00059951i,0.00061934+0.0013181i,0.000368+0.0010873i,-0.00047741+0.00086337i,-0.00011596+0.00061901i,0.00064893+3.6034e-05i,-0.00019749-0.00059913i,-0.00065114-0.00064766i,-0.00030485-0.00019877i,-4.6514e-05-0.00012888i,-0.00059158+0.00037596i,-0.00071127+5.0145e-05i,-0.00057648-0.0005646i,-0.00054934+0.00042062i,-0.00024333+0.00060303i,-0.00038622-7.3744e-05i
-0.0019167-0.00091418i,-0.0017088-0.0011745i,-0.002634-0.00026652i,-0.0030423+9.8477e-05i,-0.0018881-0.00018189i,-0.0006747-0.0012902i,0.00024067-0.0023429i,-0.00028154-0.00223i,-0.00047574-0.0010722i,-2.7391e-05+0.00079488i,0.00020473+0.0016326i,0.00069915+0.0011382i,0.00050217+0.00063813i,-0.00060219+0.00048752i,-0.00045328-0.00034444i,0.00021012-0.00049013i,0.00070814+0.00038223i,0.00069728+0.00067188i,-0.00012179+0.00042105i,-0.00055491-0.00036783i,-0.00072496-0.0011278i,-0.00071135-0.00078905i,-0.00062713-0.00022428i
-0.0004133+0.0015179i,-0.00081438+0.0017531i,-0.00088428+0.0010259i,-0.00024279+0.00044693i,-3.2957e-05-0.00071134i,-0.00019113-0.00084153i,-2.7404e-05-2.1031e-05i,-1.3747e-05+0.00042769i,-0.00065534-2.2781e-05i,-0.00060735-0.00096576i,-3.0401e-05-0.001546i,0.00027409-0.0016595i,-7.7104e-05-0.00086482i,-2.5197e-05+4.7963e-05i,0.00055907+0.00024009i,0.00016712+0.00013669i,0.00010216+0.00022736i,0.00027444-3.9692e-05i,0.00039747-0.0005217i,0.00067872-0.00092232i,0.0007279-0.00091227i,-0.00010651-0.00057403i,-0.00084523-0.00051784i
-0.0012565+0.0012147i,-0.00042099+0.00056381i,-2.8317e-05+0.00067057i,0.00042615+0.0011325i,0.0010307+0.00067618i,0.00097606-0.00083964i,0.00033929-0.00091015i,-0.00045806-0.00022139i,-0.0013146+0.00052216i,-0.00089042+0.00052387i,-0.00018723-0.00052719i,0.00037362-0.0011026i,0.00098699-0.0016107i,0.00073561-0.0010373i,-0.00012692-0.0001192i,-0.00042893-0.00018815i,0.00021001+0.00061831i,0.00074134+0.0010451i,0.00054676+0.00052582i,-0.00034515+0.00017878i,-0.00041952+0.00038722i,0.00034258+0.00015925i,0.001028-0.00034298i
-0.00031749-0.0010397i,-0.0012051-0.0014887i,-0.0019702-0.00074923i,-0.0013234-0.00072105i,-0.00078243-0.00047367i,-0.00059067-0.00073271i,-0.00034-0.0009706i,-0.00074882-0.00033375i,-0.00099041-2.9345e-05i,1.7535e-06+0.00042994i,0.00032958+0.00087791i,-0.00010997+0.00059821i,-0.0006063+0.00090796i,-7.9193e-05+0.0010629i,0.0007494+0.00067702i,0.00029302-0.00025796i,-0.00031084+2.9116e-05i,4.6693e-05+0.00019401i,0.00046104-0.00058612i,-0.00012456-0.00092274i,-0.00069802-0.00062744i,-0.00050902-7.9388e-05i,-0.00058169+6.0026e-05i
-0.0014264+0.0013862i,-0.0017223+0.0014588i,-0.0016973+0.00080072i,-0.0018972+0.00075963i,-0.0013533+0.00094872i,-0.00092884+0.00049199i,-0.00055366-0.00011903i,-0.00017004-4.3281e-05i,-0.00012656+5.7966e-05i,-0.00068869+7.4123e-05i,-0.0010379+0.00017854i,-0.0011185+0.00027688i,-0.00086944+0.00068346i,-0.00019234+0.00084519i,0.00022929+0.0003771i,5.558e-05+0.00042277i,-0.00022226+0.00077462i,-0.0005204+0.00073571i,0.00016296+0.00059899i,0.00036984+0.00055455i,-3.5887e-05+2.371e-05i,0.00042505-3.1009e-05i,-5.4662e-05+0.00013946i
0.0018808-0.00061409i,0.00039709+0.00031451i,-0.00024988+0.00038811i,-0.00015643-0.0012875i,-2.4342e-05-0.0021984i,0.00026173-0.0011369i,0.00037379-0.00072844i,0.00019949-0.00079189i,-0.0001846-0.00027423i,-0.00047806-0.00065212i,-0.0006328-0.00055895i,-0.00035015-0.00011217i,0.00058829-0.00023526i,0.0011466+1.4469e-05i,0.00038274+0.00040511i,-0.00029605+0.0006042i,-0.00037564+0.00087956i,-0.00029698+0.00085275i,2.0821e-05+0.00077785i,-2.6933e-05+0.00076555i,-0.00018606+0.00022695i,-8.3761e-05-9.1627e-05i,0.00029755-0.00043609i
0.0016941+0.00012472i,0.00020651-0.00046535i,-0.001541-0.0011405i,-0.0015976-1.9441e-05i,-0.00052472+0.00067572i,0.00042058+2.5305e-05i,-2.2e-05-0.00023519i,-8.9811e-05+0.00017149i,-6.9558e-05+0.00031507i,-2.8077e-05-0.00038656i,-9.7709e-05-0.0010292i,-0.00093647-0.001348i,-0.00069518-0.00079837i,0.00028307-1.4175e-05i,-8.5875e-05-0.00011053i,-0.0010983-0.00036007i,-0.00080774+0.00020856i,0.00030067+0.00089704i,0.00013634+0.00047402i,-0.00039213-0.00024324i,-0.00012032+0.00013991i,0.00024776+0.00056814i,0.0010613+0.00039691i
-0.00028802+0.00025272i,-0.00088249+0.00050956i,-0.00116-0.0010709i,-0.00197-0.0019392i,-0.0019876-0.00051155i,-0.0011101+0.00040157i,0.00036916-0.00062644i,0.00038424-0.0011719i,-0.00048495-0.00056432i,-0.00092018-5.6011e-05i,-0.00087282+0.0003837i,-0.0010248+0.0010196i,-0.00076293+0.0014937i,-0.0001497+0.0011497i,-0.00035334+0.00136i,-0.00098624+0.00098033i,-0.001172+0.00012673i,-0.00068053-0.00023567i,0.00059103-7.405e-05i,0.00071207+0.00067741i,0.00020597+0.00040897i,0.0005806-2.6871e-06i,0.0006129+0.0005537i
-0.00037765-0.0028925i,-0.00064797-0.0023681i,-0.001775-0.0021587i,-0.0017664-0.0016949i,-0.0013934-0.00037629i,-0.00049309+0.00082584i,0.00023702+0.00090527i,0.00042563+0.00017578i,-0.00028358-3.6061e-05i,-0.00030847-0.0002177i,-6.6589e-05+5.3423e-05i,0.00010852+0.0010895i,0.00074103+0.0011555i,0.00072938+0.00010411i,0.00047489-0.00059333i,-5.4034e-05-0.00037213i,-4.4122e-05-0.0001819i,1.1503e-05-1.1271e-05i,-0.00067631-0.00022367i,-0.0015895+0.00013019i,-0.00090375+0.00057372i,0.00052978+0.00027252i,0.00057335+0.00025046i
-0.0011612-0.0012593i,-0.0013613-0.0013141i,-0.0018455-0.00091488i,-0.0017565-0.00017665i,-0.00035771+0.00058531i,0.0012057-0.00052793i,0.0016735-0.0016369i,0.00031041-0.0011653i,-8.1505e-05-0.00079391i,0.00038454-0.00056287i,0.00019694-0.00012954i,-4.5176e-05+0.00017212i,5.7166e-05+0.00022233i,-0.00028742+0.000461i,-0.00035424+0.00029213i,-0.00035283-9.9436e-05i,5.7435e-05-1.8066e-05i,0.0011236-0.00061554i,0.0015307-0.0011869i,0.0012702-0.00057564i,0.00021648+9.4028e-05i,-0.00029672+0.00047721i,-0.00051008+0.00032167i
-0.00018788+0.0011927i,-0.00048753+0.0010007i,-0.00043944+0.00057967i,0.00060123+0.00019462i,0.0010892-0.00053019i,9.1615e-05-0.0011545i,-0.00082625-0.00084912i,-0.00083832-0.00025956i,-0.0004635+1.9718e-05i,0.00025443-0.00027983i,0.00075443-0.00061268i,0.00049569-0.00023139i,-0.00039714+0.00025955i,-1.163e-05+0.00064884i,4.2478e-05+0.00037612i,-0.00015372-0.00043874i,0.0003252-0.00056078i,0.00020129-0.00025356i,-4.1743e-05+0.00037196i,0.000119+0.00029265i,0.00037792-3.4193e-05i,-0.00049334+0.00057353i,-0.00065491+0.00076223i
0.0003739+0.00020764i,0.0010929+0.00058512i,0.00048684+0.00056217i,-0.0008225-0.00036459i,-0.00044444-0.0015389i,-0.00034996-0.0016874i,-0.00026506-0.00037327i,-0.00037283+0.00044122i,-0.00049703+0.00040528i,-0.00034915-0.00011758i,-0.0011593-0.00013903i,-0.001228+0.000149i,-0.0010672+0.00010082i,-0.00090001+9.2143e-05i,-0.00040789+0.00063728i,0.00037935+0.0010431i,0.0011284+0.0011152i,0.0013519+0.00094606i,0.001245+0.0011278i,0.00055301+0.0016019i,-0.0001369+0.00072646i,-0.00032556-0.00028607i,0.00051904+0.00064469i
0.0019912-0.00035893i,0.001302-0.00097116i,0.00011508-0.0019661i,-0.001537-0.0018902i,-0.0021745-0.0011385i,-0.00088657-0.00073504i,-0.00035744-0.00068879i,-0.0003756-0.00019005i,-0.00018549+0.000205i,-0.00029142+0.00020415i,0.00017622+0.00033831i,-0.00023184+0.00058363i,-5.8398e-05+0.00051208i,0.0010245+2.7961e-05i,0.00076922-0.00010118i,0.00036006-0.00022937i,0.00070236-0.00022904i,0.00018396-0.00041692i,-0.00030747-0.00033769i,-0.00065365+0.00029838i,-0.00052718+0.00030583i,0.00030785+0.00023461i,0.00052664+4.5518e-05i
-0.0017743-0.00053159i,-0.0023636-0.00038863i,-0.0017414+0.001064i,-0.0015802+0.0012776i,-0.0011302+6.7489e-05i,-0.00079266+0.00016784i,-0.00082214+0.00014202i,-0.00023044-6.634e-05i,0.00036588+0.00062175i,0.00044404+0.0012121i,0.00039241+0.00089887i,0.00042643+0.0001778i,0.00026485+4.8341e-05i,-0.00044982+0.00064395i,-0.00085241+0.00053811i,-0.00065003+4.4526e-05i,-0.00019758+0.000654i,0.00076098+0.00070804i,0.0010879+0.00038052i,0.00024574+0.0001439i,-0.00058801+0.00017341i,-0.00067832+0.00027434i,6.0475e-05+5.7438e-05i
0.0025081-0.0008617i,0.0033012-0.0010885i,0.0032334-0.0011096i,0.0011901-0.0011145i,-0.00014728-0.0013448i,-0.00050582-0.0010253i,-4.9131e-05-0.00038749i,0.00078384+1.3421e-05i,0.00060768-0.00022425i,0.00040404-0.000641i,0.00046499-0.00081993i,0.00037551+2.4928e-05i,-2.9182e-05+0.0010207i,-0.00018022+0.00091807i,0.0002857+0.00037434i,0.000551+9.0263e-05i,2.5222e-05-3.902e-05i,0.00013253-0.00016138i,0.00082693+0.00010054i,-4.5761e-05+0.00080559i,-0.00064052+0.0011144i,-3.9406e-05+0.00021815i,6.5567e-05-0.00033436i
0.0022715+0.0016264i,0.0010263+0.00062283i,0.0008169-0.00014214i,0.00094713-0.00072804i,6.5356e-05-0.0028463i,-0.00054365-0.0034481i,-0.00090021-0.0022772i,-0.00075457-0.00078729i,-4.2722e-05-9.3779e-05i,5.3796e-05-0.0010795i,-0.00061167-0.0019231i,-0.0012456-0.0009945i,-0.0013544+0.00026365i,-0.00055672+0.00036695i,6.4176e-05+0.00023679i,-7.9648e-05-0.00027714i,-0.00076239-0.00069251i,-0.00074451-0.00074828i,-0.00021343-0.00034373i,0.00011668+0.00042848i,0.00020317+0.00041042i,0.00019116+0.00011355i,0.00024587+9.9918e-05i
0.0012562-0.00090918i,0.00082994-0.00081246i,-0.00056654-0.0013908i,-0.0022371-0.001109i,-0.0020267-0.00069661i,-0.00035885-0.00051287i,-0.00012752+1.5379e-05i,-0.00080382+0.00032743i,-0.00087889+0.00031533i,-0.00047236+0.00060074i,-0.00085003+0.0011783i,-0.0010598+0.00048834i,1.4549e-05-4.2616e-05i,0.00045998-2.4343e-05i,0.00037172-0.00058842i,0.00059974-0.00086965i,0.00060451+0.00023419i,-0.00011412+0.00111i,-0.00025579+0.00098327i,5.338e-05+0.001063i,0.00056003+0.0010463i,0.00054329+0.00048573i,0.00036103-5.6446e-05i
-4.324e-05-0.0014588i,-0.00026155-0.0016347i,-0.00089984-0.00035176i,-0.0011807+0.00081654i,-0.00082451-0.00013398i,0.0009254-0.0013081i,0.0015324-0.0012955i,0.00069534-0.00070016i,0.00030475+0.00017349i,-7.5002e-05+0.00077517i,-0.00060318+0.00066054i,-0.00019879+0.00085509i,0.00032356+0.00091852i,0.00059319-0.00041342i,0.000638-0.0012347i,0.00047343-0.0012853i,0.00018186-0.0010444i,0.00020129-0.00059346i,0.00022052-0.00032819i,-0.00031715-0.0007889i,-0.00038001-0.0012847i,6.4345e-05-0.001149i,0.00053166-0.00075436i
0.0020004+0.00037986i,0.00084988-0.00077686i,-0.00066944-0.0017111i,-0.0014516-0.0023539i,-0.0013982-0.0024231i,-0.001415-0.0016592i,-0.00070202-0.00070041i,-0.0001571+0.0003219i,0.00035255+0.00065483i,0.00070709+0.00035754i,0.0011413+0.00040203i,0.0015519+0.00033988i,0.00091534+0.00037053i,0.00014482+0.00089149i,-0.00025286+0.00091477i,4.8747e-05+0.00050293i,0.0005097+0.00033135i,0.00026818-0.00038726i,-0.00048033-0.00057372i,-0.00066285-0.00048191i,-0.00029076+0.00019198i,4.8543e-05+0.00091056i,-0.00011424+0.00086192i
