-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
0.001602+0.0006691i,0.0015567-0.00015916i,0.00059295-0.0024723i,5.2182e-06-0.0031506i,-0.00026475-0.0013562i,-0.00073624+0.00029628i,-0.00056602+0.00049162i,-0.00022122+0.00017511i,-0.00022165+0.00022039i,-0.00046845+2.235e-06i,-0.00047914-0.00034544i,0.00029775-1.2265e-06i,0.001127+0.0011424i,0.00065069+0.0013615i,0.0002055+0.00028741i,0.00070331-0.00037751i,0.001419+0.000269i,0.001572+0.00077021i,0.0010484+0.00036156i,-0.00013536+0.00041295i,-0.00065155+0.00037813i,-0.00055515+0.00032147i,-0.00034704+0.00043985i
0.0037998+0.0007806i,0.0038471+0.00018912i,0.0028867-0.0010364i,0.0014854-0.0011747i,-0.00064902-0.00075964i,-0.0023252-0.0012585i,-0.0021978-0.00073697i,-0.0015366+0.00034171i,-0.00086559+0.00077974i,-0.00043518+0.00092949i,-0.00040225+0.00075993i,-0.00027479+0.00082216i,-0.00066338+0.00077041i,-0.0011434+0.00061672i,-0.0006088+0.00092608i,-2.2836e-05+0.00034178i,7.1045e-05-0.00043241i,-0.00075821-0.00066223i,-0.00097858-0.0007141i,-7.8268e-05-0.0005238i,0.00026569-0.00014133i,-0.0001507-0.00026511i,-0.0002705-0.0004117i
-0.00067376-0.0013979i,-0.00074636-0.00049065i,-0.00035062+0.00030493i,-0.00060835+2.6184e-05i,-0.0012498-0.00056314i,-0.0012724-0.00067953i,-0.00012869-0.00086029i,8.3674e-05-0.00082325i,-0.00073097-0.00047837i,-0.0012273+0.00033485i,-0.0013303+0.00050751i,-0.00095532+0.00032007i,-0.00047367+0.00069482i,-0.00032234+0.00035668i,9.2752e-05-0.00045014i,-4.9192e-05-0.00070975i,-0.00065778-0.00049678i,-0.00085109-1.2799e-05i,-6.0218e-05-0.00020311i,0.0007494+0.00017626i,0.00020879+0.0010035i,2.5948e-06+0.00098666i,0.00020055+0.00090217i
0.00022572+0.0018984i,-0.00065056+0.0023978i,0.00024189+0.0025067i,0.00079684+0.001297i,0.00066513-0.00029668i,-0.00037514-0.00063274i,-0.00078852+4.2957e-05i,-0.00049759+0.00038094i,-0.00032238+2.5248e-05i,7.4202e-05+0.00033743i,0.00020884+0.00045452i,-0.00055594+0.00020867i,-0.00016186-4.0707e-05i,0.00042765-0.00012333i,-0.0003649+0.0003954i,-0.00034165+0.0005509i,0.00045037+6.2974e-05i,0.00032148-0.00019824i,0.00053881-9.203e-05i,0.00052444-0.00017032i,0.00026773-0.00080471i,0.00020017-0.00094145i,2.6738e-05-0.00059482i
0.0022888+0.00011336i,0.0027762-0.00037094i,0.0025407-0.00026429i,0.0013179-0.00036125i,-0.00016802-0.0003743i,-0.0014733-0.00040206i,-0.0015146+0.00025177i,-0.0012362+0.00015802i,-0.00064729-0.00023894i,-0.0003226-0.00033827i,-0.00040229-0.00049379i,-0.00010629-0.00057953i,0.00011042+0.00036312i,4.0621e-05+0.00031846i,-0.00012031+7.459e-05i,0.00040857+0.0012435i,0.000988+0.00085925i,0.00049429-4.3655e-05i,5.9565e-05+0.00019915i,0.00046957+0.00010121i,2.2163e-05-0.00074301i,-0.00083083-0.0011088i,-0.00056215-0.00046021i
-0.00021426+0.00061245i,-0.00098348+0.00095247i,-0.00081525+0.000452i,-0.0011764+9.7421e-05i,-0.0016982+0.00061941i,-0.0012232+0.00035755i,-0.00020278+8.5781e-05i,-0.00043004+0.00044358i,-0.00050647-5.8463e-05i,0.00021145-0.00049846i,0.0001263-8.4625e-05i,-3.8384e-07+0.00010067i,0.00013221+9.5873e-05i,-0.00030762-0.00061611i,-0.00057902-0.00056395i,-0.00029586-0.00023213i,0.0004334-0.00018324i,0.00064846+0.00011974i,0.00053379+0.00050959i,0.0001682+0.00055023i,-0.00052513+0.00014751i,-0.00028469-0.00050763i,0.00019003-0.0010407i
-0.00057364+0.00097025i,-0.00035992+0.0016964i,-0.00017575+0.0020785i,-0.00036085+0.00059909i,-0.00097015-0.00061791i,-0.00070639-0.0008835i,-0.00048243-0.0011926i,-0.0011985-0.00084023i,-0.0010756-9.8944e-05i,-0.00061475+0.00040631i,-0.00030238+0.00032236i,0.00035111-0.00022071i,0.00011185-0.0001125i,-1.0023e-06+0.00016265i,0.00092882-0.0007034i,0.001137-0.0014655i,0.00045042-0.00070411i,-0.00057184-0.00024511i,-0.00042459-0.00063762i,0.00073372-0.00073998i,0.00080172-0.0010823i,0.0001803-0.0015549i,0.00085352-0.00056442i
-0.0021069-0.00068303i,-0.0027027-0.00086031i,-0.00066444+0.0002586i,0.00077904+0.00015551i,0.0011957-0.0013937i,0.00049403-0.0013206i,-0.00017218-0.00044269i,-6.3364e-05+7.4088e-05i,0.00047731+0.00013578i,0.00090691+5.8268e-05i,0.0011677-0.00020881i,0.00095631-0.00022239i,0.00029023+0.00017885i,-0.00038173+0.00058293i,-0.00075601-0.00050187i,-0.00060164-0.00096783i,-0.00056843-0.00021341i,6.082e-05-0.00044588i,0.00059854-0.0004405i,0.00083066-0.00070886i,0.0010486-0.0012056i,0.00071298-0.0011693i,0.00050506-0.0010303i
0.0019052+0.0014665i,0.0015968+0.0024448i,0.0012163+0.0035059i,0.00067198+0.0025646i,1.963e-05+0.00040028i,-0.00087186-0.0010815i,-0.00064264-0.00061639i,-2.7546e-05+0.00046824i,0.00037819+0.00021499i,0.00013723-0.00084668i,-0.00030058-0.00015893i,-0.00033031+0.0012353i,-0.00016191+0.0013025i,-0.00020258+0.00057268i,-0.0005511-4.3341e-05i,0.00076116+0.0004944i,0.0019679+0.00099266i,0.0013652+0.00070803i,0.00032957+0.00022827i,-0.00012873+5.283e-05i,5.3152e-05-3.7859e-05i,0.00012387-0.00055303i,5.085e-05-0.00019645i
0.00044425+0.0010216i,-0.00067126+0.0003545i,-0.0019676+0.00072707i,-0.0020297+0.001066i,-0.0017278+0.00031138i,-0.0015341-0.00019457i,-0.00028442+0.0002022i,0.00024757+0.00080529i,-0.0002851+0.00055298i,-0.00065105+0.0009331i,-3.0218e-05+0.0011767i,0.0003215+0.00072756i,9.9813e-05+0.00020932i,7.2564e-05+0.00010687i,-4.4416e-05-0.00028735i,0.00023544-0.0012308i,0.00098097-0.0011616i,0.00099139+6.6174e-05i,0.00079684+0.00034377i,0.00048082-0.00016512i,4.1813e-05-0.00042505i,1.5511e-05+6.9881e-05i,0.0002757+0.00057817i
-0.0010223-0.0010156i,-0.0010228-0.0012405i,-6.2699e-05-0.0021885i,-0.00052761-0.0020019i,-0.0016874-0.0015374i,-0.0019954-0.0018303i,-0.0013158-0.001521i,-0.00080955-0.00073771i,-0.00052888-0.00036428i,-0.00038009+0.00013775i,-0.0010549+0.00037312i,-0.00094585+0.0002127i,-0.00053118+0.00024453i,-0.00036058+0.00020252i,-0.0003256-0.00044172i,-0.00031794-0.00082235i,-0.0001104-0.00033614i,3.6901e-05-0.00074649i,-9.75e-05-0.0013516i,5.4476e-05-0.00060631i,0.00014223+1.0358e-05i,0.00032137-2.4955e-05i,9.1118e-05-0.00028297i
0.0017856-0.0017773i,0.0017638-0.0018052i,0.0010905-0.0013794i,0.00052003+0.00062538i,5.7626e-05+0.00046153i,-0.0006375-0.00056981i,-0.0012298-0.00016185i,-0.00073361+0.00010587i,-0.00023108+0.00027382i,-0.00058928+0.00031928i,-0.00084157-0.00025998i,0.00034711-0.00023048i,0.0015812+0.00013865i,0.00041276-0.00040347i,0.00024345-4.2229e-05i,0.00047795+0.00048678i,0.00017999+0.0006171i,-0.00020178+0.00068328i,-0.00034816+0.00041576i,0.00024663-1.8185e-05i,-0.00016347-0.00037128i,-0.00044109-0.00056768i,-0.00036008-0.00035745i
0.00032896+0.0011409i,0.0017949+0.00058636i,0.0010116-0.0010783i,3.4476e-05-0.00090136i,-0.00049364+0.00050259i,-0.0010944-7.1031e-05i,-0.0012128-0.00011745i,-0.0012696+0.00030195i,-0.00065772-5.2214e-05i,-0.0005087+0.00023765i,-0.00076767+0.00056433i,-0.00045112+0.00087735i,-0.00026753+0.00061414i,-6.4893e-05-2.1552e-05i,0.00049547+0.00019683i,0.00030598+0.00080885i,0.0002954+0.0010215i,0.00029383+0.00075971i,1.4e-05+0.00047386i,-0.00027261+8.2998e-05i,-0.00048463-0.00092334i,-0.00059976-0.0011623i,-0.00044371-0.00040055i
-0.0031138-0.0012785i,-0.0023214+0.0005086i,-0.0011587+0.0016387i,-0.0008788+0.0023252i,-0.0014281+0.0018991i,-0.00077163+0.00086361i,0.00028089-0.00068205i,0.00036697-0.0010017i,0.00041633+0.00017891i,0.00041664+0.0006113i,-9.8232e-05+0.00030281i,-4.9428e-05-0.0003456i,0.00022187-5.053e-05i,-0.00012214+0.00038044i,-0.00068272+0.00072919i,-0.000547+0.00060057i,0.00018397-0.00014792i,0.000804-0.00034147i,0.0010267+2.6537e-06i,0.0011185+0.00029261i,0.00079209+0.00032262i,0.00043099-0.00025843i,0.00024501+0.00021331i
0.0015964+0.00095097i,-0.00044151+0.0016913i,-0.0024577+0.0012471i,-0.0025152-0.00014202i,-0.001333-0.00087245i,-0.00074989-0.0015429i,-0.0012229-0.001681i,-0.001463-0.00091121i,-0.0009655-0.00016662i,-0.00082469+0.00020132i,-0.0012799+0.00024023i,-0.0011832+0.00015097i,-0.00010973+0.00027466i,0.00051201-0.00016106i,0.0003953-0.00046752i,0.00048173-0.00074956i,0.0015882-0.0015133i,0.0019813-0.0015385i,0.00080848-0.00076907i,-0.00024916+0.0004208i,-0.00038732+0.0005735i,0.00030719+5.4708e-05i,0.00020396-8.4449e-05i
-0.0021723+0.00080535i,-0.0030014+0.0010098i,-0.0034852+0.0022283i,-0.0021504+0.0028408i,-0.00067578+0.001413i,-0.00096811-0.00064361i,-0.0006441-0.00091794i,0.00026213+3.6555e-05i,0.00040134+0.00055619i,0.00028183+0.00069985i,0.00018098+0.00037651i,0.00015744+0.00020714i,-2.3215e-05+5.705e-05i,-0.00074341-0.0005487i,-0.00077382-0.00043526i,-0.00058871-6.9693e-05i,-0.00062288-0.00068062i,0.00048172-0.0017455i,0.0010674-0.0012618i,0.00057282-6.782e-05i,0.00020135+0.00037078i,-0.00070733+0.00022403i,-0.001239+0.00016571i
-0.0021254-0.0019401i,-0.00062146-0.0016265i,-0.00026431-0.00067435i,-1.0284e-05+0.00029549i,-0.00024532+0.00063368i,-0.00057305+0.0003993i,-0.00077515-0.00048208i,-0.0013143-0.00043616i,-0.0012378-2.803e-05i,-0.00034765-0.00012114i,-4.628e-05-1.7056e-05i,-0.00013617+0.00011575i,0.00015679+7.0377e-05i,-0.00039148-0.00030076i,-0.00087604+1.2121e-05i,-0.00087262+0.00040873i,-0.00091586+3.515e-06i,-0.00071388+3.6485e-05i,-0.00016597+0.00015187i,1.3816e-05-0.00041372i,4.4234e-05-0.00091083i,0.00019514-0.00030598i,0.0001146-4.7876e-05i
-0.00049445-0.0010614i,-0.00048473-0.001008i,-0.0007778-0.00117i,-0.00098877-0.0012345i,-0.0021189-0.00065214i,-0.0024005-0.00050064i,-0.0012207-0.00069597i,-0.00035363+0.00034082i,-0.00015038+0.0010572i,-0.00012697+0.00073834i,-0.00043787+0.00082079i,-0.00043384+0.00011164i,1.6662e-05+9.1789e-05i,0.00070949+0.00040942i,0.00062509-3.6133e-05i,3.6747e-05-0.00022943i,-0.00042754+2.6965e-07i,-0.00015487-0.00050113i,0.0001933-0.00040989i,-0.00037177+0.00021931i,-0.00088243-0.00015923i,-0.00081017-0.00088696i,-0.00037842-0.00054508i
0.00044934+0.00038166i,0.00047638-0.0001967i,0.00049553+0.00014112i,-0.00025587+0.00011729i,-0.0010203-5.9034e-05i,-0.00095046-0.00091302i,-0.00096239-0.0010272i,-0.00085982-0.00038964i,-0.00052553+0.00020797i,-0.0008529+0.00036613i,-0.00050011+5.4024e-05i,-0.00011819-1.0374e-05i,-0.00024019+0.00052533i,5.1927e-05+0.00086726i,0.00020219+0.00052848i,0.00044151-6.2497e-06i,0.0010302+9.5219e-05i,0.001055+0.00032463i,0.00068148+1.275e-05i,0.0003235+0.0002375i,0.00050677+0.00026485i,0.00069652+0.00027731i,0.00050649-0.00015438i
0.00077377+0.001132i,0.00058198+0.0019757i,8.6562e-05+0.0017577i,-0.00012245+0.00040043i,-0.00046668-0.00036808i,-0.0011832+2.2821e-05i,-0.00023919-0.00037996i,0.00079471-0.00025229i,0.00050525+8.5668e-05i,0.00019604-0.00030408i,-0.0001766+0.00021815i,-9.3912e-06+0.00095158i,0.00048152+0.00096749i,0.00071944+0.0010502i,0.00060144+0.00062238i,0.0004122-3.1371e-05i,0.00017078-0.00045455i,-5.1043e-05-0.00084809i,0.00054499-0.00088643i,0.0014799-8.6647e-05i,0.00096231+0.00035073i,-0.00018522+0.00044355i,-0.00041036+0.00042907i
0.0023944-0.0013299i,0.0015775-0.0017337i,-0.00022377-0.00083763i,-0.001655-0.00018245i,-0.0019912+0.00014074i,-0.0015106+0.00078045i,-0.00072268+0.00090473i,1.5398e-05+0.0010057i,0.00024175+0.00098927i,-0.0001452+0.0001309i,4.2774e-05+0.00024741i,0.00020678+0.00098206i,-0.00041234+0.0009362i,-0.00029849+0.00067055i,0.00012882+0.00034984i,0.00015615+0.00011197i,0.00069469-1.6689e-05i,5.968e-05-0.00016179i,-0.00052914-0.00015607i,0.00011977+0.00013407i,-0.00011109+0.00050925i,-0.00028599+0.00049322i,9.2721e-05-0.00031143i
-0.00070224+0.0011694i,-0.0010566+0.0014025i,-0.0006285+0.0011696i,0.00041641+0.0013221i,2.9068e-05+0.00097534i,-0.0011053-0.0005802i,-0.001551-0.00091458i,-0.00095964-0.00032189i,-0.00012917-6.3719e-05i,0.00021086+0.00039203i,-0.0002247+0.00035835i,-0.00052235-0.00057274i,1.0494e-05-0.0013482i,0.00024435-0.0010557i,0.00022621-0.00026588i,0.00035458+0.0005825i,0.00056182+0.00095179i,0.00025661+0.00051412i,0.0002595-0.00017743i,0.00047339-0.00036434i,-7.852e-05-5.7304e-05i,-4.1236e-05-6.034e-05i,0.00094373+0.00023951i
0.0049273-0.0088971i,0.0053583-0.012761i,-0.0020124-0.013177i,-0.0076802-0.0066712i,-0.0090518+0.00034069i,-0.0037848+0.0040954i,0.0015342+0.0025261i,0.0011128+0.00099184i,-0.00047146+0.00061187i,-0.0015587+0.00073561i,-0.0015528+0.0013148i,-0.0008826+0.00063266i,7.6197e-05+0.0005139i,0.0011165+0.00094053i,0.0012976+0.0007236i,0.0011085-0.00020959i,-0.00015671-0.00088247i,-0.00047933-0.00080758i,0.00070237-0.0010753i,0.00080365-0.00090905i,0.00045226-4.7043e-05i,-2.9975e-05+0.00026929i,0.00016809-5.7367e-05i
0.0043283-0.0018087i,0.0028331-0.0010514i,0.0011041-1.9104e-05i,-0.00063611-0.00023638i,-0.0028143-0.0014367i,-0.0035948-0.0015424i,-0.0019248-0.0011457i,5.7404e-05-0.0011957i,0.0002031-0.00070549i,-0.00014831+5.4419e-06i,2.7755e-05+0.00092156i,0.00024171+0.00070089i,0.00033374-5.7021e-05i,-2.7561e-05+0.00013783i,0.00012449+0.00066481i,3.5625e-05+0.00040967i,-0.000231+8.7865e-05i,-0.00029572-2.3998e-05i,-0.00014142-0.0007215i,0.00026435-0.00057464i,0.00070826+0.0004576i,0.00038457+0.0012421i,-0.0001052+0.0009346i
-0.00058718+0.0012261i,-0.0010616+0.0010708i,-0.0010557+0.00038866i,-0.0016462+0.00086677i,-0.0024985+0.00072635i,-0.0015014+0.00044289i,-5.1388e-05+0.00038809i,2.474e-05+0.0008118i,-0.00078093+0.00023748i,-0.00080928-0.0001357i,-0.00087829+0.00082874i,-0.00039604+0.00089603i,0.0007416-0.00019652i,0.0011493-0.00050303i,0.00073144+0.00013183i,0.00035434+1.4279e-05i,0.00014891-0.00040331i,-0.00034566-0.00045915i,-0.00024749-0.00028683i,0.0010609-3.3084e-05i,0.0015379+0.00023248i,0.0006025+0.00048022i,-0.00068947+0.0005314i
-0.00029785-0.00019757i,-0.00040086-0.00091443i,-0.00052354-0.0011087i,-0.001013-0.00071181i,-0.0011811-0.0011023i,-0.00063706-0.0016421i,-0.00012256-0.0019641i,-0.00027691-0.0011232i,8.3425e-05+0.00052734i,-5.5671e-05+0.001676i,-0.00053688+0.00040087i,-5.0379e-05-0.00015339i,0.00056916+0.00098793i,0.00033423+0.00098503i,0.00032876-1.8724e-05i,0.00013573+0.00038511i,-2.2411e-05+0.001146i,0.00019991+0.00093651i,0.00035907+0.00074922i,0.00033761+0.00052018i,9.9498e-05+0.00075813i,-0.00011325+0.0010435i,-0.00026472+0.00077523i
-0.0013328-0.0017177i,-0.001217-0.00095598i,-0.001352+0.00038422i,-0.0012307+0.00097013i,-0.00088497+0.00083242i,-0.0011947-5.6539e-05i,-0.0011219-0.00047474i,-0.00034831+0.00044726i,-0.00042507+0.0010932i,-0.00091619+0.0008263i,-0.00077672+0.00035515i,-0.0002626+0.00043154i,-2.8241e-06-0.00053062i,-0.00031589-0.0010844i,-0.00047814-0.00034906i,-0.00036552-7.2655e-05i,0.00027146-0.0001851i,4.2296e-05+0.0002824i,-0.00021489-4.2193e-05i,0.00049555-0.00054114i,0.00017451-0.00023597i,-0.0001477-0.00038693i,4.8405e-05-0.00089033i
-0.00062312+0.0020743i,-0.0011377+0.0017146i,-0.0015295+0.0019i,-0.00095523+0.0016739i,0.00042587+0.0011809i,0.00095545-0.0003169i,0.00069743-0.0011678i,0.00034697-0.00034528i,-0.00042262+0.00032745i,-0.001217+0.00023036i,-0.00073881+0.00054516i,0.00035624+0.00045812i,0.00091343+0.00037823i,0.00025139+0.00037124i,-7.0277e-05+0.00024011i,-3.6444e-05+0.00026006i,0.00045711+2.0764e-05i,0.00064016+2.8364e-05i,0.00031249-3.2234e-05i,-0.00037181-0.000224i,-0.0015264+0.00011063i,-0.001051+0.00013488i,-0.00024535+0.00030198i
0.00093973+0.0014784i,0.00082888+0.0025782i,0.0016933+0.002287i,0.0018352+0.00074672i,0.00045897-0.00049908i,-0.00076192-0.0010549i,-0.001366-0.0015393i,-0.0016102-0.0011792i,-0.0013108-0.00034295i,-0.00074219-0.00019632i,-0.00011109-0.00030707i,-0.00016518-0.00020654i,-0.00026801-0.0004569i,-0.00049464-0.00065764i,-0.00068181-0.00037647i,-0.00013524-0.00097677i,0.00036048-0.0011347i,0.00010783-0.00034496i,0.00050577-0.00048827i,0.00054779-0.00042326i,-0.00034301+0.00016599i,-0.00094782-9.0722e-07i,-0.00041768-0.00027646i
-0.00056973+0.0013321i,-0.0011427+0.0015279i,-0.0015067+0.0015756i,-0.00074975+0.001856i,-0.00040161+0.0011035i,-7.0756e-05+0.00020831i,-9.4116e-05+0.00049822i,-0.0002102+0.001088i,-0.0001674+0.0011723i,-0.00026242+0.0010697i,-0.00019853-7.218e-05i,0.00019939-0.00090013i,0.00054174-0.00025144i,0.00017502+2.2928e-05i,-0.00027267-2.8788e-05i,-9.0092e-06-0.00034587i,0.00017752-0.00056114i,0.00036724-0.00089185i,0.00062815-0.00027998i,0.00051795+0.00043752i,0.00034535-0.00059935i,9.8077e-05-0.00083043i,-3.8574e-05-0.00024438i
0.0013115+0.00089117i,0.0013462+0.00026903i,0.00078581-0.0008089i,0.00010568+0.00032866i,-0.00077807+0.00043005i,-0.0012184-5.6087e-05i,-0.0011044-0.00033621i,-0.00058513-0.00066205i,4.6279e-05-3.4241e-05i,0.00039582+0.00019508i,0.00030012-7.1864e-05i,-0.00023013+4.3285e-05i,0.00025274+0.00018573i,0.00099373+0.00034472i,0.00085797+0.00024583i,0.00047773+5.3595e-05i,0.00032526+0.00043454i,0.00040448+5.9296e-05i,0.00061735-0.00050632i,0.00031095-0.00063193i,0.00012494-0.00076579i,-0.00043442-0.00055727i,-0.00061761-0.00109i
4.9451e-05-0.0025721i,-0.0013114-0.0028697i,-0.0027223-0.0017954i,-0.00299+0.00014945i,-0.0025795+0.00071513i,-0.0016455+0.00053385i,-0.0007165+0.00024238i,-0.00036261+0.00031082i,-0.00013386+0.00029648i,0.00049717-0.00012309i,0.00089253+0.00019391i,0.00018832+0.00068026i,-0.00039789+0.00052502i,2.9986e-05+0.00041926i,0.00067593+4.5743e-05i,0.000776-0.00011899i,0.00084383+0.00047095i,0.00087619+0.00060676i,0.00064557-0.00026818i,0.00094973-0.0008847i,0.00016501-0.00044312i,-0.00070613-0.00034156i,4.6387e-05-0.00048132i
-0.0017222-0.0029247i,-0.0024103-0.0015027i,-0.0030788-0.0009895i,-0.0032936-0.00029048i,-0.0029239+0.00013042i,-0.0019199-8.3579e-05i,-0.00095456-6.8142e-06i,-0.00020407+0.00047464i,-0.00024232+0.00062448i,-0.00072724+0.00040036i,-0.0007855+0.00041522i,-0.00010132+0.00028701i,0.00096885-0.00032741i,0.00078019-0.00027853i,-0.00014027-5.6612e-05i,-3.4382e-05-5.3132e-05i,0.00049766-0.00064523i,0.00096374-0.00075299i,0.00052333-0.00059463i,-0.00022397-0.00074162i,-0.00051911-0.00081115i,-0.00063846-0.00021152i,-0.00015134+0.00060721i
0.0013535-0.00062064i,0.0023785-0.00091498i,0.0024545-0.0003974i,0.0021946+8.1452e-05i,0.0013838-3.0129e-05i,0.00013517-0.00026891i,-0.00064023-0.00023198i,-0.00037715+0.00064349i,-7.0072e-05+0.00041781i,-0.00010232-0.00016437i,-0.00073507+0.00028927i,-0.0010211+0.00056032i,-0.00042465+0.00021116i,0.00032415+0.00025249i,0.00087185+0.00069715i,0.00083623+0.0011546i,0.00043392+0.00083835i,-0.00017986-0.00016182i,-0.00069288-0.00057739i,-0.00014861-0.00055313i,0.00019686-0.0008411i,0.00016706-0.00049871i,0.00040853-0.00016612i
-0.00015925+0.0020048i,7.4521e-05+0.0016094i,-0.00011537+0.0003067i,-0.00093144-0.00024315i,-0.0021412-0.00063241i,-0.0017795-0.00077666i,-0.0012254-0.00037339i,-0.0010215-0.00010043i,-0.00069913-0.0002065i,-0.00042748+9.9405e-05i,0.00023401+0.0008363i,0.00077488+0.00094949i,0.00092599+0.00052169i,0.00019504+0.00054451i,-0.00065954+4.7264e-05i,-0.00036763-0.00036857i,0.00011162-5.5833e-06i,-0.00045351+0.00027072i,-0.00063425+0.00024705i,-0.00029171-0.00016218i,-0.00018621-0.00021525i,-0.0002244-0.00021479i,-0.00055656-0.00019799i
0.00055165-0.00021384i,0.00097807+0.00055501i,0.0016152+0.00025446i,0.00055329-0.00050833i,-0.0012619-0.00077543i,-0.0015301-0.00034115i,-0.0012496-0.00033189i,0.00010758-0.0003776i,0.0014467+5.7059e-05i,0.00083495+0.00034347i,0.00011437-5.7549e-05i,0.00010039-0.00016584i,-0.00043842+0.00056177i,-0.00079619+0.00016628i,0.00015898-0.0014754i,0.00066957-0.0012162i,0.00055246-0.00031974i,0.0002856-0.00051959i,-9.7997e-05-0.00026911i,-0.0002291-2.0259e-05i,-0.00017147-0.00040416i,0.00044591-0.00034154i,0.00063256+0.00032858i
9.0724e-05-0.0016117i,0.00036102-0.0011154i,0.00066303-0.00071249i,1.3444e-05-0.00024439i,-0.0010752+0.00033411i,-0.00087099-0.0002172i,-0.00048441-0.00067383i,-0.00098088-0.00099371i,-0.0013432-0.0010786i,-0.00087367-0.00023723i,-0.00050186+0.00030926i,-0.00022921-0.00033481i,0.00077473-0.00060443i,0.00012163-7.8117e-05i,-0.00062259-4.0215e-05i,-0.00020459-0.00029411i,0.00032187-1.7267e-05i,0.00029838+7.897e-05i,-3.3968e-05+0.00036193i,0.00029643+0.00068025i,0.00059031+0.00047677i,1.7795e-05+0.00041753i,0.00010856+0.00080986i
-0.0010816+0.00083711i,-0.00088697+0.0011554i,-0.0016061+0.00099776i,-0.0016132+0.0010246i,-0.00053014+0.000509i,0.00030701-0.00028567i,0.00070583-0.00022159i,0.00075525-0.00034066i,0.00089754+7.3741e-06i,-3.0282e-06+0.00037717i,-0.00059716-0.00026791i,-8.5773e-06-0.00052274i,0.0001868-0.00030463i,-0.00029728+0.00013849i,-0.00025077+0.0003821i,-0.00036494+8.662e-06i,0.00034935-0.00062133i,0.00043064-0.00031412i,-0.00086258+0.00067889i,-0.0012594-0.00014581i,-0.00022953-0.0011126i,0.00031738-0.00025306i,-2.4576e-05-0.00035553i
0.00021822-0.0015388i,-0.00047244-0.00014394i,-0.00034834+0.00025288i,-0.00032112+0.00065828i,-0.0020498+0.00077029i,-0.0021806+0.00057749i,-0.00084463+0.00061526i,-0.00081947-0.00011524i,-0.0011011-0.00045383i,-0.0010182-3.2613e-05i,-0.0011263+0.00047229i,-0.00078356+0.00087852i,-0.00051065+0.00050201i,-0.00040841-0.0003927i,-0.0004906-4.081e-05i,-1.3835e-06+0.00066188i,0.00015277+0.00037817i,1.0304e-05+1.0608e-05i,-0.00010984-0.00023179i,0.00049766-0.00017936i,0.0011334+7.5243e-06i,0.00054035-1.0622e-05i,-0.00022899-0.00033531i
0.0015671-0.00040351i,0.00050392-0.0014266i,-0.00053099-0.0024221i,-0.0003715-0.0017065i,-0.00019749-0.00071992i,-0.00069551-0.00054625i,-0.00051571-0.00048315i,-0.0003971-0.00018977i,-0.00021815+0.000319i,-0.00072858+0.00046956i,-0.00094947+0.00035738i,-0.00020109+0.00080579i,0.00040784+0.00059202i,0.00028027+0.0006027i,0.00012282+0.00083977i,-0.00037814+0.00071541i,-0.00030135+0.00055911i,-0.00030698+0.00055605i,-0.00051758+0.0001801i,-0.00019907+0.0002103i,6.4201e-06-9.1036e-05i,-0.00023172-0.00030053i,-0.00037935+0.00047099i
0.001155-0.0011561i,6.9382e-05-0.00054439i,-0.00094081+0.00058218i,-0.001535+0.00020249i,-0.0016983-0.00096556i,-0.0014656-0.0012558i,-0.0012543-0.00086642i,-0.00070001-0.00026916i,0.00051585-5.4875e-05i,0.00092936-0.00036653i,0.0002654-0.0006262i,1.5516e-06-0.00066598i,5.6086e-05-0.0006538i,0.0004094-0.00019946i,0.00029696+0.0003892i,0.00011073-7.234e-05i,0.00040229-0.001183i,0.00066972-0.00090127i,0.00032541-0.00036682i,-0.00011052-0.00084443i,-0.00062548-0.00017415i,-0.0015022+0.0004407i,-0.00075996+0.00050028i
-0.00048378-0.0026972i,-0.00034704-0.0029249i,-0.0022489-0.0024754i,-0.0035826-0.0012353i,-0.002856-0.00016903i,-0.00098979+0.00011102i,-5.4353e-05-8.5395e-05i,0.00021757-0.0001913i,0.00075426-0.00022504i,0.00035946+8.6834e-05i,-0.00020304+0.00029444i,-6.8077e-05+0.00023585i,0.00037559-0.00024558i,0.00020439+7.2353e-05i,9.8486e-05+0.0004803i,-0.00016795+0.00023453i,-0.00011865+0.00022404i,0.00025399-0.00015151i,0.00046934-0.00088608i,0.00099414-0.001134i,0.00099202-0.00077961i,0.00029991-0.00040437i,0.00037785-0.00037815i
