-0.0023843+0.00018174i,-0.00094637-0.0010168i,-0.0020985-0.0016567i,-0.0017381-0.00079546i,-0.0009361+0.00122i,-0.00037635+0.0029765i,-0.00013301+0.002935i,0.00083227+0.0017465i,0.0021207+0.0013384i,0.0015643+0.0010075i,0.00054745+0.00031927i,-3.5185e-05+9.4704e-05i,-0.00075055-0.00019341i,-0.0010472-0.00050381i,-0.00048167-0.00025958i,-6.6926e-05+0.00071331i,-0.00050331+0.0015035i,-0.00052001+0.00091664i,2.4254e-05+0.00021135i,0.00026532+0.00040544i,0.00015269+0.00051067i,0.00040991+0.00051206i,0.00055268+0.0005503i
0.00044472-0.00073748i,-0.00041126+0.0008212i,0.00080722+0.0014888i,0.0015653+0.0006129i,0.00025937-0.00065293i,-0.00085744-0.00046167i,-0.0010018-9.4475e-05i,-0.00071259+0.00024475i,0.0001214+0.00054749i,0.00049142+0.00018793i,-9.2334e-05-0.0002266i,-0.00078091-0.00048938i,-0.00078813-0.00062485i,-0.00043775-0.00030829i,8.0975e-05-1.1418e-05i,0.00038653+0.00036049i,-4.0355e-05+0.0010568i,-0.00012697+0.0010723i,0.0004913-0.00022077i,0.00042048-0.00082459i,0.00051326-0.00021657i,6.8094e-05-8.1554e-05i,-0.00049349-0.00048356i
0.0021514-0.00054654i,0.001391-7.9377e-05i,0.00092887+3.9754e-05i,0.00094754+6.6324e-05i,0.00087468-0.00020736i,0.00044897+0.00021425i,-0.0003736+0.0010863i,0.00024906+0.00082977i,0.00060408+0.00021203i,0.00095245+5.7583e-05i,0.00096246-0.00056763i,0.00037154-0.00077762i,0.0004441-0.00030404i,0.00059323-0.00032071i,0.00046508+0.00043736i,0.00090739+0.0010967i,0.00051782+0.00043713i,0.0002686-0.00010364i,0.00069901-0.00092495i,0.0002683-0.0013663i,-9.2616e-05-0.00074131i,-0.00010943+2.9251e-06i,-0.00042+0.00014557i
-0.0026838+0.00071623i,-0.0027964+0.00062168i,-0.0025504+0.0008411i,-0.0016892+0.0010316i,-0.0011389+0.00058683i,-0.0010374+0.00012271i,-0.0011256+0.00083374i,-0.00071661+0.00047716i,-0.00071706-0.00055561i,-0.00089851-0.00079431i,-0.00038863-0.00068158i,3.5219e-05-2.5385e-06i,0.0005877+0.00073766i,0.00079149+0.00086735i,0.0011252+0.0010375i,0.00061399+0.00098396i,-0.00030506+0.00041935i,-0.00060102-0.00037148i,-0.00063254-0.00014755i,-1.9501e-05+8.363e-05i,0.00019548+2.7193e-05i,-0.00031525-0.00039085i,0.00019394-0.00059602i
-0.0030331-0.0025972i,-0.003077-0.0031218i,-0.0018205-0.0016191i,-0.00084163-0.00069815i,-0.00036254-0.0005678i,-0.00023904+0.00039947i,0.00010083+0.001189i,0.00014136+0.0006652i,-0.00044456-0.00039233i,-0.00065906-0.00043306i,5.7877e-05+0.00037445i,0.00054984+0.00068799i,0.00048288+0.00027829i,0.00058786+0.00017411i,-8.5126e-05+0.00022605i,-0.00087819+0.00012032i,-0.001343-0.00028453i,-0.00043649-0.0011094i,0.00122-0.0011346i,0.0014845-0.00037376i,0.00041733+0.00039105i,-0.00044561+0.00021205i,-0.00033229+0.00034822i
0.0031466-0.00034697i,0.0017287-0.0015099i,0.00085668-0.0024373i,0.0011315-0.0014401i,-5.5309e-05-0.0013418i,-0.00084467-0.0018502i,-0.00062126-0.00079512i,-0.00048706+0.00023323i,-0.00054216+0.00054562i,-0.00020502-0.00024753i,0.00059074-0.0010958i,0.00074934-0.00087871i,0.00017007-0.00029471i,0.00054957+0.00018937i,0.0011527-0.00030802i,0.001288-0.00067008i,0.001051-0.00058212i,0.00071901-0.00084838i,0.00044974-0.00073286i,7.6498e-05+0.00047202i,-0.00011354+0.0011187i,-0.0005493+0.0005215i,-0.0011736-0.00027686i
0.00056674+0.0028029i,0.00016685+0.0018706i,-0.00084379+0.00084111i,-0.00059359-0.00017788i,-0.00030778-0.00041157i,-0.00096092+0.00016747i,-0.0010892+0.0010454i,-0.00081847+0.0015064i,-0.00019458+0.00083249i,-0.00016784+0.00062106i,-0.00024158+0.00059534i,0.00045257+6.831e-05i,0.0011621-0.00074435i,0.0010097-0.001669i,-1.2053e-05-0.0019062i,-0.00024419-0.0013911i,-0.00074879-0.00060739i,-0.001198+7.4943e-05i,-0.00057252+0.0010362i,-0.00094104+0.00080941i,-0.00076413-0.00077483i,0.00043924-6.5938e-05i,0.00083148+0.0003089i
-0.00084336-0.001398i,-0.00066268-0.0019169i,0.00047493-0.002068i,7.637e-06-0.0013046i,-0.0011457-0.00079606i,-0.0011953-0.0013003i,-0.00082063-0.00036222i,-0.00068826+0.00083573i,-0.0006773+0.00038686i,-0.00078131-0.00029886i,-0.0010193-0.00056498i,-0.00078882-0.00024809i,0.00015113+0.00034041i,0.00065763+0.00024562i,0.0011384-0.00011924i,0.0011212+5.8135e-05i,0.00032488+9.0256e-05i,-0.00023219-0.00036017i,-0.00025213-0.00064216i,0.00037578-0.00029262i,0.00035966+0.00018268i,-1.1072e-06+0.00029094i,3.2609e-05+0.00035274i
-0.0015493+0.00085505i,-0.00079389+0.00095608i,0.00020842+0.00078643i,0.0011005-7.9604e-05i,-0.00012521+9.0752e-05i,-0.00079156+0.00028831i,-0.0003677+0.00066954i,-8.3714e-05+0.00082411i,-0.00024052+0.00044237i,-0.00023196-0.00021901i,0.0004677-5.6919e-05i,0.00078914+0.00041247i,0.0010243+0.00035914i,0.0013438+0.00011028i,0.00047978-0.00015805i,5.7111e-05-0.00028382i,0.00066227-0.00036313i,7.2795e-06-0.00010589i,-0.00088813+0.00020219i,-0.00033402+0.0004843i,-0.00039189+0.00019801i,-0.0013629-0.00052908i,-0.0010866-0.00027067i
0.0013475-0.0010246i,0.0020544-0.0017942i,0.0015377-0.0016295i,0.0012236-0.0013428i,0.00024783-0.0010429i,-0.00052481+0.00021322i,-0.00059553+0.00089776i,-0.00046085+0.00055491i,1.6467e-05+0.00060586i,-6.5354e-05+0.0011268i,-0.00010216+0.0012199i,0.00072504+0.00065332i,0.0011174-1.3597e-05i,0.00088878-0.00015098i,0.0004621-0.00052741i,8.6712e-05-0.00066883i,-9.344e-05-0.00083683i,-6.119e-05-0.0010644i,0.00033367-0.00038499i,0.00035048+5.3693e-05i,0.00016907-0.0004322i,0.00012099-0.00083074i,-8.3283e-05-0.00055501i
0.00043927+0.0024787i,0.0015475+0.0025272i,0.00097719+0.00085547i,0.0015516-0.0012274i,0.0018171-0.0013503i,0.00097041-0.00052057i,0.0003057+3.8452e-06i,-4.0048e-06+0.0011172i,0.00013542+0.0017913i,0.00031804+0.00022044i,0.00035775-0.00070263i,8.0847e-06+0.00013655i,-0.00053015-0.00023872i,0.00011612-0.00018244i,0.00036968-0.00036234i,0.0001655-0.00086382i,3.328e-05-0.00041627i,-0.00058687-0.00018964i,-0.0011215+4.5406e-05i,-0.00084346-0.00015437i,-0.00034289-0.00053796i,0.00010224-0.00093787i,9.075e-05-0.00098022i
-0.0016375+0.0012733i,-0.0012139+0.0013137i,-0.00074147+0.0001395i,0.00063068-0.00045325i,0.00080581+0.00064749i,0.00025175+0.0010649i,-0.0005092+0.00097718i,-0.001066+0.00051522i,-0.00099675-0.00051394i,-0.00021538-0.00052794i,0.00049278-0.00042216i,0.00091182-0.00072342i,0.00051429-0.0010086i,-0.00012375-0.0012286i,6.1738e-05-0.00083872i,0.00027257-0.00042292i,0.00010403+0.00016784i,-0.00039314+0.00030265i,-0.00027087+0.0001591i,-0.00027299+0.00019906i,-0.00108-0.00011401i,-0.00055395-0.00059556i,-0.00017505-0.0006117i
0.00032621-0.0011231i,0.00042071-0.0023093i,0.0014174-0.0029477i,0.0019174-0.0018694i,0.00076642-0.00091596i,9.0247e-06-0.00070561i,1.8738e-05-0.00028573i,-0.00018281+0.00065474i,-7.4552e-05+0.00058978i,4.2208e-05-1.69e-05i,-0.00042373-0.0005542i,-0.0005702-0.00091737i,-0.00035195-0.00057551i,-9.3872e-05-0.0005026i,-0.00048065+0.00012746i,-0.00056626+0.00047992i,-0.00028824+0.00034486i,-0.00025873+0.00066983i,0.00024445+0.00083241i,0.00030483+0.00068169i,-0.00031173+0.00070846i,5.2886e-05+0.00046093i,0.00048815+0.00014348i
0.0008818-0.0018037i,-1.4639e-05-0.00047737i,-0.00042794+0.00045989i,-0.00053925+0.00074588i,-0.00083923+0.00011277i,-0.00024209+0.00037534i,0.00021516+0.0011749i,0.00032292+0.00082246i,0.00024709-1.8512e-05i,-0.00032012-0.00072855i,-0.00041163-0.00021234i,0.0001509+0.00059377i,0.00046618+0.00058216i,0.00038154+0.00096167i,0.0003659+0.0011575i,0.00027823+0.00017375i,0.000514-0.0010488i,0.00042707-0.00041101i,-0.00019876+0.00079356i,-0.000474+0.00034568i,0.00020553-0.00017344i,0.0004392-3.7464e-05i,-0.00019913-0.00032667i
-0.0014621+0.00024085i,-0.00075107-0.00070212i,-0.00051293-0.00093203i,3.7259e-05-0.00030051i,-0.00040748+0.00089504i,-0.00049946+0.0014123i,-0.00029922+0.0012442i,-0.0002249+0.0013499i,0.00053246+0.0012698i,0.00081825+0.00065241i,0.00025662+0.00052457i,0.00018052+0.00067457i,0.00014121+0.00076946i,-0.0002185+0.00022937i,0.00041102+0.00014971i,0.00063308+0.0011974i,-0.00035256+0.00090046i,-0.00097293+5.4667e-05i,-0.00080285+5.0637e-06i,-0.00053738+0.00013412i,-0.00032212-0.0003658i,0.00036239+2.3983e-05i,0.00022201+0.0010198i
-0.0027781-0.00038534i,-0.0030789+8.7621e-05i,-0.0014422+0.0005198i,-4.4986e-06+0.00038764i,-0.00033764+0.00017915i,-0.00057685+8.5214e-05i,-0.00032978+0.00050572i,0.00020048+0.00076004i,0.0009853+0.00037687i,0.00028714-0.00043501i,-0.00070407-0.00097312i,-0.00017486-0.0011921i,0.00017332-0.0010219i,0.00031195-0.00071122i,0.00028311+0.00028304i,-0.00066333+0.00035713i,-0.0013206-0.00047455i,-0.001016-0.00043577i,-9.288e-05-0.0004104i,0.00014277-0.00048848i,-0.0004598-0.00067566i,-0.00080095-0.00049093i,-0.00087515-0.00042486i
0.003719-0.0020709i,0.0037909-0.0032761i,0.0025419-0.0033917i,0.00096332-0.0028076i,0.00027334-0.0015631i,-0.00022165+0.00039694i,-0.00032197+0.00037901i,-6.5191e-05-0.00020077i,0.00070103-0.00026376i,0.00090535-0.00048815i,0.00039383-0.00015556i,1.0275e-05+0.00037291i,-0.00044599+0.0004389i,-0.00069587+0.00028822i,-0.00068907+0.0003055i,-0.00066633-2.0125e-05i,-0.00064-0.00020096i,-0.00031443-0.00016508i,-3.6503e-05-0.00052368i,0.00021689-0.0007663i,0.00013719-0.00057281i,-0.00013427-7.7797e-05i,0.00014868-1.8834e-05i
-0.00017652+0.0012675i,0.00041814+0.001162i,0.00068486-0.00028683i,0.00026493-0.00098575i,-0.00027127-0.0011089i,-0.00020089-0.0010433i,-0.00046366+0.00022707i,-0.00063708+0.0010938i,0.0005359+0.0008299i,0.00082768+0.00027307i,2.4028e-05+0.00022867i,-0.00019958+0.00048352i,-0.00058586+0.00015277i,-0.0003726-7.2064e-05i,0.00024803+0.0002185i,-0.00037827+0.00016446i,-0.00072337-9.4208e-06i,-0.00045075+9.1696e-05i,-0.00057106+0.00022302i,-0.00058642+0.00024497i,-0.0003386+0.00012208i,-0.00048387+0.00010247i,-0.00012247-0.00024307i
0.0019466+0.00072077i,0.0017628+0.00025169i,0.00026481-0.00035296i,-0.00046265-0.00083834i,-0.00030589-0.00034403i,0.00058852+0.00064631i,0.00077669+0.00067105i,0.00021482-0.00018354i,0.00075531-0.00018576i,0.00054708+0.00014496i,-0.00082923-0.00026452i,-0.0012613-0.0006316i,-0.00097038-0.00083257i,-0.0004615-0.00043569i,-6.0071e-05+0.0004158i,0.00014484+0.00038405i,0.0003045+9.78e-05i,0.00023163-0.00027763i,-2.5457e-06-0.00085183i,0.00032213-0.00043106i,0.00084282+0.00023187i,0.00049005-0.00010148i,0.00034542-0.00088529i
0.00040577+0.0016005i,0.0016768-0.00087705i,0.0025808-0.0035537i,0.0016827-0.0036916i,-9.0164e-05-0.0031328i,-0.0011686-0.0012409i,-0.00071144+0.0013068i,0.00019384+0.0024379i,0.0008114+0.00079549i,0.00059062-0.00078762i,-3.6299e-07-0.00041995i,0.00021936-0.00018132i,0.00063122+0.00033578i,3.8139e-06+0.00094774i,-0.00073895+0.00027185i,-0.00069451-9.2041e-05i,-0.00026139-0.00050155i,-0.00029043-0.0006171i,-0.00063836-6.2038e-05i,-0.00077834-0.00030461i,-0.0012193-0.00050731i,-0.0011661-0.00028866i,-0.00053534-0.0001456i
0.0022857-0.0012414i,0.0023164-0.00085125i,0.0014167-0.0017382i,0.00048707-0.0028089i,0.00025372-0.0026471i,0.00037597-0.0014574i,-0.00034424+0.00021189i,-0.00048131+0.00096257i,0.00044663+0.00073288i,0.00032691+0.00040811i,-0.00051836+0.00045733i,-0.00062977+0.0011321i,-0.00085011+0.0011887i,-0.00077769+0.00070329i,-0.00048835+0.00084502i,-0.00051334+0.0010225i,-0.00027824+0.00040498i,-3.6735e-05-6.2164e-05i,0.00044946-0.00046701i,0.00093903-0.00025687i,0.00083354-5.8829e-05i,0.00045882-0.00027022i,0.00047786-0.00031085i
2.5381e-05+0.001106i,0.00072364+0.00044777i,0.00033246+0.00073771i,5.0319e-05+0.00057494i,0.00016551+0.00096863i,2.2078e-05+0.0012662i,-0.00088093+0.0012847i,-0.001288+0.001372i,-0.00022868+0.0010239i,0.00059152+0.00095495i,0.00010057-8.2081e-05i,-0.00076051-0.00086639i,-0.00059962-0.00060361i,0.00010823-0.00031065i,0.00047872-0.0003855i,0.00074159-0.00091204i,0.00034656-0.00069404i,-7.766e-05-0.00039298i,0.00021637-0.00068768i,0.00021002-0.00090571i,-0.0007183-0.00034389i,-0.00077286+2.6378e-05i,-3.123e-06+7.1709e-05i
-0.00058796+0.00082323i,0.00061086+0.0017093i,0.0012908+0.00026185i,0.0015212-0.0015564i,0.0013756-0.0013692i,-1.7142e-05-0.00025809i,-0.00060177-0.00025569i,0.00044029-4.5153e-05i,0.00071509+0.00066468i,-0.00010722+0.00085803i,-0.00024016+0.00097227i,-0.00023689+0.00085126i,-0.00049426-0.00014157i,-0.00039288-0.00020361i,-0.00064086+0.00018944i,-0.00021358-1.8724e-06i,-5.405e-05-0.00028701i,0.00045897-0.00026876i,0.0008101+0.00014657i,0.00044993+0.00023607i,-1.4059e-08+0.00064669i,-0.00030959+0.00018891i,2.842e-06-0.0005878i
-0.00020824-0.0025437i,-0.0014062-0.0021824i,-0.0018332-0.0022554i,-0.00051883-0.001718i,-7.4097e-05-0.00040231i,-0.0014525+0.00052429i,-0.0016398+0.00061776i,-0.0010025+0.00020701i,-0.0003823-0.00032296i,0.00025238-0.00025845i,0.00067153+0.00045104i,0.00015958+0.00060158i,-0.0010234+0.0002808i,-0.00096205+0.00036895i,-0.00014632+0.0011093i,-9.382e-05+0.00052846i,-0.00038603-0.00031914i,-0.00023829+0.00030892i,0.00026563+0.00046501i,-0.00014893+0.00062632i,-0.00042696-7.7775e-05i,-0.0001263-0.00082189i,-0.00017206-0.00074947i
0.001253+0.0011365i,0.0020596+0.0016074i,0.00070095+0.0014785i,0.00036083+0.00098609i,0.00046515+0.00072655i,-0.00080083+0.00035383i,-0.0012168+0.00018209i,0.00023322+0.00043631i,0.00079125+0.00067417i,0.00033311+0.00084892i,-3.264e-05+0.00060329i,0.00027209+0.00050556i,0.00065093+0.000561i,0.00053934+0.00018409i,4.8442e-05-8.0244e-05i,-0.00018442-0.00027076i,-0.00060403-0.00011573i,-0.00053903-5.1382e-05i,6.6279e-05-0.00050756i,0.00050832-0.0003647i,0.00047997+7.5942e-05i,-0.00041356+0.00047213i,-0.00056821+0.00036924i
0.00052807-0.00080952i,0.00022692-0.00047774i,-4.0214e-05-0.0013908i,-0.00029403-0.0013491i,0.00023195-0.00016009i,0.00015484+0.00072137i,-0.00047822+0.00077249i,0.00019197+0.00051584i,0.00021198+0.00016042i,-0.00074068-0.00038005i,-0.0010268+0.00028648i,-0.00053577+0.0011675i,0.00070159+0.00097146i,0.00080291+0.00023748i,-0.00013884+0.00056285i,-0.00024967+0.001363i,-2.3238e-05+0.0011492i,-4.7865e-05+0.0003401i,0.00023582-0.0008129i,0.00047567-0.0016141i,0.00030109-0.0016004i,-0.00042176-0.0003194i,-0.00033155+0.00033274i
-0.0014246-0.00067459i,-0.00062155-0.00051254i,0.00089805-8.0977e-05i,6.2678e-05-6.5982e-05i,-0.0010971+0.00019377i,-0.00090883-0.00012385i,-0.0010694+0.00026947i,-0.0013518+0.00083696i,-0.0012028+0.00043616i,-0.001003-0.0004923i,-0.00075626-0.00061413i,-0.00033194-0.00029332i,-8.4972e-05-4.386e-05i,5.2238e-05+0.00020802i,-0.00021421+0.0002127i,-0.00046583-1.3417e-05i,0.0001821+0.00057588i,-7.1693e-05+0.00073987i,-0.00075543-0.00026143i,-0.00057979-0.00062874i,-0.00058282+0.00016185i,-0.00062912+0.00036289i,-0.00044223+0.00056197i
1.3536e-05+0.00010744i,-0.00015614+0.00060561i,0.00023054+0.00022943i,0.00042301-0.00021166i,-0.0001329-3.76e-05i,-0.0016969-6.7351e-06i,-0.0021014-0.00010086i,-0.00055099+0.000458i,0.00017475+0.00095964i,-0.00097532+0.00019424i,-0.001801+2.6408e-05i,-0.0010596+0.00027928i,-0.00093506+0.00075546i,-0.0014396+0.001026i,-0.0014166-0.00014556i,-0.00072954-0.0011469i,-0.00023847-0.001407i,-1.8421e-05-0.00050364i,-0.00019568+0.00054185i,-0.00071031+0.0003092i,-0.0010112-0.00027066i,-0.00032248-1.26e-05i,0.00043153+0.00012401i
0.0028296+0.00017722i,0.0032805-0.00039051i,0.0024925-0.0011194i,0.001159-0.0016059i,-0.00030569-0.0012935i,-0.00069448+0.00032786i,-0.00036838+0.0017963i,-0.00028821+0.0024445i,-0.00023252+0.0020604i,-0.00016856+0.00055068i,-0.00044863-0.00027177i,-6.5086e-05-4.4048e-05i,8.4386e-06-0.00044806i,-0.00056281-0.00014232i,-0.0008183+0.00094155i,-0.00016721+0.0010391i,0.00012872+0.00041412i,-0.00013713-0.00027295i,-0.00042336-0.00018425i,-3.5974e-05-6.5246e-05i,0.00052473+0.00033042i,0.00016409+0.00054881i,-0.0002281+3.4337e-05i
-6.0315e-05-0.00042216i,-0.0002301-0.00093348i,-0.00070786-0.00034935i,-0.0017228-0.00044708i,-0.0014379-0.0011534i,4.8659e-05-0.0010358i,4.599e-05+0.00034427i,5.4142e-05+0.0010334i,0.00060944+0.00074987i,0.00057221+0.00062488i,-9.9076e-05+0.00092907i,-0.00011122+0.00072496i,-0.00023482-0.00023004i,-0.00067106-0.00014848i,-0.0005506+3.9431e-05i,-0.00014215+0.0003459i,3.6735e-05+0.0012187i,0.0004497+0.0011971i,0.00075042+0.00048238i,0.00016343+0.00029925i,0.0001215-0.00010948i,0.00060027-0.00026844i,0.00038458-0.00028303i
-0.00053246+0.0020743i,0.00033229+0.0018163i,0.0013679+0.00032746i,0.0011915-0.0010744i,4.066e-05-0.0014416i,-0.0011065-0.00024656i,-0.0021904+0.0015484i,-0.0018322+0.0021809i,-0.00091755+0.0015445i,-0.0001666+0.00019519i,0.00027705+0.00010222i,-0.00021897+0.00026245i,-0.00045159-6.9009e-06i,-0.00066284-0.00051931i,-0.00027643-0.00095046i,0.0002793-0.0009973i,0.00041312-0.00094772i,0.00023704-0.0005681i,-0.00046625+0.00031779i,-0.0015791+0.00015657i,-0.00086032-0.00018353i,-0.00012383+0.00037453i,-5.8081e-05-2.612e-05i
0.00059584-0.0012945i,0.0002557-0.00021322i,0.00050651-0.00060932i,0.00091108-0.0016633i,0.00021739-0.0012062i,-0.0010794+0.00026742i,-0.0015368+0.00065544i,-0.00070042+0.0010386i,0.00061639+0.0008239i,0.00086839+5.4946e-05i,0.00013119+0.00021739i,-0.00026773+0.00064366i,-0.00019498+0.00043794i,-7.6388e-05-0.00036925i,8.8484e-05-0.00056034i,-0.00026744-9.1115e-05i,-0.00085317+0.0010197i,-0.00027761+0.0011704i,0.00016994+0.00036049i,0.00016578+0.000672i,-0.00046291+0.00051849i,-0.00023028+0.00013386i,0.00013299+0.00071717i
0.0029857+0.001713i,0.0034405+0.00064684i,0.0030407-0.00065319i,0.0015191-0.0014911i,-0.00060698-0.00099056i,-0.0014073+0.00018049i,-0.001633+0.00025634i,-0.00096747+0.00040564i,-0.00065334+0.00060879i,-0.00043935-0.00015945i,3.2734e-05-0.00053488i,0.00022359-0.00023961i,0.00041848-1.1751e-05i,0.0002634+0.0004585i,-0.00042327+0.00093425i,-0.00060374+0.00055586i,-0.00014785+0.00010374i,0.00020934+0.00032062i,8.4794e-05+0.00025247i,0.00029351-0.00011902i,0.00067488-0.00025666i,0.00019854-7.9917e-05i,-0.00015353-7.9855e-05i
-0.0011156+0.0019169i,-0.00083265+0.0021903i,2.3547e-05+0.0013992i,-0.00016553-0.00020585i,-0.00066429-0.0010736i,-0.00067142-0.00017767i,-0.00016789+0.00033636i,-0.00042706+0.00018767i,0.00061238-0.0004435i,0.0012671-0.00081422i,-0.0002193-0.00084804i,0.00010402+1.7849e-05i,0.00084222+0.00050233i,0.00016846+0.00042917i,-8.6289e-05+0.00061703i,-0.00026202+0.00079401i,-0.00092797+0.00071939i,-0.00078534+0.00055601i,-8.4293e-05+0.00057638i,0.0001162+0.00043927i,0.0005185+8.9398e-05i,0.00069624-0.00010959i,-6.3099e-05-0.00043436i
0.0010713+0.0007288i,0.0017862-0.00046015i,0.0025599-0.001848i,0.0020796-0.0027812i,0.00088938-0.0017787i,-0.0010283-0.00041511i,-0.0018985-0.00012274i,-0.0015589+0.00016564i,-0.0012097+0.00053736i,-0.00083962-7.5198e-05i,-0.00059298-0.00019691i,-0.00078435+0.00040897i,-0.0010359+0.00055939i,-0.0018093+0.00019176i,-0.0016997-0.0005173i,-0.00099034-0.00090939i,-0.00036652+9.957e-05i,-2.1242e-05+0.00087894i,-0.00054173+0.00041533i,-0.00080195+0.00015102i,-0.00069499-4.3751e-05i,-0.00086503+0.00012672i,-0.00035665+0.00031651i
0.0014456+0.0016469i,0.0011742+0.0025483i,0.0013475+0.0026249i,0.0011744+0.0017148i,-3.4211e-05+0.00049239i,-6.217e-05+0.00050407i,6.9401e-05+0.0010663i,0.0001306+0.0012368i,0.00049771+0.00098127i,7.025e-05+0.00067783i,-0.00086002+0.00060639i,-0.00085339+0.00037717i,-6.5024e-06+2.6509e-05i,0.00074449-0.00020988i,0.00023265+0.00014161i,-0.0002605-4.1569e-05i,-0.00017375-0.00036312i,0.00050271-6.871e-05i,0.00096645-0.00024676i,0.00065328-0.00027562i,0.00024749+2.2992e-05i,-0.00044977-0.0001226i,-0.00056935-0.00014867i
0.00064215-0.00016726i,-0.00077506-0.0012405i,-0.00070018-0.0036951i,-0.00059811-0.003187i,-0.00145-0.001485i,-0.0020186-0.0009217i,-0.0018296-0.00039372i,-0.0010628+0.00013394i,0.00024106-0.00014547i,0.00075901-0.00036656i,0.00040194+9.6929e-05i,-0.00064229+0.00046333i,-0.0010524+0.00012785i,-0.00037293+0.00038842i,-0.00024103+0.00053928i,-0.00058389+0.00062956i,-0.00061722+0.00088508i,-0.00010255+6.6318e-05i,0.00053209-0.00046611i,0.00054616+5.7985e-06i,0.00045134+0.00039259i,0.00011263+0.00012381i,-0.00067533-0.00034353i
0.00065338-0.0032758i,0.0010672-0.0023806i,0.0015836-0.0010197i,0.0014376-0.00080266i,0.00071794-0.00051878i,3.624e-05+0.00039382i,-0.00024878+0.00076174i,-0.00045072+0.00080128i,0.00015823+0.00044071i,6.7632e-05+0.00018725i,-0.00019759+0.00070116i,-0.00025992+0.00036726i,-0.0001191-0.00033359i,0.00040328+0.00026656i,0.00054555+0.00061205i,0.00065339+0.00062684i,9.7318e-06+4.7623e-05i,-0.00073823-0.00056022i,-0.00073472-0.00026411i,3.9913e-05-0.00046699i,0.00015991-0.00032973i,-0.00033609+0.00044547i,-0.00058804+0.00057147i
-0.00069586-0.0024221i,-0.0015532-0.0023168i,-0.0016628-0.0020122i,-0.00094603-0.0011117i,-0.00075405+0.0002421i,-0.00055176+0.00035621i,-0.00059535+3.7079e-05i,-0.00080868+1.9098e-05i,-0.00054676-0.00021847i,-0.00033226-4.1359e-05i,-0.00021404+0.00018318i,5.014e-05+0.00079805i,9.4108e-05+0.00095545i,0.0002371+0.00094929i,-0.00010785+0.0011465i,-0.00046842+0.0007355i,-0.00031389+0.00010223i,0.00048355-8.6786e-05i,0.00062745-0.00013039i,0.00049078-0.00048025i,0.00099436+0.00013793i,0.00087584+0.00045633i,0.00041943-4.0081e-06i
0.0033202-0.0015485i,0.0022374-0.0013931i,0.0010073-0.0013533i,-4.8481e-06-0.001924i,-0.0008396-0.00096868i,-0.00068165+0.00021976i,-0.00058463+0.00040527i,-0.00014249+0.00022381i,0.0002393+0.00025945i,-8.0874e-05-0.00056452i,0.00037095-0.00093428i,0.00099783+0.00033529i,0.00096625+0.0003239i,0.00051011-0.00081358i,0.0003136-0.00051075i,0.00037319+0.00038922i,0.00027821+0.00065416i,-0.00056306+0.00068719i,-0.00057303-0.00057769i,-1.1237e-05-0.0014633i,0.00012021-0.00079937i,-0.00048024+0.00023757i,-0.0006496+0.00094001i
5.2423e-05+0.00075773i,-0.00058153-0.00018865i,-0.00085685-0.00069825i,-0.00032972-9.1635e-05i,-0.00056619-6.3411e-05i,-0.00080806-4.9427e-05i,-0.00056973+0.00099753i,-0.00087509+0.0015482i,-0.00014109+0.0013749i,0.00039603+0.0006782i,-0.00012951-6.285e-05i,-0.00044124-0.00049727i,-0.00086118-0.00052959i,-0.00090566-0.00053056i,-3.7051e-05-0.00057735i,0.00033964-0.00031544i,1.0236e-05-0.00016709i,-0.00038095-0.000157i,4.5564e-05+8.9989e-05i,0.00010426-0.00020386i,6.4375e-05-0.00010461i,0.00012705+0.00029861i,-0.00029429+0.00089375i
-0.001324+0.00044623i,0.00015651-0.0010674i,0.0022072-0.0012096i,0.002185-0.0010264i,0.00063273-0.0010438i,-0.001007-0.00080114i,-0.0022158+0.00024519i,-0.0020211+0.00072212i,-0.0010449-3.117e-05i,-2.7569e-05-0.00050596i,0.00090617-0.00022244i,0.00053781-0.00027835i,-0.0002572+5.5213e-05i,-3.2528e-05+0.00036627i,-0.00015525+8.3347e-05i,-7.6273e-05+0.00026635i,3.3159e-05+0.00074661i,-0.00016631+0.00070307i,5.852e-05+0.00091687i,-0.0001073+0.00054323i,-8.3709e-05+0.00044448i,-0.00026827+0.00028319i,-0.00052221-0.00050162i
0.0032176+0.0011409i,0.0019986+0.00062664i,0.00074439-0.00035173i,4.1179e-06-0.000868i,-0.0005852-0.00045129i,-0.0010979+0.0004775i,-0.00075418+0.0014486i,0.00019737+0.0015063i,0.00072002+0.00050205i,0.00064308-0.00039882i,0.0003316-0.00040304i,-0.00017391-0.00014967i,-0.00029329-0.00032865i,3.7168e-05-0.00067598i,0.00032324-0.0010969i,0.00026088-0.00035601i,0.00023952+0.00039223i,-0.00017288+9.0254e-05i,-0.00053377+0.00032547i,-0.00068784+0.00056851i,-0.00048912-6.4039e-05i,-0.00037033-2.6474e-05i,0.00030476+0.0005073i
