-0.00062896-0.0010951i,0.0005572-0.0016951i,7.9221e-05-0.001608i,-0.0015438-0.0013788i,-0.0017599-0.0006968i,-0.0012112+0.00074511i,-0.00041381+0.0014591i,0.00038925+0.00099521i,0.0011798+0.00047573i,0.0017034+0.00048067i,0.0015309+0.00016741i,0.00018248-0.00037902i,-0.00043383-0.00057341i,5.5304e-05-0.00082344i,-0.00024966-0.00076904i,-0.00047947-0.0010879i,-0.00021849-0.00096211i,0.00019499-0.00060511i,0.00070258-0.00037318i,0.0010588+0.0001811i,0.00080909+0.0002063i,0.00012343-0.00035403i,-8.4944e-05-0.00027026i
0.0015974+3.5543e-05i,0.0020207-0.00090353i,0.0011948-0.0019515i,-0.00017683-0.0021443i,-0.0012456-0.0018025i,-0.00091787-0.0012523i,-0.0006399-0.0013373i,6.0838e-06-0.0012148i,0.0010564-0.00038976i,0.0009551-5.315e-05i,0.00054324-0.00020871i,-0.00018056-0.00056258i,-0.00073882-0.00062509i,-0.00064957-0.00013171i,-0.00068409-6.0131e-05i,-0.00025798-0.00083586i,0.00018671-0.0013045i,0.00014806-0.00041868i,-0.0001214-0.00013339i,3.5383e-05-0.00052237i,-0.00010634-9.7032e-05i,-0.00065511+0.00020553i,-0.00088834-0.00016014i
0.0013757+0.001504i,0.0015351+0.00069323i,0.00069874-0.00064645i,0.00017479-0.0011751i,-0.00039475-0.00087979i,-0.00026711-4.3705e-05i,3.0305e-05+0.00065168i,-0.00032916+0.00043799i,-0.0001632+0.00072424i,0.00059055+0.00083114i,0.00099058-0.0001787i,0.00049268-0.00038964i,-0.00099074-0.000177i,-0.0014816-0.0006175i,-0.00074252-0.00061645i,-0.00016494-0.00058884i,-0.00044368-0.00030268i,-0.00060807+0.00084181i,-0.00041792+0.00048561i,-0.00024516-0.00010626i,-0.00014561+0.00072456i,-7.2768e-05+0.00045819i,0.00068773+0.00027715i
-7.8248e-05+0.00077794i,0.00062101+0.0022393i,0.00058963+0.0026626i,0.00072948+0.0010612i,6.0092e-05-0.00043855i,-0.00056245-0.00058014i,-9.1452e-05-0.00033083i,0.00065359+0.00033844i,0.00065003+0.001237i,0.00070093+0.00083772i,6.3121e-05+0.00052285i,-0.00058983-2.7055e-06i,0.00025073-0.00073468i,0.00065144-0.00036298i,0.00075855-7.6406e-05i,0.00048866+0.00028756i,-1.515e-05+0.00043325i,0.00041019+0.00026873i,0.00044158+0.00013447i,0.00020027-0.00035261i,4.1456e-05-0.00027871i,-0.00076889-0.00020574i,-0.00033918-0.00020775i
0.0017123-0.0003844i,0.0023376-0.0017048i,0.0031651-0.00095323i,0.0022415+7.722e-06i,0.00026366-0.00054172i,-0.001023-0.0012266i,-0.00042717-0.000145i,-7.5281e-05+0.00012661i,-0.00011413-0.00020907i,0.00025425-0.00014321i,0.00046567+3.2112e-05i,0.00029243+0.00022168i,-0.00032269+9.1103e-05i,-0.0013625+8.9608e-05i,-0.0014441-0.00016763i,-0.00049007-0.00038207i,-0.00038261-0.00017206i,-0.00062945+0.00013918i,-0.00020442+0.00050293i,0.00064327+0.00092571i,0.00074318+0.00066715i,0.00013158+0.00063205i,3.5719e-05+0.00054392i
-0.00010835+0.00050167i,-0.0022871-0.00012349i,-0.0031933-0.00064674i,-0.0020478-0.00029818i,-0.00075842-0.00061919i,-0.00043322-0.0014136i,-0.00018651-0.00064585i,-0.00022642+0.00056667i,9.9534e-05+0.00059739i,0.00095587+4.9611e-05i,0.00053147-0.00042337i,2.7121e-05-0.00063454i,-0.00041385-0.00065975i,-0.00076002-0.00021777i,-0.0003183-0.00064391i,-0.00043044-0.0010402i,-0.0012105-0.0002446i,-0.0019948+0.00036835i,-0.0010403+0.00041737i,0.00057893+0.00084765i,0.0010201+0.00038798i,0.0012889+0.00026213i,0.00092265+8.4139e-05i
-0.00025518+0.0023348i,0.00095661+0.0022383i,0.0015586+0.0008946i,0.0014395-0.00040062i,0.0014554-0.00074934i,0.0011526-0.001032i,0.00051568-0.00026915i,6.1756e-05+0.0003904i,0.00050142+0.00025349i,0.0014412-1.5691e-05i,0.0013993-0.00017464i,0.00081452+0.00018719i,0.00024511-5.5095e-06i,-0.00019081-0.00087541i,6.5723e-06-0.0010281i,0.00050292-0.00013057i,0.00023339+0.00030413i,-0.00056575+0.00020634i,-0.00066774+0.00042972i,-0.0010299+3.2688e-05i,-0.00087207-0.00029536i,-0.00027724+0.00026528i,9.2261e-05+0.00060953i
-0.00013094+0.00050301i,0.0012144-0.00085337i,0.0019994-0.00297i,0.0011112-0.0034807i,0.00043973-0.0028367i,-0.00055689-0.0024916i,-0.0012623-0.0020009i,-0.00098571-0.0012926i,-0.0001921-0.00065924i,0.00030344-0.00011267i,-0.0001826+0.00014064i,-0.00018408-0.00013934i,-0.0003303-0.00056336i,-0.00037394-0.00015118i,0.000178-3.6426e-05i,5.8383e-05-0.00043617i,-0.00021988-0.00020581i,-0.0004505-0.00013297i,-0.00051157+0.00017061i,2.4534e-05+3.8015e-05i,0.00019345-0.0001847i,0.00019745-0.0004126i,0.00024844-0.00039378i
0.00064952+0.00036836i,0.00094553+7.3121e-05i,0.0031095+0.00021576i,0.0033944+0.00034787i,0.0017535-0.00043315i,0.0011407-0.00019328i,0.001202+0.00057922i,0.00034497+0.00017192i,-0.00074108-4.3557e-05i,-0.00085109+9.6908e-05i,-0.00080629-0.00065472i,3.0364e-05-0.0006992i,0.00033545+0.00050924i,-0.00086151+0.00026349i,-0.00091705-0.00064504i,-0.00015638-0.0011215i,7.067e-05-0.00094326i,-0.00011769-0.00028815i,0.00044011+0.00050698i,0.00057524+0.00062176i,-0.00024364+0.00048947i,-0.00022059+0.00044363i,0.00044219+0.00025438i
0.0027469+0.0025841i,0.0041877+0.002308i,0.0047738-8.717e-05i,0.0033958-0.0016678i,0.0012242-0.0017535i,5.3973e-05-0.0011035i,-0.00022975+0.00046842i,-5.5379e-05+0.0016044i,0.00081687+0.00097721i,0.0012999+0.00049371i,0.0014694+0.00036399i,0.00091291+0.00013113i,-0.00017788+0.00053371i,-0.00091872+0.00021401i,-0.00055977-0.0005867i,0.00036071-0.00029977i,0.00078035-0.00013232i,0.00084431-0.00038233i,0.00065584+0.00014091i,6.8278e-05+0.0010535i,-0.00082599+0.0010522i,-0.00061007+0.00088747i,-0.00015801+0.00021104i
0.0012614+0.0020339i,0.00096546+0.0028446i,0.0013473+0.0027752i,0.00095825+0.00099454i,-2.6046e-05+0.00057293i,-0.00080859+0.00088409i,-0.00093115+0.00089449i,-0.000719+0.00057703i,-4.7133e-06+8.4609e-05i,0.00044353-0.00073793i,1.6993e-05-0.0013961i,-0.00043232-0.0010485i,-0.00077628-0.00059726i,-0.0012891-0.00025358i,-0.0011988-0.00055204i,-0.00034282-0.00054291i,0.00056809+4.2406e-05i,4.072e-05+0.00074592i,-0.0011704+0.00067382i,-0.00085261-0.00032071i,-0.00088394-6.6115e-05i,-0.00055005-0.00010365i,0.00054552-0.00012808i
-0.00064786-0.0007115i,-0.00067592-0.0018172i,0.0003457-0.0011389i,6.3762e-05+8.9542e-05i,-0.00092614-8.9581e-05i,-0.0014341-0.00066704i,-0.0012511-0.00049331i,-0.00070676+0.00042421i,-9.1358e-05+0.00092049i,7.6301e-05+7.2297e-05i,-0.00028753-0.00088271i,-0.00047834-0.00055876i,-0.00017067-0.00040733i,0.0001497-0.00074665i,2.2419e-05-0.00081475i,-0.00087098-0.0006748i,-0.00099529-0.00051441i,-0.00035641-0.0006312i,0.00018792-0.00060762i,0.00049686-0.00012281i,-0.00019815+0.00011651i,-0.00085806-0.0006235i,-0.00041096-0.00075962i
0.0033762+0.0077349i,0.006673+0.0080743i,0.0095749+0.0056461i,0.0084999-0.00021104i,0.0053051-0.0045055i,0.0012-0.0061871i,-0.0012404-0.0039047i,-0.0017458-0.00053826i,0.00045584+0.00056546i,0.002557-0.00053546i,0.0012186-0.0023637i,-0.00043579-0.002922i,-0.0021215-0.0018657i,-0.0038302-0.0015446i,-0.0033892-0.0024601i,-0.0019321-0.0022495i,-0.00083027-0.0016584i,-0.00085511-0.00076419i,-0.0012021+0.000312i,-0.0004005+0.0011057i,0.00029093+0.0016688i,0.00064991+0.00085048i,0.00086114-0.00064659i
-0.00063593-0.00693i,-0.0015589-0.0080244i,-0.0054412-0.0069989i,-0.006477-0.0037318i,-0.0043399-0.00030872i,-0.0012289+0.0015977i,0.00072448+0.00069256i,0.00054488-0.00025605i,-0.00011765-0.0001269i,-0.00046386+0.00041305i,5.4109e-05+0.00065824i,0.00055803+0.00034209i,0.0010658+0.00058457i,0.002535+0.0010805i,0.0028863+0.00094097i,0.0016061+0.00071213i,0.00022249-0.00026462i,7.6921e-05-0.00086313i,0.001048-0.00046202i,0.001169-0.00011654i,-0.00060285+4.0117e-05i,-0.0013372-0.00011326i,-0.00065437+0.00029589i
0.0010595-0.001206i,-0.00045782-0.00068667i,-0.0014174-0.00076102i,-0.0015693-0.0010315i,-0.0023236-0.00074596i,-0.0021656+5.8522e-05i,-0.00012949-2.0271e-05i,0.0012902-0.00048298i,0.0004588-0.0010117i,-6.2002e-05-0.0017169i,0.00026899-0.00077974i,8.1752e-05+0.00068954i,0.00022625+0.00090917i,0.00033215+0.0011478i,0.00017753+0.0010028i,-5.2417e-05-9.563e-05i,-0.00037785-0.0008055i,-0.0004021-0.0007357i,-6.3508e-05-0.00052481i,0.00044952-0.00078933i,0.00029212-0.0004021i,-0.00050168-0.00015847i,-0.00059526+0.00017527i
0.0017428-0.0027484i,0.0014146-0.0023785i,-0.00088691-0.0023714i,-0.0022316-0.0017624i,-0.0024212-0.00092314i,-0.0015827-0.00033693i,-0.00070874-0.00022374i,-0.00024266-0.00018493i,0.00069546-2.8153e-05i,0.00065378-0.00021547i,-0.00016322-6.1302e-05i,-0.00024622+0.00075919i,7.4945e-06+0.00083057i,0.0005203+0.00060968i,0.0012184+0.00037123i,0.001418-0.00026513i,0.00047228-7.4321e-05i,-0.00038847+0.00028903i,0.00011842-0.00070358i,0.00044219-0.000823i,0.00026935+0.00016484i,0.0005665+0.00052494i,0.0003627+0.00011431i
0.001528-0.0025032i,0.0016126-0.0058941i,0.00042404-0.0059792i,-0.0013038-0.0038642i,-0.0025859-0.0023571i,-0.0017959+0.00039004i,-0.0011469+0.002084i,-0.0013494+0.00080395i,-0.00066718-0.00010217i,0.00033385+9.2796e-05i,0.00094-0.00023296i,0.00081383-0.00045126i,0.00092223-5.6087e-06i,0.00087909-0.00017052i,0.00054131+0.00013106i,4.5084e-05+0.00039152i,2.779e-06+0.00012917i,0.00075106+0.00020611i,0.00071434+0.00031029i,0.0001554+6.5693e-05i,0.00011866-0.00015439i,0.0002075+0.00033526i,-0.00017306+0.0006963i
0.00083579+0.0022657i,0.0021598+0.0013636i,0.004011+0.00062797i,0.0036806-0.0012474i,0.0027083-0.0025523i,0.0022205-0.0015588i,0.0019615-0.00049792i,0.0011615+0.00025136i,0.00026528+0.00070915i,-0.00035507+0.00048605i,0.00016385+0.00049021i,0.00084725+0.0008804i,0.00044702+0.00051806i,0.00013923+0.00062829i,-5.3845e-05+0.00078961i,-0.00021919+0.00029831i,3.6693e-05+0.00037082i,0.00016461+0.00078702i,-0.00058641+0.0011435i,-0.0011453+0.00146i,-0.0003668+0.0009395i,-6.1058e-05+0.00040535i,-0.00037132+0.00035414i
0.0018522-0.0034927i,0.00089337-0.0033921i,-0.00099206-0.002822i,-0.0016815-0.0020302i,-0.0016695-0.0014124i,-0.00096591-0.00072256i,-0.00092094-7.2537e-05i,-0.00024665-0.00050572i,0.00028119-0.00044443i,0.00012726+0.00042033i,-0.0002517+0.00051219i,0.00042873+0.00014813i,0.0011299+0.00021755i,0.00096413+0.00051977i,0.0010147+0.00077223i,0.00097156+0.0004456i,-3.4572e-05+0.00034987i,-0.00028316+2.6863e-05i,0.00011479-0.00029845i,0.0002809-0.0004248i,0.00046397-0.0002034i,0.00028688+9.9087e-05i,0.0001322+0.00040108i
0.00088502+0.0022193i,0.0011755+0.0019878i,0.0027882+0.0015598i,0.0023315+0.00038643i,0.0012711-0.00073965i,0.00024738-0.00056768i,-0.00053202-0.00067295i,-0.00049519-0.00081853i,-0.00018141-0.00059977i,-2.1139e-06-0.00010035i,0.00035373+0.00025623i,0.00015981+0.00062078i,-0.00061862+0.00041632i,-0.00015275-0.00043906i,0.00081989-0.00091651i,0.00071341-0.00069836i,1.9419e-05-0.00039284i,0.00043306-0.0011303i,0.00091537-0.001204i,0.0007456-0.00018697i,0.00041427-1.8431e-05i,-3.3458e-05-0.0004064i,-0.00019878+8.7983e-05i
-0.0010968-0.00093076i,-0.0017968-0.00067185i,-0.00061718-0.00030264i,0.00055542-0.00011356i,-0.00035943-0.00076475i,-0.0012181-0.00060546i,-0.00016996+0.00053917i,0.00030645+0.0011762i,-9.4495e-05+0.00086328i,-0.00028119-8.6923e-05i,0.00024579-0.00054181i,0.00057255-0.00087723i,0.00015557-8.5494e-06i,-0.0001085+0.0010055i,-0.00039979+0.00087817i,-0.00040945+0.00022451i,0.00021644-0.00052281i,0.00048341-0.0010087i,7.8412e-06-0.00089796i,-0.00011261-0.00068507i,-2.595e-06-6.6573e-05i,-0.00022274+6.4719e-05i,-0.00031206-0.00017331i
0.001501-0.0017947i,0.0015956-0.0027412i,0.001443-0.0018697i,0.0020311-0.0011673i,0.0014654-0.0011011i,-0.0014835-0.00096689i,-0.0021416-0.00090701i,-0.0012416-0.00019133i,-0.00079658+3.7363e-05i,-0.00023864-0.00030909i,0.00014092-0.00069039i,0.00014122-0.00096777i,0.00026173-0.0002428i,6.102e-05-2.7594e-05i,-5.897e-05-0.00040123i,-8.1338e-05-0.00066452i,0.00038372-0.00034853i,0.00067707+0.00015693i,0.00042419+0.00047216i,0.0006684+0.00022681i,0.00090281-0.00010763i,0.0012531+0.000307i,0.00095473+0.00063989i
-0.00016041+0.0011898i,-0.00065243+0.0013886i,-0.0023148+0.0012673i,-0.0019631+0.0011215i,-0.001171+0.00050319i,-0.00047427-0.00039116i,0.00055056-0.00024338i,6.7145e-05+6.3406e-05i,-0.00026766-0.00062438i,0.00081324-0.00034538i,0.0011205+0.00013744i,0.00079618-4.7525e-05i,0.00089717-0.00018431i,0.0015146-0.00051398i,0.0012017-0.0010295i,0.00040575-0.00092291i,-0.00025978-0.00014826i,-0.0004497+0.00039087i,-0.00027326+0.00050046i,-0.00016864+0.00031271i,-0.00022741+0.0002305i,2.805e-05+0.00042694i,-0.00017626+0.00067108i
-0.00012698-0.00041088i,-0.0011662-0.00097859i,-0.0007828-0.00099637i,-0.00079606-0.0016838i,-0.0014421-0.0022957i,-0.0014736-0.0015783i,-0.0011501-0.00037299i,-0.00097491+9.357e-05i,-0.0004934+0.00029545i,0.00026848+6.2359e-05i,0.00013857+8.0465e-05i,-0.00015454+0.00027614i,-6.7041e-05+0.00038978i,-3.9823e-05+0.0003455i,-0.00038866-0.00023186i,-0.0005938-0.00046466i,-0.00062277-1.8424e-05i,-0.00051067+0.0002255i,0.00060845-0.00030001i,0.00057598-0.00052922i,-0.00014134+0.00016265i,-0.00063426+0.00018668i,-0.00077333+0.00022474i
0.001159-0.0019904i,0.00083574-0.0036025i,0.00051374-0.0036513i,0.0002717-0.0027718i,-0.00055038-0.0015236i,-0.00053989-0.00056107i,-0.00056534+0.00059392i,-0.00070925+0.00071478i,-0.00015227+3.2902e-05i,0.0002796-1.1124e-05i,0.00017794+0.00039984i,0.0001038+0.000704i,0.00047014-0.00038675i,0.00068179-0.00099545i,0.0003288-0.00055689i,-0.00028134-0.0001394i,-0.00084326-0.00037117i,-0.00043669-0.00073636i,0.00011164+1.4056e-06i,-0.00014896+0.00067509i,-0.00015399-2.7357e-05i,-8.8364e-05-0.00026421i,-0.00059741+0.00038903i
-0.002823+0.00045161i,-0.0021038+0.0010576i,-0.0017188+0.00091801i,-0.0010371-3.4686e-05i,-0.00046668-0.0015167i,-0.00099403-0.0019778i,-0.0010433-0.0015861i,-0.0006668-0.001379i,-0.00015644-0.001505i,0.00089621-0.00055209i,0.00054606+0.0006853i,3.5617e-05+0.00051187i,0.00055617+0.00019574i,0.0013358-5.6391e-05i,0.0018521-0.00094252i,0.00065728-0.00077676i,-0.0015474-0.00053197i,-0.0019079-0.00071144i,-0.00083163-0.00053227i,-0.00029132-8.435e-05i,0.00027419+0.00073i,0.0008181+0.00032715i,0.00057906-0.00016997i
0.00036862-0.00059597i,-0.00037934-0.00099031i,-0.00067799-0.0015561i,-0.00080966-0.0015546i,-0.00099506-0.0011807i,-0.00040613-0.0005993i,0.00039161-0.00030655i,0.00048698-0.00082776i,0.00071803-0.0015133i,0.00081856-0.001428i,0.00031863-0.00082669i,1.5358e-05+0.0002307i,-6.5248e-05+0.00091336i,6.4119e-05+0.00057174i,0.00040564-9.9672e-05i,3.2626e-05+2.6393e-05i,-2.6471e-06+0.0003949i,-0.00015879+0.0005376i,-0.000291+0.00049768i,0.00038993+0.00023171i,0.00076369-0.0003232i,0.0007591-0.00054792i,0.00057469-0.00016398i
0.001803-0.0010154i,0.00077899-0.00091312i,-0.00014842-0.00018331i,-0.00039976+0.00022483i,-0.00078907+0.00018863i,-0.0010416+0.00047498i,-0.00086849+0.00047596i,-0.0001086+0.00031429i,0.00014102+7.0164e-05i,0.00028106-0.0010225i,0.00073701-0.0012184i,0.00036879-0.00030899i,-0.00033912+0.00039176i,-0.00053748+0.00081404i,0.00026151+0.00076806i,0.0011105+0.00030808i,0.0011959+0.00017266i,7.6873e-05+0.00012079i,-0.00095599+0.00017085i,-0.00048966+0.0002443i,0.00032273+0.00016412i,-0.00010804+0.00048251i,-0.0014109+0.00050271i
-0.0004702+0.00066102i,-0.00029638+0.0001787i,0.00087831-0.0013362i,0.0016871-0.0033101i,0.0018745-0.0024436i,-2.0472e-05-0.00055076i,-0.0010217-0.00012892i,0.00058283+0.00042014i,0.0012511+0.0010569i,0.00059619+0.0005997i,6.3019e-05+0.0003077i,0.00034627+0.00016454i,0.00058026+0.00011442i,-0.00019771+0.00027082i,-0.00067724+0.00069518i,0.00013817+0.0003626i,0.0006102-0.00024455i,-0.00023722-0.00020181i,-0.0010042+2.9206e-05i,-0.00080101+0.00012514i,-7.5891e-05+0.00078518i,-0.00011571+0.0014396i,-6.9085e-06+0.00051362i
0.00013462-0.0013354i,0.00086361-0.0030126i,0.00015315-0.003466i,-0.00037828-0.0021549i,-0.0013145-0.0011245i,-0.0016007-0.0014729i,-0.0012872-0.0012971i,-0.00025911-0.0010488i,0.00075399-0.0008756i,0.00051696-0.00023986i,-0.00036199+0.0003969i,-0.00102+0.00040143i,-0.0011478+0.00034192i,-0.00053409+0.00060536i,-0.00028717+0.00066103i,-0.00029334+0.00020416i,-0.0002228-0.00011673i,-0.00062758-0.00014351i,3.7189e-05-0.00042388i,0.00077792+8.4018e-05i,-0.00010328+0.00030051i,-0.0010577+0.00043376i,-0.00076264+0.00093523i
-0.00018309-2.2879e-05i,0.00077647+0.00021943i,0.0012215+0.0011002i,0.0010555+0.0015133i,0.0005549+0.0012704i,0.00013998+0.00025797i,-0.00061619-0.00035249i,-0.00068553+2.8104e-05i,-0.00038234+0.00011215i,-0.00047015+0.00030278i,0.00011364-0.00057556i,0.00029653-0.0011851i,-6.5651e-05-0.00085998i,0.00020424-0.00091338i,0.00058982-0.000695i,-0.00011619-0.00062184i,-0.00090318-0.0006371i,-0.00076738-0.0004755i,-0.00032921-0.00024866i,0.00026284+0.00037231i,0.00054674+0.00094426i,0.00014159+0.0002638i,9.9131e-05-0.00031357i
0.00041282+0.0011395i,0.0010268+0.0012273i,0.0016777+0.0012833i,0.0014154-0.00065711i,0.00041279-0.0024921i,-0.001338-0.0021239i,-0.001519-0.0008289i,-0.00076421-0.00028292i,-0.00089828-1.1704e-06i,-0.00060974+0.00099997i,0.00033488+0.00036228i,0.00021472-0.0003582i,-0.00068671-0.00036155i,-0.00068817-0.0010458i,-0.00071741-0.0012763i,-0.00050109-0.00064064i,-0.0005835-9.9931e-05i,-0.0010131-0.00032947i,-0.00055669-0.00020654i,0.00014015+0.00031225i,0.00085871+0.00023808i,0.00082894-0.00015378i,0.0002486+0.00024124i
0.0029205+0.00010447i,0.00334-0.0015483i,0.0025586-0.0028037i,0.00097273-0.0022355i,0.00014015-0.001626i,-0.00030242-0.00089328i,3.2081e-05+0.0001419i,0.0010416+6.3512e-05i,0.00098031-5.8142e-05i,7.6512e-05-0.00052261i,0.00044803-0.0015886i,0.00042762-0.0011575i,-0.00062794-0.0005825i,-0.00073709-0.00031577i,-0.00044432-0.00017628i,-0.00059653-2.9404e-05i,-0.00062948+0.00079054i,-0.00068248+0.0011072i,-0.00019373+0.00075984i,0.00040796+0.00027809i,0.00029993+0.00042701i,-0.00046338+2.4919e-06i,-0.00011276-0.0010182i
-0.0021951+0.00066489i,-0.00202+0.00064676i,-0.0016185+0.0015844i,-0.00026035+0.00085387i,4.5319e-05+0.00025501i,-0.000577+0.00026391i,-0.00068359-8.9367e-05i,-0.00042311-0.0004764i,2.6369e-05-0.00028498i,0.00028866-0.00048668i,4.9061e-05-0.00090947i,0.00016207-0.00043583i,0.00039291+0.00042452i,-6.3107e-05+0.00027832i,-0.00048424-0.00040541i,-0.00057639-0.00047028i,-0.00057787+0.00020314i,0.00038563+0.00072288i,0.00088203-0.00011341i,0.00095202-7.0581e-05i,0.00079675+0.0006995i,0.00028155-0.00018453i,-0.00068881-0.0009008i
0.0034507-0.00078894i,0.0046222-0.0012726i,0.0035594-0.0011951i,0.0020009-0.0011704i,0.00094667-0.0020103i,-0.00020232-0.0016401i,-0.0018498-0.00048694i,-0.0017373+0.00018074i,-0.00039278+0.00057468i,0.00045527+0.00024941i,0.00046095-6.8267e-05i,3.1314e-05-0.000464i,-0.00047827-0.00029779i,-0.00070985-7.4844e-05i,-0.00075225-0.001192i,-0.00034961-0.001531i,0.00026827-0.00094088i,0.00039287-0.0003605i,0.00032826+0.00018089i,0.00021994+0.00042362i,-9.4278e-05+0.00035151i,0.00032823-0.00012342i,0.00085747-0.00019779i
-0.00086123+0.0016091i,-0.00059053+0.0013608i,8.7968e-05+0.0014351i,0.00038369+0.00076487i,0.00028851-0.00027866i,0.00017707-3.3102e-07i,-0.00012209+0.00049404i,-0.00052529+0.0007793i,-0.0003825-7.2332e-05i,0.00031302-0.00058817i,0.00072471-0.00094139i,0.00059161-0.00030928i,-0.00015947-0.00016112i,-0.0002297-0.0004109i,-3.6312e-06+4.1815e-06i,-5.823e-05-0.00039935i,-0.00025549-0.00033955i,-0.00033356+0.00059411i,0.00013224+0.0005077i,0.00032203+9.2736e-05i,0.00021402-0.00016199i,-8.1962e-05-0.00046243i,-0.00024197-0.00091902i
-0.001766+0.00028824i,-0.0029519-9.0936e-06i,-0.0021732+0.00024875i,-0.00060709-0.00078554i,-0.00014637-0.001244i,7.1401e-06-0.00047447i,0.00057639-0.00060416i,0.00098994-0.00072566i,0.0011059-0.00041598i,0.00090598-0.00084779i,0.00066931-0.001821i,0.00014782-0.0013518i,-0.0002248-0.00019918i,-4.8617e-05-0.00011858i,-0.00037159-0.00038623i,-0.00038196-0.00025477i,-0.00048973-0.00041511i,4.7137e-05+3.1371e-05i,0.00052392+0.00056426i,0.00057218+0.00057067i,0.0003077+0.00053886i,4.9097e-05+0.00075039i,0.00048641+0.00055058i
0.0011316-0.0011621i,0.00083853-0.0018808i,3.8201e-05-0.0020056i,-0.001208-0.0017755i,-0.0017808-0.00093804i,-0.0015979-0.00070963i,-0.0011552-0.00037728i,-0.0010183+0.00029351i,-6.2018e-05+0.000714i,0.0011931+0.00042324i,0.0012061-0.00033243i,0.00061574-0.00099292i,0.00025841-0.00049606i,0.00072367+0.00023478i,0.0015712+0.00013028i,0.001497+0.00024517i,0.0010509+0.00022902i,0.0010893+0.0002264i,0.00072969+0.00070325i,0.00036683+0.00091221i,0.00032138+0.00086289i,0.00062064+7.8023e-05i,0.001087-0.0001918i
-0.001904-0.002071i,-0.0020512-0.0037428i,-0.0027486-0.0038669i,-0.001614-0.0026748i,0.00030727-0.001586i,0.0010002-0.00080611i,0.0012298-0.00035736i,0.0004945-0.00046911i,-8.8223e-05-0.00071957i,-7.1978e-05-0.00064034i,0.00016408-1.2788e-05i,-0.00017275+0.00067982i,-0.00024486+0.0006546i,-2.634e-05+0.00042894i,0.0010447+1.075e-05i,0.0018236-0.00018534i,0.00097129-0.00037826i,1.2363e-05-0.0010222i,-4.1573e-05-0.0011054i,0.0006201-0.0015713i,0.00022503-0.0017547i,-0.00053879-0.0011013i,-0.00032221-0.00018796i
0.0010007-0.00079715i,0.0010245-0.0015904i,0.00058384-0.0024409i,-0.00094477-0.0025133i,-0.0012308-0.0015045i,-0.0007641-0.00019736i,-0.00072721-0.00036793i,0.00020145-0.00091654i,0.0012405-0.0003942i,0.0012781+0.00029855i,0.0012077+0.00029837i,0.00032425-0.00034749i,-8.4317e-05-0.00044873i,0.00028723-0.00011594i,0.00091929-0.00024899i,0.00070155-0.00028657i,-0.0003054-0.00058i,-0.00077543-0.00054331i,-0.00072122+0.00013739i,-0.00046828+0.00063237i,-0.0002681+0.00028133i,-1.2715e-05-0.00037825i,0.00024454+9.047e-07i
0.0007833+0.0027141i,0.0016706+0.00098183i,0.0037309-0.0010411i,0.0033513-0.0020838i,0.0016661-0.002441i,7.4123e-05-0.0016152i,-0.00043297+0.00020077i,0.00042776+0.00095951i,0.00148+0.00079988i,0.0016428+0.00010291i,0.00022708+0.00037883i,-0.00086762+0.0003878i,-0.0015551-0.00018594i,-0.0017098-0.00013857i,-0.00079712-0.00084103i,-0.00030697-0.001125i,-0.00062379-0.00095126i,-0.00053238+5.3983e-05i,-0.00034504+0.00023576i,-2.6478e-05-0.00021761i,5.2257e-05+0.00032487i,-0.00040876+0.00065743i,-5.0542e-06+0.00021437i
0.003137-0.0016322i,0.0034267-0.0020366i,0.002537-0.0021407i,0.0026964-0.0021618i,0.0020899-0.0018581i,0.00011307-0.00063169i,-0.00073718+0.00030276i,-0.0001613+0.00034217i,0.00028634-8.4315e-05i,9.5694e-05-0.00053038i,-0.0001708-0.0001624i,-0.00051379-0.00014666i,-0.00029881-0.00062417i,0.0005641-0.0012223i,0.00054468-0.001247i,0.00011443-0.00033157i,4.9665e-05+9.0144e-05i,-0.00020341-7.9482e-05i,-0.00072522-0.00043058i,-0.00049992-0.00049926i,0.00015438-0.00083338i,0.00035952-0.0010481i,0.00053885-0.00045218i
0.0016528+0.0020614i,0.0023+0.002281i,0.0016889+0.0012991i,0.0013201-0.00075703i,0.0010227-0.0012718i,0.00028316-0.0005552i,-0.00053212-0.00012955i,-0.001605-0.00015041i,-0.0010055-0.0002642i,0.0003507-0.00028765i,0.00035198-0.00086608i,5.637e-05-0.0011822i,-7.2431e-05-0.00066878i,3.9208e-05-0.00048394i,0.00034049-0.0012437i,0.00085563-0.00083114i,0.00056326-0.00034258i,-0.00040518-0.00017969i,-0.00058916+0.00051619i,-0.00016365+0.001005i,0.00049656+0.00082514i,0.0006506+0.00048752i,0.00017764+0.00061287i
0.00012958-0.0015145i,-0.00028603-0.00070951i,-0.0012403-0.00044759i,-0.001143-5.5811e-05i,-0.00036407+0.00058066i,-0.00047882+0.00095235i,-0.00058384+0.00085419i,0.00020766+0.00071501i,0.00089329-0.00022429i,0.0006664-0.00085249i,0.00047613-0.00032302i,0.00019039-0.0005723i,0.00023563-0.00076104i,3.2502e-05-5.8523e-05i,0.00031519+0.00099448i,0.00056775+0.00074355i,3.2288e-05-0.00035542i,-0.00022757-0.00061014i,-4.039e-05-0.00040016i,-0.00041091+0.00027916i,-0.00090542+0.00081477i,-0.00056998+0.00076904i,0.00020659-5.0313e-05i
