-0.00062896-0.0010951i,0.0005572-0.0016951i,7.9221e-05-0.001608i,-0.0015438-0.0013788i,-0.0017599-0.0006968i,-0.0012112+0.00074511i,-0.00041381+0.0014591i,0.00038925+0.00099521i,0.0011798+0.00047573i,0.0017034+0.00048067i,0.0015309+0.00016741i,0.00018248-0.00037902i,-0.00043383-0.00057341i,5.5304e-05-0.00082344i,-0.00024966-0.00076904i,-0.00047947-0.0010879i,-0.00021849-0.00096211i,0.00019499-0.00060511i,0.00070258-0.00037318i,0.0010588+0.0001811i,0.00080909+0.0002063i,0.00012343-0.00035403i,-8.4944e-05-0.00027026i
-0.065863+0.1743i,-0.26107+0.2698i,-0.63154+0.41415i,-0.82972+0.53287i,-0.64376+0.44919i,-0.36186+0.25634i,-0.21226+0.16328i,-0.10355+0.13029i,-0.00022294+0.080168i,0.054844+0.032332i,0.05818-0.0017478i,0.036096-0.021953i,0.019657-0.031076i,0.0092638-0.033103i,0.0011599-0.026196i,-0.003399-0.016115i,-0.0024555-0.0021131i,0.0081077+0.010306i,0.01782+0.010002i,0.018077+0.0034707i,0.016992-0.0018484i,0.013492-0.011877i,0.0020718-0.021481i
-0.19388-0.075292i,-0.096243+0.003587i,0.17206+0.11595i,0.32671+0.14491i,0.273+0.047794i,0.23841-0.03594i,0.26831-0.071086i,0.22346-0.10492i,0.11623-0.091322i,0.048389-0.03513i,0.02763-0.005267i,0.00592-0.012882i,-0.025959-0.02882i,-0.049426-0.027484i,-0.055687-0.0094729i,-0.049002+0.0025473i,-0.036882+0.0048089i,-0.017035+0.0087138i,0.0045822+0.014089i,0.010819+0.017286i,0.0049215+0.014465i,0.0014469-0.00012759i,0.0040187-0.017719i
0.086622-0.32533i,0.09913-0.63597i,0.10696-0.97i,-0.017576-1.0711i,-0.1923-0.75892i,-0.19622-0.35403i,-0.11181-0.19393i,-0.082148-0.14068i,-0.072861-0.04765i,-0.052457+0.024519i,-0.022243+0.045209i,0.016373+0.029961i,0.035462+0.0064433i,0.035036-0.0058708i,0.030735-0.017159i,0.019112-0.024295i,0.003078-0.014053i,-0.0073914+0.0077182i,-0.0038704+0.019079i,0.0039434+0.013513i,0.0057495+0.010358i,0.013125+0.013725i,0.022221+0.012102i
0.2156+0.13234i,0.090711+0.0090393i,-0.32086-0.16091i,-0.61262-0.23581i,-0.48236-0.20528i,-0.20613-0.10569i,-0.04683+0.01519i,0.029346+0.050935i,0.036464-0.0010887i,0.0016644-0.032152i,-0.0025523-0.026176i,0.015076-0.025862i,0.03429-0.03305i,0.047629-0.046596i,0.039664-0.056701i,0.025608-0.054397i,0.010735-0.048889i,-0.010179-0.034063i,-0.020603-0.010942i,-0.018644-0.0026624i,-0.01311-0.0074012i,-0.00044385-0.010443i,0.013245-0.0083589i
0.098124+0.43537i,0.42145+0.80778i,0.72203+0.97292i,0.77414+0.70359i,0.56515+0.23941i,0.28625-0.0040644i,0.16032-0.0058128i,0.15368+0.032359i,0.12957+0.026021i,0.071801-0.000483i,0.019373+0.00062519i,0.00095295+0.035891i,0.0096249+0.061458i,0.017541+0.057374i,0.019373+0.042894i,0.016938+0.032387i,0.0078822+0.021098i,-0.0041557+0.013042i,-0.0073664+0.016203i,0.00040739+0.018166i,0.0040716+0.015271i,0.0022606+0.018988i,0.00055329+0.021491i
-0.17922-0.28406i,-0.044647-0.34528i,0.40756-0.41895i,0.72797-0.5358i,0.57651-0.4932i,0.23029-0.26932i,0.0043822-0.090472i,-0.059692-0.0019066i,-0.0095311+0.03819i,0.042794+0.026718i,0.037011+0.016985i,0.029066+0.024637i,0.029624+0.025742i,0.028772+0.029894i,0.031149+0.028604i,0.032442+0.020599i,0.038285+0.012i,0.036588-0.00467i,0.020573-0.014983i,0.011874-0.012566i,0.015757-0.0078822i,0.021949+0.0018345i,0.024378+0.012585i
-0.21539-0.043301i,-0.69887-0.081443i,-1.0179-0.081388i,-0.80589-0.061008i,-0.37248-0.03853i,-0.11623-0.0022227i,-0.054855+0.043297i,-0.092963+0.086896i,-0.10275+0.11831i,-0.04487+0.081402i,-0.018319+0.0076409i,-0.043566-0.022129i,-0.064559-0.012756i,-0.055006+0.0047448i,-0.025598+0.0044416i,-0.01289-0.01509i,-0.022874-0.022653i,-0.032411-0.015469i,-0.035381-0.008419i,-0.028752-0.0025248i,-0.021903-0.00087322i,-0.030995-0.0017685i,-0.037579+0.0028522i
0.28387+0.32469i,0.39762+0.39708i,0.24596+0.46403i,0.10254+0.53854i,0.18693+0.42811i,0.24753+0.16576i,0.19431+0.020839i,0.13699-0.0063945i,0.075903-0.0059654i,0.038187+0.011739i,0.030102+0.010541i,0.015051+0.0078939i,0.0086174+0.018722i,0.002302+0.019993i,-0.008154+0.023651i,-0.0064646+0.030307i,-0.0010404+0.029647i,0.0044012+0.019252i,0.0047803+0.0024913i,0.0026217-0.00049923i,0.0051126+0.011641i,0.0031318+0.022396i,-0.006937+0.026053i
-0.17984-0.20919i,-0.056682-0.37701i,0.19375-0.3999i,0.35174-0.1835i,0.3094+0.042732i,0.16373+0.11717i,0.04703+0.071087i,-0.020562-0.031331i,-0.061367-0.070299i,-0.025011-0.022694i,0.03884-0.01029i,0.038998-0.034236i,0.0065039-0.037673i,-0.019969-0.022136i,-0.0227+0.0072226i,0.0032425+0.018825i,0.02446+0.0018242i,0.028223-0.015326i,0.026838-0.020409i,0.023074-0.017284i,0.019786-0.014854i,0.020992-0.022268i,0.022396-0.034373i
0.066048-0.22152i,0.17537-0.21988i,0.3039-0.22719i,0.24417-0.25138i,0.068386-0.15143i,-0.016661-0.044786i,-0.068423-0.063715i,-0.11818-0.056923i,-0.091594+0.0052246i,-0.050623+0.033769i,-0.032217+0.039103i,-0.0136+0.032918i,-0.004941+0.016385i,-0.0082436-0.0075062i,-0.023944-0.03283i,-0.043514-0.030317i,-0.039907-0.0036113i,-0.01406+0.012604i,0.0057061+0.0070705i,0.003384-0.0017357i,-0.010892-0.0037062i,-0.023049-0.0072237i,-0.030907-0.012798i
0.38937-0.049304i,0.43005-0.2761i,0.1805-0.39814i,-0.16371-0.27226i,-0.2877-0.085859i,-0.19542-0.0093661i,-0.046484+0.019385i,0.064988+0.0014256i,0.056285-0.042769i,0.011199-0.013074i,0.038016+0.025534i,0.062529+0.0044036i,0.052759-0.017956i,0.041137-0.029177i,0.02435-0.032709i,0.013053-0.02372i,0.0026895-0.017834i,-0.013488-0.010668i,-0.017574-0.0031659i,-0.0071763-0.0025313i,0.0067235-0.003696i,0.016529-0.0016859i,0.017468+0.0059416i
-0.22421+0.76146i,-0.19669+1.2321i,-0.060725+1.2892i,0.073212+0.85456i,0.063266+0.40104i,-0.0028266+0.20558i,-0.0016716+0.098091i,0.0035289-0.0061035i,-0.013285-0.045151i,-0.019095-0.036668i,-0.019877-0.012153i,-0.020184+0.024556i,-0.0088725+0.053677i,0.025411+0.051429i,0.053996+0.019678i,0.049911-0.0072801i,0.032355-0.0063132i,0.02894+0.0079104i,0.037316+0.010293i,0.034001-0.0029611i,0.020339-0.010628i,0.018886-0.0091805i,0.032288-0.019106i
0.051435-0.071147i,0.40471+0.11043i,0.71326+0.17471i,0.59573-0.0090436i,0.21686-0.1608i,-0.069275-0.15407i,-0.18565-0.098024i,-0.14844-0.024732i,-0.038135-0.0057312i,-0.016089-0.0088733i,-0.033896+0.046166i,-0.0057703+0.081037i,0.0092439+0.067002i,-0.0059167+0.048313i,-0.026623+0.028769i,-0.032771+0.02417i,-0.0075254+0.016478i,0.014974-0.01659i,0.010874-0.032204i,0.0042637-0.012831i,0.0087206+0.011146i,0.0086597+0.021893i,-0.0031975+0.022585i
-0.17103-0.61522i,-0.78045-0.87464i,-1.1196-0.67077i,-0.76642-0.25058i,-0.23533-0.11082i,0.012566-0.19556i,0.10906-0.22679i,0.13904-0.1939i,0.092655-0.10706i,0.068262-0.03402i,0.044259-0.029607i,-0.0090199-0.025471i,-0.038749-0.0086599i,-0.032701-0.0007779i,-0.0057325-0.0079109i,0.0029205-0.025789i,-0.020409-0.018076i,-0.035027+0.021503i,-0.020726+0.048347i,0.003911+0.03864i,0.01498+0.014318i,0.0098057+0.0077986i,0.011303+0.027047i
-0.0043479+0.65511i,-0.052764+0.77989i,-0.12368+0.57718i,-0.11544+0.24174i,-0.10011+0.054022i,-0.10768+0.015341i,-0.089311-0.013476i,-0.072224-0.059158i,-0.059362-0.079101i,-0.044807-0.080598i,-0.049277-0.069553i,-0.062749-0.032323i,-0.055072+0.017678i,-0.008163+0.038825i,0.041524+0.016751i,0.052359-0.0094608i,0.043847-0.014101i,0.038816-0.016488i,0.030339-0.030524i,0.015037-0.039106i,0.0032749-0.030909i,0.0021854-0.021483i,0.0057002-0.01952i
-0.00342-0.15374i,0.23687-0.45671i,0.25351-0.70328i,0.032243-0.56371i,-0.01729-0.2726i,0.050915-0.22385i,-0.018299-0.2308i,-0.065227-0.088286i,-0.014781+0.0041163i,-0.0049689+0.01818i,-0.023415+0.036917i,-0.032394+0.035501i,-0.033536+0.02211i,-0.015765+0.020045i,0.019658+0.035194i,0.054954+0.039471i,0.048894+0.014351i,0.011604-0.0034518i,-0.0062984+0.0050289i,-0.00014218+0.022277i,0.0049945+0.029005i,-0.0048096+0.023312i,-0.022272+0.015169i
-0.085692-0.54157i,-0.18582-0.67108i,-0.092983-0.42111i,0.12751-0.03687i,0.27525+0.16929i,0.39349+0.19152i,0.4717+0.070883i,0.37968-0.062439i,0.22153-0.061209i,0.14742-0.023742i,0.10267-0.0322i,0.046935-0.047655i,-0.013112-0.050445i,-0.06093-0.034066i,-0.079015-0.023114i,-0.079146-0.0070376i,-0.04875+0.033757i,0.0016442+0.05744i,0.030512+0.043752i,0.028495+0.011478i,0.0154-0.023528i,0.00078342-0.047684i,-0.015076-0.039328i
0.60739+0.34992i,0.85709+0.34711i,0.85883+0.12513i,0.61784-0.13803i,0.29301-0.26223i,0.027633-0.27472i,-0.1389-0.19547i,-0.16364-0.065307i,-0.085177-0.012124i,-0.038752-0.030407i,-0.015111-0.033875i,0.015246-0.042714i,0.018553-0.054952i,0.012767-0.036892i,0.015448-0.0075218i,0.023007+0.00049274i,0.021765-0.021685i,-0.0020052-0.045127i,-0.030017-0.042319i,-0.031253-0.017939i,-0.00064878+0.012376i,0.036057+0.029072i,0.047095+0.019787i
0.10576+0.46703i,0.60802+0.41252i,0.76967+0.20484i,0.47969+0.22191i,0.26484+0.5403i,0.27494+0.82423i,0.32612+0.79199i,0.31125+0.50782i,0.21245+0.18842i,0.10325+0.011816i,0.052193-0.063728i,0.015223-0.096721i,-0.016977-0.058834i,-0.00073619+0.014055i,0.047939+0.080705i,0.081003+0.10696i,0.06519+0.073374i,0.014863+0.03175i,-0.0092176+0.02042i,0.0020637+0.0055037i,0.0058333-0.021824i,0.0060258-0.027539i,0.014227-0.021212i
-0.66148-0.31605i,-0.87413-0.19251i,-0.74336+0.12291i,-0.40788+0.34969i,-0.22554+0.36895i,-0.23181+0.34598i,-0.22049+0.34888i,-0.12795+0.29229i,-0.034312+0.16802i,0.017994+0.060752i,0.052451+0.01361i,0.0845-0.010242i,0.08457-0.034856i,0.033701-0.035682i,-0.020251-0.0075717i,-0.028584+0.028861i,0.0021032+0.042711i,0.025978+0.024028i,0.021712+0.0010382i,0.010073-0.00861i,0.008754-0.0059826i,0.018157+0.0023427i,0.02877+0.0049304i
-1.1889+7.1087i,0.65296+7.4192i,3.3504+6.8158i,4.4203+3.3794i,3.6004-0.26717i,1.4129-2.1974i,-0.59523-1.74i,-1.1655-0.3127i,-0.29068+0.55447i,0.81301+0.18667i,0.92704-0.63874i,0.38-1.1331i,-0.32041-1.6976i,-1.1168-2.4152i,-1.4251-2.5151i,-0.98632-1.5897i,-0.4135-0.53246i,-0.36057-0.044727i,-0.69571+0.19622i,-0.65998+0.4547i,-0.12466+0.54439i,0.39348+0.29524i,0.47506-0.14577i
0.31942+0.24568i,0.62714-0.082747i,0.55646-0.48595i,0.2076-0.46316i,0.12706-0.15238i,0.21702+0.037963i,0.098059+0.11421i,-0.03836+0.17309i,-0.019917+0.12463i,0.017092+6.3276e-05i,0.022314-0.068771i,0.040504-0.06624i,0.069627-0.040612i,0.075123-0.021885i,0.049751-0.0046053i,0.016481+0.01448i,-0.010311+0.016415i,-0.032774+0.008597i,-0.039592+0.0054799i,-0.030103+0.00070187i,-0.018097-0.0022987i,-0.011144-0.0012319i,-0.0069926-0.0023621i
-0.95493-0.27784i,-1.3658-0.24593i,-1.3752-0.051796i,-0.87097+0.27312i,-0.13797+0.53072i,0.43019+0.58117i,0.64657+0.44513i,0.52495+0.19506i,0.23524+0.0023212i,0.033885-0.066869i,-0.053211-0.10762i,-0.10948-0.11647i,-0.11008-0.081277i,-0.06324-0.050992i,-0.0099172-0.041043i,0.023549-0.046532i,0.02488-0.042205i,0.013895-0.015461i,0.0076808+0.0075963i,0.011859+0.0087736i,0.024936+0.006687i,0.038266+0.0075712i,0.038886-0.0047675i
0.24814-0.27478i,0.18699-0.18399i,0.093078-0.082263i,0.030019-0.18795i,-0.0018017-0.3929i,0.051004-0.52928i,0.071248-0.54448i,-0.0048537-0.36795i,-0.023851-0.096838i,0.0025353+0.050717i,-0.0090047+0.1009i,-0.0014376+0.12813i,0.02562+0.109i,0.025163+0.072629i,0.0090248+0.046388i,-0.0048837+0.026014i,-0.0090294+0.0073969i,-0.0064717-0.011167i,-0.014442-0.024168i,-0.038543-0.029141i,-0.058355-0.0275i,-0.06608-0.02133i,-0.073646-0.0063724i
0.42886+0.16869i,0.45309-0.083772i,0.1648-0.37681i,-0.25124-0.35836i,-0.53408-0.12451i,-0.61972+0.12422i,-0.48615+0.28474i,-0.23701+0.2332i,-0.092389+0.075023i,-0.030849+0.0059145i,0.027154-0.025131i,0.042989-0.062347i,0.027066-0.065373i,0.0047731-0.040051i,-0.018182-0.0060606i,-0.033534+0.0055323i,-0.043558+0.0013881i,-0.042095+0.013048i,-0.026076+0.029479i,-0.0059871+0.028543i,0.0023529+0.0061326i,-0.00084142-0.014697i,0.0053711-0.016369i
-0.50345+0.069245i,-0.36236+0.050806i,0.011779-0.085649i,0.25921-0.15573i,0.37563+0.00053683i,0.51764+0.19288i,0.52435+0.16947i,0.3098+0.053719i,0.08083+0.02042i,-0.01398+0.036234i,-0.023163+0.040405i,-0.019605+0.034203i,-0.011984+0.02849i,0.0027905+0.01516i,0.012957+0.0010538i,0.018945+0.002311i,0.028699+0.0103i,0.039631+0.0021653i,0.04059-0.019121i,0.033486-0.023459i,0.026975-0.0034571i,0.024688+0.020056i,0.028481+0.025433i
0.084544-0.47463i,0.015292-0.43111i,-0.0031487-0.29056i,0.066969-0.28411i,0.10742-0.34i,0.093749-0.30437i,0.099272-0.19975i,0.10545-0.085741i,0.10066+0.015029i,0.094395+0.055109i,0.071441+0.046487i,0.038982+0.032951i,0.00011724+0.023206i,-0.047507+0.032619i,-0.074038+0.053883i,-0.065979+0.051626i,-0.051316+0.026072i,-0.045768+0.0088674i,-0.040617+0.015119i,-0.03236+0.02625i,-0.024579+0.023517i,-0.020147+0.0059796i,-0.024791-0.018389i
0.62783+0.33309i,0.87941+0.28251i,0.78568+0.061364i,0.35752-0.13257i,-0.090414-0.17324i,-0.27539-0.083848i,-0.19445-0.037289i,-0.096567-0.090422i,-0.083139-0.11072i,-0.069474-0.069966i,-0.043418-0.048626i,-0.021009-0.037652i,0.0079395-0.0236i,0.028436-0.031112i,0.019919-0.052154i,-0.011902-0.057281i,-0.029221-0.033412i,-0.011618-0.012484i,0.0077657-0.018339i,0.0056142-0.024732i,-0.0032213-0.019838i,-0.0078824-0.016728i,-0.0082619-0.011705i
-0.58167+0.14903i,-0.60918+0.23828i,-0.28181+0.2285i,0.080264+0.12988i,0.1986+0.093586i,0.13549+0.13328i,0.039609+0.13914i,-0.012491+0.099937i,-0.029524+0.063065i,-0.020178+0.050651i,0.016821+0.040524i,0.032607+0.008722i,0.006938-0.011189i,-0.017802+0.0059046i,-0.01601+0.034007i,0.011131+0.046676i,0.031139+0.037382i,0.024166+0.021738i,0.014463+0.013118i,0.021757+0.011339i,0.039716+0.018528i,0.053549+0.030199i,0.055192+0.032722i
0.15357-0.15638i,0.24982+0.090097i,0.35816+0.34991i,0.42154+0.30497i,0.36444+0.12481i,0.23503+0.049829i,0.12941+0.069054i,0.073918+0.093492i,0.063699+0.065241i,0.026937+0.0049017i,-0.028283+0.0091709i,-0.031736+0.057158i,-0.016683+0.061085i,-0.026762+0.031965i,-0.048429+0.012253i,-0.060113+0.010756i,-0.047984+0.0054359i,-0.022231-0.017129i,-0.0099031-0.031029i,-0.012035-0.023313i,-0.015787-0.012343i,-0.017443-0.010918i,-0.019033-0.019274i
0.3127+0.37815i,0.40708+0.36237i,0.27462+0.16627i,0.005336+0.052341i,-0.19064+0.045197i,-0.20448+0.01776i,-0.074174-0.024644i,0.024912-0.068151i,-0.001393-0.064498i,-0.024003-0.012373i,-0.00069953-0.010828i,0.0097921-0.041528i,0.015317-0.04895i,0.015496-0.054604i,0.0054127-0.060012i,-0.001557-0.052855i,-0.0038738-0.0337i,-0.0042313-0.012276i,-0.0094543-0.0051094i,-0.014519-0.0097631i,-0.005028-0.020662i,0.012071-0.028229i,0.022583-0.019901i
-0.47558-0.091189i,-0.61102+0.058464i,-0.40124+0.26893i,-0.022011+0.29085i,0.18531+0.10896i,0.11672-0.061907i,-0.075987-0.10391i,-0.15959-0.06375i,-0.10887-0.048623i,-0.058256-0.052534i,-0.021289-0.021409i,0.020052+0.0065682i,0.034185+0.0091213i,0.032993+0.016078i,0.03372+0.027783i,0.030572+0.028957i,0.019692+0.020423i,0.011926+0.011129i,0.017997+0.00062939i,0.022209-0.0081672i,0.015588+0.00047536i,0.0062938+0.023273i,-4.2365e-05+0.0383i
0.30496-0.29096i,0.19368-0.42016i,-0.065048-0.27649i,-0.14246+0.0087787i,-0.06522+0.11933i,-0.045767+0.078691i,-0.077276+0.082835i,-0.074984+0.11108i,-0.036597+0.08114i,-0.018655+0.011789i,-0.05015-0.024666i,-0.069649-0.014216i,-0.048579-0.018826i,-0.039108-0.040371i,-0.047172-0.036947i,-0.043017-0.011683i,-0.019698+0.0018744i,-0.001626-0.0037275i,-0.00859-0.0060896i,-0.024728+2.4162e-05i,-0.032802+0.00011263i,-0.029444-0.0029582i,-0.012571-0.0052563i
-0.25805+0.50082i,-0.28969+0.64861i,-0.25636+0.50585i,-0.24285+0.27251i,-0.22774+0.13614i,-0.14258+0.047825i,-0.036505-0.012382i,0.01608-0.033294i,0.0073004-0.018037i,-0.0099633+0.019664i,-0.0043442+0.038988i,0.00092763+0.036659i,0.0012583+0.039989i,0.021618+0.037326i,0.041754+0.0054066i,0.021434-0.030502i,-0.0098115-0.029606i,-0.0070445-0.0077952i,0.013859-0.0023411i,0.021054-0.010523i,0.017297-0.017127i,0.011511-0.021534i,-0.00067956-0.01981i
-0.30877-0.48807i,-0.46694-0.5618i,-0.43859-0.41823i,-0.27403-0.24215i,-0.098626-0.20816i,-0.015236-0.23986i,-0.025125-0.22295i,-0.036023-0.16277i,-0.014368-0.11737i,0.0016545-0.083157i,0.025752-0.041497i,0.060807-0.014398i,0.07506-0.013843i,0.048269-0.018847i,0.0090317+0.0035709i,0.010186+0.033513i,0.023958+0.030911i,0.0014819+0.019618i,-0.023896+0.026743i,-0.02223+0.036767i,-0.011566+0.043638i,-0.0012265+0.050546i,0.0082092+0.049563i
0.47122+0.15366i,0.49041+0.10894i,0.23228+0.064927i,-0.016723+0.11117i,-0.073721+0.16315i,-0.029048+0.1171i,-0.034554+0.0099506i,-0.071729-0.036926i,-0.049579-0.011317i,0.00025734-0.0069585i,-0.002781-0.029642i,-0.043023-0.029132i,-0.054505-0.0045039i,-0.022732+0.017612i,0.0047859+0.014483i,-0.00692+0.0042607i,-0.018684+0.014033i,0.0086074+0.019281i,0.038614+0.0011648i,0.036669-0.015074i,0.016957-0.018165i,-0.0055164-0.020301i,-0.021496-0.023511i
-0.23067+0.21579i,-0.10112+0.15496i,0.033721-0.11057i,-0.073484-0.27544i,-0.19012-0.1673i,-0.078412-0.024194i,0.05366+0.0075482i,0.059634+0.0027566i,0.012117+0.013757i,-0.01473+0.038308i,0.0011733+0.045595i,0.022938+0.023383i,0.018833+0.00025032i,0.00063777-0.0066359i,-0.0099826-0.0036062i,-0.004962-0.012359i,-0.0028831-0.026545i,-0.011282-0.022189i,-0.016248-0.0037607i,-0.0064389+0.0031177i,0.011186-0.0070201i,0.02169-0.015794i,0.021071-0.013332i
0.0054037-0.42757i,-0.084922-0.47637i,-0.16882-0.31315i,-0.13529-0.13036i,-0.0042726-0.091792i,0.070432-0.15094i,0.040799-0.18237i,0.011029-0.11886i,0.045649-0.047152i,0.058188-0.052235i,0.0056797-0.04926i,-0.033539+0.0071831i,-0.023635+0.056942i,4.3688e-05+0.062237i,0.008169+0.038155i,0.0087815+0.026689i,0.011435+0.0263i,0.0040709+0.011567i,-0.0080126-0.0042657i,-0.012081-0.0040997i,-0.0095907+0.0080752i,-0.0074281+0.016158i,-0.0098086+0.010864i
0.28314+0.22666i,0.43827+0.17635i,0.42117-0.01323i,0.20817-0.13246i,0.023318-0.087479i,-0.015417+0.0091057i,-0.015477+0.025691i,-0.028857-0.0084636i,-0.036013-0.012027i,-0.010499+0.020778i,0.044202+0.022508i,0.069013-0.030765i,0.03991-0.070538i,-0.0046495-0.057479i,-0.031013-0.022066i,-0.038747+0.0002974i,-0.039081+0.0074777i,-0.031739+0.014501i,-0.021032+0.016789i,-0.014965+0.0088275i,-0.0084588-0.0011407i,0.0024422-0.006394i,0.010371-0.0050244i
-0.29525+0.011521i,-0.37352+0.13997i,-0.23617+0.24348i,-0.040748+0.13863i,-0.0029271+0.0026457i,-0.024216+0.029075i,0.010542+0.076169i,0.029887+0.063161i,0.019081+0.034603i,-0.013529+0.010087i,-0.053352+0.027423i,-0.052246+0.062193i,-0.02823+0.058203i,-0.0097144+0.031763i,0.0023239+0.0051585i,0.0072127-0.019036i,0.0099046-0.033777i,0.0082243-0.034637i,0.0026799-0.024284i,0.0017634-0.012953i,0.001722-0.0093969i,-0.0035451-0.0097337i,-0.0072055-0.010807i
0.31157+0.10461i,0.52816+0.030976i,0.47727-0.1619i,0.20515-0.24631i,0.051902-0.13538i,0.077093-0.0034838i,0.12053+0.035929i,0.091166+0.023165i,0.024484+0.032405i,0.0083943+0.03827i,0.015552-0.010956i,-0.0033353-0.053245i,-0.016571-0.042245i,-0.013253-0.024464i,-0.0089258-0.01219i,-0.0033513+0.0094024i,0.00057533+0.024466i,-0.0040736+0.018589i,-0.011147+0.0071218i,-0.012568+0.0026694i,-0.0098959+0.0011602i,-0.001555+0.0041171i,0.0085067+0.009584i
-0.43278+0.19065i,-0.52437+0.47556i,-0.29472+0.54518i,-0.036332+0.27753i,-0.010326+0.019619i,-0.056099-0.03962i,-0.040589-0.061641i,-0.026626-0.077501i,-0.015049-0.046349i,-0.0071731-0.0047464i,-0.00027062+0.047482i,0.024812+0.073662i,0.021438+0.045632i,-0.011+0.017418i,-0.028863+0.0083369i,-0.033474-0.00064956i,-0.031026-0.01066i,-0.016832-0.015972i,-0.0030666-0.017275i,-0.00013409-0.0073576i,0.00075999+0.012694i,0.0086098+0.023697i,0.016888+0.015433i
0.37861-0.33286i,0.36922-0.50176i,0.1804-0.41358i,0.059292-0.1643i,0.065462+0.033654i,0.068437+0.11822i,0.044352+0.1231i,0.010112+0.080265i,-0.019152+0.049496i,-0.016016+0.030897i,-0.019901-0.0049135i,-0.033819-0.025917i,-0.016934-0.032409i,0.0040584-0.040456i,0.0055364-0.042881i,0.0070534-0.03802i,0.014683-0.025194i,0.018757-0.010337i,0.014347-0.003675i,0.0069183-0.0067017i,0.0005188-0.015097i,-0.007719-0.020431i,-0.01223-0.013306i
-0.24823+0.6816i,-0.23999+0.97962i,-0.10832+0.83477i,-0.01217+0.38573i,-0.053905+0.059987i,-0.1289-0.042666i,-0.12291-0.026067i,-0.057303+0.011611i,-0.017661+0.003823i,-0.020909-0.02447i,-0.01774-0.032755i,-0.0040929-0.025351i,1.0096e-05-0.0048059i,0.013577+0.012362i,0.027896+0.011294i,0.018141+0.013479i,0.0013545+0.020759i,-0.0023092+0.012915i,0.0018281+0.00010091i,0.0083868-0.0019872i,0.013555+0.0040831i,0.0097042+0.012252i,-5.6205e-05+0.016291i
-0.37691-0.5435i,-0.54907-0.63402i,-0.43852-0.40284i,-0.13266-0.11949i,0.060383-0.0088898i,0.093127+0.050584i,0.096551+0.068273i,0.06714+0.0097507i,0.015159-0.019927i,-0.00045013-0.0060982i,-0.0050409+0.005668i,-0.0099452+0.017401i,0.00032507+0.0085103i,-0.0035515-0.013576i,-0.019417-0.016423i,-0.019294-0.013914i,-0.0083453-0.017553i,0.006013-0.015286i,0.017569-0.013508i,0.015927-0.015528i,0.0071833-0.011534i,0.0030402-0.0038694i,0.0058555+0.002067i
0.32066+0.18436i,0.34621+0.29033i,0.23206+0.26233i,0.09054+0.12208i,-0.054714+0.011818i,-0.1548-0.034932i,-0.15258-0.039062i,-0.09788-0.026253i,-0.063496-0.025544i,-0.062659-0.018347i,-0.06494+0.006413i,-0.048434+0.025332i,-0.017954+0.025886i,0.0050805+0.0097019i,0.0091519-0.0059622i,0.0072326-0.0065429i,0.010699-0.0019089i,0.0089591-0.0012307i,-0.0029604-0.0017647i,-0.012383-0.0025041i,-0.010046-0.0062939i,-0.0050589-0.0089873i,-0.0053228-7.2782e-05i
-0.38509+0.0022529i,-0.5997-0.090817i,-0.56179-0.1095i,-0.2762-0.03396i,-0.014732+0.0039313i,0.076875+0.013507i,0.07159+0.028595i,0.033586+0.016045i,0.010784+0.0030113i,0.028682-0.014721i,0.044411-0.051995i,0.037181-0.070608i,0.022967-0.053206i,0.019839-0.017906i,0.030282-0.0017873i,0.024992-0.011378i,5.6979e-05-0.010674i,-0.013041+0.0048692i,-0.0058876+0.014669i,0.0018945+0.01406i,-0.0030837+0.0083129i,-0.014965+0.0027686i,-0.020358-0.0045149i
0.026282-0.070458i,0.088964-0.072209i,0.057166-0.048529i,-0.039102-0.018158i,-0.11299-0.017829i,-0.15927-0.026574i,-0.13557+0.014817i,-0.045981+0.047341i,0.0077788+0.028106i,0.0058316+0.019853i,0.0069202+0.039151i,0.012868+0.052542i,0.014608+0.04681i,0.013262+0.026163i,0.0019814+0.0151i,-0.0012497+0.019136i,0.0083558+0.015152i,0.01409+0.010174i,0.01324+0.014823i,0.011807+0.018748i,0.014762+0.019032i,0.0211+0.016437i,0.024195+0.012666i
-0.19471-0.21234i,-0.35726-0.22897i,-0.31399-0.14141i,-0.096802-0.037166i,0.087106-0.017803i,0.17831-0.05675i,0.18047-0.10238i,0.11458-0.1211i,0.051297-0.094412i,0.017477-0.07021i,-0.02232-0.06636i,-0.061612-0.052686i,-0.06616-0.020151i,-0.043154+0.0079062i,-0.02111+0.0048702i,-0.014713-0.01151i,-0.012206-0.011894i,-0.0025113-0.0056152i,0.0061476-0.00743i,0.0071734-0.010192i,0.0047478-0.009375i,-0.0017168-0.013986i,-0.014743-0.02063i
0.29176-0.12177i,0.32702-0.25921i,0.18835-0.24857i,0.022145-0.097601i,-0.070999+0.0029473i,-0.14207+0.025347i,-0.14804+0.050445i,-0.072132+0.044504i,-0.020952+0.011486i,0.0029849+0.0065741i,0.034841+0.0041207i,0.056488-0.0054524i,0.056769-0.013233i,0.038679-0.015661i,0.028432-0.00074661i,0.033135+0.012478i,0.027283+0.0068788i,0.0060482+0.0020821i,-0.0090791+0.0084438i,-0.0082292+0.012203i,-0.0041186+0.0059079i,-0.0027193-0.0019746i,0.0023223-0.0021496i
