-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
0.00077396-2.652e-06i,0.00049051+5.8805e-05i,0.00015525-0.00028403i,0.00059848-0.0003594i,0.0017609-0.0007495i,0.0021795-0.00078587i,0.0013455-0.00023652i,0.00022651-2.3834e-05i,-2.125e-05-0.00075517i,0.00013918-0.00046553i,0.00042229-0.0001087i,0.00039019-0.00052136i,0.00034269+4.756e-05i,0.00087836+0.0007045i,0.00050661+0.0004603i,0.00021642+0.00022218i,0.00038988+0.00078103i,9.5346e-05+0.001113i,0.00056299+0.00014147i,0.00016389-0.00078872i,-0.00064394-0.00041918i,-0.00041403-6.326e-05i,0.00026465-2.4115e-05i
-0.0008908+0.0011925i,-0.001397+0.00064755i,-0.0013015+0.00030538i,-0.00045081+0.00093869i,-0.00022688+0.0012199i,-0.0002217+0.0007539i,-0.00044258+0.00010102i,-0.00088096-0.00043793i,-0.000526+0.00054378i,-0.00036976+0.001641i,9.0033e-05+0.0010219i,0.00023067-0.00031967i,0.00016898-0.00038444i,-7.4251e-05-0.00015164i,-0.00056215-0.0005082i,1.5445e-05+0.00019392i,0.00049602+0.00049388i,0.00045806-0.00034678i,-8.0683e-05-0.00068103i,-0.0012761-0.00037586i,-0.0011192-0.00010554i,-0.00079187+0.00079745i,-0.00077681+0.00075446i
0.0010808+0.00060548i,0.00013462+0.00021981i,0.00039395-0.00048025i,0.00099902-0.00062097i,0.00076622-0.00020101i,0.00042347+0.00038376i,0.00066569+0.00012855i,0.0008499-0.00036689i,0.00079302-0.00014364i,-9.5838e-05-2.0117e-05i,-0.00019134-0.00026912i,0.00028456-0.00010615i,0.0001304-0.00035769i,-0.0001534-0.00039374i,-0.00025698+0.00037998i,0.00030697+0.00043582i,0.00072856+7.9602e-06i,0.0002256-0.00019841i,0.00041679-0.00031124i,0.0004213-0.00029024i,-0.00046836-0.00030564i,-0.00052748-0.00044545i,-0.00027095-0.0013387i
-0.0036412-0.0016417i,-0.0033191-0.00058841i,-0.0030715-0.00037885i,-0.0024749+0.00016447i,-0.00099804+0.00089926i,0.00015164+0.00081158i,-2.2833e-05+0.00021144i,-0.00093681-0.0001405i,-0.0012698-0.00034667i,-0.00056098-0.00031967i,0.00014581+0.00026565i,7.0728e-05+6.2699e-05i,-0.00082875-0.00011116i,-0.0010728+0.00032422i,-0.00073013+0.00080907i,0.00055611+0.00059105i,0.0016454+0.00039428i,0.0013657+0.00014539i,0.00070315-0.00038096i,0.00018981-0.0010727i,-0.00013243-0.00080457i,-0.00020716+0.00057077i,-0.00051063+0.00093243i
0.0010721+0.0030918i,6.8913e-05+0.0029992i,0.0011618+0.001267i,0.0019717-0.00074926i,0.0028353-0.0015322i,0.0026343-0.0012234i,0.0013259-0.0010525i,3.1363e-05-0.00045823i,-0.00047785-0.00018113i,-0.00021855-0.00059676i,-0.00026886-0.00037534i,-0.0010396-0.00029672i,-0.0010867-0.00033666i,-0.00021028+4.993e-05i,6.1157e-05+9.3943e-05i,-0.00031948-0.00010413i,-0.00021918-0.00029494i,-0.00025027-0.00029794i,-0.00051569+0.00034818i,4.0762e-05-8.1621e-05i,0.00052217-4.0547e-08i,-5.465e-05+2.4735e-05i,-0.00036058-4.0703e-05i
-0.00066639-0.00032633i,-0.0012607-0.0016964i,-0.0011092-0.00052163i,-5.3111e-05-1.3053e-06i,0.00072114-8.9416e-05i,0.00075926+0.00017481i,0.00061443+6.6315e-06i,0.00028177-0.0002981i,3.0578e-05-0.00098906i,-0.00031931-0.0012912i,-0.00070455-0.0011426i,-0.00081732-0.00074375i,-0.00060269+0.00012457i,-5.709e-05+0.00053776i,8.7708e-05+0.00067116i,0.00025335+0.00073789i,0.00031094+0.00055115i,0.00028229-0.00049894i,0.00033429-0.00085868i,0.00033103-0.00037035i,-0.00036711+0.0004483i,-0.00077743+0.0013474i,0.00036572+0.0010756i
-0.00061879-0.00080416i,6.8431e-05-0.00017515i,8.5929e-05+0.0010782i,0.0006211+0.00079802i,0.0013196-0.00044265i,0.0013436-0.00067423i,0.00031817-0.00025243i,-0.00093405-0.00035748i,-0.00079968+0.00012496i,-0.00073249+0.00072323i,-0.00031241-0.0003074i,0.00026323-0.001235i,-0.00022911-0.0011723i,-0.00060009-1.7728e-05i,-0.0003282+0.00030895i,0.00026717+0.00014456i,0.00057355+0.00032737i,0.00054928+0.00065412i,8.5748e-05+0.0003189i,-0.00094856-0.00021508i,-0.0013465+7.9731e-05i,-0.0011527+0.00070293i,-0.0012271+0.00087344i
-0.0016758+0.00049066i,-0.0018744+0.00097419i,-0.0014488+0.00074445i,-0.00036577-0.00015672i,0.00051113+8.876e-05i,0.00021334+0.00024565i,0.00060048-0.00043402i,0.0006722-0.00090719i,-0.00016436-0.00073255i,4.1524e-05-0.00016678i,0.00011522+0.00043595i,0.00022104+0.0002573i,0.00032233+7.4257e-05i,0.00066623+0.00030813i,0.0010238+5.1461e-06i,0.0013196-0.00098137i,0.00063766-0.0011659i,-0.00025495+0.00020569i,0.00016813+0.00052992i,8.4062e-05-0.0007601i,-0.00056897-0.00097133i,-0.00078974-0.00017613i,8.8825e-05-3.0843e-05i
-0.0014987-0.0021007i,-0.0013515-0.0014495i,-0.00050916-0.001937i,0.00078585-0.0020341i,0.00098416-0.001177i,0.00074349-8.9525e-06i,7.6818e-05+0.00074732i,-9.8322e-05+0.00051657i,0.00019104+0.00038017i,0.00029441+0.00075096i,0.00031733+0.00081184i,0.00020653+0.00058214i,-0.00028226+3.9801e-05i,-0.00023355+0.0008842i,-0.00032052+0.0013141i,-0.00063898+0.00012632i,-0.00017418-0.00029131i,8.8536e-05+6.4646e-05i,7.8264e-05+0.0001725i,-0.00030492+0.00011374i,-0.0003777-0.00023644i,0.00088476-0.00058782i,0.0011831-0.00069013i
5.8708e-06+0.00062908i,0.00049099+0.00092821i,0.00038389+0.0012026i,0.00023478+0.0011653i,0.000783+0.00090515i,0.00092667+6.2546e-05i,0.00037312+2.7143e-05i,5.1576e-05+0.00030823i,-0.00040487-0.00017299i,-0.00098015-0.00049068i,-0.00089983-0.00025197i,-0.0011008-0.00042904i,-0.00094516-0.00085853i,-0.00036884-0.0007046i,-0.00010383+6.9374e-05i,9.3236e-05+0.00011454i,0.00019649-3.3434e-05i,0.00027218-0.00017256i,0.00042067-0.00040862i,-0.00021921-0.00078397i,-0.0010184-0.00026118i,-0.00048883-9.5169e-05i,5.8379e-05+0.00017035i
0.00045622+0.00089582i,-0.00066037+0.00074538i,-0.0004511+0.0012288i,0.00056892+0.00036422i,0.00070421-0.00092133i,0.0010569-0.0014103i,0.00097977-0.0018499i,0.00010943-0.00090238i,-0.00069066+0.00058118i,-0.00086477+0.00081481i,-0.00055941+0.00033089i,-0.001346-0.00041139i,-0.0015495-0.00057881i,-0.00029822+0.00021909i,7.7266e-05+0.00069793i,-0.00024172+0.00085482i,-0.00032561+0.00048673i,0.0002264+0.00061194i,8.3706e-05+0.00069761i,-0.00042925+0.00035735i,-0.0011247+0.00058922i,-0.001107+0.00060612i,-0.00021154+0.00047953i
0.00074449-0.00055182i,0.0013338-3.4226e-05i,0.0020311+4.8676e-05i,0.0014342-0.0011569i,0.00083481-0.001938i,0.0013041-0.0021787i,0.0015811-0.00089894i,0.00029085+0.00050964i,-0.00034781+0.00054868i,-0.00012196+0.00041126i,0.00024255+0.00022141i,0.00036856-3.4236e-05i,7.2456e-06-0.00018153i,0.00015435-0.00038392i,-7.1277e-05+0.00010512i,-0.00056543+0.00067705i,-0.00083246-0.00035645i,-0.00042022-0.00071747i,0.00090795-0.00032149i,0.00081591-0.00080848i,0.00019291-0.00023642i,0.00035135+0.00072983i,0.00053313+0.00055838i
-0.00098506+0.0007465i,0.00012674+0.0012974i,0.00022336+0.00073599i,0.00081371-3.6537e-05i,0.0017054-0.00053007i,0.0012048-0.0012526i,0.00021559-0.0010512i,0.00014833-0.00066754i,-0.00010511-0.00052498i,-0.00040298-0.00027583i,-8.1163e-05-0.00036447i,-7.5332e-05+0.00019456i,-0.0006045+0.0004914i,-0.00062816+0.00060624i,-0.00068318+0.00038035i,-0.0007358-0.00020611i,-0.00051269+0.00015276i,-0.00035382+0.00041113i,-0.00021669-4.8913e-05i,-0.00010583-0.0006885i,-0.00041819-0.00043267i,-0.00070375-0.00023932i,-0.00022655-0.00087514i
-0.0010842-0.00024078i,-0.0012678-2.6764e-06i,-0.00091395-0.00054998i,-0.00013727-0.00020151i,0.00047545+0.00064423i,0.0004464+0.0010894i,-0.00023746+0.00058663i,-0.00043372-0.00031968i,-4.2565e-05+3.2103e-05i,0.0001684+0.00014366i,-9.2863e-05-0.0010578i,-0.00030535-0.0011905i,-0.00058623-0.00062144i,-0.00022961-0.00063755i,-5.6766e-05-0.00069097i,-0.00020939-0.00020456i,-7.0224e-05+0.00058141i,0.00018851-2.5646e-05i,0.00063544-0.00027129i,0.00068484+0.00013319i,7.7125e-05-1.9502e-05i,-7.0648e-05+7.2772e-05i,8.9386e-05+0.00056669i
-0.00010993+0.00027677i,-0.0019137+0.00078375i,-0.002425-0.0002734i,-0.0013101-0.00049177i,0.00030487+0.00045734i,0.0012715+0.00048843i,0.0011653+0.000306i,0.00068413+0.00021397i,0.00012655+9.614e-05i,0.00015099+2.8865e-05i,0.00015557+0.0001927i,-4.5537e-05+0.00044747i,6.0633e-05+3.3888e-05i,0.00012309-0.00078558i,-0.00011967-0.00043878i,-0.00053913-0.00036415i,-8.227e-05-7.7851e-05i,0.00027043+0.00020005i,-0.00022809-0.00046595i,4.4372e-05-0.00054146i,2.1231e-05+5.5903e-05i,-0.00074961-0.00049301i,-0.00031068-0.0010946i
0.001697-0.0010967i,0.0022213-0.0013311i,0.0016703-0.0014318i,0.00071586-0.0024957i,-0.00022076-0.0020476i,-0.00020924-0.00069406i,2.5837e-05+0.00036079i,-0.0014551-9.2687e-05i,-0.0016027-0.00047219i,-0.00042348-0.00028457i,0.00022965-0.00036552i,0.00055731+0.00055497i,0.00081364+0.00064032i,0.00086848+0.00050091i,0.00048159+0.00031156i,0.00040823+0.00059033i,0.00011644+0.0015316i,0.00055926+0.0013726i,0.0015363+0.00064683i,0.0012703+0.00023355i,0.00038901+0.00049788i,-0.00011587+0.00099675i,-0.00060072+6.4485e-05i
0.00091319+0.002338i,0.00093592+0.0020889i,0.0011102+0.0021307i,0.0012596+0.0019365i,0.0022439+0.00080984i,0.0018956-9.9073e-05i,0.00085296-0.00039269i,0.00030211+2.7378e-05i,0.00023783+0.00038362i,6.3086e-05+0.00033111i,0.00019177-0.00015287i,0.00085288-0.00034857i,0.00085787-0.00010139i,0.00073046-0.00039344i,0.00066903-0.001145i,0.00072785-0.0016641i,0.00083408-0.00088919i,0.00035696+0.00015776i,0.00021187+6.2331e-05i,-0.00011487-0.00053523i,-0.00013296-0.00086109i,0.00036001-0.00016665i,0.00085639+3.2761e-06i
0.0012314+0.0017009i,0.0010274+0.0022016i,0.0012636+0.0022522i,0.0018124+0.00064846i,0.0021195-0.00073127i,0.0017737-0.0014047i,0.00077668-6.0451e-05i,2.5967e-05-3.9755e-05i,-0.00026059-0.0010365i,-9.3693e-05-0.0014603i,0.00075707-0.0017476i,0.0010761-0.0011451i,0.00019887-0.0006763i,3.7693e-05-0.00065499i,0.00041898-0.00029691i,0.0001374+0.00027041i,-0.00013395+0.00090381i,0.00049039+0.0009444i,0.0012204+0.00047535i,0.00041795-0.00015214i,-0.00065098-0.00018987i,-0.00087734-0.00020817i,-0.00027573-0.0001698i
-0.00069637-0.0002695i,-0.0010366-0.00085173i,-0.00073364+0.00023068i,0.00043461+0.00073322i,0.00083585-0.00051255i,0.0007218-0.00083733i,-0.00015938+0.00011239i,-0.001066+0.00075765i,-0.00084055+0.00051926i,-0.0003066-0.00017497i,-0.00016084-0.00065458i,-9.4828e-06-0.00063828i,-0.0001267-0.00036287i,-0.00093649+0.00010394i,-0.00056021+0.00034147i,0.00065163+1.5718e-05i,0.00029385-6.8593e-05i,0.00012122-0.00015733i,0.00052605-0.00047225i,8.9077e-05-0.0008935i,-0.0003197-0.00074979i,0.00013521-0.00035017i,-0.00034514-0.00040063i
-0.00081198+4.7508e-05i,-0.0010167+0.0011705i,-0.00090751+0.00097526i,0.00016632+0.00036287i,0.00044188+0.00016739i,3.452e-05+6.1194e-05i,-0.00031105+0.00015182i,-0.00061373+6.8167e-05i,-0.0010842-1.5687e-05i,-0.00077013+0.00036236i,5.2943e-05+0.00019262i,8.5887e-05-0.00065396i,-0.00087659-0.00058314i,-0.00093969-0.0002311i,0.00028944+0.00030706i,0.00068321+0.00064747i,0.00040149+0.00028475i,0.00018911+0.00032616i,0.00096687+0.00020846i,0.0010828-0.00014438i,0.00063826-0.00043274i,0.00055407-0.00011417i,0.00093317-2.3561e-05i
-0.0014172+8.1737e-05i,-0.0015872+0.00061651i,-0.00095967+0.00052858i,0.00011996+0.0012006i,0.00089377+0.0019727i,0.0015117+0.0014123i,0.0011874-0.00047122i,0.00019878-0.00071459i,-0.00013155+5.8464e-05i,0.00041521-0.00020922i,3.247e-05-0.00040851i,-0.00046756-0.00022609i,-0.0010547-0.00014692i,-0.0013134-0.00073217i,-0.0005669-0.00058397i,-9.0816e-05-1.547e-05i,0.00057234+0.00030772i,0.00042008+0.00062879i,0.0001636+2.6187e-05i,3.5894e-05-0.0007413i,-3.0365e-05-0.0011286i,0.0001078-0.00077133i,0.0001937-0.00049532i
-1.338e-05+0.0016089i,0.0004091+0.0018836i,9.7238e-05+0.0017356i,0.00015665-0.00013884i,0.0011054-0.0010757i,0.0017884-0.00080217i,0.0012677-0.00075619i,0.00052945-0.00056014i,0.00021021-0.00049083i,-0.00014246-3.2476e-05i,-7.0598e-05+3.0081e-05i,0.00026908-5.8105e-05i,0.00024217-0.00059524i,0.000312-0.00066337i,0.00039425+0.0003286i,0.00015554+0.00026887i,-9.9819e-05+0.00022949i,0.00017548-9.6361e-06i,0.00065285-0.00076564i,0.0007722-0.00090578i,0.00021656-0.00044294i,-0.00076278+0.00041484i,-0.00042201+0.0007112i
-0.0020425+8.4022e-05i,-0.00096139-0.00015463i,-0.0012581-0.00092418i,-0.0016222-0.00037905i,-0.00080859-0.00025097i,0.00087859-0.00088004i,0.0011638-0.0013942i,-4.09e-05-0.0015782i,-0.00064902-0.0009908i,-0.0001475-0.00045775i,-0.00015938+0.00054374i,-0.00060179+0.00095974i,-0.00065147+0.00041701i,-0.00056058+1.8518e-05i,9.8829e-05+0.00034692i,0.00018952+0.001078i,-6.0296e-05+0.0010357i,0.00020619+0.00047159i,0.00036328-0.00019305i,0.00016961-0.00077403i,-0.00024644-0.00060847i,-0.00048065+0.00033413i,-0.00050475+0.00074796i
-0.0031963+0.00045392i,-0.003869+0.0018206i,-0.0033719+0.0020869i,-0.00075429+0.0014893i,0.0012065+0.0015285i,0.0015107+0.00084581i,0.00052223+0.00028315i,-0.00042266-0.00016824i,-0.00051771-0.00027354i,0.0002782+0.00039653i,0.0008291+0.00052345i,0.00034478+0.00044373i,0.00073725+0.00064659i,0.0010506-9.7265e-05i,0.00063926-0.00066816i,0.00062904-0.00080168i,0.00071303-0.00058747i,0.00042056-0.00041942i,0.00023089-0.00043585i,-0.00043039-0.00016431i,-0.0013357-0.00010411i,-0.0011178-0.00026158i,-0.00028876-0.00029856i
0.00089594-0.0010991i,0.0011412-0.0021738i,0.00080004-0.0020778i,0.0010036-0.0015758i,0.0021539-0.0008621i,0.0020593-0.00032071i,0.00053752-0.00055384i,-0.00032379-0.0013119i,1.8218e-05-0.0015326i,0.00012206-0.00011159i,-0.00084283-0.00016718i,-0.00083687-0.0010664i,-0.00061576-0.0017285i,-0.00044301-0.00084556i,-0.00016497+0.00045945i,-0.00019653+0.00038181i,-0.00029402+0.00027348i,0.00019855+0.00011099i,0.00063024+7.4489e-07i,0.00037023+8.4538e-05i,-9.6567e-05-0.00073506i,5.2558e-05-0.00111i,0.00051108-0.00021145i
-0.0018068+0.00043714i,-0.0022255+0.00056551i,-0.0019896+0.00067901i,-0.00064208+0.00029545i,0.00032366+2.9019e-05i,0.00017326+2.4888e-05i,-0.00033657-3.6218e-05i,-0.00059284+0.00023648i,-6.9299e-05+0.00015555i,0.00083749-3.8721e-05i,0.00064736-0.00016329i,-0.00034485+0.00010396i,-0.00078624+0.00038373i,-0.00025168+0.00038852i,4.6026e-05+0.00072219i,0.00014645+0.00085385i,0.0011448+0.00055839i,0.00076416+0.00059273i,-6.9943e-05-1.3203e-05i,-0.00016997-0.001051i,-0.00096827-0.0004394i,-0.0012827+0.00017099i,-0.00059923-3.1016e-05i
0.00076153-1.0765e-05i,0.0014056+8.0814e-05i,0.0024261-0.00054939i,0.0016352-0.0012692i,0.00018755-0.0015439i,0.00063224-0.0010019i,0.0012239-0.00060732i,0.00023311-0.00046848i,-0.00079166-0.0011948i,-0.00044127-0.0010159i,-0.00023927+0.00044337i,-0.00024154+0.00037866i,5.9724e-07-0.00056845i,0.00018543-0.0010129i,-0.00017546-0.00030723i,-0.00049378+0.00053859i,0.00022126+7.8301e-05i,7.9188e-05-0.00037898i,-4.5232e-05-4.3306e-05i,0.00037258-1.5606e-05i,8.3041e-05-0.00079639i,-0.00048135-0.0010268i,-0.00038453-0.00017826i
-0.00020765+0.00089391i,-0.00027035+0.00061632i,0.00021902+0.0013038i,0.00058494+0.0004886i,0.00015998-0.00023617i,-1.0673e-05+0.00035245i,0.00026634-0.00013212i,-5.0074e-05-0.0011574i,-0.00066736-0.0015367i,-0.00082258-0.00062754i,-9.8344e-05+2.2114e-05i,0.00057406-0.00020529i,0.000377-2.7478e-05i,0.00017372+0.00040654i,-0.00018573+0.00040964i,0.00021633+0.00063228i,0.00076695+0.0012135i,0.00087076+0.00083502i,0.0014634+0.00010846i,0.00065012+0.00015167i,-0.00031841+0.00061708i,-0.00063009+0.00064339i,-0.00085833+0.00019233i
0.0010295-0.00037121i,0.00057187-0.001062i,0.00077846-0.00016229i,0.0013777+0.000622i,0.0022012+0.00042719i,0.0016549-0.00081092i,0.00018546-0.0013355i,-0.00021151-0.00029323i,-0.00013457+0.00082377i,5.7195e-05+0.0004468i,0.00043411-0.00024678i,0.00051899+0.00028016i,-0.00020284+0.00023633i,-0.00087541-0.00021186i,-0.001093-0.00065027i,-0.0011124-0.00087781i,-0.00071712+0.0001377i,-3.9621e-05+0.00092221i,0.00049457+0.00058764i,0.00027378+0.00033933i,-0.00038384-0.00015516i,0.00015854-0.00019169i,0.000405+0.00021598i
-5.6548e-06-0.0020185i,-2.9382e-05-0.002639i,-0.00081456-0.0029507i,-0.00061085-0.0020058i,-0.00020348-0.00025331i,2.8252e-05+0.00086087i,3.1848e-05+0.00095579i,0.00029625+0.00037672i,-0.00014439+6.6342e-05i,-0.00096175-7.7526e-05i,-0.00037097-7.3259e-05i,-0.00023798-3.4583e-05i,-0.0010438-6.5645e-05i,-0.0011969+0.00030567i,-0.00069798+0.00062442i,-9.1599e-05+0.00044928i,0.00068696+0.00048139i,0.00077921+0.00059298i,0.00023074-1.8689e-05i,-6.8372e-05-0.00081583i,0.00019874-0.00090249i,0.00012556-0.00076914i,-5.8836e-05-0.00053146i
-0.00016113+0.0010514i,-0.00017408+0.0015003i,-0.00018091+0.0023091i,-0.0003732+0.0022138i,0.00025385+0.0014997i,-4.7809e-05+0.0010159i,-0.00038389+0.00068286i,-0.00024755+0.00043296i,-0.00050524+0.00047772i,-8.1189e-05+0.00036721i,3.2027e-05+4.327e-05i,-0.00037198-0.00044825i,-0.00063379-0.00063514i,-0.00070636+0.00025316i,-0.0002812+0.00073627i,0.00061685+0.00054566i,0.0014528+0.00047988i,0.001321+0.00068531i,0.00040488+0.00040942i,-0.00038814-0.00024468i,-0.00063209-0.00059054i,-0.00014648+0.0004808i,0.00021761+0.0009026i
0.00044076+0.0013104i,-1.0718e-05+0.00026407i,0.00094345+0.00024757i,0.0021909-0.00054824i,0.0015743-0.0021988i,0.00050747-0.0021803i,0.0012824-0.0013653i,0.0014835-0.0007568i,0.00069226-0.0010253i,0.00024333-0.0013276i,0.00058264-0.0012109i,0.00039176-0.00080397i,-0.00021659-3.4849e-05i,-0.00036021-2.2272e-05i,-0.00027658-4.7804e-05i,-0.0004025+0.00049565i,-0.00022692+0.00088546i,-0.00026445+0.00079936i,-0.00011344+0.00087147i,0.00040047+0.00071313i,-0.00011466+0.00027793i,-0.00063429-9.231e-05i,-0.00019935-0.0010779i
-0.0001847+0.0019105i,0.00017837+0.001381i,0.0011986+0.00085076i,0.0010713+0.0012498i,0.00075841+2.6436e-05i,0.00088205-0.0013226i,0.00044062-0.0013995i,0.00061956-0.0011354i,0.001164-0.00029955i,0.00074255-0.00021228i,0.00032627-0.00017745i,0.00017658-6.2938e-05i,0.00029399-0.00058178i,0.00018677-0.00096458i,0.00019172-0.00069318i,0.00050453-0.00011733i,7.3727e-05-0.00017887i,1.063e-05-0.00028005i,0.0005509-1.4097e-05i,0.00051537-7.9839e-05i,-0.00053331-0.00019187i,-0.00084852-0.00026345i,-0.0008724+9.8939e-05i
-0.00036214-0.0003843i,-0.0010151-0.00053435i,-0.0010805+0.00066224i,-0.00023596+0.00048853i,-0.00024822-0.0001935i,-5.4915e-05-0.00032179i,0.00080207-5.9058e-05i,0.00036205-0.00033461i,-0.00098544-0.00039086i,-0.00095234-1.0342e-05i,-0.00025086+0.00033239i,-0.00033985+0.00048321i,-0.00023224+0.00038109i,0.00033134+1.7446e-05i,0.00037063-0.00069634i,0.00025048-0.00069237i,-0.00016499-4.0422e-05i,-0.00034702+0.00047116i,-0.00013188+8.4987e-05i,-0.00022998-0.0010979i,3.8029e-05-0.001073i,0.00052067-0.00049958i,0.0010247+0.00081847i
-0.002218-0.00022152i,-0.0024332-0.00060733i,-0.0011974+0.00023821i,-0.00057695+0.0012531i,8.2096e-05+0.0015829i,0.0010123+0.0015804i,0.00087722+0.0010752i,1.6881e-05+0.00018459i,-0.00041906-0.0004566i,-0.00092805-4.8905e-05i,-0.0010301+0.00032623i,-0.0002993+0.0003322i,-0.00039633+0.00049911i,-0.00098959+0.00066002i,-0.00061538+0.00058532i,-0.00028587+0.00015494i,-0.00066167-0.00023331i,-0.00058624+0.00035346i,-4.6439e-06+0.00037136i,-0.00019516-0.00062116i,-0.00083575-7.6665e-05i,-0.00042936+2.8018e-05i,-0.00024038-0.00056563i
-0.00046064-0.0015196i,-5.3471e-05-0.0010503i,0.00030067-0.00015897i,0.00013042+0.00013125i,-0.00013787-0.00010203i,-0.00033797-0.00010976i,-0.00062267-0.00093703i,-0.0004854-0.0019344i,-0.00025155-0.0014448i,-0.00053774-0.0005019i,-0.00028575-0.0003353i,2.3959e-05+0.00021109i,-0.00082783+0.00048444i,-0.00084147+2.1924e-05i,-0.00030817-4.122e-05i,-0.00032871-0.00017554i,0.00027781+9.6169e-05i,0.0005827+0.00036151i,0.00019173+0.00033143i,0.00037588+0.00031362i,0.00042943+0.00011595i,8.0164e-05+0.00066771i,0.0002629+0.00087085i
-0.00082783+0.00083173i,-0.00087341+0.0010623i,-0.0010864+0.0014317i,-0.0007484+0.0015852i,0.00076915+0.0020452i,0.00147+0.0015461i,0.00054017-0.00010126i,-0.00027937-0.00025906i,0.00014058+0.00083968i,0.00023605+0.00095823i,7.937e-05+0.00064839i,-0.00019326+0.00072498i,-0.00068229+0.00044574i,-3.8329e-05-0.00063883i,0.0011273-0.00066161i,0.0013964+0.00049997i,0.00081564+0.00069787i,0.0001248+0.00059649i,-0.00012134+0.00031172i,-0.00044772-0.0001553i,-0.00082035-0.00027823i,-0.000898-0.000676i,-0.00036542-0.00036488i
0.0011073+0.0011744i,0.00081314+0.0011414i,0.0010206+0.0010702i,0.0013028-0.00019421i,0.0009527-0.00080837i,0.00049287-0.00072965i,0.00057699-0.0010191i,0.00033872-0.000857i,-0.00027203-0.00058558i,-1.8949e-05-0.00016084i,0.00045232+0.00017155i,0.00060225+0.00027167i,0.00076926-0.00017471i,0.00065764-0.00014928i,0.00092639+6.5605e-05i,0.00016103-0.00014887i,-0.00040798+0.00040586i,0.00026901+0.00063969i,0.00034814-4.4116e-05i,0.00021998-0.00014794i,-0.00012791-0.00060646i,-0.00031506-0.0010951i,0.00028507-0.0006798i
-0.0018226+0.0030183i,-0.0015454+0.002024i,6.1523e-05+0.0025418i,0.0018721+0.0020675i,0.0032631+0.00073776i,0.003145+0.00025214i,0.0018465-0.00014826i,0.00058205-0.00041245i,0.00019512+0.00011558i,0.00073606+0.00064262i,0.00094171+0.0011536i,0.00041873+0.0011438i,0.00039051+0.00098838i,0.00038953+0.00085727i,-7.8957e-05+0.00055443i,-0.0005562+0.0004134i,-0.00070098+0.00027076i,0.00028122-0.00017371i,0.0010967-0.0008363i,0.00077797-0.00075526i,0.00047073-0.00039192i,-1.2279e-05+0.000163i,-0.00034533+0.00047986i
-0.00092806-0.00097945i,-8.5911e-05-0.00067962i,0.00070007-0.00099975i,0.00046493-0.0004618i,0.00028045-0.00031236i,0.00064944-2.5096e-05i,0.00079614+0.00023046i,0.0008606-0.00022525i,0.00011063-0.00027082i,-0.00056609-0.00032697i,-0.00039093-0.00085268i,0.00022451-0.0011026i,5.7977e-05-0.00038781i,-0.00015349+0.00035021i,0.00053404+0.00019172i,0.00039671-7.943e-05i,0.00016949-0.00015476i,0.00047669+0.00076156i,0.0003216+0.0015749i,0.00020812+0.00067679i,-5.2173e-05-0.00018592i,-0.00026176-0.0002604i,2.037e-06+0.00027689i
-0.00053076+0.00066792i,7.1532e-05+0.00015816i,-0.00020957+9.2848e-05i,-0.00051618-0.00016662i,-0.00021043+0.00048719i,0.0010233+0.0007927i,0.0010378+7.5337e-05i,0.0001891-0.0003451i,-0.0003778-0.0010451i,0.00024186-0.00074911i,0.00028489+3.0685e-05i,-0.00065381+5.8186e-05i,-0.00039263-0.0006162i,-0.00011253-0.0014203i,0.00038757-0.0010484i,0.00061611-0.00012057i,0.00093282+0.00023456i,0.0011666+0.00050707i,0.00054608+0.00042492i,-8.8666e-05+0.00041243i,4.9054e-05+4.0736e-06i,0.00078146-0.00068221i,0.00010546-0.00057242i
0.001382-0.00022444i,0.00057493+0.00051094i,0.0016006-0.00064781i,0.0014467-0.0016857i,0.0011374-0.0011124i,0.00074764-4.2423e-05i,-0.00023418+0.00012881i,-0.00067524+0.00024927i,-0.00060997+0.00045023i,0.00015966+0.00032311i,0.00042382-0.00028559i,-7.587e-05-0.00088976i,-0.00031079-0.0007787i,-0.00033937-0.00065381i,-0.00032728-0.00055247i,2.0755e-05+0.00030713i,3.0294e-05+0.00075872i,2.9932e-05+0.0005909i,0.00030049+0.00058943i,-0.00072047+0.00044205i,-0.0015286+0.00025728i,-0.0015752+0.00032989i,-0.0012181+0.00045153i
