-0.001408+0.00085734i,-0.0021538+0.00055193i,-0.0028135+0.00016828i,-0.0021956-0.00037078i,-0.00064523-0.00013177i,0.00061505+0.00017462i,0.0013297+0.00095604i,0.0006921+0.0016672i,-2.8709e-05+0.0010386i,0.00016854+0.00014231i,-1.9028e-06+0.00051276i,-0.00045115+0.00079816i,0.00018006-0.00016831i,0.001402-0.0002743i,0.0010366+0.000512i,0.00055825+0.00056649i,0.00056724-0.00033471i,0.00068109-0.0013583i,3.2645e-05-0.0017788i,-0.00050222-0.0009655i,-0.00046546+0.0004751i,6.3203e-05+4.5597e-05i,0.00040614-0.00057674i
0.0025423-0.00031389i,0.0044932+0.00056419i,0.0043859+7.5783e-06i,0.0024835-0.0011059i,0.00094791-0.0017765i,0.00042108-0.0011637i,0.00077484+0.00012947i,0.0013121+0.0010183i,0.00033571+0.00065961i,-0.0008884-0.00014208i,-0.00086136-0.0006537i,-0.00058923-0.00055128i,-0.000645-0.00023358i,-6.2451e-06-0.00038769i,0.00020772-0.00011299i,-0.00040586+0.00027682i,-0.00015694-0.00037171i,-3.8785e-05-0.00086189i,-0.00045054-0.00060113i,-0.00070555+1.5868e-05i,-0.00085581+0.00029387i,-0.00043408-0.00052559i,0.00022752-0.00020127i
0.001342+0.0013678i,0.0013291+0.00091631i,0.0015342-4.5146e-05i,0.00096288-0.0014227i,-0.00036202-0.0021471i,-0.00075549-0.0010256i,0.00014236+1.1723e-05i,0.0012471+0.00037i,0.00043042+0.00039384i,-0.00047457-0.00042199i,0.00011299-0.0011861i,0.00062425-0.0010345i,-3.5646e-05-0.00038996i,4.9203e-05-0.00051909i,0.0004853-0.00028254i,-0.00026003+0.00019548i,-0.00053454+0.00024344i,-0.00030277+0.0009384i,-0.00023717+0.0019238i,0.0002109+0.0015327i,0.00079339+0.0004032i,0.00061746+4.4498e-05i,2.6584e-05-0.0001063i
0.00093519-0.00014192i,0.0020268+5.6501e-05i,0.0025502+0.00046392i,0.0033761+0.00078468i,0.0036148+0.00068249i,0.0035143-0.00037367i,0.0033576-0.0014083i,0.0025221-0.00081819i,0.0015753-0.00018044i,0.00049388+6.0152e-05i,-0.00031907-0.00018127i,-0.00070876-0.00036281i,-0.00065908-4.6637e-05i,-0.00046883-0.00040841i,-0.00022076-0.00082809i,0.00031942-0.00087695i,0.00073734-0.00043422i,0.0010688+0.00088467i,0.00095706+0.0004766i,-1.6807e-05-0.00038024i,-0.00047741-0.00015277i,-0.00091768-0.00014435i,-0.00071289-0.00058627i
0.00053954+0.00048078i,0.00068798+0.0011748i,0.0001089+0.00049327i,-0.00041554+6.1378e-05i,-0.00022461+4.1526e-05i,0.00085863-5.9206e-05i,0.0013743-5.4862e-05i,0.00057881+0.00031252i,0.00066286+0.00055343i,0.00036447+0.0001228i,-0.00012484-5.4061e-05i,-0.00015997+0.00021472i,0.00086836+0.00024536i,0.001647+0.0006061i,0.0015277+0.00057745i,0.00094821+0.00018602i,-7.9437e-05+0.00023912i,-0.00037709-0.00022752i,-0.0001141-0.00047362i,-2.2398e-06-0.00033858i,0.00017504-0.00041492i,-3.6268e-05-0.0002468i,2.2216e-05+0.0001841i
0.0020699+0.0014332i,0.0015885+0.00031764i,0.0015257-0.0012613i,0.001237-0.0017144i,0.00063668-0.001749i,0.0010556-0.00090189i,0.0012722-7.6386e-06i,0.0014232-0.00092691i,0.0014954-0.00093619i,0.0014731+0.00024849i,0.0014555+0.00061365i,0.00067275+0.00016341i,-0.00043455-0.00023041i,-0.00073887-0.00016917i,-0.00034385+0.00011563i,-0.00025769+0.00074172i,7.9019e-05+0.00011815i,0.000102-0.00057644i,-0.00038381-0.00010392i,-0.00067171+0.00023979i,-0.00048458-8.9764e-05i,-0.00073035-0.00083524i,-0.0018788-0.0017295i
-0.00056723+3.1679e-05i,-0.0010209+0.00033506i,-0.0012986-0.00086582i,-0.00025107-0.0015183i,0.00095624-0.0017473i,0.0020177-0.0011797i,0.0018204-7.2037e-05i,0.00095395-0.00056913i,0.0010565-0.00096356i,0.0010815-0.00028551i,0.00088018+0.00034547i,0.00039792+0.001269i,0.00038636+0.0011646i,0.00021635+0.00029204i,-7.9047e-05-0.00060895i,0.00032864-0.00054551i,0.00083289-0.00015294i,0.00087623-0.00054174i,-0.00024721-0.00048508i,-0.00057831-0.0006008i,0.00052672-0.0007316i,0.0007321-0.00046401i,0.00016596-0.00069712i
0.0014367-0.0017959i,0.001249-0.0020566i,0.00076155-0.0034642i,0.00050058-0.0037836i,0.0013548-0.0019052i,0.0012194+0.00015187i,0.00083726+0.00064626i,0.00079572+0.00063615i,0.00032764+0.00029621i,-0.00063656+0.00018219i,-0.0010646+4.1247e-05i,-0.0014145+0.00028397i,-0.0012492+0.0011142i,-0.00032861+0.0012934i,-0.000437+0.00074085i,-0.00018871+0.00067545i,0.00013851+0.001381i,-0.00015298+0.00054848i,0.00013376-0.00027866i,0.00065615+9.2018e-05i,0.00099835-0.00017671i,0.00076223-0.00068627i,0.00081566-0.00081186i
0.0016272-0.0014805i,0.0032208-0.0015503i,0.0033194-0.0020903i,0.0023339-0.0025453i,0.0015933-0.0020225i,0.0015673-0.00083192i,0.0023389-0.00075634i,0.0024117-0.00063916i,0.0011841-0.0003235i,0.00027526+0.00025532i,7.9947e-05+0.00011272i,9.0656e-05-0.00028308i,-0.00048752+0.00034314i,-0.00029193+0.00059036i,0.00027262+0.00073928i,0.00053757+0.00051508i,0.0011775+8.8588e-05i,0.00076413-7.8521e-05i,0.00060852+0.00022775i,0.00081306+0.00034145i,0.00082658-0.00013758i,0.00037186-0.00010132i,-0.0002517-3.2605e-06i
-0.0010649+0.00098358i,-0.00041671+0.0024427i,0.0012352+0.0037331i,0.0021778+0.0025292i,0.00084166+0.00073504i,0.00027267+3.2807e-05i,0.00095449-0.0007379i,0.0015327-0.0010998i,0.0011502-0.00039729i,0.00081767+0.00023137i,3.9952e-05+0.00082149i,-0.0014296+0.00039386i,-0.00074716-0.00046038i,0.0004567-4.5142e-05i,0.00028603+2.663e-05i,-7.7085e-05-0.00044705i,-0.00021704-0.00020423i,9.6993e-05+0.00033473i,0.00023645+0.00067773i,-0.00013525+8.8879e-05i,0.00035813-0.00065179i,0.0005414+0.00019499i,0.0007014+0.00072993i
0.0033764-0.00046049i,0.0030004-0.0011246i,0.0016672-0.0021679i,0.00081151-0.0023006i,0.00069617-0.0013895i,0.00065725-0.00059717i,0.0014255-5.1569e-06i,0.0015293+0.00034304i,0.0014196+8.1099e-07i,0.00046948-0.00055897i,-0.00055359-0.00073927i,-0.0011539-0.00054849i,-0.0013859-0.00013204i,-0.001179+0.0010795i,-0.001617+0.0017893i,-0.001556+0.001212i,-0.00051744+0.00058926i,5.9492e-05+0.00014829i,0.0001802+0.00053581i,0.00018495+0.00062297i,0.00034919-0.00018767i,0.00066407-0.00043855i,0.00059371-0.00040394i
0.00016883-0.0029452i,-0.00024035-0.0030931i,-0.0010537-0.0021948i,-0.0011899-0.0019548i,-0.0002982-0.001667i,0.00055807-0.0010385i,0.0014856-0.0016661i,0.0021688-0.0019398i,0.0014651-0.00071387i,0.00061583-9.8949e-05i,0.00048515+0.0004127i,0.00020708+0.0008155i,0.00044945+0.00087692i,0.00039099+0.00075993i,5.9388e-05+0.00067936i,-0.00011931+0.00056736i,0.00012795+0.00014802i,0.00015808-0.00012529i,0.00013341-0.00053527i,0.0012127-0.00066614i,0.0015798-5.0817e-05i,0.00053931+0.00070784i,-0.00036406+0.00098745i
-0.00061947-0.0017309i,-0.0009379-0.0024034i,-0.0017931-0.0024608i,-0.0011702-0.0017684i,0.00035772-2.7383e-05i,0.0010804+0.0018949i,0.0015627+0.0017444i,0.001953+0.00060879i,0.0012879-9.8352e-05i,0.00012635+6.103e-06i,-0.00010583+7.249e-05i,0.00034013+5.9849e-05i,0.00022982+0.00090536i,0.00022752+0.001084i,0.00067703+0.00081412i,0.0007767+0.00026451i,0.00046399+0.00066189i,0.00019833+0.00099252i,0.00065594-6.7967e-05i,0.0013596-0.00019609i,0.00076167+0.00021449i,-0.00022998+0.00034366i,-0.00029491+0.00045035i
0.00026102+0.0012391i,0.0018966-0.00037867i,0.00322-0.00134i,0.0024984-0.0025879i,0.0023274-0.0022614i,0.0015289-0.0017928i,0.00099173-0.0012605i,0.0011559-0.00064418i,0.0010876-0.00035406i,0.00056834-0.00039479i,-9.7471e-05-0.0013499i,-0.00082713-0.001271i,-0.00066485+0.00028064i,-0.00096563+0.00037131i,-0.0012911-0.00024772i,-0.00048336+0.00036891i,-0.0002014+0.00028623i,-4.1889e-05-0.00021817i,-0.00023095-0.0004252i,-0.00014243-7.1869e-05i,0.00054475-0.0002126i,0.00067936-0.00096009i,-2.9016e-05-0.0004914i
0.0029325-0.00038186i,0.0049903-0.0004524i,0.0054819-0.00070116i,0.0038482-0.00097799i,0.0020961-0.0010491i,0.00069445-0.00098812i,0.00018384-0.00056401i,0.00087354-0.00010333i,0.0010781+9.0487e-05i,0.00025062+6.0679e-05i,-0.0003735-0.00040013i,-0.00038055-0.0004593i,-0.00029889+0.0005088i,-0.00056411+0.00041449i,-0.00078868-0.00040471i,-0.00038489-0.00034146i,9.1216e-05-7.2396e-05i,-0.00034863+0.00043497i,-5.754e-05+9.7113e-05i,1.3417e-05-0.00047114i,8.3924e-05-0.0011506i,0.00046625-0.00091725i,-0.00017512-0.0004475i
-0.00071863+0.0031164i,-8.7675e-06+0.0025698i,-0.0012742+0.0019716i,-0.0013744+0.0010501i,0.00072623+0.00029966i,0.0018746+0.00031337i,0.0015435-7.0664e-05i,0.0013005-0.00065986i,0.00092762-0.00096358i,5.0735e-05-0.00052746i,0.00017049-0.00033381i,0.00026577-0.00041558i,0.00040125+0.00010616i,0.00084649+0.00029552i,0.0014417-0.00021371i,0.0014865-0.00043831i,0.00087404-0.00079686i,0.00045898-0.0011234i,-4.7573e-05-0.00068527i,-0.00071844-7.4229e-05i,-0.00021478+8.3922e-05i,0.00069283-0.00039684i,-0.00027971-0.00039625i
0.0015143+0.00053964i,0.0025706+0.00051672i,0.0028103+9.1523e-06i,0.0016836-4.5585e-05i,0.00057035-0.00024746i,0.00096713+0.00012883i,0.0022871+0.00047346i,0.002358+0.0011417i,0.0021503+0.0005756i,0.0015366-0.00074535i,-0.00065267-0.00035917i,-0.0014145+0.00027629i,8.4597e-05+0.00043809i,0.00032195+0.00048561i,-0.00030975+0.00083952i,-5.4053e-06+0.00083693i,0.00010072+0.00082353i,-2.4592e-05+0.00063537i,2.2108e-05+0.00045426i,0.00022365+0.00034585i,0.00025745+0.00018375i,-0.00013373+0.00021328i,-0.00034021-3.1282e-05i
0.00047462-0.0015307i,0.0011323-0.00049686i,0.0010509-0.00065675i,0.0010983-0.0013635i,0.0012212-0.0024615i,0.0019558-0.0018023i,0.0025261-0.00087385i,0.0017936-0.00077959i,0.00014532+8.3527e-06i,-0.00042246+0.0010687i,-0.00017754+0.00090698i,-8.9829e-05+0.00034132i,0.00026538+0.00047949i,0.00017693+0.00044061i,-0.00017766-0.00031394i,-0.00042315-0.00088861i,-0.00059405-0.00025294i,-8.8478e-05+4.5004e-05i,0.00014493-0.00010836i,0.0002403+2.6284e-05i,-0.00063407+0.00014706i,-0.0010619+9.1787e-05i,2.5532e-05-0.00016709i
0.0015428-0.0013408i,0.0017888-0.0013373i,-0.00021752-0.0025046i,-0.0008439-0.0029609i,-0.00070766-0.0015394i,-0.00015864-0.00054168i,0.0013302-0.00020436i,0.0015032+5.2572e-05i,0.0012106-6.6579e-05i,0.0010973+0.00048482i,0.00069226+0.00048787i,0.00015029+0.00086613i,-0.0002542+0.00069022i,8.2727e-05-0.00044231i,0.00034302-0.00030553i,0.00011103+2.9847e-05i,-0.00019125-0.00047464i,-0.00061146-0.00020696i,-0.00052486+0.00057751i,-0.00025401+0.00044427i,-8.2575e-06+0.00020595i,-0.00022063-0.00013398i,-0.00067009-0.00051013i
0.00071141-0.0015849i,0.0011255-0.00079872i,0.0015483+0.00013122i,0.0015695+0.00037976i,0.0021192+0.00024754i,0.0028279+0.00057424i,0.0027661+0.00015868i,0.0027637-0.00047112i,0.0025455-0.00031345i,0.0016912+0.00059716i,0.00033262+0.0012393i,-7.9719e-05+0.00084392i,-0.00055354+0.00012698i,-0.00033418-0.00036424i,0.00044684+0.00066228i,0.00012931+0.0014211i,3.0765e-05+0.00095516i,0.00065502+0.00044411i,0.0013056-0.0001806i,0.0014594-3.8585e-05i,0.0011373+0.00053118i,0.00042202+0.00067551i,0.00012196+0.00020796i
-0.00021719-0.00047245i,0.00045141-1.083e-05i,0.0014279-1.1956e-05i,0.00069503-0.0010077i,-0.00060903-0.0017578i,-0.0011889-0.0019104i,-0.00037737-0.00101i,0.0017478-0.00031124i,0.002039-0.00033698i,0.001501-6.787e-05i,0.0011599+0.00073254i,0.0004985+0.00068688i,-7.8369e-05+0.0002714i,-0.00030593-0.00064914i,-0.00012554-0.0010726i,-0.00041518-0.0010501i,-0.00046801-0.00056132i,-2.1838e-05+0.00021859i,-0.00019635+0.00028688i,-0.00074105+3.7933e-05i,-0.00054569-3.6513e-05i,0.00011685-0.00020478i,0.00048008-0.00078056i
8.1535e-05-0.0018009i,0.0007692-0.0024409i,9.5807e-05-0.0019398i,-9.803e-05-0.0017229i,0.00090326-0.0017385i,0.0022372-0.00045915i,0.0029619+0.00033328i,0.0024879-0.00021655i,0.0010657+0.00018778i,-6.3243e-05+0.00078499i,-0.00046054+0.001002i,-0.00039918+0.0007742i,1.6607e-05+0.00016169i,-0.0002686-6.5992e-06i,-0.0011784+0.00010041i,-0.0009617+0.00030879i,-8.1905e-05-0.00026142i,0.00036659-0.00049702i,0.00038925+9.9489e-05i,-4.4022e-05+0.00019303i,-7.9299e-05+0.00027736i,-0.00022175+6.8931e-05i,0.00025291-0.00031731i
0.0025299-0.00020985i,0.0029151-0.00061689i,0.0019878-0.00034549i,0.00031078-0.00076108i,-5.2419e-05-0.0010904i,0.00023672-0.00027418i,0.0010727+0.00052372i,0.0016539+0.00081814i,0.0013381+0.00049112i,0.00042813+0.00081573i,-0.00045235+0.00057285i,-0.00082334+0.0006429i,-0.0011949+0.00072888i,-0.00019083-0.00025481i,0.00020355-0.00048501i,-0.00084447+7.763e-05i,-0.00092054+0.00012505i,-0.00050115+0.00045495i,-0.0003709+0.00045738i,0.00078363+0.00022798i,0.0011526+0.00060078i,0.00018785+0.00064851i,2.9615e-05+0.00015771i
-0.00062264+0.0013184i,0.0011261+0.00023255i,0.0019628-0.0014568i,0.0017757-0.0022218i,0.00076532-0.0015193i,0.00032573+3.4294e-05i,0.00079223+0.00067481i,0.00098895-0.00017969i,-3.525e-05-0.00011257i,-0.00010737+0.00026746i,-0.00011371-0.00021683i,-0.00019102-0.00021094i,0.0015526-4.7443e-05i,0.0018068-0.00019644i,0.00053992-0.00064907i,-0.00020725-0.00066681i,-0.00049963+4.7983e-05i,-0.00056536+0.00017876i,-0.00019332-0.00036661i,0.0001648+0.00037463i,0.00042158+0.0014954i,-0.00066028+0.00095916i,-0.0011218-0.00030118i
-0.00039337-0.0008497i,-0.00080173-0.001826i,-0.00026899-0.0026411i,0.00046005-0.0017519i,0.00079566-0.00072183i,0.0014472+2.7423e-05i,0.0023298+0.00024364i,0.0025465+0.00024296i,0.0019332+0.00016803i,0.00064774+0.00018444i,-0.00047415+0.00011446i,-0.0003221+0.00050141i,-0.00043826+0.00071185i,-0.00090263+0.00039273i,-0.00074443+0.00044474i,-4.6629e-05+0.00030102i,0.00079267-0.00010136i,-5.4302e-05+4.458e-05i,-0.00019307+0.00020334i,0.00073082+2.8144e-05i,0.0010666+1.7401e-05i,0.00086957-0.00012586i,0.00018049-0.00072655i
0.0013499-0.0013617i,0.0033409-0.0011436i,0.0036691-0.00051775i,0.003211-0.00081257i,0.0027791-0.0014977i,0.0021093-0.0017593i,0.0011741-0.0010175i,0.00084958-3.0227e-06i,0.00044758-9.5699e-06i,-0.00039037-0.0003998i,-0.00086911-0.00017953i,-0.00067427+0.0008444i,-0.0006777+0.0020708i,-0.00066188+0.0023218i,0.00019595+0.0021944i,0.00025581+0.0015434i,0.00021707-0.00029359i,0.00080382-0.00097185i,0.0009602-0.00019528i,0.00056617+0.00016436i,0.00016074+0.0005605i,-0.00040107+0.00069016i,-0.000472-0.00047819i
0.0010723-0.00056518i,0.0021569-0.00033753i,0.0029305+0.0012644i,0.001688+0.00056057i,0.00036204-0.0001956i,0.00085138+0.0013935i,0.0012143+0.0018537i,0.0009947+0.00020874i,0.0004665-0.00055914i,8.4799e-05+0.00030185i,-0.0004564+0.00064366i,-0.0014324+0.00012521i,-0.0014143+0.00034752i,-0.0010517+0.0015962i,-0.0014074+0.0013588i,-0.0011733+0.00041815i,-4.0711e-05+0.00045462i,0.00071201+0.00058583i,0.00031193+0.00059201i,0.00010467+0.00056926i,0.0009108+0.00035271i,0.0010758+0.00031976i,0.0007362+0.00035082i
0.0021568+0.00010127i,0.0010153-0.00056999i,-0.00017745-0.0019027i,-0.00098734-0.0014689i,-0.00061319-0.00097661i,0.00021755-0.00053441i,0.0014149+0.00027314i,0.0023167+0.00066237i,0.001982+0.00062175i,0.00071661-3.9941e-06i,-0.00037182-0.0013389i,-0.0006302-0.0017659i,-0.00060784-0.00052003i,-0.00027499+0.00091743i,-2.129e-05+0.0011781i,3.221e-07+0.0013467i,2.7216e-05+0.00082442i,0.00023976+0.00014497i,0.00035852+0.0008356i,0.00080778+0.00077493i,0.00069549+8.3976e-05i,-5.409e-05-0.00028633i,0.00012624+0.00035945i
-0.0010661-0.00072461i,-0.0018553-0.0016095i,-0.0016087-0.0020478i,-0.00013955-0.002277i,0.0013965-0.0022541i,0.001884-0.0018669i,0.0019887-0.00097488i,0.0018376-0.0010826i,0.00075941-0.001103i,0.00052521-0.00023608i,0.00088778+4.1703e-05i,0.00061122+0.00043122i,1.0602e-05+0.00033435i,-0.00057012-0.00035883i,-0.00043043-0.00057816i,0.00018752-7.3477e-05i,-4.9579e-05+0.00014099i,0.00025405-1.7421e-05i,0.0004091-0.00024249i,0.00018161-0.00047233i,0.00037288-0.00031957i,0.00036326-0.00027956i,0.00060194-0.00036491i
0.0016733-0.0035994i,0.00053187-0.0046712i,-0.00090984-0.0033034i,-0.00085192-0.0014627i,-0.00074631-0.00010033i,-0.00042859+0.0012341i,0.0011752+0.001981i,0.00181+0.0011357i,0.0011755-0.00011527i,0.00017354-0.00010993i,-0.00050387+0.00042265i,-0.00085981+0.00046158i,-0.0008831+0.00069975i,-0.00047846+0.0010608i,-1.2898e-05+0.0011442i,-0.00046539+0.0014536i,-0.00053959+0.00095307i,-0.0001959-0.00015041i,6.6086e-05-0.00017723i,0.00044041+0.00035877i,0.00062351+0.00054167i,0.00073759-0.00028691i,0.0012318-0.0010204i
0.0020643+0.0013193i,0.0045132-0.00019571i,0.005086-0.0015007i,0.004343-0.0024975i,0.0034189-0.0017971i,0.0013422-0.00038917i,0.00038876+4.6174e-05i,0.00065544+0.00017246i,0.00044702+0.00058222i,-7.6794e-05+0.00083915i,-0.00018158+0.0012081i,-0.00036826+0.00038359i,-0.00045817-0.00031606i,0.00021762-0.00081134i,8.1682e-05-0.00074091i,7.0823e-05-8.736e-05i,0.00099166-0.00022056i,0.00059732-0.00048634i,-0.00042353-0.00080896i,-2.9032e-05-0.0003782i,0.00040065+0.00057262i,-6.5224e-06+0.00035098i,-0.00043014-0.00029256i
0.0025683+0.0022314i,0.0040636+0.0026697i,0.0041691+0.0014198i,0.0030489-0.00065539i,0.0017159-0.00055579i,0.00021556+0.00087972i,0.00035673+0.00047094i,0.0011847-0.00013071i,0.00063633+0.00061595i,0.00069204+0.0012852i,0.0012595+0.00086262i,0.00070567+0.00091735i,0.00059122+0.00056979i,0.00014056-0.00084271i,-0.00058436-0.00051454i,-0.00015504+0.00024384i,0.00091795-0.0001361i,0.00097389-0.00064344i,0.00036738-0.00093751i,-0.00020326-0.00021817i,-0.00019993-0.00030192i,-0.00022099-0.00099172i,0.00013177-0.00048188i
0.00088595+0.00030816i,0.00070724+0.0010133i,0.00040012+0.0011435i,0.00092083+0.0013654i,0.00058334+0.0003992i,0.00025662-0.00078791i,0.0016076-0.00072161i,0.0021222-0.00095215i,0.0011963-0.0011482i,0.0004969-0.00090845i,-0.00048356-0.00021268i,-0.00098057+0.00010183i,-0.00018833+0.00013147i,0.00030295+0.0005197i,0.00029357+0.00029431i,-0.00041374-0.00018668i,-0.00075968+0.00058296i,-0.00042796+0.00025064i,0.00011538-0.00035462i,0.00043801-0.00025023i,0.00016699-0.00012694i,-0.00011777+0.00027431i,-6.8401e-06+0.00019353i
-0.0030227+0.00074653i,-0.0041965+0.0018001i,-0.0039212+0.0015747i,-0.0015259+0.0012666i,0.00036124-3.8023e-06i,0.001943-0.00067328i,0.0024897-0.00030947i,0.0016753-0.00016593i,1.5236e-07+7.3852e-05i,-0.0003019+0.00049314i,1.8391e-06+0.0004656i,-9.2639e-05-2.5852e-05i,-4.3382e-05-0.00058654i,0.00018329-0.0010198i,0.00039659-0.00060841i,0.00065218+0.00078049i,0.00053055+0.0016416i,0.00023372+0.0010115i,0.00040499-0.00021246i,0.00052759-0.00036162i,-0.00015462-3.9999e-05i,-0.00043687+0.00010779i,0.00038139+0.00044056i
0.0016522-0.00092976i,0.0020023-0.0020489i,0.001761-0.0020465i,0.00071287-0.00072457i,0.00078722+0.00028419i,0.0018967+0.00010908i,0.0022574+0.00060546i,0.0017232+0.00098633i,0.00136+0.00066131i,0.00069955+0.00044859i,-0.00025424+8.4109e-05i,-0.00038662-1.3804e-05i,-0.00042344+0.00016411i,-0.00045276+0.00034062i,0.00011243+0.00066374i,0.00012666+0.00080814i,-0.00021708+0.0004169i,0.00012056+0.00021399i,0.00044905+0.00031666i,-0.00012186-0.00046488i,-0.00022777-0.0004179i,-0.00031132+0.00072667i,-0.00074611+0.00071849i
0.0029588-0.0024933i,0.00341-0.0036915i,0.0021973-0.0042499i,0.0013488-0.0035426i,0.0013953-0.0021124i,0.0013898-0.0010899i,0.0021945-0.00085989i,0.0024387-9.6039e-05i,0.001248+4.3328e-05i,0.0001456-0.00038719i,-0.00038883+6.9404e-05i,0.00036938+0.00078969i,0.00048561+0.001426i,0.00030934+0.001056i,0.00088768+0.00030023i,0.00068469+0.00071159i,0.00034125+0.00064121i,0.00075925+0.00038923i,0.0002143+0.00033569i,1.2443e-05+0.00023188i,-0.00033122+0.00069859i,-0.00075611+0.00062848i,-0.00053463+0.00080135i
0.0032893+0.0019141i,0.0041352+0.00050546i,0.0045819-0.0011134i,0.0039154-0.0030847i,0.0020191-0.0037774i,0.00042062-0.0024502i,0.00026535-0.00073319i,0.0013363+0.00032066i,0.0019129+0.00040851i,0.0012759+1.1235e-05i,0.00040507-0.00055352i,8.9251e-05-0.00038333i,-0.00091082-6.7684e-05i,-0.0013836+0.00023126i,-0.00025518+0.00049461i,-0.00019085+0.0001432i,-0.00064371+0.00016789i,-0.00072077-6.0066e-05i,-0.00038081-0.00022208i,0.00011386+0.0001282i,0.00044873+4.1529e-05i,0.00015259+8.3711e-05i,-0.00034318+0.00035642i
0.0025596+0.0022894i,0.0034737+0.00086569i,0.0043939-0.001003i,0.0041122-0.0017668i,0.0023256-0.0011412i,0.00072019-0.00023553i,0.00085641+0.001003i,0.0013817+0.00099182i,0.0018444-0.00026255i,0.0019152-0.0007969i,0.00056458-0.00024765i,-0.00094218+6.5986e-05i,-0.0014469-0.00024404i,-0.0011019-8.8396e-05i,-0.0001996-0.00024985i,-0.00035479-0.00081648i,-2.4028e-05-0.00061571i,-9.0132e-06-0.00026098i,-0.00084651+0.00068966i,-0.00058942+0.0010938i,0.00019603-4.3283e-05i,0.00022906-0.00072791i,0.00014198-0.00089332i
0.00036169+0.00012388i,0.0011705+0.00089156i,0.0016019+0.0011828i,0.0021246-0.0006127i,0.0010789-0.0010022i,-0.00020474-0.00050747i,0.00042377-3.0581e-05i,0.0010209-3.5984e-05i,0.00055943-0.00038642i,0.000509-0.0005501i,0.00052754-0.00040519i,-0.00031116+0.0001177i,-0.00050147+0.00021008i,7.4207e-05-0.00029884i,0.00023681-0.00081268i,-0.00019432-0.00045747i,-0.00065713-0.00015299i,0.00022676+3.0108e-05i,0.0016203+0.0004325i,0.001598+0.00041946i,0.00059704+1.0655e-05i,-0.00021789-0.00046273i,0.00013442-0.00091633i
-0.0011161-0.0017874i,-0.0010798-0.0013501i,-0.00044886+0.00086988i,0.00049079+0.0012088i,0.00072796+0.00029018i,0.00068321+0.00076953i,0.0014938+0.0008693i,0.0021624+0.00011138i,0.0011437+3.6131e-05i,0.00072336+2.7893e-06i,0.00080288-0.00022579i,0.00065241-0.00013094i,0.00013005-0.000719i,0.00055183-0.0004471i,0.0009719+0.00036243i,0.0004264+0.00013749i,0.00014421-8.6227e-05i,2.6852e-05-1.0667e-05i,0.00031508-0.00013388i,0.00054016-0.00023595i,0.00015632-2.5014e-05i,-2.6876e-05+8.3908e-05i,2.1015e-06+0.00031899i
-0.00014929-0.00094496i,-0.00036449-0.0014229i,-0.0015292-0.0015661i,-0.0018606-0.0018623i,-0.00061207-0.0019032i,0.00023061-0.0013815i,0.0013882-0.0011727i,0.0016268-0.001144i,0.00060644-0.0007758i,0.00013449-0.00016095i,0.0004341+0.00032705i,0.00083127+0.00094658i,0.00070207+0.00082229i,0.00018729+0.00030543i,0.00034965+0.00033923i,0.00064752+0.00040434i,0.00011893+0.0001507i,-8.6134e-05+6.952e-05i,0.00024062+0.00044578i,0.00077155+0.00031927i,0.00060388-0.00012865i,0.00010815-0.00043593i,0.00023391-0.00023154i
0.0011311-0.00038803i,0.0019312-0.0002697i,0.0021113-0.0015981i,0.0019863-0.0022154i,0.0017651-0.0018592i,0.0020697-0.00069229i,0.0019898-3.8253e-07i,0.0018537-0.00040299i,0.0012383-0.00055857i,0.00084356-0.00029809i,0.00022845-0.00036791i,-0.00053731+0.00015836i,-0.00069329+0.00063028i,-0.00029213+0.00054786i,-0.00039544+0.00068476i,-0.00082025+0.00096691i,-0.00052184+0.00098091i,-0.00032408+0.00085408i,-0.00024354+0.00041037i,0.00039215+0.00012788i,-0.00045804-0.00012224i,-0.0014712-0.00069387i,-0.0009078-0.00037031i
0.00027714+0.00033659i,0.0017116-0.0011676i,0.0034605-0.0016478i,0.0033987-0.0024577i,0.0017168-0.0024048i,0.001271-0.0013746i,0.0025604+1.7608e-05i,0.0023074+0.00067417i,0.0014562+0.0008947i,0.0010885+0.00095788i,0.00025828+0.00039594i,-0.00014595+0.00030755i,5.5931e-05+0.00057921i,0.00026484+0.00048213i,0.00036238+0.00065317i,0.00021979+0.00040826i,-0.00023085-0.00056927i,2.9087e-05-0.001159i,0.00030807-0.0010635i,-0.00016586-0.0014613i,-0.00033123-0.0017453i,0.00013123-0.0008367i,0.0006044-0.00072344i
0.0040351-0.0008892i,0.0050553+0.00020352i,0.0052983+0.00020848i,0.0042032-0.00092341i,0.0026268-0.0011664i,0.0010688-0.00018884i,0.00047127+0.00031456i,0.00093898+0.00021708i,0.00040357+0.00012213i,-0.00055444-0.00042531i,-0.00087932-0.00046602i,-0.00081255+0.00026133i,-0.00092206+0.0010948i,-0.0014823+0.00080274i,-0.001137+0.00058588i,4.085e-05+0.00079063i,0.00032462+0.00019859i,0.00060116-0.0001011i,0.0011585+5.0316e-05i,0.00069071-9.8032e-05i,-0.00017477+0.00012679i,0.00020604+0.00046081i,0.00024763+0.00015624i
