0.00086091-0.00063949i,0.0015445-0.0018978i,0.0024486-0.0020066i,0.0014128-0.0014727i,0.00028483-0.0011137i,0.00011324+0.00041448i,0.00055015+0.0017066i,0.0014367+0.0019675i,0.0018429+0.0009732i,0.0012517-0.00027317i,1.2671e-05-0.0012046i,-0.00077195-0.00076406i,-0.00068116-0.00039947i,9.4344e-05-0.00035965i,0.00076503+0.00050976i,0.00058295+0.00035028i,0.0010723-0.00028308i,0.0012457-0.00077555i,0.00064176-0.00043977i,-0.00025207+0.00036089i,-0.00042279+0.00011904i,-0.00011026-0.00024842i,-0.00048679+0.00010774i
0.00080647-0.00025499i,0.0014855+0.0011111i,0.0016022+0.0017014i,0.001081+0.0014806i,0.00053752+0.00060923i,1.9635e-05-0.00047705i,-0.00012905-0.00053758i,9.1958e-05-6.8134e-05i,0.00011586+0.00058536i,-6.7054e-05+0.0012372i,0.00032136+0.0011719i,0.00021193+0.0009878i,-3.0444e-05+0.00029145i,0.00072029-0.00013706i,0.00050903+0.00033043i,-0.00030489+0.00032929i,-0.00031459+0.00019751i,-0.00049921-0.00010557i,0.0001026-0.0010102i,0.00094828-0.0016304i,0.00075796-0.0014227i,-6.1301e-05-0.00023146i,-0.00075648+4.3162e-05i
-0.0016134+0.0011902i,-0.00091289+0.00081866i,-0.00092234+0.0012959i,-5.7954e-05+0.00073715i,0.00062908-0.00040848i,0.00069477-0.0010063i,0.00072696-0.00041965i,0.00045664+0.0004442i,8.5278e-06+0.00060219i,-0.00015717-5.9955e-05i,-0.00087972-0.0012245i,-4.8689e-05-0.0011644i,0.00092381-0.0003888i,0.00036586-0.00038323i,-8.5188e-05-0.00067215i,-0.00013986-0.00032276i,0.00020385+0.00057389i,0.00032623+0.00063816i,-0.0005937+8.8369e-05i,-0.00093683-0.00031289i,-0.0002551-0.0006727i,0.00057591-0.00033936i,0.0014265+0.0003148i
0.001359+0.00096248i,0.00066568+0.0010885i,4.7096e-05+0.0010367i,0.00014672+0.00038044i,0.00031111+0.0001273i,-8.3512e-05-0.000439i,-4.8115e-05-0.00058027i,0.00050419+0.00069447i,0.00083852+0.00098598i,0.00072132-3.2257e-05i,0.0010969-0.00055558i,0.0016557-0.00022442i,0.001312+0.0004438i,0.00084684+7.1458e-05i,0.00046524-4.0029e-05i,6.2285e-05+0.00014427i,-7.8679e-05-0.00037619i,-4.207e-05-0.00030262i,0.00016228-0.00016545i,0.00023264-5.1952e-05i,-0.00012624-0.00031868i,-0.00013504-0.00061427i,-0.00017088+7.4566e-05i
-0.00073356+0.0011593i,-0.00059065+0.0010524i,-0.00069309+0.0018092i,-0.00087851+0.0017085i,0.00053962+0.0016179i,0.0011646+0.0011007i,0.00043356+0.00053056i,-0.00053496+0.00036823i,-0.00022516+0.00019342i,0.00078791+0.00066304i,0.0012799+0.00095859i,0.00059095+0.00020171i,5.3464e-05-0.00054861i,-0.00030103-0.00085988i,-0.00056462-0.00097641i,-6.4733e-05-0.00043466i,0.00025287+2.6898e-05i,0.00040932-0.00037082i,-2.78e-05-0.00010795i,-0.00029105+0.00036316i,-4.8384e-05-0.00025982i,0.00020051-0.00076393i,-8.0372e-05-0.00089157i
-5.9402e-05+0.001839i,0.00011684+0.0020148i,0.00069599+0.0014379i,0.0015146+0.0010859i,0.001737+0.00032291i,0.00081977-0.00073959i,5.0021e-05-0.0014022i,2.834e-05-0.00073781i,0.00010993+0.0010936i,-9.4052e-05+0.0017991i,-0.00024841+0.00091128i,-0.00015487+0.00085618i,-0.00013793+0.00090391i,-9.8041e-05-1.0521e-05i,-0.00029453+9.9959e-05i,0.00032915+0.00088435i,0.0003187+0.00038361i,-0.00018683-0.00015188i,-0.00028998-0.00012681i,-0.0001762-0.00014304i,0.00023282+0.00028113i,0.00040816-0.00024335i,0.00024333-0.0007203i
-1.5234e-05+0.00060257i,0.00026745+0.00046762i,-0.00025743+0.0011997i,0.00085777+0.00077631i,0.0018838-0.00089197i,0.001336-0.0012319i,0.00043687-0.00030494i,-5.2715e-05+0.00081176i,-0.00053296+0.001036i,-0.00014827+0.00068942i,1.7872e-05+0.00069439i,0.00020707+0.0013115i,0.00081385+0.0018624i,0.0014693+0.00097226i,0.00089229+0.00037833i,0.00029976+0.00060924i,-0.00016711+9.3235e-05i,-0.00030692-0.00042321i,-0.00012206-0.00028471i,0.00018188-0.00057222i,0.00087103-0.00064162i,0.0003566+1.0385e-07i,-0.00036748+0.00028029i
0.0028391+0.00023008i,0.0040662+0.0015352i,0.003252+0.00098771i,0.0016803+0.00092432i,0.00072964+0.000877i,0.00030897+0.00018762i,0.0005918+5.8405e-05i,0.00066433-0.0002235i,-0.00023199-0.00075657i,-0.00054866-0.00078199i,5.7952e-05+0.00013272i,5.5317e-05+0.00046732i,8.2498e-05+0.00010714i,0.00016021-0.00014152i,0.00013159+0.00035963i,0.00020694+0.00073468i,0.00051974+0.00024508i,0.00013926-0.00033284i,-0.00054412-0.00045975i,-0.00089788-0.00078493i,-0.0011252-0.00067235i,-0.00086934+0.00028175i,0.00023965+5.0721e-05i
0.0002063-0.0013534i,-4.5417e-06-0.0019391i,0.00010754-0.0013915i,8.6647e-05-0.00056588i,-0.00031634-0.00066948i,0.00027247-0.00031838i,0.00080534+0.00042753i,0.00099028+0.00030522i,0.00089113+0.00035928i,0.00025111+0.00043803i,8.4374e-05+0.00040654i,0.00029509+5.3852e-05i,6.2413e-05-0.00024204i,-0.00082205-0.0005587i,-0.0010438+3.9355e-05i,-0.00091362+0.00077411i,-0.0011726+0.00052824i,-0.0014204+0.00067824i,-0.00040399+0.0011154i,0.00080343+0.001054i,0.00046093+0.00028446i,9.3745e-05-9.5719e-05i,0.00024883+3.2914e-05i
0.001354-0.00032457i,0.0017867+0.00061394i,0.0024512-0.00014005i,0.0027849-0.00065416i,0.0015314+0.00023232i,-0.00057036+5.9537e-05i,-0.00098533+8.1029e-05i,-5.4921e-05+0.00068052i,0.00048742+0.00017929i,-0.00018312+0.00021547i,-0.00085631+0.0006642i,-7.5842e-05+0.00030059i,1.248e-05-7.7244e-05i,-0.00050227-0.00012987i,-9.1973e-05-0.00026606i,8.7696e-05-0.00034567i,-0.00048721+0.00036412i,-0.00062807+0.0010302i,-0.00038188+0.00040913i,-0.00024349+2.1689e-05i,0.00036271-0.00038807i,0.00059523-0.00043184i,9.6995e-05+0.00045094i
0.0013861+0.0003033i,0.0016798+0.00049613i,0.0020623+0.00045547i,0.0015411+0.00095027i,0.00089741+0.00094224i,0.00042914-0.00026811i,2.0082e-05-0.0011443i,0.00036757+1.8629e-05i,0.00054541-2.1914e-05i,0.00045714-0.0006864i,0.00070149-0.00027042i,0.00045584-0.00037185i,-0.00054206-0.00042096i,-0.00056851-0.00072992i,-0.00043686-0.00098104i,-0.00062393-5.977e-05i,-0.00064188+0.00064834i,0.00029615+0.00018489i,0.00051835-0.00010949i,0.00034185+1.9397e-05i,0.00083703-0.00023277i,0.00064848-0.000139i,-0.00011336+0.00037933i
-0.0010569-0.0007437i,-0.0011961-0.0020756i,-0.00061291-0.0034158i,0.00010496-0.0021741i,0.00055445-0.00066003i,0.00015326-0.00055997i,-1.7255e-06-0.00027681i,0.00061766+0.00026412i,0.00054+0.00055705i,0.00016116+0.00035055i,0.00043976+0.00038626i,0.00060625+0.00089524i,0.00014209+0.00040261i,0.00012641-0.00015942i,1.8239e-05+0.00018241i,-0.00030477-0.00021284i,-0.00023221-0.00057796i,6.6102e-05-0.0002928i,3.6006e-05+6.5488e-05i,-0.00047204+0.00019652i,-0.00042797-0.00062084i,-0.00091971-0.00093251i,-0.0017837-0.00014901i
-4.774e-05+0.00025986i,-0.00087484+0.00052439i,-0.0022701+0.00060702i,-0.0015794+0.0006568i,-0.00016574+0.0014806i,0.00064695+0.0021596i,0.00059761+0.0010976i,0.00019689-6.1409e-06i,-0.00068659+0.00048898i,-0.0011512+0.0012739i,-0.00027021+0.00094445i,0.00028231+0.00022444i,-4.7379e-05-1.4455e-05i,-0.0001616+0.0003188i,-5.533e-05+0.001239i,-8.1254e-05+0.0020056i,-0.00048301+0.0018301i,-0.00086403+0.00052572i,-0.000341-0.00033618i,-5.1175e-06+0.00035737i,-1.1439e-05+0.00044707i,3.416e-05-0.00062937i,-0.00020489-0.0008266i
0.00096952+0.00093013i,0.0021796+0.0016391i,0.0016326+0.0021415i,0.0010203+0.0017917i,0.00099314+0.00075922i,0.00075133+0.00085028i,0.00047876+0.00078123i,0.00083757+0.0014235i,0.0014441+0.0017363i,0.00071642+0.00089486i,0.00019527+0.00046887i,-0.00024594+0.00085253i,-0.00030834+0.0010491i,-0.00019245+0.00051173i,-3.139e-05-5.5463e-05i,0.00037676+0.00012949i,0.0005928+0.00086213i,0.00028186+0.00049859i,-9.8418e-05+0.00022859i,-0.0005543+0.00033332i,-9.0631e-05+0.00020894i,9.0343e-05+0.00030166i,0.00029615+0.00012273i
-0.0025318-0.00052862i,-0.0014711+0.00013023i,-0.0018481+0.0023548i,-0.0021303+0.0024572i,-0.0011913+0.0024732i,-0.00024467+0.0020235i,-0.00022821+0.0012364i,0.00017794+0.0011692i,0.00059596+0.001351i,0.00011912+0.0009955i,-0.00039756+0.00055823i,-0.00050151+0.00035913i,-0.00029448+0.00015814i,-4.0556e-05+3.6041e-05i,-9.0434e-05-8.7859e-05i,-0.00013029+0.00027743i,-0.00079954+0.0010011i,-0.0015341+0.00098146i,-0.0013951+0.00016807i,-0.0011346-9.2232e-05i,-0.00063456+0.00021889i,-0.00012219-8.9818e-05i,0.00027639-0.00055108i
0.0013839-0.0032276i,-0.0013701-0.0028806i,-3.9372e-05-0.0018105i,0.00071046-0.00094176i,0.00084394-0.00075086i,0.0010517-0.00079003i,-0.00040528+4.4687e-05i,-0.0010848+0.00080042i,-0.00056552+0.00086699i,-0.00042227+0.00074266i,-0.00051134+0.0012681i,-0.00017988+0.0017678i,-0.00023661+0.0009788i,-0.00089145-0.00011192i,-0.0012966-1.5138e-05i,-0.00053653+0.00013735i,-0.00015926+4.877e-05i,-0.00029827-3.0642e-06i,-5.1698e-05-0.00047736i,8.3411e-05-0.00060591i,-5.8137e-05-5.5224e-05i,-0.00031642+0.00043111i,-0.00026961+0.00026662i
0.00071868+0.0010797i,-0.00028288+0.0016968i,0.0016526+0.00046639i,0.002566-0.0012395i,0.0018796-0.001916i,0.00091438-0.00185i,-1.5664e-05-0.0015526i,-0.00053321-2.7166e-05i,-0.00067702+0.0013752i,-0.00072625+0.0019891i,-0.0011868+0.0020206i,-0.00064137+0.0015574i,0.00034753+0.0011089i,0.00046379+0.00078864i,-0.00014935+0.0004495i,-0.00021643-0.00042226i,0.00013311-0.00058231i,9.2507e-05-0.00073573i,8.0962e-05-0.00069987i,0.00024213+0.00026304i,0.00023585+0.00067588i,-0.00056086+0.00064757i,-0.00082013+0.00027011i
-0.00027113+0.0011858i,0.00057197+0.0012376i,0.0021129+0.0015516i,0.0020484+0.0022488i,0.00079243+0.0019824i,0.00044732+0.00067347i,0.00019976-0.00029083i,0.00014117-7.0754e-05i,0.00018581+0.00040594i,0.0003217+0.00056846i,0.00086713+0.00077804i,0.00074049+0.00087444i,4.6748e-05+0.0007427i,0.00010137+0.00046166i,0.00045545+0.00099879i,0.00014341+0.0010528i,-1.4738e-05+9.3704e-05i,0.00031002-0.00020431i,-0.00020386+0.00076044i,-0.00043829+0.0005241i,-0.00043768+3.0652e-05i,-0.0011625-5.4242e-06i,-0.0010313+0.00017683i
-0.00015684-0.00076885i,-0.00017614-0.0011111i,0.00063937-0.0013531i,0.00015632-0.0010663i,0.00091301+0.00019447i,0.0016292+0.0014695i,0.00065984+0.0010655i,0.00039155+0.00070647i,0.00015962+0.0013718i,-0.00043455+0.00098613i,0.0001002+0.00053268i,0.00035632+0.00024775i,-7.2294e-05-0.00055875i,0.00054399-0.00027922i,0.00053717-4.0891e-05i,-0.00061424-0.00077333i,-0.00079796-0.0011034i,-0.00020015-0.00060109i,-0.00016735+0.00017159i,8.9786e-05+0.00020154i,0.0007249+0.0003812i,-0.00016427+0.00079145i,-0.00083286+0.00020716i
0.00038282-0.002187i,-0.000506-0.0022984i,-0.00067983-0.0026066i,-0.00065875-0.0012277i,-0.00077827-7.1191e-05i,-0.0002891-0.00030266i,0.00015586-0.00089643i,0.0010169-0.00074895i,0.0017327-9.065e-05i,0.00062256+0.00085076i,-0.0011078+0.0012338i,-0.00087854+0.0014036i,9.8433e-05+0.00064968i,8.1035e-05-0.00098866i,3.9948e-05-0.00075017i,2.79e-05+0.00042829i,2.4128e-05+0.00054728i,0.00072054+9.4541e-05i,-2.5618e-05+6.8639e-06i,-0.0010282-0.00042579i,-0.0010614-0.00064348i,-0.0012826+0.00044716i,-0.00094672+0.001178i
-8.0025e-05+0.00077524i,0.00070255+0.00088318i,0.00088004-0.00066167i,0.0010332-0.00093813i,0.00076066-0.00023921i,0.00045761+0.00014038i,-0.00081467+0.0003988i,-0.0014452+0.00087094i,-0.00093404+0.00099065i,-0.00056511+0.00050649i,-0.00023407+0.00037999i,0.0006542+0.00064425i,0.00099414+0.00088654i,0.00037949+0.00022505i,0.00062641-0.00039841i,0.0012713+0.00018417i,0.00018553+0.00073275i,-0.00041246-0.00023862i,-0.00045724-0.0013858i,-0.00021904-0.00076253i,2.3939e-05+0.00041285i,-0.00045028+0.00060988i,-0.0010199+0.00020079i
0.00098845-0.0014986i,0.00022023-0.0015865i,-4.873e-06-0.0011701i,0.00020029+2.502e-05i,-0.00016281+0.0009328i,0.00057018+0.00079562i,0.00073774-7.1599e-05i,0.00090722+0.00036117i,0.00042832+0.0012694i,-0.00091012+0.0012713i,-0.00089866+0.0018i,-0.00078863+0.0015887i,-0.00077039+0.0005706i,-0.00026849+0.00092639i,-0.00021833+0.00095845i,-0.0010344+8.7735e-05i,-0.0011074-0.000223i,8.2085e-05+0.00018556i,0.0010272+0.00034441i,0.00042964+1.6509e-05i,-0.00058784-0.00022807i,-0.00040879-0.00014444i,-0.00034716+0.00018144i
0.0011231-0.00065812i,0.00049235-0.001999i,0.00042058-0.0021069i,-0.001048-0.0013409i,-0.0012085-0.00050496i,-0.00024025+0.00017617i,0.00038905-5.1488e-05i,0.00068267-0.00013996i,0.00073882+0.00031603i,0.00025265+0.00094143i,-0.00010871+0.00090725i,9.2942e-05+0.0004903i,-0.0004103+0.00028876i,-0.00094757-0.00011741i,-0.00042639-0.00048423i,0.00023182-6.8383e-05i,0.00039822+0.0003124i,0.00043674+0.00067771i,-8.5315e-05+0.00053531i,-0.0010753-0.0001452i,-0.0010949-0.00017836i,-0.00063869-6.1093e-05i,2.4025e-05+6.823e-05i
-0.0035006-0.00014426i,-0.0037453+0.0010034i,-0.0046004+0.0013195i,-0.0040598+0.0019702i,-0.0018747+0.0025319i,-0.00093096+0.0015068i,-0.0007379+0.00026671i,-0.00038461+0.00037106i,-7.8168e-05+0.00063209i,-3.7707e-05+0.0012044i,-0.00087512+0.0010637i,-0.00067912-0.00057606i,-0.00024218-0.00063122i,-0.00042259+0.0003056i,-3.012e-05+0.00061892i,0.00014742+0.00092581i,-0.00014308+0.00060742i,-0.00065347-0.00010309i,-0.00047096+0.00025692i,-0.00039173+0.00067305i,-0.001011+0.00031818i,-0.00032332+0.00017284i,0.00032612+2.3883e-05i
-0.00044796+0.0011034i,0.00014722+0.00092088i,0.00013574-5.9819e-05i,0.0011237-0.00043722i,0.0027288+1.4134e-05i,0.0018675-0.00025178i,0.00020238-0.00044316i,0.00054329-0.00016108i,0.00079422+0.00064627i,-0.00049103+0.00077612i,-0.00088786+9.6535e-05i,-0.00053314+0.00033806i,-0.00070238+0.00026768i,-0.00037758-0.0003761i,9.759e-05+0.00024473i,0.00022676+0.00025405i,2.7418e-05-0.00053298i,-0.0005783+5.421e-05i,-0.000217+0.0005896i,0.00053783+0.00024617i,9.4658e-05+4.2553e-05i,-0.00048416+6.6288e-05i,-0.00056783+1.4558e-06i
-0.0009907-0.0010971i,-0.00048827-0.0011967i,7.9202e-05-0.0020507i,0.00054714-0.0010122i,0.00071608+0.00058631i,0.00060802+0.00014471i,0.00033495-0.00071713i,0.00067723-0.00014104i,0.00072467+0.00061512i,0.00028723+0.00018693i,0.00012599+0.00010154i,0.00037521+0.00072345i,0.00044023+0.00072462i,-0.00017253+0.00017948i,-4.4551e-05-0.0002216i,-0.0001625+2.7081e-05i,6.1944e-06-1.963e-05i,0.0003329-0.0013161i,-1.5166e-05-0.0016319i,-0.00052107-0.00084114i,-0.0010638-0.00071127i,-0.00058092-0.00071892i,0.00022281-0.00043633i
-0.00019126+0.0014049i,-0.0016296+0.00022691i,-0.0025462+0.00061699i,-0.0012883+0.0012465i,0.00018487+0.0013381i,0.0010751-0.00010815i,0.0015869-0.00062454i,0.0012502+0.00074299i,0.00047806+0.0014987i,0.00022351+0.0012734i,-0.00048319+0.00072509i,-0.0008629-7.543e-06i,0.00024824-0.00018571i,0.0012045-0.00050635i,0.0011936-0.0001874i,0.0009049+0.0001602i,0.00029822+0.00010188i,0.00018301-1.0504e-05i,-7.4028e-05-0.00021288i,-0.00034816-0.00019879i,-6.724e-05+0.00026647i,0.0001543+0.00077231i,0.00027261-9.7382e-05i
0.0042308+0.0026962i,0.0041979+0.0027576i,0.0055023+0.0020928i,0.0045999+0.0011891i,0.0027888+0.0010597i,0.0020686+0.00092074i,0.0013009+0.00072215i,0.00051134+0.00089252i,4.0938e-05+0.00088481i,0.0003952+0.00081406i,0.00081281+0.00072264i,0.00091793-4.9683e-05i,0.00077248-0.00064594i,0.00039807-0.001112i,0.00037888-0.001161i,0.00039831-0.001305i,0.00050062-0.00076026i,0.00027428+0.00046214i,0.00056794+0.00060381i,0.00022368-0.00037343i,-0.00037466-0.0010773i,0.00025249-0.00038839i,0.00040794+0.00047772i
-0.00057205+0.00033303i,-0.00084541+0.00074029i,-0.00016548+0.0017181i,-0.00019796+0.0015533i,-8.7923e-05+0.00043505i,0.000401+0.00048368i,0.00049685+0.00021098i,0.00072974-0.00051748i,0.0006961-0.00044212i,0.00072579+0.00018418i,8.6049e-05+0.00073397i,-0.0001195+0.00025404i,0.00053575+0.00037023i,2.1056e-05+0.000454i,-7.5626e-05-0.00019427i,4.356e-05+4.9249e-05i,-0.0003887-1.4544e-05i,-9.3001e-05+0.00079711i,-0.00049826+0.001077i,-0.00090493-3.0352e-05i,-0.00011865-0.00060426i,-9.1935e-05-0.00042492i,-0.00065521-0.00038881i
-0.0011772-0.0013171i,-0.0011228-0.0017218i,-0.001078-0.0012877i,-0.00087604+0.00038445i,-0.00028914+0.0014548i,-0.00067192+0.00039259i,-0.00084284-0.00071258i,-8.8207e-05+3.1552e-05i,-0.00015906+0.0010563i,-0.00099371+0.0009912i,-0.00075824+0.00026106i,6.4687e-05-0.00027289i,0.00053886-0.00021516i,0.00036383+0.00049455i,0.00024094+0.00092495i,0.00022629+0.00015576i,-0.00086213-0.00067387i,-0.00056672-0.00073154i,-8.2959e-05-0.00054653i,-0.00010876-0.00046281i,-3.787e-06-0.0002825i,2.8851e-05+1.6284e-05i,-0.00018648+0.0004924i
-0.00044688+0.00079124i,-0.00012333+0.00012286i,-0.00049993-0.00036407i,0.00051432-0.00012319i,0.00088437+1.8532e-05i,0.00029225-4.1321e-05i,0.00056713-0.00016763i,0.00059416+0.00019537i,0.00046902+0.00062422i,0.00045073+0.00057041i,0.00020422+0.00087839i,-0.00040155+0.00064146i,-0.00085856-0.00066667i,-0.00024301-0.00082059i,0.00047168-0.00018268i,0.00028059-0.00033915i,-0.00030223-6.6317e-05i,-0.00058585+0.00020286i,-0.0006928-0.00076925i,-0.00060103-0.0012996i,0.0003593-0.00051802i,0.00046347+0.00051334i,-0.00034163+0.0002435i
0.0011196-0.0017479i,0.0015863-0.0020496i,0.0004524-0.0028364i,0.00022-0.0022312i,0.00045692-0.00017674i,0.00065677+0.00088383i,0.0002389+0.0006142i,-0.00029761-4.1413e-05i,0.00046463-0.00061488i,0.0012364-0.00046257i,0.00058495+0.00038801i,-0.00013415+0.00056994i,-7.242e-05-2.3295e-05i,0.00058945-0.00059827i,0.0016333-0.0007189i,0.0016255-0.00022833i,0.00024564+0.00060631i,-0.00057118+0.00069125i,-0.00069216+0.00010917i,-0.00042528-0.00036347i,-0.00022385-0.0001054i,-0.00054722+0.00011198i,-0.0010637-8.244e-06i
-0.0017082+0.0020994i,-0.00079049+0.0025192i,0.00032573+0.0039896i,0.0011772+0.0042099i,0.0013425+0.0028771i,0.0007936+0.00072772i,-0.00010447-0.00052864i,-0.00027735+0.0002252i,0.000285+0.0014941i,0.00078152+0.0015399i,0.00051363+0.00077767i,-0.00017212+0.00029221i,-3.4179e-05+0.00026447i,0.00059086+0.00068861i,0.00075983+0.00077476i,0.00034119+0.00063552i,0.00044054+0.00076374i,0.00057794+0.00099724i,0.0003288+0.00047369i,0.00012992-0.00031711i,0.00018329-0.00030943i,5.6951e-05+0.00015701i,-0.00023425+0.00013539i
-0.0018177-0.00019333i,-0.0031502+0.0011799i,-0.0028922+0.0018156i,-0.00018158+0.0011996i,0.0012108+0.00075132i,0.00078051-0.00023542i,0.00019248-0.0001836i,0.00059797+0.00061059i,0.0012001+0.0012632i,0.001176+0.001274i,9.3318e-05+0.00090898i,-0.00079459+0.0002916i,0.00015879+0.00049935i,0.0010091+0.00076106i,3.4974e-05+0.00023061i,-0.00066423-0.00038065i,-9.5553e-05-0.00065177i,0.00043349-0.00020672i,0.00082317-0.00022027i,0.00047465-0.00087139i,4.0731e-05-0.00043931i,0.00017243+0.00021654i,-8.5193e-05-0.00063515i
-0.00047898-0.00029863i,4.5005e-05-0.00078918i,-0.00053311-4.0668e-05i,-0.0008407+0.00057985i,0.0003241-7.5458e-05i,0.00072637-0.00053353i,0.00063287-0.00081489i,0.00098913+5.5118e-05i,0.00072046+0.00074419i,0.0010229+0.00046268i,0.0014287+0.0011093i,0.00082114+0.00096346i,0.00045725+0.00068441i,0.00041782+0.00063652i,0.00045332-0.00012115i,2.6271e-05-0.00031314i,6.965e-05-0.00074136i,0.00023218-0.00044064i,-0.00031191+0.0011074i,-0.00057131+0.0010552i,-0.00029381+0.00073801i,-0.00010535+0.00059164i,-0.0001994+0.00020773i
-2.3818e-05+0.0010062i,0.00018593+0.0013712i,0.00040927+0.0014753i,0.0011133+0.00077705i,0.0021115+0.00043818i,0.0017086-2.9726e-05i,0.00064006-0.00048364i,2.5165e-05-4.5819e-05i,0.00025601+0.00045711i,-5.354e-05+0.0003423i,-0.00062536+0.00015623i,0.001089-1.0198e-05i,0.0016554-0.00036509i,0.00020819-0.00023329i,0.00043221+7.9007e-05i,0.00063557+0.00065838i,-0.00023653+0.00066646i,-0.00030435+0.00043259i,-0.00010585+0.00093577i,-0.00084523+0.00046537i,-0.0011562+9.7592e-05i,-0.00072874-0.00018933i,-0.00021844+0.00042579i
0.0015829-0.00028157i,0.0022119-0.00047935i,0.0035034-0.00090771i,0.0029523-0.00051394i,0.002537-0.00065933i,0.00099063-0.0018111i,-3.0467e-05-0.0018845i,4.6336e-05-0.0012879i,0.00063145-0.00037163i,0.0009657-0.00019922i,0.00082942-0.0001906i,0.00083283+0.00075371i,0.0012796+0.00060748i,0.00083912-0.00054481i,-4.8616e-05-0.00033701i,0.00012309-0.00035218i,-5.9971e-05-0.00019422i,-0.0006711+0.00041218i,-0.00061103+0.0005462i,-0.00044465+9.8121e-05i,-0.00045739+2.5266e-05i,-0.00053355+0.00060156i,-0.00072685+0.00065772i
0.0011179+0.0012498i,0.00063198+0.0016192i,-0.00048208+0.0032008i,-0.0010945+0.0035522i,-0.0012651+0.0025386i,-0.00099388+0.0013514i,-0.00071946+0.0001823i,-0.00057446-0.00023155i,-0.00024613+0.00031982i,0.00074667+0.00074017i,0.0010876+0.00097182i,0.00064827+0.00055387i,0.00098907-9.3048e-05i,0.0010504-0.00010748i,0.00048411-0.00011482i,-0.00046921+1.1239e-05i,-0.0013118+1.4006e-05i,-0.0016817-0.00011977i,-0.00088538-6.7852e-05i,0.00043226-0.00021559i,0.00069193-7.1078e-05i,0.00027483-6.1942e-05i,-5.4307e-05-1.4807e-05i
-9.0454e-05+0.00096446i,-0.001087+0.00084387i,-0.0013019+0.0011724i,2.6991e-06+0.00097849i,0.0013529+0.00055587i,0.0017751-0.00064619i,0.0015606-0.0010385i,0.0004886+0.0004278i,-0.00018432+0.0019626i,0.00039038+0.00083378i,0.00093439+0.00042412i,0.00084154+0.0011193i,0.00061163-7.9173e-05i,-0.00017438-0.00067756i,-0.00084484-0.00011378i,-0.00034849+0.00060185i,0.00010625+0.00081083i,-7.2459e-06-0.0002118i,0.00032636-0.00036377i,-0.00032796+6.1096e-05i,-0.00091099+8.5233e-05i,-0.00036657+0.00015172i,0.00023235+0.00037596i
-0.00272-0.0028525i,-0.0020424-0.0024259i,-0.0021774-0.0025416i,-0.0014905-0.0010757i,0.00013739+0.00023406i,0.0013822+2.9134e-05i,0.0014318-0.001195i,0.00058227-0.0010892i,-7.3286e-05+0.00028954i,-0.00020586+0.0013749i,-0.0003063+0.0017941i,-0.00060347+0.0015526i,-0.00080426+0.0010322i,-0.00067108+0.00079127i,-0.00014633+0.00010886i,9.9586e-05-0.00085748i,0.00047024-0.00070447i,0.0007285+0.0004041i,-4.1027e-05+0.00057491i,-0.00087241-0.00026402i,-0.0012944-0.00058948i,-0.0010427-0.00045001i,-0.00094926+0.00016332i
-0.0011518+0.0012248i,-0.0017752+0.0022693i,-0.00057083+0.002332i,0.00068793+0.0014898i,0.0016006+0.00079504i,0.0020632+0.00035423i,0.0012035+0.00067933i,0.00044967+0.00077397i,0.00032096+0.00080512i,6.7685e-05+0.0010311i,2.1914e-05+0.00077309i,0.00062277+0.00068547i,0.00075105+0.00020075i,0.00034087-0.00043632i,4.7154e-05-0.00076758i,0.0001891-0.00038956i,0.00030235+0.00012854i,-0.00020967+0.00017653i,-0.00021853-8.1224e-05i,-3.1046e-05+0.00015509i,-2.1734e-06+0.00020001i,0.00015689+0.00019511i,0.00044148-0.00013374i
-0.00024097+0.00078786i,-0.0013398+0.0015354i,-0.0017556+0.0020682i,-0.00092728+0.0018793i,0.0003015+0.0018552i,0.0010182+0.0017917i,0.0007827+0.00096504i,0.000624+0.00040133i,0.00060797+9.098e-05i,0.00058714-0.00040591i,0.0011413+5.2654e-05i,0.001031+0.00053674i,0.0003044+0.00025082i,0.00055801+1.1379e-05i,0.00032148+0.00020922i,-0.00057463+0.00023095i,-0.00074051-2.5206e-05i,-0.00048867-3.7876e-05i,0.00012347+0.0006189i,-6.266e-05+0.0011502i,-0.00079857+0.00027199i,-0.00021495-0.00053486i,0.00019314-0.00014387i
-0.0027034-0.00045979i,-0.0034763+0.00025193i,-0.0029061-0.0005155i,-0.0019965-0.00082973i,-0.0006907-0.0002326i,0.00071818-0.00011722i,0.00010983+0.00027188i,-0.00077507+0.00098712i,-0.00089641+0.0011157i,-0.00068831+0.00013693i,-0.00014123-0.00035259i,0.00046304+4.6335e-05i,-5.0946e-05+0.00060421i,-0.00073418+0.0011094i,-0.00010909+0.00067602i,0.00034571+0.00035209i,-0.00025273+0.00033562i,-0.00022305+4.278e-07i,0.00039773-0.00056309i,0.00088646-0.0005282i,-1.1639e-05-0.00035635i,-0.00059773-0.00051075i,-0.00035193-0.00069286i
