-0.0020159+0.00058171i,-0.0014704-0.00015387i,-0.0024141+8.2489e-06i,-0.0025671+0.00074544i,-0.001607+0.0010791i,-0.00052782+0.0011842i,-0.00080504+0.0017366i,-0.0014375+0.0018315i,-0.0004292+0.0015237i,0.00091808+0.0011141i,0.00087641+0.0006816i,0.00088775+0.0006172i,0.0007996+0.0008294i,0.00015022+0.00073557i,0.00036914+0.00077178i,8.775e-05+0.00016434i,-0.00025076-0.00042372i,-0.00032197-0.00096223i,-0.00013851-0.00076879i,-0.00025337-0.00069298i,-0.00089065-0.00058481i,-0.00086451-2.1768e-05i,-0.00032935+0.00029685i
0.0015078-0.00013408i,0.0017537+0.00042524i,0.0019257+0.00021795i,0.001716-0.0011731i,0.0015897-0.0016597i,0.00057701-0.00085999i,-0.00071274+0.0003386i,-0.00069581+0.0015636i,-4.1405e-06+0.0011904i,0.00024892+0.00030076i,0.00010651+0.00028111i,-7.7661e-05+0.00057365i,0.00024827+2.4659e-05i,0.00086238-0.0005446i,0.0014201-1.7826e-06i,0.0012554+0.00021191i,0.00051588-0.00043586i,-0.00031054-0.0007668i,-0.00025563-0.00057174i,-0.00022397-0.00025638i,-0.00027344-0.00086168i,1.2194e-05-0.00057207i,0.00031634+0.00035121i
0.00034116-0.0011858i,-0.0011177-0.0022029i,-0.00098252-0.001952i,-0.00027264-0.00031777i,0.00014426+6.6422e-05i,-0.00021953+8.5115e-05i,-0.00093069+0.0006257i,-0.0013898+0.0011973i,-0.0012222+0.00099667i,-0.0013523+0.0001108i,-0.0010066-0.00084246i,0.0003132-0.00071807i,0.00092745+0.00019674i,0.00021902+0.00018621i,-0.00017927+0.00027266i,-5.4665e-05+0.00029679i,1.2595e-05+1.8473e-05i,0.00019812-0.00023413i,0.0010904+1.5613e-05i,0.0010486+0.00018954i,0.0002015-0.00024602i,4.6532e-05-0.00088496i,-0.00011098-0.00052628i
-0.0013525+0.0023836i,2.7142e-05+0.0026418i,0.00098302+0.0031396i,0.0011603+0.0022321i,0.0019086+0.00072338i,0.0015602-0.00057069i,0.00047191-0.00069912i,-0.00025075+0.00042869i,-0.00026929+0.0010532i,0.00040487+0.0011123i,0.0008728+0.00081123i,0.00088325+0.0002764i,0.00059999+0.00055694i,0.00066744+0.0013699i,-0.00031037+0.00039846i,-0.00035834-0.0010792i,0.00046076-0.0010543i,0.00073803-0.00029954i,0.00089264+0.00038807i,0.00024716+0.00087013i,-0.00014977+0.00027723i,-0.00040346+0.00017056i,-0.0012269+0.00035989i
0.0015684+0.00055685i,0.0012044-0.00025788i,0.00089622-0.00079405i,0.0011539-0.00085465i,0.00066978-0.0012317i,-2.7934e-05-0.00063274i,-0.00079538+0.00027119i,-0.0011058+0.00069534i,-0.00048005+0.00046273i,-0.0007732+0.00017817i,-0.00074349-0.00020697i,-0.00011145-0.00082164i,0.00094675-0.00062479i,0.0017077+2.7768e-05i,0.0009761+0.00048118i,-0.00032728+0.00053931i,-0.00037518-0.00044584i,0.00024344+7.1951e-05i,-0.0002598+0.00061582i,-0.00071836-0.00040062i,-0.00087574-0.00051814i,-0.00071794-0.00013496i,-0.00011516+0.00042032i
0.00030428+0.00061746i,0.00074003-0.00051288i,0.00073913-0.00073026i,0.00045396-0.00061857i,0.00019792-0.00038565i,-0.00013516+3.4806e-05i,-0.00061677+0.00035447i,-0.00085608+0.001258i,-0.0006699+0.0016394i,-0.00042195+0.0013498i,-0.00019354+0.00041454i,-0.00025198+6.0459e-06i,4.4742e-05+0.00053275i,0.00099971+0.00045458i,0.0012916+0.00074405i,0.00068728+0.0013133i,-0.00019083+0.0010514i,0.00024324+0.00056732i,0.00076852+0.00032548i,0.00048662+0.0001608i,0.00021986+0.0002812i,0.00016778+0.00034302i,0.00038789-2.7299e-05i
-0.0010435-0.00038634i,-0.0013087-0.0010364i,-0.0003735-0.00068677i,0.0011224-0.00017899i,0.0013814+0.00013504i,0.00039762+0.0004975i,-0.00026872+0.00026761i,-0.0012535+0.0001493i,-0.0019347+0.00020418i,-0.0014291+0.00034565i,0.00012018+0.00071758i,0.00096265+0.0011333i,0.00084424+0.0011369i,0.0006888+0.0012263i,0.00062834+0.0008703i,0.00048375+0.00033674i,-0.00019209-0.00019987i,-0.00032941-0.00074738i,0.00010454-6.0435e-05i,8.2453e-05+0.0004428i,0.00040157+0.00045891i,6.0076e-05-6.8546e-05i,-0.00024598-0.0005011i
-0.00072802-0.0012521i,-0.0007273-0.00098818i,-0.0010285-0.00076914i,-0.0011121-0.00069253i,-0.00072748-0.00016091i,-0.00023777-0.00021393i,-0.00026701-0.00021507i,-0.00096251+0.00070599i,-0.0012801+0.00080996i,-0.0007852+0.00108i,-0.00040712+0.0013041i,-0.00051977+0.00049415i,-0.0006365+8.7494e-06i,-5.918e-05+0.00027581i,-0.0002852+0.00093396i,-0.00095027+0.0011782i,-0.00041931-0.0001513i,0.00021569-0.0015153i,0.00040912-0.0010214i,0.00057449+3.8189e-05i,0.00026121+0.00024203i,-0.00020366-0.0004099i,-0.00047599-0.0012362i
0.00053844+0.00028703i,0.00099955+0.00090142i,0.00095278+0.00063921i,0.0010336+0.00025247i,0.0014204-0.00030432i,0.00041114-0.00077873i,-0.00028855-2.0958e-05i,-3.5943e-05+0.00017278i,0.00053157+0.0001404i,0.00083777+0.00053593i,0.00062469+0.00047018i,0.00069333-0.0002034i,0.00058539-0.00043749i,0.00025108-0.00040546i,0.00035424-0.00028548i,-2.659e-05-0.00012768i,-0.00022591+0.00044221i,0.00066911+0.001096i,0.00092283+0.00072713i,0.00027433+0.00072789i,-0.00044992+0.00028886i,-0.00086865-0.0004221i,-0.0007096-9.1159e-05i
0.0016724-0.00089093i,0.002019-0.0026907i,0.0025735-0.0032867i,0.0022721-0.0020753i,0.00093424-0.001897i,-2.9056e-05-0.0011148i,-0.00093868+0.00021942i,-0.0016538+0.00033402i,-0.0011368+0.00023511i,-0.00065522+7.5463e-05i,-0.00019664+8.6837e-05i,-0.00010216+0.00013378i,-0.00048097+0.00018476i,-0.00072575+0.00032895i,-0.0011942+0.00040068i,-0.00053921+0.00036967i,-5.0008e-05+0.00032223i,0.00055969-7.737e-05i,0.00071473-0.00038354i,-0.00032328+0.00023874i,-0.00027629+0.0010112i,-0.00011366+0.00071874i,0.0002476+0.00039979i
0.0017153-4.9394e-05i,0.00097628+0.00019371i,-2.9364e-05+9.5396e-05i,0.00030341+3.6506e-05i,0.00031954-0.00012236i,-0.0007036+5.4751e-05i,-0.00057829+0.00026877i,-0.00035166+0.00021377i,-0.0010586+0.00017551i,-0.0010933-0.00018813i,-0.00024583+0.00017194i,-5.8416e-05+0.00050662i,-0.00041314-0.00032909i,0.00011395-0.0008087i,0.00085476-0.00023762i,0.0006659+0.00053295i,0.00033814+0.00056995i,0.00061226-0.00022334i,0.00060712-0.00048897i,0.00030468+0.00012067i,0.00046255-2.3823e-05i,0.00076264+0.00048652i,0.00067732+0.00063517i
0.0010773+0.00013505i,-0.00013982+0.00053567i,-0.00058348+0.00082561i,0.00029142+0.00066194i,0.00066072-0.00060372i,-0.00035682-0.00070246i,-0.00063352-0.00052157i,-2.677e-05+0.00015689i,6.9467e-05+0.00090478i,-0.00065784+0.0009883i,-0.0001245+0.001339i,0.00078192+0.00096871i,0.00026238-1.3923e-05i,-0.00035764-0.00089042i,-0.00085621-0.00059923i,-0.0010766+0.00020972i,-0.0012003-0.00029376i,-0.00061928-0.0012647i,5.376e-05-0.0010249i,-0.00055157-0.00011119i,-0.00053497-2.7682e-05i,6.1722e-05-0.00033773i,9.9358e-05-0.00029982i
0.00068162-0.0013522i,-9.6037e-05-0.00026551i,-0.00063583-0.00021347i,-0.0003175-3.2436e-05i,-0.00059614+0.00029947i,-0.0014758+5.3137e-05i,-0.0019953+0.00019684i,-0.0014398-8.052e-05i,-0.0005755-0.00031248i,-2.1036e-05-7.3838e-05i,-0.00046276-2.1775e-05i,-0.00044519+0.00060592i,-0.00021905+0.0010538i,-0.00050831+0.00098876i,-0.00027064+0.00083296i,0.00013759+0.0008532i,0.0008272+0.00035761i,0.00076222-0.00013485i,7.3144e-05-0.00056606i,0.00014942-0.00069898i,0.00040491-0.00022334i,0.00015111+0.00045234i,-0.00055751+0.00052595i
-0.0021768+0.0011536i,-0.00069788+5.5933e-05i,-0.00091347+0.00031615i,-0.0011155-0.00064602i,0.00019078-0.00096564i,0.0003807-0.00091629i,-0.0004626-0.00085484i,-0.00078733+3.1925e-06i,-0.00060464+0.0003238i,-0.00023292+0.00030831i,0.00037145+0.0010412i,0.00064024+0.0019705i,0.00071243+0.00157i,0.0010144+0.00077562i,0.00085991+0.00073914i,0.00047917+0.0010261i,0.00047487+0.00015341i,0.00026079-0.0010214i,-0.00033782-0.0013085i,-0.0001589-0.00092469i,-0.0001096-0.00021127i,3.6704e-05+6.9559e-05i,0.00031631-0.00023688i
-0.00051275+0.0021098i,-0.00046472+0.0017115i,0.00048821+0.0014479i,0.0012085+0.0016151i,0.0020524+0.0019079i,0.001386+0.001497i,-0.00057206+0.0010346i,-0.00018518+0.00088677i,0.001063+0.0014283i,0.0014392+0.0017289i,0.00037805+0.00068524i,-0.00028036+0.0001887i,1.6463e-05+0.00082903i,9.9342e-05+0.0013165i,9.6694e-05+0.00083726i,5.5429e-05+0.00037172i,0.00085944+0.00076091i,0.0012233+0.00041829i,0.00038677-0.00022605i,0.00012549-0.00048551i,-5.7254e-05-0.0011015i,-0.00031124-0.0012205i,-0.0003728-0.00025005i
0.0014863-0.0014675i,0.0024196-0.0018346i,0.0015961-0.0013257i,0.0010942-0.00076497i,0.0011426-0.00061587i,0.00040917-0.0007185i,-0.00051765-0.00039534i,-0.00045464-3.1333e-05i,-2.144e-05-0.00016157i,-5.9601e-05+0.00061536i,-0.00012834+0.0011058i,3.1861e-05+0.00049702i,0.00034366+0.00020266i,0.0008356-2.2952e-05i,0.00040614-0.00045074i,-0.00033435-0.00025227i,0.00040037-0.00025256i,0.00082349-0.0002061i,0.00057506-0.00029507i,0.00037576-0.00021534i,-6.5453e-05+0.00049816i,0.00012654+0.0004099i,0.00037586-5.7858e-05i
7.1507e-05+0.0013114i,-0.00030464+0.0010489i,-0.00020208+0.0015115i,0.00098724+0.00092282i,0.0024939+0.00024089i,0.0023506+0.0005462i,0.000963+0.00049343i,-0.00039383+0.00068848i,-0.00077051+0.001064i,-0.00048866+0.00065558i,-0.00056087+0.00025362i,-0.00041557+0.00024186i,0.00027594-0.00022037i,0.00044659-0.00039022i,0.00026011-0.00052262i,0.00020369-0.00021218i,0.00042917+0.00049959i,0.00020963+0.0005i,-0.00014543-7.596e-05i,-0.000383-0.00014498i,-0.0011944+0.00021639i,-0.00076027+0.00031204i,0.00040623+0.00029278i
-0.0018099+0.00042824i,-0.0018126+0.00064604i,-0.0013002+0.0011252i,-0.00044567+0.0016797i,7.0232e-05+0.00098301i,0.00021061-0.00044054i,-0.00087751-0.00067664i,-0.0014703-9.18e-05i,-0.0010563+0.00041564i,-0.00067948+0.00021993i,0.00010633+0.0008i,0.00084917+0.00087453i,0.0004571+0.00083652i,-0.00011915+0.0010178i,0.00052207+8.8788e-06i,0.00086865-0.00075365i,0.00075644-0.00031154i,0.0011891+7.5994e-05i,0.00056288+0.00015431i,0.00011804+0.00035587i,-0.00014319+0.00022414i,-0.00031989-0.00015944i,0.00045855+4.1112e-05i
-0.002461-0.00065849i,-0.0009422-0.00033374i,-0.00070078-2.5837e-05i,0.00020357+3.7745e-05i,0.00044061+0.00036145i,0.00027249+0.00057719i,-0.00014746-4.9146e-05i,-0.0012785+0.00010058i,-0.0014062+0.00080841i,-0.0011167+0.00093968i,-0.00043959+0.0014648i,0.00071257+0.001468i,0.0006665+0.00083354i,4.5873e-06+0.0005743i,-0.00015401+0.00084287i,5.3499e-05+0.00092739i,-5.1764e-05-7.5647e-05i,-0.0010369-0.00060476i,-0.001046-0.00095422i,2.3572e-05-0.0010956i,-0.00024888-0.00055231i,-0.00085813+0.00031383i,-0.00065014+0.00035451i
-0.00071908+0.00073207i,-0.0011077+0.0011642i,-0.00095506+0.0011048i,-0.00036013+0.00063985i,-0.00028127-0.00041791i,-0.00042697-0.00086246i,-0.00095765-2.6243e-06i,-0.0011645+0.00090228i,-0.00099299+0.00067542i,-0.00052286+0.00092132i,-0.00023574+0.0017924i,5.3394e-07+0.001753i,0.00023242+0.0010481i,-0.0001054+0.00035473i,-0.00055286-0.00014903i,0.00045032-0.00026287i,0.0011407+0.00033951i,0.00086028+0.00051974i,0.00065583+0.00084449i,5.5973e-05+0.00060135i,6.8663e-06-0.00033571i,4.2631e-05-0.00051857i,0.00030706-0.00095266i
0.0016553-0.00072767i,0.0014166-0.0022361i,0.0012865-0.0036903i,0.0011527-0.0027563i,0.00013404-0.001687i,-0.00047945-0.00042646i,-0.00045123+0.00046713i,-0.00081634+0.00082765i,-0.0010301+0.00081056i,-0.0010892+0.00097442i,-0.00060571+0.00072398i,0.00015673-0.00018212i,-0.00045292-0.00088283i,-0.0011379-0.0010615i,-0.00072142-0.00062185i,8.9989e-05-0.00030779i,0.0005498-0.00045843i,0.0003769-4.2239e-05i,-0.00029655-0.00030521i,-0.00067047-0.00048241i,0.00035096+0.00012384i,0.00044852+0.00017361i,-0.00031228-0.00030993i
0.0018586-0.00067551i,0.0026608-0.00060332i,0.0028088+0.00043012i,0.0016259+0.00075443i,0.00014499+0.00038896i,-0.00092636-0.00032302i,-0.0014267-0.00020934i,-0.0011009+0.00036652i,-0.00045571+0.00040639i,0.00011089+0.00021514i,4.3263e-06+0.00028812i,-0.00038222+0.00038085i,-0.00071856+0.00082826i,-0.0006631+0.00051656i,-5.9014e-05+0.00037017i,0.00060405+0.00084176i,0.00067153+0.00071532i,-7.9708e-05-3.2837e-05i,-0.0010415-0.00042615i,-0.00058314-0.00072155i,3.0211e-05-0.00043473i,-0.00028709-0.00012415i,-0.00035775+0.00012775i
0.00091343+0.00037643i,-0.00034458-0.00050584i,-0.00010574-0.0011718i,0.0005633-0.0012246i,-0.00030154-0.0011274i,-0.00058125-0.0005751i,-8.3721e-05+3.2743e-05i,-0.00057289-0.00029679i,-0.001481-0.00051404i,-0.0012795-5.1475e-05i,3.8983e-05+0.00039434i,0.00065903-0.00024059i,0.00012598-0.00093341i,5.1191e-05-0.00079427i,0.00064212+4.2174e-05i,0.00069877-5.4774e-05i,-9.2459e-05-0.00010206i,-0.00065072+0.00064123i,-0.00019707+0.00057499i,-0.0002756+3.1749e-05i,-0.0013564-7.8112e-05i,-0.0010801+0.00020333i,-0.00030352-5.8224e-06i
-0.00053768+0.00042216i,-0.00028991-0.00031313i,-0.0003711-0.0012676i,-0.00030718-0.0015915i,0.00010521-0.0014509i,-0.00012175-0.00042972i,-0.001183+0.0013733i,-0.0019137+0.0017767i,-0.0013899+0.001128i,-0.00095839+0.0003427i,-0.00073701-0.00028776i,-0.0001416+0.00013961i,-0.0005922+0.0007905i,-0.00057103+1.965e-05i,5.656e-05-0.00012735i,0.00027867+0.00059833i,0.00028433+0.0005563i,0.00051074+9.6325e-05i,0.00052395-0.00042095i,8.2378e-06-0.00049864i,0.0002643-0.00010361i,0.00028026+2.2479e-05i,-0.00053987+0.0002872i
0.0011613+0.0031442i,0.0015218+0.0027192i,0.0015635+0.0027943i,0.0012408+0.001231i,0.0010856-0.00019076i,0.00062088-0.00051052i,-0.00024031-0.00019199i,-0.00079376-4.2465e-05i,0.00014678+0.000216i,0.0006107+0.00056832i,0.00032124+0.00040675i,0.00049346+0.00021093i,0.00094389+9.3382e-05i,0.000543-0.00015321i,0.00031874-0.00038178i,-0.00029194-0.00037016i,-0.00084398-0.00016766i,-0.00053942-0.00031731i,4.2111e-05-0.00058809i,0.00049277-0.00010151i,-5.4141e-05+0.00063792i,0.00012589+0.00054548i,0.00015452+0.00020403i
-0.0012145+0.00049137i,-0.00083853+0.0013385i,-0.00036803+0.0015937i,0.00099341+0.00034732i,0.0016248-0.00047968i,0.00083964-0.0006055i,-0.00051928-4.0474e-05i,-0.00099869+0.00075379i,-0.0012282+0.0008831i,-0.0010919+0.00097065i,-1.2152e-05+0.001122i,0.0005896+0.00058106i,0.00068309+0.00049441i,-3.0654e-06+0.00057172i,-0.000444+0.00069597i,-3.7048e-05+0.0011744i,-0.00025598+0.0013906i,-0.00056496+0.00014462i,2.274e-05-0.00054113i,0.00020363-0.00023143i,-0.00022188-0.00072502i,-0.00012388-0.00079696i,5.1049e-05-9.7326e-05i
-0.0013655+0.00051623i,-0.0019208+0.00051285i,-0.0011112+0.00059956i,0.00025514+0.00031023i,0.00078879-7.6339e-05i,0.0004699+0.00039327i,0.00024978+0.00030878i,0.00020104+0.0001883i,-0.00062468+0.00063225i,-0.0001827+0.00053994i,0.00088054+0.00026952i,0.0010421+0.00046644i,0.0007161+0.00059758i,4.0918e-05+0.00082667i,-0.00027775+0.00019557i,-0.00064308-0.00042529i,-0.00093526-0.00049542i,-0.00085974-0.000606i,-0.00075841-0.00018432i,-0.00033331+0.00067863i,0.00010448+0.0010878i,-0.00013461+0.00098857i,0.00016286+0.0010987i
0.0010164-0.0021362i,0.00095849-0.0018664i,0.00052353-0.0022161i,2.8061e-05-0.0021158i,-0.00017069-0.0012368i,0.00027979-0.00044179i,-0.00028124+0.00040581i,-0.0010214+0.00078461i,-0.00090608+0.00072801i,-0.00041504+0.00044872i,-0.00024819+0.00016774i,-0.0002579-0.00014968i,-0.0001202-0.00051235i,-0.00010086-0.00064191i,9.6266e-05-0.00092546i,0.00038687-0.00042669i,-1.6299e-05+0.00023269i,-0.00026416-5.7353e-05i,1.9106e-05-0.00058174i,-0.00066018-0.00041493i,-0.0011873-0.00019797i,-0.00054636-0.00028287i,0.00043493-0.00015262i
0.0026515-0.0023891i,0.0022523-0.0023683i,0.0040608-0.0032186i,0.0029554-0.0028431i,0.0011901-0.0014906i,0.00042424+0.0002726i,-0.00055742+0.00070065i,-0.00061031+0.00055792i,0.00034038+0.00071324i,0.00062772+0.000502i,0.00021074-0.0006301i,5.3335e-05-0.00070353i,-0.00053987+0.00037173i,-0.0013326+0.00085556i,-0.0013978+0.0010108i,-0.00067018+0.0010603i,-0.000647+0.00032661i,-0.0010605-0.00021621i,-0.00066498+2.2654e-05i,2.3304e-05-0.000177i,0.00065583-0.00086559i,0.00065744-0.0010204i,-8.0516e-05+0.0001159i
-0.00047019-0.00049949i,-0.0012276+0.00062718i,-0.00057056+0.0010807i,0.0001401+0.00038753i,6.4164e-05+0.00015497i,-0.00028756+0.00011998i,-0.00071986+5.9278e-05i,-0.00074989-0.00011429i,-0.00073773-0.00021645i,-0.00042011+8.9626e-05i,-0.00058414+0.00037483i,-0.00045533-0.00025669i,0.00060668-0.00038098i,0.0010825+0.00023378i,4.9841e-05+0.00026342i,-0.0004407+3.8829e-05i,0.00025424+4.505e-05i,0.00059896-8.9029e-06i,-7.9016e-05+6.0811e-05i,-0.0005986+4.3586e-05i,-0.00025616+0.00028379i,-7.8034e-05+0.00052294i,0.00014777+0.00010126i
0.00045708+0.00059679i,0.0004023+0.00027787i,0.00064291-0.00016057i,0.00095844-0.0011605i,0.0009752-0.00076599i,0.00063019-0.00014087i,-0.00090686-0.00036485i,-0.0014704+0.00032221i,-0.00017416+0.0012596i,0.00018704+0.0015166i,-0.00010489+0.0014309i,0.00013605+0.0015052i,5.9898e-05+0.0017456i,-0.00066521+0.0013875i,-0.00038507+0.00079778i,0.0002741+0.00022892i,-2.6767e-05+0.00032007i,-0.0002792+0.00083875i,0.00043871+0.00079615i,0.00033082+0.0012117i,-0.00075785+0.0005936i,-0.00078347-1.3929e-05i,-0.00043672+0.00021855i
-0.00033589+0.0010631i,-0.00060433+0.00098958i,-0.0016036+0.0019842i,-0.001733+0.0014447i,-0.00048959+0.00031072i,0.00064894+0.00024799i,0.00018806-0.00013924i,-0.00061978-0.00068534i,-0.0010873-0.00020376i,-0.00083493+0.00043683i,-0.00053521+0.0001116i,-0.00043137-0.00078824i,-6.4434e-05+6.8007e-05i,0.00026171+0.0010673i,-2.0274e-07+0.0005587i,-0.00029748+0.00024357i,-0.0001123+0.00096963i,-7.5043e-05+0.0013944i,0.0003204+0.00017058i,7.7778e-05-0.00026773i,-0.00056661+0.00044838i,-0.00018728+0.00056893i,0.00036018+0.00061352i
-0.00030782-0.00092912i,-0.00018931-0.0019256i,0.00019063-0.0020103i,0.0001434-0.0011763i,-0.00014478-0.00056694i,-0.00080234-0.00072897i,-0.0011105-0.00081768i,-0.0014465+2.9779e-05i,-0.0014368+0.00034392i,-0.00093675-3.3325e-05i,-0.00021184+0.00052729i,0.00031721+0.00062463i,0.00053914+0.00032994i,0.0003682-5.6138e-05i,0.0001897-0.00036374i,-0.00031251-0.00053231i,-0.0005083-0.00047605i,-0.00013492-0.00032299i,-6.089e-05-0.0006388i,0.00020546-0.00096971i,-6.4638e-06-0.00035698i,-0.00022055+0.00037166i,0.00037564+0.00037194i
0.00072309+0.0010749i,0.00027726+0.00068128i,0.001609-0.00017715i,0.0023188-0.00084942i,0.0019126-0.0015553i,0.0010823-0.0013585i,0.00051701-0.00035075i,6.7078e-05+0.00037334i,0.00010607+0.00086933i,1.2305e-06+0.00077203i,-0.00063452+0.00046392i,-0.00024985+8.6848e-05i,0.00010415-0.00048312i,1.7478e-05-0.00040621i,-0.00010373-0.00010546i,2.6595e-05-0.00010116i,-0.00022072+0.00032115i,-0.00018099+0.0007314i,0.00026117+0.00069898i,-0.00027995+0.0005912i,-0.00084614+0.00099439i,-0.00010766+0.0011209i,0.00056413+0.00079904i
0.00049317-0.0010847i,0.00073757-0.00044292i,0.0013648-0.00011884i,0.0016995-5.0962e-05i,0.0011977+0.00052491i,-0.00037733+0.0006734i,-0.0017244+0.00039489i,-0.0016484+0.00070297i,-0.00056161+0.00056888i,0.00019945+0.00065604i,0.00086653+0.00079577i,0.0010544+0.00020352i,2.217e-05-8.5835e-05i,-0.00053705-0.00029354i,-0.00045603-0.00052009i,0.00019191-3.4927e-05i,0.00026237+0.0002656i,0.00021447+0.00062223i,-5.3804e-05+0.00051994i,-0.00060914+0.00043897i,-0.00047742+0.00023463i,0.00023219-0.00032419i,0.00042512-0.00041741i
-0.00086997-0.0011876i,-0.00076965-0.00032074i,-0.0015175-0.00033279i,-0.0006987+6.0033e-05i,0.00024146+0.00090156i,0.00047689+0.00052525i,0.00053815+0.00069517i,-0.00056487+0.00083544i,-0.0015077-0.00011952i,-0.00097566-0.00022746i,0.00032748-0.00048102i,0.00099618-0.00082013i,0.0004014-0.00032672i,0.00019846-0.00020154i,0.0007579+0.00035177i,0.00060767+0.0011169i,0.00011614+0.0007783i,-0.00035916+0.00047268i,0.00014641+0.00018535i,0.00070479+0.00043169i,0.00029303+0.00095776i,3.2432e-05+0.00097865i,-0.00020684+0.00051962i
0.0029485-0.00076376i,0.0026552-0.00036653i,0.0015899-0.0010085i,0.00035852-0.0015836i,-0.00053758-0.0018754i,-0.00089715-0.0016266i,-0.0012413-0.00051723i,-0.0019713+0.00097517i,-0.0015624+0.00065131i,-0.00087512+0.00036999i,-0.0010647+0.00043538i,-0.00073363+0.00060598i,-0.00044409+0.00062442i,-0.00038412-0.00033756i,0.00050796-0.0017249i,0.00054368-0.0010453i,0.00013387+0.00022893i,0.0004319+0.0001591i,0.00015331-0.00022114i,-0.00092952-0.00068932i,-0.00059174-0.0013346i,0.00046716-0.00057634i,-0.00028177+0.00018094i
0.0014687-0.00040194i,0.0012105-0.0017039i,0.00021734-0.0021373i,-0.00032331-0.0010553i,-0.0011362-0.00065479i,-0.0010299-0.00076394i,-0.0015826+0.00019859i,-0.0016356+0.0011168i,-0.00086233+0.00053573i,-0.00095443-0.00017463i,-0.00087733-5.1638e-05i,-0.00052543+0.00045186i,-0.00040089+0.00012687i,-0.00017956-0.00019367i,-0.00034339+3.4073e-05i,-0.00035379-0.00075186i,-0.00040327-0.00093674i,-0.00014781-0.0011051i,0.00031906-0.001301i,3.7432e-05-0.00036777i,-0.0002645+0.0003057i,-0.00045277+0.00042106i,-0.00074422+0.00049665i
0.00031432+0.0004362i,0.0016442+0.00078213i,0.0020961-0.00019639i,0.0019234-0.0013979i,0.0015278-0.0019275i,0.00084423-0.0010293i,0.00039766-0.00023209i,-0.00070602-0.00019357i,-0.00052981+0.00010674i,-0.00023963+0.00054785i,-0.00047899+0.0011749i,0.00029077+0.00089478i,0.00063403-0.00026499i,0.000382-0.00037008i,-0.00027542-0.00020253i,-0.00036061+9.9674e-05i,-0.00040596+0.00024285i,0.00019032+1.0055e-05i,0.00092992-0.00018917i,-7.3979e-06-8.0522e-05i,-0.00064751-5.3947e-05i,-0.00084407-0.00023549i,-0.0010768+1.2917e-05i
-0.00029891+0.00083122i,-0.0008833+0.00049333i,-0.00041031+0.00083101i,-0.00061152+0.0010754i,-5.2373e-05+0.00021751i,0.00022793-0.00037205i,-0.00089604-0.00061337i,-0.0013202-0.00059883i,-0.0015197+0.00048785i,-0.0011382+0.00066588i,-0.00048982+0.00054971i,-0.00027533+0.00038876i,0.00021901-0.00014179i,0.00056129-6.8707e-05i,9.3361e-05+0.0003236i,-0.00034523+0.00037464i,-0.0011338-0.00028991i,-0.0015625-0.00079012i,-0.00019514-0.00055044i,0.00061181-0.00056704i,9.4812e-05-0.00027832i,7.0638e-05-0.00066643i,0.00018437-0.0011724i
-0.0015025-0.0012442i,-0.0014112-0.0013932i,-0.00069084-0.0016223i,-0.00019647-0.00064076i,-0.00029203-5.2523e-05i,0.00028384-5.4473e-05i,-0.00011316+0.00017695i,-0.0012875-0.0002189i,-0.0017002-0.00085435i,-0.0017364-0.00043612i,-0.00083038+0.00048054i,-0.00070967+0.00088571i,-0.00066263+0.00018616i,7.4618e-05-5.4073e-05i,-0.00016437+5.0427e-05i,0.00013124-0.000217i,0.00026778-0.00020555i,-0.00017915+0.00010512i,0.00024439-0.00015877i,0.000626-0.00019129i,0.00069712+0.00028596i,9.3365e-05+0.0009995i,-0.00089513+0.00111i
0.00024814+6.9736e-05i,0.00057791-0.00018831i,0.0014794-0.0008507i,0.0021805-0.0013489i,0.0018199-0.0012402i,0.0022147-0.00062433i,0.0014845-0.00030287i,-0.00013396+0.00015985i,-0.00073448+0.00049622i,-0.00053016-1.94e-06i,1.0073e-06+0.00016126i,-2.5949e-05+0.00060769i,-0.0010299+0.00024995i,-0.00058316-0.00037401i,5.0138e-05-0.00011006i,-9.5182e-05+0.00036084i,0.00024243+0.00088628i,0.00090957+0.00088612i,0.00082891-6.7226e-05i,9.7846e-06-0.00042403i,-0.00051602+0.00011771i,-0.00060431+0.00045083i,-0.0006801+0.00013157i
0.00082118-0.00065642i,0.0022187+0.0004308i,0.00048882+0.0010317i,4.895e-05+0.00046946i,0.00029684+6.5864e-05i,-0.00037146-0.0005635i,-0.00033092-0.00021164i,-0.00017392+0.0010118i,-0.00077159+0.00088842i,-0.0011757+0.000326i,-0.00077273+0.00023109i,-5.7479e-06+0.00049374i,-0.00029047+0.00069768i,-0.00098983+0.0011616i,-0.00097217+0.0013575i,-0.00038628+0.00069788i,8.9493e-05+0.0003691i,0.00041233+0.00019594i,0.00061767-0.00016419i,0.00025355-0.00034993i,9.1841e-05-3.1256e-05i,-0.00027205+0.00060081i,-0.00077849+0.00066061i
