-0.0032918+0.00026434i,-0.0021292+0.00036379i,-0.0018964+0.0013829i,-0.0020182+0.002493i,-0.0016779+0.0033528i,-0.00084928+0.0029244i,-0.00053577+0.0013846i,-0.00063481+0.0011147i,-0.00066341+0.001779i,-0.00048219+0.0014985i,0.00013716+0.0002501i,0.0004184-0.0010384i,-0.00051279-0.00074769i,-0.0012671-5.9267e-05i,-0.00092082+0.00011073i,0.00022243+9.166e-05i,0.00035128+0.00047376i,-2.081e-05+0.00065175i,0.00041358-0.0001275i,0.00085541-2.7845e-05i,0.00048145+0.00035076i,-0.00058812+3.3057e-05i,-0.00055876-0.00086461i
0.00035787-0.00023588i,-0.00059009-0.0011522i,-0.00030097-0.0008585i,-0.00021+0.00035584i,-0.00035876+0.00073805i,-0.00033146+0.00018341i,3.0388e-05+0.0012555i,1.811e-05+0.0018157i,-0.0003231+0.0014431i,-0.00022739+0.001324i,-0.00015099+0.0012513i,-0.00040633+0.00097103i,-0.00044843+0.00029764i,-0.00064917-0.00019617i,-0.00036804+2.5775e-05i,9.8187e-05-0.00015213i,0.0001152-0.00052847i,0.0004034-0.00016844i,0.001042+0.00045292i,0.00086492+0.00068012i,0.00027304+0.00069333i,0.00047758-0.00013352i,0.00090245-0.0010714i
-0.0011424+0.00061445i,-0.00010688+0.0014758i,-0.0009071+0.0015764i,-0.00075816+0.0018413i,-0.00044781+0.0017384i,-0.00051394+0.0010861i,-0.00020324+0.00064345i,0.00018885+0.00021559i,-0.00028154-6.6609e-05i,-0.00092691+0.00025382i,-0.00087174+0.00021271i,0.00017736-0.00030176i,0.00029863+6.9192e-05i,-0.00049313-0.00025298i,-0.0014579-0.0010864i,-0.00097155-0.0011464i,0.00041806-5.2121e-05i,0.00023955+0.00077128i,-8.9348e-05+0.00039255i,0.00057801-0.00018602i,0.00027549-5.5036e-05i,-3.9294e-05-6.7695e-05i,0.00024144+0.00020692i
0.00021368-0.0013333i,-0.00065893-0.0012855i,-0.0018223-0.00055672i,-0.0015739+0.00041722i,-0.0011231+0.00086895i,-0.00092201+0.00076359i,-0.0009165+0.00091424i,-0.0017087+0.0010671i,-0.0016514+0.00075177i,-0.00037802+0.00027711i,0.00010043-6.4622e-05i,0.00059699+7.7773e-05i,0.00088805+6.0933e-05i,0.00042171-0.00064026i,0.00055724-0.0008411i,0.00067507-0.00016766i,0.00056807+0.0007705i,0.00036628+0.00047764i,0.00046219-0.00083193i,0.00037859-0.00046761i,0.00033494+0.00024957i,0.00017172-0.00044094i,-0.00017939-0.0010531i
-0.0016102+0.0022648i,-0.00098995+0.002792i,-0.00040765+0.002519i,0.00035307+0.0021991i,0.00061776+0.0017771i,0.00045804+0.0012242i,-2.787e-05+0.00095056i,-0.00078531+0.00085364i,-0.0010527+0.00092575i,-0.00032121+0.00071172i,4.3703e-05+0.00036039i,0.00020851+0.00066187i,0.00019449+0.0004834i,-0.00017999-6.3114e-05i,-0.0001411+0.00022957i,-0.00021516-6.6676e-05i,-0.00026141-0.00085195i,-0.00015947-0.00068193i,-0.00020767-0.00031013i,-0.00031738-1.8991e-05i,-6.2657e-05+0.0001751i,0.00032451+9.8606e-05i,0.00014897+4.1248e-05i
0.0013063+0.00068732i,0.0010327-0.00033835i,0.0018511-0.00057973i,0.0011069-0.00052507i,0.00014956-0.0016162i,-0.00011887-0.0015058i,-0.00027927+0.00022956i,-0.00044098+0.0012518i,-0.00028238+0.0015747i,0.00016944+0.0010932i,0.00020962+0.00090015i,-0.00029059+0.00078334i,-0.00040325+0.00014499i,0.00012209+0.0006585i,0.00051247+0.0011203i,0.00041873+0.0009129i,0.0005408+0.00056897i,0.00066365-0.00032436i,-0.00023835-0.00052773i,-0.00068452+0.00030141i,-0.00058764+0.000955i,0.00035667+0.0010171i,0.00097191+0.0005386i
-9.0403e-05+0.00035494i,0.00099836+0.0011608i,0.0014981+0.0017818i,0.00085221+0.0017652i,0.00036768+0.0010628i,-0.00033873+0.00036754i,-0.001023+0.00064371i,-0.00093209+0.0011089i,-0.00058966+0.00093816i,9.1249e-05+0.0011045i,0.00013319+0.0010853i,-0.00019373+0.00036299i,-7.6212e-05-7.5882e-06i,-0.00012455+0.00050176i,-3.6621e-05+0.00051722i,-0.00034681-2.0217e-05i,0.00011851-0.00030317i,0.00021769-9.4822e-05i,-0.00016712+0.00062266i,-0.000247+0.0004568i,-0.0004497-0.00039887i,-0.00048398-0.00036271i,3.6677e-05+8.5872e-05i
-0.0010274-0.0011327i,-0.0016932-0.00072807i,-0.0023217-0.0006627i,-0.0019109+0.00026922i,-0.00063244+0.0009114i,-2.4017e-05+0.00072076i,-0.00045433+0.00065701i,-0.00084967+0.00097366i,-0.00087791+0.0013994i,-0.0013781+0.00099289i,-0.0013651-5.8435e-06i,-0.00048889-0.0005158i,0.00030102-0.0010756i,0.0011046-0.0010279i,0.0010497-0.00055572i,0.00024891-0.00063815i,-5.6618e-05-0.00094873i,0.00030844-0.00073043i,0.00046709+0.00028824i,0.00057389+0.00060217i,0.00026994+0.00011946i,0.00041919+0.0003897i,0.00067784+0.00013038i
0.0014171-8.4124e-05i,0.00088367+0.00027993i,1.8111e-05-0.00013888i,-0.0012349-0.00016698i,-0.0014775+0.00071236i,-0.0012104+0.00078965i,-0.00053741+0.0002128i,-0.00018908+0.00084571i,-0.00015608+0.00076669i,8.324e-05-0.0002557i,0.0002723-8.5103e-05i,0.0012412+6.1701e-05i,0.0018617-0.00040964i,0.0011602-7.9592e-05i,0.00033837+0.0006501i,6.9177e-05+0.00076746i,0.00053727+0.00030027i,0.00010958+2.4268e-05i,-0.00061232+2.6621e-05i,-0.00015204+0.00021234i,-0.00031736+0.0010546i,-0.00031611+0.0014079i,0.00034259+0.00084491i
0.0024755+0.0023282i,0.0012112+0.00043065i,0.0011525-0.00089178i,0.0011066-0.0017355i,0.0004203-0.0014628i,-0.00057328-0.00025145i,-0.00082421+0.00059918i,-0.00021694+0.00047863i,7.5459e-05+0.00019293i,-0.0010033+0.00024446i,-0.0010984-0.00041584i,-0.00069108-0.00088583i,-0.00021334-0.00034471i,0.00049823+0.00068253i,0.00011645+0.00054741i,-4.5508e-05+0.00019106i,0.00055554-0.00029046i,0.00037202-0.00012937i,0.00027521+5.3372e-05i,0.00035042-9.7418e-05i,3.7564e-05-0.00011419i,0.00012175-0.00015313i,0.000342-0.00042005i
0.00074812+0.00021367i,0.00031011-0.00071473i,-0.00045937-0.00068232i,-0.0013908-0.00021386i,-0.0011848-0.00075075i,-0.0010318-0.00011464i,-0.0012966+0.0014122i,-0.0018139+0.0017099i,-0.0016384+0.0011898i,-0.001101+6.7968e-05i,-0.0010755-0.00068568i,-0.00044859-0.00075691i,0.00055298-0.0010063i,0.00045604-0.00062426i,8.8323e-05+0.00023911i,-0.00039684+0.00067772i,7.4951e-05+0.00015687i,0.00048477-0.00020138i,-0.00010945-0.0001919i,-0.00071277+0.00015546i,-0.00088091+0.00075724i,-0.00018215+0.00042944i,0.0004144-0.00034509i
-0.0012812+0.0012886i,-0.0014917+0.001838i,-0.00035139+0.0020157i,0.0011108+0.0012328i,0.0011824+0.00041111i,0.00018433-5.2543e-05i,-0.001019+2.9237e-05i,-0.0012465+0.00038983i,-0.00056793+0.0011994i,0.00052941+0.0014385i,0.0012947+0.00075436i,0.00076372+9.5727e-05i,-0.00041828-5.5077e-05i,-0.00068239-1.3073e-05i,0.00010521-0.00046861i,-0.00018539-0.00083036i,-0.00033507-0.00059116i,-0.00016862+0.00025785i,-0.00066455+0.00036895i,-0.00022377+0.0003946i,0.00070518+0.00037844i,0.00076911+0.00035545i,0.00044582+0.00070976i
-0.00035232+0.00096059i,-0.0014021+0.00064519i,-0.0015625-7.1007e-05i,8.6894e-05-0.00034125i,0.0014215-0.00018304i,0.00099177+0.00027562i,8.084e-05+0.00049732i,1.7729e-05+0.00077951i,0.00026728+0.00077533i,-0.00033635+0.00025844i,-0.00072054-0.00024174i,-0.00030303-0.00052232i,8.6632e-05-0.00039323i,-0.00015594-0.00064392i,0.00046256-0.00088928i,0.00070263-0.00051884i,5.0575e-05-1.4404e-05i,4.8795e-05+0.00055319i,0.0004139+0.00027592i,0.00026062-0.00037289i,-0.00032774-0.00042675i,-0.00068011-4.7599e-05i,-6.6305e-05+0.00029138i
0.0011236+0.0017217i,0.00094743+0.0010235i,0.0012926+0.00039475i,0.0012932+0.00012706i,1.0465e-05-6.1677e-05i,-0.00070535-0.00033724i,-0.00056581-9.7652e-05i,-0.0010294+0.00042973i,-0.00055539+0.00038574i,-5.626e-05-9.2984e-05i,-0.00024455-0.00070079i,0.00022436+3.3364e-05i,0.00039092+0.00048255i,6.0165e-05-0.00016367i,0.00026869-0.00042407i,0.00012842-0.0009348i,0.00038179-0.00063862i,0.00069982+0.00011471i,0.00027308+0.00027652i,-0.00081561+0.00014298i,-0.00085417+0.00037386i,-0.00011093+0.00076181i,-9.2477e-05+0.00066031i
0.00053812+0.00025069i,0.0007994-0.00063575i,0.00061799-0.00052681i,-9.0427e-05-6.6231e-05i,0.00043095+0.00062831i,0.00053995+0.0016811i,-0.00022508+0.0017591i,-0.00032273+0.0018849i,-0.00048376+0.0022788i,-0.00056457+0.0019046i,0.00063704+0.00067813i,0.0011415+6.2229e-06i,0.00059613+0.00040724i,0.00048946+0.00032056i,0.00060437+0.00015249i,0.00054362+0.00019133i,0.00011791+0.00045701i,0.00022613+0.00096451i,-0.00013401+0.00030705i,-0.00080452+8.4424e-05i,-0.00052851+0.00082638i,1.1626e-05+0.00020722i,0.00046551-0.00063387i
0.0011297+0.0018103i,0.0012844+0.0025664i,0.0012776+0.0018108i,0.000306+0.0010937i,-0.00035046+0.00063783i,-0.0003531+0.00069743i,-0.00021542+0.00066586i,0.00048257+0.00081918i,0.00048905+0.00074455i,2.7048e-05+0.00031919i,-0.00011585-0.00018239i,0.00022292-0.00011125i,-0.00035976+0.0007153i,-0.00037847+0.00079404i,0.00010611+0.00050572i,-0.00064311-0.0001465i,-0.00062299-0.00081248i,-0.00042254-0.00059082i,-0.00043924-5.7123e-06i,-0.00061265+0.00051526i,-0.00076001+7.6071e-05i,0.0001133-0.00052573i,0.00060245+0.00015993i
0.0027593+0.0004185i,0.0018855-5.0581e-05i,0.00083939-0.00057505i,0.00053005-0.00053353i,-0.00063096+0.00012484i,-0.0019525+0.00014596i,-0.0020392+0.0015081i,-0.00071914+0.0030794i,0.00026277+0.0027396i,0.00050416+0.001214i,0.00063617+0.00027158i,0.00011573+0.00033533i,-0.0005437-8.0063e-05i,-0.00025077-5.185e-05i,-0.0003903+0.00046413i,-0.00072292+0.00083838i,-0.00033249+0.00042572i,-0.00079389-0.0005735i,-0.001199-0.001447i,-0.00059429-0.0014069i,-0.00057153+0.00011564i,-0.00062183+0.00065951i,-0.00026548-0.00078806i
0.00074662-0.00034231i,-0.00064935-0.00082281i,-0.0020077-0.00055384i,-0.0018366-6.0146e-05i,-0.0010638+0.0012977i,-1.6235e-05+0.0020838i,-0.0001961+0.0010707i,-0.00069244+0.00056698i,-0.000339+0.0010114i,-0.00038534+0.00067278i,-0.00083455-3.1516e-06i,-0.00068803-0.00037415i,-0.00014754-0.00077996i,0.00030941-0.00060973i,0.0012111-0.00063873i,0.0015402-0.00017856i,0.00047617+0.00025443i,0.0004548-6.1546e-05i,0.00036256-4.694e-05i,-0.00042083-0.00018747i,-0.00053634-0.00037781i,-0.00071845-0.00038797i,-0.00042374-0.00034524i
0.001052-0.00049218i,-0.00024499-0.0011448i,-0.00066254-0.0011208i,-0.00079424-0.00084492i,-0.00069387-0.00091718i,-0.0010261+0.0001545i,-0.0015752+0.00078407i,-0.0011293+0.00075301i,-0.00045602+0.00034811i,-0.00084837+6.9157e-05i,-0.00043503-0.00014047i,0.00073875+2.6247e-05i,0.00058888+0.00064504i,0.0005427+0.00049577i,0.00040099+0.00015057i,0.00049086+0.00023936i,0.00061713-0.00010875i,0.0008589-0.00010596i,0.00097578+0.00064688i,-0.00018461+0.00097754i,-0.00043903+0.00046451i,-0.00013013-9.2102e-07i,-0.00041038-0.00020045i
0.00089469-8.0922e-05i,0.0016096-0.00031553i,0.0016974-0.00096024i,5.3149e-05-0.0012473i,-0.00073205-0.0004237i,-0.00048336+0.00086514i,-0.00028797+0.0010986i,-5.3775e-06+0.0011712i,-0.00015415+0.00096108i,2.6981e-05-5.7771e-06i,0.00052311-0.00066427i,0.00023876-0.00070758i,-0.00092741-0.00095911i,-0.0012813-0.0007683i,-3.7421e-05-5.3255e-05i,0.00063522+0.00034462i,0.00046147-1.7258e-05i,0.00017851-0.00016087i,-0.00045118+0.00014777i,-0.00046849-0.00017582i,-0.00020237-0.00024948i,0.00051845-8.3001e-06i,0.0006663-0.00049717i
-0.00019729-0.0023553i,-0.00038685-0.0022422i,-0.0016097-0.0019835i,-0.0020825-0.00071203i,-0.0012732+0.00073279i,-0.00045855+0.0022932i,-0.00044614+0.0025377i,-0.00062241+0.0015311i,-0.00043302+0.00040506i,-0.00039756-0.00029137i,-0.00040767-0.00022521i,-0.00010001-0.00027982i,0.00051158-0.00050539i,0.00053509-5.4893e-05i,0.0009085+0.00012051i,0.00060295-0.00013422i,8.5479e-05+9.1579e-05i,0.0001272-0.00071248i,-0.00036616-0.0010793i,-0.00034594-9.8121e-06i,-0.00039903+0.00035605i,-0.00080823-0.00074389i,-0.00074138-0.0010199i
0.0018734-0.0004758i,7.3318e-05+0.00042048i,-0.0015204+0.00066046i,-0.0019088-0.000445i,-0.0030249+0.00015744i,-0.0039806+0.0016179i,-0.0027008+0.0014595i,-0.00139+0.0012871i,-0.00050227+0.00088042i,0.00033738-0.00011424i,0.00038218-0.00015944i,0.00010064+0.00016791i,0.00056021+0.00050104i,0.00058493-0.00016626i,-9.6206e-05-0.0010115i,0.00031936-0.00069315i,0.00035355-0.00011999i,-0.00010291+7.9501e-05i,0.00015119-0.00037842i,-8.354e-05+0.00010705i,-0.00068044+0.00093602i,-0.0010778+0.00029185i,-0.00020699-8.6743e-05i
0.00018254-0.0015155i,-0.0016082-0.00086724i,-0.002177-0.0014612i,-0.0013546-0.00041635i,-0.00091653+0.00088216i,-0.00063243+0.00038442i,-7.5137e-05+5.1856e-05i,-0.00010917+0.00022897i,-0.0002386+0.00015786i,-0.00058009-3.9835e-05i,-0.00077558-0.00026623i,-0.00046451-0.00035358i,-0.00017027-0.00016625i,3.8655e-05+6.6928e-05i,0.0007734-0.00046801i,0.00051931-0.0011967i,-0.00025401-0.00032611i,-0.00060996+0.00057446i,-0.00031429+0.0006986i,-0.00016932+0.00048441i,-0.0003475-4.5767e-05i,-0.00089267-0.00034253i,-0.00079647+6.1001e-05i
0.0016441+0.001138i,0.0015531-0.00038473i,0.00094622-0.00053454i,0.00091299-0.00041201i,0.00044729-4.9489e-05i,-0.00042843-0.00040812i,-0.00082872-0.00099138i,-0.00039803+0.00019069i,0.00021672+0.0010997i,0.00014252+0.00079016i,-0.00073601+0.00056146i,-0.00092613+0.00019154i,-0.00077878-0.00017967i,-0.00074456+0.00067958i,7.6289e-05+0.00045013i,0.00070121-0.00016258i,0.00033961+0.00037821i,0.00020698+0.00032393i,-0.00084613+0.00025075i,-0.0013581+0.00035799i,-0.0011176+0.00030307i,-0.00041382-0.00018407i,0.00033662-0.0006117i
-0.00058111-0.00027066i,1.005e-05+4.9712e-05i,-0.00049346+0.00028495i,-0.00065557-0.00021925i,-0.00087425+0.00014252i,-0.00086059+0.0013517i,-0.00031555+0.0016198i,-0.00046112+0.0011834i,-0.0010321+0.00043969i,-0.00069181-0.00034206i,0.00037972-0.00082309i,0.0010622-0.00073385i,0.00070001+0.00026386i,-0.00015806+0.00085249i,-0.00050238+0.00016983i,-0.0006615-0.00019817i,-0.0010637-0.00033368i,-0.00068243-0.00030516i,-0.00025397+0.00033501i,-0.00015572+0.00053743i,0.00018525-0.00019664i,0.00036962-0.00069595i,0.00058519-0.00064615i
-0.00012881-0.0004645i,0.00019113-0.00047622i,-0.0012409-0.00010117i,-0.0021778-7.6663e-05i,-0.00048953+0.00053109i,0.00077534+0.0011269i,-9.9868e-05+0.001114i,-0.00099325+0.0015811i,-0.0013499+0.0014519i,-0.00080078+0.00034061i,0.00031766-0.00013977i,0.00067895+1.9062e-05i,0.00048635+8.7938e-05i,7.2222e-05+0.0002471i,0.0002384+0.00018294i,0.0006543+0.00015909i,0.00071117+0.00029016i,0.00060173-0.0006064i,0.00022575-0.00071004i,-0.00028492-0.00010976i,-0.00020512-0.0004527i,0.00037796-0.0011299i,0.0004554-0.00065666i
-0.0014679-0.0014289i,-0.0019247-0.00072868i,-0.0035808+0.00071942i,-0.00341+0.0017419i,-0.0023451+0.0023602i,-0.0012298+0.0023853i,-0.0010745+0.0014439i,-0.0011173+0.00055014i,-0.00096955+0.00036641i,-0.0005846+0.00061712i,-8.2666e-05+0.00028284i,0.00023807+0.00035395i,0.00012799+4.9615e-06i,0.00075115-0.0010285i,0.001004-0.0014566i,0.00059868-0.00086241i,0.00038565-0.00041446i,0.00015131-0.00022547i,0.00029993-0.00016414i,0.00055819-0.00018022i,0.00057388+1.7076e-05i,0.00020155-0.00033575i,-9.6683e-05+0.0001618i
-0.0020364-0.00065918i,-0.0016937-0.00018134i,-0.00082857-0.00051874i,-0.00047581-0.0003751i,-0.00023064+0.00058497i,0.00014059+0.0010274i,-0.00059829+0.0012792i,-0.0012429+0.0011753i,-0.0010842+0.0011077i,-0.00095594+0.00064384i,-0.00087745-0.00022463i,-0.00074723-0.00060244i,-8.1027e-05-0.00085798i,0.00080471-0.00084343i,0.00093387-2.952e-06i,0.00013568+0.00026836i,-0.00040163-0.00031626i,-0.00042014-0.00059623i,-0.0004152-5.2017e-05i,-0.00066528+0.0011477i,-0.00069386+0.00050208i,-0.0003027-0.00062433i,-0.00029007-0.00012049i
0.00033446+0.0015808i,-7.8134e-05+0.001882i,7.3667e-05+0.0010945i,0.00055149-0.00020176i,0.00014665-7.2229e-06i,-0.00086342-0.00013847i,-0.0011554+8.3996e-06i,-0.00045459+0.00073863i,-6.3148e-05+0.0010963i,-0.00020661+0.00020369i,0.00013427-0.000544i,0.001023-0.00030473i,0.00098621-0.001012i,0.00041359-0.0013539i,0.00028162-0.00091864i,0.00029264-0.00052065i,-1.5177e-05-0.00024744i,-3.5622e-05-0.00023102i,-0.00020601-0.00028813i,-0.00064073-0.00025875i,-0.00065893+0.00036968i,-0.00057594+0.0008527i,-0.00088327+0.0006081i
-0.0015157-0.00079826i,-0.0012995-0.00055548i,-0.0010203-1.343e-05i,-0.00077518+0.0008883i,0.000214+0.0017635i,0.0010192+0.0019534i,0.00068786+0.002167i,0.00021113+0.0015906i,-0.0002336+0.00072546i,-0.00059719+0.0008302i,-0.00026451+0.00034382i,-0.00026069-0.00020183i,-0.00049956+1.6281e-05i,-0.00060953+9.0402e-05i,-0.00027293-0.00011503i,-3.0388e-05+7.4518e-05i,0.00059028+6.0488e-05i,0.00064464+0.00053381i,-0.00031129+0.0011201i,-0.00065727+0.00082776i,-0.00076056-0.00053818i,-0.00056462-0.0010983i,0.00013215-0.00028927i
0.00024969+0.00068991i,-0.00097557-8.4379e-05i,-0.0014048-0.00074431i,-0.00098588-0.0010052i,-0.00043621-0.0007062i,-0.00095375+0.00029327i,-0.0011515+0.001267i,-0.00099052+0.0012194i,-0.0009078+0.00086903i,-0.0009528+0.0011129i,-0.0011838+0.00091562i,-0.00020246+0.00060881i,0.0012199+0.00031392i,0.00074472+6.485e-05i,0.00032601-6.7703e-05i,0.00046919-0.00017669i,0.00020422-0.00037496i,0.00013906-0.00019288i,0.00045634-0.00016461i,0.00031227-0.00087949i,-0.0011416-0.00084221i,-0.00088464+0.00027121i,0.00029765+0.00063736i
0.0017984-0.0011957i,0.0019183-0.0010117i,0.001231-0.0015245i,-0.00012193-0.0011061i,-0.00065808+0.00017118i,-0.00053184+0.0014719i,0.00014273+0.0016403i,0.0010466+0.0016757i,0.00049361+0.0013839i,-0.00079389+0.00044311i,-0.00094013+0.00038044i,-0.00028226+0.0002017i,-0.00030368-0.0001294i,-0.00018855-7.176e-05i,0.00015+4.965e-05i,0.00020827+0.00061251i,-0.00023907+0.00095592i,-0.00068694+0.00066342i,-0.0010538-0.00019343i,-0.0010755-0.00077381i,-0.00065631-0.00053543i,-4.7862e-05-0.00023687i,0.00013595-0.00031663i
9.832e-05-0.00069285i,-0.00039768-0.00044048i,-0.0015849-0.00058659i,-0.0017637-1.2494e-05i,-0.0016851+0.0010845i,-0.00092408+0.0008202i,-0.0011548+0.00033661i,-0.0014476+0.00045826i,-0.00071243+0.00020718i,-6.177e-05+0.0001006i,0.00052187+0.0008081i,0.0010724+0.00093476i,0.00059953+0.00066304i,0.0007401+0.00058213i,0.0011331+0.00023136i,0.000554-0.00064089i,-0.0004411-0.00089166i,-0.00033488-0.0007236i,0.00048126+0.00028765i,0.00013444+0.0015686i,-0.00021221+0.00088429i,-8.4734e-05-0.00023104i,0.00016986-9.0211e-05i
-0.00082052+0.00066074i,-0.00062862+0.00091651i,4.9327e-05+0.0017293i,0.00053881+0.0017216i,0.0003333+0.0010527i,-6.646e-05+0.00038663i,-0.0011891+0.00027127i,-0.0014754+0.00054239i,-0.00081615+0.00037224i,0.00015379+0.0006672i,0.0009472+0.00067267i,0.00045958-0.00034307i,-0.00022769-0.00091025i,0.00030523-0.00010663i,0.00047668+0.00051241i,0.00038409+0.00024568i,0.00099677+6.8964e-05i,0.00092416-0.0005581i,-9.3542e-05-0.0012168i,-0.00070296-0.00019592i,-0.00051671+0.00060132i,0.00018035+0.00011877i,0.00036496-0.0001152i
0.00033519-0.00071421i,0.00043049-0.00064618i,0.0011421-0.00086966i,0.00026128+0.00029706i,-0.00092463+0.0012011i,-0.0015246+0.001384i,-0.0013688+0.0013153i,-0.00050764+0.0010442i,-8.9762e-05+0.00036451i,0.00040405+0.00027445i,6.1711e-05+0.00032014i,-0.00062359-9.6829e-05i,-0.00059561+5.8875e-05i,0.00020744+0.00034433i,0.0008926+0.00018941i,0.00095621-0.00025692i,0.00045333-0.00024887i,-8.8057e-05-0.00042151i,-0.00069253-0.00074883i,-0.001027-0.00058218i,-0.00094337+0.0002261i,-0.00093147+8.0989e-05i,-0.0012284-0.00039099i
0.00020582-0.0017802i,-6.4134e-05-0.0012537i,1.019e-05-0.00075673i,6.9241e-05-0.00022518i,-0.00026209+0.00041467i,-0.00033475+0.0015621i,-0.00067712+0.00191i,-0.00051683+0.0012439i,-0.00078106+0.0006785i,-0.00086664+0.00056315i,-0.0001534+0.00061957i,6.3348e-05-6.3954e-05i,1.0124e-05-0.00080121i,-0.00045553-0.00033585i,-0.00074659+0.00021326i,-0.0005849-0.00021343i,-0.00051719-0.00024668i,-0.00054333+0.00050284i,-0.0002087+0.0009189i,0.00018947+0.00075106i,0.00028106-0.00011062i,0.00045285-0.00067175i,0.00043316-0.00013629i
-2.4222e-05+0.00025011i,-0.00052421-0.00021211i,-0.0010067-0.0010587i,-0.0011005-0.00019929i,-0.00092973+0.0012519i,-0.0009183+0.001413i,-0.000855+0.0012626i,-0.00075468+0.0009326i,-0.00054919+0.00081265i,-0.00041877+0.00088047i,-0.00064622+0.00031836i,-0.0011516-0.00019475i,-0.00078656-0.00024852i,-0.00013426-0.00042211i,-2.8065e-06-0.00030005i,0.00034771-0.0002371i,0.00064964+0.00020149i,0.00047097+0.00052552i,0.00017831+0.00033161i,-0.00016595+0.00018418i,-0.00039436+0.00018526i,-0.00067003+0.00042404i,-0.00043184+0.00027468i
-0.00058889-0.00014413i,1.7376e-05+0.0011484i,0.00016823+0.0012675i,-0.00030328+0.0010193i,-0.0010867+0.0013942i,-0.00091666+0.001252i,-0.0001741+0.00072909i,-0.00035638+0.00066888i,-0.00048986+0.00055419i,-0.00041356+0.00012491i,-0.00075834+0.00024573i,-0.00075566+0.00045458i,-7.9862e-05+0.0004529i,0.00038716+0.00015814i,0.00046893-0.00041339i,0.00029761-0.00016834i,3.256e-05+9.8114e-05i,-0.00051596+7.7516e-05i,-0.00071814-0.00010089i,0.00036599-0.00077023i,0.00068096-0.000309i,0.00030361+3.8341e-05i,0.00032898-0.00031082i
2.2733e-05-0.00023331i,-0.001527+0.0002949i,-0.0022573-0.00041477i,-0.0011096-0.00086096i,0.00035732-5.8625e-05i,0.00042121+0.00012567i,6.8107e-05-0.0003188i,-0.00057099-4.2635e-05i,-0.0011133+0.0006636i,-0.00065375+0.0002449i,0.00018143-0.00053677i,0.00055539-7.3191e-06i,0.00032087+0.0007122i,0.00052829+0.00018859i,0.00040551+7.1155e-05i,-0.0003697-0.00018107i,-0.00023347-0.00032466i,3.9714e-05+6.4269e-05i,-1.7736e-05+0.00010336i,-0.00034337+0.00034503i,-0.00049479+0.00028886i,-0.00067264+0.00012656i,-0.00067624+8.0423e-05i
0.0015233-0.00050381i,0.00082857-0.00067865i,-0.00020443-0.00011008i,-0.00081825+0.00039085i,-0.0014375+0.00054248i,-0.0021928+0.00039346i,-0.0020197+0.001271i,-0.0011934+0.0018578i,-0.00026412+0.00067563i,-0.00031439+7.7969e-05i,-0.00084122+0.0004539i,-0.00067966+0.00026582i,0.0001336-0.00041233i,0.0010168-0.00021058i,0.0012913+0.00038078i,0.00089215+0.00019345i,0.00042362-0.0003581i,0.0010492-0.00047782i,0.0013505-0.00017938i,0.00029262+7.25e-05i,-0.00018728+6.8673e-05i,0.00030178+0.00021859i,-8.1994e-05+0.0005684i
-0.0021168-0.00042973i,-0.0023903+0.00073123i,-0.003453+0.00071266i,-0.0032584+0.00040619i,-0.0019167+0.00045797i,-0.00018855+0.00042981i,0.00037501+0.0002765i,-0.00032233+0.00058987i,-0.00078405+0.00093256i,-0.00040391+0.00070565i,8.4017e-05+0.00025086i,0.00066633-0.00014903i,0.00091561-0.00037007i,0.00095331-0.00022029i,0.00076193-6.6118e-05i,0.00089554+7.4127e-05i,0.00032586+0.00080683i,-0.00023741+0.0011218i,-0.00057008+7.5728e-05i,-0.0006497-0.00076737i,-5.4161e-06-0.00039522i,0.00080292+4.5071e-05i,0.00073509+0.0004169i
0.0018519-0.00059673i,0.0020661-0.0019145i,0.0023488-0.0031596i,0.0019677-0.0030931i,0.00069556-0.0016131i,-0.00088842-0.00016036i,-0.0013866+1.8131e-05i,-0.001589+0.00061668i,-0.0012844+0.0010921i,-0.00046189+0.0003907i,-0.00022284-0.00018572i,-0.00051124-0.00035078i,-0.00065508-0.00056205i,0.0001015-0.00044801i,0.00017382-0.00023788i,0.00011175-0.00014798i,0.00021711+0.00023254i,0.00021111-0.00018864i,0.00051588-0.00092498i,0.00025852-0.0010169i,-0.0003853-0.0012748i,-0.00047079-0.0011434i,-0.00045823-0.00057019i
-0.0011998+0.00094106i,-0.0012761+0.0020298i,-0.0013698+0.0018889i,-0.0014895+0.0014365i,-0.0013852+0.0010304i,-0.00095305+0.0014097i,-0.00024596+0.0012775i,-0.00022753+0.00093689i,-0.00045561+0.00030899i,-0.00061487-0.00036832i,-0.00039857-0.00020196i,0.00021174-7.7365e-05i,0.00020535+0.00038784i,0.00018805+0.00048131i,0.00051502+6.6448e-06i,0.00033769-0.00015931i,0.00010892-0.0003238i,0.00037754-0.00022318i,0.00062002-0.00048676i,0.00040022-0.00050024i,0.00014486+0.00036001i,-6.6047e-05+0.00039197i,0.00015438-0.00095175i
